MAT.1.1	Ri' ri jb'ijak yak jmam Kakaj Jesucristo ri rijajl David y Abraham. 
ACT.4.8	Y Pedro nojsali' ranm la' Lok'laj Jsantil Kakaj Dios, xij rechak: Atak b'ab'al y atak yak ajililtak jcholajl chijxo'lak yak rijajl Israel, 
ACT.4.9	atak, wi ri' tijin tatz'onajtak chike nen xanow tok'ob' re sic' winak yaj y nen mo xtzib'wi', 
ACT.4.10	lajori tawetemajtak atak juntir y tretemajtak juntir yak rijajl Israel chi winak ri, ri wi' kiq'uil xtzib'i'n, pero laj jb'ijke Kakaj Jesucristo aj Nazaret ri xacamsajtak wich curs y ri xc'astasaj jwich laj jcamnakl xo'lak camnakib' jwi'l Kakaj Dios.
ACT.4.11	Kakaj Jesucristo ri' man ab'aj ri ta' xchocon awi'lak ri atak ajb'analtak ja. Pero man ab'aj li xchoconi' pire jcowil ja. 
ACT.4.12	Ta' chiqui' nen jono quiek jwi'l ojcolmajtak laj jk'ab' kamac, jwi'l Kakaj Dios ta' chiqui' tijtakch ni jono chic wich ulew ri quiek jwi'l ojcolmajtak laj jk'ab' kamac, xche' Pedro rechak.
ACT.4.13	Mak jb'ab'alak yak rijajl Israel cuando xriltak chi Pedro pach Juan ta' titzaak jch'olak chi yoloj y xretemajtak chi ta' xtijoj rib'ak lamas xtijoj rib'ak yak ajtijonl, juntir rib'ilak xsaach jch'olak y xch'ob'tak chi ri'taka' yak ajtijol rib'ak chirij Kakaj Jesucristo. 
ACT.4.14	Y winak ri xtzib'c, wi' cla' pi jpachak, jwi'li'li rechak ta' chiqui' nen xijtak chirijak Pedro pach Juan.
ACT.4.15	Mak jb'ab'alak yak rijajl Israel xijtak rechak chi tieltakb'i chijxo'lak. Cuando xcantak ric'anak xoctak chi jchomorsaj chirib'il rib'ak, 
ACT.4.16	xijtak: ¿Nen tikab'an rechak mak winak ri? Juntir cristian Jerusalén xrila'taka' jun c'utb'i jcwinel Kakaj Dios ri xantak cuando xtzib'sajtak sic' winak co'x y oj ta' mo tikab'ij chi ta' tz'et. 
ACT.4.17	Pero pire ma' tiel mas jtaquil jwi'lak cristian, lajori kak'ele'tak, kab'ij rechak chi mi jcuxtajtak chic jb'ij Jesús rechak cristian, xche'tak.
ACT.4.18	Cuando xijmaj jilonli jwi'lak, ajruc're' xsiq'uijtak Pedro pach Juan y xijtak rechak chi mi yolowtak chic y mi jtijojtak chic cristian laj jb'ij Kakaj Jesús. 
ACT.4.19	Pedro pach Juan xijtak rechak: Atak chomorsajtak wi pi jcholajli' ojcojon chawchak y tikaxut Kakaj Dios. 
ACT.4.20	Oj ta' tijna' tikamay jb'ij lawi' ri ilan y tal kawi'l, xche'tak rechak mak jb'ab'alak yak rijajl Israel.
ACT.4.21	Y xpe mak jb'ab'alak yak rijajl Israel xijtak rechak chi wi mita' tican jye'tak jb'ij tzilaj jtaquil chirij Kakaj Jesucristo, tina b'ansajna c'ax rechak, ajruc're' xtaktakb'ic. Ta' xta'tak ni jono jmacak pire trantak k'atb'itzij chib'ak jwi'l juntir cristian tijintak chi jnimirsaj jk'ij Kakaj Dios jwi'l ri xantak. 
ACT.4.22	Raj wi'chak mas ca'winak (40) junb' man winak ri xtzib'saj la' jcwinel Kakaj Jesús.
ACT.4.23	Cuando xtakmajtakb'i Pedro pach Juan, xe'tak chic lamas wi' yak jpachak xoctak chi jyolic rechak nen xijsaj rechak jwi'lak mak jb'ab'alak yak ajc'amaltak jb'eak cristian riq'ui Kakaj Dios y jwi'lak yak ajililtak jcholajl chijxo'lak yak rijajl Israel. 
ACT.4.24	Cuando xtatak juntir yak jpachak nen xansaj rechak, nic' xoctak chi ch'a'wem riq'ui Kakaj Dios, xijtak jilonri: At Kajawl, ati' xatb'anow caj, ulew, mar y juntir kelen ri wi' chiwchak, 
ACT.4.25	xatak Asantil chi jk'asaj Ayolj re David ri atako'n ri xij jilonri:
ACT.4.25	Ta' jcholajl tipe retzalak mak cristian wich ulew y trantak jun jchomorsa'nak ri ta' nen tichacuj.
ACT.4.26	Mak rey re wich ulew xmol rib'ak chi jcontrij Kakaj Dios ri Kajawl pach jtako'n ri tina jtaknach wich ulew, xche'.
ACT.4.27	Ri' li ri xantak Herodes Antipas pach Poncio Pilato, xmulb'a' rib'ak neri Jerusalén pach yak rijajl Israel y yak ma' rijajl ta' Israel chi jb'anic c'ax re Kakaj Jesús ri b'il awi'l chi tina ataknach wich ulew ri atako'n ri ta' ni jun b'welt xmacunc. 
ACT.4.28	Jilon xantak chapca' ri b'il awi'l chi tina b'anna.
ACT.4.29	Y lajori, at Kakaj Dios ri Kajawl, il jcholajl nen tijin trantak chike y ye' jcowil kanm ri oj awajchac chi jb'ij Ayolj rechak cristian. 
ACT.4.30	La' acwinel tzib'saj yak cristian ri yajtak y b'an c'utb'i acwinel y nimaktak retal ri sachom ch'olal rilic laj jb'ij Kakaj Jesús ri awajchac ri tosol pi awe, xche'tak re Kakaj Dios.
ACT.4.31	Cuando xmaytak ch'a'wem riq'ui Kakaj Dios, sub'laj xquerquen man luwar lamas wi'takwi' y juntir rib'ilak xnojsaj ranmak la' Lok'laj Jsantil Kakaj Dios y wi'chak jcowil ranmak chi jb'ij Jyolj Kakaj Dios rechak cristian.
ACT.4.32	Juntir yak ajtakeltak re Kakaj Jesucristo niq'ui' jchomorsa'nak. Juntir kelen rechak ri wi' chi jujunalak ni jonok tib'in chi rechi' ric'an, jwi'l tijcomonaji' kelen rechak chirib'il rib'ak. 
ACT.4.33	Wi' jcowil ranmak yak jtako'n Kakaj Jesucristo chi jb'ij chi tz'eti' xc'astasaji' jwich Kakaj Jesús ri Kajawl laj jcamnakl. Y Kakaj Dios xya' sub'laj rutzil ranm rechak juntir rib'ilak. 
ACT.4.34	Ni jono rechak yak ajtakeltak re Kakaj Jesucristo tijtij c'ax chi jtoquic nen rajwax re, jwi'l wi' jujun rechak tijc'ayaj rulewak o richochak 
ACT.4.35	y tijjachtak man pwak li laj jk'ab'ak yak jtako'n Kakaj Jesucristo. Y yak jtako'n Kakaj Jesucristo tijjach chiwchak yak ri wi' rajwax rechak.
ACT.4.36	Jilon xan José ri rijajl Leví ri tipe Chipre, ri xcojsaj jb'ij pi Bernabé jwi'lak yak jtako'n Kakaj Jesucristo. Ri jcholajl tielwi' man b'ij Bernabé, jc'ajol ajye'l jcowil kanm. 
ACT.4.37	Winak li wi' jun q'uer rulew xc'ayaj y xjach rijil laj jk'ab'ak yak jtako'n Kakaj Jesucristo.
ACT.5.1	Wi' jun winak ri jb'ij Ananías y Safira jb'ij rixokl. Xpe rechak, xc'ayajtak jun q'uer rulewak. 
ACT.5.2	Pero Ananías xchomorsaj pach rixokl, xcan jmuke' nic'j pwak rijil rulewak y nic'j xjach laj jk'ab'ak yak jtako'n Kakaj Jesucristo. Xan chapca' xikeli man pwak.
ACT.5.3	Xpe Pedro, xtz'onaj re Ananías: ¿Nen chac xaye' luwar re man jb'ab'al etzl xoc laj awanm y xab'an jo'slaj tzij chiwch Lok'laj Jsantil Kakaj Dios cuando xamuk nic'j pwak rijil awulew? 
ACT.5.4	¿Ma' awech ta'c'u b'an man ulew ri xac'ayaj? ¿Ma' awech ta'c'u b'an man pwak? ¿Nen chac xab'an jilonli? Ma' re ta' cristian xab'an jo'slaj tzij, rechi' Kakaj Dios, xche' Pedro re Ananías.
ACT.5.5	Cuando xijmaj jilonli re Ananías jwi'l Pedro, Ananías xtzaak lak ulew y xcamc. Y juntir yak ri xtatak jtaquil jcamic Ananías sub'laj xtzaak jch'olak chi jtaic.
ACT.5.6	Ajruc're' xpetak nic'j c'ojolb', xpistakb'i jcamnakl li jun itz'ik, xc'amtakb'ic y xe' jmuke'tak. 
ACT.5.7	Raj uxib' orchak jb'antaj jilonli cuando xtaw chic rixokl Ananías. Re ta' retam wi xcami' richjil.
ACT.5.8	Xpe Pedro, xtz'onaj re: B'ij chwe, ¿ji'ni'kelonri jq'uiyal pwak ri rijil awulewak ri xac'ayajtak? xche' re.
ACT.5.8	Safira xij: Tz'eti'n, ji'ke jq'uiyal pwak li, xche'.
ACT.5.9	Ajruc're' xpe Pedro, xij re: ¿Nen chac xniq'uib' awchak chi jb'anic jo'slaj tzij chiwch Lok'laj Jsantil Kakaj Dios ri Kajawl? Co'taka' yak c'ojolb' li wi'takchak chi' pwert, ajri' xyuktak xpetak chi jmukic awichjil y lajori atjc'amtak chicb'i at, xche' Pedro re.
ACT.5.10	Cuando xijmaj jilonli re Safira, etke xtzaak lak ulew chiwch Pedro y xcamc. Y cuando xoctak chicch yak c'ojolb' ri xpetak chi jmukic Ananías, xe' jte'tak chic Safira camnakchak. Xresajtakb'ic, xe' jmuke'tak laj jxuct richjil. 
ACT.5.11	Y juntir yak ajtakeltak re Kakaj Jesucristo pach yak nic'j cristian chic, cuando xtatak jtaquil sub'laj xtzaak jch'olak.
ACT.5.12	Sub'laj q'ui c'utb'i jcwinel Kakaj Dios xantak yak jtako'n Kakaj Jesucristo chiwchak cristian. Juntir yak ajtakeltak re Kakaj Jesucristo tijmulb'a' rib'ak b'atz'aak re nimi richoch Kakaj Dios ri cojol jb'ij pi b'atz'aak re Salomón chapca' ri nak'tisajem rib'ak. 
ACT.5.13	Juntir rechak jor tzi tiilsajtak jwi'lak cristian, pero ta' chiqui' ni jonok raj tioc riq'uilak yak ajtakeltak re Kakaj Jesucristo jwi'l jtzakic jch'olak.
ACT.5.14	Sub'laj tijin tiq'uiyantak jwi'l sub'laj q'ui xjach rib'ak laj jk'ab' Kakaj Jesucristo. 
ACT.5.15	Y xresajtakch yak yaj, wi' xc'amtakch pach jch'atak y wi' b'ak ch'atum che'ke c'amalch jwi'lak, xyuk jye'tak lak b'e. Ri' rajak cuando tik'ax Pedro, onque jnachke tik'ax chib'ak, jujun yaj pire tican tzib'tak. 
ACT.5.16	Y sub'laj cristian ri tipetak lak jaljojtak tilmit chijc'ulel Jerusalén, tijc'amtakch jyowb'ak riq'uilak yak jtako'n Kakaj Jesucristo. Y wi' jujun ch'u'jursaltak jwi'l wi' etzl laj ranmak y juntir li xcan tzib'tak.
ACT.5.17	Ajruc're' man nimlaj jb'ab'alak yak ajc'amaltak jb'eak cristian riq'ui Kakaj Dios pach juntir jpach, ri'taka' man k'at re mak saduceo, xti'tijtak yak jtako'n Kakaj Jesucristo, 
ACT.5.18	xchaptak y xc'amtakb'ic, xe' jcoje'tak li man cars re tilmit. 
ACT.5.19	Y lak'ab' xtaksajch jun anjl jwi'l Kakaj Dios ri Kajawl chi jteb'aj man cars y xresaj yak jtako'n Kakaj Jesucristo li cars, xij rechak: 
ACT.5.20	Lajori jattak li nimi richoch Kakaj Dios y b'ijtatak rechak cristian juntir nen tran Kakaj Dios chi jye'ic aac'laj c'aslemal rechak, xche' rechak.
ACT.5.21	Jilon xantak chapca' ri xijsaj rechak jwi'l anjl. Laj jcab' k'ij xike xsakarsanc, xe'tak li nimi richoch Kakaj Dios, xoctak chi jtijoj cristian. Y ak'ab' li xpe man nimlaj jb'ab'alak yak ajc'amaltak jb'eak cristian riq'ui Kakaj Dios pach mak nic'j jpachak chic, xtaktak jsiq'uij mak comontak jb'ab'alak yak rijajl Israel y xtaktak jc'amicak yak jtako'n Kakaj Jesucristo ri wi'tak li cars. 
ACT.5.22	Pero cuando xtawtak yak ajchajaltak re nimi richoch Kakaj Dios chi jc'amicak, ta'taka' chiqui' li cars y jilonli xk'ajtak chi jb'ij rechak mak comontak jb'ab'alak yak rijajl Israel, 
ACT.5.23	xijtak: Man cars tziyi' jtz'apij xojtawc y mak ajchajaltak re cars wi'taka' chi' pwert re cars chi chajinc, pero cuando xkateb'a' man cars, ta' chiqui' nen wi' li cars, xche'tak.
ACT.5.24	Man jb'ab'alak mak ajchajaltak re nimi richoch Kakaj Dios pach man jb'ab'alak yak ajc'amaltak jb'eak cristian riq'ui Kakaj Dios, cuando xtatak jilonli, ta' chiqui' tijta'tak nen trantak, xijtak chirib'il rib'ak: Ta' ketam nen mo tiq'uisb'entak mak cristian li, xche'tak.
ACT.5.25	Aj tijintaka' chi jb'ij jilonli cuando xtaw jun winak, xij rechak: Mak winak ri xacojtak li cars, wi'taka' li nimi richoch Kakaj Dios lajori, tijintaka' chi jtijoj cristian, xche' rechak.
ACT.5.26	Ajruc're' man jb'ab'alak mak ajchajaltak re nimi richoch Kakaj Dios xe'tak pach mak jpach chi jtoquic yak jtako'n Kakaj Jesucristo. Y xe' jc'ame'takch pi utzil, ta' xantak c'ax rechak jwi'l jtzakic jch'olak pent ticamsajtak chi ab'aj jwi'lak cristian.
ACT.5.27	Cuando xe' jc'ame'takch, xyuk jache'tak lamas mulb'emwi' rib'ak mak comontak jb'ab'alak yak rijajl Israel y xpe man nimlaj jb'ab'alak yak ajc'amaltak jb'eak cristian riq'ui Kakaj Dios, xij rechak: 
ACT.5.28	Oj xkab'iji' chawechak chi ma tijojtak chic cristian laj jb'ij Jesús, pero atak xatcwintaka' chi jtijojcak juntir cristian Jerusalén re man c'utu'n li y tak'ab'a'tak chikij oj chi oj xojcamsan re Jesús, xche'tak rechak yak jtako'n Kakaj Jesucristo.
ACT.5.29	Ajruc're' xpe Pedro pach yak nic'j jtako'n Kakaj Jesucristo chic, xijtak: Oj ri' mas rajwax nab'e ojcojon chiwch Kakaj Dios chiwch ojcojon chiwchak cristian. 
ACT.5.30	Ri' jDios kamam ri xc'astasan jwich Kakaj Jesús laj jcamnakl ri xacamsajtak wich curs. 
ACT.5.31	Pero Kakaj Dios xc'ama'b'i riq'uil y xe' jcub'a' laj jpaach y xcoj pi jb'ab'al y pi ajcolol rechak yak rijajl Israel pire tran chi tijq'uex jno'jak y pire ticuysaj jmacak jwi'l Kakaj Dios. 
ACT.5.32	Ri' li ri ojtijin chi jb'ij rechak cristian chi tz'eti'n y jilon Lok'laj Jsantil Kakaj Dios tijb'iji' chi tz'eti'n. Ri' Lok'laj Jsantil Kakaj Dios li tijye' Kakaj Dios rechak yak cristian ri ticojontak chiwch, xche' Pedro rechak.
ACT.5.33	Mak comontak jb'ab'alak yak rijajl Israel cuando xtatak chi jilonli xijsaj rechak, sub'laj xpe retzalak chi jtaic y rajti ranmak roj xcamsajtak yak jtako'n Kakaj Jesucristo. 
ACT.5.34	Y chijxo'lak mak comontak jb'ab'alak yak rijajl Israel li, wi' jun fariseo ri jb'ij Gamaliel ri ajtijol cristian re Jpixb' Kakaj Dios y jor cojol jk'ij jwi'lak juntir cristian. Xpe re, xwa'r chijxo'lak, xtak resajcak junquitz yak jtako'n Kakaj Jesucristo rij ja.
ACT.5.35	Ajruc're' xij rechak yak ri wi'tak cla': Atak rijajl Israel, iltak jcholajl nen tab'antak re yak winak ri. 
ACT.5.36	Ri' cuxtaj awi'lak nen xan Teudas ojr. Re xij chi re wi' rekle'n y jilonli sub'laj q'ui cristian xtakentak re, raj wi'taka' quejab' cient (400) chi cristian. Pero cuando xcamsaj Teudas, mak jpach ri xtakentak re xtil rib'ak, ta' chiqui' nen xantak.
ACT.5.37	Y jilon xan Judas aj Galilea la' mak k'ij ri xesaj jtz'ib'alak juntir cristian, sub'laj q'ui cristian xtakentak re. Pero cuando xcamsaj Judas, juntir ajtijol rib'ak chirij xtil rib'ak. 
ACT.5.38	Jwi'li'li tamb'ij chawechak, wa'xtakb'a' mak winak li cla', ma coj ayb'ak chi jb'anic c'ax rechak. Wi reke cristian mak c'utu'n ri tijintak chi jc'utic, tike can pi jilonli, 
ACT.5.39	pero wi rechi' Kakaj Dios ri c'utu'n ri tijin tijc'uttak, ta' tican jye'tak jb'ij man aac'laj c'utu'n li y ta' atcwintak chi jk'atic jwichak. Iltakna jcholajl, ma coj ayb'ak chi ch'o'j riq'ui Kakaj Dios, xche' Gamaliel rechak.
ACT.5.39	Cuando xtatak mak comontak jb'ab'alak yak rijajl Israel chi jilonli xijsaj rechak, juntir rib'ilak ri' xantak lawi' ri xijsaj rechak jwi'l Gamaliel. 
ACT.5.40	Ajruc're' xtaktak chic jsiq'uijcak yak jtako'n Kakaj Jesucristo y xsec'tak chi xic'a'y y cuando xsec'maj jwi'lak, xijtak chi mi jtijojtak chic cristian laj jb'ij Kakaj Jesús, ajruc're' xtaktakb'ic.
ACT.5.41	Yak jtako'n Kakaj Jesucristo, cuando xtaksajtak, xeltakb'i chiwchak mak comontak jb'ab'alak yak rijajl Israel, jorchak tiqui'cottak jwi'l Kakaj Diosi' xye'w luwar chi tijtijtak c'ax jwi'l Kakaj Jesús. 
ACT.5.42	Y rechak ta' xmaytak jtijoj cristian. Nojel k'ij tib'etak li nimi richoch Kakaj Dios y lak ja chi jtijoj y chi jb'ij tzilaj jtaquil chirij Kakaj Jesucristo rechak cristian.
ACT.6.1	La' mak k'ij li tijin tiq'uiyantak yak ajtakeltak re Kakaj Jesucristo y juntir rib'ilak rijajltaka' Israel. Wi' nic'j rechak tiyolowtak li tzijb'al griego y wi' nic'j chic rechak tiyolowtak li tzijb'al hebreo. Xpetak yak ri tiyolowtak li tzijb'al griego, xcojtak tzij chirijak yak ri tiyolowtak li tzijb'al hebreo chiwchak yak jtako'n Kakaj Jesucristo, xijtak chi ta' tiye'saj kelen rechak yak anm ri camnak richjilak ri tiyolowtak li tzijb'al griego cuando tijachsaj kelen nojel k'ij.
ACT.6.2	Xpetak yak cab'lajuj (12) jtako'n Kakaj Jesucristo, xsiq'uijtak yak ajtakeltak re Kakaj Jesucristo, xijtak rechak: Ke oj ta' tijna' tikamay jtijoj cristian re Jyolj Kakaj Dios pire tikil jcholajl kelen awechak. 
ACT.6.3	Jwi'li'li atak kech'elxic chirij Kakaj Jesucristo, cha'tak chaxo'lak wukub' (7) chi tzitaklaj winak ri nojsal ranmak la' Lok'laj Jsantil Kakaj Dios y wi' mas jno'jak pire tikacojtak chi rilic jcholajl juntir kelen awechak. 
ACT.6.4	Y oj tikatakej ch'a'wem riq'ui Kakaj Dios y ta' tikamay jtijoj cristian re Jyolj Kakaj Dios, xche'tak.
ACT.6.5	Juntir rib'ilak tziyi' xtatak, xcha'tak yak wukub' (7) winak. Xcha'tak Esteban, re sub'laj cub'ul jch'ol chirij Kakaj Jesucristo y nojsali' ranm la' Lok'laj Jsantil Kakaj Dios. Yak jpach ri'taka' Felipe, Prócoro, Nicanor, Timón, Parmenas y Nicolás aj Antioquía re Pisidia, re xoqui' pi rijajl Israel jwi'l xcoja' Jpixb' Kakaj Dios. 
ACT.6.6	Y xc'amtakb'i yak wukub' (7) winak li chiwchak yak jtako'n Kakaj Jesucristo y rechak xch'a'wtak riq'ui Kakaj Dios chirijak y xye' jk'ab'ak laj jb'aak chi jc'utic chi xye'saji' rekle'nak.
ACT.6.7	Jilonli sub'laj tijin tiel jtaquil Jyolj Kakaj Dios y sub'laj tijin tiq'uiyantak yak ajtakeltak re Kakaj Jesucristo Jerusalén y sub'laj ajc'amaltak jb'eak cristian riq'ui Kakaj Dios xjach rib'ak laj jk'ab' Kakaj Jesucristo.
ACT.6.8	Esteban nojsali' ranm la' rutzil ranm Kakaj Dios y la' jcwinel Kakaj Dios chi jb'anic nimaktak c'utb'i jcwinel Kakaj Dios y nimaktak retal ri sachom ch'olal rilic chiwchak cristian. 
ACT.6.9	Wi' jujun rechak yak rijajl Israel ri ta' tijcojtak Jyolj Kakaj Dios, xpetak, xoctak chi jk'atic jwich Esteban. Jujun rechak ri'taka' yak aj Cirene, aj Alejandría, aj Cilicia y aj Asia. Rechak tijmulb'a' rib'ak li jun sinagog cojol jb'ij pi Takaltakchak, jwi'l cla' tijmulb'a' rib'ak yak ri esaltakchak laj jk'ab' rajwak. 
ACT.6.10	Pero rechak ta' ticwintak chi jk'atic jwich jno'j y jcwinel Esteban jwi'l Lok'laj Jsantil Kakaj Dios ri wi' laj ranm. 
ACT.6.11	Rechak xtakchi'jtak nic'j cristian chi mukukil chi jcojic tzij chirij Esteban chi jb'ij jilonri: Xkata' cuando xyok'on chirij Moisés y chirij Kakaj Dios, xche'tak.
ACT.6.12	Jwi'l jilonli xantak, xpetak mak cristian pach yak ajililtak jcholajl chijxo'lak yak rijajl Israel y yak ajtijoltak cristian re Jpixb' Kakaj Dios, xb'it rib'ak chirij Esteban y xchaptak, xc'amtakb'i riq'ui mak comontak jb'ab'alak yak rijajl Israel. 
ACT.6.13	Y xpetak, xtoctak chic nic'j cristian pire tijtz'akatsajtak jcojic tzij chirij Esteban ri ta' tz'et, rechak xijtak: Man winak ri, ta' tijk'el rib' chi yok'on chirij nimi richoch Kakaj Dios y chirij Jpixb' Kakaj Dios. 
ACT.6.14	Y tali' kawi'l tijb'ij chi Jesús aj Nazaret tina jyojna nimi richoch Kakaj Dios y tijq'uexa' mak c'utu'n ri xcan jb'ij Moisés, xche'tak chirij Esteban.
ACT.6.15	Juntir rib'ilak mak comontak jb'ab'alak yak rijajl Israel ri cub'ultak cla', cuando xna'tuntak xriltak jcayb'al Esteban, ji'chaklon rilic chapca' jcayb'al jun anjl.
ACT.7.1	Xpe man nimlaj jb'ab'alak yak ajc'amaltak jb'eak cristian riq'ui Kakaj Dios, xtz'onaj re Esteban: ¿Tz'etni' ri tijin tib'ijsaj chawij? xche' re.
ACT.7.2	Xpe Esteban, xij: Atak kaj y atak inwinak, tatak impuch tamb'ij jcholajl chawechak. Kakaj Dios ri sub'laj nim jk'ij xwab'a' rib' chiwch kamam Abraham cuando ajwi' Mesopotamia, ajqui' chi b'e wa'xtak Harán 
ACT.7.3	y xij re jilonri: Can ye' awulew pach yak awech'elxic. Y jat li man luwar ri tanc'ut chawch, xche' Kakaj Dios re.
ACT.7.4	Jilonli Abraham xelb'i laj jluwrak mak aj Caldea y xe' wa'x Harán. Y cuando xcam jkaj Abraham, Kakaj Dios xc'am chicch Abraham la' man luwar ri jb'ij Canaán, lamas watakwi' atak lajori. 
ACT.7.5	Cuando xyuk neri ta' xjachsaj ni jun raquitz ulew laj jk'ab', pero xijsaji' re jwi'l Kakaj Dios chi man ulew ri, tina ye'sajna rechak yak rijajl nen or cuando camnakchak re. Y Abraham ajqui' jono ralc'wal la' mak k'ij li cuando xijsaj re jilonli.
ACT.7.6	Xpe Kakaj Dios, xij re Abraham: Yak awijajl nen or tina b'e wa'xtakna li jun jalan tilmit ri ma' jtilmitak ta'n y tina wa'xna rajwak. Cla' tina b'ansajna c'ax rechak chiwch quejab' cient (400) junab'. 
ACT.7.7	In tina imb'anna ink'atb'itzij chib'ak mak cristian re man tilmit li ri tijcoj rib'ak pi rajwak y rechak tina eltaknach cla' y tina jnimirsajtak ink'ij neri, xche' Kakaj Dios re Abraham.
ACT.7.8	Kakaj Dios xan jun jchomorsa'n riq'ui Abraham re jcojic retal tio'jl pire retal ri jchomorsa'n ri xan. Y jwi'li'li cuando xq'uisi'y ra jc'ajol ri jb'ij Isaac, waxakib' (8) k'ij jq'uisi'y cuando xcoj retal jtio'jl y jilon xan chic Isaac re Jacob cuando xq'uisi'yc, xcoj retal jtio'jl. Y Jacob cuando xq'uisi'y yak cab'lajuj (12) jc'ajol, xcoj retal jtio'jlak y ri'taka' li yak cab'lajuj (12) jmamak yak rijajl Israel.
ACT.7.9	Yak jc'ajol Jacob li, ri'taka' kamam ri xti'tijtak José ri jk'unak y xc'ayajtakb'i Egipto, pero Kakaj Dios wi' riq'ui José. 
ACT.7.10	Kakaj Dios xresaj José laj jk'ab' c'ax y xye' jno'j, jwi'li'li sub'laj tzi xilsaj jwi'l man faraón ri rey re Egipto. Xpe man faraón, xcoj José pi jcab' jb'ab'al k'atb'itzij re Egipto y xjach richoch y kelen re laj jk'ab'.
ACT.7.11	Xpe jun nimlaj wi'jal Egipto y Canaán ri lamas wi'tak kamam, rechak ta' chiqui' nen tijtijtak. 
ACT.7.12	Cuando xta jtaquil Jacob chi wi' trig Egipto, xtakb'i kamam chi jlok'ic rechak cla', ri' li cuando kamam xe'tak nab'e b'welt Egipto. 
ACT.7.13	Y cuando xe'tak chic jca'mul, ajruc're' xij José rechak chi jk'unaki'n, ri' re ri xc'ayajtakb'i ojr y jilonli man faraón xretemaj nen jkaj José.
ACT.7.14	Ajruc're' José xtak jc'amic Jacob ri jkaj pach yak ratz y jk'un y juntir ralc'walak, oxc'al jo'lajuj (75) rib'ilak xe'tak Egipto. 
ACT.7.15	Y jilonli xe' wa'x Jacob Egipto y cla' xcamwi' pach yak jc'ajol. 
ACT.7.16	Jcamnaklak Jacob pach José xesajtakb'i cla', xe' muksajtak li tilmit Siquem li ra luwar ri lok'an jwi'l Abraham riq'ui yak jc'ajol Hamor, xche' Esteban.
ACT.7.17	Esteban xij chic: Jilonli xk'ax junab'. Cuando tawem tran k'ij tran Kakaj Dios ri b'il jwi'l re Abraham ojr, yak kamam sub'laj xq'uiyantak Egipto. 
ACT.7.18	Y xoc chic jun rey re Egipto ri ta' xch'ob' jwich José. 
ACT.7.19	Y man rey li xoc chi jb'anic c'ax rechak yak kawinak y xye' jun takon chi tijxuttak tra ralc'walak winak ri ajq'uisi'y pire ticamtak.
ACT.7.20	Y la' mak k'ij li xq'uisi'y Moisés, jun ral ac'l ri jor tzi xilsaj jwi'l Kakaj Dios. Uxib' ic' xq'uitzaj jwi'l jkaj jchuch la ja. 
ACT.7.21	Pero cuando xresajtakb'i la ja, xpe man jrab'in man faraón, xc'amb'i laj richoch pire tijq'uitzaj chapca' ric'lal. 
ACT.7.22	Y xtijoj Moisés chirij jno'jak mak aj Egipto y wi' mas jno'j chi jb'ij nen raj tijb'ij y nen raj tran.
ACT.7.23	Pero cuando xtz'akat ca'winak (40) junb' Moisés, xchomorsaj laj ranm xe' chi jsolajcak yak rijajl Israel ri jwinak. 
ACT.7.24	Y cuando xril Moisés chi jun aj Egipto tijin tran c'ax re jun rechak yak jwinak, xe' chi jcolic y xcamsaj man aj Egipto. 
ACT.7.25	Moisés ri' chijch'ol re chi tretemajtaka' yak jwinak chi Kakaj Diosi' takowinak re chi jcolicak. Pero yak jwinak ta' xretemajtak. 
ACT.7.26	Laj jcab' k'ij chic, Moisés xril quib' rechak yak jwinak tijintak chi ch'o'j, re raj roj xjache' jwichak, xij rechak: Atak, awinaki' ayb'ak, ¿nen chac tab'an c'ax ayb'ak chawib'il ayb'ak? xche' Moisés rechak.
ACT.7.27	Xpe man ri tijin tran c'ax re jpach, xchikajb'i Moisés y xij re: ¿Nen xatcojow pi k'atb'itzij chikab'? Y, ¿nen xatcojow chi jb'anic k'atb'itzij chikab'? 
ACT.7.28	¿Miti chawaj inacamsaj chapca' xab'an re jun aj Egipto iwr? xche' re Moisés.
ACT.7.29	Cuando xta Moisés chi jilonli xijsaj re, xelmajb'ic, xe' wa'x li jun jalan luwar ri jb'ij Madián, xwa'x li jun tilmit ri ma' jtilmit ta'n y cla' xwa'x quib' jc'ajol.
ACT.7.30	Y ca'winak (40) junab' jtawic Moisés cla', xwab'a' rib' jun ranjl Kakaj Dios ri Kajawl chiwch ri wi' laj jxak jk'ak'al jun mat lo'quiej li chekej luwar, chijc'ulel man nimlaj witz ri jb'ij Sinaí. 
ACT.7.31	Moisés sub'laj xsaach jch'ol chi rilic, xjutun chijc'ulel, ri' raj tran rilic nen chi kelen lal, ri'chak xta xch'a'w Kakaj Dios ri Kajawl, xij jilonri:
ACT.7.32	Ini' ri in jDios amam, Abraham, Isaac y Jacob, xche'.
ACT.7.32	Cuando xta Moisés xch'ab'ejc, tichak querquen jwi'l jtzakic jch'ol y ta' chiqui' raj xril. 
ACT.7.33	Y Kakaj Dios ri Kajawl xij chic re jilonri:
ACT.7.33	Esaj axajb' jwi'l man luwar ri lamas watwi' tosoli' pi we.
ACT.7.34	In ilani' inwi'l nen c'ax tijin tijtijtak yak walc'wal Egipto y tanta' cuando tijb'ijtak chi sub'laj c'ax tijin tijtijtak, jwi'li'li xinkejch chi jcolicak.
