GEN.1.1	Kjok ëre dämär, l̇l̇ëye l̇l̇ëm obishko ga Sbö kjok shäryono uunkong, kjopkwo, kl̈ung bakoe. 
ACT.17.13	Gueniyo ga Sbö tjl̈õkwo roy l̈e Pablorë shäng Berea kjokyo l̈i roy kura judíoga l̈öng Tesalónica kjokyo l̈irë, ga jek öötong l̈öng eshko ga nopga l̈öng eshko l̈i shdöra l̈ok ara, beno l̈öng wl̈ẽp ame. 
ACT.17.14	Jekdo eshko ga Pablo ichara ba pjeyoga Jesús tjl̈õkwo kjraga l̈irë opshik mal̈ing, jongya dl̈ung sor go, brik to kjok eshko dwayo wl̈o. Gueniyo Silas, Timoteo, e beno l̈öng Berea kjokyo obi. 
ACT.17.15	Eshko ga Pablo yorkagaga öör l̈öng ba tjok Atenas kjokyo. Ga Pablo beno sök eshko. Eni ga ba yorkagaga l̈i sano jem iröng Berea kjokyo. Brik l̈okshko ga Pablo tjl̈ẽ ba kong ga «Pjãy tjl̈ẽ Silas, Timoteo kong ga woydër ga tek tön bor tjok mal̈ing Atenas kjokyo jũshko l̈ëmi ba kong» l̈e.
ACT.17.16	Ga Pablo beno sök eshko Silas, Timoteo, e koshë. E wopro ga ĩya to shäng ga Atenas sopga sböpga jyãgl̈o shäryono träk l̇l̇ëm, ga wokserga shäng erä. 
ACT.17.17	E kjĩshko ga öötong shäng judíoga syõ uyo jong eshko l̈i roshkoshko ga tjl̈õkwo kjl̈opswë ara nopga l̈öng eshko l̈i tjok, judíoga, nopga judío l̇l̇ëm wl̈eniyo, gueniyo Sbö poshrëk l̈öng enido wl̈eniyo tjok. Ga dbar kjwobi go ga öötong shäng l̇l̇ëbo soynezl̈ong shtoyo ga tjl̈õkwo kjl̈opswë ëbo tjwe ba shwoy l̈i tjok. 
ACT.17.18	Eshko ga nopga tjeng kjring pjök ko epicúreo, estoico. Epga tjl̈õkwo kjl̈opswë kar kar ëng tjok ara, ba wotjl̈ĩk om go l̈i go. Ga Pablo tjl̈ẽ l̈i kuyashko ga tjl̈ẽ l̈ok kar kar ba tjok. Ga kjong kjong tjl̈ẽ ëng kong ga «¿Domer tjl̈ẽgwang kjok miydë l̇l̇ëm kjwe l̇l̇ë l̈ayde shäng?» l̈e.
ACT.17.18	Eshko ga Pablo shäng Jesús roy pjl̈ú l̈ë ba kong, Jesús, e wol̈ono, ga woshrara Sbörë iröng obi l̈e. E kjĩshko ga kjong kjong tjl̈ẽ ga «Domer kjwe ĩn ga to shäng sböpga shto obl̈ë so roy shdök» l̈e l̈ok eni.
ACT.17.19	Eni ga söra l̈ok öötong shäng tjl̈apgaga këskës ko Areópago l̈i shwoy. Eshko ga tjl̈ẽ l̈ok ba kong ga «Tjl̈õkwo l̈ëp shäng borwa kong tjagl̈ën l̈i, e pĩs yõtso borwa kong sira, miydërwa wl̈o. 
ACT.17.20	Kurwa ga tjawa kong tjl̈õkwo l̈ëp l̇l̇ëbo obl̈ë dö, ga l̇l̇ë l̈okl̈o miydërwa woydë» l̈e.
ACT.17.21	Eshko ga Atenas sopga, nopga shto obl̈ë so l̈öng eshko l̈i, e sgara l̈öng l̇l̇ëye l̈ëba tjwe tjagl̈ën l̈i kuya wl̈o, l̈anyotke wl̈o eröe. L̇l̇ëye obl̈ë shärye l̈ok l̇l̇ëme.
ACT.17.22	Eni ga Pablo kojono shäng eshko ba bokshto, ga tjl̈ẽ ba kong ga «Tjl̈apgaga Atenas so, ĩn jl̈õkoyo ga bomi sböpga, e bangkjrëmi äe. 
ACT.17.23	Tja jëktong bomi kjok jũshko ga bomi sböpga poshrëzl̈ong shtoyo l̈ok l̈i ĩnor pjire. Kjrina jũni ga sbö poshrëkkl̈o jong kjwara eshko, tak pjang ba pogl̈o go tjl̈ẽ ga “Sbö miydëy l̇l̇ëm obi l̈i, e poshrëkkl̈o.” Eni ga Sbö miydëmi l̈öng l̇l̇ëm l̈i, e poshrëmi l̈öng tjän, e ë miydëmi l̈öng l̇l̇ëm gueniyo. E kjĩshko ga tja shrono shäng ba roy l̈aga bomi kong. 
ACT.17.24	E kjok ëre uunkong shäryaga, l̇l̇ëbo tjeng kës l̈i shäryaga bakoe. E kjok dogo so, kjok ëre so, e Tjl̈apga. E sök u shäryak norë l̈i roshko l̇l̇ëme. 
ACT.17.25	Shji l̈öng së l̈aga erë, shji tjwl̈õ shrë l̈aga erë, shji l̇l̇ëbo tjok kës l̈i twaga erë bakoe. Eni ga e opkjimtokl̈o woydë l̇l̇ëme.
ACT.17.26	»Dämärshko ga domer shäryara kjl̈araso döe. Gueniyo ba tjëyo tek ber ba irgo l̈i wena träk l̇l̇ëm, shdöktong to kjok shto obl̈ë obl̈ë uunkong kjok kjwang jĩkong. Tek dënashko ga tjëyoga obl̈ë obl̈ë ber l̈öng dbar kjwobi, ber tjeng kjone, e l̈ara pjir tjän. 
ACT.17.27	Shäryara eni, ber l̈öng ba wl̈ẽk wl̈o. To jëk l̈öng kuya ĩ wl̈eni ga wl̈ẽya kjwe, shäng bi soshko ëmdë. 
ACT.17.28	Ga shji mär l̈öng ba go, shji jëk l̈aga erë bakoe. Ga pjãy tjrëko tjl̈õkwo wol̈ëso tagaga tjeng kjl̈öbö. Epga oml̈ono eni bakoe. Tjl̈ẽno ga “Shji uunkong Sbö wapga” l̈ara l̈ok eni.
ACT.17.29	»Shji Sbö wapga kuzong ga Sbö, e so sböpga jyãgl̈o shäryak dbur sho shõyl̈ṍr go, dbur sho pjl̈ubl̈ún go, l̇l̇ëm ga ak sho go kjoyo, e l̈ëy eni l̇l̇ëme. E so l̇l̇ëbo shäryak norë ba wotjl̈ĩk l̈i go kjoyo l̇l̇ëm bakoe.
ACT.17.30+ACT.17.31	»Dënashko ga nopga l̇l̇ëbo shäryono bëy l̇l̇ëmshko ga shdũya Sbörë l̇l̇ëm, l̇l̇ëye miyde l̈ok l̇l̇ëm kjĩshko. Gueniyo dbar iara Sbörë beno kjwara, ber nopga l̈öng kjok ëre kjing go kës l̈i l̇l̇gwezl̈ong dbaryo wl̈o. Ga domer kjrara beno shäng kjl̈ara, nopga l̇l̇gweya bek wl̈o. E ë miydëy wl̈o ga e wol̈ono, ga woshrara Sbörë iröng obi. E kjĩshko ga eerishko ga nopga l̈öng kjone pogo, e woyde ga l̇l̇ëbo owa shärye l̈öng l̈i, e owa jl̈õe l̈e, ga raye» l̈e.
ACT.17.32	Ga domer wol̈ono kjl̈ara ga woshrono iröng obi l̈e eni l̈i kuya l̈ok ga kjong kjong Pablo l̈ãywë owa, joywe jong erä. Gueniyo kjong kjong tjl̈ẽ ba kong ga «Pja woydërwa ga l̇l̇ëye l̈ëp shäng l̈i dbar obl̈ëshko ga l̈ëp borwa kong jek pjl̈ara obi» l̈e.
ACT.17.33	Eni ga Pablo opshino eshko dwayo. 
ACT.17.34	Eshko ga kjong kjong jek Pablo tjok, ga beno l̈öng Jesús tjl̈õkwo kjragaga. Kjl̈ara jũni ko Dionisio. Domer, e tjl̈apgaga këskës ko Areópago l̈i kjl̈arayo. Jesús tjl̈õkwo kjraga kjl̈ara obi, e wal̈ë shäng kjl̈ara ko Dámaris.
ACT.18.1	E irgo ga Pablo opshino to Atenas kjokyo dwayo, jek öötong shäng Corinto kjokyo.
ACT.18.2	Eshko ga judío wl̈ẽna shäng kjl̈ara ko Aquila, e Ponto so. Dënashko ga öötong sök Roma kjokyo, e Italia kjokyo obi. Eshko dbaryo ga pjl̈u kësbangyo ko Claudio l̈i tjl̈õkwo ichono, tjl̈ẽ ga «Judíoga l̈öng jũshko Roma kjokyo kjl̈obi l̈i opshik drete» l̈e. E kjĩshko ga eeri ga öötong dbar kjwöbö ga Aquila opshino jek Roma kjokyo dwayo, öötong sök Corinto kjokyo ba boy Priscila tjok. 
ACT.18.3	Ba pak baĩya l̈ok, e u shäryaga öng kwota go, Pablo ĩ dik. E kjĩshko ga miydara Pablorë ga jek öötong shäng ba shwoy ga beno shäng ba ushko, ga parkë ba tjok bakoe. 
ACT.18.4	Eni ga äär woshtozl̈ong dbaryo kjwobi go ga Pablo opzrëk jek judíoga syõ uyo jong eshko l̈i roshko. Ga l̈an judíoga l̈öng l̈i tjok, nopga judío l̇l̇ëm wl̈eniyo l̈öng l̈i tjok bako, tjl̈õkwo l̈e shäng l̈i, e jl̈õe l̈e l̈ok wl̈o.
ACT.18.5	Ga Silas, Timoteo, e tjwe Macedonia kjokyo dwayo öötong l̈öng ba shwoy. Eshko jek l̈ëkong ga Pablo opyono Jesús tjl̈õkwo roy l̈ë dbar kjwobi go, opyono shäng e shäryë wl̈o eröe. Tjl̈ẽ judíoga kong ga «Bi pjl̈uyo iche l̈e Sbörë l̈i, e Jesús» l̈e ba kong ĩyado. 
ACT.18.6	Kuya judíogarë ga opyono beno l̈öng ba wl̈oyo, ga l̈ãywe l̈ok owa arae. E kjĩshko ga Pablo ba shwong pjl̈oyono, pjl̈oyo l̈on ber tjeng eshko wl̈o, e ba wl̈oyoga ber l̈öng shdungko wl̈o l̈okl̈o. Ga tjl̈ẽ ba kong ga «Pjãy shdũya Sbörë l̈aga ber pjãydë om go. Miydaga ber tjarë ame. Tja Sbö tjl̈õkwo roy l̈ë pjãy judíoga kong ame. Tjl̈õkwo l̈i l̈ër nopga judío l̇l̇ëm wl̈eniyo kong shara» l̈e.
ACT.18.7	Eni ga Pablo opshino judíoga syõ uyo l̈i roshko dwayo. Eshko ga domer sök kjl̈ara ko Ticio Justo, e judío l̇l̇ëm wl̈eniyo, gueniyo Sbö poshrëya enido. Ba u jong judíoga syõ uyo l̈i zl̈ong bäng. Eni ga Pablo beno sök ba tjok eshko. 
ACT.18.8	Kjok eshko ga domer sök kjl̈ara obi ko Crispo. Domer, e judíoga syõ uyo jong eshko l̈i kägäyo. Ga Tjl̈apga Jesús tjl̈õkwo kjrara, ba pjeyoga l̈öng ba ushko uunkong l̈i tjok. Corinto sopga omtjl̈õkwo kjrono ara bako, ga waraba jer di roshko uunkong.
ACT.18.9+ACT.18.10	Shkër kjwara ga Tjl̈apga Jesús tjl̈ẽno Pablo kong shji yoĩno wl̈eni, tjl̈ẽ ga «L̇l̇ëye bangkjrëp l̇l̇ëme. Tja shäng bop tjok ĩyado. E kjĩshko ga bor tjl̈õkwo roy l̈ëp ĩyado, pja kjinkë l̇l̇ëme. Ga nopga kjok ëreshko botoya ara. E kjĩshko ga pja barwaga ërë l̇l̇ëm, pja kong l̇l̇ëbo owa shärye ërë l̇l̇ëm bakoe» l̈e.
ACT.18.11	Eni ga Pablo beno shäng Corinto kjokyo Sbö tjl̈õkwo l̈ë nopga l̈i kong l̈u pjl̈ara kjingsho bëy.
ACT.18.12	Corinto kjokyo, e Acaya kjokyo obi. Dbar eshko ga Galión, e parkë sök Acaya so ichaga. Eshkoshko ga öötong shäng Corinto kjokyoshko ga judíoga ëng töno, ga Pablo shara l̈ok, söra jek öötong l̈öng no l̇l̇gwezl̈ong uyo. 
ACT.18.13	Eshko ga tjl̈ẽ l̈ok tjl̈apga l̈i kong ga «Domer ëre to shäng nopga ië Sbö poshrëk, ba wotjl̈ĩk baĩya l̈i go. Gueniyo kuy ga l̈e shäng l̈i, e kjok l̇l̇gwekkl̈o tara Moisésdë l̈i wl̈oyo» l̈e.
ACT.18.14	Eni ga dborye Pablorë l̈ara, gueniyo Galión tjl̈ẽ judíoga l̈i kong ga «Judíoga, tja barwëmi l̇l̇ëme. Ëye rotoromi l̇l̇ëye shäryara owa anmoyõ kjĩshko kjwe ga l̇l̇gwer bomi kong kjl̈uwe. 
ACT.18.15	Gueniyo sömi tjwe shäng l̈i tjl̈õkwo l̈e shäng l̈i kjĩshko. Pjãy l̈an tjl̈õkwo l̇l̇ë kjĩshko, ko l̇l̇ë kjĩshko, bomi kjok l̇l̇gwekkl̈o l̈i kjĩshko bakoe. Eni kuzong ga l̇l̇gwezĩ pjãydë om go. Tja opyë woydë ber l̇l̇ëbo e l̇l̇gwega bomi kong l̇l̇ëme» l̈e. 
ACT.18.16	E irgo ga ichara ba l̇l̇gwezl̈ong uyo roshko dwayo. 
ACT.18.17	Eshko ga judíoga syõ uyo jong l̈i kägäyo shäng kjl̈ara ko Sóstenes. E shara nopga judío l̇l̇ëm wl̈eniyo l̈öng l̈irë, ga shpora l̈ok ara Galión bokshto. Ga ĩya sök wl̈ẽp erä, e ba kong ga l̇l̇ëye l̇l̇ëme l̈e.
ACT.18.18	Eshko ga Pablo beno sök Corinto kjokyo dbar kop ara obi. E irgo ga «Tja toe» l̈ara Jesús tjl̈õkwo kjragaga l̈öng eshko l̈i kong, ga jer öötong shäng Cencrea kjokyo, Priscila, Aquila tjok. Eshko ga Pablo kä shtono beno pjret. Dämär ga käkzong shtë l̇l̇ëm dbar kjwöbö l̈ara Sbö kong tjän, ga dbaryo l̈i pjitonge. E irgo ga opyono l̈ok kjyong kësbang roy, jongya Siria kjokyo wl̈o l̈e. 
ACT.18.19	Ga öötong l̈öng Éfeso kjokyoshko ga Priscila, Aquila, e rayara Pablorë beno eshko, ga toe. E irgo ga jek öötong shäng judíoga syõ uyo roshko ga l̈ano judíoga l̈öng eshko l̈i tjok. 
ACT.18.20	Eni ga tjl̈ẽ l̈ok ba kong ga «Woydërwa ga pja ber sök borwa tjok dbar kjwöböso guing» l̈e, gueniyo woydara l̇l̇ëme.
ACT.18.21	Ga «Tja toe.
ACT.18.22	Jek öötong shäng Cesarea kjokyo ga jem Jerusalén kjokyo, Jesús tjl̈õkwo kjragaga l̈öng eshko l̈i pjl̈ok. E irgo ga opshino jer öötong shäng Antioquía kjokyo buk Siria kjokyo obi l̈ishko ga 
ACT.18.23	beno sök eshko dbar kjwöböso. E irgo ga opshino jek obi, ga to shäng kjok kjrinashko kjrinashko Galacia kjokyo, Frigia kjokyo bakoe. Jesús tjl̈õkwo kjragaga kjimtara mär Sbö go jek këgong eni.
ACT.18.24	Eshkoshko ga domer öötong shäng kjl̈ara Éfeso kjokyo ko Apolos. E judío, Alejandría so. Sbö tjl̈õkwo tak pjang l̈i miyde shäng arae. Ga domer l̈i tjl̈ẽ ga kuywoye. 
ACT.18.25	Ga oppino ara tjän, Tjl̈apga Jesús irbo l̈i kjĩshko, ga tjl̈ẽ shäng ga l̈aywae. Oba pĩya shängshko ga Jesús roy l̈e ba kong yõtsoe. Gueniyo miyde wl̈o l̈i obie. Juan no wono di go sorë miydayde döe.
ACT.18.26	Eni ga opzrëno jek judíoga syõ uyo jong eshko l̈i roshko, ga tjl̈ẽno oba kong, l̇l̇ëye bangkjrara l̇l̇ëme. Gueniyo kura Priscila, Aquilarë, ga mana l̈ok ba ushko, l̈an ba tjok wl̈o, Sbö irbo l̈i miyde pjl̈ú anmoyõ wl̈o.
ACT.18.27+ACT.18.28	E irgo ga Apolos to jek shäng Acaya kjokyo l̈e, ga kura ba pjeyoga Jesús tjl̈õkwo kjraga l̈öng l̈irë. Eni ga kong kjibokwo tara l̈ok kjwara, söya twe Jesús tjl̈õkwo kjragaga l̈öng Acaya kjokyo l̈i kong wl̈o, äär eshko ga wl̈okjre l̈ok pjl̈ú wl̈o l̈e.
ACT.18.27+ACT.18.28	Jek öötong Acaya kjokyo ga tjl̈ẽno judíoga l̈öng eshko Tjl̈apga Jesús tjl̈õkwo woydë l̇l̇ëm wl̈eniyo kong jl̈õkoyo. Sbö tjl̈õkwo tak pjang l̈i go ga pina ba kong ga no pjl̈uyo iche l̈ara Sbörë l̈i, e Jesús. Ga tjl̈õkwo kjl̈opswë l̈ok kar kar ëng tjokshko ga judíoga l̈i zãya enidoe. Ga Sbö wopjl̈ú l̈i kjĩshko ga ba tjl̈õkwo kjragaga l̈öng eshko l̈i, e kjimtara tek dämär ba tjl̈õkwo kjrë. Eshko ga epga kjimtara Apolosdë ara bakoe.
ACT.19.1	Apolos sök Corinto kjokyo wopro ga Pablo jek shäng Galacia kjokyo, Frigia kjokyo bakoe. Eni ga öötong shäng Éfeso kjokyo. Eshko ga Jesús tjl̈õkwo kjragaga wl̈ẽna tjeng kjl̈öbö, 
ACT.19.2	ga tjl̈ẽ ba kong ga «¿Sbö tjl̈õkwo kjroromishko ga pjãy go Sbö Sëya, e shronore?»
ACT.19.2	«L̇l̇ëme. Sbö Sëya, e ë l̈aydëba borwa kong l̇l̇ëm obi» l̈e l̈ok ba kong.
ACT.19.3	Kuya ga tjl̈ẽ ba kong ga «¿Eni ga pjãy warabashko ga e l̇l̇ë l̈okl̈o?»
ACT.19.3	«E Juan tjl̈õkwo kjrororwa l̈i l̈okl̈o» l̈e l̈ok ba kong.
ACT.19.4	Kuya ga tjl̈ẽ ba kong ga «Juan no wono jl̈õe. Ëye, l̇l̇ëbo owa shärye l̈öng l̈i, e owa jl̈õe l̈ara, ga rayara ga wara jer di roshko. Gueniyo ga no tjwe ba irgo l̈i l̈anyotkara Juandë oba kong, ga woyde ga shji mär ba go dey. Tjl̈ẽno shäng l̈i, e Jesús l̈ayde» l̈e.
ACT.19.5	Kuya l̈ok ga epga wara jer di roshko Tjl̈apga Jesús ko go. 
ACT.19.6+ACT.19.7	Domerga wara l̈i dogl̈o sak kjwara kjingsho pjök (12). E irgo ga orkwo iono ba dl̈u kjing go, ga epga go Sbö Sëya shrono beno kësbang ba tjok. Eni ga beno l̈öng tjl̈ẽ kjok shto obl̈ë obl̈ë so tjl̈õkwo, ga Sbö tjl̈õkwo roy l̈ara l̈ok oba kong.
ACT.19.8	Ga mogl̈o mya ga Pablo jek ĩyado judíoga syõ uyo jong eshko l̈i roshko. Eshko ga Sbö ber no pjl̈uyo sorë l̈i roy l̈e shäng ara, tjl̈õkwo l̈e shäng l̈i, e jl̈õe l̈ëba wl̈o. Tjl̈ẽshko ga l̇l̇ëye bangkjre l̇l̇ëme. 
ACT.19.9	Gueniyo ga kjong kjong omtjl̈õkwo kjrono l̇l̇ëm, l̇l̇ëye kuya l̈ok woydë l̇l̇ëm kjĩshko. Ga Irbo Tjagl̈ën l̈i l̈ãywe l̈ok owa oba bokshto. Eni ga Pablo opkjono jek ey dwayo, ga Jesús tjl̈õkwo kjragaga l̈i söra jek oppĩzl̈ong uyo jong kjwara roshko, u l̈i sogo ko Tirano. Eshko dbar kjwobi go ga Sbö tjl̈õkwo l̈anyotkara ba tjok ara. 
ACT.19.10	Ga shäryara eni öötong l̈u pjl̈ogl̈o pjök. Eni ga Tjl̈apga Jesús tjl̈õkwo shdöktong nopga l̈öng Asia kjokyo uunkong kong, judíoga kong, nopga judío l̇l̇ëm wl̈eniyo kong bakoe.
ACT.19.11	Eshkoshko ga Pablo kong dbo twara Sbörë kësbang, l̇l̇ëbo ĩydëba l̇l̇ëm wl̈eniyo shärye kësbang wl̈o. 
ACT.19.12	Eni ga jangsher, shwong l̇l̇ë, e pjono ba go dö ëmdë ga sökoba, twëba swl̈opga kong ga poptë, twëba nopga goshko Ä sëyaga l̈i kong ga sëya l̈i to ba go dwayo bakoe.
ACT.19.13	Judíoga kjong kjong to l̈öng kjok kjrinashko kjrinashko Ä sëyaga tjeng oba goshko l̈i ichë ä wl̈eniyo. Eshko ga Tjl̈apga Jesús koiarga l̈ok pjang sëya l̈i iche wl̈o bakoe l̈ara. Ga tjl̈ẽ ga «Pablo to shäng Jesús roy l̈ë, ga l̈ër bop kong Jesús ko goshko ga Ä sëya, pja opkjos no kjwe goshko dwayo» l̈e jong eni.
ACT.19.14	Eshko ga domerga l̈öng dogl̈o kjäk (7), Esceva wapga. Esceva, e judío, syõshtaga kägäyo bakoe. Ba wapga dogl̈o kjäk (7) l̈i to l̈öng Ä sëyaga ichë Jesús ko goshko bakoe. 
ACT.19.15	Pjl̈ara ga shäryara l̈ok enishko ga Ä sëya l̈i tjl̈ẽ ba kong l̈ok ga «Tja Jesús miydë, Pablo miydër bakoe. ¿Gueniyo ga pjãy ëro?» l̈e. 
ACT.19.16	Jekdo eshko ga domer goshko Ä sëya pjang l̈i jek zrow pjä ba goshko l̈ok erä. Ba dbo ara go ga tjeng dogl̈o kjäk (7) l̈i shpora ara, shwong l̇l̇ë dwl̈ëra dret, sho l̇l̇ë dwl̈ëra srëng ara, ga zana tjë jĩkong. Eni ga to töktong l̈ok u l̈i roshko dwayo, kjl̈op dret, ba l̇l̇ëmdoe.
ACT.19.17	Kuya Éfeso sopga uunkong, judíoga, nopga judío l̇l̇ëm wl̈eniyo l̈irë ga beno l̈öng sëya l̇l̇ëm, bangkjre arae. Eni ga Tjl̈apga Jesús ko l̈i iara l̈ok tjwl̈õ ara.
ACT.19.18	Eshko ga Jesús tjl̈õkwo kjragaga ara tjwe l̈öng l̇l̇ëbo owa shäryara l̈ok tek dënashko l̈i l̈ë oba uunkong bokshto. 
ACT.19.19	Ga epga ara parkono l̈öng ybipga wl̈eniyo l̈i, ba oppinggl̈o kjibokwo shoyo söya tjwe l̈öng, ga sura iökshko dret oba bokshto. Ga ba kjibokwo sura l̈ok kës l̈i tjwl̈õ iak dbur sho pjl̈ubl̈ún kjwo sak dbäw dbäw pjl̈ogl̈o sak shkëng (50,000). 
ACT.19.20	Eni ga Tjl̈apga Jesús tjl̈õkwo shdöktong l̇l̇aw pogo, ga tjl̈õkwo kjrëba jek këgong këgong.
ACT.19.21	E irgo ga l̇l̇ëbo shäryono kës l̈i irgo ga Pablo wotjl̈ĩk jek Macedonia kjokyo, Acaya kjokyo go jongya Jerusalén kjokyo wl̈o l̈e. Ga wotjl̈ĩk kjrina obi ga «L̈öng Jerusalén kjokyo l̈i pjl̈oror pjir ga tja jongya Roma kjokyo bakoe» l̈e. 
ACT.19.22	Eni ga ba kjimtagaga ichara do pjök jongya Macedonia kjokyo ba bäm go, epga Timoteo, Erasto. E wopro ga e beno sök eshko Asia kjokyo dbar kjwöböso obi.
ACT.19.23+ACT.19.24+ACT.19.25+ACT.19.26+ACT.19.27+ACT.19.28+ACT.19.29	Éfeso so sböpga kjl̈ara ko Artemisa, ba syõ uyo jong eshko. Eshko ga domer sök kjl̈ara ko Demetrio, ba pak baĩya, e l̇l̇ëbo jyãgl̈o shäryaga dbur sho pjl̈ubl̈ún go. Domer, e Artemisa syõ uyo l̈i jyãgl̈o shäryaga. E go ga dbur shak ara, ba parkagaga parkë l̈öng ba tjok l̈i tjok. Eshko dbaryo ga l̇l̇ëbo jyãgl̈o shäryagaga uunkong l̈i töna, ga tjl̈ẽ ba kong ga «Pjeyoga, miydëmi pjl̈ú ga shji mär bi pak ëre go. Eerishko ga Asia kjokyo kjok kjwang jĩkong ga bi sbö kësbang Artemisa l̈i poshrëy l̈öng ĩyado. Gueniyo ĩmi l̈öng, kumi l̈öng ga Pablo to shäng tjl̈ẽ oba kong ga sböpga jyãgl̈o shäryaga norë l̈i, e l̇l̇ëno l̇l̇ëme l̈e. Eni ga nopga kjl̈opswë ara ba shwo l̈ëkong, ga shärye eni l̈i jũshko dö l̇l̇ëm, Asia kjokyo uunkong seke. L̇l̇ëbo ëre owa bi kong, bi pak ëre iëba ber tjwl̈õ l̇l̇ëm ga jer bi shjiryo. Erö l̇l̇ëme. Eshko ga Artemisa syõ uyo jong jũshko l̈i, e ber tjwl̈õ l̇l̇ëm bakoe. Eni ga bi sbö om go l̈i woydëba ame, ba tjwl̈õ kësbang l̈i iëba ber l̇l̇ëno ame» l̈e.
ACT.19.23+ACT.19.24+ACT.19.25+ACT.19.26+ACT.19.27+ACT.19.28+ACT.19.29	Kuya l̈ok ga iirkono ara, öö l̈e l̈ok arae. Tjl̈ẽ l̈ok dbo go ga «¡Éfeso so sbö Artemisa l̈i, e tjwl̈õ kësbange!» l̈e. Eni ga Éfeso sopga woksera l̈öng tjë jĩkong. Eshko ga Pablo yorkagaga wl̈ẽna l̈öng do pjök ko Gayo, Aristarco, epga Macedonia so. Ga shara l̈ok, dopshira, söra öötong l̈öng no tönzl̈ong uyo jong eshko l̈ishko.
ACT.19.30	Eni ga roy kuya Pablorë ga jek opzrëk woydë eshko, l̈an nopga l̈öng l̈i tjok wl̈o l̈ara, gueniyo ichara Jesús tjl̈õkwo kjragagarë l̇l̇ëme. 
ACT.19.31	Eshko ga tjl̈apgaga tjwl̈õ këskës Asia sopga kong wl̈eniyo l̈öng eshko kjl̈öbö, epga Pablo pjeyoga wl̈eni, ga tjl̈õkwo ichara ba kong, to jek opzrëk eshko l̇l̇ëm wl̈o.
ACT.19.32	E wopro ga nopga öötong l̈öng no tönzl̈ong uyo l̈i, e woksera l̈öng träk l̇l̇ëme. L̈öng eshko ara töno l̈öng l̇l̇ë kjĩy miyde l̈öng l̇l̇ëme. Ga öö l̈e l̈ok ara, kjl̈ara tjl̈ẽ obl̈ë, kjl̈ara tjl̈ẽ obl̈ë bakoe.
ACT.19.33	Ga judío shäng kjl̈ara eshko ko Alejandro. Domer, e ichara judíoga l̈öng l̈irë nopga l̈öng kës l̈i bokshto, ga l̇l̇ëye l̈e wl̈o l̈i l̈ara l̈ok ba kong. Eni ga Alejandro orkwo poyono, pjãy kjinkozong l̈okl̈o wl̈eni. 
ACT.19.34	Gueniyo ga miydara l̈ok ga e judío ga kuya woydë l̇l̇ëme. Ga öö l̈e l̈ok tjë jĩkong, tjl̈ẽ ga «¡Éfeso so sbö Artemisa l̈i, e tjwl̈õ kësbange!» l̈e jong eni wop ara, ga Alejandro to tjl̈ẽno nopga l̈i kong l̇l̇ëme.
ACT.19.35	E irgo ga nopga l̈öng kës l̈i kjinkara no shäng kjl̈ara tjl̈apgaga këskës dboryaga wl̈eniyorë, ga tjl̈ẽ ba kong ga «Pjeyoga Éfeso so. Shji iak beno l̈öng bi sbö kësbang Artemisa l̈i syõ uyo daga, shji beno l̈öng ba jyãgl̈o ter l̈ono kjok dogo dwayo l̈i daga bakoe. Nopga kjok kjwang jĩkong so ommiydë pjl̈ú ga eni. 
ACT.19.36	E jyõ l̈aga ërë l̇l̇ëme. Eni ga pjãy l̈öng tjëkso guing. L̇l̇ëbo shäryëmi ga woyotjl̈ĩmi l̇l̇ëm guing l̇l̇ëme. 
ACT.19.37	Ga domerga söromi kjwe l̇l̇ëye owa shäryara syõ uyo kjĩy l̇l̇ëm, l̇l̇ëye l̈ara bi sbö kjĩshko l̇l̇ëm bakoe. ¿Eni ga tek söromi jũshko ega?
ACT.19.38	»Eni ga Demetrio, ba parkagaga, ëye rote woydë wl̈eni ga tjl̈apgaga no l̇l̇gwega l̈öng kjweshko, ĩzĩa. Woyde ga ba l̇l̇gwezl̈ong dbaryo ga koshe l̈öng l̇l̇gweya wl̈o. Eshko ga shji ëng rotë ga pjl̈úe. 
ACT.19.39	Ga pjãy l̇l̇ëbo rokë woydë obi ga l̈ëmi shji töno l̈öng uunkong dbaryo bek l̈ishko ga l̇l̇gwey bomi kong eshko jã. 
ACT.19.40	L̇l̇ëbo shäryono jũshko l̈i, e tjwe bi kong owa kjwe. Shji oba iono ëngkjwë ara l̈e bi ichagagarë kjwe. ¿“¿Oba shdöktong l̈öng kjweni ega?” l̈ara l̈ok bi kong ga l̇l̇ë l̈oydë ba kong eshko?» l̈e.
ACT.19.41	L̈ara eni pjir ga nopga l̈i ichara to pjire.
ACT.20.1	Nopga shdöktong kës l̈i sl̈ano pjir ga Jesús tjl̈õkwo kjragaga rokara Pablorë, poshdũya wl̈o. Poshduna pjir ga «Tja toe» l̈e, ga to jek Macedonia kjokyo. 
ACT.20.2	Öötong shäng eshko ga jek shäng Jesús tjl̈õkwo kjragaga l̈öng l̈i dbo ië kjok kjrinashko kjrinashko. E irgo ga to jek öötong shäng Grecia kjokyo, 
ACT.20.3	ga beno sök eshko mogl̈o mya.
