GEN.1.1	Kotiyamale sitali dla Godtapo ta꞉lamo mate pepele di mate mimita꞉piyo. 
ACT.7.57	Epalati yia꞉ta hapulomata sikemte siyalasiyaladepame Stiben yu dla dalla allimama molo hihimapo puame yu teta꞉le mate Stiben hamaiyo. 
ACT.7.58	Epo yia꞉tapo Stibenye mo dulu tle hamame tame pamelepo ewalata kelemolowe kotiyamaiyo. Epapalati Stiben koko dla mala-atlamyale sota yia꞉ ma ewalata Stibenye kelemolowedeme yia꞉ kapumale tlukaye uptipame oplami hale ya꞉ hi Sol demde hete sitali dla kolumaiyo. 
ACT.7.59	Epame opa hapulomata ya꞉ watle ewalata me-kelemha꞉ha꞉lati Stibenta inoma sumama epo atlaiyo, “Lod Yesu, na꞉ sokoye hamane,” diyo. 
ACT.7.60	Epame yia꞉ta Stibenye ala me-ewalata kelemha꞉ha꞉lati ya꞉tapo ta꞉la dla teyume alumata kellepo polomama yu teta꞉le mate epo atlaiyo, “Lod, opa iwolo yia꞉ batalimale iye howahapo hiyostane,” diyo. Stiben yu i atlepame powaiyo.
ACT.8.1+ACT.8.2+ACT.8.3	Sol edla halemama opa Stiben ewala mate kelemha꞉ha꞉ so watle siyele yu atlemhalaiyo. Epame alotle mikadepe dle so opa opita puame Stiben motoye ta꞉la dla hamatipame sikemte a꞉liyo.
ACT.8.1+ACT.8.2+ACT.8.3	Stiben yumili alila oloma edla Yelusalem dla ha꞉ha꞉lalo mikadepe dle soye opata siyalasiyalademama wotiyalle hapilowe kotiyamaiyo. Epalati Solta aya hapuloma dla hehetamsela꞉mama mikadepe dle so opa mate wola꞉ mate hohopo tame amtuwale aya dla ka꞉ka꞉timdiyo. Epamhallati mikadepe dle so hapulomata Yelusalem tle potamalemama mo opi hapuloma dla Yudiya mo dulu dla epame Samaliya mo dulu dla potamalaiyo. Amasiyama Taiya dle so hapuloma tlo Yelusalem dla pomeliyo.
ACT.8.4	Epalati mikadepe dle sota Yelusalem tle potame mo yimlala meyelope meyelope dle dla God yu atlamsiyamaiyo. 
ACT.8.5	Epedeme Pilipita Samaliya mo dla tame woyapame Keliso kokoye opa watle atlamaiyo. 
ACT.8.6	Epame Pilipita God yu atlepame ulugiyemale koko mate halomsela꞉lati natipame opata ya꞉ yu woloma haiyo. 
ACT.8.7	Dulu edla Pilipita bataliya yimlala opa dulu dla ha꞉ha꞉leye alikili a꞉ma dodolomsallati yia꞉tapo yu teta꞉le mate alikili a꞉ma u-ulapo tamalaiyo. Epame ya꞉tapo akoloyeyalemale so mape ka꞉ka꞉diyo. 
ACT.8.8	Epalati mo dulu edla opa hapuloma dla siyele patota elaiyo.
ACT.8.9+ACT.8.10+ACT.8.11	Amasiyama Samaliya mo dulu edla osolo walle oplami Saimon halaiyo. Epapeleye alila hapuloma dulu dla ya꞉ osolo mate ulugiyemale koko halomhalemama opa watle yiyelle halopimhalemdiyo. Epammama ya꞉ solotamdiyo, ya꞉skamu ya꞉ tlo ka꞉dena demama di dla hamhetlowedeme. Epalati opa hapuloma patoto mate epo yimlala yimka꞉sikili mate ya꞉ta ulugiyemale koko halomale natipame ya꞉ yu dla heodepo salladepo siyamama Saimon watle epo atlemdiyo, “Oplami iye godpo. Ya꞉ hiye Itiyamale Pato,” demdiyo.
ACT.8.12	Amasiyama Pilipita God yu atlemama God ya꞉ mo koko mate Yesu Keliso koko mate atlamsela꞉iyo. Epalati opa mate wola꞉ mate ya꞉ yu dla mikadepe dlati ya꞉tapo yia꞉ye yú dla ka꞉ka꞉timsela꞉iyo. 
ACT.8.13	Epame osolo walle oplami Saimon i mape Pilipi yu dla mikadepe depame yú tulupo Pilipi mate sela꞉iyo. Epo sela꞉mama Pilipita ulugiyemale koko halomsela꞉lati natipame ya꞉ sikemte yiyelemsela꞉iyo.
ACT.8.14	Amasiyama Yelusalem dla Taiya dle so ha꞉ha꞉leta Samaliya sota God yu dalepo mikadepe dle kokoye dalepame Pita mate Yon mate Samaliya dla taiya diyo. 
ACT.8.15+ACT.8.16+ACT.8.17	Epapele dulu dla Samaliya dla mikadepe dle so Yesu hi tle yú tutula꞉po ha꞉ha꞉leye Hela꞉dle Soko ala yia꞉ dla potullalo halaiyo. Epalati Pita mate Yon mate Samaliya dla puame ha꞉ha꞉mama mikadepe dle so dla dota hohopo inoma sumalati Hela꞉dle Sokota yia꞉ dla malaiyo.
ACT.8.18	Epapalati Saimonta koko i natipame Taiya dle so watle mani hamimama epo atlaiyo, 
ACT.8.19	“Na꞉ ma solotama, na꞉ dota opa hohopo inoma sumalati Hela꞉dle Sokota yia꞉ dla mala demhallepo depame. Epedeme wua꞉ta itiyamale hamsiyamaye na꞉ ma hamiya,” diyo.
ACT.8.20	Amasiyama Pitata ya꞉ watle epo atlaiyo, “Wa꞉ mate epo wa꞉ mani mate Dlapa mo dla telepe. Adipalati, wa꞉ta malamaleta Godta isikimi namkale dle tle Hela꞉dle Soko hapimhalaye mani mate hali dlepo. 
ACT.8.21	Epedeme wa꞉ dia꞉ mate God oko yimkata halowe po-ala꞉na. Adipalati, God mila꞉pi tle wa꞉ koko pta batalimana. 
ACT.8.22	Epedeme wa꞉ watapo wa꞉ta batalipo malampolaleye memelepame God dla inoma sumane. Epalati pona꞉malamana, ya꞉tapo wa꞉ta batalipo malamaleye howahapo hiyostlowe sepena,” diyo. 
ACT.8.23	Epame Pita ma ya꞉ watle epo atlaiyo, “Na꞉ natima, wa꞉ dupa dulu dla ya꞉mkale elle pato ala me-elema. Epame batalimale kokota wa꞉ye dokopala depame wa꞉ye semsela꞉po,” diyo.
ACT.8.24	Epalati Saimonta wota꞉mama ma Pita wolo watle epo atlaiyo, “Na꞉ solotama, wua꞉ta dapiyamteta na꞉ yilo Lod dla inoma sumelepo depame. Adipalati, wua꞉ta atlamale kokota na꞉ dla powoyamalalo wekelepo depo,” diyo.
ACT.8.25	Epo alotle Pita mate Yon mate Yesu kokoye opa dla atlapame matle Yelusalem dla tamama Samaliya mo yimlala opi dla opa watle God yu atlamtaiyo.
ACT.8.26	Alila haleta God ya꞉ banakaka oplamita matle Pilipi watle epo atlaiyo, “Wa꞉ sila꞉time Yelusalem tle Gasa dla tlalo api dla tane. Api eye haowo tiyama dalupa dulu dla elapo,” diyo. 
ACT.8.27+ACT.8.28	Epalati Pilipita sila꞉time taiyo. Ya꞉ api duka dla tamhalemama natilati Itiyopiya mo dla hallalo pato oplami hale aliya koa tle tamhalla natiyo. Oplami iye Itiyopiya dokopala a꞉ya Kandake mani omhalemdiyo. Epeleye ya꞉ Yu so God dla mikadepe depo Yelusalem dla inoma sumala taleta ma api duka dla pumhalaiyo. Ya꞉ api duka dla ya꞉ aliya koa tle pumhalemama God tle yu hapame molo atlalo oplami Aisayata ilimale buka sesa꞉mpolaiyo. 
ACT.8.29	Epalati Hela꞉dle Sokota Pilipi watle epo atlaiyo, “Wa꞉ tame oplami ya꞉ mateka꞉pi dla halane,” diyo.
ACT.8.30	Epapalati Pilipita oplami mateka꞉pi dla kukulumtamama dallati oplamita Aisaya buka tle sesa꞉mpolla daliyo. Epalati Pilipita ya꞉ watle epo atlaiyo, “Wa꞉ wa꞉ta sesa꞉mpola yu ya꞉ dulu kokoye wa꞉ malamata꞉?” diyo.
ACT.8.31	Amasiyama oplamita ya꞉ watle epo atlaiyo, “Hao, ya꞉ dulu koko pona꞉malamana. Adipalati, oplami haleta yu i ya꞉ dulu kokoye na꞉ po-imasemde,” diyo. Ya꞉ epo atlepame ma Pilipiye ya꞉ mate matame polane diyo.
ACT.8.32	Epedeme ya꞉ta sesa꞉mpolale yuye ipo,
ACT.8.32	“Ya꞉ye aliya halo some yumuluwedeme semtauwapo.
ACT.8.32	Ya꞉ye sipi aliya dlalo kestlati woloma yu dimi hayeme elemdiye, epapele some eluwapo.
ACT.8.32	Epammama ya꞉ yu hale po-atlana.
ACT.8.33	Opata ya꞉ye yimka꞉mala demama
ACT.8.33	koko pa꞉le ya꞉ dla poka꞉ka꞉dle kokoye halomyeuwapo.
ACT.8.33	Epo ya꞉ye ya꞉ elo dla hallowe pohatitimana.
ACT.8.33	Epame ta꞉lamo hema ya꞉ta hallowe pasakaloye mosukulu kestauwapo.”
ACT.8.34	Epalati ya꞉ta Pilipi watle epo atlaiyo, “Na꞉ atlane, God tle yu hapame molo atlalo oplami iye ana koko atlema꞉? Ya꞉skamu ya꞉ koko atlema꞉, o oplami hale koko atlema꞉?” diyo. 
ACT.8.35	Epalati asiyama Pilipita yu i dulu kokoye ya꞉ watle imama ka꞉dle yu Yesu Keliso kokoye ya꞉ watle atlaiyo.
ACT.8.36	Yia꞉ta madipata tamalemama aloma yemala dla tame woyamaiyo. Epalati Itiyopiya oplamita Pilipi watle epo atlaiyo, “Wa꞉ natine, aloma yemala ipiye. Epedeme na꞉ta yú tulluweye apata na꞉ api himomelema꞉?” diyo.
ACT.8.36	[ 
ACT.8.37	Pilipita asiyama epo atlaiyo, “Wa꞉ dupa dulu dla mikadepe dle ellepiye, eta wa꞉ yú tulluwe ka꞉dena,” diyo.
ACT.8.37	Epalati asiyama Pilipi watle epo atlaiyo, “Yao, na꞉ Yesu Kelisoye God Yamipo demama mikadepe dema,” diyo.]
ACT.8.38	Epalati Itiyopiya oplamita ya꞉ koa hamsela꞉lalo oplami watle “koaye medla hedene,” diyo. Epame yia꞉ta madipatata tulume aloma dla ha꞉ha꞉mama Pilipita Itiyopiya oplamiye yú dla ka꞉staiyo. 
ACT.8.39+ACT.8.40	Epame yia꞉tapo aloma tle matale oloma edla Lod ya꞉ Hela꞉dle Sokota Pilipiye hamame mo hale pateka꞉mu Asotus dla tame pameliyo. Epalati Itiyopiya oplamita ma ya꞉ ponatiyo. Epame ya꞉tapo tamama siyele mate ya꞉ mo dla taiyo.
ACT.8.39+ACT.8.40	Amasiyama Pilipita Asotus mo dla woyapame God yu atlepo matle Kasaliya mo dla tamama mo yimlala hapuloma dla God yu atlamtaiyo.
ACT.9.1+ACT.9.2	Yelusalem dla Solta mikadepe dle so dla ala me-elle pato elemama yia꞉ye potimolowa demdiyo. Epammama ya꞉tapo Damasko mo dla mikadepe dle so opa mate wola꞉ mate hohopo Yelusalem dla elempuluwedeme aiyalma aya dokopala oplami natila taiyo. Epalati aiyalma aya dokopala oplamita ya꞉ watle yu itiyamale ilimale hamimama epo atlaiyo, “Yu ilimale ita wa꞉ watle itiyamale hamipo, wa꞉tapo Damasko mo dla tame Yesu dla mikadepe dle so hapuloma hohomelepo depame. Epedeme wa꞉ tame Damasko dla Yu so inoma sumalalo aya dokopala so watle yu ilimale iye hamine,” diyo.
ACT.9.3	Epalati Solta Damasko mo dla mikadepe dle so hohomolowedeme ma-taiyo. Ya꞉ tame Damasko mo mo-mateka꞉pi dla hallati pakasiyamalalo pepele di tle hela꞉dleta tulume ya꞉ dla haiyo. 
ACT.9.4	Epalati Solye ta꞉la dla teyume elemama yu daliyo. Epame yuta ya꞉ watle epo atlaiyo, “Sol, Sol, wa꞉ adipalati na꞉ watle wotiyalle hapimhalema꞉?” diyo.
ACT.9.5	Epalati asiyama Solta epo atlaiyo, “Lod, wa꞉ anata꞉?” diyo.
ACT.9.5	Asiyama yuta ya꞉ watle epo atlaiyo, “Na꞉ye Yesupo. Wa꞉ta mikadepe dle so dla wotiyalle hapimhalaye, na꞉ watle amhalapo. 
ACT.9.6	Epedeme wa꞉ sila꞉time Damasko mo dla tane. Epalati edla oplami haletapo wa꞉ta koko haloweye atellepe,” diyo.
ACT.9.7	Epapalati opa Sol mate tale sota koko i natipame sikemte yiyeliyo. Yia꞉ mape yu me-daliyo, amasiyama oplami tlo ponatiyo. 
ACT.9.8	Sol ta꞉la tle sila꞉time inoma towanatitepo ya꞉ inoma dapiyamteye kokowepo ha꞉ha꞉la natiyo. Epalati ya꞉ mate tale so opa opita ya꞉ye Damasko dla tamama do dla hamame taiyo. 
ACT.9.9	Sol inoma kokowepo Damasko dla tame halemama alila dapahatlope dulu dla daya mate yú mate podemhalaiyo.
ACT.9.10	Amasiyama Damasko mo dulu dla mikadepe dle oplami hale halaiyo, ya꞉ hiye Ananayas. Oloma edla Lodta Ananayas inomaye meyelope depame ya꞉ mate yukamama epo atlaiyo, “Ananayas.” Epalati asiyama Ananayasta epo atlaiyo, “Lod, na꞉ ipo,” diyo.
ACT.9.11	Epalati Lodta ya꞉ watle epo atlaiyo, “Wa꞉ sila꞉time api hale ya꞉ hi Dolle demdiye, etle tame Yudas aya dla hetame Talesas oplami Sol dalene. Ya꞉ aya dulu edla God dla inoma sumpolomama wa꞉ye ompolapo. 
ACT.9.12	Adipalati, na꞉ta ya꞉ inomaye meyelope depame wa꞉ta puame wa꞉ dota ya꞉ hamalati ya꞉ inoma ka꞉dloweye ya꞉ watle ma-atla,” diyo.
ACT.9.13	Amasiyama Ananayasta epo atlaiyo, “Lod, opa hapulomata oplami i ya꞉ kokoye na꞉ watle me-esemuwa. Epedeme ya꞉ta Yelusalem dla mikadepe dle so watle wotiyalle hapimduwaye, na꞉malamana. 
ACT.9.14	Epapeleye aiyalma aya dokopala oplamita ya꞉ watle itiyamale ma-hamilati Damasko dla mikadepe dle so hohopo ma Yelusalem dla elemtlowedeme pualepo,” diyo.
ACT.9.15	Amasiyama Lodta Ananayas watle epo atlaiyo, “Mepele tane. Adipalati, na꞉ta Solye ma-hamuwapo, ya꞉ta na꞉ yu hamsela꞉lalo oplami hallepo depame. Epedeme ya꞉tapo po-Yu so dla epo yia꞉ dokopala so patoto dla epo Yu so hapuloma dla na꞉ kokoye botomastlepe. 
ACT.9.16	Epo na꞉tapo ya꞉ta na꞉ hi tle wotiyalle pato haloweye ya꞉ watle nati-iliwepo,” diyo.
ACT.9.17	Epalati Ananayasta tame Yudas aya dla hetame Solye ya꞉ do mate ummama epo atlaiyo, “Namkale, Lod Yesu wa꞉ta api duka dla pumhalemama natiwaye, eta na꞉ tane de. Epo ya꞉tapo wa꞉ inoma ka꞉depame ma Hela꞉dle Sokoye wa꞉ dla hamili de,” diyo.
ACT.9.18	Oloma edla amalo kapa sepeleta Sol inoma tle teyulati ya꞉ inoma kokoweleta ma ma-ka꞉diyo. Epalati Ananayasta ya꞉ye semtulume yú dla ka꞉staiyo. 
ACT.9.19	Epame Solye daya depame itiyamale ma-haiyo.
ACT.9.19	Epame alila opi dulu dla Solta mikadepe dle so opa opi mate Damasko dla halaiyo. 
ACT.9.20	Edla halemama yia꞉ta inoma sumalalo aya dla hetame God yu atlowe kotiyamama ipo imaiyo, “Yesuye God Yamipo,” diyo.
ACT.9.21	Epalati opa hapuloma yu i dalle sota yiyelepame epo atlamyaiyo, “Oplami ita Yelusalem dla halemama opata Yesu hi dla mikadepe dlati yia꞉ dla wotiyalle hapimduwapo. Epame aiyalma aya dokopala sota ya꞉ye tane dlati ya꞉tapo mikadepe dle so hema ha꞉ha꞉ye hohopame Yelusalem dla tlowedeme puwapo,” demyaiyo.
ACT.9.22	Epapalati Sol dla God yu atlowe itiyamaletapo sikemte pato diyo. Epammama ya꞉ta Yesuye Godta sale Kelisopo depo imalati Yu so Damasko dla ha꞉ha꞉lalo sota asiyama yu atlowe malamale hawa halemdiyo.
ACT.9.23	Epame alila opi alotle Yu sotapo Sol yumuluwedeme yu ka꞉diyo. 
ACT.9.24	Yia꞉tapo mo alikili kosukulli kokoloma dla Solye hamame yumuluwedeme alila mate epo utula꞉la hapuloma mate ompopa꞉mdiyo. Amasiyama Sol ya꞉ koko i ma-daliyo. 
ACT.9.25	Epalati Sol yimkadulota ya꞉ gademama utula꞉la hale dla Solye hamame tame yekalo dulu dla hamatipo mo kosukulli di tle alikili a꞉ma halumtuluiyo, ya꞉tapo teletlepo depame.
ACT.9.26	Epalati Solta Yelusalem dla puame mikadepe dle so edla ha꞉ha꞉le mate hatlope dlowedeme apalati yia꞉ta ya꞉ye wowota꞉iyo. Adipalati, yia꞉ta Solta Lod dla mikadepe dle kokoye pase mikadepe diyo. 
ACT.9.27	Amasiyama Banabasta ya꞉ye gademama Taiya dle so watle Sol semtame epo atlaiyo, “Lodtapo Solye Damasko api duka dla tamhallati woyapame ya꞉ watle yukamaiyo. Epalati Solta mikadepe depame Damasko dla itiyamale mate God yu Yesu Keliso koko atloweye powota꞉iyo,” diyo.
ACT.9.28	Epame Solta mikadepe dle so mate Yelusalem dla halemama mo dulu edla God yu sikemte itiyamale mate atlemsela꞉iyo. 
ACT.9.29	Epammama ya꞉ta Guliki yuhalalo Yu so mate Yesu koko dla yu topulolemdiyo. Epapele koko tle yia꞉tapo ya꞉ye yumuluwe solotamaiyo. 
ACT.9.30	Epapalati mikadepe dle sota koko i dalepame Sol semtame Kasaliya dla woyamaiyo. Epame ma etle ya꞉ mo ikadepe Talesas dla tane diyo.
ACT.9.31	Mo hapuloma Yudiya dla epo Ga꞉lili dla epo Samaliya dla mikadepe dle so dla wotiyalle hapilowe kokota mo-pa꞉lati alikili so mate epo mikadepe dle so mate ma yimkata sadepo ha꞉ha꞉iyo. Epammama yia꞉ sosta itiyamama mikadepe dle sota pasataiyo. Adipalati, Hela꞉dle Sokota yia꞉ gadlati yia꞉tapo God wowota꞉mama ya꞉ yu dla salladepo ha꞉ha꞉iyo.
ACT.9.32	Pitata Yu so mo hapuloma dla sela꞉mama God ya꞉ opaye God yu mate gagademsela꞉mdiyo. Epamsela꞉mama God ya꞉ opa opi Lida mo dla ha꞉ha꞉lalo dla tame woyamaiyo. 
ACT.9.33	Ya꞉ mo edla tame natilati akoloyale oplami Aeniyasta ya꞉ta ellalo dla ella natiyo. Ya꞉ akoloyelati 8 sokomoko dulu dla isikimi elemhalaiyo. 
ACT.9.34	Epeleye Pitata ya꞉ natipame ya꞉ watle epo atlaiyo, “Aeniyas, Yesu Kelisota wa꞉ye ma-ka꞉depo, epedeme wa꞉ sila꞉time wa꞉ wa꞉ya popolomane,” diyo. Epalati oloma edla Aeniyasta ma-ka꞉depame sila꞉tiyo. 
ACT.9.35	Epapalati opa Lida mo dla ha꞉ha꞉lalo so mate epo Sa꞉lon mo dla ha꞉ha꞉lalo so mate akoloyale oplamita sela꞉lati natipame God dla heheletimaiyo.
ACT.9.36	Amasiyama Yopa mo dla mikadepe dle a꞉ya hale halaiyo, ya꞉ hiye Tabita. (Ya꞉ hi hale Guliki yu mate semama Dokas demdiyo.) Ya꞉ yimkadulo polowamale pato elemama yimkadulo alisisi pa꞉talo so sikemte gagademsela꞉mdiyo. 
ACT.9.37	Epeleye Pita ala Lida mo dla me-hallati Tabitaye esiyemama mo-powaiyo. Epalati yimkadulota ya꞉ motoye howahapame aya alupoli hale dla himiyo. 
ACT.9.38	Amasiyama Lida moye Yopa mo mateka꞉piyo. Epedeme mikadepe dle so Yopa dla ha꞉ha꞉lalota Pitata Lida dla halale dalepame opa dapiyamteta Pita watle yu hamtaiyo. Yia꞉ tame Pita watle epo atlaiyo, “Pita, wa꞉ hapele di mo dla puane,” diyo.
ACT.9.39	Epalati Pita yia꞉ mate taiyo. Ya꞉ tame Yopa mo dla woyamalati yia꞉tapo Pitaye a꞉ya powaleta ela alupoli dla semhetaiyo. Aya dulu edla sepeyamatalo a꞉lempopa꞉leta Pita natipame ya꞉ watle Tabitata ka꞉yapa sela꞉mama tluka tilimaleye nati-iyo.
ACT.9.40	Epalati Pitatapo sepeyamatalo mate epo opa opi mate alikili dla taiya depame alumata kellepo polomama inoma sumpolaiyo. Ya꞉ inoma supo polomama Tabita watle epo atlaiyo, “Tabita, wa꞉ sila꞉tine,” diyo. Epalati Tabitata inoma towanatipame Pita natipo sila꞉time polaiyo. 
ACT.9.41	Epapalati Pitata ya꞉ gademama ya꞉ do dla hamame sila꞉time pameliyo. Epame sepeyamatalo so mate epo mikadepe dle so opi mate sisilapo “Tabitata ka꞉depo polaye natiya,” diyo. 
ACT.9.42	Epalati opa Yopa mo dla ha꞉ha꞉lalo sota yu i dalepame Lod dla mikadepe diyo. 
ACT.9.43	Epame Pita Yopa dla alila pasatale halemama aliya kapala mate oko halalo oplami Saimon aya dla halaiyo.
ACT.10.1	Kasaliya mo dla Loum opahale so alumale hale halaiyo. Alumale ya꞉ hiye Itali mo so alumale. Epeleye oplami Koneliyastapo alumale eye omhalemdiyo. 
ACT.10.2	Koneliyas iye ka꞉depo hallalo oplamiyo. Epo ya꞉ mate epo ya꞉ aya dulu dla ha꞉ha꞉lalo so mate Yu so God dla wowota꞉mama mikadepe demdiyo. Epeleye ya꞉tapo namkale dle alisisiye atali so watle halopimhalemama alila hapuloma dulu dla God watle inoma sumale himme halemdiyo.
ACT.10.3	Epo alila haleta tamila꞉la dla hallati Godta Koneliyas inomaye meyelope dlati ya꞉tapo God ya꞉ banakaka oplami natiyo. Banakaka oplamita puame ya꞉ watle epo atlaiyo, “Koneliyas,” diyo.
ACT.10.4	Epalati Koneliyasta God ya꞉ banakaka oplami dla wota꞉le mate omhalemama epo atlaiyo, “Lod, wa꞉ apa solotama꞉?” diyo.
ACT.10.4	Asiyama God ya꞉ banakaka oplamita ya꞉ watle epo atlaiyo, “Wa꞉ta God dla inoma sumhaluwaye, ya꞉ ma-daluwapo. Epame wa꞉ta atali so gagademhaluwaye, Godta ma-natiwapo. 
ACT.10.5	Epedeme wa꞉ watapo opa opi Yopa dla taiya dene, yia꞉tapo Saimon Pitaye wa꞉ watle sempulupo depame. 
ACT.10.6	Ya꞉ye aliya kapala mate oko halalo oplami Saimon aya dla halapo. Oplami ya꞉ ayaye kaula pato peleyama dla polapo,” diyo.
ACT.10.7	Epame God ya꞉ banakaka oplamita ya꞉ mate yukamhalepo ma-tlati ya꞉ oko so opa dapiyamte mate epo opahale oplami hale, Yu so yia꞉ God dla mikadepe dlalo mate sisilalimaiyo. Opahale oplami iye Koneliyas gadlalo oplamiyo. 
ACT.10.8	Epapeleye Koneliyasta yia꞉ sisilalipame yia꞉ watle God ya꞉ banakakata atlale yuye atlepame ma Yopa dla taiya diyo. 
ACT.10.9	Epalati yia꞉tapo Yopa dla ma-tamalemama duka dla hutiyeiyo. Epo ma-alallati tamama sali duka dla pollati Yopa mo mateka꞉pi dla tame woyamaiyo.
ACT.10.9	Oloma edla Pita inoma sumolowedeme aya di dla hetaiyo. 
ACT.10.10	Epame ya꞉ inoma sumpollati daya ta꞉leta ya꞉ dla puaiyo. Epalati opata ala ya꞉ daya ha꞉mpopa꞉lati Godta ya꞉ inoma tlo meyelope diyo. 
ACT.10.11	Godta ya꞉ inoma meyelope dlati ya꞉tapo pepele di kokolomata gowaladepo halla natiyo. Epalati pepele di tle soula sepeleye deata soula akutu dla hihimapo halum-malla natiyo. 
ACT.10.12	Epo soula dulu edla alinepi mila꞉pi meyelope meyelope dle ta꞉la dla siyamalalo mate epo di dla siyamalalo tea mateta ha꞉ha꞉la tlamaiyo. 
ACT.10.13	Epalati ma pepele di tle yuta ya꞉ watle epo atlaiyo, “Pita, wa꞉ sila꞉time alinepi dulu hema alinepi hale yumme dene,” diyo.
ACT.10.14	Amasiyama Pitata epo atlaiyo, “Hao, Lod, na꞉ epapele alisisi podesemde. Adipalati, mowolo alinepi epapeleye demiyo duwapo. Epedeme na꞉ hale yumme podlowa,” diyo.
ACT.10.15	Epalati asiyama yuta ma epo atlaiyo, “Godta alisisi hapuloma iye ma-ka꞉dena dleye, ma wa꞉ta batalimana demiya,” diyo.
ACT.10.16	Godta koko iye dapahatlope oloma dla Pita watle nalati-ipame ma soula sepeleye pepele di dla hamhetaiyo. 
ACT.10.17	Pita ya꞉ta inomata meyelope dlati tlamale ya꞉ dulu kokoye ala momalampollati Koneliyasta taiya dle so opata puame Saimon aya natipame kokoloma tala dla omha꞉ha꞉iyo. 
ACT.10.18	Yia꞉ta omha꞉ha꞉mama epo atlaiyo, “Oplami hale Saimon Pita demdiye aya dulu hema poloma꞉?” diyo.
ACT.10.19	Amasiyama Pita ala ya꞉ta tlamale koko me-momalampollati Hela꞉dle Sokota ya꞉ watle epo atlaiyo, “Pita, opa dapahatlopeye wa꞉ totamsiyamapo. 
ACT.10.20	Epedeme wa꞉ sila꞉time tulume isikimi yia꞉ mate tane. Adipalati, na꞉tapo yia꞉ye wa꞉ natila taiya dlepo,” diyo.
ACT.10.21	Epalati Pitata tulume yia꞉ watle epo atlaiyo, “Wua꞉ta totamsiyama oplamiye na꞉po. Epedeme wua꞉ hema apa koko hala puo?” diyo.
ACT.10.22	Epalati asiyama yia꞉ta Pita watle epo atlaiyo, “Di pato oplami Koneliyas, Loum opahale so omhallalo oplamita dia꞉ye taiya duwa. Adipalati, God ya꞉ banakaka oplamita tulume Koneliyas watle atlemama, wa꞉tapo tame Koneliyas watle God yu atloweyo, diyo. Epedeme dita wa꞉ye Koneliyas watle semtlowedeme pua. Koneliyas iye God wota꞉lalo ka꞉dle oplamipo. Epame Yu so hapulomata ya꞉ye solotamama ka꞉dle oplami demde,” diyo.
ACT.10.23	Epalati yia꞉ta koko i atlepo gudlati Pitata opa ewoloye ya꞉ta ellalo aya dla elemhetaiyo.
ACT.10.23	Koneliyasta taiya dle sota edla hutiyepo alallati Pitaye Koneliyas hala dla ma-semtlati mikadepe dle so opa opi Yopa dla ha꞉ha꞉le so mape yia꞉ mate tamalaiyo. 
ACT.10.24	Yia꞉ tame duka dla hutiyepo ma alila haleta Kasaliya dla tame woyamaiyo. Koneliyas ya꞉ alila edla ompolomama ya꞉ asiyadulo mate yimkadulo mate aya dulu dla sisilalipo ompolaiyo. 
ACT.10.25	Epame Pitata Koneliyas aya dulu dla matilati Koneliyasta Pita hete sitali dla tulume polomama ya꞉ dla heodiyo. 
ACT.10.26	Amasiyama Pitata ya꞉ watle epo atlaiyo, “Wa꞉ sila꞉tine, na꞉ dla heodemiya. Adipalati, na꞉ye isikimi ta꞉la oplamipo,” diyo.
ACT.10.27	Epame Pita mate Koneliyas mate aya dulu dla yuhamtumama natilati aya duluye opata mo-pasatame halaiyo. 
ACT.10.28	Epalati Pitata po-Yu so hapulomata alupo popa꞉lati natipo yia꞉ watle epo atlaiyo, “Namkadulo, wua꞉ Yu so aiyalma koko mo-wua꞉malamana. Epedeme Yu oplami haletapo po-Yu so mate hatlope dloweye aiyalma demdepo. Amasiyama Godta na꞉ inoma meyelope depame na꞉ watle ipo imuwa, Yu so dia꞉ mate epo po-Yu so wua꞉ mate God mila꞉pi tle ma-hatlopepo. Epedeme na꞉ po-Yu so oplami haleye pobatalimana desema. 
