MAT.1.1	Este libro es el registro de Jesús el Mesías
ACT.8.3	Pero Saulo comenzó a destruir a la iglesia, yendo de casa en casa, sacando a hombres y mujeres de ellas y arrastrándolos hasta la prisión.
ACT.8.4	Los que se habían dispersado predicaban la palabra dondequiera que iban. 
ACT.8.5	Felipe fue a la ciudad de Samaria, y les habló acerca del Mesías. 
ACT.8.6	Cuando las multitudes oyeron lo que Felipe decía y vieron los milagros que hacía, prestaron atención a lo que les estaba diciendo. 
ACT.8.7	Y muchos fueron liberados de posesión de espíritus malignos que gritaban al salir, y muchos que estaban cojos o discapacitados fueron sanados. 
ACT.8.8	La gente que vivía en la ciudad estaba feliz en gran manera.
ACT.8.9	Había, pues, un hombre llamado Simón, que vivía en la ciudad donde se solía practicar la hechicería. Él afirmaba ser muy importante, y había asombrado al pueblo de Samaria, 
ACT.8.10	de modo que todos le prestaban atención. Desde la persona más pequeña hasta la más grande en la sociedad decían: “Este hombre es ‘El Gran Poder de Dios.’” 
ACT.8.11	Y estaban impresionados de él porque los había asombrado con su magia por mucho tiempo.
ACT.8.12	Pero cuando creyeron en lo que Felipe les dijo acerca de la buena nueva sobre el reino de Dios y el nombre de Jesucristo, hombres y mujeres se bautizaron. 
ACT.8.13	Y Simón también creyó y fue bautizado. Y acompañó a Felipe, sorprendido por las señales milagrosas y las maravillas que veía.
ACT.8.14	Cuando los apóstoles estuvieron de regreso en Jerusalén y oyeron que la gente de Samaria había aceptado la palabra de Dios, enviaron a Pedro y a Juan a visitarlos. 
ACT.8.15	Y cuando llegaron, oraron por los conversos de Samaria para que recibieran el Espíritu Santo. 
ACT.8.16	Este no había sido derramado sobre ninguno de estos conversos aun, pues solamente habían sido bautizados en el nombre del Señor Jesús. 
ACT.8.17	Así que los apóstoles pusieron sus manos sobre ellos, y recibieron el Espíritu Santo.
ACT.8.18	Cuando Simón vio que el Espíritu Santo era recibido por las personas cuando los apóstoles colocaban sus manos sobre ellas, les ofreció dinero. 
ACT.8.19	“Dénme este poder también,” les pidió, “para que cualquiera sobre el cual yo coloque mis manos, reciba el Espíritu Santo.”
ACT.8.20	“Ojalá tu dinero sea destruido contigo, por pensar que el don de Dios puede comprarse” respondió Pedro. 
ACT.8.21	Tú no eres parte de esto. No tienes parte en esta obra, porque ante los ojos de Dios tu actitud está completamente equivocada. 
ACT.8.22	¡Arrepiéntete de tu mal camino! Ora al Señor y pídele perdón por pensar de esta manera. 
ACT.8.23	Puedo ver que estás lleno de una amarga envidia, y estás encadenado por tu propio pecado.”
ACT.8.24	“¡Por favor, ora por mí para que no me ocurra nada de lo que has dicho!” respondió Simón.
ACT.8.25	Después de haber dado su testimonio y de haber predicado la palabra de Dios, regresaron a Jerusalén, compartiendo la buena nueva en muchas aldeas de Samaria a lo largo del camino.
ACT.8.26	Y un ángel del Señor le dijo a Felipe: “Alístense y vayan al sur, al camino desierto que lleva de Jerusalén a Gaza.” 
ACT.8.27	Entonces Felipe emprendió el viaje y se encontró con un hombre etíope, un eunuco que tenía una posición importante en el servicio de Candace
ACT.8.28	y venía de regreso de su viaje, sentado en su carruaje. Estaba leyendo en voz alta una parte del libro de Isaías.
ACT.8.29	Entonces el Espíritu le dijo a Felipe: “Ve y acércate más a ese carruaje.” 
ACT.8.30	Y Felipe corrió hacia allá, y escuchó al hombre que leía un texto del profeta Isaías.
ACT.8.30	“¿Entiendes lo que estás leyendo?” le preguntó Felipe.
ACT.8.31	“¿Cómo podría entender, si no hay quien me explique?” respondió el hombre. Entonces invitó a Felipe a subirse al carruaje y sentarse junto a él. 
ACT.8.32	Y el texto de la Escritura que estaba leyendo era este: “Como oveja, fue llevado al matadero; y como cordero que enmudece ante su trasquilador, ni siquiera abrió su boca. 
ACT.8.33	Lo humillaron y no le hicieron justicia. ¿Quién describirá su descendencia? Porque su vida fue arrancada de la tierra.
ACT.8.34	Entonces el eunuco le preguntó a Felipe: “Dime, ¿de quién está hablando este profeta? ¿Es acaso de sí mismo, o de otra persona?” 
ACT.8.35	Entonces Felipe comenzó a explicarle, partiendo de este texto, y hablándole de Jesús. 
ACT.8.36	A medida que continuaban el camino, llegaron a un lugar donde había agua. Entonces el eunuco dijo: “Mira, aquí hay agua, ¿por qué no me bautizas?”
ACT.8.38	Entonces dio la orden para que detuvieran el carruaje. Y Felipe y el eunuco descendieron juntos al agua y Felipe lo bautizó. 
ACT.8.39	Cuando salieron del agua, el Espíritu del Señor se llevó a Felipe. Y el eunuco no lo vio más, pero siguió su camino con alegría. Felipe se encontró entonces en Azoto. 
ACT.8.40	Y allí predicaba la buena nueva en todas las ciudades por las que pasaba, hasta que llegó a Cesarea.
ACT.9.1	Pero mientras tanto, Saulo estaba enviando amenazas violentas contra los discípulos del Señor, deseoso de matarlos. Así que fue donde el sumo sacerdote 
ACT.9.2	y solicitó cartas de autorización para ir a las sinagogas de Damasco, y para tener permiso de arrestar a todos los creyentes que encontrara en El Camino
ACT.9.3	Pero cuando Saulo se aproximaba a Damasco, de repente fue rodeado por una luz brillante que descendía del cielo. 
ACT.9.4	Entonces Saulo cayó al suelo, y escuchó una voz que decía: “Saulo, Saulo, ¿por qué me persigues?”
ACT.9.5	“¿Quién eres, Señor?” preguntó Saulo.
ACT.9.5	“Yo soy Jesús, al que persigues,” le respondió. 
ACT.9.6	“Levántate, ve a la ciudad y allí se te dirá lo que debes hacer.”
ACT.9.7	Y los hombres que iban de viaje con Saulo estaban sin palabras. Habían oído la voz que hablaba, pero no vieron a nadie. 
ACT.9.8	Entonces Saulo se puso en pie, y cuando abrió sus ojos no podía ver. Entonces sus compañeros de viaje lo tomaron de la mano y lo llevaron hasta Damasco. 
ACT.9.9	Durante tres días Saulo no pudo ver, y no comió y bebió nada.
ACT.9.10	En Damasco vivía un seguidor de Jesús. Su nombre era Ananías, y el Señor le habló en una visión.
ACT.9.10	“¡Ananías!” llamó el Señor.
ACT.9.10	“Estoy aquí, Señor,” respondió Ananías.
ACT.9.11	“Levántate y ve a la Calle Derecha,” le dijo el Señor. “Pregunta en la casa de Judas por un hombre llamado Saulo de Tarso. Él está orando. 
ACT.9.12	Ha visto en visión a un hombre llamado Ananías que llega y pone sus manos sobre él para que recobre su vista.”
ACT.9.13	“Pero Señor,” respondió Ananías, “He oído muchas cosas acerca de este hombre, y sobre todas las cosas malas que hizo a los creyentes de Jerusalén. 
ACT.9.14	Los jefes de los sacerdotes le han dado poder para arrestar a todos los que te adoran y te siguen.”
ACT.9.15	Pero el Señor le dijo: “Ve, porque él es la persona a la cual he escogido para llevar mi nombre a los extranjeros y reyes, así como a Israel. 
ACT.9.16	Yo le mostraré que él tendrá que sufrir por causa de mi nombre.”
ACT.9.17	Entonces Ananías salió y fue a la casa que el Señor le mostró. Y puso sus manos sobre Saulo. “Hermano Saulo,” le dijo, “El Señor Jesús, quien se apareció delante de ti en el camino cuando viajabas hacia acá, me ha enviado para que recobres tu vista y seas lleno del Espíritu Santo.” 
ACT.9.18	De inmediato, de sus ojos cayeron como escamas, y su vista fue restaurada. Entonces se levantó y fue bautizado. 
ACT.9.19	También comió y se sintió más fuerte.
ACT.9.19	Y Saulo pasó varios días con los discípulos en Damasco. 
ACT.9.20	Entonces comenzó de inmediato a predicar en las sinagogas, diciendo: “Jesús es el Hijo de Dios.” 
ACT.9.21	Y todos los que lo oían predicar estaban asombrados, y preguntaban: “¿Acaso no es este el hombre que causó tantos problemas a los creyentes de Jesús en Jerusalén? ¿Acaso no vino aquí para arrestar y llevar encadenados a los creyentes ante los jefes de los sacerdotes?” 
ACT.9.22	Y Saulo crecía cada vez más, así como su fe, demostrando de manera muy convincente que Jesús era el Mesías, tanto que los habitantes de Damasco no podían refutar lo que decía.
ACT.9.23	Tiempo después, los judíos conspiraron para matarlo, 
ACT.9.24	pero Saulo se enteró de sus intenciones. De día y de noche esperaban en las puertas de la ciudad, buscando una oportunidad para matarlo. 
ACT.9.25	Así que durante la noche sus seguidores lo tomaron y lo hicieron descender en una canasta, desde una abertura del muro de la ciudad. 
ACT.9.26	Cuando Saulo llegó a Jerusalén, trató de encontrar a los discípulos, pero todos le tenían miedo, porque no estaban convencidos de que él realmente fuera discípulo. 
ACT.9.27	Sin embargo, Bernabé lo llevó donde estaban los apóstoles, y les explicó cómo Saulo había visto al Señor durante el camino y cómo el Señor le había hablado. Bernabé también explicó cómo Saulo había hablado con vehemencia en nombre del Señor en Damasco.
ACT.9.28	Saulo se quedó con los apóstoles y los acompañó hasta Jerusalén, 
ACT.9.29	predicando abiertamente en nombre del Señor. Y Saulo hablaba y debatía con los judíos de habla griega, pero ellos trataron de matarlo. 
ACT.9.30	Pero cuando los hermanos supieron acerca de esto, lo llevaron a Cesarea y lo enviaron a Tarso.
ACT.9.31	Durante este tiempo, toda la iglesia en Judea, Galilea y Samaria estuvo en tranquilidad. Y la iglesia se fortalecía y aumentaba en número a medida que los creyentes vivían en reverencia para con el Señor
ACT.9.32	Pedro andaba de viaje y fue a visitar a los creyentes que vivían en Lida. 
ACT.9.33	Allí conoció a un hombre llamado Eneas, quien era paralítico y había quedado confinado a estar en su cama desde hacía ocho años. 
ACT.9.34	Entonces Pedro le dijo: “¡Eneas, Jesucristo te sana! ¡Levántate y recoge tu camilla!” Y de inmediato Eneas se levantó. 
ACT.9.35	Y todos los que vivían en Lida y Sarón lo vieron, y se convirtieron en creyentes del Señor.
ACT.9.36	En Jope vivía una seguidora llamada Tabita, (Dorcas en griego
ACT.9.37	Sin embargo, durante esos días ella se enfermó y murió. Y después de lavar su cuerpo, la acostaron en una habitación que estaba en la parte de arriba. 
ACT.9.38	Lida estaba cerca a Jope, así que los discípulos que estaban en Jope, al saber que Pedro estaba en Lida, enviaron a dos hombres con el siguiente mensaje: “Por favor, ven acá de inmediato.” 
ACT.9.39	Así que Pedro se alistó y se fue con ellos. Y cuando llegó lo llevaron a la habitación de arriba. Todas las viudas estaban ahí llorando, y le mostraban a Pedro los abrigos y ropas que Dorcas había hecho mientras estuvo con ellas. 
ACT.9.40	Entonces Pedro les pidió que salieran de la habitación, y se arrodilló y oró. Entonces dio vuelta al cuerpo de Tabita y dijo: “Tabita, levántate.” Entonces ella abrió los ojos, y cuando vio a Pedro se sentó. 
ACT.9.41	Luego Pedro la tomó de la mano y la levantó. Y entonces llamó a los creyentes y a las viudas, y la presentó viva delante de ellos. 
ACT.9.42	Y la noticia se esparció por toda la ciudad de Jope, y muchos creyeron en el Señor. 
ACT.9.43	Pedro se quedó mucho tiempo en Jope, hospedándose en la casa de Simón el curtidor.
ACT.10.1	En Cesarea vivía un hombre llamado Cornelio, quien era un centurión romano del ejército italiano. 
ACT.10.2	Este era un hombre devoto que, junto con todos los que vivían en su casa, tenían reverencia por Dios. Este hombre daba a los pobres con generosidad, y oraba a Dios con regularidad. 
ACT.10.3	Un día, cerca de las 3 p.m. Cornelio tuvo una visión en la que vio claramente a un ángel de Dios que venía hacia él y lo llamaba, diciendo: “¡Cornelio!”
ACT.10.4	Entonces Cornelio, asustado, lo miró y preguntó: “¿Qué quieres, Señor?”
ACT.10.4	“Dios ha escuchado tus oraciones, y ha reconocido tu generosidad para con los pobres,” le dijo el ángel a Cornelio. 
ACT.10.5	“Ahora envía hombres a Jope, y trae a Simón, también llamado Pedro, 
ACT.10.6	el cual se está hospedando en la casa de Simón el curtidor, cuya casa está junto al mar.”
ACT.10.7	Y cuando el ángel se fue, Cornelio llamó a dos de sus siervos y a un soldado de su guardia personal, quien era un hombre devoto. 
ACT.10.8	Después de haberles explicado todo lo que había sucedido, los envió a Jope.
ACT.10.9	Al día siguiente, mientras ellos iban de camino y se aproximaban a la ciudad, Pedro subió a la azotea
ACT.10.10	y ya sentía hambre, y deseaba comer. Pero mientras aun preparaban la comida, Pedro entró en trance, 
ACT.10.11	y vio el cielo abierto. También vio que algo descendía y era como una sábana grande que estaba sostenida por sus cuatro esquinas, y descendía hacia la tierra. 
ACT.10.12	Adentro había todo tipo de animales, reptiles y aves. 
ACT.10.13	Entonces oyó una voz que dijo: “¡Levántate, Pedro! ¡Mata y come!”
ACT.10.14	Pero Pedro respondió: “¡Por supuesto que no, Señor! Nunca he comido nada que sea inmundo e impuro.”
ACT.10.15	Entonces escuchó nuevamente la voz: “¡No llames impuro lo que Dios ha limpiado!” 
ACT.10.16	Y esto sucedió tres veces, y entonces la sábana fue rápidamente llevada de nuevo al cielo.
ACT.10.17	Mientras Pedro aún estaba perturbado por saber qué significaba aquella visión que había tenido, los hombres enviados por Cornelio habían encontrado la casa de Simón y estaban en pie frente a la puerta. 
ACT.10.18	Ellos llamaban, preguntando si Simón, también llamado Pedro, se hospedaba allí. 
ACT.10.19	Mientras Pedro aún reflexionaba sobre la visión, el Espíritu le dijo: “Mira, hay tres hombres buscándote. 
ACT.10.20	Levántate, baja, y ve con ellos. No te preocupes en absoluto, porque yo los envié.”
ACT.10.21	Entonces Pedro descendió para encontrarse con los tres hombres. “Yo soy a quien buscan,” dijo. “¿Por qué están aquí?”
ACT.10.22	“Venimos de parte de Cornelio, un hombre bueno, devoto, que tiene temor de Dios y es respetado entre el pueblo judío,” respondieron. “Un ángel lo instruyó para que enviara a buscarte y llevarte hasta su casa para escuchar lo que tú tienes para decirle.” 
ACT.10.23	Entonces Pedro los invitó a entrar y ellos se quedaron allí.
ACT.10.23	Al día siguiente, Pedro se levantó y se fue con ellos. Y algunos de los hermanos de Jope también fueron con ellos. 
ACT.10.24	Al otro día llegaron a Cesarea, donde los esperaba Cornelio junto a sus parientes y amigos cercanos, a quienes había reunido. 
