GEN.1.1	En el comienzo de todo, Dios creó
PSA.73.13	¡De nada me sirve tener limpio el corazón
PSA.73.13	y limpiarme las manos de toda maldad!
PSA.73.14	Pues a todas horas recibo golpes,
PSA.73.14	y soy castigado todas las mañanas.
PSA.73.15	Si yo hubiera pensado como ellos,
PSA.73.15	habría traicionado a tus hijos.
PSA.73.16	Traté de comprender esto,
PSA.73.16	pero me fue muy difícil.
PSA.73.17	Solo cuando entré en el santuario de Dios
PSA.73.17	comprendí a dónde van ellos a parar:
PSA.73.18	los has puesto en lugar resbaladizo
PSA.73.18	y los empujas a la ruina.
PSA.73.19	¡En un momento quedarán destruidos!
PSA.73.19	¡El miedo acabará con ellos!
PSA.73.20	Cuando tú, Señor, te levantes,
PSA.73.20	como cuando uno despierta de un sueño,
PSA.73.20	despreciarás su falsa apariencia.
PSA.73.21	Yo estuve lleno de amargura
PSA.73.21	y en mi corazón sentía dolor,
PSA.73.22	porque era un necio que no entendía;
PSA.73.22	¡era ante ti igual que una bestia!
PSA.73.23	Sin embargo, siempre he estado contigo.
PSA.73.23	Me has tomado de la mano derecha,
PSA.73.24	me has dirigido con tus consejos
PSA.73.24	y al final me recibirás con honores.
PSA.73.25	¿A quién tengo en el cielo? ¡Solo a ti!
PSA.73.25	Estando contigo nada quiero en la tierra.
PSA.73.26	Todo mi ser se consume,
PSA.73.26	pero Dios es mi herencia eterna
PSA.73.26	y el que sostiene mi corazón.
PSA.73.27	Los que se alejen de ti, morirán;
PSA.73.27	destruirás al que no te sea fiel.
PSA.73.28	Pero yo me acercaré a Dios,
PSA.73.28	pues para mí eso es lo mejor.
PSA.73.28	Tú, Señor y Dios, eres mi refugio,
PSA.73.28	y he de proclamar todo lo que has hecho.
PSA.74.1	¿por qué nos has abandonado para siempre?
PSA.74.1	¿Por qué se ha encendido tu furor
PSA.74.1	contra las ovejas de tu prado?
PSA.74.2	Acuérdate de tu pueblo,
PSA.74.2	el que adquiriste desde el principio,
PSA.74.2	el que rescataste para hacerlo tribu tuya;
PSA.74.2	acuérdate del monte Sión,
PSA.74.3	Ven a ver estas ruinas sin fin;
PSA.74.3	¡el enemigo lo ha destruido todo en el santuario!
PSA.74.4	Tus enemigos
PSA.74.4	¡han puesto sus banderas extranjeras
PSA.74.5	sobre el portal de la entrada!
PSA.74.5	Cual si fueran leñadores
PSA.74.5	en medio de un bosque espeso,
PSA.74.6	a golpe de hacha y martillo
PSA.74.6	destrozaron los ornamentos de madera.
PSA.74.7	Prendieron fuego a tu santuario;
PSA.74.7	¡deshonraron tu propio templo,
PSA.74.7	derrumbándolo hasta el suelo!
PSA.74.8	Decidieron destruirnos del todo;
PSA.74.8	¡quemaron todos los lugares del país
PSA.74.8	donde nos reuníamos para adorarte!
PSA.74.9	Ya no vemos nuestros símbolos sagrados;
PSA.74.9	ya no hay ningún profeta,
PSA.74.9	y ni siquiera sabemos lo que esto durará.
PSA.74.10	Oh Dios,
PSA.74.10	¿hasta cuándo nos ofenderá el enemigo?
PSA.74.10	¿Hasta cuándo seguirá hablando mal de ti?
PSA.74.11	¿Por qué escondes tu mano poderosa?
PSA.74.11	¿Por qué te quedas cruzado de brazos?
PSA.74.12	Desde tiempos antiguos, tú eres mi Rey.
PSA.74.12	Tú, oh Dios, alcanzaste muchas victorias
PSA.74.12	en medio de la tierra:
PSA.74.13	tú dividiste el mar con tu poder,
PSA.74.13	les rompiste la cabeza a los monstruos del mar,
PSA.74.14	aplastaste las cabezas del monstruo Leviatán
PSA.74.14	y lo diste por comida a las fieras del desierto.
PSA.74.15	Tú hiciste brotar fuentes y ríos,
PSA.74.15	y secaste los ríos inagotables.
PSA.74.16	Tuyos son el día y la noche;
PSA.74.16	tú afirmaste la luna y el sol;
PSA.74.17	tú marcaste los límites del mundo;
PSA.74.17	tú hiciste el verano y el invierno.
PSA.74.18	Ten en cuenta, Señor, que el enemigo te ofende,
PSA.74.18	y que gente necia habla mal de ti.
PSA.74.19	¡No te olvides tanto de nosotros!
PSA.74.19	Somos débiles como tórtolas;
PSA.74.19	¡no nos entregues a las fieras!
PSA.74.20	¡Acuérdate de tu alianza,
PSA.74.20	porque el país está lleno de violencia
PSA.74.20	hasta el último rincón!
PSA.74.21	No dejes que se humille al oprimido;
PSA.74.21	¡haz que te alaben el pobre y el humilde!
PSA.74.22	¡Levántate, oh Dios! ¡Defiende tu causa!
PSA.74.22	¡Recuerda que los necios te ofenden sin cesar!
PSA.74.23	No olvides los gritos de tus enemigos,
PSA.74.23	el creciente clamor de los rebeldes.
PSA.75.1	te damos gracias;
PSA.75.1	invocamos
PSA.75.2	«En el momento que yo escoja,
PSA.75.2	juzgaré
PSA.75.3	soy yo quien mantiene firmes sus bases.»
PSA.75.4	«No sean tan altivos y orgullosos;
PSA.75.5	ni sean tan insolentes al hablar.»
PSA.75.6	ni del este ni del oeste,
PSA.75.6	ni del desierto ni de las montañas,
PSA.75.7	a unos los humilla y a otros los levanta.
PSA.75.8	con vino mezclado y fermentado.
PSA.75.8	Cuando él derrame el vino,
PSA.75.8	todos los malvados de la tierra
PSA.75.8	lo beberán hasta la última gota.
PSA.75.9	y le cantaré alabanzas;
PSA.75.10	pero aumentará el poder del hombre bueno.
PSA.76.1	su nombre es famoso en Israel.
PSA.76.2	en Jerusalén;
PSA.76.3	escudos, espadas, arcos y flechas.
PSA.76.4	¡Eres más grandioso que las montañas eternas!
PSA.76.5	los más fuertes nada pudieron hacer;
PSA.76.5	¡durmieron su último sueño!
PSA.76.6	cuando tú, Dios de Jacob, los amenazas.
PSA.76.7	¿Quién puede estar en pie delante de ti
PSA.76.7	cuando se enciende tu furor?
PSA.76.8	la tierra tiene miedo y se queda quieta,
PSA.76.9	cuando te levantas para hacer justicia
PSA.76.9	y salvar a todos los oprimidos de este mundo.
PSA.76.10	¡aun su más mínimo enojo se convierte en tu corona!
PSA.76.11	pero cúmplanselas.
PSA.76.11	Ustedes, que rodean al que es digno de temor,
PSA.76.11	¡tráiganle ofrendas!
PSA.76.12	y causa temor a los reyes del mundo.
PSA.77.1	para que él me escuche.
PSA.77.2	y sin cesar levanto mis manos
PSA.77.2	en oración por las noches.
PSA.77.2	Mi alma no encuentra consuelo.
PSA.77.3	me pongo a pensar, y me desanimo.
PSA.77.4	¡estoy tan aturdido, que no puedo hablar!
PSA.77.6	En mi interior medito, y me pregunto:
PSA.77.7	¿No volverá a tratarnos con bondad?
PSA.77.8	¿Se ha acabado su promesa para siempre?
PSA.77.9	¿Está tan enojado, que ya no tiene compasión?
PSA.77.10	que el Altísimo ya no es el mismo con nosotros.
PSA.77.11	que hizo el Señor en otros tiempos;
PSA.77.13	¿qué dios hay tan grande como tú?
PSA.77.14	¡Diste a conocer tu poder a las naciones!
PSA.77.15	a los hijos de Jacob y de José.
PSA.77.16	cuando el mar te vio, tuvo miedo,
PSA.77.16	y temblaron sus aguas más profundas;
PSA.77.17	y hubo truenos en el cielo
PSA.77.17	y relámpagos por todas partes.
PSA.77.18	el mundo se iluminó con tus relámpagos
PSA.77.18	y la tierra se sacudió con temblores.
PSA.77.19	atravesaste muchas aguas,
PSA.77.19	pero nadie encontró tus huellas.
PSA.77.20	por medio de Moisés y de Aarón.
PSA.78.1	¡inclínate a escuchar lo que te digo!
PSA.78.2	Voy a hablar por medio de refranes;
PSA.78.2	diré cosas que han estado en secreto
PSA.78.2	desde tiempos antiguos.
PSA.78.3	Lo que hemos oído y sabemos
PSA.78.3	y nuestros padres nos contaron,
PSA.78.4	no lo ocultaremos a nuestros hijos.
PSA.78.4	Con las generaciones futuras alabaremos al Señor
PSA.78.4	y hablaremos de su poder y maravillas.
PSA.78.5	Dios estableció una ley para Jacob;
PSA.78.5	puso una norma de conducta en Israel,
PSA.78.5	y ordenó a nuestros antepasados
PSA.78.5	que la enseñaran a sus descendientes,
PSA.78.6	para que la conocieran las generaciones futuras,
PSA.78.6	los hijos que habían de nacer,
PSA.78.6	y que ellos, a su vez, la enseñaran a sus hijos;
PSA.78.7	para que tuvieran confianza en Dios
PSA.78.7	y no olvidaran lo que él había hecho;
PSA.78.7	para que obedecieran sus mandamientos
PSA.78.8	y no fueran como sus antepasados,
PSA.78.8	rebeldes y necios,
PSA.78.8	faltos de firmeza en su corazón y espíritu;
PSA.78.8	¡generación infiel a Dios!
PSA.78.9	Los de la tribu de Efraín,
PSA.78.9	que estaban armados con arcos y flechas,
PSA.78.9	dieron la espalda el día del combate;
PSA.78.10	no respetaron su alianza con Dios
PSA.78.10	ni quisieron obedecer sus enseñanzas.
PSA.78.11	Se olvidaron de lo que él había hecho,
PSA.78.11	de las maravillas que les hizo ver.
PSA.78.12	Dios hizo maravillas delante de sus padres
PSA.78.12	en la región de Soan,
PSA.78.13	partió en dos el mar, y los hizo pasar por él,
PSA.78.13	deteniendo el agua como un muro.
PSA.78.14	De día los guió con una nube,
PSA.78.14	y de noche con luz de fuego.
PSA.78.15	En el desierto partió en dos las peñas,
PSA.78.15	y les dio a beber agua en abundancia.
PSA.78.16	¡Dios hizo brotar de la peña
PSA.78.16	un torrente de aguas caudalosas!
PSA.78.17	Pero ellos siguieron pecando contra Dios;
PSA.78.17	se rebelaron contra el Altísimo en el desierto.
PSA.78.18	Quisieron ponerle a prueba
PSA.78.18	pidiendo comida a su antojo.
PSA.78.19	Hablaron contra él, diciendo:
PSA.78.19	«¿Acaso puede Dios servir una mesa en el desierto?
PSA.78.20	Es verdad que Dios partió la peña,
PSA.78.20	que de ella brotó agua como un río,
PSA.78.20	y que la tierra se inundó;
PSA.78.20	pero, ¿podrá dar también pan?
PSA.78.20	¿Podrá dar carne a su pueblo?»
PSA.78.21	Cuando el Señor oyó esto, se enojó;
PSA.78.21	¡su furor, como un fuego,
PSA.78.21	se encendió contra Jacob!
PSA.78.22	Porque no confiaron en Dios
PSA.78.22	ni creyeron en su ayuda.
PSA.78.23	Sin embargo, Dios dio órdenes a las nubes
PSA.78.23	y abrió las puertas del cielo;
PSA.78.24	¡hizo llover sobre su pueblo el maná,
PSA.78.24	trigo del cielo, para que comieran!
PSA.78.25	¡El hombre comió pan de ángeles!
PSA.78.25	¡Dios les dio de comer en abundancia!
PSA.78.26	El viento del este y el viento del sur
PSA.78.26	soplaron en el cielo;
PSA.78.26	¡Dios los trajo con su poder!
PSA.78.27	Hizo llover carne sobre su pueblo;
PSA.78.27	¡llovieron aves como arena del mar!
PSA.78.28	Dios las hizo caer en medio del campamento
PSA.78.28	y alrededor de las tiendas de campaña.
PSA.78.29	Y comieron hasta hartarse,
PSA.78.29	y así Dios les cumplió su deseo.
PSA.78.30	Pero aún no habían calmado su apetito,
PSA.78.30	todavía tenían la comida en la boca,
PSA.78.31	cuando el furor de Dios cayó sobre ellos
PSA.78.31	y mató a los hombres más fuertes.
PSA.78.31	¡Hizo morir a los mejores hombres de Israel!
PSA.78.32	A pesar de todo, volvieron a pecar;
PSA.78.32	no creyeron en las maravillas de Dios.
PSA.78.33	Por eso Dios puso fin a sus vidas
PSA.78.33	como si fueran un suspiro
PSA.78.33	y en medio de un terror espantoso.
PSA.78.34	Si Dios los hacía morir, entonces lo buscaban;
PSA.78.34	se volvían a él y lo buscaban sin descanso;
PSA.78.35	entonces se acordaban del Dios altísimo
PSA.78.35	que los protegía y los rescataba.
PSA.78.36	Pero con su boca y su lengua
PSA.78.36	le decían hermosas mentiras,
PSA.78.37	pues nunca le fueron sinceros
PSA.78.37	ni fieles a su alianza.
PSA.78.38	Pero Dios tenía compasión,
PSA.78.38	perdonaba su maldad y no los destruía;
PSA.78.38	muchas veces hizo a un lado el enojo
PSA.78.38	y no se dejó llevar por la furia.
PSA.78.39	Dios se acordó de que eran simples hombres;
PSA.78.39	de que eran como el viento, que se va y no vuelve.
PSA.78.40	¡Cuántas veces desobedecieron a Dios
PSA.78.40	y le causaron dolor en el desierto!
PSA.78.41	Pero volvían a ponerlo a prueba;
PSA.78.41	¡entristecían al Santo de Israel!
PSA.78.42	No se acordaron de aquel día
PSA.78.42	cuando Dios, con su poder, los salvó del enemigo;
PSA.78.43	cuando en los campos de Soan, en Egipto,
PSA.78.43	hizo cosas grandes y asombrosas;
PSA.78.44	cuando convirtió en sangre los ríos,
PSA.78.44	y los egipcios no pudieron beber de ellos.
PSA.78.45	Mandó sobre ellos tábanos
PSA.78.45	que todo lo devoraban y destruían;
PSA.78.46	entregó a la langosta las cosechas
PSA.78.46	por las que ellos habían trabajado.
PSA.78.47	Con granizo y escarcha
PSA.78.47	destruyó sus higueras y sus viñas.
PSA.78.48	Sus vacas y sus ovejas murieron
PSA.78.48	bajo el granizo y los rayos.
PSA.78.49	Dios les envió la furia de su enojo:
PSA.78.49	furor, condenación y angustia,
PSA.78.49	como mensajeros de calamidades.
PSA.78.50	¡Dio rienda suelta a su furor!
PSA.78.50	No les perdonó la vida,
PSA.78.50	sino que los entregó a la muerte;
PSA.78.51	¡hizo morir en Egipto mismo
PSA.78.51	al primer hijo de toda familia egipcia!
PSA.78.52	Sacó a Israel como a un rebaño de ovejas;
PSA.78.52	llevó a su pueblo a través del desierto.
PSA.78.53	Los llevó con paso seguro
PSA.78.53	para que no tuvieran miedo,
PSA.78.53	pero a sus enemigos el mar los cubrió.
PSA.78.54	Dios trajo a su pueblo a su tierra santa,
PSA.78.54	¡a las montañas que él mismo conquistó!
PSA.78.55	Quitó a los paganos de la vista de Israel;
PSA.78.55	repartió la tierra en lotes entre sus tribus,
PSA.78.55	y las hizo vivir en sus campamentos.
PSA.78.56	Pero ellos pusieron a prueba al Dios altísimo
PSA.78.56	rebelándose contra él
PSA.78.56	y desobedeciendo sus mandatos;
PSA.78.57	pues, lo mismo que sus padres,
PSA.78.57	lo abandonaron y le fueron infieles;
PSA.78.57	¡se torcieron igual que un arco falso!
PSA.78.58	Lo hicieron enojar con sus altares paganos;
PSA.78.58	adorando ídolos, lo provocaron a celos.
PSA.78.59	Dios se enojó al ver esto,
PSA.78.59	y rechazó por completo a Israel,
PSA.78.60	y abandonó el santuario de Siló,
PSA.78.60	que era su casa entre los hombres.
PSA.78.61	Permitió que sus enemigos capturaran
PSA.78.61	el símbolo de su gloria y su poder.
PSA.78.62	Tan furioso estaba contra su pueblo,
PSA.78.62	que los entregó a la espada del enemigo.
PSA.78.63	Los muchachos murieron quemados;
PSA.78.63	¡no hubo canción de bodas para las novias!
PSA.78.64	Los sacerdotes murieron
PSA.78.64	y sus viudas no los lloraron.
PSA.78.65	Pero despertó el Señor, como de un sueño,
PSA.78.65	como guerrero que vuelve en sí del vino,
PSA.78.66	y derrotó a sus enemigos, y los hizo huir;
PSA.78.66	¡los cubrió de vergüenza para siempre!
PSA.78.67	Rechazó además a la casa de José,
PSA.78.67	y no escogió a la tribu de Efraín;
PSA.78.68	eligió en cambio a la tribu de Judá
PSA.78.68	y a su amado monte Sión.
PSA.78.69	Construyó un santuario, alto como el cielo,
PSA.78.69	y lo afirmó para siempre, como a la tierra.
PSA.78.70	Escogió a su siervo David,
PSA.78.70	el que era pastor de ovejas;
PSA.78.71	lo quitó de andar tras los rebaños,
PSA.78.71	para que cuidara a su pueblo,
PSA.78.71	para que fuera pastor de Israel.
PSA.78.72	Y David cuidó del pueblo de Dios;
PSA.78.72	los cuidó y los dirigió
PSA.78.72	con mano hábil y corazón sincero.
PSA.79.1	los paganos han invadido tu propiedad!
PSA.79.1	¡Han profanado tu santo templo
PSA.79.1	y han convertido en ruinas a Jerusalén!
PSA.79.2	¡Han dejado los cadáveres de tus siervos,
PSA.79.2	de los que te fueron fieles,
PSA.79.2	para que sirvan de alimento
PSA.79.2	a los buitres y a los animales salvajes!
PSA.79.3	Como agua han derramado su sangre
PSA.79.3	por toda Jerusalén,
PSA.79.3	y no hay quien los entierre.
PSA.79.4	Somos la burla de nuestros vecinos;
PSA.79.4	el hazmerreír de cuantos nos rodean.
PSA.79.5	Oh Señor,
PSA.79.5	¿hasta cuándo estarás enojado?
PSA.79.5	¿Arderá siempre tu enojo como el fuego?
PSA.79.6	¡Descarga tu furia sobre los reinos paganos
PSA.79.6	que no te conocen ni te invocan!
PSA.79.7	Porque ellos devoraron a Jacob
PSA.79.7	y convirtieron en ruinas el país.
PSA.79.8	No nos hagas pagar a nosotros
PSA.79.8	por la maldad de nuestros antepasados;
PSA.79.8	¡que venga tu ternura pronto a nuestro encuentro,
PSA.79.8	porque estamos abatidos!
PSA.79.9	Oh Dios, Salvador nuestro,
PSA.79.9	¡ayúdanos, líbranos y perdónanos,
PSA.79.9	por la gloria de tu nombre!
PSA.79.10	No tienen por qué decir los paganos:
PSA.79.10	«¿Dónde está su Dios?»
PSA.79.10	¡Permítenos ver vengada la muerte de tus siervos!
PSA.79.10	¡Que los paganos también lo sepan!
PSA.79.11	Atiende las quejas de los presos,
PSA.79.11	y salva con tu gran poder
PSA.79.11	a los sentenciados a muerte.
PSA.79.12	Oh Señor,
PSA.79.12	véngate siete veces
PSA.79.12	por las ofensas que te han hecho;
PSA.79.13	y nosotros, que somos tu pueblo,
PSA.79.13	que somos ovejas de tus prados,
PSA.79.13	gracias te daremos siempre,
PSA.79.13	¡cantaremos tus alabanzas por todos los siglos!
PSA.80.1	que guías a José como a un rebaño,
PSA.80.1	que tienes tu trono sobre los querubines,
PSA.80.1	¡escucha!
PSA.80.1	¡Mira con buenos ojos a Efraín,
PSA.80.2	¡Despierta y ven a salvarnos con tu poder!
PSA.80.3	¡haz que volvamos a ser lo que fuimos!
PSA.80.3	¡Míranos con buenos ojos y estaremos a salvo!
PSA.80.4	¿hasta cuándo estarás enojado
PSA.80.4	con la oración de tu pueblo?
PSA.80.5	por bebida, lágrimas en abundancia.
PSA.80.6	y nuestros enemigos se ríen de nosotros.
PSA.80.7	¡haz que volvamos a ser lo que fuimos!
PSA.80.7	¡Míranos con buenos ojos y estaremos a salvo!
PSA.80.8	arrojaste a los paganos y la plantaste.
PSA.80.9	y la vid echó raíces y llenó el país.
PSA.80.10	y con sus ramas los árboles más altos.
PSA.80.11	y hasta el río Éufrates sus retoños.
PSA.80.12	dejando que le arranquen uvas los que van por el camino?
PSA.80.13	¡los animales salvajes la devoran!
PSA.80.14	mira atentamente desde el cielo
PSA.80.14	y ten consideración de esta vid,
PSA.80.15	del retoño que tú mismo afirmaste.
PSA.80.16	a quienes la cortan y la queman;
PSA.80.17	al retoño de hombre que tú mismo afirmaste,
PSA.80.18	¡Danos vida, y solo a ti te invocaremos!
PSA.80.19	¡haz que volvamos a ser lo que fuimos!
PSA.80.19	¡Míranos con buenos ojos y estaremos a salvo!
PSA.81.1	¡Alaben con gritos de alegría al Dios de Jacob!
PSA.81.2	de la dulce arpa y del salterio.
PSA.81.3	y también al llegar la luna llena,
PSA.81.3	que es el día de nuestra gran fiesta.
PSA.81.4	que el Dios de Jacob dio a Israel;
PSA.81.5	cuando Dios salió contra Egipto.
PSA.81.5	Oí una voz que yo no conocía:
PSA.81.6	te he aliviado del trabajo duro.
PSA.81.7	te contesté desde la nube que tronaba;
PSA.81.7	te puse a prueba junto a las aguas de Meribá.
PSA.81.8	¡ojalá me obedezcas, Israel!
PSA.81.9	no adores dioses extraños.
PSA.81.10	el que te sacó de la tierra de Egipto;
PSA.81.10	abre tu boca, y yo te satisfaré.
PSA.81.11	¡Israel no quiso obedecerme!
PSA.81.12	y vivieron como mejor les pareció.
PSA.81.13	¡Si Israel hubiera seguido mis caminos,
PSA.81.14	yo habría humillado a sus enemigos
PSA.81.14	y castigado a sus contrarios!»
PSA.81.15	y su condenación quedaría sellada.
PSA.81.16	y con miel silvestre apagaría su sed.
PSA.82.1	y dicta sentencia en medio de los dioses:
PSA.82.2	«¿Hasta cuándo harán ustedes juicios falsos
PSA.82.2	y se pondrán de parte de los malvados?
PSA.82.3	¡Hagan justicia al débil y al huérfano!
PSA.82.3	¡Hagan justicia al pobre y al necesitado!
PSA.82.4	¡Libren a los débiles y pobres,
PSA.82.4	y defiéndanlos de los malvados!
PSA.82.5	»Pero ustedes no saben, no entienden;
PSA.82.5	andan en la oscuridad.
PSA.82.5	Tiemblan los cimientos de la tierra.
PSA.82.6	Yo dije que ustedes son dioses;
PSA.82.6	que todos son hijos del Altísimo.
PSA.82.7	Sin embargo, morirán
PSA.82.7	¡caerán como cualquier tirano!»
PSA.82.8	¡Oh Dios, dispónte a juzgar la tierra,
PSA.82.8	pues tú eres el dueño de todas las naciones!
PSA.83.1	¡no te quedes inmóvil y callado!
PSA.83.2	alborotan y se rebelan contra ti.
PSA.83.3	en contra de tu pueblo,
PSA.83.3	¡en contra de tus protegidos!
