GEN.1.1	En 
2MA.14.1	Tres años deſpues vino nueua à Iudas y à los que conel eſtauan, que Deme trio hijo de Seleuco auia venido con vna grande armada y nauios por el puerto de Tripol. 
2MA.14.2	Y que auia tomado las prouincias, y muerto à Antiocho y à ſu procurador Lysias. 
2MA.14.3	Y vn Alcimo, que antes auia sido summo Sacerdote, mas que de ſu propria volũtad ſe auia cõtaminado en el tiẽpo de la mezcla con las Gentes, conſiderando que en ninguna manera podia eſcapar, ni tener ya mas entrada àl altar. 
2MA.14.4	Vinose àl rey Demetrio en el año ciento y cincuenta y vno, ofreciẽdole vna corona de oro convna palma, y aliende de eſto algunos ramos de los que ſe solian traer del Templo, y por aquel dia estuuo quieto. 
2MA.14.5	Mas auida la opportunidad para ſu locura, ſiendo llamado de Demetrió à consejo, preguntado de que manera y por que consejos ſe gouernauan los Iudios: 
2MA.14.6	El respõdió, Los que de los Iudios ſon llamados Asideos, de los quales Iudas Machabeo es capitã, entretienen las guerras, mueuen las sediciones, y no dexan el reyno eſtar en paz. 
2MA.14.7	Porque aunyo defraudado de la honrrade mis mayores, digo del summo Sacerdocio, me he venido acá: 
2MA.14.8	Primeramente procurando con fidelidad los prouechos del rey: lo segundo para a proueñar tambien à mis cuidadanos: porque por la prauedad de aquellos toda nueſtra nacion es no poco trabajada. 
2MA.14.9	Por loqual yo te ruego ó Rey, que conocidas todas estas coſas, mires por nueſtra prouincia y nacion presa por engaño, conforme à tu humanidad, que para todos eſtá presta. 
2MA.14.10	Porque entre tanto que Iudas biuiere, impoſsible es que las coſas ayan paz. 
2MA.14.11	Auiendo el dicho estas coſas, los otros amigos que tenian mala voluntad à Iudas inflamaron à Demetrio. 
2MA.14.12	El qual luego embió en Iudea à Nicanor preposito y capitan de los Elephantes: 
2MA.14.13	Dandole mandamientos que prẽdieſſe à Iudas, y que à los otros que cõ el eſtauan, destruyeſſe: y que pusieſſe à Alcimo por summo Sacerdote del gran Templo. 
2MA.14.14	Entonces las gentes que fueron echadas de Iudea por Iudas, ſe juntaron à manadas con Nicanor, preciendo les que las miserias y destruyciones de los Iudios auian de ſer ſu prosperidad. 
2MA.14.15	Oyendo pues los Iudios la venida de Nicanor, y el ayuntamiento de las naciones, esparziendo ſobre ſi poluo, orauã àl que para siempre auia establecido ſu pueblo, y siempre lo auia amparado con ſeñales euidentes, que para siempre lo guardaſſe. 
2MA.14.16	Y luego por mandamiento del capitã partieron de alli, y juntaronſe con los enemigos à vna aldea llamada Deſſau. 
2MA.14.17	Donde Simon hermano de Iudas, viniendo à encontrarſe con Nicanor, estuuo vn poco attonito à cauſa del subito silencio de los enemigos. 
2MA.14.18	Porque Nicanor auiendo oydo el esfuerço de los compañeros de Iudas, y la grandeza de animo que tenian para pelear por la patria, temió de hazer la determinacion por sangre. 
2MA.14.19	Por lo qual embió à Posidonio, y a Theodocion, y à Mathias, para que dieſſen las diestras, y las tomaſſen. 
2MA.14.20	Y como vuieron cõsultado' acerca de estas coſas vn bnen espacio de tiẽpo; el capitã lo refirió à la multitud, y fue el parecer de todos de consentir à los conciertos. 
2MA.14.21	Y anſi señalado vn dia para tener colloquio entresi en secreto, y estãdo ya puestas las sillas de todos. 
2MA.14.22	Iudas mandó poner gente armada en lugares conuenibles: porque por ventura no acontecieſſe algun mal de subito de parte de los enemigos: y anſi tuuieron el colloquio que auian concertado. 
2MA.14.23	Despues Nicanor habitó en Ieruſalem, no haziẽdo ningun agrauio, y auiẽdo embiado las compañias que auia juntado. 
2MA.14.24	Y tenia siempre à Iudas delante de ſi, àl qual era afficionado de animo: 
2MA.14.25	Y rogandole que tomaſſe muger, y que vuieſſe hijos, el ſe casó: y biuió quietamente, y anſi biuian en amistad. 
2MA.14.26	Mas Alcimo viendo el amor que auia entre ambos, y entendiendo los conciertos, vinose à Demetrio, y dixole que Nicanor sentia y trataua cõtra ſus negocios, y que à Iudas, que era traydor àl reyno, lo auia señalado por ſu suceſſor. 
2MA.14.27	Por lo qual en cendido en yra el Rey, y prouocado por las calũnias de aquelmal hombre, escriuió à Nicanor que le pesaua mucho de los conciertos, y que le mandaua que le embiaſſe muy presto preso àl Ma chabeo à Antiochia. 
2MA.14.28	Loqual como supo Nicanor, fué turbado, y pesauale mucho de romper los cõciertos con hombre, de quien ninguna injuria auia recebido. 
2MA.14.29	Mas porque le parecia no ſer coſa opportuna reſiſtir al rey, aguardaua con arte la opportunidad para hazer loque le era mandado. 
2MA.14.30	El Machabeo viendo que Nicanor le trataua y le miraua vn poco mas asperamente de loque tenia de costumbre, entẽdiendo que eſta austeridad no venia de buen animo, jũtó vn buen numero de los suyos, y apartose de Nicanor. 
2MA.14.31	Y quando el entendió, como el otro le auia preuenido con buena astucia, vino ſe al grande y sancto Templo, y mandó à los Sacerdotes que eſtauan ofreciendo los sacrificios à costumbrados, que ſe lo entre gaſſen. 
2MA.14.32	Los quales affirmaron con juramẽto que no sabian donde eſtaua el que buscauan: entonces el estendiendo la mano hazia el templo. 
2MA.14.33	Iuró diziendo, 
2MA.14.34	Y eſto dicho fueſe. Entonces los Sacerdotes leuantãdo las manos àl cielo, inuocauan àl que siempre fué defensor de ſu gente diziendo eſto. 
2MA.14.35	Tu Señor de todas las coſas, que de nada tienes neceſsidad, quesiste que entre noſotros fueſſe hecho el Templo de tu habitacion. 
2MA.14.36	Aora pues Señor Sancto de todos los sanctos, eſta Caſa, que poco hà hemos limpiado, conseruala limpia para siẽpre, y cierra toda boca injusta. 
2MA.14.37	En aquel tiempo fué accusado delãte de Nicanor vno de los Ancianos de Ieruſalẽ llamado Razis, amador de la ciudad, y hõbre de buena fama, y que por cauſa de ſu buena affeciõ era llamado padre de los Iudios. 
2MA.14.38	Este en los tiempos paſſados de la separacion, auia sustentado la cauſa del Iudaysmo poniendo ſu cuerpo y ſu vida à peligro contoda constancia por el. 
2MA.14.39	Y queriendo Nicanor declarar el odio que tenia cõtra los Iudios, embió quinientos soldados para prenderlo: 
2MA.14.40	Porque pensaua que ſi lo prendieſſe, haria grande mal à los Iudios. 
2MA.14.41	Mas quando la multitud acometió la caſa, y començaron à romper las puertas del patio, y aponerles fuego, viendoſe el tomado de todas partes, el ſe hirió con vn cuchillo: 
2MA.14.42	Teniendo por mejor morir generosamente, que venir en manos de hombres tan maluados, y ſer tratado cõ afrentas indignas de ſu nobleza. 
2MA.14.43	Mas no ſe auiendo herido derechamente por cauſa de la gran prieſſa: porque ya la genta entraua por las puertas, corriendo osa damente àl muro, ſe despeñó animosamente entre la gente. 
2MA.14.44	Los quales tornãdo atràs prestamente, dandole espació, cayó ſobre ſu vientre. 
2MA.14.45	Y estando aũ espirando encendido de esfuerçó, ſe leuantó y corriendole la sangre à gran golpe, y herido de grandes heridas paſſó por toda la gẽte en vna carrera. 
2MA.14.46	Y pomendoſe de pies ſobre vna alta peña ya vazio de sangre, sacando y tomando ſus intestinos cõ ambas manos los arrõjo ſobre la gente inuocando àl Señor de la vida y del eſpiritu que ſe los restituyeſſe otra vez: y anſi acabó la vida.
2MA.15.1	Mas Nicanor como entendió que Iudas con los suyos eſtaua en los lugares de Samaria, acordó de acometerlos con toda diligencia en dia de Sabbado. 
2MA.15.2	Y diziendole los Iudios que le seguian costreñidos, No destruyas tan cruel y barbaramente, mas da honrra àl dia de la sanctificacion, y honrra àl que mira todas las coſas. 
2MA.15.3	Aquel malauenturado preguntó, ſi eſtaua en el cielo el Poderoso que auia mandado celebrar el dia del Sabbado? 
2MA.15.4	Y respondiendo ellos, Si, que ay vn Señor biuo, Todopoderoso en el cielo, elqual mandó celebrar el Septimo dia: 
2MA.15.5	El dixo entonces, Yo tambien ſoy poderoso ſobre la tierra, que mando tomar las armas, y que ſe cũplan los negocios del rey: contodo eſſo no alcançó que ſe pusieſſe en effecto ſu mal consejo. 
2MA.15.6	Nicanor pues eleuado cõ gran soberuia, pensaua leuantar de Iudas vn comun tropheo. 
2MA.15.7	Mas el Machabeo siempre confiaua cõ toda eſperança, que auia de tener socorro de Dios. 
2MA.15.8	Y anſi animaua à los suyos que no temieſſen la venida de las gentes: mas que ſe acordaſſen de los socorros que del cielo les auian sido hechos antes, y aora eſperaſſen tambien la victoria del Omnipotente. 
2MA.15.9	Y hablandoles de la Ley y de los Prophetas, y amonestandoles de las batallas que antes auian tenido, tornolos mas animosos. 
2MA.15.10	Y anſi quãdo les vuo dado animo, mostrauales tambien el engaño de las Gentes, y el quebrantamiento de los juramentos. 
2MA.15.11	Y anfi armó à cada vno deellos no tãto de escudos y de lanças, quanto de exhortacion de buenas palabras, contandoles àl cabo vn ſueño digno de ſe, cõ el qual los alegró à todos. 
2MA.15.12	La vision era eſta: Que Onias, que auia sido summo Sacerdote, hombre honesto y bueno, depresencia venerable, modesto en costumbres, y de facundia hermosa, y desde ſu niñez exercitado en virtudes, con las manos estendidas, oraua por todo el pueblo de los Iudios. 
2MA.15.13	Y que deſpues de eſto le apareció otro varõ insigne en vejez, y en gloria, cercado de vna excellencia magnifica y admirable. 
2MA.15.14	Delqual ſiendo pregũtado Onias, dixo, Este es el amador de los hermanos que ora mucho por el pueblo de Iſrael, y por la sancta ciudad, Ieremias Propheta de Dios. 
2MA.15.15	Y que entonces Ieremias estendió la mano derecha, y que dió à Iudas vn espada de oro, y dando ſe la dixo. 
2MA.15.16	Toma eſta sancta espada en donde Dios, con laqual destruyas los enemigos. 
2MA.15.17	Y anſi animados con muy buenas palabras de Iudas, conuenientes para incitar à virtud, y deſpertar los animos de los mãcebos, determinaronſe de no aſſentar cam po, mas de acometer y dar batalla animosamente, juntandoſe con los enemigos mano à mano, porquanto el templo y la sancta ciudad eſtauan à peligro. 
2MA.15.18	Porque por las mugeres, y hijos, y hermanos, y parientes, era la menor congoxa: mas la mayor y mas principal era el miedo del Templo sancto. 
2MA.15.19	Tambien los que estauã en la ciudad, no teniã poca solicitud por el dia de la batalla que ſe auia dedar. 
2MA.15.20	Y estando todos eſperando la determinaciõ, y presentes ya los enemigos, y el exercito pueſto ya en orden, y las beſtias y la caualleria en ſus lugares opportunos. 
2MA.15.21	Conſiderando el Machabeo la venida de la multitud, y el vario apparato de armas, y la ferocidad de las beſtias, leuantando las manos àl cielo inuocó àl Señor haze dor de prodigios, que los miraſſe, elqual dá la victoria à los dignos no ſegun la potencia de las armas, mas como à el le parece. 
2MA.15.22	Y orando dixo de eſta manera, 
2MA.15.23	Embia aora, ò Señor, de los cielos tu angel bueno delante de noſotros cõ el temor y temblor de la grandeza de tu braço 
2MA.15.24	Paraque teman los que con blasphemia vienen contra tu sancto pueblo. Y aqui acabó en eſto. 
2MA.15.25	Mas Nicanor y los que estauã con el, ſe yuan llegãdo con trompetas y alaridos. 
2MA.15.26	Entonces Iudas, y los que eſtauan cõ el, inuocando y orando àl Señor, dieron en los enemigos. 
2MA.15.27	Y anſi peleãdo con la mano, mas orãdo àl Señor con los coraçones derribarõ no menos de treynta y cinco mil hombres alegrandoſe en grã manera de la manifiesta preſencia de Dios. 
2MA.15.28	Y acabada eſta pelea, y boluiendoſe alegres conocieron à Nicanor caydo con todas ſus armas. 
2MA.15.29	Y leuantando vn clamor alborotado alabaron en ſu propia lengua àl Señor Todo poderoso. 
2MA.15.30	Entonces Iudas, que en todas las coſas era el primero en pelear por ſu pueblo de cuerpo y de coraçon, y que en todo el tiempo de ſu edad auia guardado la beneuolẽcia para con ſu pueblo, mandó cortar la cabeça de Nicanor, y la mano con el ombro, y que fueſſe lleuado à Ieruſalem. 
2MA.15.31	Y quando el llegó allà, llamó à los de ſu nacion, y à los Sacerdotes: y puestos delante del altar, auiendo tambien llamado à los de la fortaleza. 
2MA.15.32	Mostróles la cabeça del maluado Nicanor, y tambiẽ la mano de aquel blasphemo, laqual estendiendo cõtra la sancta Caſa del Dios Todo poderoso, ſe auia jactado con soberuia. 
2MA.15.33	Y anſi mismo mandó sacar la lengua del impio Nicanor, y cortarla en menudas pieças, y darla à las aues: y que la mano de aquel loco fueſſe colgada delante del Templo. 
2MA.15.34	Por loqual, todos bueltos hazia el cielo, bendixeron àl Señor glorioso diziẽdo, Bendito ſea el que hà conseruado ſu lugar in contaminado. 
2MA.15.35	Y colgó la cabeça de Nicanor en lo alto de la fortaleza, donde todos la vieſſen, enseñal illustre del fauor que Dios auia dado. 
2MA.15.36	Y todos de comun acuerdo determinaron que en ninguna manera aquel dia ſe paſſaſſe ſin ſer celebrado. 
2MA.15.37	Mas que ſu fiesta ſe hizieſſe à los treze dias del mes Dozeno, que ſe llama Adar en lengua Syriaca, vn dia antes del dia de Mardocheo 
2MA.15.38	Auiendo pues acontecido de eſta manera loque toca à Nicanor, y viniẽdo desde aquel tiempo la ciudad à la potestad de los Hebreos, yo tambiẽ en eſto hare fin de la historia. 
2MA.15.39	Y ſi vuiere biẽ dicho, y como à la historia conuieue, eſto es lo que yo deſſeo: mas ſi poco y flacamente, eſto es lo que pude. 
2MA.15.40	Porque de la manera que beuer por ſi el vino, y deſpues el agua es coſa dañosa: mas vsar de ambas coſas juntas es coſa suaue y trae contentamiento agradable: anſi tambien el apparato de la oracion dá contentamiento à los oydos de los que leen la historia. Aqui pues ſea el fin.
2MA.15.40	FIN DEL SEGVNDO LIBRO de los Machabeos.
JOB.1.1	V Vo 
JOB.1.2	Y nacieronle ſiete hijos, y tres hijas. 
JOB.1.3	Y ſu hazienda era ſiete mil ouejas, y tres mil camellos, y quinientas yuntas de bueyes, y quinientas asnas, y muy grande apero, y era aquel varon grãde mas que todos los Orientales. 
JOB.1.4	Y yuan ſus hijos, y hazian vanquetes en ſus casas cada vno en ſu dia: y embiauã à llamar ſus tres hermanas para que comieſſen y beuieſſen con ellos. 
JOB.1.5	Y acontecia que auiendo paſſado en torno los dias del combite, Iob embiaua y sanctificaualos, y leuantauase de mañana, y offrecia holocaustos àl numero de todos ellos. Porque dezia Iob, Por ventura auran peccado mis hijos, y auran 
JOB.1.6	Y vn dia vinieron los hijos de Dios a preſentarſe delante de Iehoua, entre los quales vino tambien Satan. 
JOB.1.7	Y dixo Iehoua à Satan, De donde vienes? y respondiendo Satan à Iehoua dixo, De rodear la tierra y de andar por ella. 
JOB.1.8	Y Iehoua dixo a Satan,
JOB.1.9	Y respondiendo Satan à Iehoua dixo, Teme Iob à Dios debalde? 
JOB.1.10	No lo has tu cercado àel y à ſu caſa, y à todo loque tiene enderredor? Al trabajo de ſus manos has dado bendicion: portanto ſu hazienda há crecido ſobre la tierra. 
JOB.1.11	Mas estiende aora tu mano, y toca à todo loque tiene, 
JOB.1.12	Y dixo Iehoua à Satan, Heaqui, todo loque tiene eſtá en tu mano: solamente no põgas tu mano ſobre el. Y ſalióse Satan de delante de Iehoua.
JOB.1.13	¶ Y vn dia acontecio que ſus hijos y hijas comian, y beuian vino en caſa de ſu hermano el primogenito. 
