GEN.1.1	En el principio creó Dios los cielos y la tierra. 
1CH.9.10+1CH.9.11	Los sacerdotes que regresaron fueron: Jedaías, Joyarib, Jaquín, Azarías hijo de Jilquías, hijo de Mesulán, hijo de Sadoc, hijo de Merayot, hijo de Ajitob. Este último fue el jefe de la guardia del templo de Dios.
1CH.9.12	Otros que regresaron, fueron: Adaías hijo de Jeroán, hijo de Pasur, hijo de Malquías; Masay hijo de Adiel, hijo de Jazera, hijo de Mesulán, hijo de Mesilemit, hijo de Imer.
1CH.9.13	En total regresaron mil setecientos sesenta sacerdotes.
1CH.9.14+1CH.9.15+1CH.9.16	Entre los levitas que regresaron estaban: Semaías hijo de Jasub, hijo de Azricán, hijo de Jasabías, el cual era descendiente de Merari; Bacbacar, Heres, Galal, Matanías hijo de Micaías, hijo de Zicrí, hijo de Asaf; Abdías hijo de Semaías, hijo de Galal, hijo de Jedutún; y Berequías hijo de Asá, hijo de Elcaná, que vivía en la región de los netofatitas.
1CH.9.17+1CH.9.18	Los porteros fueron: Salún (jefe de los porteros), Acub, Talmón, Ajimán y sus parientes. Todavía tienen la responsabilidad de la puerta del este, correspondiente al palacio real.
1CH.9.19	Los antepasados de Salún fueron Coré, Ebiasaf y Coré. Salún y sus parientes, que son los coreítas, estaban a cargo de los sacrificios y de la protección de la Tienda de reunión, tal como sus antepasados habían ejercido la vigilancia del santuario del 
1CH.9.20	Finés hijo de Eleazar, fue el primer director de esta organización en tiempos antiguos, y el 
1CH.9.21	En ese tiempo, Zacarías hijo de Meselemías, era responsable de la protección de la entrada de la Tienda de reunión.
1CH.9.22	En aquellos días había doscientos doce porteros, y fueron seleccionados en sus propios pueblos, sobre la base de sus genealogías. Sus nombramientos los hacía David, junto con Samuel, considerando los que eran dignos de confianza. 
1CH.9.23	Tanto ellos como sus descendientes estaban a cargo del santuario del 
1CH.9.24	Eran designados para cada uno de los cuatro puntos cardinales: este, oeste, norte y sur. 
1CH.9.25	Y los parientes que vivían en los pueblos venían para ayudarlos por siete días. Así que cada siete días se cambiaban los grupos. 
1CH.9.26	Los grupos de cuatro porteros, todos levitas, tenían un puesto de gran responsabilidad, por cuanto tenían a su cargo los aposentos y los tesoros del santuario de Dios. 
1CH.9.27	A causa de la importancia del cargo que desempeñaban, vivían cerca del santuario, y abrían sus puertas todas las mañanas.
1CH.9.28	Algunos tenían la responsabilidad de cuidar las diversas vasijas que se usaban en el sacrificio y la adoración; las tenían que contar cuando las sacaban y al volverlas a guardar, para evitar pérdidas. 
1CH.9.29	Otros eran responsables del mobiliario, los utensilios del santuario, y materiales, tales como harina fina, vino, incienso y especias.
1CH.9.30	Otros sacerdotes preparaban las especias y el incienso.
1CH.9.31	Matatías (uno de los levitas, e hijo mayor de Salún, coreíta) tenía a su cargo la tarea de hacer tortillas para el sacrificio de cereales.
1CH.9.32	Algunos de los integrantes del clan de Coat tenían a su cargo la preparación de los panes especiales para los días de reposo.
1CH.9.33+1CH.9.34	Los cantores eran todos levitas prominentes. Vivían en Jerusalén y estaban en el desempeño de su labor a toda hora. Estaban exentos de otras responsabilidades, y la selección de ellos se practicaba tomando en consideración sus genealogías.
1CH.9.35+1CH.9.36+1CH.9.37	Jehiel, padre de Gabaón, vivía en Gabaón. Su esposa fue Macá; tuvo muchos hijos, entre los cuales se contaban los siguientes: Abdón (el primogénito), Zur, Quis, Baal, Ner, Nadab, Guedor, Ajío, Zacarías y Miclot.
1CH.9.38	Miclot fue el padre de Simán. Todos ellos vivían en Jerusalén, junto con sus parientes.
1CH.9.39	Ner fue el padre de Quis; Quis fue el padre de Saúl, y Saúl fue el padre de Jonatán, Malquisúa, Abinadab y Esbaal. 
1CH.9.40	Jonatán fue el padre de Meribaal; y Meribaal fue el padre de Micaías. 
1CH.9.41	Micaías fue el padre de Pitón, Mélec, Tarea y Acaz. 
1CH.9.42	Acaz fue el padre de Jará; Jará fue el padre de Alemet, Azmávet y Zimri. Zimri fue el padre de Mosá, 
1CH.9.43	Mosá fue el padre de Biná; Biná fue el padre de Refaías; Refaías fue el padre de Elasá, y Elasá fue el padre de Azel.
1CH.9.44	Azel tuvo seis hijos: Azricán, Bocrú, Ismael, Searías, Abdías y Janán.
1CH.10.1	Los filisteos atacaron y derrotaron a las tropas israelitas, las cuales se volvieron y huyeron. Pero muchos de ellos fueron masacrados en las laderas del monte Guilboa. 
1CH.10.2	Los filisteos persiguieron a Saúl y a sus tres hijos Jonatán, Abinadab y Malquisúa, y los mataron. 
1CH.10.3	La batalla había arreciado alrededor de Saúl, y los arqueros filisteos dispararon y lo dejaron herido. 
1CH.10.4	Entonces Saúl le gritó a su escudero: «Pronto, mátame con tu espada antes que estos incircuncisos me tomen prisionero, se burlen de mí y me torturen».
1CH.10.4	Como el escudero se sentía atemorizado de hacerlo, Saúl tomó su propia espada, se dejó caer sobre ella, y murió. 
1CH.10.5	Entonces su escudero, viendo que Saúl estaba muerto, se mató de la misma manera. 
1CH.10.6	Así murieron Saúl y sus tres hijos. En un mismo día desapareció toda la familia.
1CH.10.7	Cuando los israelitas que estaban en el valle, al pie de la montaña, supieron que sus tropas habían sido derrotadas y que Saúl y sus hijos habían muerto, abandonaron sus pueblos y huyeron. Los filisteos ocuparon esos pueblos y vivieron en ellos.
1CH.10.8	Al día siguiente, los filisteos regresaron para apoderarse de los objetos de valor de los que habían muerto en la batalla, y al hacerlo, encontraron los cuerpos de Saúl y sus hijos, tendidos en el monte Guilboa. 
1CH.10.9	Procedieron, pues, a despojar a Saúl de su armadura y le cortaron la cabeza; luego la exhibieron por todas partes del país, y celebraron el portentoso acontecimiento delante de sus ídolos. 
1CH.10.10	Pusieron la armadura de Saúl en el santuario de sus dioses, y colgaron la cabeza en el santuario del dios Dagón.
1CH.10.11	Cuando los habitantes de Jabés de Galaad se enteraron de lo que los filisteos habían hecho a Saúl, 
1CH.10.12	los hombres valientes fueron y rescataron los cuerpos de Saúl y de sus tres hijos. Los sepultaron debajo de la encina de Jabés, y guardaron luto y ayunaron por siete días.
1CH.10.13	Saúl murió porque se rebeló contra el 
1CH.10.14	Por eso, el 
1CH.11.1	Entonces los dirigentes de Israel fueron a Hebrón a hablar con David y le dijeron: «Nosotros somos tus parientes, 
1CH.11.2	y aun cuando Saúl reinaba, tú eras el que guiabas a Israel en la batalla y el que lo traía de regreso victorioso. Y el 
1CH.11.3	Entonces David hizo un pacto con ellos delante del 
1CH.11.4	David y los dirigentes se fueron a Jerusalén (o Jebús, como era costumbre llamarla) donde vivían los jebuseos, que eran los primeros habitantes de esa tierra. 
1CH.11.5	Pero los habitantes de Jebús les negaron la entrada a la ciudad, por cuyo motivo David capturó la fortaleza de Sion, que más tarde se llamó Ciudad de David. 
1CH.11.6	Antes David les había dicho a sus soldados: «¡El primero que mate a un jebuseo será la cabeza y jefe!».
1CH.11.6	Joab hijo de Sarvia fue el primero, por lo cual David lo nombró jefe. 
1CH.11.7	David se trasladó a vivir a la fortaleza, y por este motivo aquel sector de Jerusalén es conocido como «Ciudad de David». 
1CH.11.8	Extendió la ciudad hacia fuera, alrededor de la fortaleza, mientras Joab reconstruía la parte restante de Jerusalén. 
1CH.11.9	Y David adquiría más y más fama, porque el 
1CH.11.10	Estos son algunos de los más bravos guerreros de David (los que también estimularon a los dirigentes de Israel a hacer de David su rey, tal como el 
1CH.11.11	Yasobeán hijo de Jacmoní, era el líder de los treinta, que eran los más valientes que tenía David. En una ocasión Yasobeán mató a trescientos hombres con su lanza.
1CH.11.12	El segundo de los tres era Eleazar hijo de Dodó, el ajojita. 
1CH.11.13	Eleazar estuvo con David en la batalla contra los filisteos en Pasdamín. Y cuando el ejército comenzó a huir por el campo de cebada, que había allí, 
1CH.11.14	Eleazar se plantó firme en medio del campo, lo defendió y derrotó a los filisteos. Fue así como el 
1CH.11.15	En otra ocasión, tres de los treinta fueron a la cueva de Adulán, donde David estaba escondido. Los filisteos habían acampado en el valle de Refayin, 
1CH.11.16	mientras David se encontraba en la fortaleza, cuando una avanzada de los filisteos había ocupado Belén. 
1CH.11.17	David quería beber agua del pozo de Belén, que estaba junto a la puerta de la ciudad, y tan pronto como lo dio a conocer a sus hombres, 
1CH.11.18+1CH.11.19	estos tres valientes se abrieron paso a través del campamento filisteo, sacaron agua del pozo y se la trajeron a David. Pero este rehusó beberla, y la derramó como una ofrenda al 
1CH.11.20	Abisay, hermano de Joab, era jefe de los treinta. Se había ganado ese lugar entre los treinta, porque en cierta ocasión mató a trescientos hombres con su lanza. 
1CH.11.21	Aunque fue el principal y el más famoso de los treinta, no era tan valeroso como los tres jefes principales.
1CH.11.22	Benaías hijo de Joyadá era un bravo guerrero de Cabsel, que mató a los dos famosos gigantes de Moab. En otra ocasión, en que estaba nevando, mató un león que estaba en una cisterna. 
1CH.11.23	En otra ocasión, mató a un egipcio que medía unos dos metros y medio, y tenía una lanza del tamaño de un rodillo de telar. Pero Benaías, que tan solo contaba con una vara, avanzó hacia él, le arrebató la lanza y lo mató con ella. 
1CH.11.24+1CH.11.25	Su grandeza se compara a la de los tres, aunque no fue uno de ellos, pero gozaba de mucha fama entre los treinta. David lo designó capitán de su guardia personal.
1CH.11.26+1CH.11.27+1CH.11.28+1CH.11.29+1CH.11.30+1CH.11.31+1CH.11.32+1CH.11.33+1CH.11.34+1CH.11.35+1CH.11.36+1CH.11.37+1CH.11.38+1CH.11.39+1CH.11.40+1CH.11.41+1CH.11.42+1CH.11.43+1CH.11.44+1CH.11.45+1CH.11.46+1CH.11.47	Otros guerreros famosos fueron:
1CH.11.26+1CH.11.27+1CH.11.28+1CH.11.29+1CH.11.30+1CH.11.31+1CH.11.32+1CH.11.33+1CH.11.34+1CH.11.35+1CH.11.36+1CH.11.37+1CH.11.38+1CH.11.39+1CH.11.40+1CH.11.41+1CH.11.42+1CH.11.43+1CH.11.44+1CH.11.45+1CH.11.46+1CH.11.47	Asael, hermano de Joab; Eljanán, hijo de Dodó, de Belén; Samot, el harorita; Heles, el pelonita; Irá hijo de Iqués, de Tecoa; Abiezer, de Anatot; Sibecay el jusatita; Ilay el ajojita; Maray el netofatita; Jéled hijo de Baná el netofatita; Itay hijo de Ribay, de Guibeá de los benjaminitas; Benaías el piratonita; Juray, procedente de las inmediaciones del arroyo de Gaas; Abiel, procedente de Arbat; Azmávet el bajurinita; Elijaba el salbonita; los hijos de Jasén el guizonita; Jonatán hijo de Sague el ararita; Ahían hijo de Sacar, también ararita; Elifal hijo de Ur; Héfer el mequeratita; Ahías el pelonita; Jezró, de Carmel; Naray hijo de Ezbay; Joel, hermano de Natán; Mibar hijo de Hagrí; Sélec, procedente de Amón; Najaray el berotita, el cual era escudero del general Joab hijo de Sarvia; Irá el itrita; Gareb, también itrita; Urías el hitita; Zabad hijo de Ajlay; Adiná hijo de Sizá, de la tribu de Rubén; ocupaba un lugar entre los treinta y era jefe de esta tribu; Janán hijo de Macá; Josafat el mitnita; Uzías el astarotita; Sama y Jehiel, hijos de Jotán el aroerita; Jediael hijo de Simri; Yojá, su hermano, el tizita; Eliel el majavita; Jerebay y Josavía, hijos de Elnán; Itmá el moabita; Eliel, Obed y Jasiel, de Sobá.
1CH.12.1	A continuación están los nombres de los guerreros famosos que se unieron a David en Siclag, mientras andaba ocultándose del rey Saúl hijo de Quis. 
1CH.12.2	Todos eran expertos como arqueros y en el manejo de la honda y usaban su mano izquierda y derecha con la misma agilidad. Todos eran de la tribu de Benjamín, igual que el rey Saúl.
1CH.12.3+1CH.12.4+1CH.12.5+1CH.12.6+1CH.12.7	El jefe era Ajiezer y Joás hijos de Semá, de Guibeá.
1CH.12.3+1CH.12.4+1CH.12.5+1CH.12.6+1CH.12.7	Los otros eran: Jeziel y Pélet, hijos de Azmávet; Beracá y Jehú, de Anatot; Ismaías, de Gabaón, que era uno de los treinta guerreros y jefe de ellos; Jeremías, Jahaziel, Johanán, Jozabad, de Guederá; Eluzay, Jerimot, Bealías, Semarías, Sefatías el harufita; Elcaná, Isías, Azareel, Joezer y Yasobeán (todos coreítas); Joelá y Zebadías, hijos de Jeroán, procedentes de Guedor.
1CH.12.8+1CH.12.9+1CH.12.10+1CH.12.11+1CH.12.12+1CH.12.13+1CH.12.14	Grandes y bravos guerreros de la tribu de Gad se unieron también a David en el desierto. Eran expertos en el uso del escudo y de la lanza. Eran hombres tan feroces como los leones, y tan veloces como los venados. Esta es la lista de ellos: Ezer, el jefe; Abdías, el segundo en mando; Eliab, tercero en mando; Mismaná, el cuarto; Jeremías, el quinto; Atay, el sexto; Eliel, el séptimo; Johanán, el octavo; Elzabad, el noveno; Jeremías, el décimo, y Macbanay, el undécimo. Estos hombres eran oficiales del ejército; el más débil valía por una tropa normal de cien soldados, y el más fuerte valía por mil.
1CH.12.15+1CH.12.16	Atravesaron el río Jordán, en el mes primero, que es cuando el río se desborda, e hicieron huir a todos los habitantes de los valles hacia el este y al oeste. También otros guerreros de las tribus de Benjamín y de Judá fueron a ver a David, cuando se hallaba en la fortaleza, y se le unieron. 
1CH.12.17	David salió al encuentro de ellos, y les dijo:
1CH.12.17	―Si ustedes han venido a ayudarme, somos amigos; pero si han venido a traicionarme y a entregarme a mis enemigos, siendo yo inocente, entonces que el Dios de nuestros padres sea el que los juzgue.
1CH.12.18	Entonces el Espíritu vino sobre Amasay, dirigente de los treinta, y por eso este respondió:
1CH.12.18	«¡Somos tuyos, David!
1CH.12.18	¡Estamos a tu lado, hijo de Isaí!
1CH.12.18	¡Paz, paz para ti,
1CH.12.18	paz para todos los que te apoyan;
1CH.12.18	porque tu Dios está contigo!».
1CH.12.18	Por consiguiente, David los recibió y permitió que se unieran a él, y los nombró jefes de su ejército.
1CH.12.19+1CH.12.20+1CH.12.21+1CH.12.22	También algunos guerreros de la tribu de Manasés desertaron y se unieron a David, justamente cuando él, con los filisteos, se dirigía a pelear contra el rey Saúl. Entretanto, los príncipes filisteos se opusieron a que David y sus hombres fueran con ellos. Después de mucha deliberación los enviaron de regreso, por cuanto tenían desconfianza de que David y sus hombres desertaran y fueran a unirse a las filas del rey Saúl. Los siguientes son los guerreros de la tribu de Manasés que desertaron y se unieron a David cuando este se dirigía a Siclag: Adnás, Jozabad, Jediael, Micael, Jozabad, Eliú y Ziletay. Cada uno de ellos era oficial de alto rango de las tropas de Manasés, pues estaban a cargo de mil soldados. Eran guerreros bravos y capacitados, y ayudaban a David a combatir a sus enemigos. Más y más hombres se unían diariamente a David, hasta que llegó a tener un ejército muy poderoso, como un ejército de Dios.
1CH.12.23	A continuación está el registro de los hombres de guerra que se unieron a David en Hebrón. Estaban ansiosos de que David llegara a ser rey en lugar de Saúl, tal como el 
1CH.12.24+1CH.12.25+1CH.12.26+1CH.12.27+1CH.12.28+1CH.12.29+1CH.12.30+1CH.12.31+1CH.12.32+1CH.12.33+1CH.12.34+1CH.12.35+1CH.12.36+1CH.12.37	De Judá, seis mil ochocientos soldados, armados con escudos y lanzas. De la tribu de Simeón, siete mil cien guerreros prominentes.
1CH.12.24+1CH.12.25+1CH.12.26+1CH.12.27+1CH.12.28+1CH.12.29+1CH.12.30+1CH.12.31+1CH.12.32+1CH.12.33+1CH.12.34+1CH.12.35+1CH.12.36+1CH.12.37	De la tribu de Leví, cuatro mil seiscientos. De los sacerdotes, descendientes de Aarón, había tres mil setecientos, bajo el mando de Joyadá, y otros veintidós mil jefes de familia, bajo la dirección de Sadoc, hombre joven de valor excepcional.
1CH.12.24+1CH.12.25+1CH.12.26+1CH.12.27+1CH.12.28+1CH.12.29+1CH.12.30+1CH.12.31+1CH.12.32+1CH.12.33+1CH.12.34+1CH.12.35+1CH.12.36+1CH.12.37	De la tribu de Benjamín, la misma de la que provenía Saúl, había un total de tres mil. (La mayor parte de esa tribu conservaba su lealtad a Saúl).
1CH.12.24+1CH.12.25+1CH.12.26+1CH.12.27+1CH.12.28+1CH.12.29+1CH.12.30+1CH.12.31+1CH.12.32+1CH.12.33+1CH.12.34+1CH.12.35+1CH.12.36+1CH.12.37	De la tribu de Efraín, veinte mil ochocientos guerreros poderosos, cada uno de ellos famoso en su respectivo clan.
1CH.12.24+1CH.12.25+1CH.12.26+1CH.12.27+1CH.12.28+1CH.12.29+1CH.12.30+1CH.12.31+1CH.12.32+1CH.12.33+1CH.12.34+1CH.12.35+1CH.12.36+1CH.12.37	De la media tribu de Manasés se envió a dieciocho mil con la finalidad expresa de colaborar para que David llegara a ser rey.
1CH.12.24+1CH.12.25+1CH.12.26+1CH.12.27+1CH.12.28+1CH.12.29+1CH.12.30+1CH.12.31+1CH.12.32+1CH.12.33+1CH.12.34+1CH.12.35+1CH.12.36+1CH.12.37	De Isacar había doscientos dirigentes de la tribu con sus parientes; todos ellos eran hombres que entendían el desarrollo de la historia y podían discernir respecto al mejor rumbo que Israel debía tomar.
1CH.12.24+1CH.12.25+1CH.12.26+1CH.12.27+1CH.12.28+1CH.12.29+1CH.12.30+1CH.12.31+1CH.12.32+1CH.12.33+1CH.12.34+1CH.12.35+1CH.12.36+1CH.12.37	De la tribu de Zabulón había cincuenta mil guerreros adiestrados; estaban completamente armados, y en su totalidad eran leales a David.
1CH.12.24+1CH.12.25+1CH.12.26+1CH.12.27+1CH.12.28+1CH.12.29+1CH.12.30+1CH.12.31+1CH.12.32+1CH.12.33+1CH.12.34+1CH.12.35+1CH.12.36+1CH.12.37	De Neftalí, mil oficiales y treinta y siete mil equipados con escudos y lanzas.
1CH.12.24+1CH.12.25+1CH.12.26+1CH.12.27+1CH.12.28+1CH.12.29+1CH.12.30+1CH.12.31+1CH.12.32+1CH.12.33+1CH.12.34+1CH.12.35+1CH.12.36+1CH.12.37	De la tribu de Dan, veintiocho mil seiscientos, todos preparados para la guerra.
1CH.12.24+1CH.12.25+1CH.12.26+1CH.12.27+1CH.12.28+1CH.12.29+1CH.12.30+1CH.12.31+1CH.12.32+1CH.12.33+1CH.12.34+1CH.12.35+1CH.12.36+1CH.12.37	De la tribu de Aser, había cuarenta mil listos y adiestrados. Desde el otro lado del río Jordán, donde vivían las tribus de Rubén y Gad y la media tribu de Manasés, ciento veinte mil equipados con toda clase de armas.
