GEN.1.1	En el principio creó Dios los cielos y la tierra. 
ISA.62.11	He aquí que Jehová hizo oír hasta lo último de la tierra: Decid a la hija de Sion: He aquí viene tu Salvador; he aquí su recompensa con él, y delante de él su obra.
ISA.62.12	Y les llamarán Pueblo Santo, Redimidos de Jehová; y a ti te llamarán Ciudad Deseada, no desamparada.
ISA.63.1	¿Quién es éste que viene de Edom,
ISA.63.2	¿Por qué es rojo tu vestido, y tus ropas como del que ha pisado en lagar? 
ISA.63.3	He pisado yo solo el lagar,
ISA.63.4	Porque el día de la venganza está en mi corazón, y el año de mis redimidos ha llegado. 
ISA.63.5	Miré, y no había quien ayudara, y me maravillé que no hubiera quien sustentase; y me salvó mi brazo, y me sostuvo mi ira.
ISA.63.6	Y con mi ira hollé los pueblos, y los embriagué en mi furor, y derramé en tierra su sangre.
ISA.63.7	De las misericordias de Jehová haré memoria, de las alabanzas de Jehová, conforme a todo lo que Jehová nos ha dado, y de la grandeza de sus beneficios hacia la casa de Israel, que les ha hecho según sus misericordias, y según la multitud de sus piedades. 
ISA.63.8	Porque dijo: Ciertamente mi pueblo son, hijos que no mienten; y fue su Salvador. 
ISA.63.9	En toda angustia de ellos él fue angustiado, y el ángel de su faz los salvó; en su amor y en su clemencia los redimió, y los trajo, y los levantó todos los días de la antigüedad.
ISA.63.10	Mas ellos fueron rebeldes, e hicieron enojar su santo espíritu; por lo cual se les volvió enemigo, y él mismo peleó contra ellos. 
ISA.63.11	Pero se acordó de los días antiguos, de Moisés y de su pueblo, diciendo: ¿Dónde está el que les hizo subir del mar con el pastor de su rebaño? ¿dónde el que puso en medio de él su santo espíritu, 
ISA.63.12	el que los guió por la diestra de Moisés con el brazo de su gloria; el que dividió las aguas delante de ellos,
ISA.63.13	el que los condujo por los abismos, como un caballo por el desierto, sin que tropezaran? 
ISA.63.14	El Espíritu de Jehová los pastoreó, como a una bestia que desciende al valle; así pastoreaste a tu pueblo, para hacerte nombre glorioso.
ISA.63.15	Mira desde el cielo, y contempla desde tu santa y gloriosa morada. ¿Dónde está tu celo, y tu poder, la conmoción de tus entrañas y tus piedades para conmigo? ¿Se han estrechado? 
ISA.63.16	Pero tú eres nuestro padre, si bien Abraham nos ignora, e Israel no nos conoce; tú, oh Jehová, eres nuestro padre; nuestro Redentor perpetuo es tu nombre. 
ISA.63.17	¿Por qué, oh Jehová, nos has hecho errar de tus caminos, y endureciste nuestro corazón a tu temor? Vuélvete por amor de tus siervos, por las tribus de tu heredad. 
ISA.63.18	Por poco tiempo lo poseyó tu santo pueblo; nuestros enemigos han hollado tu santuario. 
ISA.63.19	Hemos venido a ser como aquellos de quienes nunca te enseñoreaste, sobre los cuales nunca fue llamado tu nombre.
ISA.64.1	¡Oh, si rompieses los cielos, y descendieras, y a tu presencia se escurriesen los montes, 
ISA.64.2	como fuego abrasador de fundiciones, fuego que hace hervir las aguas, para que hicieras notorio tu nombre a tus enemigos, y las naciones temblasen a tu presencia! 
ISA.64.3	Cuando, haciendo cosas terribles cuales nunca esperábamos, descendiste, fluyeron los montes delante de ti. 
ISA.64.4	Ni nunca oyeron, ni oídos percibieron, ni ojo ha visto a Dios fuera de ti, que hiciese por el que en él espera.
ISA.64.5	Saliste al encuentro del que con alegría hacía justicia, de los que se acordaban de ti en tus caminos; he aquí, tú te enojaste porque pecamos; en los pecados hemos perseverado por largo tiempo; ¿podremos acaso ser salvos? 
ISA.64.6	Si bien todos nosotros somos como suciedad, y todas nuestras justicias como trapo de inmundicia; y caímos todos nosotros como la hoja, y nuestras maldades nos llevaron como viento. 
ISA.64.7	Nadie hay que invoque tu nombre, que se despierte para apoyarse en ti; por lo cual escondiste de nosotros tu rostro, y nos dejaste marchitar en poder de nuestras maldades.
ISA.64.8	Ahora pues, Jehová, tú eres nuestro padre; nosotros barro, y tú el que nos formaste; así que obra de tus manos somos todos nosotros. 
ISA.64.9	No te enojes sobremanera, Jehová, ni tengas perpetua memoria de la iniquidad; he aquí, mira ahora, pueblo tuyo somos todos nosotros. 
ISA.64.10	Tus santas ciudades están desiertas, Sion es un desierto, Jerusalén una soledad. 
ISA.64.11	La casa de nuestro santuario y de nuestra gloria, en la cual te alabaron nuestros padres, fue consumida al fuego; y todas nuestras cosas preciosas han sido destruidas. 
ISA.64.12	¿Te estarás quieto, oh Jehová, sobre estas cosas? ¿Callarás, y nos afligirás sobremanera?
ISA.65.1	Fui buscado por los que no preguntaban por mí; fui hallado por los que no me buscaban.
ISA.65.2	Extendí mis manos todo el día a pueblo rebelde,
ISA.65.3	pueblo que en mi rostro me provoca de continuo a ira, sacrificando en huertos, y quemando incienso sobre ladrillos; 
ISA.65.4	que se quedan en los sepulcros, y en lugares escondidos pasan la noche; que comen carne de cerdo, y en sus ollas hay caldo de cosas inmundas; 
ISA.65.5	que dicen: Estate en tu lugar, no te acerques a mí, porque soy más santo que tú; éstos son humo en mi furor, fuego que arde todo el día. 
ISA.65.6	He aquí que escrito está delante de mí; no callaré, sino que recompensaré, y daré el pago en su seno 
ISA.65.7	por vuestras iniquidades, dice Jehová, y por las iniquidades de vuestros padres juntamente, los cuales quemaron incienso sobre los montes, y sobre los collados me afrentaron; por tanto, yo les mediré su obra antigua en su seno.
ISA.65.8	Así ha dicho Jehová: Como si alguno hallase mosto en un racimo, y dijese: No lo desperdicies, porque bendición hay en él; así haré yo por mis siervos, que no lo destruiré todo. 
ISA.65.9	Sacaré descendencia de Jacob, y de Judá heredero de mis montes; y mis escogidos poseerán por heredad la tierra, y mis siervos habitarán allí. 
ISA.65.10	Y será Sarón para habitación de ovejas, y el valle de Acor
ISA.65.11	Pero vosotros los que dejáis a Jehová, que olvidáis mi santo monte, que ponéis mesa para la Fortuna, y suministráis libaciones para el Destino; 
ISA.65.12	yo también os destinaré a la espada, y todos vosotros os arrodillaréis al degolladero, por cuanto llamé, y no respondisteis; hablé, y no oísteis, sino que hicisteis lo malo delante de mis ojos, y escogisteis lo que me desagrada.
ISA.65.13	Por tanto, así dijo Jehová el Señor: He aquí que mis siervos comerán, y vosotros tendréis hambre; he aquí que mis siervos beberán, y vosotros tendréis sed; he aquí que mis siervos se alegrarán, y vosotros seréis avergonzados; 
ISA.65.14	he aquí que mis siervos cantarán por júbilo del corazón, y vosotros clamaréis por el dolor del corazón, y por el quebrantamiento de espíritu aullaréis. 
ISA.65.15	Y dejaréis vuestro nombre por maldición a mis escogidos, y Jehová el Señor te matará, y a sus siervos llamará por otro nombre. 
ISA.65.16	El que se bendijere en la tierra, en el Dios de verdad se bendecirá; y el que jurare en la tierra, por el Dios de verdad jurará; porque las angustias primeras serán olvidadas, y serán cubiertas de mis ojos.
ISA.65.17	Porque he aquí que yo crearé nuevos cielos y nueva tierra;
ISA.65.18	Mas os gozaréis y os alegraréis para siempre en las cosas que yo he creado; porque he aquí que yo traigo a Jerusalén alegría, y a su pueblo gozo. 
ISA.65.19	Y me alegraré con Jerusalén, y me gozaré con mi pueblo; y nunca más se oirán en ella voz de lloro, ni voz de clamor.
ISA.65.20	No habrá más allí niño que muera de pocos días, ni viejo que sus días no cumpla; porque el niño morirá de cien años, y el pecador de cien años será maldito. 
ISA.65.21	Edificarán casas, y morarán en ellas; plantarán viñas, y comerán el fruto de ellas. 
ISA.65.22	No edificarán para que otro habite, ni plantarán para que otro coma; porque según los días de los árboles serán los días de mi pueblo, y mis escogidos disfrutarán la obra de sus manos. 
ISA.65.23	No trabajarán en vano, ni darán a luz para maldición; porque son linaje de los benditos de Jehová, y sus descendientes con ellos. 
ISA.65.24	Y antes que clamen, responderé yo; mientras aún hablan, yo habré oído. 
ISA.65.25	El lobo y el cordero serán apacentados juntos, y el león comerá paja como el buey; y el polvo será el alimento de la serpiente. No afligirán, ni harán mal en todo mi santo monte, dijo Jehová.
ISA.66.1	Jehová dijo así: El cielo es mi trono,
ISA.66.2	Mi mano hizo todas estas cosas, y así todas estas cosas fueron, dice Jehová; pero miraré a aquel que es pobre y humilde de espíritu, y que tiembla a mi palabra.
ISA.66.3	El que sacrifica buey es como si matase a un hombre; el que sacrifica oveja, como si degollase un perro; el que hace ofrenda, como si ofreciese sangre de cerdo; el que quema incienso, como si bendijese a un ídolo. Y porque escogieron sus propios caminos, y su alma amó sus abominaciones, 
ISA.66.4	también yo escogeré para ellos escarnios, y traeré sobre ellos lo que temieron; porque llamé, y nadie respondió; hablé, y no oyeron, sino que hicieron lo malo delante de mis ojos, y escogieron lo que me desagrada.
ISA.66.5	Oíd palabra de Jehová, vosotros los que tembláis a su palabra: Vuestros hermanos que os aborrecen, y os echan fuera por causa de mi nombre, dijeron: Jehová sea glorificado. Pero él se mostrará para alegría vuestra, y ellos serán confundidos.
ISA.66.6	Voz de alboroto de la ciudad, voz del templo, voz de Jehová que da el pago a sus enemigos.
ISA.66.7	Antes que estuviese de parto, dio a luz; antes que le viniesen dolores, dio a luz hijo.
ISA.66.8	¿Quién oyó cosa semejante? ¿quién vio tal cosa? ¿Concebirá la tierra en un día? ¿Nacerá una nación de una vez? Pues en cuanto Sion estuvo de parto, dio a luz sus hijos. 
ISA.66.9	Yo que hago dar a luz, ¿no haré nacer? dijo Jehová. Yo que hago engendrar, ¿impediré el nacimiento? dice tu Dios.
ISA.66.10	Alegraos con Jerusalén, y gozaos con ella, todos los que la amáis; llenaos con ella de gozo, todos los que os enlutáis por ella; 
ISA.66.11	para que maméis y os saciéis de los pechos de sus consolaciones; para que bebáis, y os deleitéis con el resplandor de su gloria.
ISA.66.12	Porque así dice Jehová: He aquí que yo extiendo sobre ella paz como un río, y la gloria de las naciones como torrente que se desborda; y mamaréis, y en los brazos seréis traídos, y sobre las rodillas seréis mimados. 
ISA.66.13	Como aquel a quien consuela su madre, así os consolaré yo a vosotros, y en Jerusalén tomaréis consuelo. 
ISA.66.14	Y veréis, y se alegrará vuestro corazón, y vuestros huesos reverdecerán como la hierba; y la mano de Jehová para con sus siervos será conocida, y se enojará contra sus enemigos. 
ISA.66.15	Porque he aquí que Jehová vendrá con fuego, y sus carros como torbellino, para descargar su ira con furor, y su reprensión con llama de fuego. 
ISA.66.16	Porque Jehová juzgará con fuego y con su espada a todo hombre; y los muertos de Jehová serán multiplicados.
ISA.66.17	Los que se santifican y los que se purifican en los huertos, unos tras otros, los que comen carne de cerdo y abominación y ratón, juntamente serán talados, dice Jehová.
ISA.66.18	Porque yo conozco sus obras y sus pensamientos; tiempo vendrá para juntar a todas las naciones y lenguas; y vendrán, y verán mi gloria. 
ISA.66.19	Y pondré entre ellos señal, y enviaré de los escapados de ellos a las naciones, a Tarsis, a Fut y Lud que disparan arco, a Tubal y a Javán, a las costas lejanas que no oyeron de mí, ni vieron mi gloria; y publicarán mi gloria entre las naciones. 
ISA.66.20	Y traerán a todos vuestros hermanos de entre todas las naciones, por ofrenda a Jehová, en caballos, en carros, en literas, en mulos y en camellos, a mi santo monte de Jerusalén, dice Jehová, al modo que los hijos de Israel traen la ofrenda en utensilios limpios a la casa de Jehová. 
ISA.66.21	Y tomaré también de ellos para sacerdotes y levitas, dice Jehová.
ISA.66.22	Porque como los cielos nuevos y la nueva tierra
ISA.66.23	Y de mes en mes, y de día de reposo
ISA.66.24	Y saldrán, y verán los cadáveres de los hombres que se rebelaron contra mí; porque su gusano nunca morirá, ni su fuego se apagará,
JER.1.1	Las palabras de Jeremías hijo de Hilcías, de los sacerdotes que estuvieron en Anatot, en tierra de Benjamín. 
JER.1.2	Palabra de Jehová que le vino en los días de Josías
JER.1.3	Le vino también en días de Joacim
JER.1.4	Vino, pues, palabra de Jehová a mí, diciendo: 
JER.1.5	Antes que te formase en el vientre te conocí, y antes que nacieses te santifiqué, te di por profeta a las naciones. 
JER.1.6	Y yo dije: ¡Ah! ¡ah, Señor Jehová! He aquí, no sé hablar, porque soy niño. 
JER.1.7	Y me dijo Jehová: No digas: Soy un niño; porque a todo lo que te envíe irás tú, y dirás todo lo que te mande. 
JER.1.8	No temas delante de ellos, porque contigo estoy para librarte, dice Jehová. 
JER.1.9	Y extendió Jehová su mano y tocó mi boca, y me dijo Jehová: He aquí he puesto mis palabras en tu boca. 
JER.1.10	Mira que te he puesto en este día sobre naciones y sobre reinos, para arrancar y para destruir, para arruinar y para derribar, para edificar y para plantar. 
JER.1.11	La palabra de Jehová vino a mí, diciendo: ¿Qué ves tú, Jeremías? Y dije: Veo una vara de almendro.
JER.1.12	Y me dijo Jehová: Bien has visto; porque yo apresuro
JER.1.13	Vino a mí la palabra de Jehová por segunda vez, diciendo: ¿Qué ves tú? Y dije: Veo una olla que hierve; y su faz está hacia el norte. 
JER.1.14	Me dijo Jehová: Del norte se soltará el mal sobre todos los moradores de esta tierra. 
JER.1.15	Porque he aquí que yo convoco a todas las familias de los reinos del norte, dice Jehová; y vendrán, y pondrá cada uno su campamento a la entrada de las puertas de Jerusalén, y junto a todos sus muros en derredor, y contra todas las ciudades de Judá. 
JER.1.16	Y a causa de toda su maldad, proferiré mis juicios contra los que me dejaron, e incensaron a dioses extraños, y la obra de sus manos adoraron. 
JER.1.17	Tú, pues, ciñe tus lomos, levántate, y háblales todo cuanto te mande; no temas delante de ellos, para que no te haga yo quebrantar delante de ellos. 
