GEN.1.1	Adikeh la Tsingrangbanü ninglih thricho. 
JER.38.11	Achotsü Ebedmeleknü nyitsarüti tsü nüpü ro Yangthsaba kuhla azahkehji la tsünü shüthreh hirocho ko abinü hütsü rangshü chahnü Ih yang khyüyohchüjücho. 
JER.38.12	Abinü I te rangshü tsünü Ih müdhsakehnung nengdang shüthreh tsü I khüyah la yohnung yocho. 
JER.38.13	Ihnü hütsüta nguchicho ko arühnü kihkong la tsünü Ih tphahchehcho. Hütsüpü arühnü Ih kekhüm la tsü yohpücho.
JER.38.14	Apa bekhyah khüdu la Yangthsaba Zedekianü Ih abi yanglang amübükuh trahtri asanguba la norosohcho, ko abinü yocho, “Ihnü nü te lango tsingdhengnung, ko nühnü I te yuje young.”
JER.38.15	Ihnü lalingcho, “Ihnü nü te yuje tsü yokhang, nühnü Ih süsohnung, ko Ihnü nü khyang lümlong jükhang, nühnü münyinung.”
JER.38.16	Hütsüde Yangthsaba Zedekianü rang I te nyengchocho, “Ihsa khyang akang jüba akang liba Tsingrang nengla Ihnü nüh müsüsohnung mahkhang nü rorüh khehla müjünungepü Ihnü yuchümre.”
JER.38.17	Achotsü Akohba 
JER.38.18	Ta nühnü arüh chah mühapkhang, hiba yangdi hi Babylonrü khyang jünung ko arühnü trüp-pehjünung ko nühsü arüh kheh lanü mütsichehnung.”
JER.38.19	Ta Yangthsabanü lalingcho, “Ihnü Ihsa nyitsarü Babylon lang rangkhu tsirü drüre. Ih arüh khehla jo dhsümthsenung kohle.”
JER.38.20	Ihnü yocho, “Nüh arüh khehla müjünung. 
JER.38.21	Ta nühnü mühapkhang tu tikehnung 
JER.38.22	Hütsüla, Juda Yangthsaba kuhla pehjüba khingkurü apüm Babylon adirüti ko Yangthsaba yang nowücho Ihnü nguko. Arüh tside arühnü tu yocho hi nyieng:
JER.38.22	“Yangthsaba ashangrü atsaubanü abi nümülako,
JER.38.22	arühnü abi kohko.
JER.38.22	Ko ade abi jing chongbong la dhrümrangko,
JER.38.22	abi shangrütinü abi pehjüko.”
JER.38.23	Hütsüde Ihnü yocho, “Nührü khingkurüti ko tsuzarüti apüm Babylon lang nowünung, ko arüh kheh lanü nüpu mii mütsichehnung. Nüh Babylon Yangthsabanü arangyohrü kang nowünung ko hiba yangdi hi alih chah rongkeh trüpnung.”
JER.38.24	Zedekianü lalingcho, “Ihjü chotaba hi sü khyangsü tümüdhesoh, ko nü kang dhsürü la mülinung. 
JER.38.25	Ihnü nü te chotako pü I pohki adirütinü yuchikhang, arühnü nüh yang ro ihjü tu chotacho pü tsingdhengnung. Nühnü arüh te lüpcho yokhang nüh müsüsohnungepü arühnü nyengchonung. 
JER.38.26	Nüh thali akhangti kuh hütsüla tümütheh pü I te kihchichoepü young.” 
JER.38.27	Hütsüpü adirüti apüm I yanglang ro tsingdhengcho, ko Ihnü arüh te Yangthsabanü yocho roh-i du yocho. Arühnü tu münguchichehcho, tunüo sünüsü achotacho tsü müyuchicho. 
JER.38.28	 Ko Jerusalem mahchehba yingcheh Ih Yangthsaba kekhüm la yohpücho.
JER.39.1	Juda la Zedekia yangthsacho kang adüku-u choo adhüreu la, Yangthsaba Nebukadnezarnü arothsarü apüm nüpü ro Jerusalem mahcho. 
JER.39.2	Zedekia yangthsacho kang dhüre-kheh, choo müyü ko nyümong adüku-u la, yangdi tbü tsü khülucho.
JER.39.3	(Khode Jerusalem mahchehcho, Babylon Yangthsaba pohki adirüti rocho ko arühnü alonglaba Tbükhüm ko Nergal Sarezer, Samgar Nebo, Sardekim ko aparü Nergal Sarezer zehnü pümcho.)
JER.39.4	Tikehyaba tsü Yangthsaba Zedekia ko abi rothsarütinü ngude, arühnü yangdi la tsünü ama lanü rang tsinyücho. Arühnü yangthsarü tbü lang la tsünü tbü anyüh shirütaba tbükhüm tsü khu wücho, ko Jordan Ngah lang tsü rang tsicho. 
JER.39.5	Ta Babylon rothsarütinü arüh iiwücho ko Jeriko shündhün angah la tsünü Zedekia tsü rangcho. Ko arühnü Zedekia tsü Yangthsaba Nebukadnezar yang Hamoth lih la Ribla yangdi lang nowücho, ko hütsüla Nebukadnezarnü abi yu khacho. 
JER.39.6	Ribla la Zedekia apunü dhengya atsurüti süsohcho, ko abinü Judarü adirütisü kyüsehcho. 
JER.39.7	Hütsüpü, Zedekia nah hehchehpehsohcho ko Babylon lang xohpü nowüsohcho. 
JER.39.8	Hütsüde Babylonrünü Yangthsaba kuh ko müyurü kuh trüp-pehjücho ko Jerusalem tbü tphahtsucho. 
JER.39.9	Achangkathsa anüchiba Nebuzaradan-nü yangdi la nying lirü tsü abi yanglang tsirorü yola Babylon lang küm nowücho. 
JER.39.10	Abinü kuthsi mülirü ailümrü khürü du Juda la pehjücho, ko abinü arüh khyang shükusih yo ko luh jücho.
JER.39.11	Ta Yangthsaba Nebukadnezarnü yuzeng hiri jünung anüchiba Nebuzaradan khyang jücho: 
JER.39.12	“Wüng ko Jeremia yangching ko abi dee tsa xüküm. Abi tüthsakehjü, ta abinü tu khyünyüro hütsüta nguchijüng.” 
JER.39.13	Hütsüpü Nebuzaradan ko adirü Nebushazban ko Nergal Sarezer ko Babylon Yangthsarü pohki adirütinü 
JER.39.14	Yangthsaba kekhüm la tsünü Ih norocho. Ih kuh chihcho dhengyehnung Shafan shümtsurü, Ahikam tsurü Gedalia khehla Ih yohpüjücho. Hütsüta müyurü yola Ih licho.
JER.39.15	Ih yangthsaba kuhla arangyoh la liyade, 
JER.39.16	nü I te Ethiopiarü Ebedmelek te 
JER.39.17	Ta Ih, 
JER.39.18	Ihnü nüh khümcho yohpünung, ko nüh müsüsohnung. Nüh akang tsichehnung tunüo nühnü I chah longlangcho. Ih, 
JER.40.1	Anüchiba Nebuzaradan-nü Ih Rama la lehcheh müthehko khanglang, 
JER.40.2	Anüchiba tsünü Ih nükhu yocho, “
JER.40.3	ko ade abinü yocho kyo nguchiko. Nü nyitsarünü 
JER.40.4	Ade, nü kheh lanü Ihnü ixilih khyüchehjüre ko nüh lehchehre. Nühnü Babylon lang I yola wünyükhang nüh ronung kohle, ko Ihnü nüh xükümnung. Ta nühnü müronyükhang türo! Nü nengdang limih apüm lile, ko nü wünyücholang wünung kohle.” 
JER.40.5	Ihnü mülalingülü, Nebuzaradan-nü yocho, “Shafan shümtsurü ko Ahikam tsurü Gedalia, sü Babylon Yangthsabanü Juda yangdi la governor kangsohcho, abi yang thali wüng. Nühnü abi te müyurü yola linung kohle, mahkhang nüh khüde wünyüro masülang wünung kohle.” Hütsüpü abinü I khyang jiyü khüdu ko tsuyongba jücho, ko Ih tsisohcho. 
JER.40.6	Achotsü Ihnü Mizpa la Gedalia te linung wücho ko nying liba müyurü yola licho.
JER.40.7	 Judarü adirü ko rothsarü khürü mühap-pü licho. Babylon Yangthsabanü Gedalia tsü governor kangsohko ko Babylon lang mükümtsirü alih la ailümrüti abi khyang xükümsohcho arühnü yuchicho. 
JER.40.8	Achotsü Mizpa la Gedalia yang arüh nyitsarü nüpü Nethania tsurü Ishmael, Karea tsurü Johanan, Tanhumeth tsurü Seraia, Netofa lanü Efai tsurü ko Maka lanü Jezaniarü wücho. 
JER.40.9	Gedalianü arüh te yocho, “Nührünü Babylonrü khehla hapnung dro linung müdhsüta pü Ihnü nührü te yore. Hiba lih la lieng, Babylon Yangthsaba dikehng, ko nührü tu müthsanung. 
JER.40.10	Ipusü Mizpa la linung ko hila Babylonrü rode nührü nengla chotanung. Ta nührü liba yangdongti la nührünü yongkha, singsih ko olive tuji khyübülung zahkehng.” 
JER.40.11	Hütsütade Moab, Amon, Edom ko apa yangditi la liba Israelrünü, Babylon Yangthsabanü Israelrü khürülü Juda la lisohcho ko arüh michah Gedalia tsü arüh governor kangsohcho yuchicho. 
JER.40.12	Achotsü arühnü arüh shupishuza liyaba müdümti pehjücho ko Juda lang thalicho. Arühnü Mizpa la Gedalia yanglang rocho ko hütsüla yongkha ko singsih khütang khyübülung jücho.
JER.40.13	Hütsüpü, mühap-erü Johanan ko langnürütinü Gadalia yang Mizpa la rocho, 
JER.40.14	ko abi te yocho, “Amon Yangthsaba Baalisnü nüh mapsehnung Ishmael rosohcho nühnü mümüdheo?” Ta Gedalianü müyudsicho. 
JER.40.15	Hütsüde, Johanan-nü abi te rangnü yocho, “Ihnü wü Ishmael kyüsehnung, ko hütsü sününang bürünü mümüdhenung. Tuepü abi khyang nüh mapsehsohnung? Hütsünü nüh mükang shibülung liba Jihudarü hi apüm shupishuzasohnung, ko Juda la nying liba nyitsarü apüm yang achangba hironung.” 
JER.40.16	Ta Gedalianü lalingcho, “Doh! Nühnü Ishmael nengdang yoba tsü yuje mah!”
JER.41.1	 Hütsüba kang choo dhünyeh-u la, Elishama shümtsurü ko Nethania tsurü Ishmael, Yangthsaba nah la khiyoh khüdu ko abi pohki dee atungte adirü khüdu Mizpa lang nyüh dhüre nüpü Gedalia shirünung wücho. 
JER.41.2	Arüh atümung tsuyong yade, Ishmael ko nyüh dhüre tsünü arüh nohsheng tphahcheh Gedalia kyüsehcho. 
JER.41.3	Ishmaelnü Mizpa la Gedalia yola liyarü Babylonrü rothsarütisü kyüsehcho.
JER.41.4	Nyümong khüu, Gedalia mapsehcho tsü sünüsü mümüdhe-ede, 
JER.41.5	Shekem, Shilo ko Samaria lanü nyitsarü qure rocho. Arüh benbüh hehpehcho, arüh jengki rehnahcho ko arüh jangjang xehnahcho. Arühnü Amübükuh lang mübünung tsang ko müchiji hiwücho. 
JER.41.6	Achotsü Ishmaelnü Mizpa lanü arüh mütohnung tra chüducho. Khode abinü arüh mütohcho abinü arüh te yocho, “Yanglilüm züro Gedalia shirüng.” 
JER.41.7	Arüh yangdi la züroyeng, Ishmael ko abi nyitsarütinü arüh kyüsehcho ko arüh me tsü kihkong la zangyohchüpehcho.
JER.41.8	Ta arüh mülung la tsü nyüh dhürenü Ishmael te yocho, “Yanglilüm ihrü tükyüseh! Ihrünü rangmüla litoh, lüdi, olive-tuji ko thsakukih rang yohpüle.” Achotsü abinü arüh mükyüsehcho. 
JER.41.9	Ishmaelnü me zangyohchüpehba kihkong tsü dee amülah licho, hütsü Israel Yangthsaba Baashanü mahde Yangthsaba Asanü jucho lile. Ishmaelnü kihkong tsü menü jengsohcho. 
JER.41.10	Hütsüpü abinü Yangthsaba tsularüti ko Mizpa la anüchiba Nebuzaradan-nü Gedalia pohki yohpüjüba nyitsarüti apüm rang notsicho. Ishmaelnü arüh arangyohrü kangsoh Amon lang notsicho.
JER.41.11	Johanan ko abi yola liba rothsarü anüchirütinü Ishmaelnü nguchiba tsü yuchicho. 
JER.41.12	Achotsü arühnü abi iiwücho ko Gebion la changtphü arangcheh te abi iiphücho. 
JER.41.13	Khode Ishmaelnü küm tsirünü Johanan ko abi yola anüchirüti ngucho, arühnü künyangcho, 
JER.41.14	ko ximüla arüh yang shang wücho. 
JER.41.15	Ta Ishmael ko abi yola nyüh kehlü Johanan tenü Amon lang rang tsicho.
JER.41.16	Hütsüde Johanan ko rothsarü langnürütinü Ishmaelnü Gedalia, rothsarüti, khingkurü, azarü ko axangmichoti kyüsehpü Mizpa lanü arangyohrüti notsirü arühnü xükümcho. 
JER.41.17	Babylon Yangthsabanü governor kangsohba Gedalia tsü Ishmaelnü mapsehcho khu arühnü Babylonrü drücho. 
JER.41.18	Achotsü Babylonrü dronü arühnü Ijip lang shemüsucho. Lang la arühnü Bethlehem shündhün Chimham la nyehkehcho.
JER.42.1	Hütsüde rothsarü langnürü apüm ko Karea tsurü Johanan ko Heshaia tsurü Azaria yola hung apüm lanü nyitsarüti zeh ro I te yocho, 
JER.42.2	“Ihrünü nü te kihchicho nühnü nguchijüng! Ihsa Tsingrang te ihrü nengdang kihchijüng. Ihrü nying lirü apüm nengdang dangkhidangnangjüng. Khüdupi ihrü adrong licho ta ade nühnü müdhe ihrü azikyah du nying lile. 
JER.42.3	Ihrü khüde wünung ko tu nguchinung hütsü ihrü te ngusohngpü Ihsa Tsingrang 
JER.42.4	Ihnü lalingcho, “Dee tsale, nührünü tsingdhengcho kyo Ihnü Ihsa Tsingrang 
JER.42.5	Hütsüde arühnü I te yocho, “Ihsa Tsingrang 
JER.42.6	Hütsünü ihrü künyangsoh nye mükünyangsoh nye, nü te ihrü nengdang kihchijünung yoba 
JER.42.7	Nyümong dhüre lipü 
JER.42.8	achotsü Ihnü Johanan, rothsarü anüchirü ko aparü müyurü apüm dsibülungcho. 
JER.42.9	Ihnü arüh te yocho, “
JER.42.10	‘Nührünü hiba lih la mütozah linyükhang, Ihnü nührü mükhülusohnung ta khamüsunung; Ihnü nührü mürohchehnung ta khyümnung. Ihnü nührü chah tikehsohba achangba khunü dee wahsohre. 
JER.42.11	Babylon Yangthsaba drüba zahng. Ih nührü te lile, ko abi tase lanü Ihnü nührü khümchonung. 
JER.42.12	Ih yanglilüm kehchonü, abi khyang nührü müi lümsohnung ko nührü kuh lang thali müthehsohnung. Ih, 
JER.42.13+JER.42.14+JER.42.15	“Ta nührü Juda la nying lirütinü 
JER.42.16	Nührünü drüba chitanü nührü iiro yasahnung, ko yangkongnü nührü iironung, ko Ijip la nührü sünung. 
JER.42.17	Ijip lang wü linung dhrongchehrü apüm chitanü mahkhang yangkongnü mahkhang thsaranü sünung. Arüh süsü münyingnung, Ihnü hironung achangba lanü khüdusü mütsichehnung.
JER.42.18	“
JER.42.19	“
JER.42.20	Hütsüeko ade nührünü dira thsamehchonü Ihnü nührü müzahsohre. Nührünü Ihsa Tsingrang te kihchinung I te kihchicho ko abinü tu yonang nührünü nyinung nyengchoko. 
JER.42.21	Ko ade Ihnü nührü te yoko, ta 
JER.42.22	Hütsüeko, hi lümkehng: nührünü wü linyüba lih la tsü chita la mahkhang yangkong mahkhang thsaranü nührü sünung.”
JER.43.1	Ihnü arüh te 
JER.43.2	Hütsüde Hoshaia tsurü Azaria, Karea tsurü Johanan ko kükhingrü nyitsarüti apümnü I te yocho, “Nüh arahkheh chore. 
JER.43.3	Ta Babylonrü khyang ihrü kohsohnung ko ihrü kyüseh mahkhang Babylon lang ihrü notsisohnung, ihrü nyüm Neria tsurü Baruknü nüh thsümüsuko.” 
JER.43.4	Hütsünü Johanan mahkhang rothsarü adirüti mahkhang müyurü sünüsü Juda la linung 
JER.43.5	Hütsüta Johanan ko rothsarü anüchirütinü Juda la nying liba ko shupishuza liba yuchoti lanü thalirüti apüm: 
JER.43.6	adhrerü, khingkurü, azarü ko Yangthsaba tsularüti nüpü Ijip lang tsicho. Arühnü anüchiba Nebuzaradan-nü Gedalia khyang dhengyehsohrü, Baruk Ihjü mii zeh notsicho. 
JER.43.7	Arühnü yuzeng thsangnyang Tapanes yangdi chii Ijip lang wücho.
JER.43.8	Hütsüla 
JER.43.9	“Lung amülülah khürü hiro Farao kuh lang züduba trahtri la lungtpahnü khyangba lang la thsang pohki rangpüng; ko hütsüta nguchiba tsü Israelrü khürü khyang ngusohng. 
JER.43.10	Ih, Akohba 
JER.43.11	Nebukadnezar ronung ko Ijip mahchehnung. Sürü thsaranü sünung thricho arüh thsaranü sünung, sürü kümtsinung thricho arüh küm tsinung ko sürü chita la sünung mülangjücho arüh chita la sünung. 
JER.43.12	Ihnü Ijip tsingrangti amübükuh la michang thsürangjünung ko Babylon Yangthsabanü arüh tsingrang trüp-pehjünung mahkhang hitsinung. San nyahrünü arüh jengki lanü axah rangpehcho kyo, Babylon Yangthsabanü Ijip lih lanü arüh rangchehnung ko akoh ngu tsinung. 
JER.43.13	Abinü Ijip la Heliopolis la amüsa lung thsangnyangjünung ko Ijiprü tsingrangti amübükuhti trüp-pehjünung.”
JER.44.2	Akohba 
JER.44.3	tunüo arüh nyitsarünü amünyi nguchicho ko Ih rihlong chürosohcho. Arühnü apa tsingrangti khyang kangmübü mübücho ko arühnü nührü ko nührü jümürünü mii mümübücho tsingrang dikehcho. 
JER.44.4	Ihnü nührü yang I dikehrü azikehrüti mütozah rosohcho, arühnü nührü te Ihnü thrünyiba adrünung nguchiti münguchinung yocho. 
JER.44.5	Ta nührünü münyi mahkhang münguchi. Nührünü aparü tsingrangti khyang amünyi yangthsa kangmübü jüba müpehcho. 
JER.44.6	Hütsü khu Juda yangditi ko Jerusalem yanglong la I zii ko rihlong mükhakehjücho ko Ihnü arüh chah michang thsürangjücho. Arüh thsangnyang pehjücho ko chünye yingcheh adrünung kang lile.
JER.44.7	“Hütsünü Ih, Akohba 
JER.44.8	Nührü linung roba Ijip hila kyothri mübo ko apa tsingrang khyang kangmübü jo tuepü nührünü Ih rihlong chürosohcho? Limih la yucho apümnü nührü münyüjo ko nührü neng chokehchola thsa bichisoh nührübürü changsohnung hi nührünü nguchirü do? 
JER.44.9	Nührü jümürü, Juda Yangthsarü ko arüh nitpürü, nührü ko nührü nitpürünü Juda yangditi la ko Jerusalem yanglong la amünyi nguchi nguchicho nührünü nbüchü pehcho do? 
JER.44.10	Ta chünye yingcheh nührünü longlüm mükangre. Nührünü Ih müdrüre mahkhang Ihnü nührü ko nührü jümürü khyang jüba yuzeng la müli.
JER.44.11	“Hütsünü, Ih, Akohba 
JER.44.12	Anyingrü Judarü ko Ijip la wü linung dhrongchehrü nengdang tsü, Ihnü arüh apüm changsohnung. Arüh aikyah ko amülahrü apüm, chita la nye ko yangkongnü nye Ijip la sünung. Arüh tsü adrünung kangnung; nyitsarünü arüh münyüjo ko arüh neng chokehchola kang bichinung. 
JER.44.13	Ihnü Jerusalem chita, yangkong ko thsaranü khingchicho roh-i, Ijip la lirüti Ihnü khingchinung. 
JER.44.14	Judarü Ijip lang ronü lirüti süsü akang mütsichehnung. Arühnü thali wü linyüba Juda lang arüh khüdusü müthalinung. Atsichirü azikyah chah khu süsü müthalinung.”
JER.44.15	Hütsüde arüh nitpürünü apa tsingrangti khyang kangmübü jükopü müdheba adhrerü atümungnü ko hütsüla yarü khingkurü atümung, Ijip kihjinglang lirü Israelrü, amülung arangchehnü I te yocho, 
JER.44.16	“Nühnü 
JER.44.17	Ihrünü nguchinung nyengchocho lüpcho ihrünü nguchinung. Ihrü ko ihrü jümürü, ihrü Yangthsaba ko ihrü langnürütinü Juda yangditi la ko Jerusalem yanglong la nguchicho kyo, ihrünü Ning Yangthsalatpü khyang kangmübü jünung ko abükyü chah ihrü yongkha tungkeh amübü jünung. Hütsüde ihrü tsuyongnung thangchi licho, ihrü müwa licho ko tu thsangthsi mülicho. 
JER.44.18	Ta ning tsingranglatpü khyang kangmübü ko yongkha mübü müjütinü, ihrü iilümre ko ihrü müyurü chita la ko akongchonü sükhangre.”
JER.44.19	Ko khingkurünü lahkeh yocho, “Ihrünü tsingranglarü tsah kyo hümthse külüpde, abükyü khyang kangmübü jüde, ko yongkha mübü tungkehjo jüde, ihrünü nguchiba tsü ihrü niirünü khyüchore.”
JER.44.20	Hütsüde I te hiroh-i lalingrü khingkurü adhrerü apüm te yocho, 
JER.44.21	“Nührü ko nührü jümürü, nührü Yangthsaba ko langnürüti ko müyurünü Juda yangditi ko Jerusalem yanglong la mübüba kangmübü nengdang tsü, 
JER.44.22	Chünye nyümong nührü lih thsangnyang lile ko hütsüla süsü mülire. Hütsü adrünung kangko ko nyitsarünü abi neng tsü chokehchola kang bichire, tunüo nührü münyi nguchi adelü 
JER.44.23	Ade chihba achangba hi nührünü apa tsingrangti khyang kangmübü jo ko 
JER.44.24	Ihnü nyitsarü apüm te, Akohba 
JER.44.25	“Nührü ko nührü nitpürünü Ning Yangthsalatpü te yuchüm nyengchoko. Abükyü khyang kangmübü jünung, abükyü chah yongkha mübü tungkehjo jünung nyengchoko ko hütsü nührünü yohpüko. Dee tsale, nührü nyengchocho tsü yohpüng! Nührü yuchüm yohpüng! 
JER.44.26	Ta ade, Ih 
JER.44.27	Nührü mümüwajünung ta changjünung. Nührü apüm chita la mahkhang thsaranü sünung. 
JER.44.28	Ta nührü khürü asü lanü tsicheh Ijip lanü Juda lang thali ronung. Hütsüde nying lirütinü sü yu yuje tikehchonang müdhenung. 
JER.44.29	Ihnü nührü hiba müdüm la khingchinung ko nührü chah achangba rosohnung yoba tsü tikehsohnung. Ih, 
JER.44.30	Ihnü Juda Yangthsaba Zedekia abi rorüh Babylon Yangthsaba Nebukadnezar khehla jücho kyo, Ijip Yangthsaba Hofra abi rorüh khehla jünung.” 
JER.45.1	Juda la Josia tsurü Jehoiakim Yangthsaba thsacho kang müyüu la, Baruk te Ihnü yo thrahsohcho. 
JER.45.2	Hütsüpü Ihnü abi te 
JER.45.3	“Baruk, nühnü ‘Ihnü pehjüre! ko 
JER.45.4	“Ta Ih, 
JER.45.5	Nühnü nüh du alaa tsa bichisohnyürü do? Hütsüta tünguchi. Ihnü amüi tsurü apüm chah achangba hirore, ta nühlü khüde khüdesü wü nye nü akanglü tsichehnung, Ih, 
JER.46.2	 Ijip chahnü dikeh yocho. Babylon Yangthsaba Nebukadnezarnü Eufrates yongkhi shündhün Karkemish la, Juda Yangthsaba Jehoiakim yangthsacho kang müyüu la kohchehba Ijip Yangthsaba Neko rothsarü nengdang abinü hi yore:
JER.46.3	“Ijiprü adirünü züdecho,
JER.46.3	‘Nührü tsung rungnüm
JER.46.3	ko khata lang shemüsung!
JER.46.4	Nührü kuri rungnüm ko küdu püm!
JER.46.4	Achung la yang ko kuthri thring!
JER.46.4	Nührü thsuh sehng!
JER.46.4	Nührü thsunohrü yohng.’
JER.46.5	“Ta Ihnü tu nguro?
JER.46.5	“Arüh dro thali role.
JER.46.5	Arüh rothsarüti mükoh thalire,
JER.46.5	adrüchonü thungnah shangre
JER.46.5	ko ximüla müdheng.
JER.46.6	Thungnah shang nye mütsicheh;
JER.46.6	Rothsarütinü mütsicheh.
JER.46.6	Kihkulang Eufrates te,
JER.46.6	arüh jingmüthi khülure.
JER.46.7	Nile kyo yamüsuba hi süo?
JER.46.7	Yongkhi bekhüm kihmülümcho kyo.
JER.46.8	Nile kyo yamüsuba tsü Ijip,
JER.46.8	yongkhi bekhüm kihmülümcho kyo.
JER.46.8	Ijipnü yocho, ‘Ih yamüsunung
JER.46.8	ko lihküp phatinung;
JER.46.8	Ihnü yangditi changjünung
JER.46.8	ko hütsüla lirü süsohnung.
JER.46.9	Kuri tsü tsisohng
JER.46.9	ko kuri kari tsü shangsohng!
