MAT.1.1	Yisu †Kilisi ndê apai si ŋadênaŋ dindec. Iŋ sa akêŋ Dawid ndê, ma Dawid sa akêŋ Abraham ndê.
JHN.19.10	Ma Pailot sôm têŋ iŋ, “Bocke am ô aneŋ yom dom? Aneŋ ŋaclai yêc bu waŋgapwêc am su, me bu wandic am pi a gicso dau ndi. Am kêyalê, a?” 
JHN.19.11	Dec Yisu ô yom ma sôm, “Anötö bu kêŋ têŋ am dom, dec am oc tôm dom bu kôm gêŋ daŋ têŋ aö. Bocdinaŋ dabuŋsiga naŋ kêŋ aö gasip am amam, naŋ kôm giso hôc gêlêc am nem su.”
JHN.19.12	Pailot ŋgô yom dinaŋ, dec kêsalê lêŋ bu hu Yisu siŋ. Magoc lau bata Israel-ŋga sêmbwêc ŋapaŋ ma sêsôm, “Asa naŋ toc dau sa bu iŋ kiŋ daŋ, naŋ kôm bu hôc gêlêc Sisa, lau Rom-ŋga si kiŋ. Bocdinaŋ am bu hu ŋgac dindec siŋ, naŋ am Sisa ndê silip dom.”
JHN.19.13+JHN.19.14	Bêc dinaŋ iŋ bêc lau Israel-ŋga sêmasaŋ Mwasiŋ Pasowa-ŋga, ma ac kalhac lhu su. Têŋ ndoc Pailot ŋgô lau bata Israel-ŋga si yom dinaŋ, naŋ dec iŋ kôc Yisu sa awê têŋ gameŋ naŋ sêsam bu Seŋ Hoc naŋ gi. (Yêc Yom †Hibru sêsam gameŋ dau bu Gabata.) Yêc dinaŋ, Pailot ndöc sic ndöc iŋ ndê pôŋ êmatôc yom-ŋga, ma sôm têŋ lau bata Israel-ŋga bu, “Alic mac nem kiŋ dindec!” 
JHN.19.15	Tigeŋ ŋac sêmbwêc, “Kôc iŋ sa ndi! Kôc iŋ sa ndi! Ndic iŋ pi a gicso dau!” Dec Pailot ndac, “Mac atac whiŋ bu aö wandic nem Kiŋ pi a gicso dau ndi, a?” Ma dabuŋsiga atu-tu sêô yom ma sêsôm, “Iŋ yac mba kiŋ dom! Sisa tigeŋ iŋ yac mba kiŋ.” 
JHN.19.16	Têŋ dinaŋ Pailot sôc ŋac si yom ŋapu, ma kêŋ Yisu têŋ ŋac bu lau siŋ-ŋga sêndic iŋ pi a gicso dau ndi.
JHN.19.17	Sêkêŋ Yisu hôc dau ndê a gicso dau, ma sêwê iŋ sêsa gameŋ naŋ sêsam bu Gameŋ Ŋakêcyha-ŋga si. Yêc Yom Hibru sêsam gameŋ dau bu Golgota. 
JHN.19.18	Ma yêc dinaŋ, ŋac sic iŋ pi a gicso dau gi. Ma ŋac sic ŋgac lu sêpi a sêwhiŋ, daŋ kêgalêŋ andô-ŋga ma daŋ kêgalêŋ gasê-ŋga.
JHN.19.19	Pailot sôm bu sêto yom pi bapia daŋ ma sêndic pi a gicso dau ŋahô-ŋga. Bapia dau sôm, “Yisu Nasaret-ŋga. Lau Israel-ŋga si Kiŋ.” 
JHN.19.20	Sêto yom dau ŋa lau Israel, ti lau Rom-ŋga ma lau Grik-ŋga si awha. Gameŋ dinaŋ yêc suŋ sa têŋ malac Jerusalem, dec lau Israel-ŋga daêsam sêlic bapia dau. 
JHN.19.21	Boc-dinaŋ dabuŋsiga atu-tu Israel-ŋga sêtucdiŋ ma sêsôm têŋ Pailot, “Am to, ‘Lau Israel-ŋga si Kiŋ,’ ma yac alic yham dom! Am bu to, ‘Ŋgac dindec sam dau bu lau Israel-ŋga si kiŋ,’ dec oc solop.” 
JHN.19.22	Magoc iŋ ô yom ma sôm, “Aö gato yom dinaŋ, ma oc yêc bocdinaŋ.”
JHN.19.23	Têŋ ndoc lau siŋ-ŋga sic Yisu pi a gicso dau, naŋ sêkôc iŋ ndê ŋakwê su. Ŋac lau hale, ma sêwhê ŋakwê awê-ŋga kôc gi toŋ hale, ma sêkôc sa tôm gi. Magoc ŋac sic sam iŋ ndê ŋakwê ŋalôm-ŋga dom. Ŋakwê dau ŋayham andô, sêsê dom, sêwhê sambuc ti po baliŋ yêc ŋasu ma sip têŋ gahi. 
JHN.19.24	Bocdinaŋ lau siŋ-ŋga sêsôm têŋ dandi, “Dakêc po dau kic dom. Dapuc gapoc ma yac neŋ daŋ kôc po sambuc.” Ŋac sêkôm bocdinaŋ, dec yom daŋ naŋ sêto yêc, naŋ ŋandô sa. Yom dau bocdec bu:
JHN.19.24	Ŋac sêwhê aneŋ ŋakwê kôc têŋ dandi, ma sêpuc gapoc tu aneŋ ŋakwê-ŋga. 
JHN.19.25	Têŋ ndoc dinaŋ Yisu dinda lu asiwê daŋ, ma Klopas ndê awhê Maria lu Maria Magadala sêlhac sêmpiŋ a gicso dau. 
JHN.19.26	Ma Yisu gêlic iŋ dinda kalhac whiŋ ŋgac-sêŋom naŋ iŋ atac whiŋ ŋandô, dec iŋ sôm têŋ dinda, “O dinaŋ. Lic nem atômŋgac dinaŋ.” 
JHN.19.27	Ma iŋ sôm têŋ ŋgacsêŋom dau bu, “Lic am dinam dinaŋ.” Ma têŋ bêc dinaŋ ma gi, ŋgacsêŋom dau kôc Yisu dinda sa ndöc iŋ ndê andu.
JHN.19.28	Yisu kêyalê bu iŋ gic dabiŋ gêŋ hoŋ su. Ma tu yom daŋ naŋ sêto yêc, naŋ ŋandô sa-ŋga, dec iŋ sôm, “
JHN.19.29	Lôŋ wain ŋamakic-ŋga daŋ kalhac gameŋ dinaŋ, ma ŋgac siŋ-ŋga daŋ kôc sôwam daŋ ma kêŋ sip wain. Goc iŋ sô pi a baliŋ daŋ, ma hôc sa pi têŋ Yisu whasuŋ gi. 
JHN.19.30	Iŋ nôm su ma sôm, “Aö neŋ gweleŋ hoŋ pacndê su.” Goc iŋ wec, ma mbac ndu.
JHN.19.31	Têŋ bêc dinaŋ lau Israel-ŋga sêmasaŋ dau tu bêc Sabat-ŋga, ma Sabat laŋsê-ŋga iŋ ŋac si om atu daŋ. Ŋac sêtec bu lau batê sêŋgalêŋ a gicso dau têŋ bêc atu dinaŋ, boc-dinaŋ dec lau bata sêndac Pailot bu lau siŋ-ŋga sêtuc lau dau si gahi dulu tu bu sêmbac ndu ŋagahô-ŋga, goc sêkôc ŋac si ŋamlaŋ su ma sêŋsuhuŋ. 
JHN.19.32	Pailot gôlôc su, dec lau siŋ-ŋga sêtêŋ ŋgac daŋ naŋ sic pi a gicso dau whiŋ Yisu naŋ si, ma sêtuc iŋ gahi dulu. Goc ŋac sêtuc ŋgac tilu-ŋga gahi dulu boc-dinaŋ. 
JHN.19.33	Tigeŋ têŋ têm sêtêŋ Yisu si, naŋ sêlic bu iŋ mbac ndu su, dec sic iŋ gahi dulu dom. 
JHN.19.34	Magoc ŋgac siŋ-ŋga daŋ kôc iŋ ndê kêm ma kuŋ Yisu sip ŋabi, ma ŋagahô dac ti bu kêc sa meŋ. 
JHN.19.35	(Ŋgac naŋ gêlic gêŋ hoŋ dinaŋ su, naŋ dec sôm asê, ma iŋ ndê yom iŋ yom ŋandô. Iŋ dau kêyalê bu iŋ ndê yom iŋ yom ŋandô, ma iŋ sôm asê bu mac akêŋ whiŋ bocdinaŋ.) 
JHN.19.36	Gêŋ dinaŋ hôc asê, dec yom lu naŋ sêto yêc, naŋ ŋandô sa.
JHN.19.36	Yom daŋ yêc bocdec bu:
JHN.19.36	Ŋac oc sêtuc iŋ ndê ŋakwa daŋ dulu dom. 
JHN.19.37	Ma yom daŋ tiyham yêc bocdec:
JHN.19.37	Ŋac oc sêlhac ma tahê ŋgac naŋ sêkuŋ iŋ naŋ. 
JHN.19.38	Ŋgac daŋ mbo, naŋ sêsam bu Josep, ma iŋ meŋ akêŋ malac A rimatiya. Iŋ kêŋ whiŋ Yisu, magoc sêc dau ahuc, bu iŋ töc lau bata Israel-ŋga. Têŋ telha dinaŋ iŋ têŋ Pailot gi ma ndac Yisu ndê ŋamlaŋ. Pailot gôlôc, dec Josep sa gi ma kôc Yisu ndê ŋamlaŋ su yêc a gicso dau. 
JHN.19.39	Ma Nikodemas gêm iŋ sa. Nikodemas iŋ ŋgac bata Israel-ŋga naŋ muŋ-ŋga gi gêlic Yisu têŋ ôbwêc daŋ. Iŋ kôc a ŋakwi ti gêŋ ŋamalu naŋ sêŋgaluŋ whiŋ dau su, naŋ gitôm 30 kilogram, ma whiŋ Josep gi. 
JHN.19.40	Iŋlu sêkôc Yisu ndê ŋamlaŋ, ma sem oso ŋa gêŋ ŋamalu, goc sêhi ahuc ŋa po ŋayham. Sêkôm gêŋ dau kêkuc lau Israel-ŋga si gêbôm sêŋsuhuŋ lau batê-ŋga. 
JHN.19.41	Ôm daŋ yêc suŋ sa têŋ gameŋ naŋ lau siŋ-ŋga sic Yisu pi a gicso dau. Ma sêhô daŋ yêc ôm dau ŋalôm, naŋ lau sêlêŋ gwanaŋ su yêc hoc ŋalôm, ma sêkêŋ ŋgac batê daŋ yêc hoc ŋasuŋ dau muŋ su dom. 
JHN.19.42	Bocdinaŋ sêŋsuhuŋ Yisu ŋamlaŋ yêc hocsuŋ dinaŋ, ŋahu bu bêc dinaŋ iŋ bêc lau Israel-ŋga sêmasaŋ dau tu Sabat-ŋga, ma hocsuŋ dau yêc kêpiŋ.
JHN.20.1	Bêc Sabat-ŋga meŋ gi su, ma têŋ wake ŋabêc ŋamata-ŋga Maria Magadala tisa têŋ bêbêc ganduc, ma sa têŋ sêhô gi. Iŋ gêlic bu hoc atu naŋ sêkêŋ ndöc sê awha, naŋ ndöc ŋamala dom. 
JHN.20.2	Goc iŋ kêti mbu têŋ Saimon Pita lu ŋgacsêŋom naŋ Yisu atac whiŋ ŋandô, naŋ gi, ma sôm têŋ iŋlu, “Oyaê! Ŋac sêkôc Pômdau ndê ŋamlaŋ su yêc sêhô, ma yac am gauc gameŋ naŋ sêkêŋ iŋ yêc.” 
JHN.20.3	Goc Pita lu ŋgacsêŋom dinaŋ sêti bu sêtêŋ sêhô sêndi. 
JHN.20.4	Iŋlu sênti si, ma ŋgacsêŋom dinaŋ hôc gêlêc Pita su ma hôc asê muŋ. 
JHN.20.5	Iŋ sôc gi dom, magoc iŋ wec ma tôc gwaniŋ, ma gêlic po naŋ sêhi pi Yisu ndê ŋamlaŋ, naŋ yêc ŋamala. 
JHN.20.6	Saimon Pita kêkuc meŋ hôc asê ma gacgeŋ sôc hocsuŋ dau ŋalôm gi. Iŋ gêlic po naŋ yêc, 
JHN.20.7	ma po naŋ sêhi pi Yisu ŋagôlôŋ. Po dinaŋ yêc dau-ŋga, magoc yêc bambaliŋ dom, yêc gitôm sêtip sa ŋapep. 
JHN.20.8	Goc ŋgac-sêŋom naŋ hôc asê sêhô muŋ, naŋ sôc gi whiŋ. Iŋ gêlic po ŋambwa, dec kêŋ whiŋ bu Yisu tisa su yomandô. 
JHN.20.9	(Muŋ-ŋga e meŋ têŋ têm dinaŋ, naŋ ŋac si gauc sa dom pi yom hoŋ naŋ sêto yêc bu Yisu oc tisa akêŋ lau batê-ŋga.)
JHN.20.10	Dinaŋ su ma ŋgacsêŋom lu dinaŋ sêlhö sêmbu sêtêŋ si andu si. 
JHN.20.11	Magoc Maria Magadala naŋ mbu meŋ su, naŋ gacgeŋ kalhac sêhô ŋamakê ma taŋ. Iŋ wec bu tôc gwaniŋ sêhô ŋalôm, 
JHN.20.12	ma iŋ gêlic aŋela lu ti ŋakwê sêsêp sêndöc gameŋ naŋ muŋ-ŋga Yisu yêc, daŋ ndöc ŋagôlôŋ-ŋga, ma daŋ ndöc gahi-ŋga. 
JHN.20.13	Ma sêndac iŋ, “O awhê! Am taŋ tu sake-ŋga?” Ma iŋ ô yom ma sôm, “Lau sêkôc aneŋ Pômdau ndê ŋamlaŋ su, ma aö gam gauc gameŋ naŋ sêkêŋ iŋ yêc naŋ.” 
JHN.20.14	Iŋ sôm yom dinaŋ su, dec tagêlic ma gêlic Yisu, magoc kêyalê dom bu iŋ Yisu. 
JHN.20.15	Ma Yisu sôm, “Awhê! Am taŋ tu sake-ŋga? Am kêsalê asa?” Maria gauc gêm bu iŋ ŋgac naŋ yob ôm dau, dec sôm, “O ŋadau, am bu kôc iŋ ndê ŋamlaŋ su, goc sôm asê têŋ aö bu am kêŋ iŋ yêc gameŋ bocke, ma yac oc andi akôc iŋ sa.” 
JHN.20.16	Têŋ dinaŋ Yisu sôm têŋ iŋ, “Maria.” Goc Maria kac dau kwi ma mbwêc ŋa Yom Hibru, “Raboni!” (Yom dau danem kwi bu ‘Kêdôhôŋwaga.’ ) 
JHN.20.17	Iŋ kêgape Yisu dôŋ ŋaŋga, magoc iŋ sôm, “Am êmasec aö ŋapaŋ dom, bu aö gatêŋ Damaŋ ga su dom. Magoc am mbu ndi, ma sôm têŋ aneŋ asidôwai bu aö oc wambu watêŋ aneŋ Damaŋ, ma mac nem Damam. Iŋ aö neŋ Anötö, ma mac nem Anötö.”
JHN.20.18	G oc Maria Magadala kölhö têŋ Yisu ndê sêŋomi gi, ma sôm têŋ ŋac bu, “Pômdau tisa ma aö galic iŋ su!” Ma yom hoŋ naŋ Yisu sôm têŋ iŋ, naŋ iŋ gic miŋ têŋ ŋac.
JHN.20.19	Têŋ wake ŋabêc ŋamata-ŋga dinaŋ ŋaôbwêc, sêŋomi sêmbo andu daŋ ŋalôm sêwhiŋ dau. Ŋac sic gatam ahuc ŋaŋga, bu sêtöc lau bata Israel-ŋga. Sêmbo dinaŋ, ma Yisu hoc dau asê kalhac ŋac ŋalhu, ma sôm, “Yom malô whiŋ mac!” 
JHN.20.20	Iŋ sôm yom dinaŋ su, goc tôc iŋ amba ma ŋabi têŋ ŋac sêlic. Ma ŋac hoŋ atac ŋayham atu tu sêlic Pômdau-ŋga. 
JHN.20.21	Ma iŋ sôm tiyham, “Yom malô whiŋ mac! Tôm Damaŋ kêkiŋ aö gasip nom gameŋ, naŋ kwahic dec waŋkiŋ mac asa andi.” 
JHN.20.22	Dec iŋ yu wayahô pi ŋac ma sôm, “Akôc Ŋalau Dabuŋ sa loc. 
JHN.20.23	Aö wakêŋ ŋaclai têŋ mac bu asuc ŋamalac si sac kwi. Ŋac naŋ mac asuc ŋac si sac kwi, naŋ Anötö suc ŋac si sac kwi bocdinaŋ. Ma ŋac naŋ mac asuc si sac kwi dom, naŋ si sac oc gacgeŋ yêc ŋac-ŋga.”
JHN.20.24	Têŋ ndoc ŋamata-ŋga naŋ Yisu hoc dau asê têŋ iŋ ndê sêŋomi, naŋ Tomas mbo whiŋ ŋac dom. Iŋ ŋgacsêŋomi 12 si daŋ naŋ sêsam bu Lôcmpôŋ. 
JHN.20.25	Tiŋambu sêŋomi ŋatô sêsôm têŋ iŋ bu, “Yac alic Pômdau su!” Magoc iŋ sôm, “Aö gakêŋ whiŋ dom! Aö bu walic bôlêm ŋamala yêc iŋ amba, ma wakêŋ aö amaŋatu sip ŋamala dau, ma sôc kêm ŋamala yêc iŋ ŋabi, dec aö oc wakêŋ whiŋ.”
JHN.20.26	Wake daŋ giŋga su, ma Yisu ndê sêŋomi sêmbo andu dau tiyham, ma Tomas mbo whiŋ ŋac. Ŋac sic gatam ahuc ŋaŋga sa, magoc Yisu meŋ kalhac ŋac ŋalhu. Ma iŋ sôm, “Yom malô whiŋ mac!” 
JHN.20.27	Ma iŋ sôm têŋ Tomas, “Lic aö amaŋ, ma kêŋ amam-atu sip dec, ma kêŋ amam-atu sôc aneŋ ŋabi. Hu nem atac lu-lu siŋ, ma kêŋ whiŋ.” 
JHN.20.28	Dec Tomas sôm, “Aneŋ Pômdau, ma aneŋ Anötö am!” 
JHN.20.29	Goc Yisu sôm têŋ iŋ, “Am gêlic aö su, dec kêŋ whiŋ. Aö awhaŋ hôc lau naŋ sêlic pi tandô dom, magoc sêkêŋ whiŋ, bu ŋac oc sêtap Anötö ndê mwasiŋ sa.”
JHN.20.30	Yisu kôm gêŋ dalô daêsam yêc iŋ ndê sêŋomi aŋgô-ŋga, naŋ ŋamiŋ yêc bapia dindec dom. 
JHN.20.31	Magoc yom pi gêŋ dalô naŋ sêto sip bapia dindec, naŋ yêc tu bu mac asam ma akêŋ whiŋ bu Yisu iŋ Mesaya, Anötö ndê Atu. Ma tu mac akêŋ whiŋ iŋ ndê ŋaê-ŋga, dec mac oc atap seŋ ambo tamli-ŋga sa.
JHN.21.1	Tiŋambu Yisu hoc dau asê têŋ ŋgacsêŋomi tiyham, yêc Bugictoŋ Taibirias
JHN.21.2	Saimon Pita, ma Tomas naŋ sêsam bu Lôcmpôŋ, Natanael naŋ meŋ akêŋ malac Kana yêc Galili, Sebedi ndê atu lu, ma ŋgacsêŋom lu tiyham sêmbo sêwhiŋ dau. 
JHN.21.3	Ma Pita sôm têŋ ŋac, “Aö bu wasa wandi wakôc i.” Ma ŋac sêsôm, “Ayôc, yac awhiŋ am daloc.” Bocdinaŋ ŋac hoŋ sêpi waŋ daŋ ma sêsa si bu sêkêŋ wasaŋ. Magoc têŋ ôbwêc dinaŋ, sêkôc i daŋ dom.
JHN.21.4	Têŋ bêbêc ganduc Yisu kalhac baö, tigeŋ ŋac sêŋyalê dom bu iŋ Yisu. 
JHN.21.5	Ma iŋ hê mwalêc ŋac ma sôm, “Aê mac lau. Mac akôc i ŋatô, me mba?” Ma sêsôm, “Mba!” 
JHN.21.6	Dec iŋ sôm têŋ ŋac, “Akêŋ wasaŋ sip andô-ŋga, ma mac oc atap i ŋatô sa.” Bocdinaŋ ŋac sêkêŋ wasaŋ sip gi ma sêkôc i daêsam andô, dec gitôm dom bu sêhê sa. 
JHN.21.7	Têŋ dinaŋ ŋgacsêŋom naŋ Yisu atac whiŋ kêlêc, naŋ sôm têŋ Pita bu, “Kec, Pômdau dau dê.” Saimon Pita ŋgô yom dau, goc ŋagahô iŋ kôc ndê ŋakwê awê-ŋga sa, hi pi dau, ma pwê sip bu gi, ma bu têŋ Yisu ndi. 
JHN.21.8	Waŋ dau poc kêpiŋ baö, ŋasawa gitôm 90 mita, ma ŋgacsêŋomi ŋatô sêhêc waŋ ma sêhê wasaŋ ti i sêŋkuc Pita.
JHN.21.9	Ŋac sêhôc asê baö, ma sêlic i sa ya ŋanda, ma bolom ŋatô. 
JHN.21.10	Ma Yisu sôm têŋ ŋac, “Akôc i ŋatô sa yêc wasaŋ ameŋ.” 
JHN.21.11	Goc Saimon Pita têŋ waŋ gi, kêgapwêc wasaŋ su, goc sêhê pi baö gi. I atu-atu daêsam sêyêc wasaŋ, naŋ sêsê sa gitôm 153, magoc wasaŋ dau kic dom. 
JHN.21.12	Ŋac hoŋ sêtöc bu sêndac iŋ bu, “Am asa?” Magoc yêc ŋac si ŋalôm sêŋyalê bu iŋ Pômdau. Ma Yisu sôm, “Ameŋ ma aneŋ gêŋ bêbêc-ŋga.” 
JHN.21.13	Dec iŋ kêsêlêŋ gi ma kôc i ti bolom sa, ma kêŋ têŋ ŋac. 
JHN.21.14	Dinaŋ ti têm titö-ŋga naŋ Yisu hoc dau asê têŋ ndê ŋgacsêŋomi têŋ ndoc Anötö uŋ iŋ sa akêŋ lau batê-ŋga.
JHN.21.15	Ŋac seŋ gêŋ pacndê, goc Yisu sôm têŋ Saimon Pita, “Saimon, Jon ndê atu. Am tac whiŋ aö ŋandô, hôc gêlêc lau dindec si atac whiŋ aö su, me?” Ma iŋ sôm, “Aêc Pômdau! Am kêyalê bu aö atac whiŋ am.” Dec Yisu sôm, “Bocdinaŋ lôm aneŋ domba.” 
JHN.21.16	Ma Yisu ndac iŋ tiyham bu, “Saimon, Jon ndê atu, am tac whiŋ aö ŋandô, me?” Ma iŋ ô yom ma sôm, “Aêc Pômdau, am kêyalê bu aö atac whiŋ am.” Dec Yisu sôm, “Yob aneŋ domba.” 
JHN.21.17	Ma iŋ ndac tidim titö-ŋga, “Saimon, Jon ndê atu, am tac whiŋ aö ŋandô, me?” Pita ndê ŋalôm ŋawapac bu Yisu ndac yom tigeŋ dinaŋ têŋ iŋ tidim tö, ma iŋ sôm, “Pômdau, am kêyalê gêŋ hoŋ. Am kêyalê bu aö atac whiŋ am kêlêc.” Goc Yisu sôm, “Lôm aneŋ domba. 
JHN.21.18	Aö wasôm yom ŋandô têŋ am. Têŋ ndoc am mbo balê, naŋ am kêmasaŋ daôm, ma kêsêlêŋ têŋ gameŋ bocke naŋ am daôm atac whiŋ bu ndi. Tigeŋ tiŋambu, têŋ ndoc am ti ŋamalac andô, naŋ am oc êmatôc amam, ma lau daŋ oc sêsô am nem piŋkap dôŋ, ma sêwê am têŋ gameŋ naŋ am atac whiŋ dom bu ndi-ŋga naŋ.” 
JHN.21.19	Yisu sôm yom dinaŋ gwanaŋ pi Pita ndê mbac ndu ŋalêŋ, naŋ oc po Anötö ndê waê sa. Ma Yisu gic têku yom ma sôm, “Êmkuc aö!”
JHN.21.20	Têŋ dinaŋ Pita kac dau kwi ma gêlic ŋgacsêŋom naŋ Yisu atac whiŋ iŋ ŋandô, naŋ kêkuc iŋlu. (Iŋ ŋgac dinaŋ têŋ ndoc ŋac seŋ Pasowa, naŋ ndöc gi paŋ Pômdau, ma ndac iŋ bu asa oc hoc iŋ asê.) 
JHN.21.21	Têŋ ndoc Pita gêlic iŋ, naŋ goc iŋ ndac Yisu, “Pômdau, ŋgac dê oc bocke?” 
JHN.21.22	Ma Yisu ô yom ma sôm, “Am êmkuc aö ma hêgo daôm pi iŋ dom. Aö bu wakêŋ iŋ mbo tali e wambu wameŋ, naŋ aö neŋ gêŋ.” 
JHN.21.23	Tiŋambu sêŋomi ŋatô sêŋgô yom dau ŋawaê, ma ŋatô gauc gêm bu ŋgacsêŋom dinaŋ oc mbac ndu dom. Magoc Yisu ndê yom hêganôŋ ŋgacsêŋom dau mbo tali-ŋga lec dom. Iŋ sôm bu, “Aö bu wakêŋ iŋ mbo tali e wambu wameŋ, naŋ aö neŋ gêŋ.”
JHN.21.24	Iŋ ŋgacsêŋom dau dinaŋ dec hoc yom hoŋ dindec asê, ma to sip bapia dindec. Ma yac aŋyalê bu iŋ ndê yom iŋ yom ŋandô eŋ. 
JHN.21.25	Yisu kôm gêŋ daêsam ma daêsam andô naŋ ŋamiŋ yêc bapia dindec dom. Yac bu aŋsahê bu ato yom sip bapia, pi gêŋ hoŋ naŋ Yisu kôm, mboe yom dau oc nem bapia nom-ŋga hoŋ ahuc.
ACT.1.1	O Tiopilas, yêc aneŋ buku ŋamata-ŋga aö gato yom pi gêŋ hoŋ naŋ Yisu gic hu bu kôm ti kêdôhôŋ têŋ lau. 
ACT.1.2+ACT.1.3	Aneŋ yom naŋ gato, naŋ meŋ têŋ bêc naŋ Anötö kôc iŋ su pi undambê gi. Iŋ hôc ŋandê ma mbac ndu su, ma tiŋambu tisa ma hoc dau asê têŋ lau †aposel naŋ iŋ kêyaliŋ ŋac sa su. Tôm bêc 40 iŋ mbo whiŋ ŋac ma tôc dau têŋ ŋac sêlic, e sêŋyalê pi ŋandô bu iŋ tisa ma mbo tali tiyham yom ŋandô. Têŋ ŋasawa dinaŋ Yisu whê yom sa têŋ ŋac pi †Anötö ndê gôliŋ ma pi gweleŋ naŋ bu sêkôm-ŋga, ma Ŋalau Dabuŋ puŋ yom dau dôŋ yêc ŋac si ŋalôm.
ACT.1.4	Têŋ bêc daŋ iŋ gêŋ gêŋ mbo whiŋ ŋac, ma iŋ kêŋ yatu ŋac bocdec bu, “Mac ahu Jerusalem siŋ dom, magoc ahôŋ e atap mwasiŋ naŋ Damaŋ gic bata bu kêŋ meŋ, naŋ sa. Aö gasôm yom pi mwasiŋ dau muŋ su. 
ACT.1.5	Muŋ-ŋga Jon kêku lau ŋa bu, magoc bêc meŋ kêpiŋ bu Anötö êŋku mac ŋa Ŋalau Dabuŋ.”
ACT.1.6	Têŋ têm daŋ Yisu mbo whiŋ ndê aposel, ma sêndac iŋ bocdec bu, “Pômdau, bocke? Kwahic dec am oc êmgaho yac lau Israel-ŋga su yêc lau Rom-ŋga si gôliŋ ŋapu, ma ti kiŋ ma nem gôliŋ yac, me mba?” 
ACT.1.7	Ma iŋ ô yom ma sôm, “Gêŋ bocke naŋ bu hôc asê lau Israel-ŋga, ma ŋatêm ti ŋabêc, naŋ Damaŋ Anötö ti ŋadau ma kêyaliŋ sa su, ma iŋ oc tôc asê têŋ mac dom. 
ACT.1.8	Magoc têŋ ndoc Ŋalau Dabuŋ meŋ ma nem mac ahuc, dec oc kêŋ ŋaclai têŋ mac, ma mac oc ahoc yom ŋandô asê pi aö yêc Jerusalem, ma yêc gameŋ Judia-ŋga ma gameŋ Samaria-ŋga, e yom dau tiapa nem nom ŋagameŋ hoŋ ahuc.”
ACT.1.9	Yisu sôm yom dinaŋ su, goc Anötö kôc iŋ sa pi lôlôc gi e sôc dao ŋalôm, dec sêlic iŋ apu. 
ACT.1.10	Iŋ pi gi ma ŋac tatac umboŋ sêlhac, ma sep eŋ ŋgac lu ti ŋakwê sêsêp sêmeŋ sêlhac sêwhiŋ ŋac. 
ACT.1.11	Ma iŋlu sêsôm, “Mac lauŋgac Galili-ŋga. Tu ake-ŋga dec alhac tamtac undambê? Kwahic dec Anötö kôc Yisu su yêc mac, ma tiŋambu iŋ oc mbu meŋ tiyham ŋalêŋ tigeŋ tôm naŋ alic iŋ pi gi.”
ACT.1.12	Dinaŋ su, goc sêhu Lôc Olib siŋ ma sêmbu sêtêŋ Jerusalem si. Lôc dau kalhac kêpiŋ Jerusalem, seŋ ŋasawa gitôm kilometa tigeŋ.
ACT.1.13	Têŋ ndoc sêhôc asê su, naŋ sêtêŋ ŋac si andu sêmbo-ŋga si, ma sêpi ŋalôm ŋahô-ŋga si. Lau dau si ŋaê bocdec: Pita lu Jon, ma Jems lu Andru, Pilip lu Tomas, ma Batolomeas lu Matyu, Alpayas atuŋgac naŋ ndê ŋaê Jems, ma Saimon (naŋ sêsam bu ‘Ŋgac †Selot’), ma Jems
ACT.1.14	Yisu dinda Maria, ti iŋ ndê asii, ma lauwhê ŋatô sêmbo sêwhiŋ ŋac. Ŋac hoŋ sêpiŋ dau dôŋ ti ŋalôm tigeŋ, ma sêteŋ mbec sêwhiŋ dandi tôm bêc hoŋ.
ACT.1.15	Têŋ bêc daŋ lau sêkêŋ whiŋ-ŋga gitôm lau 120 sêkac sa sêmbo sêwhiŋ dau. Ma Pita tisa kalhac ŋalhu, ma sôm, 
ACT.1.16+ACT.1.17	“O asidôwai hac. Mac aŋyalê Judas, ŋgac naŋ wê lau naŋ sêkôc Yisu dôŋ. Iŋ yac lau aposel 12 mba daŋ, ma wêkaiŋ gweleŋ whiŋ yac. Muŋ-ŋga andô, Ŋalau Dabuŋ hoc yom asê sa akêŋ Dawid whasuŋ, naŋ hêganôŋ Judas. Ma yom dau gic waê bu ŋandô sa.”
ACT.1.18	(Tu Judas ndê mêtê sac hoc Yisu asê-ŋga, dec lau semlhi iŋ, ma iŋ kôc ŋaôli dau ma gi gêmlhi nom daŋ. Yêc dinaŋ iŋ peŋ sip gi, e gambo hôc kôc ma ŋatac wê. 
ACT.1.19	Lau Jerusalem-ŋga sêŋgô ŋawaê, ma sêsam nom dau yêc si awha-ŋga bu Akeldama, naŋ danem kwi bu ‘Nom ti Dac.’ )
ACT.1.20	“Yom naŋ Dawid hoc asê pi Judas, naŋ sêto yêc Buku Wê-ŋga bocdec bu, ‘
ACT.1.21	Sêto yom dau yêc bocdinaŋ, dec aö gauc gêm bu yac taŋyaliŋ ŋgac daŋ sa ô Judas su. Gauc nem lau hoŋ naŋ sêmbo sêwhiŋ yac tôm bêc hoŋ naŋ Pômdau Yisu mbo yac ŋasawa. 
ACT.1.22	Lau naŋ sêmbo têŋ Jon, Ŋgac Kêku Lau-ŋga ndê têm e meŋ têŋ ndoc Yisu pi undambê gi. Yac taŋyaliŋ ŋac si daŋ sa, bu hoc Yisu tisa ŋawaê asê whiŋ yac.”
