MAT.1.1	Yə̀mē sē lə̀tafē yə̀ mə̀sān mə̄cici Yɛso Krisəti, ywâ 
ACT.25.11	Də̀ sē wə̄ də̀ ngrɛn de nggə̄ za Bān də̀ nan nkinē nə̄mān məmè yə̀ ma yə̀ bə lə ngun nggə̀ ətù ywə̄, nggə̄ la kā nə̄ bə ngun nggə̄ yo. Də̀ sē kì yə̀ mə̄nē bə mē là gyɛ̂n dan de nggə̄ nan la sē njìnjì yo, nənè gyə̄r lə la kan nggə̄ te mə̄nē bə mē ə ngwɔ̀n yo. Nggə̄ là bər de nə̄ tə̄ lwe rɛn mē kə nə̄ Cūn Roman nə̄ gu sùr tə̄ yə.”
ACT.25.12	Də̀ mkpān yə̄ gɔna Fɛstu dàn nggɔn nggɔn mə̄nē bān là nan ndu bə̄ gu də̀ gwɔ kì yə̀ sē ə dər bə ətù rɛn yəmē, gu kàn dàn Bulusu de, “Sē wə̄ wān bər de nə̄ gyə̄ ywē nə̄ Cūn Roman sùr gyə̄ rɛn yəmē, nggə̄ lə nə̄ bə gbō wə̄ lwe kə nə̄ gu.”
ACT.25.13	Mkpān gyə̄r mē, Cūn Gariba bə̄ Barniki dōglo ywe tswē kə̄ zɛ̀ Fɛstu də̀ man dan gu de bə sē bə̄ də̆r kə̄kla ətù rɛn yə̄ ndu gu nyə vūn. 
ACT.25.14	Də̀ Cūn Gariba bə̄ Barniki ban vē kənànme də̀ sɔ̄n mān ə Kaseriya, Fɛstu vu mə̀rɛn yə̀ tù Bulusu mē kūkwār ngàn sū bə. Gu dàn bə de,
ACT.25.14	“Və̄lɔn gyə̄r mē shāmān ə sə̄kànmē wān Fɛle kadɔ̀n ə ngwɔ̀n mə̄nē bān kpānnɛ̄n. 
ACT.25.15	Də̀ mkpān yə̄ nggə̄ zər ywe Wurisheliman, mə̄nē nə̄mān bān Yahuda bān sē nggɔn nggɔn bān tɔ̀ kī nə̄ Rì bə̄ mə̄nē bān sē nggɔn nggɔn mə̄nē bān Yahuda dan nggə̄ kī nə̄mān yə̄ bə de gu nan də̀ bər de nə̄ nggə̄ kpə̄nyɛn nə̄ bə ywān gu te. 
ACT.25.16	Tswēyəmē nggə̄ dan bə de, Bān yə̀ mə̄nē bān Roman la kpə̄nyɛ̀n nə̄ tə̄ kan nē wān nənè də̀ vūn gu de nan nkinē məmè kpān màn tə̄ də̄gbā nə̄ gu mkpān yə̄ gu krè ə nggà bēshi nənè gu mē də̀ la gbàr tu gu mbɛ̄ yo. 
ACT.25.17	Də̀ mə̄nē bə mē nyə sə̄kànmē nggə̄ la cā mkpān zu yo. Ə mbrɛ̀ yə̄ ywā yə̄ bə nyə, nggə̄ ywe kə tè sɔ̄n ə lə̄kpə yə̀ sùr rɛn də̀ te ndu nə̄ bə gbō Bulusu nyə mān tswēywə̄. 
ACT.25.18	Kī nə̄mān yə̄ sē məme yə̄ nggə̄ sə̄ kyɛn de mə̄nē bə mē lə dan de gu nan, la sē yə yə̄ bə dan yo. 
ACT.25.19	Kī kūkwār yə̄ nggə̄ gwɔ yə̄ bə dan de gu nan, sē rɛn yə̄ bə gāntan bə̄ gu ətù nkɔ̄n yə̄ bə là zwē rɛn Rì mān, bə̄ rɛn yə̄ və̄lɔn gyə̄r wān sān gu re Yɛso wān kyu də̀ Bulusu là dan mə̄nē de gu shāmān shishɛ̄n. 
ACT.25.20	Mə̀rɛn yəmē te nggə̄ bū beshi də̀ nggə̄ mə tswē yə̄ nggə̄ lə nan yə gwɔ. Tswēyəmē nggə̄ ri Bulusu de kē gu lə kpə̄nyɛn nə̄ gu ywè ə Wurisheliman də̀tswē nggə̄ man ywe kə sùr gu rɛn mān ə tswēywə̄. 
ACT.25.21	Bulusu sà nggə̄ mān də̀ bər de nə̄ nggə̄ kā gu dɔn ngwɔ̀n bān kpānnɛ̄n də̀ man ban rɛn yəmē lwe ca Cūn Roman nə̄ gu sùr bə yə. Sē anrɛ̀n rɛn yəmē yə̄ nggə̄ ka gu dɔn ngwɔ̀n bān kpānnɛ̄n mâ mbrɛ̄ yə̄ nggə̄ lə nə̄ bə gbō gu ca Cūn Roman mān.”
ACT.25.22	Də̀ Gariba gwɔ mə̀rɛn yəmē gu dàn Fɛstu de, “Də̆r mə̀nggə̄ sē yə̀ nggə̄ tukpə̀ nggə̄ man gwɔ mə̀rɛn yəmē ə nyū və̄lɔn gu mē.”
ACT.25.22	Fɛstu dàn Gariba de, “Mbrɛ wə̄ lə gwɔ rɛn yə̄ lə ru ə nyū gu.”
ACT.25.23	Ə mbrɛ̀ yə̄ ywā yə̄ Fɛstu dàn bə Gariba bə̄ Barniki rɛn yə̄ Bulusu, sə̄ sē ə mbrɛ̀ yəmūn yə̀ bə nyə də̀ nyər lə̄kpə yə̀ sùr rɛn də̀ ywe kə tè sɔ̄n ə nggà tār yə̄ sē hū də̀ sē tswē yə̄ mə̄nē kūkwār là nyər te sɔ̄n mān. Bə sə̄ nyər tswē yəmē gìgyə̀r bə̄ nggɔn nggɔn mə̄nē bān kpānnɛ̄n bə̄ mə̄nē bān gbù yə là ngrɛn bə bə̄ nggɔn nggɔn. Mə̄nē bān gbù yə nə̄ bə Gariba nggɔn nggɔn ə mkpān yə̄ bə sə̄ nyər ə lə̄kpə yə̄ sùr rɛn yə. Sē mkpān yəmē yə̄ Fɛstu tè ndu nə̄ bə gbō Bulusu lwe nyə tswē sùr rɛn. 
ACT.25.24	Gɔna Fɛstu rɛ̀n də̀ dàn de, “Gariba, wə̄ wān sē cūn, bə̄ gyə̄ nkyɛn mə̄nē bān shāmān gìgyə̀r bə̄ tə̄ ə sə̄kànmē. Mə̄nē bān Yahuda bān shāmān ə gbù mē bə̄ bān sē ə Wurisheliman kūkwār là gi sū nggə̄ ətù kī yə̄ bə dan de gu nan yə̄ bə la kpə̄nyɛn bə̄ yə yo. Mə̄nē bə mē là tan nyə̄rnyə̄r de sē kpaki nə̄ bə ngun və̄lɔn gu mē tāgyɔ̄. 
ACT.25.25	Bə dan nggə̄ kī yə̄ bə sē bə̄ yə ətù gu də̀ nggə̄ la ngrɛ̄n nkinē yə̀ gu nan yə̀ nggə̄ lə dan de nə̄ bə ngun gu yo. Nggə̄ dan de nggə̄ lə ban rɛn yəmē lwe ca Cūn Roman nə̄ gu man sùr bə yə, anrɛ̀n sē və̄lɔn gu mē tukpə̀ gu wān bər de nə̄ nggə̄ lwe rɛn yə ca Cūn Roman mān. 
ACT.25.26	Nzɛ̂nmē nggə̄ la nan nkinē yə̀ bə dan de və̄lɔn gu mē nan vūn lwe ə ngwɔn yə̄ nggə̄ lə car ətù gu də̀ kan nə̄ bə kpə̄ lwe ca Cūn Roman mān yo. Nzɛ̂nmē nggə̄ lə nə̄ bə gbō gu lwe nyə ə nggà bēshi gyə̄, mwɔ̄n mwɔ̄n wə̄ Gariba wān sē cūn. Nggə̄ nan ənə̀mē də̀tswē gyə̄ də̀ ngrɛ̄n rɛn nkinē ətù gu nzɛn, nə̄ nggə̄ man car yə ca Cūn Roman mān. 
ACT.25.27	Nggə̄ də̄ kan gu kpān nə̄ bə kpə̄ ca Cūn Roman mān də̀ la car nkinē gyə̀r məmè yə̀ gu nan yo, nggə̄ ngrɛn de nggə̄ nan kì yə̀ la sē ə nkɔ̀n yo.”
ACT.26.1	Mkpān yə̄ Fɛstu rɛ̀n krɛ̀, Gariba wān sē cūn kàn dàn Bulusu de, “Nzɛ̂nmē tə̄ nə̄ wə̄ mkpān yə̄ wə̄ dan kì yə̀ wə̄ tsə.” Tswēyəmē Bulusu dòglò krè də̀ tè mə̄nē ngwɔn de nə̄ bə te gyun də̀ kàn sə̀ gbàr tu gu də̀ dan de, 
ACT.26.2	“Cūn Gariba! Nggə̄ ngrɛn de tu nggə̄ tɔ̄nzɛ̄ də̀ nrìnrīnmē nggə̄ kre ə nggà bēshi wə̄ də̀tswē nggə̄ man gbār tu nggə̄ ətù kī yə̄ mə̄nē bān Yahuda là dan de nggə̄ nan. 
ACT.26.3	Kì yə̀ nggə̄ dan de tu nggə̄ tɔ̄nzɛ̄ sē anrɛ̀n nggə̄ tsə de wə̄ nan nkɔ̄n yə̄ bān Yahuda là sɔn bə̄ nkəywə̀ bə̄ kī yə̄ bə là ri rɛn ətù yə. Nggə̄ là bər de nə̄ wə̄ vūn də̆r wə̄ lwè də̀ man gwɔ kì yə̀ nggə̄ lə dan.
ACT.26.4	“Bān Yahuda mē kūkwār tsə sɔ̀n yə̀ nggə̄ sɔn ə mkpān yə̄ nggə̄ sē və̄nzɛ̀. Mə̄nē bə mē la gbān tsə nkɔ̄n yə yə̄ nggə̄ ban mkpān də̀ sɔ̄n ə mə̀mē mə̀nggə̄ bə̄ yə̀ Wurisheliman yo. 
ACT.26.5	Də̀ sē bə lə dan njìnjì ətù kì yə̀ bə tsə, bə lə dan de ə̀ kùcīcī nggə̄ sə̄ sē gyə̄r ənywī bān 
ACT.26.6	Nzɛ̂nmē nggə̄ là kre ə sə̄kànmē də̀ bə là nyə tswē sùr nggə̄ rɛn anrɛ̀n nggə̄ kan də̆r nggə̄ zwē ətù kì yə̀ Rì kpān nyū nə̄ təte tə̄ bān kùcī. 
ACT.26.7	Sē rɛn yəmē yə̄ Rì kpān nyū nə̄ təte tə̄ yə̄ mə̄nē bān mə̄tə̀ bān sē zwē gbə̄gbɔ̀n tsɔ mē kūkwār kan dər bə zwē ətù yə də̀ sə̄ rɛn bə̄ Rì zwē mkpān mē kūkwār. Cūn, sē rɛn yəmē yə̄ bān Yahuda là dan de nggə̄ nan rɛn məme. 
ACT.26.8	Gyə̄ mə̄nē bān Yahuda, sē rɛn nggyɛ̆ yə̄ gyə̄ ka rɛn gyə̄ kpə̄ te njìnjì de Rì là tā mə̄nē shɛn ətù kyū?
ACT.26.9	“Nggə̄ tukpə̀ nggə̄ tekə ə də̆r nggə̄ de nggə̄ nan krè ngār ə nkɔ̄n mē kūkwār də̀ man kādə kpə̄nyɛn nə̄ nənè gyɔ sān Yɛso wān Nazəreti mē yo. 
ACT.26.10	Yə̀mē sē kì yə̀ nggə̄ nan krè də̀ nan ə Wurisheliman. Sē mān ə Wurisheliman yə̄ nggə̄ kpə̄ takə̀dā bə̄ nggɔn nggɔn bān tɔ̀ kī nə̄ Rì, də̀ zwe mə̄nē bān là zwe rɛn Rì ə nkɔ̄n sān Yɛso kpān sū ə jàrō; mkpān yə̄ bə dan de bə lə nlywe bə, nggə̄ kpə̄nyɛn bə̄ rɛn yəmē nə̀nàn. 
ACT.26.11	Kə kənànme nggə̄ nə̄ bə nlywe bə zwē mə̀kə̀ yə̀ kyūntu mə̀bə də̀ nə̄ bə mgbŭ də̀ nan bə de nə̄ bə kā rɛn Yɛso yə yə̄ bə kpə te njìnjì dɔn. Sē anrɛ̀n yə yə̄ nggə̄ sē bə̄ gyār nggānme ətù mə̄nē bə mē yə nggə̄ dōglo ywe mə̀mē yə̀ la sē mə̀tə̄ yo də̀tswē nggə̄ man ywe kə nə̄ mə̄nē bān là zwē nkɔ̄n yəmē mgbŭ mān nə̀nàn.
ACT.26.12	“Sē anrɛ̀n rɛn yə̄ mgbŭ yə̄ yə̀ nggə̄ kpə̄ takə̀dā bə̄ nggɔn nggɔn bān tɔ̀ kī nə̄ Rì yə̄ nə̄ nggə̄ nggɔn nggɔn yə nggə̄ ban nkɔ̀n ywe tswē nan ndu yə̄ zwe mə̄nē ə Dimashika. 
ACT.26.13	Cūn, mkpān yə̄ nggə̄ sə̄ ban nkɔ̀n ə̀ mgbla rì də̀ sə̄ ywe ə Dimashika yə yə̄ nggə̄ kan gān ngrɛ̄n gbrīn glo gyə̄r yə̄ ru ə mkparū də̀ lan sū nggə̀ bə̄ mə̄nē bān tə̄ sə̄ sē gìgyə̀r bə̄ bə ə nkɔ̀n. Gbrīn glo yəmūn lan mwɔ̄n lan yə̀ rì. 
ACT.26.14	Tə̄ kūkwār tə̄ bān sē mān ə nkɔ̀n yə ru kankərɛ ə mə̀mē də̀ nggə̄ gyɛ̂n gwɔ kwār rɛn yə̄ nənè rɛn ə nyūrɛn mə̄nē bān Yahuda də̀ dan de, ‘Shawulu, Shawulu! Sē rɛn nggyɛ̆ yə̄ wə̄ là sə̀ nə̄ nggə̄ mgbŭ? Sē rɛn nggyɛ̆ yə̄ wə̄ là kà kì yə̀ də̆r wə̄ là dan wə̄ de sē kì yə̀ sē ə tsō?’ 
ACT.26.15	Tswēyəmē nggə̄ kan ri nē gu wān rɛn bə̄ nggə̄ mē de, ‘Wə̄ sē nggwɔ, wə̄ wān sē nggɔn?’ Yɛso gu wān sē Nggɔn kàn sà nggə̄ mān de, ‘Sē nggə̄ Yɛso wān wə̄ là nə̄ nggə̄ mgbŭ. 
ACT.26.16	Doglò krè ndè. Nggə̄ kan nkəmùn tsar wə̄ də̀tswē nggə̄ man te wə̄ ndu nə̄ wə̄ kə dan mə̄nē kī yə̄ wə̄ ngrɛ̄n yə̄ sē ətù nggə̄ nrìnrīnmē, bə̄ kī yə̄ nggə̄ lə tsar wə̄ ə nggà bēshi. 
ACT.26.17	Nggə̄ lə te wə̄ ndu bə̄ mə̄nē bān Yahuda bə̄ mə̄nē bān la sē bān Yahuda yo. Nggə̄ lə la kà wə̄ dɔn nə̄ bə nan wə̄ nkinē məmè yo. 
ACT.26.18	Sē wə̄ wān lə bu mə̄nē bə mē beshi də̀ gbō bə dɔ̄ru ə nkɔ̄n yə̄ sē būbū də̀ lwe bə nyə̄ nyər nkɔ̄n yə̄ là lan. Wə̄ lə kpə̄ mə̄nē bə mē cūngwɔn ə ngwɔ̀n nggɔn nggɔn Shɛtan də̀ nə̄ bə sē ə ngwɔ̀n nggɔn nggɔn yə̄ Rì də̀tswē bə də̄ kpə̄ te njìnjì bə̄ nggə̄, Rì man fù màtɔ̀ sū bə ətù rɛn məme mə̄bə də̀ bə lə sē bə̄ tswē sɔ̀n yə̄ Rì là kyūn zwè mə̄nē bān mə̄gu.’
ACT.26.19	“Rɛn yə sē ənə̀mē, Cūn Gariba. Nggə̄ la kā yə̄ nggə̄ nan kì yə̀ Rì bu nggə̄ beshi de nə̄ nggə̄ ngrɛ̄n yo. 
ACT.26.20	Nggə̄ kūci nyər ə Dimashika də̀ kan nyər ə Wurisheliman bə̄ nkyɛn mə̀mē yə̀ mə̄nē bān Yahudeya bə̄ mə̀mē yə̀ mə̄nē bān la sē bān Yahuda yo. Nggə̄ dan mə̄nē bān sē ə tswē yəmē kūkwār de yə sē kpaki nə̄ bə kā nkɔ̄n yə̄ nan məme mə̄bə dɔn də̀ man kan beshi te nkɔ̄n yə̄ tswē rɛn yə̄ Rì sē mān də̀ nan kī yə̄ là tsar mə̄nē de bə kā nkɔ̄n məme mə̄bə dɔn. 
ACT.26.21	Sē ətù rɛn yəmē yə bān Yahuda vun nggə̄ ə mkpān nggə̄ sē ə Kə̄ Nggɔn yə̄ Rì də̀ kyūn de bə lə ngun nggə̀. 
ACT.26.22	Sē Rì wān la nggə̄ mān nyə sū nrìnrīnmē də̀ nggə̄ kre ə sə̄kànmē də̀tswē nggə̄ man dan mə̄nē bān sē nggɔn nggɔn bə̄ bān la sē nkinē yo, kì yə̀ nggə̄ tsə. Rɛn yə̄ Musa bə̄ mə̄nē bān dɔ̀n rɛn Rì dan de lə nyə̄ te sē yəmē yə̄ nggə̄ là dan mə̄nē yə de, 
ACT.26.23	yə sē kpaki nə̄ Yɛso gu wān sē Krisəti kpə̄ mgbŭ də̀ man sē nē wān lə kūci tāshɛn ətù kyū, də̀ man sē wān lə kūci dan mə̄nē bān Yahuda bə̄ mə̄nē bān la sē bān Yahuda yo rɛn yə̄ Rì là kpə̄ mə̄nē cūngwɔn.”
ACT.26.24	Də̀ mkpān yə̄ Bulusu krè də̀ sə̀ gbàr tu gu ənə̀mē, Fɛstu rɛ̀n kpān bə̄ gu də̀ dàn gu de, “Bulusu, tu wə̄ la sē zwē tsōtsō yo! Sē nkɔ̄n yə̄ wə̄ bla nggān yə̄ gbìn wə̄ gyɔ̄ ə lă!”
ACT.26.25	Bulusu kàn sà Fɛstu mān de, “Cūn, nggə̄ lā la yo. Kì yə̀ nggə̄ là dan gyə̄ sē njìnjì. Nggə̄ là dan rɛn yə̄ nē wān tu gu sē zwē tsōtsō. 
ACT.26.26	Cūn Gariba, də̆r nkinē là tsu nggə̄ yə̄ nggə̄ lə dan rɛn yəmē yo, anrɛ̀n nggə̄ tsə de wə̄ tsə kī yə̄ nggə̄ là dan mē kūkwār. Nggə̄ nan kpə̄ te njìnjì de, kī yəmē kūkwār wə̄ nan yə vu kyɛn. Nkinē gyə̀r ənywī kī yəmē la sē yə̄ te gĭgĭ yo. 
ACT.26.27	Cūn Gariba, nggə̄ tsə de wə̄ kpə tè njìnjì cùn bə̄ kī yə̄ mə̄nē bān dɔ̀n rɛn Rì dan, kē la sē ənə̀mē yo?”
ACT.26.28	Cūn Gariba kàn sà Bulusu rɛn yə mān də̀ dan gu de, “Ə mkpān fətsɛ̀ me nzɛ̂nmē wə̄ là fɔ̀ nkɔ̄n yə̄ wə̄ kan nggə̄ te 
ACT.26.29	Bulusu kàn sà Cūn Gariba mān də̀ dan de, “Də̀gba sē mkpān sē fətsɛ̀ kē yə sē nggān, nggə̄ là bər de Rì màn nə̄ wə̄ bə̄ nkyɛn mə̄nē mē kūkwār bān là gwɔ kì yə̀ nggə̄ là dan gyə̄ man kan te bān lə kpə̄ Yɛso te njìnjì kə̄de sē yə̀ nggə̄ sē mē. La sē nggə̄ là bər de nə̄ bə zwe gyə̄ kpān kə̄de nkɔ̄n yə̄ bə vūn nggə̄ kpān mē yo.”
ACT.26.30	Mān tswēywə̄ yə̄ Bulusu dàn rɛn yəmē, gu Cūn Gariba bə̄ mbə̄ywə̄ Barniki bə̄ Gɔna Fɛstu bə̄ nkyɛn mə̄nē bān shāmān gi ga dōglo 
ACT.26.31	də̀ ywe kā tswē yə dɔn. Də̀ bə kā tswē yə dɔn, bə krē də̀ dan nkəywə̀ de, “Və̄lɔn mē la nàn nkinē yə̀ gu lə kpə̄ kyū ətù ywə̄ yo. Gu la nàn nkinē yə̀ bə lə kan gu kpān gyɔ̄ jàrō yo.” 
ACT.26.32	Tswēyəmē, Cūn Gariba dàn Gɔna Fɛstu de, “Màgba sē rɛn yə̄ və̄lɔn gu mē dan de nə̄ bə ban rɛn yəmē lwe kə tè ə nggà bēshi Cūn Roman yo, tə̄ mān nə̄ bə kan gu cūngwɔn.”
ACT.27.1	Mkpān yə̄ Fɛstu nyə̄ dan de nə̄ tə̄ nyər gbm̄ də̀ man ywe ə Yitali bə̄ Cūn Roman, bān kpānnɛ̄n kan Bulusu bə̄ mə̄nē nə̄mān bān bə zwe kpān sū ə jàrō nə̀nàn te Jiliyo ə ngwɔ̀n. Jiliyo sē nē gyə̄r ənywī nggɔn nggɔn nkyə̄r mə̄nē bān kpānnɛ̄n bān Roman də̀ sē bān sē nggān. Nkyə̄r mə̄nē bə bān kpānnɛ̄n sē bān bə là gyɔ bə de “Bān là nan Gustu ndu.” 
ACT.27.2	Sē ə tswēywə̄ yə̄ tə̄ nyər gbm̄ ə Daramitiya yə̄ sə̄ kyūn yə̄ yə dōglo ban nggà nē yə̀ mə̀mē Yasiya də̀ man zā ywe kā mə̀mē yə̀ Yasiya yə dɔn. Mkpān yə̄ Yaristaku wān gbù Tasalonika ə mə̀mē yə̀ Makidoniya sə̀ shāmān gìgyə̀r bə̄ tə̀. 
ACT.27.3	Sē ə mbrɛ̀ yə̄ ywā yə̀ tə̄ nyə sū gbù yə̀ Sidɔn. Ə tswēyəmē Jiliyo nàn Bulusu zəze də̀ kpə̄nyɛ̀n nə̄ gu ngrɛ̄n kpə̄kpàn gu də̀tswē bə man nə̄ gu kī yə̄ lə là gu mān. 
ACT.27.4	Tə̄ dōglo mān ə Sidɔn də̀ kūci bə̄ zər tə̄ yə. Də̀ cucu te nggān də̀ la kā tə̄ dɔn yo, tə̄ gyɛ̂n də̄r gbm̄ yə ban mpə mə̀mē yə̀ mə̀sər kan yə̄ gyɔ̄ ə də̀ntswe yə̄ bə là gyɔ yə de Kubrusu. Tə̄ ban nggà yəmē anrɛ̀n cucu la sə̄ te mān yo. 
ACT.27.5	Ə nkɔ̀n yəmē, tə̄ də̄r gbm̄ də̀ zā nē yə̀ mə̀mē yə̀ Kilikiya bə̄ mə̀mē yə̀ Bamfiliya kùr gi yə də̀ də̄r nyə sū gbù yə̀ Mira ə mə̀mē yə̀ Likiya. 
ACT.27.6	Sē ə Mira yə̄ Jiliyo ngrɛ̄n gbm̄ yə̄ sə̄ ru ə Yisəkandariya də̀ ban nggà Yitali də̀ gu kàn tə̄ sū mān ə gbm̄ yə.
ACT.27.7	Gbm̄ yəmē ban vē kənànme də̀ lwe tə̄ də̄r də̀ tə̄ kū mə̀krì nggānme anrīn də̀ sə̄ nyə sū ə nggā gbù yə̀ Kinidu. Cucu nyə tè nggān də̀ la kā tə̄ dɔn nə̄ tə̄ ban nggà yəmē ywe me yo, də̀ tə̄ gyɛ̂n kwɔ də̄r gbm̄ yə ban mpə mə̀mē yə̀ mə̀sər kan yə̄ gyɔ̄ də̀ntswe yə̄ bə là gyɔ de Karita, nggà yə̀ cucu la sə̄ te mān yo. Sē ə ngga yəmē yə̄ tə̄ glə hyuhyur bə̄ Salmoni. 
ACT.27.8	Gbm̄ yə lwe tə̄ də̄r glə nggà sə̀r gi kyə̄rkyār də̀ tə̄ kū mə̀krì nggānme nzɔ̆ anrīn yə sə̄ lwe tə̄ nyə sū tswē gyə̄r yə̄ re de Limene də̀ sē hyuhyur me bə̄ gbù yə̀ Lasiya.
ACT.27.9	Tə̄ ban mkpān nggānme də̀ sɔ̄n mān ə tswēyəmē mâ mkpān yə̄ mə̀sər la tè yə̀ tə̄ lə də̀r ban nggà yəmē nzɔ̆ yo də̀ yə sē tə̄ kì yə̀ mpūr. (Mkpān yə sə̄ sē mkpān yə̄ sɛ sə̄ nyə tswē krɛ.) Tswēyəmē Bulusu dàn mə̄nē bə bān sə̄ lwe bə de, 
ACT.27.10	“Nə̄ gyə̄ mə̄nē mē gwɔ nggə̄ mun. Nggə̄ ngrɛn de mkpān mē nzɛ̂nmē la tɔ̄ nə̄ tə̄ də̄r gbm̄ mē ban ngga mūn nzɔ̆ yo. Gbm̄ mē bə̄ kī yə̄ sē mān lə cāzu də̀ mə̄nē nə̄mān bān sē mān lə tsu màn tə̄ də̄ ban ngga mē ywe me nzɛn.” 
ACT.27.11	Gu Jiliyo wān bə kan bə Bulusu te gu ə ngwɔ̀n la kpə̄nyɛ̀n bə̄ kì yə̀ Bulusu dàn bə yo də̀ gyɛ̂n kpə̄ tè njìnjì bə̄ kī yə̄ wān là də̀r bə gbm̄ bə̄ kī yə̄ tāki gbm̄ yə dàn gu kyame. 
ACT.27.12	Tswē yəmē yə̄ gbm̄gbm̀ là nyə sə̄ kre la sē tswē yə̄ nē lə sɔ̀n ə mkpān yə̄ glō yo. Tswēyəmē dər mə̄nē nggānme sə̄ sē yə̄ bə mān dōglo kā tswē yə dɔn də̀ man ywe nggà Finika màn yə də̄ lə tɔ̀ yə̄ bə zər ban nggà Finika gbù yə̀ sē ə fə mpə mə̀mē yə̀ Karita. Gbù yəmē là kpə̄ gbm̄gbm̀ cūngwɔn ə ngwɔ̀n cucu yə̄ là te nggān də̀ là ru ə də̀ntswe nggà shū bə̄ nggà nzān. Sē ə tswēyəmē yə̄ bə ngrɛ̄n de bə mān kə sɔ̀n mān.
ACT.27.13	Cucu gyə̄r mē yə̄ la sē nggān yo yə̄ ru ə nggà sə̀r də̀ te də̀ mə̄nē bə mē kyɛn ə dər bə de yə lə la ywar bə ə tswē nan kì yə̀ bə kyūn zwē yo. Tswēyəmē bə dōglo su gbm̄ də̀ də̄r hyuhyur me ban nggà Karita. 
ACT.27.14	Mkpān yə̄ mə̄nē bə mē la ywe kə sū nkinē rərɛ̄ yo, cucu gyə̄r mē yə̄ sē nggān də̀ sē yə̄ là ru vun nggà shū bə̄ nggà nzān te ru mān ə mpə mə̀mē yə̀ Karita. 
ACT.27.15	Cucu yəmē ngwur gbm̄ də̀ la te yə̄ bə lə də̀r yə ban nggà yə̀ tə̄ sə̄ ban mān yo, tə̄ kan kā rɛn yə̄ tə̄ lə də̀r ban nggà yəmūn də̀ gyɛ̂n də̄r gbm̄ zwē nggà yə̀ cucu yə sə̄ te ban mān. 
ACT.27.16	Mkpān yə̄ tə̄ də̄r gbm̄ kan ban nggà sə̀r yə̀ mpə mə̀mē yə̀ Kawuda, tə̄ sə̄ ngrɛ̄n de cucu yə̄ tswē yəmūn la sə̄ te nggān mān yo, sē ə tswē yəmūn yə̄ tə̄ kū mə̀krì nggānme də̀ sə̄ nə̄r fəgbm̀ bə̄ gbm̄ nggɔn yə̄ mə̄tə̀ kpə̄ ə ngwɔ̀n cucu. 
ACT.27.17	Sē ə tswēyəmē yə̄ bə su fəgbm̀ tə̄ də̀ kan yə sa ətù gbm̄ nggɔn yə̄ sə̄ gbīn yə də̀ kan mgbənrīn kpān gbm̄ nggɔn kwɔcī anrɛ̀n bə sə̄ te mpūr de kē bə lə nyər kə bàr mgbɔ̀ kàbŭ yə̀ nggà mə̀mē yə̀ Libiya. Tswēyəmē bə dōglo də̄r kpə nkùlwè yə̄ gbm̄ nggɔn yəmē gyɔ̄ ban jĭ də̀ kā yə dɔn nə̄ yə ban nggà yə̀ cucu sə̄ te ban mān mē. 
ACT.27.18	Gbəjā cucu yəmē la krɛ ə mbrɛ̄ yə yo də̀ te nyə sū ə mbrɛ̄ yə̀ ywā. Tswēyəmē mə̄nē bə mē dōglo kan ngwɔn vu kī yə̄ bə lwe tā kankərɛ̄ ə mə̀sər. 
ACT.27.19	Ə mbrɛ̀ yə̄ tar, cucu yəmūn sə̄ nan ndu yə̄ te me də̀ bə kan ngwɔn bə vu kī yə̄ də̄r gbm̄ tā kankərɛ̄ ə mə̀sər. 
ACT.27.20	Tə̄ te vē kənànme də̀ la kan beshi tə̄ ngrɛ̄n rì bə̄ ntsɛ̄ yo, də̀ yə sē ndu yə̄ cucu yəmē sə̄ nan tswē yə te nggānme. Mkpān yəmūn, mgbərɛ kan bə̄r krɛ ə mə̀nɛ̀n tə̄ də̀ tə̄ ngrɛ̄n de sē gba krɛ̆ yə̀ shishɛ̄n mə̄tə̀.
ACT.27.21	Mkpān yə̄ Bulusu ngrɛ̄n tswē mə̄nē bə mē ban mkpān nggānme də̀ la re nkinē yo, gu dòglò krè ndè ə nggà bēshi bə də̀ dàn bə de, “Gyə̄ mə̄nē mē, màn sē gyə̄ gwɔ kì yə̀ nggə̄ dan gyə̀, gyə̄ màn la vu tə̄ də̀r gbm̄ kà Karita dɔ̀n yo; tə̄ man la gbān kī yə̄ tə̄ vu cāzu ənə̀mē mē yo. 
ACT.27.22	Nzɛ̂nmē nggə̄ là bər de gyə̄ kàdə nə̄ də̆r nkinē tsu gyə̄ yo. Nənè gyə̄r ənywī tə̄ lə la kyū yo. Sē gbm̄ kyame yə̄ lə cāzu. 
ACT.27.23	Rì wān nggə̄ là zwe gu mān te mə̀lɛkā ndu nyə̀ bə̄ nggə̄ ə̀ nrīnbū, 
ACT.27.24	də̀ dàn nggə̄ de, ‘Bulusu, kàdə nə̄ mpūr nkinē te wə̄ yo! Yə sē kpaki nə̄ wə̄ ywè kə sū ə nggà bēshi yə̀ Cūn Roman. Sē dùdu wə̄ yə̄ Rì wān sē zəze lə kpə̄ shishɛ̄n mə̄nē bān gyə̄ là də̀r gbm̄ gìgyə̀r mē kūkwār cūngwɔn.’ 
