MAT.1.1	Iesu Keriso ena rama kupu torina Aberahamo mai Davida bibirakiai emai.
ACT.28.8	Weiana Pubilio hamana hanona enoti itu aonai, ena inawa hanona hau hiabu mai me'ime'i, Paulo eao ena ikaihuri aonai etoto ahanai ebahuba'ari, imana ia ahanai ehao 'au ena inawa enamo. 
ACT.28.9	Hoa weiana erama murinai inawa maearimakia kereibua weiana aonai haukia ikoikiai temai ba eba namonakia. 
ACT.28.10	Temariki ainamai taeara haeaihaeai ai tebanamonamai, abomo katabeau ahi raninai taearai tanuatae ainakia tabakia ikoikiai hanona teuta 'aunakia.
ACT.28.11	Nawa aihau murikiai ai hanona Alesanderea aunohinai taehe 'au tabeau ahi 'akupakai. Aunohi atana hanona ‘Bai'apaea’, weiana hanona 'ama rarinai kereibuai weia etai'au emiaho. 
ACT.28.12	Surakuse ai takara'au, weia tamiaho wapu aihau. 
ACT.28.13	Weia emai parae takaina tabeau ahi taeao Regio ai tabahaha 'au, erani hanona baruru eabu, ba tabeau ahi wapu ibaruanai hanona ai Puteoli ai tabeau 'au. 
ACT.28.14	Weia uaho'abaka baika tatabu ahinakia, tebaka'anamai taeao herekiai tamiaho hui hamomo, weia tamikiri hanona taeao Roma. 
ACT.28.15	Uaho'abaka baika weia poumai teona hanona temai mo aiara baika wairai atakia ‘Apio kawakawa 'ekana’ mai ‘Pariki aihau’ hanona weia kipokia tabaitabu ahi. Paulo hau neiakia eihanakia raninai Tirama ebanamona abomo aona ekiro.
ACT.28.16	Roma ai takara'au raninai Paulo hanona ikupaiana ena 'eka teba haeaina, huari hauna ha ia ke'imana.
ACT.28.17	Wapu aihau teore murikiai Paulo ehore Iuda te'uai aina haukia eaparinakia teto'u aonai, Paulo emikiri e'abi etibaha, “Uaho'aba'u ikoimiai, au eka maearima a'i mo abareana 'ao 'aba'abaka ekia hoahoa a'i mo abakai hurina, ia au hanona weia Ierusalema ai ia tebirina'u Roma haukia imakiai teutana'u. 
ACT.28.18	Roma haukia tebakaina'u ekia nuatae kateba karahina'u pokina ki'a ha a'i tetabu ahina weia au ka'ari. 
ACT.28.19	Ia Iuda haukia bakai ena 'abi tebaki'a, au hanona tebahi ahina'u mo Kaisa atana ahinana, wairanai kakoroti kabakai ṉaho. 'A au e'u maearima kahinahina ainakia hanona aha'i. 
ACT.28.20	Neiana paunai au aparinimi kaihanimi mai kipokia kaha'abi'abi. Isaraela maearimakia ia ṯebuabena hauna buonai tabiri neiana au aha'uai.”
ACT.28.21	Ia ena 'abi tebamuena tetibaha, “Oi 'abimu marerena weia Iudea ai ha a'i emai a'i tatabu ahina, 'ao uaho'abaka abomo ua'a ha 'abi a'i emaiaina 'ao oi emu babai ki'a obona ha pouna a'i ehinana. 
ACT.28.22	Bariu ai hanona ṯanuatae oi emu raona 'abina kohinana aiamu kataona, pokina ai ta'iobina oi a'ito'u naiana nubabaina hauna eka maikoina maearima a'i ṯenuatae aina.”
ACT.28.23	Ba Paulo mai to'u haukia kipokia wapu ha teba'oruna, wapu weiana etaina hanona maearima bo'ona tera'a temai Paulo nemiaho 'ekanai teto'u mo raurani eaomo erabi. Paulo ehore Tirama ena obia aiarana hauna robana eahuna maearima herekiai mai Iesu pouna Puka robenai tererena hauna eba'iobi aina Mose ena rauhubu pukakia aokiai mai mahabanai haukia ekia pukakiai. 
ACT.28.24	Maearima baika ena 'abi teona hanona aokia eaoaina, 'a baika hanona ena 'abi a'i tea'i taeana. 
ACT.28.25	Aokia a'i ehamona katera'a, ekia ra'ai Paulo 'abi hamona neiana ehinana e'abi etibaha, “Auba Robe Isaia mahabanai hauna pinana hama ehina harai ki'a bahana 'aba'abami herekiai etibaha,
ACT.28.26	‘Moao maearima neiakia
ACT.28.26	herekiai kotibaha,
ACT.28.26	Aia neiana kato'o o'o bena
ACT.28.26	ia obona a'i katobo,
ACT.28.26	katoihaiha bena
ACT.28.26	ia a'i katoiha tinana.
ACT.28.27	Pokina uru neiana haukia aokia
ACT.28.27	hanona tetubu abu haiakia
ACT.28.27	hanona tepo'o, mahakia te'iau.
ACT.28.27	Ua a'i katehoma raninai,
ACT.28.27	mahakiai kateihana,
ACT.28.27	haiakiai kateona,
ACT.28.27	aokia kate'iobi,
ACT.28.27	kateraona kabe
ACT.28.27	katekabe katemai here'u
ACT.28.27	au mauri kabenakia.’ 
ACT.28.28	Ua buonai kato'iobi haraina, Tirama ena bamauri 'abina hanona aba euhuna rama haeai haukia herekia, ia kateona.” 
ACT.28.29	(Paulo ua e'abi aiho murinai Iuda haukia terama otaraina, 'a ikoikiai 'abi weiana kipokia tebaiara aina.) 
ACT.28.30	Paulo ihau maikoikia rua weia emiaho, itu emiaho aina hauna kipona 'arana ehorena, herena temai kateihana haukia ea'i taeanakia. 
ACT.28.31	Ia Tirama ena obia aiarana 'abina eiroro aina mai Obiapaka Iesu Keriso pouna eba'iobi aina mai taburana, hau ha a'i ekaiabuna.
ROM.1.1	Au Paulo e'u marere neiana. Iesu Keriso ena ta'ara ia'ina hau'u, ena iuhubeau haunai kaeao paunai Tirama etina'ana'u eaparina'u ena pou namona kairoro aina.
ROM.1.2	Pou namona neiana hanona Tirama ehore aba wa'i baha e'abi'uai aina ena mahabanai haukia pinakiai tehinana Puka Robena aonai tererena, 
ROM.1.3	ia Nahuna pouna, eka Obiapaka weiana Iesu Keriso, hauaniai hanona Davida nininai erama, 
ROM.1.4	ia aubana robenai hanona 'ariai ebamikirina raninai ebatohana mai hiabuna ia hanona Tirama Nahuna. 
ROM.1.5	Iesu Keriso paunai mai ia atanai baraibarai apa'uana abomo iuhubeau hoana aba ta'ina, weiana rama haeai haukia baiatakiai maearima ikoikiai kataparinakia a'ikakaumai aia kateka'ai. 
ROM.1.6	Wai abomimo weia Iesu Keriso 'eunai Tirama ehore eaparinakia haukia baiatakiai.
ROM.1.7	Roma ai ṯomiaho Tirama eraona'au ainimi eaparinimi ena maearimai ebaonimi haumi ikoimiai, Hamaka Tirama mai Obiapaka Iesu Keriso herekiai aoko'o hoana abomo baibua katoa'ina.
ROM.1.8	E'u 'abi kori 'uaina neiana: Iesu Keriso atanai e'u Tirama nabanamona wai ikoimiai paumiai, pokina wai emi a'ikakauma pouna hanopaka ikoinai aba teona. 
ROM.1.9	Tirama weiana Nahuna pouna namona nairoro aina aonai ta'arana ṉa'i mai ao'u ikoinai hauna e'iobina e'u bahuba'ari ai au wai naraonanimi, 
ROM.1.10	rani ikoinai e'u bahuba'ari ai Tirama nanoina ena nuataeai taeara'u pekaikauna rani ha pawahi paihanimi. 
ROM.1.11	Pokina au nanuatae ki'a baha kaihanimi, auba ena beruberu kabaibeni katotabura. 
ROM.1.12	Weiana hanona au mai wai kipoka kahabarainaka, eka a'ikakaumai ha ha kahataburanaka.
ROM.1.13	Uaho'aba'u e, au nanuatae wai kato'iobina, rani bo'ona anuatae kawahi heremi, buabua katabu ahi ihobona rama haeai haukia baika ekia mauri tebaibeni aihanakia 'abana, ia taba baika tehore tekaiabuna'u emaimo bariu. 
ROM.1.14	Au hanona pou namona ihinanai 'ara kahore maearima ikoikiai herekiai, Helene haukia mai ea aha'i haukia abomo ao 'abaea haukia mai aotipa haukia herekiai. 
ROM.1.15	Weiana buonai au nanuatae ki'a baha wai Roma ai ṯomiaho haumi wairamiai abomo pou namona kairoro aina.
ROM.1.16	Au pou namona a'i nahaumaea aina, pokina ia hanona Tirama ena hiabu, a'ikakauma haukia ikoikiai kebamaurinakia kori'uaina hanona Iuda haukia, muriai hanona rama haeai haukia. 
ROM.1.17	Pokina pou namona aonai bero Tirama herenai emai hauna ewaira tina, kaha'i ramana a'ikakaumai keaomo puana, puka robenai tererena 'abana, “Aka bero hauna hanona a'ikakaumai kemauri.”
ROM.1.18	Maearima ekia kamuri mai babai ki'a paukiai Tirama ena opuere kupai emai ewaira tina, weiakia ekia babai ki'ai 'abi tohana tihao parena haukia herekiai. 
ROM.1.19	Tirama i'iobina hanona aba emahanai harai herekiai, pokina Tirama ehore ebaihanakia. 
ROM.1.20	Hanopaka erama popounai emaimo bariu Tirama 'eunai a'i nahaihanakia tabakia ena hiabu banai banai mai ena auba maurina hanona ia ebabai tabakia aokiai tewaira tina harai teihanakia te'iobinakia, weiana paunai maearima kebuniai hanona taearana aha'i.
ROM.1.21	Tirama te'iobina iamo a'i tea'i taeana abomo a'i tebanamona ia hanona Tirama, ia ekia ao 'abaea mai ekia ao po'oai wapura ehore aokia ekaiabuna. 
ROM.1.22	Ia kipokia teraonana teaotipa, iamo po'o haukiai teao. 
ROM.1.23	Miaho banai banai Tiramana ikuti aina tehabona, ia maearima aubaubakia a'i katemiaho banai banai haukia, roborobo, mahi, mai tikara tabakia haukia, aubaubakia imakiai tebabai tabakia tekuti ainakia.
ROM.1.24	Weiana buonai Tirama ehore aokiai ki'a tenuatae ainakia 'ekanai ehabonakia, weiana kipokia ekia babai ki'a obokia parikia akakia katebabai ha ha herekia. 
ROM.1.25	Tirama ena 'abi tohana hanona ia tehore bai'oi tabanai tebaona, iamo 'ekanai hanona taba ebarama tabakia tekuti ainakia ta'arakia tea'i. Iamo ebabainakia hauna Ia ikupaiana kahabanamona keaomo banai banai. Amen.
ROM.1.26	Tirama ehore ehabonakia teao ekia babai ki'a obokia aonai. Ekia babi'e tehore babi'e tenabau ainakia weiana ua a'i pehoma hauna tebabaina. 
ROM.1.27	Taeara ihobonai hau abomo babi'e kipokia hawainibena tehabona, ia hau tehore hau tenuatae ai ki'anakia. Hau kipokia 'abakia herekiai babai ki'a obokia tebabai. Weiana hanona ekia babai ki'a 'arana kipokia pumana tehoa aina.
ROM.1.28	Ia tehore aokiai Tirama iraona 'ininai a'i tenuatae aina, weiana Tirama ehore ekia ao 'abaeai ehabonakia, a'i patebabai akakia tebabai. 
ROM.1.29	Aka ki'a obokia haeai haeai aokia tebonu, babai ki'a obokia, uhore mai raona ki'a obokia, wamuru, ahuahu, 'au, bai'oi mai ao bahaiara akakiai tebonu. Ṯeuahiuahi, 
ROM.1.30	mai 'abi'abiai ha ha atakia tia'i ki'anakia, Tirama ti'oatana, tiaiahu 'abaea, tiapa, abomo tibaro'e, raona ki'a obokia 'eka baikai tiraonanakia katebabai. Hamakia mai hinakia aiakia a'i tio'o. 
ROM.1.31	Ia hanona ekia raonaraona aha'i, ekia 'abi'uai a'i tibatohanakia, mai maearima herekiai namo 'ao aoko'o a'i tiba ihanakia. 
ROM.1.32	Tirama ena rauhubu aba te'iobina maearima 'eka ua homanai ṯemiaho haukia hanona kate'ari. Ia ki'a weiakia tibabai to'o baihanakia abomo maearima baika tibabai raninai tiaonamo ainakia.
ROM.2.1	Weiana buonai 'abiai hau ha behoai nuhorotina haumu, emu bero 'abina ha aha'i. Oi 'abiai hau ha behoai nuhorotina hanona kipomu puma nubeni'o. Pokina ia behoai ohorotina akana ihobonai oi abomo nubabaina. 
ROM.2.2	Aika ha'iobina Tirama hanona mai ena bero ua tibabai aiho haukia behoai kehorotinakia. 
ROM.2.3	Weiana oi 'abiai hau ha behoai nuhorotina ia akana ihobona nubabaina haumu, oi nuraonana Tirama behoai kehorotini'o 'ekanai aba kokapare, u? 
ROM.2.4	'Ao aehoma a'i o'iobina Tirama ena namo apa'uana weiana ehore e'uai aini'o raona kabe taearanai ena namo apa'uana, ena baiha hao mai ena bakiro oiha ta'erainakia? 
ROM.2.5	Ia aomu etubu, emu raona kabe aha'i paunai oi kipomu emu puma nubararona, Tirama ena opuere mai ena bero bakai beraurana kekara'au raninai emu puma weia kewaira tina. 
ROM.2.6	Tirama kehore maearima ha ha ekia babai ihobohobokiai arakia kebenakia. 
ROM.2.7	Maearima baika aka namokiai tibapahihi haukia abomo nuabi mai mariki abomo a'i kepua maurina titabuna haukia hanona Tirama kehore mauri banaibanai kebenakia. 
ROM.2.8	Ia maearima baika tiani ki'a mai 'abi tohana tibaoao aina, aka behokia tia'i taeanakia haukia hanona Tirama ena opuere mai ena puma ahakiai kebaririna. 
ROM.2.9	Aka ki'a obona tibabaina haukia ikoikiai hanona atetua mai haiara katehoaina Iuda haukia mo aha'i rama haeai haukia abokia mo. 
ROM.2.10	Ia aka namona tibabaina haukia ikoikiai hanona Tirama kehore nuabi, mariki mai baibua kebenakia, kori'uaina hanona Iuda haukia, muriai hanona rama haeai haukia. 
ROM.2.11	Pokina Tirama hanona maearima ha a'i nitaina.
ROM.2.12	Mose ena rauhubu kapenai ṯemiaho haukia tiaka ki'a hanona weianai aka ki'a haiarana katea'ina, 'a rauhubu aonai ṯemiaho haukia tiaka ki'a hanona rauhubu kebabakainakia. 
ROM.2.13	Rauhubu uruna tio 'abaeana haukia hanona Tirama wairanai bero a'i katea'ina, ia rauhubu akana tibabaina haukia hanona berokia kehinana. 
ROM.2.14	Rama haeai haukia herekiai Mose ena rauhubu aha'i, ia aokiai rauhubu hoana ihobona tebabaina raninai, rauhubu herekiai aha'i re'a, ia kipokia rauhubuai teao. 
ROM.2.15	Ia aokiai rauhubu 'abina tererena hauna ekia hoahoai niwaira tina aokia abomo weiana nibatohana, ekia raonaraona weiana nihore behokia nehinana 'ao berokia nehinana. 
ROM.2.16	Pou namona airoro aina ihobonai, beraurana kekara'au raninai Tirama kehore maearima ekia raona bunikia kebakainakia Iesu Keriso paunai.
ROM.2.17	Ia wai kipomi tu'abi Iuda haumi, rauhubuai tukori 'ini abomo Tirama tuapaina, 
ROM.2.18	abomo Tirama taba nenuatae aina hauna to'iobina mai bero nimai 'ekana to'iobina pokina wai rauhubu tomarere aina. 
ROM.2.19	Turaonana wai hanona maha'iau haukia ibaka'a haraikia mai wapurai ṯemiaho haukia ekia ea 
ROM.2.20	abomo po'o haukia irobekia mai a'i temarere haukia iba'iobikia haumi, pokina rauhubu aonai aotipa mai 'abi tohana maikoinai totabu ahinakia. 
ROM.2.21	'Abami tuba'iobinakia ia aehoma wai kipomi a'i tubatohana? Ṯoiroro a'i katebainao, ia wai tubainao? 
ROM.2.22	Tu'abi a'i katenabau, ia wai tunabau? Kaiba'uku 'arikia a'i tu'ari, ia wai ro'e
ROM.2.23	Wai rauhubu nemiaho paunai tuapa, ia rauhubu tukabena hanona Tirama atana tua'i ki'ana. 
ROM.2.24	Puka robena aonai e'abi, “Wai Iuda haumi paumiai rama haeai haukia Tirama atana tia'i ki'ana.”
ROM.2.25	Rauhubu koka'ai haraina raninai emu itare hanona namo kebeni'o, ia rauhubu kokabena raninai oi hanona ihobona itare a'i oa'ina 'abana. 
ROM.2.26	Rama haeai hauna ha a'i tetarena ia Tirama ena rauhubu 'abina keka'ai haraina raninai Tirama kehore itare ea'ina haunai kebaona. 
ROM.2.27	Weiana hauaniai a'i etarena ia rauhubu eka'ai haraina hauna kehore oi Iuda haumu behoai kehorotini'o, pokina rauhubu tererena hauna heremuai abomo itare oa'ina ia rauhubu nukabena. 
ROM.2.28	Maearima hauaniai ihaihana Iuda hauna ia Iuda hauna tohana aha'i abomo hauaniai itare tea'ina hanona itare tohana aha'i. 
ROM.2.29	'A aona nibamaha mahana hauna ia hanona Iuda hauna tohana, abomo itare hanona aoai kebabaina Auba Robeai, ia rauhubuai aha'i. Maearima uahomana hanona banamo Tirama herenai kea'ina, ia maearima herekiai aha'i.
ROM.3.1	Uahomana raninai Iuda haukia ekia namo hanona taba? Itare ena namo hanona taba? 
ROM.3.2	Taeara bo'okiai. Kori 'uaina hanona Tirama ena 'abi Iuda haukia herekiai ehorotina kate'imana. 
ROM.3.3	Weiana baika ekia a'ikakauma peaha'i raninai aehoma? Ekia a'ikakauma aha'i buonai Tirama kipona ena 'abi'uai a'i kebatohana, u? 
ROM.3.4	Ua a'i kehoma. Maearima ikoikiai katebai'oi, ia Tirama ikupaiana keibatoha. Puka robenai tererena ihobona,
ROM.3.4	“Emu 'abiai kobatohani'o obero.
ROM.3.4	Weiana kateba bakaini'o raninai
ROM.3.4	kotara haonakia.” 
ROM.3.5	'A aika eka ki'a kehore Tirama ena babai berona kebawaira tinana raninai, taba ṉa kahahoma? Weiana Tirama puma 'ekanai nihorotinaka hanona nibeho, u? Aha'i. Ua a'i kehoma. (Neiana hanona maearima ekia raonaraona nahinana.) 
ROM.3.6	Ua homana aha'i. Tirama a'i kebero raninai, hanopaka aea kebabakai aihona? 
ROM.3.7	Baika te'abi, “Au e'u bai'oi pehore Tirama ena 'abi tohana pebawaira tinana abomo ena nuabi pebapa'uana raninai, taba buonai au aka ki'a pumana kahoaina ki'a hauna 'abana?” 
ROM.3.8	Baika ai tekai ahi 'abaeanamai te'abi ai hanona ṉa ṯa'abi aiho, “Namo ibaramana paunai ki'a akakia kahababai.” Ekia bai'oi pumana katehoaina hanona kenamo.
ROM.3.9	Uahomana raninai taba ṉa kahahoma? Aika Iuda hauka hanona hanamo ba rama haeai haukia? Aha'i 'akina. Pokina Iuda mai rama haeai haukia hanona ki'a aonai nahamiaho 'abina aba hahinana. 
ROM.3.10	Puka Robenai tererena ihobonai,
ROM.3.10	“Maearima ha a'i ebero
ROM.3.10	ki'a baha Tirama wairanai,
ROM.3.10	tai ha aha'i 'akina.
ROM.3.11	Abomo ao bero hauna ha aha'i,
ROM.3.11	Tirama itabuna hauna ha aha'i.
ROM.3.12	Ikoikiai aba tekaobo aba ki'a
ROM.3.12	aonai tetoto haeamo aka namo
ROM.3.12	hauna ha aha'i, tai ha aha'i. 
ROM.3.13	Ekia 'abi timikia hanona
ROM.3.13	teki'a matoha 'ariahana
ROM.3.13	ikaikau, maeakia bai'oi 'abikia
ROM.3.13	tehinanakia.
ROM.3.13	Pinakia 'abinai hanona 'abakia
ROM.3.13	tibahaiarakia matoha 'erau ekia
ROM.3.13	ba'ari muramurana 'abana. 
ROM.3.14	Pinakia hanona ururu mai aomabi
ROM.3.14	'abikia tebonu. 
ROM.3.15	Ia tinoanoa maearima kateba
ROM.3.15	haiaranakia mai kateahu 'arinakia.
ROM.3.16	'Eka tabana kateao hanona
ROM.3.16	maearima kateba 'oatanakia
ROM.3.16	mai kateba atetuanakia.
ROM.3.17	Abomo baibua taearana hanona
ROM.3.17	a'i te'iobina. 
ROM.3.18	Tirama a'i tita'uai 'apuana.” 
ROM.3.19	Aika ha'iobina rauhubu taba ne'uahina hanona weiakia rauhubu ba'anai ṯemiaho haukia nehina benakia, weianai maearima ekia ba'ame 'abikia aha'i, hanopaka maikoinai Tirama ena bakai aonai katetoto. 
ROM.3.20	Tirama wairanai hau ha a'i ebero rauhubu ika'ai haraina paunai, ba rauhubu hanona keba 'iobinaka aika ki'a hauka.
ROM.3.21	Bariu Tirama maearima bero kebenakia taearana aba ebawaira tinana, rauhubuai aha'i, weiana hanona rauhubu mai mahabanai haukia tebatohana. 
ROM.3.22	Bero Tirama herenai nimai hanona Iesu Keriso tia'ikakaumana haukia ikoikiai katetabu ahina maearima ikoinai herekiai ha a'i ehaeai. 
ROM.3.23	Pokina ikoikiai aba teaka ki'a, buonai Tirama ena nuabiai tetara kapu. 
ROM.3.24	Iamo Tirama ena aoko'o hoana ebaibeni 'abaea, ikoinai bero tea'ina Keriso Iesu paunai, pokina ia ehore ekawa muenakia. 
ROM.3.25	Tirama ehore Iesu euhuna emai hanopakai e'ari baibua hoanai eao, Iesu e'ari eka ki'a paunai hauna kaha'ikakaumana hauka eka ki'a kehina hao. Neiana ebabaina hanona ena bero ebaiha baiha aina. Aona ea'i 'inina, 'uainai maearima teaka ki'a haukia eiha haonakia puma a'i ebenakia. 
ROM.3.26	Bariu rani neianai Tirama hoa weiana ebabaina kipona ena bero ebaiha baiha aina, taeara weianai Iesu tia'ikakaumana haukia abomo bero kebenakia.
ROM.3.27	Uahomana raninai taba hauna kahapaina? Ba taeara tabanai? Rauhubu ika'ainai? Aha'i. Taba ha ai aha'i. Ia a'ikakauma taearanai. 
ROM.3.28	'Abi tohana aika ha'iobina Tirama maearima a'ikakaumai bero nibenakia, ia rauhubu ika'ainai aha'i.
ROM.3.29	Tirama hanona Iuda haukia mo ikupaiakia ekia Tirama, u? Ia rama haeai haukia ekia Tiramai a'i keao, u? Aha'i. Ia rama haeai haukia abokia mo ekia Tirama. 
ROM.3.30	Weiana Tirama hanona hamona itare haukia a'ikakaumai bero kebenakia mai itare aha'i haukia abomo a'ikakauma ihobonai bero kebenakia. 
ROM.3.31	Ua homana raninai aika hanona a'ikakauma neianai rauhubu nahaba 'akaumana, u? Aha'i 'akina. Aika hanona rauhubu nahabakori 'inina.
ROM.4.1	Uahomana raninai taba kaha'uahina 'aba'abaka Aberahamo 'eunai? A'ikakauma hoana hanona aea etabu ahi aihona? 
ROM.4.2	Aberahamo ena aka paukiai bero haunai peao raninai, taba weiakia paukiai peapa, ia Tirama wairanai aha'i. 
ROM.4.3	Puka robena taba ṉa ehoma?
ROM.4.3	“Aberahamo hanona
ROM.4.3	Tirama ea'ikakaumana paunai
ROM.4.3	Tirama ehore ia bero haunai
ROM.4.3	ebaona.” 
ROM.4.4	Aka hauna mai 'arana weiana hanona beruberu tabana aha'i, ia ena hau haiara 'arana. 
ROM.4.5	Hau ha aka namona a'i nibabaina, ia Tirama nihore ki'a hauna bero nibaibeni Tiramana nia'ikakaumana hauna hanona ena a'ikakauma paunai bero haunai kebaona. 
ROM.4.6	Maearima aka paunai bero a'i tea'ina ia Tirama herenai bero tea'ina haukia ekia namo 'abina neiana Davida ehinana.
ROM.4.7	“Weiakia ekia aka ki'a obokia
ROM.4.7	ehina hao mai ekia ki'a ea'i obo
ROM.4.7	haukia hanona tenamo.
ROM.4.8	Obiapaka kehore ekia ki'a
ROM.4.8	a'i ketuabi haukia hanona
ROM.4.8	tenamo.” 
ROM.4.9	Banamo neiana hanona tetarenakia haukia mo katea'ina 'ao a'i tetarenakia haukia abokiamo katea'ina? Aika aba ha'abi, “Aberahamo ena a'ikakauma paunai Tirama ehore berona ehinana.” 
ROM.4.10	Rani tabanai bero haunai ebaona? Itare wairanai 'ao murinai? Tirama Aberahamo ena bero ehina 'uaina ba tetarena. 
ROM.4.11	Aberahamo hanona a'i tetare bahana aonai ena a'ikakaumai bero ea'ina, muriai tetarena, weiana hanona a'ikakauma hoana ibatohana. Ua buonai Aberahamo hanona mai ekia a'ikakauma haukia weiakia Tirama bero haukiai ebaonakia haukia ikoikiai hamakia. 
ROM.4.12	Ba tetarenakia haukia abomo hamakia hanona Aberahamo. Ia tetarenakia haukia maikoikiai aha'i, baika hamaka Aberahamo a'i tetare bahana aonai ea'ikakauma, taearana weiana ihobonai kateka'a haukia hamakia.
ROM.4.13	'Abi'uai hanona ebaibeni Aberahamo mai 'aba'abana kipokia hanopaka maikoinai katea'ina ia 'eukia, weiana hanona rauhubu paunai a'i ebena, ia bero weiana a'ikakaumai nimai hauna paunai ebena. 
ROM.4.14	Pokina rauhubu tia'i taeana haukia 'abi'uai patea'ina ia 'eukiai peao raninai a'ikakauma hanona ena namo aha'i, 'abi'uai abomo anina aha'i. 
ROM.4.15	Rauhubu nikabena hanona Tirama ena opuere nibaramana, ia rauhubu peaha'i raninai beho atetuakia abomo pateaha'i.
ROM.4.16	Weiana buonai 'abi'uai hanona a'ikakaumai nimai baraibarai apa'uana ihobona, Aberahamo 'aba'abana ikoinai katea'ina, rauhubu tika'ai haraina haukia mo aha'i, ia Aberahamo ea'ikakauma ihobonai tia'ikakauma haukia ikoikiai herekiai. Pokina Aberahamo hanona aika ikoikai hamaka. 
ROM.4.17	Puka robenai ṉa terere aihona, “Au oi hanopaka bo'ona hamakiai nabaoni'o.” Ua buonai Aberahamo hanona aika hamaka Tirama wairanai. Aberahamo ehore Tirama weiana 'ari haukia ebamaurinakia abomo a'i terama tabakia ebaramanakia hauna ea'ikakaumana.
