GEN.1.1	Ndee jaxtnañuꞌu ja ni junkoo ñuyiu, ni saꞌa ia Dios andivi jin ñuyiu. 
JHN.7.44	Te sava de ni ka kuini de ja vi kakuiko ña de, te vi kasi ña de vekaa, su ni in de tu ni kakuiko ña.
JHN.7.45	Yun te ni ndajinokuei ndajaꞌa yun nuu ka oo tee ka kuu nijaꞌnu nuu sutu vi tee ka kuu fariseo, te ka jiñaꞌa de nuu ndajaꞌa yun:
JHN.7.45	―¿Nau ja tu ni kikuei ni jin Jesús?
JHN.7.46	Yun te ka jiñaꞌa ndajaꞌa yun:
JHN.7.46	―Ni in tee tu na ama kaꞌan nagua kaꞌan tee yaꞌa.
JHN.7.47	Yun te ka jiñaꞌa fariseo yun:
JHN.7.47	―¿A vi suni ni xndaꞌu ña tee yun jin in in ni? 
JHN.7.48	Te ¿a ndee tee ka tatnuni nuu ñuo axi ndee tee ka kuu fariseo ni ka kandija ña jin de? 
JHN.7.49	Su ñayiu ja tu ka jini nagua yoso nuu Ley, chi ni ka tau tniaꞌai nuu ia Dios ―ka jiñaꞌa de.
JHN.7.50	Yun te jiñaꞌa Nicodemo, tee ni jinkoto ña jin Jesús in jakuaa, ja suni kuu de fariseo:
JHN.7.51	―¿A xtavi kuechi ña Ley ka nevaꞌo jin in tee, nuu ja masu xtnañuꞌu ka koninio tnoꞌo kaꞌan de, te kunio nagua ni saꞌa de? ―jiñaꞌa de.
JHN.7.52	Yun te ka jiñaꞌa de:
JHN.7.52	―¿A suni tee ñuu Galilea kuu ni? Skuaꞌa guaꞌa ni nuu tutu ii, te kuni ni ja tu kee saꞌun in tee ndakani tnoꞌo ia Dios ñuu Galilea ―ka jiñaꞌa de.
JHN.7.53	[Yun te kuanoꞌokuei mamaa de veꞌe de.
JHN.8.1	Su kuaꞌan Jesús yuku nani Olivo. 
JHN.8.2	Te nuu ni tuu ndii inka kiuu, te ni ndajino ya veñuꞌu, te ndiꞌi ñayiu ñuu ni jinokuei nuu oo ya. Yun te ni junkoo ya, te ni jinkondee ya kaxtnoꞌo ya. 
JHN.8.3	Yun te ni jinokuei tee ka kaxtnoꞌo Ley vi tee ka kuu fariseo jin in ñasiꞌi ni ka nukuꞌun de saꞌa ña kuechi ñuyiu, te ni ka jani ña de maꞌñu sagua. 
JHN.8.4	Te ka jiñaꞌa de:
JHN.8.4	―Mastru, ni ka nukuꞌun san ñaꞌa yaꞌa mamaa nuu saꞌa ña kuechi ñuyiu. 
JHN.8.5	Te nuu Ley Moisés tatnuni ja vi kaꞌnio in ñaꞌa saꞌa siun jin yuu. ¿Te maa ni, naxa kaꞌan tna ni? ―ka jiñaꞌa de.
JHN.8.6	Tnoꞌo yaꞌa ka jiñaꞌa de ja ka kiꞌin vijin ña de, nagua ja kuu vi xtavi kuechi ña de. Su Jesús, chi ni chindei ya xini ya ichi nuu ñuꞌu, te tee ya nuu ñuꞌu yun jin xindaꞌa ya. 
JHN.8.7	Su ja siun ka xnuu ña de ja ka jikan tnoꞌo ña de, te ni ndanenuu ya, te jiñaꞌa ya:
JHN.8.7	―Ndee maa ni guaa tu na yika kuechi, te suu ni kokuu jaxtnañuꞌu ja kani yuu ni ña ―jiñaꞌa ya.
JHN.8.8	Te ni chindei tuku ya xini ya ichi nuu ñuꞌu, te ni tee ya inka jichi nuu ñuꞌu yun. 
JHN.8.9	Su nuu ni ka onini de tnoꞌo yaꞌa, te ni ka ndakuni de ja suni ka oo yika kuechi de, te ndi in ndi in de ni ka ndandute, ni jinkondee ndee tee nijaꞌnu ka, te vi saa vi saa ni kenta ndee tee kuechi, te ni ndoo maintnoꞌo ni ka Jesús jin ñaꞌa nukuiin sagua yun. 
JHN.8.10	Yun te ni ndanenuu Jesús, te ni in ka ñayiu tu na in oo, chi maintnoꞌo ni ka ñasiꞌi yun nukuiin, te jiñaꞌa ya:
JHN.8.10	―Kuaꞌa, ¿ndenu ka oo tee ka kaꞌan kuechi siki ni? ¿A ni in de tu ni ka kuun ña de yuu ja vi kaꞌni ña de? ―jiñaꞌa ya.
JHN.8.11	Te jiñaꞌa ña:
JHN.8.11	―Ni in de joo, vi Jitoꞌo san.
JHN.8.11	Yun te jiñaꞌa ya:
JHN.8.11	―Ni sein, ma xtavi kuechi ña san. Kuanoꞌo ni veꞌe ni, te ma saꞌa ka ni yika kuechi ―jiñaꞌa ya.] 
JHN.8.12	Yun te ni kaꞌan tuku Jesús, te jiñaꞌa ya:
JHN.8.12	―Maa san kuu ñuꞌu ja yeꞌe niꞌnu nuu ñuyiu, te na in ndikin ña jin san, te ma kokakai ñunee, chi koyeꞌe niꞌnu nui, te suu saꞌa ja kotekui nikuii nikani ―jiñaꞌa ya.
JHN.8.13	Yun te ka jiñaꞌa tee ka kuu fariseo:
JHN.8.13	―Tnoꞌo kaꞌan ni jian, chi ja jaꞌa maa ni ndakani ni, te masu tnoꞌo jiniuꞌu kuu ja ndakani ni ―ka jiñaꞌa de.
JHN.8.14	Yun te jiñaꞌa Jesús:
JHN.8.14	―Visi tnoꞌo ja jaꞌa maa san kuu ja ndakani san, su tnoꞌo ja ndakani san, chi jiniuꞌu, chi jini san ndenu vaji san vi ndenu kiꞌin san. Su maa ni, chi tu ka jini ni ndenu vaji san vi ndenu kiꞌin san. 
JHN.8.15	Maa ni, chi ka jaꞌnde ni yika kuechi ñayiu nagua ndakani ini in ñayiu ñuyiu, su sein, chi tu jaꞌnde san yika kuechi ni in ñayiu. 
JHN.8.16	Te nuu ja na ndanduku san kuechi ñayiu, su saꞌa ndaa san, chi masu maintnoꞌo maa san kuu ja jaꞌnde san kuechi, chi maa san vi Tata san, ia ni tetniuu ña jin san. 
JHN.8.17	Chi nuu Ley maa ni yoso ja nuu ja inuu ka ndakani uu testiu, te tnoꞌo ndaa kuu. 
JHN.8.18	Te nuu ja ka kaꞌan maa ni ja ndakani san tnoꞌo ja jaꞌa maa san, te suni Tata san, ia ni tetniuu ña jin san, kuu inka ia ndakani tnoꞌo ja jaꞌa san ―jiñaꞌa ya.
JHN.8.19	Yun te ka jiñaꞌa de:
JHN.8.19	―¿Ndenu oo tata ni?
JHN.8.19	Te jiñaꞌa Jesús:
JHN.8.19	―Ni maa san, tu ka jini ña ni na in kuu san, te ni Tata san, chi nuu ja na vi kuni ña ni jin san, te suni vi kuni ni Tata san.
JHN.8.20	Te tnoꞌo yaꞌa ni kaꞌan Jesús nuu oo ya nuu veñuꞌu kaꞌnu kaxtnoꞌo ya nuu oo jatnu nuu ka tnaa ñayiu xuꞌun ja ka sokoi nuu ia Dios. Te ni in ñayiu tu ni ka kakuiko ña ja kiꞌin ya vekaa, chi kuini ka ja jino kiuu ja kuu ya.
JHN.8.21	Yun te jiñaꞌa tuku Jesús inka jichi:
JHN.8.21	―Sein, chi kiꞌin san, te vi ndanduku ña ni, su vi kuu maa ni nuu yika kuechi ni, chi ma kuu kiukuei ni nuu kiꞌin san ―jiñaꞌa ya.
JHN.8.22	Yun te ka jikan tnoꞌo tnaꞌa tee ka kuu nijaꞌnu nuu ñayiu judio:
JHN.8.22	―¿A ndakaꞌni de maa de axi nau ja kaꞌan de siaꞌa: “Ma kuu kiukuei ni nuu kiꞌin san”? ―ka ndatnoꞌo tnaꞌa de.
JHN.8.23	Te jiñaꞌa ya:
JHN.8.23	―Maa ni, chi tee ka oo ndee ndiꞌi yaꞌa ka kuu ni, te sein, chi ndee sukun yun oo san. Maa ni, chi ñayiu ñuyiu yaꞌa ka kuu ni, te sein, chi masu ñayiu ñuyiu yaꞌa kuu san. 
JHN.8.24	Te yun guaa kachi san ja vi kuu maa ni nuu yika kuechi ni, chi tu ka kandija ña ni ja Maa San Kuu, te yun guaa vi kuu ni nuu yika kuechi ni ―jiñaꞌa ya.
JHN.8.25	Te ka jiñaꞌa de:
JHN.8.25	―¿Te na in kuu maa ni?
JHN.8.25	Yun te jiñaꞌa Jesús:
JHN.8.25	―Ja ni kaꞌan san ndee jaxtnañuꞌu na in kuu san. 
JHN.8.26	Te nevaꞌa kuakuaꞌa san tnoꞌo ja kaꞌan san vi ja saꞌa ndaa san kuechi in in ni, su ia ni tetniuu ña jin san, chi ia ndaa kuu ya. Te sein, chi tnoꞌo ja ni onini san nuu ya kuu tnoꞌo ja kaꞌan san nuu ñayiu ñuyiu ―jiñaꞌa ya.
JHN.8.27	Su tu ni ka jinkuiꞌnu ini ñayiu yun ja kaꞌan ya ja jaꞌa Tata Dios. 
JHN.8.28	Te jiñaꞌa ka Jesús:
JHN.8.28	―Nuu na vi ndaneꞌe sukun ni Seꞌe Teyii, yun te saa vi kuni ni ja sein, chi Maa San Kuu, te tu saꞌa san nagua kuini maa san, chi kaꞌan san nagua ni kaxtnoꞌo maa Tata san. 
JHN.8.29	Te maa ya ni tetniuu ña jin san, chi oo ya jin san, te tu xndoo maintnoꞌo ña Tata san jin san, chi siun ni saꞌa san nagua junkuaan ini ya ―jiñaꞌa ya.
JHN.8.30	Te nuu ni kaꞌan ya tnoꞌo yaꞌa, te kuaꞌa ñayiu ni ka kandija ña jin ya.
JHN.8.31	Yun te jiñaꞌa Jesús nuu ñayiu judio ja ni ka kandija ña jin ya:
JHN.8.31	―Nuu ja siun ni vi koo yutnu ni nuu tnoꞌo san, te vi kokuu ndaa kuiti ni tee ka skuaꞌa jin san. 
JHN.8.32	Te vi kuni ni tnoꞌo ndaa, te tnoꞌo ndaa yun siaa ña ja ma vi kunukuechi ka ni ―jiñaꞌa ya.
JHN.8.33	Te ka jiñaꞌa de:
JHN.8.33	―Ndikin tata Abraham ka kuu san, te tu na ama ka tenini ña ja vi kunukuechi san nuu ni in ñayiu. ¿Te nau ja kaꞌan ni ja vi siaa ña, te ma vi kunukuechi ka san? ―ka jiñaꞌa de.
JHN.8.34	Yun te jiñaꞌa Jesús:
JHN.8.34	―Kaꞌan ndandaa ndija san ja ndiꞌi ñayiu saꞌa yika kuechi, chi jinokuechi nuu yika kuechi yun. 
JHN.8.35	Te ñayiu ja jinokuechi, chi masu siun ni kendoi veꞌe jitoꞌi yun, su ndia seꞌe, chi siun ni oi veꞌe tatai. 
JHN.8.36	Su nuu ja Seꞌe ia Dios na siaa uun ña, te jandaa kuiti ja vi yaa ni, te ma vi kokunukuechi ka ni nuu yika kuechi. 
JHN.8.37	Ja jini san ja ndikin tata Abraham ka kuu ni, su ka nduku ndee ni ja vi kaꞌni ña ni jin san, chi tu ka jantaꞌu ni tnoꞌo kaꞌan san. 
JHN.8.38	Sein, chi kaꞌan san tnoꞌo ja jini san nuu Tata san, te maa ni, chi ka saꞌa ni nagua ni ka onini ni nuu tata ni ―jiñaꞌa ya.
JHN.8.39	Yun te ka jiñaꞌa tuku de:
JHN.8.39	―Tata san kuu ndi Abraham.
JHN.8.39	Te jiñaꞌa Jesús:
JHN.8.39	―Nuu ja suaꞌa te seꞌe Abraham ka kuu ni, chi vi saꞌa ni tniuu ni osaꞌa ndi Abraham. 
JHN.8.40	Su vitna te ka nduku ndee ni ja vi kaꞌni ña ni jin san, ja kuu san in tee ja kaꞌan san tnoꞌo ndaa, nagua ni onini san nuu ia Dios. Te Abraham, chi tu ni saꞌa de nagua ka saꞌa maa ni. 
JHN.8.41	Te maa ni, chi ka saꞌa ni tniuu saꞌa tata ni ―jiñaꞌa ya.
JHN.8.41	Yun te ka jiñaꞌa de:
JHN.8.41	―Masu seꞌe ndaꞌu ka kuu san, chi ka nevaꞌa san invaa tata san ja kuu ia Dios ―ka jiñaꞌa de.
JHN.8.42	Yun te jiñaꞌa Jesús:
JHN.8.42	―Nuu ja suaꞌa te Dios kuu Tata ni, chi vi kokaꞌan too ña ni jin san, chi nuu ia Dios ni kee san vaji san, te masu vaji san ja jaꞌa maa san, chi maa ya ni tetniuu ña jin san. 
JHN.8.43	¿Te nau ja tu ka jinkuiꞌnu ini ni nagua kaꞌan san? Saa, chi tu ka kuini ni vi konini ni tnoꞌo ja kaxtnoꞌo san. 
JHN.8.44	Chi tata maa ni kuu Tachi, te ka kuini ni vi saꞌa ni nagua junkuaan ini tata ni, chi in ja jaꞌni ndiyi kuu ndee jaxtnañuꞌu. Te tu oo jin tnoꞌo ndaa, chi tu na tnoꞌo ndaa oo nuu. Te nuu kaꞌan tnoꞌo ja xndaꞌu ña, te ja jaꞌa maa kaꞌan, chi jaxndaꞌu ña kuu, chi maa kuu yua ndiꞌi jaxndaꞌu ña. 
JHN.8.45	Te ndia sein, chi chia kaꞌan san tnoꞌo ndaa, te yun tu ka kandija ña ni. 
JHN.8.46	¿Axi ndee maa ni nukuꞌun yika kuechi san? Te nuu ja kaꞌan san tnoꞌo ndaa, ¿te nau ja tu ka kandija ña ni? 
JHN.8.47	Chi na in kuu Seꞌe ia Dios, te nini tnoꞌo ya ndee ini ndee anui. Su maa ni, chi masu Seꞌe ia Dios ka kuu ni, yun guaa tu ka nini ni tnoꞌo ya ―jiñaꞌa ya.
JHN.8.48	Yun te ka jiñaꞌa tee ka kuu nijaꞌnu nuu ñayiu judio:
JHN.8.48	―¿A masu inu ndija san nuu ka kaꞌan san ja in tee tnoꞌo ñuu Samaria kuu ni, te ñuꞌu ña tachi jin ni? ―ka jiñaꞌa de.
JHN.8.49	Te jiñaꞌa Jesús:
JHN.8.49	―Tu na tachi ñuꞌu ña jin san, chi suaꞌa chiñuꞌu san Tata san, te maa ni, chi saa suaꞌa ka skexiko ña ni jin san. 
JHN.8.50	Su sein, chi tu nduku san ja vi kaꞌan yiñuꞌu ñayiu jin san. Su oo inka ia ja ndiꞌni ja vi koo yiñuꞌu ñayiu nuu san, te saꞌa ndaa ya ja jaꞌa san. 
JHN.8.51	Su kaꞌan ndandaa ndija san, ja na in tavaꞌa tnoꞌo ja kaxtnoꞌo san, te ma kuu saꞌuin ―jiñaꞌa ya.
JHN.8.52	Yun te ka jiñaꞌa tee ka kuu nijaꞌnu nuu ñayiu judio:
JHN.8.52	―Vitna ndia te ka jini san ja ñuꞌu ña tachi jin ni, chi Abraham vi tee ni ka ndakani tnoꞌo ia Dios ni ka jiꞌi de, te maa ni, chi kachi ni ja na in tavaꞌa tnoꞌo ja kaxtnoꞌo ni, te ma kuu saꞌuin. 
JHN.8.53	¿Te a kaꞌnu ka ni saa nuu ndi tata velu san Abraham ja suni ni jiꞌi de nagua ni ka jiꞌi tee ni ka ndakani tnoꞌo ia Dios ndee janaꞌa? ¿Te na in kaꞌan maa ni ja kuu ni, nuu saa? ―ka jiñaꞌa de.
JHN.8.54	Te jiñaꞌa Jesús:
JHN.8.54	―Nuu ja nduku san jayiñuꞌu maa san, te tu nagua jiniuꞌu saꞌun, chi maa Tata san saꞌa ja koo jayiñuꞌu nuu san, ia ka kaꞌan maa ni ja kuu Dios ni. 
JHN.8.55	Su maa ni, chi tu ka jini ni ya, su ndia sein, chi jini san ya, te nuu ja na kaꞌan san ja tu jini san ya, te chia tnoꞌo san, na kuinio in in maa ni. Su jini san ya vi skunkuu san tnoꞌo ya. 
JHN.8.56	Su ndi tata velu ni Abraham, chi ni kusii ini de ja kuni de kiuu ja kii san. Te nuu ni jini de, te ni kusii ini de ―jiñaꞌa ya.
JHN.8.57	Yun te ka jiñaꞌa tee judio:
JHN.8.57	―Vaa vini uu xiko uxi kuia chiaꞌan ka ja koo ni, te kachi ni ja ni jini ni Abraham ―ka jiñaꞌa de.
JHN.8.58	Te jiñaꞌa Jesús:
JHN.8.58	―Kaꞌan ndandaa ndija san ja ama ka ja koo Abraham, te sein, chi ja oo san ―jiñaꞌa ya.
JHN.8.59	Yun te ni ka kundaꞌa de yuu ja vi kuun ña de, su ni tayuꞌu nuu Jesús, te ni kee ya nuu veñuꞌu yun, te vi maꞌñu sagua ñayiu yun ni yaꞌa ya kuaꞌan ya.
JHN.9.1	Yun te nuu ni yaꞌa Jesús kuaꞌan ya, te ni jini ya in tee ndesi nduchi nuu de ndee nuu ni kaku de. 
JHN.9.2	Te ni ka jikan tnoꞌo ña tee ka skuaꞌa jin ya, te ka jiñaꞌa de:
JHN.9.2	―Mastru, ¿na in ni saꞌa yika kuechi, a maa tee yaꞌa axi tata de vi nana de, ja siun kuꞌu nuu de ni kaku de? ―ka jiñaꞌa de.
JHN.9.3	Te jiñaꞌa Jesús:
JHN.9.3	―Ñaꞌa. Yaꞌa chi masu ja ni saꞌa maa de yika kuechi axi tata de vi nana de kuu, chi saa nagua ja saꞌa ia Dios in tniuu kaꞌnu jin tee yaꞌa. 
JHN.9.4	Te nini tuu ka kiuu yaꞌa, te nini kuu ja vi saꞌo tniuu ni tenuu ña ia ni tetniuu ña jin san, chi ja vaji jakuaa nuu ma kuu ka na in satniuu. 
JHN.9.5	Su nini oo ka san ñuyiu, te kuu san na kuinio ñuꞌu ja yeꞌe niꞌnu nuu ñuyiu ―jiñaꞌa ya.
JHN.9.6	Te vi siun jiñaꞌa ya, te ni jati ya teyuꞌu ya nuu ñuꞌu, te ni saꞌa ya ndeꞌi jin teyuꞌu ya, te ni skanuu ya ndeꞌi yun nduchi nuu tee kuꞌu nuu yun. 
JHN.9.7	Te jiñaꞌa ya:
JHN.9.7	―Kuaꞌan ni te ndakate ni nuu ni nuu pila ndute oo Siloé ―jiñaꞌa ya. (Te Siloé kei kaꞌan ja ni tetniuu.)
JHN.9.7	Yun te ni jaꞌan tee kuꞌu nuu yun, te ni ndakate de nuu de, te ni ndundijin. Yun te ni ndajiokuiin de. 
JHN.9.8	Yun te ñayiu ndisa yatni de vi ñayiu ni ka ojini ña jin de ja ni okuꞌu nuu de ama ka, ka kachi:
JHN.9.8	―¿A masu tee yaꞌa kuu tee ni ojinkoo nuu ichi ja ni ojikan de xuꞌun nuu ñayiu? ―ka kachi de.
JHN.9.9	Te sava de ka kachi:
JHN.9.9	―Suu de kuu.
JHN.9.9	Te sava de ka kaꞌan:
JHN.9.9	―Na tnoꞌo ja siun jito de.
JHN.9.9	Te jiñaꞌa maa de:
JHN.9.9	―Maa san kuu.
JHN.9.10	Te ka jiñaꞌa de:
JHN.9.10	―¿Naxa ni kuu ja ni ka ndundijin nduchi nuu ni?
JHN.9.11	Te jiñaꞌa de:
JHN.9.11	―Tee nani Jesús ni saꞌa de ndeꞌi, te ni skanuu de nduchi nuu san, te ni kachi de: “Kuaꞌan ni nuu pila ndute Siloé, te ndakate ni nuu ni”, kachi de. Te ni jaꞌan san ni ndakate san nuu san, te ni ndundijin nduchi nuu san ―jiñaꞌa de.
JHN.9.12	Yun te ni ka jikan tnoꞌo ña de:
JHN.9.12	―¿Te ndenu oo tee yun?
JHN.9.12	Te jiñaꞌa de:
JHN.9.12	―Tu jini san.
JHN.9.13	Te ni ka jaka de tee ni okuꞌu nuu yun, ni jinokuei jin de nuu tee ka kuu fariseo. 
JHN.9.14	Te kiuu ndatatu kuu na ni saꞌa Jesús ndeꞌi, te ni ndasaꞌa ya nduchi nuu tee ni okuꞌu nuu yun. 
JHN.9.15	Te suni inka jichi ni ka jikan tnoꞌo ña tee ka kuu fariseo naxa ni kuu ja ni ndundijin nuu de. Te jiñaꞌa de:
JHN.9.15	―Ni skanuu de ndeꞌi nduchi nuu san, te ni ndakate san, te ni kuu ndiaꞌa san ―jiñaꞌa de.
JHN.9.16	Yun te ka kachi sava tee fariseo:
JHN.9.16	―Tee yun chi masu nuu Dios vaji de, chi tu jaan ii de kiuu ndatatu ―ka kachi de.
JHN.9.16	Te sava de ka jiñaꞌa:
JHN.9.16	―¿Naxa kuu saꞌa in tee saꞌa yika kuechi in tniuu kaꞌnu yun? ―ka kachi de.
JHN.9.16	Te tu ni ka junkuaan nuu tnaꞌa ini de. 
JHN.9.17	Yun te ni ka jikan tnoꞌo tuku de nuu tee ni okuꞌu nuu yun:
JHN.9.17	―Te maa ni, ¿naxa kaꞌan ni jin tee ni ndasaꞌa nduchi nuu ni? ―ka jiñaꞌa de.
JHN.9.17	Te jiñaꞌa tee ni okuꞌu nuu yun:
JHN.9.17	―Tee ndakani tnoꞌo ia Dios kuu de.
JHN.9.18	Su tu ni ka kandija ña tee ka kuu nijaꞌnu nuu ñayiu judio yun ja ni ondesi nuu tee yun, te ni ndundijin nuu de. Yun kuu ja ni ka kana de tata vi nana tee ni okuꞌu nuu yun. 
JHN.9.19	Te ni ka jikan tnoꞌo ña de:
JHN.9.19	―¿A tee yaꞌa kuu seyii ni ja ka kaꞌan ni ja ni ondesi nuu de ni kaku de? ¿Te naxa ni kuu ja vitna te kuu ndiaꞌa de? ―ka jiñaꞌa de.
JHN.9.20	Yun te ni ka kaꞌan tata de vi nana de, te ka jiñaꞌa:
JHN.9.20	―Ka jini san ja seyii san kuu de, te ni ondesi nuu de ni kaku de. 
JHN.9.21	Su ja ni ndundijin nuu de vitna, chi tu ka jini san naxa ni kuu, te ni tu ka jini san na in ni ndakune nduchi nuu de. Su ja oo maa de kuia de, te vi kakan tnoꞌo maa ni de, te na kaꞌan maa de ―ka jiñaꞌa de.
JHN.9.22	Te tnoꞌo yun ka jiñaꞌa tata de vi nana de, chi ka yuꞌu ña de jin tee ka kuu nijaꞌnu nuu ñayiu judio, chi ja ni ka ndatnoꞌo tnaꞌa tee yun ja vi skunu ña de nuu veꞌe ii sinagoga nuu ja ndee in ñayiu na ndakuni ja Jesús kuu ia ni tetniuu Dios. 
JHN.9.23	Yun guaa ka jiñaꞌa tata de vi nana de: “Ja oo maa de kuia de, te vi kakan tnoꞌo ni maa de”. 
JHN.9.24	Yun te ni ka ndakana de tee ni okuꞌu nuu yun, te ka jiñaꞌa de:
JHN.9.24	―Kaꞌan ndaa ni jin nuu ia Dios, chi ja ka jini san ja tee yun, chi tee saꞌa yika kuechi kuu de ―ka jiñaꞌa de.
JHN.9.25	Yun te jiñaꞌa de:
JHN.9.25	―Tu jini san a tee saꞌa yika kuechi kuu de axi ñaꞌa, su ja jini san kuu ja ni okuꞌu nuu san, te vitna, chi ni ndundijin ―jiñaꞌa de.
JHN.9.26	Te ni ka jikan tnoꞌo tuku de:
JHN.9.26	―¿Nagua ni saꞌa ña de? ¿Naxa ni saꞌa de ja ni ndasaꞌa de nduchi nuu ni? ―ka jiñaꞌa de.
JHN.9.27	Te jiñaꞌa de:
JHN.9.27	―Ja ni kaꞌan san, te tu ka kuini ni ja vi konini ni, ¿te nau ja ka kuini tuku ni ja vi konini ni inka jichi? ¿A suni ka kuini ni ja vi koskuaꞌa ni jin de? ―jiñaꞌa de.
JHN.9.28	Yun te ni ka nani ña de, te ka jiñaꞌa de:
JHN.9.28	―Vaa maa ni guaa ka skuaꞌa ni jin de, su ndia sein, chi tnoꞌo Moisés ka skuaꞌa san. 
JHN.9.29	Chi ka jini san ja ni kaꞌan ia Dios jin Moisés, su ndia ja tee yaꞌa, chi ni ja tu ka jini san ndenu vaji de ―ka jiñaꞌa de.
JHN.9.30	Te jiñaꞌa tee ni okuꞌu nuu yun:
JHN.9.30	―Tu yaꞌa guaa luu ndevaꞌa kaa, ja tu ka jini maa ni ndenu vaji de, su sein, chi ni ndasaꞌa de nduchi nuu san. 
JHN.9.31	Chi ndiꞌo ka jini ja ia Dios, chi tu nini ya tnoꞌo kaꞌan in tee saꞌa yika kuechi, su nuu ja in tee yuꞌu niꞌnu ia Dios kuu de, te saꞌa de nagua kuini maa ya, te yun guaa nini ya tnoꞌo kaꞌan de. 
JHN.9.32	Chi ndee jaxtnañuꞌu nuu ni junkoo ñuyiu, tu na ama ka ni ka niꞌi tnoꞌo ja vi kaꞌan ñayiu ja ndee in tee ndasaꞌa nduchi nuu, in tee ndesi nuu de ndee nuu ni kaku de. 
JHN.9.33	Chi nuu ja masu nuu ia Dios vaji tee yaꞌa, te ma kuu nagua saꞌa saꞌun de ―jiñaꞌa de.
JHN.9.34	Yun te ka jiñaꞌa de:
JHN.9.34	―Guaa ndee nuu ni kaku ni ja oo ni jin yika kuechi, ¿te a vaji ni ja kaxtnoꞌo ni nuu in in san? ―ka jiñaꞌa de. Te ni ka skunu ña de nuu veꞌe ii sinagoga.
JHN.9.35	Te ni jini soꞌo Jesús ja ni ka skunu ña jin tee ni okuꞌu nuu yun. Te nuu ni ka nukuntnaꞌa ya jin de, te jiñaꞌa ya:
JHN.9.35	―¿A kandija ni Seꞌe ia Dios?
JHN.9.36	Te jiñaꞌa de:
JHN.9.36	―¿Na in kuu, nagua ja kandija san jin de?
JHN.9.37	Te jiñaꞌa Jesús:
JHN.9.37	―Tu vitna te ni jini ni, chi maa san kuu ja ka ndatnoꞌo jin ni ―jiñaꞌa ya.
JHN.9.38	Te ni junkuiin jiti de ja ni chiñuꞌu ña de, te jiñaꞌa de:
JHN.9.38	―Kandija ña san, vi Jitoꞌo san.
JHN.9.39	Te jiñaꞌa Jesús:
JHN.9.39	―Vaji san nuu ñuyiu yaꞌa ja kaꞌnde san kuechi ñayiu, nagua ja ñayiu tu inu ndijin nuu, te kuu vi kondiaꞌi, te ñayiu ka ndiaꞌa, te vi ndesi nduchi nui ―jiñaꞌa ya.
JHN.9.40	Yun te nuu ni ka onini sava tee ka kuu fariseo ja ka oo jin Jesús tnoꞌo ni kaꞌan ya yun, te ka jiñaꞌa de:
JHN.9.40	―¿A vi suni ndee sein inu kuaa san? ―ka jiñaꞌa de.
JHN.9.41	Te jiñaꞌa Jesús:
JHN.9.41	―Nuu ja suaꞌa te ka ndesi nduchi nuu ni, chi ma vi tavi ni yika kuechi ja ka nevaꞌa ni. Su vitna ja ka kaꞌan maa ni ja ka ndiaꞌa ni, te ka tavi kuechi ni ―jiñaꞌa ya.
JHN.10.1	Te jiñaꞌa Jesús:
JHN.10.1	―Kaꞌan ndandaa ndija san, ja na in tu kiuu ndaa yeꞌe korra ndikachi, chi saa suaꞌa jiso ndevaꞌi, ñayiu yun kuu kuiꞌna ja kindee ndevaꞌa. 
JHN.10.2	Su ndia tee jito ndikachi, chi kiuu ndaa de yeꞌe korra. 
JHN.10.3	Te tee jito korra yun, chi june de yeꞌe korra, te kiuu tee jito ndikachi yun, te kana sivi de ndi in ndi in ndikachi de. Te ka ndakuni ti tnoꞌo kaꞌan de nuu keneꞌe de ti korra ti. 
JHN.10.4	Te nuu ndiꞌi ndikachi de keneꞌe de, te kakoxnoꞌo de nuu ti kuaꞌan de, te ka ndikin ña ti jin de, chi ka naꞌa ti tnoꞌo kaꞌan de. 
JHN.10.5	Su inka tee siin, chi ma vi kondikin ña ti, chi saa suaꞌa vi kunu ti kiꞌinkuei ti, chi tu ka jini ti tnoꞌo kaꞌan inka tee yun ―jiñaꞌa ya.
JHN.10.6	Tnoꞌo jioniꞌni yaꞌa ni kaꞌan Jesús jin ñayiu, su tu ni ka junkuiꞌnu ini naxa kei tnoꞌo ni kaꞌan ya. 
JHN.10.7	Yun te ni ndajiokuiin Jesús ni kaꞌan ya, te jiñaꞌa ya:
JHN.10.7	―Kaꞌan ndandaa ndija san, ja maa san kuu na kuinio yeꞌe korra nuu ndiukuei ndikachi. 
JHN.10.8	Su ndiꞌi tee ka kaꞌan ja ni tetniuu ña ia Dios ja ni kikuei ama ka saa sein, chi ka kuu de kuiꞌna vi tee ka kindee ndevaꞌa, su tu ni ka onini ndikachi yun tnoꞌo ni ka kaꞌan de. 
JHN.10.9	Maa san kuu yeꞌe korra, te na in kiukuei nuu san, te vi kaku niꞌnui. Te vi kokui na kuinio ndikachi ja kiukuei ti vi ndekuei ti, te ka niꞌi ti ite ja ka jaa ti. 
JHN.10.10	Kuiꞌna, chi nani vaji ja suꞌu, ja kaꞌni ndiyi vi ja xnaa ñayiu ka kuu na kuinio ndikachi. Su sein, chi vaji san ja kuñaꞌa san ja vi kotekui nikuii nikani, te siun ni vi koo vii vi koo vaꞌi. 
