MAT.1.1	Ингье, Иса 
JHN.11.40	– За ваз лагьаначирни, иман ийизватӀа, Аллагьдин баркалла аквада? – лагьана Исади.
JHN.11.41	Кьейиди авай кьветӀелай къван алудна. Исади кьил виниз хкажна, лагьана:
JHN.11.41	– Шукур хьуй Ваз, 
JHN.11.42	Зи ван Ваз датӀана къведайди Заз чизва, амма и гафар За инал алай халкь патал лугьузвайбур я. Къуй абур Зун Вуна ракъурнавайдан чӀалахъ хьурай.
JHN.11.43	И гафарилай гуьгъуьниз Ада ван алаз гьарайна:
JHN.11.43	– Лазар, экъечӀ анай!
JHN.11.44	Кьейиди анай къецел экъечӀна. Адал гъилерни кӀвачер кутӀуннавай кафанар аламай, адан чинни ягълухдал кутӀуннавай. Анал алайбуруз Исади лагьана:
JHN.11.44	– Адан гъилерни кӀвачер ахъая, адавай къекъвез хьурай.
JHN.11.46	Абурукай са бязибур 
JHN.11.47	Гьа чӀавуз чӀехи 
JHN.11.47	– Чна вуч авун лазим я? А касди гзаф керемат-ишараяр къалурзава; 
JHN.11.48	Ам чна гьакӀ туртӀа, Адахъ вири халкьди иман ийида, гьаниз килигна, римвийрини атана чи Аллагьдин 
JHN.11.49	Абурукай гьа йисуз кьилин хахамдин везифа хиве авай Каяф тӀвар алай касди лагьана:
JHN.11.49	– Квез са затӀни чизвач. 
JHN.11.50	Битав са халкь рекьидалди, са кас рекьин хъсан я. Гьа и кар куь кьиле гьатзавачни бес?
JHN.11.51	И гафар Каяфади вичи вичелай лагьай гафар тушир. Ам гьа йисуз кьилин хахамвиле авайвиляй, халкь хилас авун патал Иса рекьидайдакай Ада 
JHN.11.52	Амма Иса тек са чувуд халкь патал рекьин лазим тушир. Ада дуьньядиз чкӀанвай Аллагьдин вири веледрикай Вичин кьиникьалди са халкь авунни лазим тир. 
JHN.11.53	Гьа йикъалай чувудрин кьиле авайбуру Иса яна кьин меслят авуна. 
JHN.11.54	ГьакӀ хьайила Иса мад чувудриз аквадай чкайриз хъфенач, Ам кьурумдин патав гвай Ифраим лугьудай шегьердиз фена. Ана Ам Вичин 
JHN.11.55	Чувудрин Песагь 
JHN.11.56	Гьа вахтунда чувудар Исадихъ къекъвез хьанай. Абуру Аллагьдин КӀвале сада садавай хабар кьазвай:
JHN.11.56	– Ваз чиз, Ам Песагь суварик къведани?
JHN.11.57	ЧӀехи хахамрини фарисейри, чпивай Иса кьаз жедайвал, Ам авай чкадикай чпиз хабар ая лагьана виридаз тагькимнай.
JHN.12.1	Песагь 
JHN.12.2	Ана Адаз нянин суфра ахъайна. Марта абурун кьилел-кӀвачел элкъвезвай. Адахъ галаз суфрадихъ ацукьнавайбурук Лазарни квай. 
JHN.12.3	 атирдин ни галай багьа гъери къачуна, са гирванка кьван Исадин кӀвачеривай гуьцӀна ва вичин чӀараралди Адан кӀвачер михьна. КӀвале атирдин хуш ни гьатна. 
JHN.12.4	Исадин 
JHN.12.5	– Атирдин ни галай гъери пуд виш динардихъ вучиз маса ганач? А пул кесибриз гуз жедай эхир! 
JHN.12.6	Ибур ада кесибрихъ рикӀ кузвайвиляй ваъ, вич угъри тирвиляй лагьай гафар тир: тилмизрин уртах пул хуьдай затӀ адав жедайди тир, ада мукьвал-мукьвал а пулуникай чуьнуьхдай.
JHN.12.7	– Майрам секиндиз тур, – лагьана Исади. – А гъери ада Зун сура динжардай югъ паталди хвенва. 
JHN.12.8	Кесибар датӀана квехъ гала, амма Зун – датӀана жедач.
JHN.12.10+JHN.12.11	Исадин патав атай гзаф чувудар, Лазар себеб яз, Исадихъ ийизвай 
JHN.12.12	Гуьгъуьнин юкъуз Ярусалимдиз суварик атай гзаф инсанриз аниз Исани къвезва лугьудай ван хьана. 
JHN.12.13	Абур гъилера хурмадин тарцин хилер аваз Адан вилик экъечӀна ва гьарайиз хьана:
JHN.12.13	– Гьасанна! 
JHN.12.14	Иса, жегьил лам жагъурна, гьадал акьахна. И кар 
JHN.12.16	И кар хьайи чӀавуз Адан 
JHN.12.17	Ана Исади Лазарал чан 
JHN.12.18	Исади авур керемат-ишарадин кардикай хабар хьайивиляй халкь Адан вилик экъечӀна. 
JHN.12.19	 чпи чпик лугьуз хьана:
JHN.12.19	– Аквазвани, квевай Адаз са затӀни ийиз жезвач. Дуьнья вири Гьадан гуьгъуьна гьатнава.
JHN.12.20	Икрам ийиз сувариз атанвайбурун арада 
JHN.12.21	Абуру, 
JHN.12.21	– Агъа! Чаз Иса акваз кӀанзава.
JHN.12.22	ФилипӀа, фена и гафар Эндиреяз лагьана, Эндиреяни ФилипӀа фена Исадиз хълагьна. 
JHN.12.23	Исади жаваб яз лагьана:
JHN.12.23	– Инсандин 
JHN.12.24	За квез лап рикӀивай лугьузва: къуьлуьн твар чилел аватна пуч тахьайтӀа, ам твар яз амукьда, амма ам чилел аватна терг хьайитӀа, адалай гзаф тварар арадиз къведа. 
JHN.12.25	Жуван чан кӀандайди чандикай магьрум жеда, и дуьньяда жуван чан такӀанда вичин чан эбеди 
JHN.12.26	Ни Заз къуллугъзаватӀа, гьам Зи гуьгъуьна аваз атун лазим я. Зун гьина хьайитӀа, Зи къуллугъзавайдини гьана хьун лазим я. Ни Заз къуллугъ авуртӀа, Зи 
JHN.12.27	Зи рикӀи рикӀ незва; За гьикӀ лугьун: «Буба, Зи кьилел къведайдакай Зун хуьх». Зун гьа и кар паталди атанва. 
JHN.12.28	Буба, Ви баркалла къалура!
JHN.12.28	Гьа чӀавуз цаварилай ван атана:
JHN.12.28	– За квез Зи баркалла къалурнай ва мадни къалурда.
JHN.12.29	И ван хьайи инал алай халкьди лагьана:
JHN.12.29	– Ибур цавун къукърумар я.
JHN.12.29	Муькуьбуру лагьана:
JHN.12.29	– Адахъ галаз 
JHN.12.30	Адан гьакъиндай Исади лагьана:
JHN.12.30	– Цаварилай а ван Зун патал ваъ, куьн патал атанвайди я. 
JHN.12.31	Гила и дуьньядин дуван ийидай вахт хьанва; и дуьньядал агъавалзавай бег гила-мад чукурда. 
JHN.12.32	Зун чилелай хкаж авурла, За вири Жувал желб ийида. 
JHN.12.33	И гафар лугьуналди Ада Вич гьихьтин ажалдалди рекьидатӀа къалурзавай.
JHN.12.34	Халкьди Адаз лагьана:
JHN.12.34	– Чаз 
JHN.12.35	– Са тӀимил вахтунда квехъ галаз Экв амукьда, – жаваб гана Исади. – Экв амай кьван гагьда куьн, мичӀера гьат тийидайвал, куь рехъди алад. МичӀерай физвайдаз вич гьиниз физватӀа чир жедач. 
JHN.12.36	Квекай Экуьнин веледар хьун патал Экв квехъ галаз амай кьван гагьда Экуьнихъ 
