MAT.1.1	Leꞌa bexa ndee bexa ngok usan gox polta ten Jesucristo, dub xa ras David no xa ras Abraham.
ACT.18.18	Leꞌa Pabl sianta wizh ngwaꞌyoꞌo gezh wa. Cha mlaꞌa xa be xmen Jesús sa wa, nchaꞌa xa gezh Cencrea. Cha mchizh Pabl gek na, ta nluu leꞌa xa mbinka dub ta ndab xa ndoꞌ Dios gun xa. Cha uyoꞌo xa len dub barco siꞌil no Aquila nsea Priscila, cha nchaꞌbe bexa región Siria. 
ACT.18.19	Leꞌa tol nes wa leꞌa bexa ulayaꞌ gezh Éfeso, cha mteltsaꞌa Pabl no bexa wa. Cha nchaꞌyadiꞌizh Pabl ndoꞌ bexa judio len niꞌi sa nzhealbe bexa wa. 
ACT.18.20	Leꞌa bexa wa unab ndoꞌ Pabl yoo Pabl sa wa stapla wizh, ná leꞌa Pabl lá kaꞌab. 
ACT.18.21	Cha mkaꞌan Pabl sa wa, ndab xa ndoꞌ bexa wa:
ACT.18.21	—Leꞌa naꞌ nsabndoꞌka Jerusalén itiꞌid ujest nsea ndee. Tal leꞌa Dios nlad leꞌa naꞌ syachka gal inaꞌ naꞌ bega stub biaj.
ACT.18.21	Cha uyoꞌo xa len dub barco siꞌil mkaꞌan xa Éfeso.
ACT.18.22	Leꞌa gor ulayaꞌ barco wa gezh Cesarea, cha nchaꞌa Pabl Jerusalén ndontsa inidiꞌizh xa ndoꞌ be xmen Jesús sa wa. Weꞌe cha nchaꞌa xa gezh Antioquía ten Siria. 
ACT.18.23	Leꞌa xa cha uyoꞌo dub ndeꞌep sa wa, cha nchaꞌagal xa Galacia no Frigia, ndadiꞌizhno xa be xmen Jesús, ndontsa gaꞌal kwe bexa ndoꞌ Jesús.
ACT.18.24	Leꞌa Éfeso ulayaꞌ dub xa judio nsaleaꞌ Apolos, dub xa gezh Alejandría. Leꞌa xa wa uzhebpa dub xa ndák ndadiꞌizh. No uzhebpa nchandoꞌ xa diꞌizh polta ten Dios. 
ACT.18.25	Leꞌa xa wa mtsid nes ten Jesús, no idub ncho ladna xa ndadiꞌizh xa ta wa ndoꞌ be men. Ta ugeaka ta nluu xa wa, parea nluu xa laktsa mbidiꞌizh Juan cuent ten Jesús zha ulaleaꞌ Juan be men. 
ACT.18.26	Leꞌa gezh Éfeso wa leꞌa Apolos usaxan ndadiꞌizh ndoꞌ be men len niꞌi sa nzhealbe bexa judio. Ná leꞌa gor na mbiꞌín Priscila no Aquila xteꞌe ndadiꞌizh xa wa, cha mbiꞌi bexa xa ta lid bexa. Cha mas wen mluu bexa ndoꞌ xa xteꞌe nak nes ten Dios. 
ACT.18.27	Weꞌe leꞌa Apolos nlad yaꞌ región Acaya, cha ndab be xmen Jesús gezh Éfeso wa leꞌa ta wa ta wenka. No mkeꞌa bexa dub git mbiꞌi Apolos ndoꞌ be xmen Jesús ndencho Acaya wa, ndontsa utsin gak bexa ndoꞌ Apolos. Leꞌa gor na ulayaꞌ xa Acaya, leꞌa ta ndadiꞌizh xa wa uzheꞌeb ngokno bexa na ndangea ladna Jesús wa. 
ACT.18.28	Ndab Apolos ndoꞌ bexa judio leꞌa ta ndanbeꞌe bexa wa naꞌanpa leꞌa nak, dub mod na lá gun bexa gan ikaꞌab bexa. Leꞌa xa mbidiꞌizh lak nkeaniꞌi diꞌizh ten Dios, nluu xa leꞌa Jesús leꞌaka nak Cristo, xa mtuꞌub Dios.
ACT.19.1	Leꞌa zha li ncho Apolos Corinto wa, leꞌa Pabl utid sa ndiꞌib be geꞌe ubiꞌi, cha ulayaꞌ xa gezh Éfeso. Leꞌa sa wa cha mzheꞌal xa pla be xmen Jesús. 
ACT.19.2	Cha unabdiꞌizh xa ndoꞌ bexa ndab xa:
ACT.19.2	—¿Uyoꞌo Espíritu ten Dios len ladoꞌo bega, gor na mbingea ladna bega Jesús zha?
ACT.19.2	Leꞌa bexa wa ukaꞌab ndab:
ACT.19.2	—Ni lá ndoꞌón besa ti ncho Espíritu ten Dios.
ACT.19.3	Leꞌa Pabl cha ndab:
ACT.19.3	—¿Xteꞌe utaleaꞌ bega zhaga?
ACT.19.3	Leꞌa bexa ukaꞌab ndab:
ACT.19.3	—Utaleaꞌ besa lak ulaleaꞌ Juan be men wa.
ACT.19.4	Leꞌa Pabl cha ndab:
ACT.19.4	—Leꞌa Juan ulaleaꞌ bexa na mlaꞌa be ta ugap nak bexa, no ndab Juan gungea ladna bexa xa na nsea tsoꞌo Juan wa. Leꞌa ta wa Jesús xa nak Cristo.
ACT.19.5	Leꞌa gor na mbiꞌín bexa ta wa, cha stub biaj utaleaꞌ bexa len nits, ta nluu leꞌa bexa xmenka Jesucristo. 
ACT.19.6	Cha mxoꞌob Pabl yaꞌa na gek bexa, cha no bexa uyoꞌo Espíritu ten Dios len ladoꞌo na. Cha usaxan bexa ndadiꞌizh bexa stubga diꞌizh, no ndadiꞌizh bexa sakndoꞌ Dios. 
ACT.19.7	Leꞌa bexa wa pa dub tibtop xabgiꞌi.
ACT.19.8	Leꞌa pa chon mbeꞌe be wizh sabd leꞌa Pabl ndaꞌuluu be men len niꞌi sa nzhealbe bexa judio. Ni lá nzheb Pabl ndadiꞌizhno bexa wa ná xteꞌe nibeꞌe Dios be men, ndontsa no bexa gungea ladna ta wa. 
ACT.19.9	Ná leꞌa ncho bexa wa myak ngud ladoꞌo na, ni lá kaꞌab bexa gungea ladna bexa ta ndadiꞌizh Pabl. Ndi kweaꞌ uníꞌi bexa ndoꞌ gaꞌal be men cuent ten Nes ten Cristo. Ta weꞌe leꞌa Pabl cha mteltsaꞌa bexa wa, mbiꞌi xa bexa tiꞌi mbingea ladna Jesús dub niꞌi scuel ten dub mech nsaleaꞌ Tirano. Cha itea wizh mluu Pabl bexa sa wa. 
ACT.19.10	Pa stop liꞌin li mbin Pabl gast itea bexa Asia wa mbiꞌín diꞌizh ten Jesús, bexa judio no bexa naꞌanpa xa judio.
ACT.19.11	Leꞌa Dios leꞌa msaꞌa juers mbin Pabl be uyon uzheꞌeb ndanseana be men, 
ACT.19.12	gast ncho bexa mbiꞌi bay ten Pabl no dub xab Pabl ndoꞌ bexa gizh no ndoꞌ bexa ncho mbi bxin len ladoꞌo na. Cha myakna bexa gizh wa no utoꞌo mbi bxin len ladoꞌo bexa.
ACT.19.13	Ná leꞌa ncho bexa judio ndesea gezh Éfeso no nlad kontuꞌub be mbi bxin ncho len ladoꞌo be men. Leꞌa bexa wa no mbintiꞌin leaꞌ Jesús, ndab bexa ndoꞌ be mbi bxin wa:
ACT.19.13	—Leꞌa juers ten leaꞌ Jesús na ndadiꞌizh Pabl wa, nibeꞌe naꞌ utoꞌo len ladoꞌo xa baꞌ.
ACT.19.14	Leꞌa ta wa ta ndun dub gaꞌad xin dub xa judio nsaleaꞌ Esceva, dub uleꞌay nibeꞌe. 
ACT.19.15	Ná ngol gor leꞌa dub mbi bxin wa ukaꞌab ndab ndoꞌ bexa wa:
ACT.19.15	—Naꞌ nchandoꞌ Jesús wa, no uní naꞌ ton nak Pabl. ¿Ná leꞌa bego zha, ton nak bego?
ACT.19.16	Leꞌa xabgiꞌi na ncho mbi bxin len ladoꞌo na cha usaxan udin bexa wa. Leꞌa xabgiꞌi wa ndi mbin gan ndoꞌ bexa, no mtsawiꞌi xa bexa. Leꞌa bexa naꞌantapa nak be xab na mxoꞌon bexa ta lid xabgiꞌi wa. 
ACT.19.17	Leꞌa itea bexa Éfeso wa, bexa judio no bexa naꞌanpa xa judio, leꞌa gor na mbiꞌín bexa ta wa, cha mzheb bexa, ndab bexa leꞌa leaꞌ Jesús uzhebpa ta juert nak.
ACT.19.18	No kwaꞌad bexa na tiꞌi mbingea ladna Jesús cha mbidiꞌizh ndoꞌ be xmen Jesús be ta ugap ngok bexa. 
ACT.19.19	Leꞌa kwaꞌad bexa wa bexa mbin ta bruj. Leꞌa bexa wa mbiꞌi be libr ten na, cha mtsoꞌol bexa‑yá ndoꞌ gaꞌal itea be men. Leꞌa be libr wa nsak pa dub tol gayoꞌo mil med plata. 
ACT.19.20	Li mluu Dios juers ten na, cha mas mteꞌachso diꞌizh ten Jesús, no mas kwaꞌad be men mbingea ladna ton nak Jesús.
ACT.19.21	Tsoꞌo wa leꞌa Pabl ulo ladna itid be gezh nde Macedonia no Acaya, cha ilayaꞌ xa gast Jerusalén. No mbinbeꞌe xa gor na itoꞌo xa Jerusalén wa, leꞌa xa nsabndoꞌ yaꞌ Roma. 
ACT.19.22	Cha mtuꞌub Pabl Timoteo no Erast, top bexa na ndakno xa, yaꞌ bexa Macedonia. Leꞌa Pabl cha myaꞌan steꞌep Asia wa.
ACT.19.23	Leꞌa zha weꞌe uzheꞌeb ngokloo be men Éfeso wa ke ten Nes ten Cristo. 
ACT.19.24	Uyoꞌo dub xabgiꞌi nsaleaꞌ Demetrio, xa ndandeꞌe be ta plata, be ta byux cuent latbadoꞌo ten Diana dios ten bexa. Leꞌa Demetrio wa sian med ndun gan no bexa ndunno xa tiꞌin. 
ACT.19.25	Leꞌa xa wa mchealte bexa, cha ndab xa:
ACT.19.25	—Leꞌa bego uniꞌíka leꞌa beuna tiꞌin ndeema sian med nzheal beuna. 
ACT.19.26	Ná leꞌa bega naꞌka no ndoꞌónka bega, leꞌa xa nsaleaꞌ Pabl ndadiꞌizh leꞌa be dios ndandeꞌe men, leꞌa ta wa naꞌanpa nak dios. Leꞌa kwaꞌad men ndangea ladna ta li ndab Pabl, bexa gezh Éfeso ndee no gast idub región Asia ndee. 
ACT.19.27	Leꞌa be men rages lá isiꞌita ta ndandeꞌe beuna ndee, no rages lá yankeata bexa latbadoꞌo ten dios siꞌil Diana. No gab bexa yá lá nsakta dios Diana, xa ndankea itea bexa Asia no idub ndoꞌ gizhliyo.
ACT.19.28	Leꞌa gor na mbiꞌín bexa ta wa, uzheꞌeb ngokloo bexa, cha usaxan ugeꞌ ndab bexa:
ACT.19.28	—¡Siꞌil nak dios Diana ten beuna xa Éfeso!
ACT.19.29	Weꞌe uzhebpa mxaꞌach be men idub len gezh wa. Cha usen bexa top xabgiꞌi Macedonia, bexa ndeseano Pabl. Leꞌa dub xa wa nsaleaꞌ Gayo, leꞌa stub xa wa nsaleaꞌ Aristarco. Cha mbiꞌi be men wa itop bexa gast sa nzhealbe be men gezh wa. 
ACT.19.30	Leꞌa Pabl cha nlad itoꞌo yaꞌyadiꞌizh ndoꞌ be men, ná leꞌa be xmen Jesús lá ulaꞌa. 
ACT.19.31	No ncho bexa naktiꞌin Asia wa nakga amig ten Pabl. Leꞌa bexa wa mtuꞌub dub men ngwaꞌyab ndoꞌ Pabl lá yaꞌ Pabl lat be men wa. 
ACT.19.32	Leꞌa be men wa uzhebpa níꞌibe ndoꞌ junt wa, ná leꞌa kwaꞌad bexa ni lá iniꞌí xtaꞌan li mzhealbe bexa sa wa. Ncho men ndab dub taꞌa, no ncho xa ndi stubga taꞌa xaꞌaga ndab. 
ACT.19.33	Leꞌa lat bexa wa nsoꞌ dub xa nsaleaꞌ Alejandro. Leꞌa bexa judio cha msiꞌi xa ndoꞌ be men, ndontsa gab xa leꞌa bexa judio naꞌanpa no ndap ke. Leꞌa xa wa cha uxits yaꞌa na ndontsa xe kwe be men wa. 
ACT.19.34	Ná leꞌa gor na uniꞌí be men leꞌa Alejandro xa judio, weꞌe pa dub top gor ugeꞌ ndab bexa:
ACT.19.34	—¡Siꞌil nak dios Diana ten beuna xa Éfeso!
ACT.19.35	Weꞌe leꞌa secretar ten gezh wa leꞌa mbin xe ute be men, cha ndab xa:
ACT.19.35	—Bego bexa Éfeso, itea be men ncho ndoꞌ gizhliyo uniꞌí leꞌa beuna gezh ndee nsabndoꞌka nlaꞌach latbadoꞌo ten dios siꞌil Diana, no uniꞌí bexa leꞌa geꞌ ten Diana ta ndankea beuna wa ulen gibeꞌa utoꞌo‑yá wats dios Júpiter. 
ACT.19.36	Leꞌa ta ndee iteaka men uniꞌí leꞌa‑yá ta ugeaka. Ta weꞌe xe ute bega no binbeꞌe bega xtaꞌan ndun bega. 
ACT.19.37	Leꞌa be xabgiꞌi na mbiꞌi bega ndee naꞌan xtaꞌan ndab ndoꞌ latbadoꞌo ten Diana ni lid nisi bexa dios ten beuna wa. 
ACT.19.38	Leꞌa tal Demetrio no bexa ltsaꞌa xa ndi nlad usake dub men, ndoꞌ be juez no ndoꞌ bexa naktiꞌin nsabndoꞌ usake bexa xa, leꞌa bexa wa tiꞌin weꞌe ncho. 
ACT.19.39	Ná tal leꞌa bega nlad inab stub taꞌa, sak gudiꞌizh bega‑yá ndoꞌ dub junt ko bexa naktiꞌin wa. 
ACT.19.40	Rages usake bexa beuna ke ten ta uyoꞌo nat ndee, gab bexa leꞌa beuna ndi ndakloo ndoꞌ bexa naktiꞌin. Ná leꞌa beuna lá yoo gan gab xtaꞌan ndun lndeꞌeta mxaꞌach be men ndee.
ACT.19.41	Tsoꞌo na li ndab xa ta wa, cha ndab xa yaꞌbe be men wa.
ACT.20.1	Leꞌa tsoꞌo na uleas ta li ndeyo bexa wa, leꞌa Pabl utezh be xmen Jesús ncho sa wa, cha mtenxeꞌa xa bexa dubtsa kwe bexa ndoꞌ Dios. Cha udiꞌid Pabl bexa, ndab Pabl:
ACT.20.1	—Nzheal beuna stub wizh.
ACT.20.1	Cha nchaꞌa Pabl Macedonia. 
ACT.20.2	Leꞌa be gezh nde Macedonia wa, sian taꞌa mbidiꞌizh Pabl ndoꞌ be xmen Jesús, mtenxeꞌa xa bexa wa. Cha nchaꞌa Pabl región Grecia. 
ACT.20.3	Leꞌa sa wa uyoꞌo xa chon mbeꞌe, cha ngol gor na ndiꞌizh yoo xa len dub barco siꞌil nchaꞌa Siria, weꞌe mbiꞌínla xa leꞌa ncho bexa judio ndadiꞌizh gut xa. Ta weꞌe lá nga xa len barco wa, ndi myach xa useandats xa, mtidgal xa Macedonia. 
ACT.20.4	Cha pla xabgiꞌi nchaꞌano xa gast Asia. Leꞌa ta wa Sópater xa gezh Berea, no Aristarco nsea Segundo top bexa Tesalónica, no Gayo xa gezh Derbe, no Timoteo, no Tíquico nsea Trófimo top bexa Asia. 
ACT.20.5	Leꞌa bexa wa cha mnedbe ndoꞌ besa, cha ndenkeaꞌla bexa besa gezh Troas ten Asia. 
ACT.20.6	Tsoꞌo na utidtsa be wizh ujest ndaw bexa judio pan lá ndoch levadur, cha mtoꞌo besa gezh Filipos len barco. Leꞌa ngol sgaꞌay wizh leꞌa besa ulayaꞌ Troas, sa ndela bexa mned ndoꞌ besa. Leꞌa sa wa uyoꞌo besa dub gaꞌad wizh.
ACT.20.7	Ngol wizh ned ten sman, mzhealbe besa nak xmen Jesús junt gaw xcheꞌe besa. Leꞌa Pabl ndiꞌizh ikaꞌanka sa wa gat xeꞌa wa, ta weꞌe usaxan xa nluu xa besa, cha kwen mbidiꞌizh xa gast utol teꞌal. 
ACT.20.8	Leꞌa cuart nde gaꞌap wa sa na mzhealbe besa sian xeꞌa aceit ndiꞌib. 
ACT.20.9	Leꞌa dub xa ben nsaleaꞌ Eutico nsob toꞌo ventan piso yon wa. Ndalen li kwen mbidiꞌizh Pabl, leꞌa Eutico uzhebpa nyoꞌo xkaꞌal na, cha ngwadgats xa. Cha ubixte xa ulayat xa gast ndoꞌ yo. Cha uxax ngwaꞌixiste bexa xa, ná leꞌa xa ngutla. 
ACT.20.10	Weꞌe leꞌa Pabl ulaꞌ, cha mxoꞌob xa yaꞌa xa tsoꞌo Eutico, cha udiꞌid xa xa wa. Cha ndab xa ndoꞌ bexa nde sa wa:
ACT.20.10	—Lá izheb bega, leꞌa xa ndee nbanka.
ACT.20.11	Leꞌa Pabl cha mkeagal leꞌaka sa wa. Cha uleꞌa xa pan, cha udawno xa besa. Weꞌe mbidiꞌizhgal xa gast ngot xeꞌa, cha nchaꞌa xa. 
ACT.20.12	Leꞌa Eutico wa nban myoꞌo bexa, uzhebpa mten ladna bexa.
ACT.20.13	Leꞌa Pabl nlad yaꞌndats gast gezh Asón, cha sa weꞌe yoꞌo xa len barco. Ta weꞌe leꞌa besa cha uyoꞌo len dub barco siꞌil nchaꞌa Asón, cha uyonkeaꞌ besa mlen Pabl sa wa. 
ACT.20.14	Weꞌe mzheꞌal besa Pabl Asón wa, cha uyoꞌo besa len barco wa no Pabl, nchaꞌbe besa gezh Mitilene. 
ACT.20.15	Ngol stubtsa wizh utoꞌo besa sa wa, utid besa gax isla Quío, cha ulayaꞌ besa isla Samos stubga wizh. Cha utoꞌo besa Samos, cha ulayaꞌ besa gezh Trogilio, cha uyoꞌo besa dub teꞌal sa wa. Ngol stubga wizh ulayaꞌ besa gezh Mileto. 
ACT.20.16	Leꞌa Pabl ngen ladna yaꞌ Jerusalén, ndontsa naga syoꞌo gan no xa ncho sa wa gal ujest Pentecostés. Ta weꞌe lá nga besa gezh Éfeso, leꞌa Pabl lá nlad kwen yaꞌyoꞌo Asia wa.
ACT.20.17	Leꞌa zha ndencho besa Mileto wa, leꞌa Pabl ndi mtuꞌub dub xa yaꞌ gezh Éfeso, ndab xa ndoꞌ bexa nchansu be xmen Jesús sa wa giꞌid bexa Mileto. 
ACT.20.18	Leꞌa gor na ulansea bexa wa, leꞌa Pabl cha ndab ndoꞌ bexa:
ACT.20.18	—Bego uniꞌíka xteꞌe mbin naꞌ idub zha uyoꞌo naꞌ lat bega, gast zha ndon ned ngwal naꞌ Asia no gast nat. 
ACT.20.19	Idub tiemp ndun naꞌ tiꞌin ten Dios, ni lá yoo naꞌ lat bega cuent dub xa nsak. No sian biaj utoꞌo nitsndoꞌ naꞌ tant sian gealkweaꞌ utiꞌid naꞌ, ta mbinno bexa judio naꞌ. 
ACT.20.20	Parea leꞌa naꞌ naꞌanpa ula ndi mbidiꞌizhka naꞌ ndoꞌ bega ta nkiꞌin bega, no mluu naꞌ bega sa na nzhealbe bega no kadga ta lid bega. 
ACT.20.21	Mbidiꞌizh naꞌ ndoꞌ bexa judio no ndoꞌ bexa naꞌanpa xa judio, ulaꞌa bexa be ta ugap nak bexa, cha yach bexa wats Dios, cha gungea ladna bexa Jesús Xa Nibeꞌe. 
ACT.20.22	Nat leꞌa naꞌ nda Jerusalén lak nibeꞌe Espíritu ten Dios, parea leꞌa naꞌ ni lá iní xtaꞌan itiꞌid naꞌ sa wa. 
ACT.20.23	Ta na unítsa naꞌ leꞌa itea gezh na nda naꞌ leꞌa Espíritu ten Dios ndab ndoꞌ naꞌ leꞌa be men ukeꞌa naꞌ litgiꞌib no sian gealkweaꞌ itiꞌid naꞌ. 
ACT.20.24	Parea naꞌanpa nlach naꞌ ta wa, leꞌa guniꞌi xtaꞌan gunno bexa naꞌ, leꞌa naꞌ nten ladna usandoꞌ naꞌ tiꞌin msaꞌa Jesús gun naꞌ, ta na ndadiꞌizh naꞌ diꞌizh wen ten Dios ná xteꞌe uzheꞌeb utsin ndanno Dios be men.
ACT.20.25	’Yá mbidiꞌizh naꞌ ndoꞌ bega xteꞌe nibeꞌe Dios be men, parea nat leꞌa naꞌ uní leꞌa ni dub bega yá naꞌantapa iniꞌí naꞌ. 
ACT.20.26	No gáp naꞌ nat leꞌa tal ton dub bega xa Éfeso lá ndangea ladna Jesús, naꞌanpa ke ten naꞌ ta wa, 
ACT.20.27	leꞌa naꞌ mbidiꞌizh ndoꞌ bega itea be ta nlad Dios iniꞌí bega. 
ACT.20.28	Nat ndee list bin bega no blaꞌach bega itea be xmen Jesús gezh Éfeso wa, lak mti Espíritu ten Dios bega gun bega, leꞌa Jesús usiꞌi bexa wa ten ten xa. 
ACT.20.29	Leꞌa naꞌ uní leꞌa tsoꞌo na ikan naꞌ sa ndee, weꞌe ilen pla be men lat bega, bexa nlad gungea ladna bega stub diꞌizh xaꞌaga. Leꞌa bexa wa nak cuent dub mbee ugiꞌi nlad gut be borreg. 
ACT.20.30	No leꞌaka lat bega itoꞌo be xabgiꞌi gudiꞌizh ta lid leꞌa nak, ndontsa isankea be xmen Jesús tsoꞌo bexa. 
ACT.20.31	Ta weꞌe list ute bega, no lá yalad bega xteꞌe mtenxeꞌa naꞌ bega idub chon liꞌin teꞌal tezhea, no nyuꞌno lad naꞌ kadga dub bega.
ACT.20.32	’Nat ndoꞌ yaꞌa Dios ula naꞌ bega, ulaꞌach Dios bega lak ndab diꞌizh ten xa. Leꞌa diꞌizh wa gun gan mas igeꞌ ladna bega Dios, no ikaꞌa bega ta wen nsaꞌa Dios ndoꞌ itea be xmen xa. 
ACT.20.33	No nunk lá isaꞌab lad naꞌ ndoꞌ med ten bega no ni xab bega. 
ACT.20.34	Leꞌa bego uniꞌíka xteꞌeta ndi mbin naꞌ tiꞌin, ndontsa isiꞌi naꞌ be ta nkiꞌin naꞌ no be ta nkiꞌin bexa ukeseano naꞌ. 
ACT.20.35	Li mluu naꞌ ndoꞌ bega xteꞌe nsabndoꞌ gun bega tiꞌin, ndontsa gakno beuna bexa uban nak. Btseꞌa ladna bega ta ndab Jesús: “Mas iten ladna xa nsaꞌa taꞌa, ndoꞌ lak iten ladna xa nkaꞌa taꞌa.”
ACT.20.36	Leꞌa gor na mtayadiꞌizh Pabl ta wa, cha msaxib xa no itea bexa, cha unab xa ulaꞌach Dios bexa. 
ACT.20.37	Weꞌe cha uzhebpa mbiꞌin itea bexa. Cha udiꞌid bexa gen Pabl, cha udaw bexa chit ndoꞌ Pabl. 
ACT.20.38	Uzhebpa uban myoꞌo ladna bexa, geal leꞌa Pabl ndab yá naꞌantapa iniꞌí bexa Pabl. Cha nchaꞌano bexa Pabl gast sa nde barco.
ACT.21.1	Leꞌa gor na mlaꞌa besa bexa Éfeso wa, cha nchaꞌa besa isla Cos len barco wa. Ngot xeꞌa cha utoꞌo besa sa wa, cha nchaꞌa besa isla Rodas, cha ulayaꞌ besa gezh Pátara. 
ACT.21.2	Leꞌa Pátara wa mzheal besa stub barco nchaꞌa Fenicia. Cha uyoꞌo besa len ta wa, cha nchaꞌa besa. 
ACT.21.3	Ngol gor nchaꞌtid barco wa gax isla Chipre leꞌa ta wa nde lad raves. Cha ulayaꞌ besa gast gezh Tiro ten Siria. Leꞌa barco wa sian taꞌa uxeꞌe bexa ndoꞌ na gezh wa. 
ACT.21.4	Leꞌa sa wa mzheal besa pla be xmen Jesús, cha uyoꞌo besa lat bexa wa dub gaꞌad wizh. Leꞌa Espíritu ten Dios ndabla ndoꞌ bexa wa xtaꞌan yasea Pabl Jerusalén, ta weꞌe ndab bexa ndoꞌ Pabl lá yaꞌ xa sa wa. 
ACT.21.5	Leꞌa zha ngwaꞌa gaꞌad wizh wa cha utoꞌo besa sa wa. Leꞌa be xabgiꞌi wa no be xagots ten xa no be xmeꞌed xa gast toꞌo nitsdoꞌo ngwaꞌno besa. Cha msaxib itea besa ndoꞌ yux, mbidiꞌizh besa ndoꞌ Dios. 
ACT.21.6	Cha udiꞌid besa bexa, cha uyoꞌo besa len barco wa. Leꞌa bexa wa cha nseaꞌbe ta lid na.
ACT.21.7	Weꞌe utoꞌo besa Tiro, cha ulayaꞌ besa gezh Tolemaida. Leꞌa sa wa ngwaꞌinidiꞌizh besa ndoꞌ be xmen Jesús, no uyoꞌo besa dub wizh lat bexa wa. 
ACT.21.8	Ngot xeꞌa wa cha nchaꞌa besa gezh Cesarea len barco wa. Leꞌa sa wa cha ngwaꞌ besa ta lid Julip, cha weꞌetsa uyoꞌo besa. Leꞌa Julip wa dub xa no ndadiꞌizh diꞌizh wen ten Dios ndoꞌ be men, no nak xa dub gaꞌad bexa na mti be apostol Jerusalén wa. 
ACT.21.9	Leꞌa xa wa ndap dap xingots na, bexa nab. Leꞌa bexa wa ndadiꞌizh sakndoꞌ Dios. 
ACT.21.10	Leꞌa zha na nchola besa Cesarea pla wizh, cha ulansea dub xabgiꞌi nsaleaꞌ Ágabo, xa utoꞌo Judea, dub xa noga ndadiꞌizh sakndoꞌ Dios. 
ACT.21.11	Leꞌa gor ulen xa wats besa, cha uloꞌo xa sinch nde len Pabl, cha mxi xa‑yá yaꞌaxoꞌoka xa no yaꞌa xa, cha ndab xa:
ACT.21.11	—Leꞌa Espíritu ten Dios ndab leꞌa bexa judio bexa ndencho Jerusalén lndeꞌe gunno xa ten sinch ndee. Cha yun bexa cuent xa ndoꞌ yaꞌa bexa naꞌanpa xa judio.
ACT.21.12	Leꞌa gor na mbiꞌín besa ta wa, leꞌa besa no bexa Cesarea cha uyoꞌo rueg ndab ndoꞌ Pabl lá yaꞌ Pabl Jerusalén. 
ACT.21.13	Ná leꞌa Pabl ukaꞌab ndab:
ACT.21.13	—¿Xtaꞌan lbaꞌa ndoꞌonno bega naꞌ zha, ta ndun uban nyoo lad naꞌ? Tal leꞌa Jesús nlad, leꞌa naꞌ gaaka Jerusalén, guniꞌi tal be men uxi naꞌ natal gut bexa naꞌ.
ACT.21.14	Leꞌa besa lá ngun gan lá yaꞌ Pabl Jerusalén. Ta weꞌe mlaꞌa besa, ndab besa:
ACT.21.14	—Gakka‑yá lak nlad Dios Xa Nibeꞌe.
ACT.21.15	Ngol tsoꞌo wa, cha msaxkwaꞌa besa be ta goꞌo besa, cha nchaꞌbe besa Jerusalén. 
ACT.21.16	Leꞌa pla bexa Cesarea, bexa no nak xmen Jesús, no ngwaꞌno besa Jerusalén. Leꞌa lat bexa wa ncho dub xa nsaleaꞌ Mnasón xa isla Chipre, dub xa pol‑lata mbingea ladna Jesús. Leꞌa xa wa msaꞌa ta lid na uyoꞌo besa Jerusalén wa.
ACT.21.17	Leꞌa gor ulayaꞌ besa Jerusalén, leꞌa be xmen Jesús ncho sa wa uzhebpa mten ladnabe. 
ACT.21.18	Leꞌa ngol stubtsa wizh, leꞌa Pabl no iteata besa ngwaꞌinaꞌ Jacob. Leꞌa sa wa ndebe itea bexa nchansu be xmen Jesús Jerusalén. 
ACT.21.19	Leꞌa Pabl unidiꞌizh ndoꞌ bexa, cha usaxan Pabl ndon xkwaꞌa mbidiꞌizh xa xteꞌe mbintiꞌin Dios Pabl lat bexa naꞌanpa xa judio. 
ACT.21.20	Leꞌa gor na mbiꞌín bexa ta li ndab Pabl wa, cha ndab bexa leꞌa Dios uzheꞌeb dub Dios siꞌil. Cha ndab bexa ndoꞌ Pabl:
ACT.21.20	—Pabl, leꞌa go uniꞌíka leꞌa sian mil men judio ndangea ladna Jesús. Leꞌa itea bexa wa ndab nsabndoꞌka yankea bexa ley mkeꞌa Moisés. 
ACT.21.21	Parea mbiꞌín bexa leꞌa go nluu bexa judio ndencho lat bexa naꞌanpa bexa judio, ndab go lá yankeata bexa ley mkeꞌa Moisés wa. Ndab bexa leꞌa go nluu yá lá kota bexa beꞌe be meꞌed bgiꞌi, no yá lá yankeata bexa be costumbr ten beuna bexa judio. 
ACT.21.22	¿Nat zha xteꞌe gun beuna ndontsa iniꞌí bexa leꞌa go naꞌanpa li uluu ta wa? Leꞌa bexa soꞌónka leꞌa go nseaꞌla, cha syakjuntka kwaꞌadpa bexa wa. 
ACT.21.23	Nat bin go ta gab besa ndee: Leꞌa lat besa ndee ncho dap xabgiꞌi nsabndoꞌ gun cumplir dub ta ndabla bexa ndoꞌ Dios gun bexa. 
ACT.21.24	Nat waꞌno ga bexa ta niꞌi ten Dios, cha bin bega ta utsambiꞌi len ladoꞌo bega ndoꞌ Dios. No utix bega be xnab usaꞌa bexa ndontsa uchizh bexa gek bexa, ta na nluu leꞌa bexa mbinka ta ndab bexa ndoꞌ Dios. Weꞌe leꞌa itea be men iniꞌí leꞌa ta mbidiꞌizh be men cuent ten go wa naꞌanpa ta ugea. Ndi iniꞌí bexa leꞌa go ndankeaka ley wa.
