GEN.1.1	Hapo mwanzo, Mungu aliumba mbingu na dunia.
PRO.23.15	Mwanangu, moyo wako ukiwa wenye busara,
PRO.23.15	moyo wangu pia utakuwa wenye furaha.
PRO.23.16	Moyo wangu utashangilia,
PRO.23.16	mdomo wako utakaposema maneno yaliyo sawa.
PRO.23.17	Moyo wako usiwaonee wivu wenye dhambi,
PRO.23.17	ila endelea kumcha Mwenyezi-Mungu siku zote.
PRO.23.18	Hakika kuna kesho ya milele,
PRO.23.18	na tumaini lako halitakuwa bure.
PRO.23.19	Sikia mwanangu, uwe na hekima;
PRO.23.19	fikiria sana jinsi unavyoishi.
PRO.23.20	Usiwe mmoja wa walevi wa divai,
PRO.23.20	wala walafi wenye kupenda nyama,
PRO.23.21	maana walevi na walafi wataishia kuwa maskini,
PRO.23.21	anayetumia siku yake kusinzia atavaa matambara.
PRO.23.22	Msikilize baba yako aliyekuzaa,
PRO.23.22	wala usimdharau mama yako akizeeka.
PRO.23.23	Nunua ukweli, wala usiuuze;
PRO.23.23	nunua hekima, mafunzo na busara.
PRO.23.24	Baba wa mtoto mwadilifu atajaa furaha;
PRO.23.24	anayemzaa mtoto mwenye hekima atamfurahia.
PRO.23.25	Wafurahishe baba na mama yako;
PRO.23.25	mama aliyekuzaa na afurahi.
PRO.23.26	Mwanangu, nisikilize kwa makini,
PRO.23.26	shikilia mwenendo wa maisha yangu.
PRO.23.27	Malaya ni shimo refu la kutega watu;
PRO.23.27	mwanamke mgeni ni kama kisima chembamba.
PRO.23.28	Yeye hunyemelea kama mnyanganyi,
PRO.23.28	husababisha wanaume wengi kukosa uaminifu.
PRO.23.29	Ni nani wapigao yowe?
PRO.23.29	Ni nani wenye huzuni?
PRO.23.29	Ni nani wenye ugomvi?
PRO.23.29	Ni nani walalamikao?
PRO.23.29	Ni nani wenye majeraha bila sababu?
PRO.23.29	Ni nani wenye macho mekundu?
PRO.23.30	Ni wale ambao hawabanduki penye divai,
PRO.23.30	wale wakaao chonjo kuonja divai iliyokolezwa.
PRO.23.31	Usiitamani divai hata kwa wekundu wake,
PRO.23.31	hata kama inametameta katika bilauri,
PRO.23.31	na kushuka taratibu unapoinywa.
PRO.23.32	Mwishowe huuma kama nyoka;
PRO.23.32	huchoma kama nyoka mwenye sumu.
PRO.23.33	Macho yako yataona mauzauza,
PRO.23.33	moyo wako utatoa mambo yaliyopotoka.
PRO.23.34	Utakuwa kama mtu alalaye katikati ya bahari,
PRO.23.34	kama mtu alalaye juu ya mlingoti wa meli.
PRO.23.35	Utasema, “Walinichapa, lakini sikuumia;
PRO.23.35	walinipiga, lakini sina habari.
PRO.23.35	Nitaamka lini?
PRO.23.35	Ngoja nitafute kinywaji kingine!”
PRO.24.1	Usiwaonee wivu watu waovu,
PRO.24.1	wala usitamani kuwa pamoja nao,
PRO.24.2	maana fikira zao zote ni juu ya ukatili,
PRO.24.2	hamna jema lolote litokalo midomoni mwao.
PRO.24.3	Nyumba hujengwa kwa hekima,
PRO.24.3	na kuimarishwa kwa busara.
PRO.24.4	Kwa maarifa vyumba vyake hujazwa
PRO.24.4	vitu vya thamani na vya kupendeza.
PRO.24.5	Kuwa na hekima ni bora kuliko kuwa na nguvu,
PRO.24.5	naam, maarifa ni bora kuliko nguvu.
PRO.24.6	Maana kwa mwongozo mzuri waweza kupigana vita,
PRO.24.6	na kwa washauri wengi ushindi hupatikana.
PRO.24.7	Kwa mpumbavu hekima ni ngumu kuielewa;
PRO.24.7	penye mkutano wa mashauri hafungui mdomo.
PRO.24.8	Afikiriaye kutenda maovu daima
PRO.24.8	ataitwa mtu mwenye fitina.
PRO.24.9	Mpango anaofikiria mpumbavu ni dhambi;
PRO.24.9	mwenye dharau huchukiwa na kila mtu.
PRO.24.10	Ukifa moyo wakati wa shida,
PRO.24.10	basi wewe ni dhaifu kweli.
PRO.24.11	Mwokoe mtu anayechukuliwa kuuawa bure;
PRO.24.11	usisite kumwokoa anayeuawa bila hatia.
PRO.24.12	Usiseme baadaye: “Hatukujua!”
PRO.24.12	Maana Mungu apimaye mioyo ya watu huona;
PRO.24.12	yeye atakulipa kulingana na matendo yako!
PRO.24.13	Mwanangu, ule asali maana ni nzuri;
PRO.24.13	sega la asali ni tamu mdomoni.
PRO.24.14	Ndivyo ilivyo hekima nafsini mwako;
PRO.24.14	ukiipata utakuwa na matazamio mema,
PRO.24.14	wala tumaini lako halitakuwa la bure.
PRO.24.15	Usivizie kama mwovu kushambulia makao ya mtu mwema,
PRO.24.15	wala usijaribu kuiharibu nyumba yake,
PRO.24.16	maana mtu mwema huanguka mara nyingi lakini huinuka,
PRO.24.16	lakini mtu mwovu huangamizwa na janga.
PRO.24.17	Usishangilie kuanguka kwa adui yako;
PRO.24.17	usifurahie moyoni mwako kujikwaa kwake,
PRO.24.18	maana Mwenyezi-Mungu aonaye hayo hatapendezwa;
PRO.24.18	huenda akaacha kumwadhibu.
PRO.24.19	Usihangaike kwa sababu ya watenda mabaya,
PRO.24.19	wala usiwaonee wivu watu waovu,
PRO.24.20	maana mwovu hatakuwa na mema baadaye;
PRO.24.20	taa ya uhai wake itazimwa.
PRO.24.21	Mwanangu, umche Mwenyezi-Mungu na kumheshimu mfalme,
PRO.24.21	wala usishirikiane na wale wasio na msimamo,
PRO.24.22	maana maangamizi yao huwapata ghafla.
PRO.24.22	Hakuna ajuaye maafa watakayozusha.
PRO.24.23	Ifuatayo pia ni misemo ya wenye hekima:
PRO.24.23	Kupendelea watu katika hukumu si vizuri.
PRO.24.24	Anayemwachilia mtu mwenye hatia,
PRO.24.24	hulaaniwa na watu na kuchukiwa na mataifa.
PRO.24.25	Lakini wanaowaadhibu waovu watapata furaha,
PRO.24.25	na baraka njema zitawajia.
PRO.24.26	Jibu lililo la haki,
PRO.24.26	ni kama busu la rafiki.
PRO.24.27	Kwanza fanya kazi zako nje,
PRO.24.27	tayarisha kila kitu shambani,
PRO.24.27	kisha jenga nyumba yako.
PRO.24.28	Usishuhudie bure dhidi ya jirani yako,
PRO.24.28	wala usiseme uongo juu yake.
PRO.24.29	Usiseme, “Nitamtenda kama alivyonitenda!
PRO.24.29	Ni lazima nilipize kisasi!”
PRO.24.30	Nilipitia karibu na shamba la mvivu;
PRO.24.30	shamba la mzabibu la mtu mpumbavu.
PRO.24.31	Nilishangaa kuona limemea miiba,
PRO.24.31	magugu yamefunika eneo lake lote,
PRO.24.31	na ukuta wake wa mawe umebomoka.
PRO.24.32	Nilitazama, nikawaza,
PRO.24.32	mwishowe nikapata funzo:
PRO.24.33	Kunja mikono yako tu upumzike!
PRO.24.34	Lakini kumbuka kwamba uwapo usingizini,
PRO.24.34	umaskini utakuvamia kama mnyanganyi,
PRO.24.34	ufukara kama mtu mwenye silaha.
PRO.25.1	Hizi nazo ni methali nyingine za mfalme Solomoni walizonakili watu wa Hezekia, mfalme wa Yuda.
PRO.25.2	Mungu hutukuzwa kwa kuficha mambo,
PRO.25.2	lakini mfalme hutukuzwa kwa yale anayoeleza.
PRO.25.3	Kama zilivyo mbali mbingu na kirefu kina cha ardhi
PRO.25.3	ndivyo zisivyochunguzika akili za mfalme.
PRO.25.4	Toa takataka katika fedha,
PRO.25.4	na mhunzi atakutengenezea chombo kizuri.
PRO.25.5	Waondoe waovu mbele ya mfalme,
PRO.25.5	na utawala wake utaimarika katika haki.
PRO.25.6	Usijipendekeze kwa mfalme,
PRO.25.6	wala usijifanye mtu mkubwa,
PRO.25.7	maana ni heri kuambiwa, “Njoo huku mbele”,
PRO.25.7	kuliko kuporomoshwa mbele ya mkuu.
PRO.25.7	Mambo uliyoyaona kwa macho yako,
PRO.25.8	usiharakishe kuyapeleka mahakamani;
PRO.25.8	maana utafanya nini hapo baadaye,
PRO.25.8	shahidi mwingine akibatilisha hayo usemayo?
PRO.25.9	Suluhisha ugomvi na mwenzako peke yake,
PRO.25.9	na kila mmoja wenu asitoe siri ya mwenzake;
PRO.25.10	watu wasije wakajua kuna siri,
PRO.25.10	ukajiharibia jina lako daima.
PRO.25.11	Neno lisemwalo wakati unaofaa,
PRO.25.11	ni kama nakshi za dhahabu juu ya madini ya fedha.
PRO.25.12	Onyo la mwenye hekima kwa mtu msikivu,
PRO.25.12	ni bora kuliko pete au vito vya dhahabu safi.
PRO.25.13	Mjumbe mwaminifu humfurahisha yule aliyemtuma,
PRO.25.13	kama maji baridi wakati wa joto la mavuno.
PRO.25.14	Kama vile mawingu na upepo bila mvua,
PRO.25.14	ndivyo alivyo mtu anayejigamba kutoa zawadi asiitoe.
PRO.25.15	Kwa uvumilivu mtawala huweza kushawishika;
PRO.25.15	ulimi laini huvunja mifupa.
PRO.25.16	Upatapo asali kula kiasi cha kukutosha,
PRO.25.16	usije ukaikinai na kuitapika.
PRO.25.17	Usimtembelee jirani yako mara kwa mara,
PRO.25.17	usije ukamchosha naye akakuchukia.
PRO.25.18	Mtu atoaye ushahidi wa uongo dhidi ya mwenziwe,
PRO.25.18	ni hatari kama rungu, upanga au mshale mkali.
PRO.25.19	Kumtegemea mtu asiyeaminika wakati wa taabu,
PRO.25.19	ni kama jino bovu au mguu ulioteguka.
PRO.25.20	Kumwimbia mtu mwenye huzuni,
PRO.25.20	ni kama kuvua nguo wakati wa baridi,
PRO.25.20	au kutia siki katika kidonda.
PRO.25.21	Adui yako akiwa na njaa, mpe chakula;
PRO.25.21	akiwa na kiu, mpe maji ya kunywa.
PRO.25.22	Hivyo utafanya apate aibu kali,
PRO.25.22	kama makaa ya moto kichwani pake,
PRO.25.22	naye Mwenyezi-Mungu atakutuza.
PRO.25.23	Upepo wa kusi huleta mvua,
PRO.25.23	hali kadhalika masengenyo huleta chuki.
PRO.25.24	Afadhali kuishi pembeni juu ya paa,
PRO.25.24	kuliko kuishi nyumbani pamoja na mwanamke mgomvi.
PRO.25.25	Kama vile maji baridi kwa mwenye kiu,
PRO.25.25	ndivyo habari njema kutoka mbali.
PRO.25.26	Mwadilifu akubaliye kufuata mambo ya mwovu,
PRO.25.26	ni chemchemi iliyochafuliwa au kisima kilichotibuliwa.
PRO.25.27	Si vizuri kula asali nyingi mno;
PRO.25.27	kadhalika haifai kujipendekeza mno.
PRO.25.28	Mtu asiyeweza kuzuia hasira yake,
PRO.25.28	ni kama mji usio na ulinzi unaposhambuliwa.
PRO.26.1	Heshima apewayo mpumbavu haimfai;
PRO.26.1	ni kama theluji ya kiangazi,
PRO.26.1	au mvua ya wakati wa mavuno.
PRO.26.2	Kama shomoro au mbayuwayu wasiotua,
PRO.26.2	kadhalika laana asiyostahili mtu haimtui.
PRO.26.3	Mjeledi kwa farasi, lijamu kwa punda,
PRO.26.3	na fimbo kwa mgongo wa mpumbavu.
PRO.26.4	Usimjibu mpumbavu kipumbavu,
PRO.26.4	usije ukafanana naye.
PRO.26.5	Mjibu mpumbavu kama ustahilivyo upumbavu wake,
PRO.26.5	asije akajiona kuwa mwenye hekima zaidi.
PRO.26.6	Kumtuma mpumbavu ujumbe,
PRO.26.6	ni kama kujikata miguu au kujitafutia shida.
PRO.26.7	Methali mdomoni mwa mpumbavu,
PRO.26.7	ni kama miguu ya kiwete inayoninginia.
PRO.26.8	Kumpa mpumbavu heshima,
PRO.26.8	ni kama kufunga jiwe kwenye kombeo.
PRO.26.9	Mpumbavu anayejaribu kutumia methali,
PRO.26.9	ni kama mlevi anayejaribu kungoa mwiba mkononi.
PRO.26.10	Mtu amwajiriye mpumbavu au mlevi,
PRO.26.10	ni kama mpiga upinde anayejeruhi kila mtu.
PRO.26.11	Mpumbavu anayerudiarudia upumbavu wake,
PRO.26.11	ni kama mbwa anayekula matapishi yake.
PRO.26.12	Wamwona mtu ajionaye kuwa mwenye hekima?
PRO.26.12	Nakuambia mpumbavu ni nafuu kuliko huyo.
PRO.26.13	Mvivu husema: “Huko nje kuna simba;
PRO.26.13	siwezi kwenda huko.”
PRO.26.14	Kama vile mlango uzungukiapo bawaba zake,
PRO.26.14	ndivyo mvivu juu ya kitanda chake.
PRO.26.15	Mvivu huutia mkono wake katika sahani ya chakula,
PRO.26.15	lakini hawezi kuuinua hadi mdomoni.
PRO.26.16	Mvivu hujiona kuwa mwenye hekima
PRO.26.16	kuliko watu saba wawezao kujibu kwa busara.
PRO.26.17	Ajiingizaye katika ugomvi usiomhusu,
PRO.26.17	ni kama mtu amshikaye masikio mbwa anayepita.
PRO.26.18	Kama mwendawazimu achezeavyo mienge,
PRO.26.18	au mishale ya kifo,
PRO.26.19	ndivyo alivyo mtu ampotoshaye jirani,
PRO.26.19	kisha aseme, “Nilikuwa natania tu!”
PRO.26.20	Bila kuni, moto huzimika;
PRO.26.20	bila mchochezi, ugomvi humalizika.
PRO.26.21	Kama vile makaa au kuni huchochea moto,
PRO.26.21	ndivyo mgomvi achocheavyo ugomvi.
PRO.26.22	Maneno ya msengenyaji ni kama kitoweo;
PRO.26.22	hushuka mpaka ndani kabisa tumboni.
PRO.26.23	Kama rangi angavu iliyopakwa kigae,
PRO.26.23	ndivyo yalivyo maneno matamu yenye nia mbaya.
PRO.26.24	Mwenye chuki huficha chuki yake kwa maneno mazuri,
PRO.26.24	lakini huwa ana hila moyoni mwake.
PRO.26.25	Akiongea vizuri usimwamini,
PRO.26.25	moyoni mwake mna chuki chungu nzima.
PRO.26.26	Huenda akaficha chuki yake,
PRO.26.26	lakini nia zake mbaya zitajulikana kwa wote.
PRO.26.27	Amchimbiaye mwenzake shimo, hutumbukia mwenyewe;
PRO.26.27	abingirishaye jiwe litamrudia mwenyewe.
PRO.26.28	Asemaye uongo huwachukia hao anaowaumiza,
PRO.26.28	naye abembelezaye huleta maangamizi.
PRO.27.1	hujui nini kitatokea leo mpaka kesho.
PRO.27.2	Acha watu wengine wakusifu,
PRO.27.2	kuliko mdomo wako wewe mwenyewe.
PRO.27.3	Jiwe ni zito na mchanga kadhalika,
PRO.27.3	lakini usumbufu wa mpumbavu ni mzito zaidi.
PRO.27.4	Ghadhabu ni katili na hasira huangamiza;
PRO.27.4	lakini ni nani awezaye kuukabili wivu?
PRO.27.5	Afadhali mtu anayekuonya waziwazi,
PRO.27.5	kuliko yule afichaye upendo.
PRO.27.6	Makaripio ya rafiki yaonesha uaminifu,
PRO.27.6	lakini busu la adui ni udanganyifu.
PRO.27.7	Aliyeshiba hata asali huikataa,
PRO.27.7	lakini kwa mwenye njaa kila kichungu ni kitamu.
PRO.27.8	Mtu aliyepotea mbali na kwake,
PRO.27.8	ni kama ndege aliyepotea mbali na kiota chake.
PRO.27.9	Mafuta na manukato huufurahisha moyo,
PRO.27.9	lakini taabu hurarua roho.
PRO.27.10	Usisahau rafiki zako wala wa baba yako.
PRO.27.10	Ukipatwa na janga usikimbilie kwa nduguyo;
PRO.27.10	afadhali jirani aliye karibu kuliko ndugu aliye mbali.
PRO.27.11	Uwe na hekima mwanangu upate kunifurahisha moyo,
PRO.27.11	nami sitakosa la kumjibu yeyote anayenilaumu.
PRO.27.12	Mwenye busara huona hatari akajificha,
PRO.27.12	lakini mjinga hujitokeza mbele akaumia.
PRO.27.13	Mtu akiahidi mbele yako kumdhamini mgeni, chukua nguo yake;
PRO.27.13	mfanye awajibike kwa kuwadhamini wageni.
PRO.27.14	Amwamkiaye jirani kwa kelele alfajiri,
PRO.27.14	itaeleweka kwamba amemtakia laana.
PRO.27.15	Mke mgomvi daima,
PRO.27.15	ni sawa na tonatona ya maji siku ya mvua.
PRO.27.16	Kumzuia ni sawa na kuzuia upepo,
PRO.27.16	au kukamata mafuta kwa mkono.
PRO.27.17	Chuma hunoa chuma,
PRO.27.17	kadhalika mtu hufundishwa na wenzake.
PRO.27.18	Anayeutunza mtini hula tini,
PRO.27.18	anayemhudumia bwana wake ataheshimiwa.
PRO.27.19	Kama uso ujionavyo wenyewe majini,
PRO.27.19	ndivyo ujijuavyo mwenyewe moyoni.
PRO.27.20	Kuzimu na Uharibifu kamwe havishibi,
PRO.27.20	kadhalika na macho ya watu hayashibi.
PRO.27.21	Ubora wa fedha au dhahabu hupimwa kwa moto,
PRO.27.21	na mtu hupimwa kutokana na sifa zake.
PRO.27.22	Mtwange mpumbavu katika kinu pamoja na nafaka,
PRO.27.22	lakini hutafaulu kumtenganisha na upumbavu wake.
PRO.27.23	Angalia vizuri hali ya mifugo yako;
PRO.27.23	tunza vizuri wanyama wako.
PRO.27.24	Maana utajiri haudumu milele,
PRO.27.24	wala taji haidumu vizazi vyote.
PRO.27.25	Baada ya kukata nyasi na kuzihifadhi,
PRO.27.25	kata majani toka milimani,
PRO.27.25	huku nyasi zinachipua upya.
PRO.27.26	Kondoo watakupatia sufu kwa mavazi,
PRO.27.26	mbuzi nao utauza na kujinunulia mashamba;
PRO.27.27	watakupa maziwa ya kukutosha wewe na jamaa yako,
PRO.27.27	na kwa ajili ya watumishi wako wa kike.
PRO.28.1	Waovu hukimbia japo hawafukuzwi na mtu,
PRO.28.1	lakini waadilifu ni hodari kama simba.
PRO.28.2	Taifa la fujo huzusha viongozi wengi,
PRO.28.2	lakini kwa kiongozi mmoja mwenye akili na maarifa huwa na utengemano
PRO.28.3	Mtu mhitaji anayewadhulumu maskini,
PRO.28.3	amefanana na mvua kubwa inayoharibu mimea.
PRO.28.4	Watu wanaovunja sheria huwasifu waovu,
PRO.28.4	lakini wanaoishika sheria hupingana nao.
PRO.28.5	Waovu hawajui maana ya haki,
PRO.28.5	lakini wamchao Mwenyezi-Mungu wanaielewa kabisa.
PRO.28.6	Afadhali maskini aishiye kwa unyofu,
PRO.28.6	kuliko tajiri aishiye kwa upotovu.
PRO.28.7	Mtoto ashikaye sheria ni mwenye hekima,
PRO.28.7	lakini rafiki wa walafi humwaibisha baba yake.
PRO.28.8	Aongezaye mali yake kwa riba na kutoza faida
PRO.28.8	anamkusanyia mwingine mwenye kuwahurumia maskini.
PRO.28.9	Anayekataa kuisikia sheria,
PRO.28.9	huyo hata sala yake ni chukizo kwa Mungu.
PRO.28.10	Anayemshawishi mtu mwema kutenda mabaya,
PRO.28.10	ataanguka katika shimo lake mwenyewe.
PRO.28.10	Wasio na hatia wamewekewa mema yao.
PRO.28.11	Tajiri hujiona mwenyewe kuwa mwenye hekima,
PRO.28.11	lakini maskini mwenye busara atamfichua.
PRO.28.12	Watu wema wakipata madaraka maisha hufana,
PRO.28.12	lakini waovu wakitawala watu hujificha.
PRO.28.13	Afichaye makosa yake hatafanikiwa;
PRO.28.13	lakini anayeungama na kuyaacha atapata rehema.
PRO.28.14	Heri mtu amchaye Mwenyezi-Mungu daima;
PRO.28.14	lakini mkaidi wa moyo ataangukia maafa.
PRO.28.15	Mtawala mwovu anayewatawala maskini,
PRO.28.15	ni kama simba angurumaye au dubu anayeshambulia.
PRO.28.16	Mtawala asiye na akili ni mdhalimu mkatili;
PRO.28.16	lakini achukiaye mali ya udanganyifu atatawala muda mrefu.
PRO.28.17	Mtu anayelemewa na hatia ya kuua mtu,
PRO.28.17	atakuwa mkimbizi mpaka kaburini;
PRO.28.17	mtu yeyote na asijaribu kumzuia.
PRO.28.18	Aishiye kwa unyofu atasalimishwa,
PRO.28.18	lakini mdanganyifu ataanguka kabisa.
PRO.28.19	Anayelima shamba lake atapata chakula kingi,
PRO.28.19	bali anayefuata yasiyofaa atapata umaskini tele.
PRO.28.20	Mtu mwaminifu atapata baraka tele,
PRO.28.20	lakini mwenye pupa ya kuwa tajiri hataepa adhabu.
PRO.28.21	Si vizuri kumbagua mtu;
PRO.28.21	watu hufanya mabaya hata kwa kipande cha mkate.
PRO.28.22	Mtu bahili hukimbilia mali,
PRO.28.22	wala hajui kwamba ufukara utamjia.
PRO.28.23	Amwonyaye mwenzake hatimaye hupata mema zaidi,
PRO.28.23	kuliko yule anayembembeleza kwa maneno matamu.
PRO.28.24	hana tofauti yoyote na wezi wengine.
PRO.28.25	Mchoyo huchochea ugomvi,
PRO.28.25	lakini anayemtegemea Mwenyezi-Mungu atafanikiwa.
PRO.28.26	Anayetegemea akili yake mwenyewe ni mpumbavu;
PRO.28.26	lakini anayeishi kwa hekima atakuwa salama.
PRO.28.27	Aliye mkarimu kwa maskini hatatindikiwa kitu,
PRO.28.27	lakini anayekataa kuwaangalia atalaaniwa kwa wingi.
PRO.28.28	Waovu wakitawala watu hujificha,
PRO.28.28	lakini wakiangamia, waadilifu huongezeka.
PRO.29.1	Anayeonywa mara nyingi akawa mkaidi,
PRO.29.1	ataangamia ghafla asipone tena.
PRO.29.2	Waadilifu wakitawala watu hufurahi,
PRO.29.2	lakini waovu wakitawala watu hulalamika.
PRO.29.3	Apendaye hekima humfurahisha baba yake;
PRO.29.3	lakini aandamanaye na malaya hufuja mali yake.
PRO.29.4	Mfalme akitumia haki huipatia nchi uthabiti,
PRO.29.4	lakini akipenda hongo taifa huangamia.
PRO.29.5	Mwenye kumbembeleza jirani yake,
PRO.29.5	anatega mtego wa kujinasa mwenyewe.
PRO.29.6	Mtu mbaya hunaswa kwa kosa lake,
PRO.29.6	lakini mtu mwadilifu huimba na kufurahi.
PRO.29.7	Mwadilifu anajua haki za maskini,
PRO.29.7	lakini mtu mwovu hajui mambo hayo.
PRO.29.8	Wenye dharau huutia vurugu mji mzima,
PRO.29.8	lakini wenye hekima hutuliza ghadhabu.
PRO.29.9	Mwenye hekima akibishana na mpumbavu,
PRO.29.9	mpumbavu huwaka hasira na kucheka bila kutulia.
PRO.29.10	Wapendao kumwaga damu humchukia mtu asiye na hatia,
PRO.29.10	lakini watu wema huyalinda maisha yake.
PRO.29.11	Mpumbavu huonesha hasira yake wazi,
PRO.29.11	lakini mwenye hekima huizuia na kuituliza.
PRO.29.12	Mtawala akisikiliza mambo ya uongo,
PRO.29.12	maofisa wake wote watakuwa waovu.
PRO.29.13	Maskini na mkandamizaji wanafanana kwa kitu kimoja:
PRO.29.13	Wote wawili wamepewa macho na Mwenyezi-Mungu.
PRO.29.14	Mfalme anayewaamua maskini kwa haki,
PRO.29.14	atauona utawala wake umeimarika milele.
PRO.29.15	Adhabu na maonyo huleta hekima,
PRO.29.15	lakini mtoto aliyeachwa afanye apendavyo humwaibisha mama yake.
PRO.29.16	Waovu wakitawala maovu huongezeka,
PRO.29.16	lakini waadilifu watashuhudia kuanguka kwao.
PRO.29.17	Mpe nidhamu mwanao naye hatakupa wasiwasi;
PRO.29.17	yeye ataufurahisha moyo wako.
PRO.29.18	Pasipo maono ya kinabii watu hukosa nidhamu;
PRO.29.18	heri mtu yule anayeshika sheria.
PRO.29.19	Mtumwa haonyeki kwa maneno matupu,
PRO.29.19	maana ingawa anayaelewa yeye hatayatii.
PRO.29.20	Wamwona mtu apayukaye bila kufikiri?
PRO.29.20	Mtu mpumbavu ni afadhali kuliko yeye.
PRO.29.21	Ambembelezaye mtumwa wake tangu utoto,
PRO.29.21	mwishowe mtumwa huyo atamrithi.
PRO.29.22	Mwenye ghadhabu huchochea ugomvi,
PRO.29.22	mtu wa hasira husababisha makosa mengi.
PRO.29.23	Kiburi cha mtu humporomosha mwenyewe,
PRO.29.23	lakini mnyenyekevu wa roho atapata heshima.
PRO.29.24	Anayeshirikiana na mwizi anajidhuru mwenyewe;
PRO.29.24	husikia laana ya aliyeonewa bila kusema neno.
PRO.29.25	Kuwaogopa watu ni kujitega mwenyewe,
PRO.29.25	lakini anayemtumaini Mwenyezi-Mungu yu salama.
PRO.29.26	Wengi hupenda kujipendekeza kwa mtawala,
PRO.29.26	hali mtu hupata haki yake kwa Mwenyezi-Mungu.
PRO.29.27	Mdhalimu ni chukizo kwa mnyofu,
PRO.29.27	naye mnyofu ni chukizo kwa mwovu.
PRO.30.1	Maneno ya Aguri, mwana wa Yake. Mawaidha ambayo mtu huyu alimwambia Ithieli, naam, Ithieli na Ukali.
PRO.30.2	Mimi ni mpumbavu mno, wala si mtu;
PRO.30.2	nayo akili ya binadamu sina.
PRO.30.3	Sijajifunza hekima,
PRO.30.3	wala sijui kitu juu ya Mungu Mtakatifu.
PRO.30.4	Ni nani aliyepanda juu mbinguni akashuka chini?
PRO.30.4	Ni nani aliyekamata upepo mkononi?
PRO.30.4	Ni nani aliyefunga maji katika kitambaa?
PRO.30.4	Ni nani aliyeiweka mipaka yote ya dunia?
PRO.30.4	Jina lake ni nani? Na ni nani jina la mwanawe?
PRO.30.4	Niambie kama wajua!
PRO.30.5	Maneno yote ya Mungu ni ya kuaminika;
PRO.30.5	yeye ni ngao yao wote wanaomkimbilia.
PRO.30.6	Usiongeze neno katika maneno yake,
PRO.30.6	asije akakukemea, nawe ukaonekana mwongo.
PRO.30.7	Mambo haya mawili nakuomba ee Mungu,
PRO.30.7	wala usinikatalie kabla sijafa:
PRO.30.8	Uniondolee uongo na udanganyifu;
PRO.30.8	usinipe umaskini wala utajiri;
PRO.30.8	unipatie chakula ninachohitaji,
PRO.30.9	nisije nikashiba nikakukana;
PRO.30.9	nikasema, “Mwenyezi-Mungu ni nani?”
PRO.30.9	Au nisije nikawa maskini nikaiba,
PRO.30.9	na kulikufuru jina lako ee Mungu wangu.
PRO.30.10	Usimchongee mtumwa kwa bwana wake,
PRO.30.10	asije akakulaani, ukaonekana una hatia.
PRO.30.11	Kuna watu ambao huwalaani baba zao,
PRO.30.11	wala hawana shukrani kwa mama zao.
PRO.30.12	Kuna watu ambao hujiona kuwa wema,
PRO.30.12	kumbe bado hawajatakaswa uchafu wao.
PRO.30.13	Kuna na wengine – kiburi ajabu!
PRO.30.13	Hudharau kila kitu wanachokiona.
PRO.30.14	Kuna watu ambao meno yao ni kama upanga,
PRO.30.14	na magego yao ni kama visu.
PRO.30.14	Wako tayari kuwatafuna maskini wa nchi,
PRO.30.14	na wanyonge walio miongoni mwa watu!
PRO.30.15	Mruba anao binti wawili wasemao, “Nipe, nipe!”
PRO.30.15	Kuna vitu vitatu ambavyo kamwe havishibi,
PRO.30.15	naam, vitu vinne visivyosema, “Imetosha!”
PRO.30.16	Kuzimu,
PRO.30.16	tumbo la mwanamke lisilozaa,
PRO.30.16	ardhi isiyoshiba maji,
PRO.30.16	na moto usiosema, “Imetosha!”
PRO.30.17	Kama mtu akimdhihaki baba yake,
PRO.30.17	na kudharau utii kwa mama yake,
PRO.30.17	kunguru wa bondeni watamdonoa macho,
PRO.30.17	na kuliwa na tai.
PRO.30.18	Kuna mambo matatu yaliyo ya ajabu kwangu,
PRO.30.18	naam, mambo manne nisiyoyaelewa:
PRO.30.19	Njia ya tai angani,
PRO.30.19	njia ya nyoka mwambani,
PRO.30.19	njia ya meli baharini,
PRO.30.19	na kinachomvuta mwanamume kwa mwanamke.
PRO.30.20	Mwenendo wa mwanamke mwasherati ni hivi:
PRO.30.20	Yeye hula, akajipangusa mdomo,
PRO.30.20	na kusema, “Sijafanya kosa lolote!”
PRO.30.21	Kuna mambo matatu ambayo huitetemesha dunia,
PRO.30.21	naam, mambo manne ambayo haiwezi kuyastahimili:
PRO.30.22	Mtumwa anayekuwa mfalme;
PRO.30.22	mpumbavu anayeshiba chakula;
PRO.30.23	mwanamke asiyependwa anayeolewa;
PRO.30.23	na mjakazi achukuapo nafasi ya bibi yake.
PRO.30.24	Kuna viumbe vinne vidogo sana duniani,
PRO.30.24	lakini vina akili sana:
PRO.30.25	Sisimizi: Wadudu wasio na nguvu,
PRO.30.25	lakini hujihifadhia chakula wakati wa kiangazi;
PRO.30.26	pelele: Wanyama wasio na uwezo,
PRO.30.26	lakini hujitengenezea makao miambani;
PRO.30.27	nzige: Hawana mfalme,
PRO.30.27	lakini wote huenda pamoja kwa vikosi;
PRO.30.28	mjusi: Waweza kumshika mkononi,
PRO.30.28	lakini huingia katika ikulu.
PRO.30.29	Kuna viumbe vitatu vyenye mwendo wa kupendeza,
PRO.30.29	naam, kuna viumbe vinne vyenye mwendo mzuri;
PRO.30.30	simba: Mnyama mwenye nguvu kuliko wote,
