MAT.1.1	Hembu omukanda womana owoiheombwale ya
1CO.8.8	Ovikulya kaavi tu hweenetha popedhi naKalunga. Andaa kaatu li, katu na himatu keketha, andaa matu li, katu na himatu nganyana.
1CO.8.9	Iya lungamen̯i, outhemba wen̯i ahamau putaletha ovingone meitavelo. 
1CO.8.10	Iya andaa otjingone meitavelo ae ku mono ove nguu na ounongo amo li m
1CO.8.11	Iya ounongo woye mau han̯auna po ovingone meitavelo, ovakwen̯i nawo wo mbava t̯ilwa kuKristus. 
1CO.8.12	Amo lundha hinyahi komukwen̯i, ho ihameke elityoo lye ethupi, okutya mo lundha kuKristus. 
1CO.8.13	Iya andaa ovikulya mavi putaletha omukwetu, ame hí mba thele uke okulya onyama ndjoka, opo he mu pukitha.
1CO.9.1	Ame hí kutulukile? Ame himuyapostoli? 
1CO.9.2	Andaa himuyapostoli kuvamo, ame ndjimuyapostoli kun̯e tjatjili. N̯e on̯e mu li otjilimbo tjouyapostoli wandje muMuhona.
1CO.9.3	Hendi olyo li li elipopilo kumbamava nt̯ongonona. 
1CO.9.4	Nan̯i katu na tja outhemba okulya nokunwa? 
1CO.9.5	Nan̯i katu na tja outhemba okweenda nomukadhintu omwiitaveli mukwetu ng
1CO.9.6	Ne nt̯e naBarnabas ont̯e vala atwiika twa thele okuundapa tu mone ovikulya? 
1CO.9.7	Omukwavita aan̯i nguu lithutila hima hepwa movita nandaku tiwa etango limo? Aan̯i nguu kuna motjuundo, atjaa ka li himatji dhi mo? Ne aan̯i nguu litha, atjaa ka li omahini ovipako mbyaa litha?
1CO.9.8	Me popi vala ovipuka mbika monkalo yountu? Ne noveta ovipuka mbika i vi popya? 
1CO.9.9	Iya m
1CO.9.10	Hant̯e matu hewa nyahi? Hehi tja sonekwa okutya tji tu yulikile okutya amatu pulula ne amatu yungula, tu kevelela okutya tu hupe mo. 
1CO.9.11	Andaa nan̯i mun̯e twa kuna mo ovipuka vyopambepo, nan̯i n̯e kaamu ulu oku tu pa ovipuka mbimatu hepwa palutu?
1CO.9.12	Andaa nan̯i pe na vamo mbave na outhemba okukevelela mu ve pe tja, nan̯i nt̯e katu na tja outhemba ounene oku ve pon̯a?
1CO.9.12	Iya katu undapethele outhemba mbuu li hinyahi, iya nt̯e twe likambulithila ovipuka avihe, opo hátu etele ondaka ombwa yaKristus oluvinda. 
1CO.9.13	Kamu tji i okutya mbava undapa m
1CO.9.14	Iya Muhona otjo a popya wo okutya ovateethi wondaka ombwa ngava pewe ovikulya vyawo nahimava hepwa.
1CO.9.15	Iya ame hí na himba undapetha notjimo otjomovipuka hembi, ye ame hí sonekele ovipuka hembi okutya n̯e opo mu vi ndingile. Iya kwaame okut̯a hahe. Kape na nguma ulu okutya okulitanga kwandje kaku na tja otjilinga. 
1CO.9.16	Iya ame andaa me teetha ondaka ombwa, híme ulu ndji litangele yo. Me n̯in̯ikidhwa okutya ndji tji ninge. Utatyei, andaa híme teetha ondaka ombwa! 
1CO.9.17	Ngaile me teetha nehalo lyandje omwene, ngai ame me ulu okukevelela okupewa ondjambi, iya ame híme teetha nehalo lyandje omwene, otjilinga hehi himba pewa kuKalunga. 
1CO.9.18	Mba thutwa tji? Hindji teetha ondaka ombwa, hí thutwa, ye hí na tja noumo ngundji pula a thute. Ame hindji teetha ondaka ombwa, mba yetha outhemba wokuthutwa mwaame omwene.
1CO.9.19	Ame nandaku tiwa hí tuminwa kovantu avehe, mbe lininga omupika wovantu avehe, opo ndji nganyane ovantu ovengi. 
1CO.9.20	KOvajuda ndji ngala Omujuda, ndji nganyane Ovajuda. Kumbave li kohi yoveta, ndji ngala ngundji li kohi yoveta, nandaku tiwa ame hí li kohi yoveta, ndji nganyane mbave li kohi yoveta. 
1CO.9.21	Kumbahave na tja oveta, ndji ngala nguhe na tja oveta, nandaku tiwa hí kutulukile koveta yaKalunga, iya ndji li kohi yoveta yaKristus, opo ndji nganyane ovantu ovengi hápe na tja oveta. 
1CO.9.22	Kumbave li ovingone, ndji ngala otjingone, opo ndji nganyane ovingone. Ame ndji ngala ovantu avehe movipuka avihe, opo ndji hupithe po vamo.
1CO.9.23	Avihe hembi mbe vi ninga mena lyondaka ombwa, naame mondaka ombwa ndji mone mo elao.
1CO.9.24	Kamu tji i okutya mbamave lipatele, avehe va dhamuka, iya haumo vala nguma ka mona ondjambi? Iya lipatelen̯i mu ka mone ondjambi. 
1CO.9.25	Ngume lipatele auhe u teelela nawa ovipuka mbyaa longwa, hime ke lipatela, u tji ninga okutya a mone ohala ndjimai lundhaka, iya nt̯e tu tji ninga, tu dhalekwe ohala yaapehe. 
1CO.9.26	Hí lipatele vala, hé na tja ontanto, iya ame lu, hí lu vala ngangume tono ombepo. 
1CO.9.27	Ndji tatetha olutu lwandje, he lu ningi olupika, opo hé teethele vala ovakwetu, ame omwene ngaile ndji yekelwehi.
1CO.10.1	Vakwetu, ame me hala oku mu thipalukitha hitja ningwa ootateombwale, avehe va li kohi yekaka, wo avehe va pitila melunga.
1CO.10.2	Wo avehe va tjatjelwa mekaka nomelunga ngovalanduli vaMoses. 
1CO.10.3	Wo avehe va lya ovikulya vimo vyopambepo,
1CO.10.4	hava nu ovikunwa vimo vyopambepo. Va nwa mewe limo lyopambepo ndyee ve landula, ewe ndyoka o
1CO.10.5	Nandaku tiwa otjo nyahoka, Kalunga ovantu avehe ke ve hopele, iya mena lyanyahoka omituntu vyawo vya handjanena mokuti.
1CO.10.6	Iya ovipuka hembi avihe otjiholelwa kunt̯e okutya ahamatu holele ovakwetu, tu undape ovilinga ovivi ngahi tja ningwa kovakwetu.
1CO.10.7	Iya n̯e hámu ile ovaundapeli wovikalunga ngahi tja ningwa kuvamo owomuwo, 
1CO.10.8	Hámu i movihulo ngahi tja ningwa kuvamo owomuwo. Iya omayovi omilongo vivali naatatu va t̯a metango limo.
1CO.10.9	Hátu lolo 
1CO.10.10	Hámu tanguna ngavamo mbava tanguna, hava dhipawa komweengeli wet̯o.
1CO.10.11	Iya napano ovipuka hembi mbyaa ningilwa ovantu hembenya, vya sonekwa oku tu londola, nt̯e mbatu li moluvedhe lwopehulilo lyouye.
1CO.10.12	Andaa pe na ngume lipula okutya wa kulama meitavelo, nga lungame ahama u. 
1CO.10.13	Omatyoletho ngamae mu vadha, koneken̯i okutya otjo a vadha wo ovantu avehe. Kalunga u tji i okuliun̯ikwa, kee mu yetha mu lolwe komatyoletho ngaa pon̯a odhonkono dhen̯i. Iya amwa lolwa, ye me mu pa odhonkono dhokudha mo, opo mu tjiiwa okulikambulithila.
1CO.10.14	Vahivilikwa vandje, dhen̯i mo mokuundapela ovikalunga. 
1CO.10.15	Ame me popi nan̯e ngovantu ovanadhondunge, tokolen̯i ovene soka hime mu heele. 
1CO.10.16	Otjinwino hitu undapetha 
1CO.10.17	Iya hitu lya omungome umo, nt̯e atu li ovengi, matji yulike okutya nt̯e tulutu lumo, mena lyokutya tu lya omungome umo.
1CO.10.18	Talen̯i Ovaisraeli, hawo ve na tja notjiyambelo mbava lya omayambo ngaa etelwa Kalunga?
1CO.10.19	Me hala okutya vi? Otjikalunga n
1CO.10.20	Iya ovipuka hembi 
1CO.10.21	Kaamu ulu okunwa motjinwino tjaMuhona okudha mpoka hamu ka nwa uke motjinwino tjodhondemoni. Kaamu ulu okulya kotjitaafula tjaMuhona okudha mpoka hamu ka lya kotjitaafula tjodhondemoni. 
1CO.10.22	Ne ngatu yumanethe Muhona? Tu na odhonkono oku mu pon̯a?
1CO.10.23	Ovipuka avihe vi ningwa, atjaa haavihe vi na himavi popile. Ovipuka avihe vi ningwa, atjaa haavihe vi tunga.
1CO.10.24	Hápa kala vala ngume litaendhele ouwa omwene, iya omuntu auhe nga tale wo himatji thevelwa ovakwawo.
1CO.10.25	Mamu ulu okulya onyama aihe ndjimai landethwa pomalandethelo, ahamamu pulapula uke okutya onyama oyatji. 
1CO.10.26	Iya omusonekwa mau tyaa: “Ohi novipuka avihe mbii li mo ovyaMuhona.”
1CO.10.27	Andaa nguhe thi omwiitaveli we mu hivi, n̯e mamu hala okuya ko, lyen̯i atjihe soka himwa etelwa, hámu pulapula uke okutya ovikulya ovyatji. 
1CO.10.28	Iya andaa pe na ngume mu heele ha tyaa: “Ovikulya hembi ovyombaveka,” hámu vi li, mena lyomuntu ngoka ngwee mu heele nomena lyelityoo, 
1CO.10.29	hempa híme popi elityoo lyoye, iya olyomukwen̯i.
1CO.10.29	Mo ulu okulipula ho tyaa: “Me ulu okutuminwa vi kelityoo lyomukwetu? 
1CO.10.30	Ovikulya mbyoka andaa me vi li, ame ame yandja ompandu kuKalunga, me pelwa tji ombedhi ame amba yandja ompandu?”
1CO.10.31	Iya amamu li ne amamu nu ne atjihe himamu ningi, tji ningen̯i okutumbaleketha Kalunga. 
1CO.10.32	Hámu pukitha Ovajuda ne ovapaani ne 
1CO.10.33	ngaame wo hindji hulukitha ovantu avehe, movipuka avihe, hí taendha vala himatji nt̯evelwa, iya ohimatji thevelwa ovantu avehe, opo va hupithwe.
1CO.11.1	Ntjolela ndjen̯i, ngaame hindji holela 
1CO.11.2	Me mu pandula himu nt̯ipaluka movipuka avihe nahimwa kambulitha elongo lyandje, ngahi mbe mu longa. 
1CO.11.3	Iya me hala mu iwe okutya 
1CO.11.4	Omulumentu auhe nguma kumbu ne nguma teetha ae na tja komutwe okutya ma t̯itha ohon̯i Kristus. 
1CO.11.5	Iya omukadhintu auhe nguma kumbu ne nguma teetha ahe likutile komutwe, tje litha nae li nkulumutwe, ma t̯itha ohon̯i omulumentu we. 
1CO.11.6	Iya omukadhintu andaa ke likutile komutwe, odhondjutji dhe ngadhi heywe, iya ama t̯a ohon̯i okuheywa ne okukululwa onkulumutwe, nge likute. 
1CO.11.7	Omulumentu kaa ulu okulikuta komutwe, mena lyokutya ye otjithika netumbalo lyaKalunga. Iya omukadhintu etumbalo lyomulumentu,
1CO.11.8	mena lyokutya omulumentu ka dhile momukadhintu, iya omukadhintu oye a dha momulumentu.
1CO.11.9	Iya omulumentu haye a utilwa omukadhintu, iya omukadhintu oye a utilwa omulumentu. 
1CO.11.10	Iya mena lyovaengeli omukadhintu u tha okulikuta komutwe, a yulike okutya u li kohi yetumino lyomulumentu we. 
1CO.11.11	Nandaku tiwa otjo nyahoka, atu li mu
1CO.11.12	Iya ngomukadhintu hiaa dhile momulumentu, nomulumentu otjo madhi momukadhintu. Iya ovipuka avihe vi dha kuKalunga.
1CO.11.13	Tokolen̯i ovene andaa tji li nawa omukadhintu a kumbe kuKalunga mokati kovantu, hé likutile komutwe? 
1CO.11.14	Ountjitwe owene kombinga imo mau ku longo okutya omulumentu okukala nodhondjutji odhonde matji mu t̯itha ohon̯i. 
1CO.11.15	Iya omukadhintu ae na odhondjutji odhonde outhewe, mena lyokutya madhi mu thevetha nawa. 
1CO.11.16	Iya andaa pe na nguma tetha ombata, nt̯e n
1CO.11.17	Iya hehi hime mu heele, híme hala oku mu pandula, mena lyokutya amwa ongana pamo kamu ningi nawa, mu ninga navi unene. 
1CO.11.18	Olutenga, mba tyaa okutya amwa ongana, mpamu onganena mu liyapuka pokati, mu li movinkopo, otjipuka hehi mbe tji itavela. 
1CO.11.19	Iinga, okuliyapauka maku tha okukala mokati ken̯i, opo mbave tji i okuliun̯ikwa mokati ken̯i, va moneke. 
1CO.11.20	Iya amwa ongana pamo, kamu li 
1CO.11.21	mena lyokutya mu lithinta, kamu likevelele, tji tya vala hengu we thiwa nondjala, ngunya wa pyaluka. 
1CO.11.22	Iya kamu na tja odhonganda oko mu ka lila ne oko mu ka nwina? Mwa tomba 
1CO.11.23	Iya elongo hendi ndimbe mu longa mbe li pewa kuMuhona okutya Muhona 
1CO.11.24	ha kumbu, he u nyembula, ha tyaa: “Hehi olutu lwandje ndumamu yandjelwa, tji ningen̯i amamu nt̯ipaluka.” 
1CO.11.25	Iya kon̯ima yokulya wa itha po otjinwino, ha tyaa: “Otjinwino hehi 
1CO.11.26	Iya etango alihe amamu li namamu nu motjinwino hehi, mamu hipulula et̯o lyaMuhona katee me ya. 
1CO.11.27	Iya nguma li navi omungome hembu, ye ha nu navi motjinwino hehi, ma kala nodhonkali, ha tombetha olutu nombindhi yaMuhona. 
1CO.11.28	Iya omuntu nge lithongonone omwene hima li omungome hembu nahima nu motjinwino hehi. 
1CO.11.29	Iya nguma li, ye ha nu ahama tangan̯eke olutu lwaMuhona, me lilile, ye he linwine ekoyo omwene. 
1CO.11.30	Iya mena lyovipuka hembi, mokati ken̯i mu na ovingone ovingi novavedhi ovengi, ovengi va ka lala po. 
1CO.11.31	Iya ngaile twe lithongononene ovene, ngai katu koyelwe. 
1CO.11.32	Nt̯e twa koywa, ha tu longwa kuMuhona, opo hátu ka yumanekwa pamo nouye.
1CO.11.33	Vakwetu, iya amwa ongana amamu li Okulya Okudhilikwa kwaMuhona, likevelelen̯i. 
1CO.11.34	Andaa pe na ngwaa t̯a ondjala, nga lye koyawo, amwa ongana, opo hámu lietele ekoyo lyaKalunga. Iya mbyaa hupu ko, hime ya, me ya oku mu longa vyo.
1CO.12.1	Vakwetu, iya napano hime popi ouhunga novipuka vyopambepo, híme hala mu kale hámu tji i.
1CO.12.2	Mu tji i okutya himwa li 
1CO.12.3	Iya me mu heele okutya kaku na tja omuntu nguma viyulwa kOmbepo yaKalunga, ha popi okutyaa: “
1CO.12.4	Pe na otjali tjOmbepo hitji lili nahitji lili, atjaa tji yandjwa kOmbepo yatjo ndjoka.
1CO.12.5	Pe na odhondjila ndhii lili nandhii lili okuundapa ovilinga, iya Muhona, Kalunga yuumo. 
1CO.12.6	Pe na ounongo mbuu lili nambuu lili okuundapa, iya Kalunga yuumo, nguu undapa movipuka avihe movantu avehe. 
1CO.12.7	Iya omuntu auhe ma pewa eholololo lyOmbepo Ondhilikwa mena lyouwa wovantu avehe. 
1CO.12.8	Omuntu umo ma pewa ondaka younongo kOmbepo Ondhilikwa, omukwawo ha pewa ondaka yodhondunge kOmbepo yatjo tuu ndjoka, 
1CO.12.9	umo ma pewa eitavelo kOmbepo, tainkolo omukwawo ma pewa odhonkono dhokuvelula ovavedhi kOmbepo yatjo tuu ndjoka. 
1CO.12.10	Omuntu umo ma pewa otjali tjokuninga ovilingankono, umo ma pewa otjali tjokupopya etumwalaka lyaKalunga, umo ma pewa otjali tjokutangan̯eka notjokuthongonona odhombepo. Omuntu umo ma pewa otjali tjokupopya momalaka ngahae iwe, umo okupitiya omalaka. 
1CO.12.11	Iya ovipuka hembi avihe vi undapwa kOmbepo yatjo tuu ndjoka Ondhilikwa ndjii li imo, oyo i yandja komuntu auhe ngahi mai hala.
1CO.12.12	Iya olutu ngahi lu li lumo, lwo lu na ovin̯ipo ovingi, ovin̯ipo nandaku tiwa ovingi, vyo olutu lumo, na
1CO.12.13	Iya nant̯e wo atuhe kutya nee Ovajuda ne Ovagreka ne ovapika ne ombahave thi ovapika twa tjatjelwa molutu lumo kOmbepo Ondhilikwa imo, hatu pewa Ombepo yatjo tuu ndjoka.
1CO.12.14	Iya olutu kalu tungilwe wo notjin̯ipo tjimo, lwa tungwa novin̯ipo ovingi. 
1CO.12.15	Ompadhi ngai tyaa: “Ame hitjin̯ipo tjolutu, mena lyokutya hikuwoko,” hehi kaatji i tjaele okutya i kale ahai thi otjin̯ipo tjolutu. 
1CO.12.16	Iya okutwi ngaku tyaa: “Ame hitjin̯ipo tjolutu, mena lyokutya ame haame eho,” hehi kaatji ku tjaele okutya ku kale ahaku thi otjin̯ipo tjolutu? 
1CO.12.17	Olutu aluhe ngaile lwa li eho, ngai olutu malu tee vi? Olutu aluhe ngaile lwa li okutwi, ngai olutu malu thimbuna vi? 
1CO.12.18	Iya Kalunga oye a twaa ovin̯ipo avihe molutu ngahi ma hala omwene. 
1CO.12.19	Iya ngaile ovin̯ipo avihe vya li otjin̯ipo tjimo, ngai olutu lu li pi? 
1CO.12.20	Iya ovin̯ipo ovingi, olutu ilumo.
1CO.12.21	Eho kaali ulu okuheela okuwoko hali tyaa: “Ame híme ku hepa,” nomutwe kaau ulu okuheela ompadhi hau tyaa: “Ame híme ku hepa.” 
1CO.12.22	Ovin̯ipo vyolutu mbii ngala ovingone, ovyo tu hepa unene. 
1CO.12.23	Iya ovin̯ipo vyolutu mbihavi tumbalele, ovyo tu thevetha nawa, mbimatu t̯i ohon̯i, hatu vi tjikile 
1CO.12.24	okupon̯a ovin̯ipo vyetu mbyoka mbyee thewa. Iya Kalunga wa twaa kumo ovin̯ipo vyolutu, ovin̯ipo mbihavi tumbalele, he vi pa etumbalo enene, 
1CO.12.25	molutu opo hámu kala eliyapauko, iya ovin̯ipo vi lit̯ile otjiho pokati. 
1CO.12.26	Iya otjin̯ipo tjimo amatji ihama, ovin̯ipo ovikwawo mavi ihama pamo natjo wo, ne otjin̯ipo tjimo atja tumbalekwa, ovin̯ipo avihe mavi hulukwa.
1CO.12.27	N̯e amuhe mulutu lwaKristus, nomuntu auhe otjin̯ipo tje. 
1CO.12.28	Iya Kalunga ovantu avehe we ve twaa pomaluvedhe awo m
1CO.12.29	Ovantu avehe ovayapostoli? Ovantu avehe ovaprofeti? Ovantu avehe ovalongethi? Ovantu avehe va ninga ovilingankono? 
1CO.12.30	Ovantu avehe ve na ounongo wokuvelula? Ovantu avehe va popya momalaka ngahae iwe? Ovantu avehe va pitiya? 
1CO.12.31	Iya tween̯i omitima vyen̯i movipuka mbii na otjilinga otjinene. Me mu yulikile uke ondjila ombwa unene.
1CO.13.1	Ame nande popi omalaka ovantu noovayengeli, atjaa hí na tja ohole, okupopya kwandje maku ngala vala omukonko amau popi ne ongendjo amai kwelengendja. 
1CO.13.2	Ame nande kala andji na otjali tjokupopya etumwalaka lyaKalunga, he kala nounongo wokwiiwa oviholekwa avihe ne he kala andji na eitavelo ndimali ulu okudhikula po ondundu, atjaa nan̯i hí na tja ohole, okutya aame otjipuka vala.
1CO.13.3	Ame nande yandja po ovipuka vyandje avihe ne he yandja po olutu lwandje lu hikwe po, atjaa hí na tja ohole okutya hí na hime nganyana.
1CO.13.4	Ohole i likambulithila, ohole i na onkenda, ohole kai na tja onki, ohole kai litanga. 
1CO.13.5	Ohole kai ya navi, kai taendha otjayo oyene, kai leve, kai thipaluka ovipuka ovivi mbiya ningilwa. 
1CO.13.6	Ohole kai hulukilwa ouvi, iya i hulukilwa otjatjili. 
1CO.13.7	Ohole i t̯imika ovipuka avihe, i itavela ovipuka avihe, i liun̯ika movipuka avihe, yo i likambulithila ovipuka avihe.
1CO.13.8	Ohole kaai anda, iya okupopya etumwalaka lyaKalunga maku anda ne okupopya momalaka ngahae iwe, maku anda ne odhondunge madhi anda. 
1CO.13.9	Iya okwiiwa kwetu nokupopya kwetu etumwalaka lyaKalunga kaku hulile. 
1CO.13.10	Iya hitja hwila po himatji ya, hihatjiya hwila po matji anda.
1CO.13.11	Ame himba li ondele nahi ndji popya ngondele, ndji soka ngondele, ndji nonga ngondele, himba ile omulumentu mba yetha ovipuka vyoulele. 
1CO.13.12	Hitu lwete napano tji ngala vala otjidhidhimbe amo litalele motjilivandjelo, iya etango ndimali ya, matu ke limona otjipala notjipala. Iya napano okwiiwa kwandje kaku hulile, iya etango ndyoka me ka iwa nawa, ngaKalunga wo hiee ndji i nawanawa.
1CO.13.13	Iya napano mapa kala ovipuka vitatu: Eitavelo, ekevelelo, nohole. Ohole oyo i li onene movipuka hembi vitatu.
1CO.14.1	Landulen̯i ohole, mu kale amamu hala unene otjali tjopambepo, unene tuu otjali tjokupopya etumwalaka lyaKalunga. 
1CO.14.2	Nguu popya momalaka ngahae iwe, ka heele ovantu, iya u heela Kalunga, mena lyokutya kape na ngume mu tee. Ye u undapethwa kOmbepo Ondhilikwa ama popi oviholekwa. 
1CO.14.3	Iya nguu popya etumwalaka lyaKalunga, u heela ovantu, he ve popile, he ve vandhipaleke, ye he ve tendeleke. 
1CO.14.4	Nguu popya momalaka ngahae iwe, u litunga omwene, iya nguu popya etumwalaka lyaKalunga, u tunga 
1CO.14.5	Me hala okutya amuhe mu popye momalaka ngahae iwe, iya unene tuu mu popye etumwalaka lyaKalunga. Nguu popya etumwalaka lyaKalunga, wa pon̯a nguu popya momalaka ngahae iwe, nkwai ama pitiya okutya eongalo li litunge. 
1CO.14.6	Iya vakwetu, andaa me ya kun̯e ame popi momalaka ngahae iwe, me mu popile tji, andaa nan̯i híme mu thitululile eholololo lyaKalunga ne ounongo ne etumwalaka lyaKalunga ne elongo?
1CO.14.7	Ngahi tji li ovipuka mbii hikwa, ovisandji novihumba, omuntu ma koneke vi himavi popi, andaa koo hiki nawa? 
1CO.14.8	Iya nongoma yovita ahai teekele nawa, aan̯i ngume lilongekedhele okuya kovita? 
1CO.14.9	Iya nan̯e amamu popi odhondaka ndhihamadhi teeka nawa, aan̯i nguma tee okutya mamu tya vi? Odhondaka dhen̯i madhi i nombepo. 
1CO.14.10	Mouye mu na omalaka omengi ngae lili nangae lili, iya kape na tja nolimo ndihali teeka. 
1CO.14.11	Nguma popi elaka ndihe i okutya ndjingendi kuye, naye ama popi elaka ndihe i ongendi kwaame. 
1CO.14.12	Iya nan̯e wo himamu hala okukala amu na otjali tjopambepo, kalen̯i nontanto yokukondjela himatji tungu eongalo.
1CO.14.13	Iya omuntu nguma popi momalaka ngahae iwe, nga kumbe kuKalunga, e mu pe ounongo wokupitiya omalaka ngoka himaa popi. 
1CO.14.14	Iya ame kumbu momalaka ngahae iwe, ombepo yandje oyo i kumba vala, atjaa omalipulo andje kae litwaa mo. 
1CO.14.15	Iya mba thele okuninga vi? Me kumbu nombepo yandje, iya he kumbu wo nomalipulo andje. Me imbi nombepo yandje, iya he imbi wo nomalipulo andje. 
1CO.14.16	Andaa mo yandja ompandu kuKalunga nombepo yoye, omukwen̯i nguhe na hiee i, ma tya vi “
1CO.14.17	Tjikootjimo tji li nawa, mo yandja ompandu kuKalunga, atjaa komukwen̯i nguhe ku yuvite, kaatji mu tungu.
1CO.14.18	Ame me pandula Kalunga okutya ndji popya momalaka ngahae iwe oku mu pon̯a amuhe. 
1CO.14.19	Iya meongalo, he popi po odhondaka ntano ndhii yuvitwe, ndhimadhi longo, onawa okupon̯a okupopya odhondaka omayovi omulongo ndhihadhi yuvitwe.
1CO.14.20	Vakwetu, hámu lipula ngodhondele. Kalen̯i odhondele movipuka ovivi, iya momalipulo kalen̯i ovanene. 
1CO.14.21	Moveta mwa sonekwa okutyaa:
1CO.14.21	“
1CO.14.21	ame me ka heela ovantu vandje hemba
1CO.14.21	okupitila momalaka ngae lili
1CO.14.21	nomovinyo vyodhongendi,
1CO.14.21	atjaa nandaku tiwa otjo nyahoka,
1CO.14.21	kaava ka nteelela.”
1CO.14.22	Iya okupopya omalaka ngahae iwe, etangan̯eko kumbahava itavelele, hakumbava itavela, tainkolo otjali tjokupopya etumwalaka lyaKalunga, etangan̯eko kovaitaveli, hakumbahave thi ovaitaveli.
1CO.14.23	Iya andaa eongalo alihe lya ongana pamo, avehe hava utu okupopya omalaka ngahae iwe, atjaa hamu ya mbahave tji i ne mbahave thi ovaitaveli, kaava tya mamu vele epamba? 
1CO.14.24	Iya andaa avehe mava popi etumwalaka lyaKalunga, atjaa hamu ya nguhe thi omwiitaveli ne omuntu vala, me liteyulula, ha londolwa kondaka ndjee yuvite, 
1CO.14.25	noviholekwa vyomomutima we mavi hololoka poluhandja, he lit̯imike po, ha tumbaleke Kalunga, ha hipulula ama tyaa: “Otjatjili, Kalunga u li pun̯e.”
1CO.14.26	Vakwetu, napano tji li vi? Amwa ongana pamo meundapelokalunga, umo u na eimbilo, umo ma longo ovakwawo, umo ma hololele ovakwawo oviholekwa vyaKalunga, umo ma popi momalaka ngahae iwe umo ma pitiya. Iya ovipuka avihe hembi ngavi kale amavi tungu 
1CO.14.27	Iya andaa pe na nguma popi elaka ndihali iwe, kon̯ima yomapopyo avali ne atatu, ngaku landule nguma pitiya. 
1CO.14.28	Iya andaa kape na nguma pitiya, nguma hala okupopya meongalo nga nyime, nkwai nga kale vala ame lipopile ne ama popi kuKalunga. 
1CO.14.29	Vavali ne vatatu mbava pewa etumwalaka lyaKalunga, ngava popye, tainkolo ovakwawo mava thongonona soka ovakwawo himava popi. 
1CO.14.30	Iya andaa umo mumbava kala pohi, u na hiaa holololelwa kuKalunga, ngwaa vadhwa ama popi ngetji nyimi. 
1CO.14.31	Amuhe mamu ulu okupopya etumwalaka lyaKalunga, atjaa lipen̯i omaluvedhe ooumo naumo, opo omuntu auhe e li longe, ye a vandhipalekwe. 
1CO.14.32	Mbava pewa otjali tjokupopya etumwalaka lyaKalunga, ngave tji kambule nawa, 
1CO.14.33	mena lyokutya Kalunga ka hala tu kale atwa ngwangwana, iya u hala tu kale atwa tutuvala, atu li nawa.
1CO.14.33	Ngahi tji li momaongalo aehe ovadhilikwa vaKalunga, 
1CO.14.34	ovakadhintu meongalo ngava kale ava nyimi, oveta yOvajuda ngahi mai popi okutya ovakadhintu háva kala ovaviyuli. 
1CO.14.35	Andaa ve na himava hala okwiiwa, ngava pule kovalumentu vawo modhonganda. Iya omukadhintu okupopya meongalo, ohon̯i.
1CO.14.36	Ne odhondaka dhaKalunga dha uta mun̯e? Ne okun̯e vala dha vadha? 
1CO.14.37	Andaa pe na ngume lipula okutya ye 
1CO.14.38	Iya andaa pe na nguhe na ko natja notjipuka hehi, Muhona naye kaa kala ae na ko natja naye.
