MAT.1.1	Liáni áabai lista nashínaa náa'a Jesucristo wérrinaimica, rey David cúuleemi ya Abrahám.
LUK.19.33	Nácula nawáseda nayáca liá'a búrroca, nawácali sáta'ee léemiu nayá:
LUK.19.33	—¿Tánda iwásedani?
LUK.19.34	Nayá néeba'ee lichuáni:
LUK.19.34	—Jiníwata Wawácali rúnaani.
LUK.19.35	Ne nadáquinia'ee náabalau burro íta'aa, natée'e jíni Jesúsru nawá'ee líirracoo líta'aa. 
LUK.19.36	Léjta Jesús jínau'u liácoo, náa'a chóniwenai nadáquinia'ee náabalau iníjbaa lícu. 
LUK.19.37	Ya urrúni'inaami liúrrucocoo liácoo dúuli ítacha jí'ineerri Olivos, quinínama náa'a yáainecoo liájcha nachánau namáidadaca nawówa chúnicau náa sáicai Diosru quinínama linácueji liá'a jócai nacába cáji. 
LUK.19.38	Namá'ee:
LUK.19.38	—¡Sáicta wérri liá'a rey íinuerri Wawácali jí'inaa nácu! ¡Sáictacta nawówa áacairra ya licámarra áacairra wérri!
LUK.19.39	Néenee áabi fariséobini yáainai chóniwenai íibi namá'ee Jesúsru:
LUK.19.39	—Quéewidacai, jiárra náarra jínanenaicoo jiájcha.
LUK.19.40	Ne Jesús éeba'ee nachuáni:
LUK.19.40	—Ne numá irrú náctaca manúmata náani, íiba máidadaminaa.
LUK.19.41	Quéecha'inaami urrúni líinu Jerusalénra, licába'inaami liá'a chacáaleeca Jesús íicha'ee linácueji, 
LUK.19.42	limá'ee: “¡Jiáctata léenaa, linácueji liéni éerrica liá'a éewerri liá jirrú sáitaque'e liwówa! Ne chóque'e liá'a báyeerricoo jiúcha jócainaa jéewa jicábaca níwata jicháanica nuyá. 
LUK.19.43	Ne líinuminaa ítala liá'a éerri máashiica, jijínai naméda pared máanui jitéeji ayáacai áani, narríjcuedaminaa jiyá ya natáca iyá matuínaami, 
LUK.19.44	ya táminaa namárda iyái quinínama. Náiinuaminaa quinínama chóniwenai yáainai jirrícu, jiníminaa namáacani jirrú áawita bátui íiba lítaba wáacoo, jiníwata jócala jiá léenaa jéemica éerdi Dios bánua nuwáseda iyá.”
LUK.19.45	Liáwinaami liéni, Jesús wárroo templo rícula ya jáiwa lijéda néenee náa'a wéndenai nayá lirrícu, 
LUK.19.46	ya limá'ee nalí:
LUK.19.46	—Á'a cáashta íta'aa Dios chuánica limá: ‘Núbanaminaa, cuíta nasátacta'inaacoo’, ne iyá imédani áabai cuíta chaléjta canédibini íibana.
LUK.19.47	Éerri jútainchu Jesús éewida templo rícu, ya náa'a sacerdótebini wácanaica ya quéewidacanica ley shínaa, ya náa'a lécchoo chacáalee wácanaica, namúrru namáacoo chítashia náiinua'inaa Jesús. 
LUK.19.48	Ne jócu náiinu chítashia namédau'inaa jíni, jiníwata quinínama chóniwenai éemenai nayá nawówa yáajchau liá'a limánica.
LUK.20.1	Áabai éerri, nácula Jesús yáa liyá templo rícu, léewida liyá náa'a chóniwenaica ya líiwa nalí Dios chuáni, náiinu náa'a nawácanai náa'a sacerdótebinica, ya náa'a éewidenai ley shínaaca, náajcha náa'a salínaica. 
LUK.20.2	Ya namá'ee lirrú Jesúsca:
LUK.20.2	—¿Tánayu jéewa jiméda léji liáni? ¿Tána yáa jirrú jíni liérra jidánanica?
LUK.20.3	Jesús éeba'ee nalí:
LUK.20.3	—Nuyá nusáta nuéemiu iyá lécchoo. Éeba nulí: 
LUK.20.4	¿Tána bánua Juan báutisacai, Dios o washiálicuenai?
LUK.20.5	Jáiwa'ee natáania nalí wáacuwai: “Wamá lirrú Dios bánuani, limá walí: ¿Táda jóca éebida lirrú jíni? 
LUK.20.6	Quiní wéewa wamá lirrú jáica washiálicuenai jíni, táda chóniwenai wówai náiinua wayá íibayu, quinínama néebidaca Dios bánuaca Juan báutisaca.” 
LUK.20.7	Jáiwa éeba'ee lichuáni jócala náa léenaa tánashia bánua Juan báutisacai. 
LUK.20.8	Néenee Jesús éeba'ee nachuáni:
LUK.20.8	—Ne nuyá lécchoo jócai nuíiwa irrú tánashia dánaniyu jíni numéda léji liáni.
LUK.20.9	Jáiwa lichána litáania nalí chóniwenai ya líiwaque'e liáni licábacanaaca:
LUK.20.9	—Báqueerri washiálicuerri yáabaneerri áabai shínaashi uva, jáiwa limáaca nalí liá'a cáinabi shínaashi yáctaca nalí náa'a áabi tráawajadorbinica quéewique'e natráawajaacani ya nashírri lishínaa éenaa lirrú, jáiwa liáwai déecuchala wérri. 
LUK.20.10	Liáwinaami linísa liá'a banácalica, libánua báqueerri tráawajadorbini lisáta náucha liá'a banácali íta éenaa náabananica, ne nayá jáiwa nabása jíni liáu cháji'i. 
LUK.20.11	Néenee liwácali bánua báqueerri, ne lécchoo jáiwa nacáita jíni, nabásani ya nabánua cha jiní. 
LUK.20.12	Léejoo libánua báqueerri, ne náa'a tráawajadorbini nawínani catúcaca lécchoo, jáiwa nabánua jiní.
LUK.20.13	“Néenee limá jiliá'a cáinabi wácalica: ‘¿Tána numédai? Nubánua nucúuleu caníinai nucábaca; cájbami cawáunta liyá.’ 
LUK.20.14	Ne nacába'inaa jíni náa'a tráawajadorbinica namá'ee, léewata'ee máaquerri'inau liájcha liéni shínaashica, wáiinuani, limáaque'iu walí liá'a cáinabica. 
LUK.20.15	Cháwa'ee najéda jíni liúcha liá'a shínaashica, jáiwa náiinua jíni.
LUK.20.15	“¿Tána imácai, tánashia liméda náajcha liá'a shínaashi wácalica? 
LUK.20.16	Ne liyá yáairriu líinuaminaa náa'a tráawajadorbinica ya ta liáminaa shínaashi áabirru”.
LUK.20.16	Néemi'inaa jíni léji liérra, namá'ee:
LUK.20.16	—¡Jóctata'inaa libésunau wáajcha!
LUK.20.17	Ne Jesús cába nayá limá cháa:
LUK.20.17	—Néenee ¿tána liwówai limácai Dios chuáni tánerrimicoo?:
LUK.20.17	‘Liá'a íiba nacháaninica náa'a médenai cuíta,
LUK.20.17	wáalee limáaca liérra íibaca mawíyi rúnaacoo’.
LUK.20.18	Tánashia cáirriu líta'aa liá'a íibaca lisúbirriaminau, ya íiba cáctau matuínaami íta'aa, limédani'inaa pucúpucubeeyu.
LUK.20.19	Náa'a wánacaleenai sacerdótebini ya náa'a quéewidacai ley shínaaca, nawówai nawína Jesús preso liyáalimi, níwata náaca léenaa litáania nanácu. Ne cáarru nacába chóniwenai.
LUK.20.20	Liáwinaami nabánua áabi éeda lituínaa, namédacoo washiálicuenai sáicanica, namédaque'e Jesúsru liáni chuánshica quéewiquinicta nawínacani natéequinictani lirrú liá'a chúnsai wánacaalaca. 
LUK.20.21	Néenee nasáta néemiu Jesús:
LUK.20.21	—Quéewidacai, wáa léenaa jéewida machácani, jiyá jinírru liwéni liérra mawí rúnaacau. Jiyá éewiderri wayáca léjta Dios bánuau. 
LUK.20.22	¿Sáicaminaa wapáida impuesto lirrú liá'a wánacaleerrica Roma sáica, o jócuweeca?
LUK.20.23	Jesús yáa léenaa nanácu nawítee máashii natéenica náacoo, limá nalí:
LUK.20.24	—Jíyadani nulí áabai moneda. Nabésuneda'inaa lirrú liá'a moneda licábaque'e, lisáta'ee léemi nayá: ¿tánashia náani jíni, tána jí'inaa jíni liérra yéerri moneda nácu?
LUK.20.24	Néeba'ee lichuáni:
LUK.20.24	—Wánacaleerrica.
LUK.20.25	Jesús ma nalí:
LUK.20.25	—Yáa lirrúni liá'a wánacaleerrica lishínaawa jáni, yáa Diosru lishínaaca.
LUK.20.26	Quiní limá nalí chóniwenai náneewa, quiní náiinuni lijíconaaca natéeque'e preso; nacáarrudawai limá nalí manúma nayái.
LUK.20.27	Liáwinaami áabi saduceos yáau nacába Jesús. Saduceos namá'ee máanalini jócani cáwiu; táda náiiwa lirrú jíni liáni bésuneerricoo, ne jócai yáawaiyi.
LUK.20.28	Quéewidacai, Moisés limáacani walí tánerriu, báqueerri washiálicuerri cáserriu máanalicta jíni, jiníca léenibi ruájcha ruá'a líinuca, liá'a léenajirrica licásau ruájcha ruá'a máanaliu íinirri, limáacaque'e léenibiu lirrú liá'a léenajirri liá'a máanalimica. 
LUK.20.29	Ne sáicai, báitate nácu nayá siete léenajinai, quéechanacu sái néenajirrica, nabéecanaataca léeda líinuwai, ne máanali jíni, jiní limáacacta cúuleu. 
LUK.20.30+LUK.20.31	Liá'a léenajirri líshiirricu sáica ya liá'a matálitaictacani, léeda líinu lécchuni ya quinínama náa'a léenajinai, ne náa'a sieteca jáiwa máanali jíni, jiní namáacala nacúuleu ruájcha. 
LUK.20.32	Néenee liáwinaami máanali ruyá lécchoo. 
LUK.20.33	Ne sáicai, ne nacáwiacta'inau ¿tánashia náiibicha, náa'a éedenai náiinu ruyá, tána'inaa chúnsai rúnirricai?
LUK.20.34	Jesús éeba'ee nachuáni:
LUK.20.34	—Líta'aa liáni cáinabica, washiálicuenai cásenenaiu íina yáajcha; 
LUK.20.35	náa'a éewenai náiinuca lítala liá'a áabai cáinabica néejoo nacáwiacoo, nayá washiálicuenai jócta íina, jócuminaa néejoo nacásacoo mawiá, 
LUK.20.36	jócani éewa máanali mawí. Cháminaa nayá jicá'a ángelbini, Dios éenibiminaa nayá nacáwiacalau liúcha liá'a máanalicaica, tánda jócu néewa nacásacoo mawiá. 
LUK.20.37	Moisés liyája limáaca wáa léenaa litániactaca linácu liá'a banácali éemerrimicoo, náa'a máanalini nacáwiacalau báaniu. Á'a limá Wácalishi liá'a Dios shínaa Abrahám, Isaac ya Jacob. 
LUK.20.38	¡Dios jócai máanalini shínaa, nashínanaa cáwinica, quinínama lirrú cáwini!
LUK.20.39	Néenee áabi quéewidacani ley shínaa namá lirrú:
LUK.20.39	—Sáicai wérri jimáca, quéewidacai.
LUK.20.40	Jócuwa'ee náa'a nawówau nasáta néemiu mawiá jíni, carrúnata namáacacoo bái nayá.
LUK.20.41	Jesús sáta léemiu nayá:
LUK.20.41	—¿Táda imá iyá Cristoca David táqueerrimi? 
LUK.20.42	Ne David liyája, liá'a cáashta lijí'inaa salmos, limá'ee:
LUK.20.42	‘Dios limá'ee nuwácali:
LUK.20.42	Jiwáau sáicaquictejica,
LUK.20.43	cáashia nuyá méderri jishínaa jijínai máaqueneu jíiba yáajba.’
LUK.20.44	¿Chíta quéewau'u Cristo David táqueenaimi, David liyája lijí'inaa nuwácalica?
LUK.20.45	Quinínama chóniwenai éemenai nayáca, Jesús ma lishínaa éewidenaicoo liájcha: 
LUK.20.46	“Itúyau náucha náa'a éewidenai ley nácu, ya sáicta nawówa jínanicoo náabala machéni rícu, náyadaque'e nacábacanau jicá'a náa'a chóniwenai sáicanica. Nawówai itáa nalí cawáuntaiyu plaza rícu. Namúrru yáarrubaishi mawí sáicaca sinagoga rícu, ya mawí sáictacta yáarruishi náayadaquictaca; 
LUK.20.47	néeda náabana náa'a máanirrinica, ya náyadaque'e nacábacanau jicá'a náa'a chóniwenai sáicanica; nasátacoo déecu; nayá narríshibiaminaa mawíyii máashiica”.
LUK.21.1	Jesús cába náa'a rícubinica náuca warrúwaca liárrui rículau warrúwa yáarruica. 
LUK.21.2	Jesús cába lécchoo báquetoo íinetoo máanirriu, carrúni jináataurruca chámai moneda rími cóbreyu sána. 
LUK.21.3	Néenee Jesús ma: Yáawai numá irrú, ruáni íinetoo carrúni jináatauca yáichoo náucha mawí; 
LUK.21.4	ne quinínama yáine warrúwa lénabimica nalí, ne ruyá, carrúni jináataca ruyá, ruá quinínama ruwáalianimica ruyáu'inaami.
LUK.21.5	Áabi táanianai nayáca templo nácu, náa'a íiba sáicabeetanica, ya náa'a cachílinaica chóniwenai téenica. Jesús ma nalí: 
LUK.21.6	Líinuminaa éerrica, quiníminaa icábani jiní máaquerri'inau, áawita bátui íibana máaquerri'inaa wítau. Quinínama'inaa cáarraliacoo.
LUK.21.7	Néenee nasáta néemiu Jesús:
LUK.21.7	—Quéewidacai, ¿chacálita libésunau léji liéni? ¿Tána léji liéni wacábani wayáca jái atéwa bésunacoo liyácai?
LUK.21.8	Jesús éeba'ee nachuáni: “Icábawa yúchajoo nachálujueda'eecha iyájoo. Íchabaca náiinucojoo máine'inaa nuyáwa Cristo. Máine'inaa, ‘nuyáwa jáni’ ya ‘wáalee éerrija.’ Ne iyá uwáyau náishiirricujoo. 
LUK.21.9	Jáicta éemi jináwi íiwanaajoo ya íinua yáaquenaiu, ówa icáarrudaujoo, léca liéni rúnainaa bésunacoo quéecha, újnibii jócai íinu néerra amáarractalacani.”
LUK.21.10	Jesús má'ee nalí mawí:
LUK.21.10	—Áabai cáinabi líinua yáacaminau áabai cáinabi júnta, áabai país limédaminaa jináwiu áabai país júnta. 
LUK.21.11	Líinuminaajoo liá'a cáinabi cúsuerri'inaacoo máanui ya ínaaishi ya bálinacaalashi yáirri'inau matuínaami cáinabi íta'aa; éerri náani nácu wacábaminaa íchaba cacháninai wérri ya máanui wérri jócai wacába cáji.
LUK.21.12	Ne quéechanacu mináajoo nawína iyájoo nawánaminaa carrúni jináata iyá, ya nacánaquedaminaa iyájoo. Natéemi'inaa iyájoo sinagogala nacástigaaque'e iyá. Nawárruedaminaa cuíta manúmai rícula. Natéeminaa iyájoo nanáneewa náa'a reyesca ya wánacaleerri náneewa nunácueji. 
LUK.21.13	Cháminaa éewa itáania nalí liá'a yáaini léenaa nunácueji. 
LUK.21.14	O'ipénsaa libéecha liá'a imáni'inaaca chítashia itúya'inau jíni. 
LUK.21.15	Jiníwata nuyá nuá irrú chuánshi wawítee quiníminaa, ijínai jiní éewa'inaa naméda iyá. 
LUK.21.16	Ne iyá néejuedaminaa iyájoo cáashia isálijinaaja, jéenajinai ya ijúnicai. Éenaaminaa iyájoo náiinuaminaa iyájoo. 
LUK.21.17	Ya quinínama chóniwenai íiwirri nawówa cába iyá nunácueji. 
LUK.21.18	Ne jiníminaa yúquerriu bácua iwíta báinaa. 
LUK.21.19	¡Jiyá machácani Dios chuáni nácu, éewaque'e Dios iwáseda iyájoo!
LUK.21.20	“Jáicta icába chacáalee jí'ineerri Jerusalén narríjcuedacani náa'a soldado máanabanaami yáa léenaa cawíquinta'inaa namárdacani. 
LUK.21.21	Néenee náa'a yáaineca liá'a cáinabi jí'ineerri Judea, cánaquenai'inau awáca íibirra; náa'a yáaine chacáalee rícu jí'ineerri Jerusalén, najiáque'iu chacáalee rícucha. Náa'a yáaine bacháida rícu, jócubeecha néejoo chacáalee rícula. 
LUK.21.22	Liyáali éerriminaajoo líinuminaajoo liá'a carrúnataica, jáicta licúmpliaujoo quinínama liá'a Dios chuánica tánerricoo. 
LUK.21.23	¡Carrúni jináatani náa'a íinaca liyáali éerri quéenibinica, o nawáalia néenibiu írrene náini! Liyáalimi'inaajoo íchaba carrúni jináata cáinabi íta'aa, líinuminaa carrúnatai máanui wérri linácula liáni chacáaleeca. 
LUK.21.24	Áabiminaa máanalini'inaa espadayu, ya áabiminaa natéeminaa nayá preso áabata cáinabi ítala, náa'a jócani judíobini nabáwedaminaa quinínama macárruninaa ya náiinuedaminaa chóniwenai Jerusalén rícu sána, táshia linúmami Dios wówaiqui jíni.
LUK.21.25	“Liyáaminaa jócai wacába cáji linácu liá'a cáiwiaca, walícui nácu ya sáalii nácu; ya liá'a cáinabica náa'a nasiónica jiníminaa nawíteejoo, nacáarrudaminau bájiala, cáiwinaa wérri liwítamayu ya manuáca ya marrádaca shínaa. 
LUK.21.26	Náa'a chóniwenaica mawíteeminaa nayájoo nacáarruniu libésunau'inau liáni cáinabica; ne náa'a espíritu yéenai áacai lítacha liéni cáinabica wáalenai nadánaniu cháminaa cábacanaa licúsuda nayá. 
LUK.21.27	Néenee icábaminaa nuyá Washiálicuerri Dios Cúuleeca nuíinuminaa sáanai íibeji nudánaniyu nuchúnicayu. 
LUK.21.28	Jáicta léju liáni nachána médanicoo, cadánani méda iwíteu ya ibárrueda iwítau, jiníwata cawíquintaminaa nawáseda iyájoo.”
LUK.21.29	Chacábacanaa liméda nalí liá'a licábacanaa: “Icábate áicuba jí'ineerri higuera jócta áabata áicuba mawiá. 
LUK.21.30	Jáicta icába libáinaa cárracuwai, jái urrúni liá'a camuíca
LUK.21.31	Chacábacanaa, jáicta icába jiliéni libésunacoo liéni, yáa léenaa Dios wánacaleerrica jái urrúnicai. 
LUK.21.32	Ne yáawaiyi numá irrú, quinínama liáni bésuneerri'inau, jóctanaa máanali náani chóniwenaica liyáali éerri sánaca. 
LUK.21.33	Liá'a éerrica ya liá'a cáinabica amáarrai'inaa, ne nuchuáni jócainaa éenaa amáarraca.
LUK.21.34	“Cábawa yúchajoo u'índa cabálini iwówa linácu liá'a éerri rícu sáica liá'a iwítee, icámadedauca ya urrúni iwówa linácu liáni icáwica rícu sáica, quéewique'e liyáali éerri jócu licáu cawíquinta íta'aa léjta áabai trampaca. 
LUK.21.35	Níwata íinuerri'inaa nanácula quinínama náa'a yéenai líta'aa liéni cáinabica. 
LUK.21.36	Iyá ichúni iwówau sáica, isátau éerri jútainchu Dios yúcha, quéewique'e éenaa imánicoo quinínama liúcha liáni bésuneerri'inaujoo, ya quéewique'e éewa íyadacoo sáicai nunáneewa nuyá Washiálicuerri Dios Cúuleeca.”
LUK.21.37	Liyáali éerri Jesús éewiderri éerrinacu templo rícu, ne táayee liáu limáaca líibi liá'a awáca jí'ineerri Olivos. 
LUK.21.38	Ya quinínama náa'a chóniwenaica yáaineu manúlacaiba templo rícula néemique'e lirrú.
LUK.22.1	Jái'e urrúnicai liá'a fiestaca jí'ineerri'e Pascua náayacta'inaa'ee liá'a páanica jiní'e éewisaa léewaque'e limúrracacoo. 
LUK.22.2	Náa'a nawácanaica náa'a sacerdótebinica yá'ee náa'a éewidenai Moisés chuáni, namúrruni chítashia'ee néewau'inaa náiinuaqui jiníni liá'a Jesúsca, né'e cáarru nacába chóniwenai. 
LUK.22.3	Néenee Wawásimi wárruau Judas wówa lícu, lé'e liá'a jí'ineerrica Iscariote, namáanabacami náa'a doce apóstolubinica. 
LUK.22.4	Quéechanacu'e liáu litáania náajcha náa'a sacerdótebini wácanaica, náa'a nawácanai túyenaica templo máanui lécchoo, chítashia'ee léewau'u léejueda nalí jiníni liá'a Jesúsca. 
LUK.22.5	Nayá'ee sáicta'ee nawówa nabáuli'e náa lirrú warrúwa liá'a Judasca. 
LUK.22.6	Liyá'ee wée limá'ee nalí, ya múrruerri'e chítashia léejuedayu'u'inaa'ee nalíni cabáyainta chóniwenai yúcha.
LUK.22.7	Quéecha'inaa líinu liá'a éerrica náayacta liá'a páanica méewisaica, náiinuacta liá'a cuésherri jí'ineerri cordero líyani'inaa liá'a fiesta pascuaca. 
LUK.22.8	Jesús máida liá'a Pé'eruca ya Juan, limá nalí:
LUK.22.8	—Yáau ichúni liá'a íyacaishi pascua shínanaaca.
LUK.22.9	Nayá nasáta néemiu Jesús:
LUK.22.9	—¿Tanácucha jiwówai wamédaqui jiníni?
LUK.22.10	Jesús má'ee nalí:
LUK.22.10	—Yáayu chacáalee néerra, á'a linúma lícu liá'a chacáalee Jerusalénca icába báqueerri washiálicuerri téerri shiátai urrúwa rícu. Yáau líshiirricu táshia liwárruaquictalau jíni lirrícula liá'a cuítaca. 
LUK.22.11	Imá lirrú liá'a cuíta wácalica: “Liá'a quéewidacai liwówai liá léenaa táshia liyá jiliá'a sala líyacta'inaa lishínaa éewidenaicoo yáajchau táayee pascua éerdi rícu”. 
LUK.22.12	Liyá líyadaminaa irrú cuíta rícu áacairra áabai sala máanui ya lichúnini. Iméda íyau néenii, quinínama tánashia irrúnaani.
LUK.22.13	Pé'eru ya Juan náa'eewoo nacábaca náiinu'e quinínama léjta Jesús máyu, liyáalimi nachána liá'a íyacashica pascua íyaninaaca.
LUK.22.14	Líinu'inaa léji liá'a hóraaca, Jesús ya lishínaa éewidenaicoo nawáau náayaca. 
LUK.22.15	Néenee Jesús ma nalí: “Nuyá wówerri wérri núya yáajcha le pascua liáni, jóctanaa carrúni jináata nuyá numáanalica béechau. 
LUK.22.16	Ne yáawaa numá irrú, jócuminaa nuéejoo núya yáajcha liáni íyacashica mawiá cáashia linísa limédacoo liáni Dios wánacaalactalaca.”
LUK.22.17	Néenee liwína áabai copa vino, jáiwa liá sáicai Diosru, limá'ee:
LUK.22.17	—Áajee liáni ichújidau inácu wáacuwani; 
LUK.22.18	ne yáawaiyi numá irrú, jócuminaa nuíirra vino mawiá, cáashia líinu liá'a Dios wánacaalactaca.
LUK.22.19	Liáwinaami liwína páani liá sáicai linácu Diosru; néenee litúcuedani jíni, liá jíni lishínaa éewidenaicoorru ya limá nalí: —Liyáwa nuíinaa liárra, wáni irrú íinuaque'ini numédaque'e irrú sáicai. Chóque'e wabéechalawoo iméda liáni édacanique'iu nunácu jáicta isúbirreda liá'a páanica.
LUK.22.20	Chacábacanaa liméda liájcha liá'a cópaca, liáwinaami líiyaca, Jesús má'ee:
LUK.22.20	—Liéni vinoca léewa nuíirranaa liérra nuádedeerricoo inácueji. Linácueji liérra Dios méda áabai iwítee wáalii. 
LUK.22.21	Liá'a éejuederri'inaa nuyá yéerri áani, wáairriu liyáca wáajcha mesa nácula. 
LUK.22.22	Nuyá Washiálicuerri Dios Cúuleeca, máanaliminaa nuyájoo léjta Dios máyu. Ne liá'a éejuederri nuyá máashii wérriminaajoo libésunacoo.
LUK.22.23	Jáiwa náa'a éewidenaicoo nasáta néemiu nayá wáacoo tánashia éenaa liméda liárra léejuedaminaa Jesúsjoo.
LUK.22.24	Néenee náa'a éewidenaicoo naméda yáaca'eewau tánashia'ee mawí cawéni náiibicha. 
LUK.22.25	Néenee Jesús má'ee nalí:
