MAT.1.1	Ḿfa nâ ane ndə́p-i-njû Jisos Krayis nnyo eyábhé-mmon í Debhit. Debhit a ri eyábhé-mmon Abraham.
ACT.26.8	Jen kən nne owəné kpe yót a kí kere se Obhasi á bhó yim ane á nyə́me ka ekʉ̂?
ACT.26.9	“Mme ḿfoné ebhú áji n kére bəre n di ń yîm kpe bhaghé ejûm ḿ gbʉ́í ane á kâ kâm na mbiŋ i Jisos nnyo nne Nasaret.
ACT.26.10	N yîm fə́ne ejûm ka Jerusarem. Na ikom mfi ane-echî akará-agore á káre ə̂m, n kâk ane Obhasi etî-etî ka ókúmí. Ebhú á gbut esup ábho sê á yúí ábho, mme eróŋ ń kam. 
ACT.26.11	Ntə̂m etî-etî ń jená ka óchâm Obhasi m kpərá ábho, n noghá bəre á yíghi ḿbə́ŋé nnyi á kíi na Jisos. Oyámá-ḿbə́ŋé mbi m fonê na ábho ó fáŋe ó chîŋ ochíŋ nji ta n túbhá ábho nchot n sík bifun.
ACT.26.12	“Ofú bhə́t, ka ntʉ́ghi ejen í bifun njí, n yə̂p n kí ji Damakus na ikom mfi ane-echî akará-agore Obhasi á káre ə̂m sê ń jí fî ábho. 
ACT.26.13	Ntûfâm, ń səra wâ áno bəre n di ka mbá n jená n jak na nchên ányi, kən m kpo to ń yén ebhát etat é dʉ̂ ka ósô, é gbô ə̂m áfo na ane mba á jéna na mme. Ebhát njí é son é chiŋi njúí. 
ACT.26.14	Êt chénchén é gbo ka nsi, n yûk eyum é chorá na mme ka eyum Ibru se, ‘Sol, Sol, ó kará ə̂m oseŋe jen? O kí karé biji ibhâ oseŋe nji ó bhó yuk ə̂m, noŋ mfoŋ nnyi a kí nok na nne nnyo á bhima ńnyə́ne na ítí.’
ACT.26.15	“Ḿ bəp bəre, ‘Ntâ, we a re énê?’
ACT.26.15	“Yê se, ‘Mme a ri Jisos nnyo ó kará áno oseŋe mbí. 
ACT.26.16	Kən duî ngyím gyími, ka m fábhe wâ ka ochî bəre ń sáŋ wâ ó tʉ́k ə̂m. Tîk o gyími ntî-isê omé ka iyîm mbi we ó yen ə̂m na mbi tîk o kpô yén. 
ACT.26.17	Tîk n nyáŋe wâ ka obhô ane abhâ, na obhô ajéné mba n kí tum wâ mbâ ábho. 
ACT.26.18	N kí tum wâ bəre ó rə́bhe ábho amə̂t. Ó yîm áno kən ábho á kpíghí njəm á káre ejírim á kép ebhát. Á kpíghi njəm á káre ikom í Satan, á kép mfi Obhasi. Ka ḿbə́ŋé nnyi á kíi na mme, á yîm Obhasi a ri nsôn a su obhí ábho, á fôn nji ábho echəme noŋ ane mba Obhasi a sáŋe.’
ACT.26.19	“Ntûfâm Agripa, ekpak nji n kí taŋé eyum nji é dʉ̂ ka ósô cháŋ. 
ACT.26.20	N jak fə́ne n jî róghe etûm ejámé kpá ka Damakus, kən m bák nnyi Jerusarem, n jên m fáre Judiya ndə́m, n jak fə́ne ka nték ajéné. M kpík ábho bəre á yóŋé ḿbə́ŋé, á mághe obhí ábho, á kép Obhasi. Bəre á yimá fə́ne ntûm nnyi a kí toŋe se nsôn a kí yim ábho na obhí ábho.
ACT.26.21	Ńgyê echî nji ane Jus á bháe áno á bhâ fî ə̂m ka ókʉ́rí achot Obhasi sê á yúí ə̂m. 
ACT.26.22	Ta é si égyé, a ri Obhasi nâ á nyaŋa ə̂m. Ńgyê mme n gyím mfá n kí səre noŋ ntî-isê mbâ ane-ayúp oo, na ane chichi. Ejûm etat ń səra cháŋ a ri nji akará-otîp na onwet í Mosis á sə́re sê tîk é fâp. 
ACT.26.23	Á sə́re sê Krayis, nne nnyo Obhasi a túmi a bhá yim ngun á sém, a ri a yén oseŋe. Sê yê nâ a kí joé ndaŋa-mbá ka enyəmə́m ka ekʉ̂. Sê á nyəmé ka ekʉ̂, a kí karé mân ebhát mbâ ane Jus, é kpê na ajéné.”
ACT.26.24	Pol a kpô chot áno nchot nnyí, Festus a kûk se, “Pol o kí gbe ekí. Ekpatə́m í nwet nnyi o kpíi a kí yim wâ ó gbê ekí.”
ACT.26.25	Kən Pol se, “Ntûfâm i Festus, ḿ bó gbe ekí. Kən ń chorá ejûm nji é rî ka echî, ekpak etáŋám cháŋ. 
ACT.26.26	Kpe Ntûfâm Agripa a mə́ŋe achot mmá chénchén. Ńgyê mme n gyím n chorá, kpe efup ḿ bó fon. Ń kam bəre ka iyîm mbí ń chorá nná, kpe jə́t nji yê a rô məŋé cháŋ, ka í ká fap ka ebhə̂t.”
ACT.26.27	A bhə̂p Ntûfâm Agripa se, “Ó kam na achot akará-otîp Obhasi kən ó ka kam? Ḿ məŋe bəre we ó kam.”
ACT.26.28	Ntûfâm Agripa a táme yê ka ebhə̂p se, “Pol ó kere se mô ekîm ebhú nnyó kə́n o kpíghi ə̂m n chə́bhe ntem-nne Krayis?”
ACT.26.29	Pol se, “Kpe ebhú é rábhe orap na é kâ râp, n kí goré Obhasi bəre é kâ jóe we átíŋ nâ o kí chəbhé noŋ mme, kən chénchén ane mba á yúgha ə̂m áno mfá égyé. A ri á kâ kâk ên ka ókúmí noŋ mme.”
ACT.26.30	Ntûfâm Agripa, na mmon-i-nnyen owe Benis, na Ntûfâm i Festus, na atúi-ofâm chénchén mba á kûn áfo, á rúi mân ngyím á jak. 
ACT.26.31	Nji á kpó kət ábho-ábhô, á kí chot se, “Nne nnyó á ka yim kpe ejûm nji á kí kak yê kpe ka ókúmí na kpe eyúúm yê.”
ACT.26.32	Ntûfâm Agripa a sə́re Festus se, “Nne nnyó á ka sə́ré nná se esup é jî ka ochî Ntûfâm i Rom, kə́n e nyáŋe yê obhô.”
ACT.27.1	Nji á kúbhi á kâm sê é jî nnyi Itariya aya-áyâ, atúi-ofâm mbá á kô Pol na ane mkpokobhé etat á káre ka obhô ntûfâm ane-enok etat a kamá se Juriyos. Juriyos a ri ka ekam ane-enok mba á bhábha Ntûfâm i Rom. 
ACT.27.2	E yə̂p mân áfo ka ńsughîkaŋ nnyi a dʉ Adramitiyum, a kə́ bha ochíŋ aya-áyâ ebhat Esiya a tə́má ka ngûm a jak. Nne Masedoniya yót nnyo a dʉ Tesaronika, a kamá se Aristakus a tôp êt e jak. 
ACT.27.3	Ntem-ofú, e tə́me ka eték í Sidon. Juriyos a tóŋe Pol onobhá-eji, a nyáŋe yê abhô se a gyé eték a yén atem abhê mba á kí gye yê. 
ACT.27.4	E kpo maghé eték njí, e kí bhughi e chíŋá mkpe aya nnyi Sayiprus nnyi a ri nyamḿ, ka mfêp á noghá a nyerá êt onyeré. 
ACT.27.5	E yáŋe aya Sirisiya na Pamfiriya e tə́me Mayira ka ebhat í Lisiya. 
ACT.27.6	Ka eték áji, ntûfâm ane-enok nnyó a yên ńsughîkaŋ nnyi a dʉ Areksandriya, a kí ji nnyi Itariya, a kâk êt ka ńnyə́ne.
ACT.27.7	E yə̂p, e kí ji kən e yên oseŋe kpe-eji ka mfín kən é bhá sí kpe Nidus. Kən mfêp a gbʉ́i êt, é ka ji ochî. E kpíghi e chə́bhe e chíŋá akpe-ákpê ka aya Krit, ka mkpe egúí Saramon. 
ACT.27.8	Ebhúghúm akpe-ákpê e dâŋ e sî mmon eték etat á bhíŋa sê, Aya Abho-chubhi. Eji njí é rî kpít na eték í Lasiya.
ACT.27.9	Kən e bhá si mfá, é bhibhi ebhú é rap é chiŋ. Mfín a sî nnyi ó to se ó bhúghí ó jî ochî, oseŋe kə́n ó fâp. Ka nan? Mfín erom ane Jus nji á bhíŋa sê Obhí Ane Esuúm
ACT.27.10	“Atem, oseŋe tîk ó fâp ka ejen njí. É ro məŋé iyîm ibhə́ré na ńsughîkaŋ nnyí na kpe ekpin ejə́ré í kí tan.” 
ACT.27.11	Kən ntûfâm ane-enok á ka fon kpe ebhú na nchot i Pol nnyí, á kebha a ri mbúghá-bhúghá na mfone ńsughîkaŋ ka ochî. 
ACT.27.12	Egae nji á bhíŋa nná sê Aya Ábhó-chubhí, é ká nop etə́mə́m ebhú egyʉk nji ekpatə́m í mfêp á roghe. Ka obhô mbí, etî-etî ane á kéra sê é jí tə́mé ka eték í Fonik ebhú mfín enae. Fonik a ri egae Krit jə́t é kébha ósô na óséré.
ACT.27.13	Ebhú mfêp a róghe enoghóm óséré ka tebhe, ane mbá á kera sê nchot a mân, á kâk ńsughîkaŋ ka aya e yə̂p nnyi akpe-ákpê e kí ji nnyi Krit. 
ACT.27.14	Kən etʉri-étʉ́ri áji, ndûm i mfêp ka agúí Krit a róghe enoghóm. Á bhíŋa ndûm i mfêp nnyí sê Mfêp Ebhat Ósô ka Obhô-orûm. 
ACT.27.15	A sûm ńsughîkaŋ. E kpô nok chichi, e kpére e káre biji sê a kə́n êt a ji mbá-mbá. 
ACT.27.16	E chîŋ ka mkpe eji ngun etat á bhíŋa sê Koda, e nôk e bhôp mmon okpi owəré ka ńsughîkaŋ a kâ kpât. 
ACT.27.17	Ane mbá á yûŋ ḿbə́ne ka ayép á kúni ka ńsughîkaŋ. A bhôp fə́ne ńsughîkaŋ na arík á fáre. Á fúbha sê ńsughîkaŋ a kí ji okáŋ ka ésébhe njəm i Libiya. Ka obhô mbí, á bhî esené ńsughîkaŋ ka ayép, á mághe mân sê kpe fan-fan a kə́n ábho á jî. 
ACT.27.18	Kən ndûm i mfêp nnyí á ka kímí. Ka ntem-ofú, ane mbá á róghe eyighím iyîm ogəm ka ńsughîkaŋ, á bhumá. 
ACT.27.19	Ofú etat ó kpó che ka osúí mfín ésá, á yíghi etʉ̂ iyîm mbi í fíi ńsughîkaŋ, á bhûm. 
ACT.27.20	Kən nji mfín a chíŋá a jak, njúí é ka yén, kpe ńdʉnândʉ-ósô é ka yén, mfêp fə́ne nnyi á noghá, a kí son oson a bhák, e yíghi ḿbə́ŋé sê é kpo.
ACT.27.21	Nji é ka ebhú é rap, édî é ka dí, Pol a rúi ngyím a sə́re ábho se, “Atem, ó yuk ên nná nchot amé, kə́n é ka maghé Krit é bhá gyé ka achot mmá, 
ACT.27.22	kən nchot cháŋ. Mfá-mfá n kí goré ên bəre o kâ fûp ên. Echî aŋ? Nne owəné kpe yót á bhó kpo, ńsughîkaŋ nâ tîk a tân. 
ACT.27.23	Ka atʉ́ mma á chíŋi nná égyé, Obhasi omé nnyo ń jigha a tûm énjel owe yót a bhâ gyími ə̂m ka mkpe biji a sə́re ə̂m se, 
ACT.27.24	‘Pol, ka fûp. O ri ó sí ta ó gyímí ka ochî Ntûfâm i Rom a táŋ wâ. Obhasi a káre chénchén ane ka ńsughîkaŋ nnyí ka obhô obhâ.’ 
ACT.27.25	Atem, nâ ka fûp ên mân, ka ń ki ḿbə́ŋé na Obhasi omé bəre tîk é jóe ka ekpak nji yê a sə́re ə̂m nná. 
ACT.27.26	Kən tîk e kâŋ ên ka eji ngun etat.”
ACT.27.27	Ka osúí atʉ́ ófó na ánî, mfêp a nyə́ne a chóá êt ka aya ayúp Meditereniya. Ka étíŋanti atʉ́ abhúghá-ńsughîkaŋ á róghe egyʉ́nʉ́m ngun. 
ACT.27.28	Á gáe eji aya nji e ri á mə́ŋe ekpak é rə́me. Á yên sê a ri nsam abhô ébháe. Nji e kpô jen e jak ochî á kpô gaé, sê nsi a kə̂t abhô esam njəm ófó. 
ACT.27.29	Kən efup é kpô yim ábho sê tîk ńsughîkaŋ a jî tə̂p ntáé etat, á bhî nsené ńsughîkaŋ énî ka ayép mbâ njəm i ńsughîkaŋ, á gorá sê ofú ó ché. 
ACT.27.30	Abhúghá-bhúghá mbá á kí nok sê ábho á bé. Á bhî okpi ka ayép, á yimá bəre ábho á nógha esené ńsughîkaŋ a tʉrí obhət ka aya, mbá-ochî. 
ACT.27.31	Kən Pol a sə́re ntûfâm ane-enok na ane-enok abhê se, “Ó kam se ane mbá á gyê ka mmon okpi nnyó, kpe ejûm nji é kí nyaŋe êt cháŋ.” 
ACT.27.32	A kpô sə́ré ábho áno, ane-enok mbá á jî gbût aríghí okpi mbí á mághe ḿbə́ne ó kí se.
ACT.27.33	Kən ofú ó ché, Pol a góre ane chénchén se á dí édî. A sə́re ábho se, “Na égyé nâ mfín ófó na énî nnyi ó kət ên na obhô ka ḿbə́ŋé, édî ó ka dí ên. 
ACT.27.34	N kí goré ên bəre ó dí ên iyîm, ó fôn ên ikom, o kâ bhâ okpó ên. Kpe nne owəné yót nnyo a kí tane kpe ekát í nnyʉ̂ ejê kpe jə́t cháŋ.”
ACT.27.35	Nji a chorê áno, a kô brêt a yâ, a káre ekûp mbâ Obhasi, ábho chénchén á yena, a kô a kí di. 
ACT.27.36	Ḿbə́ŋé a nâ chénchén ábho, á tábhe fə́ne édî ábho áfoné á dî. 
ACT.27.37	E ri ane nsam ófó na ésá njəm ekû na jə́t (276) ka ńsughîkaŋ nnyí. 
ACT.27.38	Á kpó di édî chénchén, á róghe mân eyighím otâk í nkʉi á bhumá, sê ńsughîkaŋ a fép.
ACT.27.39	Ofú ó kpó che, nne nnyo a məŋê eji nsi nji e ri cháŋ, kən á yên mô eji ésébhe na egae, á kére sê á bhá tə́mé áfo. 
ACT.27.40	Á yíghi mân nsené ńsughîkaŋ á bhî ka aya, á kpât fə́ne aríghí mma á fíi asom í ńsughîkaŋ, á yûŋ éfô nji á táŋa kən mfêp a kə́ná ńsughîkaŋ a jená, á tâŋ ebhat nji mfêp á noghá, á róghe mân ebháám ka egae njí. 
ACT.27.41	Kən e gbə́ne ka ekpu ésébhe etat, ńsughîkaŋ a kâŋ mbá-ochî, a kə̂t ngyím. Ebhúghí-aya é wâ mbá ndə́p i ńsughîkaŋ nnyí jóghé-jóghé-jóghé.
ACT.27.42	Íkíkéré ane-enok í jóe sê nji ejûm njí é fâp áno ábho á yúí chénchén ane mkpokobhé, á kâ bhâ oyok, á bé. 
ACT.27.43	Kən ntûfâm ábho na íkíkéré se yê a bhábhé ekpin í Pol, a sə́re ane abhê se á kâ yîm. A sə́re ane mba kə́n á mə́ŋe nyôk oyok, á yôk á gyʉ́t ngun. 
ACT.27.44	Mba á ká məŋé aŋ, se á fî abhat átí na abhat í ńsughîkaŋ nnyi a waê, á nyáŋé biji ábho, á sí ngun. Ka ekpak njí, ane chénchén kpe énê a sî ngun, ejûm nji é yími yê cháŋ.
ACT.28.1	Nji e kpo sém áno chénchén é chəbhe ka ngun, e mə́ŋe mân sê á bhíŋa eji njí sê Mata. 
ACT.28.2	Ane eték njí á fî êt, kpe ache á ká chaghé. Á fə́ghe ngûn sê é yóbhé, ka mbúta a róghe enaám, egyʉk é kí yim. 
ACT.28.3	Nji Pol a bhúbhi akpât í nkún a kâk ka ngun, nnyô nnyi a kí be efû ngûn, a fâp a bhâ yûm yê ka obhô, amə̂ŋ á kə̂t. 
ACT.28.4	Ane eték njí á kpó yen, á chə́bhe á chorá na atem sê, “Ka etʉri, nne nnyó a ri nyúa-nne. A bê ekʉ̂ ka aya, kən ndibhí nnyi á yimá, á bhó kam yê a kpin.” 
ACT.28.5	Kən Pol a mə̂t obhô obhê ńgô, nnyô nnyí a gbô ka ngûn mmí, kpe ejûm etat nji é yími yê cháŋ. 
ACT.28.6	Ane mbá á kí chik sê ebhú tat obhô Pol tîk ó nʉ̂t, na kpe ebhú tat tîk a gbô a kpô. Kən á kpo chik tata kpe ejûm nji é fábhe na yê cháŋ, á chə́bhe á səra sê Pol a ri njom.
ACT.28.7	Kpírí-kpírí na eji njí, etʉ̂ mbin a ri nnyi ntûfâm eték, a kamá se Pubriyus. Ntûfâm nnyó a kî êt ka njû eye, a gyê êt nono ka mfín ésá. 
ACT.28.8	Ńsé Pubriyus a nuŋ a maŋá osám na egyʉk. Nji Pol a jî yên yê, a góre Obhasi, a kúni yê obhô ka biji, nne-ndûm nnyó a sôn. 
ACT.28.9	A kpo yim njí, chénchén ane mba ngá mba á fóne bimaŋé á bhak mbâ eye, a yîm fə́ne ábho á sôn. 
ACT.28.10	Ane eték mbá á kə̂p êt iyîm ka mkpak ka mkpak. Ebhú e yəbhê sê é jî, á káre êt iyîm mbi kə́n e wôm ka ejen aya ejə́ré.
ACT.28.11	E káe eték njí nnyam-ósô ésá kən e kí maghé na ńsughîkaŋ nnyi a káe fə́ne áfo ka nchot egyʉk. Á bhíŋa ńnyə́ne sê, “Abhon Afât Ajom.” Ńsughîkaŋ nnyí a dʉ nnyi Areksandriya. 
ACT.28.12	E sî Sirakiyus, e kâ áfo mfín ésá. 
ACT.28.13	E kpô maghé áfo e bhúghi e sî eték í Rejiyum. Ofú ó kpó chíŋ ndə́m, mfêp a róghe enoghóm njəm óséré, ntem-ofú e sî eték í Putori. 
ACT.28.14	E yên atem-abhon-í-nnyen mfá mba á bhíŋi êt fə́ne sê é ká na ábho. E kâ fə́ne ogəm ndə́m áfo kən é bhá sí mân Rom.
ACT.28.15	Nji atem-abhon-í-nnyen ka Rom á yúghi sê e kə́ bha, á bhak ta á sî Ogəm Apiyus na eji Nju Esa nnyi ajéné á sʉ́a. A bháe sê á bhá tábhe êt. Pol a kpo yén ábho, a káre ekûp mbâ Obhasi, ḿbə́ŋé a sôn yê.
ACT.28.16	Nji e síi Rom á maghe Pol a kumí ka ibhê biji təm na nne-enok yót nnyo á bhabha yê.
ACT.28.17	Nji mfín a chíŋi ésá, Pol a bhîŋ ane-echî ane Jus, a chə́me ábho, a sə́re se, “Atem-abhon-í-nnyen, mme kpe ejûm ebhí ń ka yim mbâ ane abhə́ré, na kpe ń yîm ḿ kpê na erû ane éməné abhə́ré. Kən á fi ə̂m áno ka Jerusarem, á kare ane Rom. 
ACT.28.18	Kən ábho fə́ne á kpó taŋ nchot amé á ká yen obhí mbi n yimî kən sê á yúí ə̂m. Á wóme kə́n sê á nyáŋe ə̂m obhô. 
ACT.28.19	Kən atúi-ofâm ane Jus á ká kam. Nâ ńjə́ne bəre deê esup é bhá ka ochî Ntûfâm i Rom. Ń ka fon kpe oyámá-ḿbə́ŋé kpe bhə́t m kpê na eték ejámé.
ACT.28.20	Nâ ńjə́ne n wóme bəre ń yén ên, é kúbhi na atem, ka á fíi ə̂m áno nji ń yuŋ ḿbə́ŋé ń ki na nne nnyo Obhasi a chimî ane Isrel.”
ACT.28.21	Ane mbá á sə́re yê sê, “Nwet kpe yə́t nnyi a dʉ Judiya a bhák mfá a kpê na we cháŋ. Kpe ane Jus mba á dʉ̂ ágo á bhak na nchot i mbí a kpê na we cháŋ. 
ACT.28.22	Kən é kí wom kpá é yúk ka imâ nnyo. Ájoé a ri echəme efê nji é kpô chəm nná, é məŋe sê kpe nne nnyo á chorá onono a kpek na ńjə́ne cháŋ.”
ACT.28.23	Á kî ofú sê á bhá chə́me ka njû nnyi Pol á kumá. Á bhak fə́ne á tî nnyen etíím. Na ofú kpát ta egu é sî, Pol a gyê ane mbá esə́rə́m nchot otúi Obhasi a noghá se yê a yim ábho á kâm na Jisos. A bhiŋá a sə́rá ábho ekpak ebhín í Mosis é sə́re é kpê na nchot nnyí, na ekpak fə́ne nji akará-otîp Obhasi á chóre. 
ACT.28.24	Etʉ̂ ábho á kâm, kən etʉ̂ á ká kam na nchot i Pol. 
ACT.28.25	Ekumi é chât ka áfírí. Nji á rúi ngyím sê á mághe á kʉ́rí, Pol a sə́re ábho se, “Obhasi Ebhare Ntʉgantʉ a chorê ka etʉri nji a sə́re ásé abhə́né ka nnyo nkara-otîp a kamá se Asaya se,
ACT.28.26	‘Choŋ osə́ré ane mbá se,
ACT.28.26	“Tîk oyúghá ên ka etʉri,
ACT.28.26	kən é bhó jae ên.
ACT.28.26	Tîk o yéná ên ka etʉri,
ACT.28.26	kən nji ó yena ên ó bhó məŋé ên.
ACT.28.27	Echî aŋ? Énə́mé é faŋ ane mbá ka ḿbə́ŋé é chiŋ,
ACT.28.27	atûŋ ábho á kuŋ, mbá á ro yúk.
ACT.28.27	Amə̂t ábho á tan.
ACT.28.27	Áno asík, kə́n á mə́ŋe nji á yéna, á məŋe nji á yúgha.
ACT.28.27	Énə́mé fə́ne é mân ábho ka íkíkéré,
ACT.28.27	á kpíghi mbâ amé, n yîm fə́ne ábho á sôn.” ’ ”
ACT.28.28	Pol a kpô chot se, “Məŋê ên mân sê Obhasi a tûm otîp obhê mbâ ajéné. Ḿbə́ne nâ ó kí yim ane á sém. Ajéné mbá nâ á kí yuk otîp mbí.” [ 
ACT.28.29	Pol a kpo man echoróm, ane Jus á mághe á kpoŋa kpe-eji á jak.]
ACT.28.30	Pol a káe ka Rom nyâ ébháe ndə́m, yê ḿfoné nâ á kará ntí ka njû nnyi yê á kumá. Na ogyebhá-ḿbə́ŋé, a tabhá fə́ne ane chénchén mba á bhak mbâ eye. 
ACT.28.31	Á səra ane nchot otúi Obhasi na nchot i Ńtâ Jisos Krayis. Á kpik jáé-jáé, mgbʉ́a yê cháŋ.
ROM.1.1	Nwet nnyí a dʉ mbâ amé, Pol, nnyo n di nne-etûm i Jisos Krayis. Obhasi nâ a sáŋe ə̂m a tûm noŋ ḿgbán i Jisos se ń yîm etûm otîp ogyebhá-ḿbə́ŋé ejê.
ROM.1.2	A ri otîp mbi ta ka éməné akará-otîp á séŋe ka nwet Obhasi sê Obhasi a chimî se yê a kí tum. 
ROM.1.3+ROM.1.4	Otîp mbí ó rî ó kpê na Mmon Obhasi, Ntûfâm owəré Jisos Krayis. Ka nne, á jíi yê ka ndə́p-i-njû Debhit. Ka ńtʉgântʉ eye nnyi á ka fon kpe akôp, á tóŋe na ekpatə́m ejík sê yê a ri Mmon Obhasi. Á tóŋe nji a kpóe a nyə́me ka ekʉ̂. 
ROM.1.5	A ri ka obhô Mmon nnyó nâ Obhasi a tóŋe êt onobhá-eji obhê. A yîm êt fə́ne ágbán abhê. Echî aŋ? Sê é kpí nték i ngun chénchén á yúk yê, á kî ḿbə́ŋé na yê. Tîk ejík é jóe é káre mbiŋ i Jisos Krayis. 
ROM.1.6	Ên eróŋ o ri ên ka ekam ane mba á sáŋe nná sê á chə̂m na Jisos Krayis.
ROM.1.7	Nâ ńjə́ne n séŋe n tûm mbâ eyəné chénchén ka Rom. Obhasi a tóŋe ên okot, a sâŋ ên se ó jóe ên ane abhê.
ROM.1.7	Deê Obhasi Ńsé owəré na Ńtâ Jisos Krayis á tóŋé ên onobhá-eji, á káre ên fə́ne enare.
ROM.1.8	Kən ń jî ochî, ń ko mbiŋ i Jisos Krayis ń kúp kpá Obhasi ka obhô obhə́né chénchén. Echî aŋ? Ngun ndə́m á yuk esə́re ḿbə́ŋé nnyi o kíi ên na Jisos Krayis. 
ROM.1.9+ROM.1.10	Kpe ofú kpe bhə́t ó bhó chiŋ nji ḿ bó tit ên chénchén ka ogora Obhasi omé. Obhasi átíŋ nnyo ń jigha na ḿbə́ŋé amé fép nâ a ri ə̂m ntî-isê. Ń jigha yê ka otîp ogyebhá-ḿbə́ŋé obhê mbi ń tibha ane. Otîp mbi ó rî ó kpê na Mmon owe. Ejûm jə́t nji ń gorá Obhasi é rî sê, deê mfá-mfá yê, ka okorá-ḿbə́ŋé obhê, a kak ə̂m obhô ta ḿ bá ejen mbâ eyəné. 
ROM.1.11	Echî aŋ? Ń woma kpe-eji ḿ bá yén ên, ń káre ên fə́ne ekəp nji Obhasi a karê. Tîk é dʉ̂ áfo, ḿbə́ŋé eyəné a kpó son nnyen esonóm. 
ROM.1.12	Nji ń chorá áno é rî sê, ebhú ḿ ba, tîk e kâk atem ḿbə́ŋé ka ḿbə́ŋé nnyi e kíi na Jisos.
ROM.1.13	Atem-abhon-í-nnyen, deê ń yîm ên ó mə́ŋe sê ń timi ntə̂m etî-etî bəre ḿ bá ejen mbâ eyəné kən ta égyé ń ka fon mbá nnyi n kə́ bha. Ń timá bəre kə́n ḿ bá, ń yîm etûm Obhasi ejámé nono ka étíŋanti ejə́né. Tîk é dʉ̂ áfo, ane á kí ḿbə́ŋé na Jisos Krayis noŋ é fábhe ka nték ajéné etat.
ROM.1.14	A ri etûm ejámé ka etíbhím otîp Obhasi mbâ ane ngun ndə́m, kpe á fábhe mbiŋ na á kâ fâp, kpe á mə́ŋe nwet na á kâ mə́ŋe. 
ROM.1.15	Yên ńjə́ne nji é kə́na ə̂m bəre ḿ bá fə́ne ejen mbâ eyəné ka Rom, ḿ bá sə́ré otîp ogyebhá-ḿbə́ŋé mbí.
ROM.1.16	Otîp ogyebhá-ḿbə́ŋé Obhasi ó ká joé ejûm ísonê mbâ amé. Echî aŋ? Otîp mbí nâ ó rî ikom mfi Obhasi á kok a yimá chénchén ane mba á kíi ḿbə́ŋé na yê, á sema, é róghé na ane Jus ta o sî ane nték ajéné.
ROM.1.17	A ri otîp Obhasi mbí nâ ó kí toŋe êt ekpak Obhasi á chəbhá njəm a fik ane a kaghá ka biji se á jóe ka nnyen-i-mbá na yê. É rî a ri ka ekíím ḿbə́ŋé na Obhasi ka eróghá-ndə́p tata o sî ntə̂m. Nwet Obhasi se, “Nne nnyo á ki ḿbə́ŋé na Obhasi, nâ Obhasi a kí ko ekpin ejê se é rî ka nnyen-i-mbá.”
