MAT.1.1	Mapalivaisije Jesucristo pijasalinaivimi pelivaisi. Jesucristo rabaja Davidpijinë pemomoxiyajuvënënë. Davidpijinë pijinia Abrahampijinë pemomoxiyajuvënënë. 
JHN.12.6	Itsiata bajarapacuenia Judas apo jumaitsi pesivanajamatabëxainaexae bepejiobivi. Judas raja penacobetoxotsinë. Jesúsbana pijapalatadoro pevetsiaexanaenëxaetsi, Judas nacobetoxotabiaba bajarapapalatayajuvënëjava. 
JHN.12.7	Nexata Jesús jumaitsi Judasjavabelia petiriva yabara:
JHN.12.7	—Copare bajarapova xanëjavaberena pexanaenexa bajarapacuenia. Itsamonae petëpaejivi batsiperabëepana petuxujuviaceitera peperabëxaniavaetsinexa pemëthëtsivajënae. Bajara pijinia pacuenia mapovaje xaniavaeta bajarapora tanetsiperabëepanaenexa, apo tëpae atanë, taneperabëxaniavaetsinexa itsamonae tanemëthëtsivajënae. Tsipaji baja imoxoyo tavajënae tanemëthëtsinexa. 
JHN.12.8	Daxitamatacabi raja bepejiobivi jinavanapa itsaxuayo pajinavanapame paneyavenonaenexa. Itsiata baitsi jane xanë daxitamatacabi apo ponaponaenë tsane paxamëjavata, jai Jesús Judasjavabelia.
JHN.12.9	Ayaibitsaëtoxaneto judíovi vënëlivaisitanetsi Jesús pepatsijava Betania tomarata. Judíovi nexata ponalia Betania tomarabelia petaenexatsi Jesús. Itsiata bajarapamonae apo ponaelia petaenexa ëJesús. Ponalia petaenexanua Lázaro, ponë Jesús asaëyaexana, petëpaenëmi. 
JHN.12.10	Nexata sacerdotevi penamatacaitorobivi daxita baja sivanajamatabëjëpa pebeyaxuabinexatsi Lázaro, Jesús yajava. 
JHN.12.11	Bajarapamonae najamatabëjëpa pebeyaxuabinexatsi Lázaro. Tsipaji judíovi ayaibitsaëto natsanapona sacerdotevivecua petaexae Lázaro piasaëtsaponaponaejava petëpaecujinae. Nexata bajarapajudíovi jumecovënëtapona Jesús Dioso pexënatocuene.
JHN.12.12	Jivi ayaibitsaëtoxaneto pata Jerusalén tomarata pascuafiesta petaenexa. Nexata bajarapamonae Jesús vënëlivaisitanetsi pepatsijavanexa Jerusalén tomarata. Jesús naropota Betania tomaraverena. 
JHN.12.13	Nexata bajarapamonae Jesús pevajënae baxuucubaba benaxarebobaxutonë. Bajarapamonae pona baja pecopiapitsinexa Jesús. Itsa panamutoverena Jesús najetaruca, bajarapanamutuabelia bajarapamonae pona. Itsa baja bajarapamonae Jesús copiapita, bajarapamonae vavajai tsabuataponae.
JHN.12.13	—¡Dioso yavenonaenatsi! ¡Maponë najetarucaje, vajatuxanenë pejamatabëcueneta najetaruca Israel nacuapijivi pepo pevetsinënexa! jai tsanajetarubenae bajarapamonae Jesús yabara.
JHN.12.14	Nexata Jesús caxitajarabaxuaba burro. Bajarapaburro Jesús jumaponatsi pepatsinexa Jerusalén tomarata. Jesús burrojumata pepatanajetarucaejavanexa Jerusalén tomarata, Dioso pejumelivaisibaxutota tajëvelia jumaitsi mapacueniaje:
JHN.12.15	PaJerusalén tomarapijivimë, pëtsa pajunavame. Pataename pepo papecaevetsinënexa penajetarucaejava. Pejanaburroyota yapatanajetarucaena,
JHN.12.15	jai tajëvelia Dioso pejumelivaisibaxuto Jesús burrojumata pepatanajetarucaejavanexa Jerusalén tomarata.
JHN.12.16	Itsa bajarapacuenia Jesús pata Jerusalén tomarata, copiapata jane baja pacuenia Dioso pejumelivaisibaxutota tajëvelia jumaitsi Jesús yabara. Bajarapamatacabi Jesús pijajivi tae ata bajarapacuene, itsiata abaxë apo yapëtae pecopiapatsijava bajarapacuene. Matapania baja Jesús pepuaponae athëbëabetsia, Jesús pijajivi yapëtane pecopiapatsijava baja pacuenia Dioso pejumelivaisibaxutota tajëvelia jumaitsi Jesús yabara.
JHN.12.17+JHN.12.18	Pamonae tane pamatacabi Jesús Lázaro asaëyaexana petëpaenëmi, bajarapamonae tsipaeba Jerusalén tomarapijivijavabelia. Tsipaeba pacuenia bajarapamonae tane Jesús Lázaro piasaëyaexanaejavata petëpaenëmi. Bajaraxuata jivi ayaibitsaëto pitsapa tomaravelia pecopiapitsinexatsi Jesús. 
JHN.12.19	Nexata fariseovi itsa tane bajarapacuene, najumaitsi:
JHN.12.19	—Pataema. Daxitajivi pënaponatsi Jesús. Vaxaitsi baja nexata acuenebi vajaexanaejava Jesús jivi pepënaponaejavatsi yabara, najai fariseovi.
JHN.12.20	Ayaibitsaëto jivi pata Jerusalén tomarata Diosojavabelia pevajëtsinexa pascuavënë fiestamatacabita. Bajarapamonaeyajuvënëvi itsamonae Grecia nacuapijivi. 
JHN.12.21	Nexata Grecia nacuapijivi cujibaliatsi Felipe. Felipe Betsaida tomarapijinë. Betsaidatomara eca Galilea nacuata. Nexata Grecia nacuapijivi jumaitsi Felipejavabelia:
JHN.12.21	—Felipe, pajamatabëtaniji raja Jesús, jai.
JHN.12.22	Felipe nexata pona Andrésjavabelia petsipaebinexa pacuenia Grecia nacuapijivi jumaitsi. Nexata Felipebeje Andrésbeje ponabeje petsipaebinexabeje Jesúsjavabelia. 
JHN.12.23	Nexata Jesús jumaitsi bajaraponëbejejavabelia:
JHN.12.23	—Xanë, Daxitajivi Pematapijinënë, tajamatacabi baja netocopiapata tanaviatsinexa baja athëbëabetsia ayaijamatabëcuenenënë Dioso taneexanaenexa. 
JHN.12.24	Xaniajanë pacuenia pacatsipaebijitsiatsi. Trigoxuto itsa apo ubitsi irabelia, saya tsitecanuca caexutoyo. Itsiata itsa ubatsi, pejuvicujinae xutsabana vajaubixutoyomi penacopatsinexa pejanaboto. Nexata itsa nacuaita bajarapaboto, ayaijava pexu capitsapa. 
JHN.12.25	Bajara pijinia itsi jivi ata. Pajivi jamatabëjumaitsi ata tsane petëpaeyaniva: “Xanë nayajivitaeyaponaponaenajë tanebejiobiaexanaeyaniva, tanebeyaxuabiyaniva ata,” jamatabëjai ata tsane, itsiata tëpaena. Nexata Diosovecua naxuabiana. Biji rajane pajivi nesivanajamatabëcopatsiaya jamatabëjumaitsi tsane: “Jema nebejiobiaexanaena. Jema nebeyaxuabiananua Jesús pijajivitonëxaenë,” jamatabëjai tsane, bajarapajivi xainaena matacabi apo pevereverecaejava. 
JHN.12.26	Pajivi jamatabënetonacueneba, bajarapajivi nepënaponaena. Nexata pajivi netonacuenebiana, neyajavaponaponaena itsajota ponaponaenajë. Pajivi netonacuenebiana, bajarapajivi yabara taxa Dioso jumaitsi tsane: “Bajarapajivi sivajamatabëcuenebarëyanë,” jai tsane, jai Jesús Felipebeje Andrésbejejavabelia.
JHN.12.27	Jesús bëpënëa jamatabëjumaitsi:
JHN.12.27	—Aeconoxae bitso najamatabëxainajë. ¿Detsa meta jumaitsinë tsane taxajavabelia? Jumaitsinë meta tsane: “Taxa, betajiobicuenia tanebeyaxuabijavaminexa, vecuanecapanepaename,” janë meta tsane taxajavabelia. Jume raja. Bajarapacuenia meta apo vajëtsinë tsane. Tsipaji betajiobicuenia tanebeyaxuabinexa, patajë mapanacuayabetsicaje, jamatabëjai Jesús.
JHN.12.28	Nexata Jesús Diosojavabelia jumaitsi:
JHN.12.28	—Taxa, pacuenia jitsipame nexanaenexa jivi pecayaiyataenexa, exanare, jai Jesús.
JHN.12.28	Nexata bajarajota Jesús jumetane athëbëvetsica ayaijume. Jumaitsitsica mapacueniaje:
JHN.12.28	—Jivi rabaja cajena neyaiyatane. Itsiata matavëjëa neyaiyataena, jaitsica.
JHN.12.29	Jivibitsaëto bajarajota penubenaevi jumetane bajarapajume. Nexata bajarapamonae jumaitsi:
JHN.12.29	—Yamaxë raeta najumeta, jai.
JHN.12.29	Itsamonae pijinia jumaitsi:
JHN.12.29	—Angel raeta barëcuaicuaijaitsi Jesús, jai.
JHN.12.30	Nexata Jesús jumaitsi bajarapamonaejavabelia:
JHN.12.30	—Xanë raja tajumetaenexa bajarapajume apo jumaitsitsica. Paxamë raja panejumetaenexa jumaitsitsica. 
JHN.12.31	Aeconoxae rabaja copiapatsiana Dioso penaneconitsiaexanaematacabinexa daxita pijaneconi pexainaevi. Vecuaxuabiananua dovathi, ponë mapanacuata jivi itorobabiaba pibisiacuene pexanaenexa. 
JHN.12.32	Itsa neyotarutsiana cruzajavabelia tanebeyaxuabinexa, nexata daxitajivi jitsipaeyaexanaenajë xanë tanesivanajamatabëcuene copatsinexa, jai Jesús.
JHN.12.33	Bajarapacuenia Jesús tajëvelia jumaitsi jivijavabelia jivi peyapëtaenexa pacuenia Jesús tëpaejitsia. 
JHN.12.34	Nexata bajarapamonae jumaitsi Jesúsjavabelia:
JHN.12.34	—Dioso Moiséspijinëta penajumecopatsilivaisi tajëvelia jumaitsi mapacueniaje: “Cristo, ponë athëbëvetsica Dioso itorobijitsiatsica jivi pecapanepaenexa, asaë tsaponaponae tsane daxitamatacabijavabelianexa pevetsinexa mapanacuaje,” jai. Itsiata xamë Cristo atamë, jumaitsimë: “Xanë, Daxitajivi Pematapijinënë, neyotarutsiana cruzajavabelia tanebeyaxuabinexa,” jamë. ¿Detsa nexata ponë Cristo daxita matacabijavabelianexa asaë tsaponaponae tsane? jai bajarapamonae Jesúsjavabelia.
JHN.12.35	Nexata Jesús jumaitsi bajarapamonaejavabelia:
JHN.12.35	—Imoxoyo rabaja pevajënae taponaematacabinexa. Abaxë raja itsiata taponaponaematacabibeje, pacatsipaebianatsi pexaniajailivaisi patacajamatabëcueneitayotsinexa. Nexata itsa pacatsipaebianatsi pexaniajailivaisi, panejumecovënëtsianame paneajamatabëcueneitaquiriyaniva. Pajivi ajamatabëcueneitaquiri, apo xainae tsane matacabi apo pevereverecaejava. 
JHN.12.36	Xanë rabaja pexaniajailivaisita pacajamatabëcueneitayotsianatsi. Taponaponaematacabibeje abaxë mapanacuataje, panesivanajamatabëcopatsianame. Bajarapacuenia nexata jamatabëcuenenaitayotsiaya pajinavanapaename, jai Jesús bajarapamonaejavabelia.
JHN.12.36	Bajarapacuenia pejumaitsicujinae, Jesús baja pona pevecuanamatayabinexa bajarapamonae.
JHN.12.37	Jesús ayaicuene pexanaejava Dioso pesaëta judíovi pitabarata exanapona. Judíovi tae ata bajarapacuene, itsiata apo jumecovënëtsi Cristocuene. 
JHN.12.38	Nexata judíovi itsa apo jumecovënëtsi Cristocuene, copiapata jane baja pacuenia bajayata tajëvelia yaquina Diosojumepaebinëmi, profeta Isaíaspijinë. Judíovi Cristocuene apo pejumecovënëtsijavanexa yabara, bajayata Isaíaspijinë peyaquinaelivaisita tajëvelia jumaitsi mapacueniaje:
JHN.12.38	Dioso, patatsipaebilivaisi cajena jivi apo panejumecovënëtsi tsane. Bajarapamonae apo panejumecovënëtsi tsane,
JHN.12.38	tae ata nesaëta pinijicuene pataexanaejava, jai bajayata tajëvelia Isaíaspijinë peyaquinaelivaisita judíovi Cristocuene apo pejumecovënëtsijavanexa yabara.
JHN.12.39	Bajaraxuata Cristo patsi ata, judíovi apn jumecovënëtsi Cristocuene. Isaíaspijinë peyaquinaelivaisita, judíovi yabara icatsia tajëvelia jumaitsi mapacueniaje:
JHN.12.40	Bajarapamonae Dioso itaxutotsëcënaeyaexanaena. Ajamatabëcuenetajaya exanaenanua. Bajarapacuenia Dioso exanaena bajarapamonaejavabelia. Nexata bajarapamonae tae ata tsane pinijicuene Dioso pesaëta pexanaejava, itsiata bajarapamonae apo yapëtae tsane pajamatabëcuenelivaisi xaina petaejava. Nexata bajarapamonae Diosojavabelia apo najamatabëcuenepënëyorotsi tsane perujujamatabëcuenevecua. Nexata apo jamatabëcuenexaniavaetsinë tsane,
JHN.12.40	jai bajayata tajëvelia Isaíaspijinë peyaquinaelivaisita judíovi Cristocuene apo pejumecovënëtsijavanexa yabara.
JHN.12.41	Bajarapacuenia Isaíaspijinë yaquina tsipaji bajayata Isaíaspijinë bemajitsinaebota tane Jesús ayaijamatabëcuene pexainaenëcuene. Bajaraxuata bajayata Isaíaspijinë bajarapacuenia Jesús vajunupaeba baja cajena.
JHN.12.42	Itsiata judíoviyajuvënëvi ayaibitsaëto jumecovënëta Cristocuene. Judíovi pevetsivi ata jumecovënëta Cristocuene. Bajarapamonae judíovi pevetsivixae, apo navajunupaebi pejumecovënëtsijava Cristocuene. Tsipaji cujunava fariseovi. Bajarapamonae bëpënëa jamatabëjumaitsi:
JHN.12.42	—Apo navajunupaebinë tsane tajumecovënëtsijava Cristocuene tanecapitsapaeyaniva fariseovi judíovi penacaetuatabiabibovecua, jamatabëjai bëpënëa bajarapamonae.
JHN.12.43	Tsipaji bajarapamonae jitsipa penajuaevetsivi pesivabarëyajavatsi Dioso pesivabarëyajavatsi matatoxenetsia.
JHN.12.44	Jesús jumaitsi ayaijumeta jivijavabelia:
JHN.12.44	—Pajivi jumecovënëtsiana Cristocuenenë, bajarapajivi ëxanë yabara apo jumecovënëtsi tsane. Taxa, ponë nitorobica, bajaraponë yabara ata jumecovënëtsiana. 
JHN.12.45	Pajivi necueneyapëtaena, bajarapajivi taneitorobinëtsica ata cueneyapëtaena. 
JHN.12.46	Xanë rabaja pexaniajailivaisita jamatabëcueneitayotsianajë mapanacuapijivije. Nexata pajivi jumecovënëtsiana Cristocuenenë, apo ajamatabëcueneitaquiri tsane. 
JHN.12.47	Pajivi jumeyapëtae ata tsane tatsipaebilivaisi, itsiata itsa apo jumecovënëtsi tsane bajarapalivaisi, bajarapajivi naneconitsiana Diosojavabelia. Itsiata xanë bajarapajivi apo naneconitsiaexanaenë tsane. Tsipaji xanë apo patsinëtsica tananeconitsiaexanaenexa mapanacuapijivije. Biji rajane xanë patsicajë tacapanepaenexa mapanacuapijivije. 
JHN.12.48	Pajivi nenayajiviitavetsiana, apo nejumecovënëtsinua tsane tatsipaebilivaisi ata, bajarapajivi taxa Dioso naneconitsiaexanaenatsi. Bajarapajivi taxa Dioso naneconitsiaexanaena pamatacabi naneconitsiaexanaena daxita pijaneconi pexainaevi tatsipaebilivaisi apo pejumecovënëtsixae. 
JHN.12.49	Tsipaji xanë tajamatabëcueneta apo paebinë bajarapalivaisi. Taxa raja, ponë nitorobica, nitoroba bajarapalivaisi jivi tatsipaebinexa. 
JHN.12.50	Yapëtaniji baja cajena jivi pexainaejavanexa matacabi apo pevereverecaejava itsa jumecovënëta taxa pitorobilivaisi. Nexata bajarapalivaisi itsa tsipaebaponajë jivijavabelia, tsipaebaponajë pacuenia taxa Dioso nitoroba tatsipaebinexa, jai Jesús jivijavabelia.
JHN.13.1	Caematacabi baja saica pejonenexa pascuavënëfiesta. Jesús nexata yapëtane pamatacabita pijavajabitsaë beyaxuabijitsiatsi. Yapëtanenua peponaejavanexa paxa Diosojavabetsia. Jesús bitso asiva pijajivi, mapanacuapijivije. Jesús nexata bajarapamatacabi pijajivi tsitanajamatabëcueneitajëta piasivacuene.
JHN.13.2	Jesús pijajivi barënabane caniviyopijijava. Nexata Judas Iscariote, Simón pexënato, dovathi pejamatabëcueneta najamatabëxainaeyaexanatsi. Nexata Judas najamatabëxaina Jesús pecanajetsinexa pijavajabitsaë pecobeyabelia. 
JHN.13.3	Jesús yapëtane paxa Dioso perajutsijavatsi daxitacuene pevetsinexa. Yapëtanenua paxa Diosojavavetsica pepatsijava. Icatsia pacuenia ata naviatsijitsia paxa Diosojavabetsia, yapëtane. 
JHN.13.4	Nexata Jesús pijajivi pebarënabanijavata, Jesús nonotapuna mesajavata. Najumajonota penaxatatsijava. Nexata toalla naepacëta. 
JHN.13.5	Jesús mera epata penacobequiatsinëjavabelia petaxuquiatsinexa pijajivi. Jesús nexata beveliajamatabëcuenenë nataeya taxuquiatapona pijajivi, caenë canacujitsia. Taxuiquicapona icatsia pijatoallata penaepacëtsipanata.
JHN.13.6	Itsa Jesús taxuquiatsijitsia Simón Pedro, nexata Simón Pedro jumaitsi:
JHN.13.6	—Tajatuxanenë, apo jitsipaenë tanetaxuquiatsijavamë. Tsipaji ayaijamatabëcuenenëmë, jai Simón Pedro Jesúsjavabelia.
JHN.13.7	Jesús nexata jumaitsi:
JHN.13.7	—Aeconoxae abaxë apo yapëtaemë pajamatabëcuene yabara cataxuquiatsijitsiatsi. Itsiata baitsi jane bexëajavabelia yapëtaename, jai Jesús.
JHN.13.8	Nexata Pedro jumaitsi:
JHN.13.8	—Apo catonataxucopatsi tsanetsi tanetaxuquiatsinexamë, jai Pedro.
JHN.13.8	Jesús nexata jumaitsi:
JHN.13.8	—Itsa apo cataxuquiatsi tsanetsi, nexata apo tajajivitonëmë tsane, jai Jesús Pedrojavabelia.
JHN.13.9	Simón Pedro nexata jumaitsi:
JHN.13.9	—Tajatuxanenë, ëtataxu nexata apo netoquiatsimë tsane. Tacobe ata, tamatabocoto ata, netoquiatsianame, jai Pedro.
JHN.13.10	Jesús nexata jumaitsi Pedrojavabelia:
JHN.13.10	—Pajivi baja navane, apo namatavenonae baja pequiatsinexatsi daxitanë. Saya namatavenona ëpetaxuquiatsinexatsi. Tsipaji baja daxitanë axuirajibi. Paxamë rabaja pajamatabëcuenexuirajibimë. Itsiata baitsi jane apo padaxitamë, jai Jesús Pedrojavabelia.
JHN.13.11	“Pajamatabëcuenexuirajibimë. Itsiata baitsi jane apo padaxitamë,” jai Jesús. Tsipaji yapëtane tajëvelia ponë canajetsijitsiatsi pijavajabitsaë pecobeyabelia.
JHN.13.12	Petaxuquiatsicujinae pijajivi, Jesús baja icatsia penaxatatsijava naxatata. Eca icatsia mesa muxuneneta. Jumaitsi pijajivijavabelia:
JHN.13.12	—¿Payapëtaneme tsabaja paxamë pajamatabëcuene yabara pacataxuquiatatsi? 
JHN.13.13	“Vajanacacujarubinë,” pajamë tsabiabi itsa panabarëcuaicuaijamë xanë yabara. Itsajavata: “Vajatuxanenë,” pajamë tsabiabi. Paxaniajamë rabaja cajena. Bajara tsipaji taitsinë. 
JHN.13.14	Xanë, patacacujarubinë ata, panijatuxanenë atanënua, beveliajamatabëcuenenënë nataeya pacataxuquiatatsi bepanijajivitonënëcuenia. Nexata bajarapacuenia paxamë ata beveliajamatabëcuenevi nataeya panataxuquiatabiabianame namataenetsia. 
JHN.13.15	Pacatsitaexanatsi bajarapacuene paxamë ata bajarapacuenia namataenetsia panenatoexanaenexa. 
JHN.13.16	Xaniajanë pacuenia pacatsipaebijitsiatsi. Paxamë cajena apo panejamatabëcuene matatoxenetsimë. Tsipaji itsanë ata apo jamatabëcuenematatoxenetsi pitorobinëtsi. 
JHN.13.17	Payapëtaneme rabaja pajamatabëcuene yabara panijatuxanenë atanë, beveliajamatabëcuenenënë nataeya pacataxuquiatatsi. Nexata pijinia paxamë ata bajarapacuenia beveliajamatabëcuenevi nataeya namataenetsia nasivaya itsa panayavenonabiabianame, pajamatabëcuenebarëyamë tsavanapae tsane, jai Jesús pijajivijavabelia.
JHN.13.18	Icatsia Jesús jumaitsi pijajivijavabelia:
JHN.13.18	—Daxita raja itsiata apo pajamatabëcuenebarëyamë tsavanapae tsane. Tsipaji caenë paxamëyajuvënënë, ponë naxaena xanëta, bajaraponë necanajetsiana tajavajabitsaë pecobeyabelia pacuenia tajëvelia jumaitsi Dioso pejumelivaisibaxutota. Yapëtaniji ponë necanajetsijitsia. Tsipaji xanë patacaitapetsivi patajajivinexamë, pacajamatabëcueneyapëtanetsi pacaenëmë canacujitsia. Nexata pacuenia tajëvelia Dioso pejumelivaisibaxutota jumaitsi xanë yabara, bajarapacuenia netocopiapatsiana. 
JHN.13.19	Pacatsipaebatsi bajarapacuenia taneexanaevajënaeya. Nexata itsa nebeyaxuabiana, panejumecovënëtsianame xanë Cristocuenenë pacuenia baja cajena pacatsipaebatsi. 
JHN.13.20	Xaniajanë pacuenia pacatsipaebijitsiatsi. Pajivi copiapitsiana taitorobinë, xanë neyajavacopiapitsiana. Pajivi necopiapitsiana, bajarapajivi neyajavacopiapitsiana taxa Dioso, ponë nitorobica, jai Jesús pijajivijavabelia.
JHN.13.21	Jesús pejamatabëëthëtota bëpënëa bitso natsinajamatabëxaina. Nexata rovialia Jesús jumaitsi pijajivijavabelia:
JHN.13.21	—Xaniajanë pacuenia pacatsipaebijitsiatsi. Caenë paxamëyajuvënënë necanajetsiana tajavajabitsaë pecobeyabelia, jai Jesús pijajivijavabelia.
JHN.13.22	Nexata Jesús pijajivi nataeyena. Tsipaji apo yapëtae ponë yabara Jesús jumaitsi. 
JHN.13.23	Jesús pijajiviyajuvënënë, caenë bitso asivaya tane. Bajaraponëbeje Jesúsbeje namuxuneniaxaeyecabeje. 
JHN.13.24	Nexata bajaraponë Jesúsjavabelia petoyanijobinexatsi, Simón Pedro pecobeta itorobeca.
JHN.13.24	—Yanijobare ponë yabara Jesús jumaitsi, jai tsecae Simón Pedro pecobeta.
JHN.13.25	Nexata bajaraponë natixireca. Eca bitso Jesús pemuxuneneta peyanijobinexa Jesúsjavabelia.
JHN.13.25	—Tajatuxanenë, ¿jipatsa yabara jumaitsimë? jai bajaraponë Jesúsjavabelia.
JHN.13.26	Nexata Jesús jumaitsi pijajivitonëjavabelia, bitso piasivanëjavabelia:
JHN.13.26	—Ponë ra peneta panjavayo tocajabutsianajë, bajaraponë tsane, jai Jesús pijajivitonëjavabelia, bitso piasivanëjavabelia.
JHN.13.26	Nexata Jesús panjavayo pita. Cajabuta. Nexata jane baja rajuteta Judas Iscariote, Simón pexënatojavabelia. 
JHN.13.27	Judas itsa pita pan, nexata bajarajota Judas dovathi tsijamatabëjunuatsi. Nexata Jesús jumaitsi Judasjavabelia:
JHN.13.27	—Xua baja exanaejitsiamë, naxanitsiayo baja exanare, jai Jesús.
JHN.13.28	Itsiata baitsi jane pamonae najuaxaeyena bajarapamesata, apo jumeyapëtae xua yabara Jesús jumaitsi Judasjavabelia. 
JHN.13.29	Judas toevetabiaba bajarapamonae pijapalatadoro. Bajaraxuata Judas yabara Jesús pijajivi jamatabëjumaitsi:
JHN.13.29	—Jesús raeta itoroba Judas pecomuatsinexa vajaxaejavanexa fiestajavata. Itsa jume, itoroba meta perajutsinexa itsacuenejavaxi bepejiobivijavabelia, jamatabëjai Jesús pijajivi.
JHN.13.30	Itsa baja Judas pan pita, bovecua pitsapalia vayafuabelia, meravi baja.
JHN.13.31	Pabota Jesús pijajivi barënacaetuata, bajarapabovecua Judas pitsapalia. Nexata Judas pepitsapaecujinaelia Jesús jumaitsi pijajivijavabelia:
JHN.13.31	—Aeconoxae rabaja xanë, Daxitajivi Pematapijinënë, najamatabëcueneitajëtsianajë ayaijamatabëcuene taxainaejava. Taxa Dioso ata bajarajota yajavajamatabëcueneitajëtsianajë ayaijamatabëcuene pexainaejava. 
JHN.13.32	Nexata taxa Dioso juya nejamatabëcueneitajëtsiana ayaijamatabëcuene taxainaejava. Bajarapacuene baja naxanitsiayo taxa Dioso exanaena. 
JHN.13.33	Bepataximë patacataevi. Bajara maapo pacayajavaponaponaetsi tsane bajayajebije. Paxamë panejaitsianame. Pacuenia jumaitsinë itsamonae judíovijavabelia, bajarapacuenia paxamëjavabelia ata pacajumaitsijitsiatsi. Apo pacacaëjëpae tsane paneponaenexa itsabelia ponaejitsianë. 
JHN.13.34	Pacatsipaebijitsiatsi icatsia pejanalivaisi. Paexanavanapaename mapacueniaje. Pasivamë tsavanapae tsane itsamonae ata. Pacuenia xanë pacaasivatsi, bajarapacuenia namataenetsia panaasivamë tsavanapae tsane. 
JHN.13.35	Namataenetsia itsa panaasivamë tsavanapae tsane, nexata daxitanacuanëpijivi pacayapëtaena patajajivicuenemë, jai Jesús pijajivijavabelia.
JHN.13.36	Simón Pedro yanijoba Jesúsjavabelia.
JHN.13.36	—Tajatuxanenë, ¿detsa belia ponaejitsiamë? jai Pedro.
JHN.13.36	Nexata Jesús jumaitsi Pedrojavabelia:
JHN.13.36	—Itsa belia ponaejitsianë, aeconoxae apo cacaëjëpae tanepënaponaenexamë. Itsiata baitsi jane itsamatacabi nepënaponaename, jai Jesús Pedrojavabelia.
JHN.13.37	Nexata Pedro jumaitsi Jesúsjavabelia:
JHN.13.37	—Tajatuxanenë, ¿detsa xuajitsia apo necaëjëpae aeconoxae tacapënaponaenexa? Daxita pacuenia nitorobame, catoexanaejitsipatsi. Nebeyaxuabijitsia ata tsipae xamë yabara, apo cacopatsi tsipaetsi, jai Pedro Jesúsjavabelia.
