MAT.1.1	A Yesu Kɩrɩsɩto sãakpãmɩne nɩ nyã, wʊ yin a Nãa David nɩ Abraham bal pɔ, 
ROM.10.19	N lɛ sʊʊr kaa go, a mɔ̃ a Isɩral nɩbɛ ba bɔ̃ɔ a par ɛ? Mosesɩ dɔ̃ɔ de nie 'yɛr, “A bala na ba ɩ paal ɛ, ɩn maal ba naa ka nyuur kpɛ yɩ, naa lɛ maal a paal 'lɔ na ba bɔ̃ɔ bon jaa ɛ, ka suur kpɛ yi.” 
ROM.10.20	Ka Isaiya mɩ ba dɔ̃ɔ jo dãbãɛ ɛ, tɩ 'yɛr ɩka, “A bala na ba dɔ̃ɔ yʊɔrɔ bʊɔrɔ ma ɛ, ba nyɛ ma naa, n wiil naa n mãɛ kʊ a bala na ba dɔ̃ɔ sʊrɔ ma ɛ.” 
ROM.10.21	Tɩchɛ a Isɩral nɩbɛ 'lɔ, nɩtɔ̃ lɛ wʊ 'yɛr, “Bɩbir jaa lɛ n ma tur a n nuur bʊɔlɔ a bibawõnsɩ nɩ a nɩdɛbɛ, na turo a sɔɩ ala na ba vɩɛlɛ ɛ bʊɔrɔ a ba mãɛ tɩɛrsɩ bʊ̃bʊɔrsɩ.” 
ROM.11.1	N pãa sʊʊr naa, a Nãaŋmɩn ben tɔr a wʊ nɩbɛ bar bɩɩ? Kai! A maa mãɛ ɩn a Isɩral nɩrɛ, naa ɩ a Abraham yɔ̃ɔ yi a Benjamin bʊrɔ pɔ. 
ROM.11.2	Nãaŋmɩn ba tɔr a wʊ nɩbɛ bar ɛ, bala lɛ wʊ de nie bɔ̃ɔ. Yaa bɔ̃ɔ a lɛ a Nãaŋmɩn gãn na 'yɛr, lɛ a Elaija na dɔ̃ɔ sʊɔrɔ Nãaŋmɩn waala dɔɔlɔ a Isɩral nɩbɛ, 
ROM.11.3	“N Soro, ba kʊn a fʊ 'yɛ'yɛrbɛ, na ba wɛl a fʊ bɔɔr lofʊ jiir bar. Maa tɛɛ lɛ chɛ, tɩ a ba bʊɔrɔ a n kʊfʊ.” 
ROM.11.4	Bo lɛ a Nãaŋmɩn 'yɛr kʊ a Elaija? Wʊ 'yɛr naa, “N chɛnɛ na tara nɩbɛ tur ata kɔɔr anũu (7,000) na ba gbur dumo puor a tɩɩ Baal ɛ.” 
ROM.11.5	Lɛ mɩ lɛ a dɩna, nɩbɛ bamɩne chɛ naa ka Nãaŋmɩn na ir ba a wʊ wãɛfʊ jũu. 
ROM.11.6	Ala be ɩ a wãɛfʊ jũu lɛ, a ba lɛ ɩ tʊ̃mɔ̃ 'yɔ̃ɔ lɛ go ɛ, ka lɛ ba lɛ ɛ, a wãɛfʊ kʊ̃ lɛ ɩ wãɛfʊ lɛ go ɛ.
ROM.11.7	Bo pãa lɛ? A ala a Isɩral nɩbɛ na bʊɔrɔ nɩbijɩɛ baa nyɛ ɛ, tɩchɛ a bala a Nãaŋmɩn na ir lɛ nyɛ. Ka a bala na chɛ kpɛ̃mɛ a ba nyãa. 
ROM.11.8	Nɩtãa lɛ an sɛb a Nãaŋmɩn gãn pɔ, “Nãaŋmɩn vɛ̃n ka ba ɩ jaa bũrtũm wa tãn a dɩna. A ba nɩbie ala maa tʊ̃ɔ nyɛ bon ɛ, ka a ba tobo ala maa tʊ̃ɔ wõ 'yɛr ɛ.” 
ROM.11.9	A Nãa David mɩ dɔ̃ɔ 'yɛr a ba 'yɛr a wʊ gãn pɔ, “Vɛ̃ ka a ba bʊ̃diir difʊ jie ka a lɩɛb bʊ̃nyɔɔrsɩ nɩ chɛɛr, ka a ɩ a ba bãr lofʊ jie nɩ a ba sãyar. 
ROM.11.10	A ba nɩbie a jɔ̃ɔ, a ba kʊ̃ tʊ̃ɔ nyɛ jaa ɛ, na ba kab gʊ̃mɔ̃ kʊ̃ lɛ tʊ̃ɔ dɔl ɛ.” 
ROM.11.11	N lɛ sʊʊr go, ba ben bãr na lo na ba kʊ̃ tʊ̃ɔ ir jaa ɛ? A ba ɩ lɛ ɛ. A ba maal bɔrfʊ jũu, a bala na ba ɩ a Juu nɩbɛ ɛ, nyɛn faafʊ ka nyuur na kpɛ a Isɩral nɩbɛ. 
ROM.11.12	Tɩchɛ ala ɩ a ba maal bɔrfʊ vɛ̃n ka a wɛr wʊ jaa le, ka a ba bɔrfʊ mɩ le a bala na ba ɩ a Juu nɩbɛ ɛ, a bala mãɛ wa pʊɔ ŋmɩnɛ lɛ an kaara!
ROM.11.13	Yɩn na ba ɩ a Juu nɩbɛ lɛ n 'yɛrɛ kʊrɔ, an ben ɩka maa lɛ a Nãaŋmɩn ir tʊ̃ a yɩ pɔ, ka n ɩ a nɩtʊ̃nãa a yɩn na ba ɩ a Juu nɩbɛ pɔ. N mʊ̃ɔn nɩbir nɩ a tʊ̃mɔ̃ nyã. 
ROM.11.14	A maa tɩɛr lɛ ɩka nyuur wʊ kpɛ a maa mãɛ nɩbɛ ka n tʊ̃ɔ a bamɩne faa. 
ROM.11.15	Bojũu ala ɩ a ba tɔr barfʊ ɩn 'maalfʊ kʊ a wɛr, ka a Nãaŋmɩn lɛ wa de ba, ŋmɩnɛ lɛ an kaara, a kʊ̃ kaara fɩka nɩrɛ na yi kũu pɔ tara nyɛvʊr ɛ? 
ROM.11.16	Ala ɩ fʊ den a paanʊ̃dɔ̃ɔ kʊ Nãaŋmɩn, a paanʊ̃ɔ ala na chɛ, a jaa ɩn chɛchɛ. Ala ɩ fʊ den a tɩɛ nyɩɩr kʊ Nãaŋmɩn, a tɩɛ wilsɩ mɩ ɩn chɛchɛ.
ROM.11.17	Ala ɩ ba 'mɛl a tɩɛ mãɛ wile ãsʊɔ bar tɩ ŋmaa a yɩn na ɩ a mʊɔ pɔ tɩɛ wile wa mar ka yɩ 'mataa tɔɔrɔ nyuro a kɔ̃bʊ̃'yen yire a tɩɛ ãgãn pɔ nʊ̃ɔnɔ̃, 
ROM.11.18	taa tɩɛr ɩka fʊ sa naa a wilsɩ ala ɛ. Fʊ̃ʊ wa 'mɔɔrɔ fʊ mãɛ, lɩɛb tɩɛr kaa ɩka a ba ɩ a fʊ̃ʊ na ɩ a wile lɛ tuo a nyɩbɛ ɛ, tɩ a nyɩbɛ lɛ tuo a fʊ̃ʊ na ɩ a wile. 
ROM.11.19	Yɩn 'yɛr yɩn pãa na 'yɛr nɩ nyã, “Ba 'mɛl a wilsɩ ala bar tɩ pãa na de ma mar.” 
ROM.11.20	A lɛ ɩn yelmãɛ, tɩchɛ ba dɔ̃ɔ 'mɛl ba bar a ba ba sɔɔfʊ jũu, tɩchɛ ka a yɩn ara nɩ sɔɔfʊ. Yɩ ta bʊɔrɔ yuor ɛ, tɩchɛ yɩ joro dãbãɛ. 
ROM.11.21	Bojũu ala ɩ Nãaŋmɩn ba dɔ̃ɔ bar a tɩɛ mãɛ wilsɩ ɛ, wʊ kʊ̃ bar a yɩn mɩ ɛ.
ROM.11.22	Yɩ tɩɛr kaa lɛ a Nãaŋmɩn na ɩ a maal vɩla sʊɔ ka a wʊ yele mɩ kpɛ̃mɛ, a wʊ yele kpɛ̃mɛ na kʊ a bala na lo, tɩchɛ na wʊ maal vɩla kʊ a yɩn, ala ɩ yɩ chɛnɛ na chiine a wʊ maal vɩla pɔ. Ka lɛ ba lɛ ɛ, wʊn ŋmaa yɩn bar. 
ROM.11.23	Ala wa ɩ ba tɛɛn a ba baal bar, Nãaŋmɩn na tʊ̃ɔn de ba lɛ mar a tɩɛ 'yɔ̃ɔ, Nãaŋmɩn na tʊ̃ɔn lɛ de ba mar a lɛ go. 
ROM.11.24	Yɩ kaa, ala ɩ a yɩn ban ŋmaa yin a mʊɔ pɔ tɩɛ pɔ wa mar a yir tɩɛ ban sɛl, an lɛ ɩn tuo a yir tɩɛ wilsɩ ala ban dɔ̃ɔ 'mɛl bar marfʊ bɩɩ?
ROM.11.25	N ba bʊɔrɔ ɩka n vɛ̃ ka a yelsɔɔlaa nyã sɔɔl a yɩn na ɩ a n yɛɛr tɩ ba ɩ a Isɩral nɩbɛ ɛ, ka yɩ taa bʊɔrɔ yuor nɩ a yele nyã ɛ. A Isɩral nɩbɛ tara na a nyãkpãɛn a lɛ nɛ na tɩ tãn a sɔ̃ɔ 'lɔ a bala na ba ɩ a Isɩral nɩbɛ ɛ, na wa tɩ nyɛ a faafʊ baar. 
ROM.11.26	Lɛ lɛ na ɩ tɩ a Isɩral nɩbɛ ba jaa pãa nyɛ faafʊ nɩtãa lɛ na sɛb a Nãaŋmɩn gãn pɔ, “Fafaara na yin be a Jiyon wa, na wʊ wa lɩɛb tɩɛr jaa na ba vɩɛlɛ ɛ, yin a Jekɔb bal nɩbɛ pɔ bar. 
ROM.11.27	A nɛtɩraa lɛ a nyãna ɩn na tara nɩ ba, a sɔ̃ɔ 'lɔ ɩn wa de a ba yeldɛbɛ a jaa bar.” 
ROM.11.28	Fʊ̃ʊ kaa, a 'yɛr nʊ̃ɔ nyã vɛ̃n ka ba ɩ Nãaŋmɩn dɔ̃dẽme a yɩn na sɔɔ de jũu. Tɩchɛ ala ɩ a irfʊ pɔ mɩ lɛ, bala lɛ a Nãaŋmɩn nʊ̃ yɔɔ a ba sãakpãmɩne jũu. 
ROM.11.29	Bojũu Nãaŋmɩn kʊfʊ nɩ a wʊ bʊɔlfʊ kʊ̃ tʊ̃ɔ lɩɛb jaa ɛ. 
ROM.11.30	Nɩtãa lɛ a yɩn mɩ na ba ɩ a Juu nɩbɛ ɛ, na yaa dɔ̃ɔ wõnõ a Nãaŋmɩn toor ɛ, tɩchɛ pʊ̃pãanyã yɩ nyɛn a wʊ nɩbaal a ba bawõfʊ jũu. 
ROM.11.31	Lɛ lɛ a bala mɩ na ɩ a Juu nɩbɛ, ba mɩ lɩɛb ɩ bawõnsɩ, na ba pãa mɩ na nyɛ a Nãaŋmɩn nɩbaal a pʊ̃pãanyã, nɩtãa lɛ a sɩn mɩ na nyɛ a Nãaŋmɩn nɩbaal. 
ROM.11.32	Bojũu Nãaŋmɩn pɔɔn a nɩbɛ ba jaa a bawõnsɩ die pɔ, na wʊn tʊ̃ɔ kaa ba jaa nɩbaal. 
ROM.11.33	Nyɛ lɛ a Nãaŋmɩn lefʊ na suu jã. A wʊ yɛ̃ nɩ a wʊ bɔ̃ɔfʊ ba gbʊr ɛ! A wʊ 'yɛr tɔɔrfʊ ba be bɔ̃ɔfʊ ɛ. A wʊ sɔɩ mɩ ba be bɩɛrfʊ ɛ! 
ROM.11.34	“An lɛ dɔ̃ɔ bɔ̃ɔ a sɩ Soro tɩɛr? Bɩɩ an lɛ mɩ dɔ̃ɔ ɩ a wʊ 'yɛr sʊ̃nɔ̃.” 
ROM.11.35	“An lɛ dɔ̃ɔ de nie kʊ Nãaŋmɩn bon, ka wʊ pãa wa yara a sãn?” 
ROM.11.36	Bojũu wʊ jie lɛ a bomo a jaa yi. 'Lɔ lɛ maal a jaa, na wʊ so a bonsɩ a jaa. 'Lɔ lɛ so a tɩɩr bɩbir nɩ bɩbir jaa. A ɩ a lɛ.
ROM.12.1	A lɛ jũu, n sʊɔrɔ yɩ naa yɛɛr, a Nãaŋmɩn nɩbaal nyã jũu, yɩ de a yɩ mãɛ na ɩ bʊ̃nɩbie lon bɔɔr kʊ Nãaŋmɩn. A ɩn chɛchɛ naa pɛlɛ a Nãaŋmɩn pʊɔ. Lɛ lɛ ɩ a puorfʊ na tara par. 
ROM.12.2	Yɩ taa lɛ wa lɩɛrɛ maala a lɛ a wɛr nɩbɛ na maala go ɛ, tɩchɛ yɩ maala a lɛ na lɩɛrɛ yɩ a tɩɛr paalaa nyã yɩn nyɛ. Yɩn pãa tʊ̃ɔn bɛɛr na yɩ bɔ̃ɔ a Nãaŋmɩn bɔfʊ, a ala na ɩ vɩla naa pɛlɛ a wʊ pʊɔ naa ɩ chɛchɛ.
ROM.12.3	A Nãaŋmɩn wãɛfʊ nyã wʊn wãɛ ma jũu, n sʊɔrɔ naa a yɩ ãsʊɔ jaa ɩka, ta tɩɛr a yɩ mãɛ tɩ põn bar a lɛ yɩn taa tɩɛr ɛ, tɩchɛ yɩ ma tɩɛr a yɩ mãɛ 'yɛr tɔɔrfʊ nɩbijɩɛ jaa jã a sɔɔfʊ 'lɔ a Nãaŋmɩn na kʊ yɩ. 
ROM.12.4	Nɩtãa lɛ a sɩ ãsʊɔ jaa na tara ãgãn tɩ ka a tara jidẽdẽme, a jidẽdẽme anyãna ba tʊ̃nɔ̃ tʊ̃bʊ̃'yen ɛ. 
ROM.12.5	Lɛ mɩ lɛ a Kɩrɩsɩto pɔ, a sɩn bala na ɩ yɔɔ tɩ lɔ̃ɔ ãgãn bʊ̃'yen pɔ, a jidẽdẽme anyã a jaa 'mantaa tʊ̃nɔ̃. 
ROM.12.6	Sɩ jaa tara na kʊfʊsɩ na tɛɛ taa, tu a lɛ a Nãaŋmɩn wãɛfʊ wʊn wãɛn sɩ. Ala ɩ a ãsʊɔ kʊfʊ ɩn a Nãaŋmɩn 'yɛr 'yɛrfʊ lɛ, wʊ ma 'yɛrɛ jã a lɛ a wʊ sɔɔfʊ na ta. 
ROM.12.7	Ka ala ɩ tʊ̃mɔ̃ tʊ̃fʊ mɩ lɛ, vɛ̃ ka wʊ ma tʊ̃nɔ̃, ala ɩ wiilfʊ mɩ lɛ, vɛ̃ ka wʊ ma wile. 
ROM.12.8	Ala ɩ ãkpɛ̃ɔ 'yɔ̃ɔfʊ lɛ, vɛ̃ ka wʊ ma 'yɔ̃ɔnɔ̃ a ãkpãɛn. Ka ala ɩ a wʊ kʊfʊ lɛ nɩbaalsɩ sʊ̃ʊfʊ, vɛ̃ ka wʊ ma sʊ̃nɔ̃ ba nɩ pʊpɛl. Ala ɩ nɩdiere tʊ̃mɔ̃ lɛ, vɛ̃ a wʊ ma mʊ̃ɔ nɩbir nɩ a tʊ̃mɔ̃. Ala wa ɩ nɩbɛ 'maalfʊ tʊ̃mɔ̃ lɛ, wʊ ma maala a lɛ nɩ chɩlfʊ.
ROM.12.9	Nʊ̃fʊ wʊ ɩ yelmãɛ nʊ̃fʊ. 'Laar bon 'lɔ na ɩ dɛɛr, tɩ 'mar bon 'lɔ na ɩ sʊ̃. 
ROM.12.10	Yɩ chɛlɛ taa yele, na yɩ de a yɛɛr nʊ̃fʊ nʊ̃n taa. Yɩ 'yɔ̃ɔnɔ̃ a yɩ taaba gar a yɩ mãɛ. 
ROM.12.11	Yɩ ta ɩ nɩ tũtũlsɩ ɛ, tɩchɛ yɩ vɛ̃ ka a nʊ̃mɔ̃ yɩ a yɩ mʊ̃ɔ nɩbir nɩ a sɩ Soro tʊ̃mɔ̃. 
ROM.12.12	Yɩ chɩlɛ nɩ a yɩ tɩɛrtɔfʊ jie, na yɩ tara kãnyir a yɩ wõm pɔ, na yɩ tara yelmãɛ nɩ a yɩ Nãaŋmɩn sʊɔrfʊ pɔ. 
ROM.12.13	Yɩ ma lɔ̃ɔ põn a Nãaŋmɩn nɩbɛ bala na ba tara bon jaa ɛ, na yɩ ma diere sãanba a yɩ yie pɔ.
ROM.12.14	Na yɩ 'yɛrɛ nɛvɩla 'yɔ̃ɔnɔ̃ a bala na gere yɩ, na yɩ 'yɛr nɛvɩla 'yɔ̃ɔ ba, yɩ ta pɔ 'yɔ̃ɔ ba ɛ. 
ROM.12.15	Yɩ chɩlɛ nɩ a bala na chɩlɛ, na yɩ mɩ pʊɔ a bala na kõnõ na yɩ kõnõ. 
ROM.12.16	A yɩn nɩ a bala na kpɩɛrɛ, yɩ tara tɩɛr bʊ̃'yen. Yɩ ta kaara ba pɔrɔ ɛ, tɩchɛ yɩ sɔɔ 'matãan a nɩbɛ bala na ba jã yɩ ɛ. Yɩ ta kaa ɩka yɩn ɩn yɛ̃ dẽme ɛ.
ROM.12.17	Yɩ ta de bier yãan bier sãn ɛ. Yɩ bɔ̃ɔnɔ̃ sʊ̃, na yɩ maala a ala na vɩɛlɛ nɩrɛ jaa niem. 
ROM.12.18	Ala ɩ an tʊ̃ɔ naa, an ɩ yɩn mãɛ lɛ, yɩ tara nyã'maar nɩ a bala jaa yɩn lɔ̃ɔ kpɩɛrɛ nɩ. 
ROM.12.19	N barmɩne, yɩ taa ɩrɛ wa yaara taa sãn ɛ, tɩchɛ yɩ baraa kʊ a Nãaŋmɩn suur. Bojũu a sɛb a Nãaŋmɩn gãn pɔ ɩka, “Maa lɛ so a sãn yaafʊ, ɩn lɩɛb yaa a sãn.” Lɛ lɛ a Soro 'yɛr. 
ROM.12.20	Lɛ an na ɩ lɛ ɩka, “Ala ɩ kɔ̃ kpɛ̃n a fʊ dɔ̃sʊɔ, kʊ wʊ bʊ̃diir a wʊ di. Ala ɩ kɔ̃nyũur wa kpɛ wʊ naa, kʊ wʊ kʊ̃ɔ a wʊ nyũ. Fʊ̃ʊ be maala a nɩtɔ̃, an kaara fɩka bũu saalbie lɛ fʊ mʊ̃ɔ dɔɔl wʊ a jum.” 
ROM.12.21	Yɩ ta vɛ̃ ka bier tʊ̃ɔ yɩ ɛ, tɩchɛ yɩ de vɩla tʊ̃ɔn bier.
ROM.13.1	A yɩ ãsʊɔ jaa wʊ ma siir a wʊ mãɛ kʊ a paal nɩbɛrɛ, bojũu kpɛ̃ɔ jaa ba be be ka a ba ɩ Nãaŋmɩn lɛ bin ɛ. Kpɛ̃ɔ sʊɔ jaa ba be be ka Nãaŋmɩn ba lɛ bin wʊ ɛ. 
ROM.13.2	A lɛ jũu, nɩrɛ 'lɔ jaa na chɩrɛ nɩ a kpãɛn dẽme ba nyãna, a Nãaŋmɩn na bin ba lɛ wʊ chɩrɛ nɩ, ka a bala na ɩrɛ a lɛ na 'yɔ̃ɔn ba mãɛ 'yɛr. 
ROM.13.3	Bojũu a kpãɛn dẽme maa diere bier dɔɔlɔ a bala na maala vɩla ɛ, tɩchɛ a bala na maala a dɛɛr lɛ ba ma de yele dɔɔlɔ. Fʊ bʊɔrɔ naa ɩka fʊ ta joro a kpãɛn dẽme dãbãɛ bɩɩ? Fʊ pãa maala a lɛ na vɩɛlɛ, ban dãna fʊ naa. 
ROM.13.4	Bojũu wʊ ɩn Nãaŋmɩn tʊ̃tʊ̃nɔ̃ ɩka wʊ maal fʊ vɩla. Tɩchɛ fʊ̃ʊ wa maal dɛɛr 'lɔ, vɛ̃ ka dãbãɛ kʊrɔ fʊ, a ba ɩ pɔrɔ 'yɔ̃ɔ lɛ wʊ tara a sʊɔ ɛ. Nãaŋmɩn tʊ̃tʊ̃nɔ̃ lɛ wʊ ɩ na ara kʊ yeltorsɩ ɩka wʊ kpãana a bala na maala dɛɛr. 
ROM.13.5	A lɛ jũu, a tara na sɔr ka yɩ siir yɩ mãɛ kʊ a kpãɛn dẽme, a ba ɩ ban na kpãa yɩ tɛɛ jũu ɛ, tɩchɛ an ɩ a yɩn mãɛ mɩ bɔ̃ɔ nyɔɔfʊ jũu.
ROM.13.6	A anyãna jũu lɛ so yɩn yara lõpoo kʊrɔ a kpãɛn dẽme na ɩ a Nãaŋmɩn tʊ̃tʊ̃nbɔ na de a ba sɔ̃ɔ wʊ jaa tʊ̃nɔ̃ nɩ. 
ROM.13.7	Nɩrɛ jaa sãn fʊn wa di, yab wʊ. Ka ala ɩ lõpoo lɛ faa yab ɛ, yab. Ka tẽmaal libie yabfʊ lɛ bɩɩ, yɩ ma yab, na yɩ joro a 'lɔ a jofʊ na sɛɛn, tɩ 'yɔ̃ɔnɔ̃ a 'lɔ mɩ a 'yɔ̃ɔfʊ na sɛɛn.
ROM.13.8	Yɩ taa pɛ̃nɛ taa libie ka sãn ma gã a yɩ chara pɔ ɛ, a sãn 'lɔ tɛɛ na gã a yɩ chara pɔ lɛ, nʊ̃fʊ yɩn na nʊ̃ nʊ̃ taa, bojũu nɩrɛ 'lɔ jaa na nʊ̃ a wʊ tɔ sʊɔ tun a lɛ a nɛbinãa na 'yɛr a jaa. 
ROM.13.9	A 'yɛrbinsɩ lɛ a anyãna, “Ta sɛ̃ ɛ.” “Ta kʊ nɩrɛ ɛ.” “Ta ju nɩrɛ bon ɛ.” “Ta jɩɛlɛ nɩrɛ bon ɛ.” 
ROM.13.10	Fʊ̃ʊ wa nʊ̃ nɩrɛ, faa maala wʊ bier ɛ. Ala lɛ so, fʊ̃ʊ wa tara nʊ̃fʊ, fʊ tu naa a lɛ jaa a Mosesɩ nɛɛ na 'yɛr.
ROM.13.11	Yɩ maala a nɩtɔ̃, bojũu yɩ bɔ̃ɔn naa lɛ a dɩna sɔ̃ɔ nyã na kaara. A sɔ̃ɔ ta naa ɩka yɩ jɛɔ ir a yɩ gʊ̃ɔ pɔ, bojũu a sɩ faafʊ gbʊr jaa yɛ̃yɛ̃ gar a bɩbir 'lɔ sɩn dɔ̃ɔ sɔɔ de. 
ROM.13.12	A chɛn bãlãa ka a tãsɔɔ baar, tɩchɛ ka a ɩ a wɛr mɩ tɔ̃ɔ chaar a lɛ nɛ. Yɩ ɩ a sɩ yaar a tãsɔɔ bomo bar tɩ de a chãa bomo su. 
ROM.13.13	Yɩ ɩ a sɩ kpɩɛrɛ jaa kãkar fɩka a mɔ̃tɔ̃ɔ nɩbɛ, na sɩ ir sɩ mãɛ yin dãɛn bɔyuor pɔ, dãa buufʊ pɔ, sɛ̃sɛ̃yele pɔ, nɩ folaa ɩfʊ pɔ, bɩɩ gɔ̃mɔ̃ bɔfʊ nɩ nyuur pɔ. 
ROM.13.14	Tɩchɛ yɩ de a sɩ Soro Yesu Kɩrɩsɩto na yɩ su pɔɔ a yɩ mãɛ, na yɩ ta lɛ tɩɛrɛ ɩka yɩ ɩrɛ a lɛ a yɩ ãgãn vɔlaa na bʊɔrɔ go ɛ.
ROM.14.1	Nɩrɛ 'lɔ sɔɔfʊ na ba jã bon ɛ, yɩ ma sɔɔ de wʊ na yɩ ta tɔɔrɔ a wʊ yelbil 'yɛr ɛ. 
ROM.14.2	Ɩ̃sʊɔ sɔɔfʊ ma vɛ̃n ka waa chire bon jaa ɛ, ka a ãsʊɔ sɔɔfʊ mɩ na bal ka 'lɔ mɩ dire jɛvai tɛɛ. 
ROM.14.3	A nɩrɛ 'lɔ na ba chire bon jaa ɛ, wʊ ta kaara a 'lɔ na ba dire a jaa pɔrɔ ɛ, a fʊ̃ʊ nyã mɩ na ba dire a jaa ɛ, ta kpɛrɛ a 'lɔ na dire a jaa ɛ, bojũu Nãaŋmɩn de wʊ naa. 
ROM.14.4	Fʊ̃ʊ mɩ nɩ ana na fʊn tɔɔr nɩrɛ kɔ̃ɔ tʊ̃tʊ̃nɔ̃ 'yɛr? A wʊ mãɛ nɩkpɛ̃ɛ sɛ̃ ka wʊ ara na bɩɩ wʊ lo naa, wʊn lɛ ara na, bojũu a wʊ Soro na tʊ̃ɔn maal wʊ a wʊ ara.
ROM.14.5	Nɩrɛ ma kãan a bɩbir ãsʊɔ a wʊ gar ãsʊɔ, ka ãsʊɔ kaa a bɩbie a jaa ka a ɩ bʊ̃'yen. Ɩ̃sʊɔ jaa wʊ ma tɩɛr kaa a wʊ mãɛ tɩɛr pɔ. 
ROM.14.6	Nɩrɛ 'lɔ na de a bɩbir ãsʊɔ a wʊ gar a jaa, wʊ ɩrɛ a lɛ a sɩ Soro jũu. 'Lɔ na ɔɔrɔ a nʊ̃n, wʊ ɔɔrɔ a sɩ Soro jũu, bojũu wʊ ma sʊɔr Nãaŋmɩn 'yɔ̃ɔ. A 'lɔ mɩ na ba ɔɔrɔ ɛ, wʊ mɩ ɩrɛ a lɛ a sɩ Soro jũu, wʊ mɩ ma puor Nãaŋmɩn yãan. 
ROM.14.7	Bojũu nɩrɛ ãsʊɔ jaa ba be be kʊ a wʊ mãɛ tɛɛ 'yɔ̃ɔ ɛ. Nɩrɛ ãsʊɔ jaa mɩ ba kpi kʊ a wʊ mãɛ tɛɛ ɛ. 
ROM.14.8	Ala ɩ sɩ ben ka, sɩ ben be kʊ a sɩ Soro. Ala ɩ sɩ mɩ kpi naa, sɩ kpin kʊ a sɩ Soro. Ka sɩ chɛnɛ na vʊrɔ, bɩɩ sɩ kpi naa, a sɩ Soro lɛ so sɩ.
ROM.14.9	A anyãna jũu lɛ a Kɩrɩsɩto kpi tɩ na wʊ lɛ ir ɩ vʊr, ɩka a wʊ ɩ a kũn nɩ a vʊɛ ba jaa Soro. 
ROM.14.10	Fʊ̃ʊ mɩ, baa 'yɔ̃ɔ lɛ fʊ tɔɔrɔ a fʊ yɛbɛ 'yɛr, bɩɩ bo lɛ so ka fʊ kaara a fʊ yɛbɛ pɔrɔ? Bojũu sɩ jaa lɛ na ara a Nãaŋmɩn 'yɛr tɔɔrfʊ dakɔɔ par. 
ROM.14.11	A sɛb a Nãaŋmɩn gãn pɔ ɩka, “A sɩ Soro lɛ 'yɛr, ɩn ɩ vʊr jũu, a gbɛdumo a jaa na gbur a n niem, ka a kɔkɔr jaa haa 'yɛr ɩka maa lɛ ɩ a Nãaŋmɩn.” 
ROM.14.12	Be lɛ a sɩ ãsʊɔ jaa na pãa 'yɛr a sɩ mãɛ 'yɛr kʊ a Nãaŋmɩn.
ROM.14.13	A lɛ jũu, yɩ ɩ a sɩ bar a sɩ taaba 'yɛr tɔɔrfʊ, na sɩ lɩɛb a sɩ tɩɛr na sɩ ta ɩrɛ kʊsɩr bãraa kʊrɔ a sɩ taaba sɔɩ pɔ a ba ŋmiere loro ɛ. 
ROM.14.14	A maa na be a sɩ Soro Yesu 'yɔ̃ɔ, n sɔɔn sɩrɛ jaa ɩka bʊ̃diraa jaa ba ɩ dɛɛr a wʊ mãɛ ɛ. Tɩchɛ ala ɩ a nɩrɛ ãsʊɔ jaa wa kãan bon ɩka wʊ ɩn bʊ̃dɛɛr, a bʊ̃nyɩnɛ ɩn bʊ̃dɛɛr kʊ wʊ. 
ROM.14.15	Ala wa ɩ a chɛn a fʊ yɛbɛ bʊ̃diraa kɔ̃ɔ fʊn di jũu, faa maala wile nɩ nʊ̃fʊ ɛ. Ta vɛ̃ ka a fʊ bʊ̃dirsɩ sɔ̃ɔ a fʊ yɛbɛ 'lɔ 'yɔ̃ɔ a Kɩrɩsɩto na kpi ɛ. 
ROM.14.16	Ta vɛ̃ ka a bon 'lɔ fʊ̃ʊ na bʊɔlɔ bʊ̃vɩla, ka nɩrɛ bʊɔl wʊ bʊ̃dɛɛr ɛ. 
ROM.14.17	Bojũu a Nãaŋmɩn nãalʊ̃ʊ yele ba ɩ bʊ̃diir nɩ bʊ̃nyursɩ yele ɛ, tɩchɛ a ɩn torfʊ, nɩ nyã'maar nɩ a pʊpɛl na yi a Nãaŋmɩn Sɩɛ pɔ yele lɛ, 
ROM.14.18	bojũu nɩrɛ jaa na tʊ̃nɔ̃ kʊrɔ a Kɩrɩsɩto tu a sɔr nyã pɔ, wʊ maala na a lɛ na pɛlɛ a Nãaŋmɩn pʊɔ, ka a nɩbɛ mɩ 'yɛrɛ a nɩnyɩnɛ 'yɛr vɩla.
ROM.14.19	A lɛ jũu, yɩ ɩ a sɩ mʊ̃ɔ nɩbir, na sɩ maala a lɛ na waan nyã'maar a sɩ 'yɔ̃ɔn taa ãkpãɛn. 
ROM.14.20	Yɩ ta de bʊ̃diir yele sɔ̃ɔn a Nãaŋmɩn tʊ̃mɔ̃ bar ɛ. Bʊ̃diraa a jaa vɩɛlɛ naa, tɩchɛ a ɩn dɛɛr ala ɩ nɩrɛ din bon na vɛ̃ ka a wʊ tɔ sʊɔ lo. 
ROM.14.21	A lɛ a sɛɛ naa ka nɩrɛ ta 'wɔb nʊ̃n ɛ, bɩɩ nyũ dãa ɛ, bɩɩ maal yele kɔ̃ɔ na vɛ̃ ka a wʊ tɔ sʊɔ lo ɛ.
