GEN.1.1	I cakirok Were ocweyo polo gi piny. 
JER.29.26	Rwoth won gipi am'olokin jacway ri Were i wi migam i kabedo pa jacway ri Were i wi migam Yehoyada, ŋey jotic jowonyal bedo i Ot pa Rwoth ma geŋo ŋatimoro ma kethere ni obedo jatuci wac Were, ma ketho go i lijegere ma ŋute oŋinere. 
JER.29.27	Onyo riameno raŋo ikibwoko Yeremia ja Anathoth m'okethere ni go obedo jatuci wac Were riwin? 
JER.29.28	Rupiri go obino bongi wan i Babilon, ka waco ni, “Labedo hongo malac; geti win udi wibed'iye, fur win cemo to wicamo ranyak mere.”
JER.29.29	Jacway ri Were i wi migam Zefania osoma balwa me munyo jatuci wac Were Yeremia winjo. 
JER.29.30	Kenyo to wac pa Were bino ri Yeremia: 
JER.29.31	Dhiri ri joma nitie i wiloka je mikwenda me, k'iwaco ni, “Rwoth waco ama Semaya ja Nehelam: Kwoŋbedo Semaya otieko luwo gi win, kad'akidhiro go, aka otieko miyo win ketho geno mewin i twodo, 
JER.29.32	riameno Rwoth waco ama: Akidho miyo Semaya ja Nehelam kodi nyikwaye gir'acula. Go k'obedi kodi nyatoro moro je makwo kwoŋ ji me m'onen gimaber m'akidho timo ri ji paran, Rwoth waco, rupiri go otieko luwo gwenyirok kwoŋ Rwoth.”
JER.30.1	Wac pa Rwoth obino ri Yeremia wok bongi Rwoth ka waco ama: 
JER.30.2	Rwoth Were pa Isiraili, waco ama: Ndiki i kitawo wac je m'atieko waco rin. 
JER.30.3	Kole ndelo bino adieri, Rwoth waco, m'abino dwoko lim pa ji paran, Isiraili kodi Yuda. Rwoth waco, aladwoko jo i lowo m'amiyo kwarere pajo aka jolalunjo.
JER.30.4	Me wac ma Rwoth oluwo ma mako kwoŋ Isiraili kodi Yuda:
JER.30.5	Rwoth waco ama:
JER.30.5	Watieko winjo ywak ma kirin,
JER.30.5	ywak ma lworo kodi ngoye pa siem.
JER.30.6	Mondo penjere pama, aka neni,
JER.30.6	jacwo bende nyalo nywolo nyathi?
JER.30.6	To raŋo aneno kisi jacwo omako iye paŋini dhako ma nywol?
JER.30.6	Raŋo jolokere matar?
JER.30.7	Kidamba! Ndelo no dwoŋ swa
JER.30.7	ongoye ma pimere gine;
JER.30.7	obedo hongo ma litho ri ji paran;
JER.30.7	kucel ilabotho jo kwoŋe.
JER.30.8	I ndelo no, Rwoth pa lwak jolweny waco, alaturo majogi manitie i ŋuti jo t'akwanyo woko lijegere i ŋuti jo. Jopath jok'olok jo ŋecin kendo. 
JER.30.9	Kucel, jolatic ran, Rwoth Were pajo, kodi nyakwar Daudi kere pajo, m'abino ketho paka kere.
JER.30.10	kosa wikiri wibwoki, awi Isiraili;
JER.30.10	kole akidho botho win wok bor,
JER.30.10	kodi nyikway win wok i lowo ma twec pajo.
JER.30.10	Wiladwoko peco to wibedo i siem;
JER.30.10	wilabedo m'ongoye teko, aka langoye ŋata bino miyo win lworo.
JER.30.11	Kole anitie gi win, Rwoth waco, ma botho win;
JER.30.11	alaketho i gike nonin je
JER.30.11	m'akedho win i dier jo,
JER.30.11	to akilareyo woko win.
JER.30.11	Alamiyo win gir'acula paka ripo,
JER.30.11	aka ak'owey m'akimiyo win gir'acula.
JER.30.12	Kole Rwoth waco ama:
JER.30.12	Adhola mewin kicangere,
JER.30.12	kama lithi mewin oasere.
JER.30.13	Ongoye ŋata nyalo kuro win,
JER.30.13	wingoye gi yath ma mado adhola mewin,
JER.30.13	ongoye geno ma botho riwin.
JER.30.14	Jomitirok mewin je wiy jo owil gi win;
JER.30.14	jokipar kada kwoŋ win.
JER.30.14	Kole atieko monjo win paka jakwor,
JER.30.14	gir'acula mewin obedo magway,
JER.30.14	kwoŋbedo kidakana mewin madwoŋ.
JER.30.15	Raŋo wiywak ri kama lithi mewin?
JER.30.15	Litho mewin kicangere.
JER.30.15	Amiyo win nger gir'acula me
JER.30.15	kwoŋbedo reco mewin thoth
JER.30.15	aka kidakana mewin dwoŋ.
JER.30.16	Riameno jono je ma jorey win woko ilareyo woko jo,
JER.30.16	aka jokwor mewin je, kisi dhano kwoŋ jo, ilatero jo i twec.
JER.30.16	Jono je ma jonyaga win, ilakinyaga jo,
JER.30.16	aka jono ma jodiy win, iladiyo jo bende.
JER.30.17	Kole alamiyo wilama kendo;
JER.30.17	aka alacango adholin mewin je, Rwoth waco.
JER.30.17	Kwoŋbedo jotieko lwoŋin ni jawoko;
JER.30.17	Zayon m'ongoye ŋata dewo kwoŋe,
JER.30.18	Rwoth waco ama:
JER.30.18	Akidho dwoko ji paran i lowo pajo,
JER.30.18	t'anyutho ŋono ri kisi peco.
JER.30.18	Ilageto Yerusalem kendo,
JER.30.18	t'idwoko cel pa kere mere kendo.
JER.30.19	Ji ma jobedo kenyo jolawero pak;
JER.30.19	jolakoko ri kisangala.
JER.30.19	Alaloko jo mathoth, aka jokilabedo manok,
JER.30.19	alamiyo wowor jo, aka k'ocay jo.
JER.30.20	Nyithindho pajo jolabedo paka cango,
JER.30.20	kweth pajo lacungo matek ruwaŋan;
JER.30.20	aka alamiyo gir'acula ri jono ma jodiy jo.
JER.30.21	Jadhum pajo labedo acel kwoŋ jo wegi,
JER.30.21	go bino wok i dier jo wegi.
JER.30.21	Alakelo go cegin, aka go lacore bongan,
JER.30.21	kwoŋbedo ŋa manyalo bedi gi miseni ma corok bongan? Rwoth penjo.
JER.30.22	Wilabedo ji paran,
JER.30.22	aka alabedo Were mewin.
JER.30.23	Neni, asur pa Rwoth madwoŋ,
JER.30.23	keme pere owok,
JER.30.23	nge pere mager swa,
JER.30.23	lamwoc i wiy jokidakana.
JER.30.24	Nge pa Rwoth malieth kilagik
JER.30.24	cuka go otiek timo to cowo
JER.30.24	atoŋa ma paro pere.
JER.30.24	I hongo ma yuwaŋe, wilaniaŋ gime.
JER.31.1	I hongo no, Rwoth waco, alabedo Were pa pecin je i Isiraili, aka jolabedo ji paran.
JER.31.2	Me apaka Rwoth waco,
JER.31.2	Ji ma joboth abor,
JER.31.2	jonwaŋo wor i thim,
JER.31.2	munyo Isiraili orango ywomirok.
JER.31.3	Rwoth onenere ran wok bor.
JER.31.3	Atieko marin gi mar ma cil gi cil,
JER.31.3	riameno amedo timo rin adieri.
JER.31.4	Alageto in kendo, aka ilageto in,
JER.31.4	Awi Isiraili!
JER.31.4	Ilakwanyo seke perin kendo,
JER.31.4	aka ilamielo miel pa josiemirok.
JER.31.5	Ilapidho ndelo vini kendo,
JER.31.5	wi got Samaria,
JER.31.5	jopidho jolapidho,
JER.31.5	aka jolacamo olemo mere.
JER.31.6	Kole ee, hongo bino ma jokur jolalwoŋo,
JER.31.6	i piny matendere Efrayim.
JER.31.6	Ay win, weyi wakadhi malo i Zayon,
JER.31.6	bongi Rwoth, Were mawan.
JER.31.7	Kole Rwoth waco ama,
JER.31.7	wer malo gi kisangala ri Yakobo,
JER.31.7	aka koki gi kisangala ri Rwoth pa nonin,
JER.31.7	tuci, miy pako, aka wac ni,
JER.31.7	“Awi Rwoth, both ji perin,
JER.31.7	ma joboth i Isiraili.”
JER.31.8	Neni, akidho kelo jo wok i lowo ma yumalo,
JER.31.8	t'acoko jo wok iy'adec mabor ma piny.
JER.31.8	Jo waŋtho kodi jor'aŋolo jolabino gi jo,
JER.31.8	mon ma minyur kodi ma ŋedi ramo jo, kanyacel,
JER.31.8	lwak madwoŋ ladwoko ka.
JER.31.9	Joladwoko kareno joywak,
JER.31.9	aka alatelo jo dwoko k'adiyo cuny jo.
JER.31.9	Alamiyo jo woth i thengi waŋ pi,
JER.31.9	i royo m'otire ma jokinyal cer,
JER.31.9	kwoŋbedo atieko bedo ba Isiraili,
JER.31.9	Efrayim obedo okayo paran.
JER.31.10	Winji win wac pa Rwoth, awi nonin,
JER.31.10	aka tuci win bor i kigodin.
JER.31.10	Waci win ni, “Ŋat'okedho Isiraili lacoko go,
JER.31.10	aka lakuro go paka jakwath rombo kuro mwendi.”
JER.31.11	Kole Rwoth otieko botho Yakobo,
JER.31.11	obotho go wok i cingi ŋatatek loyo go.
JER.31.12	Jolabino to jowero wi got Zayon,
JER.31.12	aka jolakisangala ri gigipiny maber pa Rwoth,
JER.31.12	ri ŋano kodi vini kodi mo,
JER.31.12	kodi mwendi kodi dhok.
JER.31.12	Kwo pajo labedo paka ndelo m'ikonjo iye pi,
JER.31.12	aka jokilanyapere kendo.
JER.31.13	Mon mathindho jolafore i miel,
JER.31.13	aka yac kodi jodongo jolasiemere.
JER.31.13	Alaloko ywak pajo kisangala,
JER.31.13	alayomo cuny jo, t'amiyo jo kisangala i kabedo pa rem.
JER.31.14	Alamiyo jocway ri Were i wi migam gima jomito,
JER.31.14	aka ji paran jolayeŋo gi kweth gigipiny paran mabeyo.
JER.31.14	Rwoth waco.
JER.31.15	dwondi winjere i Rama,
JER.31.15	ywak kodi geregere makec.
JER.31.15	Laker ywako nyithindho pere,
JER.31.15	go okwero wokwey cunye ri nyithindho pere,
JER.31.15	kwoŋbedo jongoye.
JER.31.16	Me apaka Rwoth waco,
JER.31.16	Miy dwondin kwoŋ ywak,
JER.31.16	aka weyi cwero pigi waŋin,
JER.31.16	kole initie gi kemba ri tic perin.
JER.31.16	Rwoth waco.
JER.31.17	Initie gi geno ma yuwaŋe,
JER.31.17	Rwoth waco.
JER.31.17	Nyithindho perin joladwoko i piny perin won.
JER.31.18	Adieri awinjo Efrayim ywakere ama:
JER.31.18	Ifonjan, aka awinjo fonji,
JER.31.18	oyido acalo nyathi dhiaŋ ma k'ofonji.
JER.31.18	Dwokan, aka weyi adwoki,
JER.31.18	kole in ibedo Rwoth Were paran.
JER.31.19	Kole munyo atieko wire woko kwoŋin,
JER.31.19	apusere.
JER.31.19	Rumacen abino aniaŋ, apayo eman,
JER.31.19	abedo giwickwot aka adhier,
JER.31.19	kwoŋbedo oyido anitie giwickwot mareco paran ma soye paran.
JER.31.20	Efrayim obedo wodan ma kacunyan?
JER.31.20	Go obedo nyathi ma fore gine?
JER.31.20	Paka aluwo kwoŋ go noknok,
JER.31.20	fodi apoyo go.
JER.31.20	Riameno cunyan rembo rigo,
JER.31.20	alanyutho go ŋono adieri.
JER.31.20	Rwoth waco.
JER.31.21	Pidhi win kipande ma nyutho royo,
JER.31.21	cer win ranyuth,
JER.31.21	kethi win cuny win i royo,
JER.31.21	ma cango wiluwo.
JER.31.21	Dwoki, Awi Isiraili,
JER.31.21	dwoki i tindin perin madongo me.
JER.31.22	Ilawiro paro kiri keraŋo,
JER.31.22	Awi ji paran ma jongoye g'adieri?
JER.31.22	Kole Rwoth otieko cweyo gimanyen i piny,
JER.31.22	go lagwoko go paka dhako gwoko jacwo.
JER.31.23	Me apaka Rwoth waco pa lwak jolweny, Were pa Isiraili waco ama: Ibino oro kendo wac me i piny Yuda kodi i tindin mere ka adwoko lim pajo.
JER.31.23	Rwoth womiyin silwany, Awi Kabedo Maleŋ
JER.31.23	got maleŋ kama go bed'iye.
JER.31.24	Ji jolabedo i Yuda kodi tindin mere kendo; jofur jolabedo kanyacel gi jokwath kodi mwendi pajo. 
JER.31.25	Alayeŋo jom'oloc, t'apidho joma kec neko. 
JER.31.26	Gikenyo acew t'aŋiyo, aka nindo paran ober ran swa.
JER.31.27	Ndelo bino adieri, Rwoth waco, m'abino cwoyo ot pa Isiraili kodi ot pa Yuda gi kodhi ma ji kodi kodhi ogwaŋe. 
JER.31.28	Paka abedo g'atoŋa fudho jo kodi turo jo piny, bolo woko gi reyo kodi kelo raco, ameno apaka alakikwonga jo geto kodi pidho jo, Rwoth waco. 
JER.31.29	I hongo no ji jokilawaco kendo ni,
JER.31.29	“Jonywol pajo jotieko camo olemo mawac,
JER.31.29	aka lak nyithindho pajo olokere mafol.”
JER.31.30	To kisi dhano won latho ri reco pere, kisi ŋat'ocam olemo mawac lake lalokere mafol.
JER.31.32	Kilabedo paka cikirok ma cango atimo gi kwarere pajo munyo amako cingi jo t'awodho jo wok i piny Misir. Cikirok ma joturo, makada nende oyido abedo cwor jo, Rwoth waco. 
JER.31.33	To me a cikirok m'abino timo gi ot pa Isiraili rumacen ma ndelo no, Rwoth waco. Alandiko cik paran i jo, aka alandiko i cuny jo. Were pajo aka jolabedo ji paran. 
JER.31.34	Kendo jokilafonjere kosa waco wegi gi wegi ni, “Ŋey Rwoth.” Kole jolaŋeyan, wok i mathin tundo kwoŋ madwoŋ, Rwoth waco. Alacwako reco pajo, aka akilapoyo kendo.
JER.31.35	Me apaka Rwoth waco:
JER.31.35	Go ma miyo ceŋ liel odieceŋ,
JER.31.35	kodi dwe gi micalin liel wor.
JER.31.35	Go ico nam to miyo mor,
JER.31.35	Rwoth pa lwak jolweny obedo nyingi go.
JER.31.36	Kabedi can me oyido tundi i gike,
JER.31.36	ruwaŋan, Rwoth waco,
JER.31.36	dinyo Isiraili bende otundo i gike,
JER.31.36	ma bedo nono ruwaŋan cil gi cil.
JER.31.37	Rwoth waco ama,
JER.31.37	K'inen inyalo kipima polo malo,
JER.31.37	aka inyalo nwaŋo misingi ma piny,
JER.31.37	meno alakwero ji ma Isiraili je,
JER.31.37	kwoŋbedo gima jotieko timo je.
JER.31.37	Rwoth waco.
JER.31.38	Ndelo bino adieri, Rwoth waco, m'ilageto kendo tindi madwoŋ ri Rwoth wok iy'acurcur ma Hananel tundo i Waŋkac ma Sonda. 
JER.31.39	Bol ma kew lamedere wok kenyo yupodho ceŋ tundo i tendere ma Gareb to thoko kiri i Gowa. 
JER.31.40	Milelo gibe, kam'iyik'iye jom'otho aka ikonj'iye buru, ndelin je tundo kiri i milelo ma Kidron, kiri i sonda ma Waŋkac ma Kayina yuthenge ma yuwok ceŋ labedo maleŋ ri Rwoth. Kilafudho kendo kosa turo piny tindi madwoŋ cil gi cil.
JER.32.2	I hongo no jolweny pa kere ma Babilon oyido jothoko ma mako Yerusalem, aka oyido ocegi Yeremia i diedipo ma cel pa kere pa kere ma Yuda. 
JER.32.3	Kere Zedekia am'oyido ocego go kenyo. Ato Zedekia oyido penjo ni, “Raŋo ituco wac Were k'iwaco ni, Rwoth waco ama: Akidho miyo tindi madwoŋ me i cingi kere ma Babilon, aka go latero. 
JER.32.4	Kere Zedekia kilakwale wok i cingi Jobabilon, to adieri alamiyo go i cingi kere ma Babilon; aka laluwo gi go awaŋ g'awaŋ to neno go gi waŋe. 
JER.32.5	Kere ma Babilon latero Zedekia i Babilon, aka go ladoŋ koro cuka atiyo gi go. Makada nende inolweny gi Jobabilon, ikilaloyo?” Rwoth waco.
JER.32.6	Yeremia owaco ni, wac pa Rwoth obino ran: 
JER.32.7	Hanamel wod pa nerin Salum labino bongin ka waco ni, “Nyew ndelo paran manitie i Anathoth, kole in iŋat'iripo nyewo.” 
JER.32.8	Kenyo Hanamel wod pa nera obino bongan i diedipo ma cel pa kere, cungo kwoŋ wac pa Rwoth to waco ran ni, “Nyew ndelo paran manitie i Anathoth i lowo pa Benyamin, kole in iŋat'iripo nyewo, nyew paka aperin.” Kenyo aŋeyo nike me obedo wac pa Rwoth. 
JER.32.9	Anyewo ndelo i Anathoth wok bongi Hanamel wod pa nera, aka apima rigo pesa ma romo muma feza apar g'ario. 
JER.32.10	Aketho cingan i cikirok t'amwono, anwaŋo jokony, t'apima pesa i latir. 
JER.32.11	Akwanyo cikirok ma nyewirok m'omwon, manitie iye yerok, kodi man ma k'omwon. 
JER.32.12	Amiyo cikirok ma nyewirok ri Baruk wod pa Neria nyakwar Maseya, ruwaŋ Hanamel wod pa Neria, kodi ruwaŋ jokony ma joketho cingi jo i cikirok, kodi ruwaŋ Joyuda m'oyido jobedo i diedipo ma cel pa kere. 
JER.32.13	Awodho or ri Baruk ruwaŋ joje k'awaco ama: 
JER.32.14	Rwoth pa lwak jolweny, Were pa Isiraili waco ama: Ter cikirok me, m'omwon kodi ma k'omwon je, ikethi jo iy'agwata ma lowo, ŋey jowobedi ma hongo malac. 
JER.32.15	Kole me apaka Rwoth pa lwak jolweny, Were pa Isiraili waco ama: Kendo ibino nyewo udi kodi ndelin kodi ndelin vini i lowo me.
JER.32.16	Rumacen munyo atieko miyo Baruk wod pa Neria cikirok, akwayo Rwoth k'awaco ni, 
JER.32.17	Awi Rwoth Were, Obedi in iŋat'icweyo polo kodi piny gi meni perin madwoŋ kodi cingin m'oyare! Ongoye gimatek rin swa. 
JER.32.18	Inyutho luse ganin mar perin makiwire, t'imiyo gir'acula ri nyithindho ro reco pa jonywol pajo. Awi Were Madwoŋ, aka Jameni, nyingin obedo Rwoth pa lwak jolweny. 
JER.32.19	Rieko perin dwoŋ aka tim perin dimeni. Waŋin neno yo pa ji je, aka iculo joje cungo kwoŋ yo pajo kodi tim pajo. 
JER.32.20	Inyutho ranyuth kodi gir'aura i piny Misir, aka tundo kiri gunyo ni i Isiraili i dier ji je, aka itieko timo nyingin ma medere tundo kiri gunyo ni. 
JER.32.21	Iwodho ji perin Isiraili wok i piny Misir gi ranyuth kodi gir'aura, gi cingin matek kodi cingin m'oyare kodi lworo kweth, 
JER.32.22	aka imiyo jo lowo me, ma ikwoŋere ri kwarere pajo miyo jo. Lowo ma mol gi cak kodi mo kic. 
JER.32.23	Jodonjo iye aka jolunjo, to jok'owinjo dwondin luwo cik perin, kwoŋ gim'iwodho or rijo timo je, ongoye ma jotimo. Riameno imiyo teko me je podho kwoŋ jo.
JER.32.24	“Neni, Jobabilon jogeto cel kwoŋ tindi madwoŋ ma mako, tindi madwoŋ ocomere g'abor kodi kec kodi two nundu. Itieko miyo i cingi Jobabilon ma jolwenyo gine. Gima cango iluwo otieko timere, aka in won inyalo neno. 
JER.32.25	Kucel in, Awi Rwoth Were, itieko waco ran ni, ‘Nyew ndelo gi pesa aka kethi jokony.’ Makada nende itieko miyo tindi madwoŋ i cingi Jobabilon.”
JER.32.26	Wac pa Rwoth obino ri Yeremia ni: 
JER.32.27	Neni, An Abedo Rwoth, Were pa ji je, nitie gimatek swa ran? 
JER.32.28	Riameno, Rwoth waco ama: Akidho miyo tindi madwoŋ me i cingi Jobabilon, aka go latero. 
JER.32.29	Jobabilon ma jolwenyo gi tindi madwoŋ me jolabino, aka jolacwinyo iye mac, to jowaŋo, kanyacel gi udi ma imiy'iye mic ri Bal aka ikonj'iye cowirok ri werin man, ma kwinyo nge paran. 
JER.32.30	Kole ongoye gima ji ma Yuda kodi ji ma Isiraili jotieko timo kwanyowoko reco kende ruwaŋan wok i soye pajo. Ongoye gima jotimo, kwanyowoko kwinyo nge paran gi tic ma cingi jo, Rwoth waco. 
JER.32.31	Tindi madwoŋ otieko ico nge paran kodi keme paran, wok i ndelo m'ogeti iye tundo gunyo ni; ŋey akwany woko waŋan kwoŋe. 
JER.32.32	Me kwoŋbedo reco je pa ji ma Isiraili kodi ji ma Yuda ma jokwinyo nge paran. Jo kodi kerin pajo kodi jodhum pajo kodi jocway ri Were i wi migam pajo kodi jotuci wac Were pajo, ji ma jobedo i Yuda kodi joma jobedo i Yerusalem. 
JER.32.33	Jotieko wiro ran dieŋey jo, makiweno waŋ jo; makada nende atieko fonjo jo g'amen, jok'onyalo winjo kosa yeyo atir jo. 
JER.32.34	Joketho amien pajo i ot m'ilwoŋo gi nyingan, aka jokoco woko. 
JER.32.35	Jogeto migame ri Bal i milelo pa wod pa Hinom, ma miyo wot jo kodi nyithindho manyir pajo ri Molek, makada nende akiwodho rijo or timo, kosa k'obedo i paro paran nike joripo timo amien me, miyo Yuda timo reco.
JER.32.36	Onyo riameno, me apaka Rwoth, Were pa Isiraili waco, kwoŋ tindi madwoŋ me ma wiluwo kwoŋe ni, “Imiyo i cingi kere ma Babilon g'abor kodi kec kodi two nundu.” 
JER.32.37	Neni, alacoko jo wok i lowo je m'abino kedh'iye jo i nge paran kodi keme paran kodi gero madwoŋ. Aladwoko jo i kabedo me, aka alamiyo jo bedo ka i siem. 
JER.32.38	Alabedo Were pajo, aka jolabedo ji paran. 
JER.32.39	Alamiyo jo bedo gi cuny acel kodi yo acel, ŋey jowolworan i hongo je, ri bero pajo wegi kodi bero pa nyithindho pajo ma joluw jo 
JER.32.40	Alatimo gi jo cikirok ma cil gi cil, ma akilaweyo timo rijo bero kendo. Alaketho lworo Were i cuny jo, ŋey jokiri jowowire kwoŋan kendo. 
JER.32.41	Alafore i timo bero rijo, aka alapidho jo i lowo me iy'adieri, gi cunyan je kodi adundo paran je.
JER.32.42	Kole Rwoth waco ama: Paka atieko kelo teko madwoŋ me kwoŋ ji me, ameno alakelo kwoŋ jo bero ma pama aciko jo. 
JER.32.43	Ilanyewo ndelin i lowo me, m'iwaco ni ojwangere, m'ongoye ji kosa ogwaŋe, m'otiek ketho i cingi Jobabilon. 
JER.32.44	Ilanyewo ndelin gi pesa, t'iketho cingi jo i cikirok t'imwono aka jokony jolabedo, i lowo pa Benyamin, i kabedo m'othoko Yerusalem, kodi i tindin ma Yuda, i tindin ma piny matendere, i Sefela kodi yupiny ma Yuda. Aladwoko rijo silwany, Rwoth waco.
JER.33.1	Wac pa Rwoth obino ri Yeremia madirio, kareno fodi ocegi go i diedipo ma cel pa kere. 
JER.33.2	Me apaka Rwoth m'ocweyo piny waco. Rwoth m'otimo piny to ketho i kare, Rwoth obedo nyingi go. 
JER.33.3	Lwoŋan aka aladwokin, alawaco rin gigipiny madongo m'opanere ma fodi ikiŋeyo. 
JER.33.4	Kole me apaka Rwoth, Were pa Isiraili waco, kwoŋ udi ma tindi madwoŋ me kodi udi pa kerin ma Yuda m'otur woko t'igeto kwoŋe cel ma thoko mako kodi monjo g'abor. 
JER.33.5	Jobabilon jobino lweny kodi poŋo udi gi delkwoŋ jom'otho pa jono m'abino neko i nge paran kodi i keme paran. Kole atieko pano waŋan kwoŋ tindi madwoŋ me kwoŋbedo kidakana pajo je. 
JER.33.6	To aladwoko jo t'acango jo. Alacango two ma tindi madwoŋ me, alanyutho jo siem, t'akweyo piny rijo. 
JER.33.7	Aladwoko lim ma Yuda kodi lim ma Isiraili, t'ageto jo kendo paka cango con. 
JER.33.8	Alacido woko reco pajo je aka alacwako reco pajo gi gwenyirok pajo je kwoŋan. 
JER.33.9	Tindi madwoŋ me labedo ran nyingi kisangala, pak kodi dwoŋ ruwaŋ nonin je ma i piny, ma jowinji kwoŋ bero je m'atimo rijo. Jolabedo gi lworo to jokirin kwoŋbedo bero je kodi lim m'abino miyo tindi madwoŋ me.
JER.33.10	Me apaka Rwoth waco: I kabedo me ma wiluwo kwoŋe ni, “Othangere m'ongoye ji kodi ogwaŋe.” I tindin ma Yuda kodi i royin ma Yerusalem m'odoŋ nono, m'ongoye ji ma jobed'iye, ji kosa ogwaŋe, kendo bino winjere, 
JER.33.11	dwondi jo ma kisangala kodi forok. Lawinjere dwondi jamweha kodi mweha kodi dwondi ji ma jowero, ka jokelo foyo i Ot pa Rwoth ka jowaco ni,
JER.33.11	“Miy win Rwoth pa lwak jolweny foyo,
JER.33.11	kole Rwoth ber,
JER.33.11	aka mar pere makiwire bedo cil gi cil!”
JER.33.11	Kole aladwoko lim ma lowo paka marapena, Rwoth waco.
JER.33.12	Rwoth pa lwak jolweny waco ama: I kabedo me m'othangere, m'ongoye ji kodi ogwaŋe, kodi i tindin je labedo kendo kakwath ri jokwath rombo ma kwayo mwendi pajo. 
JER.33.13	I tindin ma piny matendere, ma Sefela kodi i yupiny, i lowo pa Benyamin, i kabedo je thoko Yerusalem kodi i tindin ma Yuda, jokwath rombo kendo jolakwano mwendi pajo, Rwoth waco.
JER.33.15	I ndir no kodi i hongo no, alayero kere m'otire ma nyakwar Daudi. Kere no latimo gir'adieri kodi gim'otire i piny. 
JER.33.16	I ndir no, ilabotho Yuda aka siem labedo i Yerusalem. Me a nyinge m'ilalwoŋo gine, “Rwoth, obedo tiro mawan.”
JER.33.18	Jocway ri Were i wi migam ma jobedo Jolevi jokilangoye ruwaŋan gi jacwo ma miyo mic awaŋa, mic ma cemo, kodi timo cowirok ma hongo je.
JER.33.19	Wac pa Rwoth obino ri Yeremia: 
JER.33.20	Me apaka Rwoth waco: Ka moro kwoŋ win oyido nyalo turo cikirok paran gi odieceŋ kodi cikirok paran gi wor, ŋey jokiri jowobin i hongo pajo, 
JER.33.21	meno nyaka cikirok paran m'atimo gi ŋeca paran Daudi nyalo tur, ŋey go wongoye gi wode manyalo lunjo kom pere ma dhum, kodi cikirok m'atimo gi Jolevi ŋecin paran. 
JER.33.22	Paka kinyal kwano micalin manitie i polo aka kinyal kipima kwoyo ma nam, ameno apaka alamedo nyikway ŋeca paran Daudi, kodi Jolevi ŋecin paran.
JER.33.23	Wac pa Rwoth obino ri Yeremia: 
JER.33.24	Poyi fodi ikikaŋasa maber kite ma ji me jowaco ni, “Pecin ario ma Rwoth oyido oyero go otieko kwero woko.” Kite m'iter'iye ji paran gi cay ma kiter jo paka nono? 
JER.33.25	Rwoth waco ama: Kabedi oyido akitimo cikirok paran gi odieceŋ kodi wor kodi cik ma dhumo piny kodi polo, 
JER.33.26	dinyo akwero nyikway Yakobo kodi ŋeca paran Daudi m'akiyeyo moro kwoŋ nyikwaye paka jadhum kwoŋ nyikway Abraham, Isaka kodi Yakobo. Kole aladwoko lim pajo, aka alamako wor gi jo.
JER.34.2	Rwoth waco ama, Were pa Isiraili: Kidhi iluwi gi Kere Zedekia ma Yuda aka iwaci rigo ni, Rwoth waco ama: Akidho ketho tindi madwoŋ me i cingi kere ma Babilon, aka go lawaŋo gi mac. 
JER.34.3	In won ikilakwale wok i cinge, t'ilamakin adieri t'ikethin i cingi go. Ilaneno kere ma Babilon gi waŋin, aka ilaluwo gi go awaŋ g'awaŋ, aka ilakidho i Babilon. 
JER.34.4	Kucel winji wac pa Rwoth, Awi Zedekia kere ma Yuda! Rwoth waco ama kwoŋin: Ikilatho g'abor. 
JER.34.5	Ilatho i siem, aka paka owaŋ ri kwarere perin buban, kerin ma jotelo dhum rin, apaka bende ilawaŋo rin t'iywakin k'iwaco ni, “Awi kere mawan!” Kole An atieko luwo, Rwoth waco.
