MAT.1.1	In se tocayomej de itajhuehuentzitzihuan Jesucristo yejhuan teicniu itech David niman Abraham. 
ROM.1.1	Nejhua, Pablo, niitequitcau Jesucristo. Dios onechnotz niman onechcalactij para niapóstol. Yejhua onechtlapejpenij para nicteijlis on cuajli tlajtojli yejhuan quitemaca temaquixtilistli.
ROM.1.2	Yejhua in temachtijli yoquimelajcaijtojca ipan on Yectlajcuilojli intechcopa on itiotlajtojcahuan. 
ROM.1.3	In temachtijli technojnotza ica toTeco Jesucristo. Yejhua iConetzin Dios, niman ijcuac otlacat, yejhua huejca teixhuiu
ROM.1.4	Pero ijcuac onoyolihuitij
ROM.1.5	Itechcopa niman ipampa Jesucristo, Dios onechmacac iteicnelilis
ROM.1.6	Niman nemejhuamej no nentehuamej omechnotzquej para no nenteyaxcahuan
ROM.1.7	Nemechtlajcuilhuiya, tej, nochimej nemejhuamej yejhuan nenchantij ipan on hueyican itoca Roma yejhuan nenitetlajsojcayaxcahuan Dios. Ma Dios toTajtzin niman toTeco Jesucristo mechmacacan intlatiochihualis niman inyolsehuilis.
ROM.1.8	Aman, tej, itechcopa Jesucristo nicmaca tlaxtlahuijli noDios nemopampa nemochimej
ROM.1.9	Nictequipanohua Dios ican nochi noyojlo ica nicteijlia on cuajli tlajtojli ica on iConetzin. Dios cualitzticaj ica nochipa nemechelnamiqui ipan nooración. 
ROM.1.10	Desde ye huejcahui onicnec nemechonnotzas. Yejhua ica, tej, nictlajtlanilia Dios ma nechcahuili nemechnotzati tla yejhua quinequi. 
ROM.1.11	Sanoyej nicnequi nemechitas para nemechmacas itlaj tetlayocolijli yejhuan quisa itech on Espíritu Santo para xmelajcanemican. 
ROM.1.12	Niquijtosnequi ma titoyolehuacan se ihuan ocse ica on tlaneltoctli yejhuan ticpiaj.
ROM.1.13	Nocnihuan, nicnequi xmatican ica miyecpa onicnec nemechonnotzas, pero hasta aman xnechcahuiliaj niau. Nicnequi nias para yacamej niquinyolchicahuas niman niquinyolcuepas para más ma quineltocacan Dios ijcon quen nicchihua inhuan on ocsequimej yejhuan xhebreos. 
ROM.1.14	Nicmati ica oncaj nitequitis intech on yejhuan griegos niman yejhuan xgriegos, niman intech on yejhuan tlamatquej niman on yejhuan xtlamatquej. 
ROM.1.15	Yejhua ica, aman ica yoninocau para no nemechmachtis on yejhuan nenchanejquej ne Roma on temachtijli ica temaquixtilistli.
ROM.1.16	Xnipinahua, tej, para nicteijlis on cuajli tlajtojli yejhuan quitemaca temaquixtilistli, pampa on yejhua ipoder Dios para quinmaca temaquixtilistli nochimej on yejhuan quineltocaj. On temaquixtilistli achtoj opeu quipiaj on hebreos, pero aman no pehua intech on yejhuan xhebreos. 
ROM.1.17	Yejhua in cuajli tlajtojli yejhuan quitemaca temaquixtilistli techmachiltia quen ijqui Dios quimaca se tlacatl yolmelahualistli. Dios quimaca yolmelahualistli san ipampa itlaneltoc niman xitlaj
ROM.1.18	Tiquitaj, tej, ica on itlahuel Dios, desde ne ilhuicac hualehua para yejco intech on xcuajcualtin niman xyolmelajquej tlacamej yejhuan, impampa intlajtlacolhuan xcahuiliaj ma nopantlanti on tlen melahuac. 
ROM.1.19	Yejhuamej cuajli quimatztoquej on tlajtlamach
ROM.1.20	Nochi tlen Dios itequiu yejhuan xtiquitaj hueli ticmatij itechcopa on tlajtlamach yejhuan oquitlalij. Desde ijcuac in tlalticpactli oquitlalij, cuajli pantlantiticaj ica yejhua Dios niman ica ipoder xqueman tlamis. Yejhua ica, tej, ijcuac quintlajtlacolmacasquej, xhuelisquej itlaj ica tenanquilisquej yejhuan quimpalehuis para nomanahuisquej. 
ROM.1.21	Masqui yejhuamej oquimatquej ica Dios nemi, xoquitlacaitaquej quen Dios nion xoquimacaquej tlaxtlahuijli. Pero intlamachilis xoc hueli quinemilia on tlamach yejhuan tepalehuij, niman inyoltechicahualis hasta xoc hueli itlaj tlen cuajli cajsicamatij. 
ROM.1.22	Masqui notenehuaj tlamatquej, yejhuamej onquisaj tontos. 
ROM.1.23	Yejhuamej xquimahuistiliaj ihueyilis Dios yejhuan xqueman miqui, yej quimahuistiliaj on yejhuan tlamachijchijhualti intajtzitzihuan. In intajtzitzihuan tlajtlacha quen tlacamej yejhuan miquij noso ican intlachalis on totomej, cohuamej niman on yolquej yejhuan quipiaj nahui imicxi.
ROM.1.24	Yejhua ica, tej, Dios oquincahuilij ma quichihuacan on tlajtlamach tlen xchipahuac yejhuan inelehuilis oquinec. Niman ijqui oquinochihuilijquej on tlen tepinajti quen on tlacamej noelehuiaj
ROM.1.25	Yejhuamej oquipatlaquej on tlen melahuac itech ica Dios yejhua ica on tlen tlacajcayahualistli. Yejhuamej quitlacaitaj niman cueyiliaj on tlen Dios oquitlalij, pero xquitlacaitaj niman xcueyiliaj Dios aquin quitocarohua quiselis yectenehualistli para nochipa. Ma ijqui nochihua.
ROM.1.26	Dios, tej, yejhua ica oquincahuilij ma quichihuacan on xcuajli tlajtlamach yejhuan inelehuilis oquinec. Niman inelehuis tepinajti. Hasta on sihuamej onopatlaquej yej insihuaxihuan quinelehuiyayaj. 
ROM.1.27	On tlacamej no ijqui yej intlacaxihuan quinelehuiyayaj hasta campa xoc hueli. Yejhuamej, tej, quinochihuiliaj tlajtlamach tlen tepinajtij, niman pampa ijcon nonejnequiyaj, quijyohuiyaj on castigo yejhuan quipiaj ipan intlalnacayo quen quitocarohua.
ROM.1.28	Pampa xoc quinequij quimatisquej tlajtlamach itech ica Dios, Dios oquincau, niman oquinemilijquej on tlen sanenca. Yejhua ica yejhuamej quichihuaj on tlen xquitocarohua quichihuasquej. 
ROM.1.29	Innemilis tenticaj ican nochi tlajtlamach tlen xcuajli. Ahuilnemij, xyolmelajquej, quitejelehuiliaj tlajtlamach quen xquitocarohua niman quinchihuiliaj xcuajli ocsequimej. Yejhuamej ican nochi inyojlo nexicolmiquij, temictiaj, quipejpehualtiaj tlahuejli, tlacajcayahuaj, quichihua nochi tlin xcuajli niman chacuamej. 
ROM.1.30	Yejhuamej teijijtohuaj, istlacatij, quitlahuelitaj Dios, xtetlacaita, nohueyimatij niman nohueyitenehuaj. Quinemiliaj tlajtlamach más tlen xcuajli para quichihuaj niman xquitlacamatij intajhuan. 
ROM.1.31	Yejhuamej tontos, xquichihuaj tlen quijtohuaj, xacaj quitlajsojtlaj
ROM.1.32	Masqui cuajli quimatztoquej ica Dios otlanahuatij ma miquican on yejhuan quichihuaj on tlen xcuajli tlajtlamach, yejhuamej oc
ROM.2.1	Yejhua ica on tlacatl yejhuan tetlajtlacolmaca xhuelis itlaj ica quinanquilis Dios para ica nomanahuis itech. Ximportarohua aquin yejhua. Ijcuac ocse quitlajtlacolmaca, sa no yejhua notlajtlacolmaca pampa sa no yejhua tlajtlamach
ROM.2.2	Ticmatztoquej, tej, ica ijcuac Dios tetlajtlacolmaca, itetlajtlacolmacalis quixtia ipan on tlen melahuac se quichihua. 
ROM.2.3	On tlacatl yejhuan no quichihua on tlen quichihuaj on tlacamej yejhuan quintlajtlacolmaca, quitocarohua quimati ica quiselis on tejmoti tlajtlacolmacalistli yejhuan Dios quimacas. 
ROM.2.4	San pampa Dios ican itetlajsojtlalis
ROM.2.5	Pero ijcuac se tlacatl yoltechicactic niman xquinequi noyolpatlas, on tlajyohuilistli sa no yejhua quinomiyequilijticaj para quiselis ipan on tonajli ijcuac Dios tetlaxtlahuilis. Ipan on tonajli Dios quipantlantis itetlajtlacolmacalis quen quitocarohua. 
ROM.2.6	Ijcuacon, tej, cada se quitlaxtlahuilis quen quitocarohua ica on tlen se oquichiu. 
ROM.2.7	Niman on yejhuan quichihuaj canica para quitejtemohuaj on hueyilistli, niman tetlacaitalistli niman nemilistli yejhuan para nochipa itechcopa on tlen cuajli quichijtoquej, Dios quinmacas yencuic nemilistli yejhuan para nochipa quipiasquej. 
ROM.2.8	Pero on yejhuan nohueyimatij niman xquitlacamatij on tlen melahuac, yej quitlacamatij on tlen xcuajli, ica itlahuel Dios quinmacas intlajyohuilis. 
ROM.2.9	Nochimej on yejhuan quichihuaj on tlen xcuajli quipiasquej tlajyohuilistli niman ajmantli. Achtoj on hebreos quipiasquej niman no on yejhuan xhebreos. 
ROM.2.10	Pero nochimej on yejhuan quichihuaj on tlen cuajli quipiasquej hueyilistli, tetlacaitalistli niman yolsehuilistli. Achtoj on hebreos quipiasquej niman no on yejhuan xhebreos.
ROM.2.11	Ijcon, tej, tiquitaj ica Dios xquichicoita
ROM.2.12	Yejhua ica on yejhuan xquixmatij itlanahuatil Moisés niman tlajtlacohuaj popolihuisquej, masqui itlanahuatil Moisés xquintlajtlacolmacas. No ijqui, tej, on yejhuan quixmatij itlanahuatil Moisés niman tlajtlacohuaj, no quintlajtlacolmacasquej quen yejhua on tlanahuatijli tlanahuatia. 
ROM.2.13	Dios, tej, xquijtohua ica intlajtlacolhuan on tlacamej yoquintlaxtlau san pampa caquij itlanahuatil Moisés, yej tla quitlacamatij nochi tlen tlanahuatia on tlanahuatijli. 
ROM.2.14	Pero ijcuac on xhebreos yejhuan xquipiaj itlanahuatil Moisés, quichihuaj sa no ijqui quen tlanahuatia on tlanahuatijli, yejhuamej quiteititiaj ica itlanahuatil Dios oncaj ipan inyojlo, masqui xquipiaj itlanahuatil Moisés. 
ROM.2.15	Ijcon, tej, quen yejhuamej nohuicaj quiteititiaj ica on tlanahuatijli tlajcuiloloncaj ipan inyojlo. Intlamachilis no quiteixpantiliaj yejhua on, pampa quemantica quintlajtlacolmaca noso quemantica quinmanahuiya. 
ROM.2.16	Yejhua in no nochihuas ipan on tonajli ijcuac Dios itechcopa Jesucristo quintlajtlacolmacas on tlen iyanticaj ipan inyojlo on tlacamej. Nochi yejhua in nochihuas quen on cuajli tlajtojli ica temaquixtilistli quijtohua yejhuan nicteijlia.
ROM.2.17	Aman ma ticnemilican ica on hebreos. Yejhuamej quitlaliaj inyojlo itech itlanahuatil Moisés niman ican nohueyimatilistli notenehuaj iconehuan Dios. 
ROM.2.18	Quimatij on tlen Dios quinequi para quichihuasquej, niman itechcopa on tlanahuatijli no quimatztoquej quen ijqui quitlapejpenisquej on tlen más cuajli. 
ROM.2.19	Cuitiaj ica huelis itech Dios quinyecanasquej on yejhuan xquixmatij niman huelis quinmachtisquej on yejhuan xquixmatij on itemachtilhuan Dios yejhuan tlen melahuac. 
ROM.2.20	Quinemiliaj huelis quintlamachilistisquej on yejhuan xitlaj
ROM.2.21	Tla yejhuamej, tej, hueli quintlamachilistiaj ocsequimej, ¿tlica
ROM.2.22	Niman tla sa no yejhuamej no quiteijliaj xcuajli para ahuilnemilos, ¿tlica, tej, sa no yejhuamej no ijqui quichihuaj? Niman tla sa no yejhuamej no quintlahuelitaj on tlamachijchijhualtin intajtzitzihuan, ¿tlica, tej, conichtequij on tlen ipan intiopan nosentlaliaj? 
ROM.2.23	Yejhuamej nohueyimatij pampa quipiaj itlanahuatil Moisés, pero xquitlacaitaj Dios pampa xquichihuaj on tlen tlanahuatia sa no yejhua on tlanahuatijli. 
ROM.2.24	Yejhua ica on Yectlajcuilojli ijquin quijtohua: “On yejhuan xhebreos san nemopampa quijtohuiliaj Dios on tlen xcuajli.”
ROM.2.25	On nescayotl itoca circuncisión melahuac quimpalehuisquia tla quitlacamatisquiaj nochi itlanahuatil Moisés. Pero tla xquitlacamatij on tlanahuatijli, tla ijcon on nescayotl xitlaj quijtosnequi. 
ROM.2.26	Niman tla on yejhuan xquipiaj on nescayotl itoca circuncisión niman quichihuaj on tlen tlanahuatia on tlanahuatijli, tla ijcon quinselis Dios quen quipiasquiaj on nescayotl, masqui xmelahuac quipiaj. 
ROM.2.27	On yejhuan xquipiaj on nescayotl ipan intlalnacayo, pero quitlacamatij itlanahuatil Moisés, quintlajtlacolmacasquej on yejhuan xquitlajcamatij on tlanahuatilij masqui quipiaj on nescayotl niman quitlajcuilolpiaj on tlanahuatijli. 
ROM.2.28	Se tlacatl xmelahuac hebreo san pampa tlacati itech se familia yejhuan hebreo, nion xejhua melahuac circuncisión yejhuan notetlaliliaj ipan tlalnacayo. 
ROM.2.29	Yej melahuac hebreo on yejhuan hebreo ipan iyojlo. Niman on nescayotl itoca circuncisión yejhuan melahuac, oncaj ipan teyojlo. On nescayotl yejhuan melahuac se tlacatl quiselia itechcopa on Espíritu Santo niman xpampa on ica quitlacamati itlanahuatil on tlanahuatijli. On yejhuan melahuac hebreo xquiselia yectenehualistli intech on tlacamej, yej itech Dios.
ROM.3.1	Tla ijcon ¿tlinon ica quipalehuiya tla se hebreo? Noso tla on hebreos quipiaj on circuncisión, ¿on yejhua quimpalehuis? 
ROM.3.2	Quemaj, sanoyej
ROM.3.3	Pero ¿tlinon nochihuas tla semej hebreos xquichihuasquej on tlen Dios oquitlalij ipan ipromesa? ¿Yejhua in quijtosnequi ica Dios xoc quichihuas on tlen oquitlalij ipan ipromesa? 
ROM.3.4	¡Melahuac, tej, Dios quichihuas on tlen oquitlalij ipan ipromesa! Masqui nochimej tlacamej xquichihuaj quen quijtohuaj, Dios nochipa quichihua quen yejhua quijtohua. Ijquin, tej, quijtohua on Yectlajcuilojli:
ROM.3.4	Ica on tlen tiquijtos, yejhua ica timopanextis ica ticuajli. Niman xhuelis mitztlajtlacolmacas ijcuac mitzyolcuitisquej.
ROM.3.5	Pero tla totlajtlacol quipanextia ica Dios yolmelajqui, ¿tlinon, tej, quijtosnequi ijcuac Dios techcastigarohua? ¿Huelis tiquijtosquej ica Dios xcuajli quichihua pampa techcastigarohua? (Ijquin tlajtlajtohuaj on tlalticpactlacamej itech ica Dios.) 
ROM.3.6	¡Melahuac, tej, ica ca! Tla Dios xcuajli quichihuasquia ijcuac techcastigarohua, ¿quen ijqui, tej, huelisquia quintlajtlacolmacasquia on tlalticpactlacamej?
ROM.3.7	Yacaj yejhuan xcuajli iyojlo ijquin hueli quijtohua: “Aman tla xnicchihua on tlen onictlalij ipan nopromesa, ocsequimej más hueli cajsicamatij ica Dios nochipa quichihua quen quijtohua. Ijquin, tej, yejhua más quiselia hueyilistli. Tla ijcon, ¿tlica
ROM.3.8	Tla para ijcon, ¿tlica, tej, xnicchihua on tlen xcuajli para Dios más ma quiseli on hueyilistli?” Sequimej quijtohuaj ica yejhua on nictemachtia, pero yejhuamej xican cuajli inyojlo quijtohuaj. Dios quintlajtlacolmacas quen quitocarohua.
ROM.3.9	¿Aman, tej, tlinon? ¿Tejhuamej hebreos más tihuejhueyixtoquej ixpan Dios xquen on yejhuan xhebreos? ¡Melahuac, tej, ica ca! Nejhua yonicteititij ica nochimej tlajtlacohuaj, sanquen on hebreos niman on yejhuan xhebreos. 
ROM.3.10	Niman ipan on Yectlajcuilojli ijquin tlajcuilolnesticaj:
ROM.3.10	Nion siquiera se xnemi yejhuan yolmelajqui tlacatl.
ROM.3.11	Xnemi yejhuan cajsicamati iojhui Dios; xnemi yejhuan quinequi quitejtemos Dios.
ROM.3.12	Nochimej on tlacamej oquitlalcahuijquej Dios; nochimej sanencaj nemij. Nion se xquichihua on tlen cuajli.
ROM.3.13	Incamac molonqui ijnecuisti quen on tlalcontli yejhuan quitentlapojhuaj. Ican intlajtol quijtohuaj on tlen ica tlacajcayahuaj. Niman intlajtol quipia quen iascayo
ROM.3.14	Nochi on tlahuijhuicaltilistli niman tlahuejli hasta incamac yonomat.
ROM.3.15	Yejhuamej sa quimachixtoquej aquinon huelis quimictisquej.
ROM.3.16	Yejhuamej texoxotoniaj niman tetlajyohuiltiaj nochihuiyan campa yahuij.
ROM.3.17	Xquimatij, tej, quen ijqui nohuicasquej inhuan ocsequimej ican yolsehuilistli.
ROM.3.18	Yejhuamej xqueman quimacasij Dios.
ROM.3.19	Nochi yejhua in tlajcuilolnesticaj ipan on tlajcuilolamatl yejhuan itlanahuatil Moisés. Ticmatztoquej, tej, ica nochi tlen quijtohua on tlajcuilolamatl, quimijlia on yejhuan on tlanahuatijli quinnahuatia. Ijcon quimijlia para nochi tlacatl ma ca sa ma quipia tlinon ica tenanquilisquej yejhuan quimpalehuis para nomanahuisquej, yej ixpan Dios ma noyolcuitican quen onohuicaquej. 
ROM.3.20	Yejhua ica, tej, Dios xacaj quijlis ica itlajtlacolhuan yoquitlaxtlau pampa quichihua on tlen tlanahuatia on tlanahuatijli. Xmatztiacan, tej, ica on tlanahuatijli tepalehuiya san para techmachiltia ica titlajtlacolejquej.
ROM.3.21	Aman, Dios yotechpanextilij quen ijqui hueli techselia quen tiyolmelajquej, pero xpampa tla tictlacamatij on tlanahuatijli. Niman yejhua on nomelajcaita ipan on itlajcuilolamahuan Moisés niman ipan intlajcuilolamahuan on tiotlajtojquej. 
ROM.3.22	Dios quinselia on tlacamej quen yolmelajquej ipampa intlaneltoc yejhuan quipiaj itech Jesucristo. Ijcon Dios quichihua para nochimej yejhuan quineltocaj Cristo, pampa yejhua xquinchicoita on hebreos inhuan on xhebreos. 
ROM.3.23	Nochimej on tlacamej tlajtlacolejquej niman xquipiaj on yolmelajcanemilistli yejhuan Dios oquinec ma quipiacan. 
ROM.3.24	Pero itechcopa iteicnelilis
ROM.3.25	Dios oquitlalij Cristo quen se huentli. Yejhua oquitoyau iyesyo para ma quimpopolohuili intlajtlacol on tlacamej ijcuac quineltocasquej. Ijquin, tej, quiteititia ica yejhua yolmelajqui pampa achtoj nesiya ipan iijyohuilis ica xoquichihuilij cuenta intlajtlacol on tlacamej yejhuan achtoj nemiyaj. 
ROM.3.26	Aman ipan in tonaltin quiteititia ica yejhua yolmelajqui niman quimijlia yejhuan quineltocaj Cristo ica intlajtlacolhuan yoquintlaxtlau.
ROM.3.27	¿Canon, tej, oncaj on tohueyimatilis ica titotenehuaj ticuajcualtin? Tohueyimatilis opopoliu. ¿Tlica opopoliu? Opopoliu pampa xotihuelquej oticchijquej on tlen tlanahuatia on tlanahuatijli niman yejhua ica oticneltocaquej Jesucristo. 
ROM.3.28	Ijcon, tej, tiquitaj ica Dios quiselia se tlacatl quen yoquintlaxtlau itlajtlacolhuan pampa quineltoca Cristo, niman xpampa tla quichihua tlen tlanahuatia on tlanahuatijli.
ROM.3.29	¿Tlen Dios san on hebreos inDios? ¿Tlen xno inDios on yejhuan xhebreos? Melahuac, tej, ica on xhebreos no yejhua inDios 
ROM.3.30	pampa xnemi más de se Dios. Yejhua, tej, quinmaca cuenta ica intlajtlacolhuan on hebreos yoquitlaxtlau ipampa intlaneltoc niman on xhebreos no ipampa intlaneltoc quinmaca cuenta ica intlajtlacolhuan yoquitlaxtlau. 
ROM.3.31	¿Yejhua in quijtosnequi ica ticahuaj quen xitlaj
ROM.4.1	¿Tlinon, tej, tiquijtosquej ica Abraham yejhuan toachtojtaj? 
ROM.4.2	Tla Dios quimaca cuenta ica itlajtlacolhuan yoquitlaxtlau ipampa on tlajtlamach
ROM.4.3	¿Tlinon, tej, quijtohua on Yectlajcuilojli? On Yectlajcuilojli ijquin quijtohua: “Abraham oquineltocac Dios niman san yejhua ica on, Dios oquiselij quen se yejhuan yolmelajqui.” 
ROM.4.4	Aman, tej, tla yacaj tequiti, quimacaj itlaxtlahuil niman on xsan quitlayocoliaj, yej quimacaj pampa quitlani ica on itequiu. 
ROM.4.5	Pero xacaj hueli quitlani temaquixtilistli ican on tlen quichihua, pampa in temaquixtilistli se tetlayocolijli para tlajtlacolejquej. Yejhua ica se tlacatl ica oncaj quineltocas Dios para Dios quimaca cuenta ica itlajtlacolhuan yoquitlaxtlau. 
ROM.4.6	No ijqui David quijtohua ica on tlacatl quipia hueyi tlatiochihualistli yejhuan Dios quiselia quen yolmelajqui masqui xoquichiu tlajtlamach tlen cuajli. 
ROM.4.7	Ijquin oquijtoj David:
ROM.4.7	Tlatiochijtin on yejhuan Dios yoquintlapojpolhuilij nochi on tlen xcuajli oquichijquej niman quipopolohua intlajtlacol.
ROM.4.8	Sanoyej tlatiochiutli on tlacatl yejhuan aquin toTeco xquichihuilia cuenta itlajtlacolhuan.
ROM.4.9	¿San on yejhuan hebreos quipiasquej in tlatiochihualistli? ¡Ca! On yejhuan xhebreos no quipiasquej in tlatiochihualistli. Otiquijtojquej san pampa Abraham oquineltocac, Dios oquiselij quen se yejhuan yolmelajqui. 
ROM.4.10	Pero ¿quemanon ijcon oquiselij? ¿Ijcon oquiselij ijcuac ye quipia on nescayotl itoca circuncisión noso achtoj? Dios oquiselij Abraham quen yolmelajqui ijcuac xe quiseliaya on nescayotl. 
ROM.4.11	Abraham saquin
ROM.4.12	Abraham no quen se tajtli para on yejhuan quipiaj on nescayotl itoca circuncisión. Pero yejhua xintaj pampa quipiaj on nescayotl ipan inacayo, yej pampa yejhuamej quipiaj intlaneltoc quen totataj Abraham oquipix ijcuac xe quinotlaliliaya circuncisión.
ROM.4.13	Dios oquinmelajcaijlij Abraham ihuan ihuejcaconehuan ica quiselisquej in tlalticpactli quen inherencia. Pero Dios xoquimelajcaijlij yejhua in pampa Abraham oquitlacamat on tlanahuatijli, yej pampa oquineltocac Dios niman yejhua ica Dios oquiselij quen se yejhuan yolmelajqui. 
ROM.4.14	Tla Dios quinmacasquia herencia san pampa quitlacamatij on tlanahuatijli, tla ijcon xitlaj
ROM.4.15	Campa oncaj on tlanahuatijli niman xquitlacamatij, no oncaj castigo. Pero campa xoncaj on tlanahuatijli, no xoncaj on xtetlacamatilistli.
ROM.4.16	Yejhua ica Dios oquimprometerohuilij se herencia para quiselisquej tla quineltocasquej. On tlen Dios oquimelajcaijlij sa melajcaoncaj para nochimej ihuejcaconehuan Abraham pampa yejhua quimpialia ican iteicnelilis
ROM.4.17	On, tej, Yectlajcuilojli ijquin quijtohua: “Onimitztlalij titajtli niman mohuejcaconehuan nochayahuasquej ipan miyec países.” Ixpan Dios yejhuan Abrajam oquineltocac, Abraham yejhua tajtli. Dios sa no yejhua quinyolitia on mimiquej, niman yejhua san ican itlanahuatil quichihua para ma onyaj on yejhuan hasta aman xe oncaj.
ROM.4.18	Masqui nesiya ica in tlen Dios oquinmelajcaijlij xhuelisquia nochihuasquia, Abraham otlamachix niman otlaneltocac niman yejhua ica Dios oquitlalij tajtli yejhuan ihuejcaconehuan onochayajquej ipan miyec países ijcon quen Dios yoquijlijca: “Mohuejcaconehuan miyequej yesquej.” 
ROM.4.19	Ijcuac Abraham oquixtlaloj itetzacalis
ROM.4.20	Yejhua, tej, xoometlamat nion oquipoloj itlaneltoc itech on tlen Dios oquimelajcaijlica. Yej itlaneltoc onoscaltij más cojtic niman oquihueyilij Dios. 
ROM.4.21	Yejhua ican nochi iyojlo quimatzticatca ica Dios quipia poder para quichihuas nochi tlen oquimelajcaijlij. 
ROM.4.22	Yejhua ica, tej, ipampa itlaneltoc, Dios oquiselij quen se yejhuan yolmelajqui.
ROM.4.23	On tlajtoltin yejhuan quijtohua ica Dios oquiselij quen se yejhuan yolmelajqui, xonijcuiloj san para Abraham. 
ROM.4.24	Yej no onijcuiloj para tejhuamej yejhuan Dios no techselia quen on yejhuan tiyolmelajquej. Ijquin techselia pampa ticneltocaj yejhua aquin quiyolitij toTeco Jesucristo ijcuac omic, niman oquetzteu ipan itlalcon. 
