MAT.1.1	Abraham Fapa, David Fapa, Jesuh Krih hringtu hna ṭialnâk cauk: 
2TI.2.12	Kan tuar ahcun Amah he bia kan ceih lai. Amah kan hlawt ahcun Amah zong nih a kan hlawt ve lai. 
2TI.2.13	Zumh tlâk loin kan um hmanh ah Amah cu zumhtlâk a si zungzal. Amah le Amah â hlaw kho lo. 
2TI.2.14	Hi thil hna hi hngalhter ṭhân hna, santlai lomi a ngaitu hna caah lohtlaunâk lawng a phâk pitu pakpalawng bia i el lengmang lo dingin Bawipa hmaiah chimhring hna. 
2TI.2.15	Pathian cohlan awktlâk si dingin i pe ko, biatak bia hmân tein ṭhen a thiammi rianṭuantu cu ningzah a herh lo. 
2TI.2.16	Pathian ṭihzahlo bia vaivuan a chim tawntu kha hrial hna, zeitintiah Pathian-zeirellonâk ah an zual chin chin lai. 
2TI.2.17	An cawnpiaknâk cu khensar bangin a karh lai. Humenia le Filet zong cu hna lakah an i tel ve, 
2TI.2.18	cuhna nih biatak kha pialtâk in thawhṭhannâk cu a si diam cangmi bangin an cawnpiak i cheukhat zumhnâk an hrawh piak hna. 
2TI.2.19	Asinain a fekmi Pathian lungphun cu a dirpeng ko, hi hmelchunhnâk hi a ngei: “Bawipa nih Ami le cu a hngalh” ti le, “Bawipa min a hlammi pauh nih sual kaltâk seh ti hi.” 
2TI.2.20	Asinain a ropi ngaimi in ah sui le ngun i sermi thil lawng an um lo, thing le tlâk i sermi zong an um ve, a sunglawimi an um lio ah a sunglawi lomi zong an um. 
2TI.2.21	Cucaah a hnu deuh chungin â thiantermi hna cu a thiangmi ûm, Bawipa hman awktlâk, rianṭha vialte caah timh ciain a ummi, sunh lawihmi ûm an si. 
2TI.2.22	Mino duhnâk kha zâmtâk law lungthin thiangin Bawipa kotu hna sinah felnâk zumhnâk dawtnâk le daihnâk kha dawi hna. 
2TI.2.23	Cun hruhthil le elhnialnâk ah i tel hlah, buaibainâk lawng a chuahter kha hngal ko. 
2TI.2.24	Bawipa sal caah buaibai awk a um lo, mi vialte cungah nunnem ngaiin cawnpiak khawh le inkhawh kha i zuam, 
2TI.2.25	toidornâk he anmah dohtu hna cu fianter hna seh, cuticun biatak an hngalh i an i ngaihchih tiang zongin Pathian nih a sian khawh ko, 
2TI.2.26	Cun Satan nih a duhnâk tuah awkah sal i a rak tlaihhna nâk chungin an lung a fim lai i rap in a foih hna nâk chungin an chuak ṭhân kho ko.
2TI.3.1	Asinain hihi philh hlah, ni hmahnung ahcun ṭih a nung mi cân an phân lai. 
2TI.3.2	Minung cu mah le mah â dawmi, phaisa a dawmi, tluangkhawn a hmangmi, miruamkai, Pathian thangchiattu, nu le pa nawl ngai lo, lawmh a hngal lomi le a tluangtlam lomi, 
2TI.3.3	dawtnâk ngei lomi, ngaihthiam a duh lomi, mi kongcaih a hmangmi, â sum kho lomi, nun chiakha, ṭhatnâk a huami, 
2TI.3.4	hlawt a hmangmi, lung khongmi, â uahmi, Pathian daw loin mah nomhnâk a daw deuhmi an si lai. 
2TI.3.5	Pathian duh ngaimi an i lawhter lai, asinain a ṭhawnnâk an zum lai lo. Cubantuk mi hna cu hrial hna. 
2TI.3.6	Zeitintiah cubantuk mi hna cu in kipah a lêng i zângdermi nu le sualnâk nih a nenhmi hna le duhnâk sual a phunphun i a rak tlu tawnmi hna hlengtu an si, 
2TI.3.7	cuhna cu a cawng lengmang ko nain biatak a pemh lomi an si. 
2TI.3.8	Janes le Jambres nih Moses an ralchanh bantuk khan, cubantuk mi hna nih biatak kha an doh, ruahnâk ṭhalo, zumhnâk kong i cohlan khawh lomi an si, 
2TI.3.9	cu hna caah hmainawr khawh a si lo, zeitintiah Janes le Jambres bantuk khan, an hruhning cu mi vialte hmuh ah a lang te ko lai. 
2TI.3.10	Asinain nang tu cu ka cawnpiaknâk le ka umtuning, ka tinhmi, ka zumhnâk, ka lungsaunâk le ka dawtnâk, ka inkhawhnâk le, 
2TI.3.11	serhsatnâk le harnâk inter ka sinâk kha na hngalh ko, Antiok le Ikonion le Lustra ah khan zeibantuk serhsatnâk dah ka ton kha na philh lo. Cu vialte chungin Bawipa nih a ka khamh. 
2TI.3.12	A si, Pathian-aṭanh i Krih Jesuh ah umpeng â timmi hna nih serhsatnâk kha an ton ko lai. 
2TI.3.13	Asinain misual le a deu in a nungmi hna cu an sual chin lengmang lai, mi an hlen hna lai i anmah zong hlenin an um ve lai. 
2TI.3.14	Asinain nang tu cu ahosinahdah na cawn kha hngal law, na cawnmi le na hngalhmi kha i nunpi, 
2TI.3.15	zeitintiah Krih Jesuh zumhnâk thawngin khamhnâk hmu lakin an fimter khotu Cathiang kha, na ngakchiat lio tein na hngalh cang. 
2TI.3.16	Cathiang vialte hi Pathian thawchuah hnawhmi an si i cawnpiaknâk le, chimhhrinnâk le, palhmi-remhnâk le dinnâk cawnpiaknâk caah a ṭhahnemmi a si, 
2TI.3.17	Pathian-mi cu rianṭha vialte ṭuan awkah felfai tein tlamtlinter a si khawh nâkhnga.
2TI.4.1	Pathian le Bawipa Jesuh Krih hmaiah a pennâk le mithi le minung hna biaceih awkah a lang laimi hmaiah nawl kan pêk: 
2TI.4.2	Bia cu chim! Cân â rem ah siseh, â remlo ah siseh timhcia in um ko. Lungsaunâk he cawnpiak hna law an lung pemh i zuamin chimhring hna law tha zong pe hna. 
2TI.4.3	Zeitintiah cawnpiaknâk dik an ngaih duhlo cân kha a phân lai. An hnâ kha a za i anmah nih ngaih an duhmi cawnpiaktu kha an sawm hna lai, 
2TI.4.4	biatak in an hnâ an mer lai i ṭawnchawmmi tuanbia lei ah an pial lai. 
2TI.4.5	Nang tu cu zeithil pauh ah i ral ringin harnâk tuar law, evangelist rian hi ṭuanin na rian hi lîm i zuam. 
2TI.4.6	Kei tu cu ka chuah cân a nai cang, raithawinâk ti bangin thlet awkah timh cia in ka um lio cân a si. 
2TI.4.7	Raldohnâk ṭha cu ka tei cang, tlik zuamnâk ah a donghtiang ka tli cang i zumhnâk kha kâ tlaih cang. 
2TI.4.8	Ahnubik ah dinnâk luchin cu ka caah chiah a si, cucu biaceihtu fel, Bawipa nih cu Ni ah aka pêk lai, kasin lawngah a si lai lo, Â langhnâk â ngaihmi vialte sin zongah a pêk lai. 
2TI.4.9	Ka sinah ratzau i tim; 
2TI.4.10	zeitintiah Demas nih atu chan vawlei a dawt caah a ka kaltâk, Thesalon khua ah a kal i Kresen cu Galati ramah a kal i Titas zong Dalmatai ramah a kal. 
2TI.4.11	Luka lawnglawng nih a ka umpi. Marka kha sawm law ratpi, zeitintiah amah cu hi rianṭuan nâkah ka caah san a tlai ngaingai. 
2TI.4.12	Cun Ṭaikhikhas cu Efesa ah ka thlah. 
2TI.4.13	Na rat tikah Troas khua i Karpas sinah ka chiahmi angki-fual le cauk he khan ratpi, a hlei in saphaw cauk kha ratpi te. 
2TI.4.14	Aleksandria Dar-soser pa nih khan fahnâk tampi a ka pêk. Bawipa nih a tuah ningin teirul cham te ko seh. 
2TI.4.15	Nang zong khapa ah khan fakpi in i ralring, zeitintiah kan chimmi fak piin a ralchanh. 
2TI.4.16	Kâ kilvennâk kachim hmasat lio ah dirpitu ahohmanh ka ngei lo, anka hlawt dih. Amawh tu cu phur hrâm hna hlah seh. 
2TI.4.17	Asinain Bawipa nih a ka dirpi i thazâng a ka pêk, cuticun Gentel mi vialte theih khawh in thawngṭha ka chim khawhnâk cu a si. Cuhlei ah chiandeih kâ chungin khamh ka si. 
2TI.4.18	Cun Bawipa nih sual rianṭuannâk vialte chungin a kan khamh lai i a vanlei pennâk ah him tein a kan phâkter lai. Amah sinah zungzal in zungzal tiang sunparnâk um ko seh. Amen! 
2TI.4.19	Priska le Akuila, cun Onesfaras chungkhar kha an kut ka tlaih piak hna. 
2TI.4.20	Erastas cu Korin khua ah a um i Trofimas tu cu Miletas ah dam loin ka kaltâk. 
2TI.4.21	Khuasik hlanah rat kha biatak in i tim. Eubalas le Pudens, Linas le Klaudia le unau vialte nih na kuat an in tlaih. 
2TI.4.22	Bawipa Jesuh Krih na thlarau sinah um ko seh. Zângfahnâk na sinah um ko seh. Amen.
TIT.1.1	Paul, Pathian thimmi hna zumhnâk ning le Pathian-ṭihzahnâk in biatak hngalhpinâk tlamtling he Pathian caah ṭemmi sal le Jesuh Krih Lamkaltu ka si. 
TIT.1.2	Cân hramthawk hlan in a rak kamh cangmi zungzal nunnâk ruahchannâk kha lih a chim kho lomi Pathian nih a cân hmân teah, 
TIT.1.3	kan Khamhtu Pathian nawlpêk ningin ka sinah a bia chimnâk thawngin a langhter. 
TIT.1.4	Titas, â khatmi kan zumhnâk i kafa taktak, Pa Pathian le Bawipa Jesuh Krih kan Khamhtu sinin zângfahnâk, velngeihnâk le daihnâk na sinah um ko seh. 
TIT.1.5	Hiruangah Kret tikulh ah kan chiah ta, cucu lîm lomi thil kha ningcang tein narak tuah i nawl kan pêk bangin khua kipah upa kha na rak chiah hna nâkhnga- 
TIT.1.6	mi pakhat khat kha sawiawk umlo, nupi pakhat ngei, zumhtlâk, fale nomhhnaihnâk le ningcang loin khua a sami an si lo ahcun upa rian ṭuan hna seh. 
TIT.1.7	Zeitintiah kawhhran hotu cu Pathian chawkengtu a si caah, sawi awk um lomi a si hrimhrim awk a si, mahnawl ummi, thinhun fawi, misurhang-duhtukmi, mi velhhmang, chawva ah hâkkaumi an si awk a si lo, 
TIT.1.8	asinain conglomh thiam, ṭhatnâk duhmi, lungfimmi, a dingmi, a thiangmi le amah le amah â uk khomi an si awk a si, 
TIT.1.9	cawnpiak a rak si cang bangin zumhtlâk bia fek tein â tlaihmi a si lai, cuticun a dikmi cawnpiaknâk in mi a chimhhrin khawh lai i elhnialtu kha an lung a pemter khawh lai. 
TIT.1.10	Zeitintiah nawlngai lomi duhpauh in biachim hmang le hlengtu tampi an um, a hlei in cuarpartanmi hna chungin an si, 
TIT.1.11	cuhna nih chawva ningcang loin an hmuhnâk dingah chim loding tiang anchim i chungkhar ningin an hlenmi zong an um, cuhna cu ankâ huhpiak hrimhrim ding an si. 
TIT.1.12	Anmah profet hna lak i pakhat zong nih, “Kret tikulh chungmi hna cu mi lihchim a sualmi sahrang bantuk, mi thathu mi pawkau an si,” tiah a ti kha. 
TIT.1.13	Hi hngalhtermi hi a dikmi a si, Cucaah zumhnâk dik ah an um khawh nâkhnga fak piin si hna, 
TIT.1.14	biatak mer takin Judah tuanbia le minung nawlpêkmi biapi ah a ruatmi hna bia kha zeiah rak rel hna hlah. 
TIT.1.15	Mithiang caah thil vialte a thiang, asinain mithûrhnawm le zumlotu caah a thiangmi zeihmanh a um lo, an ruahnâk le an chiaṭha-hngalhnâk tiangin a thûr cang. 
TIT.1.16	Pathian a hngal ngaimi in an i phuang nain tuahsernâk in an hlawt tawn, fih a nungmi, nawl a ngai lomi le thilṭha tuahnâk ah a tling lomi an si.
TIT.2.1	Nang tu cu cawnpiaknâk dik he â tlâkmi bia kha chim: 
TIT.2.2	putar kha lungfim te le hmaizah awktlâk, â uk khomi, a dikmi zumhnâk le dawtnâk, toidornâk he um dingin cawnpiak hna; 
TIT.2.3	pitar zong cubantuk hmaizah awktlâk in nung hna sehlaw, mi kong ceih a hmang lomi, misurhang rit a hmang lomi, ṭhatnâk cawnpiaktu si hna seh, 
TIT.2.4	nutung no deuh kha an va le an fale a daw i 
TIT.2.5	biachim â ralringmi, a thiangmi, chungkhar kilkhawitu le ṭha te i um ding le an va le nawl ngai dingin, cawnpiak hna, cucu Pathian bia hi thangchiat i a um sual nâkhnga lo caah a si. 
TIT.2.6	Cubangin tlangval zong ruahnâk felfai ngei dingin tha pe hna, 
TIT.2.7	thilṭha tuahnâk ah a lamkip in mi zohchunh awkin um law, cawnpiaknâk ah nâ biataknâk, hmaizahmi sinâk le hrawhkhawh lomi na sinâk kha langhter, 
TIT.2.8	a kan dohtu hna nih thangchiatnâk ding zeihmanh an hmuhlo ruang i an ning a zah nâkhnga sawi awk umlo bia dawh kha hman i zuam. 
TIT.2.9	Ṭemmi-sal hna nih anpu le nawl ngai hna sehlaw, zeithil pauh ah anmah lawmhter ding le, an pule bia let lo ding le, 
TIT.2.10	kutkem ngei loin, zumhtlâk ansinâk tu langh terin, a lamkip in a kan Khamhtu Pathian cawnpiaknâk hi an dawhter khawh lai. 
TIT.2.11	Zeitintiah khamhnâk phâkpitu Pathian zângfahnâk cu mi vialte sinah a lang cang, 
TIT.2.12	cu nih cun vawlei-lei duhnâk, Pathian-zeirellonâk hi hlawt in atu lio cân ah nunning thiam in felfai tele Pathian-ṭihzah in kan nun nâkhnga a kan cawnpiak. 
TIT.2.13	Ruahchannâk duhnung, a lianngan mi kan Pathian le kan Khamhtu Jesuh Krih sunparnâk he â langhnâk kha kan cuan. 
TIT.2.14	Amah nih nawlbuarnâk vialte chungin a kan tlanh khawh nâkhnga, Amah caah thiantermi, a hlei khun in Amah mi si in, rianṭha ṭuan i â zuammi kan si khawh nâkhnga Amah hrimhrim kha kan caah â pe. 
TIT.2.15	Nawlngeihnâk vialte he cu thil hna cu chim hna, tha pe hna law si hna. Ahohmanhnih in zomhtaih hna hlah seh.
TIT.3.1	Uktu hna le nawlngeitu hna tangah um in, an nawl ngaiding le, ṭhatnâk phunkip tuah awkah timhcia te i um ding le, 
TIT.3.2	ahosinhmanh ah bia chia-khâ chimlo ding le, dai te i um awkah, nunnemnâk in mi vialte sinah toidarnâk vialte langhter dingin theihter ṭhân hna. 
TIT.3.3	Zeitintiah kanmah zong hlan ah mihrut, nawlngailo, hlenmi, nomhhnaihnâk le duhnâk phunkip tuahmi, mi hnachuah le huat tlai ngai le pakhat le pakhat â huami kan rak si. 
TIT.3.4	Asinain kan Khamhtu Pathian dawtnâk le velngeihnâk cu minung cung i a langh tikah, 
TIT.3.5	dinnâk in tuahmi, kanmah hrimhrim nih kan tuahmi ruangah si loin, hrinṭhannâk i kholhthiannâk le Thiang thlarau tharchuahnâk in a velngeihnâk in Amah nih a kan khamh, 
TIT.3.6	cucu kan Khamhtu Jesuh Krih thawngin kan cungah duhdim tein Amah nih a kan toih, 
TIT.3.7	cuticun zungzal nunnâk ruahchannâk ningin rocotu kan si khawh nâkhnga a zângfahnâk i thiamcoter kan si. 
TIT.3.8	Hihi zumhawk a tlâkmi bia, nangmah zongnih na fehter lengmang awkah ka duh, Pathian a zum cangmi hna nih thilṭha tuah peng dingin ṭha tein ruat hna seh. Hi thil hna hi minung caah a ṭha i san a tlai. 
TIT.3.9	Asinain hruh thil i buaibainâk le pupa hna kong hlathlai le elhnialnâk le nawlbia kong i el-len kha hrial hna, cu hna cu ṭhathnemnâk le santlaihnâk an ngei lo. 
TIT.3.10	Zumhnâk dang a ngeimi cu chimhring law, voi hnih tiang na chimhhrin hnu ah ngol tâk. 
TIT.3.11	Cubantuk mi hna cu ruahnâk ngawi le a sual pengmi an si i mah le mah thiamlo â cotermi an si 
TIT.3.12	Artemas maw, Taikhikhas maw na sinah ka rak thlah tikah Nikopolis khua ah ka sinah rat i zuam te, zeitintiah cuka ah khuasik chung um kâ tim. 
TIT.3.13	Nawlbia thiam Zenas le Apollo hna zong zeihmanh khualtlawn nâkah chambau in an um sual nâkhnga lo a rannâk in ratter hna. 
TIT.3.14	Cun kanmi le hna zong theipar chauh loin an um nâkhnga lo an herhnâk zawn i hman awk an ngeih khawh nâkhnga rianṭha ṭuan pengin um hna seh. 
TIT.3.15	Ka sin i a ummi vialte nih nakut an in tlaih, zumhnâk i a ka dawtu kha an kut ka tlaihpiak hna. Nan dihlak cungah zângfahnâk um ko seh. Amen.
PHM.1.1	Paul Krih Jesuh ah thong a tlami le kan unauTimote nih kan dawtmi le kan ṭuanpi hawi Filemon sin ah le, 
PHM.1.2	kan dawtmi Afia le kan ralkap ṭuanpi Arkhippas le na in i kawhran hna sinah, 
PHM.1.3	Pathian kan Pa le Bawipa Jesuh Krih sinin zângfahnâk le daihnâk nan sinah um ko seh. 
PHM.1.4	Ka thlacamnâk ah na min chim in Pathian sinah lawmhnâk bia ka chim tawn. 
PHM.1.5	Bawipa Jesuh le mithiang vialte sinah na ngeihmi dawtnâk le zumhnâk kha thei in, 
PHM.1.6	na zumhnâk cu midang sinah na hngalhternâk thawngin Krih Jesuh ah na chung i a ummi ṭhatnâk phunkip hna nih hmual an ngeih khawh lai. 
PHM.1.7	Zeitintiah unau, nanmah thawngin mithiang hna lungthin tharchuah in a um cang, na dawtnâk nih a liannganmi lawmhnâk le hnangamnâk a ka pêk. 
PHM.1.8	Cucaah â tlâkmi nawl pe dingin Krih ah ralṭha ngaiin um hmanh ning law, 
PHM.1.9	dawtnâk ruangah kei Paul tarkhat zong a tarmi le Jesuh Krih caah thong a tlami nih a nawl in kan nawl. 
PHM.1.10	Cikcin he ka um lio ah ka hrinmi kafa Onesimas caah hin kan nawl, 
PHM.1.11	amah hi hlan ah na caah sân a tlai lo nain atu ah cun na ca le ka caah san a tlai cang. 
PHM.1.12	Amah cu ka rak thlah ṭhân. Cucaah amah cu rak cohlang ko, ti hi lungthin taktak in kan nawl, 
PHM.1.13	amah hi thawngṭha caah cikcin khih ka sinâk ah nangmah ai awh in rian a ka ṭuanpiak nâkhnga ka sinah umter peng ka duh. 
PHM.1.14	Asinain na hnatlâknâk loin zeihmanh tuah ka duh lo, cucu thilṭha na tuahmi zong hnekchawm si loin mah lungtho tein tuahmi a si nâkhnga. 
PHM.1.15	Zeitintiah cân tawite an ṭhenmi hi zungzal i na ngeih thainâk cânrem zong a si kho ko, 
PHM.1.16	sal bantuk si ti loin salnâk i a ṭha deuhmi-dawtmi unau bangin a si hnga lo maw, a hleiin kaca zongah duhnung a si ahcun naca zongah taksa le Bawipa ah duhnung a si chin chin ko lai. 
PHM.1.17	Cuticun rianṭuanpi hawi i naka ruah ahcun keimah naka cohlân bantukin amah hi rak cohlang te. 
PHM.1.18	Na cungah palhnâk a rak ngeih i na lei anbat ahcun keimah bat ah ruat. 
PHM.1.19	Kei Paul nih ka kut hrimhrim in ka ṭialmi a si. Keimah nih ka champiak lai, ka sinah nangmah nih leiba na ngei ka tinâk cu a si lo. 
PHM.1.20	Asi unau, Bawipa ah na sinin lawmhnâk ka ngeihter law; Bawipa ah ka lungthin hi hlauhter hram ko. 
PHM.1.21	Ka chimmi na zulh ko lai tiah ralṭhatnâk ka ngeih caah hi câ hi ka rak ṭial, ka chimmi nâk hmanh i ṭhadeuh in na tuah lai ti kha ka hngalh. 
PHM.1.22	Biakarlakah tlunnâk ding rakka timhlamh piak, nan thlacamnâk thawngin nan sinah pêk ka si zau lai tiah ka zumh. 
PHM.1.23	Epafaras Krih Jesuh ah ka thongtlakpi nih nakut an tlaih, 
PHM.1.24	ka ṭuanpi hawi Marka, Aristarkhas, Demas le Luka zong nih cubantukin na kut an tlaih. 
PHM.1.25	Kan Bawipa Jesuh Krih zângfahnâk na thlarau sinah um ko seh. Amen.
HEB.1.1	Pathian, hlan lio ah cân dang dangah phun dang dangin hringtu hna sinah profet hna hmangin bia a rak chimtu nih khan, 
HEB.1.2	hi ni hmadung ah a Fapa in kan sinah bia a chim cang, Amah cu thil vialte rocotu ah a ruah i Amah hmangin vawlei hi ser a si. 
HEB.1.3	Amah hi a sunparnâk ceu cu a si i Mi a sinâk kokek taktak langhtertu a si, a bia ṭhawnnâk nih zeizong vialte hi a tlaih i kan sualnâk kha Amah hrimhrim nih a thianter hnu ah Cungnung bik orhlei kamah a ṭhu. 
HEB.1.4	Vanmi hna nâkin a ṭha deuhmi ah a cang, anmah nâk i a cungnung deuhmi min rocotu sinâk kha a co. 
HEB.1.5	Zeitintiah vanmi ahosinahdah hi bia hi a chim bal? “Nang cu ka Fapa na si, Nihin ah kan hrin?” ti le, “Keimah cu Amah caah Pa ka si lai i Amah cu ka caah Fapa a si lai,” timi hi. 
HEB.1.6	Asinain a fater vawlei i a ratpi ṭhân tikah, “Pathian vancungmi vialte nih Amah cu bia hna seh,” tiah a ti. 
HEB.1.7	Cun vanmi hna kongah, “Amah nih a vanmi hna cu thlarau ah a canter hna i a rian ṭuntu zong meialh ah a canter tawn hna,” tiin. 
HEB.1.8	Asinain Fapa sinah hitinhin a chim, “Maw Pathian na bawi`hunhdanh cu, zungzal in zungzal ca a si. Dinnâk ṭhiangṭhunh zong na pennâk ṭhiangṭhunh a si. 
HEB.1.9	Dinnâk kha na dawt i nawlbuarnâk kha na huat. Cucaah Pathian, na Pathian nih na hawi le hna nâkin lawmhnâk sathau cu an thuh,” tiin. 
HEB.1.10	“Nang, 
HEB.1.11	An rawk dih lai nain Nang cu na hmun lai: Cuvialte cu thilthuam bangin an hlun dih te lai: 
HEB.1.12	Puan bangin na zual lai i an i thleng dih lai, Nangtu cu na hmun zungzal i nâkum zong a dongh lai lo,” tiin. 
HEB.1.13	Asinain vanmi ahosin bik ahdah hihi a chim bal? “Na ral hna na ke chiahnâk i ka canter hlan pauh cu ka orhlei ah ṭhu,” tiin. 
HEB.1.14	An dihlak in rianṭuantu thlarau, khamhnâk ro a co hngami zohkhenhtu ah thlah an si lo maw?
HEB.2.1	Cucaah kan theihmi thil hna kha biapi ngaiah kan ruah awk a si, culoahcun tlau lakin kan tawlh sual lai. 
HEB.2.2	Zeitintiah vanmi hna hmangin chimmi bia hmanh fehter a rak si i bia a ngai lomi le nawl a buarmi hna cu fel tein lehrulh an si ahcun, 
HEB.2.3	hi tluk in a nganmi khamhnâk hi zei rel loin kan um ahcun, zeitindah kan luat khawh lai? Cucu a hramthawk ah Bawipa nih a rak chim i a theitu hna nih kan sinah an fehter. 
HEB.2.4	Pathian zong nih hmelchunhnâk le khuaruahharnâk, thilmak a phun phun hna le Amah duhning tein Thiang Thlarau laksawng he a hngalhpi hna. 
HEB.2.5	Zeitintiah a um lai ding vawlei kan chimmi cu vanmi hna tangah a chia lo. 
HEB.2.6	Asinain mi pakhat nih hmun pakhat ah hitihin a chim, “Minung hi zeidah a si i a zawn na ruah, Asiloah mi fapa zong hi zeidah a si i na zohkhenh tawn? 
HEB.2.7	Anih cu vanmi nâk in niam deuh ah na ser i sunparnâk le upatnâk kha na chinh, na sermi hna cungah na umter. 
HEB.2.8	A ke tangah zeizong vialte na chiah,” Zeitintiah a tangah zeizong vialte a chiah cang caah, a tangah chiah lomi zeihmanh a um lo. Asinain atu ah cun a tangah zeizong vialte a ummi bangin kan hmu rih lo. 
HEB.2.9	Asinain Jesuh, vanmi nâk i niamdeuh i ser a si rihmi cu, Pathian zângfahnâk thawngin mi vialte caah thihnâk a tempiak khawh nâkhnga, thihnâk a tuarnâk thawngin sunparnâk le upatnâk chinhter in a um kha kan hmuh. 
HEB.2.10	Zeitintiah Amah caah le Amah thawngin thil vialte hi an um i fapa tampi sunparnâk ah luhter in, a teminnâk thawngin an khamhnâk tuahpiaktu tlam tlinter cu Pathian caah tuahawk hrim a si ko. 
HEB.2.11	Zeitintiah Thiantertu le thiantermi hna cu an dih lakin mi pakhat ta an si. Cucaah annih cu, “Unau hna” tiah kawh awkah a zahpi hna lo. 
HEB.2.12	“Ka unau hna sinah na min ka aupi lai i â pummi hna lakah hlasa in kan thangṭhat lai,” tiin. 
HEB.2.13	Cun “Amah ah ka zumhnâk ka chuan lai,” tiah a ti ṭhân. “Zohhmanh u, kei le Pathian pêkmi ngakchia hna hi,” tiah a ti ṭhân rih. 
HEB.2.14	Zeicatiah ngakchia hna hi taksa le thisen cotu an si caah Amah zong nih an sining kha â hrawm ve, cucu thih ṭhawnnâk ngeitu Satan kha a thihnâk thawngin a hrawh khawh nâkhnga le, 
HEB.2.15	an nun chung vialte thih`ihnâk saltang i a ummi hna kha a chuahter khawh nâkhnga caah a si. 
HEB.2.16	A ngaingai ti ah, a bomhmi hna cu vanmi si loin Abraham tefa an si. 
HEB.2.17	Cucaah minung hna caah sualngaihthiamnâk tuahpiak dingin, Pathian lei ah Tlângbawi Nganbik, velngeimi le zumhtlâk a si khawh nâkhnga zeizong kipah a unau hna bang i a run i can kha a ca zongah a herhmi a si. 
HEB.2.18	Zeitintiah Amah hrimhrim nih turforhnâk tongin a rak tuar cang caah tukforhnâk a tongmi kha a bomh khawh hna.
HEB.3.1	Cucaah, a thiangmi unau, vanlei kawhnâk a comi hna, kan zumhnâk i lamkaltu le Tlângbawi Nganbik Krih Jesuh kha ruat tuah u. 
HEB.3.2	Moses kha Pathian chungkhar pumpi caah zumhtlâk a si bangin, Amah zong a dirhmun i a chiatu caah zumh a tlâk ve. 
HEB.3.3	Zeitintiah inn satu cu a sakmi inn nâkin upat deuh a si bantukin anih zong Moses nâkin upatnâk co awktlâk ah ruah a si. 
HEB.3.4	Zeitintiah inn pauh pauh cu mi pakhat khat sakmi an si nain zeizong vialte satu cu Pathian a si. 
