GEN.1.1	Haa fuɗɗam Allah tagi asamanji e lesdi. 
ISA.50.1	Ndaa nii Jawmiraawo wi'i: “Toy ɗereewol ceergal ngol mi seeri daada mooɗon bee maajum? Malla tokkiiɗo yam nyamaande moy coorrumi on haa muuɗum? Ndaa on coorraama ngam daliila zunuubaaji mon. Ngam daliila aybeeji mon daada mooɗon seeraama.
ISA.50.2	Nde ngarmi, koni walaa koo goɗɗo haa ɗo? Nde ewniimi, koni walaa jaabiiɗo? Kadi juŋngo am rammi, he'ataa rimɗingo na? Semmbe am he'aay hisnugo na? Ndaa, bee umroore am telɓananmi mbeela, njoornanmi nga, ngartiranmi maaje ladde meere. Liɗɗi gonɗi ton mbaatan daliila ɗomka, ɗi nyolan ngam ndiyam woodaa. 
ISA.50.3	Mi ɓornan asamanji nyiɓre, mi suddan ɗi bee leppol buhuure.”
ISA.50.4	Allah Jawmiraawo hokki yam ɗemŋgal pukara'en haa mi waawa semmbiɗingo comɗo bee wolde. O findinammi nde weeti fuu, o fiɗɗi noppi am haa mi nana bana pukara'en nanirta. 
ISA.50.5	Allah Jawmiraawo maɓɓitani yam nofru, min boo mi tuurtaay, mi loraaki ɓaawo. 
ISA.50.6	Mi hokki ɓoccuɓe yam ɓaawo am, mi suuɗaay galaŋge am nde ɓe ɗoofi wakkude am, nde ɓe kuɗi yam, ɓe tuuti yam tuuɗe
ISA.50.7	Ammaa Allah Jawmiraawo walli yam. Ngam maajum mi toskaaki. Ngam maajum mi suusɗini hoore am, mi anndi mi semtintaake. 
ISA.50.8	Adilinanɗo yam o ɓadiiɗo. Moy yiɗi wullaago yam? Sey ndaroden haa kiita. Moy dartinta gooŋga am? O ɓadito yam! 
ISA.50.9	Ndaa, Jawmiraawo Allah yiidatam. Moy aybintammi? Ndaa, ɓe fuu ɓe kiiɗan bana limce, gilɗi nyaaman ɓe
ISA.50.10	Moy caka mooɗon ɗon hula Jawmiraawo bee nanugo sawtu suka maako? Koo moy jahanɗo nder nyiɓre, mo annoora yaynantaa ɗum, sey o hoolo innde Jawmiraawo, o tuugo dow Allah maako. 
ISA.50.11	Ammaa onon huɓɓuɓe yiite, taaskiiɓe bee kuri giiteleeji fuu, naste nder yiite mon e kuri giiteleeji mon ɗi kuɓɓuɗon. Juŋngo Jawmiraawo waɗani on ɗum, on mbaaloto haa nokkuure bone.
ISA.51.1	Naneeɗam, onon yiɗɓe adilaaku, onon ɗakkotirɓe bee Jawmiraawo. Ndaare tapaare nde cehaaɗon nder muuɗum, ngaska ɓulndu boo ndu ngurtinaaɗon nder muuɗum. 
ISA.51.2	Ciftore kaaka mon Ibrahiima e Saraatu, danyɗo on. Mi ewni Ibrahiima, saa'i o walaano ɓiŋngel. Mi barkiɗini mo, mi ɗuɗɗini mo.
ISA.51.3	Jawmiraawo de'itinan Siyona, o yurminan bille maagol fuu. O wartiran ladde maagol bana Adnin, harde maagol bana jarne Jawmiraawo. Ngol heewan seyo e welwelo, maŋgtooje e gime.
ISA.51.4	“Keɗiteeɗam, onon yimɓe ummaatoore am! Naneeɗam, onon yimɓe jama'aaje am! Ngam tawreeta iwan haa am. Mi darnan kiita am ngooŋɗuka haa ka laato annoora ummaatooje. 
ISA.51.5	Adilaaku am ɓadake, kisndam am waŋgan, juuɗe am kiitoto ummaatooje. Duuɗe tammorto yam, ɗe ngeloto juŋngo am. 
ISA.51.6	Tijje asama, ndaare lesdi haa les. Ngam asamanji caakoto bana cuurɗe, lesdi hiiɗan bana limce, jooɗiiɓe haa maari maayan bana buubi. Ammaa kisndam am duumoto haa foroy, adilaaku am ɗon tabiti tum.
ISA.51.7	Naneeɗam, onon annduɓe adilaaku, onon jogiiɓe tawreeta am nder ɓerɗe mon! Taa kule feloore yimɓe, taa ndiwtore daliila kuudi maɓɓe. 
ISA.51.8	Ngam gilɗi nyaaman ɓe bana limce, somre nyaaman ɓe bana gaasa baali. Ammaa adilaaku am duumoto haa foroy, kisndam am tabitan diga yidere haa yidere.”
ISA.51.9	Fin, fin! Ɓorna baawɗe, an juŋngo Jawmiraawo! Fin bana nder nyalɗe ɓooyma, bana nder wakkati gide caaliiɗe. Naa an ta'i Rahab geɓe geɓe, yuwi kuuŋga mbeela? 
ISA.51.10	Naa an ɓeeɓni mbeela, ndiyamji ilam lugguɗam, a waɗi laawol dow ndiyamji lugguɗi, haa hisnaaɓe ma caalo? 
ISA.51.11	Rimɗinaaɓe Jawmiraawo ngartan, nastan Siyona bee hoolo seyo. Seyo duumiiŋgo heewan ɓerɗe maɓɓe. Ɓe keɓan welwelo e seyo, ngam mettamɓeram e uumaali laatantaako ɓe fahin.
ISA.51.12	Jawmiraawo wi'i: “Min, min feere am de'itinta on. Koni kuloton neɗɗo maayanɗo, ɓii Aadama nannduɗo bee huɗo? 
ISA.51.13	On ngejjiti Jawmiraawo tagɗo on, mo we'iti asamanji, mo jo'ini lesdi dow caɓɓaaje maari na? On ndiwnan foroy yeeso tikkere ɓillooɓe on, anninɓe halkugo on na? Kadi, toy tikkere maɓɓe yahata? 
ISA.51.14	Nii seɗɗa ɓe njooftan haɓɓaaɓe. Ɓe maayataa nder ngaska. Ɓe cooyataa nyaamdu. 
ISA.51.15	Ngam min woni Jawmiraawo, Allah mooɗon, laanyanɗo mbeela, umminanɗo ƴuuge mbaɗa hoolo. Jawmiraawo honooɓe asama woni innde am. 
ISA.51.16	Mi we'iti asamanji, mi jo'ini lesdi dow caɓɓaaje maari. Mi wi'i jooɗiiɓe haa Siyona: Onon on ummaatoore am. Mi waɗi bolle am nder kunnduɗe mon, mi suddi on bee ɗowdi juŋngo am.”
ISA.51.17	Fin, fin! Umma, an Urusaliima! A yari jardugel tikkere ngel juŋngo Jawmiraawo hokki ma. A yari ko woni nder jardugel fuu haa ɗum hokki ma giilol
ISA.51.18	Walaa ɗowuɗo ma caka ɓikkoy koy ndanyɗa fuu. Walaa naŋnguɗo ma juŋngo caka ɓikkoy koy mawninɗa. 
ISA.51.19	Masiibooji ɗiɗi ɗi'i keɓi ma: Lesdi ma wonni, laati bille, yimɓe ma maayi bee dolo e kaafahi. Moy woyete, moy de'itinte? 
ISA.51.20	Ɓiɓɓe ma tampi, njani. Ɓe ɗon mbaali haa nyobborle laabi bana jabaare nder tuuforgol. Jawmiraawo Allah maaɗa rufi tikkere mum dow maɓɓe, o telɓani ɓe.
ISA.51.21	Ngam maajum, nane ɗu'um, onon yarɓe bone, onon wuykuɓe, ammaa naa bee inaboojam. 
ISA.51.22	Ndaa ko Allah, Allah Jawmiraawo mon jiŋnganɗo ummaatoore mum wi'i: “Mi hoositan diga juŋngo maaɗa jardugel tikkere am, ngel hokkino ma giilol. A meetataa yarugo ngel! 
ISA.51.23	Mi hokkan ngel haa juuɗe toonyinooɓe on, wi'ɓe on: Ture haa min njaaɓa dow mooɗon. Onon boo on ngartiri ɓaawe mon bana lesdi, bana laawol ngol yimɓe tokkoto foroy.”
ISA.52.1	Fin, fin! Ɓorna baawɗe ma, an Siyona, ɓorna jaage ma, an Urusaliima, berniwol ceniiŋgol! Ngam saadooniijo malla coɓɗo nastataa haa ma fahin
ISA.52.2	Fiɗɗu collaaje ma, darta, jooɗa, an Urusaliima! Piiste kaɓɓorli haa daaɗe mon, onon yimɓe Siyona haɓɓaaɓe! 
ISA.52.3	Ndaa nii Jawmiraawo wi'i: “Ɓe coorri on meere, min boo mi soottan on bilaa ceede.” 
ISA.52.4	Allah Jawmiraawo wi'i: “Ɓooyma yimɓe ummaatoore am njippi haa Misra, njooɗoyi ton. Nden Assuura'en ɓilli ɓe bilaa daliila. 
ISA.52.5	Jonta boo, ko mbaɗanmi? Ɓe kooci yimɓe am bilaa daliila. Toonyooɓe ɓe ɗon koola. Ɓe ɗon nyalla wolwugo kalluka dow innde am
ISA.52.6	Ngam maajum yimɓe am anndan innde am nyannde feere. Nyannde man ɓe anndan min wi'i: Ndaa yam ɗo!”
ISA.52.7	Ɗume wooɗiri dow kooseeje bana kosɗe gaazoowo habaru seyo? O ɗon wooyna salaaman, o ɗon wadda kubaruwol ceynanŋgol, o ɗon wooyna kisndam. O ɗon wi'a Siyona: “Allah ma ɗon laamo
ISA.52.8	Nane hoolo aynooɓe, ɓe ɗon towna sawtu, ɓe ɗon koolda bee seyo. Ngam bee gite maɓɓe ɓe ɗon ngi'a Jawmiraawo ɗon lorto haa Siyona.
ISA.52.9	Mbelmbelte hawtaade, onon bille Urusaliima! Ngam Jawmiraawo de'itini ummaatoore muuɗum, sootti Urusaliima. 
ISA.52.10	Jawmiraawo waŋgini juŋngo mum seniiŋgo yeeso ummaatooje fuu. Keeri duniyaaru fuu ngi'an kisndam Allah men.
ISA.52.11	Ndille, ndille, ngurte diga ton! Taa meeme coɓɗum! Ngurte e maagol. Laɓɓine ko'e mon, onon roondotooɓe kuuwruɗe Jawmiraawo
ISA.52.12	Taa ngurte bee jaawal, taa ndille bee dogguki ngam Jawmiraawo ardoto on, Allah Isra'iila wonan ɓaawo mooɗon, o faddoto on.
ISA.52.13	Jawmiraawo wi'i: “Suka am heɓan hayru. O heɓan maŋngu, o ɓaŋgoto ɓaŋgiiɗum masin. 
ISA.52.14	Ɗuuɗɓe kultori daliila maako, ngam jaati maako wayli, nanndaay bee neɗɗo sam, tagdi maako nanndaay ndi ɓii Aadama. 
ISA.52.15	Bana non boo ummaatooje ɗuuɗɗe kayɗinan ngam maako
ISA.53.1	Moy nuɗɗini ko nanɗen? Haa moy Jawmiraawo waŋginani juŋngo mum
ISA.53.2	O mawni yeeso maako bana fuɗŋgo iwŋgo diga ɗaɗol nder lesdi njoorndi. O walaa ŋarol koo ɗelko sakko ngi'en mo, haa jaati maako boo, walaa ko fottani en. 
ISA.53.3	Yimɓe njawi mo, ngudini mo. O woowri bee naaworlaaji e bone, koo moy wiirni yeeso mum ngam taa yi'a mo. En njawi mo, en paalaay mo.
ISA.53.4	“Asee boo naaworlaaji meeɗen o roondi, bone meeɗen o hooci. Bee non fuu en ndaari mo bana Allah hiiti mo, fiyi mo, leestini mo
ISA.53.5	Ammaa o yuwaama daliila zunuubaaji meeɗen, o torraama ngam aybeeji meeɗen. Kiita ka o jaɓi, waddani en salaaman, daliila kuuduuje maako en kurgake
ISA.53.6	Enen fuu en majjino bana baali, koo moy tokkuno laawol muuɗum. Ammaa Jawmiraawo yowi aybe meeɗen fuu dow maako
ISA.53.7	Ɓe toonyi mo, ammaa o munyani ɗum, o maɓɓitaay hunnduko maako bana jawgel ngel ɓe njahrata hirseego, bana mbaalu muukaaŋgu yeeso meksooɓe gaasa muuɗum, non o maɓɓitaay hunnduko maako
ISA.53.8	Ɓe naŋngi mo bee semmbe, ɓe ndo'i mo kiita. Caka yimɓe yidere maako, walaa mo numi dow ko heɓi mo. O ittaama diga lesdi yeeɗɓe daliila zunuubaaji ummaatoore am
ISA.53.9	Ɓe mbaɗi yenaande maako caka halluɓe, ɓe mbaɗi hawriire maako caka riskuɓe koo to o waɗaay toonyaare, hunnduko maako wolwaay fewre
ISA.53.10	Jawmiraawo muuyi torrugo mo e yarnugo mo bone. Ɓaawo o lii'i hoore maako ngam ittugo hakkeeji, o yi'an danygol maako, balɗe maako njuutan, muuyo Jawmiraawo hiɓɓoto bee maako. 
ISA.53.11	Daliila torraaji ɗi o yari, o heɓan seyo fahin, o anndan o torraaki meere. Kaŋko woni suka am adiliijo. O roondi aybeeji ɗuuɗɓe, bana nii o adilinan ɓe. 
ISA.53.12	Ngam maajum ndokkan mo mi geɗal maako caka mawɓe, o senndan keɓal bee semmbiɗɓe, ngam o jaɓi maayugo, o limdaama bee waɗɓe zunuuba. Ammaa o roondi hakkeeji ɗuuɗɓe, o do'ani waɗɓe zunuuba
ISA.54.1	“Ummin gookaali seyo, an dimaro mo meeɗaay danyugo! Welweltu, hoolu bee seyo, an mo meeɗaay luuweego! Ngam ɓikkoy geewaaɗo ɓuran ɓikkoy te'aaɗo ɗuuɗugo.” Non Jawmiraawo wi'i
ISA.54.2	Yaajin babal suudu laymaaru ma. Sey ɓe mbe'ita wiirndallooji jooɗorde ma, taa famɗin. Juttin ɓoggi maaru, tiggu tiggirɗe ma booɗɗum. 
ISA.54.3	Ngam a yaajan haa nyaamo e nano. Danygol ma heɓtan lesdi ndi ummaatooje nyaami ɗum, hebbinan berniiji geewaaɗi.
ISA.54.4	Taa hul, ngam a semtintaake. Taa sakla, ngam a toskintaake. A yejjitan toskaare nderkaaku ma, a meetataa siftorgo mbustu suddaare
ISA.54.5	Ngam tagɗo ma laatoto gorko ma, Jawmiraawo honooɓe asama woni innde maako, coottoowo ma, ɗum Ceniiɗo Isra'iila, o ewneteeɗo Allah duniyaaru fuu.
ISA.54.6	A nanndi bee debbo accaaɗo, mo hakkiilo mum sakli, ammaa Jawmiraawo ewni ma. Goɗɗo wudinan debbo sukaaku mum na? Non Allah ma wi'i: 
ISA.54.7	“Mi acci on wakkati seɗɗa, ammaa mi jaɓan on bee enɗam ɗuuɗɗam. 
ISA.54.8	Nde tikkere am saati, mi suuɗi on yeeso am wakkati seɗɗa, ammaa mi enɗan on bee mbooɗeeŋga nduumiiŋga.” Non Jawmiraawo coottoowo ma wi'i.
ISA.54.9	“Ɗum laatanto on bana nder zamanu Nuuhu: Mi hunino ilamji meetataa ilnugo lesdi. Bana non boo kunortoomi jonta mi meetataa tikkango on e telɓango on
ISA.54.10	Koo to kooseeje cotti, towndiije boo ndimmbake, mbooɗeeŋga am sottantaa on, alkawal salaaman am bee mooɗon dimmbataako.” Non Jawmiraawo enɗoowo on wi'i.
ISA.54.11	An Urusaliima, a ɓillaaɗo, keni ndimmbini ma, walaa mo de'itini ma! Ndaa, mi nyiɓtoto mahi ma dow kaa'e ɓaleeje. Mi wallinan caɓɓaaje ma bee kaa'e safira. 
ISA.54.12	Mi lamsoto mahi ma bee kaa'e boɗeeje. Mi waɗan dammuɗe ma bee kaa'e ɗelkooje e mahi taariiɗi ma fuu bee kaa'e marɗe saman
ISA.54.13	Ɓikkoy ma fuu laatoto pukara'en Jawmiraawo. Salaaman ɓikkoy maaɗa ɗuuɗan
ISA.54.14	A tabitan bee adilaaku. A daayoto ɓillaare, a hulataa fahin. A daayoto kultoreeŋgol boo, ngol ɓaditittaako ma. 
ISA.54.15	To goɗɗo ukkanake ma, ɗum iwaay diga am. Koo moy jokkiranɗo bee maaɗa do'oto daliila ma.
ISA.54.16	“Ndaa, min tagi kilaajo puufanɗo ƴulɓe jamnaaɗe ngam waɗugo balmi koo ɗiye. Min tagi nattinoowo boo ngam nattingo balmi ɗi'i. 
ISA.54.17	Balmol taaskaaŋgol ngam naawnugo ma meemataa ma. A do'an wullotooɓe ma fuu. Non maral suka'en Jawmiraawo wa'i, mi waɗanan ɓe adilaaku am.” Non Jawmiraawo wi'i.
ISA.55.1	Hey! Onon ɗomɗuɓe, ngare haa ndiyam, koo mo walaa ceede! Ngare, coode, nyaame! Ngare, coode inaboojam e kosam bilaa ceede, bilaa yoɓugo koo ɗume
ISA.55.2	Koni ndokkoton cardi ngam ko laataaki nyaamdu? Koni ndokkoton ngeenaari mon ngam kuuje ɗe kaarnataa? Naneeɗam booɗɗum! Nyaame kuuje booɗɗe, nyaame nyaamdu ɓurdanndu wooɗugo. 
ISA.55.3	Keɗite! Ngare haa am. Nane! Nden on ngeeɗan. Mi haɓɓan alkawal duumiiŋgal bee mooɗon, mi mo'anan on mo'ere nde mi iinani Daawuda
ISA.55.4	Ndaa, mi darni mo o ceedoowo yam caka ummaatooje, o ardiiɗo, umroowo ɗe. 
ISA.55.5	Jonta a ewnoto ummaatoore nde a anndaa. Ummaatoore nde anndaano ma waran haa maaɗa bee jaawal. Min Allah Jawmiraawo ma, Ceniiɗo Isra'iila, mi waɗan ɗum, mi hokkete daraja.
ISA.55.6	Ɗakkotire bee Jawmiraawo saa'i o taweteeɗo. Tore mo saa'i o ɓadiiɗo. 
ISA.55.7	Sey kalluɗo acca laawol mum, marɗo hakke acca numooji mum. O lorto haa Jawmiraawo, kaŋko boo o enɗan mo. O lorto haa Allah men, ngam o yaafoto ɗuuɗɗum. 
ISA.55.8	Jawmiraawo wi'i: “Numooji am nanndaay bee numooji mooɗon, laabi mon boo nanndaay bee laabi am. 
ISA.55.9	Bana asama towtiri dow lesdi, bana non laabi am towtiri dow laabi mooɗon, numooji am boo dow numooji mooɗon. 
ISA.55.10	Iyeende e mallimallooje toɓan diga asama. Ɗe lorataako haa ton, sonaa to ɗe njarni lesdi, haa ndi fuɗna, ndi rima, ndi hokka aawoowo aawdi, nyaamoowo boo nyaamdu
ISA.55.11	Bana non boo wolde am wurtiinde hunnduko am. Nde lorataako haa am sookre, ammaa nde waɗan ko fottani yam, nde hiɓɓinan anniya am.
ISA.55.12	On ngurtoto bee seyo, mi hooran on nder salaaman. Kooseeje e towndiije mbelmbeltan yeeso mooɗon, leɗɗe ladde fuu kellan juuɗe. 
ISA.55.13	Leɗɗe booɗɗe mawnan haa nokkuure gi'e, haa pellel giŋngille boo irin asuraaje. Ɗum laatanto yam daraja e alaama nduumiika, ɗum ittataake sam.”
ISA.56.1	Ndaa nii Jawmiraawo wi'i: “Kakkilane kiita ngooŋɗuka, mbaɗe kuuɗe adiliije. Ngam kisndam am ɓadake yottaago, adilaaku am ɓadake waŋgugo. 
ISA.56.2	Barka laatanto neɗɗo baɗanɗo ɗum, ɓii Aadama jogotooɗo ɗum, kakkilananɗo nyannde siwtorde ngam taa o soɓna nde, aynanɗo juŋngo mum ngam taa waɗa halleende sam.”
ISA.56.3	Jananno mo hawtani yimɓe Jawmiraawo, taa wi'a: “Fakat Jawmiraawo senndirtam bee ummaatoore mum!” Taa cortaaɗo wi'a: “Ndaa, mi lekki joorki!” 
ISA.56.4	Ngam Jawmiraawo wi'i sortaaɓe: “To on kakkilani nyalɗe ciwtorɗe am, to on mbaɗi ko fottani yam, to on tabiti nder alkawal am, 
ISA.56.5	nden kam mi hokkan on ko ɓurata ɓiɓɓe worɓe e rewɓe, waato ciftinorɗum e daraja nder suudu am, caka mahi saare am. Inɗe mon nduumoto, ittataake sam.”
ISA.56.6	Jananɓe hawtananɓe yimɓe Jawmiraawo ngam jagganaago mo, yiɗɓe innde Jawmiraawo ngam laataago suka'en maako, hakkilananɓe nyannde siwtorde ngam taa ɓe coɓna nde e jogotooɓe alkawal am, 
ISA.56.7	mi yahran ɓe haa hooseere am seniinde, mi seynan ɓe nder suudu do'a am. Mi yerdoto guleteeɗi maɓɓe e kirseteeɗi ɗi ɓe lii'anto yam dow hirsirde am. Suudu am wi'ete suudu do'a ngam ummaatooje fuu
ISA.56.8	Jawmiraawo Allah mooɓtanɗo Isra'iila'en dahaaɓe wi'i: “Mi ɓesdanan mooɓtaaɓe mooɓteteeɓe woɗɓe.”
ISA.56.9	Ngare, onon dabbaaji ladde e laynde fuu, haa on nyaama! 
ISA.56.10	Aynooɓe Isra'iila ɓe wumɓe, walaa ko ɓe anndi, ɓe dawaaɗi muukaaji, ɗi mbaawataa wohugo. Ɓe ɗon koyɗa, ɓe ɗon mbaali, ɓe ngiɗi ɗoyɗi. 
ISA.56.11	Ɓe dawaaɗi ɗuuɗa-suunooji ɗi kaarataa sam. Ɓe waynaaɓe ɓe paamataa sam, koo moy ɗon tokko laawol muuɗum. Koo moy maɓɓe ɗon ɗaɓɓita riba muuɗum kalluka tan. 
ISA.56.12	Koo moy ɗon wi'a: Ngare, sey mi ɗaɓɓita inaboojam. Njaren nguykinoojam haa nguyken! Jaŋngo boo nii non! Luttuɗam ɓuri ɗuuɗugo!
ISA.57.1	Adili'en ɗon kalka, ammaa kakkilanɗo ɗum woodaa. Yimɓe hoolaaɓe ittaama, ammaa paamɗo ɗum woodaa. Ngam daliila halleende, adili'en mbaraama. 
ISA.57.2	Ɓe njahan haa nokkuure salaaman. Tokkiiɓe laawol darnuŋgol ciwtoto dow baalorɗe muuɗum'en.
ISA.57.3	Ɓadite, onon ɓiɓɓe debbo hiilaajo, onon danygol jeenoowo, daakaareejo! 
ISA.57.4	Dow moy njaloton? Dow moy maɓɓititton kunnduɗe, njuutinton ɗemɗe? Naa on ɓikkoy tuurtukoy, on danygol fewre na? 
ISA.57.5	On ɗon mbaalda bee labbi mon les leɗɗe mawɗe, les leɗɗe bilititɗe fuu. On ɗon kirsa ɓikkoy nder waadiiji e gaaruuji tapaaje. 
ISA.57.6	Kaa'e ɓorwuɗe nder waadiwol ngoni geɗal mooɗon. On ɗon ngaɗana ɗe dokke dufeteeɗe, on ɗon lii'ano ɗe dokke nyaamdu. Kadi mi de'itinan hoore am dow maajum na? 
ISA.57.7	On ɗon mbe'iti be'itte mon dow hooseere townde, on ɗon lii'o kirseteeɗi mon ton boo. 
ISA.57.8	On ɗon njo'ina ciftinorɗe labbi mon haa ɓaawo dammuɗe cuuɗi mon. On ngayliti, on acci yam. On ɗon ɓorto, on ɗon mba'o dow be'itte, on ndokki ɓe pellel, on alkotiri bee yiɗɓe on. On ngiɗi waaldugo bee maɓɓe, on ɗon ndaara temmbuki maɓɓe. 
ISA.57.9	On ɗon nguja ɓalli mon bee nebbam e uurle ngam yahugo sujidango lawru wi'eteendu Laamiiɗo.
ISA.57.10	On njanci haa on comi, ammaa on mbi'aay: Ɗum nafataa. On tammi semmbe mon hesɗitan, ngam maajum on tampaay.
ISA.57.11	“Kadi, moy kulɗon? On zammbi yam, on ngejjiti yam, on cali numugo. On acci hulugo yam ngam duuri mi ɗon jeeɗi. 
ISA.57.12	Ammaa mi waŋginan adilaaku mon e kuuɗe mon. On naftortaako ɗum sam. 
ISA.57.13	To on mboyi, sey mooɓgal labbi mon kisna on! Henndu wiftan ɗi fuu, foofaaŋgo sottinan ɗi. Ammaa hoolotooɓe yam maran lesdi, ɓe ndonan hooseere am seniinde.”
ISA.57.14	Jawmiraawo wi'an: “Ceeke laawol, ceeke ngol, mbaɗe laawol, itte perge fuu dow laawol ummaatoore am! 
ISA.57.15	Allah Ɓaŋiiɗo, mawɗo, tabitɗo haa foroy, mo innde muuɗum Ceniiɗo ɗon wi'a: Mi ɗon jooɗi haa nokkuure seniinde townde, ammaa mi ɗon jooɗi kommbi ta'a-ɓerndeejo e jaŋkiniiɗo boo ngam semmbiɗingo ta'a-ɓerndeejo e yeeɗitingo jaŋkiniiɗo. 
ISA.57.16	Ngam mi jokkirtaa bee maɓɓe haa foroy, mi tikkantaa ɓe haa abada. To naa non, ruuhuuji maɓɓe tampan yeeso am, non boo yoŋkiiji maɓɓe ɗi tagmi. 
ISA.57.17	Mi tikkani ɓe, mi fiyi ɓe ngam aybe maɓɓe, ngam ɓe cuunaama riba kalluka. Mi suuɗi nder ɓernuki am. Kamɓe ɓe tuurti, ɓe tokki laawol ngol ɓerɗe maɓɓe ngiɗi.
ISA.57.18	Mi yi'i kuuɗe maɓɓe. Ammaa mi yamɗitinan ɓe, mi ɗowan ɓe, mi de'itinan ɓe kamɓe e woyanɓe ɓe, 
ISA.57.19	mi waɗan maŋgtoore haa kunnduɗe maɓɓe. Salaaman! Salaaman laatano daayiiɓe e ɓadiiɓe fuu! Non Jawmiraawo wi'i: Mi yamɗitinan ɓe
ISA.57.20	Ammaa halluɓe nanndi bee mbeela ndimmbotooŋga, nga waawataa de'ugo. Ndiyamji maaga ɗon ummina loope e tuundi. 
ISA.57.21	Woodaa salaaman ngam halluɓe.” Non Allah am wi'i
ISA.58.1	Jawmiraawo wi'i: “Hoolu bee sawtu, taa naŋgta! Townu sawtu ma bana luwal! Anndin ummaatoore am yimɓe danygol Yaakubu zunuubaaji e hakkeeji maɓɓe. 
ISA.58.2	Ɓe ɗon ƴama muuyo am nde weeti fuu, ɓe ɗon ɗaɓɓa anndugo laabi am. Ɓe ɗon bana ummaatoore waɗannde koo ɗume fodde adilaaku, nde accaay gooŋga Allah maare boo. Ɓe ɗon ƴamammi kiitaaji gooŋɗuɗi, ɓe ngiɗi mi ɓadito ɓe.” 
ISA.58.3	Yimɓe ƴami: “Ko suumaye nafata to a faalataa ɗum? Ko yaŋgititgo ko'e amin nafata to a hakkilantaa ɗum?” Jawmiraawo jaabi: “Ndaa, nyannde on ɗon cuumo, on ɗon mbaɗa ko on ngiɗi, on ɗon ɓilla huuwanooɓe mon. 
ISA.58.4	Suumaye mon ɗon yahra on haa jokkirgol e haɓre e kutupaaje naawɗe. On cuumaaki hannde bana no haandi sakko mi nana do'aaje mon diga dow. 
ISA.58.5	On ɗon leestina ko'e. Kanjum woni suumayeere nde ngerdotoomi na? On ɗon tura ko'e mon bana kewal, on ɗon mbaalo dow limce buhuuje e ndoondi. Kanjum mbi'oton suumaye, nyalaade nde fottanta yaa Jawmiraawo na?
ISA.58.6	Ndaa, suumayeere nde ngerdotoomi: Yooftugo yimɓe ɓe naŋnguɗon bilaa hujja, fiɓtugo ɓoggi kaɓɓirgal, rimɗingo toonyaaɓe, yewugo kaɓɓirgal koo ngale. 
ISA.58.7	Cennde nyaamdu mon bee dolɓe, nastine laafuɓe yiilotooɓe nder cuuɗi mon. To on ngi'i goɗɗo temmbo, ɓorne mo. Taa ngaylitane banndiraaɓe mon ɓaawo. 
ISA.58.8	Nden kam annoora mon yaynan bana jayŋgol fajiri, kuuduuje mon nyawndoto law. Adilaaku mon ardoto on, tedduŋgal am boo wonan ɓaawo mooɗon, faddoto on. 
ISA.58.9	To on torake yam, mi jaaboto on. To on ngookani yam ngam ballal, mi wi'an: Na'am. To on acci toonyaago e sappaago yimɓe bee kooli e wolwugo bolle kalluɗe, 
ISA.58.10	to on ndokki dolɓe ko nyaamoton, on kaarni laafuɓe, nden kam annoora mon yaynan nder nyiɓre, nyiɓre mon laatoto bana caka nyalawma. 
ISA.58.11	Min Jawmiraawo mi ɗowan on foroy, mi haarnan on caka lesdi njoordi, mi semmbiɗinan i'e mon. On laatoto bana jarne cafaaɗe, bana seeɓoore nde sooyataa ndiyam. 
ISA.58.12	Daliila mooɗon, ɓe nyiɓtoto bille ɓooymaaje dow caɓɓaaje ɗe gide caaliiɗe mballini. On ewneteeɓe maɓɓooɓe ceekli, wo'itinooɓe pattule haa yimɓe njooɗo.”
ISA.58.13	Jawmiraawo wi'i: “To on kakkilani nyannde siwtorde, to on cuklanaaki kuuɗe mon nyalaade am seniinde, to on ceyorake nde, to on teddini nde, to on tokkaaki laabi mon, on mbolwataa bolle meereeje, 
ISA.58.14	nden kam ɓerɗe mon keɓan welwelo haa am. Mi daaynan on cakle duniyaaru fuu. Mi laatinan on jaaliiɓe, on caaloto dow kooseeje lesdi. Mi nyaamnan on nder maral ngal ndokkumi kaaka mon Yaakubu. Min Jawmiraawo wi'i ɗum.”
ISA.59.1	Kay! Juŋngo Jawmiraawo rammaay ngam hisnugo on. Noppi maako pahɗaay ngam nanango on. 
ISA.59.2	Ammaa aybeeji mon cenndata on bee Allah mooɗon, hakkeeji mon laati bana wiirndallo hakkunde maako bee mooɗon. Kanji kaɗata mo nanugo on. 
ISA.59.3	Juuɗe mon coɓi bee ƴiiƴam, kooli mon boo bee aybeeji. Kunnduɗe mon ɗon mbolwa fewre, ɗemɗe mon ɗon mbaŋgina sooynde adilaaku. 
ISA.59.4	Walaa gullotooɗo bee haala ndarnuka, walaa kiitotooɗo bee gooŋga. Ɓe ɗon koolo kuuje meereeje, ɓe ɗon mbolwa fewre. Ɓe kaari toonyaare, ɓe ndanyan sarru. 
ISA.59.5	Ɓe ɗon cosɓina geeraaɗe poosokje, ɓe ɗon cannya cannyudi canycanyɗo. Nyaamanɗo geeraaɗe man maayan. To woore fusi, foosokre wurtoto. 
ISA.59.6	Cannyaaɗum man he'ataa ngam waɗugo limce, goɗɗo waawataa suddugo ɓanndu bee maajum. Kuuɗe maɓɓe ɗum kuuɗe sarru, toonyaare woni haa juuɗe maɓɓe. 
