GEN.1.1	Haa fuɗɗam Allah tagi asamanji e lesdi. 
PSA.66.2	teddine mo bee gime maŋgtooje.
PSA.66.3	Mbi'e Allah: “Kuuɗe ma ɗe kaayeefiije!
PSA.66.3	Koo konne'en ma boo tefi fottango ma bee bolle belɗe,
PSA.66.3	ngam baawɗe ma ɗuuɗi masin.
PSA.66.4	Sey duniyaaru fuu sujidane,
PSA.66.4	yimane gettooje, maŋgta innde ma!”
PSA.66.5	Ngare, ndaare kuuɗe Allah,
PSA.66.5	kuuɗe maako kulniiɗe ɗe o huuwani ɓiɓɓe Aadama!
PSA.66.6	O wartiri mbeela lesdi njoorndi,
PSA.66.6	ɓe ta'i maayo bee kosɗe.
PSA.66.6	Kanjum waɗi en ceyori mo
PSA.66.7	Bee baawɗe maako o ɗon laamo haa foroy,
PSA.66.7	gite maako ɗon ayna ummaatooje,
PSA.66.7	ngam taa tuurtooɓe keɓa ummanaago mo.
PSA.66.8	Maŋgte Allah amin, onon ummaatooje!
PSA.66.8	Ngimane mo maŋgtoore bee sawtu!
PSA.66.9	O ɗon ayna yoŋkiiji amin,
PSA.66.9	o accaay min min ndo'o.
PSA.66.10	Ngam yaa Allah, a linyi min,
PSA.66.10	a laɓɓini min bana goɗɗo laɓɓinirta cardi nder yiite.
PSA.66.11	A nastini min nder tuuforgol,
PSA.66.11	a yowani min doŋngal tedduŋgal.
PSA.66.12	A acci konne'en amin njaaɓa min ko'e bee pucci,
PSA.66.12	a saalini min yiite e ndiyam lugguɗam,
PSA.66.12	ammaa jonta a wurtini min, a feecini min.
PSA.66.13	Mi wardan bee guleteeɗi haa suudu ma,
PSA.66.13	ngam mi hebbinane 
PSA.66.14	Mi hokkete ko mi togani ma
PSA.66.14	saa'i mi ɗonno nder ɓillaare.
PSA.66.15	Mi lii'anto ma guleteeɗi payɗi,
PSA.66.15	hawtaade bee uureeŋga jawɗi baali guleteeɗi,
PSA.66.15	mi lii'anto ma ga'i e jawɗi be'i boo.
PSA.66.16	Onon hulɓe Jawmiraawo fuu, ngare, nane!
PSA.66.16	Haa mi anndina on ko o waɗani yam.
PSA.66.17	Mi wookani mo ngam ballal, mi maŋgti mo.
PSA.66.18	To mi nufakeno halleende,
PSA.66.18	Jawmiraawo nanantaano yam.
PSA.66.19	Ammaa Allah nani yam fakat,
PSA.66.19	o heɗiti tornde am.
PSA.66.20	Yettoore laatano Allah,
PSA.66.20	ngam o salaaki do'a am,
PSA.66.20	o ittanaay yam mbooɗeeŋga maako.
PSA.67.1	Ngam kaliifaajo gime: Bee moolooji. Yimre.
PSA.67.2	Yaa Allah, hinna min, barkiɗin min,
PSA.67.2	woonan min!
PSA.67.3	Ngam haa duniyaaru fuu annda no kuuwrata kuuɗe ma,
PSA.67.3	ummaatooje fuu annda an woni kisnoowo!
PSA.67.4	Sey ummaatooje maŋgte, yaa Allah!
PSA.67.4	Sey ummaatooje fuu maŋgte!
PSA.67.5	Sey jama'aaje ngima bee seyo e welwelo!
PSA.67.5	Ngam a ɗon hiito ummaatooje bee kiita ndarnuka,
PSA.67.5	a ɗon ɗowa jama'aaje nder duniyaaru.
PSA.67.6	Sey ummaatooje maŋgte, yaa Allah!
PSA.67.6	Sey ummaatooje fuu maŋgte!
PSA.67.7	Lesdi waɗi ƴaamle muuɗum,
PSA.67.7	Allah, Allah meeɗen barkiɗina en.
PSA.67.8	Allah barkiɗina en!
PSA.67.8	Yimɓe duniyaaru fuu kula mo!
PSA.68.1	Ngam kaliifaajo gime. Yimre Daawuda.
PSA.68.2	Allah ummo, wolwa, konne'en maako caŋkititto,
PSA.68.2	wanyɓe mo ndoggan diga yeeso maako!
PSA.68.3	Bana cuurɗe caakorto nder henndu,
PSA.68.3	bana taari ɓolwirta nder yiite,
PSA.68.3	non halluɓe kalkirta haa yeeso Allah!
PSA.68.4	Ammaa adili'en ceyoto,
PSA.68.4	ɓe mbelmbeltan yeeso Allah,
PSA.68.4	ɓe ɗon perti, ɓe ɗon keewi seyo e welwelo!
PSA.68.5	Ngimane Allah, maŋgte innde maako!
PSA.68.5	Taaskitine laawol ngam Allah ba'iiɗo duule!
PSA.68.5	Innde maako Jawmiraawo, ceye yeeso maako!
PSA.68.6	Allah ɗon jooɗi haa joonde mum seniinde,
PSA.68.6	kaŋko woni baaba atiime'en, gooŋɗinoowo rewɓe yurumɓe.
PSA.68.7	O hokkan yeewaaɓe saare haa ɓe njooɗodo bee yimɓe,
PSA.68.7	o fiistan haɓɓaaɓe, o hokka ɓe hayru.
PSA.68.7	Ammaa tuurtooɓe njooɗoto nder ladde yoornde.
PSA.68.8	Yaa Allah, saa'i a ardi ummaatoore ma,
PSA.68.8	a ta'i ladde hamaadaare,
PSA.68.9	lesdi dimmbi, asamanji toɓni iyeele
PSA.68.9	ngam garki ma, yaa Allah Isra'iila,
PSA.68.9	baŋguɗo dow hooseere Sina
PSA.68.10	A toɓni iyeele ɗuuɗɗe, yaa Allah,
PSA.68.10	a hesɗitini maral ma tampuŋgal.
PSA.68.11	Ummaatoore ma jooɗi nder maagal,
PSA.68.11	nder mbooɗeeŋga ma a taaskitini ngal ngam laafuɓe, yaa Allah.
PSA.68.12	Jawmiraawo wolwi,
PSA.68.12	nelaaɓe rewɓe ɗuuɗɓe ngooyni habaru jaalorgal:
PSA.68.13	“Laamiiɓe jama'aaje konu ɗon ndogga bee pargal!”
PSA.68.13	Rewɓe haa saare ɗon cennda keɓal konu.
PSA.68.14	Poola ɗon mari bileeji cardi e
PSA.68.14	liiliiji kaŋŋeeri laaɓndi.
PSA.68.14	Koni ngiɗɗon waalaago nder baalɗe?
PSA.68.15	Saa'i Allah Baawɗo saŋkiti laamiiɓe ton,
PSA.68.15	o toɓni mallimallooje dow hooseere Calmon.
PSA.68.16	Hooseere Baasan woni hooseere Allah
PSA.68.16	nde mari ƴuuge ɗuuɗɗe.
PSA.68.17	Onon kooseeje marɗe ƴuuge ɗuuɗɗe,
PSA.68.17	koni kaajoton hooseere nde Allah seyori jooɗaago ton?
PSA.68.17	Jawmiraawo jooɗoto ton haa foroy!
PSA.68.18	Allah ɗon warda bee mootaaji pucci ujineeje ujineeje,
PSA.68.18	Jawmiraawo ɗon caka maɓɓe dow hooseere Sina,
PSA.68.18	haa nokkuure seniinde.
PSA.68.19	A eeŋgi haa nokkuure townde,
PSA.68.19	a yahri naŋngaaɓe, a jaɓi dokke diga yimɓe,
PSA.68.19	koo tuurtooɓe boo ngaddani ma dokke,
PSA.68.19	ngam haa mbaɗana hoore ma jooɗorde, yaa Jawmiraawo am
PSA.68.20	Yettoore laatano Jawmiraawo nyalaade fuu!
PSA.68.20	O ɗon roondo doŋgle meeɗen!
PSA.68.20	Kaŋko woni Allah kisnoowo en.
PSA.68.21	Allah meeɗen woni Allah kisnoowo,
PSA.68.21	Jawmiraawo Allah meeɗen ɗon hisna en maayde.
PSA.68.22	Allah fusan ko'e konne'en mum,
PSA.68.22	tabitɓe dow laawol zunuuba.
PSA.68.23	Jawmiraawo wi'i: “Mi lortinan konne'en mon diga Baasan,
PSA.68.23	mi lortinan ɓe diga luggeeŋga mbeela boo,
PSA.68.24	ngam haa on njampa ƴiiƴam maɓɓe,
PSA.68.24	dawaaɗi mon boo taha ɗam.”
PSA.68.25	Yimɓe fuu ngi'i jahaaŋgal jaalorgal ma, yaa Allah,
PSA.68.25	ɓe ngi'i no a nastiri haykaliiru ma, yaa Laamiiɗo am.
PSA.68.26	Yimooɓe ardi, fiyooɓe moolooji cakiti,
PSA.68.26	hakkunde maɓɓe faanyɓe rewɓe bee bawɗi.
PSA.68.27	“Ngette Allah nder mooɓtorde yimɓe mum!
PSA.68.27	Ngette mo, onon asŋgol Isra'iila fuu!”
PSA.68.28	Lenyol Benyamin, gaajiijo woni arano dow maɓɓe,
PSA.68.28	nden mawɓe Yahuuda bee mooɓre muuɗum'en
PSA.68.28	ɓaawo man mawɓe Zabulon e Neftali.
PSA.68.29	Allah maaɗa waɗi anniya laatingo ma cemmbiɗɗo.
PSA.68.29	Waŋgin baawɗe ma yaa Allah,
PSA.68.29	ɗe kuuwtinirɗa ngam wallugo min!
PSA.68.30	An jooɗiiɗo nder haykaliiru ma haa Urusaliima,
PSA.68.30	haa laamiiɓe ngaddante dokke,
PSA.68.31	furkita ndabbaawa mbaaliiŋga caka kewe,
PSA.68.31	tokkere ga'i e nyalbi nder ummaatooje,
PSA.68.31	haa ɓe fuu ɓe ngara ɓe leestane, ɓe lii'ano ma cardi maɓɓe.
PSA.68.31	Saŋkitit ummaatooje giɗɗe haɓre!
PSA.68.32	Mawɓe Misra ngaran haa maaɗa,
PSA.68.32	Etiyopiya'en mbeeɗan juuɗe muuɗum'en law heedi Allah.
PSA.68.33	Onon laamuuji duniyaaru, ngimane Allah!
PSA.68.33	Ngime maŋgtoore Jawmiraawo!
PSA.68.34	Ngimane Allah ba'iiɗo moota pucci mum nder asamaawu ɓurŋgu towugo,
PSA.68.34	nder asamaawu duumiiŋgu!
PSA.68.34	Ndaa o ɗon ɓaŋgta sawtu maako cemmbiɗɗo
PSA.68.35	Anndite baawɗe Allah,
PSA.68.35	maŋngu maako dow Isra'iila,
PSA.68.35	baawɗe maako nder duule!
PSA.68.36	Yaa Allah a kuleteeɗo, a ɗon nder nokkuuje ma ceniiɗe!
PSA.68.36	Kaŋko woni Allah Isra'iila,
PSA.68.36	o ɗon hokka ummaatoore maako semmbe e baawɗe.
PSA.68.36	Yettoore laatano Allah!
PSA.69.1	Ngam kaliifaajo gime fodde daande “gurguli”
PSA.69.1	Yimre Daawuda.
PSA.69.2	Hisnam, yaa Allah,
PSA.69.2	ngam ndiyam yottake daande am!
PSA.69.3	Mi ɗon nufo nder loope haa mi waawataa daraago,
PSA.69.3	mi ɗon nder ndiyam lugguɗam, ɗam ɗon ilnammi!
PSA.69.4	Mi somi wookugo, kondondol am ɗon yoora, wula jaw,
PSA.69.4	mi ɗon reene haa gite am comi.
PSA.69.5	Wanyɓe yam bilaa daliila
PSA.69.5	ɓuri gaasa hoore am ɗuuɗugo.
PSA.69.5	Konne'en am, yiɗɓe halkugo yam bilaa daliila ɗon bee baawɗe,
PSA.69.5	ɓe ɗon ndoolammi hokkititgo ko mi hoo'aay
PSA.69.6	Yaa Allah, a anndi humakaare am,
PSA.69.6	aybeeji am cuuɗanaaki ma.
PSA.69.7	Taa accu hoolotooɓe ma cemta ngam daliila am,
PSA.69.7	yaa Jawmiraawo honooɓe asama!
PSA.69.7	Taa accu hooliiɓe ma tosko ngam daliila am,
PSA.69.7	yaa Allah Isra'iila!
PSA.69.8	Ngam daliila maaɗa, yimɓe kuɗi yam, mi toskaaɗo.
PSA.69.9	Mi laatani deerɗiraaɓe am jananno,
PSA.69.9	ɓiɓɓe daada am ɗon ndaarammi bana ɓe anndaa yam.
PSA.69.10	Ngam yiide nde marmi ngam suudu ma
PSA.69.10	ɗon wula nder am bana yiite,
PSA.69.10	kuudi huɗooɓe ma yani dow am
PSA.69.11	Mi suumi, mi woyi,
PSA.69.11	ammaa ɗum fooɗani yam kuudi.
PSA.69.12	Mi ɓorni limce buhuuje,
PSA.69.12	kamɓe boo ɓe njanci yam.
PSA.69.13	Jooɗiiɓe haa dammugal berniwol ɗon nyo'ammi,
PSA.69.13	wuykooɓe ɗon mbaɗa gimi dow am.
PSA.69.14	Ammaa min mi toroto ma, yaa Jawmiraawo!
PSA.69.14	Ɗum saa'iire waŋgingo mo'ere ma!
PSA.69.14	Yaa Allah, jaabam fodde ɗuuɗeeŋga mbooɗeeŋga ma,
PSA.69.14	hisnam fodde gooŋgaaku ma.
PSA.69.15	Wurtinam loope, taa mi nufa,
PSA.69.15	hisnam juuɗe konne'en am,
PSA.69.15	wurtinam nder ndiyam lugguɗam.
PSA.69.16	Taa accu ndiyamji ilnammi,
PSA.69.16	taa accu ndiyam lugguɗam moɗammi,
PSA.69.16	taa ngaska halkere maɓɓa hunnduko mum dow am.
PSA.69.17	Yaa Jawmiraawo jaɓ tornde am
PSA.69.17	ngam mbooɗeeŋga ma seynatam,
PSA.69.17	fodde enɗam ma ɗuuɗɗam, waylita haa am.
PSA.69.18	Taa wiirnu maccuɗo ma gite ma,
PSA.69.18	mi ɓilliiɗo, jaabam law.
PSA.69.19	Ɓaditam, hisnam,
PSA.69.19	rimɗinam e juuɗe wanywanyɓe am.
PSA.69.20	A anndi kuudi dow am, mbustu am e toskaare am,
PSA.69.20	a anndi konne'en am fuu.
PSA.69.21	Kuudi torri yam ɓernde, mi tampuɗo,
PSA.69.21	mi tammino heɓugo enɗam, ammaa mi heɓaay ɗam,
PSA.69.21	mi ɗaɓɓiti de'itinooɓe yam, ammaa walaa mo keɓmi.
PSA.69.22	Ɓe mbaɗi tooke nder nyaamdu am,
PSA.69.22	ɓe njarni yam lammuɗam saa'i mi ɗomɗuɗo
PSA.69.23	Nyaamɗe maɓɓe laatano ɓe ngamngam!
PSA.69.23	Ngam hoɗɓe maɓɓe boo ɗum laato tuuforgol!
PSA.69.24	Gite maɓɓe mbuma, ngam taa ɓe ngi'a!
PSA.69.24	Ɓaawe maɓɓe tampa foroy
PSA.69.25	Ruf tikkere ma dow maɓɓe!
PSA.69.25	Caatal maare heɓa ɓe!
PSA.69.26	Joole maɓɓe laato bille!
PSA.69.26	Taa goɗɗo lutta nder cuuɗi laymaaji maɓɓe
PSA.69.27	Ngam ɓe ɗon toonyo yimɓe ɓe a hiiti bee hoore ma,
PSA.69.27	ɓe ɗon ngooyna torra yimɓe ɓe naawnuɗa.
PSA.69.28	Winndu aybeeji maɓɓe fuu,
PSA.69.28	taa yaafa ɓe sam.
PSA.69.29	Ittu inɗe maɓɓe diga deftere ngeendam,
PSA.69.29	taa limdu ɓe bee adili'en.
PSA.69.30	Min mi toskaaɗo, mi torriiɗo,
PSA.69.30	hisnam, yaa Allah, daaynam bee konne'en am.
PSA.69.31	Mi maŋgtan innde Allah bee yimre,
PSA.69.31	mi teddinan mo bee gettooje.
PSA.69.32	Kanjum ɓuran fottango Jawmiraawo dow ngaari,
PSA.69.32	koo ngaari kalhaldi boo.
PSA.69.33	To toskaaɓe ngi'i ɗum, ɓe ceyoto,
PSA.69.33	ɓaditooɓe Allah boo keɓan juutal balɗe.
PSA.69.34	Ngam Jawmiraawo ɗon heɗito do'aaje laafuɓe,
PSA.69.34	o meeriɗintaa yimɓe maako haɓɓaaɓe.
PSA.69.35	Maŋgte Allah, onon asamanji e lesdi,
PSA.69.35	onon beeli e ko waancata nder mooɗon fuu.
PSA.69.36	Ngam Allah hisnan Siyona, o nyiɓtoto berniiji Yahuuda.
PSA.69.36	Yimɓe maako njooɗoto ton, maran lesdi ndi'i.
PSA.69.37	Danygol jagganiiɓe mo ronan ndi,
PSA.69.37	yiɗɓe innde maako njooɗoto nder maari.
PSA.70.1	Ngam kaliifaajo gime. Yimre Daawuda ngam ciftinorki.
PSA.70.2	Yaa Allah, hisnam.
PSA.70.2	Yaa Jawmiraawo, yaawɗa wallugo yam.
PSA.70.3	Yiɗɓe mbarugo yam cemta.
PSA.70.3	Seyortooɓe sarru am, lornu ɓe ɓaawo, toskin ɓe!
PSA.70.4	Jalanɓe yam, sey ɓe loro ɓaawo daliila toskaare maɓɓe!
PSA.70.5	Ammaa ɗakkotirɓe bee ma fuu, yaa Jawmiraawo,
PSA.70.5	hokku ɓe seyo e welwelo!
PSA.70.5	Yiɗɓe kisndam maaɗa mbi'a foroy:
PSA.70.5	“Allah woni mawɗo!”
PSA.70.6	Min ma mi laafuɗo, mi talakaajo,
PSA.70.6	yaa Allah, war haa am law!
PSA.70.6	An woni balloowo yam, kisnoowo yam,
PSA.70.6	taa neeɓu, yaa Allah am!
PSA.71.1	Yaa Jawmiraawo, haa maaɗa nyukkiimi,
PSA.71.1	taa mi meeɗa toskaare sam.
PSA.71.2	Hisnam fodde adilaaku ma, rimɗinam.
PSA.71.2	Heɗitam, hisnam!
PSA.71.3	Laatanam tapaare hisnoore
PSA.71.3	e suudu ndu kisanmi koo ndey, ngam a annini hisnugo yam,
PSA.71.3	an woni tapaare suuɗirde am e suudu am semmbiɗndu.
PSA.71.4	Yaa Allah am, hisnam juuɗe halluɓe,
PSA.71.4	hisnam juuɗe toonyooɓe e waɗooɓe zunuuba.
PSA.71.5	Ngam yaa Jawmiraawo, haa maaɗa tammunde am woni,
PSA.71.5	mi ɗon hooli ma diga mi derkeejo.
PSA.71.6	Mi ɗon hooli ma diga danyeeki am,
PSA.71.6	An wurtini yam diga reedu daada am.
PSA.71.6	Mi yettete haa foroy.
PSA.71.7	Ngeendam am laatani ɗuuɗɓe kaayeefi,
PSA.71.7	an woni aynoowo yam cemmbiɗɗo.
PSA.71.8	Hunnduko am heewi maŋgtoore ma,
PSA.71.8	mi maŋgtan tedduŋgal ma nyalaade fuu.
PSA.71.9	Jonta nde naywumi, taa wudinam,
PSA.71.9	taa accam to semmbe am jinni.
PSA.71.10	Ngam konne'en am ɗon mbolwa dow am,
PSA.71.10	ɓe ɗon aynammi, ɓe ɗon tefa dabareeji mbarugo yam.
PSA.71.11	Ɓe ɗon mbi'a: “Allah wudini mo!
PSA.71.11	Taasne mo, naaŋge mo! Ngam o walaa kisnoowo.”
PSA.71.12	Yaa Allah, taa daayam!
PSA.71.12	Yaawɗa wallugo yam, yaa Allah am!
PSA.71.13	Dartantooɓe yam, semtin ɓe, nattin ɓe!
PSA.71.13	Yiɗɓe naawnugo yam, ɓe cemta, ɓe tosko!
PSA.71.14	Ammaa min mi ɗon tammoro ma foroy,
PSA.71.14	foroy mi tokkoto maŋgtugo ma.
PSA.71.15	Mi anndinan yimɓe adilaaku ma e kisndam ma nyalaade fuu,
PSA.71.15	kuuɗe ma ɗuuɗɗe masin, mi waawataa limugo ɗe.
PSA.71.16	Mi waran maŋgtugo kuuɗe ma mawɗe,
PSA.71.16	yaa Allah Jawmiraawo, mi siftinoran yimɓe adilaaku ma, an feere ma.
PSA.71.17	Yaa Allah, diga mi derkeejo a ekkitini yam,
PSA.71.17	haa wargo hannde mi ɗon waazo kaayeefiiji ma.
PSA.71.18	Jonta nde naywumi, nde mbaɗmi dandanndi, taa accam, yaa Allah,
PSA.71.18	haa mi waazina koo moy nder yidere warannde baawɗe ma.
PSA.71.19	Adilaaku ma, yaa Allah, ɗon yotto asama,
PSA.71.19	a waɗi kuuɗe mawɗe,
PSA.71.19	yaa Allah, moy nanndi bee ma?
PSA.71.20	A yarni yam torraaji e boneeji ɗuuɗɗi,
PSA.71.20	ammaa a hesɗitinan semmbe am,
PSA.71.20	fahin a wurtintam ngaska lugguka.
PSA.71.21	A ɓesdantam maŋngu,
PSA.71.21	a de'itinan ɓernde am.
PSA.71.22	Ngam maajum mi yettete, yaa Allah am,
PSA.71.22	mi maŋgtan gooŋgaaku ma bee hoodu,
PSA.71.22	mi yimante bee moolooru am, yaa Ceniiɗo Isra'iila.
PSA.71.23	Mi welweltan, nde mi yimante gime,
PSA.71.23	ngam a sootti yoŋki am.
PSA.71.24	Mi wolwan haala adilaaku ma nyalaade fuu,
PSA.71.24	ngam yiɗɓe naawnugo yam fuu toskake, caklake.
PSA.72.1	Yimre Suleymaanu.
PSA.72.1	Yaa Allah, ekkitin laamiiɗo kiita ngooŋɗuka,
PSA.72.1	hokku ɓii laamiiɗo oo adilaaku ma,
PSA.72.2	haa o laamano yimɓe ma bee adilaaku,
PSA.72.2	laafuɓe ma boo fodde kiita ngooŋɗuka.
PSA.72.3	Sey kooseeje ngaddana ummaatooje salaaman,
PSA.72.3	towndiije boo ngaddana ɗe adilaaku.
PSA.72.4	Laamiiɗo gooŋɗina laafuɓe,
PSA.72.4	hisna ɓilliiɓe, halka toonyooɓe.
PSA.72.5	O yeeɗa
PSA.72.5	haa abada abadin.
PSA.72.6	O laatano yimɓe bana iyeende dow durduɗe,
PSA.72.6	bana waabiliije coofnanɗe lesdi.
PSA.72.7	Gooŋgaaku ɓesdo nder balɗe maako,
PSA.72.7	hayru boo tabita haa foroy.
PSA.72.8	O laamoto diga mbeela haa mbeela,
PSA.72.8	diga maayo Efratis haa yotto keeri duniyaaru
PSA.72.9	Jooɗiiɓe nder ladde tugganan mo koppi,
PSA.72.9	konne'en maako tahan mbulwuldi.
PSA.72.10	Laamiiɓe Tarsis e duuɗe mbeela neldan mo jomorgol,
PSA.72.10	laamiiɓe lesɗe Saba e Seba ngaddanan mo dokke.
PSA.72.11	Laamiiɓe fuu cujidanan mo,
PSA.72.11	ummaatooje fuu njagganto mo.
PSA.72.12	O hisnan ɓilliiɗo gookananɗo mo,
PSA.72.12	non boo laafuɗo mo walaa balloowo.
PSA.72.13	O enɗan tampuɗo e ɓilliiɗo,
PSA.72.13	o hisnan yoŋkiiji ɓilliiɓe.
PSA.72.14	O rimɗinan ɓe diga toonyaare e ɓillaare,
PSA.72.14	o samɗinan yoŋkiiji maɓɓe.
PSA.72.15	Laamiiɗo yeeɗa haa foroy!
PSA.72.15	Ɓe ndokka mo kaŋŋeeri lesdi Saba,
PSA.72.15	ɓe ndo'ano mo koo ndey fuu,
PSA.72.15	ɓe mbi'a Allah barkiɗina mo nyalaade fuu.
PSA.72.16	Alkamaari ɗuuɗa nder lesdi, geereeje kooseeje keewa ƴaamle,
PSA.72.16	ɗe ɗuuɗa bana dow hooseere Libanon.
PSA.72.16	Yimɓe nder berniiji ɗuuɗa bana huɗo ladde.
PSA.72.17	Innde maako tabita haa foroy,
PSA.72.17	tedduŋgal innde maako duumo bana naaŋge.
PSA.72.17	Yimɓe ummaatooje fuu laatoto barkiɗinaaɓe,
PSA.72.17	ɓe mbi'a o barkiɗinaaɗo.
PSA.72.18	Yettoore laatano Jawmiraawo mo Allah Isra'iila.
PSA.72.18	Kaŋko feere maako ɗon waɗa kaayeefiiji.
PSA.72.19	Maŋgtoore laatano innde maako teddunde haa foroy,
PSA.72.19	duniyaaru fuu heewa tedduŋgal maako. Aamiina. Aamiina!
PSA.72.20	Kanjum woni timmoode do'aaje Daawuda ɓii Yessa.
PSA.73.1	Yimre Asaf.
PSA.73.1	Fakat, Allah ɗon woonana Isra'iila,
PSA.73.1	laaɓa-ɓerɗe'en fuu ɗon maata mbooɗeeŋga maako.
PSA.73.2	Ammaa min kam mi ɓadake fergaago,
PSA.73.2	lutti seɗɗa, kosɗe am moosto.
PSA.73.3	Ngam mi haaji mawnitiiɓe,
PSA.73.3	saa'i mi yi'i hayru halluɓe.
PSA.73.4	Kamɓe ɓe njarataa bone haa timmoode balɗe maɓɓe,
PSA.73.4	ɓe yamɓe, deeɗi maɓɓe tekki.
PSA.73.5	Ɓe torrataako bana yimɓe woɗɓe,
PSA.73.5	ɓe ngalaa caɗeele bana yimɓe woɗɓe.
PSA.73.6	Ngam maajum ɓe ɗon mawnito yeeso yimɓe,
PSA.73.6	ɓe ɓorni toonyaare boo bana ngapaleewol.
PSA.73.7	Ɓerɗe maɓɓe ɗon ɓula halleende,
PSA.73.7	numooji maɓɓe fuu ɗum tuurtolji.
PSA.73.8	Ɓe ɗon njanca yimɓe, ɓe ɗon mbolwa bolle kalluɗe ngam ɓillugo yimɓe,
PSA.73.8	ɓe ɗon mbolwa bee mawnitaare.
PSA.73.9	Ɓe ɗon kallina asamanji,
PSA.73.9	haa duniyaaru boo ɓe ɗon mbolwa ko ɓe ngiɗi fuu.
PSA.73.10	Ngam maajum yimɓe fuu ɗon ngaylito haa maɓɓe,
PSA.73.10	ɗon njara ɗuuɗal bolle maɓɓe bana yarugo ndiyam.
PSA.73.11	Halluɓe ɗon mbi'a: “Allah anndataa ɗum,
PSA.73.11	Ɓaŋiiɗo walaa anndal sam.”
PSA.73.12	Bana non halluɓe ɓe'e mba'i,
PSA.73.12	ɓe keɓi hayru foroy, jawdi maɓɓe ɗon ɓesdo.
PSA.73.13	Meere aynumi hoore am nder senaare!
PSA.73.13	Meere boo aynumi juuɗe am ngam taa ɗe mbaɗa zunuuba!
PSA.73.14	A torratam nyalaade fuu,
PSA.73.14	nde weeti fuu a ɓoccatam.
PSA.73.15	To mi numno wolwugo bana halluɓe ɓe'e,
PSA.73.15	nden kam mi zammbotono yimɓe ma.
PSA.73.16	Ngam maajum mi haɓdi faamugo ɗum,
PSA.73.16	ammaa ɗum salori yam,
PSA.73.17	haa mi nasti haykaliiru Allah,
PSA.73.17	nden mi faami timmoode maɓɓe.
PSA.73.18	Fakat a jo'inan ɓe dow nokkuuje moostanɗe,
PSA.73.18	a do'an ɓe nder halkere.
PSA.73.19	Ɓe kalkan law, ɓe majjan,
PSA.73.19	timmoode maɓɓe laatoto hulniinde.
PSA.73.20	Yaa Jawmiraawo, ɓe nanndi bee koyɗol dillanŋgol fajiri,
PSA.73.20	to a fini, a faalataa ɓe.
PSA.73.21	Saa'i ɓernde am laski,
PSA.73.21	ngam haala man naawi yam masin,
PSA.73.22	saa'i man mi paataaɗo, mi walaa faamu,
PSA.73.22	laatiimi bana ndabbaawa yeeso ma.
PSA.73.23	Ammaa bee non fuu mi ɗon wondi bee maaɗa haa foroy,
PSA.73.23	a ɗon jogi juŋngo am.
PSA.73.24	A ɗon ɗowammi fodde muuyo ma,
PSA.73.24	ɓaawo man a jaɓɓorto yam bee tedduŋgal.
PSA.73.25	Moy laatani yam nder asama, sonaa an?
PSA.73.25	Nde nii mi ɗon wondi bee maaɗa,
PSA.73.25	walaa ko seynatammi haa duniyaaru.
PSA.73.26	Koo to ɓanndu am jinni bee ɓernde fuu,
PSA.73.26	Allah woni tapaare am semmbiɗnde e geɗal am haa foroy.
PSA.73.27	Fakat, daayotooɓe ma kalkan,
PSA.73.27	a nattinan yewɓe alkawal ma fuu.
PSA.73.28	Ammaa min kam, ɓaditaago Allah wooɗani yam,
PSA.73.28	mi hooli Allah Jawmiraawo, kaŋko woni hisrude am.
PSA.73.28	Mi anndinan yimɓe kuuɗe ma fuu.
PSA.74.1	Yimre Asaf ekkitinoore.
PSA.74.1	Yaa Allah, ngam ɗume ngudinɗa min haa foroy?
PSA.74.1	Ngam ɗume tikkanta min, minin baali tokkere ma?
PSA.74.2	Siftor yimɓe ma ɓe cuɓanɗa hoore ma diga ɓooyma,
PSA.74.2	ɓe coottuɗa, laatiiɓe maral ma.
PSA.74.2	Siftor hooseere Siyona boo
PSA.74.2	nde mbaɗɗa joonde ma.
PSA.74.3	War, laar bille ɓooymaaje,
PSA.74.3	konne'en amin mbonni koo ɗume fuu nder suudu seniindu.
PSA.74.4	Wanyɓe ma ɗon ngooka haa nokkuure fottirde ma,
PSA.74.4	ɓe ndarni tuutaaje maɓɓe ton.
PSA.74.5	Ɓe nanndi bee fe'ooɓe leɗɗe,
PSA.74.5	nder laynde sukkunde.
PSA.74.6	Ɓe pusi suuraaji cehaaɗi,
PSA.74.6	takkaaɗi haa mahdi fuu,
PSA.74.6	bee pe'irɗe e ɓoole.
PSA.74.7	Ɓe nguli suudu ma seniindu,
PSA.74.7	ɓe coɓni jooɗorde innde ma, ɓe mbirgi nde fuu.
PSA.74.8	Ɓe anninino nattingo min,
PSA.74.8	ɓe nguli nokkuuje haa yimɓe pottanno bee Allah fuu nder lesdi.
PSA.74.9	Ko hollata diina amin fuu majji,
PSA.74.9	walaa annabiijo lutti,
PSA.74.9	minin boo, walaa annduɗo ndey ɗum haaɗata.
PSA.74.10	Yaa Allah, haa ndey wanyɓe min tokkoto jancugo min?
PSA.74.10	Haa ndey konne'en tokkoto hallingo innde ma?
PSA.74.11	Ngam ɗume caliɗa wallugo min,
PSA.74.11	cuuɗuɗa juŋngo ma haa ɓaawo? Nattin ɓe!
PSA.74.12	Ammaa a laamiiɗo amin diga ɓooyma, yaa Allah,
PSA.74.12	a huuwi kuuɗe dimɗinooje nder duniyaaru.
PSA.74.13	A seeki maayo bee baawɗe ma,
