MAT.1.1	Yàrɨ́ nɨ́ Yěsù 
ACT.24.16	Nɨ́ ndɨ dhu-okú dɔ̀ rɔ̀ nɨ́ ndɨ ɨma nyʉ́ ma-tɨ́rɔ̀, ma márɨ́ ɔbɨ ɔ̀nzɨ átɔ̀ kɔ́rɔ́ kàsʉmɨ̀ ɔ̌, ɨ̀mbǎ nzɛ́rɛ dhu tɨ́ ka kɔ́zʉ̀na atdí dhu mà rɨ̀’ɨ̀ nyʉdutsì Kàgàwà-ɔ̀nzɨ̌, ndɨrɔ̀ ìndrǔ-ɔ̀nzɨ̌.»
ACT.24.17	Tdɨ́tdɔ̌ Pɔlɔ̀ adʉ̀ àtɨ̀nà: «Ábhɔ̌ atɔ nyʉ́ dzidɔ̌, ma mádu ma marà Yèrùsàlɛmà tɔ́ kɨgɔ̀ ɔ̀, marà fàká pbìrì ɔ̌ bhà dzʉ̀nà ɔ̀nzɨ̀ fudú malɨ̀ nɨ̌, madʉ̀ pɛrɛ̀ ùbho átɔ̀ Kàgàwà tɔ̀. 
ACT.24.18	Nɨ́rɔ̀ nɨ́ ndɨ abádhí ótù ma Kàgàwà bhà ɨdzá. Wɔ̀ ndɨ kàsʉmɨ̀ ɔ̌, ma mɨ́’ɨ̀ ɨwà ma mù’o ma mɨlǎ Kàgàwà-nyɨ̀kpɔ́ ɔ̌ rɔ́. Ndɨrɔ̀ tɨdú tsʉ̀ya nàndu alɛ mà, ndɨrɔ̀ tsìya àva ndɨ̀ alɛ mà nɨ́’ɨ̀ ɨ̀mbǎ. 
ACT.24.19	Pbɛ́tʉ̀ ngúfe Pbàyàhúdí, yà Àziyà tɔ́ pbìrì ɔ̀ rɔ̀ ìwǔ, nɨ́’ɨ̀ ìnè ányɨ̀rɔ̌. Nɨ́ kɔ̌kɔ̀ ɨ tsí nɨ́ ɨ àmbɛ̀nà àkǎ ’ìwǔ mɔbhʉ̀ fʉnʉ́, ma mɔ́nzɨ̀ nzɛ́rɛ dhu tɨ́ dhu nà ɨ̀ ɨ́’ɨ̀ nánɨ̌. 
ACT.24.20	Ndɨrɔ̀, kǎkà ɨrɔ́ rɨ́’ɨ̀ alɛ nyʉ́ ɨ̀tɨ́rɔ̀ nákǎ ndɨ ’ʉ̀nɔ̀ yà ádrɔ̀drɔ̌ anya ɨ̀tdɨ̀ arɨ́ alɛ-ɔ̀nzɨ̌ ma mɨ’ɨ̀ nɨ́nganɨ́ ɨ̀ ala dùdú afátá. 
ACT.24.21	Ngǎtsi nɨ̌, pbǎ nzɨ̌ yà abádhí nzínzì ɔ̌ rɔ̀ ma makù àrǐ nyʉ́ tɨ́ ɔrʉ́ ma mìdè rɔ́rɔ̀ dhu ndɨ. Ma makù, matɨ: ‹Indo nyɨ̌ nyɨ́ ànyǎdu ʉ̀nɔ okúna dɔ̀ rɔ̀ dhu nɨ́ ma má’ù dhu ʉ̀ngbɛ̌ ʉ̀vʉvɛ̀ alɛ rʉngbɛya ɨ̀ ɔvɛ-bvʉ̀ rɔ̀ dhu!›»
ACT.24.22	Wɔ̀ ndɨ lɨ̀walɨ̀ Fèlisì nɨ’ɨ̀ ɨwà dhu nʉ́nɨ angyangyi Yěsù bhà otu dɔ̌ alɛ. Nɨ́ ndɨ dhu-okú dɔ̀ rɔ̀ nɨ́ ndɨ, kǎdʉ̀ anya t’ʉ́nɔta-tsʉ̀ nʉ́tsɨ̀, ndòdì olùnga tɔ̀. Kǎtɨ: «Ma mɨ́ fʉ̀kʉ́ dhu-ɔ̀nga àndà Pbàrɔ́má tɔ́ pbìrì ɔ̌ atdí lʉfʉ̀ pbànówí dɔ̌ ádrʉ̀ngbǎlɛ, Lìsiyà rɨ̌rà àhʉ ɨrɔ́ nɨ́nganɨ́.» 
ACT.24.23	Wɔ̀ dhu-dzidɔ̌, lɨ̀walɨ̀ adʉ̀ tɨná ɨ̀’ɨ̀ pbànówí dɔ̌ atdí ádrʉ̀ngbǎlɛ àvi ràrà Pɔlɔ̀ ɔ̀dɔ̀ imbi-dzà ɔ̀. Kǎdʉ̀ dhu ʉ̀ya ndɨ ádrʉ̀ngbǎlɛ tɔ̀, rʉ̀bhà hɛ̀gʉ̀rà Pɔlɔ̀ tɔ̀, ɨ̀nzɨ̌ ndʉ̀tsɨ̀, ndɨrɔ̀ ɨ̀nzɨ̌ ndàdʉ̀ àrà kà dzʉ̀nà ɔ̀nzɨ rɨ́ kà t’ɔ́dhɨ́na-tsʉ̀ ʉ̀tɔ̀ rɔ̌.
ACT.24.24	Ngúfe ɨdhɔ-dzidɔ̌, lɨ̀walɨ̀ Fèlisì mà níiwú pbɨ̀ndà tsìbhálɛ Dùrùsílà mànà. Ɨ́yàdhíyà nɨ’ɨ̀ Mʉ̀yàhudì-àyi. Nɨ́ lɨ̀walɨ̀ adʉ̀ Pɔlɔ̀ àvi kanzì imbi-dzà ɔ̀ rɔ̀. Nɨ́ Pɔlɔ̀ ɨ̀rà àhʉ rɔ̀, wɔ̀ lɨ̀walɨ̀ adʉ̀ àdɨ, ndàmbɛ kà rǎwɛ̌na Yěsù Krɨ́stɔ̀ ná’u ka kɨ́ dhu dɔ̌ dhu ɨ̀rɨ̀ dɔ̌. 
ACT.24.25	Pbɛ́tʉ̀ yà Pɔlɔ̀ rɨ̌ dhu àwɛ̌ Kàgàwà ózè ìndrǔ ràdɨ tɨ́ dhu dɔ̌ dhu mà, ìndrǔ àkǎ ndɔ̀dɔ̀ ndɨ̀ ndɨ̀tɨ́rɔ̀ dhu dɔ̌ dhu mà, ndɨrɔ̀ Kàgàwà ɨtdɨ̀ya ìndrǔ-ànyǎ dhu dɔ̌ dhu mànà náadʉ̀ ɔdɔ àbhʉ rɨ̀sɨ̌ Fèlisì-afí ɔ̀. Nɨ́ Fèlisì adʉ̀ àtɨ̀nà Pɔlɔ̀ nɨ̌: «Kòmbí, nyɨ nyàkǎ wà nyarà. Kàsʉmɨ̀ àbà ma mɨ́ rɔ̀ nɨ́ ndɨ ma mɨ́ ìndrǔ àvǐ rànzì nyɨ.» 
ACT.24.26	Fèlisì ɨrɛ̀ nga átɔ̀ àbhʉ̌ Pɔlɔ̀ ràmbɛ̀nà fʉ̀rangà àbhʉ̌ fɨ̌ndà. Nɨ́ ndɨ dhu-okú dɔ̀ rɔ̀, kǎránà ìndrǔ àvi rɔ̌ lɔ̀kɔ̀lɔ̀kɔ̀ rànzì Pɔlɔ̀ ɨ̀ rɔ̀tɛ̀ nà.
ACT.24.27	Ɔ́yɔ̌ atɔ-dzidɔ̌, Pɔ̀rkiyò Fɛ́stɔ̀ náadʉ̀ lɨ̀walɨ̀ Fèlisì ʉ̀wʉ. Nɨ́, ngari ʉ̀bha ndɨ̀ ndɨ́ rɔ̀, Fèlisì adʉ̀ Pɔlɔ̀ ʉ̀bhà imbi-dzà ɔ̀, ndɨ́nɨ̌ Pbàyàhúdí-ɨdhɛ̀ nɨka tɨ́.
ACT.25.1	Lɨ̀walɨ̀ Fɛ́stɔ̀ ɨ̀rà àhʉ Kàyìsàriyà tɨ́ kátɨna Yùdɛyà tɔ́ pbìrì ɔ̌ kɨgɔ̀ ɔ̀ rɔ̀, kɨ̌và ndɨ̀ ndɨ kɨgɔ̀ ɔ̌ rɔ̀ ɨ̀bhʉ ɨdhɔ-dzidɔ̌, ndàrà Yèrùsàlɛmà. 
ACT.25.2	Nɨ́ ányɨ̀ pbàkùhánɨ́ tɔ́ ádrɔ̀drɔ̌ alɛ mà, Pbàyàhúdí ɔ̌ pbàkʉ̀rʉ̌ mànà níiwú Pɔlɔ̀ ɔ̀bhʉ̀ kà-fɔ́. Nɨ́ abádhí akò ’àmbɛ ’ɨ̀tsɔ̀ dɔ̌ Fɛ́stɔ̀ rɔ̌, 
ACT.25.3	ndɨ́nɨ̌ Pɔlɔ̀ navì tɨ́ kiwǔ nà Yèrùsàlɛmà yà ɨ̀ nyʉ́ ɨ̀ òzè ka dhu bhěyi. Obhó tɨ́, abádhí núuyí Pɔlɔ̀ ndɨ́nɨ̌ ɨ̀ adʉ̀ tɨ́ òhònà òho tɨ́ otu ɔ̌ rɔ̀. 
ACT.25.4	Pbɛ́tʉ̀, Fɛ́stɔ̀ adʉ̀ àtɨ̀nà kɔ̌kɔ̀ alɛ nɨ̌: «Pɔlɔ̀ rɨ̌’ɨ̀ ìnè imbi-dzà ɔ̌ ka kɨ́ ngbɔ̌na ɔ̀dɔ Kàyìsàriyà tɔ́ kɨgɔ̀ ɔ̀ rɔ́. Ndɨrɔ̀ ɨma nyʉ́ ma-tɨ́rɔ̀, ma mɨ́ madǔ kòmbí tɨ́ ányɨ̀.» 
ACT.25.5	Tdɨ́tdɔ̌ kǎdʉ̀ dhu ɔ̀vɔ̀ kɔ̌kɔ̀ Pbàyàhúdí tɔ̀, ndàtɨ: «Nzínzìkʉ ɔ̌ ádrɔ̀drɔ̌ alɛ àkǎ ’ìwǔ owùdu ɔ̌. Ndɨrɔ̀ dhu apɛ́ ɨ̀’ɨ̀ ndɨ Pɔlɔ̀ rɨ̌’ɨ̀ afátá nà dhu tɨ́, nɨ́ ɨ alɛ àkǎ ìtsì kɔ̀bhʉ̀ dòtsí.»
ACT.25.6	Fɛ́stɔ̀ anzɨ̀ nzá àrʉ̀ ɨdhɔ mà, ndɨrɔ̀ ngǎtsi nɨ̌ ɨdrɛ dɔ̀ná ɔ́yɔ̌ nà ɨdhɔ mà Pbàyàhúdí nzínzì ɔ̌ Yèrùsàlɛmà tɔ́ kɨgɔ̀ ɔ̀, ndàdʉ̀ ndàdu Kàyìsàriyà. Nɨ́ ányɨ̀ ndɨ̀ ndàrà àhʉ rɔ̀, tsútsǎ nɨ́nganɨ́ kǎdɨ̀ anya t’ʉ́nɔta tɔ́ pbɨ̀ndà tombi dɔ̌, ndàdʉ̀ Pɔlɔ̀ àvi kiwǔ nà ɔnzɨ̀ná. 
ACT.25.7	Pɔlɔ̀ ɨ̀rà àhʉ rɔ̀, kɔ̌kɔ̀ Yèrùsàlɛmà rɔ̀ ìwǔ Pbàyàhúdí adʉ̀ Pɔlɔ̀-ngbɔ̀ nákpɔ̀rɔ̀, ’ɨ̀lɨ átsǐ. Abádhí adʉ̀ Pɔlɔ̀ ɔ̀bhʉ̀, ’àwɛ ìtǔ rɔ́’ɔ ábhɔ̌ afátá nyʉ́ dɔ̀ná. Ndɨrɔ̀, abádhí rɨ̌ kɔ̌kɔ̀ ɨ afátá tɔ́ obhónga ɨ̀tɛ̀ kpangba dhu nɨ́ɨ’ɨ̀ odú nyʉ́. 
ACT.25.8	Nɨ́, Pɔlɔ̀ adʉ̀ mʉ̀sambà ɔ̀nzɨ̀, ndàtɨ: «Ma màfǎ nzá atdí dhu mà Pbàyàhúdí tɔ́ Ʉyátá nɨ̌ màtɨ́, Kàgàwà bhà ɨdza nɨ̌ màtɨ́, ndɨrɔ̀ Pbàrɔ́má tɔ́ kamà dɔ̌ ádrʉ̀ngbǎ kamà nɨ̌ màtɨ́.»
ACT.25.9	Lɨ̀walɨ̀ Fɛ́stɔ̀ azè ndɔ̀nzɨ̀ Pbàyàhúdí-ɨdhɛ̀ ɨ̀kǎ rɨ́ dhu. Nɨ́ kǎdʉ̀ dhu ìvu Pɔlɔ̀-tsʉ̌, ndàtɨ: «Nyɨ nyòzè tɨ́ wà nyarà Yèrùsàlɛmà tɔ́ kɨgɔ̀ ɔ̀, ndɨ́nɨ̌ ka kʉnɔ tɨ́ ànyǎnʉ ɔnzɨ̀dú nyʉ́ rɔ̀, wɔ̀ ɨnyɨ ka kɔ̀bhʉ̀ dɔ̀yá dhu-okú dɔ̀ rɔ̀?»
ACT.25.10	Nɨ́ Pɔlɔ̀ adʉ̀ dhu àdu Fɛ́stɔ̀ tɔ̀, ndàtɨ: «Yà ma nyʉ́ ma mìdè ɔnzɨ̀ná nɨ́, kámá dɔ̌ ádrʉ̀ngbǎ kamà bhà ngari ɔ̌ rɨ́’ɨ̀ alɛ bhà anya t’ɨ́tdɨ̀ta tɔ́ tombi. Nɨ́ dhu àkǎ kʉnɔ̀ ànyǎdu ányɨ̀rɔ̌ rɔ̀. Pbàyàhúdí nɨ̌ ma màfǎ nzá atdí dhu mà, yà nyɨ nyʉ̀nɨ ka mběyi nyʉ́ átɔ̀ dhu bhěyi. 
ACT.25.11	Dhu apɛ́ ɨ̀’ɨ̀ ma màfǎ dhu dhu tɨ́, ndɨrɔ̀ ma màfǎ dhu apɛ́ ɨ̀’ɨ̀ ɔvɛ nà àkǎ dhu tɨ́, nɨ́ ma mɔ̀dhɔ̀ nzá ɨma nóho ka kɨ́ dhu. Pbɛ́tʉ̀, ɨ̀mbǎ obhónga náapɛ́ ɨ̀’ɨ̀ kɔ̌kɔ̀ alɛ ɔ̀bhʉ̀ ma dɔ̀yá dhu ɔ̀, nɨ́ atdí alɛ mà rɨ̌ mbǎ ndìpfo ma, ndàbhʉ ma abádhí-fɔ́. Ma mònzì kámá dɔ̌ ádrʉ̀ngbǎ kamà kɛ̀lɛ̌ rʉ̀nɔ̀ ànyǎdu.» 
ACT.25.12	Anya ʉ̀nɔ ɨ̀ arɨ́ mànà atdíkpá alɛ nà ɨ̀ ɔ̀tɛ̀ dhu-dzidɔ̌, Fɛ́stɔ̀ adʉ̀ dhu ɔ̀vɔ̀ Pɔlɔ̀ tɔ̀, ndàtɨ: «Nyɨ nyònzì kámá dɔ̌ ádrʉ̀ngbǎ kamà rʉ̀nɔ̀ ànyǎnʉ. Nɨ́ ma mɨ́ nyovì nyarà kà-tɨ’ɔ̀.»
ACT.25.13	Ngúfe ɨdhɔ-dzidɔ̌, ádrʉ̀ngbǎ kamà 
ACT.25.14	Nɨ́ ányɨ̀rɔ̌ abádhí rɨ̌ ábhɔ̌ ɨdhɔ nyʉ́ nɔ́nzɨ̀ rɔ̀, nɨ́ ndɨ Fɛ́stɔ̀ awɛ Pɔlɔ̀ bhà dhu ndɨ ádrʉ̀ngbǎ kamà tɔ̀. Kǎtɨ: «Ádrʉ̀ngbǎ kamǎ, àrà ndárà rɔ̀, lɨ̀walɨ̀ Fèlisì ʉ́bhà atdí alɛ imbi-dzà ɔ̌ ɨrɔ́. 
ACT.25.15	Nɨ́ Yèrùsàlɛmà ma mɨ́’ɨ̀ nɨ́nganɨ́, pbàkùhánɨ́ tɔ́ ádrɔ̀drɔ̌ alɛ mà, Pbàyàhúdí ɔ̌ pbàkʉ̀rʉ̌ mànà nɔ́bhʉ̀ ka fudú, ’àdʉ̀ ma nónzì, ndɨ́nɨ̌ ma mɔtdɨ́ tɨ́ anya kà-dɔ̌.» 
ACT.25.16	Nɨ́ ma mádʉ̀ dhu àdu abádhí tɔ̀, matɨ: «Pbàrɔ́má tɔ́ màndʉ ná’ù nzá kɔtdɨ̀ ìndrǔ-ànyǎ, ndɨ́nɨ̌ ka koho tɨ́ ɨnzá ka kàsò dɔ̀ya ndɨ̀ nɔ̀bhʉ̀ alɛ mànà rɔ́rɔ̀, ndɨrɔ̀ ɨnzá mʉ̀sambà nɔ̀nzɨ̀ rɔ́rɔ̀.» 
ACT.25.17	Nɨ́ mǎ mádʉ̀ ìwu atdíkpá ɨ alɛ mànà, mǐwǔ ùvò ɨrɔ́. Nɨ́ ɨnzá kàsʉmɨ̀ mà nʉ́dà rɔ́rɔ̀ nɨ́ ndɨ tsútsǎ nɨ́nganɨ́ ma mádɨ anya t’ʉ́nɔta tɔ́ pbàkà tombi dɔ̌, madʉ̀ ndɨ alɛ Pɔlɔ̀ tɨ́ kátɨna ònzì kiwǔ nà. 
ACT.25.18	Nɨ́ yà ka nɔ̀bhʉ̀ alɛ ìwǔ ùvò rɔ̀, ɨ alɛ ádʉ̀ nzá yà ma múbhi ɨ̀rɛ̀nà rɔ̌ kǎfǎ dhu tɨ́ ádrʉ̀ngbǎ afátá mà náwɛ. 
ACT.25.19	Pbɛ́tʉ̀, abádhí ádʉ̀ òko ’àmbɛ ’àgò dɔ̌ kà mànà dɔ̀ná dhu nɨ́ fɨ̀yɔ́ sɔmà Pbàyàhúdí tɨ́rɔ̀ tɔ́ dhu kɛ̀lɛ̌. Ndɨrɔ̀, abádhí ádʉ̀ òko àmbɛ ’àgò dɔ̌ dɔ̀ná ngǎtsi dhu nɨ́, Yěsù tɨ́ kátɨna atdí alɛ, yà ɨwà avɛ̀ kɔtdʉ̀ ndɨ̀ rɔ́rɔ̀ ndɨ Pɔlɔ̀ arɨ́ àdʉ̀ àtɨ̀nà ìnè rɨ́’ɨ̀ nyɨ̀kpɔ́na nà dhu tɨ́. 
ACT.25.20	Nɨ́ ma mʉ́nɨ nzá wɔ̀ dhu bhěyi agòta dɔ̌ ma mádʉ̀ ɔ̀nzɨ̀nà dhu. Nɨ́ ma mádʉ̀ dhu ìvu Pɔlɔ̀-tsʉ̌, matɨ kà ràmbɛ̀nà tɨ́ nzɨ̌ ndòzè, ndàrà Yèrùsàlɛmà rɔ̀ ka kadʉ̀ tɨ́ ànyǎna ʉ̀nɔ̀. 
ACT.25.21	Pbɛ́tʉ̀, kǎdʉ̀ ndònzì kɔdɔ̀ ndɨ̀ imbi-dzà ɔ̌ tɨ́, ràrà àhʉ kámá dɔ̌ ádrʉ̀ngbǎ kamà araya ànyǎna ʉ̀nɔ̀ dhu ɔ̀. Nɨ́rɔ̀ nɨ́ ndɨ ma mádʉ̀ kàvi kongò ɔ̀dɔ̀nà imbi-dzà ɔ̌, ràrà àhʉ ma maraya kòvì, kowù nà kámá dɔ̌ ádrʉ̀ngbǎ kamà-fɔ ɔ̀ ɔ̀ná ɨdhɔ ɔ̀. 
ACT.25.22	Àgìripà adʉ̀ àtɨ̀nà: «Ma mòzè mɨrɨ̀ wɔ̀ alɛ rʉ̌nɔna dhu ɨma nyʉ́ tɨ́rɔ̀.» Nɨ́ Fɛ́stɔ̀ adʉ̀ dhu àdu kà tɔ̀, ndàtɨ: «Tsútsǎ tɨ́ nyɨ nyɨ́ kà rʉ̌nɔna dhu ɨ̀rɨ̀.»
ACT.25.23	Nɨ́ tsútsǎ nɨ́nganɨ́, ádrʉ̀ngbǎ kamà Àgìripà mà awɛ̀nà Bèrènǐkè mànà níiwú ùvò ìndrǔ àkɔ̌ ka karɨ́ ɔ̀ná rɔ̀ ádrʉ̀ngbǎ kàluga-lí, atdídɔ̌ nyʉ́ ɨ̀ ʉ̀fɔ̌ ɨ̀ rɔ́rɔ̀. Nɨ́, abádhí atsù ányɨ̀-dza, owùya ɔ̌ Pbàrɔ́má tɔ́ pbìrì ɔ̌ ádrɔ̀drɔ̌ alɛ mà, Kàyìsàriyà tɔ́ kɨgɔ̀ ɔ̌ ádrɔ̀drɔ̌ alɛ mànà. Kɔ̌kɔ̀ alɛ òtsù ɨdza dhu-dzidɔ̌, lɨ̀walɨ̀ Fɛ́stɔ̀ adʉ̀ Pɔlɔ̀ àvi kiwǔ nà. 
ACT.25.24	Nɨ́ Pɔlɔ̀ ɨ̀rà àhʉ rɔ̀, Fɛ́stɔ̀ apɛ̀ ɔtɛ, ndàtɨ: «Ádrʉ̀ngbǎ kamà Àgìripǎ, ndɨrɔ̀ nyɨ̌ kɔ́rɔ́ àzú-dzá àlɛ̌ kɨ́’ɨ̀ nyɨ̌ mànà rɔ̀, nyɨ̌ nyàla tɨ́ wà yà alɛ? Àbadhi nɨ́ ndɨ yà Yèrùsàlɛmà tɔ́ kɨgɔ̀ ɔ̌ ma mɨ́’ɨ̀ rɔ̀, ndɨrɔ̀ yàrɨ́ kɨgɔ̀ ɔ̌ màtɨ́ Pbàyàhúdí tɔ́ ihé-yà íwǔ tɨdu ɔ̀ okúna dɔ̀ rɔ̀, ’àmbɛ ùkǔ dɔ̌, ’àtɨ kà ràkǎ nzá kʉbhà ràdɨ nyɨ̀kpɔ́na nà. 
ACT.25.25	Nɨ́ pbàkà ɔ̌, ma mála dhu nɨ́ ɨnzá kà ràfǎ atdí dhu mà, yà kàkǎ kohò okúna dɔ̀ rɔ̀. Pbɛ́tʉ̀, yà angyangyi kǒnzì ndɨ̀ ndɨ̀tɨ́rɔ̀ ndɨ́nɨ̌ kámá dɔ̌ ádrʉ̀ngbǎ kamà ɔtdɨ́ tɨ́ ànyǎna dhu-okú dɔ̀ rɔ̀, ma mádʉ̀ kàvi ndɨ́nɨ̌ ka kowu tɨ́ nà ndɨ kámá dɔ̌ ádrʉ̀ngbǎ kamà-fɔ ɔ̀. 
ACT.25.26	Pbɛ́tʉ̀, ma mɨ́’ɨ̀ ɨ̀mbǎ kàbhà afátá nyʉ́ tɨ́ ma mándǐna mabhʉ kámá dɔ̌ ádrʉ̀ngbǎ kamà tɔ̀ atdí dhu nà màtɨ́. Ndɨ dhu-okú dɔ̀ rɔ̀ nɨ́ ndɨ, ma mìbhò ka kiwǔ nà ɔnzɨ̀kʉ ɔ̌, ròsè dòtsí ɔnzɨ̀nʉ ɔ̌ nyʉ́ ádrʉ̀ngbǎ kamà Àgìripǎ. Nɨ́, ɔ́ngʉ̀ dhu kà-tsʉ̌, ndɨ́nɨ̌ ma mabá tɨ́ kà-dɔ̌ ma mádʉ̀ àndinà dhu. 
ACT.25.27	Obhó tɨ́, òsò ka kòsò alɛ òvì ka kɨ́ kámá dɔ̌ ádrʉ̀ngbǎ kamà-fɔ ɔ̀, ɨ̀nzɨ̌ kadʉ̀ pbɨ̀ndà afátá ɨ̀tɛ̀ dhu-tɨ̀ rɨ̌’ɨ̀ mbǎ!»
ACT.26.1	Wɔ̀ dhu-dzidɔ̌, ádrʉ̀ngbǎ kamà Àgìripà atɨ Pɔlɔ̀ nɨ̌: «Nyɨ nyàkǎ wà nyawɛ pbʉ̀kʉ̀ dhu kòmbí nyɨ-tɨ́rɔ̀.» Nɨ́rɔ̀ nɨ́ ndɨ Pɔlɔ̀ ava ɔtsʉ́na, ndɨ̀fʉ ádrʉ̀ngbǎ kamà nɨ̌, ndàdʉ̀ ɔtɛ ɔ̀pɛ̀, ndàtɨ: 
ACT.26.2	«Ádrʉ̀ngbǎ kamà Àgìripǎ, ɨdhɛ̀du nɨ́ka ndɨ̀ atdídɔ̌ indo ma màbà kàsʉmɨ̀ ndɨ́nɨ̌ ma mawɛ tɨ́ yà Pbàyàhúdí arɨ́ mɔbhʉ okúna dɔ̀ rɔ̀ dhu-tɨ̀ ɔnzɨ̀nʉ́ nɨ́dhunɨ̌. 
ACT.26.3	Obhó tɨ́, nyɨ nyʉ́nɨ wà àlɛ̌ tɔ́ màndʉ kɔ́rɔ́ àlɛ̌’ɨ Pbàyàhúdí tɨ́rɔ̀, ndɨrɔ̀ nyɨ nyʉ́nɨ àlɛ̌ kárɨ́ àlɛ̌ àgò tɨ́ dhu mànà dhu mběyi nyʉ́. Nɨ́ ma mɨ̀tdɛ̀ nyɨ ɨ̀tdɛ̀ tɨ́ nyɨrɨ̀ yà ma máwɛ̌na ɨndʉ̀ dhu.
ACT.26.4	Kɔ́rɔ́ Pbàyàhúdí nʉ́nɨ wà idú ngbángba ɔ̀ rɔ̀ ndɨ̀ nɔ̀pɛ̀ rɔ̀ ma móvì tɨ́ dhu. Ndɨrɔ̀, abádhí ʉ́nɨ wà nzínzìya ɔ̌ ma mɨ́’ɨ̀ nà Yèrùsàlɛmà tɔ́ kɨgɔ̀ nyʉ́ ɔ̌ kɔ́rɔ́ pbàkà mʉ̀tsɔ, rɔ̀pɛ̀ ndɨ̀ dɔ̀na-kpa ɔ̀ rɔ̀. 
ACT.26.5	Abádhí ʉ́nɨ wà ɨma angyíta tɨ́. Nɨ́ ɨ̀ òzè ka rɔ̀, abádhí rɨ̌’ɨ̀ ìnè ’ɨ̀tɛ̀ dhu ɨma rɨ’ɨ̀ 
ACT.26.6	Nɨ́ kòmbí, ka kɨ̀dɨ̀ ma ɨrɔ́ ɔnzɨ̀nʉ́ ànyǎdu ka kʉnɔ tɨ́, yà àlɛ̌ t’ábhúna tɔ̀ Kàgàwà akɔ̀ làká ma má’ù dhu-okú dɔ̀ rɔ̀. 
ACT.26.7	Àlɛ̌ tɔ́ atdí kumì dɔ̀ná ɔ́yɔ̌ nà rʉ̀gànda-tsʉ̀ ná’ù wà ɔ̀nzɨ ndɨ dhu ɔnzɨya ndɨ̀ dhu. Nɨ́ ndɨ dhu-okú dɔ̀ rɔ̀ nɨ́ ndɨ, abádhí arɨ́ Kàgàwà ʉ̀lɛ̌ adyíbhengá màtɨ́, ndɨrɔ̀ kúbhingá màtɨ́, ɨ̀nzɨ̌ ɨ̀ ’ɨ́ ɨ̀ngyɛ̌ rɔ́rɔ̀. Nɨ́ ádrʉ̀ngbǎ kamà Àgìripǎ, kɔ̀nɨ̌ Pbàyàhúdí ɔ̀bhʉ̀ ma okúna dɔ̀ rɔ̀ dhu nɨ́ wɔ̀. 
ACT.26.8	Nɨ́ ádhu nyɨ̌ Pbàyàhúdí tɨ́rɔ̀, nyɨ̌ nyɔ́zʉ̀ Kàgàwà rɨ̌ ʉ̀vʉ̌vɛ̀ alɛ àbhʉ̌ rʉ̀ngbɛ ɨ̀ ɔvɛ-bvʉ̀ rɔ̀ dhu ɨ̀nzɨ̌ rádʉ̀ ndà’ù dhu tɨ́ nɨ̌?
ACT.26.9	Ɨma nyʉ́, yà nyɨ̌ nyɨ́ mandà rɔ̀, pbàkà ɨrɛ̀ta nɨ’ɨ̀ mongò magò ɔbɨ nyʉ́ nà Yěsù Nàzàretì tɔ́ kɨgɔ̀ ɔ̌ alɛ-ɔvɔ̀ nàtɨ̀ ɨ̀ngbàtɨ́ ɨ́lɨ ndɨ̀ alɛ mà nà. 
ACT.26.10	Wɔ̀rɨ́ nɨ́ ndɨ ma mɔ́nzɨ̀ Yèrùsàlɛmà tɔ́ kɨgɔ̀ ɔ̌ dhu: pbàkùhánɨ́ tɔ́ ádrɔ̀drɔ̌ alɛ rǒwu movì rɔ̌ dhu-okú dɔ̀ rɔ̀, ɨma nyʉ́ ma márà Yěsù ná’ù ábhɔ̌ alɛ nyʉ́ ábhʉ rɔ̌ kusǒ, kʉdɔ imbi-dzà ɔ̀. Ndɨrɔ̀, ɨ alɛ ka kòzè kɔkyɛ̀ rɔ̀, ma madʉ́nà àrà ndɨ dhu à’ù rɔ̌ à’u tɨ́. 
ACT.26.11	Ndɨrɔ̀, ibí-gʉ̀na nyʉ́, ma madʉ́nà àrà ʉ̀da rɔ̌ unduta-dzà ɔ̀na nǎ, mambɛ àvu dɔ̌ Yěsù ná’ù alɛ-rɔ̌. Ma madʉ́nà àrà abádhí ʉ̀tʉ rɔ̌ rʉ̀nɔ̀ dhu nzɛ́rɛ nyʉ́ Yěsù nɨ̌. Ma mɨ’ɨ̀ nàwí nà atdídɔ̌ abádhí rɔ̌. Nɨ́ ndɨ nàwí adʉ̀ mabhʉ, marà àvu rɔ̌ abádhí rɔ̌ ɨ̀nzɨ̌ nɨ́ Pbàyàhúdí tɔ́ kɨgɔ̀ ɔ̀nǎ màtɨ́.
ACT.26.12	Wɔ̀ dhu bhěyi nɨ́ ndɨ, atdíku ma madɨ̀ mambɛ àrà dɔ̌ Dàmàsikì tɔ́ kɨgɔ̀ ɔ̀. Wɔ̀ ndɨ abhi tɔ́ rʉsà nʉfà idù, ’àdʉ̀ Yěsù ná’ù alɛ núsǒ ma mɨ́ nɨ̌ ádrʉ̀ngbǎnga tɔ́ ɔbɨ níbhò idù nɨ’ɨ̀ pbàkùhánɨ́ tɔ́ ádrɔ̀drɔ̌ alɛ. 
