MAT.1.1	Ali ni lishauma lyamaimyo lyavanakuluvake Yesu Klistu ndukulugwe Daudi na jojo ndukulugwe Abulaamu.
ROM.2.23	Wako úlitamangila mulilamulo, paupujungula lilamulo po, unkunnyambiyanga Nnungu. 
ROM.2.24	Mwaa kenga indyandikigwa, “Lina lya Nnungu vankukupulu pakati pavamidi kwamwaa wenu mwenu.”
ROM.2.25	Mwiu, kukumuligwa likumbi kunkuvanavo mana ikava kenga wako unkwigwilila lilamulo kanji ikava kenga wako ni nkúpujungula lilamulo, bai kukumuligwa kwako ko kunditadya kuva ungakumuligwe. 
ROM.2.26	Napane aijá ákakumuligwe, ikava kenga midimu vyalilamulo andaigwilila, da ava shinu nae álota kuvalangiligwa kukumuligwa? 
ROM.2.27	Aijá ákakumuligwe mumili kanji áigwilila lilamulo, andakuukumu wako úvenavo lilamulo lyandikígwe na shitendo shakukumuligwa kanji lilamulo lyo, upujungula. 
ROM.2.28	Mwenu, hapali muyuda, muyuda vila kwapanda na kukumuligwa hakunava shinu kwapanda mili 
ROM.2.29	kanji muyuda, muyuda muntima na kukumuligwa ni kwamuntima kwaindila ya Imumu i shaandikígwe. Litumbyangidyo lyake nae halinaalakela shinu kwavanu kanji kumwe Nnungu.
ROM.3.1	Napanelo muyuda ankuvanavo mana shani? Kwali kukumuligwa likumbi inkupagwa paida shani? 
ROM.3.2	Oe! Ankupagwa kula upande! Shitandi vayuda vandikulupiligwa malove ake Nnungu. 
ROM.3.3	Napanelo ilota kuva dashi ikava kenga vanji havakulupidíle?
ROM.3.4	Ata padyoko vela! Nneke Nnungu ave waumwiu ata ikava kenga kula munu ni wakushang'apa kenga indyandikigwa,
ROM.3.4	“pakulota uvenavo ishaliya mumalove ako,
ROM.3.4	na paukumu po, uteme.”
ROM.3.5	Kanji napane ikava kenga ungave-shaliya wetu unkulodya ishaliya yake Nnungu, tulota kwamba nyamani? Kwali tutangole do, Nnungu havenavo ishaliya patandedya shitundi shake? Ngutangola kenga nimunu. 
ROM.3.6	Ata padyoko vela! Leka ìvele davo, Nnungu akaulwile dashi kuukumu shilambo? 
ROM.3.7	Kanji ikava kenga kwaindila yakushang'apa kwangu umwiu wake Nnungu unkuumbaligwa kwalishangelo lyake mwaa shani nguukumigwe kenga ninkútega? 
ROM.3.8	Kwali mwavataukangila vanji vyatutangola wetu avi, “Tutende wakunyata pakulota wide wambone.” Ukumu yave ni yashaliya.
ROM.3.9	Napane tuushidashi? Da wetu tuvayuda ni túvapunda vanu vanji? Mene, ata padyoko! Mwaa ndivalanganga tayali doni vayuda pamo namu vamidi uti vankupagwa mukutawaligwa na lidambi 
ROM.3.10	kenga indyandikigwa,
ROM.3.10	“Hapali waishaliya ata jumo,
ROM.3.11	hapali munu ámanya,
ROM.3.11	na hapali ánnambela Nnungu.
ROM.3.12	Uti vandyashalanga,
ROM.3.12	kwaunapamo vandilitenda vákave mana.
ROM.3.12	Hapali átandedya wambone,
ROM.3.12	kulamana na jumo vela.
ROM.3.13	Ding'alongo dyave ni makabuli avé mwandwa,
ROM.3.13	dindimi dyave vankutumila mukushang'apa.
ROM.3.13	Mudindomo dyave munkupagwa ishumu yanyoka,
ROM.3.14	ndikanywa dyave mundyumbala dilana na kukalala.
ROM.3.15	Madodo ave ankutukutila kukujaa myadi,
ROM.3.16	mudindila dyave mo, kubamola na madembe,
ROM.3.17	na indila ya amani havamanyite.
ROM.3.18	Hakupali kunjopa Nnungu pamevo pave.”
ROM.3.19	Napane wetu tundimanya kenga uti vitangóla mulilamulo vinkutangola kwa avalá vatawalígwa na lilamulo kwambangidya dashi, dikanywa uti dimalale na shilambo uti shikapagwe muukumu yake Nnungu 
ROM.3.20	mwaa kwaindila yashimadengo shalilamulo hapali álota kuvalangiligwa kuva ishaliya pamevo pake pakuva kwaindila yalilamulo inkutadya lidambi limanyike.
ROM.3.21	Ambi napane ishaliya yake Nnungu indililodya yapukananga na lilamulo; ata lyo lyene lilamulo na vakulava vankumya ushuda wake, 
ROM.3.22	doni, ishaliya yake Nnungu kwaindila yakunkulupila Yesu Klistu kwa avalá uti vankulupíla nae. Hakupali kuvilingananga 
ROM.3.23	mwaa uti vanditega na kupalavalela lishangelo lyake Nnungu 
ROM.3.24	vavalangiligwa kuva ishaliya muumonyo wake kenga inudyo kwaindila yakwambola kupagwíte nkati mumwe Klistu Yesu. 
ROM.3.25	Nae jo, Nnungu andimumya kenga shadaka shakudimanga shitundi shake kwamyadi vyake kwaindila yalikulupililo
ROM.3.26	pakulota alodye ishaliya yake muwakati au na ave waishaliya namomo wakummalangilila ishaliya aijá ánkulupila Yesu.
ROM.3.27	Napane shakwashi shakulota kulitamangila? Hashipali! Kwalilamulo shani? Lilamulo lyashimadengo? Mene kanji kwalilamulo lyakukulupila. 
ROM.3.28	Mwaa wetu tunkwakikisha kenga munu ankuvalangiligwa ishaliya kwalikulupililo lyapukanánga na shimadengo shalilamulo. 
ROM.3.29	Kwali Nnungu jo ni wavayuda gweka? Da nae po hanava shinu momo Nnungu wavamidi? Elo, ni wavamidi momo 
ROM.3.30	pakuva Nnungu avelé jumo bai na kwalikulupililo tu, nae andavavalangilila ishaliya vakumulígwe na vákakumuligwe. 
ROM.3.31	Da doni po tunkuputanga lilamulo kwaindila yalikulupililo? Ata padyoko vela! Kanji lyanavo lyo, tunkunonowanga.
ROM.4.1	Napavedoni, tulota kutangola nyamani vyúkile ndaanalela Abulaamu nakulugwetu kwodananavo unalikola? 
ROM.4.2	Mwaa ikava kenga Abulaamu aukilé ndavalangiligwa ishaliya kwamwaa washimadengo, bai nae ankuvanavo shakulitamangila kanji i pamevo pake Nnungu. 
ROM.4.3	Maandiko ankushidashi? “Abulaamu anínkulupila Nnungu na likulupililo lyolyo lyo vanimmalangilila nae kuva ishaliya.”
ROM.4.4	Mwenu, aijá ákola madengo nshala haunavalangiligwa shinu kuva kenga inudyo kanji kenga aki yake. 
ROM.4.5	Napane aijá ákakola madengo kanji ánkulupila aijá ámmalangilila ishaliya ákave Nnungu, bai likulupililo lyake vanimmalangilila kuva ishaliya. 
ROM.4.6	Nimumo momo Daudi nanae ankutangola yakwalaligwa kwamunu wammalangilila Nnungu ishaliya yapukanánga na shimadengo,
ROM.4.7	“Vandyalaligwa avalá vitendo vyave vyaungave-lilamulo vilivalivígwe,
ROM.4.7	na avalá madambi ave aputangígwe.
ROM.4.8	Andyalaligwa aijá wakammalangilila 
ROM.4.9	Da kwalaligwa aku kunkuvaukila vakumulígwe gweka kwali namomo vákakumuligwe? Wetu tunkushidoni, likulupililo vanimmalangilila Abulaamu kuva ishaliya. 
ROM.4.10	Napane vammalangilidilé dashi? Vammalangilidilé mukukumuligwa kwali muungakumuligwa? I mukukumuligwa kanji muungakumuligwa. 
ROM.4.11	Shimanyikilo shakukumuligwa kwake nae shivele kenga namakong'o waishaliya yalikulupililo muungakumuligwa pakulota dashi, nae ave tatamunu wauti avalá vakulupíla muungakumuligwa kwambangidya navanavo momo vavalangiligwe ishaliya 
ROM.4.12	na yadavo pakulota nae ave tatamunu wa avalá vakumulígwe i gweka vakumulígwe kanji namomo avalá vawéna mudyatuwa dyodyo dyalikulupililo limwe tatagwetu Abulaamu.
ROM.4.13	Mwaa hainava shinu kwaindila yalilamulo intadídye Abulaamu pamo na udukulu wake kupata kulivikila yakuva nae nkúpata-maleko ashilambo kanji kwaindila yaishaliya yalikulupililo. 
ROM.4.14	Mwenu, ikava kenga vamulilamulo ni vakupata-maleko, bai likulupililo lyene lyo, halive mana na kulivikila kwene ko, kunditimbikanga. 
ROM.4.15	Mwaa lyo lilamulo lyo, linkwidanavo shitundi kanji napane palikapagwite lilamulo, hakupali kupujungula.
ROM.4.16	Ni ashi shitádya kulivikila kunanapele mulikulupililo pakulota kwodanenavo umonyo kwambangidya dashi kuke bila kwambambidya muudukulu uti i gweka wamulilamulo kanji namomo aijá walikulupililo limwe Abulaamu, jo tatamunu wetu uti 
ROM.4.17	kenga indyandikigwa, “Nangu ndikupangila wako uve tatamunu waimbumba yavenentete.”
ROM.4.18	Ata ikava kenga lilindilililo halipagwíte, mulilindilililo Abulaamu andíkulupila kenga andava tatamunu waimbumba yavenentete kwodananavo mwavamwaulidíle, “Amu ni mwaulatela kuvalela udukulu wako.”
ROM.4.19	Nae hadabadabénge mulikulupililo paligwene mili wake kuwa àvenavo ulinga wavyaka kenga miya doni na pagwene kuwa kwalutumbo lumwe Shalaa. 
ROM.4.20	Kwakulivikila kwake Nnungu, nae hambambidyenge nkati muungakulupila kanji andyuka ndalinanopya nkati mulikulupililo amupa Nnungu lishangelo 
ROM.4.21	akulupila do, uti avilá vyalivikila Nnungu, vyovyo vyo ankuulula kutandedya. 
ROM.4.22	Ni ashi shitádya vammalangilile kuva ishaliya.
ROM.4.23	Mwenu, malove ala akummalangilila nae kuva ishaliya haandikigwe kwaupande wake nae gweka 
ROM.4.24	kanji ata kwaupande wetu wetu momo. Vandatuvalangilila wetu túnkulupila aijá ándyuwidye pakati pavakupela, Yesu 
ROM.4.25	Nae vaninkamudya kwamwaa wakupujungula kwetu na kundyuwa kwakutuvalangilila ishaliya.
ROM.5.1	Napavedoni pakuva tundivalangiligwa ishaliya kwalikulupililo, tunkuvanavo amani namu Nnungu kwaindila imwe 
ROM.5.2	Kwaindila yake nae namomo wetu tundipata litala lyakwinjila kwalikulupililo muumonyo au watupagwa na tunkulitamangila mulilindilililo lyalishangelo lyake Nnungu. 
ROM.5.3	I gweka avyo kanji tunkulitamanga momo nkati mumauvilo tumanya kenga mauvilo ankwidanavo kulipililila, 
ROM.5.4	kulipililila kunkwidanavo umana kutwala umana kwidanavo lilindilililo. 
ROM.5.5	Mwenu, lilindilililo halinatutaa dyoni pakuva linagwaledyo lyake Nnungu lindimiminiligwa mmitima vyetu kwaindila ya Imumu Wanashwe wavatupele.
ROM.5.6	Doni, wetu tùdabadabenge avi, muwakati wowo wo,
ROM.5.7	Pandikamadyanga namene munu kupela kwamwaa wamunu waishaliya kwali inkuululika munu kujaa shingumi shake kwamwaa wamunu wambone 
ROM.5.8	kanji Nnungu kwetu wetu andilodya linagwaledyo lyake jo mwene, doni, wetu tùvele avi tuvakutega, Klistu andipela kwamwaa wetu wetu.
ROM.5.9	Pakuva ambi apa napane tundivalangiligwa ishaliya kwaindila yamyadi vyake, kupunda namene kwaindila yake nae tundaambwalegwa mushitundi. 
ROM.5.10	Mwaa ikava kenga wetu patuvéle tuvammongo vanditutadya twigwanie namu Nnungu kwaindila yakupela kwa Mwanagwe, kupunda namene patwigwenie apa, tundaambwalegwa kwaindila yashingumi shake. 
ROM.5.11	I gweka avyo, namomo tunkulitamangila Nnungu kwaindila imwe 
ROM.5.12	Napavedoni, kulingana kenga mo mwaliinjilidile lidambi mushilambo shapai kwaindila yamunu jumo na kupela kwaindila yalidambi, napane momo kupela kwandavala kwavanu uti mwaa uti vanditega. 
ROM.5.13	Doni, lilamulo likanava kupagwa, mwiu lidambi lindípagwa mushilambo shapai kanji halishivalangiligwa lidambi pálikapagwite lilamulo. 
ROM.5.14	Kanji napane kupela kunditawala kutunduvangila kumwe Adamu mpaka Musha, ata kuvatawala avalá vákatagile kulingana na kupujungula kumwe Adamu e avéle inamuna imwe aijá álota kwida.
ROM.5.15	Kanji napanelo hakunapagwa shinu kulinganianga inudyo na kupujungula mwaa ikava kenga vanu voe vandipela kwaindila yakupujungula kwamunu jumo, kupunda namene umonyo wake Nnungu na inudyo yo kwaindila yaumonyo wamunu jumo Yesu Klistu, indikumukanga kwavanu voe. 
ROM.5.16	Hayululika napane kulinganianga inudyo na ashilá shaalakadíle mulidambi lyamunu jumo mwaa ukumu yodananavo kupujungula kwamwanda umo indiidanavo kuukumigwa kanji inudyo yodananavo kupujungula kwamyanda vyoe indiidanavo kuvalangiligwa ishaliya. 
ROM.5.17	Napanelo ikava kenga kwamwaa wakupujungula kwamunu jumo kupela kunditawala kwaindila yamunu ajo, kupunda namene avalá vapáta kuumbaligwa kwaumonyo na inudyo yaishaliya, vanavo vandatawala mushingumi kwaindila yamunu jumo, Yesu Klistu.
ROM.5.18	Nadoni nimumo momo kwaindila yakupujungula kwamwanda umo, kwavanu uti kundyumilila kuukumigwa, namomo kwaindila yashitendo shimo shaishaliya, kwavanu uti kundyumilila kuvalangiligwa ishaliya iidanavo shingumi. 
ROM.5.19	Mwaa nimumo momo kwaindila yaungaigwilila wamunu jumo, voe vanditadya kuva vakutega, namomo kwaindila yakwigwilila kwamunu jumo, voe vandatadya kuvalangiligwa ishaliya.
ROM.5.20	Mwenu, lilamulo lindida pakulota dashi, kupujungula kwanjadyeke. Napane po palyanjadyeke lidambi, umonyo undipakatika 
ROM.5.21	kwambangidya kenga mo mwalitawalidile lidambi nkati mukupela, namomo umonyo utawale nkati mwishaliya iidanavo shingumi shíkamalilika kwaindila imwe Yesu Klistu 
ROM.6.1	Napanelo tuushidashi? Da tuke mushu tupagwa mulidambi kwambangidya umonyo wake Nnungu wanjadyeke? 
ROM.6.2	Ata padyoko vela! Wetu túpadile kwalidambi tulota kuka dashi mushu tunama nkati mulidambi? 
ROM.6.3	Kwali hamunamanya shinu kenga uti túpatile ubatisho nkati mumwe Klistu Yesu, da hatupatile ubatisho nkati mukupela kwake? 
ROM.6.4	Napavedoni wetu tundishikigwa pamo namu nae kwaindila yaubatisho utuukanavo kukupela kwambangidya kenga mo mwavandyuwididye Klistu pakati pavakupela kwaindila yalishangelo lya Tatamunu, nawetu momo tuname mushingumi shaambi.
ROM.6.5	Doni, ikava kenga wetu tundyungana namu nae mukupela kulinganána na kupela kwake, mwiu nawetu momo tundaungana namu nae mukudyuka kulinganána na kudyuka kwake 
ROM.6.6	tumanya kenga umunu wetu wakala undipambililigwa pamo namu nae pakulota dashi, mili walidambi utimbikange kwambangidya hatunatandegwe kavili vatumwa validambi 
ROM.6.7	mwaa aijá ápadile vanimmalangilila ishaliya vàmuushidye mulidambi. 
ROM.6.8	Napane ikava kenga tundipela pamo namu Klistu, tunkukulupila do, namu nae tundanama 
ROM.6.9	tumanya kenga paukile ndadyuka Klistu pakati pavakupela, nae hapela kavili; kupela nae hakuntawala. 
ROM.6.10	Mwaa kupela kwake nae, apadilé kwalidambi mwanda umo tu bai kanji shingumi shanama nae, anama kwa Nnungu. 
ROM.6.11	Nadoni namwenu momo livalangile kuva mmakupela kwalidambi kanji mmakunama kwa Nnungu nkati mumwe Klistu Yesu.
ROM.6.12	Napavedoni hamunaleke lidambi lintawala mumili vyenu vipéla pakulota wo mili wo, hamunaigwilile ditamaa dyake. 
ROM.6.13	Hamunajaule dimbande dyenu dyamili kwalidambi kenga vikalelo vyaungave-shaliya kanji lijaule kwa Nnungu kenga mmanu wavantwete mukupela kuka mushingumi na jaula dimbande dyenu kwa Nnungu kenga vikalelo vyaishaliya. 
ROM.6.14	Mwenu, lidambi halintawala pakuva mwenu hamunatawaligwa shinu na lilamulo kanji munkutawaligwa na umonyo.
ROM.6.15	Napanelo shakwashi? Da tutege pakuva hatunatawaligwa shinu na lilamulo kanji tunkutawaligwa na umonyo? Ata padyoko vela! 
ROM.6.16	Mwenu hamumanyite do, mukalijaula kwamunu kenga mmatumwa mmakwigwilila, mwiu mundava mmatumwa wamunu aju wamumwigwilila kwali kwalidambi liidanavo kupela kwali kwakwigwilila kwidanavo ishaliya. 
ROM.6.17	Kanji napane lilambwalalelo live kwa Nnungu, mwemwe mwe muvéle mmatumwa validambi mundyuka ndaigwilila na mitima vyenu mpano wamapundisho alalá avankamudidye. 
ROM.6.18	Mwenu mwàmbwalagwidye avi mulidambi, munditandegwa mmatumwa vaishaliya.
ROM.6.19	Ngutangola kenga nimunu kwamwaa wakudabadabanga kwenu kwashimunu. Kulingana kenga mo mwamujaulidile dimbande dyenu muushapu na muungave-lilamulo vyuka kupunda ungave-lilamulo napane ambi jaula dimbande dyenu kenga vatumwa vaishaliya vauka kukwilimyanga. 
ROM.6.20	Doni, pamuvéle mmatumwa validambi, mwenu muvele muunaiti kwaishaliya. 
ROM.6.21	Da mushipata vyepo shani wakati awo kwavinu vyamwanangila dyoni ambi apa? Mwaa kumwisho kwavinu avyo, kupela. 
ROM.6.22	Kanji napane mwenu múukile ndaombolegwa mulidambi na kutandegwa mmatumwa vake Nnungu, vyepo vyamupata vyo vinkumuukanavo kukwilimyanga na kumwisho kwake ko, shingumi shíkamalilika. 
ROM.6.23	Mwaa nshala walidambi ni kupela kanji inudyo ya Nnungu ni shingumi shíkamalilika nkati mumwe Klistu Yesu 
ROM.7.1	Kwali mmanung'unumunu hamumanyite do, ngutangola namu mwenu mmanu múmanyite shana lilamulo, da hamumanyite kenga lilamulo linkuntawala munu po panama mushingumi? 
ROM.7.2	Mwenu, nkongwe álambwidye andyuungwa nkati mulilamulo ntwagwe àvele mushingumi kanji ntwagwe akapela, nkongwe ajo avelé muunaiti kwalilamulo lyashitamo. 
ROM.7.3	Nadoni ikava kenga nae andalombwa na nnume junji ntwagwe àvele mushingumi, andavalangiligwa kuva nkúlavalava. Kanji napane ntwagwe akapela, nae avelé muunaiti kwa alilá lilamulo. Nae akalombwa na nnume junji, havalangiligwa shinu kuva nkúlavalava.
ROM.7.4	Nimumo momo mmanung'unumunu mwenu momo mundipela kwalilamulo kwaindila yamili umwe Klistu pakulota dashi, muve mmanu mmamunu junji aijá ádyukile pakati pavakupela kwambangidya tupe vyepo kumwe Nnungu. 
ROM.7.5	Mwaa patushinama mumavalelo etu ashimunumunu, ditamaa dyalidambi dikang'alegwa na lilamulo dishindakola madengo mudimbande dyetu dyamumili kwambangidya tupe vyepo vituúkanavo kukupela. 
ROM.7.6	Kanji napane vanditumya mulilamulo tùpadile kwa ashilá shíshitutenda kuva tuvatumwa pakulota tutumike kwainamuna yaambi ilangalalégwa na Imumu i kwainamuna yakala yalilamulo lyandikígwe.
ROM.7.7	Napane tuushidashi? Da lilamulo lyo, lidambi? Ata padyoko vela! Ila leka likapagwite lilamulo, hangunamanye lidambi ni nyamani. Mwenu, nangu hangunamanye nyamani kung'unuka leka lilamulo likatangwele doni, “Haunang'unuke!”
ROM.7.8	Napanelo lidambi likatakela litala kwaindila yalilamulo lindikang'ela nkati mwangu kula inamuna yalung'unuku mwaa palyapukananga na lilamulo, lyanavo livelé mukupela. 
ROM.7.9	Nangu kala ngushinama ngwàpukanenge na lilamulo kanji palingwidilile lilamulo po, linditadya kudyuwangidya kavili lidambi kutwala nangu kupela. 
ROM.7.10	Napanelo ndyuka ndona kenga lilamulo livikíke ling'e shingumi, lyo lyene linding'a kupela. 
ROM.7.11	Mwaa lidambi likatakela litala kwaindila yalilamulo, lininguduwanga na kwaindila yalilamulo, liningubyaa.
ROM.7.12	Nadoni lilamulo ni lyakwilimyanga na shivéle mulilamulo ni shakwilimyanga, shaishaliya na shambone. 
ROM.7.13	Napane, da shambone sho shindijalukanga kwangu nangu kuva kupela? Ata padyoko vela! Kanji lidambi pakulota lililodye kuva lidambi, kwaindila ya ashilá she shivéle shambone, lyanavo lindiidanavo kupela nkati mwangu kwambangidya kwaindila yalilamulo, lyanavo lililodye ngala kuva shinu shakutega kupunda apo.
ROM.7.14	Doni tundimanya kenga lilamulo lyàimumu ila nangu washimunumunu ngúshulushigwe mukutawaligwa na lidambi. 
ROM.7.15	Hangunamanya shinu shangutenda mwaa ashilá shangulota, hangunatenda shinu kanji ashilá shanguvangedya, shosho ni shangutenda. 
ROM.7.16	Napane ikava kenga ashilá shandikalota ninkutenda, bai ninkuungila nkono kenga lilamulo, lyambone. 
ROM.7.17	Nadoni hangunava shinu nangu ngútenda kanji ni lidambi lipágwa nkati mwangu 
ROM.7.18	mwaa ndimanya kenga hashipali shambone shipagwíte nkati mwangu yani mushimunu shangu. Doni, ashilá shililódya kuva shambone ninkulota ngutende kanji hangunaulula shinu kutenda 
ROM.7.19	mwaa aulá wambone wangulota ngutende hangunatenda shinu kanji ukalau wandikalota ngutende ni au wanguukanavo mushu ngutenda. 
ROM.7.20	Mwenu, ikava kenga shandikalota nangu ninkutenda, bai hangunava shinu nangu ngútenda kanji ni lidambi lipagwíte nkati mwangu.
ROM.7.21	Bai ndyanalela lilamulo ali: pangulota ngutandedye wambone, ukalau ngukadyedyanneu ùvele pepi namu nangu. 
ROM.7.22	Mwenu, nkati muntima mwangu ninkupuwangila lilamulo lyake Nnungu 
ROM.7.23	kanji mudimbande dyamumili mwangu ninkwona lilamulo linji litandána ing'ondo na alilá lilamulo lyamuding'anong'ano dyangu, lilamulo lyolyo lingutádya nguve nintumwa walilamulo lyalidambi livéle mudimbande dyamumili mwangu. 
ROM.7.24	Ninkúva nangu mwenu! Nyani álota kunguposha na mili au wakupela? 
ROM.7.25	Napane lilambwalalelo lipagwe kumwe Nnungu kwaindila imwe 
ROM.8.1	Napavedoni ambi apa hakupali kuukumigwa kwa avalá vavéle nkati mumwe Klistu Yesu 
ROM.8.2	mwaa nkati mumwe Klistu Yesu, lilamulo lya Imumu washingumi liningwambola mulilamulo lyalidambi na lyakupela. 
ROM.8.3	Doni, ashilá shíkaulwile lilamulo kutandedya kwamwaa wakudabadabanga kwashimunumunu, Nnungu anditandedya pantumididye Mwanagwe kwaing'ope yashimunumunu yalidambi na kwaupande walidambi, nae andyukumu lidambi mushimunumunu 
ROM.8.4	kwambangidya ishaliya ilotéka mulilamulo iwikile popo kwetu wetu túnama i kwashimunumunu kanji kwa Imumu.
ROM.8.5	Mwenu, avalá vanáma kwodananavo shimunumunu, vananapela ding'anong'ano dyave muvinu vyashimunumunu kanji avalá vanáma kwodananavo Imumu, ding'anong'ano dyave vananapela muvinu vya Imumu 
ROM.8.6	mwaa ding'anong'ano dyashimunumunu ni kupela napane ding'anong'ano dya Imumu ni shingumi na amani. 
ROM.8.7	Doni, ding'anong'ano dyashimunumunu ni umongo kwake Nnungu mwaa hadinalivika shinu mwina mwake lilamulo lyake Nnungu na ata hadinaulula kutandedya. 
ROM.8.8	Avalá vapágwa mushimunumunu havaulula Nnungu jo, kunnagwela.
ROM.8.9	Mwenu napane hamupali mushimunumunu kanji muvelé mu Imumu ikava kenga mwiu Imumu wake Nnungu ankunama nkati mwenu. Mwenu, munu ákavenavo Imumu umwe Klistu, jojo jo hanava shinu umwe Klistu. 
