MAT.1.1	Kou Iesu Keliso buluve deiadaike ko. Iesuu Ebalahamuta Deividita valadamo lohonu.
JHN.20.18	Kateai Meli Magidaleniho louge au tiale Iesu esemu namigevei avoe, “Di nova Iesu elehanu.” Kateai abuho loui Iesuu avuho louale hoto keta loui namigevenu.
JHN.20.19	Vani ke igae gutumo esemuiabeau bahata mole bevuevei oe uvue uito abu inohoho udaha bamulu. Kosealemo keau Diue kosive kebia vabugevelu. Iale keau oe uvue usege Iesuu lohoale vigoeabemo lamisi namigevei avoe, “Lana duave.” 
JHN.20.20	Kateai louito au adae samaguta au etekae samaguta mai haivenu. Ige esemuiabe keau abu Kosive ke elehai vahaeho balugalu. 
JHN.20.21	Ige Iesuu tota abuho loui avoe, “Lana ue dua vama. Di Mamau di hanavoale ke nahate dana aike la hanavei.” 
JHN.20.22	Kateai louito au lu ovei abuho loui avoe, “Lana Munanae Tumu maleve. 
JHN.20.23	Lana ata namigevei kosea, ‘Dilavana la vaveve toela ulihai.’ Ige auna vaveveabe toela ulihai. Isi lana ata namigevei kosea, ‘Dilavau bae la vaveve toela ulihalivebene.’ Ige au bae vaveveabe toela ulihalivebene.” Iesuu kateai louito halevei tinu.
JHN.20.24	Esemu tuelo (12) kebia vigomo esemu mole ivilike Tomasi (ivive moleike Didimasi). Iale Iesuu esemu kebiae lohoale vani kemo Tomasiu abuhi uoholinu. 
JHN.20.25	Ige esemu degomoleau namihai avoe, “Noeau Kosive elehalu.” Ige Tomasiu abuho loui avoe, “Dana di ada mai adave samagu levei etekave samaguta leveniege kemo bae la hoto mai hilokage au hovelahanu. Isito di kateholiniege di bae la hoto malivebene.”
JHN.20.26	Iniale bula igaeu uoholisege esemu nehe keau mole bevuevei oe uvue uito abu inohoho udaha bamulu. Kateimale kela Tomasiu bae abuhi ua. Keau keve usege Iesuu tota lohoale vigoeabemo lamisi abuho loui avoe, “Lana duave.” 
JHN.20.27	Kateai abuho louito Tomasi namihai avoe, “A ada mai di adae voto ko levei elehanela. Isi di etekata levei elehanela. A kebia elegeveniege ainaho dolodoloalive. Isito a uvu mai daemo mamonela.” 
JHN.20.28	Ige Tomasiu avuho loui avoe, “Di Kosive, au di Dilava.” 
JHN.20.29	Ige Iesuu avuho loui avoe, “A di elehale kemoike a a uvu mai daemo mamonu. Isito ata degomoleau di elehaholisito abu uvu mai daemo mavoale keabuna vahaeholahai.”
JHN.20.30	Iesuu au esemue vudimo vuvune vaveve moaga vaeveale kebia bahata di buka komo hisalieveholinu. 
JHN.20.31	Isito di kobia hisalievei isivialeike la ko dodavei la uvu mai Iesuemo mavoi hilokage keu ata tedaevemale kosive Keliso. Isi hilokage keu Dilava mo. Iale la evievi kemo negolahalive elike ivivemo ukolikoli maleve.
JHN.21.1	Vani mole Iesuu Taibiliasi tabu keve au esemue ti moleanu. Au keve tiale deiadave keu koseanu. 
JHN.21.2	Iesu esemu degomoleau keve mole bevuevei igaetoai uale kebia iviabeike koea. Saimoni Bita. Ige ese nehe Tomasi (ivive mole Didimasi). Ige Galili vatamo umale Keina ata mole ivi Nataniela. Ige Sebedi mo abuita. Ige Iesu esemu mole abuita. Keau keve mole bevuevei ua. 
JHN.21.3	Isege Saimoni Bitau namigevei avoe, “Dana tiniege e mahoi.” Ige esemu degomoleau avuho loui avoe, “Noeabuna aluvuta tai.” Katelahai avuluvuta vanagi mai tiliale vavi igae kemo e maholata huenabe maleholilu. 
JHN.21.4	Ilage vau alamoge Iesuu lohoale tabu ke esagae lamisi ua. Ige esemuiabe keau ke elehaito valitiholilu. 
JHN.21.5	Ige Iesuu hohavei avoe, “Esemuia, lana huenabe malelu.” Ige abu loui avoe, “No bebe maleholilu.” 
JHN.21.6	Kateai louge Iesuu namigevei avoe, “La ugabi mai ada inuteveatae mihatuliege lana huena moaga maleve.” Ige abu hotove evisi ugabi mai au louale keveatae mihatuge huena moagamoagaeau ugabi kemo uge abu butuhai mai vanagimo mavoveveu abuemo anekianu. 
JHN.21.7	Ige Iesu uvue esemu keu ke elehai Bita namihai avoe, “Ata keu nahie Kosive.” Ige Saimoni Bitau di hoto ke evisi au ogo elokohale ke mai holovai emo biloai Iesue tinu. 
JHN.21.8	Isege noeau vanagita ugabi butuhai loholu. No esagamo haeava holioholilu. 
JHN.21.9	Katealemo no lohoaleau esagae dobuluvisi elehage Iesuu vene beisi kemo huena mahoevei valavata malei otovenu. 
JHN.21.10	Isi noheho loui avoe, “La huena maleale kebia degomole malei lohove.” 
JHN.21.11	Ige Saimoni Bitau tiale ugabi ke butuhai esagae lohonu. Ige ugabi kemo huena moagamoagaeau ua. Huena keau bahata uani handele vivti tili (153). Ugabi keu ililohoito levelahaholinu. 
JHN.21.12	Ige Iesuu noheho loui avoe, “Lohoi lovi ive.” Ige no vabulahale kemo koseai Iesu belahaholilu, “A ole a.” Kosealemo no hilokage keu no Kosive. 
JHN.21.13	Katelahage Iesuu tiale valavata huenata malei lohoale noevenu.
JHN.21.14	Iesuu hatai hovelahale ke iae au ebika mai au esemu haiveale abuita. Isi tota nova kota louge abuita igaeta.
JHN.21.15	No lovi ke isi gabilahasege Iesuu Saimoni Bita namihai avoe, “Dioni mo Saimoni, a daho isiviale a isivi kena esemu koeau daho isiviale ke evihanu. Emena.” Ige Bitau namihai avoe, “Ito, Kosive, a hilokage di aho isivianu.” Ige Iesu avuho loui avoe, “A katealemo di mamoe ese nalievenela.” 
JHN.21.16	Kateai avuho louito tota belahai avoe, “Dioni mo Saimoni, ana seleveta daho isivi baluganu.” Ige Bitau namihai avoe, “Ito, Kosive, a hilokage di aho isivianu.” Ige Iesuu avuho loui avoe, “Di mamoe kebia nalievenela.” 
JHN.21.17	Kateai louito tota belaha moleai avoe, “Dioni mo Saimoni, ana daho isivianu.” Kateai Bita belaha abuita igaetage Bitau hotove kemo isuanu. Iale kemo au Iesu namihai avoe, “Kosive, a vaveve bahata hilokanu. Iale di aho isiviale ke a hilokanu.” Ige Iesuu avuho loui avoe, “Di mamoe kebia nalievenela.” 
JHN.21.18	Kateai avuho louito namihai avoe, “Seleveta di hoto mole louge evinela. A mohohota ui a ogo vai a isivi matama keve ohanoi tinu. Isito gabie ana a ebika holiniege bae kateai a isivi valivebene. Isito ana a ada hatuge ata molena a ada umudievei a melamei a isiviholiale matama keve tai.” 
JHN.21.19	Iesuu kateai louale keu Bitau hatai Dilava ivi ebagemaveve hotoike au ke lounu. Au kateai avuho louito namihai avoe, “Di ehomai lohonela.”
JHN.21.20	Kateige Bitau hoilahai Iesu uvue esemu ke elehanu. Esemu keike subuta Iesu vavamo ugulamoi namihai avoe, “Kosive, ata olena aho haiai.” 
JHN.21.21	Iale Bitau hoilahai esemu ke elehai Iesu namihai avoe, “Kosive, a di hatihati hoto ke lounu. Isito ata kona oleve kateai avuta hatai.” 
JHN.21.22	Ige Iesuu Bitaho loui avoe, “Dana isiviage kena ulage dana tota lohoi. Iale di ehomai lohonela. Ainaho bae ata mole vaveve ke kaovagelive.” 
JHN.21.23	Iesuu hoto louale kemo hoto mole igaeu evievi ata bahata sonumaevei gabianu. Hoto keu loui avoe, “Esemu keu bae hatilivebene.” Isito Iesuu hoto kateale louholinu. Keu loui avoe, “Dana isiviage kena ulage dana tota lohoi. Iale ainaho ata mole vaveve kaovagelive.”
JHN.21.24	Iesu uvue esemu seleve keike vaveve ko bahata elehai hisalianu. Iale esemu ke daliko. Iale la hilokage di hoto louale keu hoto seleve. 
JHN.21.25	Isito di buka komo Iesu hoto bahata hisaliholinu. Iesu keu vaveve moagataho vaevenu. Iale dana ke bahata hisaliage di huhuige auna buka moagamoaga holisi.
ACT.1.1	Di haoka, Teovilasi. Di isiviai tota deiada mole a haivui. Di subuta Iesuu vatae lohoale ata haivei vale ke hisaliai ahoe hanavonu. 
ACT.1.2	Iesuu otogoe tioholisito Munanae Tumue vuvunemo au esemu tuelo (12) malevei abu vaveve deiada loui namigevenu. 
ACT.1.3	Au hatihatimo hovelahaito vanie ni voti (40) ke uvumo au ebika mai au esemu haivege abu kemo hilokage au hatihatimo hovelahanu. Isi vani moaga abue lohoale Dilava matamae dogae uveve deiada loui haivenu. 
ACT.1.4	Iniale vani mole abu igaetoai usege au namigevei avoe, “Lainaho Dielusalema halevai tigelive. Isito usege di subuta la namigeveale ke di Mamau bae laovei. 
ACT.1.5	Dioni ata babatisogevemale keu e unahataike ata babatisogevenu. Isito vani degomoleau uoholisege Munana Tumue vuvunena bae laemo lohoi.”
ACT.1.6	Vani mole Iesuu au esemuhi igaetoasege abu belahai avoe, “Kosive, Iselala ata noeau subuta no vata sisihalu. Isito novae vani komo ata nimoleau lohoale no vata ko sisihama. Iale ana valive no kosive holisi no tedaevege no tota no vata ko mai sisihai.” 
ACT.1.7	Ige Iesuu namigevei avoe, “Di Mamau au vuvunemo vaveve bahata hilokaevenu. Isi isiviholiale la namigevege la ke hilokaliho. 
ACT.1.8	Isito di hoto mole louge evive. Gabie Dilava Munanae Tumuna bae la vuvunetievege lana bae di hotoe dua loui Dielusalema o kove, Diudia vatae, Samalia vatae isi vata bahatae kebia haiveve.” 
ACT.1.9	Kateai louge uoholige esemuiabeau nibisege au otogoe veatisi tinu. Tigeto goeu bamuge abu elehaholilu.
ACT.1.10	Abu otogomo Iesu nibisege malaha abuitaeau ogo taete holovealeta solekavesite vavaebemo lavisi ua. 
ACT.1.11	Isi namigevei avoe, “Galili ataea, la osiohoike ehue nilahama. Iesuu ehue tige la elehale ke nahate auna bae tota dobai lohoi.”
ACT.1.12	Kateige abu Oliveta tana ke halevai hevaluvisi Dielusalemae lohoale keu haeava holioholinu. 
ACT.1.13	Kateai lohoale abu subuta o molemo uale kemo ua. Esemu keabulike koea: Bita, Dioni, Diemisi, Andulu, Bilibi, Tomasi, Batolomi, Matiu, Aloveasi mo Diemisi, Selotie ata Saimoni, isi Diemisi mole mo Diudasi. 
ACT.1.14	Keau bahata negolahaime Dilava imihama. Isege Iesu neina Meli, keate benahate isi Iesu hohuvu kebiau bahata keve Dilava imihama.
ACT.1.15	Kateimale vanila Bitau hovelahai evievi ata bahata uani handele tuenti (120) haivenu. 
ACT.1.16	Haivei avoe, “Di haokuvuia, bahata evive. Subuta mole Dilava Munanae Tumuu Deividi namihage au Diudasiu Iesu maveve deiada ke lounu. Iale hoto keu nova seleve holinu. 
ACT.1.17	Nahi hilokage keu nahehi Iesu lovi vamale ata mole. 
ACT.1.18	Isito au Iesu male ke ibina malei vata mole voianu. Vata kemoike au dobai hatige gogoveu dikolahage deve holoeau velehovolu. 
ACT.1.19	Ige Dielusalema ataeau evige Diudasiu hatinu. Ige abu matama ke abu hotomo ivihai avoe, ‘Akedama.’ Hoto ke ihuu koseanu. Tahoe matama. 
ACT.1.20	Deividiu subuta Diudasi deiada Samusi bukamo hisaliai avoe,
ACT.1.20	‘Valadave kemo atabeu bae ulivebene.’
ACT.1.20	Isi tota hisaliai avoe,
ACT.1.20	‘Malaha molena bae lovove mai lovive vai.’
ACT.1.21+ACT.1.22	Iale nahi malaha mole mage au bae Diudasi lovo mai nahehi igaetoai Iesuu hovelahale hoto ke loui ata haivei. Isito ata ke ebagevaveve keu koseanu. Ata oleu subuta Dioniu Iesu babatisohavoale ke elehai ehomai lohoale Iesuu ehue tiale ke elehai hilokale ata ke nahiabuna ebagevage auna Diudasi lovo mai nahehi ui.”
ACT.1.23	Bitau deiada kateale louge abu malaha abuita ebagevalu. Malaha mole ivilike Dioseba. Isege mole ivilike Mataiasi. Dioseba ivi moleike Basabasi. Isi ivive moleike Diasitasi. 
ACT.1.24+ACT.1.25	Ige abu guliguliai loui avoe, “Kosive, a abostolo mole Diudasiu a lovi halei hatige a ibinave ominu. Iale no nova lovove malihoike ata abuita kobia tabagevelu. No Kosive, a ata bahatae uvu hilokaevemale alike. Ialelua no haivege no malaha igae ebagevage au Diudasi lovo mai.” 
ACT.1.26	Kateaito ata abuita kebia ivi munemo hisalievei mai mihatuge ole iviu ehumo uale kena Diudasi lovo mai. Abu vaveve ke vage Mataiasi iviu ehumo ua. Ige abu ke ebagevage keu Iesu abostolo mole holinu.
ACT.2.1	Iniale vani mole Diue vahaehoe vani mole Bentikosi keu lohonu. Iale vani kemo Iesu esemuiau bahata bevuai o igaemo ua. 
ACT.2.2	Igaetoai o kemo usege lulu moleu hanunu ke nahate otogomo luluai lohoale oe uvu ke bahatamo lohoge abu evilu. 
ACT.2.3	Isi nilahai elehage keu venee vedodo ke nahate dobai lohoi igaegaeai kinaeabemo ui lotinu. 
ACT.2.4	Vaveve keu Dilava Munanae Tumuike abuemo ui vuvunetievege abu igaegaeai hoto nimoletemo hoto loui lotilu.
ACT.2.5	Vani kemo Dilava hoesehavomale Diue ata moagaeau Dielusalemae ua. Keau Dielusalema ata holioholisito vata bahatamo lohoale eboulahai Dilava hoesehavoma. 
ACT.2.6	Iale keau luluale ke evisi bibuluvisi o keve lohoaleau o kela velehovoi vikolahalu. Kosealemo keau evige Iesu esemuiau hotoeabe igaegaemo hoto loui lotilu. 
ACT.2.7	Abu ke evisi vikolahai loui avoe, “Nahi hilokage malaha keau Galili ataeabulike. Keau nahie hoto hilokaholilu. 
ACT.2.8	Iale oleve kateike abu vai nahie hoto selevemo hoto louma. 
ACT.2.9	Nahiau o igaegaeai matama nimolete kebiamo loholu. Batia, Media, Elama, Mesobotamia, Diudia, Kabadosia, Botasi, Esia vata kebiamo loholu. 
ACT.2.10	Isi Vilisia, Babilia, Egubito, Keliti, Alebia, Libia (Keu Sailini vavae) vata kebiamo loholu. Isege nahi benahateau Loma o baluga kemo loholu. Nahi degomoleau Diue ata seleve. Isege nahi degomoleau Diue ata holioholisito Diue vaveve ke vama. 
ACT.2.11	Nahiau vata nimolete kebiamo loholu. Isito nahi malaha kebia hoto evige keau nahie hoto selevemo Dilava vaveve nimolete louma.” 
ACT.2.12	Kateai tetelahai mole namigevei avoe, “Osialemoike abu vaveve kateale vama.” 
ACT.2.13	Isi kateige degomoleau helahai loui avoe, “Ba, keau e toela ilike vaime katelahalu.”
ACT.2.14	Abu kateai louge Bitau abostolo degomolehi hoto ke evilu. Ige Bitau hovelahai baita namigevei avoe, “Diue ata bahataeau Dielusalemamo uale evive. Di isiviale vaveve ko deiada loui la namigevei. 
ACT.2.15	La huhuige no e toela ilu. Isito keu hoto seleve holioholinu. Elehave. Vau aike alamonu. Iale la huhuige atabena valive vavita vavita e toela isi. Ba. 
ACT.2.16	Isito beloveta Dioelau subuta mole hisaliale keike esemu koeau aike vama. 
ACT.2.17	Dioelau hisaliale hoto keu koseanu.
ACT.2.17	‘Dilavau avoe, Dana vanie gabila di Munanae Tumu hanavoge auna dobai lohoi la bahata vuvunetievege la eseabuna ono vadeu gabie lohoveve ke loui ata namigevei.
ACT.2.17	Isege la atae doga keabuna lahoahoai.
ACT.2.17	Isege la malahae kosive keabuna tababu nimolete elegevei.
ACT.2.18	Ige Munana Tumutena dobai lohoi di esemu bahata negotievege malaha keate bahataeabuna ono vadeu gabie lohoveve hoto ke loui ata namigevei.
ACT.2.19+ACT.2.20	Ige dana vaveve nimolete otogomo hanavege vanina loasege batana tahoai.
ACT.2.19+ACT.2.20	Isege heie vata kove taho, vene isi dio balugana ui.
ACT.2.19+ACT.2.20	Keau kateisege iave keve Kosive vani balugana bae lohoi.
ACT.2.21	Vaveve katealeu velemage oleuoleu Kosive ivimo Dilava imihage auna kebia malevei.’
ACT.2.22	Iselala ataea, di hoto evive. Iesu keu Nasaleta omo lohoge Dilavau tedahoge au vuvunevemo vaveve nimolete vai vikoe vaveve nimoleta vaevenu. Iale au vadeu vale ke la elehai hilokalu. 
ACT.2.23	Isito la isiviale hamage au hatisi. Isi kateai mai atae toela ovege abu mai idie domo hamage au hatinu. Isito subuta mole Dilavau au lulelemo la vaveve ke hilokai loui avoe, Abuna katelahai. Ialeike la ke valu. 
ACT.2.24	Iesuu vatehani mai hatiale kemo Dilavau etuvage au hovelahanu. Kosealemo hatihati ke vuvuneu mage au gulimo uveve keu anekianu. 
ACT.2.25	Deividiu subuta Samusi bukamo Iesu vaveve koseale hisalianu. Avoe,
ACT.2.25	‘Di hilokage Kosiveu vani bahata daiti uma.
ACT.2.25	Keu di vavamo umalemo vaveve isutena daemo lohoge di bae kemo dobalivebene.
ACT.2.26	Ialemo di uvuu vahaeho balugage di Dilava hoesehavoveve hoto louma.
ACT.2.26	Di hilokage dana hatige auna tota di etuvai.
ACT.2.27	Iale di hatige au bae di munana halege au bae odavae ulivebene.
ACT.2.27	Isi au bae au esemu tumute ke halege au bae gulimo ui sakavalivebene.
ACT.2.28	Au ukolikolie humaha di haivui vani bahata daiti uge di kemo vahaeho baluganu.’
ACT.2.29	Di haokuvuia, di isiviale nahie buluve Deividi ke deiada louge avuemo lulelelahave. Keu subuta mole hatige abu mai abavulu. Iale vutave keu nova avulike ua. 
ACT.2.30	Deividi keu Dilava beloveta holisi hilokage Dilavana au ono vade louale ke vai. Au Deividi namihai avoe,
ACT.2.30	‘Dana aemo a valada mole mage auna kosive holisi telonamo ugulamoi.’
ACT.2.31	Ige Deividiu ke evisi Dilavau gabie vaveve hilokai Kelisou hovelahaveve kemo loui avoe,
ACT.2.31	‘Au hatige Dilavau bae munanave halege au bae odavae ulivebene.
ACT.2.31	Isi gulimo halege au bae ui sakavalivebene.’
ACT.2.32	Hoto kateale loualemo Dilavau etuvage hovelahage no ke elehalu. 
ACT.2.33	Dilavau Iesu ebagamai au ada inuteve mamoi au louale ke nahate au Munana Tumute omige au Munanae Tumu noevege no vuvunevemo hoto ke louge la evilu. 
ACT.2.34	Deividiu Iesuu vale ke nahate vai ehue tioholinu. Isito keu subuta loui avoe,
ACT.2.34	‘Dilavau di Kosiveho loui avoe, Di ada inuteve ugulamonela.
ACT.2.35	Isege di a aiohavomale kebia malevei a veloe heimo otovege Kosiveabe holinela.’
ACT.2.36	Iselala ata bahataea, hoto ko evive. La Iesu mai idie domo hamale keike Dilavau etuvage hovelahai Kosive holisi a tedaeveve ata Keliso holinu.”
ACT.2.37	Bitau hoto kateale louge abu ke evisi huhube nimole valu. Isi kateai Bitata abostolo degomoleta namigevei avoe, “No haokuvuia, noeabuna vadeu vai.” 
ACT.2.38	Ige Bitau namigevei avoe, “La bahata la vaveve toela vamale ke halevave. Isime Iesu Keliso ivimo babatisoage Dilavana la vaveve toela ke ulihai au Munanae Tumu laovei. 
ACT.2.39	Dilavau isiviale au Munanae Tumu laovei la ese ovei olemeau haeavamole ui Dilava hoto eviale kebiata ovei.” 
ACT.2.40	Bitau hoto ke loui hoto degomoleta loui namigevei avoe, “Nova vata komo ataeau vaveve toela vage Dilavana ibinaeabe ovei. Iale kemo hoidevege Dilavana la malevei.” 
ACT.2.41	Kateai louge vani kemo ata moagaeau deiada ke evisi abu uvu mai avuemo mavoi babatisolahalu. Ata bahata tili taoseni (3,000) keau babatisolahai Iesu esemuhi igaetolahalu. 
ACT.2.42	Isi vani bahata abuhi igaetolahai abostoloeau louale ke evisi negolahai guligulilahai aleto isi Dilava hoesehavolu.
ACT.2.43	Abostolo ata keau vikoe vaveve isi vaveve nimolete vaevege ataeau ke elehai vikolahalu. 
ACT.2.44	Ata oleuoleu abu uvu mai Iesu omiale keau igaetoai lohoi Dilava hoesehavoi abu kunai bahata tasalievei mole ovelu. 
ACT.2.45	Isi abu vata abu kunai voievei moniabe malei kemo kunaiholimale kebia ovema. 
ACT.2.46	Abuna vani bahata abu dubu balugae tiliege igaetolahaime guligulilahagei. Isime oe tiliege igaetolahaime lovi isi vahaeholahai mole tedaevegei. 
ACT.2.47	Keau katelahai Dilava hoesehavoge ata degomoleau ke elehai vahaehoabe vai Kosive hoto evige au kebia malevege abu Iesu esemuhi igaetoalu.
ACT.3.1	Gutu mole tili (3) okolokimo Bitau Dioniti Diue dubu balugae guliguliho tilu. 
ACT.3.2	Tiliale keau dubu balugae velehovoi ata mole velo golote elehage au abu dubue udaha mole ivihai avoe Udahae Dua kemo ugulamoi uma. Malaha ke neinaveu mamoge velove keau golohovoalelua ataeabuna ke ebavoi loholiege udaha kemo mavoge olemeau dubu kemo tai lohomale kebiamo auna moniho imigevegei. 
ACT.3.3	Iniale Bitau Dioniti dubu ke uvue tisege malaha keu moniho imigevenu. 
ACT.3.4	Ige abu ke nibitumuage Bitau avuho loui avoe, “No niavenela.” 
ACT.3.5	Ige au niavei huhuai avoe, “Mesoho koeabuna monibe daovai.” 
ACT.3.6	Ige Bitau avuho loui avoe, “Dau monioholinu. Isito dana di mai lohoale ko mai aoi. Nasaleta malaha Iesu Keliso ke ivimo di a namihama. Hovelahai laminela.” 
ACT.3.7	Kateaito adave inutela holisi ebagemage solekavesite malaha ke veloeau negolahalu. 
ACT.3.8	Ige au hovelahai vitoi lamisi oanu. Isi abuhi iaeabela vitovitoai dubue Dilava hoesehavoliho tilu. 
ACT.3.9	Malaha keu kateai Dilava hoesehavoi tige ata bahata keau ke elehalu. 
ACT.3.10	Ke elehai hilokage malaha neheu dubue udahamo ugulamoi moniho ata imigevemale keike. Ke elehai ono vadeu avuemo velemale kemo vikolahai tetelahalu.
ACT.3.11	Malaha nehe keu Bitata Dionita vudievei vahaehoabe vasege ata bahataeau igaetoai bibuluvisi tiale dubu ke hedaka abu ivihai avoe Solomoni keve malaha ke elehaho tilu. Keau malaha nehe ke elehai vikolahai tetelahalu. 
