MAT.1.1	Je² libro xi³ cho⁴ta⁴jchi¹nca³-le⁴ Jesucristo, ˀnti¹-le⁴ David, cˀoa⁴ ˀnti¹-le⁴ Abraham.
ACT.24.24	Cˀia⁴ nca³ je³ja³ˀa³to³ jo³ tjin¹ ni⁴čhjin³, ja³ˀai³ Félix cao⁴ Drusila chjon⁴²-le⁴ xi³ cho⁴ta⁴ judía ni¹. Qui³nchja⁴-le⁴ Pablo, cˀoa⁴ qui³nčhˀoe¹-le⁴ xi³ cjoa⁴qui²xi⁴ jo³-sˀin² ma³cjain¹-na¹ xi³ tˀa³tsˀe⁴ Jesucristo. 
ACT.24.25	Pablo tsa³cja¹cao⁴ jo³-sˀin² sˀe³ne²-na¹ nca³ sˀian⁴² xi³ cjoa⁴qui²xi⁴, nca³ cˀoe¹chjoa²-le⁴² yao³-na¹ xi³ tˀa³tsˀe⁴ cjoa⁴chi⁴con¹. Cˀoa⁴ tsa³cja¹cao⁴ jo³-sˀin² sˀa⁴ cjoa⁴ˀai¹ ni⁴čhjin³ xi³ sˀe⁴nta³jin³ cjoa⁴. To⁴qui³tsa³cjon¹ Félix, cˀoi⁴qui³tso²: Ntˀai⁴-vi⁴ntai⁴ tˀin-ni¹³. Cˀia⁴ nca³ coan⁴ˀa³-na³, coi³nchja²-le²³. 
ACT.24.26	Félix qui³sco³ya²-le⁴ nca³ Pablo taon⁴ tsjoa¹ntjai² yao³-le⁴, jme¹-ni³ nca³ si⁴²cˀe¹jna³ntai¹-si¹ni³. Coi³ nca³ ncjin² cˀa³ qui³nchja⁴-le⁴, nca³ tsa³cja¹cao⁴ nca³ je². 
ACT.24.27	Cˀia⁴ nca³ coan³jao²-ni³ no¹, tsˀa³ntjai²ya³ Félix. Je² qui³sa³sen³ xa¹ Porcio Festo. Coan³me³-le⁴ Félix nca³ si⁴²ntˀe¹tˀa³-le⁴ je² cho⁴ta⁴ judío. Cˀoa⁴-sˀin² qui³si³cˀe¹jna³ cjoa⁴ñˀain³ Pablo.
ACT.25.1	Je² cho⁴ta⁴xa¹ cho⁴tse⁴ Festo ja³ˀa³sˀen³ ya⁴ˀnte³-le⁴. Xi³ coan³jan²-ni³ ni⁴čhjin³, qui³mi³-ni³ Cesarea, ji³cho² ya⁴ Jerusalén. Jerusalén. 
ACT.25.2	Ya⁴ ja³ˀai³con²-le⁴ je² cho⁴ta⁴ti¹tjon²-le⁴ na⁴ˀmi², cao⁴ cho⁴ta⁴ti¹tjon²-le⁴ cho⁴ta⁴ judío xi³ qui³tso²ya³-le⁴ cjoa⁴co²ntran⁴ tˀa³tsˀe⁴ Pablo. Cˀoa⁴-sˀin² tsa³cˀe¹tsˀoa³-le⁴: 
ACT.25.3	Qui³si³je¹-le⁴ cjoa⁴nta³ nca³ ca²ta³nčhoa¹cao⁴ Pablo ya⁴ Jerusalén. Je² cho⁴ta⁴-ve⁴ coa⁴tio⁴chjoa²-le⁴ jme¹-ni³ nca³ si⁴²cˀen³che¹-si¹ni³ ya⁴³ ntia⁴². 
ACT.25.4	To⁴nca³ je² Festo cˀoa⁴-sˀin² qui³nchja⁴ nca³ je² Pablo ya⁴ ca²ta³vˀe²jna³tjao² ya⁴ Cesarea. Je² soa³ ya⁴ coai⁴ nti⁴ton⁴. 
ACT.25.5	Cˀoa⁴qui³tso²-le⁴: To⁴ˀya³-ni³ xi³ jon²-vi⁴ xi³ tjin¹-no³ xa¹, ta³nquin¹jen³cao⁴-nao¹³, tsa² cjoa⁴qui²xi⁴ nca³ je¹ qui³tjen⁴-le⁴ Pablo, cˀoa⁴ ya⁴ tja³nquio³ nca³ je². 
ACT.25.6	To⁴jin³-la⁴ to⁴te³-la⁴ ni⁴čhjin³ coan³tse³ya²-le⁴ Festo nca³ ya⁴ tsa³cˀe²jna³cao⁴. Cˀia⁴ qui³jen³ ya⁴ Cesarea. Xi³ coan³nchaon³-ni³ ji³cho²cˀe²jna³ne² ya¹xi²le⁴-le⁴. Cˀia⁴ qui³nchja⁴-le⁴ Pablo nca³ ca²ta³nčhoa³cao⁴. 
ACT.25.7	Cˀia⁴ nca³ ja³ˀai³cao⁴, jo³ coan³ma³jtin¹ntai³-le⁴ cho⁴ta⁴ judío xi³ ja³ˀai³-ni³ ya⁴ Jerusalén. A³li² cˀoa⁴cji³ cjoa⁴ xi³ tsa³ca¹nqui³ Pablo, cjoa⁴ xi³ li²coi³ coan³-le⁴ qui³si³qui²xi⁴ya³tˀain³. 
ACT.25.8	Cˀia⁴ qui³nchja⁴ntjai² yao³-le⁴ je² Pablo: Ni⁴jme³-jin² je¹ xi³ tsa³jnquia³, ni⁴co²ntran⁴ tsˀe⁴ cjoa⁴te¹xo³ma³ xi³ tsˀe⁴ cho⁴ta⁴ judío-jin², ni⁴co²ntran⁴ tsˀe⁴ yo⁴nco⁴-jin², ni⁴co²ntran⁴ tsˀe⁴ César-jin². 
ACT.25.9	To⁴nca³ Festo coan³me³-le⁴ nca³ si⁴²ntˀe¹tˀa³-le⁴ je² cho⁴ta⁴ judío, tsa³cja¹cao⁴ Pablo, cˀoi⁴qui³tso²: A³ me³-li² nca³ cˀoin¹mi³ ya⁴ Jerusalén, cˀoa⁴ ya⁴ cˀoe¹nta³jin³-li² nca³yi³-je³ cjoa⁴-vi⁴ nqui³xcoan³ nca³ an³. 
ACT.25.10	Cˀia⁴ Pablo qui³tso²: I⁴ ti²jna⁴tˀa³-le⁴ cjoa⁴te¹xo³ma³-le⁴ César, jña³ nca³ ma³chjen¹ nca³ sˀe³nta³jin³-na³, ni⁴jme³-jin² cjoa⁴taon³ xi³ qui³sˀin³-le⁴ je² cho⁴ta⁴ judío, jo³-sˀin² nca³ cjai¹nca³ nta³ ˀyai³ nca³ ji³. 
ACT.25.11	Tsa² tjin¹-na³ je¹, cˀoa⁴ tsa² jme³ cjoa⁴ xi³ va³quin²-le⁴ nca³ coi⁴ya¹ntje²³, li²coi³ cˀoe³tsˀoa³ntje²³ cjoa⁴vi³ya³-na⁴. To⁴nca³ tsa² tsi² tsa² jme³ cjoa⁴ xi³ tjin¹-ni³, jme³ xi³ va¹nqui³-ni³na³ je² cho⁴ta⁴-vi⁴, ni⁴ˀya³-jin² xi³ ti⁴xˀa⁴ˀnte³-le⁴ nca³ ya⁴ sca⁴ni²-na³ cao⁴ je² cho⁴ta⁴-vi⁴. Si³je¹-nia¹³ nca³nˀion¹-na⁴ tˀa³tsˀe⁴ César. 
ACT.25.12	Cˀia⁴ Festo tsa³cja¹cao⁴ cho⁴ta⁴ junta-le⁴, cˀoi⁴qui³tso²: A³ je² César qui³ni²je¹-lai⁴ nca³nˀion¹. Ya⁴ cˀoin¹chon³-lai⁴ˀni³.
ACT.25.13	Cˀia⁴ nca³ je³ja³ˀa³to³ jo³ tjin¹ ni⁴čhjin³, je² cho⁴ta⁴ti¹-tjon² Agripa cao⁴ Berenice ja³ˀai³ ya⁴ Cesarea, ja³ˀai³ si¹xa³tˀa³ je² Festo. 
ACT.25.14	Cˀoa⁴ ncjin² ni⁴čhjin³ ya⁴ tsa³ca³tio². Je² Festo tsa³cˀe¹-le⁴ na⁴jmi¹ cho⁴ta⁴ti¹tjon² je² cjoa⁴-le⁴ Pablo, cˀoi⁴qui³tso²: Je² Festo qui³si³cˀe¹jna³ preso jnco³ cho⁴ta⁴. 
ACT.25.15	Cˀia⁴ nca³ quia³ ya⁴ Jerusalén, je² cho⁴ta⁴ti¹tjon²-le⁴ na⁴ˀmi³, cao⁴ je² cho⁴ta⁴jchi¹nca³-le⁴ cho⁴ta⁴ judío qui³tso²ya³-na³ cjoa⁴co²ntran⁴ xi³ tˀa³tsˀe⁴ Pablo. Qui³si³je¹ jnco³ cjoa⁴ñˀain³ xi³ tˀa³tsˀe⁴ cho⁴ta⁴-ve⁴. 
ACT.25.16	Cˀoa⁴qui³xin³-le⁴ an³, nca³ tsi² tsa³ cˀoa⁴-sˀin² ve³ cho⁴ta⁴ romano nca³ to⁴xquia⁴ ni²cˀen³-le⁴ cho⁴ta⁴. Je²-cjoa²la² xi³ va¹nqui³, ca²ta³vi³ncha³va³sen³ cao⁴ je² xi³ fa³nqui³, jme¹-ni³ cˀoa⁴-sˀin² tjo¹ˀnte³-si¹ni³le⁴ nca³ coi⁴nchja⁴ntjai² yao³-le⁴ xi³ tˀa³tsˀe⁴ cjoa⁴ xi³ cji³ma³tˀain³. 
ACT.25.17	Cˀoa⁴-sˀin² li²coi³ qui³si³tse³ya²³ nca³ an³, cˀia⁴ nca³ ja³ˀai³tsˀi³ i⁴-vi⁴. Xi³ coan³nchaon³-ni³ nca³ ti²jna⁴ ya⁴ ntˀia³va³sen³ tsa³ca³te³xo³ma³ nca³ ca²ta³fa³ˀai³cao⁴ cho⁴ta⁴-ve⁴. 
ACT.25.18	Cˀia⁴ nca³ ncha³va³sen³ je² xi³ va¹nqui³, ni⁴jme³-jin² cjoa⁴ xi³ qui³si³cˀa³tsen³ jo³-sˀin² nca³ co³ya³-le⁴ tsa²cai³. 
ACT.25.19	To⁴coi³ qui³co²ntran⁴-ni³le⁴ je² cjoa⁴ xi³ tˀa³tsˀe⁴ jo³-sˀin² nca³ ve³xcon¹ Ni³na¹, cˀoa⁴ xi³ tˀa³tsˀe⁴ jnco³ xi³ Jesús tsa³cˀin² xi³ je³cˀen³. Je² Pablo-ve⁴ cˀoa⁴-sˀin² qui³tso² nca³ ti¹jna³con³. 
ACT.25.20	Cˀoa⁴ an³-ˀni³ to⁴jao² tjin¹-na³ je² cjoa⁴-vi⁴. Cˀoa⁴qui³xin³-le⁴ Pablo tsa² me³-le⁴ nca³ coai⁴ ya⁴ Jerusalén, cˀoa⁴ ya⁴ sˀe⁴nta³jin³-le⁴ nca³yi³je³ cjoa⁴ xo⁴tjin¹-vi⁴. 
ACT.25.21	To⁴nca³ Pablo qui³si³je¹ nca³ si⁴cˀe¹jna³tjao²-le⁴ sa³ˀnta³ je² Augusto cjoi⁴nčhˀoe¹-le⁴. Cˀia⁴ tsa³ca³te³xo³ma³ nca³ ca²ta³ni²cˀe¹jna³tjao² jo³ sa³ˀnta³ nca³ sca³ni³-le⁴ je² César. 
ACT.25.22	Cˀia⁴ Agripa cˀoi⁴qui³tso²-le⁴ Festo: Cˀoa⁴-ti⁴ me³-na³ nca³ cjoi³nčhˀoe³-le⁴ je² cho⁴ta⁴. Festo qui³tso²-le⁴: Nchaon³-li⁴ coi⁴noiˀya²-lai⁴.
ACT.25.23	Xi³ coan³nchaon³-ni³ ja³ˀai³ Agripa cao⁴ Berenice. A³li² to⁴jo³ xi³ coan³ nca³ ja³ˀai³. Ja³ˀa³sˀen³ ya⁴ ntˀia³va³sen³, cao⁴ je² xi³ nca³jco⁴-le⁴ so³nta²do⁴, cao⁴ cho⁴ta⁴ti¹tjon²-le⁴ ya⁴ na⁴xi⁴na³nta¹-ve⁴. Festo tsa³ca³te¹xo³ma³ nca³ qui³chja³ˀa²-le⁴ Pablo. 
ACT.25.24	Cˀia⁴ Festo cˀoi⁴qui³tso²: Ji³ ni¹³ cho⁴ta⁴ti¹tjon² Agripa, cao⁴ nca³tsˀio³ xi³ xˀion⁴³ xi³ i⁴ ti³yo³cao⁴-na³jin⁴, cho¹tsen³-lao⁴³ je² cho⁴ta⁴-vi⁴. Je²-vi⁴ xi³ nca³tsˀi³ cho⁴ta⁴ judío tsa³cˀe¹tsˀoa³-na³ co²ntran⁴ xi³ tˀa³tsˀe⁴ ya⁴ Jerusalén cao⁴ i⁴-vi⁴. Cˀoa⁴-sˀin² qui³squi³ˀntia¹ nca³ tsi² tsa² va³quin²-le⁴ nca³ cˀoe¹jna³con³-sa³. 
ACT.25.25	To⁴nca³ an³-vi⁴ˀni³ cˀoa⁴-sˀin² tsa³ˀve³ nca³ ni⁴jme³-jin² je¹ xi³ qui³tjen⁴-le⁴, xi³ va³quin²-le⁴ nca³ coi⁴ya²ntjai². Cˀoa⁴ je² soa³ cˀoa⁴-sˀin² qui³si³je¹ tˀa³tsˀe⁴ Augusto nca³nˀion¹-le⁴. Qui³sco³son²-ni³le⁴ nca³ an³ nca³ to⁴sa³ ya⁴ sca³ni³nčhˀoe²³. 
ACT.25.26	To⁴nca³ ni⁴jme³-jin² cjoa⁴qui²xi⁴ xi³ coan³sjai³-na³ xi³ squi³-ni³le⁴ je² César xi³ tˀa³tsˀe⁴. Coi³ xa¹-ni³ nca³ ca²vˀa³sje³-no³ nca³ jon² je² Pablo. Ña³qui³ ji³ ni¹³ xi³ ca²vˀa³sje³-le²³, cho⁴ta⁴ti¹tjon² Agripa. Cˀoa⁴-sˀin² sˀe⁴-na³ cjoa⁴qui²xi⁴ xi³ squi³ni³-le⁴ César, cˀia⁴ nca³ je³qui³cho²na³nqui³-le⁴² Pablo. 
ACT.25.27	Cˀoa⁴²ma³-na³ nca³ li²coi³ nta³ tjin¹ tsa² sca³nia³ jnco³ preso, tsa² tsi² jo³ xian³ jme³ cjoa⁴ xi³ tjin¹ co²ntran⁴-le⁴ nca³ je².
ACT.26.1	Cˀia⁴ je² Agripa cˀoi⁴qui³tso²-le⁴ Pablo: Vˀai²ˀnte³-li² nca³ coi⁴no²cjoa⁴ntjai²³ yao³-li⁴. Cˀia⁴ Pablo qui³sco²mi³ ntsja³ tsa³cˀe¹tsˀia⁴ nca³ qui³nchja⁴ntjai² yao³-le⁴:
ACT.26.2	Ji³ cho⁴ta⁴ti¹tjon² Agripa jo³ to⁴ma³tsjoa³-na³ nca³ ntˀai⁴-vi⁴ coi³nchja²ntje²³ yao³-na⁴ nqui³xcoin³, xi³ tˀa³tsˀe⁴ je² nca³yi³je³ cjoa⁴ xi³ va¹nqui³-ni³na³ cho⁴ta⁴ judío. 
ACT.26.3	Nca⁴ ji³ xi³ nqui²sa⁴ nta³ ˀyai³ nca³yi³je³ jo³-sˀin² ve³-ni³ cho⁴ta⁴ judío, cˀoa⁴ nca³yi³je³ cjoa⁴ xi³ fao¹ya³-ni³. Cˀoa⁴-sˀin² tˀian⁴-nai¹³ cjoa⁴nta³ nca³ ti⁴no¹ˀya²-nai¹³ nca³ sin³ nca³ nta³. 
ACT.26.4	Nca³tsˀi³ cho⁴ta⁴ judío tjin¹jin³-le⁴ jo³-sˀin² qui³coa⁴ yao³-na⁴ sa³ˀnta³ nca³ xtia³, jo³-sˀin² sa³ˀnta³ nca³ ti¹tjon² tsa³ca²te⁴jna³ jin³-le⁴ na⁴xi⁴na³nta¹-na⁴ ya⁴ Jerusalén. 
ACT.26.5	Tsa² me³-le⁴ nca³ tsjoa¹ en¹-le⁴ je² cho⁴ta⁴ judío coa²tse³ ve³-na³, nca³ an³ qui³coa⁴ yao³-na⁴ sa³ˀnta³ ti¹tjon² jo³-sˀin² ve³-ni³ je² cho⁴ta⁴ fariseo, je² xi³ nqui²sa⁴ vˀe¹ne²-le⁴ yao³-le⁴ nca³ ve³xcon¹ Ni³na¹. 
ACT.26.6	Ntˀai⁴-vi⁴ i⁴ ti²jna⁴tˀa³-le⁴ cjoa⁴te¹xo³ma³ xi³ tˀa³tsˀe⁴ je² cjoa⁴nta³ xi³ ti²co³ya³-le⁴, xi³ Ni³na¹ qui³tsjoa³-le⁴ tsˀoa³ je² nˀai³jcha¹cjin³-na¹. 
ACT.26.7	Coi³ cjoa⁴nta³ xi³ tjio¹co³ya³-le⁴ xi³ te³jao² jco⁴ya³ ntje⁴-le⁴ nˀai⁴jcha¹cjin³-na¹. Cˀoa⁴-sˀin² tjio¹si¹xa¹-le⁴ Ni³na¹ nca³ntsjai² nca³ ni⁴čhjin³ nca³ ni⁴tjen⁴, nca³ tjio¹co³ya³-le⁴ nca³ sˀe⁴-le⁴ je² cjoa⁴nta³-ve⁴. Cˀoa⁴xin³-le²³ ji³ cho⁴ta⁴ti¹tjon² Agripa nca³ to⁴tˀa³tsˀe⁴ je² cjoa⁴nta³ xi³ ti²co³ya³-le⁴, to⁴coi³² cjoa⁴ tjio¹va¹nqui³-ni³na³ cho⁴ta⁴ judío. 
ACT.26.8	Cˀoa⁴ jon², a¹-ni³ nca³ tsi² ma³cjain¹-si¹ni³no³ nca³ Ni³na¹ si¹cja³ˀa¹ya³-ni³le⁴ cˀen³.
ACT.26.9	Cˀoa⁴ cjoa⁴qui²xi⁴ ni¹ nca³ an³ cˀoa⁴-sˀin² qui³si³cja³ˀai³tsjen³ nca³ coan³chjen¹-na³ nca³ cˀoa⁴qui³sˀian³ ncjin² cjoa⁴ co²ntran⁴-le⁴ jan³ˀain¹-le⁴ Jesús xi³ Nazaret tsˀe⁴. 
ACT.26.10	Cˀoa⁴qui³sˀian³ ya⁴ Jerusalén. A³li² to⁴cˀoa⁴cji³ cho⁴ta⁴-le⁴ Cristo qui³sca³nia³ ya⁴³ nto⁴ya¹. Cˀoa⁴-sˀin² qui³tsjoa³ˀnte²-na³ je² cho⁴ta⁴ti¹tjon²-le⁴ na⁴ˀmi³. Cˀia⁴ nca³ qui³ni²cˀen³, cˀoa⁴-sˀin² qui³tsjoa³ en¹-na⁴ co²ntran⁴-le⁴ nca³ je². 
ACT.26.11	Cjai¹nca³ to⁴ncjin² cˀa³ tsa³ca¹-le⁴ nca³qui³jnta² ja⁴ya³ ntˀia³ sinagoga, sa³ˀnta³ cjoa⁴nˀion¹ qui³sˀin³-le⁴ nca³ nchja⁴ˀaon³-le⁴ Ni³na¹. A³li² to⁴cˀoa⁴cji³ jti³ coan³-na³ xi³ co²ntran⁴ tsˀe⁴. Ña³qui³ cˀoa⁴-sˀin² qui³ co²ntran⁴-le⁴ nta³ tsa² sa³ˀnta³ jña³ nca³ xin² na⁴xi⁴na³nta¹.
ACT.26.12	Cˀia⁴ nca³ cˀoa⁴-sˀin² qui³tjen⁴nqui³ co²ntran⁴-le⁴, quia³ ya⁴ Damasco. Yˀa³ orden jña³ nca³ tsa³cˀe¹ne²-na³ je² cho⁴ta⁴ti¹tjon²-le⁴ na⁴ˀmi³. 
ACT.26.13	Ji³-lai²³ cho⁴ta⁴ti¹tjon², cˀia⁴ nca³ nchi³sen³, tsa³ˀve³ ya⁴³ ntia⁴² jnco³ lˀi¹ xi³ ncˀa³jmi³ ji³nčhoa³-ni³ xi³ nqui²sa⁴ to⁴fa³te³ ma³tsen³ cao⁴-ni³ tsa² tsˀoi¹. Ña³qui³ coan³ˀi³sen³ntai³-na³ cao⁴ je² xi³ tjen⁴coa⁴. 
ACT.26.14	Qui³tsao³tsa³cjan¹-ni³jin⁴ nca³tsˀi³-jin⁴. Qui³nčhˀoe³-le⁴ jnco³ xi³ qui³nchja⁴-na³ nca³ en¹ hebrea: Saulo, Saulo, a¹-ni³ nca³ an³ ˀmi³tjen⁴nqui³ co²ntran⁴-si¹ni³nai¹³. To⁴si⁴qui²ˀoain³ yao³-li⁴, tsa² coi⁴njon¹-lai⁴ ya¹ xi³ yao³xcon¹ cji³. 
ACT.26.15	Cˀia⁴ cˀoa⁴qui³xin³-le⁴: ˀya¹ ni¹³ ji³, Señor. Cˀoa⁴ je² Nai³-na¹ qui³tso²: An³-nia¹³ Jesús xi³ ti³ˀmi³tjen⁴nqui³ co²ntran⁴-nai¹³. 
ACT.26.16	To⁴nca³ ti⁴so¹tjain⁴, ti⁴sen⁴ntoi³. To⁴coi³ xa¹-ni³ nca³ an³ ti²si³cˀa³tsen³-le²³ yao³-na⁴, nca³ tsjoa³-le²³ xa¹ nca³ ji³ si⁴xa¹-nai¹³, cˀoa⁴ testigo-na⁴ coain⁴ xi³ tˀa³tsˀe⁴ je² cjoa⁴ xi³ ca²ˀyai³, cˀoa⁴-ti⁴ testigo-na⁴ coain⁴ xi³ tˀa³tsˀe⁴ je² cjoa⁴ xi³ sˀa⁴ si³cˀa³tsen³-le²³ yao³-na⁴. 
ACT.26.17	Cˀoa⁴-sˀin² cˀoa³sje³ntjai²-le²³ xi³ tˀa³tsˀe⁴ cho⁴ta⁴ na⁴xi⁴na³nta¹, cˀoa⁴ xi³ tˀa³tsˀe⁴ cho⁴ta⁴ xi³ li² judío-jin², je² xi³ sca³ni³jin³-le²³ ntˀai⁴-vi⁴, 
ACT.26.18	jme¹-ni³ nca³ cˀoa⁴-sˀin² cho¹ˀai²nqui³-si¹ni³ xcon⁴. Ca²ta³vi³tjo³-ni³ cjoa⁴njion²-le⁴, ca²ta³ma³ˀi³sen³-le⁴, ca²ta³vi³ncha³xin²-le⁴ je² nca³nˀion¹-le⁴ Satanás, ca²ta³nčhoa¹tˀa³-le⁴ Ni³na¹, jme¹-ni³ nca³ cˀoa⁴-sˀin² cha⁴tˀa³-si¹ni³le⁴ je¹-le⁴, cˀoa⁴ sˀe⁴cjoa⁴tjao²-si¹ni³le⁴ ja⁴jin³-le⁴ je² xi³ je³coan³tsje³ nca³ ma³cjain¹-le⁴ xi³ tˀa³tsˀe⁴. 
ACT.26.19	Coi³ cjoa⁴, ji³ cho⁴ta⁴ti¹tjon² Agripa, li²coi³ qui³si³ta²ja³-le⁴ yao³-na⁴ je² xi³ tsa³ˀve³, xi³ ncˀa¹ ja³ˀai³-ni³na³. 
ACT.26.20	To⁴sa³ nca³ ti¹tjon² qui³nchja²ya³jin³-le⁴ je² xi³ tjio¹ ya⁴ Damasco, cˀia⁴ je² xi³ tjio¹ ya⁴ Jerusalén, cˀoa⁴ nca³qui³jnta² na³nqui³ Judea, cao⁴ nca³tsˀi³ cho⁴ta⁴ xi³ li² judío-jin², nca³ ca²ta³si¹cˀa³ntjai²ya³ cjoa⁴fa³ˀai³tsjen³-le⁴, ca²ta³nčhoa¹tˀa³-le⁴ Ni³na¹. Cˀoa⁴ ca²ta³sˀin¹ je² xi³ cjoa⁴nta³ ˀmi²-le⁴², xi³ va³quin²-le⁴ je² xi³ je³qui³si³cˀa³ntjai²ya³ cjoa⁴fa³ˀai³tsjen³-le⁴. 
ACT.26.21	To⁴tˀa³tsˀe⁴ je² cjoa⁴ xo⁴tjin¹-vi⁴ je² cho⁴ta⁴ judío qui³tsoa³-na³ ya⁴³ yo⁴nco⁴. Coan³me³-le⁴ nca³ si⁴²cˀen³-na³. 
ACT.26.22	To⁴nca³ Ni³na¹ tsa³ca³sen¹cao⁴-na³. To⁴jo³ cˀoa⁴ti²sˀian³ sa³ˀnta³ ntˀai⁴-vi⁴. Cˀoa⁴-sˀin² ti²tsjoa³-le⁴ en¹-na⁴, nta³ tsa³ cho⁴ta⁴ xi³ tjen⁴nqui³, nta³ tsa² cho⁴ta⁴ti¹tjon². A³li²jme³-sa³ xi³ cja⁴ˀai¹ xi³ xian³, to⁴je² nca³yi³je³ cjoa⁴ xi³ je² cho⁴ta⁴ xi³ qui³nchja⁴ya³ tˀa³tsˀe⁴ Ni³na¹ cao⁴ Moisés cˀoa⁴qui³tso² nca³ cˀoa⁴coan⁴. 
ACT.26.23	Je² cˀoa⁴qui³tso² nca³ je² Cristo cjoa⁴ˀa³ cjoa⁴ñˀain³, cˀoa⁴ nca³ je² ti¹tjon² cjoa⁴ˀa¹ya³jin³-ni³le⁴ cˀen³. Cˀoa⁴-sˀin² coa⁴co²-le⁴ cjoa⁴ˀi³sen³ cho⁴ta⁴ na⁴xi⁴na³nta¹ cao⁴ cho⁴ta⁴ xi³ li² judío-jin². 
ACT.26.24	Cˀia⁴ nca³ Pablo cˀoa⁴-sˀin² qui³nchja⁴ntjai² yao³-le⁴, je² Festo nˀion¹ qui³nchja⁴: Sca¹-la⁴li² Pablo, to⁴coi³-la⁴ cjoa⁴chji⁴ne⁴-li⁴ si¹sca¹ya³-ni³li². 
ACT.26.25	To⁴nca³ Pablo qui³tso²: A³li² sca¹-jin²na³, ji³-lai²³ Festo, xi³ cˀoa⁴-sˀin² to⁴ncˀa³ ti³jnai³. Ña³qui³ en¹qui²xi⁴ xi³ nchja²³, cˀoa⁴ nta³ tjin¹coan³. 
ACT.26.26	Je² cho⁴ta⁴ti¹tjon² ve³ nca³yi³je³ cjoa⁴-vi⁴. Cˀoa⁴-ti⁴ ma³nˀion¹coan³ nca³ fa²coa⁴ nca³ je². Li²coi³ si³cja³ˀai³tsjen³ nca³ tji¹ˀma³-le⁴ nca³yi³je³ je²-vi⁴, nca³ tsi² tsa² to⁴jña³-jin² ˀncho²ño³ cˀoa⁴coan³. 
ACT.26.27	A³ ma³cjain¹-li² cho⁴ta⁴ti¹tjon² Agripa, tˀa³tsˀe⁴ je² xi³ qui³tso² je² cho⁴ta⁴ xi³ qui³nchja⁴ya³ tˀa³tsˀe⁴ Ni³na¹. ˀve³-nia¹³ nca³ ma³cjain¹-li². 
ACT.26.28	Cˀia⁴ Agripa cˀoa⁴qui³tso²-le⁴ Pablo: Ji³ to⁴choa³tse³-ni¹ ni²ˀi³nta³jin³-nai¹³ nca³ cho⁴ta⁴-le⁴ Cristo coan⁴. 
ACT.26.29	Cˀia⁴ qui³nchja⁴ Pablo: Jo¹ to⁴nta³ tsa² to⁴jo³-sˀin²ni³ tsjoa¹-no³ Ni³na¹ nca³ to⁴choa³tse³-ni¹ a³xo⁴ nˀion¹ tse³ cˀoa⁴ca²ta³mao³ jo³-ni³ an³. A³li² to⁴ji³-jin², cˀoa⁴ nca³tsˀi³ nio¹³ xi³ i⁴ ti³no²ˀya²-nao¹³vi⁴ ntˀai⁴-vi⁴. To⁴je² xi³ ti¹tˀa³nˀion¹-na³ xi³ mai³. 
ACT.26.30	Cˀia⁴ nca³ je³cˀoa⁴qui³tso² nca³yi³je³ en¹-vi⁴, tsa³qui³so¹tjen⁴ je² cho⁴ta⁴ti¹tjon² cao⁴ je² gobernador cao⁴ Berenice cao⁴ je² nca³tsˀi³ xi³ ya⁴ tsa³ca³tio²cao⁴. 
ACT.26.31	Tsa³cjao¹tˀa³xin², cˀoi⁴qui³tso²-le⁴ xi¹ncjin¹: Ni⁴to⁴jme³-jin² cjoa⁴ xi³ sˀin¹ je² cho⁴ta⁴-vi⁴ xi³ va³quin²-le⁴ nca³ coi⁴ya¹ntjai², ni⁴nto⁴ya¹-jin². 
ACT.26.32	Je² Agripa cˀoi⁴qui³tso²-le⁴ Festo: Coan⁴-ni¹ tsa²cai³ nca³ cha⁴ni²ntai¹ cho⁴ta⁴-vi⁴, tsa² tsi² tsa² cˀoa⁴-sˀin² qui³si³je¹ nca³nˀion¹-le⁴ xi³ tˀa³tsˀe⁴ César.
ACT.27.1	Je³cˀoa⁴-sˀin² qui³sˀe³nta³ cjoa⁴ nca³ coa⁴nquin¹soin²⁴-jin⁴ na³nta¹ cao⁴ chi³tso³ sa³ˀnta³ Italia. Je² Pablo cao⁴ xi³cˀa³ preso qui³cha³ni²tˀa³-le⁴ jnco³ nai³-le⁴ so³nta²do⁴ xi³ Julio ˀmi². Je² Julio tsˀe⁴ so³nta²do⁴ xi³ yˀa³ jan³ˀain¹-le⁴ Augusta. 
ACT.27.2	Cˀia⁴ tsa³nquin¹yai³⁴-jin⁴ jnco³ barco xi³ ya⁴ Adramitio tsˀe⁴, xi³ cjoa⁴ˀa³to³ je² na⁴xi⁴na³nta¹-le⁴ Asia xi³ tjio¹ntai³-le⁴ nta¹chi³con³. Cˀoa⁴-ti⁴ je² Aristarco, jnco³ cho⁴ta⁴ macedonio xi³ Tesalónica tsˀe⁴, qui³cao⁴-na³jin⁴. 
ACT.27.3	Xi³ coan³nchaon³-ni³, ji³choi³⁴-jin⁴ ya⁴ Sidón. Je² Julio cjai¹nca³ to⁴nta³ tsa³ve³con³ Pablo. Cˀoa⁴-sˀin² qui³tsjoa³ˀnte²-le⁴ nca³ coai⁴con³-le⁴ mi²yo⁴-le⁴, jme¹-ni³ nca³ si⁴²sin³-ni³le⁴. 
