GEN.1.1	Tana vuivuni mai dania God te gonia na kokou mana pari. 
LUK.8.54	Jesus te tabea na limana na tahula, me bosa vania, “Dalegu, ko tughuru dato!”
LUK.8.55	Mana tahula te ghoi vola oli mai me tughuru dato, ma Jesus te keikerira tinana ma tamana koro hea pile vanga ke ghania. 
LUK.8.56	Ma tamana ma tinana toro nia hare ngangata na hava te kale. Me hovera Jesus, ge koro bei bosa tatea vania tua ahei na hava te kale.
LUK.9.1	Jesus te holokolura mai tatana rana manevetena, me hera na maana ge kara ghurukehara lei tidalo dika, ma kara kisura rana vahaghi. 
LUK.9.2	Keri ge vetena tonara ge kara nia tarai na kinakabuna God, ma kara kisura rana vahaghi. 
LUK.9.3	Ge bosa vanira, “Kau rughuhoru ke, ma kau bei lavia siki totobo vaghai raini: na totoghona, pana kirisa, pana vanga, pana rongo, kau bei hola ruana gea na tivi tana hulimiu. 
LUK.9.4	Mi vei na vale vaghana kau va rughuhaghe igaa, ma kara holopangotighau ke, kau ghanaghau igaa tua, polo kau rughuhoru tana komu keri. 
LUK.9.5	Mi vei na komu vaghana kara mua holopangotighau na vure igaa ke, sania na komu keri, ma kau kavulaha kehai na pughu ni pari tana marevomiu. Aeni na vaughilala ge God ke vahaghitailira.” 
LUK.9.6	Ma rana manevetena tara tona tana lei komu i Galilee talighu, mara nia tarai na Rongorongo Uto, mara kisura rana vahaghi.
LUK.9.7	Tana bona Herod Antipas, na Vunaghi Haba ni Galilee, te rongovighi na lei totobo te kale raini, me nighi hoghohare na liona, na pukuna balu tara bosa ke, gaia John Vulitabu te ghoi vola oli mai. 
LUK.9.8	Balu ghua tara bosa ke, ma Elijah gaia, mana balu ghua so tara bosa ke, ma sakai tadira lei prophet ni dania mai tua te ghoi vola oli.
LUK.9.9	Ge bosa Herod, “?Inau tu vuria tua na uluna John Vulitabu, ma hei so na tinoni vaghana eni te gonighi na lei totobo sule tu rongovia na ladana?” Keri ge ma gaia te tabotabo haia tua na righi matana Jesus.
LUK.9.10	Murina didira na kao rana manevetena, gaira tara oli mara va righia Jesus, mara bosa vania nia lei totobo tara gonighi ta didira na sakusaku tua. Ge lavira me nira tona tana komu tara holoa nia Bethsaida. 
LUK.9.11	Hauva na vuresubo tara rongovia na maiadira ge ra saritaonira. Me holopangotira Jesus na vure me bosaa vanira na kinakabuna God, ge kisura tara vahaghi mara ghaota.
LUK.9.12	Mi tana bona te dutu vaa huu na aho ka, mara mai tatana Jesus rana manevetena mara bosa vania, “Ko vetena tonara rana vure ma kara tona tana lei komu mana leghai talighu, kara va kenea igaa siki vanga kara ghania, ma siki vale kara maturu igaa, na pukuna ighita eni ta ghanaghita tana bona aroha.” 
LUK.9.13	Ge bosa tughu vanira Jesus, “Ighau tua kau hera ghadira vanga!”
LUK.9.13	Agaira tara bosatughu vania Jesus, “?E lima na berete me rua na igha vamua itamami, me liomu ge kai va pelu ghadira vanga ke manadira na ovu ni vure eni?” 
LUK.9.14	Te manana e lima na togha ni mane igaa na bona vaghana.
LUK.9.14	Ge ghoi bosa Jesus vanira, “Kau bosa vanira na vure ma kara sopou tana sopasopa ovu, tana lima hangavulu na tinoni sakai na ovu.”
LUK.9.15	Agaira tara nea te vaghaa. 
LUK.9.16	Ge lavighi Jesus ra lima na berete me rua na igha, me ngiti levui na berete, ge reitada me bosautoa God, ge vahera nina vaovarongo mara tuvalighi vanira na vure. 
LUK.9.17	Gaira udolu tara vanga mara mahu tua. Ma rana vaovarongo tara vahikolui na vanga sasani mara hoghonighi ga e hangavulu rua na kei.
LUK.9.18	Mi ta sakai na bongi, a Jesus te kokoeliulivuti heghena ma nina vaovarongo tara mai tatana. Ge huatira, “?Ahei inau ra ghaghua na vuresubo?”
LUK.9.19	Gaira tara bosatughu, “Balu tara bosa ke, mi ghoe a John Vulitabu te ghoi vola oli, balu tara bosa ke, mi ghoe a Elijah, mana balu ghua so ke, ma sakai tadira rana prophet ni dania mai tua, te ghoi vola oli.” 
LUK.9.20	Ge ghoi huahuati so, “?Mi ghau, ahei inau au ghaghua?”
LUK.9.20	Ge bosatughu a Peter, “Ighoe a Christ nina God!” 
LUK.9.21	Jesus te bosa papara vanira nina vaovarongo ge kara bei ghoi bosaa vania tua ahei na hava te bosaa Peter. 
LUK.9.22	Ge ghoi bosa vanira so, “Inau na Dale Tinoni ku vahaghitaili mughua. Kara niu sika rana mane nagho, ma rana manesukaghi kamanagho, ma rana manetarai ni vetena nina Moses. Kara mateu, mi murina e tolu na bongi, ku ghoi tughuru oli sania na mate.”
LUK.9.23	Ge bosa vanira agaira udolu, “A siki sakai ke liona ge ke saritaoniu ke, me ke nia ponolio heghena, me ke hola valaa nina ghaivavala, me ke tumuriu tughu bongi.
LUK.9.24	Na pukuna ahei ke nia barebare na volana heghena, ke sivilaghinia, ma hei ke nia hevei na volana vaniu, ke lavia na vola kasila.
LUK.9.25	?Ivei tea, ge a siki tinoni te loghoi na lologho udolu tana maramana eni, me ke sivilaghinia na volana ke, mana hava na uto te sodoa iga? 
LUK.9.26	A siki sakai, ke mua liona na holopangotiagu inau mana hava tu nia tarai ke, mi nau ghua na Dale Tinoni, ku mua holopangotia ke nigua na vaovarongo, tana bona ku ghoi oli mai ta nigua na rongoragha, mana rongoraghana God na Mama, ma rana lei angel tabu. 
LUK.9.27	Inau tu bosa utuni vanighau, ighau tau vola itaeni, na balu itamiu kara mua mate mua, polo kara righi na kinakabuna God.”
LUK.9.28	E haga vaghaa sakai na week te padi tua murina te bosai lei totobo raini, Jesus te lavira Peter, John, ma James, mara dato tana ghotu ge ke kokoeliulivuti ga. 
LUK.9.29	Mi tana bona Jesus te kokoeliulivuti, me keha na reireina na matana mana ihuna, te liliu ni pura vitiviti tua nina pupulu. 
LUK.9.30	Me mua hau vasoo, me rua na mane toro mai tatana moro kokoe kolua, gaira Moses ma Elijah, 
LUK.9.31	Toro tate vania ta nina rongoragha God i kokou. Moro kokoe kolua nia na lei totobo ke kale i vuvungana gaia, taonia na liona God ritini na bona ni mateana i Jerusalem.
LUK.9.32	A Peter, kolura ghana udu tara maturu tua na bona vaghana eni. Mana bona tara rarai mai, ge ra righia nina rongoragha Jesus, maia erua na mane toro tughuru kolua. 
LUK.9.33	Tana bona toro vuivuni tona keha itatana Jesus, Moses ma Elijah, ge bosa Peter vania Jesus, “Maghutu, sakai sughua na utona ta ghahaghita iani! Keri ke, mi tolughai kai kisui e tolu na baebale: sakai vanigho ighoe, sakai vania Moses, ma sakai vania Elijah.” Peter te bosaa na bosa eni na pukuna te mua ghilalaa na hava te bosaa.
LUK.9.34	Me mua soko mua na kokoe a Peter me horu mai na parako i vuvungadira, mara mataghu rana vaovarongo, te ungahira na parako. 
LUK.9.35	Mana talama ni manga te bosa mai kokou, “Aeni gaia a Dalegu, tu vilia mai tua. Kau rongovia na bosana.” 
LUK.9.36	Me beto na talama ni manga, ge ra righia Jesus heghena vamua te tughuru. Mara mua bosa tatea vania hei na hava tara righia rana vaovarongo, agaira heghedira vamua tara ghilalaa na hava te kale.
LUK.9.37	Me roropoghana vaho ge ra sughi horu mai tana ghotu a Jesus mara tolu na vaovarongo, mana ovu ni vuresubo tara mai ta Jesus. 
LUK.9.38	I ghobuna na ovu ni vure eni, a sakai na mane te ghaeghahe vania mai Jesus me ghaghua, “Tarai! Inau tu kurutigho, ko righia mai dalegu na garimane eni, agaia na gari sosopa. 
LUK.9.39	Te haghevia na tidalo dika ge ngangaraha, me nia rabohoru tana pari, me matemule, me horu na anguanguhu tana mangana. Te dikalaa tua na hulina, me vahola na tidalo dika ge ke sania. 
LUK.9.40	Mi nau tu kurutira tua nimua vaovarongo ge kara ghurukehaa itatana, mara mua nia tangomana!”
LUK.9.41	Ma Jesus te bosatughu, “Ighau na vure ni taeni tau mua taluutuniu, maia tau hahi! ?Ivei vaho tua kea na hauna ku kabukolughau, ge kau taluutuniu?” Ge bosa vania tamana na gari me ghaghua, “Ko lavia vaniu mai dalemu.”
LUK.9.42	Mi tana bona na gari te vuivuni ni sakutua tona ta Jesus, mana tidalo dika te ghoi nia rabohoru tana pari, te tatata me matemule. Keri ge Jesus te bosa laga vania na tidalo dika me ghurukehaa itatana na gari me vola. Ge va hea tamana. 
LUK.9.43	Mana vure subo tara nia hare na lagana anina maana God.
LUK.9.43	Tana bona na vure tara nighi hare na lei totobo te gonighi, Jesus te bosa vanira nina vaovarongo, 
LUK.9.44	“Kau rongovi utoa mai na hava ku bosaa vanighau gatu! Na Dale Tinoni geva siki sakai ke peroa, me ke lubatia va tana limadira na lei tinoni.” 
LUK.9.45	Ma rana vaovarongo tara mua ghilalaa na hava na ghanaghana i lokana na bosa eni na pukuna God te poloa vanira, keri ke ge ra mua ghilalaa, mara mataghu ghua na huatiana Jesus, na hava na ghanaghana i lokana na bosana.
LUK.9.46	Rana vaovarongo tara nia hughuhughu ighobudira, ahei sughua itadira te haba vule.
LUK.9.47	Jesus te diki ghilalaa tua na hava tara ghanaghanaa, ge lavia na gari pile me tughuruvaghinia i lilighina,
LUK.9.48	ge bosa vanira, “Ahei tamiu te lavipangotia na gari pile vaghaa eni, na pukuna te nigua vaovarongo ke, me lavipangotiu inau. Ma hei tamiu te lavipangotiu inau, te lavipangotia ghua so God te niu vetena mai. Ma hei tamiu te talupilea vagha na gari pile eni ke, gaia te haba vule tana matana God.” 
LUK.9.49	Ma John te bosa vania Jesus me ghaghua, “Maghutu, ighai tai righia sakai na mane te ghurukehara na tidalo dika nia na maana tana ahamu, mi ghai tai hovea na pukuna gaia te mua sakai tatada ighita na ovu.”
LUK.9.50	Ge bosa Jesus vania, “Kau bei hovera gea na neana te vaghaa, na pukuna ahei te mua kanahaghinighau, agaia te kulamiu.”
LUK.9.51	Me dutu tua na bona God ke lavidatoa Jesus i kokou, ma Jesus te liona ge ke tona i Jerusalem. 
LUK.9.52	Ge diki vetenara balu tinoni holabosa ge kara tona ta sakai na komu i Samaria, ma kara va diki gonidilai lei totobo vania ge ke sara gaia. 
LUK.9.53	Mana vure tana komu keri tara hovea Jesus na vaa tana komudira, na pukuna tara ghilalaa ke tona haliu vaa i Jerusalem. 
LUK.9.54	Tana bona erua nina vaovarongo, a James ma John, toro ghilalaa ge ro bosa, “?Maghutu, e liomu koro nongia mai na lake i kokou me ke ghani taghalaghinira na vure raini?”
LUK.9.55	Me ririuoli Jesus, vaa ta James ma John ge pasara.
LUK.9.56	Soko, ge ra sania na komu keri mara tona ta sakai na komu keha.
LUK.9.57	Mana bona tara sakutua tona, a sakai na mane te bosa vania Jesus me ghaghua, “Ivei mana ko vaa, mi nau ku tumurigho gatu so.”
LUK.9.58	Ge bosa Jesus vania na mane, “Lei kau asi tara logho babadira, ma rana lei manu tara logho nikudira, hauva inau, na Dale Tinoni, tu mua loghoa na malei ahe vata iga.”
LUK.9.59	Ge ghoi bosa vania sakai na mane, “Ighoe ko tumuriu mai.”
LUK.9.59	Mana mane te bosa me ghaghua, “Maghutu, ko talagu ku oli ghua, mu ku va tavughia ghua a tamagu ge ku mai mu ku tumurigho.”
LUK.9.60	Ge bosa tughu Jesus vania na mane, “Gaira tara mua taonia na bosana God, te vaghara na tinoni tara mate. Lubatira gaira kara tavughira na lei tinoni mate. Ko tona ighoe mo ko va ladavaghinia na Kinakabuna God.”
LUK.9.61	A sakai ghua te bosa, “Maghutu, inau tu ghanaghana ge ku tumurigho, ko talagu mu ku diki va bahua ghua nigua na binaboli ge ku tumurigho gatu.” 
LUK.9.62	Ge bosatughu Jesus, “Ahei te liona ge ke tumuriu, me ghanaghana olighi haia so na volana te padi, te mua ulaghana na Kinakabuna God.”
LUK.10.1	Imurina eni Jesus te vilira e vitu hangavulu rua na vaovarongo, me vetenara ge kara udu ruarua, ma kara idevia tana lei komu sule mana pile te ghanaghana ke vaa igaa. 
LUK.10.2	Jesus te ghaghua vanira, ‘Te sule ngangata na ghegheli, hauva mara mua subo na tinoni ni lutu. Kau kokoeliulivuti vania God, na vunaghi ni ghegheli, ge ke nira vetena mai na lei tinoni lutu ge kara vahikolui nina baore.
LUK.10.3	Kau tona! Inau tu nighau vetena vaghara na lei dale sheep ighobudira na lei kau ghaghala.
LUK.10.4	Kau bei holaa na rongo, pana kirisa, pana haharana ni marevomiu. Kau bei tughuru beto gea kara kokoe vanighau tana halautu.
LUK.10.5	“Tana bona kau haghe tana valena siki sakai, kau diki bosaa, ‘Nina mabo God ke kabu itamiu.’ 
LUK.10.6	Ma ge teke ghahaa igaa na tinoni te liouto me mabo ke, a God ke hea na mabo. Me ke taho ke, animiu na vauto ke oli mai tamiu. 
LUK.10.7	Kau ghahaghau igaa tana vale keri, vanga ma kau inu tana hava tua kara heghau, keri na peluna na tinoni lutu na pukuna te ulaghana na tinoni lutu ke hola na taba vania nina lutu te nea. Kau bei iduvale gea.
LUK.10.8	“Ivei na bona vaghana kau haghe tana komu sule, ma kara lavipangotighau na vure igaa ke, ghania na hava tua na vanga tara talua vanighau mai. 
LUK.10.9	Kisura na lei tinoni vahaghi igaa tana komu keri, ma kau bosa vanira na vure igaa, ‘Na kinakabuna God te dutu mai tua.’ 
LUK.10.10	Mi ta siki komu sule kau va haghe igaa, mana vurena na komu keri tara mua liona ge kau ghahaghau itadira ke, kau tona tana lei halautu ilokana na komu keri, ma kau bosa te vagha eni, 
LUK.10.11	‘Na pughu ni parina na komumiu te kau tana marevomami, kai taporaha kehai. Ke vagha na vaughilala vanighau God ke deteghau. Ma kau ghanaghana olia na kinakabuna God te dutu mai tua.’ 
LUK.10.12	E utuni inau tu bosa vanighau, tana bongi ni dete a God ke torora vaa na vurena na komu keri vulea na vure ni Sodom.”
LUK.10.13	Ma Jesus te bosa ghua, “Ighau rana vure i Chorazin, God ke tangotoroghau! Ighau na vure ghua i Bethsaida, God ke tangotoroghau! Ma ge na lei butuli tu gonighi itamiu, ku gonighi ghua i Tyre mi Sidon,
LUK.10.14	Mi tana bongi ni dete, God ke toroghau haba vaa na vure ni Tyre mi Sidon. 
LUK.10.15	Me vagha vanighau ghua ighau na vure ni Capernaum. ?Au ghanaghana ighau ke, ma God ke taludatoghau ikokou? Taho! God ke sonihorughau i pari Betidalo!” 
LUK.10.16	Ma Jesus te bosa vanira nina vaovarongo me ghaghua, “Ahei tua te taonia na bosamiu ke, te taoniu inau, ma hei te nighau sika, te niu sika ghua inau. Ma hei te niu sika inau, te nia sika God te niu vetena mai.” 
LUK.10.17	Bona tara oli mai ara vitu hangavulu rua na mane ka, mara togotogo sule ngangata mara ghaghua vania Jesus, “Maghutu, sughua na lei tidalo dika tara rongovighai tai ghurukehara tana ahamu!”
LUK.10.18	Ma Jesus te bosa tughu vanira me ghaghua, “Inau tu righia Satan te kutuhoru mai kokou te vaghaa na viti te horu mai tana oka. 
LUK.10.19	Kau taluutuniu! Inau tu heghau na maana te vulea nina maana a Satan, ge ke ghalatighau na poli pana liva, ke mua vahaghitailighau. Taho siki totobo ke dikalaghau! 
LUK.10.20	Hauva, kau bei togotogo na pukuna tara taonighau tana bona tau ghurukehara lei tidalo dika. E uto vulea vaa ge kau togotogo, na pukuna God te gere horui tua na ahamiu i kokou.”
LUK.10.21	Tana bona vaghana keri Jesus te vonughia na togotogo nia na Tarunga Tabu me ghaghua, “Tamagu, to vunaghi pungisighi na kokou mana maramana. Inau tu holoutogho to poloi na lei totobo raini vanira rana vure tara manaha mara ghilala, maia to tatea vanira na utuni, gaira te vaghara rana lei gari pile. Eo Tamagu, aeni gaia te taonia na liomu.”
LUK.10.22	Soko, Jesus te bosa vanira na vure, “Na lei totobo soko a Tamagu te talui tana limagu. E taho ahei ke ghilala utuniu, inau na Dale, na Mama vamua, me taho ahei ke ghilala utunia na Mama, inau, na Dale vamua ma gaira tu vilira ge ku tatera vania na Mama.” 
LUK.10.23	Tana bona tara ghaha heghedira vamua Jesus te ririu vaa tadira nina vaovarongo me ghaghua vanira, “God te vautoghau na pukuna ge lubatighau ge au righighi nia na matamiu na lei totobo tau righighi. 
LUK.10.24	Inau tu bosa vanighau gatu, subo na lei prophet mana lei vunaghi haba idania tara lioni na righiani na lei totobo tau righighi, hauva mara mua tangomana, mana rongoviani na lei totobo tau rongovighi, hauva mara mua rongovighi.”
LUK.10.25	Ta sakai na dani, na manetarai ni vetena nina Moses te mai righia Jesus me taboa na liu pegoana ge ghaghua vania, “?Tarai, na hava ku nea ge ku loghoa na vola maurihali?”
LUK.10.26	Ma Jesus te bosatughu vania me ghaghua, “?Na hava te bosaa na vetena? ?Ivei to nea na idumiana?”
LUK.10.27	Mana manetarai ni vetena nina Moses te bosa tughu vania Jesus me ghaghua, “Ko dolovia Lord nimua na God nia na puku ni tobamu, mana tarungamu, mana lagamu, mana ghanaghanamu soko. Vagha ghua ko dolovia ghamua na komukolu te vaghaa to dolovigho heghemu.”
LUK.10.28	Ge bosa Jesus vania, “E utuni, ko nea ghua te vaghaa ge ko vola.” 
LUK.10.29	Mana manetarai ni vetena nina Moses te liona ge rana vure kara ghanaghana gaia te maemane, ge ghoi huatia so Jesus, “?Ma hei gaia na ghagua na komukolu?”
LUK.10.30	Ge bosatughu Jesus, “Sakai na mane ni Jew te butu i Jerusalem me tona va i Jericho, me sodora rana tinoni labupolo tana halautu, gera lotia, mara gitoi nina lei totobo udolu, mara labua, ge ra pilia tana halautu me bughoro igaa. 
LUK.10.31	Mi murina eni, a sakai na manesukaghi te taonia mai ghua na halautu keri, me righia na mane te pipili tana halautu me liubatia. 
LUK.10.32	Te vaghaa ghua na mane hahanga tana Valetabu
LUK.10.33	Mana mane ni Samaria
LUK.10.34	Ma gaia te mai tatana, me saui lei paena ge poroi. Keri ge sake datoa ta nina na maumanu tara holoa nia na donkey, me hola tonaa tana vale ni sinogho ge koekoea igaa.
LUK.10.35	Mi ropoghana gaia te holai erua na seleni na silver
LUK.10.36	Ma Jesus te bosa vania na tarai, “?Ahei tadira ra tolu raini ta nimua na ghanaghana te ghana komukolu na tinoni te hoghoti tadira na labupolo?”
LUK.10.37	Mana manetarai ni vetena nina Moses te bosa tughu me ghaghua, “Gaia keri te arovia.”
LUK.10.37	Ma Jesus te bosa vania, “Eo, ko tona mo ko nea ghua te vaghaa.”
LUK.10.38	Jesus ma nina vaovarongo tara tona va i Jerusalem, mara mai tana komu te ghaha ga na vaivine na ahana Martha. Martha te holaara vaa tana valena. 
LUK.10.39	Ma Mary a tughana Martha, te sopou dutu mai ta Jesus, me varongohia te tarai.
LUK.10.40	Ma Martha te nighi ghaghua subo na totobo te gonighi, ge mai itatana Jesus me vania, “Maghutu, te mua uto a Mary te sopou vamua, tu lutu heghegu. Ko bosa vania me ke mai hangau!”
LUK.10.41	Ma Jesus te bosa tughu vania, “Martha, Martha, ighoe to nighi kanoragha mo nighi dikalio te subo na totobo, 
LUK.10.42	hauvaa ma sakai na totobo vamua te mava. A Mary vamua te vilia na totobo uto, mu ku mua ghoi hola keha ghua itatana.”
LUK.11.1	Ta sakai na bongi Jesus te kokoeliulivuti ta sakai na bona. Mi tana bona te soko na kokoeliulivuti, a sakai tadira nina vaovarongo te bosa vania, “Lord, ko tarai ghai ivei ka nea na kokoeliulivuti vaghaa John te taraira nia nina vaovarongo.”
LUK.11.2	Ma Jesus te bosa vanira, “Tana bona kau kokoeliulivuti ke, ma kau bosaa ma kau ghaghua,
LUK.11.2	Mama, te tabu na Ahamu.
LUK.11.2	Ke mai nimua na kinakabu.
LUK.11.3	Heghai mai na vanga te manamami tughu bongi,
LUK.11.4	Mo ko talukehai na lei palumami te vaghai
LUK.11.4	tai talukehai na lei paludira tana hahi tara nea vanighai.
LUK.11.4	Mo ko bei lavighai vaa tana tabotabo.’”
LUK.11.5	Ma Jesus te bosa vanira nina vaovarongo, “Ge a siki sakai tamiu ke tona tana valena kulana tana bongihau, me ke vaa alihia ge ke bosa vania, ‘Kula hoghogu, ke tangomana ke, mu ku kaonighi e tolu na berete, ku ghoi tangomana ge ku tughui vanigho, 
LUK.11.6	na pukuna a kulagu te vaho sara haghe tana valegu, mu mua loghoa siki vanga ku hea.’ 
LUK.11.7	Ma ge na kulamu ke bosa tughu vanigho mai ilokana na valena me ke ghaghua, ‘Ko bei mai lavibuleagu, inau tu vongo vale tua mana lei dalegu mi nau tai maturu hau tua. Mu ku mua tangomana tua na tapatughuru na heamu siki totobo.’ 
