MAT.1.1	Huā'mā' lista ū'tza' ī'xū'nāpap Jesucristo ē xla' ī'xū'nātā'nat David ē nā Abraham.
JHN.14.22	Judas (ā'chā'tin Judas ē jā Iscariote) huanilh:
JHN.14.22	―Māpa'ksīni', ¿tū ixpālacata naquilātasu'yuni'yāuj quina'n ē jā ā'makapitzīn?
JHN.14.23	Jesús kelhtīlh:
JHN.14.23	―Tī quintapāxquī', xlaca'n natakexmata tū iccāhuani. QuinTāta' nacāpāxquī'. QuinTāta' ē quit na'iccālakmināuj ē na'iccātā'tahui'layāuj. 
JHN.14.24	Tī jā quintapāxquī' jā takexmata tū icuan. Quintachihuīn tū kexpa'tpā'na'ntit, xla' jā quila'; ixla' quinTāta' tī quimacaminī't.
JHN.14.25	’Pō'ktu huā'mā' iccāhuani'kō'nī'ta'n līhuan iccātā'hui'lan. 
JHN.14.26	QuinTāta' namacamin Espíritu Santo ē xla' namāsu'yu quimpālacata. Ū'tza' nacāmaktāyayān ē nacāmāsu'yuni'kō'yān ē nacāmālacapāstaquīyān ixlīpō'ktu tū iccāhuaninī'ta'n.
JHN.14.27	’Iccāmakxtekni'yān quintapāxuān. Iccāmaxquī'yān quintapāxuān ē jā chuntza' chī xalanī'n nac cā'quilhtamacuj. Jā catamakchuyī'tit ē jā cajicua'ntit. 
JHN.14.28	Hui'xina'n kexpa'ttit chī iccāhuanin: “Quit ica'nā ē na'iccālakmimpalayān.” Palh ixlīcāna' ixquilāpāxquī'uj, ixlīpāxua'tit ixpālacata quit iclaka'mā'lh quinTāta'. Xla' ū'tza' ā'chulā' xaka'tla' ē jā quit. 
JHN.14.29	Iccāhuanimā'n tū na'a'kspula. A'cxni' na'a'kspula huā'mā', hui'xina'n na'a'ka'ī'yā'tit.
JHN.14.30	’Jātza' icticātā'chihuīna'n ixpālacata mimā'lhtza' tī māpa'ksīni'n cā'quilhtamacuj. Xla' jāla quintimāpa'ksīlh quit. 
JHN.14.31	Quit ictlahua tū quihuani quinTāta'. Chuntza' xalanī'n nac cā'quilhtamacuj tzē nataca'tzī palh quit icpāxquī' quinTāta'.
JHN.14.31	A'cxni' Jesús cāhuanikō'lh huā'mā', cāhuanipālh:
JHN.14.31	―Chuhua'j catāya'tit ē ca'a'uj
JHN.15.1	Jesús cāhuanipālh:
JHN.15.1	―Quit hua'chi xatze mayāc ē quinTāta' hua'chi xamaktaka'lhna'. 
JHN.15.2	Ixlīpō'ktu ixpekenī'n tū jā māstā' ixtahua'ca't, xla' cāpekesitmaka'n. Ixlīpō'ktu ixpekenī'n tū māstā' ixtahua'ca't, xla' nacāmaktaka'lha. Chuntza' ā'chulā' namāstā' ixtahua'ca't. 
JHN.15.3	Nā chuntza' Dios cāmāpānūni'nī'ta'n tū jā tze ixpālacata hui'xina'n a'ka'ī'nī'ta'ntit quintachihuīn. 
JHN.15.4	Caquilātā'lātahui'lauj ē chuntza' quit na'iccātā'lātahui'layān. Kentin ixpeken xamayāc palh jā tzej chi'pāxna'n jā catimāstā'lh ixtahua'ca't ixa'cstu. Nā chuntza' nalītaxtuyā'tit hui'xina'n. Palh jā a'cxtim quilātā'hui'lanāuj, jāla catimāstā'tit mintahua'ca'tca'n.
JHN.15.5	’Quit hua'chi xamayāc ē hui'xina'n hua'chi ixpekenī'n. Tī pō'ktu quintatā'lātahui'la, xlaca'n natamāstā' ixtahua'ca'tca'n. Hui'xina'n mina'cstuca'n jāla tū catitlahua'tit palh quit jā na'iccāmaktāyayān. 
JHN.15.6	Tī jā quintatā'lātahui'la nacālakmaka'ncan hua'chi ixpekenī'n tū cāpekesitmaka'ncanī't ē natascāca ē namākēxtimīcan ē nalhcuyucan.
JHN.15.7	’Palh hui'xina'n lacxtim naquilātā'tahui'layāuj, ē palh jā napātza'nkāyā'tit quintachihuīn, casqui'ntit tū hui'xina'n lacasqui'nā'tit ē nacātamaxquī'yān. 
JHN.15.8	Palh hui'xina'n māstā'yā'tit mintahua'ca'tca'n, chuntza' nalīmāka'tlī'yā'tit quinTāta'. Chuntza' lītasu'yu ixlīcāna' quiscujnu'nī'n. 
JHN.15.9	Quit iccāpāxquī'yān chuntza' chī quinTāta' quimpāxquī'. Hui'xina'n caquilāpāxquī'tēlhauj. 
JHN.15.10	QuinTāta' quimpāxquī' ixpālacata ickexmatni' ixtachihuīn. Nā hui'xina'n palh naquinkexpa'tni'yā'tit quintachihuīn, nā chuntza' na'iccāpāxquī'yān.
JHN.15.11	’Quit iccāhuaninī'ta'n huā'mā' ixpālacata naka'lhī'yā'tit quintapāxuhuān. Chuntza' nalīka'lhī'yā'tit lhūhua' tapāxuhuān. 
JHN.15.12	Quilīmāpa'ksīn ū'tza' huā'mā': calāpāxquī'tit hui'xina'n chuntza' chī quit iccāpāxquī'yān. 
JHN.15.13	Palh huī'lh chā'tin tī līnīlh ixamigo, ixlīcāna' pāxquī'. 
JHN.15.14	Hui'xina'n quinamigos palh natlahua'yā'tit tū iccālīmāpa'ksīyān. 
JHN.15.15	Jātza' icticāmāpācuhuīn quintasācua'n ixpālacata tasācua' jā ca'tzī tū tlahuacu'tumā'lh ixtēcu'. Hui'xina'n iccāhuaniyān quinamigos ixpālacata quit iccāmāca'tzīnīyān pō'ktu tū quihuanī quinTāta'. 
JHN.15.16	Jā hui'xina'n quilālacsacui. Quit iccālacsacnī'ta'n. Iccāmacamaxquī'yān napinā'tit ē namāstā'yā'tit mintahua'ca'tca'n tū natāyani' pō'ktu quilhtamacuj. Nā chuntza' quinTāta' nacāmaxquī'yān pō'ktu tū nasqui'ni'yā'tit na quintacuhuīni'. 
JHN.15.17	Ū'tza' huā'mā' iccālīmāpa'ksīyān: calāpāxquī'tit milīpō'ktuca'n.
JHN.15.18	Jesús cāhuanipālh:
JHN.15.18	―Palh xalanī'n nac cā'quilhtamacuj cātaquiclhlaktzī'nān, jā natamakchuyī'yā'tit. Ca'tzīyā'tit nā quit xapūla quintaquiclhlaktzī'lh. 
JHN.15.19	Palh cahuālh hui'xina'n xalanī'n nac cā'quilhtamacuj, ixcātapāxquī'n xalanī'n nac cā'quilhtamacuj, chī talāpāxquī' xlaca'n. Quit iccālacsacnī'ta'n ē chuntza' hui'xina'n jātza' xalanī'n nac cā'quilhtamacuj. Ū'tza' cātalīquiclhlaktzī'nān. 
JHN.15.20	Calacapāstactit chī iccāhuanin hui'xina'n jā ā'chulā' xaka'tla' chī quit. Hui'xina'n hua'chi quintasācua'n ē quit hua'chi mintēcu'ca'n. Makapitzīn quintaputzastālani'nī't. Nā hui'xina'n chuntza' nacātaputzastālani'yān. Ā'makapitzīn takexmatnī't quintachihuīn, ē nā hui'xina'n nacātakexmatni'yān. 
JHN.15.21	Pō'ktu huā'mā' nacātatlahuani'yān quimpālacata, ixpālacata xlaca'n jā talakapasa tī quimacaminī't.
JHN.15.22	’Palh quit jā xa'icmilh iccāhuanī quintachihuīn, xlaca'n jā ixtitalē'lh cuenta. Chuhua'j jāla catitahualh palh jā talē'n cuenta, ixpālacata iccāhuaninī'ttza'. 
JHN.15.23	Tī quintaquiclhlaktzī'n, nā chuntza' quinTāta' taquiclhlaktzī'n. 
JHN.15.24	Xlaca'n jā tū ixtalē'lh cuenta, palh quit jā xa'ictlahualh na ixlacatīnca'n tū jāla tlahua ā'chā'tin. Masqui talaktzī'nī't huā'mā', quintaquiclhlaktzī'lh ē nā quinTāta' taquiclhlaktzī'lh. 
JHN.15.25	Chuntza' nalīkentaxtu chī tatzo'kni' nac līmāpa'ksīn tū cāmaxquī'ca:
JHN.15.25	Quintaquiclhlaktzī'lh ē jā tū ixpālacata.
JHN.15.26	’Namin Maktāyana'. Ū'tza' Espíritu Santo tī nahuan tū ixlīcāna'. Xla' naminācha' jā hui'lacha' xaTāta'. Quit na'iccāmacamini'yāchā'n jā hui'lacha' quinTāta'. Namāsu'yu quimpālacata. 
JHN.15.27	Nā hui'xina'n nalīchihuīna'nā'tit ixpālacata ixquilātā'hui'lāna'uj a'cxni' iclītzuculh quintascujūt huā'tzā' nac cā'quilhtamacuj.
JHN.16.1	’Quit iccāhuanimā'n huā'mā' ē chuntza' jā titamakahuasā'tit a'cxni' napātīni'nā'tit. 
JHN.16.2	Hui'xina'n nacātatamacxtuyān nac templos. Namin a'ktin quilhtamacuj tū nacātapūmaknīyān. Tī nacātamaknīyān, xlaca'n natapuhuan tatlahuamā'nalh tū ixtalacasqui'nīn Dios. 
JHN.16.3	Huā'mā' natatlahua ixpālacata jā makstin talakapasnī't quinTāta' ē nā quit jā quintalakapasnī't. 
JHN.16.4	Iccāhuaniyān huā'mā' ē chuntza' a'cxni' nacātaputzastālani'yān, nalīlacapāstacā'tit chī iccāhuanin xapūla.
JHN.16.4	Jesús cāhuanipālh:
JHN.16.4	―Quit jā iccāhuanin huā'mā' xapūla ixpālacata quit xa'iccātā'hui'lan. 
JHN.16.5	Chuhua'j na'iclaka'mpala tī quimacaminī't. Hui'xina'n nūn tī tī quinkelhasqui'nīn: “¿Jā pimpā't?” 
JHN.16.6	Chuhua'j hui'xina'n līlīpuhuanā'tit ixpālacata tū iccāhuanimā'n. 
JHN.16.7	Quit iccāhuaniyān tū ixlīcāna'. Xatze mimpālacataca'n palh quit na'ica'n. Palh quit jā icti'a'lh, jā caticālakmin tī nacāmaktāyayān. Ē palh na'ica'n quit na'iccālakmacaminān tī nacāmaktāyayān. 
JHN.16.8	Xla', a'cxni' namin, nacāmāca'tzīnī tachi'xcuhuī't chī talaclē'n chā'tunu' xlaca'n. Nacāmāca'tzīnī tū xatze na ixlacatīn Dios. Nacāmāca'tzīnī chī Dios nacāputzāna'nī. 
JHN.16.9	Nacāmāca'tzīnī xlaca'n talaclē'n ixpālacata jā quinta'a'ka'ī'ni'. 
JHN.16.10	Nacāmāca'tzīnī tū xatze, ixpālacata quit iclaka'mā'lh quinTāta' ē hui'xina'n jātza' quintilālaktzī'uj. 
JHN.16.11	Nacāmāca'tzīnī chī Dios nacāputzāna'nī ixpālacata chuhua'j putzāna'nīcanī'ttza' tī māpa'ksī huā'mā' cā'quilhtamacuj.
JHN.16.12	’Lhūhua' sputa tū iccāhuanicu'tunān. Jāna'j la catikexpa'tkō'tit chuhua'j. 
JHN.16.13	A'cxni' namin Espíritu Santo, tī nahuan tū ixlīcāna', ū'tza' nacāmāsu'yuni'kō'yān pō'ktu. Xla' jā catichihuīna'nli xmān ixtalacapāstacni'. Xla' nacāhuaniyān xmān tū xaTāta' nahuanī. Nā nacāmāca'tzīnīyān hui'xina'n tū na'a'kspulana'n. 
JHN.16.14	Xla' naquimāka'tlī' ixpālacata nacāmāca'tzīnīyān tū iclacasqui'n naca'tzīyā'tit. 
JHN.16.15	Pō'ktu tū ka'lhī quinTāta' nā quila'. Ū'tza' iclīhualh Espíritu Santo nacāmāca'tzīnīyān hui'xina'n tū iclacasqui'n naca'tzīyā'tit.
JHN.16.16	Jesús cāhuanipālh:
JHN.16.16	―Ā'macsti'na'j hui'xina'n jā quintilālaktzī'uj. Ā'macsti'na'j huampala naquilālaktzī'mpalayāuj ixpālacata quit iclaka'mā'lh quinTāta'.
JHN.16.17	Makapitzīn ī'scujnu'nī'n talākelhasqui'nīlh:
JHN.16.17	―¿Tū huanicu'tun huā'mā'? Xla' quincāhuaniyān ā'macsti'na'j jā catilaktzī'uj ē ā'macsti'na'j huampala nalaktzī'mpalayāuj, ixpālacata nalaka'n ixTāta'. 
JHN.16.18	¿Tūchu huanicu'tun ā'macsti'na'j? Jā ca'tzīyāuj tū quincāhuanimā'n.
JHN.16.19	Jesús ca'tzīlh tū ixtakelhasqui'nīcu'tun ē ū'tza' cālīhuanilh:
JHN.16.19	―Quit iccāhuanin ā'macsti'na'j jā quintilālaktzī'uj ē ā'macsti'na'j huampala naquilālaktzī'mpalayāuj. ¿Jā ū'tza' huā'mā' tū lākelhasqui'nī'pā'na'ntit? 
JHN.16.20	Ixlīcāna' tū iccāhuaniyān. Hui'xina'n nacalhua'nā'tit ē nalīpuhuanā'tit. Tachi'xcuhuī't natalīpāxuhua. Masqui pūla nalīpuhuanā'tit, ā'līstān līpāxūj natahui'la'yā'tit. 
JHN.16.21	A'cxni' chā'tin puscāt nacamala, xla' līpuhuan ixpālacata pātīni'n. A'cxni' lacatuncuhuī'nī'ttza' ī'ska'ta', xla' jātza' pāstaca chī pātīni'lh ixpālacata chilhtza' nac cā'quilhtamacuj chā'tin ska'ta'. Ū'tza' līpāxuhua. 
JHN.16.22	Nā chuntza' hui'xina'n chuhua'j līpuhuanā'tit. A'cxni' quit na'iccālakmimpalayān hui'xina'n napāxua'yā'tit. Nūn chā'tin caticāmaktīn huā'mā' tapāxuhuān.
JHN.16.23	’A'cxni' namin tzamā' quilhtamacuj, hui'xina'n jā tū quintilākelhasqui'nīuj. Ixlīcāna' tū iccāhuaniyān, quinTāta' nacāmaxquī'yān ixlīpō'ktu tū nasqui'ni'yā'tit na quintacuhuīni'. 
JHN.16.24	Jāna'j tū squi'nī'ta'ntit na quintacuhuīni'. Casqui'ntit ē nacātamaxquī'yān. Ē ū'tza' nalīpāxua'yā'tit.
JHN.16.25	Jesús cāhuanipālh:
JHN.16.25	―Iccāhuaninī'ta'n huā'mā' tū līmāsu'yun. Namin quilhtamacuj a'cxni' jātza' icticātā'chihuīna'n chuntza'. Tzej na'iccātā'līchihuīna'nān quinTāta'. 
JHN.16.26	Tzamā' quilhtamacuj hui'xina'n nasqui'ni'yā'tit quinTāta' na quintacuhuīni'. Jātza' ixlacasqui'nca quit na'icsqui'ni' quinTāta' mimpālacataca'n. 
JHN.16.27	QuinTāta' cāpāxquī'yān hui'xina'n ē ū'tza' nalīsqui'ni'yā'tit na quintacuhuīni'. Hui'xina'n quilāpāxquī'yāuj quit ē a'ka'ī'nī'ta'ntit quit icminī'ta'ncha' jā huī'lh Dios. Ū'tza' xla' cālīpāxquī'yān hui'xina'n. 
JHN.16.28	Quit icmincha' na ixpāxtūn quinTāta' ē icmilh huā'tzā' nac cā'quilhtamacuj. Chuhua'j na'icmakxteka cā'quilhtamacuj ē na'iclaka'mpala quinTāta'.
JHN.16.29	Ī'scujnu'nī'n tahuanilh:
JHN.16.29	―Chuhua'j tzej icca'tzīyāuj tū līchihuīna'mpā't ixpālacata jātza' chihuīna'mpā't tū līmāsu'yun. 
JHN.16.30	Chuhua'j icca'tzīyāuj hui'x ca'tzīkō'ya' ixlīpō'ktu. Jātza' ixlacasqui'nca nakelhasqui'nīca'na'. Icca'tzīyāuj hui'x ta'nī'ta'nchi jā hui'lacha' Dios.
JHN.16.31	Jesús cākelhtīlh:
JHN.16.31	―¿Chuhua'j a'ka'ī'yā'tittza'? 
JHN.16.32	Mimā'lhtza' quilhtamacuj, ē chuhua'j huā'mā' quilhtamacuj a'cxni' hui'xina'n nata'a'kahuani'yā'tit. Milīpō'ktuca'n hui'xina'n ē chā'tunu' napinā'tit na minchicca'n ē quit naquilāmakxtekāuj quina'cstu. Masqui quilāmakxtekui, jā quilīmān ictitahuī'lh ixpālacata quinTāta', xla' quintā'huī'lh. 
JHN.16.33	Iccāhuaniyān huā'mā' ē chuntza' jā najicua'nā'tit ixpālacata hui'xina'n quilālīpāhuanāuj xmān quit. Līhuan hui'lā'na'ntitcus nac cā'quilhtamacuj, napātīni'nā'tit. Jā cajicua'ntit. Quit icskāhuī'lhtza' tī māpa'ksī cā'quilhtamacuj.
JHN.17.1	A'cxni' huankō'lh huā'mā', Jesús talacayāhualh nac a'kapūn ē huanli:
JHN.17.1	―Tāta', chilhtza' quilhtamacuj. Caquilakachi'xcuhui' quit, miSka'ta', ē nā chuntza' quit nā na'iclakachi'xcuhuī'yān. 
JHN.17.2	Quimaxquī'nī'ta' līmāpa'ksīn na'iccāmāpa'ksī ixlīpō'ktuca'n tachi'xcuhuī't. Chuntza' quit tzē na'iccāmaxquī' xasāsti' ixlatamatca'n tū jā catilaksputli. Tzē na'iccāmaxquī' xasāsti' ixlatamatca'n tī quimacamaxquī'nī'ta'. 
JHN.17.3	Xlaca'n talakapasān hui'x ē quintalakapasa quit, Jesucristo. Taca'tzī hui'x ixlīcāna' Dios ē hui'x quimacata'nī'ta'. Chuntza' tasu'yu xlaca'n taka'lhī xasāsti' ixlatamatca'n tū jā catilaksputli.
JHN.17.4	’Quit iclakachi'xcuhuī'nī'ta'n huā'tzā' nac cā'quilhtamacuj. Ictlahuakō'lhtza' tū quimāpa'ksīnī'ta' na'ictlahua. 
JHN.17.5	Chuhua'j Tāta', caquilakachi'xcuhui' na milacatīn chuntza' chī ixquilakachi'xcuhuī'ya' a'cxni' xa'ictā'hui'lachā'n hui'x a'cxni' jāna'j ixa'nan cā'quilhtamacuj.
JHN.17.6	’Xalanī'n nac cā'quilhtamacuj tī hui'x quimacamaxquī'nī'ta', xlaca'n iccāmāca'tzīnīnī'ttza' tī hui'x. Xlaca'n mila' ixtahuanī't ē hui'x quimacamaxquī'nī'ta' ē xlaca'n takexmatni'nī't milīmāpa'ksīn. 
JHN.17.7	Chuhua'j xlaca'n taca'tzī milīmāpa'ksīn ū'tza' tū iclītlahua ixlīpō'ktu. 
JHN.17.8	Quit iccāmāsu'yuni'nī't mintachihuīn tū quihua'ni'. Xlaca'n quinta'a'ka'ī'ni'lh. Chuhua'j taca'tzītza' ixlīcāna' icminī'ta'ncha' jā hui'la'chi hui'x. Ta'a'ka'ī'nī'ttza' hui'x quimacata'nī'ta'.
JHN.17.9	’Quit icsqui'ni'yān ixpālacataca'n. Jā icsqui'ni'yān ixpālacataca'n xalanī'n nac cā'quilhtamacuj. Icsqui'ni'yān xmān ixpālacataca'n tī quimacamaxquī'nī'ta' ixpālacata xlaca'n pō'ktu mila'. 
JHN.17.10	Pō'ktu tī quila' ē nā mila'. Pō'ktu tī mila' ē nā quila'. Quit quintalakachi'xcuhuī'nī't.
JHN.17.11	’Chuhua'j quit na'iclakmimpalayān. Ē jātza' ictitachokolh nac cā'quilhtamacuj. Xlaca'n natatachoko nac cā'quilhtamacuj. Tāta' xatasicua'lanālani' hui'x, cacālīmaktāya' milītli'hui'qui xlaca'n tī quimacamaxquī'nī'ta' ē kēxtim catalalh, chī hui'x ē quit lacxtim. 
JHN.17.12	A'cxni' xa'iccātā'huī'lh ū'tunu'n, xa'iccālīmaktaka'lha milītli'hui'qui tī quimacamaxqui'. Xa'iccāmaktaka'lha xlaca'n. Chuntza' jā tī chā'tin tza'nkālh, xmān ū'tza' tī jā ixa'ka'ī'cu'tun ū'tza' tza'nkālh. Chuntza' mākentaxtūlh mintachihuīn chī tatzo'kni'.
JHN.17.13	’Chuhua'j quit iclaka'mā'chā'n. Līhuan icuī'lhcus huā'tzā' nac cā'quilhtamacuj, quit icuan huā'mā' ē chuntza' xlaca'n natalīka'lhī tapāxuhuān chī quit. 
JHN.17.14	Iccāmaxquī'nī't mintachihuīn. Ē xalanī'n nac cā'quilhtamacuj taquiclhlaktzī'n xlaca'n. Cāquiclhlaktzī'ncan quinchi'xcuhuī'n ixpālacata xlaca'n jātza' xalanī'n nac cā'quilhtamacuj, chuntza' chī quit jā xala' nac cā'quilhtamacuj. 
JHN.17.15	Jā icsqui'ni'yān nacāmāxtuya' nac cā'quilhtamacuj. Quit icsqui'ni'yān cacāmaktāya'. Chuntza' skāhuī'ni' jā nacā'a'kskāhuī'. 
JHN.17.16	Xlaca'n jā xalanī'n nac cā'quilhtamacuj, chuntza' chī quit jā xala' nac cā'quilhtamacuj. 
JHN.17.17	Xalactze cacālīmāxtu mintachihuīn. Mintachihuīn ū'tza' tū ixlīcāna'. 
JHN.17.18	Chuntza' chī quimacata'nī'ta' nac cā'quilhtamacuj, nā chuntza' xlaca'n nā quit na'iccāmacā'n nac cā'quilhtamacuj. 
JHN.17.19	Ixpālacataca'n quit na'iclītamacamāstā' quina'cstu hua'chi a'ktin talakalhu'mān ē chuntza' ā'chulā' xlaca'n mila' natalītaxtu.
JHN.17.20	’Icsqui'ni'mā'n ixpālacataca'n xlaca'n ē ixpālacataca'n ixlīpō'ktuca'n tī nā nata'a'ka'ī' ā'līstān ixpālacata ixtamāsu'yunca'n xlaca'n tī quila'. 
JHN.17.21	Icsqui'ni'yān quina'n ē xlaca'n kēxtim nalayāuj, Tāta', chuntza' chī hui'x ē quit. Catalalh chī chā'tin ē chuntza' xalanī'n nac cā'quilhtamacuj nā nata'a'ka'ī' hui'x tī quimacata'nī'ta'. 
JHN.17.22	Chī hui'x quilakachi'xcuhuī'nī'ta', nā chuntza' quit iccālakachi'xcuhuī'nī't xlaca'n ē chuntza' chā'tin natahuan chī quit ē hui'x chu chā'tin quina'n. 
JHN.17.23	Quit iccātā'lahuī'lh xlaca'n chuntza' chī hui'x quintā'hui'la', ē xlaca'n natalītaxtu chu chā'tin. Chuntza' xalanī'n nac cā'quilhtamacuj tzē natalīca'tzī hui'x quimacata'nī'ta' ē hui'x nā cāpāxquī'ya' xlaca'n chī quimpāxquī'ya' quit.
JHN.17.24	’QuinTāta', hui'x quimacamaxquī'nī'ta' xlaca'n. Quit iclacasqui'n nā xlaca'n catachā'lh jā quit na'icchā'n, ē chuntza' xlaca'n natalaktzī'n chī quilakachi'xcuhuī'ya'. Hui'x quilakachi'xcuhuī'ya' ixpālacata ixquimpāxquī'ya' xapūla a'cxni' jāna'j ixa'nan cā'quilhtamacuj. 
JHN.17.25	Tāta', hui'x xatze. Masqui jā talakapasān tachi'xcuhuī't xalanī'n nac cā'quilhtamacuj, quit iclakapasān. Quinchi'xcuhuī'n, xlaca'n taca'tzī hui'x quimacata'nī'ta'. 
JHN.17.26	Quit iccāmāca'tzīnīnī'ttza' tī hui'x. Na'iccāmāca'tzīnīcus ē xlaca'n natapāxquī'nin chuntza' chī hui'x quimpāxquī'ya'. Nā xlaca'n pō'ktu quilhtamacuj na'iccātā'tahui'la.
JHN.18.1	Jesús a'cxni' tlahuakō'lh oración, cātā'taxtulh ī'scujnu'nī'n ē tatacutli nac Cedrón. A'ntza' ixuī'lh a'ktin pū'olivar. Jesús a'ntza' cātā'tanūlh ī'scujnu'nī'n. 
JHN.18.2	Nā Judas tī namacamāstā' Jesús, xla' ixlakapasna'n a'ntza' ixpālacata maklhūhua' Jesús ixcātā'takēstoknī't a'ntza' ī'scujnu'nī'n. 
JHN.18.3	A'ntza' nac pū'olivar Judas cālē'lh soldados ē policías tī ixcāmacā'nī't xanapuxcu'nu' pālejni' ē fariseos. Ixtalē'nācha' ixespadaca'n ē ixpūmakskoca'n ē ixlamparaca'n. 
JHN.18.4	Jesús ixca'tzīkō'tza' ixlīpō'ktu tū na'a'kspula ē cālaktalacatzuna'jīlh ē cākelhasqui'nīlh:
JHN.18.4	―¿Tī putzayā'tit?
JHN.18.5	Xlaca'n takelhtīlh:
JHN.18.5	―Jesús xala' nac Nazaret.
JHN.18.5	Jesús cākelhtīlh:
JHN.18.5	―Quit Jesús tī putzayā'tit.
JHN.18.5	A'ntza' ixcātā'yālh Judas tī namacamāstā' Jesús. 
JHN.18.6	A'cxni' Jesús cāhuanilh: “Quit Jesús tī putzayā'tit”, xlaca'n chā'kēni'yaj tatamakahuasli ē ta'a'kā'lh nac ti'ya't.
JHN.18.7	Jesús cākelhasqui'nīpālh:
JHN.18.7	―¿Tī putzayā'tit?
JHN.18.7	Xlaca'n tahuampālh:
JHN.18.7	―Jesús xala' nac Nazaret.
JHN.18.8	Jesús cāhuanilh:
JHN.18.8	―Iccāhuanintza' quit. Palh quit quilāputzayāuj, cacāmakxtektit cata'a'lh tzamā' makapitzīn.
JHN.18.9	Huanli huā'mā' ixpālacata namākentaxtū tū Jesús ixuanī't: “Jā tī chā'tin tza'nkālh tī quimacamaxquī'lh xaTāta'.”
JHN.18.10	Simón Pedro ixlē'mā'lh ixmachīta, ē māxtulh ē a'kacā'yujulh ixa'ka'xko'lh na ixa'kacāna'j tī ixuanican Malco. Xla' ū'tza' ixtasācua' ixuanī't xapuxcu' pālej. 
JHN.18.11	Jesús huanilh Pedro:
JHN.18.11	―Camānū'pala' mimachīta na mimpūmachīta. Quit iclīhui'līnī't na'icpātī tū ixtalacasqui'nīn quinTāta'.
JHN.18.12	Tachi'palh Jesús soldados ē ixcomandanteca'n ē policías tī ixlaca'n israelitas. Macachī'ca. 
JHN.18.13	Lē'nca pūla na ixchic Anás. Kōlu' Anás ixpuhuiti' ixuanī't Caifás tī xapuxcu' pālej tzamā' cā'ta. 
JHN.18.14	Tzamā' Caifás ū'tza' tī ixcāhuaninī't israelitas ā'chulā' tze palh chā'tin chi'xcu' nalīnī ixpālacata ixlīpō'ktuca'n tachi'xcuhuī't.
JHN.18.15	Ixtastālani'tēlha Jesús Simón Pedro ē ā'chā'tin ī'scujni'. Tzamā' ī'scujni' xla' ixlakapasa xapuxcu' pālej. Ū'tza' lītā'tanūlh Jesús na ixtanquilhtīn ixchic xapuxcu' pālej. 
JHN.18.16	Pedro tachokolh nac kēpūn, ixlacatzuna'j nac mākelhcha. Taxtulh tzamā' ī'scujni' tī ixlakapasa xapuxcu' pālej. Tā'chihuīna'nli tzu'ma'jāt tī ixmaktaka'lhmā'lh mākelhcha. Chuntza' tzamā' ī'scujni' tzē mānūlh Pedro nac tanquilhtīn. 
JHN.18.17	Tzu'ma'jāt tī ixmaktaka'lha mākelhcha, xla' kelhasqui'nīlh Pedro:
JHN.18.17	―¿Ē jā hui'x ī'scujni' huā'mā' chi'xcu'?
JHN.18.17	Pedro kelhtīni'lh:
JHN.18.17	―Jā quit.
JHN.18.18	Tasācua'n ē policías ixtahui'līnī't macscut ixpālacata ixlonknu'n. Ixtayāna'lh ē ixtasko'mā'nalh. Nā a'ntza' ixmaklayālh Pedro ixmaksko'mā'lh.
JHN.18.19	Anás tī xapuxcu' pālej, xla' līkelhasqui'nīlh Jesús ixpālacata ī'scujnu'nī'n ē ixtamāsu'yun.
JHN.18.20	Jesús huanilh:
JHN.18.20	―Quit icchihuīna'nī't cā'lacan na ixlacatīnca'n tachi'xcuhuī't. Pō'ktu quilhtamacuj xa'icmāsu'yu quit nac templos ē nac xaka'tla' templo jā ixtatakēstoka israelitas. Jā tū icuanī't nac cā'tzē'k. 
JHN.18.21	¿Tū ixpālacata quilīkelhasqui'nī'ya' quit? Cacākelhasqui'ni' tachi'xcuhuī't tī quintakexmatnī't. Ū'tunu'n catahualh tū iccāhuanilh.
JHN.18.22	A'cxni' Jesús huanli huā'mā', chā'tin policía tī ixlayālh a'ntza', lacala'syāhualh ē huanilh:
JHN.18.22	―¿Ē chuntza' kelhtīcan tzamā' xapuxcu' pālej?
JHN.18.23	Jesús kelhtīlh:
JHN.18.23	―Palh jā tze tū icuanli, cacāhua'ni' ixlīpō'ktuca'n huā'tzā' tū icuanli. Palh tze tū icuanli, ¿tū ixpālacata quilītucsa'?
JHN.18.24	Anás lakmacā'lh Jesús xatachī'n Caifás tī xapuxcu' pālej.
JHN.18.25	Simón Pedro ixyālh ī'sko'mā'lh. Huanica:
JHN.18.25	―¿Ē hui'x jā ī'scujni' huā'mā' chi'xcu'?
JHN.18.25	Pedro kelhtatzē'kpālh ē huanli:
JHN.18.25	―Jā quit.
JHN.18.26	Nā a'ntza' ixuī'lh chā'tin ixtasācua' xapuxcu' pālej. Xla' ixtalakapasni' ixuanī't tī a'kacā'yujulh Pedro. Tzamā' tasācua', xla' kelhasqui'nīlh Pedro:
JHN.18.26	―¿Ē jā hui'x ictā'laktzī'n Jesús nac pū'olivar?
JHN.18.27	Pedro kelhtatzē'kpālh ē palaj tunca ta'salh lakatin puyux.
