GEN.1.1	Mwanzo Mwenyezimungu komba bingu na duniya. 
LUK.4.34	“Ari! Uwe Insa nNazareti, utandibirani? Sambi, kuja epa utipoteze? Omi núkwijiwa uwe, kuwa Ntakatifu uperekiwe na Mwenyezimungu!” 
LUK.4.35	Fala Insa akinsutumu shetwani ire, akamba: “Nyamala nduu! Nlawe munu‑yu!” Shetwani ire akingwisa munu ire, akinlawa bila kuntenda kinu kibaya. 
LUK.4.36	Wanu piya wakishanga pakulu, wakambirana watupu: “Mashala! Usowezini‑wu? Awamuru mashetwani ka mamulaka na uwezo, newo walawa!” 
LUK.4.37	Na habari kuhusu Insa zikenera kaya jirani piya za inti ire.
LUK.4.38	Insa palawire nsinagoga, kengira nyumba ya Ansumani. Nkwewe Ansumani ari nlwere homa pakulu futi. Wanu wakinlebela Insa amponese. 
LUK.4.39	Basi, Insa akimwinamira karibu yake, akamuru homa ire inlawe, neyo ikinlawa. Kwa mpunde noure, iye akilamuka, akanza kuwaudumu.
LUK.4.40	Parititire juwa, piya wanu wákiwa na walwere wa ulwere jisijisi onse wakiwatwala wakija nawo ka Insa. Iye akintula makono pakiswa kila mmoja, akiwaponesa. 
LUK.4.41	Novyo mashetwani wakiwalawa wanu wengi, kuno wakikuwa, wakamba: “Uwe Mwana wa Mwenyezimungu!” Fala Insa kawasutumu, aawasire kusowera, konta ewo wakijiwa kuwa iye Almasihi.
LUK.4.42	Pakucere subuu namapema, Insa akilawa nkaya mure, akúka akikala mahala kiriziu. Junudi ya wanu ire ikanza kupita ikinsakula. Mwinshoni wakimmona, wakintafadali asiwase. 
LUK.4.43	Fala Insa akiwajibu: “Omi nijuzi nuke makaya mengine novyo, nikereze habari ngema kuhusu ufalume wa Mwenyezimungu, kamana ndi canitumiwe kuja kutenda.” 
LUK.4.44	Na iye akereza mmasinagoga a Yudeya.
LUK.5.1	Suku moja, Insa akereza nanyenje ya tanda ra Galileya. Wanu wengi wâkinyana wansikire usemi wa Mwenyezimungu. 
LUK.5.2	Insa kawona ngalawa mbiri nlufuko mure. Wavuvi wêsuka, wakosa nyavu zawo. 
LUK.5.3	Mwenyé ngalawa mmoja ákitiwa Ansumani. Insa akingira, ikisa akinlebela tena avutire aba ngalawa ire kubahari. Basi, Insa akikala nomure mungalawa mure, akanza kuwafunda wanu ware.
LUK.5.4	Pesire kusowera na wanu ware, kamwambira Ansumani javi: “Sambi, twala ngalawa‑yi, uke nayo parindo pare, ukataye nyavu‑zi mmaji, uvuwe inswi.” 
LUK.5.5	Ansumani akinjibu: “Mwanlimu, ofwe tivuwa usiku nzima, atipatire kinu! Fala kwa kuwa uwe kwankwamba javyo, nitaya tena nyavu‑zi.” 
LUK.5.6	Nakutaya nyavu zire mmaji, wavuwa inswi nyingi zawenye, mpaka nyavu zawo zíre zikanza kurundumuka! 
LUK.5.7	Wakiwapa alama wenziwawo wákiwa mungalawa nyengine woke wakawavye. Kweli, ewo wakuka wakiwavya. Wejaza inswi ngalawa zombiri mpaka ngalawa zire zíbaki aba javi kutota!
LUK.5.8	Ansumani Peduru pawonire inswi zire, akitenga malundi mbere ya Insa, akamba: “Ha! Mwenye, nitanuke konta omi niwa mmadambi pakulu.” 
LUK.5.9	Kamana iye kâshanga pakulu, pamoja na wenziwe ware piya, konta inswi zawápatire zíkiwa nyingi. 
LUK.5.10	Wenziwe Ansumani wakwitiwa Yakobu na Yahaya, wana wa Zebedeyu, newo novyo washanga pakulu futi.
LUK.5.10	Insa akimwambira Ansumani, akamba: “Usope! Mwanzo wa sambi‑pa mpaka mbere, uwakoresa
LUK.5.11	Pawafikire kulufuko, wakikweza ngalawa zawo zire. Mpunde noure, wakasa vinu piya, wakinfulata Insa.
LUK.5.12	Safari moja, Insa ákiwa kaya moja, noyo kaya‑yo ákiwapo munu anyakatuka magundula, we! Munu ire nakummona Insa, akisujudi, akintafadali Insa, akamba: “Mwenye, ukisaka, kwanawo uwezo wa kuniswafi.”
LUK.5.13	Insa akolosa nkono, akinkumbula, akamba: “Nisaka, uwe swafi!” Mpunde noure, magundula are akimpakatika. 
LUK.5.14	Insa akinlaizira, akamba: “Usangupe kumwambira munu, ila uka ukarolote ka nlongozi wa dini. Tenda nadiri kamba vyaalaizire Musa kwa uswafi wako, iwe ushahidi ka wanu.” 
LUK.5.15	Fala habari kuhusu Insa kila mara ikizidi kwenera. Ndimana wanu wengi wakija kusikiriza usowezi wake, na wapate kuponesiwa ulwere wawo. 
LUK.5.16	Fala Insa akilawa akisakula mahala kiriziu, akitenda duwa.
LUK.5.17	Suku moja, Insa pakiwafunda wanu, Mafarizeu wamojawapo na wanlimu wa shariya wekala karibu yake. Ewo wakilawirira mmakaya piya a Galileya na Yudeya pamoja na Yerusalemu. Uwezo wa Mwenyezimungu wakuponesa úkiwa na Insa. 
LUK.5.18	Noparepare, wakija wanu na kitewe wansukure mmashila. Wakisakula wapite wafike paakiwa Insa, 
LUK.5.19	fala awakidirire kwa sababu ya wanu kuwa wengi. Basi wakikwera papala, wakibomola tijolu, wakinteremusa nlwere ire mmashila, mpaka kati-kati ya wanu mbere ya Insa. 
LUK.5.20	Insa, paawonire kwamini kwawo, akamba: “Rafiki yangu, madambi ako aswamiiwa!”
LUK.5.21	Nakusikira javire, wanlimu wa shariya na Mafarizeu ware walalamika: “Noyu mwananlumeni noyu akufuru javi‑yu? Nani ajuzi kuswamii sairi Mwenyezimungu tu basi?”
LUK.5.22	Insa, pejiwe mawazo awo, akiwadairi: “Mbena mwankulalamika mmyoyo mwenu? 
LUK.5.23	Cirimba kusema ndi cepi? Kwamba, ‘Madambi ako aswamiiwa’ au kwamba, ‘Lamuka, enenda’? 
LUK.5.24	Fala ipate mwijiwe kuwa Binadamu wa Binguni kanawo mamulaka mulumwengu‑mu kuswamii madambi, nukoloterani.” Basi, Insa akimwambira kitewe ire: “Uwe nankukwambira, lamuka, usukure mashila ako‑ya, uke vyako kwenu.”
LUK.5.25	Kwa mpunde noure, mbere ya wanu ware piya, iye akilamuka, akisukula caatandikiriwe cire, akuka kwawo, kuno akinsifu Mwenyezimungu. 
LUK.5.26	Wanu piya watajabu, wantukuza Mwenyezimungu, uwapata wofi, wakamba: “Rero tiwona mambo a matajabisa!”
LUK.5.27	Pavisire vire, Insa nakulawa kammona mwananlume mmoja akiripisanga nsoko. Iye akitiwa Lawi, kekala mahala pake paakiripisanga nsoko. Insa akimwambira: “Nifulate!” 
LUK.5.28	Lawi akasa vinu piya, akilawa, akinfulata Insa.
LUK.5.29	Ikisa Lawi akintendera Insa jambo rikulu pakaya pake. Nopo wákiwapo wanu wengi wakuripisa nsoko pamoja na wanu wengine pawakirya. 
LUK.5.30	Mafarizeu na wanlimu wawo wa shariya wakiwaduguda wanafunzi wa Insa ware, wakamba: “Ewa warípisi nsoko na wamadambi‑wa, mbena mwankurya na mwankunywa nawo?”
LUK.5.31	Insa akiwajibu, akamba: “Wakomu awansakula dotoru, ila walwere. 
LUK.5.32	Omi sijire kuweta wenye shariya ila wamádambi watubiye.”
LUK.5.33	Wanu ware wamwambira Insa: “Wanafunzi wa Yahaya wafunganga na walebelanga duwa. Wanafunzi wa Mafarizeu watenda novyo, fala wanafunzi wako wakuryanga na wakunywanga.”
LUK.5.34	Insa akiwajibu: “Warifiwe paharusi, filihali wari pamoja na mwenyé harusi, umwe muwafungisa? 
LUK.5.35	Ukuja kufika wakati wa kuwa mwenyé harusi alaviwa kati yawo, basi nowo wakati‑wo ndi wawaja kufunga.”
LUK.5.36	Ikisa, Insa kawasowerera novyo kinyume, akamba: “Hapana munu apapula nguwo nyipya, kutaya kiwamba nguwo ya mida. Akitenda javyo, akwaribu nguwo nyipya, na kiwamba‑co acifãi kutaya munguwo ya mida. 
LUK.5.37	Novyo, aapo munu ataya vinyu nyipya nnumba za mida, konta vinyu‑yo ipanja numba‑zo. Kwa javyo, vinyu ítawanyika na numba‑zo zíkwaribika. 
LUK.5.38	Fala vinyu nyipya ijuzi itayiwe nnumba nyipya. 
LUK.5.39	Hapana munu, bandi ya kuyeza vinyu ya mida, asaka kunywa vinyu nyipya, kamana akwamba kuwa ya mida‑yi ndi ngema pakulu.”
LUK.6.1	Suku mmoja sabadu
LUK.6.2	Fala Mafarizeu wamojawapo wawadairi javi: “Mutenda vitendo savina shariya suku ya sabadu‑yi sababuni?”
LUK.6.3	Insa akiwajibu, akamba: “Tangu amunamba kufyoma Mandiko vyaamba caatendire Daudi na wanu wake paîwakorire njala? 
LUK.6.4	Iye kengira nnyumba ya Mwenyezimungu, katwala mikate ituriwe kuwa takatifu, katafuna, na myengine kawapa wenziwe. Iye aâwere na shariya ya kutafuna, ila walongozi wa dini basi.” 
LUK.6.5	Na Insa akamba: “Binadamu wa Binguni ndi Mwenyé wa sabadu.”
LUK.6.6	Vikuna suku nyengine ya sabadu, Insa kengira nsinagoga, akanza kuwafunda wanu. Nomo ákiwapo mwananlume mmoja wakumufwa nkono nriro. 
LUK.6.7	Wanlimu wa shariya na Mafarizeu wákinnang'anizira Insa sana-sana wammone kamba amponesa suku ya sabadu, wammonerere kitendo kimojawapo ca kukosa. 
LUK.6.8	Fala Insa akijiwa vyawakiwaza, akimwambira munu wakumufwa nkono ire javi: “Lamuka, wimire kati-kati‑po.” Munu ire akilamuka, akimira. 
LUK.6.9	Insa akiwambira: “Nukudairini, suku ya sabadu halali kutenda kinu cema au kibaya? Eyi suku‑yi halali kunvusha munu mainsha ake, au kupoteza?” 
LUK.6.10	Bandi ya kuzungunuka kuwanang'aniza sana wanu ware piya, iye akimwambira mwananlume ire: “Olosa nkono.” Iye akolosa, nkono ure ukipona! We! 
LUK.6.11	Fala ewo wakikimiwa naye pakulu, wakanza kuwazisana watupu kuhusu vyakuntenda Insa.
LUK.6.12	Nozire suku zire, Insa akilawa, akuka kumwango kulebela duwa. Akitenda duwa kunlebela Mwenyezimungu usiku nzima. 
LUK.6.13	Pakucere subuu, akiweta wanafunzi wake. Kati yawo akiwatondola kumi na wawiri, waawetire mawalii. Mazina awo wakitiwa javi: 
LUK.6.14	Ansumani Insa wampere zina rengine ra Peduru, Andere (nduye Peduru), Yakobu, Yahaya, Filipi, Bartolomeu, 
LUK.6.15	Matwaya, Tamimu, Yakobu mwana wa Alufeu, Ansumani wakwitiwa Zeloti
LUK.6.16	Yuda mwana wa Yakobu, pamoja na Yuda Shikariyoti, airini ajire akinzungunuka Insa, akimpereka ka maaduwi wake.
LUK.6.17	Insa kesuka nawo pamoja pamwango, akifika mahala pakuritandika sana-sana, akimira nopo azunguriziwe na wanafunzi wake wengi. Íkiwepo novyo junudi ya wanu wengi wawenye wakulawa mmakaya piya a Yudeya na a Yerusalemu, na makaya a Tiru na a Sidoni upande wa mwani. 
LUK.6.18	Wája kunsikira Insa na wapate kuponesiwa malwazo awo. Ware wakopepesiwa na mashetwani wáponesiwa. 
LUK.6.19	Wanu piya wakisakula wankumbure Insa, konta uwezo ukinlawa, ukiwaponesa piya!
LUK.6.20	Ikisa, Insa kawanang'aniza wanafunzi wake, akiwambira:
LUK.6.20	“Heri umwe muri masikini konta ufalume wa
LUK.6.20	Mwenyezimungu ndi wenu.
LUK.6.21	Heri umwe muri nawo njala sambi‑pa
LUK.6.21	kamana mukuja kwikuta.
LUK.6.21	Heri umwe muríra sambi‑pa kamana mukuja kuseka.
LUK.6.22	Heri umwe wakati wanu wawakwinani,
LUK.6.22	au wawakukatalani, au wawakutukanani,
LUK.6.22	au vyawefya panja zina renu kamba kinu kibaya,
LUK.6.22	kwa sababu ya kunfulata Binadamu wa Binguni.
LUK.6.23	Muwe radi suku‑yo, tupani kwa kuwa radi!
LUK.6.23	Kamana thawabu yenu mbinguni ulu.
LUK.6.23	Wababu zawo wawatenda minabii namuna moja novyo.”
LUK.6.24	“Mulaniwe umwe matajiri,
LUK.6.24	kamana furaha yenu mwisa kupokerera.
LUK.6.25	Mulaniwe umwe muri kwikuta sambi‑pa,
LUK.6.25	kamana ikuja kukukolani njala.
LUK.6.25	Mulaniwe umwe museka sambi‑pa
LUK.6.25	kamana mukuja kurira na kurishuku.
LUK.6.26	Mulaniwe umwe wakati wamusifiwa na wanu piya,
LUK.6.26	kamana ndi kamba wababu zawo vyawakiwatenda
LUK.6.26	novyo minabii walongo!”
LUK.6.27	“Falakini umwe muri kunisikiriza, nikwambirani javi: wapendeni maaduwi wenu, watafitini sana wenye kukuwindani. 
LUK.6.28	Wajanliyeni wenye kukulanini, walebeleleni duwa wari kukutabishani. 
LUK.6.29	Ikiwa munu kakwibiya langu rimoja, mwasire novyo rengine akwibiye. Ikiwa munu katwala anzu yako, na galasau yako neyo usiziwiye. 
LUK.6.30	Wakulebela onse, wamere; na ikiwa munu katwala kinu cako, usindãi kuwa akuludisire. 
LUK.6.31	Kamba vyavikwajibuni kukukutenderani wenzenu, nomwe watendereni novyo.
LUK.6.32	Mukiwapenda wenye kukupendani, faidani yamurindira? Anta na wamádambi novyo wawapenda ware wawapénda ewo. 
LUK.6.33	Mukiwatafiti vyema wenye kukutafitini vyema, faidani yamurindira? Anta wamádambi watenda novyo. 
LUK.6.34	Mukinkopesha munu mukirindira kukuludisirani, faidani yamurindira? Anta wamádambi wawakopesha wamádambi wengine ipate waludisiriwe cawakopeshe. 
LUK.6.35	Ila wapendeni maaduwi wenu, watendeni vyema, wakopesheni bila tamaa yakukuludisirani. Kwa javyo, mupokerera thawabu ulu, mukuwa wana wa Mwenye Nkulu, kamana iye atenda meema anta ka wanu sawashukuru na wabaya. 
LUK.6.36	Muwe na huruma kamba Baba wenu vyaari na huruma.”
LUK.6.37	“Musilaumu, nomwe amushubutu kulaumiwa. Musihukumu, nomwe amushubutu kuhukumiwa. Waswamiini wenzenu, nomwe muswamiiwa. 
LUK.6.38	Merani, nomwe novyo mumeriwa, kipimo cema cakusindiririwa, cakutikinyiriwa, cakupakatika, mupewa pakulu pawenye. Kamana kipimo camupimira ndi kipimo camuludisiriwa noco.”
LUK.6.39	Insa kawasowerera novyo kinyume cengine: “Sawawona watupu wakorerana nkongojo? Wo‑wawiri awagwirira mpondo? 
LUK.6.40	Aapo anta mwanafunzi mmojawapo wakumpunda mwanlimu wake, fala mwanafunzi wakufyoma sana anlanda mwanlimu wake.
LUK.6.41	Sababuni kushugulika na kizolo ciri mmaso mwa nduyo, kwasa kushugulikira kibawo ciri mmaso mwako
LUK.6.42	Umwambira nduyo: ‘Nduyangu njo kuno, inga nukusaidiye nukulavye kizolo mmaso mwako‑mo.’ Mwaja? Iri kuwa uwe auri kuwona kibawo ciri mmaso mwako? Uwe nafiki, lavya kwanza kibawo ciri mmaso mwako, ikisa uwone sana-sana kizolo ciri mmaso mwa nduyo ulavye.”
LUK.6.43	“Aupo muti mwema wakupa visumo vyakunyata. Muti wakunyata newo novyo aupa visumo vyema. 
LUK.6.44	Kamana kila muti ukwijiwikana kwa visumo vyake. Figu azisumiwa mmuti wa miwa, wala uva azisumiwa mumbiriwiri. 
LUK.6.45	Munu mwema akuwa na meema mengi mmoyo mwake, ndimana alavya meema mmoyo. Munu mbaya, wa moyo mbaya, alavya mabaya. Konta kanywa ya munu isowera cijáre mmoyo.
LUK.6.46	“Munita: ‘Mwenye! Mwenye!’ fala amutenda canamba omi, sababuni? 
LUK.6.47	Kila ája kwangu omi, ásikiriza usemi wangu, áfulata vyanamba novyo, nukoloterani anlandire. 
LUK.6.48	Kanlanda munu ajengire nyumba, akisimba pansi pakwica, akipanga mawe a aluserusu. Uja mpupu wa maji mengi a muto, wibiya na nguvu nyumba ire, fala aitikinyike, konta ijengiwa sana. 
LUK.6.49	Fala ire asikire usemi wangu akitowa kufulata, kalandana na munu ajengire nyumba munsanga, bila kupanga mawe a aluserusu. Pauja mpupu wa maji a muto, akwibiya nyumba‑yo. Kwa mpunde nowo ikugwa, na ipondomoka nfululu!”
LUK.7.1	Insa pesire kuwambira wanu vinu vire piya, akingira Kafarnaumu. 
LUK.7.2	Noko ákiwapo nkulungwa mmoja wa masurudadu, ákiwa nawo ntumisi mmoja waakimpenda pakulu futi. Ntumisi ire ákiwona kulwaza, nusura kufwa. 
LUK.7.3	Surudadu ire pasikire vikisoweriwa kuhusu Insa, kawatuma wakulungwa wamojawapo wa Mayahudi wakanlebele Insa oke akamponese ntumisi wake. 
LUK.7.4	Wajire ka Insa ware wakintafadali pakulu, wakamba: “Eyo mwananlume‑yo ájuzi kusaidiiwa, 
LUK.7.5	kamana awapenda wanu wetu Mayahudi, ndi kweli iye katijengera sinagoga yetu!”
LUK.7.6	Insa akilongozana nawo wakuka. Nakufika karibu ya nyumba ire, surudadu ire akiwatuma marafiki zake wamojawapo wapite wakimmwinza Insa, wamwambire: “Mwenye, usiwone kukushumbuwa, omi siri bora uwe kuja kwinama lupenu rangu kwingira. 
LUK.7.7	Kwa javyo, omi sikidaniza kuwa nijuzi kuja kusowera nowe. Lavya ámuri tu basi, ntumisi wangu‑yu ápona. 
LUK.7.8	Kamana omi nanawo wakulungwa wangu wanijuzi kuwasikiriza. Nanawo novyo masurudadu waniwapanga ámuri. Nimwambira mmoja ‘uka’, neye alawa akuka. Nimwambira mwengine ‘njo kuno’, iye akuja. Na nimwambira ntumisi wangu ‘tenda‑ci’, iye atenda.”
LUK.7.9	Insa nakusikira javire, kanshanga, akiwazungunukira wakinfulata ware, akiwambira: “Nukwambirani kuwa tangu sinansingana anta mmoja kati ya wanu waIziraeli wa kwamini pakulu kamba eyu!” 
LUK.7.10	Nakufika ukaya, watumiwe ware wansingana ntumisi ire aponire.
LUK.7.11	Subuu yake, Insa akilawa, akuka mpaka kaya yakwitiwa Naimu. Kalongozana na wanafunzi wake na wanu wengi wawenye. 
LUK.7.12	Insa paafikire karibu ya kaya ire, ona, asukuriwa maiti. Maiti are ákiwa mwana mmoja noyo tu basi wa mamaye, na iye ákiwa nankweli. Wanu wengi wawenye wakimpereka kuka kuzika. 
LUK.7.13	Mwenye pammonire nankweli ire, kantendera huruma pakulu, akimwambira javi: “Usirire.” 
LUK.7.14	Ikisa akiwandika janeza ire, akikumbula, na wanu wasukure janeza ware wakimira. Insa akamba: “Nnemba, nankukwambira, lamuka!” 
LUK.7.15	Neye âfwire ire akikala, akanza kusowera. Insa nopare akingabizi mmakono mwa mamaye. 
LUK.7.16	Piya ware ukiwapata wofi, wakinsifu Mwenyezimungu, wakamba: “Kati yetu kalawirira nabii nkulu!” Ikisa wakamba: “Mwenyezimungu kawanang'aniza wanu wake!” 
LUK.7.17	Habari kuhusu vyaâtendire Insa zikenera piya porovinsiya ya Yudeya na makaya jirani piya.
LUK.7.18	Wanafunzi wa Yahaya wakuka wakimwereza mwanlimu wawo kuhusu piya vinu vikunire. Yahaya akiweta wanafunzi wake wawiri, 
LUK.7.19	akiwatuma kuka kusowera na Mwenye, wandairi javi: “Uwe ndi ire akirindiriwa kuja
LUK.7.20	Wakija ka Insa, wanu ware wakimwambira: “Yahaya mwenyé Koza katituma kuno tije tukudairi: ‘Uwe ndi ire akirindiwa kuja, au titumaini kunrindira mwengine?’ ”
LUK.7.21	Wakati noure, Insa kawaponesa wanu wengi wawenye wakulwaziwa na ulwere jisijisi na wakupatiwa na mashetwani, na kawaponesa novyo vipofu wengi wawenye, ewo wakanza kuwona. 
LUK.7.22	Ndimana, Insa akiwajibu wanafunzi wa Yahaya ware, akamba: “Ukani mukamwambire Yahaya vyamuwonire na vyamusikire‑vi, kuwa vipofu wankuwona, wanu wakubadilika maulu wankwenenda, wamagundula wankuswafiwa, sawasikira wankusikira, wafwi wankuziripusiwa, na wamasikini
LUK.7.23	Heri munu wakuwa kwangu omi aawona sababu ya kunziwiya kuzidi kunamini.”
LUK.7.24	Wanafunzi wa Yahaya pawokire vyawo, Insa kengira kuwambira wanu ware kuhusu Yahaya, akamba: “Mwananlume wamukire kummona kulanga‑yo nani? Wamummonire kuwa mwepepe kamba bambati, rakutikinyika na mepo‑yo? 
LUK.7.25	Noko muka kuwona kinani? Muka kummona mwananlume wakuvala sana-sana? Onani, wanu wa mavazi meema wakwikala mmanyumba makulu a kifalume, awekala nlanga. 
LUK.7.26	Sambi, muka kuwona kinani? Muka kummona nabii? Ndi kweli, na iye kampunda nabii. 
LUK.7.27	Yahaya ndi noyo asemiwa mMandiko
LUK.7.27	‘Ona, omi nimpereka ntumwa wangu wakukulongorera,
LUK.7.27	iye akutengezera njira mbere yako.’
LUK.7.28	Omi nukwambirani kuwa kati ya wanu wapongoriwe na wanawaka, aapo nkulu wakumpunda Yahaya. Novyo-sivyo, munu saari kinu onse muufalume wa Mwenyezimungu, noyo ndi nkulu wakumpunda iye!”
LUK.7.29	Warípisi nsoko wamojawapo, pamoja na piya wanu wengine wasikire, kwa kuwa wôziwa na Yahaya, wakikisha kuwa Mwenyezimungu mwenyé haki. 
LUK.7.30	Ila Mafarizeu na wenye kupendeleya shariya awoziwe na Yahaya, kwa javyo wakatala vyaasaka Mwenyezimungu wawo.
LUK.7.31	Insa akamba tena: “Wana wa nozi enzi‑zi niwalandanise na nani? Wanlanda nani? 
LUK.7.32	Wawa kamba wasimana wekare pabazari wakambirana javi:
LUK.7.32	‘Tibiya ngoma ya sherehe fala amuvinire,
LUK.7.32	timba nyimbo za uzuni, fala amuririre!’
LUK.7.33	Kamana, kaja Yahaya mwenyé Koza aatafuna mikate wala aanywa vinyu, umwe mukwamba: ‘Iye kanawo jini.’ 
LUK.7.34	Sambi, kaja Binadamu wa Binguni, akuryanga na akunywanga, umwe mukwamba: ‘Mmoneni, nryaji na nnywaji‑yu, rafiki wa warípisi nsoko na wamádambi‑yu.’ 
LUK.7.35	Wijiwifu wa Mwenyezimungu wakikishiwa kuwa shariya na piya wenye kufulata nowo wijiwifu‑wo.
LUK.7.36	Suku moja, Nfarizeu mmoja kamwarifu Insa akarye kwake. Ndimana Insa akuka kunyumba ya Nfarizeu ire, nakufika akikala kurya. 
LUK.7.37	Ona, ákiwapo nkaya‑mo mwanamuka mmadambi. Iye, paasikire kuwa Insa kekala kurya kunyumba ya Nfarizeu kure, akilawa akuka noko. Akisukula numba ngema sana yaâtayire mafuta akunuwira. 
LUK.7.38	Nakufika, akikokora nyuma ya maulu a Insa, akirira akimugwa masozi. Kuno akinlovya na masozi ake Insa mmaulu, ikisa akinfuta na nywiri zake. Na kila mara, akimpa beju, kuno akintawanyira mafuta akunuwira are.
LUK.7.39	Nfarizeu ámwarifire ire, nakuwona vyaakitenda mwanamuka ire, akisowera kimoyomoyo akamba: “Eyu mwananlume‑yu anáwa nabii, iye nanga kamwijiwa mwanamukani ári kunkumbula mmaulu‑yu. Eyu mwanamuka‑yu mmadambi!”
LUK.7.40	Insa akinjibu Nfarizeu ire, akamba: “Ansumani, ciwapo kinu canisaka kukwambira.”
LUK.7.40	Iye akijibu: “Sema, Mwanlimu.”
LUK.7.41	Insa akintambira javi: “Wákiwapo wanawalume wawiri wakiwiriwa na munu mmoja. Mmoja akiwiriwa jarajara
LUK.7.42	Wo‑wawiri anta mmoja aawerepo wakuwa na uwezo wa kuripa deni yake, ndimana mwanyewe akiwaswamii nfululu piya ware. Munu asaka kumpenda pakulu aswamiire ire ndi wepi?”
LUK.7.43	Ansumani akijibu, akamba: “Niwona kuwa ire aswamiiwe pakulu ire.” Insa akamba: “Kweli, kuwaza sana.” 
LUK.7.44	Ikisa Insa akimolota mwanamuka ire, akimwambira Ansumani: “Mmone mwanamuka‑yu? Ningira nnyumba mwako‑mu, aunipere maji nikitawada mmaulu‑mu, fala iye kanosa maulu angu‑ya na masozi ake, kanifuta na nywiri zake. 
LUK.7.45	Aunipokerere kwa beju, fala iye tangu nikingira‑mu, aasire kunipa pakulu beju mmaulu. 
LUK.7.46	Aunipakire mafuta nkiswa‑mu, fala iye kanipaka mafuta akunuyira mmaulu. 
LUK.7.47	Kwa javyo, nukwambira kuwa madambi ake, newo mengi, aswamiiwa kamana kanolotera pendo pakulu. Fala mwenyé kuswamiiwa aba, akolota kupenda aba.” 
LUK.7.48	Ikisa Insa akimwambira mwanamuka ire: “Madambi ako aswamiiwa.”
LUK.7.49	Kwa javyo, wanu wengine wekare nawo ware wakanza kwambirana watupu: “Eyu mwananlume‑yu, wakuwa anta madambi aswamii, nani?”
LUK.7.50	Insa akimwambira mwanamuka ire: “Kwamini kwako kukuvusha. Uka vyako kwa salama!”
LUK.8.1	Bandi ya javire, Insa akipita mmakaya makulu na matoto, akereza Habari Ngema kuhusu ufalume wa Mwenyezimungu. Iye kalongozana na wanafunzi kumi na wawiri ware. 
LUK.8.2	Wakinfulata novyo wanawaka wengine wawaponese ulwere wa mashetwani na malwere mengine. Nkati ya ewo wákiwa Mariyamu Madalena âtuwisiwe mashetwani saba. 
LUK.8.3	Zuwana muka wa Kuza, amiri nkulu wa Herodi; Suzana; na wengine tena wengi wawenye. Ewa wanawaka‑wa wakilavyanga vinu vyawo wanyewe, wakinsaidiya Insa pamoja na wanafunzi wake.
LUK.8.4	Suku moja, wajumana wanu wengi, wakilawa kaya nyingi wakija ka Insa. Iye akiwasowerera kwa kinyume, akiwambira javi: 
LUK.8.5	“Safari mmoja kalawa nvyari mmoja kuka kuvyala mbeyu yake. Paakivyala, mbeyu nyengine igwirira munjira, iluwatiwa, na nyuni zidodola piya. 
LUK.8.6	Nyengine ikigwirira mmawe, nakukula yumiliya kwa kutowa kanawo napanapa ya maji. 
LUK.8.7	Nyengine igwirira mmiwa, ikula pamoja na minyani ya miwa, fala miwa ire ikinya. 
LUK.8.8	Na mbeyu nyengine igwirira munsanga warutuba. Mbeyu ire ikula, ipa visumo miya kwa mbeyu moja.” Mwinsho kaamba kwa shauti ulu: “Basi, ári na masikiro a kusikira, asikire!”
LUK.8.9	Wanafunzi ware wandairi Insa kuhusu kinyume cire mana ake. 
LUK.8.10	Iye akiwajibu: “Umwe mweleweshiwa siiri ya ufalume wa Mwenyezimungu. Fala wanu wengine niwasowerera nkinyume ipate anta wanang'anize wasiwone, anta wasikire wasereriwe.
LUK.8.11	Eci kinyume‑ci mana ake ndi javi: Mbeyu ikolota usemi wa Mwenyezimungu. 
LUK.8.12	Mbeyu igwirire munjira ikolota wanu wasikíra usemi wa Mwenyezimungu. Ikisa akuja Shetwani, awalavya usemi ure mmoyo mwawo ipate wasikubali, wasivushiwe. 
LUK.8.13	Mbeyu igwirire mmawe ikolota wanu wakuwa pawasikira usemi wa Mwenyezimungu, wapokerera kwa radi sana. Fala awana mizipe mirefu. Kwa muda aba wakubali, fala wakati wakuwayerera, watipuka kunifulata. 
