MAT.1.1	Kĩtabũ kya wĩleli wa kĩYesu Kilisito, umuana wa kĩDaudi, umuana wa kĩIbũlahimu. 
ACT.24.2	“Kunsooko kwaligilie matiliga mingĩ muutemi waako Peliki numukulu; kangĩ kuukendegeeli waako mpola ningĩ zukuzĩpĩĩlagiguaa kundugu ĩĩ, 
ACT.24.3	izi tũlũ kukuzaanũnkulaa kumasongelio mingĩ kunzĩla zensi sunga tũlũ pensi. 
ACT.24.4	Ĩpa ndeke kukutinĩlia nakupeepia ukutegeele nkaani nkeei kuuza waako. 
ACT.24.5	Kuitĩ kumuonile umuntu uyu kĩna mugaali, ukoonoonaa nukukualũangĩla ĩAyahũdi tũlũ muna unkũmbigyulu, kangĩ muene tyũe lya nkamĩ ya Anazaleti. 
ACT.24.6	Kangĩ nugema kumĩdobia ĩNumba ya kĩNzua; paapo namuguĩla, nakusiia kukumulamula kuUlagĩĩlio wĩĩtu.” 
ACT.24.7	Ĩpa uLisia umukulu wa ĩlaasi nupika, numuleegia kungũlũ mumĩkono yĩĩtu, 
ACT.24.8	nualagĩĩlia ĩasokia aaze kumuako. Kunzĩla ya kumuakue mumpola izi nakukumusokia 
ACT.24.9	ĩAyahũdi naĩgombia uusokia uu, naiũga kĩna iio wĩĩlĩ. 
ACT.24.10	ũJũmbe pĩna numuangaazĩlia umukono watambule, uPaulo nushookeelia, “Manile kĩna ue waalĩĩ mulamuli wa ndugu ĩĩmiaka mingĩ, nitambula mumpola zaane kuulumbi. 
ACT.24.11	Ue usũũmile kwimana kĩna intondo kwipũna naalĩ nendile kũYelusalemũ kukĩtekela sika zikĩlile kyuni nazibĩlĩ. 
ACT.24.12	Kangĩ ĩa sika alĩ amoonie kĩna alĩ nĩkĩkunguma numumtu wensi katia kukulĩlũangĩla iyũmbĩ munumba ya kĩNzua katia mumasũnagogi katia mukaa. 
ACT.24.13	Kangĩ sika asũũmile kwikamĩnkĩĩlia inkaani naansokilie mumpola zaane. 
ACT.24.14	Ĩpa ntongela yaako nikũmuula itĩ, kĩna mumpola za Nzĩla naaakumiĩta wĩkamatuli, iio nukumutekelaa uNzua wa atata ĩĩtu nukwishuĩĩla zensi nanandĩkue muUlagĩĩlio numuAnakĩdagu. 
ACT.24.15	Ntĩĩte ulaaĩĩli kwa kĩNzua nĩndĩo naaugombile, kĩna wiijile ukoolĩ uwiiuki wa akiu, akola kulukuuluu nĩnasika akola kulukuuluu, 
ACT.24.16	nineene nĩkakilie intondo zensi nĩĩ numoo naugila kukũmpia naĩngĩ ntongela ya kĩNzua nĩantu gaa.”
ACT.24.17	Pĩna nĩkĩla miaka mingĩ nampika, nĩatualĩle ĩantu a ndugu yaane ishadaka niipeelo. 
ACT.24.18	Pĩna alĩ nitenda itĩ, alĩ amoonie muNumba ya kĩNzua, kangĩ numueligue, numugila kamulundo katia ulũngili. Ĩpa ĩAyahũdi ĩĩa naalĩ apũnile kuAsia, 
ACT.24.19	iJĩpĩĩle nĩndĩo aaze ĩpa ntongela yaako aazinshokia kanga ĩatĩĩte lukaani luensi kumuane. 
ACT.24.20	Katia ĩeene atambule utimu kĩ naalĩ auoonie pĩna alĩ nĩĩmĩkile ntongela ilindĩ, 
ACT.24.21	isiititũla kulukaani lwalu nalumuĩ naalĩ nĩtuntile pĩna nanĩĩmĩka pakatĩ yaao nukwiũga, Mumpola za wiiuki wa akiu ĩne nilamulua ntongela yaako nantende ĩĩ.
ACT.24.22	uPeliki, kuitĩ alĩ wazimanaa kĩĩsa impola za Nzĩla ĩĩ, nukĩsũnta ĩkialo kiĩ lutondo luĩngĩ, nwiũga, “uLisia umukulu wa ulugu pĩna ukiiiza, nukilamula inkaani zaani.” 
ACT.24.23	Numulagĩĩlia umukulu nuasio uPaulo walindĩĩlue, ĩpa wĩĩ nĩlioma, kangĩ waleke kumugilia kaumuĩ wa asuaĩĩa aakue kukumutumĩla.
ACT.24.24	Pĩna nazikĩla ntondo nkeei, uPeliki nupika palumuĩ nuDulusila musungu waakue naalĩ Muyahũdi, nutumanĩĩlia uPaulo wĩĩtue, numutegeela impola za usuĩĩli mwa kĩKilisito Yesu. 
ACT.24.25	Pĩna nulondoosia impola za kulukuuluu nukukĩgilia nuulamuli naukiiza, uPeliki nũingĩĩlua nuooa, nuũga, “Longola ĩpaino, pĩna nikiligia ĩlioma nĩkakukuĩta.” 
ACT.24.26	Palumuĩ niyaasio, nutũngĩĩle zĩ ukipeegua mpiia nuPaulo; iio gua, numuĩta nkua ningĩ naĩtambuĩla ninduyo. 
ACT.24.27	Pĩna nĩkĩla miaka ĩbĩlĩ, uPeliki numuanũnkula uPolikio Pesto wateme palioma liakue. uPeliki, kunsooko nusĩĩa kukualoeelia ĩAyahũdi, numuleka uPaulo mukĩtũngo.
ACT.25.1	uPesito pĩna nuligia uutemi wa nsĩĩ pĩna nazikĩla ntondo zitatu, nunankĩla wende kuYelusalemũ kwipũna kuKaisalia. 
ACT.25.2	ĩApolia naakulu nĩatongeeli a Ayahũdi naamuĩĩla impola za kĩPaulo, naamupeepia. 
ACT.25.3	Nukukumulompa waaloeelie, walagĩĩlie waleetue kũYelusalemũ; naalomile amukũsĩle nukukumuulaga munzĩla. 
ACT.25.4	Ĩpa uPesito nushookeelia ya kĩna uPaulo mulindĩĩlue kuKaisalia, ninduyo umuene wĩzĩpĩlĩĩlĩlie wende kuasio kuukaaũ. 
ACT.25.5	Nuũga, “Luulo gua, ĩaasio mumiani naatĩĩte usũũmi kutime palumuĩ nineene amusokie kanga ĩlukoolĩ nalubĩĩ kumuntu nuasio.” 
ACT.25.6	Pĩna nuĩma kunsiao ntondo nasika zikĩlile munaana kamuĩ kyumi, nuenda kuKaisalia. Lutondo lwa kabĩlĩ nwikyalansa mwityengu lya ulamuli, nulagĩĩlia uPaulo waleetue. 
ACT.25.7	Pĩna nuuza, ĩAyahũdi naalĩ apũnile kũYelusalemũ naĩĩmĩka piipĩ ninduyo, naamusokia kunkaani ningĩ kangĩ ndũto, ĩpa naalemua kukuzikamĩnkĩĩlia. 
ACT.25.8	uPaulo nutambula, nuũga, “Ĩne sika ntimuĩle kalukaani kuUlagĩĩlio wa Ayahũdi sunga ku Numba ya kĩNzua, sunga kwa kĩKaisali.” 
ACT.25.9	Ĩpa uPesito nwishiia kukualoeelia ĩAyahũdi, numushookelia uPaulo nuũga, “Umuloene wende kũYelusalemũ ulamulue kuasio ntongela yaane kumpola izi?” 
ACT.25.10	Ĩpa uPaulo nuũga, ĩne nĩmĩkile ntongela ityengu lya ulamuli wa kĩKaisali, paapo injĩpĩĩle namulue; sika nĩatimulĩĩle ĩAyahũdi kalukaani kĩna uue nulĩngile nkankanaa. 
ACT.25.11	Malĩĩ ĩne numutimuli katia ntendile lukaani nalũjĩpĩĩle mbulague, sika nsiitile kwikia. ĩpa malĩĩ ulukaani ulu nanishookeelia ĩsika lwa kulukuuluu kutilĩ nusũmile kwimbĩĩka. Nsiile ntelie nukwa kĩKaisali. 
ACT.25.12	Paapo uPesto pĩna nukondia kukĩtambuĩla nĩanilindĩ, nuushookeelia, “Usiiile kwa kĩKaisali, ukienda kwa kĩKaisali.”
ACT.25.13	Pĩna nazikĩla ntondo nkeei, uAgilipa mutemi nuBelinike naapika kuKaisalia amusoolie uPesto. 
ACT.25.14	Pĩna naikyala kuasio ntondo ningĩ, uPesito nuĩ kumuganuĩla umutemi impola za kĩPaulo nuũga, “Ukoolĩ muntu ĩpa naalĩ mulekue nuPeliki mukĩtũngo. 
ACT.25.15	Pĩna alĩ nĩĩlĩ kũYelusalemũ ĩapolia naakulu nĩanampala a Ayahũdi naanganuĩla impola zaakue, naalompa numulamule,” 
ACT.25.16	Nanĩashookeelia kĩna sika ntendo ya kĩLumĩ kukumupũnia wensi naalĩ musokigue pĩna wikĩĩlĩ kalaagaanua nĩasokia usiu kuusiu, waligie ĩlioma lya kĩtambuĩla mumpola za usokia kumuakue. 
ACT.25.17	luulo gua, pĩna naĩlundĩĩla ĩpa sika nantinia; ĩpa palutondo lwa kabĩlĩ nanikyalansa mwityengu lya ulamuli, nandagĩĩlia umuuntu nuasio waleetue. 
ACT.25.18	ĩAsokia pĩna naĩĩmĩka, sika naamusokia kalukaani nalubĩĩ kĩna alĩ nsĩĩgile ĩne, 
ACT.25.19	Ĩpa kumpola za wĩtekeli waao nukumpola za muntu umuĩ Yesu nwakiile, nukumutambulaa uPaulo kungũlũ kĩna ukoolĩ mupanga. 
ACT.25.20	Nineene pĩna nanemua mumpola za nkaani izi, nanumukolia malĩĩ muloe wende kũYelusalemũ walamulue kuasio mumpola izi. 
ACT.25.21	Ĩpa uPaulo pĩna nusiia kwitelia, walindile sunga walamulue numutemi namukulu, iio nandagĩĩlia walindĩĩlue sunga pĩna nĩkakumutuala kwa kĩKaisali. 
ACT.25.22	uAgilipa numuĩĩla uPesto, “ĩne nineene numuloe numũigie umuntu uyu.” Nuũga, “Ukakumũigia mudaau.” 
ACT.25.23	Iio gua, mudau yaakue naaaza uAgilipa nuBelinike naĩoogelĩĩlie ĩkĩtemi, naingĩla muasio kwitegeela inkaani palumuĩ nĩakulu a kaa. Paapo uPesito nulagĩĩlia uPaulo waleetue. 
ACT.25.24	uPesito nuũga, “Mutemi Agilipa, niniinie ensi namukoolĩ palumuĩ nindiishie, mwamuona umuntu uyu Mumpola zaakue, ĩAyahũdi sue naalompa kũYelusalemũ sunga nĩa ĩpa gaa, nĩaalĩĩlie, naikulia ĩkĩlanga kĩna sika yumũjĩpĩĩle kainiinno wĩĩ muumĩ. 
ACT.25.25	Ĩpa ĩne namona kĩna sikutendile kalukaani nalũjĩpĩĩle waulague; ninduyo umuene pĩna nusiia kwitelia kumutemi namukulu, nanamula numutuale kumuakue. 
ACT.25.26	Ĩpa mumpola zaakue numugila kalukaani lwa tai kukumuandĩkĩla ũshekulu; luulo namuleeta ntongela yaani, naikulu nangũlũ ntoongela yaako, mutemi Agilipa, pĩna kwakondia kukumukolia-kolia, ndigie ulukaani lwa kuandĩka. 
ACT.25.27	kuitĩ naona ingĩ ulu kukumutuala umuntu, ndekilagĩĩla uusokia kumuakue.”
ACT.26.1	uAgilipa numuĩĩla uPaulo, “Utĩĩte lioma kukĩtambulĩlia uue.” Paapo uPaulo nunansula umukono waakue, nuĩ kĩtambulĩlia: 
ACT.26.2	ĩne neene nĩoonie numuliukũ kunsooko nĩkĩtambulĩlia ntongela yaako nantende, mutemi Agilipa, mumpola zensi nanumusokigue nĩAyahũdi. 
ACT.26.3	Kuitĩ ue wĩĩzĩ dũũ, intendo nuukolia wensi naatĩĩte ĩAyahũdi. Luulo gua, nukulompile untegeele kuugigimĩlia.
ACT.26.4	uLugendo luane kwipũna uusumba waane, kĩna alĩ luĩlĩ kwipũna umuandio pakatĩ ya ndugu yaane kuasio kũYelusalemũ, ĩAyahũdi ensi alumanile. 
ACT.26.5	Alĩ amanile ĩne kwipũna umuandio, malĩĩ aloe kwikuĩla, kĩna alĩ nĩmĩtiatile ĩnkamĩ nĩkakilie kukuzikendegeela impola za wĩtekeli wĩĩtu, kuitĩ alĩ nĩMuPalisayo. 
ACT.26.6	Ĩpaino nĩĩmĩkile ĩpa namulue kunsooko ya ulaaĩĩli wilyago ĩatata ĩĩtu naalĩ apeegue nuNzua. 
ACT.26.7	Ninduuli zĩĩtu kyumi nazibĩlĩ zilaaĩlĩĩle zĩlĩpikĩĩle; pĩna ĩkamatĩkilie kukĩtekela utiku nĩmunsĩ. Kunsooko ya ulaĩĩli uu nishokigua nĩAyahũdi, ee Mutemi! 
ACT.26.8	Nĩkĩ lwatũla kumiani zĩmbũge ingĩ lukaani nasika lwishuĩĩlua kĩna uNzua ukũiukagiaa ĩakiu.
ACT.26.9	Tai ĩne uneene alĩ moonie munkolo yaane kĩna injĩpĩĩle ntende utendi wingĩ naukĩkuaa nĩliina lya kĩYesu Munazaleti. 
ACT.26.10	Nantenda itĩ mũYelusalemu; pĩna alĩndigilie uusũũmi kuapolia naakulu, nanĩatũnga eelu iingĩ, kangĩ pĩna alĩ akuulagaguaa nangombagiaa. 
ACT.26.11	Nkua ningĩ mumasũnagogi maao mensi alĩ nĩkĩakaasagia, nanĩakakanĩka kukumutuka uNzua sunga kuugaali naukĩlĩkĩlĩĩle alĩ nĩkĩaagagiaa sunga kukaa za ugenda.
ACT.26.12	Iio gua, nanongola sunga kuDamesiko nantĩĩte usũũmi nuulagĩĩligua wa apolia naakulu. 
ACT.26.13	Pansaa ya mutandatu, eeMutemi, pĩna alĩ nĩĩlĩ munzĩla, namona weelu naupũnile kwigyulu naukĩlile uweelu wa mpasu, naumĩlĩkĩla ĩne nĩaasio naalĩ kwĩensi nineene, inaandĩ zensi. 
ACT.26.14	Nakugua pansĩ tũlũ ensi; naniigia luli lwintambuĩla kuntambo ya kĩEbũlania, Sauli Sauli, nĩkĩ winjagia. ĩkakũ kumuako kukumĩsamba ilyakĩ ĩndilima. 
ACT.26.15	Nineene nambũga, “Uue waani Shekulu.” ũShekulu nuũga, “Ĩne neene Yesu, nwinjagia ue.” 
ACT.26.16	Ĩpa uuka, wĩĩmĩke kumĩgulu yaako, kuitĩ nukũgyelelĩĩle kunsooko yoĩ, nukuĩĩke wĩĩ mwĩtumi numukuĩli kumpola naazumoonie ĩne, sunga kumpola ziizo nanĩkakigyelelia kumuako. 
ACT.26.17	Ĩnukukugũna kwipũna kuantu aako sunga kwipũna kundugu nazĩngĩ; kuitĩ nukukutuma kumiao 
ACT.26.18	ualaĩlie ĩmiiso maao, agomolue kwipũna mukiiti, ingĩle muweelu; agomolue kwipũna muusũũmi wa kĩShetani, ingĩle kwa kĩNzua; aleegeligue ĩmĩlandu yaao, asaale palumuĩ nĩnaeeligue kuusuĩĩli nawĩĩlĩ mumuane.
ACT.26.19	Luulo gua, eeMutemi Agilipa, sika nansiita ĩmaoni ma kwigyulu, 
ACT.26.20	ĩpa kumuandio nanĩatanantĩlia ĩaasio a kuDamesiko niYelusalemũ numunsĩĩ yensi nya Uyahũdi sunga kundugu nazĩngĩ, koona apele agomokele kwa kĩNzua, ĩĩtenda utendi nawijĩpĩĩle uupeli. 
ACT.26.21	Kunsooko ya izi ĩAyahũdi naanguĩla muNumba ya kĩNzua naagema kwimbulaga. 
ACT.26.22	Sunga ulutondo lwa nantende ndigilie waalĩĩligua naupũnile kwa kĩNzua, nanĩĩmĩkile ĩpa nukukuakuĩla aniino nĩakulu, kangĩ sika nitambula nkaani zĩngĩ, isiititũla zozoozo ĩanakĩdagu nuMusa naalĩ akuzitambulaa kĩna zijilitũla; 
ACT.26.23	ya kĩna uKilisito yumũjĩpĩĩle waagigue, kangĩ uzo wĩĩ wa muandio kwiiiuka muakiu, watanantie impola za weelu kuantu aakue nukundugu nazĩngĩ.
ACT.26.24	Pĩna nutambula itĩ, uPesito nwĩtunta nuũga, “Paulo wasailile ue, uumani waako naukulu wakusalilie.” 
ACT.26.25	ĩpa uPaulo nuũga, “Sika nsalile ee Pesito numukulu, ĩpa nitambula inkaani za tai kangĩ za masala. 
ACT.26.26	kuitĩ mutemi umanile impola izĩ luulo nitambula ntongela yaakue kualiĩ. Kuitĩ moonie ti kĩna impola izi zukutilĩ nasikuzimanile, kuitĩ izi sika alĩ zitendekile kumpelo-mpelo. 
ACT.26.27	Ee Mutemi Agilipa, uasuĩlĩĩlene ĩanakĩdagu. Manile kĩna uasuĩlĩĩle.” 
ACT.26.28	uAgilipa numuĩĩla uPaulo, “Pityũngo niino usĩĩgile ntũle MuKilisito!” 
ACT.26.29	uPaulo nuũga, “Malĩĩ niino kamuĩ lyĩĩpũ, magu;” namulompa uNzua, sika ue dũũ, ĩpa tũlũ ensi nainigia nantende atũle zĩ neene, isiititũla ĩmatendele aya.
ACT.26.30	Paapo umutemi nũj ũmbe, nuBelinike nĩaasio naalĩ ikyalansile palumuĩ nĩndĩo naĩĩmĩka. 
ACT.26.31	Pĩna naalega, naĩĩ kĩtambuĩla naiũga, “uMuntu uyu sikutendile kalukaani nalũjĩpĩĩle kwiulagua katia kwitũngua.” 
ACT.26.32	uAgilipa numuĩĩla uPesito, “uMuntu uyu azũjilishũũma kwitũnguĩlua kanga ĩsika alusiile kwitelia kwa kĩKaisali.”
ACT.27.1	Pĩna naagomba kupũũte ĩnanza kuende kuItalia naamuĩĩka uPaulo nĩatũngua naĩngĩ mumĩkono ya mukulu wa ĩĩlaasi, ĩliina liakue Yulio, naalĩ wityũmpĩ lya ĩlaasi ĩlya mutemi namukulu. 
ACT.27.2	Nakũingĩla mwipyango naalĩ lĩpũnile kuAdalamiti nalĩlunziĩ kukaa za Asia, nakulega, uAlisitaliko Mumakedonia nwa kuTesalonike alĩ kwĩensi nĩndiishie. 
ACT.27.3	Lutondo lwa kabĩlĩ nakupika kuSidoni ũYulio numukendegeela uPaulo kuupolo numulekela wende kuasuaĩĩa aakue wakendegeelue nĩndĩo. 
ACT.27.4	Kwipũna kuasio nakugendia ipyango, nakukĩlĩla nsĩlĩlĩ ya Kiipulo kwĩkĩĩkame nĩnzega kunsooko alĩ ipũna kuntongela. 
ACT.27.5	Pĩna nakupũũta ĩnanza ya luandĩ lwa Kilikia nĩPampilia, nakupika kuMila, kaa ya Kilikia. 
ACT.27.6	Kuasio umukulu wa ĩlaasi nuona pyango lya Alekizandelia lĩlunziĩ kuItalia, nukũingĩlia muumo. 
ACT.27.7	Nakugendia ipyango kĩĩsa-kĩĩsa kuntondo ningĩ, sunga nakupika kuluandĩ lwa Nido kuluago, nukunsooko ĩnzega alĩ yukukugilia nakukĩlĩla nsĩlĩlĩ ya Kilene kuluandĩ lwa Salimone. 
ACT.27.8	Nakulĩgendia ipyango kuluago pankilimbua ya nanza, nakupika kuasio kĩna yukuĩtanguaa Kiandalo Kĩĩza, piipĩ nĩpaasio alĩkoolĩ kaa nyukuĩtaguaa Lasea.
ACT.27.9	Pĩna nazikĩla ntondo ningĩ numusĩnzo nawĩĩ wa wĩlũgi paasio kunsooko intoondo za kulaalĩla alĩ zakĩlile, uPaulo nuasugula, 
ACT.27.10	nuũga, “Agoosia, naonaa kĩna umusĩnzo uu ukitũla nuuaalaalĩki, kangĩ utĩĩte ukapĩki wingĩ, sika ukapĩki wa mĩligo nipyango udũũ, ĩpa nuwa uumĩ wĩĩtu gaa.” 
ACT.27.11	Ĩpa umukulu wa ĩlaasi numũigia nangũlũ umugendia pyango numukola pyango kwikĩla uPaulo ninkaani zaakue. 
ACT.27.12	Nukunsooko paasio pa kiandalo sika alĩ ijĩpĩĩle kukikyala intondo za mpepo, iingĩ mumiao naaũga taazu alege kwipũna kuasio ende kuPoeniki malĩĩ ishũũmĩkile, nukwiĩĩma kuasio pantondo za mpepo, nĩndĩo ingĩ kaa ya Kilete nĩtungĩnkĩĩne kĩkĩĩlĩma kya kĩsũkũma nĩkĩkĩĩlĩma kya kĩtakama.
ACT.27.13	ĩNzega ya kutakama pĩna nĩkũnka iniino, naasĩĩga aligagiaa kĩna alĩ asiiile, naakĩkuula ĩkĩkamĩkĩlo naaloongola pankilimbua ya Kilete. 
ACT.27.14	iTyũngo pĩna nalĩkĩla, ĩnzega nĩkũnka zĩ kĩlaumbĩ, nyukuĩtaguaa Eulakilo. 
ACT.27.15	Pĩna ipyango nalĩguĩlua nukwilemua kwitungĩnkaana nĩnzega, nakulĩleka nakusolua kiaka. 
ACT.27.16	Nakukĩla kuukaaũ piipĩ nĩkĩsiwa kĩniino, ĩliina liakue Kauda, paasio kuluago lukulu nakukanankĩlia kapango kipyango. 
ACT.27.17	Naakatũnga ĩkapango, naakĩlĩlia luligi pansĩlĩlĩ ipyango. Paapo pĩna alĩ oopokile kĩna ikikama mumĩnsanga nyukuĩtaguaa Siliti, naatũngula intiila za kugendelia ipyango, naakenkua iio nĩnzega. 
ACT.27.18	Pĩna ĩnzega nĩkakia kukukukua kungũlũ, palutondo lwa kabĩlĩ naagumĩla ĩmĩligo munanza. 
ACT.27.19	Palutondo lwa katatu naataaga iisheme ipyango kumĩkono yaao ĩeene. 
ACT.27.20	Pĩna ĩmpasu ninshonda sika alĩ zigyelĩĩle kuntondo ningĩ, nĩnzenga nankulu nyukukũnkaa, nakuulia uulaaĩĩli wa kugũnĩka.
ACT.27.21	Pĩna alĩ ĩĩmile tyũngo kyulu sika alĩĩle kandia, paapo uPaulo nuĩmĩka pakatĩ yaao, nuũga, “Agoosia, anga ĩalĩĩ mutiatile ulukaani luane, alĩ muleke kwilega kuasio kuKilete, sika aza mũjiligia injago nuulimĩli uu. 
ACT.27.22	Ĩpaino namuĩĩla mukamie nkolo, kuitĩ pakatĩ yaani ukutilĩ nunumuĩ nukilimansĩĩligua isiititũla ipyango udũũ. 
ACT.27.23	Kuitĩ malaĩka wa kĩNzua waane, uyu nanukumutumĩlaa, aza wĩĩmĩkile muna utiku wau piipĩ nineene 
ACT.27.24	wambuĩla, ‘Lekioopooka Paulo, ukutilĩ kawĩnegelo, ukiĩĩmĩka ntongela ya kĩKaisali; kangĩ laaa, uNzua wakupeelaa ĩaasio tũlũ naatĩĩte umusĩnzo palumuĩ ninduue.’ 
ACT.27.25	Luulo gua agoosia, kamiĩ nkolo, kuitĩ numusuĩlĩĩle uNzua kĩna ikitũla iio-iioo kĩna aza numuĩĩlue. 
ACT.27.26	Ĩpa kutilĩ kawĩnegelo kulĩmankie ipyango kulĩkũnilie kukĩsiwa kĩmuĩ.” 
ACT.27.27	Pĩna naupika utiku wikyumi nakanĩĩ, pĩna alĩ kwitualua uko ninduuko munanza ya Adilia, muutiku wa katĩ ĩanananza naasĩĩgile kĩna asũgamĩlaa kunsĩĩ nankakũ. 
ACT.27.28	Naiikia ĩkĩlaaĩlo, naaona kĩna uusimu wa maazĩ alĩ zĩ mĩkono makumi mabĩlĩ; naalongoleka, naalĩgumĩlia kangĩ naaona uusimu wa maazĩ alĩ zĩ mĩkono kyumi nĩtaano. 
ACT.27.29	Naoopooka kulekikũnĩlia mumapampa; luulo naiikia makamĩkĩlio manĩĩkunũma, naalompa weele. 
ACT.27.30	Ĩpa ĩanananza naagema kwimanka alĩleke ipyango. Kuluulo, naiikia kapango munanza ĩtende kuunamampĩlu zĩ kwiguma makamĩkĩlio sunga kuntongela. 
ACT.27.31	uPaulo numuĩĩla umukulu wa ĩlaasi gyana sunga ĩĩlaasi gaa, “Ĩa kanga asiitiĩĩma munipyango sika musũũmile kwigũnĩka.” 
ACT.27.32	Paapo ĩĩlaasi naazidumula indigi za kapango naakalekela kague.
ACT.27.33	Pĩna alĩ wieeleela, uPaulo nuapeepia tũlũ alĩe india nũũga, nantende lutondo lwa kyumi nakaanĩĩ mwikyalile yoi kwitũngĩla nukwilaalĩla, sika mulĩĩle kakĩntu. 
ACT.27.34	Luulo gua, numupeepilie mulĩe india; mukiligia ingũlũ, kuiti sunga ityũmbĩ lityue lya umuĩ mumiani sika likilimĩĩla, 
ACT.27.35	pĩna nutambula izi, nusola ugalĩ, numusongelia uNzua ntongela yaao ensi, nuuega nuandia kwilĩa, 
ACT.27.36	paapo naakamia inkolo ensi, naalĩa india ĩeene. ( 
ACT.27.37	Nindiishie tũlũ naalĩ kukoolĩ mwipyango alĩ kwĩantu magana mabĩlĩ nĩmakumi mupũngatĩ namutandatu.)
ACT.27.38	Pĩna naikyuta, naakeepia ĩmĩligo ipyango, naagumĩla uupemba munanza.
ACT.27.39	Pĩna naweela, sika naamĩlekanula ĩnsĩĩ niasio, isiititũla naalĩona ikiki kyulu, naasiia alĩtuale ipyango kuasio malĩ ishũũmikile. 
ACT.27.40	Naamaguma ĩmakamĩkĩlio, naamaleka munanza, nankulu palumuĩ nukwitolia indigi zimankĩlio, paapo naamĩnansula ĩntiila naniino nya kugendelia ipyango, ĩtungĩnkane nĩnzega, ende kũkiki lya munsaanga. 
ACT.27.41	Ĩpa naapikĩĩla pamaazĩ namakeei, ipyango nalĩseketela kuntongela, nalĩsĩmbĩla mumĩnsanga, nalĩguĩlua zigi-zigi, sika nalĩsũngusĩka, ĩpa kunũma nalĩtalulua kungũlũ za maĩngo. 
ACT.27.42	iKialo kya ĩlaasi gyana alĩ kukuaulaga ĩatũngua, wensi waleke kĩgũna kunzĩla ya kukua nsambo. 
ACT.27.43	Ĩpa umukulu wa ĩlaasi kunsooko nwishiia kukumuguna uPaulo, nuagilia alekitenda kĩna alĩ asĩĩgile. Nualagĩlia ĩaasio naasũũmile kwikua ĩnsambo ĩgumĩle tangua munanza apike kunsĩĩ nankakũ. 
ACT.27.44	Ĩaasio naalĩ asaagile nualagĩĩlia ĩgũne mumakota niisheme ipyango, itĩ yoi tũlũ ensi naagũnĩka, naapika kunsĩĩ nankakũ.
ACT.28.1	Pĩna nakugũnĩka, paapo nakulĩnga kĩna ĩliina lya kĩsiwa ingĩ Melita. 
ACT.28.2	Ĩakolakaa naakutendela iiza kwikĩlĩkĩĩla, kuitĩ naakoleelia umooto naakusũgamĩĩlia ishie tũlũ kunsooko ya mbũla nalĩkuĩle, nĩmpepo. 
ACT.28.3	uPaulo pĩna nuteena ĩkĩlinga lya nkuĩ nukukukĩĩkĩla mumooto, nzoka nĩpũna kunsooko ya mooto nyumutũnga mumukono. 
ACT.28.4	ĩAkolakaa pĩna naamĩona ĩnzoka ĩkĩgalaganzia mumukono naĩĩ kĩtambuĩla eene kueene, “Kutilĩ kankankani, umuntu uyu muulagi, anga ĩazaa ugũnĩkile noo munanza, ĩkulukuuluu sika yumulekile wĩĩ muumĩ.” 
ACT.28.5	Ĩpa uzo numĩkanantĩla ĩnzoka mumooto, sika nuaalaalĩka. 
ACT.28.6	Iio nasĩĩgile nĩmbuge ukiimba katia ukigua pansĩ wakie kuukuanguki. ĩpa pĩnanaamukengekia nukwiona kĩna sikuaalaalĩkile, naakaĩla ĩmasĩĩgo maao, naaũga kĩna alĩ nzua.
ACT.28.7	Piipĩ nĩpasio alĩ ĩkoolĩ mĩgunda nya mukulu wa kĩsiwa, ĩliina liakue Pubulio, nduyo nukusũgamĩĩlia kunkolo ya kĩsuakĩĩa intondo zitatu. 
ACT.28.8	ũShee wa kĩPubulio ali muluĩle nukwipunĩlia ĩmĩgali. uPaulo nũingĩla kumuakue, nulompa, nuĩĩka ĩmĩkono mumuakue numukamia. 
ACT.28.9	Izi pĩna nazitendeka, ĩaluĩle ĩĩĩa mukĩsiwa kiasio naamuagaana naakamigua. 
ACT.28.10	Nĩndĩo naakukulia kwikyulio kyulu; pĩna nakũingĩla mwipyango kangĩ, naakuĩĩkĩlĩlia mwipyango iintu ya musĩnzo wĩĩtu.
ACT.28.11	Mieli ĩtatu pĩna nĩkĩla, nakutũnga umusĩnzo mwipyango lya Alekizandelia naalĩ liĩmile paasio pantondo za mpepo, nĩkĩlĩngasĩĩlio kiakue ingĩ Tyutĩ nuMalũka. 
ACT.28.12	Na kupika kuSilakusa, nakudĩĩla kuasio ntondo zitatu. 
ACT.28.13	Kwipũna kuasio nakupilima, nakupika kuLegio; pĩna lutondo lumuĩ nalukĩla, nzega ya takama nĩkũnka, lutondo lwa kabĩlĩ nakupika kuPuteoli. 
ACT.28.14	Kuasio nakuagaana ĩanũna naakupeepia kuĩme nĩndĩo ntondo mupũngatĩ. Iio nakupika kuLumĩ. 
ACT.28.15	ĩAnũna a kuasio, pĩna naigyũlia impola zĩĩtu, naapoloka kukukusĩngĩĩlia sunga ku Gyunanĩlo lya kuApio nĩTiletabeline
ACT.28.16	Pĩna nakupika kuLuĩ, uPaulo nupeegua ugombigua wĩĩme kĩna muloelue umuene, palumuĩ numwĩlasi numulindĩlĩĩle.
