MAT.1.1	Yesu Kristo a ofi ɔhene Dawid ne Abraham abusua mu no mpanyimfo din na edidi so yi: 
GAL.3.19	Ɛnne na Mmara no botae ne dɛn? Wɔde kaa ho sɛnea ɛbɛda bɔne adi na ɛbɛtena hɔ kosi sɛ Abraham aseni a ne nti wɔhyɛɛ saa bɔ no bɛba. 
GAL.3.20	Abɔfo na wɔnam onipa so de Mmara no ma. Nanso sɛ onipa baako na ɔwɔ hɔ de a, nea odi ntam no ho nhia. Saa onipa baako no ne Onyankopɔn.
GAL.3.21	Eyi kyerɛ sɛ Mmara no tia Onyankopɔn bɔhyɛ no anaa? Dabida! Sɛ mmara bi wɔ hɔ a etumi ma nnipa nkwa a, ɛnne na onipa nam mmara so betumi aka ne ho abata Onyankopɔn. 
GAL.3.22	Nanso Kyerɛwsɛm no aka se, wiase nyinaa hyɛ bɔne tumi ase sɛnea ɛbɛyɛ a akyɛde a wɔnam Yesu Kristo so hyɛɛ ho bɔ no, wɔde bɛma wɔn a wogye di no.
GAL.3.23	Ansa na gyidi no reba no, Mmara no too yɛn mpokyerɛ kosi sɛ wɔbɛda gyidi no adi.
GAL.3.24	Enti Mmara no na na ɛhyɛ yɛn so kosii sɛ Kristo bae sɛnea ɛbɛyɛ a wɔnam gyidi so bɛka yɛn abata Onyankopɔn ho. 
GAL.3.25	Afei a bere adu sɛ yegye Kristo di no, Mmara nni yɛn so tumi bio.
GAL.3.26	Ɛnam gyidi so nti na mo nyinaa yɛ Onyankopɔn mma a mo ne Kristo Yesu aka abom no. 
GAL.3.27	Wɔbɔɔ mo asu hyɛɛ Kristo mu nti moafa Kristo mu nnepa no ato mo ho so. 
GAL.3.28	Enti nsonoe nna Yudafo ne Amanamanmufo, ne nkoa ne wɔn a wɔde wɔn ho, ne mmarima ne mmea ntam. Mo nyinaa mo ne Kristo ayɛ baako. 
GAL.3.29	Sɛ moyɛ Kristo de a, na moyɛ Abraham asefo na mo nsa bɛka bɔ a Onyankopɔn ahyɛ mo no.
GAL.4.1	Asɛm a mereka ne sɛ, mpɛn dodow a ɔdedifo no yɛ abofra no, ɛwom sɛ agyapade no nyinaa hyɛ ne nsa de, nanso nsonoe biara nna ɔno ne akoa ntam. 
GAL.4.2	Eisane sɛ onnyinii no nti, nnipa bi wɔ hɔ a wɔhwɛ, toto nneɛma ma no kosi bere a nʼagya ahyɛ sɛ wɔnnan agyapade no mma no no.
GAL.4.3	Saa ara na yɛn nso bere a yɛyɛ mmofra no, wiase ahonhom dii yɛn so ara kosii sɛ yenyinii honhom mu no. 
GAL.4.4	Nanso mmere pa no dui no, Onyankopɔn somaa ɔno ankasa ne Ba. Ɔbae sɛ ɔba a ɛna awo no bɛhyɛɛ Yuda Mmara ase 
GAL.4.5	de gyee wɔn a na wɔhyɛ Mmara no ase no sɛnea ɛbɛyɛ a yɛbɛyɛ Onyankopɔn mma.
GAL.4.6	Sɛnea ɛbɛyɛ a wobehu sɛ moyɛ ne mma nti, Onyankopɔn somaa ne Ba no Honhom, Honhom a ɛteɛm se, “Agya, mʼagya no,” ma ɛbɛhyɛɛ yɛn koma mu. 
GAL.4.7	Enti, wonyɛ akoa bio na mmom woyɛ ɔba. Esiane sɛ woyɛ ne ba nti, Onyankopɔn de nea ɔwɔ nyinaa bɛma ne mma.
GAL.4.8	Mmere bi a atwam no, na munnim Onyankopɔn, enti mosom wɔn a na wɔnyɛ anyame no sɛ nkoa. 
GAL.4.9	Nanso afei a moahu Onyankopɔn anaasɛ Onyankopɔn ahu mo yi, adɛn nti na mopɛ sɛ modan mo ho ma nkyerɛkyerɛ a aba nni mu no? Adɛn nti na mopɛ sɛ moyɛ wɔn asomfo bio? 
GAL.4.10	Mudi nna, abosome, nnapɔnna ne mfe bi. 
GAL.4.11	Misuro ma mo sɛ masɛe mʼahoɔden wɔ mo ho kwa.
GAL.4.12	Mesrɛ mo, me nuanom, monyɛ sɛ me, efisɛ, mete sɛ mo. Monyɛɛ me bɔne biara. 
GAL.4.13	Sɛnea munim no, na meyare nti na mekaa Asɛmpa no kyerɛɛ mo kan no. 
GAL.4.14	Ɛwom sɛ na me nipadua no yɛ sɔhwɛ ma mo de, nanso moampo me. Mmom, mugyee me sɛnea mubegye Onyankopɔn bɔfo; mugyee me sɛnea mubegye Kristo Yesu.
GAL.4.15	Mo ani gyei na saa anigye no wiee dɛn? Metumi aka se, sɛ mubetumi a, anka mubetutu mo ani de ama me.
GAL.4.16	Nokware a meka kyerɛ mo nti na afei mabɛyɛ mo tamfo yi?
GAL.4.17	Saa nnipa no pɛ sɛ wɔtwe mo ba wɔn nkyɛn nanso wonni adwene pa. Wɔhwehwɛ sɛ wɔbɛtetew me ne mo ntam na ama mo ani aku wɔn ho sɛnea wɔn ani ku mo ho no. 
GAL.4.18	Eye sɛ mubenya saa adwene no ama dwuma pa di a ɛbɛkɔ so saa daa na ɛnyɛ bere a mewɔ mo nkyɛn. 
GAL.4.19	Me mma pa, mo a mo nti merehu awo yaw bio kosi sɛ Kristo bɛtena mo mu no, 
GAL.4.20	ɛyɛ me pɛ sɛ anka mewɔ mo nkyɛn na me ne mo dwennwene nsɛm bi ho nanso, esiane yɛn ntam kwan ware a ɛware no nti, minhu nea menyɛ. 
GAL.4.21	Mibisa mo a mopɛ sɛ mohyɛ Mmara no ase no se, monte nea Mmara no ka no anaa? 
GAL.4.22	Mmara no se, na Abraham wɔ mma baanu. Ɔne afenaa bi woo baako na ɔne ɔbea bi a ɔde ne ho nso woo baako. 
GAL.4.23	Afenaa ba no, wɔwoo no honam kwan so, ɛnna ɔbea a ɔde ne ho no nso, nam Onyankopɔn bɔhyɛ so woo ne ba no.
GAL.4.24	Saa asɛm yi yɛ mfatoho efisɛ, saa mmea baanu yi gyinaa hɔ ma apam abien. Mmea no mu baako a ne din de Hagar a ofi bepɔw Sinai so no woo ne mma nyinaa wɔ nkoasom mu. 
GAL.4.25	Hagar wɔ hɔ ma bepɔw Sinai a ɛwɔ Arabia a ogyina hɔ ma Yerusalem a ɔne nʼasefo nyinaa yɛ nkoa. 
GAL.4.26	Nanso Yerusalem a ɛwɔ soro no de, ɛde ne ho na ɔyɛ yɛn na.
GAL.4.27	Efisɛ wɔakyerɛw se, “Di ahurusi, obonin. Wo a wonkoo awo da, di ahurusi, efisɛ, ɔbea a woguan gyaa no no bɛwo pii akyɛn ɔbea a ɔne ne kunu te.”
GAL.4.28	Afei, me nuanom, esiane Onyankopɔn bɔ a ɔhyɛe no nti, moyɛ ne mma te sɛ Isak pɛ. 
GAL.4.29	Saa bere no na ɔba a wɔnam honam kwan so woo no no taa nea wɔnam Onyankopɔn Honhom mu woo no no. Na ɛnnɛ yi ɛte saa. 
GAL.4.30	Na Kyerɛwsɛm no ka dɛn? Ɛka se, “Tow afenaa no ne ne ba no kyene; efisɛ, afenaa ba no rennya kyɛfa wɔ nʼagya agyapade mu sɛ ɔbea a ɔde ne ho no ba no.” 
GAL.4.31	Enti, anuanom, yɛnyɛ afenaa no mma na mmom yɛyɛ ɔbea a ɔde ne ho no mma.
GAL.5.1	Ahofadi nti na Kristo ama yɛde yɛn ho no. Munnyina pintinn. Mommma ho kwan mma wɔmmfa mo nnyɛ nkoa bio.
GAL.5.2	Muntie! Me Paulo, meka mekyerɛ mo se, sɛ moma ho kwan ma wotwa mo twetia a, na ɛkyerɛ sɛ Kristo ho amma mfaso biara amma mo koraa. 
GAL.5.3	Mebɔ mo kɔkɔ bio sɛ obiara a ɔbɛma ho kwan ama wɔatwa no twetia no, na ɛsɛ sɛ odi Mmara no nyinaa so. 
GAL.5.4	Mo a mopɛ sɛ wɔka mo bata Onyankopɔn ho nti mudi Mmara no so no, atew mo ho afi Kristo ho. Onyankopɔn adom no nni mo so bio.
GAL.5.5	Yɛn de, yɛn anidaso ne sɛ Onyankopɔn bɛka yɛn abata ne ho. Eyi ne gyidi a ɛnam tumi a ɛwɔ Onyankopɔn Honhom no mu no yɛretwɛn. 
GAL.5.6	Sɛ yɛne Kristo Yesu yɛ baako a, nsonoe biara nna twetiatwa ne momonotoyɛ ntam. Nea ɛho hia ne gyidi a ɛnam ɔdɔ so di dwuma.
GAL.5.7	Na anka moretu mmirika no yiye! Na hena na ɔma mugyaee nokware no tie? Ɔkwan bɛn so na ɔfa daadaa mo? 
GAL.5.8	Saa nnaadaa no mfi Onyankopɔn a ɔfrɛ mo no. 
GAL.5.9	Wɔka se, “Mmɔkaw kakraa bi na ɛma mmɔre no nyinaa tu.” 
GAL.5.10	Meda so wɔ mo mu anidaso. Bata a yɛde yɛn ho abata Awurade no, ma minya gyidi sɛ, meremfa adwene foforo na nea ɔredaadaa mo no, ɔte dɛn ara a, Onyankopɔn bɛtwe nʼaso. 
GAL.5.11	Anuanom, sɛ migu so ka twetiatwa ho asɛm a, adɛn nti na wɔda so taa me? Na sɛ ɛno na ɛyɛ nokware a, anka mʼasɛm a meka fa Kristo asɛnnua ho no nkɔfa ɔhaw mma. 
GAL.5.12	Sɛ ɛkaa me nko a, anka wɔn a wɔhaw mo no atwa wɔn ho atwitwa wɔn ho.
GAL.5.13	Me nuanom, mo de, wɔfrɛɛ mo sɛ mommɛde mo ho. Nanso mommma saa ahofadi yi nnyɛ anoyi a ɛbɛma mo nipadua no adi mo so. Mmom, momfa ɔdɔ nsom mo ho mo ho. 
GAL.5.14	Efisɛ, Mmara no nyinaa tiaatwa kyerɛ sɛ, “Dɔ wo yɔnko sɛ wo ho.” 
GAL.5.15	Na sɛ mokeka na mopirapira mo ho mo ho a, ɛnne monhwɛ yiye na moansɛesɛe mo ho mo ho.
GAL.5.16	Asɛm a meka ne sɛ, momma Honhom no nni mo abrabɔ so, Mommma honam akɔnnɔ nnni mo so. 
GAL.5.17	Efisɛ, nea honam pɛ no tia nea Honhom no pɛ; saa ara nso na nea Honhom no pɛ no, honam no tia. Wɔn baanu no yɛ atamfo. Eyi kyerɛ sɛ worentumi nyɛ nea wopɛ sɛ woyɛ. 
GAL.5.18	Sɛ Honhom no kyerɛ wo kwan a, na wonhyɛ Mmara ase.
GAL.5.19	Dwuma a bɔne su di no da adi pefee. Eyinom ne aguamammɔ, efi, ahohwi, 
GAL.5.20	abosonsom, aduto, ɔtan, akayɛ, ahoɔyaw, abufuw, aperepere, kunsunkunsun, mpaapaemu, 
GAL.5.21	nitan, nsabow, agobɔne, ne nneɛma a ɛtete saa. Mebɔ mo kɔkɔ sɛnea mabɔ mo bi dedaw no se, wɔn a wɔtena ase saa no, renkɔ Onyankopɔn ahenni no mu.
GAL.5.22	Na Honhom no aba ne ɔdɔ, anigye, asomdwoe, abodwokyɛre, ayamye, papayɛ, gyidi, 
GAL.5.23	odwo, anidahɔ. Mmara biara nni hɔ a etia eyinom.
GAL.5.24	Na wɔn a wɔyɛ Kristo de no abɔ wɔn nipasu no ne honam akɔnnɔ asɛnnua mu. 
GAL.5.25	Honhom no ama yɛn nkwa. Ɛsɛ sɛ ɔhwɛ yɛn abrabɔ so. 
GAL.5.26	Ɛnsɛ sɛ yɛyɛ ahantan, yiyi yɛn ho yɛn ho abufuw anaa yɛma yɛn ani bere yɛn ho yɛn ho.
GAL.6.1	Anuanom, sɛ obi yɛ bɔne na mokyere no a, mo a moyɛ honhom mu nnipa no monka nʼasɛm no honhom mu. Nanso ɛyɛ a monhwɛ mo ho yiye na wɔansɔ mo anhwɛ. 
GAL.6.2	Monsoa mo ho mo ho nnesoa abia. Sɛ moyɛ saa a, mudi Kristo mmara no so. 
GAL.6.3	Sɛ obi fa ne ho sɛ ɔyɛ biribi nanso onse hwee a, obu ne ho kwasea.
GAL.6.4	Ɛsɛ sɛ obiara bu ne ho atɛn ansa na watumi de nea wayɛ no aka asɛm a ɛho nhia sɛ ɔde ne ho bɛto nea obi ayɛ ho. 
GAL.6.5	Efisɛ, ɛsɛ sɛ obiara soa nʼadesoa.
GAL.6.6	Ɛsɛ sɛ wɔn a wɔkyerɛ wɔn Asɛmpa no tua wɔn akyerɛkyerɛfo no ka.
GAL.6.7	Monnnaadaa mo ho; obiara rentumi nsi Onyankopɔn atwetwe. Nea onipa dua no, ɛno ara na otwa. 
GAL.6.8	Nea odua ma ɛsɔ ɔhonam ani no betwa no owu mu; na nea odua ma ɛsɔ Honhom no ani no fi Honhom no mu benya nkwa a enni awiei. 
GAL.6.9	Ne saa nti, mommma yɛmmmrɛ papayɛ ho, efisɛ, sɛ yɛammrɛ a, bere bi bɛba a yebetwa nnɔbae no. 
GAL.6.10	Enti mmere dodow a bere no wɔ hɔ ma yɛn no, ɛsɛ sɛ yɛyɛ obiara papa, ne titiriw no, wɔn a yɛne wɔn bɔ abusua wɔ gyidi mu no.
GAL.6.11	Monhwɛ nsɛm mmaako mmaako akɛse a mede mʼankasa me nsa akyerɛw abrɛ mo. 
GAL.6.12	Wɔn a wɔpɛ sɛ wɔhoahoa wɔn ho no ara na wɔpɛ sɛ wɔhyɛ mo ma mutwitwa twetia. Wɔyɛ saa sɛnea ɛbɛyɛ a wɔrentaa wɔne Kristo wɔ asɛnnua no ho. 
GAL.6.13	Wɔn a wotwa twetia no mpo nni Mmara no so. Pɛ ara na wɔpɛ sɛ wotwa wɔn twetia sɛnea ɛbɛyɛ a wobetumi ahoahoa wɔn ho wɔ twetiatwa no ho.
GAL.6.14	Nanso, me de, Awurade Yesu Kristo asɛnnua no nko ara na mede bɛhoahoa me ho, efisɛ, nʼasɛnnua no nti, wiase awu ama me na me nso mawu ama wiase. 
GAL.6.15	Sɛ obi atwa twetia anaa ontwaa twetia no nka hwee. Nea ɛho hia ne sɛ wobɛyɛ abɔde foforo.
GAL.6.16	Wɔn a wodi saa mmara yi so wɔ wɔn asetena mu no, asomdwoe ne mmɔborɔhunu nka wɔn; nka wɔn ne Onyankopɔn nkurɔfo nyinaa.
GAL.6.17	Asɛm a mede rewie ne sɛ: Obiara nhaw mʼadwene bio, efisɛ, atwa a ɛwɔ me honam ani no kyerɛ sɛ, meyɛ Yesu somfo.
GAL.6.18	Me nuanom, Awurade Yesu Kristo adom no nka mo nyinaa. Amen.
EPH.1.1	Saa krataa yi fi me Paulo a Onyankopɔn fi ne pɛ mu ayɛ me Kristo Yesu somafo no nkyɛn kɔ Onyankopɔn nkurɔfo a wɔte Efeso a wɔwɔ Kristo Yesu mu gyidi wɔ wɔn asetena mu no nso nkyɛn.
EPH.1.2	Adom ne asomdwoe a efi yɛn Agya Onyankopɔn ne Awurade Yesu Kristo no mmra mo so.
EPH.1.3	Momma yɛnna Onyankopɔn a ɔyɛ yɛn Awurade Yesu Kristo nʼAgya no ase. Efisɛ, ɔnam ma a wama yɛn ɔsoro Honhom mu akyɛde no so ahyira baako a yɛne Kristo ayɛ no so.
EPH.1.4	Ansa na wɔrebɔ wiase no, na Onyankopɔn ayi yɛn dedaw sɛ yɛmmɛyɛ ne de wɔ Kristo mu sɛnea ɛbɛyɛ a yɛbɛyɛ kronn na yɛayɛ pɛ wɔ nʼanim a mfomso biara nni yɛn ho. Onyankopɔn dɔ a ɔde dɔ yɛn no nti, 
EPH.1.5	na wayɛ nʼadwene dedaw sɛ ɔnam Yesu Kristo so bɛka yɛn abata ne ho sɛ ne mma. Eyi ne Onyankopɔn pɛ ne ne botae.
EPH.1.6	Momma yɛnkamfo Onyankopɔn wɔ nʼanuonyam adom ne ne dɔ Ba a ɔde no kyɛɛ yɛn kwa no ho.
EPH.1.7	Kristo wu a owui no ama yɛade yɛn ho. Ɛkyerɛ sɛ wɔde yɛn bɔne akyɛ yɛn; 
EPH.1.8	wahu yɛn mmɔbɔ a enni kabea, efisɛ, ɔte yɛn ase na onim nea eye ma yɛn bere biara mu nso.
EPH.1.9	Onyankopɔn yɛɛ nea ɔpɛe sɛ ɔyɛ na ɔnam Kristo so daa ne nhyehyɛe a wahyɛ sɛ ɔbɛyɛ a wanna no adi no adi kyerɛɛ yɛn. 
EPH.1.10	Sɛ bere no so a, Onyankopɔn nhyehyɛe a ɔde bewie ne sɛ, ɔbɛboaboa abɔde nyinaa ano, nea ɛwɔ soro ne nea ɛwɔ asase so ahyɛ ɔbaako a ɔne Kristo no ase.
EPH.1.11	Onyankopɔn nhyehyɛe ne nʼadwene so na wɔnam yɛ biribiara. Onyankopɔn botae a wasi so dua fi mfitiase pɛɛ no so na wɔnam ayi yɛn sɛ ne nkurɔfo a wɔne Kristo ayɛ baako no. 
EPH.1.12	Ne saa nti, momma yɛn a yenyaa Kristo mu anidaso kan no nkamfo Onyankopɔn anuonyam.
EPH.1.13	Saa ara na na ɛte wɔ mo ho nso. Bere a motee nokwasɛm a ɛyɛ Asɛmpa no a ɛmaa mo nkwagye no, mugyee Kristo dii maa Onyankopɔn penee so nam so hwiee Honhom Kronkron no a ɔhyɛɛ mo ho bɔ no guu mo so de kyerɛe sɛ moyɛ ne de. 
EPH.1.14	Honhom no yɛ akyigyinade a ɛkyerɛ sɛ yɛn nsa bɛka nea Onyankopɔn ahyɛ ne nkurɔfo ho bɔ no, na ɔhyɛ yɛn bɔ bio sɛ Onyankopɔn bɛma wɔn a wɔyɛ ne de no ahofadi de akamfo nʼanuonyam.
EPH.1.15	Esiane eyi nti, efi bere a metee gyidi a mowɔ wɔ Awurade Yesu mu ne ɔdɔ a modɔ Onyankopɔn nkurɔfo no, 
EPH.1.16	minnyaee aseda a meda Onyankopɔn ma mo no da. Mekae mo wɔ me mpaebɔ mu, 
EPH.1.17	na mibisa yɛn Awurade Yesu Kristo Nyankopɔn, anuonyam Agya no sɛ, ɔmma mo Honhom Kronkron no a ɔbɛma mo nyansa na wada Onyankopɔn adi akyerɛ mo, sɛnea ɛbɛyɛ a mubehu no. 
EPH.1.18	Mesrɛ sɛ mo adwene mu mmue na munhu ne hann no sɛnea ɛbɛyɛ a mubehu anidasoade a ɛno nti ɔfrɛɛ mo no ne ne nhyira nwonwaso a ɔhyɛɛ ne nkurɔfo ho bɔ no, 
EPH.1.19	ne sɛnea ne tumi yɛ adwuma fa wɔ yɛn a yegye no di no mu. Saa tumi a ɛwɔ yɛn mu yi te sɛ tumi kɛse 
EPH.1.20	a ɔnam so maa Kristo sɔre fii awufo mu na wɔde no tenaa nifa so wɔ ɔsoro hɔ no. 
EPH.1.21	Kristo di biribiara so wɔ soro hɔ. Odi soro atumfo ne awuranom so na ɔkorɔn sen dibea biara a ɛwɔ tumi a ɛwɔ wiase ha ne nea ɛreba no mu. 
EPH.1.22	Onyankopɔn de biribiara hyɛɛ Kristo nan ase na ɔde no maa asafo no sɛ otumfo Awurade a ɔkorɔn sen biribiara. 
EPH.1.23	Asafo no yɛ Kristo nipadua a ɔno ankasa hyɛ mu na ɔma biribiara wie pɛyɛ wɔ baabiara no.
EPH.2.1	Kan no, esiane mo asoɔden ne mo bɔne nti, na moawuwu wɔ honhom mu. 
EPH.2.2	Saa bere no na mudi bɔne a ɛwɔ wiase no akyi. Mutiee nea odi wim atumfo so a ɛnnɛ yi ɔno na odi wɔn a wontie Onyankopɔn asɛm no so no. 
EPH.2.3	Nokwarem, na yɛn nyinaa te sɛ wɔn na yɛtenaa ase maa yɛn ho, yɛɛ nea yɛpɛ sɛ yɛyɛ biara. Yɛn nso na ɛsɛ sɛ Onyankopɔn abufuw ba yɛn so saa ara.
EPH.2.4	Nanso Onyankopɔn ahummɔbɔ ne ne dɔ a ɔdɔ yɛn no so 
EPH.2.5	efisɛ, yɛn asoɔden nti, yewuwuu wɔ honhom mu no, ɔde yɛn ne Kristo baa nkwa mu. Onyankopɔn adom nti na wɔagye mo nkwa. 
EPH.2.6	Baako a yɛne Kristo Yesu yɛe no nti, ɔma yɛne no sɔree sɛ yɛne no nni soro so. 
EPH.2.7	Ɔyɛɛ eyi de daa ne dɔ a ɔbɛda no adi akyerɛ yɛn wɔ Yesu Kristo mu wɔ nna a ɛrebɛba no mu no adi.
EPH.2.8	Onyankopɔn adom nti na monam gyidi mu anya nkwa. Emfi mo ara mo nneyɛe mu na mmom efi Onyankopɔn akyɛde mu. 
EPH.2.9	Biribiara a aba no mfi mo nneyɛe mu nti morentumi nhoahoa mo ho. 
EPH.2.10	Onyankopɔn ne yɛn Yɛfo na yɛne Kristo Yesu baakoyɛ mu, wabɔ yɛn sɛ yɛmmɛyɛ nnwuma pa a wasiesie agu hɔ sɛ yɛmmɛyɛ no.
EPH.2.11	Mo a wɔwoo mo Amanamanmufo a Yudafo, wɔn a wɔfrɛ wɔn ho twetiatwafo, na wɔfrɛ mo wɔn a wontwaa twetia a ɛkyerɛ nea na nnipa yɛ wɔn honam no, monkae sɛnea na mote bere a atwam no. 
EPH.2.12	Saa bere no, na moatew mo ho afi Kristo ho. Na moyɛ ahɔho a monka wɔn a Onyankopɔn ayi wɔn no ho. Na munni apam a ne fapem gyina ɛbɔ a Onyankopɔn hyɛɛ ne nkurɔfo no mu kyɛfa biara. Na mote wiase ha a munni anidaso na munnim Onyankopɔn.
EPH.2.13	Nanso, afei, mo a na anka mowɔ akyirikyiri no nam baako a mo ne Kristo Yesu ayɛ no ne Kristo wu no so atwiw abɛn.
EPH.2.14	Efisɛ, Kristo no ankasa nam baako a wama Yudafo ne Amanamanmufo ayɛ no so de asomdwoe aba. Ɔnam ɔno ankasa ne honam so bubuu ɔfasuw a na etwa wɔn ntam ma wɔyɛ atamfo no. 
EPH.2.15	Ɔnam ne mmara so atwa Yuda Mmara no mu sɛnea ɛbɛyɛ a obefi nnipa horow abien no mu anya nnipa foforo a wɔne no yɛ baako na ɛnam so de asomdwoe aba. 
EPH.2.16	Kristo nam ne wu a owui asɛnnua no so no tɔree ɔtan ase. Ɔnam asɛnnua no so kaa aman abien no bɔɔ mu ma wɔbɛyɛɛ nipadua koro san de wɔn baa Onyankopɔn nkyɛn. 
EPH.2.17	Enti Kristo ba bɛkaa Asɛmpa a ɛfa asomdwoe ho no kyerɛɛ wɔn nyinaa. Ɔka kyerɛɛ mo Amanamanmufo a na mommɛn Onyankopɔn no ne mo Yudafo a na mobɛn Onyankopɔn no nyinaa. 
EPH.2.18	Kristo nti na yɛn nyinaa, Yudafo ne Amanamanmufo, nam Honhom koro so tumi ba Agya no anim.
EPH.2.19	Enti mprempren, mo Amanamanmufo no, monyɛ ahɔho bio; mo ne Onyankopɔn nkurɔfo no yɛ nnipa koro na mofra Onyankopɔn abusuafo no mu.
EPH.2.20	Mo nso wɔde mo asi fapem a asomafo no ne adiyifo no toe a Kristo Yesu no ankasa yɛ ne tweatibo no so. 
EPH.2.21	Ɔno na okita ɔdan no afaafa nyinaa mu na ɔhwɛ ma enyin bɛyɛ Awurade asɔredan kronkron no. 
EPH.2.22	Mo ne no aka abom nti, wɔasi mo ne afoforo nyinaa afra sɛ ɔdan baako a Onyankopɔn nam ne Honhom so te mu.
EPH.3.1	Eyi nti, me Paulo a mo Amanamanmufo nti, meyɛ Kristo Yesu deduani no, bɔ mpae srɛ Onyankopɔn. 
EPH.3.2	Akyinnye biara nni ho sɛ moate sɛ mo yiyeyɛ nti na Onyankopɔn nam nʼadom so de saa adwuma yi ama me sɛ menyɛ no. 
EPH.3.3	Onyankopɔn daa nʼahintasɛm no adi kyerɛɛ me. Makyerɛw asɛm tiaa bi afa eyi ho, 
EPH.3.4	na sɛ mokenkan nea makyerɛw no a, mobɛte me Kristo ahintasɛm no ase. 
EPH.3.5	Mmere bi a atwam no, na wɔnka saa ahintasɛm yi nkyerɛ nnipa nanso afei Onyankopɔn nam Honhom no so ada ahintasɛm no adi akyerɛ nʼasomafo ne nʼadiyifo kronkron no.
EPH.3.6	Saa ahintasɛm yi kyerɛ sɛ Amanamanmufo wɔ kyɛfa wɔ adedi koro no mu te sɛ Yudafo a wɔyɛ nipadua koro de no na wɔnam Asɛmpa no so ahyɛ wɔn bɔ koro no ara bi wɔ Kristo Yesu mu. 
EPH.3.7	Onyankopɔn nam nʼadom akyɛde bi so yɛɛ me Asɛm no ho somfo a efi ne tumi mu.
EPH.3.8	Ɛwom sɛ me ne aketewa pa ara wɔ nkumaa no mu nanso Onyankopɔn yɛɛ me adom sɛ menkɔka Asɛmpa a ɛfa Kristo ahonya a enni awiei no ho nkyerɛ Amanamanmufo 
EPH.3.9	na yɛmma nnipa nyinaa nhu ɔkwan a wɔbɛfa so de Onyankopɔn ahintasɛm no adi dwuma. Onyankopɔn a ɔyɛ ɔbɔadeɛ no koraa ahintasɛm no so mfe bebree 
EPH.3.10	sɛnea ɛbɛyɛ a ɛnnɛ yi wɔnam asafo, abɔfo, ɔsoro atumfo so behu Onyankopɔn nimdeɛ no nyinaa. 
EPH.3.11	Onyankopɔn nam yɛn Awurade Kristo Yesu so fi ne botae a enni awiei no mu na edii dwuma no wiei.
EPH.3.12	Yɛne no ka bom a, yɛnam gyidi a yɛwɔ wɔ Onyankopɔn mu no so betumi asi yɛn bo akɔ anim.
EPH.3.13	Mesrɛ mo, mommma mo bo nntu, efisɛ, merehu amane ma mo. Mo na mubenya ho mfaso. 
EPH.3.14	Eyi nti, mibu nkotowde wɔ Agya no 
EPH.3.15	a ɔsoro ne fam abusua biara nya ne din fi no no anim. 
EPH.3.16	Mibisa sɛ omfi nʼanuonyam dodow no mu mfa ne Honhom no so nhyɛ mo mu den, 
EPH.3.17	sɛnea ɛbɛyɛ a Kristo nam gyidi so bɛtena mo koma mu. Mebɔ mpae sɛ mobɛto ɔdɔ fapem 
EPH.3.18	sɛnea ɛbɛyɛ a mo ne Onyankopɔn nkurɔfo nyinaa benya tumi ate Kristo dɔ a ɛkorɔn no ase 
EPH.3.19	na moahu Kristo dɔ a ɛtra adwene no, na moayɛ ma wɔ Onyankopɔn mu.
EPH.3.20	Na nea otumi yɛ ma ɛtra ade nyinaa ma ɛboro so kyɛn nea yɛsrɛ anaasɛ yesusuw sɛnea tumi a ɛyɛ yɛn mu adwuma no te no, 
EPH.3.21	ɔno na Kristo Yesu mu, anuonyam nka no asafo no mu mfa nkɔ beresanten a ɛbɛba awo ntoatoaso nyinaa mu. Amen.
EPH.4.1	Me a esiane sɛ mesom Awurade nti meyɛ odediani no hyɛ mo sɛ montena ase mma ɛmfata ɔfrɛ a wɔafrɛ mo mu no. 
EPH.4.2	Bere biara munnwo, monyɛ dinn na montɔ mo bo ase. 
EPH.4.3	Daa momma Honhom no nni mo kan na mo ne mo ho mo ho ntena ase asomdwoe mu.
EPH.4.4	Nipadua baako ne Honhom baako na ɛwɔ hɔ sɛnea anidaso baako a Onyankopɔn nam so afrɛ mo wɔ hɔ no. 
EPH.4.5	Awurade baako, gyidi baako ne asubɔ baako na ɛwɔ hɔ. 
EPH.4.6	Onyankopɔn a ɔyɛ nnipa nyinaa Agya no a ɔsan yɛ yɛn nyinaa Awurade no, na ɔnam yɛn nyinaa so di dwuma na ɔwɔ yɛn nyinaa mu no, na ɔwɔ hɔ. 
EPH.4.7	Yɛn mu biara wɔ akyɛde bi a Kristo de ama yɛn.
EPH.4.8	Kyerɛwsɛm no ka se, “Bere a ɔkɔɔ soro no, ɔfaa nneduafo bebree kaa ne ho; ɔmaa nnipa akyɛde.” 
EPH.4.9	Afei, “ɔkɔɔ soro” no ase kyerɛ dɛn? Ase kyerɛ sɛ, nea edi kan no, ɔbaa fam, asase ase pɛɛ. 
EPH.4.10	Enti nea ɔbaa fam no ara na ɔkɔɔ soro kɔhyɛɛ wim nyinaa.
EPH.4.11	Ɔno na “ɔmaa nnipa akyɛde” no; oyii ebinom ma wɔbɛyɛɛ asomafo, afoforo bɛyɛɛ adiyifo, afoforo bɛyɛɛ asɛmpakafo. Ebi bɛyɛɛ asɔfo ne akyerɛkyerɛfo.
EPH.4.12	Ɔyɛɛ eyi de siesiee Onyankopɔn nkurɔfo nyinaa maa Kristo adwumayɛ na wɔnam so ama Kristo nipadua no agyina. 
