MAT.1.1	Авраампа Давид йӑхӗнчен ҫуралнӑ Иисус Христосӑн йӑх-несӗл тымарӗ. 
ACT.20.36	Ҫак сӑмахсене каласан Павел чӗркуҫленсе ларнӑ та ыттисемпе пӗрле кӗлтунӑ. 
ACT.20.37	Ҫавӑн чухне пурте йӗрсех янӑ, Павела ытала-ытала чуптунӑ. 
ACT.20.38	Тек эсир мана кураяс ҫук тесе каланӑ Павелӑн сӑмахӗсем вӗсен чунӗсене уйрӑммӑнах хытӑ пырса тивнӗ. Кайран вӗсем ӑна карап патне ҫитичченех ӑсатса янӑ.
ACT.21.1	Эпир, вӗсенчен уйӑрӑлсан, тинӗспе ишсе тӳрех Коса пытӑмӑр. Тепӗр кунне Родоса, унтан Патарӑна ҫитрӗмӗр. 
ACT.21.2	Унта Финикине каякан пӗр карап тупрӑмӑр та ҫавӑн ҫине ларса ҫула тухрӑмӑр. 
ACT.21.3	Кипр утравӗ курӑна пуҫласан, ӑна сулахая хӑварса Сирие ишсе кайрӑмӑр. Карап ҫинчи тиеве Тир хулинче пушатмалла пулнӑран эпир ҫав хула ҫыранӗнче чарӑнтӑмӑр. 
ACT.21.4	Унта эпир Иисуса ӗненекенсене шыраса тупрӑмӑр та ҫичӗ кун пурӑнтӑмӑр. Святой Сывлӑш систернипе вӗсем Павела Иерусалима ярасшӑн марччӗ. 
ACT.21.5	Кайма вӑхӑт ҫитсен эпир каллех ҫула тухрӑмӑр. Иисуса ӗненекенсем, арӑмӗсемпе тата ачисемпе пӗрлех, пире хуларан тухичченех ӑсатса ячӗҫ. Тинӗс хӗрринче вара чӗркуҫленсе ларсах кӗлтурӑмӑр. 
ACT.21.6	Унтан пӗр-пӗринпе сывпуллашрӑмӑр та, эпир карап ҫине лартӑмӑр, вӗсем килӗсене тавӑрӑнчӗҫ.
ACT.21.7	Ҫапла эпир тинӗспе Тиртан Птолемаидӑна ҫитрӗмӗр; унта тӑвансемпе курнӑҫрӑмӑр та вӗсем патӗнчех кун каҫрӑмӑр. 
ACT.21.8	Тепӗр кунне Павел тата эпир, унпа пӗрле ҫӳрекенсем, ҫула тухрӑмӑр та Кесарине ҫитрӗмӗр. Унта эпир Ырӑ Хыпар саракан Филипп патӗнче пурӑнтӑмӑр. Вӑл ҫичӗ диаконран
ACT.21.9	Филипӑн пророкла калаҫакан тӑватӑ хӗрӗ пурччӗ. 
ACT.21.10	Вӗсем патӗнче эпир чылай пурӑнтӑмӑр. Ҫав вӑхӑтра Иудейӑран пӗр Агав ятлӑ пророк пычӗ. 
ACT.21.11	Пирӗн пата кӗрсен вӑл Павел пиҫиххине илчӗ те хӑйӗн алли-урине ҫыхса лартрӗ. «Мана Святой Сывлӑш ҫапла калать, – терӗ вӑл унтан. – Ҫак пиҫиххи камӑн, ҫавна иудейсем Иерусалимра ҫапла тытса ҫыхӗҫ те урӑх халӑх ҫыннисен аллине парӗҫ». 
ACT.21.12	Ҫакна илтсен эпир те, унти ытти ҫынсем те Павела: «Иерусалима ан кай», – тесе тархасларӑмӑр. 
ACT.21.13	«Мӗн тӑватӑр эсир? Мӗншӗн йӗрсе чӗреме ҫуратӑр? – терӗ пире Павел. – Эпӗ Иисус Хуҫамӑр ячӗшӗн Иерусалимра хама ҫыхса пӑрахтарма кӑна мар, вилме те хатӗр». 
ACT.21.14	Ӑна ӳкӗте кӗртсе пулмарӗ. «Хуҫа Турӑ ирӗкӗ пултӑр эппин!» – терӗмӗр те лӑплантӑмӑр.
ACT.21.15	Вӗсем патӗнче пурӑннӑ хыҫҫӑн эпир ҫула пуҫтарӑнтӑмӑр та Иерусалима кайма тухрӑмӑр. 
ACT.21.16	Пирӗнпе пӗрле Кесарири хӑш-пӗр вӗренекенсем те пычӗҫ. Вӗсем пире пӗр Мнасон ятлӑ Кипр ҫынни патне хваттере кӗртме пулчӗҫ. Ҫак Кипр ҫынни тахҫантанпах Иисус вӗренекенӗ пулнӑ-мӗн.
ACT.21.17	Иерусалима ҫитсен ӗненекен тӑвансем пире питӗ хапӑлласа йышӑнчӗҫ. 
ACT.21.18	Тепӗр кунне эпир Павелпа пӗрле Иаков патне кайрӑмӑр. Унта пресвитерсем пурте пухӑнчӗҫ. 
ACT.21.19	Павел вӗсене саламларӗ те Турӑ хӑйӗн урлӑ урӑх халӑхсем хушшинче мӗн-мӗн тунине тӗпӗ-йӗрӗпе каласа кӑтартрӗ. 
ACT.21.20	Ун сӑмахне итлесе пӗтернӗ хыҫҫӑн вӗсем Турра мухтарӗҫ. Унтан Павела ҫапла каларӗҫ: «Иисуса ӗненекенсем хушшинче миҫе пин иудей пулнине куратӑн-и, тӑванӑм? Вӗсем пурте Моисей саккунне ҫирӗп пӑхӑнса пурӑнаҫҫӗ. 
ACT.21.21	Сан пирки вара вӗсем тӗрлӗ сӑмах илтсе пӗтнӗ. Эсӗ ытти халӑхсем хушшинче пурӑнакан иудейсене авалхи йӑласене тытса пыма та, ачисен ӳчӗсене кастарма та чарасшӑн имӗш. Ҫапла майпа эсӗ Моисей саккунне пӑрахма вӗрентетӗн тесе калаҫкалаҫҫӗ. 
ACT.21.22	Мӗскер тумалла? Ахӑртнех, халӑх нумай пуҫтарӑнать пулӗ, мӗншӗн тесен вӗсем эсӗ килсе ҫитнине пӗлӗҫ. 
ACT.21.23	Ҫавӑнпа та эпир мӗн хушнине тусамччӗ. Пирӗн хушӑра Моисей саккунӗпе тупа тунӑ тӑватӑ ҫын пур. 
ACT.21.24	Эсӗ вӗсене хӑвпа ил те вӗсемпе пӗрле тасалу йӑлине туса ирттер. Вӗсен Турра парне кӳнӗ тӑкакӗсене ху ҫине ил, унтан вӗсем ҫӳҫӗсене кастарччӑр. Вара пурте сан пирки илтнӗ сӑмах суя пулнине, эсӗ ху та Моисей саккунне тытса пынине курӗҫ. 
ACT.21.25	Ӗненекен урӑх халӑх ҫыннисем патне вара эпир ҫапла ҫыру ятӑмӑр: чӳклесе панӑ апат-ҫимӗҫе ан ҫийӗр, апат-ҫимӗҫе юнран, пӑвса вӗлернӗ выльӑх-чӗрлӗх ашӗнчен ан хатӗрлӗр, аскӑнлӑхран сыхланӑр. Ҫаксене тытса пыни ҫителӗклӗ
ACT.21.26	Унтан Павел ҫак тупа тунӑ ҫынсене хӑйпе пӗрле илсе тасалу йӑлине туса ирттерчӗ. Тепӗр кунне вӑл Турӑ Ҫуртне кӗрсе тасалу йӑли хӑҫан вӗҫленессине тата кашнишӗн Турра хӑҫан парне парассине пӗлтерчӗ.
ACT.21.27	Тасалу йӑлине тума пуҫлани ҫичӗ кун ҫитнӗ. Асири темиҫе иудей, Павела Турӑ Ҫуртӗнче курсан, халӑха хӗтӗртсе янӑ та ӑна тытнӑ. 
ACT.21.28	Хӑйсем ҫапла кӑшкӑра пуҫланӑ: «Эй, Израиль ҫыннисем! Пулӑшӑр! Ҫак ҫын пур ҫӗрте те хамӑра хирӗҫле, хамӑр саккуна хирӗҫле, Турӑ Ҫуртне хирӗҫле вӗрентӳ сарса ҫӳрет. Ҫитменнине вӑл халӗ тата, Турӑ Ҫуртне грексене ертсе килсе, ҫак сӑваплӑ вырӑна ирсӗрлетрӗ!» 
ACT.21.29	Вӗсем кӑшт маларах Павела хулара Трофим ятлӑ Ефес ҫыннипе пӗрле курнӑ пулнӑ, ҫавӑнпа вӗсем Павел Трофима та Турӑ Ҫуртне илсе кӗнӗ пулӗ тесе шухӑшланӑ. 
ACT.21.30	Хула халӑхӗ хускалса кайнӑ, Турӑ Ҫурчӗ патне халӑх пухӑнса тулнӑ. Унтан Павела тытса Турӑ Ҫуртӗнчен сӗтӗрсе тухнӑ та алӑкӗсене питӗрсе илнӗ. 
ACT.21.31	Вӗсем ӑна вӗлерме те хатӗрленнӗ ӗнтӗ, анчах та пинпӗве пӗтӗм Иерусалим пӑлханни ҫинчен пӗлтерме ӗлкӗрнӗ. 
ACT.21.32	Лешӗ вара тӳрех, ҫӗрпӳсемпе салтаксене пӗрле илсе, халӑх пуҫтарӑннӑ ҫӗре васканӑ. Вӗсене асӑрхасан тин халӑх Павела хӗнеме чарӑннӑ. 
ACT.21.33	Ҫавӑн чухне пинпӳ ҫывӑхарах пынӑ та Павела тытса икӗ сӑнчӑрпа ҫыхса лартма хушнӑ. «Мӗнле ҫын ку? Мӗн турӗ вӑл?» – тесе ыйтнӑ унтан вӑл халӑхран. 
ACT.21.34	Халӑх хушшинчен пӗри пӗр тӗрлӗ, тепри тепӗр тӗрлӗ кӑшкӑрнӑ. Кунашкал пӑтрашура тӗрӗссине нимӗн те пӗлме май килменрен пинпӳ ӑна крепоҫе илсе кайма хушнӑ. 
ACT.21.35	Картлашкапа хӑпарнӑ чух халӑх кӗпӗрленнӗрен салтаксен ӑна йӑтса хӑпарма тивнӗ, 
ACT.21.36	мӗншӗн тесен хыҫалтан темӗн чухлӗ халӑх: «Вӗлерес ӑна!» – тесе кӑшкӑрашса пынӑ. 
ACT.21.37	Крепоҫе кӗнӗ чухне Павел пинпӳрен ыйтнӑ: «Ман сана каламалли пур. Калама юрать-и?» «Эсӗ грекла та пӗлетӗн-им? – тенӗ лешӗ. 
ACT.21.38	– Нумаях пулмасть пӗр Египет ҫынни, хулара пӑлхав ҫӗклесе, хӑйпе пӗрле пуш хире тӑватӑ пине яхӑн вӑрӑ-хурах ертсе кайнӑччӗ. Грекла пӗлетӗн пулсан, эсӗ ҫав ҫын пулмарӑн апла?» 
ACT.21.39	«Эпӗ Киликири пурте пӗлекен Тарс хулинче ҫуралнӑ иудей, – тенӗ Павел. – Тархасшӑн, халӑх умӗнче сӑмах калама ирӗк парсам мана». 
ACT.21.40	Хӑйне калаҫма ирӗк парсан, Павел пусма картлашки ҫинчен, халӑха шӑпланма ыйтса, аллипе паллӑ кӑтартнӑ. Пурте шӑплансан вӑл еврейла ҫапла кала пуҫланӑ.
ACT.22.1	«Эй, тӑван ҫынсем! Сумлӑ ватӑсем! Халӗ ӗнтӗ хама хӳтӗлесе каланине итлеме кӑмӑл тусамӑрччӗ!» 
ACT.22.2	Хӑйсемпе Павел еврейла калаҫа пуҫланине илтсен вӗсем шӑпӑртах пулнӑ. 
ACT.22.3	«Эпӗ Киликири Тарс хулинче ҫуралнӑ иудей, – тенӗ вӑл, – кунта, Иерусалимра, мана Гамалиил вӗрентсе ӳстернӗ. Эпӗ те сирнешкелех мӑн асаттемӗрсен саккунне тӗрӗс тытса пыракан, Турӑшӑн тӑрӑшакан ҫын. 
ACT.22.4	Иисус вӗрентӗвӗ хыҫҫӑн каякансене эпӗ хам та вӗлересле хӗсӗрлерӗм; арҫынӗсене те, хӗрарӑмӗсене те тытса ҫыхса тӗрмене хуптартӑм. 
ACT.22.5	Ку чӑнах ҫапла пулнине аслӑ священниксемпе ятлӑ-сумлӑ ҫынсем ҫирӗплетме пултараҫҫӗ. Мана вӗсем Дамаскри тӑвансем валли ҫыру та ҫырса парса янӑччӗ. Вара эпӗ, унта ӗненекенсене сӑнчӑрласа Иерусалима асаплантарма илсе килес тесе, ҫула тухрӑм. 
ACT.22.6	Хайхи Дамаскалла ҫывхарса пынӑ чухне, кӑнтӑрла тӗлӗнче, сасартӑк тӳперен ман тӗле куҫа шартармалла ҫутӑ анчӗ. 
ACT.22.7	Эпӗ ҫӗре ӳкрӗм те хама калакан сасса илтрӗм. „Савл, Савл! – терӗ ҫав сасӑ. – Мӗншӗн эсӗ Мана хӗсӗрлетӗн?“ 
ACT.22.8	Эпӗ Ӑна хирӗҫ: „Кам пултӑн Эсӗ?“ – терӗм. Вара Вӑл мана ҫапла каларӗ: „Эпӗ – эсӗ хӗсӗрлекен Назорей Иисус“. 
ACT.22.9	Манпа пӗрле пыракансем ҫутта курсан хӑраса ӳкнӗ пулнӑ, анчах та манпа Калаҫаканӑн сассине илтмен. 
ACT.22.10	„Турӑҫӑм! – терӗм эпӗ ҫавӑн чухне. – Мӗн тӑвас-ха манӑн?“ „Тӑр та Дамаска кай, – тавӑрчӗ мана Хуҫамӑр, – хӑвна мӗн тума пӳрнине унта сана йӑлтах калӗҫ“. 
ACT.22.11	Дамаска мана хампа пӗрле пыракансем алран ҫавӑтса илсе пычӗҫ, мӗншӗн тесен ҫав ҫутӑ хӑвачӗпе эпӗ куҫсӑр пулса ларнӑччӗ. 
ACT.22.12+ACT.22.13	Унта ман патӑма пӗр Анания ятлӑ ҫын пычӗ. Моисей саккунне ҫирӗп тытса пурӑннӑран ӑна Дамаскри иудейсем пурте питӗ хисепленӗ. Анания ман ума пырса тӑчӗ те каларӗ: „Савл тӑванӑм! Куракан пул!“ Эпӗ ҫав самантрах ӑна куртӑм. 
