MAT.1.1	Iya na itu kapangkatan si Isa Almasi, panubu' si Daud iya panubu' si Ibrahim.
JHN.21.15	“Aho' Panghu',” uk si Petros, “katauhan nu in aku lasa du ma kau.”
JHN.21.15	Uk si Isa, “Na, ipatun manga bili-bili ku (hati na manga aa suku' ku).”
JHN.21.16	Tiyaw si Isa pabing, uk na, “Simun anak si Yahiya, kalasahan nu aku baha'?”
JHN.21.16	“Aho', Panghu',” uk na, “katauhan nu du in aku lasa du ma kau.”
JHN.21.16	Uk si Isa, “Na, ipatun manga bili-bili ku.” 
JHN.21.17	Kamintallu na na paniyaw si Isa ma si Petros. “Simun anak si Yahiya,” uk na, “kalasahan nu aku baha'?”
JHN.21.17	Susa na si Petros sabab pimintallu le' uk si Isa paniyaw na ma iya, iya uk na, “Lasa kau baha' ma aku.” Hangkan nambung si Petros ma si Isa, uk na, “Panghu', kasakupan nu kamemon. Katauhan nu in aku lasa du ma kau.”
JHN.21.17	Uk si Isa ma iya, “Na, ipatun manga bili-bili ku. 
JHN.21.18	Bannal iya pama' ku itu ma kau,” uk si Isa, “ma kaonde' nu le' bayi kau makasammekan di nu. Bayi kau mangngan paingga-paingga iya kabayaan nu. Suga' bang kau toa na pahannat nu du tangan nu bo' aa saddi iya ngingkōtan kau bo' kau biyo ni papahian 'nsa' kabayaan nu.” 
JHN.21.19	Bissala itu uk si Isa pamatau na bang salaingga bohan kamatay si Petros ma sosongun, kamatay pamehe na ma Tuhan. Puwas na hi' uk si Isa ma si Petros, “Me' sadja kau ma aku.”
JHN.21.20	Jari palingi' si Petros bo' tanda' na paturul mulid dakayo', iya kilasahan uk si Isa. Iya na itu mulid bayi paking ni si Isa ma waktu kapagjamu sigam, maka bayi tiyaw iya, iya uk na, “Tuwan Panghu', sayi baha' song nongan kau ni manga banta nu?” 
JHN.21.21	Pag'nda' si Petros ni mulid dakayo' itu, uk na ni si Isa, “Panghu', salaingga aa ian hi'?”
JHN.21.22	Uk si Isa ni si Petros, “Bang sawupama kabayaan ku aa ian subay 'llum sampay ni kabing ku paitu ni dunya, 'nsa' du kalagihan nu. Me' sadja kau ma aku.”
JHN.21.23	Jari pigbissala uk manga bean si Isa pasal mulid na dakayo' itu 'nsa' magkamatay. Suga' 'nsa' si Isa bayi halling in aa ian 'nsa' du matay. Iya sadja uk na, bang sawupama kabayaan na mulid na ian subay 'llum sampay kabing na ni dunya, 'nsa' du kalagihan si Petros.
JHN.21.24	Iya mulid pigba'-ba' itu, iya na aa ma'-ma' pasal manga pakaradjaan itu, maka iya isab bayi nulat itu kamemon. Maka katauhan kami in lapal na asal bannal.
JHN.21.25	Heka tōōd manga hinang saddi bayi tahinang uk si Isa. Bang manga hinang itu ganta' tasulat kamemon ma diyōm kitab, kumpas ku 'nsa' sarang ma diyōm dunya manga kitab iya panulatan iya.
JHN.21.25	Tammat
ACT.1.1	Sulat itu min si Lukas tudju ni si Teyopilus. Tuwan Teyopilus, ma kitab bayi tasulat ku dahu, bayi pama' ku manga hinang maka pandu' si Isa kamemon, sataggōl min tagna' kapaghinang na 
ACT.1.2	sampay ni 'llaw bayi pamaangkat iya tudju ni sulga'. Ma 'nsa' le' iya bayi paangkat, siyoho' uk na manga aa bayi kawakilan na. Iya panohoan na ma sigam bayi min kawasa Nyawa Sutsi asal. 
ACT.1.3	Puwas peen kamatay si Isa, ma diyōm 'mpatpu' 'llaw daran iya panyata' magbaran ni manga aa bayi kawakilan na hi'. Min heka iya mandaan di na bo' manyatakan tōōd in iya asal 'llum. Tanda' iya uk sigam bo' ma diyōm peen 'mpatpu' 'llaw hi', missala iya ni sigam pasal kapagparinta Tuhan. 
ACT.1.4	Makapagtipun peen sigam ma waktu dakayo', noho' iya ma sigam, uk na, “Daa le' kaam pakallo' min daira Awrusalam. Agarin bi dahu bayi paljanjian 'Mma' ku iya subay pamuwan na ma kaam, iya bayi pamatau ku ma kaam. 
ACT.1.5	Si Yahiya hi', bohe' iya bayi pamandi na manga aa. Suga' kaam, saddi iya pamandi kaam. Labay peen manga pilang 'llaw, pisangōn du Nyawa Sutsi ni diyōm baran bi iyu.”
ACT.1.6	Manjari itu, magtipun peen sigam maka si Isa, tiyaw sigam ma iya. “Tuwan Panghu',” uk sigam, “iya na itu baha' waktu pamabayik nu ni bangsa kami Israil iya bayi kapatut kami tagna' ngantan pagparinta?”
ACT.1.7	Uk sambung si Isa, “'Mma' ku sadja iya taga kapatut mabōtang waktu maka masa. Kaam iyu subay 'nsa' makatau pasal ian. 
ACT.1.8	Suga',” uk si Isa, “kabuwanan du kaam kawasa ma waktu kasangōn Nyawa Sutsi ni diyōm baran bi. Bo' kaam iya magpasabannal ma pasal ku ma daira Awrusalam itu, ma kalohahan lahat Yahudiya, ma lahat Samariya, sampay ma 'mpat pidju alam itu.” 
ACT.1.9	Ubus peen pamissala si Isa hi', tabo iya paangkat tudju ni sulga', sabu sigam nganda'-nganda' ma iya. Sakali kalimbuhan iya uk gabun, 'nsa' na tanda' uk sigam.
ACT.1.10	Masi na peen papatong manga aa itu tudju ni langit, ni bayi kaangkatan na hi', magtuwi niya' duwangan lalla magpamakay pote' nangge ma tōngōd sigam. 
ACT.1.11	Uk duwangan itu ni sigam, “Kaam manga aa Jalil! Angay kaam magtangge maiyu papatong na peen tudju ni langit? Si Isa, iya bayi tabo paangkat min kaam tudju ni sulga', pabing du, bo' kabing na paitu sali' du maka bayi kaangkat na tudju ni sulga' iya kakanda' bi sini'.”
ACT.1.12	Sakali mowe' na manga aa kawakilan hi' min Bud Kayu Jaitun tudju ni Awrusalam, manga dabatu lawak na hi'. 
ACT.1.13	Makatakka peen sigam ni Awrusalam, magtuwi sigam pariyata' ni bilik paghantian sigam. Ian may'an di si Petros, si Yahiya, si Ya'kub, si Andariyas, si Pilip, si Tomas, si Bartolome, si Matiyu, si Ya'kub anak si Alpa, si Simun iya diyanglay si Pangangatu, maka si Judas isab anak si Ya'kub dakayo'. 
ACT.1.14	Daran sigam magtipun magsambahayang. Parōngan isab ma sigam manga karandahan, sampay si Mariyam ina' si Isa maka manga danakan si Isa lalla.
ACT.1.15	Na 'nsa' taggōl minnihi', magtipun manga aa magpangandōl ma si Isa. Niya' sigam kulang-labi dahatus maka duwampu'. Manjari nangge si Petros ma tangnga' sigam missala. 
ACT.1.16	“Manga dawuranakan ku,” uk na, “wajib subay niya' kamaksuran ma lapal Nyawa Sutsi, iya bayi siyulat uk si Daud hi'. Lapal hi' bayi ma pasal si Judas hi', iya bayi manduan manga aa managgaw si Isa. 
ACT.1.17	Si Judas hi' bayi du dansehean maka kitabi,” uk si Petros. “Bayi iya kawakilan uk si Isa maghinang sali' hinang tabi itu.”
ACT.1.18	Iya sin bayi panamba si Judas ma hinang na malaat, iya panong na si Isa ni manga banta na, bayi pamalli na tana'. Taballi na peen tana' hi', hug iya pareyo' may'an bo' bustak battōng na. Paluwas lōngōn-lōngōn na kamemon. 
ACT.1.19	Kitauhan ian hi' uk manga aa Awrusalam kamemon, hangkan tana' ian iyōnan uk sigam Akeldama, ma bahasa Yahudi. Hati na “Tana' Tamba Laha'”
ACT.1.20	“Na,” uk si Petros, “niya' tasulat ma diyōm kitab Jabul, iya uk na,
ACT.1.20	‘Bang peen kallo' pabōtangan na.
ACT.1.20	Subay 'nsa' niya' pabōtang may'an pabing.’
ACT.1.20	Maka niya' isab ayat dakayo', uk na hi',
ACT.1.20	‘Subay niya' aa saddi paganti' ma bayi hinang na hi'.’ ”
ACT.1.21+ACT.1.22	Missala le' si Petros, uk na, “Hangkan na subay niya' aa saddi paganti' me' ma kitabi naksi' in si Panghu' Isa 'llum na pabing min kamatay na. Iya pene' subay aa bayi sehe' tabi ma waktu kaparōngan si Panghu' Isa ma kitabi, tagna' na ma waktu kapamandi aa uk si Yahiya sampay ni 'llaw bayi kaangkat si Isa min kitabi tudju ni sulga'.”
ACT.1.23	Sakali itu siyabbut uk sigam ōn duwangan lalla pamenean sigam. Dakayo' ian si Yusup, iya iyōnan si Barsabbas (atawa si Justus), maka dakayo' si Mattiyas. 
ACT.1.24	Ngamu'-ngamu' di si Petros ni Tuhan, uk sigam, “O Tuhan, katauhan nu bang ayi ma diyōm pikilan manusiya' kamemon. Toun kono' ni kami bang sayi pene' nu ma duwangan itu 
ACT.1.25	ganti' si Judas, bo' tahinang na hinang iya pamasuku' nu ma manga aa kawakilan nu. Sabab hinang itu libbahan na ko' uk si Judas, maka hi' na iya mowe' ni lahat na kakkal.” 
ACT.1.26	Puwas ian pigkoot uk sigam ōn aa ian. Iya takoot ian ōn si Mattiyas, jari pikannōp iya ni kasangpu' maka issa ian iya bayi kawakilan uk si Isa.
ACT.2.1	Taabut peen 'llaw paghinang iya iyōnan Pentekosta, magtipun manga aa magpangandōl ma si Isa kamemon. 
ACT.2.2	Saruun-duun du niya' bahonos min langit, sali' baliyu landōs patumbuk. Magtuwi tasōd kamehehan luma' iya pagtingkoan sigam ian. 
ACT.2.3	Bo' tanda' uk sigam api sali' dagbōs dalla' pasaplag sampay pabōtang ma manga aa ian pakaniya-pakaniya. 
ACT.2.4	Manjari sigam kamemon ian pisangōnan Nyawa Sutsi bo' nagna' sigam magbissala ma ginisan bahasa. Ayi-ayi pamuwan sigam min kawasa Nyawa Tuhan, iya na hi' pamissala uk sigam.
ACT.2.5	Na, niya' bayi pahanti' may'an ma Awrusalam manga aa bangsa Yahudi min sabarang lahat, aa mag-aagama lullun. 
ACT.2.6	Pagtake sigam hebok min diyōm luma' ian magtuwi landu' heka sigam bayi patipun pay'an. Inu-inu sigam ma bissala manga bean si Isa, sabab iya take uk sigam dangan maka dangan ian asal paghalling na. 
ACT.2.7	Kiyōblaan sigam kamemon, inu-inu bidda', hangkan uk sigam, “Painay itu! Iya magpamissala itu manga aa min lahat Jalil sadja! 
ACT.2.8	Angay sigam take tabi makabissala ma asal paghalling tabi, dangan kitabi maka dangan? 
ACT.2.9	Kitabi itu,” uk sigam, “min kalahat-lahatan ko'. Niya' itu min lahat Partiya, min Medda, min Elam, niya' min Mesopotamiya, min lahat Yahudiya itu, min Kappadoke, min Puntus maka min Asiya. 
ACT.2.10	Niya' isab kitabi min Pirigiya, min Pampiliya, min lahat Misil maka min kalahatan Libiya iya ma kasikōtan lahat Kirini. Niya' isab kitabi min daira Roma. 
ACT.2.11	Niya' kitabi kasehean bangsa Yahudi, maka niya' kasehean 'nsa' Yahudi, aa papinda na ni agama Yahudi. Aho', niya' isab min pu' Kerete maka min lahat Arab. Suga' minsan kitabi minningga lahat, take tabi manga aa itu missala ma paghalling tabi. Take tabi pasal hinang kawasa iya hinang uk Tuhan.” 
ACT.2.12	Manjari inu-inu manga aa magtipunan ian kamemon, maka sali' sasaw. Tiyaw na peen sigam dangan maka dangan, uk na, “Ayi baha' hatihan na itu?”
ACT.2.13	Suga' niya' kasehean ngudju'-ngudju' ma manga bean si Isa ian. Uk sigam, “Manga aa itu liyango!”
ACT.2.14	Suga' nangge si Petros maka sehe' na sangpu' kadda, bo' kōsōg uk na missala ma manga aa magtipunan ian. “Kaam manga pagkahi ku Yahudi,” uk na, “sampay kaam iyu maglahat ma daira Awrusalam itu! Pake kaam bo' kaam pahati ku pasal pakaradjaan iya take bi itu. 
ACT.2.15	Kaba' bi liyango manga aa magpamissala itu, suga' 'nsa'. 'Nsa' du niya' maglangohan bang lisag siyam le' subu! 
ACT.2.16	Iya tanda' bi itu, iya na ko' itu kamaksuran na bayi pilatun uk si Nabi Joel ma masa awwal hi'. Uk na,
ACT.2.17	‘Iya itu hinang ku ma manga 'llaw damuwi, uk Tuhan.
ACT.2.17	Pasangōn ku Nyawa ku ma manusiya' kamemon.
ACT.2.17	Manga panubu' bi lalla-danda maluwas du lapal ku.
ACT.2.17	Manga lalla onde' bahu le' makanda' du pakaradjaan 'nsa' le' takka.
ACT.2.17	Makaupi isab manga maas bi.
ACT.2.18	Aho', uk Tuhan, minsan manga ata ku lalla-danda,
ACT.2.18	Pasangōn ku Nyawa ku ni sigam ma masa ian hi',
ACT.2.18	Bo' sigam iya maluwas palman ku.
ACT.2.19	Pahinang ku isab hinang makainu-inu ma diyata' langit,
ACT.2.19	Maka manga paltandaan ma babaw dunya.
ACT.2.19	Tanda' laha' maka api maka humbu kapal.
ACT.2.20	Mata 'llaw, maglindōm du,
ACT.2.20	Maka bulan pinda ni pula, sali' dagbōs laha',
ACT.2.20	Bang song takka 'llaw pangahukum uk Panghu' bi, 'llaw na mehe.
ACT.2.21	Jari sayi-sayi nabbut ma ōn Tuhan mikitabang, kalappasan du iya.’ ”
ACT.2.22	Uk si Petros le', “Kaam pagkahi ku bangsa Israil, pake kaam ma bissala ku itu. Si Isa, aa Nasaret, bayi pamatumanan ma panganda' bi in iya bayi siyoho' uk Tuhan. Sabab biyuwanan iya barakat uk Tuhan hangkan tahinang na manga hinang kawasa kainu-inuhan aa, sampay manga paltandaan. Katauhan bi asal, sabab ma itu ma diyōman bi iya bayi pangahinangan na manga hinang hi'. 
ACT.2.23	In kamatay si Isa itu kitauhan asal uk Tuhan ma 'nsa' le' bayi piniya'. Min niyat na maka maksud na hangkan si Isa bayi siyongan ni pangantanan bi, bo' kaam iya bayi mapatay iya pagka pasaran bi aa jahulaka' ngalansang iya ni hag. 
ACT.2.24	Suga' pikallum iya pabayik min kamatay na uk Tuhan. Pihawulaya iya uk Tuhan min katiksaan kamatay, sabab in iya 'nsa' tōōd kapagbayaan uk kamatay. 
ACT.2.25	Niya' bayi tasulat uk si Daud masa awwal hi' ma pasal Isa Almasi itu. Uk na,
ACT.2.25	‘Tasayu ku Panghu' ku ma tōngōd ku sakahaba' waktu.
ACT.2.25	Tiya' na iya ma bihing ku, hangkan aku 'nsa' tasasaw.
ACT.2.26	Hangkan kiyōgan diyōm atay ku,
ACT.2.26	Maka kiyōgan isab pamissala ku.
ACT.2.26	Minsan matay baran ku hōwat sadja aku ma iya, hangkan aku taga salamat.
ACT.2.27	Sabab 'nsa' du aku pasaran nu ma lahat manga magpatayan.
ACT.2.27	Aku iya sosohoan nu adil,
ACT.2.27	'Nsa' pasaran nu baran ku ngahalu' ma diyōm kubul.
ACT.2.28	Bayi aku panduan nu daddōk iya mo ni kallum kakkal.
ACT.2.28	Basta aku maiyu ma haddarat nu, landu' tōōd kakuyagan ku.’
ACT.2.29	“Na, manga dawuranakan ku,” uk si Petros, “subay tampal pamissala ku ma kaam pasal bayi ka'mbo'-mboan ta si Sultan Daud hi'. Bayi iya matay sampay kiyubul, maka kubul na masi tasilang sampay ni 'llaw itu. 
ACT.2.30	Suga' nabi iya bayi, hangkan kitauhan uk na bang ayi bayi janji' Tuhan ma iya. Sabab Tuhan iya bayi napa pasal waktu siyong subay niya' dakayo' panubu' si Daud magsultan du, sali' bayi asal kapagsultan si Daud. 
ACT.2.31	Na, pagka kitauhan uk si Daud bang ayi pitakka uk Tuhan ma waktu siyong, hangkan iya bayi magpalatun pasal kallum si Almasi pabing min kamatay na. Uk pagpalatun na hi',
ACT.2.31	‘'Nsa' iya bayi imbanan ma lahat manga magpatayan.
ACT.2.31	'Nsa' isab bayi ngahalu' baran na ma diyōm paliyangan.’
ACT.2.32	Si Isa ko' itu,” uk si Petros, “iya pikallum uk Tuhan pabing min kamatay na. Bo' kami kamemon itu saksi' du, in kallum na pabayik asal bannal du. 
ACT.2.33	Pilangkaw na iya, pitōngōd ma bihing Tuhan sakap ni katau. Siyambut uk na Nyawa Sutsi min 'Mma' na Tuhan sali' bayi panganjanji' na ma iya. Manjari iya tanda' bi maka take bi buttihi' hinang Nyawa Tuhan ko', iya pisangōnan kami uk si Isa. 
ACT.2.34	Si Daud hi' bayi missala pasal dangan aa bayi tapaangkat ni diyōm sulga'. 'Nsa' si Daud iya bayi paangkat ni sulga', suga' iya na itu bayi tabissala na hi', uk na,
ACT.2.34	‘Missala Tuhan ni Panghu' ku, uk na,
ACT.2.34	Dayi' kau, ningko' kau ma bihing ku sakap ni katau, ma paningkoan bangsahan,
ACT.2.35	Sampay tabo ku palbantahan nu tatawu' ma deyo' pat-nayi' nu.’
ACT.2.36	“Hangkan na,” uk si Petros, “in kaam bangsa Israil kamemon, subay katauhan bi in si Isa itu, iya bayi talansang bi ni hag, tahinang na uk Tuhan. In iya Panghu' na maka Almasi, hati na pene' uk Tuhan magbaya'!”
ACT.2.37	Pagtake manga aa ma pamissala si Petros itu magtuwi sasaw bidda' pikilan sigam. Uk sigam ni si Petros maka ni kasehean kawakilan hi', “Manga dawuranakan,” uk sigam, “ayi subay hinang kami?”
ACT.2.38	Uk si Petros ni sigam, “Tawubatin bi tōōd dusa bi. Bo' kaam dangan maka dangan subay piyandi min ōn si Isa Almasi, palsaksian in kaam mangandōl ma iya. Manjari du iyampun dusa bi maka piniyaan du kaam Nyawa Sutsi, iya pamuwan Tuhan ma kaam. 
ACT.2.39	Sabab kaam du iya bayi kajanjian uk Tuhan, sampay manga panubu' bi, sampay isab sigam ma katahan, sayi-sayi bayi linganan uk Panghu' tabi Tuhan me' ma iya.”
ACT.2.40	Heka le' bissala si Petros ma manga aa ian. Biyandaan sigam uk na, junjungan pahap-hap, uk na, “Papuwas kaam kono' min mulka', iya song pitumbuk ni bangsa malaat itu!” 
ACT.2.41	Manjari heka magkahagad ma bissala si Petros ian bo' piyandi sigam tanda' in sigam suku' si Isa na. Iya pikannōp ni manga aa mangandōl ma si Isa ma 'llaw ian, niya' manga tallungibu aa. 
ACT.2.42	Ngasip sigam ma bayi pamandu' uk manga aa kawakilan si Isa ian, maka magdakayo' sigam maka manga aa magpangandōl kasehean. Magbahagian sigam tinapay di sigam maka magbe' isab sigam nambahayang.
ACT.2.43	Heka hinang makainu-inu maka paltandaan bayi tahinang uk manga aa kawakilan hi', hangkan siyōd tāw manga aa kamemon. 
ACT.2.44	Magdakayo' na peen manga aa magpangandōl kamemon, maka ayi-ayi bayi ma sigam pangahilas uk sigam ma sasuku taga sukkal. 
ACT.2.45	Pangalta' sigam maka kaginisan sigam bayi piballihan, bo' ballihan na bayi pamahagi' ni kasehean, sarang ma sukkal sigam dangan maka dangan. 
ACT.2.46	'Llaw-llaw sigam mahi' ma diyōm langgal pagkulbanan. Magsawu sigam ma kalumaan sigam. Kiyōgan sigam magbahagi' kiyakan min atay pote'. 
ACT.2.47	Siyanglitan na peen Tuhan uk sigam, bo' sigam iya kihapan uk aa kamemon. Sakahaba'-haba' niya' na peen bayi pikannōp ni sigam uk Tuhan, sasuku kalappasan min hukuman dusa.
ACT.3.1	Na, ma 'llaw dakayo', pahi' si Petros maka si Yahiya ni langgal pagkulbanan ma waktu sambahayang luhul. 
ACT.3.2	May'an, ma tōngōd lawang langgal iyōnan Lawang Lingkat, niya' dakayo' aa 'nsa' makalangnganan di na, asal min kandang ina' na. Biyo iya 'llaw-llaw ni tōngōd bo' lawang ian supaya iya makapangamu' sarakka ni manga aa palabay minnian tudju ni diyōm langgal. 
ACT.3.3	Pag'nda' na ma si Petros maka ma si Yahiya ian song pasōd, magtuwi iya ngamu' ayi-ayi ni sigam. 
ACT.3.4	Inda' iya uk sigam. Uk si Petros, “Nganda' kau ni kami itu!” 
ACT.3.5	Magtuwi nganda' aa ian, hōwat kabuwanan ayi-ayi uk sigam. 
ACT.3.6	Suga' uk si Petros ni iya, “'Nsa' niya' tōōd sin ku suga' pamuwan ku ma kau iya ma aku itu. Min kawasa ōn si Isa Almasi aa Nasaret, soho' ta kau nangge bo' mangngan!” 
ACT.3.7	Sakali intanan iya uk si Petros ma tangan na ni katau, tiyabang bo' makatangge. Saruun-duun du iya biyuwanan kōsōg ma nayi' na sampay ma buku-buku na. 
ACT.3.8	Magtuwi iya patulahad pariyata'. Nangge iya bo' iyampa mangngan. Puwas na hi' magbe' iya maka di si Petros pasōd ni diyōm langgal. Mangngan iya maka uk na maglaksu' sampay nanglit ma Tuhan. 
ACT.3.9	Tanda' iya uk manga aa magtipun may'an mangngan na peen maka nanglit na peen ma Tuhan. 
ACT.3.10	Takila iya uk sigam in iya bayi ningko' ngamu' sarakka ma langgal ma bo' Lawang Lingkat. Magtuwi sigam inu-inu maka sasaw pikilan sigam uk bayi tahinang ma aa ian.
ACT.3.11	Ngantan le' aa ian ma si Petros maka ma si Yahiya, ma sawurung langgal iya iyōnan Sawurung si Sulayman. Jari inu-inu manga aa kamemon bo' paragan pay'an ni di si Petros. 
ACT.3.12	Pag'nda' peen si Petros ma manga aa ian missala iya ma sigam, uk na, “Oy, kaam aa Israil! Angay itu pag-inu-inuhan bi! Angay kami patongan bi? Pangannal bi baha' min kawasa kami atawa min kasutsi atay kami, iya hangkan aa itu makalangngan na? 
ACT.3.13	Katauhan bi,” uk si Petros, “in ka'mbo'-mboan tabi, iya di si Ibrahim, si Isahak maka si Ya'kub, dapagtuhanan du maka kitabi. Manjari Tuhan tabi itu, bayi pilangkaw uk na sosohoan na si Isa, iya bayi songan bi ni sara'. Bayi iya tasulak bi ma alōpan si Gubnul Pilatu. Si Pilatu bayi taga niyat malappa si Isa, suga' kaam iya 'nsa' baya'. 
ACT.3.14	Minsan si Isa sutsi maka adil, bayi iya sulak bi. Bo' aa pamapatay iya amu' bi ni gubnul subay piluwas. 
ACT.3.15	Bayi papatay bi poonan kallum, lipara pikallum iya pabing uk Tuhan min kamatay na. Kami itu saksi' in ian bannal. 
ACT.3.16	Na,” uk si Petros, “min kawasa ōn si Isa, hangkan aa bayi 'nsa' kalangngan itu kabuwanan kōsōg bo' makalangngan na. Tanda' bi na iya, maka takila bi asal. Aho', min pangandōl tudju ni si Isa iya hangkan aa itu kaulian ma panganda' bi.
ACT.3.17	“Manga dawuranakan ku,” uk si Petros, “katauhan ku in kaam maka manga nakura' bi bayi awam, iya hangkan bayi salaihi' hinang bi ma si Isa. 
ACT.3.18	Suga' iya na ko' hi' pamatuman palman Tuhan, iya bayi pitau uk kanabi-nabihan min awwal le' hi'. Pitau uk sigam in si Almasi subay makalabay kabinsanaan. 
ACT.3.19	Na,” uk si Petros, “tayikutin bi na dusa bi. Papinda kaam ni Tuhan bo' piyapasan uk na dusa bi, 
ACT.3.20	bo' kaam piniyaan kahayangan atay min Tuhan. Jari pipaitu du si Isa, iya Almasi bayi tapene' uk Tuhan magbaya' ma kaam. 
ACT.3.21	Suga' subay may'an le' iya ma sulga' sampay taabut waktu pamabahu kamemon ayi-ayi uk Tuhan. Iya na ko' ian waktu bayi janji' uk Tuhan ma palman na ni manga nabi ma masa awwal hi'. 
ACT.3.22	Sabab si Musa bayi missala ni bangsa Israil, uk na, ‘Ma sosongun niya' du dakayo' nabi pipaitu ni kaam uk Tuhan iya Panghu' bi. Pipaitu iya sali' kapanoho' Tuhan ma aku, maka aa bangsa bi du iya. Wajib iya subay asip bi ma ayi-ayi pamissala na ma kaam. 
ACT.3.23	Sayi-sayi 'nsa' ngasip ma nabi ian, piōkat du iya uk Tuhan min bangsa suku' na sampay miyula.’ 
ACT.3.24	Salaihi' du isab,” uk si Petros, “manga nabi kamemon, tiyagnaan min si Nabi Samwel sampay ni kanabi-nabihan magsusunu'. Bayi sigam magpalatun ma pasal pakaradjaan iya piniya' waktu itu. 
ACT.3.25	Ma kaam du isab manga janji' Tuhan iya bayi pagpalatun uk manga kanabi-nabihan, maka palsukuan bi isab bayi kapagsulutan Tuhan maka ka'mbo'-mboan bi. Bayi nganjanji' Tuhan ma pangkat bi si Ibrahim, uk na, ‘In bangsa kamemon ma diyōm dunya itu piniyaan kahapan du ma sabab panubu' nu.’ 
