MAT.1.1	Jisu Krista ni phagararao ni greng: bo David ni basa, ar David, Abraham ni basa.
ACT.19.33	Judarao Aleksandar khe subung buthu ni sagang gede langsmai ba khe nuhi, bo se dangjenyaba thihi bao ba. Aleksandar jarni yao jang bai ri hi khrip subung ni sagang ha jar go mani balam khe thima bao ba. 
ACT.19.34	Thikhabo, bokhe bonsi Judaa se thihi tharmaiba jang gonthagin lai khurang baosi jahi, Ephesi ni Diana dedaothao! thihi bonsi jirik khao ba.
ACT.19.35	Nogor ni laisi rebyasa subung buthu khe johi magain ri dada thi ba, Ephesi ni subung buthu, Diana dedaothao ni bikhoh ode sorgo ni phrang saokhuli galaiphaiyaba Ephesi ni subung buthu khe raokhiyaba ning se thihi bokhe sere mithiyayaba giri. 
ACT.19.36	Saosi bo ebo grao khe niyaba giri. Odebani, nisi phirik phirik dongma nang ma, ode grao singya hi musi khusi khebo nisi dangma niya. 
ACT.19.37	Bede thikhade, ebo subung buthu khe nisi labuyaba buthu de, bikhoh ni makhaorao niya, jini madaijik khebo bonsi sijiyaba niya. 
ACT.19.38	Demetria jang boni lugurao khusi dangba ringyarao bo asaba ni basao ha grao gajai dong kha de, grao gajai thiyaba ni bisarkhoh khuru hi ning dong thi, bonsi ni bisardarrao bo dong, bonsi saosi jang saosi bisar khlai thing. 
ACT.19.39	Thikhabo, nisi niha asaba balam ha gajai dong kha de, dara jang bonsi bisar khlai ma se. 
ACT.19.40	Bede thikhade dini ha japhaiyaba grao ni khlai hi, musibo niya hi jini basao ha gajai ja mane jing khin mani dong, odebani ebo bojom jayaba ni balam ha jing musi thiphu nang niya, thihi bo thi ba. 
ACT.19.41	Odehe, ebo grao khe thi blai hi, bojom jayarao dra ri kha.
ACT.20.1	Ho jayaba magain bani yaohon ha, Paul jarni yaohon rikphayarao khe long hi bujai ba; ode bonsi jang degaolei hi Makedonia ha thang mane khlai hi bo baigo kha. 
ACT.20.2	Jarni yaohon rikphayarao khe gibin gibin grao bujai phalang hi bo raji ha thang thar hi, Akaia raji ha bo sohi kha. 
ACT.20.3	Oraha ning nokha daintham dong ba. Suria raji gede thangma baoba ha, Judarao bokhe hamjaoya ar boni balam ha hamya baothai bao du thihi mithi kha; odebani bo Makedonia raji ha srap thangphin lama bao ba. 
ACT.20.4	Boha Purrha ni basa Sopater, Beroia nolei ni subung buthu, Thessalonika ni subung Aristarka jang Sekunda thu, Derbe ni subung Gaia thu, Timothe thu, Asia raji ni subung Tukik jang Trophim thu, bo jang baosi thangpha ba. 
ACT.20.5	Bonsi sagang ha thang hi, Troas ha jing khe jon hi ning dong ba. 
ACT.20.6	Jing de humao giriyaba hon ni mel ni basain ni yaohon ha, Philippi ni phrang rung jang baigo hi, nokha sain bowa ni yaohon ha Troas ha sohi dada, oraha ning nokha sain sni jing bonsi jang dongthao kha.
ACT.20.7	Basain sain sni ni sainbli ha, hon sabai mane jing bojom jaba ha, Paul dakhna thangla ma baoba ni, khah jang muh jang hogjer sosi grao thihi ning dong ba. 
ACT.20.8	Khutha basao, jini bojom hathan ha, thaophari bo gabang dong ba. 
ACT.20.9	Naga saosi Eutuk thiyaba, khirki ha kham hi bo mudim ba. Paul grao thiba lao kha bani, bo thuma mijing ba, ode noh ju thak tham ni phrang bo grai hi. Bo khe sugu hiba de bo thih kha. 
ACT.20.10	Thikhabo, Paul akhai hi baipha dada, bamkhu hi, Da gmang, boni hang jamya kho! thihi bo thi ba. 
ACT.20.11	Paul noh ha gakhuphin lang hi, hon khe sabai hi bo ji kha, ode nokha naisi bonsi jang baosi dongpha hi, bujai dada bo thangla kha. 
ACT.20.12	Bonsi bo naga khe gathang jahi jarni noh ha labu hi gabang bo santi mai kha.
ACT.20.13	Jing rung ha thang hi, Assos gede baigo da kha, oraha ning Paul khe jing gapha rima bao ba. Bo oraha igah jang hemhi thang mani, jing khe olei ning dang mane thiblai kha. 
ACT.20.14	Assos ha jing bokhe goron phin dada, jing bokhe gari hi, Mitulini ha phai ba. 
ACT.20.15	Oraha ni phrang rung jang jing thangphin hi, gibin basain ha Kia hahgojo rogong ha sohi kha. Ode, gibin basain ha de Samos sohi dada, jing Mileti ha sohi kha. 
ACT.20.16	Boha Paul de Asia raji ha budu glao dongma nangjaoya bani Ephesi khe rung jang lailangma bao ba. Blai kha de Jerusalem ha Pentikos ni basain khe mairikma bao hi, bo gebre dada thangma bao ba.
ACT.20.17	Mileti ni phrang Ephesi ha subung haiha hi, longjomkhoh ni khraorao khe longha ba. 
ACT.20.18	Boniha bonsi phaiba ha, Paul bonsi khe thi ba, Asia raji ha ang gasing jenba basain ni phrang dini sosi, nisi jang baosi ang dong khali ani dongthai khe nisi tharmai kha. 
ACT.20.19	Judarao ang khe gajai riba ni mudi jang dukhu ani basao ha galaiyaba khe ajao hi basasa ja dada Gabra ni khusi khe ang dang re. 
ACT.20.20	Snadi grao nisi ne lab ja kha, bokhe sainthi mane ode subung buthu ni sagang ha ode, noh noh ha sling riba khe ang asaba dara jang haigerya. 
ACT.20.21	Judarao ode Jentailrao niha bo Madai ni gede khaslai mani grao ode, jini Gabra Jisu Krista ni gede lonma ni grao khe jing tharmai ri re. 
ACT.20.22	Ode, duha Bese Gathar khe mani hi, Jerusalem ha ang thang ma, oraha ani basao ha snadi jinis sophai nang ang tharmaiya. 
ACT.20.23	Khrip nogor ha, phatho jang dukhu ang khe jon du thihi Bese Gathar ang khe khna ri du, bokhe se ning ang tharmai ba. 
ACT.20.24	Thikhabo, ang Gabra Jisu ni phrang dang mane khusi maiyaba khe dang hi phura khlai mane ar Madai ni khasaoma ni hamba graojma khe sakhi ri mane se, ani hayu khe musibo baoya. bokhe khasaoma ang bao du.
ACT.20.25	Ang nisi khrip ni bising ha, Madai ni Raji ni grao khe jirik khao pha hi sainthi kha. Ode duha ang mithi du, ani mukhang khe nuphin nang niya kha thihi ang tharmai du. 
ACT.20.26	Odebani, ang dini ni basain ha nisi ne sakhi rihi thi du, ang khrip subung ni bithi jang gajai niya. 
ACT.20.27	Bede thikhade khrip Madai ni bisar khe jamthar si nisi niha mao ge ge jahi ang thiya. 
ACT.20.28	Odebani, Madai ni longjom, jarni thijao jang baraiyaba khe, raokhi mane khlai hi, nisi girik lah. Bede thikhade, Bese Gathar jang bonsi ni basao ha nisi khe hoja slam kha. 
ACT.20.29	Ang thangla bani yaohon ha, rasa merang buthu nisi ni bising ha hap phai nang, ode melma buthu khe haiger nang niya thihi ang tharmai du. 
ACT.20.30	Nisi ni bising ni subung ni phrang bo, lonyarao khe mosol jang lang phayaba subung baigo phaima se. 
ACT.20.31	Odebani, naidao lah, maithai tham sosi, mudi galai hi sain-hor khrip subung khe ang jo ba thaoyaba khe wainso lah.
ACT.20.32	Duha Madai jang bo khasaoyaba grao niha nisi khe ang deng kha, bo se nisi khe gede slamphu ma, ode subung gatharrao ni bising ha nisine don ni phantha bo ri phuma. 
ACT.20.33	Ang saosi ni rang buthu, gajao buthu ode gainsari buthu khe bo libiya. 
ACT.20.34	Ebo yao buthu jang ning ang jang ani lugurao nangyaba khe phura dangba khe nisi ning tharmai la du. 
ACT.20.35	Khrip jadi khe ang dang hi nisi ne phunu kha, olei dukhu hadi jang, Gabra Jisu ni grao khe wainso hi ning subung raoyayarao khe nisi juruma nang du; bo jar ning, asaba jinis khe laba thane rihaba lab jadao bo thi du, ode bo thi ba.
ACT.20.36	Paul olei grao thiba ni yaohon ha, yasgu thuhi bonsi khrip jang baosi jahi bi lai kha 
ACT.20.37	Bonsi khrip bo grahi, Paul khe gabao hi, bonsi khudim ba. 
ACT.20.38	Boni mukhang nuphinya bani grao thiba de bonsi hamsi ning waimu nang kha. Ode, rung sosi bonsi digar hi kha.
ACT.21.1	Bonsi jang degao lai hi, rung jang jing baigo hi, boni yaohon ha se beleng hi Kos hahgojo sophin hi, oraha ni phrang thang pha lang hi Patara ha jing sohi kha; 
ACT.21.2	Phoiniki raji ha thang mane rung masi mai hi, rung ha ga dada jing thang la kha. 
ACT.21.3	Kupra hahgojo khe jing nuha ba, ode bokhe yaosi gede haiger hi thangpha lang hi, Suria raji gede thangpha lang hi, Tura ha jing akhai ba; bede thikhade oraha rung ni phrang jinis akhai rima nang du. 
ACT.21.4	Oraha, yaohon rikphayarao sereba khe goron dada nokha sain sni bonsi ni ha dongthao ba. Bonsi bese jang thijao hi, Paul khe Jerusalem ha igah gasingya mane thi ba. 
ACT.21.5	Thikhabo, ebo basain ni yaohon ha jing baigo hi, thangla kha. Boha, daphlungrao khrip bo, bonsi ni bihih ar basathu bo nolei rogong sosi jing khe degar hi ba; ode sagor dergong ha yasgu thuhi jing bi ba. 
ACT.21.6	Ode, khrip khe juthai khlim hi jing degao lai hi, rung ha ga kha, bonsi de jar jarni noh ha thangphin la kha.
ACT.21.7	Tura ni phrang rung ha jing gahi thang bani yaohon ha Ptolemai sohi dada, daphlungrao khe khlim hi, bonsi niha sainsi dongthao ba. 
ACT.21.8	Gibin basain ha jing baigo hi, Kaisari ha jing sohi ba. Oraha hamba graojma thiyaba Phillip ni noh ha hapsing ba; bo Jerusalem ha dangyasa saikhoyaba sni ni bising ha saosi se. 
ACT.21.9	Boni ha mala gathar bri dong ba, bonsi Madai ni grao khe sainthi re. 
ACT.21.10	Oraha ning gabang basain jing dong ba ha, Judai raji ni phrang gorasali saosi Agaba thiyaba phai ba. 
ACT.21.11	Bo jini ha phai hi, Paul ni jengsdu khe lang hi, bo jarni yao igah khe khahi thi ba, Ebo de Bese Gathar thi ba: ebo jengsdu ni bubra khe Jerusalem ha, elei jasosi khahi, Jentailrao ni yao ha rijao ma, bo ode thi ba. 
ACT.21.12	Bo grao khe jing khna hi, jing jang bo nolei ni subung buthu Paul khe Jerusalem ha thangya mane jing khainsu ba. 
ACT.21.13	Boha Paul thiphin ba, Nisi snadi khlai ba, nisi olei grahi grahi ani khah khe sabai ba? Gabra Jisu ni bumu ne khlai hi Jerusalem ha khajaoma se ning niya hi, thih mani khlai hibo ang salai kha, nisi mithi lah.
ACT.21.14	Bo maniya bani yaohon ha, Gabra ni khusi ja thing, thihi jing phirik phirik dong la kha.
ACT.21.15	Oraha gejesi bubli dong bani yaohon ha, jing bakho salai hi, Jerusalem gede thang ba. 
ACT.21.16	Kaisari ni phrang bo gejesi rikphayarao jing jang baosi thangpha hi, bumu Mnason, Kupra hahgojo ni rikphayasa saosi jang jing thaohi mane bonsi lang ba.
ACT.21.17	Jerusalem ha sohi ba jang, daphlungrao khaja hi bonsi jing khe lamjao kha. 
ACT.21.18	Gibin basain ha, Paul jing khe lang hi, Jakob niha thang ba, oraha longjom ni khraorao bo dong ba. 
ACT.21.19	Paul bonsi khe khlim hi, jarni khusi khe dang hi Madai ning Jentailrao ni bising ha dang riyaba buthu khe bising bohor ni grao khe thi ba. 
ACT.21.20	Daphlungrao bo grao khe khna hi, bonsi bo Madai khe bakhan khlai ba; ode, Paul niha thi ba, Daphlung Paul, Judarao ni bising ha lonyaba bangba khe ning nu kha, bonsi khripbo Dara ni basao ha khah jang muh jang khnabo khna du. 
ACT.21.21	Ning Jentailrao ni bising ha khrip Juda dongyarao niha bonsi ni basathu jogai bujuh raso mane ode, dara lai da dong thi hi, Moses khe dangkhlaiyaba ni grao khe sling ri re thihi malai ni khuh ni phrang bonsi khna ba. 
ACT.21.22	Bonsi ning sophai ba khe khna kha thi. Bede jama kho? 
ACT.21.23	Nini ha jing thiba lai ning dang lah. Grao hanggaiyaba miyahrao jini ha bri dong. 
ACT.21.24	Bonsi khe lang hi bo jang baosi jar khe jar susa lah; ode bonsi ni khnai khe khep phu mani khlai hi bonsi ne rang khoros khlai lah. Odese subung khrip malai ni khuh ha nini grao khe bonsi khnayaba buthu gibi niya thihi tharmai nang. Ning jar ning Dara ni balam ha hamsisi dong ba thihi bonsi tharmai la nang. 
ACT.21.25	Thikhabo, Jentailrao ni bising ha lonyarao, saokhuli ne bandai riya bani mogong khe jiya mane, mogong ni thijao khe jiya mane, mih gorna derthaiyaba ni mogong khe jiya mane, ode gaori jayaba khe gathar jama nang ma, thihi jing bisar khlai hi reb kha, bonsi ode thi ba.
ACT.21.26	Odehe, Paul bo subung buthu khe lang hi, gibin basain ha bonsi jang baosi gathar jahi, Madai ni bikhoh ha thang ba, ode oraha sainthi ba je gathar jabani basain ha, khrip saosi saosi ne khlai hi mih bandai ri mane riya si de, ragao si gathar jahi bonsi dong ma nang ma thihi, Jonthai niha bonsi sainthi da ba.
ACT.21.27	Thikhabo, nokha sain sni japhaima jaba ha, Asia raji ni Judarao, Paul khe Madai khoh ha nuhi, khrip subung jaokhu hi, bokhe bonsi rem ba. 
ACT.21.28	Bonsi jirik khaohi thi ba, Israel ni subung buthu, juru ha! Ebo subung ning khrip hathan ha ode khrip subung niha, Juda ja thing, Dara khe ja thing, ebo noh khe ja thing, sijiyaba se; ebo khe garhi bo Madai ni bikhoh ha Greek subung buthu khe bo bising ha labupha hi, ebo noh gathar khe bo rege rege khlai kha! bonsi ode thi ba. 
ACT.21.29	(Ebo ni sagang ha Ephesi ni subung Trophim khe Paul jang baosi nogor ha nu ba, ode Paul bokhe Madai khoh ni bising ha labu pha ba thihi bonsi buji ba.)
ACT.21.30	Boha bo nogor ni khrip ha subung buthu khai hi bojom ja ba, ode Paul khe Madaikhoh ha remhi baji ha bonsi labu ba, ode derga buthu khe srap phrao thar ba. 
ACT.21.31	Bokhe bonsi sthaima baoba ha, Jerusalem ni khrip subung bonsi nam jalai du thihi siphaiyarao ni hoja dedao thaoyaba niha graojma sohi kha. 
ACT.21.32	Boha ning bo siphaiyarao jang siphaiya rjasi ni hoja khe labu hi, bonsi niha bo khai khlai bu ba. Ode, bonsi siphaiya ni hoja dedao thaoyaba ode siphaiyarao khe bonsi nuba jang bonsi Paul khe suba thao kha. 
ACT.21.33	Hoja dedao thaoyaba boni gabasi phai hi, Paul khe rem hi, sikhol magin jang kha mani hukhum rihi, Ebo sere? Bo snadi khlai ba? thi hi bonsi sing ba. 
ACT.21.34	Subung bojom jayarao ni bising ha gejesi grao masi khe bonsi jirik khao ba, gejesi jakha de gibin grao khe jirik khao ba, yao bani bo gibi grao khe musibo haphrang mai phuya kha. Odebani noh bising ha lang mani bo hukhum ri ba. 
ACT.21.35	Bo yamthai ha sohiba jang subung buthu gabang subani, siphaiyarao bo khe bamkhu hi langma nang ba. 
ACT.21.36	Khrip subung, Bokhe sjam khlah! thihi jirik khao hi bonsi rikpha du.
ACT.21.37	Paul khe khorongma ha langba ha, bo siphaiya rjasi ni hoja dedao thaoyaba niha thi ba, Nini ha ang grao thaisi thiphu nang?.
ACT.21.37	Hoja singphin ba, Ning Greek grao tharmai du na? 
ACT.21.38	Sagang ha subung buthu khe phuslaiya ba, subung sthaibaiyarao rjing bri hajengling ha langyaba, Egypt ni subung ning niya? bo ode thi ba.
ACT.21.39	Paul thiphin ba, Ang de Juda subung se, Kiliki raji ni Tarsa nolei ha dongyaba se. Khasao hi ang khe subung buthu niha grao sainthi mane ri lah, thihi bokhe sain ba.
ACT.21.40	Hoja hukhum riba jang, Paul yamthai ha song hi, subung buthu khe phirik phirik dong mani khlai hi jarni yao jang phunu ba. Ode, phirik thaoba jang Hebrai grao jang bo thi kha.
ACT.22.1	Daphlungrao, bupharao, duha nisi ni sagang ha song hi, ani jaba grao nisi khe ang thi du, khna lah, ode bo thijen ba. 
ACT.22.2	Hebrai grao jang bonsi niha grao thiba khe khna ba ha, bonsi phirik phirik jadao ba.
ACT.22.3	Boha Paul thiba, Ang de Juda subung se, Kiliki raji ni Tarsa nolei ha hajai ba; thikhabo, ebo nogor ha ning Gamaliel ni igah rogong ha kham hi sling hi ang deyaba juyaba se, jini greng buthu ni Dara gibi khe sling hi ang dongyaba se. Dini nisi lai ning, Madai ne khlai hi ang bakhan khlaiyaba se. 
ACT.22.4	Ebo lama ni subung buthu khe thima jasi ang dukhu ri re, miyah masainjik khebo ang kha hi, phatho ha jeb ri re. 
ACT.22.5	Jonthai dedao thaoyaba jang khrip khraoraobo ebo grao ni sakhi dong. Bonsi ni phrang daphlungrao ne ri mane khlai hi laisi ang mai kha; odebani Damaska ha dongyaba si khe saja ri mane khlai hi, khahi bonsi khe Jerusalem ha lang mane khlai hi ang thang ba.
ACT.22.6	Ang thangpha langba ha, Damaska nogor rogong gabasi ang sohiba ha, sainjer khamba bubli ha, nokhasao ni phrang ani sersi giding jdan thar ba, 
ACT.22.7	ang hah ha galai hi, aniha thi ba, Saul, Saul, ning ang khe snadi jabani dukhu ri ba? thihi ang khurang khna ba. 
ACT.22.8	Boha ang thiphin ba, Gabra, ning sere? ar Gabra ani ha, Nazareth Jisu, ning dukhu riyaba se, thihi ang khurang khna ba. 
ACT.22.9	Ani lugurao jdanba khe nu kha, thikhabo ang jang sainlai ba khurang khe de bonsi khnaya. 
ACT.22.10	Ang sing ba, Gabra, ang snadi khlai ma kho? Gabra aniha thi ba, Baija hi Damaska ha thang, ode khrip ning dangma nangyaba si khe bonsi ning nini ha thi nang, 
ACT.22.11	Bo hamsi ning jdan bani ang de musi khebo nuya kha, ode ang ani lugurao ni yao khe remhi Damaska ha phai kha.
ACT.22.12	Bo nogor ha, subung saosi, Anania thiyaba, Dara ni balam ha Madai khe maniyaba, oraha Juda dongyarao khripbo bokhe man khlaiyaba dong. 
ACT.22.13	Bo ani rogong ha songphai hi ang khe thi ba, Hoi, daphlung Saul, ning muthai nuphin lah, boha ning ani muthai nuhi, bokhe ang nu kha. 
ACT.22.14	Bo thi ba, Jini phagararao ni Madai ni nangjaoma khe tharmai mane ar ebo dormo khe nu mane, boni khuh ni grao khe tharmai mane khlai hi bo ning khe saikho kha. 
ACT.22.15	Ning nuyaba jang khnayaba grao khe khrip subung niha boni grao ni sakhi ning ja ma. 
ACT.22.16	Ode, ning duha snadi khe jonba kho? Baija hi boni bumu khe lahi baptisma lahi, nini phap khe susa lah, ode bo ang khe thi ba.
ACT.22.17	Ang Jerusalem ha phaiphin bani yaohon ha, Madai khoh ha ang biba ha, muthang ha lai ang dong ba; 
ACT.22.18	Gebre hi Jerusalem ni phrang baigo lah, bede thikhala, eraha de ani balam ha nini sakhi riginyaba khe bonsi mani nang niya, ode bo ani ha thiba khe ang khna ba. 
ACT.22.19	Boha ang thi ba, Gabra, bojom jayaba khrip noh ha ning khe lonyaba si khe phatho ha ang jeb hi, ang suba khe bonsi mithi du; 
ACT.22.20	Ode, nini grao ni sakhi Stephan khe sthaiba ha angbo bonsi ni rogong ha dong ba, bokhe sthaiba khe angbo mani ba, ode sthaiyarao ni rih khebo ang naiso ba 
ACT.22.21	Boha Gabra ang khe thi ba, Thang lah, bede thikhade, ang ning khe Jentailrao niha gajain haiha nang.
ACT.22.22	Bonsi ebo grao sosi khna ba, boha khurang bol jang jirik khao hi, Eleiyaba subung khe de sjam khlah. Bonthane khlai hi thanghi dongma nangya! 
ACT.22.23	Bonsi jirik khaohi, bonsi jarni rih buthu khe khokhlai hi, bonsi dangkhlai ba, ode nokhasao gede haduri dangkhu ba. 
ACT.22.24	Odebani, siphaiya ni hoja dedao thaoyaba Paul khe khorongma ni bising ha lang mane siphaiyarao khe hukhum ri ba, bokhe su mane khlai hi sumjabani olei badai hi jirik khao ba thihi tharmai mane. 
ACT.22.25	Boha migur ni wadu jang bonsi kha blai hi suba ha, Paul jarni rogong ha songyaba siphaiya rjasi ni hoja niha thi ba, Rom ni asaba subung khe gajai giri hi su mane nisi ni dara ha dong?
ACT.22.26	Siphaiyarao ni hoja ebo grao khe khnaba jang, siphaiyarao ni hoja dedao thaoyaba niha thang hi, Ning khusi dangginyaba khe girik lah dou! Ebo subung de Rom ni subung se, thihi bo sainthi ba.
ACT.22.27	Siphaiyarao ni hoja dedao thaoyaba boni ha phai hi sing ba, Ning Romsa se na? Ang khe thi lah, bo ode thi ba.
ACT.22.27	Paul thiphin ba, Om.
ACT.22.28	Siphaiyarao ni hoja dedao thaoyaba thi ba, Ang de Rom nogor ni subung ja mani khlai hi rang gabang rihi se ang mai ba thi.
ACT.22.28	Paul thiphin ba, Ang de hajaiba ni phrang ning Romsa se.
ACT.22.29	Odebani, dukhu rihi gajai rima baoyarao de bokhe srap haiger hi thang la kha; ode siphaiyarao ni hoja gedebabo bokhe Romsa se thihi tharmai ba jang bo khin hi, bokhe kha bani khlai hi bo khin ba.
ACT.22.30	Bo basain ni dakhna ha Judarao snadi jabani Paul khe bonsi gajai ri ba thihi hamsisi tharmaima nangjao hi siphaiyarao ni hoja gedeba ning bokhe khayaba khe khuru hi, jonthairao ni gedeba ode khrip bisardarrao khe bojom jamani khlai hi bo hukhum ri ba, ode Paul khe langpha hi, bonsi ni sagang habo khe song ri ba.
ACT.23.1	Paul de bisardarrao khe naipha hi thi ba, Daphlungrao, ang de dini sosi bo Madai ni muh ha hamba ni gede ang tharmaiyaba si khe dang hi ning dong re. 
ACT.23.2	Jonthai dedao thaoyaba Anania, Paul ni gabasi songyarao khe boni mukhang ha bakhao lai ri mani sani ba. 
ACT.23.3	Paul boni ha thi ba, Hoi ning longthai ni badim ha suni huyaba, Madai ning khe su ma se; ning Dara ha lai subung ni bisar khlai mane khlai hi ning kham du, thikhala Dara khe baiglai hi sumjabani ang khe su ma sani ba?
ACT.23.4	Boha, boni rogong ni subung buthu Paul khe thi ba, Madai ni Jonthai gedeba khe ning joba na?
ACT.23.5	Paul thiphin ba, Hoi daphlungrao, Jonthai gedeba se thihi ang tharmaiya ba se, Nini greng buthu ni hoja ni basao ha hamya grao thithaoya, thihi bo reb du thi.
ACT.23.6	Bonsi Saddukairao jang Pharisairao ni dol se thihi Paul tharmai hi, bisardarrao ni gejer ha bo jirik khao hi thi ba, Daphlungrao, ang Pharisai se, ang Pharisairao ni basabo ang ning. Asama jang subung githi thangphin bani balam ha ani bisar ja du.
ACT.23.7	Ebo grao khe bo thiba jang, Saddukairao jang Pharisairao nam jalai hi bisardarrao degao thar kha. 
ACT.23.8	(Saddukairao de thi du, subung githi baija phinyaba musi giri, sorgo deglarao, bese buthu bo giri, bonsi thi re; thikhabo Pharisairao ebo khrip khe dong thihi bonsi mani du.) 
ACT.23.9	Bonsi hamsi ning jiu ja kha; Pharisai dol ni subung Dara slingriyaba gejesi song hi, bonsi niyalai ba, Ebo subung ni musibo hamya gajai jing maiya dou. Bese bo, degla bo bokhe thiba ni la snadi ja du? ode bonsi thi ba.
