MAT.1.1	Lhibro de l’ourige de Jasus Cristo, filho de Dabide, filho de Abraan.
LUK.10.24	Digo-bos you que muito porfeta i rei tubo gana de ber l que bós bedes i nun l bírun, de oubir l que bós oubis i nun l oubírun.»
LUK.10.25	Anton, alhebantou-se un cierto doutor de la lei i, pa l atentar, dixo-le: «Mestre, que hei-de fazer para ardar la bida eiterna?» 
LUK.10.26	I el respundiu-le: «L que stá screbido na lei? L que ye que leis alhá?» 
LUK.10.27	El, respundendo-le, dixo: «Amarás al Senhor, tou Dius, cun todo l tou coraçon, cun toda la tue alma, cun todas las tues fuorças i cun todo l tou antendimiento i al tou próssimo cumo a ti mesmo.» 
LUK.10.28	Jasus dixo-le: «Respundiste bien; fai assi i bibirás.» 
LUK.10.29	Mas el, querendo justeficar-se a el mesmo, dixo-le a Jasus: «I quien ye l miu próssimo?» 
LUK.10.30	Jasus respundiu-le, dezindo: «Ũa beç, un home abaixaba de Jarusalen para Jericó, caiu nas manos de ls lhadrones que l deixórun sien nada i, apuis de lo anchíren de porradas, fúrun-se ambora deixando-lo cumo muorto. 
LUK.10.31	Dou-se l causo que abaixaba pul mesmo camino un cierto saçardote, mas quando l biu, passou por loinge. 
LUK.10.32	De l mesmo modo, tamien un lhebita i al chegar a esse sítio, bendo-lo assi, passou por loinge. 
LUK.10.33	Mas un samaritano, que iba de camino, achegou-se a el i, al bé-lo, tubo ũa pena mui grande. 
LUK.10.34	Achegando-se, atou-le las fridas botando-le azeite i bino i, ponendo-lo anriba la sue béstia, lhebou-lo para ũa stalaige i tratou del. 
LUK.10.35	A soutordie, quando se fui ambora, agarrou an dues monedas i dou-se-las al stalajadeiro, dezindo-le: “Toma cunta del i todo l que gastares a mais, you te lo pagarei quando bolbir.” 
LUK.10.36	Diç-me alhá, qual destes trés te parece que fui l próssimo daquel que caiu nas manos de ls lhadrones?» 
LUK.10.37	El dixo-le: «L que tubo pena del.» Anton, Jasus dixo-le: «Bai i faç la mesma cousa.»
LUK.10.38	Ũa beç, íban eilhes de camino, antrou nun lhugar. Ũa mulhier, que le chamában Marta, recebiu-lo an sue casa. 
LUK.10.39	Eilha tenie ũa armana, que le chamában Marie. Esta, sentando-se als pies de Jasus, oubie la palabra del. 
LUK.10.40	Mas Marta andaba çtraída a fazer muita cousa i, achegando-se, dixo-le: «Senhor, nun se t’amporta que mie armana me deixe solica a fazer todo? Diç-le que me benga a ajudar.» 
LUK.10.41	Jasus, respundendo-le, dixo: «Marta, Marta, stás acupada i cansada cun muita cousa, 
LUK.10.42	mas solo ũa faç falta. Marie scolhiu la parte buona i naide se la ha de tirar.»
LUK.11.1	Ũa beç, staba el nun cierto sítio a rezar i, quando acabou, dixo-le un de ls sous deciplos: «Senhor, ansina-mos a rezar, cumo Juan tamien le ansinou a rezar als sous deciplos.»
LUK.11.2	El, anton, dixo-le:
LUK.11.2	«Quando rezardes, dezi:
LUK.11.2	Pai,
LUK.11.2	santeficado seia l buosso nome,
LUK.11.2	benga l buosso reino;
LUK.11.3	dai-mos, an cada die, l nuosso pan,
LUK.11.4	perdonai-mos ls nuossos pecados,
LUK.11.4	tal i qual cumo nós perdonamos
LUK.11.4	a quien mos debe,
LUK.11.4	i nun mos déixedes caier an tentaçon.»
LUK.11.5	Tamien le dixo: «Qual de bós que tubir un amigo i fur a saber del a meia nuite, dezindo-le: “Amigo, ampresta-me trés fogaças, 
LUK.11.6	puis un amigo miu stá an mie casa, benindo de camino, i nun tengo nada que le dar”;
LUK.11.7	Se el, respundendo-le d’andrento, dezir: “Nun m’anquemodes, yá cerrei la puorta i ls mius filhos stan cumigo na cama, nun puodo alhebantar-me pa te las dar.”
LUK.11.8	Digo-bos-lo you que el poderá nun se alhebantar por ser amigo, mas alhebantará-se por bias de ser anquemodado i dará-le todo l que tubir percison.»
LUK.11.9	«I digo-bos you a bós: Pedi i daran-bos, buscai i achareis, batei i abriran-bos; 
LUK.11.10	Porque, quien pide, recibe; quien busca, acha; i a quien bate, abriran-le. 
LUK.11.11	Qual ye l pai, dantre bós, que, se l filho le pedir pan, le dará ũa piedra? Ou, se le pedir un peixe, le dará ũa queluobra an beç de peixe? 
LUK.11.12	Ou, se le pedir un uobo, le dará un alicran? 
LUK.11.13	Antoce, se até bós, que sodes malos, sabeis dar cousas buonas als buossos filhos, a quantas mais l Pai de l cielo dará l Sprito Santo a quien se lo pedir?»
LUK.11.14	Staba el a spulsar un demonho, que era tato. I dou-se l causo que, apuis de salir l demonho, l tato falou. I to la giente quedou pasmada. 
LUK.11.15	Mas alguns deilhes dezien: «El bota pa la rue ls demonhos por Belzebú, príncepe de ls demonhos.» 
LUK.11.16	Outros, atentando-lo, pedien-le un sinal de l cielo. 
LUK.11.17	Mas, cumo coincie ls pensamientos deilhes, dixo-le: «Todo l reino debedido contra el mesmo será çtruído; i la casa debedida contra eilha mesma sbarrulhará-se. 
LUK.11.18	Se tamien Satanás stá debedido contra el mesmo, cumo se poderá aguantar l sou reino? Yá que dezis que you boto pa la rue ls demonhos por Belzebú. 
LUK.11.19	Se you boto pa la rue ls demonhos por Belzebú, por quien ls bótan pa la rue ls buossos filhos? Por essa rezon, eilhes seran ls buossos juízes. 
LUK.11.20	Mas, se you boto pa la rue ls demonhos pul dedo de Dius, anton ye cierto que l reino de Dius chegou até bós. 
LUK.11.21	Quando un home baliente i armado guarda la sue casa, stá seguro todo l que el ten; 
LUK.11.22	Mas se benir outro mais baliente do que el, bince-lo, tira-le todas las armas an que cunfiaba i reparte ls sous çpoijos. 
LUK.11.23	Quien nun stá cumigo ye contra mi i quien cumigo nun ajunta, sparba.»
LUK.11.24	«Apuis de haber salido dun home, l sprito malo anda por sítios sien auga a saber de çcanso i se nun lo achar, diç: “Bou-me a tornar pa la casa d’adonde sali.” 
LUK.11.25	I, quando chega alhá, acha-la barrida i anfeitada. 
LUK.11.26	Anton, bai i lhieba cun el outros siete spritos, mais malos do que el i, antrando, móran eilhi; i l redadeiro stado desse home ye pior do que l purmeiro.»
LUK.11.27	Anquanto el staba a dezir estas cousas, ũa mulhier alhebantou la boç de l meio de l juntouro de pessonas i dixo-le: «Bienabienturado l bientre que te trouxo i las tetas adonde mameste.» 
LUK.11.28	Mas el dixo-le: «Mais bienabienturados son ls que óuben la palabra de Dius i la guárdan.»
LUK.11.29	Cumo muita giente s’ajuntou, ampeçou-le a dezir: «Mala ye esta giraçon; eilha pide un sinal, mas nun le será dado outro sinal que l de l porfeta Jonas; 
LUK.11.30	Puis, tal i qual cumo Jonas fui un sinal pa ls ninibitas, assi tamien l Filho de l Home l será para esta giraçon. 
LUK.11.31	La reina de l sul alhebantará-se, ne l juízo, culs homes desta giraçon i cundanará-los; puis, até de la fin de l mundo, bieno a oubir l saber de Salomon; i mirai que eiqui stá quien ye mais grande do que Salomon. 
LUK.11.32	Ls homes de Nínibe alhebantaran-se, ne l juízo, cun esta giraçon i cundanaran-la; puis cumbertírun-se culs sermones de Jonas; i mirai que eiqui stá quien ye mais grande do que Jonas.»
LUK.11.33	«Nun hai naide que acenda ũa candela i la ponga scundida, nien ambaixo de l alqueire, mas ne l belador para que quien entra beia la lhuç. 
LUK.11.34	La candela de l cuorpo ye l uolho. Se l tou uolho fur buono, tamien todo l tou cuorpo quedará alhumbrado; mas se fur malo, tamien l tou cuorpo stará a las scuras. 
LUK.11.35	Mira bien pa que la lhuç que hai an ti nun seia eilha scuridon. 
LUK.11.36	Se l tou cuorpo ye relhamposo, nun tenendo selombra an parte niũa, todo quedará alhumbrado, cumo quando la candela t’alhumbra cula sue lhuç.»
LUK.11.37	Quando el inda staba a falar, un fariseu pediu-le que fura a cenar cun el. Antrou i sentou-se a la mesa. 
LUK.11.38	Mas l fariseu quedou mui admirado al ber que nun se habie lhabado antes de cenar. 
LUK.11.39	L Senhor dixo-le: «Agora bós, ls fariseus, lhimpais la parte de fuora de l copo i de l prato; mas por andrento stais chenos de bícios i de maldade. 
LUK.11.40	Boubicos! Quien fizo la parte de fuora nun fizo tamien la parte d’andrento? 
LUK.11.41	Dai, mas ye, smola de l que tubirdes i todo bos quedará lhimpo. 
LUK.11.42	Mas, cuitadicos de bós, á fariseus, que dais cuonta de l’hourtelana, de la ruda i de toda la berdura i çpreziais l juízo i l amor de Dius. Era perciso fazer estas cousas sien deixar las outras. 
LUK.11.43	Cuitadicos de bós, á fariseus, que gustais de ls sentalhos de la delantreira nas sinagogas i de las mesuras nas praças. 
LUK.11.44	Cuitadicos de bós, á fariseus, falsos, que sodes cumo las sepulturas que nun se béien i las pessonas que ándan anriba deilhas nun l sáben.»
LUK.11.45	Respundendo-le un de ls doutores de la lei, dixo-le: «Mestre, quando dizes essas cousas, tamien mos fazes afronta a nós.» 
LUK.11.46	El dixo-le: «Cuitadicos de bós, tamien, á doutores de la lei, que cargais ls homes cun cargas mui custosas de lhebar i bós nien sequiera cun un de ls buossos dedos topestes nessas cargas. 
LUK.11.47	Cuitadicos de bós, que custruís las sepulturas de ls porfetas i ls buossos pais matórun-los. 
LUK.11.48	Bien amostrais, por essa rezon, que cunsentis nas obras de buossos pais: porque eilhes matórun-los i bós fazeis-le las sepulturas. 
LUK.11.49	Pula mesma rezon, tamien diç la sabedorie de Dius: Mandarei-le porfetas i apóstelos i eilhes mataran a uns i a outros andaran contra eilhes. 
LUK.11.50	Para que desta giraçon seia pedido l sangre de todos ls porfetas que fui arramado zde l ampeço de l mundo, 
LUK.11.51	zde l sangre de Abel até al sangre de Zacarias, que l matórun antre l altar i l templo; assi, digo-bos you, le será pedido a esta giraçon. 
LUK.11.52	Cuitadicos de bós, á doutores de la lei, que saquestes la chabe de la ciéncia: nien bós antrestes nien deixestes ls outros antrar.»
LUK.11.53	Al dezir-le estas cousas, ls scribas i ls fariseus ampeçórun a apertar cun el fortemente i a fazé-lo falar de muita cousa, 
LUK.11.54	ponendo-le sacadielhas falsas, a ber se agarrában algo de la sue boca para lo acusáren.
LUK.12.1	Cumo, nesse antretiempo, s’ajuntou tanta giente que até se pisában uns als outros, el ampeçou-le a dezir als sous deciplos: «Tenei muito cuidado cul furmiento de ls fariseus, que ye la falsidade. 
LUK.12.2	Nun hai nada ancubierto que nun benga a ser çcubierto; nien scundido, que nun benga a ser sabido. 
LUK.12.3	Porque todo l que dezirdes a las scuras, será oubido a las claras; i l que falardes al oubido, ne l quarto, será apregonado anriba ls telhados.»
LUK.12.4	«Digo-bos, mius amigos: Nun téngades miedo daqueilhes que mátan l cuorpo i, apuis, nun son capazes de fazer mais nada. 
LUK.12.5	Mas you amostro-bos a quien le debeis de tener miedo: Tenei miedo daquel que, apuis de matar, ten poder para botar ne l einfierno; si, digo-bos you, a esse tenei-le miedo.
LUK.12.6	Nun se bénden dous paixaricos por dous céntimos? I nanhun deilhes stá squecido delantre de Dius. 
LUK.12.7	Até ls pelos de la buossa cabeça stan todos cuntados. Anton, nun téngades miedo: bós baleis mais do que muito paixarico.
LUK.12.8	Digo-bos tamien: Quien falar de mi tamien l Filho de l Home falará del delantre de ls anjos de Dius. 
LUK.12.9	Mas quien me negar delantre de ls homes, será negado delantre de ls anjos de Dius. 
LUK.12.10	A todo l que dezir ũa palabra contra l Filho de l Home, será-le perdonada, mas al que falar mal contra l Sprito Santo, esse pecado nun le será perdonado. 
LUK.12.11	Quando bos lhebáren a las sinagogas, als juízes i als que ténen poder, nun stéiades cun cuidado an cumo heis de le respunder, nien de l que le heis de dezir. 
LUK.12.12	Porque, nessa mesma hora, l Sprito Santo ansinará-bos a falar l que bos cumben.»
LUK.12.13	Dixo-le, anton, un que staba ne l meio de l juntouro de pessonas: «Mestre, diç-le a miu armano que debida cumigo l’ardança.» 
LUK.12.14	Mas el dixo-le: «Home, quien me puso a mi de juiç ou de eigualador antre bós?» 
LUK.12.15	Tamien le dixo: «Tenei cuidado i guardai-bos de l’abareza, porque la bida dũa pessona nun bal pul muito que ten.»
LUK.12.16	Aperpuso-le ũa parábola, dezindo-le: «La cortina dun home rico habie dado muita cousa. 
LUK.12.17	El pensaba alhá cun el, dezindo: “Quei bou a fazer? Nun tengo tulha adonde meter tanta colheita. 
LUK.12.18	Anton, dixo: Yá sei, bou a sbarrulhar las mies tulhas i a fazer outras inda mais grandes, para arrecolher alhá todas las mies colheitas i ls mius bienes; 
LUK.12.19	i dezirei-le a la mie alma: Alma, tenes na tulha muitos bienes, para muitos anhos: Çcansa, come, bebe i adbirte-te.” 
LUK.12.20	Mas Dius dixo-le: “Boubico! Esta nuite ban-te a pedir la tue alma; i l que tenes purparado para quien bai a quedar?”
LUK.12.21	Assi ye aquel que ajunta muita riqueza para el i nun ye rico para Dius.»
LUK.12.22	Dixo-le, anton, als sous deciplos: «Por essa rezon bos digo: Nun stéiades acupados cula buossa bida, subre l que heis de quemer; nien cul cuorpo, subre l que heis de bestir. 
LUK.12.23	La bida ye mais do que l quemido i l cuorpo ye mais do que l bestido. 
LUK.12.24	Mirai bien pa ls cuorbos, que nien sémbran, nien ségan, nien ténen lhazena nien tulha i Dius dá-le de quemer; quanto mais bós baleis do que ls páixaros. 
LUK.12.25	Qual ye l que, inda que querga, le puode acrecentar un furco a la sue altura? 
LUK.12.26	Anton, se nien teneis poder culas mais pequeinhas cousas, para que asperais pulas outras? 
LUK.12.27	Mirai pa las spadanhas, cumo eilhas crécen; nun trabában nien fílan; i digo-bos-lo you que nien Salomon, an toda la sue glória, se bestiu cumo eilhas. 
LUK.12.28	Se Dius biste assi la yerba, que hoije stá pul campo i manhana ye botada al forno, a quantas mais a bós, homes de pouca fé? 
LUK.12.29	Anton, nun pregúntedes l que heis de quemer ou l que heis de bestir i nun ándedes acupados. 
LUK.12.30	Porque las pessonas de l mundo búscan essas cousas todas, mas l buosso Pai sabe que teneis percison deilhas. 
LUK.12.31	Buscai purmeiro l reino de Dius i todas estas cousas bos seran aquercentadas.»
LUK.12.32	«Nun tengas miedo, pequeinho tagalho, porque al buosso Pai le dou la gana de bos dar l reino. 
LUK.12.33	Bendei l que teneis i dai-lo an smolas. Fazei para bós fardelas que nun quéden bielhas, un tesouro ne l cielo que nunca s’acabe, adonde l lhadron nun le chega i la traça nun l ruobe. 
LUK.12.34	Porque, adonde stubir l buosso tesouro, ende stará l buosso coraçon.»
LUK.12.35	«Tenei ls buossos quadriles bien acintados i las buossas candelas acesas. 
LUK.12.36	Acumparai-bos als homes que aspéran l sou amo, quando tubir que tornar de las bodas, para que, quando bolbir i mal apenas batir, lhougo le puodan abrir la puorta. 
LUK.12.37	Felizes aqueilhes criados que l amo, quando benir, ls achar bien spiertos! Digo-bos you que se ponerá al modo, sentará-los a la mesa i ponerá-se a serbi-los. 
LUK.12.38	I se el benir a meia nuite ou se benir de madrugada i los achar assi, felizes son esses criados. 
LUK.12.39	Lhembrai-bos bien dũa cousa: Se l pai de família soubira la hora a que benirie l lhadron, quedarie spierto i nun deixarie roubar la sue casa. 
LUK.12.40	Bós stai tamien purparados, porque l Filho de l Home benirá a la hora an que nien manginais.»
LUK.12.41	Dixo-le, anton, Pedro: «Senhor, essa parábola que dezistes ye para nós ou ye para todos?» 
LUK.12.42	L Senhor dixo-le: «Qual ye l quinteiro fiél i atencioso, que l amo deixou a tomar cunta de ls outros criados, pa le dar la racion a horas? 
LUK.12.43	Feliç daquel criado que l amo, quando benir, l achar a fazer assi. 
LUK.12.44	Quedai a saber que l ponerá a gobernar todos ls sous bienes. 
LUK.12.45	Mas se aquel criado dezir alhá para cun el: “L miu amo tarda a benir”, i le ampeçar a dar porradas als criados i criadas, a quemer, a buer i a amborrachá-se, 
LUK.12.46	benirá l amo desse criado nun die an que el nun aspera i nũa hora an que el nun sabe i ponerá-lo d’aparte cumo faç als anfiéles. 
LUK.12.47	I l criado que, sabendo l querer de l sou amo, nun se purparou nien fizo cunsante l sou querer, será castigado cun muita barada; 
LUK.12.48	mas l que nun lo soubo, mas fizo por merecer ũas porradas, será castigado cun menos baradas. A quien muito le fui dado, muito le será pedido i al que muito le fui cunfiado, muito mais le será pedido.»
LUK.12.49	«You bin a botar-le fuogo a la tierra i quien me dira que yá stubisse aceso. 
LUK.12.50	Mas tengo de ser batizado cun un batismo i stou agoniado até que todo se deia. 
LUK.12.51	Bós cuidais que bin a traier la paç a la tierra? Nó, digo-bos you, mas la debison. 
LUK.12.52	Porque, deiqui palantre, staran cinco debedidos nũa casa: trés contra dous i dous contra trés. 
LUK.12.53	L pai stará debedido contra l filho i l filho contra l pai; la mai contra la filha i la filha contra la mai; la suogra contra la nuora i la nuora contra la suogra.»
LUK.12.54	Dezie-le tamien a las pessonas: «Quando bedes la nubre que ben de l oucidente, lhougo dezis: “Alhá ben auga”, i assi se passa. 
LUK.12.55	I quando assopra l aire de l sul, dezis: “Bai a benir calor”, i assi se passa. 
LUK.12.56	Falsos, sabeis çtinguir l calantriç de la tierra i de l cielo i nun sabeis çtinguir este tiempo? 
