MAT.1.1	Awa ndiwo makholo a dzindza ya Yezu Kirixtu, Mwana wa Dhavidhi, Mwana wa Abharaamu.
JHN.19.27	Buluka penepo alonga kuna nyakupfundza kuti: “Mai wako uxu.” Kutomera n'dzidzi unowu mpaka kutsogolo, nyakupfundza ule akwata mai wace Yezu mbakhala na iye pa nyumba pace.
JHN.19.28	Buluka penepo, Yezu na kudziwa kuti pyonsene pyamala kale, toera kusimbisa pidalembwa m'Bukhu ya Mulungu, alonga tenepa: “Ndina nyota.” 
JHN.19.29	Penepo pakhali na combo cakudzala na vinagiri.
JHN.19.30	Iye aimwa pang'ono mbalonga kuti: “Pyonsene pyamala!” Na tenepo, akotamisa nsolo wace, mbafa.
JHN.19.31	Na tenepo, madjuda na kuona kuti ikhali ntsiku ya kusasanyira phwandu ya Paxkwa, pontho toera manungo aleke kukhala pa ntanda ntsiku ya Sabudu, thangwi Sabudu eneyi ikhali Sabudu ikulu, aphemba Piratu kuti anthu aswiwe magogodo a myendo yawo,
JHN.19.32	Na tenepo, anyankhondo abwera mbakhumula myendo ya mamuna wakutoma adakhomerwa pa ntanda pabodzi na Yezu, buluka penepo mbaenda kakhumula myendo ya mamuna unango. 
JHN.19.33	Mudafika iwo pana Yezu, na kumuona kuti akhadafa kale, acimwana kuswa magogodo a myendo yace. 
JHN.19.34	Mbwenye m'bodzi wa anyankhondo akwata dipa mbam'phola pa khundu. Pa n'dzidzi ubodzi ene, penepo pabuluka ciropa na madzi. 
JHN.19.35	Ule adapyona ndiye adalonga umboni wa penepi. Umboni wace ndi wa ndimo mwene. Iye asadziwa kuti asalonga pya ndimo mwene, toera imwe mutawirembo. 
JHN.19.36	Pinthu penepi pyacitika toera pisimbiswe pidalembwa m'Bukhu ya Mulungu kuti: “Nkhabe gogodo yace ibodzi inafuna swiwa.” 
JHN.19.37	Pontho, pa mbuto inango Bukhu ya Mulungu yalonga kuti: “Anati amuone ule adalasa iwo na dipa.”
JHN.19.38	Pakumala penepyo, abwera Zuze wa ku nzinda wa Arimateya, kudza kaphemba manungo a Yezu kuna Piratu. Zuze akhali nyakupfundza wa Yezu, n'cibiso-biso, thangwi akhagopa madjuda. Penepo, Piratu antawirisa, Zuze mbakwata manungo a Yezu mbaenda na iwo. 
JHN.19.39	Nikodhemu, ule akhadaenda na masiku kalonga na Yezu, aenda pabodzi na Zuze, mbakwata makilu makumatatu na manai
JHN.19.40	Na tenepo, amuna awa awiri akwata manungo a Yezu mbaapyangirira na mithambo yakucena, mbaadzodza na mafuta akununkhira, ninga nsambo wawo madjuda pakuikha kwawo munthu wa kufa. 
JHN.19.41	Pa mbuto pakhadakhomerwa Yezu pa ntanda, pakhali na dimba ibodzi ya maluwa. Pontho mwenemu mukhali na nthumbi ibodzi ipsa ya kuti cipo ikhadadzati ikhwa munthu. 
JHN.19.42	Yezu aikhiwa mwenemu, thangwi nthumbi ikakhala dhuzi, pontho ntsiku eneyo ikhali ntsiku ya kusasanyira madjuda phwandu ya Paxkwa.
JHN.20.1	M'bambakuca mwa ntsiku ya Dimingu, na macibese ene kunja mbakudaswipa, Mariya Madhalena aenda ku nthumbi mbaona kuti mwala ukhadaikhwa pa nsuwo wabuluswa. 
JHN.20.2	Na tenepo, Mariya Madhalena athamanga mbaenda kagumana na Simau Pedhru na nyakupfundza unango, ule akhafuniwa maka na Yezu, mbaapanga kuti: “Mbuya abuluswa n'nthumbi, ife nkhabe dziwako kudamuikha iwo.”
JHN.20.3	Pedhru na nyakupfundza unango, abuluka mbaenda ku nthumbi. 
JHN.20.4	Anyakupfundza awa awiri akhathamanga pabodzi, mbwenye unango athamanga pikulu kupita Pedhru, mbatoma kufika ndiye pa nthumbi. 
JHN.20.5	Iye akotama mbalang'anisa n'kati mbaona mithambo yakucena iri mwenemu, mbwenye hadapitamo tayu. 
JHN.20.6	Buluka penepo, Simau Pedhru akhabwera n'nduli mwace, afika mbapita n'nthumbi, mbaona mithambo yakucena 
JHN.20.7	na nguwo ing'ono ikhadagudumira nsolo wa Yezu. Iyo ikhadamala funyiwa mbiyikhwa pa khundu pa mithambo yakucena. 
JHN.20.8	Buluka penepo, nyakupfundza unango, ule akhadafika pakutoma mbalimira kunja, apitambo. Iye aona, mbatawira. 
JHN.20.9	(
JHN.20.10	Na tenepo, anyakupfundza abwerera mbaenda kunyumba. 
JHN.20.11	Mbwenye Mariya asala dhuzi na pa nsuwo wa nthumbi mbakhalira. Mukhalira iye, akotama mbalang'ana mu nthumbi, 
JHN.20.12	mbaona anju awiri akhadabvala nguwo zakucena, mbali nawa pale pakhakhala manungo a Yezu. M'bodzi akhali ku misolo, unango ku myendo.
JHN.20.13	Maanju am'bvundza kuti: “Nkaziwe, usaliranji?” Iye atawira tenepa: “Anthu akwata Mbuya wanga, kudamuikha iwo ine nkhabe dziwako.” 
JHN.20.14	Pakumala kulonga penepyo Mariya azungunuka mbaona Yezu akhadalimira penepo. Mbwenye Mariya acimwana kun'dzindikira.
JHN.20.15	Yezu am'bvundza kuti: “Nkaziwe, usaliranji? Mbani anasaka iwe?”
JHN.20.15	Mariya na kunyerezera kuti ndi nyabasa wa n'dimba ya maluwa, ampanga tenepa: “Ngakhala ndimwe adankwata, ndipangeni kudamuikha imwe, ine ndinenda kankwata.”
JHN.20.16	Yezu ampanga kuti: “Mariya!”
JHN.20.16	Na tenepo, Mariya azungunuka kuna Iye, mbakhuwa na malongero a madjuda kuti: “Rabhoni!” (Ndiko kubveka, “Mpfundzisi.”)
JHN.20.17	Yezu alonga kuti: “Leka kundiphata, thangwi ndidzati kukwira kuna Baba wanga. Mbwenye ndoko kuna abale anga ukhaapange kuti Ine ndiri kukwira kwenda kuna Baba wanga, ndiyembo Baba wanu. Kuna Mulungu wanga, ndiyembo Mulungu wanu.”
JHN.20.18	Mariya Madhalena aenda kaapanga anyakupfundza a Yezu kuti: “Ine ndamuona Mbuya!” Mbalonga pikhadampanga Yezu.
JHN.20.19	Na maulo a ntsiku ya Dimingu, anyakupfundza a Yezu akhadagumanyikana pabodzi pene n'nyumba, misuwo mbidamala kufungwa na thangwi ya kugopa madjuda. Yezu apita, akhala pakati pawo mbalonga kuti: “Ntendere mbukhale na imwe!” 
JHN.20.20	Pakumala kulonga penepyo, aapangisa manja ace na pa khundu pace. Na tenepo, anyakupfundza ace na kuona Mbuya, akomerwa pikulu kakamwe.
JHN.20.21	Yezu aapanga pontho kuti: “Ntendere mbukhale na imwe! Ninga Baba andituma, Ine ndinakutumanimbo.” 
JHN.20.22	Pidamala Iye kulonga penepi, aapupusira mbalonga kuti: “Tambirani Nzimu Wakucena. 
JHN.20.23	Mungalekerera anthu kudawa kwawo, iwo analekererwambo madawi awo, mungakhonda kualekerera, iwo nkhabe kulekererwambo.”
JHN.20.24	Apo pidabwera Yezu, Tomasi akhacemerwa Dhidhimu, m'bodzi wa anyakupfundza khumi na awiri a Yezu, akhali pabodzi na iwo tayu. 
JHN.20.25	Anyakupfundza andzace ampanga kuti: “Ife tamuona Mbuya!” Mbwenye iye atawira tenepa: “Ndingakhonda kuona mule mudapholwa iye na maperego m'manja mwace mbindipitisa cala canga, mbindikhonda kuikha djanja yanga pa khundu pace, ine cipo ndinadza katawira.”
JHN.20.26	Pakumala sumana ibodzi,
JHN.20.27	Na tenepo, Yezu alonga kuna Tomasi kuti: “Pitisa cala cako apa. Lang'ana manja anga. Futhula djanja yako uipitise pa khundu panga. Siya kupenula, mbwenye tawira.”
JHN.20.28	Tomasi atawira tenepa: “Mbuya wanga na Mulungu wanga!”
JHN.20.29	Penepo Yezu ampanga kuti: “Watawira thangwi pidandiona iwe? Mbatsandzaye ale anatawira mbakhonda kundiona.”
JHN.20.30	Yezu acita pidzindikiro pinango pizinji pya pirengo pamaso pa anyakupfundza ace, pidakhonda kulembwa mu bukhu iyi. 
JHN.20.31	Mbwenye ipi pyalembwa toera imwe mutawire kuti Yezu ndi Kirixtu Mwana wa Mulungu, pontho mungatawira mukhale na upulumuki mu dzina yace.
JHN.21.1	Pakumala penepyo, Yezu abulukira pontho kuna anyakupfundza ace pa gombe ya bara ya Tibheriyadhi.
JHN.21.2	Onsene akhali pabodzi pene. Simau Pedhru, na Tomasi akhacemerwa Dhidhimu, Natanyeli wa ku nzinda wa Khanani ya ku Galileya, na ana a Zebhedheu, na anyakupfundza ace anango awiri. 
JHN.21.3	Penepo, Simau Pedhru aapanga tenepa: “Ndiri kwenda kamedza.” Iwo alonga kuti: “Ife tinendambo na iwe.” Na tenepo, iwo aenda mbapakira m'bote, mbwenye masiku enewa hadaphata cinthu tayu.
JHN.21.4	Mukhaca kunja, Yezu afika pa gombe, mbwenye anyakupfundza ace acimwana kun'dzindikira.
JHN.21.5	Yezu aabvundza kuti: “Ananga, mwaphata nyama?”
JHN.21.5	Iwo antawira kuti: “Nkhabe.”
JHN.21.6	Na tenepo, Yezu aapanga kuti: “Gwisirani kokota ku khundu ya madyo ya bote, munaphata nyama.” Penepo iwo agwesera kokota, mbacimwana kuikwewa na thangwi ya kudzala kwa nyama.
JHN.21.7	Nyakupfundza ule akhafuniwa na Yezu, apanga Pedhru kuti: “Ndi Mbuya!” Simau Pedhru, pidabva iye penepi, abvala nguwo yace ya kunja, thangwi akhadaidula, mbagwera m'madzi. 
JHN.21.8	Anyakupfundza anango abwera na bote mbakwewa kokota ikhadadzala na nyama, thangwi ukhadasala nsindzo wa meturu makumapfemba, na kufuna kufika n'gombe. 
JHN.21.9	Mudabuluka iwo m'bote, penepo aona moto wa makala na nyama ibodzi ya m'madzi padzulu pace, na nkate.
JHN.21.10	Yezu aapanga kuti: “Bweresani nyama zinango za m'madzi zidapha imwe.”
JHN.21.11	Simau Pedhru akwira m'bote, mbakwewa kokota kuntunda. Kokota ikhadadzala na nyama zikulu za m'madzi zakukwana dzana na makumaxanu na zitatu, mbwenye na nyama zonsene izi, kokota hidapanduka tayu. 
JHN.21.12	Penepo, Yezu aapanga kuti: “Bwerani mudye.” Nkhabe m'bodzi wa anyakupfundza ace akhali na cipapu ca kum'bvundza kuti: “Ndiwe ani?” Thangwi iwo akhan'dziwa kuti ndi Mbuya. 
JHN.21.13	Yezu aafendedzera, akwata nkate mbaapasa, mbacitambo pibodzi-bodzi na nyama ya m'madzi. 
JHN.21.14	Kutomera pakulamuka kwa Yezu pa kufa, kupangizika uku kudacita Iye kuna anyakupfundza ace, kukhali kwacitatu.
JHN.21.15	Mudamala iwo kudya, Yezu abvundza Simau Pedhru kuti: “Simau, mwana wa Juwau.
JHN.21.15	Iye alonga kuti: “Ande Mbuya, Imwe musadziwa kuti ndisakufunani.”
JHN.21.15	Yezu ampanga tenepa: “Dyesa ana mabira anga.”
JHN.21.16	Yezu alonga pontho kaciwiri kuti: “Simau, mwana wa Juwau, iwe usandifuna?”
JHN.21.16	Iye antawira kuti: “Ande Mbuya, Imwe musapidziwa kuti ine ndisakufunani.”
JHN.21.16	Yezu ampanga kuti: “Kumbiza mabira anga.”
JHN.21.17	Yezu am'bvundzisa pontho kacitatu mbalonga kuti: “Simau, mwana wa Juwau, iwe usandifuna?”
JHN.21.17	Penepo, Pedhru atsukwala thangwi Yezu am'bvundza kacitatu kuti: “Iwe usandifuna?” Iye ampanga tenepa: “Mbuya, Imwe musadziwa pinthu pyonsene, pontho musadziwa kuti ndisakufunani.”
JHN.21.17	Yezu ampanga kuti: “Dyesa mabira anga. 
JHN.21.18	Ndimo mwene, ndimo mwene ndinakupanga kuti: Pikhakhala iwe m'phale, ukhabvala wekha mbuyenda kukhafuna iwe. Mbwenye ungadza kakalamba, unathukula mikono yako mbubvazikwa na munthu unango, pontho mbakukwata mbaenda nawe kule kuna khonda iwe funa.” 
JHN.21.19	Penepi Yezu apilonga toera kupangisa mafero akhafuna cita Pedhru, akhafuna pasa na iye mbiri Mulungu. Buluka penepo, Yezu ampanga kuti: “Nditowere!”
JHN.21.20	Pedhru azungunuka mbaona kuti akhatowererwa na ule nyakupfundza akhafuniwa maka na Yezu. Nyakupfundza unowu ndi ule akhali n'khundu mwa Yezu pa n'dzidzi ukhadya iwo, mbakhabvundzisa kuti: “Mbuya, mbani anafuna kukusandukirani?” 
JHN.21.21	Pedhru pidaona iye nyakupfundza ule, abvundza Yezu kuti: “Mbuya, ndi ninji pinafuna citika kuna uyu?”
JHN.21.22	Yezu antawira tenepa: “Ine ndinganfuna kuti iye akhale m'maso kufikira Ine ndabwera, iwe unapyonji? Iwe nditowere!” 
JHN.21.23	Na tenepo, zikhadabveka mphangwa pakati pa abale, zakulonga kuti nyakupfundza unoule hanafabve tayu. Mbwenye Yezu hadampanga kuti hanafabve tayu. Pidalonga Iye ndi ipi basi: “Ine ndingafuna kuti iye akhale m'maso kufikira Ine ndabwera, unapyonji?”
JHN.21.24	Nyakupfundza uyu ndiye anacita umboni wa pinthu ipi, mbapilemba, pontho ife tisadziwa kuti umboni wace ngwamaso.
JHN.21.25	Yezu acitambo pontho pinthu pinango pizinji. Pyonsene mbapidalembwa cibodzi na cibodzi, ndisanyerezera kuti mabukhu akhafuna kulembwa, mbadakwanapo pa dziko yonsene tayu.
ACT.1.1	Tiyofilu, mu bukhu yanga yakutoma, ndalemba pyonsene pidatoma kucita Yezu na pidapfundzisa Iye, 
ACT.1.2	mpaka ntsiku idakwatwa Iye kwenda kudzulu, pakumala kupfundzisa na mphambvu za Nzimu Wakucena apoxtolo
ACT.1.3	Pakumala kuona nyatwa, Yezu abulukira kuna apoxtolo ace, mbaapasa pidzindikiro pizinji pinakhonda kupokanyika kuti Iye ali m'maso. Abulukira kuna iwo pa ntsiku makumanai, mbakhalonga kuna iwo na thangwi ya Umambo wa Mulungu. 
ACT.1.4	Ntsiku ibodzi Yezu mukhadya Iye na apoxtolo ace, aapasa ntemo uxu: “Lekani buluka mu Djerusalema, mbwenye dikhirani pidakupikirirani Baba wanga, pire pidakupangani Ine. 
ACT.1.5	Thangwi Juwau atambirisa batixmu na madzi, mbwenye mbazidzati kumala ntsiku zizinji, imwe munadza katambiriswa batixmu na Nzimu Wakucena.”
ACT.1.6	Na tenepo, ale akhadagumanyikana am'bvundza kuti: “Mbuya, ndi cincino munafuna imwe bwezera umambo kuna mbumba ya Izarayeli?”
ACT.1.7	Yezu aatawira tenepa: “Pya kudziwa midzidzi peno ntsiku zidapaka Baba na mphambvu zace za utongi, penepi si pyanu tayu. 
ACT.1.8	Mbwenye imwe munadza katambira mphambvu za Nzimu Wakucena, ungadza kachita kuna imwe, mbamudza kakhala amboni anga ku Djerusalema, ku Djudeya na ku Samariya, mpaka kunadhroma dziko.”
ACT.1.9	Yezu pidamala Iye kulonga penepi, akwatiwa kwenda kudzulu, iwo mbakhamulang'ana. Penepo khole ibodzi yan'gudumira, mbakhonda kuoneka.
ACT.1.10	Mukhalang'anisa iwo kudzulu Yezu mbakhakwira, na mwansanga abulukira amuna awiri akhadabvala nguwo zakucena, 
ACT.1.11	mbaapanga tenepa: “Imwe amuna a ku Galileya, thangwi yanji musalang'anisa kudzulu? Yezu unowu adakwatiwa pakati panu kwenda kudzulu, anati abwere pontho sawa-sawa ninga mudamuonera imwe mbakhakwira.”
ACT.1.12	Na tenepo iwo abwerera kwenda ku Djerusalema, bulukira ku phiri inacemerwa Mulivera, iri dhuzi na nzinda,
ACT.1.13	Mudafika iwo kweneko, akwira n'nyumba ya n'dzulu ikhafikira iwo. Akhali na anthu penepo Pedhru, Juwau, Tiyago, Andereya, Filipi, Tomasi, Bhatolomeu, Mateu, Tiyago mwana wa Alufeu, Simau nyakukakamira mwambo wa Mulungu,
ACT.1.14	Onsene awa kazinji kene akhagumanyikana pabodzi pene pa kuphembera, na abale ace Yezu na Mariya mai wace Yezu, na akazi anango.
ACT.1.15	Pa ntsiku zenezo, Pedhru alimira pakati pa abale a nsoka wakukwana dzana na makumawiri wa anthu, 
ACT.1.16	mbaapanga tenepa: “Abale anga, pikhatongwa kuti pisimbiswe pire pidalonga Nzimu Wakucena m'Bukhu ya Mulungu, pa mulomo wa mambo Dhavidhi na thangwi ya Djuda, ule adatsogolera ale anthu adamanga Yezu. 
ACT.1.17	Iye akhadalengeswa ninga m'bodzi wathu, pontho akhacitambo basa yathu.”
ACT.1.18	(Djuda agula munda na kobiri ikhadatambira iye na kudawa kwace. Ndi mwenemu mudagwa iye, manungo ace mbasweka nakati-na-kati, utumbo wace onsene mbumwazika. 
ACT.1.19	Anthu onsene a ku Djerusalema apidziwa penepi. Na thangwi eneyo munda unowu aupasa dzina ya Akelidama na malongero awo. Kweneko ndi kubveka munda wa ciropa.)
ACT.1.20	“ ‘Mbuto yace mbikhale dembe,
ACT.1.20	mbasoweka na m'bodzi ene
ACT.1.20	anafuna kuikhala.’
ACT.1.20	Panango palembwa tenepa:
ACT.1.20	“ ‘Basa yace ya utsogoleri mbapite munthu unango.’
ACT.1.21	Na tenepo, tisatongwa tisankhule mamuna m'bodzi, akhakhala na ife pa midzidzi yonsene ikhakhala Mbuya Yezu na ife, 
ACT.1.22	kutomera pa n'dzidzi ukhatambirisa Juwau batixmu, mpaka ntsiku idakwatwa Yezu pakati pathu mbaenda kudzulu, m'bodzi wawo akhale mboni pabodzi na ife wa kulamuka kwace pa kufa.”
ACT.1.23	Na tenepo, asankhulwa amuna awiri. Zuze, anacemerwa Bharisabha, akhadziwika na dzina ya Djuxtu, na Matiya. 
ACT.1.24	Buluka penepo, aphembera mbalonga tenepa: “Mbuya, Imwe ndimwe anadziwa mitima ya onsene. Cincino tipangizeni pa awiri awa, ndi ani adasankhula imwe. 
ACT.1.25	Toera akhale pa mbuto ya basa ya upoxtolo idasiya Djuda, mbaenda pyace ku mbuto idankwanira.” 
ACT.1.26	Na tenepo, iwo amenya ntsango, mbawina ndi Matiya. Penepo iye aikhwa pa nsoka wa apoxtolo khumi na m'bodzi.
ACT.2.1	Pidakwana iyo ntsiku ya phwandu ya Pentikoxti, onsene akhadagumanyikana pa mbuto ibodzi ene.
ACT.2.2	Na mwansanga, kudzulu kwatitimira ninga conzi ca mphepo ikulu, conzi ceneci mbacidzadza n'nyumba monsene mukhakhala iwo nawa-nawa. 
ACT.2.3	Penepo, onsene atoma kuona pinthu pyakulandana na malirimi a moto, adamwazika mbaphamira m'bodzi na m'bodzi. 
ACT.2.4	Onsene adzala na Nzimu Wakucena, mbatoma kulonga malongero a kusiyana-siyana, ninga mukhapaswa iwo na Nzimu Wakucena.
ACT.2.5	N'Djerusalema, akhalipo madjuda akugopa Mulungu, adabuluka m'madziko onsene a pantsi pano. 
ACT.2.6	Mudabveka iyo dungu ya mphepo, mwinji wa anthu wagumanyikana, onsene mbadzumatirwa napyo, thangwi m'bodzi na m'bodzi akhaabva akhalonga na malongero ace ene. 
ACT.2.7	Onsene atutumuka mbadzumatirwa napyo, mbakhalonga tenepa: “Kodi amuna awa onsene anabva ife mbalonga tenepa, si a ku Galileya tayu? 
ACT.2.8	Mphapo pyacitika tani kuti ife m'bodzi na m'bodzi tiabve na malongero athu adabalwa na ife? 
ACT.2.9	Pano tina anthu a ku madziko a Partiya, a ku Medhya, a ku Elami, a ku Mezopotamya, a ku Djudeya, a ku Kapadhosya, a ku Pontu, a ku Azya, 
ACT.2.10	a ku Firijya, a ku Panfilya, a ku Idjipitu, na a m'makhundu a Libhya dhuzi na Sirene, na anango adabuluka ku Roma. 
ACT.2.11	Anango ndi madjuda, anango ndi a madzindza anango adatawira kukhala madjuda. Anangombo abuluka ku Kereta, anango abuluka ku Arabhya. Ife tonsene tiri kuabva mbalonga pinthu pyakudzumisa pya Mulungu na malongero athu.” 
ACT.2.12	Onsene adzumatirwa napyo mbasowa pyakulonga, mbakhabvundzana okha-okha kuti: “Pisalonganji penepi?”
ACT.2.13	Mbwenye anango akhaasingirira mbalonga tenepa: “Amuna awa amala ledzera.”
ACT.2.14	Na tenepo, Pedhru alamuka pabodzi na andzace khumi na m'bodzi, mbalonga na mphambvu kuna mbumba yonsene kuti: “Imwe amuna a ku Djudeya, na monsene munakhala mu Djerusalema, bveserani mwadidi, funa ndikupangeni ici: 
ACT.2.15	Amuna awa hadaledzera tayu, ninga munaanyerezera imwe. N'dzidzi uno ndi macibese maka, ndi n'dzidzi wacipfemba wa macibese. 
ACT.2.16	Mbwenye ipi, ndi pire pidalongwa na mporofeta Djoweli kuti:
ACT.2.17	“ ‘
ACT.2.17	ndinapasa Nzimu wanga anthu onsene.
ACT.2.17	Ana anu amuna na akazi, analonga ciporofeta.
ACT.2.17	Aphale anaoneswa pinthu mu Nzimu,
ACT.2.17	mankhalamba analoteswa.
ACT.2.18	Ndinapasa Nzimu wanga kuli anyabasa anga
ACT.2.18	amuna na akazi.
ACT.2.18	Pa ntsiku zenezo,
ACT.2.18	iwo anati alonge ciporofeta.
ACT.2.19	Ndinapangisa pinthu pyakudzumisa
ACT.2.19	kudzulu,
ACT.2.19	na pidzindikiro pantsi pano.
ACT.2.19	Ciropa, moto
ACT.2.19	na makole a uchi.
ACT.2.20	Mbidzati kufika ntsiku ikulu
ACT.2.20	na ya mbiri ya Mbuya,
ACT.2.20	dzuwa inadza cidima,
ACT.2.20	mwezi unadza ciropa.
ACT.2.21	Na tenepo, onsene ale anacemera
ACT.2.21	dzina ya Mbuya,
ACT.2.21	anadza kapulumuswa!’ ”
ACT.2.22	Pedhru athimiza pontho na kulonga tenepa: “Imwe amuna a Izarayeli, bveserani: Yezu wa ku Nazareti apendwa na Mulungu patsogolo panu na pirengo, na pinthu pyakudzumisa, na pidzindikiro pidacita Mulungu na Iye, ninga imwe ene musapidziwa. 
ACT.2.23	Mulungu na kufuna kwace, pontho na kudziwa kwace pikhafuna kucitika kutsogolo, ampereka mamuna uyu m'manja mwanu. Imwe mwam'phesa mbamunkhomeresa pa ntanda na anthu a kuipa. 
ACT.2.24	Mbwenye Mulungu amulamusa pa kufa, mbampulumusa pa nyatwa ya kufa, thangwi pikhacimwanika kuti Yezu akundiwe na kufa. 
ACT.2.25	Na thangwi ya Yezu, Dhavidhi alonga kuti:
ACT.2.25	“ ‘Ine ndikhaona Mbuya ntsiku zonsene patsogolo panga.
ACT.2.25	Thangwi Iye ali
ACT.2.25	ku nkono wanga wa madyo,
ACT.2.25	ine nkhabe kudza kagopa cinthu.
ACT.2.26	Na thangwi eneyi ntima wanga
ACT.2.26	usatsandzaya,
ACT.2.26	mafala anga ndi mafala akukomerwa,
ACT.2.26	pontho manungo anga anaendambo kapuma
ACT.2.26	na kudikhira.
ACT.2.27	Thangwi Imwe Mbuya nkhabe kudza kandisiya ndekha
ACT.2.27	Pontho nkhabe kudza kasiya
ACT.2.27	kuti Nyakulungama wanu
ACT.2.27	abvunde.
ACT.2.28	njira za upulumuki,
ACT.2.28	pontho munadza kanditsandzaisa pikulu
ACT.2.28	pamaso panu.’ ”
ACT.2.29	Pedhru athimiza pontho na kulonga kuti: “Abale anga, ndisakupangani pakweca kuti mbuya wathu Dhavidhi afa mbaikhwa, na lero nthumbi yace iri pano na ife. 
ACT.2.30	Thangwi iye akhali mporofeta, pontho akhadziwa kuti Mulungu akhadampikirira na kudumbira kuti, m'bodzi wa dzindza yace anadza kakhala pa mpando wace wa umambo. 
ACT.2.31	Dhavidhi na kudziwa penepyo, akhadalonga kale na thangwi ya kulamuka pa kufa kwa Kirixtu.
ACT.2.32	Yezu unowu, Mulungu amulamusa pa kufa, ife tonsene ndife amboni a penepi. 
ACT.2.33	Na tenepo, Iye akuzwa mbaikhwa ku nkono wa madyo wa Mulungu, mbatambira Nzimu Wakucena kuna Baba wace ukhadapikirirwa Iye, mbatipasa pinaona imwe na pinabva imwe cincino. 
ACT.2.34	Thangwi Dhavidhi hadakwira kudzulu tayu, mbwenye iye ene Dhavidhi alonga kuti:
ACT.2.34	“ ‘Mbuya apanga
ACT.2.34	Mbuya wanga kuti:
ACT.2.34	Khala ku nkono wanga wa madyo,
ACT.2.35	anyamalwa ako,
ACT.2.35	mbakhala ninga cinthu
ACT.2.35	cakupwandira manyalo ako.’ ”
ACT.2.36	Pedhru athimiza pontho na kulonga kuti: “Imwe mbumba yonsene ya Izarayeli, dziwani mwadidi kuti Yezu unowu adakhomera imwe pa ntanda, Mulungu ancita kuti akhale Mbuya, pontho akhale Kirixtu.”
ACT.2.37	Anthu mudabva iwo penepi, atsukwala napyo kakamwe m'mitima mwawo, mbatoma kubvundzisa Pedhru na apoxtolo andzace anango kuti: “Abale, tisafunika ticitenji?”
ACT.2.38	Pedhru aatawira tenepa: “Chunyukani madawi anu, m'bodzi na m'bodzi atambire batixmu na dzina ya Yezu Kirixtu, toera mulekererwe madawi anu. Na tenepo, munadza katambira muwoni wa Nzimu Wakucena. 
ACT.2.39	Thangwi penepi Mulungu apipikirira kuna imwe, kuna ana anu, na kuna onsene ali kutali, pontho na kuna onsene anafuna kudza kacemerwa na Mbuya, Mulungu wathu.”
ACT.2.40	Pedhru akhaapanga na mafala anango mazinji, mbakhaacenjeza kuti: “Bulukani mupulumuke pakati pa anthu awa akuipa!” 
ACT.2.41	Ale adatawira mphangwa zikhalonga Pedhru, atambira batixmu. Pa ntsiku eneyo, nsoka wawo wathimizirika na anthu akukwana dhuzi na pikwi pitatu.
ACT.2.42	Onsene akhakakamira pa cipfundzo ca apoxtolo, mbakhakoya pyonsene pikhapfundziswa iwo, pa kuphatana kwawo muubale, pa kumenya nkate wa Mbuya, na pa kuphembera. 
ACT.2.43	Anthu onsene akhagopa, pontho apoxtolo akhacita pidzindikiro pizinji na pinthu pyakudzumisa. 
ACT.2.44	Onsene ale akhatawira, akhali anthu akuphatana, pontho pyonsene pikhakhala na iwo, pikhali pya iwo onsene. 
ACT.2.45	Akhagulisa pinthu pyawo na mpfuma zawo mbagawana onsene, mbakhalang'ana kusowa kwa m'bodzi na m'bodzi. 
