MAT.1.1	Huā'mā' lista ū'tza' ixnapapna' Jesucristo lā' xla' ixtā'nat David lā' nā Abraham.
JHN.16.12	’Lej lhūhua' sputa a'ntū iccāhuanicu'tunāni' pero hui'xina'n tūlalh catimāchekxī'tit chuhua'j. 
JHN.16.13	A'xni'ca' namin huan Espíritu Santo, a'ntī nahuan ixlīstu'ncua', xla' ū'tza' nacāmāsu'ni'kō'yāni' ixlīhuāk a'ntū ixlīstu'ncua'. Xla' tū' catichihuīna'lh por xmān ixpātunca'tzi. Xla' nacāhuaniyāni' xmān a'ntū huan xaTāta' nahuanī. Lā' nā nacāmāca'tzīnīyāni' hui'xina'n a'ntū napātle'ke. 
JHN.16.14	Lā' xla' nā naqui'a'cnīni'ni' como nacāmāca'tzīnīyāni' hui'xina'n a'ntū iclacasqui'n que naca'tzīyā'tit. 
JHN.16.15	Huāk a'ntū ka'lhī quinTāta' nā quit quila'. Lā' ū'tza' iclīhualh que huan Espíritu Santo nacāmāca'tzīnīyāni' hui'xina'n a'ntū iclacasqui'n que naca'tzī'yā'tit.
JHN.16.16	Lā' Jesús cāhuanipā:
JHN.16.16	―Lā' ā'macsti'na'j hui'xina'n tū' quintilālaktzī'uj. Lā' ā'macsti'na'j huampala hui'xina'n naquilālaktzī'mpalayāuj porque quit iclaka'mā' quinTāta'.
JHN.16.17	Lā' huan makapitzīn sca'txtunu'nī'n, xlaca'n talākalhasqui'nīlh:
JHN.16.17	―Lā' ¿tuchū huanicu'tun huā'mā'? Xla' quincāhuaniyāni' que ā'macsti'na'j tū' catilaktzī'uj lā' ā'macsti'na'j huampala chu nalaktzī'mpalayāuj. Lā' huā'mā' porque nalaka'n ixTāta'. 
JHN.16.18	Lā' ¿tuchū huanicu'tun ā'macsti'na'j? Tū' māchekxīyāuj a'ntū quincāhuanimā'ni'.
JHN.16.19	Lā' Jesús ca'tzīlh palh ixtakalhasqui'nīcu'tun lā' ū'tza' cālīhuanilh:
JHN.16.19	―Quit iccāhuanini' que ā'macsti'na'j tū' quintilālaktzī'uj lā' ā'macsti'na'j huampala chu naquilālaktzī'mpalayāuj. ¿Chu tū' ū'tza' huā'mā' a'ntū lākalhasqui'nī'pā'na'ntit hui'xina'n? 
JHN.16.20	Ixlīstu'ncua' a'ntū iccāhuaniyāni'. Hui'xina'n nacalhua'nā'tit lā' nalakaputzayā'tit. Lā' huan tachi'xcuhuī't xalanī'n nac quilhtamacuj natalīpāxuhua. Lā' a'yuj pū'la nalakaputzayā'tit, ā'calīstān lej līpāxūj nalatahui'la'yā'tit. 
JHN.16.21	A'xni'ca' kalhatin puscāt namālacatuncuīnītza', xla' lakaputza porque pātī huan taca'tzāt. Lā' a'xni'ca' lacatuncuīnī'ttza' huan ska'ta', xla' tū'tza' pāstaca a'nchī pātīni'lh como chilhtza' nac quilhtamacuj lakatin ska'ta'. Lā' ū'tza' lej līpāxuhua. 
JHN.16.22	Lā' nā chuntza' hui'xina'n chuhua'j lakaputzayā'tit. Lā' a'xni'ca' quit na'iccālakmimpalayāni' hui'xina'n lā' a'xni'ca' lej napāxuhua'yā'tit hui'xina'n. Lā' nīn tintī' caticāmaklhtīni' huā'mā' tapāxuhuān.
JHN.16.23	’Lā' a'xni'ca' namin huanmā' chi'chini', hui'xina'n nīn tuntū'tza' quintilākalhasqui'nīuj. Ixlīstu'ncua' a'ntū iccāhuaniyāni', quinTāta' nacāmaxquī'yāni' ixlīhuāk a'ntū nasqui'ni'yā'tit por quinquilhtampān. 
JHN.16.24	Lā' tūna'j squi'nī'ta'ntit nīn tuntū' por quinquilhtampān. Casqui'ntit lā' namaklhtīni'nā'tit. Lā' chuntza' lej nalīpāxuhua'yā'tit.
JHN.16.25	Lā' Jesús cāhuanipā:
JHN.16.25	―Lā' iccāhuaninī'ta'ni' huā'mā' hua'chi a'ntū lītalacastuca. Lā' namin huan quilhtamacuj a'xni'ca' tū'tza' icticātā'chihuīna'ni' chuntza'. Lej xa'nca na'iccātā'līchihuīna'nāni' quinTāta'. 
JHN.16.26	Huanmā' quilhtamacuj hui'xina'n nasqui'ni'yā'tit quinTāta' por quinquilhtampān. Lā' tū'tza' timaclacasqui'lh palh quit na'icsqui'ni' quinTāta' por hui'xina'n, 
JHN.16.27	porque quinTāta' cāpāxquī'yāni' hui'xina'n. Hui'xina'n quilāpāxquī'yāuj quit lā' kalhlaka'ī'nī'ta'ntit palh quit icminī'ta'ncha' de Dios. Lā' ū'tza' xla' cālīpāxquī'yāni' hui'xina'n. 
JHN.16.28	Quit icmincha' de quinTāta' lā' icmilh huā'tzā' nac quilhtamacuj. Lā' chuhua'j na'icmakxteka huā' quilhtamacuj lā' na'iclaka'mpala quinTāta'.
JHN.16.29	Lā' tuncan huan ī'sca'txtunu'nī'n tahuanilh:
JHN.16.29	―Chuhua'j lej xa'nca icmāchekxīyāuj a'ntū chihuīna'mpā't como tū'tza' chihuīna'mpā't hua'chi a'ntū lītalacastuca. 
JHN.16.30	Lā' chuhua'j icca'tzīyāuj que hui'x lej ca'tzīya' ixlīhuāk. Lā' tū'tza' tasqui'nī nakalhasqui'nīca'na' hui'x. Lā' icca'tzīyāuj xa'nca que hui'x ta'nī'ta'nchi a'nlhā hui'lacha' Dios.
JHN.16.31	Lā' Jesús cākalhtīlh:
JHN.16.31	―Hua'chīlh kalhlaka'ī'yā'tittza'. 
JHN.16.32	Mimā'tza' huan chi'chini', lā' chuhua'j huā'mā' quilhtamacuj a'xni'ca' hui'xina'n na'a'kahua'nā'tit. Milīhuākca'n hui'xina'n chā'tunu' napinā'tit na minchicca'n lā' quit naquilāmakxtekāuj quē'cstu. Lā' a'yuj quilāmakxtekui, tū' quē'cstu ictitahui'lalh porque quinTāta', xla' quintā'lahuī'. 
JHN.16.33	Lā' iccāhuaniyāni' huā'mā' para que chuntza' tū' najicua'nā'tit porque hui'xina'n quilālīpāhuanāuj xmān quit. Lā' como lahui'lā'na'ntitcus nac quilhtamacuj, napātīni'nā'tit. Tū' cajicua'ntit. Quit ictlajanī't huan a'ntī māpa'ksī huan quilhtamacuj.
JHN.17.1	Lā' a'xni'ca' huankō'lh huā'mā', Jesús talacayāhualh nac a'kapūn lā' hualh:
JHN.17.1	―Tāta', chilhtza' huan quilhtamacuj. Caqui'a'cnīni'ni' quit, mi'O'kxa', lā' nā chuntza' quit nā na'ica'cnīni'ni'yāni'. 
JHN.17.2	Quimaxquī'nī'ta' talacasqui' para na'iccāmāpa'ksī ixlīhuākca'n huan tachi'xcuhuī't. Lā' chuntza' quit tzē na'iccāmaxquī' xasāsti' ixquilhtamacujca'n para pō'ktu xlaca'n ixlīhuākca'n a'ntī quimacamaxquī'nī'ta'. 
JHN.17.3	Xlaca'n talakapasāni' hui'x lā' quintalakapasa quit, Jesucristo. Lā' taca'tzī que hui'x scana'nca Dios lā' que hui'x quimacata'nī'ta'. Chuntza' tasu'yu que xlaca'n taka'lhī xasāsti' ixquilhtamacujca'n para pō'ktu.
JHN.17.4	’Quit ica'cnīni'ni'nī'ta'ni' huā'tzā' nac quilhtamacuj. Lā' ictlahuakō'lhtza' a'ntū quilakma'cata' na'ictlahua. 
JHN.17.5	Chuhua'j Tāta', caqui'a'cnīni'ni' na milacapūn chuntza' hua'chi ixqui'a'cnīni'ni'ya' a'xni'ca' xa'ictā'lahui'lachāni' hui'x a'xni'ca' tūna'j ixa'nan quilhtamacuj.
JHN.17.6	’Lā' huan xalanī'n nac quilhtamacuj a'ntī hui'x quimacamaxquī'nī'ta', xlaca'n iccāmālakapasnīnī'ttza' a'ntī hui'x. Xlaca'n mila' ixtahuanī't lā' hui'x quimacamaxquī'nī'ta' lā' xlaca'n ta'a'kahuāna'ni'nī't milīmāpa'ksīn. 
JHN.17.7	Lā' chuhua'j xlaca'n taca'tzī que milīmāpa'ksīn ū'tza' a'ntū iclītlō ixlīhuāk. 
JHN.17.8	Quit iccāhuaninī't mintachihuīn a'ntū quihua'ni' hui'x. Lā' xlaca'n quintamaklhtīni'nī't. Lā' xlaca'n chuhua'j taca'tzītza' palh lej stu'ncua' icminī'ta'ncha' a'nlhā hui'la'chi hui'x. Lā' takalhlaka'ī'nī'ttza' palh hui'x quimacata'nī'ta'nchi.
JHN.17.9	’Quit icsqui'ni'yāni' por ū'tunu'n. Tū' icsqui'ni'yāni' por xalanī'n huā'tzā' nac quilhtamacuj. Icsqui'ni'yāni' xmān por xlaca'n a'ntī quimacamaxquī'nī'ta' porque xlaca'n huāk mila'. 
JHN.17.10	Huāk a'ntī quila' nā mila'. Lā' huāk a'ntī mila' nā quila'. Lā' quit quinta'a'cnīni'ni'nī't.
JHN.17.11	’Lā' chuhua'j quit na'iclakmimpalayāni' hui'x. Tū'tza' ictitachokolh nac quilhtamacuj. Xlaca'n natatachoko nac quilhtamacuj. Padre Santo, quinTāta', cacāmaktaka'lhti con milīmāpa'ksīn xlaca'n a'ntī quimacamaxquī'nī'ta' para que chu lakatin natala, hua'chi hui'x lā' quit chu lakatin. 
JHN.17.12	A'xni'ca' xa'iclahuī' con ū'tunu'n, xa'iccāmaktaka'lha con milīmāpa'ksīn a'ntī quimacamaxqui' hui'x. Xa'iccāmaktaka'lha xlaca'n. Lā' chuntza' tū' tataxtutāyanī't nīn kalhatin de huan chi'xcuhuī'n, xmān ū'tza' a'ntī līhui'lī taxtutāya. Chuntza' tlōkentaxtūlh mintachihuīn chu a'nchī tatzo'kni'.
JHN.17.13	’Chuhua'j quit iclaka'mā'chāni'. Lā' līhuan icuī'cus huā'tzā' nac quilhtamacuj, quit icuan huā'mā' para que chuntza' xlaca'n nataka'lhī tapāxuhuān hua'chi quit. 
JHN.17.14	Quit iccāmaxquī'nī't mintachihuīn. Lā' huan xalanī'n nac quilhtamacuj taca'tzalaktzī'n xlaca'n. Cāca'tzalaktzī'ncan quinchi'xcuhuī'n porque xlaca'n tū' xalanī'n nac quilhtamacuj, chuntza' hua'chi quit tū' xala' nac quilhtamacuj. 
JHN.17.15	Tū' icsqui'ni'mā'ni' que cacāma'xtu nac cā'quilhtamacuj. Quit icsqui'ni'yāni' que cacāmaktāya' para que huan ko'ti'ti' tū' nacātlaja. 
JHN.17.16	Xlaca'n tū' xalanī'n nac quilhtamacuj, chuntza' hua'chi quit tū' xala' nac quilhtamacuj. 
JHN.17.17	Lā' xalacuan cacālītlō't mintachihuīn, como mintachihuīn ū'tza' lej xastu'ncua'. 
JHN.17.18	Hua'chi quima'cata'nī'ta' quit nac quilhtamacuj, nā chuntza' xlaca'n nā quit na'iccālakmacā'n huan xalanī'n nac quilhtamacuj. 
JHN.17.19	Lā' por ixpālacataca'n quit na'iclītamacamāstā' quē'cstu hua'chi lē'ksajna' para que nā chuntza' xlaca'n stu'ncua' natala mila'.
JHN.17.20	’Lā' icsqui'nīmā'ni' por ū'tunu'n lā' por ixlīhuākca'n a'ntī nā natakalhlaka'ī' ā'calīstān por ixpālacata ixtachihuīnca'n xlaca'n a'ntī quila'. 
JHN.17.21	Icsqui'ni'yāni' que xlaca'n chu lakatin catalalh con quina'n, Tāta', chuntza' hua'chi chu lakatin quina'n, hui'x lā' quit. Catalalh chu lakatin para que chuntza' huan xalanī'n nac quilhtamacuj nā natakalhlaka'ī' palh hui'x quima'cata'nī'ta'. 
JHN.17.22	Hua'chi hui'x qui'a'cnīni'ni'nī'ta', nā chuntza' quit iccā'a'cnīni'ni'nī't xlaca'n para que chu lakatin natala hua'chi quit lā' hui'x chu lakatin quina'n. 
JHN.17.23	Lā' quit iccātā'lahuī' xlaca'n chuntza' hua'chi hui'x quintā'lahui'la', para que xlaca'n natala chu lakatin. Chuntza' huan xalanī'n nac quilhtamacuj tzē nataca'tzī palh hui'x quima'cata'nī'ta' lā' palh hui'x nā cāpāxquī'ya' xlaca'n chuntza' hua'chi quimpāxquī'ya' quit.
JHN.17.24	’QuinTāta', hui'x quimacamaxquī'nī'ta' xlaca'n. Lā' quit iclacasqui'n que nā xlaca'n catachā'lh a'nlhā quit na'icchā'n, para que chuntza' xlaca'n natalaktzī'n a'nchī qui'a'cnīni'ni'ya'. Hui'x qui'a'cnīni'ni'ya' como ixquimpāxquī'ya' xapū'la a'xni'ca' tūna'j ixa'nan huan quilhtamacuj. 
JHN.17.25	Tāta', hui'x xatzey. Lā' a'yuj tū' talakapasāni' huan tachi'xcuhuī't xalanī'n nac quilhtamacuj, pero quit iclakapasāni'. Lā' quinchi'xcuhuī'n, xlaca'n taca'tzī palh hui'x quima'cata'nī'ta'. 
JHN.17.26	Quit iccāmālakapasnīnī'ttza' tichū hui'x. Lā' na'iccāmālakapasnīcus para que chuntza' xlaca'n natapāxquī'nin chuntza' hua'chi hui'x quimpāxquī'ya'. Lā' nā chuntza' xlaca'n pō'ktu na'iccātā'lahuī'.
JHN.18.1	Lā' Jesús a'xni'ca' tlahuakō'lh huan oración, taxtulh con ī'sca'txtunu'nī'n lā' ta'a'lh pātintacut huan pūxka Cedrón. A'ntza' ixuī' lakatin pū'olivo. Jesús a'ntza' cātā'tanūlh ī'sca'txtunu'nī'n. 
JHN.18.2	Lā' nā huan Judas a'ntī namacamāstā' Jesús, xla' ixlakapasna'n a'ntza' porque lej maklhūhua' Jesús ixcātā'takēstoknī't a'ntza' con ī'sca'xtunu'nī'n. 
JHN.18.3	Lā' a'ntza' nac pū'olivo Judas cālē'lh soldados lā' policíasna' a'ntī ixcāmālakachā'nī't huan xanapuxcu'nu' curas lā' huan fariseosnu'. Ixtalē'nācha' ixlīlhtucuyāhuanca'n lā' ixpūmakskoca'n lā' ixkanchi'chica'n. 
JHN.18.4	Lā' como Jesús ixca'tzīkō'tza' ixlīhuāk a'ntū napātle'keni', cātapajtzūni'lh lā' cākalhasqui'nīlh:
JHN.18.4	―¿Tichū putzayā'tit?
JHN.18.5	Lā' xlaca'n takalhtīlh:
JHN.18.5	―Jesús xala' nac Nazaret.
JHN.18.5	Lā' Jesús cākalhtīlh:
JHN.18.5	―Quit Jesús a'ntī putzayā'tit.
JHN.18.5	Lā' a'ntza' ixcātā'yā Judas a'ntī namacamāstā' Jesús. 
JHN.18.6	Lā' a'xni'ca' Jesús cāhuanilh: “Quit Jesús a'ntī putzayā'tit”, xlaca'n kēni'yaj ta'a'lh lā' ta'a'kā'lh nac ti'ya't.
JHN.18.7	Lā' Jesús chu cākalhasqui'nīpā:
JHN.18.7	―¿Tichū putzayā'tit?
JHN.18.7	Lā' xlaca'n tahuampā:
JHN.18.7	―Jesús xala' nac Nazaret.
JHN.18.8	Jesús cāhuanilh:
JHN.18.8	―Iccāhuanintza' palh quit. Lā' palh quit quilāputzayāuj, cacāmakxtektit nata'a'n huā' makapitzīn.
JHN.18.9	Lā' hualh huā'mā' para que natlōkentaxtū a'ntū Jesús māni' ixuanī't: “Tū' tataxtutāyalh nīn kalhatin de huan chi'xcuhuī'n a'ntī quincāmacamaxquī'lh huan xaTāta'”.
JHN.18.10	Lā' como Simón Pedro ixlē'nācha' ixmachīta, chu tuncan māxtulh lā' a'kacā'tēlh ixa'ka'xko'lh na ixa'kacāna'j a'ntī ixuanican Malco. Lā' xla' ū'tza' ixtasācua' ixuanī't huan xamāpa'ksīni' curasna'. 
JHN.18.11	Jesús huanilh huan Pedro:
JHN.18.11	―Camānū'pala' mimachīta na mimpūmachīta. Quit iclīhui'līnī't para na'icpātī a'ntū ixtapuhuān quinTāta'.
JHN.18.12	Lā' tachi'palh Jesús huan soldados lā' ixcomandanteca'n lā' huan policías a'ntī ixlaca'n israelitas. Lā' macachī'ca. 
JHN.18.13	Lā' lē'nca pū'la na ixchic Anás. Lā' huan papatzīn Anás ixpuhuiti' ixuanī't huan Caifás a'ntī xamāpa'ksīni' curasna' huanmā' cā'ta. 
JHN.18.14	Lā' huā'mā' Caifás chu ū'tza' a'ntī ixcāhuaninī't huan israelitas que más tzey palh kalhatin chi'xcu' nalīnī por ixpālacata ixlīhuākca'n huan tachi'xcuhuī't.
JHN.18.15	Lā' ixtastālani'tēlha Jesús huan Simón Pedro lā' ā'kalhatin sca'txtunu'. Lā' huanmā' sca'txtunu' xla' nā ixlakapasa huan xamāpa'ksīni' curasna'. Lā' ū'tza' lītā'tanūlh Jesús na ixtanquilhni' ixchic huan xamāpa'ksīni'. 
JHN.18.16	Lā' Pedro tachokolh kēpūn, ixpajtzu huan xamākalhcha tanquilhni'. Taxtulh huan sca'txtunu' a'ntī ixlakapasa huan xamāpa'ksīni' curasna'. Lā' tā'chihuīna'lh huan tzu'ma'jāt a'ntī ixmaktaka'lha mākalhcha. Lā' chuntza' huan sca'txtunu' tzē mānūlh huan Pedro nac tanquilhni'. 
JHN.18.17	Lā' huan tzu'ma'jāt a'ntī ixmaktaka'lha mākalhcha, xla' kalhasqui'nīlh huan Pedro:
JHN.18.17	―¿Chu tū' nā hui'x ī'sca'txtunu' huā'mā' chi'xcu'?
JHN.18.17	Pedro kalhtīni'lh:
JHN.18.17	―Tū' quit.
JHN.18.18	Lā' como lej ixlonknu'n, huan tasācua'nī'n lā' huan policías ixtahui'līnī't macscut lā' ixtayāna' lā' ixtasko'mā'na. Lā' nā a'ntza' ixmaklayā Pedro ī'sko'mā'.
JHN.18.19	Lā' Anás a'ntī xamāpa'ksīni' curasna', xla' līkalhasqui'nīlh Jesús ixpālacata ī'sca'txtunu'nī'n lā' ixlīmāsca'tīn.
JHN.18.20	Lā' Jesús huanilh:
JHN.18.20	―Quit icchihuīna'nī't calacan na ixlacapūnca'n ixlīhuākca'n. Pō'ktu xa'icmāsu'yu quit nac lītokpānna' lā' nac xaka'tla' lītokpān a'nlhā ixtatakēstoka huan israelitas. Lā' nīn tuntū' icuanī't lakatzē'k. 
JHN.18.21	Lā' ¿a'chī' quinkalhasqui'nī'ya' quit? Cacākalhasqui'ni' huan tachi'xcuhuī't a'ntī quintakaxmatnī't. U'tunu'n catahualh a'ntū iccāhuanilh. U'tunu'n taca'tzī a'ntū icuanī't quit.
JHN.18.22	Lā' a'xni'ca' Jesús hualh huā'mā', kalhatin policía a'ntī ixlacahuayā a'ntza', lacala'syāhualh lā' huanilh:
JHN.18.22	―Lā' ¿chu chuntza' kalhtīcan huā' xamāpa'ksīni' curasna'?
JHN.18.23	Lā' Jesús kalhtīlh:
JHN.18.23	―Palh sā' tū' tzey a'ntū icualh, cacāhua'ni' ixlīhuākca'n huā'tzā' a'ntū icualh. Lā' palh tzey a'ntū icualh quit, ¿a'chī' quintucsa'?
JHN.18.24	Anás lakmacā'lh Jesús xatamakachī'n huan Caifás a'ntī xamāpa'ksīni' curasna'.
JHN.18.25	Simón Pedro ixyā ī'sko'mā'. Lā' huanica:
JHN.18.25	―¿Chu tū' hui'x ī'sca'txtunu' huā'mā' chi'xcu'?
JHN.18.25	Lā' Pedro chu kalhtatzē'kpā lā' hualh:
JHN.18.25	―Tū' quit.
JHN.18.26	Lā' nā a'ntza' ixuī' kalhatin ixtasācua' huan xamāpa'ksīni' curasna'. Lā' xla' ixtalakapasni' ixuanī't a'ntī a'kacā'tēlh Pedro ixa'ka'xko'lh. Lā' huanmā' tasācua', xla' kalhasqui'nīlh Pedro:
JHN.18.26	―Lā' ¿chu tū' ictā'laktzī'ni' Jesús huan nac pū'olivo?
JHN.18.27	Lā' Pedro chu kalhtatzē'kpā lā' chu tuncan ta'salh huan lakatin gallo.
JHN.18.28	Lā' cā'tzi'sāt ixuanī't a'xni'ca' māxtuca Jesús de huan na ixchic Caifás lā' lē'nca na ixchic huan gobernador. Lā' huan israelitas, xlaca'n tū' tatanūlh nac huan chic. Palh ixtatanūlh cahuā, chuntza' ko'hua'jua' ixtalalh chu a'nchī ixtalanānca'n. Lā' chuntza' tūlalh ixtahua'lh huan līhua't ixla' huan cā'tani' a'ntū huanican pascua. 
JHN.18.29	Lā' ū'tza' lītaxtulh Pilato para nacātā'chihuīna'n. Lā' cāhuanilh:
JHN.18.29	―Lā' ¿tuchū ixpālacata līlē'ksa'nī'ni'nā'tit huā'mā' chi'xcu'?
JHN.18.30	Lā' xlaca'n takalhtīni'lh:
JHN.18.30	―Palh tū' cahuā xla' lej laclē'n, tū' xa'icticāmacamaxquī'ni' hui'x.
JHN.18.31	Lā' Pilato cāhuanilh:
JHN.18.31	―Pues calī'pintit hui'xina'n lā' calacāxtlahua'tit chu a'nchī ka'lhī'yā'tit mileyca'n hui'xina'n.
JHN.18.31	Lā' huan israelitas takalhtīlh:
JHN.18.31	―Pero quina'n israelitas tū' icka'lhīyāuj līmāpa'ksīn para na'icmaknīyāuj catīhuā.
JHN.18.32	Chuntza' pātle'kelh para que natlōkentaxtū a'ntū ixuanī't Jesús ixpālacata a'nchī nalīnī. 
JHN.18.33	Lā' Pilato chu tanūpā na ixpūchihuīn lā' ta'sani'lh huan Jesús lā' kalhasqui'nīlh:
JHN.18.33	―¿Chā hui'x huan ixreyca'n israelitas?
JHN.18.34	Lā' Jesús huanilh:
JHN.18.34	―¿Chā mimpātunca'tzi quinkalhasqui'nī'ya' huā'mā' o talītā'chihuīna'nī'ta'ni' ā'makapitzīn por quimpālacata?
JHN.18.35	Lā' Pilato kalhtīlh:
JHN.18.35	―¿Chu quit israelita? Quintamacamaxquī'ni' hui'x mintā'israelitas lā' huan xanapuxcu'nu' curasna'. Lā' ¿tuchū tlahua'nī'ta'?
JHN.18.36	Lā' Jesús kalhtīlh:
JHN.18.36	―Quit tū' icmāpa'ksīni'n nac huā'mā' quilhtamacuj. Palh chuntza' cahuā, quinchi'xcuhuī'n ixquintalē'katāyalh xlaca'n a'xni'ca' quintachi'palh huan israelitas. Tū' icmāpa'ksīni'n huā'tzā'.
JHN.18.37	Lā' Pilato kalhasqui'nīlh:
JHN.18.37	―¿Pues hui'x chō'la rey?
JHN.18.37	Lā' Jesús kalhtīlh:
JHN.18.37	―Stu'ncua' a'ntū huanī'ta'. Quit iclacatuncuīlh lā' icmilh huā' nac quilhtamacuj para na'icuan a'ntū ixlīstu'ncua'. Ixlīhuākca'n a'ntī taca'tzīcu'tun a'ntū ixlīstu'ncua', xlaca'n quintakaxmata.
JHN.18.38	Lā' Pilato huanilh:
JHN.18.38	―¿Chichū līca'tzīcan tuchū ixlīstu'ncua'?
JHN.18.38	Lā' a'xni'ca' Pilato ixuanī'ttza' huā'mā', xla' cālaktaxtupā huan israelitas lā' cāhuanilh:
JHN.18.38	―Pues quit tū' icmakkaksa nīn lakatin ixtalaclē'i' huā'mā' chi'xcu'. 
JHN.18.39	Hui'xina'n ka'lhīyā'tit mintalanānca'n que cā'ta cā'ta quit na'icmakxteka kalhatin tachī'n a'xni'ca' lamā' huan cā'tani' a'ntū huanican pascua. ¿Lacasqui'nā'tit que na'iccāmakxtekni'yāni' ixReyca'n israelitas?
JHN.18.40	Lā' ixlīhuākca'n tata'sapā lā' tahualh:
JHN.18.40	―¡Xla' tū'! ¡Camakxtekti huan Barrabás!
JHN.18.40	Lā' huanmā' Barrabás xla' ka'lhāna' ixuanī't.
JHN.19.1	Lā' Pilato mākēsno'knīni'lh Jesús. 
JHN.19.2	Lā' huan soldados tatlahualh lakatin corona de lhtucū'n lā' tamūhui'līlh huan Jesús lā' tamālhakē'lh lakatin ixlu'xu' xasmumonko' como chuntza' ixtalhakā'nan reyes. 
JHN.19.3	Lā' ixtalaktapajtzū lā' ixtahuanī:
JHN.19.3	―¡Lej tzehuanī't ixReyca'n israelitas!
JHN.19.3	Lā' ixtalacala'syāhua.
JHN.19.4	Lā' Pilato chu cālaktaxtupā huan tachi'xcuhuī't lā' cāhuanilh:
JHN.19.4	―Calaktzī'ntit. Quit iccāmāxtuni'yāni' para que hui'xina'n chuntza' naca'tzīyā'tit que quit tū' icmakkaksnī't nīn lakatin ixtalaclē'i'.
JHN.19.5	Lā' taxtulh Jesús. Lā' ixmūhuī' lakatin corona de lhtucū'n. Lā' ixlhakā'nī't huan lu'xu' xasmumonko'. Lā' tuncan Pilato cāhuanilh:
JHN.19.5	―¡A' yā huā' chi'xcu'!
JHN.19.6	Lā' a'xni'ca' talaktzī'lh huan xanapuxcu'nu' curasna' lā' huan policías, xlaca'n tatzuculh tata'sa lā' tahualh:
JHN.19.6	―¡Caxtokohua'ca'ca! ¡Caxtokohua'ca'ca!
JHN.19.6	Lā' Pilato cāhuanilh:
JHN.19.6	―Calīpintit lā' caxtokohua'ca'tit hui'xina'n. Quit tū' icmakkaksa nīn lakatin ixtalaclē'i'.
JHN.19.7	Lā' huan israelitas takalhtīlh:
JHN.19.7	―Quina'n icka'lhīyāuj lakatin ley. Lā' chu a'nchī huan huā'mā' ley, tasqui'nī nanī huā'mā' chi'xcu' porque māni' xla' huan que ū'tza' ixO'kxa' Dios.
JHN.19.8	Lā' Pilato, a'xni'ca' kaxmatli que Jesús ixuanī't que xla' ixO'kxa' Dios, xla' ā'chulā' jicua'lh. 
JHN.19.9	Lā' tanūpā na ixpūchihuīn lā' kalhasqui'nīpā Jesús:
JHN.19.9	―Lā' ¿lhachū xala' hui'x?
JHN.19.9	Jesús tū' kalhtīlh.
JHN.19.10	Pilato huanilh:
JHN.19.10	―¿Quit tū' quintikalhti? ¿Chu tū' ca'tzīya' palh quit icka'lhī talacasqui' para que tzē na'icmakxtekāni' lā' nā icka'lhī talacasqui' para que tzē na'icxtokohua'ca'yāni'?
JHN.19.11	Lā' Jesús kalhtīlh:
JHN.19.11	―Palh tū' cahuā Dios ixmaxquī'ni' talacasqui', hui'x tū' ixka'lhi' nīn lakatin talacasqui' para ixquintlahua'ni' catūhuā. Lā' huan chi'xcu' a'ntī quimacamāstā'lh con hui'x, xla' ā'chulā' lej ka'tla' ka'lhī ixtalaclē'i' que hui'x.
JHN.19.12	Lā' a'xni'ca' kaxmatli huā'mā', Pilato ā'chulā' makxtekcu'tulh Jesús. Lā' huan israelitas tata'salh lā' tahuanilh:
JHN.19.12	―¡Palh hui'x namakxteka', hui'x tū' ixamigo César, a'ntī ixmāpa'ksīni'ca'n romanos! ¡Chu a'ntī lītanūcu'tun ixlīrey, xla' ū'tza' ixtā'ca'tza César!
JHN.19.13	Lā' a'xni'ca' kaxmatli Pilato huā'mā', māmāxtunīni'lh Jesús. Lā' tahui'lh a'nlhā xla' ixtlahua justicia a'nlhā huanican Empedrado lā' nā hebreo ixtacuīni' Gabata. 
JHN.19.14	Lā' ī'sputa xmān lakatin chi'chini' para natzucu huan cā'tani' a'ntū huanican pascua. Lā' hua'chi cā'tāstu'nūta huan Pilato cāhuanilh huan israelitas:
JHN.19.14	―¡A' yā miReyca'n!
JHN.19.15	Lā' xlaca'n tata'salh lā' tahualh:
JHN.19.15	―¡Camaknīca! ¡Camaknīca! ¡Caxtokohua'ca'ca!
JHN.19.15	Lā' Pilato cāhuanilh:
JHN.19.15	―¿Chu lakasqui'nā'tit naxtokohua'ca'can miReyca'n?
JHN.19.15	Lā' huan xanapuxcu'nu' curasna' takalhtīni'lh:
JHN.19.15	―Quina'n icka'lhīyāuj xmān kalhatin quireyca'n. Lā' ū'tza' César.
JHN.19.16	Lā' tuncan Pilato cāmacamaxquī'lh xlaca'n para nataxtokohua'ca'. Lā' xlaca'n talē'lh.
JHN.19.17	Jesús taxtulh lā' ixcu'ca'lē'mā' ixcruz. Lā' chā'lh a'nlhā huanican Ixa'kxāk Nīn lā' nā hebreo ixtacuīni' Gólgota. 
JHN.19.18	Lā' a'ntza' xtokohua'ca'ca lā' nā cāxtokohua'ca'ca ā'kalhatu' na ixpāxtūtunnu' Jesús. Lā' Jesús pu'nan ixmā'ca'canī't. 
JHN.19.19	Lā' Pilato māhui'līnīni'lh lakatin letrero huan nac cruz a'ntū ixuan chuntza': Jesús xala' nac Nazaret, ixReyca'n israelitas. 
