LUK.1.1	Гьал ппараттар алучӀуная ахъакьас че мисаъ хьуна, ккеттушу курарихъас. 
LUK.16.11	Нагагь чваал джилин девлетар аманат акьас девехаб, гьина э чваал заварин девлетар аманат аркьаф? 
LUK.16.12	Нагагь чваал сасрайинф аманат акьас девехаб, гьина э чвас чвеф ирцӀанф. 
LUK.16.13	Са лукӀуфасра Ӏу эессис кар акьас хьасттава. Са эесси кканди ахьасе гис, джуьреф кканди ахьасттава, сайис маил аркьай ахьасе ги, джуьреттис ахьасттава. Чвафасра хьасттава Аллагьра, девлетра кканхьас.
LUK.16.14	Ге гафар унихьугуна, пулар ккане фарисеяр элхъенди ахьуная Ӏисайил. 
LUK.16.15	Ӏисайи пуная гебурис:
LUK.16.15	– Инсанарин удигь чвас чун Аллагьдин рекъуьъ аяттар суман агвар акьас ккандея, амма Аллагьдис чве юркӀураъ фи аячин ягӀая. Инсанарис иджи аргва курар, Аллагьдин удигь алчагъсузвелар э. 
LUK.16.16	ЯхӀъя хьастти аяттари Мусайин Закунна, пайгъамбарара. Гьал иджевелин хабар аркьая Аллагьдин Паччагьвелдихъас. Гьерттис гуджуникестти Лич ачархьас ккандея. 
LUK.16.17	Амма Мусайин Закуниъ са хатӀ хьунара гулангунас, заварна джилар гуланасе. 
LUK.16.18	Учин хьирахъай джуьре хьуна, сасра хьир аркьа идеми, гунагь гъуландея. Гьегишттин гунагь гъуландея, учин шувахъай джуьре хьуна хьир, хьирди аркьа идемира.
LUK.16.19	Ӏисайи ахъакьуная мисала:
LUK.16.19	– Са девлетлу инсан ахьуная. Ги паччагьди суман аликӀайра хьуная, Ӏуьмура гин вей хьуная хӀа ягъ суман. 
LUK.16.20	Лазар агъа са касиб инсанна ахьуная, кӀилди джан кабкари алацӀунаф. Лазар ге девлетлу инсандин къапубуригь ахьуная ахъухьуна, 
LUK.16.21	муш кей гин суфрайилас алархьу кьурцар хьунара учис есегьан пуна. Гъурури вей мез атай хьуная гин кабкарис. 
LUK.16.22	Учин вахтт хъучадегуна, касиб инсан кӀиная. Малайикари файшуная ге Ибригьиман багуливди. Девлетлу инсанна кӀиная, гера икӀуная некьвариъ.
LUK.16.23	Джегьенемдиъ гӀезабарикк ккей вартт аккедурфугуна, девлетлу инсандис агуная варттал Ибригьимра, гин багулив Лазара. 
LUK.16.24	Девлетлуйи вевер акьуна пуная: «Е Ибригьим, дад! Ӏегвал ухь зун, гьик заалди Лазар, тӀубун кӀекӀв хьеттигӀ гӀикӀуна зе мез Ӏашас акьурай ли. Фидегьен гӀезабикк ккея зун джегьенемдин цӀигӀ!» 
LUK.16.25	Ибригьима пуная гис: «КӀвал акье, зе кӀиркӀ, вас джилил алми йине кӀилди иджвелар, ппай Лазарас – кӀилди Ӏайвелар. Гьал мис мисал иджвелар йиная, вун гӀезабарикк ккея. 
LUK.16.26	Ле кидавай, хье арайиъ ппара хӀа кӀен ккидава мукь ая. Мисаас чваалди вес кканхьучира кехӀей, сайифасра хьасттава. Лисаас чаалди адесра сайифасра хьасттава». 
LUK.16.27	Девлетлуйи пуная: «Миннат э вас, айчин зе дадан хулади гьик Лазар. 
LUK.16.28	Захъ гӀифу чу хъая. Лазара ахъакьурай тебурис ме гӀезабарихъас, дахьичин тебура мишттин гӀезабарикк ккерхьасе». 
LUK.16.29	Ибригьима пуная: «Тебурис Мусайина пайгъамбардин китабар ая. Гебурил юркӀв алихьурай». 
LUK.16.30	Ге девлетлуйи пуная: «Ваъ, Ибригьим дад, нагагь кӀинаттаригӀас фуш хьунара тебурилди ушучин, тебур хаб алдаркуна Аллагьдин рекъуьъ весе». 
LUK.16.31	Тегуна Ибригьима пуная гис: «Нагагь тебури Мусайилна пайгъамбарарил юркӀв алдихьахаб, тебури сайилла юркӀв алихьасттава, некьвариас гъайшиттилла кехӀей».
LUK.17.1	Ӏисайи учин ученикарис пуная:
LUK.17.1	– Гунагьин курар акьас инсандин темехӀер гьемишан хьасе. Амма язукъ э гунагьвелар акьас тӀемехӀер хъучарта инсандин. 
LUK.17.2	Сасра инсандин темехӀер хъучартая инсандис идже хьаси, гардандиъ ихьуна рагӀун гъванна, уч хӀуьлиъ ихьухаб. 
LUK.17.3	Хъуттурфен гьа, эхӀттият акье! Нагагь ве ччуччу гунагьвел акьухаб, маркьа уп гис, нагагь учин гунагь учин гардандиъ фацухаб, гъил гъушен гилас. 
LUK.17.4	Нагагь са ягъан арайиъ, чвас ги еригелай гунагьин курар акьучира, хаб гъил гъушен агъай еригелай чваалди адичира, чун гъил гъушен гилас.
LUK.17.5	Вакилари пуная Ӏисайис:
LUK.17.5	– Алтухъ акье че хъугъувел!
LUK.17.6	Ӏисайи пуная гебурис:
LUK.17.6	– Нагагь чвахъ са бицӀи удун дехӀера хъугъувел хъаячин, чвафас пас хьасе тутун кӀуранис: «МерӀера хъай аттархьуна, хӀуьлигӀ кегъучӀ!» – ге кӀур чвас мутӀеӀ хьасе.
LUK.17.7	– Белекин чвакес гьинахъ хьунара хъая чве хуппур дарка, я чве хӀуппар ухӀа лукӀ. ЛукӀ хуйиас адегуна, вун пасев гис: «ТегӀди экьве суфрайихъ!»? 
LUK.17.8	Дузди уп, вун гис пастту: «ХӀезур акье зас Ӏуьшанттара, мухуригьанна гьайхьуна, гьуруц загь, зун ӀуьтӀуна, ухуна ккиркӀвасттегьен, хуппай вун ӀуьтӀен, ух». 
LUK.17.9	Вун чухсагъул пасттавахи лукӀус, учи акьуна ккандея кар акьухаб? 
LUK.17.10	Гьегиштти чунна э, чун акьуна кканде кар, чун акьугуна, уп: «Чин лукӀар дала дава, чин чаал але бурджлу кар э акьунаф».
LUK.17.11	Ӏиса вей хьуная Ерусалимдиди, Самари дерейинна Галилея дерейин арайиъ ая рекъуьас. 
LUK.17.12	Са хӀуриди гӀачаверегуна, Ӏисайис гьучархьуная кабкари алацӀуна йицӀу инсан. Вархал гъузуна, 
