MAT.1.1	Yomba i Yesus Krais
ACT.4.32	Pirngi dingwa yomba ye prapra nomano ya deno munduno suwara yei meglkwa. Yomba suwarata taragl ake-neingwa, i nana taratna mundu we ta dikrikwa. Ba ye taragl prapra ake-neingwa i ye prapra taratno orko, ana yumbusi i-i erikwa. 
ACT.4.33	Ana aposel wagle yombuglo ere Yaglkande Yesus andigl ukor ongwa kamo i diwai dingwa. Ana Yaglkande wakaimo tongo yomba prapra mina pangwa. 
ACT.4.34	Yegl orko, ye meglmara suna i kiuglgiunde ta moglkrikwa. Ana yomba tau makano ya yunguno maket ere minge moni indre ana monimo isuna undre, 
ACT.4.35	ana aposel wagle meglmara teingo, ana ye moni i yumbusi yomba taragl inamunedi pirkwa mere tekuno erikwa.
ACT.4.36	Ana Juda yagl ta moglkwa kangiye Josep te aposel wagle kangiye kor ta yeite Barnabas we dingwa (kangiye Barnabas i mambuno yegl, ‘Ka di yomba nomano sigigle dungwa yagle.’) Ye Levai yungu ombuno ta moglkwa. Ye Saiprus makan igle kugl yeingwa. 
ACT.4.37	Ye makanmo topo bogl indre ana moni iyu aposel wagle meglmara katno mina yongwa.
ACT.5.1	Ana yagl ta moglkwa kangiye Ananaias te embiye kangiye Safaira. Ye ombugl makano ta moni bogl imbrika. 
ACT.5.2	Ye embiye pirkan orko ana wiye moni tau ye yene pre teke yendre ana monimo ikine ipi Aposel wagle meglmara yongwa.
ACT.5.3	Yongo ana Pita yegl ditongwa, “Ananaias, sraglpre pirwinge etngo Satan ene noman mina di nusungo ene Holi Spirit bakagl tendre ana makan topo inga i tau enene pre teke yene? 
ACT.5.4	Okuna ene makan topo bogl ikitnga enge makan i enene makanen yongwa. Te okuwo topo ere moni inga i ene moninen orkwa. Sragl orko pre ene noman mina pir epigl ere taragl yegl etne? Ene yomba ta kakimbi ditekitnga, ba God kakimbi ditenga!”
ACT.5.5	Yegl dungo Ananaias ka i pirtre ana ukandi yangesi goglkwa. Ana ka i diwai dingo yomba pirkwa mere ye kundugl kande geglkwa. 
ACT.5.6	Ana yagl gakmugl undre yonobriye gagl alap were tendre ana imenda pi maugl singwa.
ACT.5.7	Ana ande kuiya suwota dundungo mokomugl Ananaias embiye ende yungugl ungwa, ba taragl orkwa ikra ye ta pirkrukwa. 
ACT.5.8	Ana Pita kra yegl pogl tongwa, “Ene dinaro, dumo makan ene win kana topo yegl keme imbir kana?”
ACT.5.8	Ana ye di ikine endungwa, “Owo, yegl keme bogl imbuglka.”
ACT.5.9	Yegl dungo ana Pita di ye tongwa, “Sraglpre ene win bogl ka dikogltre Yaglkande Spiritmo bakagl tenapre dimbre? Pitno, ene win maugl singwa yomba wingwa yungu dramugl meglkwa, ye ama ene yombugl ipi maugl sinaglkwa.”
ACT.5.10	Yegl dungo ana ambumo oglandi ukandi yange Pita kagle mina sindre goglkwa. Ana yagl gakmugl ende yungugl wu yonobriye kandre boglo ere ipi wiye maugl simara koglo ikra maugl singwa. 
ACT.5.11	Ana God yombama prapra yeingo te yomba tau taragl orkwa i pirkwa enge ye kundugl kande geglkwa.
ACT.5.12	Aposel wagle ye yomba meglmara kimagl ya diu merkinde kanekane erikwa. Ana Yesus wedi pirngi dingwa yomba prapra wu suwara pi God holi yungumo togl sunakra Solomon weradamo mina igle makaisi meglkwa. 
ACT.5.13	Yomba tau pirngi dikrikwa ye aposel wagle kundutno gogltre ye meglmara suna pikrikwa. Te yomba eremogl pirngi dingwa yomba ipre dembino singwa. 
ACT.5.14	Yagl ambu merkinde Yesus wedi pirngi dindre ana ende suna ye epiglmo meglmara wingwa. 
ACT.5.15	Aposel wagle taragl yegl erikwa ipre ana yomba eremogl yombano kinde sungwa iyu konbauna undre, palmba ya kungugl mina bolamugl endingo pai meglkwa. I Pita konbaunamo wonambuka enge ande sinan, kuiyamo kinde sungwa yomba i mina siyokunambedi pre erikwa.
ACT.5.16	Te Jerusalem taun bina dangine tau yeingwa i yomba merkinde yombano kinde sungwa ya te spirit kinde suna moglkwa ye i-wingo ana yomba i prapra kindeno wakai erekondungwa.
ACT.5.17	Ana pris kande yongo te ye akeple dingwa yomba i Sadyusi epitno meglkwa, ye mir indre, 
ACT.5.18	ana ye Aposel wagle kane sindre kane yungu yungugl endingwa. 
ACT.5.19	Ba enduwer Yaglkande angelomo kane yungu, yungu dra yauro ende ye auro imenda pindre ana ka yegl ditongwa, 
ACT.5.20	“Ene endpi God holi yungumo mina yungugl andigl mogl ana embriye kor prapra mina mogl-enaglkwa i kamo di yomba teiyo.”
ACT.5.21	Ana ye ka i pir pinande ere tangina kana God holi yungumo mina togl sunakra pi yomba ka beke teingwa.
ACT.5.21	Ana pris kande ya te ye yombama wagle, te Juda yomba kande wagle ka-tanginaglkwa pre agle dingo ye mundu umakai sindre ana aposel wagle auro yunaglmedi ka-singiye di kane yungu endingwa. 
ACT.5.22	Ba kimbirnem pi kane yungu yungugl kanigwa aposel wagle paimoglkrikwa, ana ye ende ikine pindre ka boglo kugl kaunsol wagle teingwa, 
ACT.5.23	“No pi kane yungu plaudi kamga yungu dra lok paimoglko te kimbirnem ama sugl mogl paingwa. No konbo dua prapra yauro ende yungugl pi kamga ana yomba ta yungugl moglkrikwa.” 
ACT.5.24	Ana God holi yungumo mina kimbirnem sutno moglkwa yagle ya te pris kande wagle ka dingwa i pirtre, ana ye kinano gundo aposel wagle sraglmere erimedi pirpogl sikrikwa.
ACT.5.25	Ana yomba ta undre yegl ditongwa, “Piryo, ene yomba sikane yungu endingwa ikra ye erme God holi yungumo togl sunakra andigl mogl yomba kamambuno dite meglkwa.” 
ACT.5.26	Yegl dungo, kimbirnem sugl moglkwa yagle ya kimbirmonem bogl akiye pindre, ana aposel wagle eresikre yoko auro ikine wingwa. Sraglpre, yomba kombuglo no sidinaglmedi pre kundugl gogltre yegl erikwa.
ACT.5.27	Kimbirnem eremogl aposel wagle auro yengo pris kande kra pogl tenambuka pre ana kaunsol meglmara nongagle endingo meglkwa. 
ACT.5.28	Pris kande yegl dungwa, “No ka giglendi dindre yagl i kangiye mina ene yomba ka beke tekraglmedi mane ditomgra. Ba ene ka i aimande dite paimeglko ana yomba prapra Jerusalem meglkwa i ene kanno pirkondingwa, te yagle sigeglkwa ikra ene kakimbi di no nangino dangina erikwa.”
ACT.5.29	Ana Pita ya aposel tau ka yegl di ikine endingwa, “No God kamo pinande eramga ba yomba kanno no ta pirkramga. 
ACT.5.30	Ene Yesus endi-prak mina sigeglkwa ba nono neno kowano Godno Yesus ikor endungwa. 
ACT.5.31	God eremogl ye yend mitna pi yene ongo wokra endungo, ye yagl kande mogl te yomba i-ikine endinambuka yagle moglkwa, i ye Israel yomba nomano yake tembi ana tandaglmeno koko ende tenambuka. 
ACT.5.32	Ana taragl orkwa i no kandre kamo diwai dimunga, te Holi Spirit ama yegl orkwa. Ana yomba God kamo pinande erikwa i God eremogl Holi Spirit ye mina tongwa.”
ACT.5.33	Kaunsol wagle Pita ka dungwa i pirtre ye deno kumbruko ana aposel wagle sigoramnedi pirkwa. 
ACT.5.34	Ba Parisi yagl ta moglkwa kangiye Gamaliel,
ACT.5.35	Ana yomba ende menda eingo ye yegl di kaunsol wagle tongwa, “Israel yagl wagle, ene yomba i taragl ta eretenamnedi erikwa i ene pirpogl sindre eriyo. 
ACT.5.36	Okuna yagl ta kangiye Tiudas, ye wu pene pindre yagl kande mole dungo ana yomba 400 mereyegl pi ye mina keglkwa. Ba ye sigeglko, yomba ye mina eingwa ikra teke wu perepere eingo ye kongunmo ikra akiye dundungwa. 
ACT.5.37	I mokomugl yagl ta kangiye Judas, ye Galili kamun nem. Ana kangino bogl kere erikwa engemo igle ye wu pene pindre gavman kunda bogl tenapre ana yomba di yungo ye epiglma erikwa. Ba ye ombugl sigeglko ana yombama ikra prapra teke wu perepere eingwa. 
ACT.5.38	Ana ipre erme na diteimbo ene piryo: Ene yomba wagle i kanwinge erimbi ye ende piyondo, te ye taragl ta eretekriyo. Ye ka di kongun eramnedi pirkwa i yomba pirmere erikwa panan i okuwo dundinambuka. 
ACT.5.39	Ba God prumere erimbi ana yomba i ene ta mane ditenaglkwa. Aglau eran ene God kunda ereteingwa mereyegl panambiwo.”
ACT.5.40	Ana kaunsol wagle Gamaliel dumere erikwa. Aposel wagle di yungugl ende uglmbo kumba sindre, ana Yesus kangiye mina yomba ka di tekraglmedi mane diteingo ana ye ende menda pi endingwa.
ACT.5.41	Ana ye kaunsol wagle kondo ende pindre ana gun pond yei God teingwa; sraglpre, God ye wedi prukwa pre ye Yesus kangiye mina kumba bogltre angai geglkwa. 
ACT.5.42	Te engenge God holi yungumo yungugl ya te yomba yungunomugl ye kamambuno wakai aimande dite beke tendre ana Yesus Mesaia moglme dingwa.
ACT.6.1	Enge tau endongo disaipel yomba ye nambano wu merkinde ongwa. Ana Juda yomba tau Grik ka dingwa yeingo te tau yene kanno Hibru mina dingwa, yene mina ka tengramo dingwa.
ACT.6.2	Yegl eriko aposel 12 wagle eremogl disaipel prapra dimakai sikondo ana yegl diteingwa, “No God kamo ditomga i kindekondo ana kaiya mokna ningadi yumbusi tenamga, i ta kuno erekrukwa. 
ACT.6.3	Ipre angrima wagle, ene enene mina yomba 7 pinde iyo, ye yomba mina embriyeno wakai ya nomano du-panan te Holi Spirit suna kausi morambuka yomba i keunde inaglkwa. Ana nono ditomun ye kongun i nemyagl mogltre eraglkwa. 
ACT.6.4	Ana no nono kamange akeningandi ere te yomba akeple dindre God kamo ditenamga.”
ACT.6.5	Ka yegl dingo yomba prapra pirkwa kuno orko ana ye yomba yegl pinde ingwa: Stiven, ye pirngimo gigle dungo te Holi Spirit ye mina mogl kau sungwa, te Pilip ya, Prokoras ya, Naikena ya, Timon ya, Pamenas, te Nikolas, ye Antiok kamun igle nem, kamambuno kiurikwa yomba ta moglkwa ba ye okuna eremogl Juda yomba mina ainungwa. 
ACT.6.6	Ana yomba pinde ingwa ikra ipi endingo aposel wagle gumanomugl epigl eremeglko ana ye kamange ere onguno bitno mina tembe yeingwa.
ACT.6.7	Ana God kamo wakai yake poriya dungwa. Yegl orko ana Jerusalem kamun disaipel nambano oglandi wu kande kaima ongwa. Te pris wagle merkinde nomano suwara yei pirngi dingwa.
ACT.6.8	God wakaimo ya yombuglomo Stiven nomanemo suna kau sungo ana ye kimagl ya diu pond kanekane yomba meglmara pukamugl orkwa. 
ACT.6.9	Ba yomba tau andigl nongasi Stiven teingwa. Yombamo i ye okuna nigl-kongun yoko erikwa dundungo makaino yungu suwara yongwa. Ye Sairini ya Aleksandria ya Silisia te Esia kamun nem meglkwa. Ana ye Stiven bogl tengramo dingwa. 
ACT.6.10	Ba Holi Spirit eremogl Stiven pirpogl singwa nomane tongo ana ye ka dungwa enge yomba ikra ka di ikine endinaglkwa ta manga.
ACT.6.11	Yegl orko ye yomba tau atnekra moni tendre ana Stiven pre yegl diyo dingwa, “Yaglmo i eremogl Moses ya God di kinde tawa yeitongo no punga!”
ACT.6.12	Ye ka dimara igle ana yoko yomba ya, ende okuna eingwa yomba wagle ya, te lo beke teingwa yomba deno kumbrukwa. Ana ye oglandi Stiven kane sindre ipi kaunsol makaisi meglmara eingwa. 
ACT.6.13	Yegl ertre, okuwo yomba tau kakimbi di Stiven nangiye danginaglmedi auro i-yengwa. Ana yomba i yegl dingwa, “Yagl i dangir dangir God holi yungumo ya te Moses lomo pre di kinde tawa yei wanmoglkwa”. 
ACT.6.14	Ye yegl dungo no punga, “Yesus Nasaret kamun nem, ye God holi yungumo sigurndi atne ende, te Moses okuna ka kindine no kowano awano tongo pangwa ikra ere ita endinambe dungwa.”
ACT.6.15	Ana yomba prapra amedi kaunsol wagle makai simara meglkwa i ongumutno giglendi kan Stiven moglmara ende ana kanigwa ye gumadra angelo ta gumadra mere pangwa.
ACT.7.1	Ana pris kande krapogl Stiven tongwa, “Ka i kaima dimo?”
ACT.7.2	Ana Stiven di ikine endungwa, “Nenma ya angrima wagle! Ene piryo! Nono kowano Abraham ye Haran kamun pikre ana Mesopotemia makan mogl pango ana ambuglange pogl-pagl dungo God, ye Abraham mina unongugl pindre ana yegl ditongwa, 
ACT.7.3	‘Ene dumo makan ya yombanma kindekondo ana na dumo makan ta ombuno ditenaglmara i ene endinatnga.’
ACT.7.4	“Abraham ka i pirtre ana Kaldia yomba makano kondo endpi Haran kamun moglkwa. Igle wan paimoglko ye nem goglko, ana God diendungo ye ende wu dumo makan nono erme keipai mounara igle keipai moglkwa. 
ACT.7.5	Ba makan i ye makanmo kaima erambedi God makan ta tekrukwa, ta manga, te gamba kembra kinde ta tekrukwa. Ba Abraham ya ye gawamo moraglkwa makan i inaglmedi God ka dipandigl ditongwa. Te God ka dipanduglkwa engemo i Abraham gak ta kugl yeikrukwa. 
ACT.7.6	God ombugl ka ta yegl ditongwa, ‘Ene gawanma wagle ye yomba yongugl mereyegl pi dumo bangeta ta moraglkwa, ye eresimbi te nigl-kongun yoko ere meglmbi buglayungu 400 erambuka. 
ACT.7.7	Te yomba ye nigl-kongun yoko eriyo dinaglkwa yomba i na kot erete yumbun tenaglka. Ana okuwo ye dumo igle ende menda undre, makan igle mogl ana na dembina karaugl ere naraglkwa.’
ACT.7.8	Ana Abraham God ye yombama erikwa i ombuno dinambuka pre nangino punduno boraglmedi kontrakmo di giglendi tongwa. Yeglpre, Abraham wam Aisak kugl yongwa ande enge 8 moglko ana nangiye punduno beglkwa. Okuwo Aisak ye Jekop nem moglkwa, ye ama yegl orkwa. Te Jekop wama 12 meglkwa, ye ama yegl orkwa, ana ye nono yungu ombuno 12 i mambuno meglkwa.
ACT.7.9	“Ana kowano wagle ikra angro okuwo Josep kiam site wanmogl, ana ye nigl-kongun yoko yomba Isip kamun morambedi pre topo bogl ingwa. Ba God eremogl Josep bogl moglko, 
ACT.7.10	ana ye yumbunmo kanekane i God akepledi tongwa te Josep endpi king Pero moglmara ongwa enge God eremogl Josep nomane wakai tongo ka dungwa pre Isip yomba kingno Pero ye kanwakai yei ana diendungo ye Isip kamun ya te king yungumo toglmo i-suwara ende gavana moglkwa.
ACT.7.11	“Okuwo Isip makan ya te Kena makan prapra kindan pond kinde yongo, ana yomba yumbun pond ingwa, te nono kowano ye ama kaiya mokna doko i-ninaglkwa tamanga. 
ACT.7.12	Enge igle Jekop prukwa. Isip makan kaiya mokna yome dingo ana ye wama nono kowano wagle diendungo komnaiye kana ende Isip eingwa. 
ACT.7.13	Ana okuwo aglke ende ikine Isip eingo, Josep yene pre na Josep mogliwo dinongugl ende angiglma wagle tongo ana king Pero eremogl Josep angiglma ikra pirkan orkwa. 
ACT.7.14	Yegl ere Josep nem Jekop ye yombama 75 prapra ende Isip kamun unaglmedi ka-singiye diendungwa. 
ACT.7.15	Jekop ende ime Isip makan pi wanmogl goglko te wama wagle nono kowano ama igle gogl kondingwa. 
ACT.7.16	Ye geglkwa yonobriye yend ikine Sikem kamun pindre maugl singwa. Dumo i Hamor nangiglma ye gitno pene, okuna Abraham moni tendre topo ormara.
ACT.7.17	“Ana God ka dipandigl Abraham tongwa ikra pai inambuka engemo mangigl orko nono yombano Isip makan mogl nagla eriko ana ye nambano wu pond kaima ongwa. 
ACT.7.18	Okuwo Isip yomba kingno kor ta plaudi moglkwa, ye Josep kongun orkwa mambunomo i ta pirkan erekrukwa. 
ACT.7.19	Ana ye nono yombano ya kowano awano bakaglte eresindre te nangro kuglambu piyasi mendakra endimbi pai goraglmedi pre ka giglendi dungwa.
ACT.7.20	“Enge igle Moses mam kugl yongwa, ye gak wakai kaima ta God ongumuglo mina moglkwa. Ana ye nem yungumugl igle ba suwota yei meglkwa. 
ACT.7.21	Ana Moses ipi menda endingwa enge king Pero ambuglo ye kan indre ye yene wam erambedi bakagl i-wan moglko yakungwa. 
ACT.7.22	Isip yomba sragl pirpogl singwa i prapra beke teingo ye pirtre ana ka giglendi dindre te kongun giglendi orkwa.
ACT.7.23	“Ana ye buglayungumo 40 orkwa enge ye angiglma wagle Israel yomba ye sraglmere meglkwa i ye kanagledi pre ongwa. 
ACT.7.24	Ye kango Isip yagl ta eremogl Israel yagl ta sikiglmau sungwa kandre, ana Moses angigle i kumbun ere-indre ana bagl te ikine ende Isip yagl i sigoglkwa. 
ACT.7.25	Moses nomanemo yegl pangwa i yene yombama pirpogl sinaglkwa, God eremogl Moses akeple dinan ana no kane mina imenda omiwodi piraglmedi prukwa, ba ye yegl ta pirkrikwa. 
ACT.7.26	Ana tangina Moses aglke pindre kangwa Israel yomba suwo kunda beurko ana ye di i-suwara endina-pre yegl ditongwa, ‘Yagl suwo, ene angigle angigle miurka ana sraglpre kunda beure?’
ACT.7.27	“Ba yagl ta kunda komnaiye ere angigle sikiglmau sungwa ikra ye eremogl Moses ake maglasi inde ende ka di ikine ende tongwa, ‘Ene yomba kande mo ka tange teingwa yomba mogl noratnedi ira kangin yondu? 
ACT.7.28	Enduwendi ene Isip yomba ta sigotnere ikra na sigora pre dino?’
ACT.7.29	Ana ye ka dungwa i Moses pirtre ana Isip dumo kondo teke ende Midian makan pindre yomba yongugl ta suna moglkwa. Ye igle mogltre ambu ta yungo wam suwo miurka.
ACT.7.30	“Ana buglayungu 40 dundungo, makan waule i Sainai kamun muglo magl yongwa, ana dumo igle endi kembra mina endi bauglo ormara suna igle angelo wu pene ongo Moses kangwa. 
ACT.7.31	Ana ye taragl i kan sipuglo dindre sragl orumda di kanagledi pre magl ongo, ana Yaglkande nungo embriye yegl dungo ye prukwa, 
ACT.7.32	‘Ene kowano awano Abraham ya Aisak ya te Jekop Godno i na moglka.’
ACT.7.33	“Ana Yaglkande yegl ditongwa, ‘Ene katn towo gugl endo, sraglpre, makan magl engre motnga i holi kaima yongwa. 
ACT.7.34	Na yombanma wagle Isip meglkwa i Isip yomba eremogl sikiglmau singo ye giugogl kandiglesi meglkwa i na kaninga. Ye kai kaglkane erikwa i na pirtre ye ere imenda endinagledi pre atne winga. Ipre ene andigl ende ya wo; na diendimbo ene ende ikine Isip enatnga.’
ACT.7.35	“Israel yomba ye Moses mokono tendre ka yegl diteingwa, ‘Ene yomba kande mo ka tange teingwa yomba moratnedi pre ira kangin yondu?’ Yombamo Moses ikra ye yagl kande moran te angelo ende bauglo mina wu pene ongwa ikra akeple dinan ana ye yombama Isip makan meglkwa i ere-inambedi pre God diendungwa. 
ACT.7.36	Ana Moses eremogl Israel yomba Isip kamun auro yend menda ongwa. Ye kimagl ya diu kanekane Isip kamun suna ertre ta mundi nigl Nigl Gogl mina ertre te makan waule buglayungu 40 wanmeglmara i tau ama orkwa.
ACT.7.37	“Yagle Moses yene ka yegl di Israel yomba tongwa, ‘God eremogl na diendungo wimere yegl propet ta diendinan ene meglmara unambuka. Ana yombamo i enene yombano ta.’
ACT.7.38	Moses ye ama Israel yomba makan waule makai simara suna moglkwa. Te ye nono kowano awano bogl akiye igle meglkwa. Te angelo, Sainai kamun muglo ka ditomara igle ye ama mogltre ana God kamo kor aimande pangwa i ye indre ana di nono norkwa.
ACT.7.39	“Ba Moses kamo nono kowano awano i pirakuro ana mokono teingwa. Ye ende ikine Isip kamun enamunedi pirkwa nomano mina kande pangwa. 
ACT.7.40	Ye yegl di Aron teingwa, ‘Ene god tau beke notn ana i no mina okuna yei noraglkwa. Sraglpre, Moses eremogl Isip makan no auro imenda ungwa ba ye ende aglokra ongwa i no pirpogl sikunga.’
ACT.7.41	Ana enge igle ye bulmakau kowo kuiya ta beke yei ana kombuglange gagl ere god kimbi i tendre ana onguno pagl taragl bekingwa ipre gunyei sikorkara yei meglkwa. 
ACT.7.42	Ipre God moko tendre kindekondo tongo ana ye kugl-kuri ya ande-ba dembino karaugl ere teingwa. I propet wagle Kamambuno pepa mina beglko pamere erikwa:
ACT.7.42	“‘Israel yomba! Ene
ACT.7.42	buglayungu 40 makan waule
ACT.7.42	wanmogltre, ana ene
ACT.7.42	bugla-kau ya sipsip sigogl
ACT.7.42	kombuglange gaglkwa ya te
ACT.7.42	ofa tau ama teingwa ikra na ta ere-narsiuno?
ACT.7.43	Ene godno kimbi Molak
ACT.7.43	selmo yungu kake
ACT.7.43	i-wanmogltre, te ene godno
ACT.7.43	kimbi Repan kugl-kurimo
ACT.7.43	i-waningwa. I ene dembiye
ACT.7.43	karaugl ere tena pre kuiyamo
ACT.7.43	bekingwa. Ipre na ene
ACT.7.43	diendimbo pi Babilon dumo akete ire moraglkwa.’
ACT.7.44	“Nono kowano awano ye bokis kontrak God kamo ikra bogl ana sel yungu keingwa makan waule i-wan meglkwa, enge igle kamambuno sel yungu keingwa i God yungumo, igle God kamo i-pene endingwa. Taragl erikwa i God yegl eriyo di Moses tongo ana ye taragl i kuiya kanumere ikra erikwa. 
ACT.7.45	Yegl ere eingo ana okuwo, nono kowano awano ye neno bogl sel yungu i-wan meglko ana Josua okuna yeitongo ye kake indre endpi yomba pere makano inapre eingwa. Ana God yombuglo bogl tongo, ye makan nem simenda ende makano ingwa. Ana sel yungu yei-pai ongo Devit engemo plau dungwa. 
ACT.7.46	God wakai ere Devit tongo ana Devit prukwa God akeple dinan ye yungu wakai ta kei Jekop Godmo tenagledi pre kamange ere God tongwa. 
ACT.7.47	Ba Solomon eremogl God yungu ikra keingwa.
ACT.7.48	“Ba God Yaglkande yomba onguno mina yungu keimara suna igle ta moglpai erekrukwa. I propet ka yegl dipandiglmara: 
ACT.7.49	‘Yaglkande yegl dungwa,
ACT.7.49	“‘Heven na siana king
ACT.7.49	yongo, te makan i na katna
ACT.7.49	engre moglka. Ene yungu
ACT.7.49	sraglmere kei naraglme? Te
ACT.7.49	na dumo aglokra mogl piragle?
ACT.7.50	Na onguna mina taragl i prapra ta ere yeikrisi-no?’
ACT.7.51	“Ene ekriye kinde beglkwa yomba! Ene nomano suna God kamo paikrukwa, te kinano gidungo God kamo pirkrikwa! Ene engenge Holi Spirit kamo sendingwa. I ene kowano awano erimere ene ama yegl erikwa. 
ACT.7.52	Okuna ene kowano awano wagle ye propet wagle eresi tekrisiuno? Te God kongunmo yomba du-yene ta unambuka pre ka kepmo yomba kamo dingwa ikra ama ye sigeglkwa. Ana erme ye yene ungo ene yaglkumba onguno mina yeingwa ana sigeglkwa. 
ACT.7.53	God lomo angelo wagle iyu ene ditengwa ba ene ka i sendingwa.”
ACT.7.54	Stiven kamo i kaunsol wagle pirtre ana ye deno pond kaima kumbruko, drano giugl kagl singino gikir erikwa. 
