GEN.1.1	Deusũ nai inũ mai dami wakĩ eska wakĩ taewanikiaki. 
PSA.37.18	Habũ kaneama pepai hiwekubaĩmisbu Deusũ hatu pe mekemiski.
PSA.37.18	Haska dayakĩ pepa akubaĩmisbu hatu heneshũbaina bitã hawẽ hiwepakenũbarikanikiki.
PSA.37.19	Bari betsatiã betsabũ bika tenei buniaibũ
PSA.37.19	tsuabũra Deus duawamisrã,
PSA.37.19	hawa dakeama inũ hatũ piti hayakubaĩshãkanikiki.
PSA.37.20	Huni txakabubu mawairã,
PSA.37.20	basi txushi ketikainai keskashãkanikiki.
PSA.37.20	Tsuãra Deus danaĩ haki sinatamisrã,
PSA.37.20	txi kuĩ hushumayabaini yamamis keskashãkanikiki.
PSA.37.21	Huni txakabũ tsuara ea akĩ hawẽ hawara biãyutanã,
PSA.37.21	hawa ana inãkĩ pakanũ, iwanã, shinaĩsmaki.
PSA.37.21	Hakia huni pepatunã, nuikĩ hawẽ hamapai yaushiama ha haya hatu inãmiski.
PSA.37.22	Tsuabura Deusũ pepawakĩ duawamisrã,
PSA.37.22	habũ mai hirabi ibu washãkanikiki.
PSA.37.22	Hakia habu Senhor Deusũ yupuarã, habu yamai keyushãkanikiki.
PSA.37.23	Senhor Deusũnã, haska betxipaiai keska hau ashunũbũ
PSA.37.23	hawẽ shinã pepa hunibu txibãmamiski.
PSA.37.24	Pepabiakĩ kaneaibu Deusũ hatu heneama
PSA.37.24	ana hatu merabewakĩ hawẽ txakabu buatã hatu mekekubaĩmiski.
PSA.37.25	Ẽ berunãtũ uini inũ natiã mestebukĩ ẽ uĩkubainairã,
PSA.37.25	huni pepabu Senhor Deusũ henebainai ẽ uĩsmaki.
PSA.37.25	Hanua hatũ bakeburi hawa ea iki daketapai mapuaibu ẽ hatu uĩsmahairaki.
PSA.37.26	Tsuara hatuwẽ dabanã ikĩ hawẽ hawara yaushiama shaba tibi hatu inãyumisrã,
PSA.37.26	haskawẽ taeshũ hawẽ bakebuwẽ Deusũ duawamiski.
PSA.37.27	Txakabu betsa betsapa henetã pepa besti akubaĩwẽ.
PSA.37.27	Tsuara haska hiweairã, hawẽ hiwea pepa ma hayaki, hanu ipashanairã.
PSA.37.28	Senhor Deusũnã, hamapai pepabu betxipaimiski.
PSA.37.28	Habu haki txiti ika txĩtuãbumarã,
PSA.37.28	hawa hatu heneismaki.
PSA.37.28	Hamẽ tsuabura txakabuburã,
PSA.37.28	hatu yamawakẽ hatũ bababuri hayama washãkanikiki.
PSA.37.29	Ha inũ, huni pepaburã, mai hirabi ibuwatã
PSA.37.29	hanu hiwepakeshãkanikiki, niti ikamarã.
PSA.37.30	Ha inũ, huni pepabu hãtxairã, hãtxa unanepawẽ imisbuki.
PSA.37.30	Ha dikabi yunuti hãtxa kushipawẽ parananãma pe besti hãtxamiski.
PSA.37.31	Ha huni hãtxai haskamisburã,
PSA.37.31	hawẽ meketi Deusũ yusiã hawẽ huĩti merã haya mapuabuwẽ taea
PSA.37.31	kanei hawa txakabuisbumaki.
PSA.37.32	Huni pepa hawara haya huni txakabũ uĩkĩ
PSA.37.32	haki sinatakĩ detekatsis ikĩ shinãbiaya
PSA.37.33	Senhor Deusũ hawenabu hatu pe mekeawẽ taea
PSA.37.33	haska huni txakabubũ hatukiri shinã txakabiaibũ hatu nemashũmiski.
PSA.37.33	Ha dikabi tsuabũra hatu metukĩ unãti wabiaibũ
PSA.37.33	hawa txakabu habukiri hayama ishãkanikiki.
PSA.37.34	Tsuãra Deusũ yunuti nĩkakĩ mã ashuĩ haki txiti ikarã,
PSA.37.34	hatũ matu duawakĩ na mai matu ibu wamakẽ
PSA.37.34	hawa keyuama mã hanu hiwepakeshanaii.
PSA.37.34	Hanua ha txakabui hiwekubainaibu Deusũ hatu kupikĩ yamawai
PSA.37.34	ibubis mã uĩshanaii.
PSA.37.35	Huni txakabu ẽ uĩmisrã,
PSA.37.35	hamapai unã keyuaikiri kẽkĩ hatu benimawabiamis
PSA.37.35	hi yumei datã hawẽrua besti keskabuki.
PSA.37.36	Uatiã ni pea ẽ uĩtanima habianuri ana kawãkĩ ẽ uiã
PSA.37.36	ana ha hi haki nukukĩ ẽ betxiamaki.
PSA.37.37	Huni hakiri txakabu yuikĩ metuisbumarã,
PSA.37.37	haskakiri uĩkĩ shinãkãwẽ.
PSA.37.37	Ha huni peparã, unanuma hiwenũbarikiki.
PSA.37.38	Hakia huni sinatapaburã, hatũ hiwea yamai keyushãkanikiki.
PSA.37.38	Ha huni txakaburã, hatũ hiwea ikibi ikarã, keyui yamashãkanikiki.
PSA.37.39	Tsuara huni pepabu habũ merabe huirã,
PSA.37.39	Senhor Deus anua humiski.
PSA.37.39	Senhor Deusũnã, hatu arukĩ kebeãki,
PSA.37.39	hawara bika teneaibu mekekinã.
PSA.37.40	Tsuabura pepabũ hanira irukatsi benaiburã,
PSA.37.40	Senhor Deusũ hatu merabewakĩ pashawamiski,
PSA.37.40	txakabubube husia hiwebiakẽ hatu kaĩmabaĩkinã.
PSA.40.1	Ẽ bika teneairã, Senhor Deusũ shinã ẽ manamiski.
PSA.40.1	Ẽ kashayabi yukai Senhor Deus parabeketã ea nĩkatã
PSA.40.2	kini atimapa anua ea piskumakĩ
PSA.40.2	iã seuku anu ẽ hikikainai ea neshemiski.
PSA.40.2	Ẽ hanu paiai anu daish iki ẽ tĩ iyamanũ
PSA.40.2	mishkiki paimakĩ ea mestẽwãmiski.
PSA.40.3	Nukũ mekenika Deus kẽwaĩ ẽ kãtaya
PSA.40.3	ea ana benimahairawakĩ ẽ huiwẽ kãtati bena ea imaimaki.
PSA.40.3	Ẽ haskai dasibitũ ea uĩkĩ nĩkai
PSA.40.3	benimai shinã txãkãkĩ itxapabũ Deus shinaĩ haki txiti ikĩ ikũwaĩmabuki.
PSA.40.4	Tsuara nĩkaisma hãtxa binumanikabe niama inũ
PSA.40.4	habũ kẽwãti betsa kẽwaĩ txanitxakaibu anu kaisma
PSA.40.4	habu Senhor Deus ikũwaĩ txiti imisburã,
PSA.40.4	shinã txãkaĩ benimakubaĩmisbuki.
PSA.40.5	Ẽ shanẽ ibu Senhor Deusuũ,
PSA.40.5	dami betsa betsapa hawẽrua itxapa mĩ anirã,
PSA.40.5	nukuwẽ nuikĩ duawakĩ mĩ nuku ashũmiski.
PSA.40.5	Tsuã mia binua mia keska betsa hayamaki!
PSA.40.5	Mĩ pepakiri ẽ txanikauani hãtxatirubia
PSA.40.5	haska washũ ẽ hati hatu yui keyutirumaki.
PSA.40.6	Hau nukũ txakabu mĩ nuku buashũshanũ inabu menuti mĩ manamaki.
PSA.40.6	Hawara inãkuĩ menuti tibi nũ mia ashũmis inũ
PSA.40.6	shekiwã tibi inãkuĩkĩ mĩ hiwe anu nũ bemis
PSA.40.6	haska dabewẽ mawaira mĩ hawẽ benimaismaki.
PSA.40.6	Hamẽ haska binumakinã, mĩ hãtxa nĩkakubaĩkĩ
PSA.40.6	haska mĩ yununi txibãkĩ ẽ mia meneshũtiru
PSA.40.6	mĩ ea shabakabi nĩkamakĩ yusĩmiski.
PSA.40.7	Haskawẽ taeshũ mia hãtxa wakĩ:
PSA.40.7	“Ẽ nenuki”, ẽ mia waii,
PSA.40.7	haska una sebiki ekiri kenenibu keska wakinã.
PSA.40.8	Ẽ shanẽ ibu Deusuũ, eã mia benimawakinã,
PSA.40.8	haska shinãkĩ mĩ betxipaiaiwẽ ẽ mia ashũkatsis ikaii.
PSA.40.8	Mĩ hatu yusinirã, ẽ huĩti merã ẽ haya niaki!
PSA.40.9	Minabu mirimabu bebũshũ haska hamapai pewakĩ mĩ kaneisma
PSA.40.9	shabakabi ẽ hatu unãmamiski.
PSA.40.9	Mikiri hãtxai ẽ hawa pes nismaki.
PSA.40.9	Ẽ haskamisrã, Senhor Deusuũ, mĩ unãhairaii.
PSA.40.10	Haska mĩ yunuti kushipa kanetima mĩ pe unãmiswẽ taea ẽ hawa yuiama ismaki.
PSA.40.10	Mĩ ea henekĩ putaisma inũ mĩ mekenã pepa piskumanikakiri ẽ txanikũkainaii.
PSA.40.10	Minabu itxapa bebunua hãtxai haska mĩ nuikipa inũ,
PSA.40.10	hãtxa kayabi besti mĩ yuimis
PSA.40.10	shabakabi hawa huneama ẽ hatu yuipakeaii, hawa heneamarã.
PSA.40.11	Senhor Deusuũ, ea betxipaiama ikama ewẽ nuikũkaĩwẽ.
PSA.40.11	Mĩ nuikipawẽ inũ mĩ shinã kayabi mĩ betsa waismawẽ
PSA.40.11	hawa heneama ea mekekubaĩwẽ.
PSA.40.12	Enabũ ea hawẽtsaĩs txakabu betsa betsapa wamisbu
PSA.40.12	hati tanatã ẽ mia yui keyutirumaki.
PSA.40.12	Ibubis ẽ txakabu betsa betsapatũ ea kebẽbauna
PSA.40.12	haskatã ẽ ana pe uĩtirumaki.
PSA.40.12	Ẽ txakabu mirimatunã, ẽ bu itxapa binuaki.
PSA.40.12	Haskawẽ taea ẽ benima pae ẽ benua ẽ ana hayamaki.
PSA.40.13	Senhor Deusuũ, menã ea uĩbirã ea putamariwe.
PSA.40.13	Senhor Deusuũ, hawairakirã ea uĩtã ea merabewariwe.
PSA.40.14	Tsuãra ẽ hiwea habũ ea yamawakatsis ikaibu
PSA.40.14	hau habuĩ hatuki kasheabu hau dakekubainũbũwẽ.
PSA.40.14	Habũ ea itxakawakatsis ikaibu dakeyabi hau pashakubainũbũwẽ.
PSA.40.15	Habu eki kasheaibu dakei hau pashariakubainũbũwẽ.
PSA.40.16	Hakia tsuabũra mia benakubainaiburã,
PSA.40.16	hatũ benima pae hau bikubainũbũwẽ.
PSA.40.16	Mĩ meketi piskuti bitã yuikinã:
PSA.40.16	“Nukũ Senhor Deus kushipa binuhairaki!” iki
PSA.40.16	hau mikiri hãtxai heneyamakubainũbũwẽ.
PSA.40.17	Hamẽ ẽ nuitapai bika betsa betsapa tenebiaya
PSA.40.17	Senhor Deusuũ, ea hakimayamashãwẽ.
PSA.40.17	Senhor Deusuũ, miã besti mĩ ea merabewamiski.
PSA.40.17	Hatishuĩra ana ea manamama hamapai tibi ẽ tea ea hawaira tashnimariwe.
PSA.42.1	Ni txashũ ũpash manui hene benai kamis keskai
PSA.42.1	Senhor Deusuũ, haska keskariakĩ ẽ mia benakubainaii.
PSA.42.2	Deusũ ea hiwea inãmis putakatsi ikama
PSA.42.2	ũpash manuai keskai ẽ habe nikũkainaii.
PSA.42.2	Hatiã ana txĩtũkirã Deus bebũ ẽ nishanai?
PSA.42.3	Bariri inũ meshu merã kashai ẽ beũ hene habamisrã, harã, ẽ pitiki.
PSA.42.3	Ẽ haskaitianã, bari tibi hawẽtsaĩs habũ ea bika wakĩ yukamisbuki:
PSA.42.3	“Hanimẽ, mĩ mekenika Deusrã?” akinã.
PSA.42.4	Ea haska tibi yuikĩ ea shinãmabu eã dasibi ẽ hawẽ bika teneai ẽ huĩti ẽ mia bepẽshũmiski.
PSA.42.4	Mĩ tari hiwe anu enabu ẽ hatu iyuaya
PSA.42.4	habũ ekiri shinãkĩ benimakĩ hatũ huĩti hirabiwẽ
PSA.42.4	haska mia kẽwãkubaini nũ haskanirã, ẽ shinaiĩ.
PSA.42.4	Mikiri besi pepa ẽ hakimamaki!
PSA.42.5	Deus ikũwaĩ haki txiti itã
PSA.42.5	hawa heneama Senhor Deus ẽ mekenã kẽwãkĩ ẽ akubainaii.
PSA.42.5	Ana punu nukai ẽ hawa beshteketirumaki.
PSA.42.5	Haskawẽ taea ẽ hamapai tibiwẽ ẽ ana nuiamaki.
PSA.42.5	Habia bestihaira ẽ Deus inũ ẽ mekenikaki!
PSA.42.6	Ikis ẽ punu nuka shinã txãkãmahairaki.
PSA.42.6	Haska Hene Jordão anu ẽ mibe nikũkaini inũ,
PSA.42.6	Mati Hermom inũ Mati Mizar anua ẽ haskakũkaini
PSA.42.6	hakimama ẽ mikiri shinãhairaii.
PSA.42.7	Bika betsa betsapa mĩ ea tenemaii.
PSA.42.7	Manaũria sai iki hawẽ hui mawa tsakatã tashniai keska
PSA.42.7	mĩ hãtxa eki nukuai nĩkai ẽ nuitapakũkainaii.
PSA.42.7	Henewã shubi kũyã ikai keska mekĩ ẽ teneaii.
PSA.42.7	Hene tukash iki buspu tsaubiranai keska
PSA.42.7	bika betsa betsapa ẽ tenekubainaii.
PSA.42.8	Haska Deus ewẽ nuikĩ ea betxipaiai bariri ea uĩmaya
PSA.42.8	meshu merã kãtashũkĩ heneama ẽ hiwea mekenika ẽ Deus ẽ yukakubainaii.
PSA.42.9	Deusũ ea mekekĩ eki sinataibu ea nemashũmis yuikĩ:
PSA.42.9	“Haskakĩ ana ea shinãma mĩ ea henebainamẽ?
PSA.42.9	Eki sinataibũ ea bika tenemaibũ
PSA.42.9	haskai punu nuka ẽ nikũkainai?
PSA.42.9	Mĩ haskai ekiri hakimamẽ, ana ea shinãmarã?
PSA.42.10	Habu eki sinataibũ ea itxakahairawabu
PSA.42.10	tenei ẽ shau dikabis ea isĩ tenemakĩ
PSA.42.10	hora tibi habu eki sinataibũ hawẽtsaĩs ea bikawakĩ yukamisbuki:
PSA.42.10	‘Hanimẽ, mĩ mekenika Deusrã?’ ” akinã.
PSA.42.11	Deus ikũwaĩ haki txiti itã
PSA.42.11	hawa heneama Senhor Deus ẽ mekenã ẽ kẽwãkubainaii.
PSA.42.11	Ana punu nukatã ẽ hawa beshteketirumaki.
PSA.42.11	Haskai ẽ hamapai tibiwẽ ẽ ana nuiamaki.
PSA.42.11	Ha bestihaira ẽ Deus inũ ẽ mekenikaki!
PSA.43.1	Ẽ shanẽ ibu Deusuũ, mĩ yunuti kushipawẽ ea unãtihaira wawe.
PSA.43.1	Ma mĩ ea unã ẽ minakẽ ha habũ mia ikũwãbuma ea nemashũkĩ ea merabewawe.
PSA.43.1	Huni txakabu txanitxakaibu anua ea pashawariwe!
PSA.43.2	Mĩ ẽ Deusũ ea kebẽkĩ ea mekebia
PSA.43.2	haskakĩ ea danãkĩ putatã mĩ txai niamẽ?
PSA.43.2	Habu eki sinataibũ ea itxakawakĩ bika tenemaibũ
PSA.43.2	haskai nuitapai ẽ punu nuka nikũkainai?
PSA.43.3	Mĩ mati meribi mĩ hanu yubakani hari mĩ hiwea anuri ea iyukĩ
PSA.43.3	mĩ bai shabakabi txasha wakĩ mĩ txanima hãtxawẽ ea uĩmawe,
PSA.43.3	hau hatũ mĩ bai ea yusĩkĩ tapĩmanunã.
PSA.43.4	Senhor Deusuũ, mĩ ea yunua kai hanushũ mia kẽwãmisbu anu ẽ hikishanaii.
PSA.43.4	Harishũ harpa mawaibũ benimakĩ ẽ mia kẽwãshanaii.
PSA.43.4	Ẽ Deusuũ, miã besti ẽ hiwea benimawakĩ mĩ ea shinã txãkãwãmiski.
PSA.43.5	Deus ikũwaĩ haki txiti itã
PSA.43.5	hawa heneama Senhor Deus ẽ mekenã ẽ kẽwãkubainaii.
PSA.43.5	Ana punu nukatã ẽ hawa beshteketirumaki.
PSA.43.5	Haskai ẽ hamapai tibiwẽ ẽ ana nuiamaki.
PSA.43.5	Ha bestihaira ẽ Deus inũ ẽ mekenikaki!
PSA.46.1	Hawara bikahaira nũ teneai nukũ Deusũ nuku merabewamiski.
PSA.46.1	Nuku keshekĩ nuku arua tsuã nuku metiruma
PSA.46.1	Deus nukũ kushipahairaki.
PSA.46.2	Patxa sakukĩ mai txurũwãkĩ
PSA.46.2	ha mati tibi tsekebaĩ ianẽwã nuahaira merã pukui keyubiaya
PSA.46.2	nũ hawẽ taea nũ hawa dateama ishanaii.
PSA.46.3	Ianẽwã shubi buspu tsaubirani hawẽ hui kaĩ meseai nĩkabiai
PSA.46.3	nũ hawa dateama ishanaii.
PSA.46.3	Mai mati matipa sinatai patxa sakui saki saki iki mesehairabiaya
PSA.46.3	nũ hawa dateama ishanaii.
PSA.46.4	Hene ewapa teshesha daberã, haburã, Deusũ mae hawẽ benimakanikiki.
PSA.46.4	Deus dasibi binuatũ mae meribi txakabumahaira hawẽ benimaikiki.
PSA.46.5	Ha mae merã Deus hiweshũ hatu tsuma keyuaki.
PSA.46.5	Shaba betsa tashniai tibi Deusũ merabewakubainikiki.
PSA.46.6	Deusũ hawẽ hãtxa nawa tibi hatu nĩkamaitiã
PSA.46.6	datei saki saki iki hatũ hui dẽke ishãkanikiki.
PSA.46.6	Mai yamakainaya shanẽ ibu tibitũ hatũ kushipa benushãkanikiki.
PSA.46.7	Ha nukũ Senhor Deus dasibi kushipa binu keyua na habia nukubeki.
PSA.46.7	Jacó Deusũnã, nuku keshekĩ nuku arua tsuã nuku metirumaki!
PSA.46.8	Senhor Deusũ hawẽ kushipawẽ na mai anushũ nawabu hatu dateakeakeimarã,
PSA.46.8	neri beshũ uĩ bekãwẽ.
PSA.46.9	Mai kesuakea anua hatube detenamekĩ
PSA.46.9	hatũ pia tekekĩ hatũ hashi teke keyukĩ
PSA.46.9	hanushũ hatũ detenameti cavalo tarãmabaĩti
PSA.46.9	ana tsuabe detenametirubuma wakĩ hawẽ henekĩ txiwẽ hatu menũ keyuimaki.
PSA.46.10	“Ea kẽwãkĩ ea unãti wakãwẽ!”
PSA.46.10	Earã, ẽ Senhor Deuski!
PSA.46.10	Hiwebaunabu mamaki ẽ ea hiweaki!
PSA.46.10	Mai hirabi mamaki ẽ niaki!
PSA.46.11	Ha nukũ Senhor Deus dasibi kushipa binu keyua na habia nukubeki.
PSA.46.11	Jacó Deusũnã, nuku keshekĩ nuku arua tsuã nuku metirumaki!
PSA.51.1	Senhor Deusuũ, mĩ nui paewẽ ewẽ dabanã iwe.
PSA.51.1	Mĩ ewẽ nuimiswẽ taeshũ ẽ txakabu ea tere ashũwẽ.
PSA.51.2	Ibubis ẽ txakabumis ea txukashũwẽ!
PSA.51.2	Eã ẽ kanemis ea tere ashũwẽ!
PSA.51.3	Mĩ yusiã kanei ẽ patapamis txanima ibubis ẽ ma unaiĩ.
PSA.51.3	Haskatã ẽ shinã uke merã ẽ txakabu ibubis ẽ tere atirumaki.
PSA.51.4	Hawara txakabu mĩ nemani ha meai mĩ kupiti wani
PSA.51.4	eã ha mei mikiri besti ẽ txakabumiski.
PSA.51.4	Haskawẽ taea kupikĩ mĩ unãti wamisrã, mĩ kaneismahairaki.
PSA.51.4	Mĩ kupiti tsuã binutirumahairaki.
PSA.51.5	Txanima ẽ kaĩ bena ẽ txakabu iki taeniki.
PSA.51.5	Ẽ txakaburã, ẽ kaĩriama ẽ ibu anua ẽ hayaniki.
PSA.51.6	Txanima huĩti pepa kayatapia hayabu mĩ hatu betxipaiaii.
PSA.51.6	Mĩ unanepa uke meranua mĩ ea inãmiski, shabakabi ea tapĩmakinã.
PSA.51.7	Ẽ txakabu mĩ ea txuka ẽ ana txakabu hayama ishanaii.
PSA.51.7	Ẽ txakabu ea txukakĩ mĩ ea shũpĩ wanã,
PSA.51.7	ha matsi tãki hushupamis ẽ binushanaii, hawa ana txakabu hayamairã.
PSA.51.8	Ẽ shau mĩ ea teke teke abiaima
PSA.51.8	ana benima bena ea inãkĩ
PSA.51.8	ea shinã txãkãwãkubaĩwẽ.
PSA.51.9	Ẽ txakabu atimapa tibi mia bebũ tashnia mĩ uiainã,
PSA.51.9	ea tere ashũtã ana haska shinãkĩ uĩyamawe.
PSA.51.10	Ẽ Deusuũ, ana ẽ huĩti bena shũpĩ ea wakĩ
PSA.51.10	ẽ yushĩ bena wakĩ ana ea txĩtũtimawawe.
PSA.51.11	Ẽ mibe nia ea pashkayamawe.
PSA.51.11	Mĩ Yushĩ Pepa ea meranua ea mebĩyamawe.
PSA.51.12	Ẽ benubiaya mĩ ea merabewakĩ piskumani keska
PSA.51.12	ana shinã bena inãkĩ ea shinã txãkãwãwẽ.
PSA.51.12	Mĩ yushĩ itxakanikamawẽ ea tsumawe, ẽ haskariakũkainunã.
PSA.51.13	Mĩ ea haska waya ha mĩ ea yusiaĩwẽ mia nĩkaisbuma huni txakabubu
PSA.51.13	hau mia anu benũbũ mĩ bai pepakiri ẽ hatu yusĩshanaii.
PSA.51.14	Ẽ Deusuũ, ẽ Deusuũ, ẽ txakabu mĩ ea piskumamiski.
PSA.51.14	Huni betsa ẽ hune tenaĩmarã, haska keska ẽ ana ayamanũ ea nemawe.
PSA.51.14	Mĩ haska nemakubaĩkĩ hawa kaneismawẽ taea
PSA.51.14	mĩ pepakiri kãtai ẽ txanikũkaĩshanaii.
PSA.51.15	Senhor Deusuũ, ẽ hui ea bepẽwẽ.
PSA.51.15	Mĩ ea haska waya kãtakĩ ẽ mia kẽwãkubaĩshanaii.
PSA.51.16	Ẽ inãkuĩ tibi inũ inabu tibi ẽ mia menu keyushũkĩ
PSA.51.16	ẽ mia hawẽ benimawakatsi ikĩ ẽ mia inãbia mĩ betxipaiamabiakẽ
PSA.51.16	ẽ mia haska washũkatsi ikamaki.
PSA.51.17	Ha inãkuĩti tibi mĩ betxipaiairã,
PSA.51.17	ẽ yushĩ mĩ ea meshteima ẽ bika tenebiai
PSA.51.17	has shinãma ẽ huĩti betsa watã txakabu mĩ ma ea pewaima
PSA.51.17	ea uĩkĩ mĩ ea betxipaiaii.
PSA.51.18	Mĩ shinã pepawẽ Sião merabewakĩ pewawe,
PSA.51.18	ana hawẽ kenekauana benibaũkĩ hau Jerusalém ana kene bena wanũbunã.
PSA.51.19	Hanushũ inãkuĩ tibi inũ inabu menuti tibi haska mĩ betxipaiai
PSA.51.19	mia ashuaĩbu hawẽ benimawakĩ mĩ bikubaĩshanaii.
PSA.51.19	Mia kẽwãti txi tapu anushũ ina awa bakebu mia menushũshãkanikiki, mia benimawakinã.
PSA.63.1	Ẽ Deusuũ, mĩ ẽ Deuski!
PSA.63.1	Mia ũpash manuai keska wakĩ
PSA.63.1	miki nukunũ ika ẽ mia bena txakayamaii.
PSA.63.1	Ha mai metu ũpash hayama anua nia keskashũ
PSA.63.1	ũpash manutxakayamai keskakĩ ẽ hiwea hirabiwẽ mia betxipaikĩ
PSA.63.1	ẽ mia benakubainaii.
PSA.63.2	Mĩ tari hiwe meribi meranua ẽ mia uĩkatsis ikaii,
PSA.63.2	mĩ kushipa inũ mĩ hawẽrua uĩ shinã txãkainã.
PSA.63.3	Mĩ nuikiparã, mĩ nuku hiwea inãni keskama binuaki.
PSA.63.3	Haskawẽ taeshũ ẽ huiwẽ ẽ mia kẽwãkubainaii.
PSA.63.4	Hiweyukũkaĩkĩ ẽ mia duawakubainaii.
PSA.63.4	Mikiri ẽ mekẽ meshã ẽ mibe hãtxakũkainaii.
PSA.63.5	Piti itxapa hawẽrua watã pi benimai shinã txãkaĩ
PSA.63.5	pepemisbu keskakĩ ẽ huiwẽ benimakĩ ẽ mia kẽwãkubainaii.
PSA.63.6	Meshu merã inatã ushakĩ mia shinãkubaini ẽ ushamiski.
PSA.63.7	Mĩ ẽ merabenãtũ ea merabewa benimai mĩ pũyãwẽ mĩ ea yabukĩ akawa ẽ shinã txãkãmiski.
PSA.63.8	Ẽ hiwea hirabirã, ẽ miki dasiaki.
PSA.63.8	Mĩ ea haska wawẽ taeshũ mĩ mekẽ yusiuriawẽ ea tsuma
PSA.63.8	mestẽwãtã mĩ ea putaismaki.
PSA.63.9	Tsuabũra ea detekatsis ikĩ benaiburã, habu mawa
PSA.63.9	hatu maiwaburã, hatũ kupitirã, mai uke merãhaira bumisbuki.
PSA.63.10	Matxatu kenu txaipawẽ hatu tenãbu
PSA.63.10	kamã inawã pikĩ hatu yamawakubaĩmiski.
PSA.63.11	Ẽ shanẽ ibuhairarã, ẽ Deus shinaĩ ẽ benimakũkaĩmiski.
PSA.63.11	Tsuabũra Deusũ kena datã aki
PSA.63.11	hakiri kãtakĩ kẽwãkubaĩmisbuki.
PSA.63.11	Hakia tsuabura hãtxai txanitxakaiburã,
PSA.63.11	hatũ kesha Deusũ hatu bepumiski.
PSA.65.1	Deus mae Sião mekeatuũ,
PSA.65.1	mĩ pepahairawẽ taeshũ mia kẽwãmisbuki.
PSA.65.1	Haska uĩkĩ mĩ betxipaiai mia yubatã
PSA.65.1	menenũ, iwanã, mia ashũkubaĩmisbuki.
PSA.65.2	Mai hirabi anu hiwebaunabũ mibe hãtxanũ ika bekanikiki.
PSA.65.2	Mibe hãtxakĩ mia yukaibu hatũ hãtxa nĩkakubaĩwẽ.
PSA.65.3	Nukũ txakabu tibitũ nuku tsumashũ bika tenemabiaya
PSA.65.3	miã ha txakabu betxipaiama nuku buashũkĩ mĩ ana shinaĩsmaki.
PSA.65.4	Haratura yura mĩ hiwe meribi anu mia dapi hiwemakĩ
PSA.65.4	katushũ mĩ iyua benimakũkaĩmiski.
PSA.65.4	Betsa betsapa pehairawẽ mĩ hatu duawarã,
PSA.65.4	mĩ hiwe meribi anua nũ pe hiwekatsis ikaii.
PSA.65.5	Mĩ nukũ mekenika Deusũnã,
PSA.65.5	pepa yunukĩ txakabu nemanishũ hawẽ mĩ kushipahaira nuku uĩmakĩ
PSA.65.5	e imakĩ mĩ nuku shabakabi hawẽ manakukubainaii.
PSA.65.5	Mai hirabi kesukauana anu inũ ianẽwã anu txaihaira hiweabũ
PSA.65.5	mia ikũwaĩ miki txiti ikabuki.
PSA.65.6	Mĩ kushipa paewẽ mati matipa
PSA.65.6	mĩ hatu tsuma pewakĩ mestẽwãmiski.
PSA.65.7	Ianẽwã betxuruni buspu tsaubirã
PSA.65.7	kũyã ikai nesewakĩ mĩ pes wamiski.
PSA.65.7	Yurabu hatũ mae anua itimaskaibu
PSA.65.7	nemakĩ mĩ hatu pes wariamiski.
PSA.65.8	Bari huaikiria inũ bari kaikiri txaihaira ha maiwẽ hiwebaunabu
PSA.65.8	mĩ e imati kushipahaira uĩ saki saki imisbuki.
PSA.65.8	Miwẽ benimai hiwebaunabu sai sai iriamisbuki.
PSA.65.9	Miã besti mai hirabi mekeshũ ui imakĩ dasibi mĩ benemamiski.
PSA.65.9	Miã hene bai tapia tibi txara txara imakĩ nashimakĩ
PSA.65.9	shekiwã trigo mĩ benemamiski.
PSA.65.9	Haska wakĩ yunu bai wabu tibi mĩ hatu pewashũmiski.
PSA.65.10	Miã mai pewakĩ uiwẽ mĩ babuwa dayakĩ
PSA.65.10	tsispubaĩkĩ ukebukũ mãtxĩbainabu
PSA.65.10	namakis ha bai tapiãwẽ hau kanũ ui itxapa mĩ habamamiski.
PSA.65.10	Haska wakĩ mibãbu mĩ hatu duawashũmiski, yunu itxapa hatu inãkinã.
PSA.65.11	Mĩ nai kuĩ itxapawẽ hatu duawakĩ
PSA.65.11	hawa yaushiama mĩ inãshinawẽ taea
PSA.65.11	ha yunu tsekati baritiã biaibu mirima mĩ hatu duawamiski.
PSA.65.12	Hanu tsua hiweabumanu basi benemakĩ duawakĩ mĩ nãke datãmiski.
PSA.65.12	Ha mati tenãmã yuinakapã mewe piti hayawakĩ
PSA.65.12	mĩ beyusti tari sawema keska wamiski.
PSA.65.13	Pãpa anu ma basĩ keyubia anu hanu txashuwanẽ pi itxamisbuki.
PSA.65.13	Napaku anu shekiwã tibi benei batxi pepa sawemisbu keskaki.
PSA.65.13	Haskawẽ taea dasibibu kãtai benimai sai sai imisbuki.
PSA.67.1	Deusuũ, nukuwẽ nuikĩ nuku pepawawe.
PSA.67.1	Mĩ uĩ pewaiwẽ nuku duawakubaĩwẽ,
PSA.67.2	hau mai hirabi anu hiwebaunabũ haska shinãkĩ mĩ betxipaiai inũ
PSA.67.2	mĩ mekenã ewapa hau mia unã keyunũbunã.
PSA.67.3	Deusuũ, mae tibi anushũ hau mia kẽwanũbũwẽ.
PSA.67.3	Mai hirabi anushũri hau mia kẽwãriabaunũbũwẽ!
PSA.67.4	Mai hirabi nawa shukuabu tibi anu hatu shanẽ ibushũkĩ
