MAT.1.1	ibrāhīmaḥ santānō dāyūd tasya santānō yīśukhrīṣṭastasya pūrvvapuruṣavaṁśaśrēṇī|
ACT.21.37	paulasya durgānayanasamayē sa tasmai sahasrasēnāpatayē kathitavān, bhavataḥ purastāt kathāṁ kathayituṁ kim anumanyatē? sa tamapr̥cchat tvaṁ kiṁ yūnānīyāṁ bhāṣāṁ jānāsi?
ACT.21.38	yō misarīyō janaḥ pūrvvaṁ virōdhaṁ kr̥tvā catvāri sahasrāṇi ghātakān saṅginaḥ kr̥tvā vipinaṁ gatavān tvaṁ kiṁ saēva na bhavasi?
ACT.21.39	tadā paulō'kathayat ahaṁ kilikiyādēśasya tārṣanagarīyō yihūdīyō, nāhaṁ sāmānyanagarīyō mānavaḥ; ataēva vinayē'haṁ lākānāṁ samakṣaṁ kathāṁ kathayituṁ māmanujānīṣva|
ACT.21.40	tēnānujñātaḥ paulaḥ sōpānōpari tiṣṭhan hastēnēṅgitaṁ kr̥tavān, tasmāt sarvvē susthirā abhavan| tadā paula ibrīyabhāṣayā kathayitum ārabhata,
ACT.22.1	hē pitr̥gaṇā hē bhrātr̥gaṇāḥ, idānīṁ mama nivēdanē samavadhatta|
ACT.22.2	tadā sa ibrīyabhāṣayā kathāṁ kathayatīti śrutvā sarvvē lōkā atīva niḥśabdā santō'tiṣṭhan|
ACT.22.3	paścāt sō'kathayad ahaṁ yihūdīya iti niścayaḥ kilikiyādēśasya tārṣanagaraṁ mama janmabhūmiḥ,ētannagarīyasya gamilīyēlanāmnō'dhyāpakasya śiṣyō bhūtvā pūrvvapuruṣāṇāṁ vidhivyavasthānusārēṇa sampūrṇarūpēṇa śikṣitō'bhavam idānīntanā yūyaṁ yādr̥śā bhavatha tādr̥śō'hamapīśvarasēvāyām udyōgī jātaḥ|
ACT.22.4	matamētad dviṣṭvā tadgrāhinārīpuruṣān kārāyāṁ baddhvā tēṣāṁ prāṇanāśaparyyantāṁ vipakṣatām akaravam|
ACT.22.5	mahāyājakaḥ sabhāsadaḥ prācīnalōkāśca mamaitasyāḥ kathāyāḥ pramāṇaṁ dātuṁ śaknuvanti, yasmāt tēṣāṁ samīpād dammēṣakanagaranivāsibhrātr̥gaṇārtham ājñāpatrāṇi gr̥hītvā yē tatra sthitāstān daṇḍayituṁ yirūśālamam ānayanārthaṁ dammēṣakanagaraṁ gatōsmi|
ACT.22.6	kintu gacchan tannagarasya samīpaṁ prāptavān tadā dvitīyapraharavēlāyāṁ satyām akasmād gagaṇānnirgatya mahatī dīpti rmama caturdiśi prakāśitavatī|
ACT.22.7	tatō mayi bhūmauै patitē sati, hē śaula hē śaula kutō māṁ tāḍayasi? māmprati bhāṣita ētādr̥śa ēkō ravōpi mayā śrutaḥ|
ACT.22.8	tadāhaṁ pratyavadaṁ, hē prabhē kō bhavān? tataḥ sō'vādīt yaṁ tvaṁ tāḍayasi sa nāsaratīyō yīśurahaṁ|
ACT.22.9	mama saṅginō lōkāstāṁ dīptiṁ dr̥ṣṭvā bhiyaṁ prāptāḥ, kintu māmpratyuditaṁ tadvākyaṁ tēे nābudhyanta|
ACT.22.10	tataḥ paraṁ pr̥ṣṭavānahaṁ, hē prabhō mayā kiṁ karttavyaṁ? tataḥ prabhurakathayat, utthāya dammēṣakanagaraṁ yāhi tvayā yadyat karttavyaṁ nirūpitamāstē tat tatra tvaṁ jñāpayiṣyasē|
ACT.22.11	anantaraṁ tasyāḥ kharataradīptēḥ kāraṇāt kimapi na dr̥ṣṭvā saṅgigaṇēna dhr̥tahastaḥ san dammēṣakanagaraṁ vrajitavān|
ACT.22.12	tannagaranivāsināṁ sarvvēṣāṁ yihūdīyānāṁ mānyō vyavasthānusārēṇa bhaktaśca hanānīyanāmā mānava ēkō
ACT.22.13	mama sannidhim ētya tiṣṭhan akathayat, hē bhrātaḥ śaula sudr̥ṣṭi rbhava tasmin daṇḍē'haṁ samyak taṁ dr̥ṣṭavān|
ACT.22.14	tataḥ sa mahyaṁ kathitavān yathā tvam īśvarasyābhiprāyaṁ vētsi tasya śuddhasattvajanasya darśanaṁ prāpya tasya śrīmukhasya vākyaṁ śr̥ṇōṣi tannimittam asmākaṁ pūrvvapuruṣāṇām īśvarastvāṁ manōnītaṁ kr̥tavānaṁ|
ACT.22.15	yatō yadyad adrākṣīraśrauṣīśca sarvvēṣāṁ mānavānāṁ samīpē tvaṁ tēṣāṁ sākṣī bhaviṣyasi|
ACT.22.16	ataēva kutō vilambasē? prabhō rnāmnā prārthya nijapāpaprakṣālanārthaṁ majjanāya samuttiṣṭha|
ACT.22.17	tataḥ paraṁ yirūśālamnagaraṁ pratyāgatya mandirē'ham ēkadā prārthayē, tasmin samayē'ham abhibhūtaḥ san prabhūṁ sākṣāt paśyan,
ACT.22.18	tvaṁ tvarayā yirūśālamaḥ pratiṣṭhasva yatō lōkāmayi tava sākṣyaṁ na grahīṣyanti, māmpratyuditaṁ tasyēdaṁ vākyam aśrauṣam|
ACT.22.19	tatōhaṁ pratyavādiṣam hē prabhō pratibhajanabhavanaṁ tvayi viśvāsinō lōkān baddhvā prahr̥tavān,
ACT.22.20	tathā tava sākṣiṇaḥ stiphānasya raktapātanasamayē tasya vināśaṁ sammanya sannidhau tiṣṭhan hantr̥lōkānāṁ vāsāṁsi rakṣitavān, ētat tē viduḥ|
ACT.22.21	tataḥ sō'kathayat pratiṣṭhasva tvāṁ dūrasthabhinnadēśīyānāṁ samīpaṁ prēṣayiṣyē|
ACT.22.22	tadā lōkā ētāvatparyyantāṁ tadīyāṁ kathāṁ śrutvā prōccairakathayan, ēnaṁ bhūmaṇḍalād dūrīkuruta, ētādr̥śajanasya jīvanaṁ nōcitam|
ACT.22.23	ityuccaiḥ kathayitvā vasanāni parityajya gagaṇaṁ prati dhūlīrakṣipan
ACT.22.24	tataḥ sahasrasēnāpatiḥ paulaṁ durgābhyantara nētuṁ samādiśat| ētasya pratikūlāḥ santō lōkāḥ kinnimittam ētāvaduccaiḥsvaram akurvvan, ētad vēttuṁ taṁ kaśayā prahr̥tya tasya parīkṣāṁ karttumādiśat|
ACT.22.25	padātayaścarmmanirmmitarajjubhistasya bandhanaṁ karttumudyatāstāstadānīṁ paulaḥ sammukhasthitaṁ śatasēnāpatim uktavān daṇḍājñāyām aprāptāyāṁ kiṁ rōmilōkaṁ praharttuṁ yuṣmākam adhikārōsti?
ACT.22.26	ēnāṁ kathāṁ śrutvā sa sahasrasēnāpatēḥ sannidhiṁ gatvā tāṁ vārttāmavadat sa rōmilōka ētasmāt sāvadhānaḥ san karmma kuru|
ACT.22.27	tasmāt sahasrasēnāpati rgatvā tamaprākṣīt tvaṁ kiṁ rōmilōkaḥ? iti māṁ brūhi| sō'kathayat satyam|
ACT.22.28	tataḥ sahasrasēnāpatiḥ kathitavān bahudraviṇaṁ dattvāhaṁ tat paurasakhyaṁ prāptavān; kintu paulaḥ kathitavān ahaṁ janunā tat prāptō'smi|
ACT.22.29	itthaṁ sati yē prahārēṇa taṁ parīkṣituṁ samudyatā āsan tē tasya samīpāt prātiṣṭhanta; sahasrasēnāpatistaṁ rōmilōkaṁ vijñāya svayaṁ yat tasya bandhanam akārṣīt tatkāraṇād abibhēt|
ACT.22.30	yihūdīyalōkāḥ paulaṁ kutō'pavadantē tasya vr̥ttāntaṁ jñātuṁ vāñchan sahasrasēnāpatiḥ parē'hani paulaṁ bandhanāt mōcayitvā pradhānayājakān mahāsabhāyāḥ sarvvalōkāśca samupasthātum ādiśya tēṣāṁ sannidhau paulam avarōhya sthāpitavān|
ACT.23.1	sabhāsadlōkān prati paulō'nanyadr̥ṣṭyā paśyan akathayat, hē bhrātr̥gaṇā adya yāvat saralēna sarvvāntaḥkaraṇēnēśvarasya sākṣād ācarāmi|
ACT.23.2	anēna hanānīyanāmā mahāyājakastaṁ kapōlē capēṭēnāhantuṁ samīpasthalōkān ādiṣṭavān|
ACT.23.3	tadā paulastamavadat, hē bahiṣpariṣkr̥ta, īśvarastvāṁ praharttum udyatōsti, yatō vyavasthānusārēṇa vicārayitum upaviśya vyavasthāṁ laṅghitvā māṁ praharttum ājñāpayasi|
ACT.23.4	tatō nikaṭasthā lōkā akathayan, tvaṁ kim īśvarasya mahāyājakaṁ nindasi?
ACT.23.5	tataḥ paulaḥ pratibhāṣitavān hē bhrātr̥gaṇa mahāyājaka ēṣa iti na buddhaṁ mayā tadanyacca svalōkānām adhipatiṁ prati durvvākyaṁ mā kathaya, ētādr̥śī lipirasti|
ACT.23.6	anantaraṁ paulastēṣām arddhaṁ sidūkilōkā arddhaṁ phirūśilōkā iti dr̥ṣṭvā prōccaiḥ sabhāsthalōkān avadat hē bhrātr̥gaṇa ahaṁ phirūśimatāvalambī phirūśinaḥ satnānaśca, mr̥talōkānām utthānē pratyāśākaraṇād ahamapavāditōsmi|
ACT.23.7	iti kathāyāṁ kathitāyāṁ phirūśisidūkinōḥ parasparaṁ bhinnavākyatvāt sabhāyā madhyē dvau saṁghau jātau|
ACT.23.8	yataḥ sidūkilōkā utthānaṁ svargīyadūtā ātmānaśca sarvvēṣām ētēṣāṁ kamapi na manyantē, kintu phirūśinaḥ sarvvam aṅgīkurvvanti|
ACT.23.9	tataḥ parasparam atiśayakōlāhalē samupasthitē phirūśināṁ pakṣīyāḥ sabhāsthā adhyāpakāḥ pratipakṣā uttiṣṭhantō 'kathayan, ētasya mānavasya kamapi dōṣaṁ na paśyāmaḥ; yadi kaścid ātmā vā kaścid dūta ēnaṁ pratyādiśat tarhi vayam īśvarasya prātikūlyēna na yōtsyāmaḥ|
ACT.23.10	tasmād atīva bhinnavākyatvē sati tē paulaṁ khaṇḍaṁ khaṇḍaṁ kariṣyantītyāśaṅkayā sahasrasēnāpatiḥ sēnāgaṇaṁ tatsthānaṁ yātuṁ sabhātō balāt paulaṁ dhr̥tvā durgaṁ nētañcājñāpayat|
ACT.23.11	rātrō prabhustasya samīpē tiṣṭhan kathitavān hē paula nirbhayō bhava yathā yirūśālamnagarē mayi sākṣyaṁ dattavān tathā rōmānagarēpi tvayā dātavyam|
ACT.23.12	dinē samupasthitē sati kiyantō yihūdīyalōkā ēkamantraṇāḥ santaḥ paulaṁ na hatvā bhōjanapānē kariṣyāma iti śapathēna svān abadhnan|
ACT.23.13	catvāriṁśajjanēbhyō'dhikā lōkā iti paṇam akurvvan|
ACT.23.14	tē mahāyājakānāṁ prācīnalōkānāñca samīpaṁ gatvā kathayan, vayaṁ paulaṁ na hatvā kimapi na bhōkṣyāmahē dr̥ḍhēnānēna śapathēna baddhvā abhavāma|
ACT.23.15	ataēva sāmprataṁ sabhāsadlōkaiḥ saha vayaṁ tasmin kañcid viśēṣavicāraṁ kariṣyāmastadarthaṁ bhavān śvō 'smākaṁ samīpaṁ tam ānayatviti sahasrasēnāpatayē nivēdanaṁ kuruta tēna yuṣmākaṁ samīpaṁ upasthitēḥ pūrvvaṁ vayaṁ taṁ hantu sajjiṣyāma|
ACT.23.16	tadā paulasya bhāginēyastēṣāmiti mantraṇāṁ vijñāya durgaṁ gatvā tāṁ vārttāṁ paulam uktavān|
ACT.23.17	tasmāt paula ēkaṁ śatasēnāpatim āhūya vākyamidam bhāṣitavān sahasrasēnāpatēḥ samīpē'sya yuvamanuṣyasya kiñcinnivēdanam āstē, tasmāt tatsavidham ēnaṁ naya|
ACT.23.18	tataḥ sa tamādāya sahasrasēnāpatēḥ samīpam upasthāya kathitavān, bhavataḥ samīpē'sya kimapi nivēdanamāstē tasmāt bandiḥ paulō māmāhūya bhavataḥ samīpam ēnam ānētuṁ prārthitavān|
ACT.23.19	tadā sahasrasēnāpatistasya hastaṁ dhr̥tvā nirjanasthānaṁ nītvā pr̥ṣṭhavān tava kiṁ nivēdanaṁ? tat kathaya|
ACT.23.20	tataḥ sōkathayat, yihūdīyalākāḥ paulē kamapi viśēṣavicāraṁ chalaṁ kr̥tvā taṁ sabhāṁ nētuṁ bhavataḥ samīpē nivēdayituṁ amantrayan|
ACT.23.21	kintu mavatā tanna svīkarttavyaṁ yatastēṣāṁ madhyēvarttinaścatvāriṁśajjanēbhyō 'dhikalōkā ēkamantraṇā bhūtvā paulaṁ na hatvā bhōjanaṁ pānañca na kariṣyāma iti śapathēna baddhāḥ santō ghātakā iva sajjitā idānīṁ kēvalaṁ bhavatō 'numatim apēkṣantē|
ACT.23.22	yāmimāṁ kathāṁ tvaṁ nivēditavān tāṁ kasmaicidapi mā kathayētyuktvā sahasrasēnāpatistaṁ yuvānaṁ visr̥ṣṭavān|
ACT.23.23	anantaraṁ sahasrasēnāpati rdvau śatasēnāpatī āhūyēdam ādiśat, yuvāṁ rātrau praharaikāvaśiṣṭāyāṁ satyāṁ kaisariyānagaraṁ yātuṁ padātisainyānāṁ dvē śatē ghōṭakārōhisainyānāṁ saptatiṁ śaktidhārisainyānāṁ dvē śatē ca janān sajjitān kurutaṁ|
ACT.23.24	paulam ārōhayituṁ phīlikṣādhipatēḥ samīpaṁ nirvvighnaṁ nētuñca vāhanāni samupasthāpayataṁ|
ACT.23.25	aparaṁ sa patraṁ likhitvā dattavān tallikhitamētat,
ACT.23.26	mahāmahimaśrīyuktaphīlikṣādhipatayē klaudiyaluṣiyasya namaskāraḥ|
ACT.23.27	yihūdīyalōkāḥ pūrvvam ēnaṁ mānavaṁ dhr̥tvā svahastai rhantum udyatā ētasminnantarē sasainyōhaṁ tatrōpasthāya ēṣa janō rōmīya iti vijñāya taṁ rakṣitavān|
ACT.23.28	kinnimittaṁ tē tamapavadantē tajjñātuṁ tēṣā sabhāṁ tamānāyitavān|
ACT.23.29	tatastēṣāṁ vyavasthāyā viruddhayā kayācana kathayā sō'pavāditō'bhavat, kintu sa śr̥ṅkhalabandhanārhō vā prāṇanāśārhō bhavatīdr̥śaḥ kōpyaparādhō mayāsya na dr̥ṣṭaḥ|
ACT.23.30	tathāpi manuṣyasyāsya vadhārthaṁ yihūdīyā ghātakāiva sajjitā ētāṁ vārttāṁ śrutvā tatkṣaṇāt tava samīpamēnaṁ prēṣitavān asyāpavādakāṁśca tava samīpaṁ gatvāpavaditum ājñāpayam| bhavataḥ kuśalaṁ bhūyāt|
ACT.23.31	sainyagaṇa ājñānusārēṇa paulaṁ gr̥hītvā tasyāṁ rajanyām āntipātrinagaram ānayat|
ACT.23.32	parē'hani tēna saha yātuṁ ghōṭakārūḍhasainyagaṇaṁ sthāpayitvā parāvr̥tya durgaṁ gatavān|
ACT.23.33	tataḥ parē ghōṭakārōhisainyagaṇaḥ kaisariyānagaram upasthāya tatpatram adhipatēḥ karē samarpya tasya samīpē paulam upasthāpitavān|
ACT.23.34	tadādhipatistatpatraṁ paṭhitvā pr̥ṣṭhavān ēṣa kimpradēśīyō janaḥ? sa kilikiyāpradēśīya ēkō jana iti jñātvā kathitavān,
ACT.23.35	tavāpavādakagaṇa āgatē tava kathāṁ śrōṣyāmi| hērōdrājagr̥hē taṁ sthāpayitum ādiṣṭavān|
ACT.24.1	pañcabhyō dinēbhyaḥ paraṁ hanānīyanāmā mahāyājakō'dhipatēḥ samakṣaṁ paulasya prātikūlyēna nivēdayituṁ tartullanāmānaṁ kañcana vaktāraṁ prācīnajanāṁśca saṅginaḥ kr̥tvā kaisariyānagaram āgacchat|
ACT.24.2	tataḥ paulē samānītē sati tartullastasyāpavādakathāṁ kathayitum ārabhata hē mahāmahimaphīlikṣa bhavatō vayam atinirvvighnaṁ kālaṁ yāpayāmō bhavataḥ pariṇāmadarśitayā ētaddēśīyānāṁ bahūni maṅgalāni ghaṭitāni,
ACT.24.3	iti hētō rvayamatikr̥tajñāḥ santaḥ sarvvatra sarvvadā bhavatō guṇān gāyamaḥ|
ACT.24.4	kintu bahubhiḥ kathābhi rbhavantaṁ yēna na virañjayāmi tasmād vinayē bhavān banukampya madalpakathāṁ śr̥ṇōtu|
ACT.24.5	ēṣa mahāmārīsvarūpō nāsaratīyamatagrāhisaṁghātasya mukhyō bhūtvā sarvvadēśēṣu sarvvēṣāṁ yihūdīyānāṁ rājadrōhācaraṇapravr̥ttiṁ janayatītyasmābhi rniścitaṁ|
ACT.24.6	sa mandiramapi aśuci karttuṁ cēṣṭitavān; iti kāraṇād vayam ēnaṁ dhr̥tvā svavyavasthānusārēṇa vicārayituṁ prāvarttāmahi;
ACT.24.7	kintu luṣiyaḥ sahasrasēnāpatirāgatya balād asmākaṁ karēbhya ēnaṁ gr̥hītvā
ACT.24.8	ētasyāpavādakān bhavataḥ samīpam āgantum ājñāpayat| vayaṁ yasmin tamapavādāmō bhavatā padapavādakathāyāṁ vicāritāyāṁ satyāṁ sarvvaṁ vr̥ttāntaṁ vēdituṁ śakṣyatē|
ACT.24.9	tatō yihūdīyā api svīkr̥tya kathitavanta ēṣā kathā pramāṇam|
ACT.24.10	adhipatau kathāṁ kathayituṁ paulaṁ pratīṅgitaṁ kr̥tavati sa kathitavān bhavān bahūn vatsarān yāvad ētaddēśasya śāsanaṁ karōtīti vijñāya pratyuttaraṁ dātum akṣōbhō'bhavam|
ACT.24.11	adya kēvalaṁ dvādaśa dināni yātāni, aham ārādhanāṁ karttuṁ yirūśālamanagaraṁ gatavān ēṣā kathā bhavatā jñātuṁ śakyatē;
ACT.24.12	kintvibhē māṁ madhyēmandiraṁ kēnāpi saha vitaṇḍāṁ kurvvantaṁ kutrāpi bhajanabhavanē nagarē vā lōkān kupravr̥ttiṁ janayantuṁ na dr̥ṣṭavantaḥ|
ACT.24.13	idānīṁ yasmin yasmin mām apavadantē tasya kimapi pramāṇaṁ dātuṁ na śaknuvanti|
ACT.24.14	kintu bhaviṣyadvākyagranthē vyavasthāgranthē ca yā yā kathā likhitāstē tāsu sarvvāsu viśvasya yanmatam imē vidharmmaṁ jānanti tanmatānusārēṇāhaṁ nijapitr̥puruṣāṇām īśvaram ārādhayāmītyahaṁ bhavataḥ samakṣam aṅgīkarōmi|
ACT.24.15	dhārmmikāṇām adhārmmikāṇāñca pramītalōkānāmēvōtthānaṁ bhaviṣyatīti kathāmimē svīkurvvanti tathāhamapi tasmin īśvarē pratyāśāṁ karōmi;
ACT.24.16	īśvarasya mānavānāñca samīpē yathā nirdōṣō bhavāmi tadarthaṁ satataṁ yatnavān asmi|
ACT.24.17	bahuṣu vatsarēṣu gatēṣu svadēśīyalōkānāṁ nimittaṁ dānīyadravyāṇi naivēdyāni ca samādāya punarāgamanaṁ kr̥tavān|
ACT.24.18	tatōhaṁ śuci rbhūtvā lōkānāṁ samāgamaṁ kalahaṁ vā na kāritavān tathāpyāśiyādēśīyāḥ kiyantō yihudīyalōkā madhyēmandiraṁ māṁ dhr̥tavantaḥ|
ACT.24.19	mamōpari yadi kācidapavādakathāsti tarhi bhavataḥ samīpam upasthāya tēṣāmēva sākṣyadānam ucitam|
ACT.24.20	nōcēt pūrvvē mahāsabhāsthānāṁ lōkānāṁ sannidhau mama daṇḍāyamānatvasamayē, ahamadya mr̥tānāmutthānē yuṣmābhi rvicāritōsmi,
ACT.24.21	tēṣāṁ madhyē tiṣṭhannahaṁ yāmimāṁ kathāmuccaiḥ svarēṇa kathitavān tadanyō mama kōpi dōṣō'labhyata na vēti varam ētē samupasthitalōkā vadantu|
ACT.24.22	tadā phīlikṣa ētāṁ kathāṁ śrutvā tanmatasya viśēṣavr̥ttāntaṁ vijñātuṁ vicāraṁ sthagitaṁ kr̥tvā kathitavān luṣiyē sahasrasēnāpatau samāyātē sati yuṣmākaṁ vicāram ahaṁ niṣpādayiṣyāmi|
ACT.24.23	anantaraṁ bandhanaṁ vinā paulaṁ rakṣituṁ tasya sēvanāya sākṣātkaraṇāya vā tadīyātmīyabandhujanān na vārayituñca śamasēnāpatim ādiṣṭavān|
ACT.24.24	alpadināt paraṁ phīlikṣō'dhipati rdruṣillānāmnā yihūdīyayā svabhāryyayā sahāgatya paulamāhūya tasya mukhāt khrīṣṭadharmmasya vr̥ttāntam aśrauṣīt|
ACT.24.25	paulēna nyāyasya parimitabhōgasya caramavicārasya ca kathāyāṁ kathitāyāṁ satyāṁ phīlikṣaḥ kampamānaḥ san vyāharad idānīṁ yāhi, aham avakāśaṁ prāpya tvām āhūsyāmi|
ACT.24.26	muktipraptyarthaṁ paulēna mahyaṁ mudrādāsyantē iti patyāśāṁ kr̥tvā sa punaḥ punastamāhūya tēna sākaṁ kathōpakathanaṁ kr̥tavān|
ACT.24.27	kintu vatsaradvayāt paraṁ parkiyaphīṣṭa phālikṣasya padaṁ prāptē sati phīlikṣō yihūdīyān santuṣṭān cikīrṣan paulaṁ baddhaṁ saṁsthāpya gatavān|
ACT.25.1	anantaraṁ phīṣṭō nijarājyam āgatya dinatrayāt paraṁ kaisariyātō yirūśālamnagaram āgamat|
ACT.25.2	tadā mahāyājakō yihūdīyānāṁ pradhānalōkāśca tasya samakṣaṁ paulam apāvadanta|
ACT.25.3	bhavān taṁ yirūśālamam ānētum ājñāpayatviti vinīya tē tasmād anugrahaṁ vāñchitavantaḥ|
ACT.25.4	yataḥ pathimadhyē gōpanēna paulaṁ hantuṁ tai rghātakā niyuktāḥ| phīṣṭa uttaraṁ dattavān paulaḥ kaisariyāyāṁ sthāsyati punaralpadināt param ahaṁ tatra yāsyāmi|
ACT.25.5	tatastasya mānuṣasya yadi kaścid aparādhastiṣṭhati tarhi yuṣmākaṁ yē śaknuvanti tē mayā saha tatra gatvā tamapavadantu sa ētāṁ kathāṁ kathitavān|
ACT.25.6	daśadivasēbhyō'dhikaṁ vilambya phīṣṭastasmāt kaisariyānagaraṁ gatvā parasmin divasē vicārāsana upadiśya paulam ānētum ājñāpayat|
ACT.25.7	paulē samupasthitē sati yirūśālamnagarād āgatā yihūdīyalōkāstaṁ caturdiśi saṁvēṣṭya tasya viruddhaṁ bahūn mahādōṣān utthāpitavantaḥ kintu tēṣāṁ kimapi pramāṇaṁ dātuṁ na śaknuvantaḥ|
ACT.25.8	tataḥ paulaḥ svasmin uttaramidam uditavān, yihūdīyānāṁ vyavasthāyā mandirasya kaisarasya vā pratikūlaṁ kimapi karmma nāhaṁ kr̥tavān|
ACT.25.9	kintu phīṣṭō yihūdīyān santuṣṭān karttum abhilaṣan paulam abhāṣata tvaṁ kiṁ yirūśālamaṁ gatvāsmin abhiyōgē mama sākṣād vicāritō bhaviṣyasi?
ACT.25.10	tataḥ paula uttaraṁ prōktavān, yatra mama vicārō bhavituṁ yōgyaḥ kaisarasya tatra vicārāsana ēva samupasthitōsmi; ahaṁ yihūdīyānāṁ kāmapi hāniṁ nākārṣam iti bhavān yathārthatō vijānāti|
ACT.25.11	kañcidaparādhaṁ kiñcana vadhārhaṁ karmma vā yadyaham akariṣyaṁ tarhi prāṇahananadaṇḍamapi bhōktum udyatō'bhaviṣyaṁ, kintu tē mama samapavādaṁ kurvvanti sa yadi kalpitamātrō bhavati tarhi tēṣāṁ karēṣu māṁ samarpayituṁ kasyāpyadhikārō nāsti, kaisarasya nikaṭē mama vicārō bhavatu|
ACT.25.12	tadā phīṣṭō mantribhiḥ sārddhaṁ saṁmantrya paulāya kathitavān, kaisarasya nikaṭē kiṁ tava vicārō bhaviṣyati? kaisarasya samīpaṁ gamiṣyasi|
ACT.25.13	kiyaddinēbhyaḥ param āgripparājā barṇīkī ca phīṣṭaṁ sākṣāt karttuṁ kaisariyānagaram āgatavantau|
ACT.25.14	tadā tau bahudināni tatra sthitau tataḥ phīṣṭastaṁ rājānaṁ paulasya kathāṁ vijñāpya kathayitum ārabhata paulanāmānam ēkaṁ bandi phīlikṣō baddhaṁ saṁsthāpya gatavān|
ACT.25.15	yirūśālami mama sthitikālē mahāyājakō yihūdīyānāṁ prācīnalōkāśca tam apōdya tamprati daṇḍājñāṁ prārthayanta|
ACT.25.16	tatōham ityuttaram avadaṁ yāvad apōditō janaḥ svāpavādakān sākṣāt kr̥tvā svasmin yō'parādha ārōpitastasya pratyuttaraṁ dātuṁ suyōgaṁ na prāpnōti, tāvatkālaṁ kasyāpi mānuṣasya prāṇanāśājñāpanaṁ rōmilōkānāṁ rīti rnahi|
ACT.25.17	tatastēṣvatrāgatēṣu parasmin divasē'ham avilambaṁ vicārāsana upaviśya taṁ mānuṣam ānētum ājñāpayam|
ACT.25.18	tadanantaraṁ tasyāpavādakā upasthāya yādr̥śam ahaṁ cintitavān tādr̥śaṁ kañcana mahāpavādaṁ nōtthāpya
ACT.25.19	svēṣāṁ matē tathā paulō yaṁ sajīvaṁ vadati tasmin yīśunāmani mr̥tajanē ca tasya viruddhaṁ kathitavantaḥ|
ACT.25.20	tatōhaṁ tādr̥gvicārē saṁśayānaḥ san kathitavān tvaṁ yirūśālamaṁ gatvā kiṁ tatra vicāritō bhavitum icchasi?
ACT.25.21	tadā paulō mahārājasya nikaṭē vicāritō bhavituṁ prārthayata, tasmād yāvatkālaṁ taṁ kaisarasya samīpaṁ prēṣayituṁ na śaknōmi tāvatkālaṁ tamatra sthāpayitum ādiṣṭavān|
ACT.25.22	tata āgrippaḥ phīṣṭam uktavān, ahamapi tasya mānuṣasya kathāṁ śrōtum abhilaṣāmi| tadā phīṣṭō vyāharat śvastadīyāṁ kathāṁ tvaṁ śrōṣyasi|
ACT.25.23	parasmin divasē āgrippō barṇīkī ca mahāsamāgamaṁ kr̥tvā pradhānavāhinīpatibhi rnagarasthapradhānalōkaiśca saha militvā rājagr̥hamāgatya samupasthitau tadā phīṣṭasyājñayā paula ānītō'bhavat|
ACT.25.24	tadā phīṣṭaḥ kathitavān hē rājan āgrippa hē upasthitāḥ sarvvē lōkā yirūśālamnagarē yihūdīyalōkasamūhō yasmin mānuṣē mama samīpē nivēdanaṁ kr̥tvā prōccaiḥ kathāmimāṁ kathitavān punaralpakālamapi tasya jīvanaṁ nōcitaṁ tamētaṁ mānuṣaṁ paśyata|
