MAT.1.1	ibrAhImaH santAno dAyUd tasya santAno yIzukhrISTastasya pUrvvapuruSavaMzazreNI|
ACT.10.28	anyajAtIyalokaiH mahAlapanaM vA teSAM gRhamadhye pravezanaM yihUdIyAnAM niSiddham astIti yUyam avagacchatha; kintu kamapi mAnuSam avyavahAryyam azuciM vA jJAtuM mama nocitam iti paramezvaro mAM jJApitavAn|
ACT.10.29	iti hetorAhvAnazravaNamAtrAt kAJcanApattim akRtvA yuSmAkaM samIpam Agatosmi; pRcchAmi yUyaM kinnimittaM mAm AhUyata?
ACT.10.30	tadA karNIliyaH kathitavAn, adya catvAri dinAni jAtAni etAvadvelAM yAvad aham anAhAra Asan tatastRtIyaprahare sati gRhe prArthanasamaye tejomayavastrabhRd eko jano mama samakSaM tiSThan etAM kathAm akathayat,
ACT.10.31	he karNIliya tvadIyA prArthanA Izvarasya karNagocarIbhUtA tava dAnAdi ca sAkSisvarUpaM bhUtvA tasya dRSTigocaramabhavat|
ACT.10.32	ato yAphonagaraM prati lokAn prahitya tatra samudratIre zimonnAmnaH kasyaciccarmmakArasya gRhe pravAsakArI pitaranAmnA vikhyAto yaH zimon tamAhUाyaya; tataH sa Agatya tvAm upadekSyati|
ACT.10.33	iti kAraNAt tatkSaNAt tava nikaTe lokAn preSitavAn, tvamAgatavAn iti bhadraM kRtavAn| Izvaro yAnyAkhyAnAni kathayitum Adizat tAni zrotuM vayaM sarvve sAmpratam Izvarasya sAkSAd upasthitAH smaH|
ACT.10.34	tadA pitara imAM kathAM kathayitum ArabdhavAn, Izvaro manuSyANAm apakSapAtI san
ACT.10.35	yasya kasyacid dezasya yo lokAstasmAdbhItvA satkarmma karoti sa tasya grAhyo bhavati, etasya nizcayam upalabdhavAnaham|
ACT.10.36	sarvveSAM prabhu ryo yIzukhrISTastena Izvara isrAyelvaMzAnAM nikaTe susaMvAdaM preSya sammelanasya yaM saMvAdaM prAcArayat taM saMvAdaM yUyaM zrutavantaH|
ACT.10.37	yato yohanA majjane pracArite sati sa gAlIladezamArabhya samastayihUdIyadezaM vyApnot;
ACT.10.38	phalata IzvareNa pavitreNAtmanA zaktyA cAbhiSikto nAsaratIyayIzuH sthAne sthAne bhraman sukriyAM kurvvan zaitAnA kliSTAn sarvvalokAn svasthAn akarot, yata Izvarastasya sahAya AsIt;
ACT.10.39	vayaJca yihUdIyadeze yirUzAlamnagare ca tena kRtAnAM sarvveSAM karmmaNAM sAkSiNo bhavAmaH| lokAstaM kruze viddhvA hatavantaH,
ACT.10.40	kintu tRtIyadivase IzvarastamutthApya saprakAzam adarzayat|
ACT.10.41	sarvvalokAnAM nikaTa iti na hi, kintu tasmin zmazAnAdutthite sati tena sArddhaM bhojanaM pAnaJca kRtavanta etAdRzA Izvarasya manonItAH sAkSiNo ye vayam asmAkaM nikaTe tamadarzayat|
ACT.10.42	jIvitamRtobhayalokAnAM vicAraM karttum Izvaro yaM niyuktavAn sa eva sa janaH, imAM kathAM pracArayituM tasmin pramANaM dAtuJca so'smAn AjJApayat|
ACT.10.43	yastasmin vizvasiti sa tasya nAmnA pApAnmukto bhaviSyati tasmin sarvve bhaviSyadvAdinopi etAdRzaM sAkSyaM dadati|
ACT.10.44	pitarasyaitatkathAkathanakAle sarvveSAM zrotRNAmupari pavitra AtmAvArohat|
ACT.10.45	tataH pitareNa sArddham AgatAstvakchedino vizvAsino lokA anyadezIyebhyaH pavitra Atmani datte sati
ACT.10.46	te nAnAjAtIyabhASAbhiH kathAM kathayanta IzvaraM prazaMsanti, iti dRSTvA zrutvA ca vismayam Apadyanta|
ACT.10.47	tadA pitaraH kathitavAn, vayamiva ye pavitram AtmAnaM prAptAsteSAM jalamajjanaM kiM kopi niSeddhuM zaknoti?
ACT.10.48	tataH prabho rnAmnA majjitA bhavateti tAnAjJApayat| anantaraM te svaiH sArddhaM katipayadinAni sthAtuM prArthayanta|
ACT.11.1	itthaM bhinnadezIyalokA apIzvarasya vAkyam agRhlan imAM vArttAM yihUdIyadezasthapreritA bhrAtRgaNazca zrutavantaH|
ACT.11.2	tataH pitare yirUzAlamnagaraM gatavati tvakchedino lokAstena saha vivadamAnA avadan,
ACT.11.3	tvam atvakchedilokAnAM gRhaM gatvA taiH sArddhaM bhuktavAn|
ACT.11.4	tataH pitara AditaH kramazastatkAryyasya sarvvavRttAntamAkhyAtum ArabdhavAn|
ACT.11.5	yAphonagara ekadAhaM prArthayamAno mUrcchitaH san darzanena caturSu koNeSu lambanamAnaM vRhadvastramiva pAtramekam AkAzadavaruhya mannikaTam Agacchad apazyam|
ACT.11.6	pazcAt tad ananyadRSTyA dRSTvA vivicya tasya madhye nAnAprakArAn grAmyavanyapazUn urogAmikhecarAMzca dRSTavAn;
ACT.11.7	he pitara tvamutthAya gatvA bhuMkSva mAM sambodhya kathayantaM zabdamekaM zrutavAMzca|
ACT.11.8	tatohaM pratyavadaM, he prabho netthaM bhavatu, yataH kiJcana niSiddham azuci dravyaM vA mama mukhamadhyaM kadApi na prAvizat|
ACT.11.9	aparam Izvaro yat zuci kRtavAn tanniSiddhaM na jAnIhi dvi rmAmpratIdRzI vihAyasIyA vANI jAtA|
ACT.11.10	triritthaM sati tat sarvvaM punarAkAzam AkRSTaM|
ACT.11.11	pazcAt kaisariyAnagarAt trayo janA mannikaTaM preSitA yatra nivezane sthitohaM tasmin samaye tatropAtiSThan|
ACT.11.12	tadA niHsandehaM taiH sArddhaM yAtum AtmA mAmAdiSTavAn; tataH paraM mayA sahaiteSu SaDbhrAtRSu gateSu vayaM tasya manujasya gRhaM prAvizAma|
ACT.11.13	sosmAkaM nikaTe kathAmetAm akathayat ekadA dUta ekaH pratyakSIbhUya mama gRhamadhye tiSTan mAmityAjJApitavAn, yAphonagaraM prati lokAn prahitya pitaranAmnA vikhyAtaM zimonam AhUyaya;
ACT.11.14	tatastava tvadIyaparivArANAJca yena paritrANaM bhaviSyati tat sa upadekSyati|
ACT.11.15	ahaM tAM kathAmutthApya kathitavAn tena prathamam asmAkam upari yathA pavitra AtmAvarUDhavAn tathA teSAmapyupari samavarUDhavAn|
ACT.11.16	tena yohan jale majjitavAn iti satyaM kintu yUyaM pavitra Atmani majjitA bhaviSyatha, iti yadvAkyaM prabhuruditavAn tat tadA mayA smRtam|
ACT.11.17	ataH prabhA yIzukhrISTe pratyayakAriNo ye vayam asmabhyam Izvaro yad dattavAn tat tebhyo lokebhyopi dattavAn tataH kohaM? kimaham IzvaraM vArayituM zaknomi?
ACT.11.18	kathAmetAM zruvA te kSAntA Izvarasya guNAn anukIrttya kathitavantaH, tarhi paramAyuHprAptinimittam IzvaronyadezIyalokebhyopi manaHparivarttanarUpaM dAnam adAt|
ACT.11.19	stiphAnaM prati upadrave ghaTite ye vikIrNA abhavan tai phainIkIkuprAntiyakhiyAsu bhramitvA kevalayihUdIyalokAn vinA kasyApyanyasya samIpa Izvarasya kathAM na prAcArayan|
ACT.11.20	aparaM teSAM kuprIyAH kurInIyAzca kiyanto janA AntiyakhiyAnagaraM gatvA yUnAnIyalokAnAM samIpepi prabhoryIzoH kathAM prAcArayan|
ACT.11.21	prabhoH karasteSAM sahAya AsIt tasmAd aneke lokA vizvasya prabhuM prati parAvarttanta|
ACT.11.22	iti vArttAyAM yirUzAlamasthamaNDalIyalokAnAM karNagocarIbhUtAyAm AntiyakhiyAnagaraM gantu te barNabbAM prairayan|
ACT.11.23	tato barNabbAstatra upasthitaH san IzvarasyAnugrahasya phalaM dRSTvA sAnando jAtaH,
ACT.11.24	sa svayaM sAdhu rvizvAsena pavitreNAtmanA ca paripUrNaH san ganoniSTayA prabhAvAsthAM karttuM sarvvAn upadiSTavAn tena prabhoH ziSyA aneke babhUvuH|
ACT.11.25	zeSe zaulaM mRgayituM barNabbAstArSanagaraM prasthitavAn| tatra tasyoddezaM prApya tam AntiyakhiyAnagaram Anayat;
ACT.11.26	tatastau maNDalIsthalokaiH sabhAM kRtvA saMvatsaramekaM yAvad bahulokAn upAdizatAM; tasmin AntiyakhiyAnagare ziSyAH prathamaM khrISTIyanAmnA vikhyAtA abhavan|
ACT.11.27	tataH paraM bhaviSyadvAdigaNe yirUzAlama AntiyakhiyAnagaram Agate sati
ACT.11.28	AgAbanAmA teSAmeka utthAya AtmanaH zikSayA sarvvadeze durbhikSaM bhaviSyatIti jJApitavAn; tataH klaudiyakaisarasyAdhikAre sati tat pratyakSam abhavat|
ACT.11.29	tasmAt ziSyA ekaikazaH svasvazaktyanusArato yihUdIyadezanivAsinAM bhratRNAM dinayApanArthaM dhanaM preSayituM nizcitya
ACT.11.30	barNabbAzaulayo rdvArA prAcInalokAnAM samIpaM tat preSitavantaH|
ACT.12.1	tasmin samaye herod‌rAjo maNDalyAH kiyajjanebhyo duHkhaM dAtuM prArabhat|
ACT.12.2	vizeSato yohanaH sodaraM yAkUbaM karavAlAghAten hatavAn|
ACT.12.3	tasmAd yihUdIyAH santuSTA abhavan iti vijJAya sa pitaramapi dharttuM gatavAn|
ACT.12.4	tadA kiNvazUnyapUpotsavasamaya upAtiSTat; ata utsave gate sati lokAnAM samakSaM taM bahirAneyyAmIti manasi sthirIkRtya sa taM dhArayitvA rakSNArtham yeSAm ekaikasaMghe catvAro janAH santi teSAM caturNAM rakSakasaMghAnAM samIpe taM samarpya kArAyAM sthApitavAn|
ACT.12.5	kintuM pitarasya kArAsthitikAraNAt maNDalyA lokA avizrAmam Izvarasya samIpe prArthayanta|
ACT.12.6	anantaraM herodi taM bahirAnAyituM udyate sati tasyAM rAtrau pitaro rakSakadvayamadhyasthAne zRGkhaladvayena baddhvaH san nidrita AsIt, dauvArikAzca kArAyAH sammukhe tiSThanato dvAram arakSiSuH|
ACT.12.7	etasmin samaye paramezvarasya dUte samupasthite kArA dIptimatI jAtA; tataH sa dUtaH pitarasya kukSAvAvAtaM kRtvA taM jAgarayitvA bhASitavAn tUrNamuttiSTha; tatastasya hastasthazRGkhaladvayaM galat patitaM|
ACT.12.8	sa dUtastamavadat, baddhakaTiH san pAdayoH pAduke arpaya; tena tathA kRte sati dUtastam uktavAn gAtrIyavastraM gAtre nidhAya mama pazcAd ehi|
ACT.12.9	tataH pitarastasya pazcAd vrajana bahiragacchat, kintu dUtena karmmaitat kRtamiti satyamajJAtvA svapnadarzanaM jJAtavAn|
ACT.12.10	itthaM tau prathamAM dvitIyAJca kArAM laGghitvA yena lauhanirmmitadvAreNa nagaraM gamyate tatsamIpaM prApnutAM; tatastasya kavATaM svayaM muktamabhavat tatastau tatsthAnAd bahi rbhUtvA mArgaikasya sImAM yAvad gatau; tato'kasmAt sa dUtaH pitaraM tyaktavAn|
ACT.12.11	tadA sa cetanAM prApya kathitavAn nijadUtaM prahitya paramezvaro herodo hastAd yihUdIyalokAnAM sarvvAzAyAzca mAM samuddhRtavAn ityahaM nizcayaM jJAtavAn|
ACT.12.12	sa vivicya mArkanAmrA vikhyAtasya yohano mAtu rmariyamo yasmin gRhe bahavaH sambhUya prArthayanta tannivezanaM gataH|
ACT.12.13	pitareNa bahirdvAra Ahate sati rodAnAmA bAlikA draSTuM gatA|
ACT.12.14	tataH pitarasya svaraM zruvA sA harSayuktA satI dvAraM na mocayitvA pitaro dvAre tiSThatIti vArttAM vaktum abhyantaraM dhAvitvA gatavatI|
ACT.12.15	te prAvocan tvamunmattA jAtAsi kintu sA muhurmuhuruktavatI satyamevaitat|
ACT.12.16	tadA te kathitavantastarhi tasya dUto bhavet|
ACT.12.17	pitaro dvAramAhatavAn etasminnantare dvAraM mocayitvA pitaraM dRSTvA vismayaM prAptAH|
ACT.12.18	tataH pitaro niHzabdaM sthAtuM tAn prati hastena saGketaM kRtvA paramezvaro yena prakAreNa taM kArAyA uddhRtyAnItavAn tasya vRttAntaM tAnajJApayat, yUyaM gatvA yAkubaM bhrAtRgaNaJca vArttAmetAM vadatetyuktA sthAnAntaraM prasthitavAn|
ACT.12.19	prabhAte sati pitaraH kva gata ityatra rakSakANAM madhye mahAn kalaho jAtaH|
ACT.12.20	herod bahu mRgayitvA tasyoddeze na prApte sati rakSakAn saMpRcchya teSAM prANAn hantum AdiSTavAn|
ACT.12.21	pazcAt sa yihUdIyapradezAt kaisariyAnagaraM gatvA tatrAvAtiSThat|
ACT.12.22	sorasIdonadezayo rlokebhyo herodi yuyutsau sati te sarvva ekamantraNAH santastasya samIpa upasthAya lvAstanAmAnaM tasya vastragRhAdhIzaM sahAyaM kRtvA herodA sArddhaM sandhiM prArthayanta yatastasya rAjJo dezena teSAM dezIyAnAM bharaNam abhavatM
ACT.12.23	ataH kutracin nirupitadine herod rAjakIyaM paricchadaM paridhAya siMhAsane samupavizya tAn prati kathAm uktavAn|
ACT.12.24	tato lokA uccaiHkAraM pratyavadan, eSa manujaravo na hi, IzvarIyaravaH|
ACT.12.25	tadA herod Izvarasya sammAnaM nAkarot; tasmAddhetoH paramezvarasya dUto haThAt taM prAharat tenaiva sa kITaiH kSINaH san prANAn ajahAt| kintvIzvarasya kathA dezaM vyApya prabalAbhavat| tataH paraM barNabbAzaulau yasya karmmaNo bhAraM prApnutAM tAbhyAM tasmin sampAdite sati mArkanAmnA vikhyAto yo yohan taM saGginaM kRtvA yirUzAlamnagarAt pratyAgatau|
ACT.13.1	aparaJca barNabbAH, zimon yaM nigraM vadanti, kurInIyalUkiyo herodA rAjJA saha kRtavidyAाbhyAso minahem, zaulazcaite ye kiyanto janA bhaviSyadvAdina upadeSTArazcAntiyakhiyAnagarasthamaNDalyAm Asan,
ACT.13.2	te yadopavAsaM kRtvezvaram asevanta tasmin samaye pavitra AtmA kathitavAn ahaM yasmin karmmaNi barNabbAzailau niyuktavAn tatkarmma karttuM tau pRthak kuruta|
ACT.13.3	tatastairupavAsaprArthanayoH kRtayoH satoste tayo rgAtrayo rhastArpaNaM kRtvA tau vyasRjan|
ACT.13.4	tataH paraM tau pavitreNAtmanA preritau santau silUkiyAnagaram upasthAya samudrapathena kupropadvIpam agacchatAM|
ACT.13.5	tataH sAlAmInagaram upasthAya tatra yihUdIyAnAM bhajanabhavanAni gatvezvarasya kathAM prAcArayatAM; yohanapi tatsahacaro'bhavat|
ACT.13.6	itthaM te tasyopadvIpasya sarvvatra bhramantaH pAphanagaram upasthitAH; tatra suvivecakena sarjiyapaulanAmnA taddezAdhipatinA saha bhaviSyadvAdino vezadhArI baryIzunAmA yo mAyAvI yihUdI AsIt taM sAkSAt prAptavataH|
ACT.13.7	taddezAdhipa Izvarasya kathAM zrotuM vAJchan paulabarNabbau nyamantrayat|
ACT.13.8	kintvilumA yaM mAyAvinaM vadanti sa dezAdhipatiM dharmmamArgAd bahirbhUtaM karttum ayatata|
ACT.13.9	tasmAt zolo'rthAt paulaH pavitreNAtmanA paripUrNaH san taM mAyAvinaM pratyananyadRSTiM kRtvAkathayat,
ACT.13.10	he narakin dharmmadveSin kauTilyaduSkarmmaparipUrNa, tvaM kiM prabhoH satyapathasya viparyyayakaraNAt kadApi na nivarttiSyase?
ACT.13.11	adhunA paramezvarastava samucitaM kariSyati tena katipayadinAni tvam andhaH san sUryyamapi na drakSyasi| tatkSaNAd rAtrivad andhakArastasya dRSTim AcchAditavAn; tasmAt tasya hastaM dharttuM sa lokamanvicchan itastato bhramaNaM kRtavAn|
ACT.13.12	enAM ghaTanAM dRSTvA sa dezAdhipatiH prabhUpadezAd vismitya vizvAsaM kRtavAn|
ACT.13.13	tadanantaraM paulastatsaGginau ca pAphanagarAt protaM cAlayitvA pamphuliyAdezasya pargInagaram agacchan kintu yohan tayoH samIpAd etya yirUzAlamaM pratyAgacchat|
ACT.13.14	pazcAt tau pargIto yAtrAM kRtvA pisidiyAdezasya AntiyakhiyAnagaram upasthAya vizrAmavAre bhajanabhavanaM pravizya samupAvizatAM|
ACT.13.15	vyavasthAbhaviSyadvAkyayoH paThitayoH sato rhe bhrAtarau lokAn prati yuvayoH kAcid upadezakathA yadyasti tarhi tAM vadataM tau prati tasya bhajanabhavanasyAdhipatayaH kathAm etAM kathayitvA praiSayan|
ACT.13.16	ataH paula uttiSThan hastena saGketaM kurvvan kathitavAn he isrAyelIyamanuSyA IzvaraparAyaNAH sarvve lokA yUyam avadhaddhaM|
ACT.13.17	eteSAmisrAyellokAnAm Izvaro'smAkaM pUrvvaparuSAn manonItAn katvA gRhItavAn tato misari deze pravasanakAle teSAmunnatiM kRtvA tasmAt svIyabAhubalena tAn bahiH kRtvA samAnayat|
ACT.13.18	catvAriMzadvatsarAn yAvacca mahAprAntare teSAM bharaNaM kRtvA
ACT.13.19	kinAndezAntarvvarttINi saptarAjyAni nAzayitvA guTikApAtena teSu sarvvadezeSu tebhyo'dhikAraM dattavAn|
ACT.13.20	paJcAzadadhikacatuHzateSu vatsareSu gateSu ca zimUyelbhaviSyadvAdiparyyantaM teSAmupari vicArayitRn niyuktavAn|
ACT.13.21	taizca rAjJi prArthite, Izvaro binyAmIno vaMzajAtasya kIzaH putraM zaulaM catvAriMzadvarSaparyyantaM teSAmupari rAjAnaM kRtavAn|
ACT.13.22	pazcAt taM padacyutaM kRtvA yo madiSTakriyAH sarvvAH kariSyati tAdRzaM mama manobhimatam ekaM janaM yizayaH putraM dAyUdaM prAptavAn idaM pramANaM yasmin dAyUdi sa dattavAn taM dAyUdaM teSAmupari rAjatvaM karttum utpAditavAna|
ACT.13.23	tasya svapratizrutasya vAkyasyAnusAreNa isrAyellokAnAM nimittaM teSAM manuSyANAM vaMzAd Izvara ekaM yIzuM (trAtAram) udapAdayat|
ACT.13.24	tasya prakAzanAt pUrvvaM yohan isrAyellokAnAM sannidhau manaHparAvarttanarUpaM majjanaM prAcArayat|
ACT.13.25	yasya ca karmmaNoे bhAraM praptavAn yohan tan niSpAdayan etAM kathAM kathitavAn, yUyaM mAM kaM janaM jAnItha? aham abhiSiktatrAtA nahi, kintu pazyata yasya pAdayoH pAdukayo rbandhane mocayitumapi yogyo na bhavAmi tAdRza eko jano mama pazcAd upatiSThati|
ACT.13.26	he ibrAhImo vaMzajAtA bhrAtaro he IzvarabhItAH sarvvalokA yuSmAn prati paritrANasya kathaiSA preritA|
ACT.13.27	yirUzAlamnivAsinasteSAm adhipatayazca tasya yIzoH paricayaM na prApya prativizrAmavAraM paThyamAnAnAM bhaviSyadvAdikathAnAm abhiprAyam abuddhvA ca tasya vadhena tAH kathAH saphalA akurvvan|
ACT.13.28	prANahananasya kamapi hetum aprApyApi pIlAtasya nikaTe tasya vadhaM prArthayanta|
ACT.13.29	tasmin yAH kathA likhitAH santi tadanusAreNa karmma sampAdya taM kruzAd avatAryya zmazAne zAyitavantaH|
ACT.13.30	kintvIzvaraH zmazAnAt tamudasthApayat,
ACT.13.31	punazca gAlIlapradezAd yirUzAlamanagaraM tena sArddhaM ye lokA Agacchan sa bahudinAni tebhyo darzanaM dattavAn, atasta idAnIM lokAn prati tasya sAkSiNaH santi|
ACT.13.32	asmAkaM pUrvvapuruSANAM samakSam Izvaro yasmin pratijJAtavAn yathA, tvaM me putrosi cAdya tvAM samutthApitavAnaham|
ACT.13.33	idaM yadvacanaM dvitIyagIte likhitamAste tad yIzorutthAnena teSAM santAnA ye vayam asmAkaM sannidhau tena pratyakSI kRtaM, yuSmAn imaM susaMvAdaM jJApayAmi|
ACT.13.34	paramezvareNa zmazAnAd utthApitaM tadIyaM zarIraM kadApi na kSeSyate, etasmin sa svayaM kathitavAn yathA dAyUdaM prati pratijJAto yo varastamahaM tubhyaM dAsyAmi|
ACT.13.35	etadanyasmin gIte'pi kathitavAn| svakIyaM puNyavantaM tvaM kSayituM na ca dAsyasi|
ACT.13.36	dAyUdA IzvarAbhimatasevAyai nijAyuSi vyayite sati sa mahAnidrAM prApya nijaiH pUrvvapuruSaiH saha militaH san akSIyata;
ACT.13.37	kintu yamIzvaraH zmazAnAd udasthApayat sa nAkSIyata|
ACT.13.38	ato he bhrAtaraH, anena janena pApamocanaM bhavatIti yuSmAn prati pracAritam Aste|
ACT.13.39	phalato mUsAvyavasthayA yUyaM yebhyo doSebhyo muktA bhavituM na zakSyatha tebhyaH sarvvadoSebhya etasmin jane vizvAsinaH sarvve muktA bhaviSyantIti yuSmAbhi rjJAyatAM|
ACT.13.40	aparaJca| avajJAkAriNo lokAzcakSurunmIlya pazyata| tathaivAsambhavaM jJAtvA syAta yUyaM vilajjitAH| yato yuSmAsu tiSThatsu kariSye karmma tAdRzaM| yenaiva tasya vRttAnte yuSmabhyaM kathite'pi hi| yUyaM na tantu vRttAntaM pratyeSyatha kadAcana||
ACT.13.41	yeyaM kathA bhaviSyadvAdinAM grantheSu likhitAste sAvadhAnA bhavata sa kathA yathA yuSmAn prati na ghaTate|
ACT.13.42	yihUdIyabhajanabhavanAn nirgatayostayo rbhinnadezIyai rvakSyamANA prArthanA kRtA, AgAmini vizrAmavAre'pi katheyam asmAn prati pracAritA bhavatviti|
ACT.13.43	sabhAyA bhaGge sati bahavo yihUdIyalokA yihUdIyamatagrAhiNo bhaktalokAzca barNabbApaulayoH pazcAd Agacchan, tena tau taiH saha nAnAkathAH kathayitvezvarAnugrahAzraye sthAtuM tAn prAvarttayatAM|
ACT.13.44	paravizrAmavAre nagarasya prAyeNa sarvve lAkA IzvarIyAM kathAM zrotuM militAH,
ACT.13.45	kintu yihUdIyalokA jananivahaM vilokya IrSyayA paripUrNAH santo viparItakathAkathanenezvaranindayA ca paulenoktAM kathAM khaNDayituM ceSTitavantaH|
ACT.13.46	tataH pauैlabarNabbAvakSobhau kathitavantau prathamaM yuSmAkaM sannidhAvIzvarIyakathAyAH pracAraNam ucitamAsIt kintuM tadagrAhyatvakaraNena yUyaM svAn anantAyuSo'yogyAn darzayatha, etatkAraNAd vayam anyadezIyalokAnAM samIpaM gacchAmaH|
ACT.13.47	prabhurasmAn ittham AdiSTavAn yathA, yAvacca jagataH sImAM lokAnAM trANakAraNAt| mayAnyadezamadhye tvaM sthApito bhUH pradIpavat||
ACT.13.48	tadA kathAmIdRzIM zrutvA bhinnadezIyA AhlAditAH santaH prabhoH kathAM dhanyAM dhanyAm avadan, yAvanto lokAzca paramAyuH prAptinimittaM nirUpitA Asan teे vyazvasan|
ACT.13.49	itthaM prabhoH kathA sarvvedezaM vyApnot|
ACT.13.50	kintu yihUdIyA nagarasya pradhAnapuruSAn sammAnyAH kathipayA bhaktA yoSitazca kupravRttiM grAhayitvA paulabarNabbau tADayitvA tasmAt pradezAd dUrIkRtavantaH|
ACT.13.51	ataH kAraNAt tau nijapadadhUlIsteSAM prAtikUlyena pAtayitveेkaniyaM nagaraM gatau|
ACT.13.52	tataH ziSyagaNa Anandena pavitreNAtmanA ca paripUrNobhavat|
ACT.14.1	tau dvau janau yugapad ikaniyanagarasthayihUdIyAnAM bhajanabhavanaM gatvA yathA bahavo yihUdIyA anyadeेzIyalokAzca vyazvasan tAdRzIM kathAM kathitavantau|
ACT.14.2	kintu vizvAsahInA yihUdIyA anyadezIyalokAn kupravRttiM grAhayitvA bhrAtRgaNaM prati teSAM vairaM janitavantaH|
ACT.14.3	ataH svAnugrahakathAyAH pramANaM datvA tayo rhastai rbahulakSaNam adbhutakarmma ca prAkAzayad yaH prabhustasya kathA akSobhena pracAryya tau tatra bahudinAni samavAtiSThetAM|
ACT.14.4	kintu kiyanto lokA yihUdIyAnAM sapakSAH kiyanto lokAH preritAnAM sapakSA jAtAH, ato nAgarikajananivahamadhye bhinnavAkyatvam abhavat|
ACT.14.5	anyadezIyA yihUdIyAsteSAm adhipatayazca daurAtmyaM kutvA tau prastarairAhantum udyatAH|
ACT.14.6	tau tadvArttAM prApya palAyitvA lukAyaniyAdezasyAntarvvarttilustrAdarbbo
ACT.14.7	tatsamIpasthadezaJca gatvA tatra susaMvAdaM pracArayatAM|
ACT.14.8	tatrobhayapAdayozcalanazaktihIno janmArabhya khaJjaH kadApi gamanaM nAkarot etAdRza eko mAnuSo lustrAnagara upavizya paulasya kathAM zrutavAn|
ACT.14.9	etasmin samaye paulastamprati dRSTiM kRtvA tasya svAsthye vizvAsaM viditvA proccaiH kathitavAn
ACT.14.10	padbhyAmuttiSThan Rju rbhava|tataH sa ullamphaM kRtvA gamanAgamane kutavAn|
ACT.14.11	tadA lokAH paulasya tat kAryyaM vilokya lukAyanIyabhASayA proccaiH kathAmetAM kathitavantaH, devA manuSyarUpaM dhRtvAsmAkaM samIpam avArohan|
ACT.14.12	te barNabbAM yUpitaram avadan paulazca mukhyo vaktA tasmAt taM markuriyam avadan|
ACT.14.13	tasya nagarasya sammukhe sthApitasya yUpitaravigrahasya yAjako vRSAn puSpamAlAzca dvArasamIpam AnIya lokaiH sarddhaM tAvuddizya samutsRjya dAtum udyataH|
ACT.14.14	tadvArttAM zrutvA barNabbApaulau svIyavastrANi chitvA lokAnAM madhyaM vegena pravizya proccaiH kathitavantau,
ACT.14.15	he mahecchAH kuta etAdRzaM karmma kurutha? AvAmapi yuSmAdRzau sukhaduHkhabhoginau manuSyau, yuyam etAH sarvvA vRthAkalpanAH parityajya yathA gagaNavasundharAjalanidhInAM tanmadhyasthAnAM sarvveSAJca sraSTAramamaram IzvaraM prati parAvarttadhve tadartham AvAM yuSmAkaM sannidhau susaMvAdaM pracArayAvaH|
ACT.14.16	sa IzvaraH pUrvvakAle sarvvadezIyalokAn svasvamArge calitumanumatiM dattavAn,
ACT.14.17	tathApi AkAzAt toyavarSaNena nAnAprakArazasyotpatyA ca yuSmAkaM hitaiSI san bhakSyairAnanadena ca yuSmAkam antaHkaraNAni tarpayan tAni dAnAni nijasAkSisvarUpANi sthapitavAn|
ACT.14.18	kintu tAdRzAyAM kathAyAM kathitAyAmapi tayoH samIpa utsarjanAt lokanivahaM prAyeNa nivarttayituM nAzaknutAm|
ACT.14.19	AntiyakhiyA-ikaniyanagarAbhyAM katipayayihUdIyalokA Agatya lokAn prAvarttayanta tasmAt tai paulaM prastarairAghnan tena sa mRta iti vijJAya nagarasya bahistam AkRSya nItavantaH|
ACT.14.20	kintu ziSyagaNe tasya caturdizi tiSThati sati sa svayam utthAya punarapi nagaramadhyaM prAvizat tatpare'hani barNabbAsahito darbbInagaraM gatavAn|
ACT.14.21	tatra susaMvAdaM pracAryya bahulokAn ziSyAn kRtvA tau lustrAm ikaniyam AntiyakhiyAJca parAvRtya gatau|
ACT.14.22	bahuduHkhAni bhuktvApIzvararAjyaM praveSTavyam iti kAraNAd dharmmamArge sthAtuM vinayaM kRtvA ziSyagaNasya manaHsthairyyam akurutAM|
ACT.14.23	maNDalInAM prAcInavargAn niyujya prArthanopavAsau kRtvA yatprabhau te vyazvasan tasya haste tAn samarpya
ACT.14.24	pisidiyAmadhyena pAmphuliyAdezaM gatavantau|
ACT.14.25	pazcAt pargAnagaraM gatvA susaMvAdaM pracAryya attAliyAnagaraM prasthitavantau|
ACT.14.26	tasmAt samudrapathena gatvA tAbhyAM yat karmma sampannaM tatkarmma sAdhayituM yannagare dayAlorIzvarasya haste samarpitau jAtau tad AntiyakhiyAnagaraM gatavantA|
ACT.14.27	tatropasthAya tannagarasthamaNDalIM saMgRhya svAbhyAma Izvaro yadyat karmmakarot tathA yena prakAreNa bhinnadezIyalokAn prati vizvAsarUpadvAram amocayad etAn sarvvavRttAntAn tAn jJApitavantau|
ACT.14.28	tatastau ziryyaiH sArddhaM tatra bahudinAni nyavasatAm|
ACT.15.1	yihUdAdezAt kiyanto janA Agatya bhrAtRgaNamitthaM zikSitavanto mUsAvyavasthayA yadi yuSmAkaM tvakchedo na bhavati tarhi yUyaM paritrANaM prAptuM na zakSyatha|
