GEN.1.1	In den beginne schiep God de hemel en de aarde. 
2CH.1.16	De levering van de paarden, die voor Salomo bestemd waren, geschiedde uit Misraïm en uit Kewe; de handelaars van de koning haalden ze tegen marktprijs uit Kewe. 
2CH.1.17	Een wagen uit Misraïm stelden zij echter bij levering op zeshonderd, en een paard op honderd vijftig eenheden zilver; evenzo voerde men ze door hun bemiddeling uit naar alle koningen der Hethieten en naar de koningen van Aram.
2CH.2.1	Salomo beval een tempel te bouwen voor de naam des 
2CH.2.2	En Salomo wees een getal aan van zeventigduizend man lastdragers, tachtigduizend steenhouwers in het gebergte en drieduizend en zeshonderd opzichters over hen.
2CH.2.3	Toen zond Salomo aan Churam, de koning van Tyrus, de boodschap: (Handel met mij), zoals gij met mijn vader David gehandeld hebt door hem ceders te zenden, om voor zich een huis te bouwen, waarin hij kon wonen. 
2CH.2.4	Zie, ik ga een huis bouwen voor de naam van de 
2CH.2.5	Het huis, dat ik ga bouwen, zal groot zijn, want onze God is groter dan alle goden. 
2CH.2.6	Wie zou in staat zijn voor Hem een huis te bouwen, want de hemel, zelfs de hemel der hemelen, kan Hem niet bevatten. Wie ben ik dan, dat ik voor Hem een huis zou bouwen, indien het niet was om voor zijn aangezicht offers te ontsteken? 
2CH.2.7	Nu dan, zend mij een man, die bedreven is in de bewerking van goud, zilver, koper, ijzer, roodpurper, karmozijn en blauwpurper, en die het verstaat graveerwerk te vervaardigen, samen met de vaklieden die bij mij in Juda en in Jeruzalem zijn, en waarvoor mijn vader David gezorgd heeft. 
2CH.2.8	Zend mij ook ceder-, cypresse-, en algummimhout van de Libanon, want mij is bekend, dat uw knechten de bomen van de Libanon weten te vellen; en zie, mijn knechten zullen uw knechten helpen, 
2CH.2.9	hout in overvloed voor mij gereed te maken, want het huis, dat ik ga bouwen, zal groot en wonderbaar zijn. 
2CH.2.10	Zie, in ruil voor de houthakkers, die de bomen vellen, geef ik tot voedsel voor uw knechten twintigduizend kor tarwe, twintigduizend kor gerst, twintigduizend bath wijn en twintigduizend bath olie.
2CH.2.11	En Churam, de koning van Tyrus, antwoordde in een schrijven dat hij aan Salomo zond: Omdat de 
2CH.2.12	Voorts zeide Churam: Geprezen zij de 
2CH.2.13	Ik zend u dan een bekwaam man, begiftigd met inzicht, Churam-Abi, 
2CH.2.14	zoon van een vrouw uit de dochters van Dan, wiens vader een Tyriër was; hij heeft verstand van de bewerking van goud, zilver, koper, ijzer, stenen, hout, roodpurper, blauwpurper, fijn linnen en karmozijn, van het vervaardigen van allerlei graveerwerk en van het ontwerpen van allerlei kunstwerk dat hem wordt opgedragen tezamen met uw vaklieden en die van mijn heer, uw vader David. 
2CH.2.15	Laat dan mijn heer de tarwe en de gerst, de olie en de wijn, die hij heeft toegezegd, aan zijn knechten zenden. 
2CH.2.16	Dan zullen wij bomen vellen van de Libanon, zoveel als gij nodig hebt, en ze u in vlotten over zee naar Jafo brengen; en gij kunt ze naar Jeruzalem vervoeren.
2CH.2.17	Toen telde Salomo al de mannelijke vreemdelingen, die in het land van Israël waren, na de telling die zijn vader David had gehouden, en er bleken er honderddrieënvijftigduizend zeshonderd te zijn. 
2CH.2.18	En hij maakte zeventigduizend van hen tot lastdragers en tachtigduizend tot steenhouwers in het gebergte en drieduizend zeshonderd tot opzichters, om het volk aan het werk te zetten.
2CH.3.1	Toen begon Salomo met de bouw van de tempel te Jeruzalem op de berg Moria, waar de 
2CH.3.2	Hij begon met de bouw in de tweede maand, op de tweede dag, in het vierde jaar van zijn regering. 
2CH.3.3	Dit is het grondplan van Salomo voor de bouw van het huis Gods: de lengte in ellen naar de oude maat was zestig el en de breedte twintig el. 
2CH.3.4	De voorhal aan de voorkant was in de lengte langs de breedte van het huis twintig el, en de hoogte honderd twintig; hij overtrok haar van binnen met zuiver goud. 
2CH.3.5	Hij beschoot het grote vertrek met cypressehout, overtrok dit met fijn goud en bracht daarop palmen en slingers aan. 
2CH.3.6	Ter versiering voorzag hij het vertrek van kostbare steen. Het goud was goud van Parwaïm. 
2CH.3.7	Aldus overtrok hij het vertrek, de balken, de drempels, zijn wanden en zijn deurvleugels met goud; en op de wanden graveerde hij cherubs.
2CH.3.8	Voorts maakte hij het vertrek van het heilige der heiligen; de lengte ervan, langs de breedte van het huis, was twintig el, en de breedte eveneens twintig el; hij overtrok het met fijn goud van zeshonderd talenten. 
2CH.3.9	Het gewicht der spijkers was vijftig sikkels goud. De bovenvertrekken overtrok hij eveneens met goud. 
2CH.3.10	Hij maakte in het vertrek van het heilige der heiligen twee cherubs, beeldhouwwerk, en men overtrok ze met goud. 
2CH.3.11	De vleugels der cherubs hadden een gezamenlijke lengte van twintig el; de ene vleugel van de éne was vijf el en raakte aan de wand van het huis, terwijl de andere vleugel vijf el was en aan de vleugel van de andere cherub raakte. 
2CH.3.12	En de ene vleugel van de tweede cherub was vijf el en raakte aan de wand van het huis, terwijl de andere vleugel vijf el was en aansloot aan de vleugel van de eerste cherub. 
2CH.3.13	De vleugels van deze cherubs strekten zich twintig el uit; zelf stonden zij op hun voeten met hun aangezichten naar het huis. 
2CH.3.14	Hij maakte het voorhangsel van blauwpurper, roodpurper, karmozijn en fijn linnen en bracht daarop cherubs aan. 
2CH.3.15	Voorts maakte hij vóór het huis twee zuilen, vijfendertig el hoog, met een kapiteel erbovenop van vijf el. 
2CH.3.16	Ook maakte hij slingers om de rand, die hij aanbracht op de top der zuilen, en hij maakte honderd granaatappels en hechtte ze aan de slingers. 
2CH.3.17	Hij stelde de zuilen vóór de tempel, één aan de rechter- en één aan de linkerkant en noemde de rechter Jakin, en de linker Boaz.
2CH.4.1	Ook maakte hij een koperen altaar; het was twintig el lang, twintig el breed en tien el hoog. 
2CH.4.2	Voorts maakte hij de zee, van gietwerk, tien el van rand tot rand, geheel rond, vijf el hoog, terwijl een meetsnoer van dertig el haar rondom kon omspannen. 
2CH.4.3	Om de onderkant heen bevonden zich afbeeldingen van runderen, die haar geheel omgaven, tien el, geheel rondom de zee, twee rijen runderen, in één gietsel met haar gegoten. 
2CH.4.4	Zij stond op twaalf runderen, waarvan drie noordwaarts gekeerd waren, drie westwaarts, drie zuidwaarts en drie oostwaarts; de zee rustte boven op hen en al hun achterdelen waren binnenwaarts gewend. 
2CH.4.5	Haar dikte was een handbreed en haar rand had de vorm van een bekerrand, van een leliekelk. Zij had een inhoud van drieduizend bath. 
2CH.4.6	Voorts maakte hij tien wasvaten, plaatste er vijf aan de rechterkant en vijf aan de linkerkant, voor de wassingen. De benodigdheden voor het brandoffer spoelden zij daarin af, maar de zee diende voor de priesters, om zich daarin te wassen. 
2CH.4.7	Hij maakte de tien gouden kandelaars volgens het voorschrift daarvoor en plaatste ze in de hoofdzaal, vijf aan de rechter- en vijf aan de linkerkant. 
2CH.4.8	Ook maakte hij tien tafels en zette ze in de hoofdzaal, vijf aan de rechter- en vijf aan de linkerkant. Honderd gouden sprengbekkens maakte hij. 
2CH.4.9	Eveneens maakte hij de voorhof der priesters, de grote voorhof en de deuren van de voorhof, welke deuren hij met koper overtrok. 
2CH.4.10	De zee nu plaatste hij aan de rechtervleugel van het huis, naar het zuidoosten. 
2CH.4.11	En Churam maakte eveneens de potten, scheppen en sprengbekkens.
2CH.4.11	Zo voltooide Churam het werk dat hij voor koning Salomo aan het huis Gods had te doen: 
2CH.4.12	de twee zuilen; de bollen; de twee kapitelen op de top der zuilen; de twee vlechtwerken om beide bollen der kapitelen op de top der zuilen te bedekken; 
2CH.4.13	en de vierhonderd granaatappelen voor beide vlechtwerken, twee rijen granaatappelen voor elk vlechtwerk, om de beide bollen der kapitelen op de zuilen te bedekken. 
2CH.4.14	Hij maakte de onderstellen, de bekkens op de wagens, 
2CH.4.15	de éne zee en de twaalf runderen daaronder; 
2CH.4.16	ook de potten, de scheppen, de vorken met al hun toebehoren maakte Churam-Abi van gepolijst koper voor koning Salomo voor het huis des 
2CH.4.17	In de Streek van de Jordaan goot de koning ze, in diepe grond, tussen Sukkot en Seredata. 
2CH.4.18	Salomo maakte al deze voorwerpen in zeer grote hoeveelheid; het gewicht aan koper werd dan ook niet berekend. 
2CH.4.19	Ook maakte Salomo al de voorwerpen van het huis Gods, het gouden altaar, de tafels waarop het toonbrood lag, 
2CH.4.20	de kandelaars en hun lampen, die volgens het voorschrift voor de achterzaal moesten branden, alles van gedegen goud; 
2CH.4.21	de kelken, lampen en snuiters van goud, van het louterste goud; 
2CH.4.22	de messen, sprengbekkens, schotels en vuurpannen van gedegen goud; de ingang van het huis, zijn binnenste deuren naar het heilige der heiligen, en de deuren van de hoofdzaal van de tempel, van goud.
2CH.5.1	Toen al het werk, dat Salomo aan het huis des 
2CH.5.2	Toen vergaderde Salomo de oudsten van Israël, en al de stamhoofden, de familievorsten der Israëlieten, te Jeruzalem, om de ark van het verbond des 
2CH.5.3	En alle mannen van Israël kwamen bij de koning op het feest samen; dat was in de zevende maand. 
2CH.5.4	Toen alle oudsten van Israël gekomen waren, hieven de Levieten de ark op 
2CH.5.5	en brachten de ark, de tent der samenkomst en alle heilige voorwerpen die in de tent waren, opwaarts; de levitische priesters brachten ze opwaarts. 
2CH.5.6	Koning Salomo en de gehele vergadering van Israël, die bij hem samengekomen was vóór de ark, offerden schapen en runderen, niet te tellen, noch te berekenen vanwege de menigte. 
2CH.5.7	Vervolgens brachten de priesters de ark des verbonds des 
2CH.5.8	zodat de cherubs beide vleugels uitspreidden over de plaats der ark en de cherubs de ark en haar draagbomen van boven bedekten. 
2CH.5.9	De draagbomen waren zo lang, dat hun uiteinden buiten de ark vóór de achterzaal zichtbaar waren, maar buiten kon men ze niet zien; zij is daar geweest tot op de huidige dag. 
2CH.5.10	Er was niets in de ark dan alleen de twee tafelen die Mozes erin gedaan had op Horeb, waar de 
2CH.5.11	Toen de priesters uit het heiligdom naar buiten traden – want al de priesters, die zich daar bevonden, hadden zich geheiligd zonder zich aan de afdelingen te houden – 
2CH.5.12	stonden al de levitische zangers, Asaf, Heman, Jedutun, hun zonen en hun broeders, met fijn linnen bekleed, ten oosten van het altaar, met cimbalen, harpen en citers; bij hen waren honderd twintig priesters, die op de trompetten bliezen. 
2CH.5.13	Toen zij tezamen trompetten en eenstemmig een lied lieten horen, om de 
2CH.5.14	zodat de priesters vanwege de wolk niet konden blijven staan om dienst te doen, want de heerlijkheid des 
2CH.6.1	Toen zeide Salomo: De 
2CH.6.2	ik heb U ter woning een huis gebouwd, en een vaste plaats om daar eeuwig te wonen.
2CH.6.3	Daarna wendde de koning zich om en zegende de gehele gemeente van Israël, terwijl de gehele gemeente van Israël stond. 
2CH.6.4	En hij zeide: Geprezen zij de 
2CH.6.5	van de dag aan, dat Ik mijn volk uit het land Egypte leidde, heb Ik geen stád uit alle stammen van Israël verkoren, om er een huis te bouwen, opdat mijn naam daar zijn zou, en geen mán verkoren, om vorst te zijn over mijn volk Israël; 
2CH.6.6	maar nu heb Ik Jeruzalem verkoren, opdat mijn naam daar zijn zou, en heb Ik David verkoren, opdat hij over mijn volk Israël zou heersen. 
2CH.6.7	Toen mijn vader David voornemens was een huis te bouwen voor de naam van de 
2CH.6.8	zeide de 
2CH.6.9	gij evenwel zult het huis niet bouwen, maar de zoon, die uit uw lendenen zal voortkomen, die zal het huis voor mijn naam bouwen. 
2CH.6.10	De 
2CH.6.11	en er de ark geplaatst, waarin het verbond des 
2CH.6.12	Toen ging hij vóór het altaar des 
2CH.6.13	Want Salomo had een koperen gestoelte gemaakt en dat midden in de voorhof gezet, vijf el lang, vijf el breed, drie el hoog, en hij ging daarop staan, knielde ten aanschouwen van de gehele gemeente van Israël, breidde zijn handen uit naar de hemel, 
2CH.6.14	en zeide: 
2CH.6.15	die jegens uw knecht, mijn vader David, gehouden hebt wat Gij tot hem gesproken hadt, ja die hetgeen Gij met uw mond hadt gesproken, met uw hand hebt volbracht, zoals heden blijkt. 
2CH.6.16	Nu dan, 
2CH.6.17	Nu dan, 
2CH.6.18	Zou God dan waarlijk bij de mensen op aarde wonen? Zie, de hemel, zelfs de hemel der hemelen, kan U niet bevatten, hoeveel te min dit huis dat ik gebouwd heb! 
2CH.6.19	Wend U dan tot het gebed van uw knecht en tot zijn smeking, 
2CH.6.20	zodat uw ogen dag en nacht geopend zijn over dit huis, de plaats waar Gij naar uw belofte uw naam zoudt doen wonen, – zodat Gij hoort naar het gebed dat uw knecht te dezer plaatse opzenden zal. 
2CH.6.21	Hoor dan naar de smekingen van uw knecht en van uw volk Israël, die zij te dezer plaatse opzenden zullen. Ja, Gij zult het horen uit de plaats uwer woning, uit de hemel; en wanneer Gij het hoort, zult Gij vergiffenis schenken.
2CH.6.22	Indien iemand tegen zijn naaste gezondigd heeft en deze een eed van hem vergt, waardoor hij een vloek over zich inroept, en hij die eed komt afleggen vóór uw altaar in dit huis, 
2CH.6.23	hoor Gij dan uit de hemel, en grijp in, en richt uw knechten door de goddeloze zijn handelwijze te vergelden en deze op zijn eigen hoofd te doen neerkomen, en door de rechtvaardige vrij te spreken, en hem te doen naar zijn gerechtigheid.
2CH.6.24	Indien uw volk Israël verslagen wordt door de vijand, omdat zij tegen U gezondigd hebben, en zij zich bekeren, uw naam belijden en voor uw aangezicht in dit huis bidden en smeken, 
2CH.6.25	hoor Gij dan uit de hemel, vergeef de zonde van uw volk Israël en breng hen terug naar het land dat Gij hun en hun vaderen gegeven hebt.
2CH.6.26	Wanneer de hemel gesloten blijft, zodat er geen regen komt, daar zij tegen U gezondigd hebben, en zij te dezer plaatse bidden, uw naam belijden en zich van hun zonde bekeren, omdat Gij hen vernederd hebt, 
2CH.6.27	hoor Gij dan in de hemel, vergeef de zonde van uw knechten en van uw volk Israël, – want Gij wijst hun de goede weg waarop zij moeten wandelen – en geef regen op uw land, dat Gij uw volk ten erfdeel geschonken hebt.
2CH.6.28	Wanneer er hongersnood in het land is, wanneer er pest is, brandkoren of honigdauw, sprinkhanen of kaalvreters, wanneer de vijand het volk in de steden van zijn land benauwt, welke plaag en welke ziekte ook; 
2CH.6.29	welk gebed, welke smeking ook, die enig mens of uw gehele volk Israël doen zal, omdat ieder zijn plaag en zijn smart kent, zodat hij zijn handen in dit huis uitbreidt, – 
2CH.6.30	hoor Gij dan uit de hemel, de vaste plaats uwer woning, vergeef en vergeld ieder naar al zijn wegen, daar Gij zijn hart kent – want Gij alleen kent het hart der mensenkinderen –, 
2CH.6.31	opdat zij U vrezen en in uw wegen wandelen al de dagen die zij leven in het land dat Gij onze vaderen gegeven hebt.
2CH.6.32	Ook wanneer een vreemdeling die niet tot uw volk Israël behoort, ter wille van uw grote naam, uw sterke hand en uw uitgestrekte arm uit verren lande komt, en men komt bidden in dit huis, 
2CH.6.33	hoor Gij dan uit de hemel, de vaste plaats uwer woning, en doe naar alles wat de vreemdeling tot U roept, opdat alle volken der aarde uw naam leren kennen, en U vrezen zoals uw volk Israël, en weten dat uw naam uitgeroepen is over dit huis dat ik gebouwd heb.
2CH.6.34	Wanneer uw volk ten strijde trekt tegen zijn vijanden langs de weg waarop Gij hen zendt, en zij bidden tot U in de richting van deze stad die Gij verkoren hebt, en van het huis dat ik voor uw naam gebouwd heb, 
2CH.6.35	hoor dan uit de hemel naar hun gebed en smeking, en verschaf hun recht.
2CH.6.36	Wanneer zij tegen U zondigen – er is immers geen mens die niet zondigt – en Gij op hen toornig wordt en hen overlevert aan een vijand, zodat men hen als gevangenen wegvoert naar een land ver of nabij, 
2CH.6.37	wanneer zij het dan ter harte nemen in het land waarheen zij weggevoerd zijn, zich bekeren, tot U smeken in het land hunner gevangenschap en zeggen: wij hebben gezondigd, ongerechtigheid bedreven en goddeloos gehandeld, 
2CH.6.38	wanneer zij zich dan tot U bekeren met hun gehele hart en met hun gehele ziel in het land van hen die ze in gevangenschap weggevoerd hebben, wanneer zij bidden in de richting van hun land dat Gij hun vaderen gegeven hebt, en van de stad die Gij verkoren hebt, en van dit huis dat ik voor uw naam gebouwd heb – 
2CH.6.39	hoor dan uit de hemel, de vaste plaats uwer woning, naar hun gebed en smekingen, verschaf hun recht en vergeef uw volk hetgeen waarin zij tegen U gezondigd hebben.
2CH.6.40	Nu dan, mijn God, laten uw ogen geopend en uw oren opmerkzaam zijn op het gebed te dezer plaatse. 
2CH.6.41	Nu dan, sta op, 
2CH.6.42	 God, wijs uw gezalfde niet af, gedenk de gunstbewijzen aan uw knecht David.
2CH.7.1	Zodra Salomo zijn gebed geëindigd had, daalde vuur uit de hemel neer en verteerde het brandoffer en de slachtoffers; en de heerlijkheid des 
