MAT.1.1	Si Abraham gëlok nennë, Dabid gë oli, Jisu Kristo gë hürum ë. 
ROM.11.34	Ëgë maalachin,
ROM.11.34	Yë rem Yürnë bü ëm tomsür lade në?
ROM.11.35	Yë rem bü ëm jinyo bë yëra jikanë?” 
ROM.11.36	Lëga ë buppü yëra ëm Yürnë bü ë pülen to, okkë buppü yëra ë bük lëga bë büklo turdu. Ëkë lëga bë, ngonu Yürnë ne koik yaar kendo! Amen.
ROM.12.1	Ëkë lëga bë, ngok achë abür gadë, Yürnë gë ngonnuëm majja bë paknam lëga bë, ngo nonnuëm rogu dakna, nonu panyo bë Yürnë gëlo turdo bë bintür la yuudum lüksinam garü bë nonu aü ëm aü ë tolük sitoka, Yürnë bü ëm mëëken monam lëga bë bük agër lo tolüksitoka. Sigi nonuk jijja bë asin aapuk lokë tolük sila bü ëm kumnamë. 
ROM.12.2	Nonu tani mooko sokë nyi gadë gë rëpe lokë aü gë amür ëm agum bë rëgë yooka, rülachin nok muupuk asin ara lokkë mëëdekla okkë tukko pini buppü ëm Yürnë gëlo tojila ali bëden modek kotoka. Ëmbë rübo lonyi lo nonu Yürnë gë yo ëdü alënë mëënam ëm okkë bü ëm mëëken mossëm okkë bük mëënamë buupü bë jijja ë ëmla chenla rënna. 
ROM.12.3	Okkë Yürnë gë ngom bük aya jinyo ëm jinam lëgalo, ngo nonu buppü ëm sim menduna; Nonu yo chëm endodü ëgum pënamë nonu aü ë kai yaabë mëëbo siyoka. Ëm pënam ë nonuk mëënam monam ëm rëngam bë mëëtoka okkë nom mëëtin ëm yadü go Yürnë jitu dü ëkë go noü ëm mëëka sitoka. 
ROM.12.4	Ngonuk aü amür aken sigi adëk adëk abak ë kaadu, okkë buppü aba sokë agër ë akenma. 
ROM.12.5	 Ëmbë chë dada, ngonuchin yaaka gobë nyi ë rülachin, ngonu Kristo gëlo amür aken ë okkë amür lokë aba aba ë aü amür aken gobë rüpom siduku. 
ROM.12.6	Ëmbë rünamë yürnë ngonnuëm aken aken ëm angu angu sinë jinyo amen jipe lokë rüken do. Ngonnuëm jinyo jinamë Yürnë gë dooyü ëm mengo doobë jitu boolo, ngonu aü gë mëëtin siko lokë ëmmabë mengo jiru kendo. 
ROM.12.7	Ngonnuëm Yürnë mëëtin sinë ajen gaddëm agër rüji lado bë jitu boolo, ngonu rügur minsiru kendo, okkë ngonnuëm bü mentom lakdobë jipaboolo, ngonu mentom jira ru kendo. 
ROM.12.8	 Ngonnuëm këbbëm mennür rüür gëlak doobë jipaboolo, menür rüür tolaka. Yëm bullëm bü anyi go doodo dü ajen këbbëm jila doobë jipaboolo, jilüdola jimotoka, Yëm bulu nyi ëm rutum lakdobë jipaboolo, achi bë mëëgapla rutum toka. Yë bullëm ajenlo aya kaatom ladobë jipaboolo, bü ëgum mëëken doola rütolaka. 
ROM.12.9	Aya minsi namëm dinchi bë aya minsi laka, alë maanëm arik tolaka, yo ë alë doodü ëgum addü bë gaggap laka. 
ROM.12.10	Kristo gëlo achë abür aken bë aya sinamëm dinchi bë aya sitolaka, okkë aken aken ëm dinchi bë pakmin sinam ëm kaatom sitoka. 
ROM.12.11	Okkë loobak yooka rügërëlla hardëbë rükor ëm rütolaka, Rutum gë agër ëm noük asin aapuk buppü lokkë rülü bë mëëgap doola rütolaka. 
ROM.12.12	Nokë mëëdük mou ëm chetëm gëdobë, dinchi bë kumdola, nok mëëgë sinam ëm buupü bë mëëken mogeka. 
ROM.12.13	Nokë Kristan ajen gë püüma gochoh nammëm nok yëku yëra lokë jimin sitoka, nyibo innë chaanëm nok namë lo ingë doobë torük sitoka. 
ROM.12.14	 Nonuk Yürnë ne mëëtin sinam lëga bë motu chire në gaddëm, Yürnë beetoka ëmtë maabë, buluk lëga bë nonu Yürnë gëlokë rülibongo kojitoka. 
ROM.12.15	No mëëken nëlo mëëken mingë toka, rülachin këbë tingü nyilen nëlo nok mëëdük mou mingë namëm kaatom toka. 
ROM.12.16	 Rëken bë rënam lëga bë buppü ëm lëyü bë mëëtoka. Chëëbo rekbo sinë bë rüyoka, rügë rëlla anni në agër ëmchin rülü bë rütolaka. Okkë noü ëm chennë paanë bë mëëbo siyoka.
ROM.12.17	Nom nyi gonnë yo alë maanë go rünam go kaalachin, ëgum no bü ëm alë maanë chë go rürük yooka. Rügë rëlla nyi buppü gë kaaga lo alë bë kaalük nam go rülëpë ëmla mëëtoka. 
ROM.12.18	Nonu pakla rëm, nyi buppü ëm jurup bë, rëken duuken bë rëbam duubam lapë ëmla mëëlaka. 
ROM.12.19	 Mëëtin sinë ngok ajen gadë, nonu yaddë lochin alë maanë gë dora ëm raasi lapë mëëyoka, ëgum pënamë Yürnë bü ëm dora ëm raasi motoka. Yo lëga Yürnë gë boilo Rutum bük agom ëm sëmbë mentu, “Ngo dora ëm raala, jikur rëku.” 
ROM.12.20	 Dora raanam ëm pënamë, Yürnë gë boilo yo go mentudü ëgum rüya toka, “Nom nyiroh në nyi gonnë këno duubolo, no donam jiggeka; bü tülü duubolo tülü tünë simo geeka, nok ëmbë rükolokë bü ëm dumpolokë ëmë garü bë gula marnam ëm hanyü morëku.” 
ROM.12.21	Nonnuë alë maanëm rügum koyoka, ëgum pënamë den, alë nëlokë alë maanë gaddëm rügum yaato denka.
ROM.13.1	Nonu buppü ë mooko rutum në gadëk agom ëm tagap ru kendo, yo lëga yëchin Yürnë gë tolük nam kaamabë rutum doobë rülama, okkë yë bulu mooko ëm rutum duudü bulu buppü ë Yürnë Rutum gë lüknamë. 
ROM.13.2	Yë bulu ijja gë rutum në gaddëm agdu dü ëgë bulu Yürnë yo go rülük jipadü ëgum agdu; Ëmbë yë nyidum yë agdu dü aü ëm morik chikek saëm laagë sidu. 
ROM.13.3	Yo lëga, yë bulu alënë agër rüdudü rutum në gaddëm bososa kaama rülachin yë alë maanë agër rüla rëdudü boso gëdubë rüdo. Ëmbë rünamë no nyi ë boso maanam rutum nëbë rütolaka mëëdore? Ëgë boolo yoë alë doodü ëgum rütolaka, ogo nom bü koik rëku. 
ROM.13.4	Lëga bü nonuk alënam lëga bë Yürnë gëlokë agër rüji raaduna. Rülachin nonu alë maanë agër rükuboolo, bü ëm boso duubë rürurëku, yo lëga bük nonnuëm morik lagë naanë jijja ëku. Bü Yürnë gëlokë nonuk lëga bë alënë agër rüranë okkë yë bulu alë maanë agër rüdudü buluklo Yürnë gë morik chikek nammëmchin laalük jinnë. 
ROM.13.5	Ëkë lëga bë nonu mooko rutum në gaddëm tagapla rüjiru kendo, Ëgë Yürnë gë marsë lëga bënyum mo, rünamë nok asin aapuk lochin no chensidu no yo chë go rüken doodü.
ROM.13.6	Sokë lëga lo nonuk dodin gaddëm dordu nama bë, yo lëga mooko rutum gaddë, aü ëm buupü bë yadü lo rutum agërlo bulu jilük sirë dü Yürnë bük agër rüra jinnë. 
ROM.13.7	 Ëmbë rünamë, nonuk dorsë guunyü go doorëm ëgum buluklo dortoka; Nonu aü gë okkë yëku yëra buppü lokë dodin dorsëm buluklo dortoka, okkë yëm bulu pakru kendodü nonuk paknamëm buppü ëm kaatom tolaka.
ROM.13.8	Yëkë lokëchin no guunyü gëyoka, nonuk guunyü gëla rëssë aken aken ëm aya sila rëssë nyum. Yë nyi yë bük ajen ëm aya sidudü bü Ayon ëm buupü bë rügëdu. 
ROM.13.9	 Moses gë Ayon lo mentu, “Gümur sümur yooka; nyi pakë nükkë yooka, dotcho yooka, kaaboh tari yooka,” Sigim gadësim, okkë këbë menlen nam buppü ëm menchumla gomken lo Ayon niitom menyürla mentu, “Nokë doogo baër ajen ëm noü ëm aya sinam garü bë aya minsi tolaka.” 
ROM.13.10	Yë aü gë doogo baër nyi ëm aya minsi duudü bü lachin bü ëm rübu menbu simarë. Doogo baër lokë nyi ajen ëm ajen sinamë, Ayon lokë mennam buppü ëm buupü bë rüpü jinamë.
ROM.13.11	Sirum siro gë rëtu duubë yo ëdü no ëgum chensidu, ëkë lëga bë no sim rüru geka; nonuk yupngak la dootola urëp dü ë aadu ku. Yo lëga ngonuk mëëtin sicho dak okkëm yaalë ijja gë ngonnuëm Yürnë gë tushü baalë dü ë dünük yaaduku. 
ROM.13.12	Kannë napin daasam ëku, lou ë urëp daasam ëku. Ëkë lëga bë kanë bë agër rügë naanë buumü gaddëm tugü pagge lakuju, okkë lou lo rëdola nyimak rügë naanëm buumü hüko silakuju. 
ROM.13.13	Ëkë lëga bë alo lou lokë rënë nyi garü bë, kaju ngonu aü ëchin kaajin sidola hüla güla kuju; Tükum dojër siyoka, gümur sümur yooka, jaboo gamboo sila chenma nëbë rüyoka, pamin nükmin siyoka okkë rëbë rëlo gëmin bëëmin siyoka. 
ROM.13.14	Rülachin Rutum Jisu Kristo ne buumü bë hüko sito denka, okkë nok rümur gë rüso mëënam gë rüpe ëm ëpak tokuka.
ROM.14.1	Nonuk ajen atür lokë mëëtin sinamë addü maanëmchin nonu allü bë torük sitoka, rügë rëlla bük aü gë rüpe bë rüso mëënam baab ëm menko rüpek jiyoka. 
ROM.14.2	Nyi aken gonë gë mëëtin ë bü ëm yoyo buppü ëm dogë moladu, rülachin nyi aken gonë lokë mëëtin ë püram në üjü O gonyum dogë modu. 
ROM.14.3	Domanam kaamabë donë nyi gadë nonu domëm maanë nyi gaddëm kaü tato minsi yooka; okkë domëm tüjëm maanë nyi gadë nonu lachin dopen kaamabë donë nyi gaddëmchin make mae minsi yooka, yo lëga bullëmchin Yürnë torük sidu. 
ROM.14.4	No yë rem nyiikë nyi gë agër rüra jinnëm make maela menpak jira deenë? Bük aü gë rutum ënyo bü ëm alë bë rünam ëmlachin okkë rülak maanam ëm lachin tolük sa tolük maasëm rüdenë. Okkë bü ë addü rurë, yo lëga Rutum bü bü ëm addü doobë morëku.
ROM.14.5	Aken gonë nyi ë mëëdu alo go këbë alo ëm dinchi yaabë loodëk ru sago doodo ëmla mëësidu, aken gonë nyi ë mëëdu kuda loonam buppü tësi alo lëyü ë ëmla. Nyimü gë asin aapuk mëëpe ëm tugda nëbë tolük minsi kendo. 
ROM.14.6	 Alo gonnëm adëk rubë dinchi bë mëëgë sinë büchin, Rutum gëlo mëëgë sidu; Yo dopen kaamabë dodu dü ëgëchin Rutum ne mëëgëla dodu, lëga bü donam ëm Yürnë ne koikla dodu. Yë dokor buppü ëm doma bë rüdo nyodo dü ëgëchin Rutum ne mëëgëla rüdu, okkë büchin Yürnë ne koikdu. 
ROM.14.7	Lëga ngonu aü gë lëga bënyum turma, ëmbë dada yë ngonuchin aü gë lëga bënyum sinam ëm sima. 
ROM.14.8	Ngonu turla rëduboolochin, Rutum gë lëga bë turla rëduna, okkë ngonu siboolochin, Rutum gëlo siduna. Ëmbë rünamë, ngonu turdu boolochin sidu boolochin, ngonu Rutum gë aken gëlo. 
ROM.14.9	Yo lëga turnë gëla sinë gë Rutum bë rüji kunam lëga bë, Kristo sijitola turkur jitoku. 
ROM.14.10	 Ëmbë rünamë, nonuk atu gonnë yo bë nonuk Kristan ajen ëm make mae duuna, okkë yo bë rüla atu gonë nonuk Kristan ajen ëm kaabo tayek duuna? yo lëga ngonu alo go buppü ë Yürnë gë mapu madër kolo dagken sirë ku. 
ROM.14.11	 Yo lëga Yürnë gë boilo mendu,
ROM.14.11	“Rutum bü mendu,
ROM.14.11	Ngok turdu tëtë ëm ngoklo,
ROM.14.11	Nyimü ë lënë kumpër rë;
ROM.14.11	Okkë nyimü ë ngom Yürnë ëmla aü gë nappa lokë menjirë.”
ROM.14.12	Ëgë rünamë, ngonu nyimü ë aüë yo go rübadü Yürnë gëlo ëgum menji sirë ku.
ROM.14.13	Okë lëga bë, aken aken ë menpak menyë sinam ëm ëpak silakuju. Ëgum pënamë, nonuk mëëpëk saë sigi; Nonuk Kristan ajen ëm yo gochin dëktup obë la ba rümur domur maado bë rüssa ë. 
ROM.14.14	Rutum Jisu gëlo rëlük në aken gonëbë rüdola ngonu chenmonammë aken yëra daadi gonnë dërëk maanë bë rüsima ëmla mëëdu; rügërëlla nyi aken gonnë Yëra aken mum go dërëk maanë bë mëëbolo, ëgë bük lëga bë dërëk maanë yëra gobë rüduku. 
ROM.14.15	Nonuk donam tünamë nonuk Kristan ajen ëm mëëdük mou modu boolo, ëgë nonu aya sinam gë agër ëm kaatom simadu. Nonuk doko tüko lokë Kristo gë sigë jinam Kristan ajen gaddëm ngemo jiyoka. 
ROM.14.16	Nonu yo ëm alë doobë mëëdu dü ëgum nyi këbbëm alë maanë bë menko yooka. 
ROM.14.17	Yürnë gë rëgëko lëga ë domen tümen ko lëga nyumma, rügërëllachin rëki bë rënam, jurup bë rënam okkë Dëën Doü gë jinam mëëken lokë no rüdokoë. 
ROM.14.18	Yë Kristo gë agër ëm rüdudü, ëgë Yürnë ne mëëken modu okkë bü yo go rüdudü ëgë nyi gadë lokëchin tolük namëm paadu.
ROM.14.19	Ëkë lëga bë, ngonnuëm jurup gënë yëra ëm mabë laju, okkë mëëtin sinë ajen aken aken ëm addü gënënëm. 
ROM.14.20	Donam tünam ëm dopen tüpen nam kaamabë ruko lokë Yürnë gë agër ëm ngemo yooka. Donam bë rünë buppü ëm dolado, rülachin dokor laakor lokë ajen ëm dëktup obë bë rümur modu boolo ëgë rümur ë. 
ROM.14.21	Nonuk Kristan ajen ëm rümur lo aalük moma gëdenë adin doyü maanam ëm doma nammë, anggur ola tümanam ëgë maalachin atu gonë agër ë ajen ëm rümur gëde nëm rüma boolo alëdo. 
ROM.14.22	Ëmbë rünamë, no yo në yëku yëra sokë baab ëm mëëtin sidudü, noükë aü gëla Yürnë gë penkolo asitoka. Aü gë alë bë mëënam agër lokë aü ëm ajë lükko nammë nyi ë mëëken runë. 
ROM.14.23	Rülachin aüë aü gë donam baab ëm mëëji modë boolo, yaddëm bü dorëdü aü ëm domur lüksi duuku. Yo lëga bük rükorë mëëgë sikolokë rüma. Ëmbë rünamë yo ëlachin mëëtin sikolokë rüma nammë rümur ë.
ROM.15.1	Mëëtin ë püram në gaddëm mëëtin ë addü në gadë ngonu mëëchi hakchi doobë rügur lajuka, ngonu yo ëdü aü nyum ëm mëëken gëde në ëgum nyum bë rüyo juka. 
ROM.15.2	Ëgum pënamë, ngonu nyimü ë aü gë ajen ëm bük alë nam lëga bë rükendo, ngonu sigim bük Kristo gëlo mëëtin sinam ë addü yaya doobë rüdum minsi kendo. 
ROM.15.3	 Lëga, Kristo bük hünam ëm mëëkenla rënam lëga nyum bë hüji maato. Ëgum pënamë Yürnë gë boi lo mennam garü bë rüto, “Nyi ë yadü go nonnuëm mennyü rücho badü ëgë ngoklo ijja aalük naaduku.” 
ROM.15.4	Yürnë gë boi lokë korum gë ekcho la anamë ngonnuëm tomsür naabë ekla ato, sokë eknam gë lëga ë ngonnuëm mennür rüürla tomsür gëlla chetëm doola ngonuk mëëgë namëm paado bë ëmla ekto. 
ROM.15.5	Okkë ngo chetëm ëmla mennür rüür namëm nenko Yürnë ne kumdu, nonnuëm Jisu Kristo gë lëdulo indula lëyübë pukken sinken namëm jilaka ëmla. 
ROM.15.6	Ëmbë muupuk asin okkë gombë robë aken doola ngonukla Jisu Kristo gëchin Yürnë okkë Abo Rutum ne koik bamlaka.
ROM.15.7	Ëgë boolo Kristo bü yo chë bë nonnuëm torük sipadü, ëmbë chë dada Yürnë ne koik naabë nonuchin aken aken ëm mëëken doola torük sitoka. 
ROM.15.8	Yo lëga ngo nonnuëm mendu, Jius gadëk ato abo gëlo Yürnë gë chesinammë jijja doobë ëmla Kristo bü Yürnë gë jijja ëm kaatom doola Jius gaddë alë dooku bë rüdum taabë aato. 
ROM.15.9	 Okkë ëmbë rünamëchin Jius ma nyi gaddëchin Yürnë ne bük paknyo bë paknam ëm koik doobë ëmla rüto. Sigim Yürnë boilo sëmbë ektu,
ROM.15.9	“Okkë ngo këbë ope atürlo rëdola,
ROM.15.9	nom ngo ëkë ëmrë,
ROM.15.9	ngo nom niitom bë gogdula koik rë.”
ROM.15.10	“Yürnë gë darnam nyi gadë gë mëëken kolo Jius nyi ma gadë nonuchin mëëken mingë tolaka!”
ROM.15.11	“Jius ma këbë nyi buppü ë Rutum ne koik laka;
ROM.15.11	Tani mooko gë ope buppü ë bü ëm majja bë koik laka!”
ROM.15.12	“Jese gë rumtum lokë aken nyi go aarë;
ROM.15.12	ope këbbëmchin rutum nëbë Yürnë bü ëm sorëp rë,
ROM.15.12	Okkë bulu buppü ë bü ëm mëëgë sirë”
ROM.15.13	Mëëgë lërü ë Yürnë bü, nonuk mëëtin siko lëgalo bük jurup ëmla mëëken ëm buupü bë orlük laka ëmla ngo Yürnë ne kumdu, ëmbë ëmnam si buluk mëëgë sinam ëm Dëën Doü lokë kai yaya molaka.
ROM.15.14	Mëëtin sinë ajen gadë nonuklo alë nammë buupü rubë duulükdu ëmla ngo chenlük du, ëgë nonnuëm buppü ëm chennam paanam ëm buupü modu okkë aken aken ëm tomsür simonaadu ëmla ngo bërok bë mëësidu. 
ROM.15.15	Rülachin ngok sithi ekko sogo nonnuëm menpasa aba ëm ajëk gochin ekpen maabë puktë rubë ngo eklü duuna. Ngok sëmbë puktë rubë ekpen kaamabë ekgë naanë Yürnë gë bük agër rüra jinë bë ngom aya jinyo bë jiko lëga ë. 
ROM.15.16	Ëgë aya jinyo ëgë ngom Jius ma nyi gadë gëlo Jisu Kristo gë lëga bë agër rüra jinëbë jito. Ngo Yürnë gë taken në menlük ëm menji duula nyibuh gë agër bë rüto, sëmbë ngok rünamsi Dëën Doü gë dërëk doobë torük kunam lëga lo ope këbbë Yürnë ne mëëken rubë torük sidobë bintür doobë ëmla rüduna. 
ROM.15.17	Ëmbë ngok Jisu Kristo gëlo aken doola, Yürnë gë lëga bë agër rünam ëm ngoü mëësür sidu. 
ROM.15.18	Ope këbbë Yürnë gë agom ëm tado bë ëmla agom lokëla agër lokë ngom Kristo yo go jipadü ngo ëgum nyum puktë sintë rubë menduna. 
ROM.15.19	Okkë Dëën Doü gë rüla gënënaanë lokë arüsinyonë rürü sinyo ëm rüto. Ëmbë rünamë Jerusalem lokkë Illirikum lobë bëda inko buppü lo ngo Kristo gë baab ëm taken në menlük agom ëm menngam jigo to. 
ROM.15.20	Ngo nyi këbë Jisu gë amin ëm menji rokolo mentëm maado bë ëmla okkë Kristo ne yaddë lochin taka maako mookolo dooyü ëm menji lapë ëmla ngok muupuk asin lokë mëëyar sinamë. 
ROM.15.21	 Ëgum pënamë Yürnë gë boilo sëmbë mennam garü bë rüdu,
ROM.15.21	“Yë bullëm baab ëm menji maadü bulu bü ëm kaaparë,
ROM.15.21	Okkë yë bulu bük baab ëm taka maabadü bulu bü ëm chenrëku.”
ROM.15.23	Rügë rëlla yaaka në dütak lokkë nonuk ogo inla nonnuëm kaarük silëpë ëmla mëëbë to okkë ijja ngok rëko mooko sogo ngok Yürnë gë agër rüsëya kaakuma. 
ROM.15.24	Ëkë lëga bë ngo ijja nonnuëm kaarük silü duuku. Ngok Spainlo indak ëm nonnuëm kaapek so mëëdu, okkë nonnuëm kaapekla anni go duubam robë nonu ngom bëda ëm inlük rëlëpë ëmla mëëdu. 
ROM.15.25	Ëmbë rülachin, sirum siro jaa, ngo Yürnë gë agër rüdum në lëga bë rügur laaji taabë Jerusalem indakna. 
ROM.15.26	 Lëga Mesidonia okkë Gris lokë Mondoli gaddë Jerusalem lokë duunë Yürnë gë nyi open aatur gaddëm rügur naabë jinyo ëkë jilü rubë jido bë ëmtu. 
ROM.15.27	 Bulu ëmbë rügur doobë ëmla aüë mëësila mëëpëk tu. Rülachin, jijja bërëm, buluk nyima open gaddëm rügur kaagur ru sago kaadu; Lëga ë Jius gaddë Jius ma nyi gaddëm Yürnë gë yëra alë në buluk yaloh lëga ëm orsito, okkë ëkëlëga bë Jius ma nyi gaddë Yürnë ne mëëtin sinnë Yürnë gëlokë yëku yëra bë rülibongo paanam ëm Jius nyi gadë lokë Yürnë ne mëëtin sinë gadë lo rügur naangi ru kendoku. 
ROM.15.28	Okkë buluk lëga bë ain murko urkum nam buppü ëm, ngo yadü lo buluk alaklo laklükla rüngam rëdü, ngo Spain lëga bë inlen rë okkë ogo ngo nonnuëm inpekla kaarük sirë. 
ROM.15.29	Yadü lo ngo nonuk ogo aarëdü, ngo chensidu, ngo Kristo gë rülibongo büchür ëm aagë jirë.
ROM.15.30	Yürnë ne mëëtin sinë ajen gaddëm, ngonuk Rutum Jisu Kristo gëlokë okkë Yürnë gë Doü gë aya jiko lokë, nonu ngok kumkolo Yürnë gëlo ngok lëga bë dinchi bë kumgur mingë laka ëmla ngo mëëdu. 
ROM.15.31	Judia lokë Jisu Kristo ne mëëtin simanë gaddë ngom rünyü docho maado bë, okë Jerusalem lokë Yürnë gë nyi gaddë ngok buluk lëga bë rügur nam ëm bulu mëëkenla torük sidobë kumgur laka. 
ROM.15.32	Ëmbë rübolo ngo aapuk lo mëëken ë büchür tola aarë, okkë ëgë Yürnë gë mëëlük lokë rübolo ngok inpek nammë nonuklo mëëkenla hürga bë duubam nam bë rürë. 
ROM.15.33	Yürnë gëlo ngo kumdu, ngonnuëm rëken ëm jinë, Yürnë bü nonuk buppü lo duulük laka, Amen.
ROM.16.1	Kenkeria Mondoli lokë Yürnë gë agër rünë bürmë Phoibe mü, ngonu garü bë Kristo ne mëëtin sinë gë mëëgë sisë aken gonnëla ëmla ngo nonuklo menlük dakna. 
ROM.16.2	Yürnë gë nyi ë Yürnë ne mëëtin sidanëm yo ëm torük sidodü okë Ayon bëda gë, mü ëm Rutum gë amin lokë torük sitolaka, okkë mük püma gochonam ëm mük nonuk lokë kaagur laka mëënam ëmchin dinchi bë kaagur sila yaaka në nyi ëm alënëm rügur në. 
ROM.16.3	 Ngok Jisu Kristo gëlo agër rübam sinam, Priskilla okkë Akuila bunyi ëm adëk rubë menpa lüdula agom sim ngo jilük dakna; 
ROM.16.4	Bulu ngok lëga bë sijito, ëkë lëga bë ngo bullëm ëkëja ëmla mëëdona, ngo nyumma, rülachin ope këbë lokë Mondoli buppü ëchin mëëken mingë du. 
ROM.16.5	Buluk namë lokë indum sinë Mondoli nyi gaddëmchin kumrük sinamëm jilük dakna. Asia mookolokë Kristo ne mëëtin sicho yaarunë, ngok ayanam ajen Epaenetus nechin kumrük sinam agom ëm jidu. 
ROM.16.6	Nonuk lëga bë adük jaa bë agër rünë, Mari nechin ngok kumrük sinam agom ëm jilükdu. 
ROM.16.7	Ngok patëk duuko lokë duumin gënë Jius ajen, Andronikus okkë Junias bunyi ëmchin ngok kumrük sinam ëm jilük du; bulu ngok Kristo gëlo aama dabë Kristo gëlo aanë, okkë buluchin Kristo gë agër lëga bë kanamnam atür lokë chenpa tapanam nyi ë.
ROM.16.8	Ngok Rutum gëlo aken bë agër rübi sinam okkë ngok aya sinam ajen, Amliatus ne ngok kumrük sinam menlük ëm jidu. 
ROM.16.9	Ngonuk Kristo gë agërlo rübam sinam Urbanus okkë ngok ayanam Stakis nonyi ëm kumrük sila menlük jidu. 
ROM.16.10	Kristo gëlo mëëtin sila duunam ëm chenbëk nam Apelles ne kumrük sidula, Aristobulus gë namë rumtum lo yë bulu duudu dü ëgum bulu buppü ëm kumrük sidu. 
ROM.16.11	Jius lokë Yürnë ne mëëtin sinë ajen Herodian, okkë Narkissus gë namë rumtum lokë Kristan ajen gadë nonnuëm kumrük sidu.
