GEN.1.1	Abatelipuna elana Yabowaine labulabum ge panayawi i ginolil. 
MAT.24.21	Kaiwena sauga o elana miloloyowan bwabwatana hot ni masal, ololana o nige sauga etega i mamasal panayawi ana abatelipuna elana ana siga sauga ya. I ola al nige ni gagan sauga mulaa. 
MAT.24.22	Binimala Yehoba nak o ana sauga nige ni papakaubwa, he nige gamagal etega ni mwamwal. Yaa gamagalau bolo iyaka i hilel kaiweliya te sauga ana yapu abwe ni pakaubwa.
MAT.24.23	Sauga o elana ebo gamagal etega ni baewa eliyamiu ni ba, ‘Ku kite, Keliso iya hiwe,’ o ebo etegana al ni ba, ‘Iya huwo,’ bahi nuku aabulilek-an. 
MAT.24.24	Kaiwena keliso kakakawel ge palopitau kakakawel abwe nihi masal ge ginol yawiyawi nihi ginolil gamagalau wali abanuwa ahi, nuwaliya Yehoba wana hilihili gamagaliliyau nihi pagegel, yaa nige bosowailiya. 
MAT.24.25	He wami wasa ya pewa pahuwala te.
MAT.24.26	Ebo gamagal etega ni baewa eliyamiu ni ba, ‘Iya iyoho to uleya o,’ bahi nuku nonok, o ebo etegana ni ba, ‘Iya hiwe limi gamwanaa e,’ bahi nuku aabulilek-an. 
MAT.24.27	Kaiwena Gamagal Natuna wana nem ni ola pinamal, i pinamalek nati ge mwananalina i na i vin pai.
MAT.24.28	Ebo bweyan ga i minaa, etimwawa te okok nihi na ge nihi tagul pwehik.
MAT.24.29	Miloloyowan o ana abapwamowasi elana, sabwelu ni gogou, waikena nige al ni yayana, putum nihi soguem labulabumwa, ge togasisi bolo hawawala nihi lamwalamwaniu. 
MAT.24.30	Sauga o elana Gamagal Natuna wana nem ana etotohi ni masal labulabumwa. Tomipanayawi gegewel nihi kahin, ge Gamagal Natuna nihi kite i nenem yaluyalu pwatanaa, ginebi wana gasisi ge wana wasawasa. 
MAT.24.31	Bwagigi anana bwabwatana nihi yu inoke wana aneloseyau ni patunal nihi na panayawi bebena esopali ge wana hilihili gamagaliliyau nihi bugul gogonil, nihi telipunaa panayawi buhuna etega nihi na nihi pwamowasiya buhuna etega.
MAT.24.32	Abaatena nuku aheya poga elana. Sauga ebo ta kite lamwana i titin, inoke ta atena waiwai ana sauga iyaka i kelaubwa.
MAT.24.33	I ola al, sauga ebo nuku kite bugul gegewena bolo ya liwanagil nihi masal, nuku atena Gamagal Natuna wana sauga nem iyaka i kelaubwa hot. 
MAT.24.34	Ya ba tunahot eliyamiu, heyan bolo ya nige nihi aaliga haba, inoke bugul gegewena bolo ya nihi masal. 
MAT.24.35	Labulabum ge panayawi nihi mowasi, yaa nau no baaba nige ni momowasi.
MAT.24.36	Nige gamagal etega i aatena hauna lan o ebo hauna sauga. He bwagana aneloseyau labulabumwa, nige hi aatena, ge nau al Natuna nige ya aatena, Nam ya te i atena. 
MAT.24.37	I ola valila Nowa wana sauga eliyana, he nasi ni ola al Gamagal Natuna wana nem ana sauga eliyana. 
MAT.24.38	Sauga toto nigeya ga nub i haha, gamagalau hi aanan, hi loloimwim ge hi loloalalolon, hi olaola o ana siga Nowa i na i ulutuk waga gamwanaa. 
MAT.24.39	Nige etega i nuwanuwatu hauna abwe ni gan, ana siga nub i ha, gegewel hi unun ge hi aliga. He nasi ni ola al to Gamagal Natuna wana nem eliyana. 
MAT.24.40	Sauga o, bolau labui nihi tuwatuwalali eyowaa, etegana nihi ahe egonan, etegana ni mina. 
MAT.24.41	Yowau labui nihi tuwalali 
MAT.24.42	Inoke nuku matahikagimiu, kaiwena nige ku aatena hauna lan ge wami Babala ni nem. 
MAT.24.43	Nuku nuwahikan te: binimala ebo tonlimi ni atena hauna sauga bulina ge tokaoma ni nem, inoke ni silawa ge ni lopwali bahi tokaoma wana limi ni leleke ge ni tutuk. 
MAT.24.44	Nuku lovivina-agimiu, kaiwena Gamagal Natuna wana nem atemiu ni payou, sauga toto nige nuku aatena te ni vin.
MAT.24.45	Nuku ola totuwalali henahenapona ge wana nuwatu i sapu, inoke wana babala i teli totuwalali gegewel ni matahikagil ge aliya ni pek aanan ana sauga hot elana. 
MAT.24.46	Ebo wana babala ni sikalim ge ni kite tuwalali ya i awaawaginol, he nasi ni waisi eliyana. 
MAT.24.47	Ya ba tunahot eliyamiu, wana babala ni teli wana bugul gegewena ni matahikagil. 
MAT.24.48	Yaa ga i ola ebo totuwalali o ni sigasiga ge ni nuwatu atenaa ni ba, ‘No tonowak nasi nige etimwawa ni sisikalim,’ 
MAT.24.49	inoke ni telipuna wana pan totuwalali ni nibinibihil ge alonau toimwim nihi anan ge nihi imwim. 
MAT.24.50	He wana babala abwe ni sikalim ge atena ni payou, kaiwena wana sikal ana lan ge ana sauga nige i aatena. 
MAT.24.51	Totuwalali ya ni tagapanapanak-an, ge ni teli tosigasiga ge tokakakawi ali abalahi elana, ni kahikahin ge ninina ni alavekilal.”
MAT.25.1	Inoke Yeisu i baek elal i ba, “Sauga o Yehoba wana abalogugui ni ola hiwe. Galokau ali gewi elulutega wali odam hi ahe, hi tagil hi na hi matamatan tokawakawalolu melutauina ni sikalem yova wana limiya, inoke alona ge yova nihi ahel nihi en tukagil. 
MAT.25.2	Ali toto nimala panuna sisigal ge ali toto nimala panuna henahenapol. 
MAT.25.3	Bolo sisigal wali odam hi ahe, yaa odam ana wewel enuna al nige hi aahe. 
MAT.25.4	Bolo henahenapol odam ana wewel enuna hi holek patuna elal inoke hi noahe ginebi ge wali odam. 
MAT.25.5	Tau wana nem i esowal, yaka galokau gegewel mataliya i kenukenu nabi ge hi kenu.
MAT.25.6	Bulin nuwana gamagal etega i nem i yoga i ba, ‘Tokawakawalolu melutauina i nenem. Ku nok ku na ku kite.’
MAT.25.7	Yaka galokau gegewel hi lut ge wali odam hi abubun. 
MAT.25.8	Bolo sisigal hi baek bolo henahenapol elal hi ba, ‘Wewel enuna ku pem, wama odam iyaka i bobolu.’
MAT.25.9	Analiya hi lahe hi ba, ‘Nigeya. Nige bosowaila komiu ge ama. Ku nok ku na ga sitowaa ge wami odam ana wewel enuna nuku pwamola.’
MAT.25.10	Yaa sauga hi nanawa wewel pwapwamola kaiwena, yaka tokawakawalolu melutauina i vin. Galokau bolo hi lovivina avaliya hi ulutuk alolon ana hagali elana, inoke nog hi kaus.
MAT.25.11	Mulaa abwe galokau sisigal hi nem ge hi ba, ‘Babala, babala, nog u pwela naha ulutuk.’
MAT.25.12	Yaa analiya i lahe i ba, ‘Ya ba tunahot eliyamiu, nige ya aatenamiu.’”
MAT.25.13	Inoke Yeisu i ba, “Nuku matahikagimiu, kaiwena nige ku aatena hauna lan o ebo hauna sauga wami Babala ni nem.”
MAT.25.14	Inoke Yeisu i baek elal i ba, “Sauga o Yehoba wana abalogugui ni ola hiwe. Tau etega nuwana ni egon ni na labi getoga, yaka wana totuwalali i yogaagil ge wana bugul gegewena i pek elal nihi matahikan. 
MAT.25.15	 ana gewi tausan nimala panuna i pek totuwalali etegana elana, tausan eluwa i pek eluwana elana ge tausan maisena i pek etonina elana. I golugoluwa maisena ge maisena wana aatena ana bwata elana, inoke i pek i ola. I pek eliyalil inoke i egon i na labi getoga. 
MAT.25.16	Tau toto silba ana gewi tausan nimala panuna i ahe, etimwawa i na i patuwalali inoke tausan nimala panuna al i pwawa. 
MAT.25.17	Ge tau toto tausan eluwa i ahe, i na i ginol ola al inoke tausan eluwa al i pwawa. 
MAT.25.18	Yaa tau toto tausan maisena i ahe i nok i na bilibili i ken ge wana tonowak wana mani i yamwi.
MAT.25.19	Sauga i yapu abwe wali tonowak i sikalim, inoke wana totuwalali i yogaagil, nuwana ni atena wana mani ga hi patuwalali ola. 
MAT.25.20	Tau toto silba ana gewi tausan nimala panuna i ahe, i nem i pek wana tonowak elana, ginebi ge tausan nimala panuna al. Inoke i ba, ‘Babala, tausan nimala panuna valila u pem. U kite, tausan nimala panuna al ya pwawa.’
MAT.25.21	Wana tonowak i baek elana i ba, ‘Owa totuwalali waiwaisana ge henahenapona. U ginol bubun. Bugul bolo nige hi gegewi u matahikagil bubunil, inoke na telewa bugul nihi gewi nu matahikagil. U nem alou owa ta yaliyaya pamaisena.’
MAT.25.22	Tau toto tausan eluwa i ahe, i nem al ge i ba, ‘Babala, tausan eluwa valila u pem. U kite, tausan eluwa al ya pwawa.’
MAT.25.23	Wana tonowak i baek elana i ba, ‘Owa totuwalali waiwaisana ge henahenapona. U ginol bubun. Bugul bolo nige hi gegewi u matahikagil bubunil, inoke na telewa bugul nihi gewi nu matahikagil. U nem alou owa ta yaliyaya pamaisena.’
MAT.25.24	Tau toto tausan maisena i ahe, i nem elana ge i ba, ‘Babala, ya atena owa wam logugui i gasisi, kaiwena aanan toto nige u pepel, he u keken ge u papahe wam limiya. He gamagalau getogal hi tuwalali enona i mamasal, inoke owa u bubugulan. 
MAT.25.25	Inoke ya lovakunagiwa, ya na bilibili ya ken ge wam mani ya yamwi. U kite, wam mani te ya pasikal elam e.’
MAT.25.26	Inoke wana tonowak i baek elana i ba, ‘Owa totuwalali nanakina ge totuwalali pweyapweyatana. U atena ya te aanan toto nige ya pepel ya keken ge ya papahe no limiya. Ge u atena gamagalau getogal hi tuwalali enona i mamasal, inoke nau ya bubugulan. 
MAT.25.27	He binimala nu na no mani nu teli benki elana nihi patuwalali, inoke sauga na sikalim ge na ahe pasikal, ginebi ge ana etulan, toto hi patuwalali ana enona.
MAT.25.28	‘Mani ku ahek elana ge ku pek tau toto wana mani ana bwata tausan elulutega elana. 
MAT.25.29	Kaiwena henala i gan eliyana, abwe Yehoba ni pek pwabwaya al inoke ni malul. Yaa henala nige i gagan eliyana, bwagana toto kekeisi i minaa eliyana, Yehoba abwe ni ahe yoho. 
MAT.25.30	Totuwalali nanakina ya nuku alitagil-an tola gogou elana, inoke ni kahikahin ge ninina ni alavekilal.’
MAT.25.31	Sauga Gamagal Natuna ni nem alonau aneloseyau gegewel ge iya ni tabwa kin, inoke ni misiyowa wana abamisiyo wawasana elana ge ni logugui. 
MAT.25.32	Tomipanayawi gegewel nihi migogo matanaa inoke ni asel ni telel boda labui elana, ni ola sipi ana tomatahikan 
MAT.25.33	Sipi ni telel labena awonaa ge goti ni telel gegebanaa.
MAT.25.34	Yaka kin ni baek bolo hi minek labena awonaa elal ni ba, ‘Komiu bolo Nam i muloluagimiu, ku nem ku ulutuk abalogugui elana, toto Yehoba i lovivina-an kaiwemiu sauga panayawi i ginol. 
MAT.25.35	Kaiwena ya galebu inoke aanan ku pem ya an, ya walem inoke wewel ku pem ya im, ya mibwabwali inoke ku yoga paheyau, 
MAT.25.36	ya bokaboka inoke kaliko ku pem ya galoi, ya kasiyebwa inoke ku matahikagau, ya miminaa dela inoke ku nem ku kiteyau.’
MAT.25.37	Tosasapol anana nihi lahe nihi ba, ‘Babala, hauna sauga ha kitewa u galebu ge aanan ha pewa u an, o ebo u walem ge wewel ha pewa u im? 
MAT.25.38	Hauna sauga ha kitewa u mibwabwali ge ha yoga pahewa, o ebo u bokaboka ge kaliko ha pewa u galoi? 
MAT.25.39	Hauna sauga ha kitewa u kasiyebwa o ebo u miminaa dela ge ha nowa ha kitewa?’
MAT.25.40	Inoke analiya kin ni lahe ni ba, ‘Ya ba tunahot eliyamiu, hauna gun ebo ku ginola taliwau ya kekeisisi etega elana, he i ola ku ginola eliyau.’
MAT.25.41	Yaka ni baek bolo hi miminaa gegebanaa elal ni ba, ‘Komiu bolo ami lahi Yehoba iyaka i baunan, ku egonik ku na ginaha mihomihotina elana, toto Yehoba i lovivina-an Seitani alonau ge wana aneloseyau kaiweliya. 
MAT.25.42	Kaiwena ya galebu nige aanan ku pepem, ya walem nige wewel ku pepem, 
MAT.25.43	ya mibwabwali nige ku yoyoga paheyau, ya bokaboka nige kaliko ku pepem, ya kasiyebwa ge ya miminaa dela nige ku mamatahikagau.’
MAT.25.44	Heliya al anana nihi lahe nihi ba, ‘Babala, hauna sauga ha kitewa u galebu o ebo u walem, u mibwabwali o ebo u bokaboka, u kasiyebwa o ebo u miminaa dela, ge nige ha lalabewa?’
MAT.25.45	Analiya ni lahe ni ba, ‘Ya ba tunahot eliyamiu, hauna gun ebo nige ku giginola bolo ya kekeisisi etega elana, he i ola nige ku giginola eliyau.’
MAT.25.46	Inoke nihi na lahi mihomihotina elana, yaa tosasapol nihi na yawal mihomihotina elana.”
MAT.26.1	Sauga Yeisu baaba ya gegewena i baunan haba, inoke i baek wana tohago elal i ba, 
MAT.26.2	“Ku atena ya te lan labui ya i mina abwe Nopalegi Hagalena ana sauga, inoke Gamagal Natuna nihi lib ge nihi talamwan nihi lokolosan.”
MAT.26.3	Sauga o topowon bwabwatal ge Yudiya wali tohouwa hi nogogo topowon bwabwatal wali tohouwa, alana Kaiyapa wana limiya, 
MAT.26.4	inoke hi nuwatu loyaloya ga nihi ola ge Yeisu nihi lib sume ge nihi lopaaliga. 
MAT.26.5	Hi ba, “Bahi ta giginola hagali ana sauga elana, eba abwe boda ta pahugal ge nihi lohaveyan.”
MAT.26.6	Yeisu iyoho Bedani Saimon tolepelo wana limiya, 
MAT.26.7	inoke yova etega i nem elana patuna ana awa waiwaisana i noahe, gamwanaa, enonu bwalena waiwaisana ge molana bwabwatana. Inoke sauga Yeisu i misiyo ge i anan, enonu i holek Yeisu kokowanaa.
MAT.26.8	Tohago hi kite inoke ateliya i elolol ge hi ba, “Hauna kaiwena enonu ya i apapanak-an bwabwage? 
MAT.26.9	Binimala ta palian yaka mani bwabwatana ta ahe ge ta pek togulagula elal.”
MAT.26.10	Yeisu wali baaba i atena inoke i baek elal i ba, “Hauna kaiwena ge yova ya ku anagebigebi-an? Ginol waiwaisana hot te i ginol eliyau e. 
MAT.26.11	Togulagula alomiyau ya sauga gegewena, yaa nau nige sauga gegewena alomiu i oola. 
MAT.26.12	Sauga kekeisi abwe na aliga. Yova ya enonu bwalena waiwaisana i holek tuwawa, inoke i ola tuwau iyaka i abubun haba o teliteli kaiwena. 
MAT.26.13	Ya ba tunahot eliyamiu, panayawi mamanana elana, hauna labi elana ebo wasa waiwaisana ya nihi papaatena-an, bugul toto yova ya i ginol nihi liwanan, iya ana abanuwahikan.”
MAT.26.14	Inoke tohago ali toto elulutega eluwa etegana alana Yudasa Isikaliyota, i nok i na topowon bwabwatal elal 
MAT.26.15	ge i ba, “Hauna gun nuku pem ebo Yeisu na wasaan eliyamiu ge nuku lib?” Inoke mani silba ana gewi teti hi vasili ge abwe nihi pek elana. 
MAT.26.16	Sauga o Yudasa i telipuna Yeisu wana nawanawa i gagayawa-an, kamwasa i loya ge Yeisu ni teli nimaliyaa ge nihi lib.
MAT.26.18	Yaka analiya i lahe i ba, “Nuku nok nuku na Yelusalema, tau etega elana, ge nuku baek elana nuku ba, ‘Topankite i ba: No sauga iyaka i kelaubwa. Alowau no tohago Nopalegi Hagalena enona naha ginola wam limiya.’” 
MAT.26.19	Inoke tohago hi ginol i ola Yeisu wana baaba elal ge aanan hi lovivina-an Nopalegi Hagalena kaiwena.
MAT.26.20	Sauga bulin i gan, Yeisu alonau wana tohago ali toto elulutega eluwa hi misiyo hi anan. 
MAT.26.21	Hi aanan ee, yaka i baek elal i ba, “Ya ba tunahot eliyamiu, gamwamiwa etega nasi abwe ni wasaagau.”
MAT.26.22	Ateliya i lomwan nabi inoke maisena ge maisena i nelnel Yeisu elana i ba, “Babala, nau nige i oola age?”
MAT.26.23	Yeisu analiya i lahe i ba, “Gamagal etega iya alou nimama i lau mwaha maisena gamwanaa, nasi abwe ni wasaagau. 
MAT.26.24	Gamagal Natuna nau na aliga ni ola Buki Bwabwalena ana baaba, yaa gamagal toto ni wasaagau nuwau i nakan, kaiwena bwaliga ana lahi ni bwaya. Binimala valila tau o bahi hinana ni aab, inoke lahi bwabwatana nige ni pwapwawa.”
MAT.26.25	Inoke Yudasa, toto abwe Yeisu ni wasaan, i ba, “Topankite, nau nige i oola age?”
MAT.26.25	Yaka Yeisu i baek elana i ba, “Nigeya, he owa.”
MAT.26.26	Sauga hi aanan, Yeisu beleid i ahe, i ba mulolu Yehoba elana yaka i pigebagebal-an i pek wana tohago elal ge i ba, “Ku ahe ku an. Toto ya iya tuwau.”
MAT.26.27	Inoke oine ana kom i ahe, i ba mulolu Yehoba elana inoke i pek elal ge i ba, “Gegewemiu nuku im. 
MAT.26.28	Toto ya saliyau, iya 
MAT.26.29	Na baewa eliyamiu, oine toto ya nige al na iim, ana siga alowau komiu abwe oine vavaluna ta im Nam wana abalogugui elana.”
MAT.26.30	Yaka wona etega hi wonaan ge hi tagil hi na Oya Olibe.
MAT.26.31	Yeisu i baek wana tohago elal i ba, “Bulin ebe nasi abwe gegewemiu nuku lou luwagau, kaiwena Buki Bwabwalena i ba, ‘Sipi ali tomatahikan na lol inoke sipi nihi tatawaliwali tomaha ge tomaha nihi nonoek.’ 
MAT.26.32	Yaa no lut al enaa, na houwa na na Galili, yaka mulaa abwe nuku nem.”
MAT.26.33	Inoke Pita Yeisu anana i lahe i ba, “Bwagana ebo alowau gegewel nihi lou, yaa nau nige na lolou luwagiwa.”
MAT.26.34	Yeisu i baek Pita elana i ba, “Ya ba tunahot eliyam, bulin ebe kamkam melutauina nigeya ga ni kakahin, inoke nu alahagau paeton.”
MAT.26.35	Yaa Pita i baek elana i ba, “Nige na aalahagiwa, bwagana ebo alou owa ta yaomal.” Yaka tohago gegewel hi baaba hi ola al Pita wana baaba.
MAT.26.36	Yeisu alonau ge wana tohago hi nok hi na labi toto alana Getesemani, inoke i baek elal i ba, “Ku minaa te, na na ga na awanun huwo.” 
MAT.26.37	Pita ge Sebedi natunau labui i ahel alonau hi nok, inoke sauga o atena i lomwan nabi. 
MAT.26.38	Yaka i baek elal i ba, “Ateu i lomwan nabi, lomwan o kelaubwa ni paaligau. Ku miminaa te ge alowau komiu ta silawa.”
MAT.26.39	I peliluwagil nige ana bwaga i gagan, inoke i talpo bilibiliya ge i awanun i ba, “Nam, ebo bosowaina, inoke lomwan ana kom ya bahi ni nenem eliyau. Yaa bahi nau no nuwatu, owa ya wam nuwatu.”
MAT.26.40	Inoke i sikal tohago eton elal ge i kitel hi kenukenu. I baek Pita elana i ba, “Ga i ola ge nige bosowaimiu auwa maisena ya alowau komiu ta silawa? 
MAT.26.41	Nuku silawa ge nuku awanun, inoke bahi lawakik kaiwena ge nuku sosogu. Yayaluwamiu nuwana waisi ni ginol, yaa tuwamiu i pweyata.”
MAT.26.42	I nok palabuina al i na i awanun i ba, “Nam, ebo wam nuwatu i ola lomwan ana kom ya na im haba ge nige bosowaina nu ahe yoho, inoke ni ola ya wam nuwatu.”
MAT.26.43	Sauga i sikal, i kitel al hi kenukenu, kaiwena mataliya i aliga nabi. 
MAT.26.44	Inoke i tataluwagil, i nok al i na i awanun paetonina, wana baaba maisena ya.
MAT.26.45	Yaka i sikal al tohago elal ge i ba, “Age komiu iyahe ya ku kenukenu? Ku kite, sauga iyaka i vin ge Gamagal Natuna nihi talamwan gamagalau nanakil nimaliyaa. 
MAT.26.46	Ku lut ta noewa elal. Tau toto i tatalamwagau, sauga ya iyaka i vin!”
MAT.26.47	Sauga Yeisu iyoho ya i baaba inoke Yudasa i vin, iya Yeisu wana tohago bolo elulutega eluwa avaliya etega. Alonau ge boda bwabwatana, bolo topowon bwabwatal ge Yudiya wali tohouwa hi patunal. He elohaveyan kilepana ge ebwakil toguina hi noahe. 
MAT.26.48	Yeisu ana towasa etotohi etega iyaka i baunanik haba boda elal i ba, “Tau toto na nalo heiya te nuku lib ge nuku yowan.” 
MAT.26.49	Inoke sauga Yudasa i vin i nopasapu i na Yeisu elana i ba “Ateu owa topankite,” yaka i nalo.
MAT.26.50	Yeisu i baek elana i ba, “Heliyam, bugul toto kaiwena ge u nem, u ginol.” Inoke gamagalau hi noha Yeisu elana ge hi lib.
MAT.26.51	Bolo avaliya Yeisu, etegana wana elohaveyan kilepana i momol tagilanem abanaa, inoke topowon bwabwatal wali tohouwa wana totuwalali etega tanana i goyoho. 
MAT.26.52	Yeisu i baek elana i ba, “Wam elohaveyan kilepana u teli pasikal abanaa, kaiwena henala ebo kilepa elana ni lohaveyan, kilepa elana al nihi loliya. 
MAT.26.53	Age nige ku aatena bosowaiu na yoga Nam elana labe kaiwena, inoke sauga o aneloseyau ali boda bwabwatana ni patunal nihi nem nihi lohaveyan kaiweu? 
MAT.26.54	Yaa ebo na ginol ola, nige bosowaina Buki Bwabwalena ana baaba ni tabwa tunahot, toto i ba tage ni masal ni ola te sauga e.”
MAT.26.55	Sauga o Yeisu i baek boda elal i ba, “Age nau toawatautau ge topihigelgel inoke haveyan kilepana ge ebwakil toguina ku noahe ge ku nem tage nuku libau! Lan gegewena ya miminaa Limi Bwabwalena elana ya panpankiti inoke nige ku lilibau. 
MAT.26.56	Bugul gegewena toto ya i masal inoke Buki Bwabwalena toto palopitau hi lelelian ni tabwa tunahot.”
MAT.26.56	Inoke sauga o wana tohago gegewel hi lou luwai.
MAT.26.57	Bolo Yeisu hi lib hi pwatanik Kaiyapa, topowon bwabwatal wali tohouwa, wana limiya, Logugui ana topankite ge Yudiya wali tohouwa hi nogogowa to. 
MAT.26.58	Pita Yeisu i noulil ana bwaga i gan ana siga hi vin topowon bwabwatal wali tohouwa wana bakubakuwa. Pita i tuk bakubaku gamwanaa inoke alonau ge totuwalali hi misiyo, nuwana ni kite hauna nihi ginol Yeisu elana.
MAT.26.59	Topowon bwabwatal avaliyau ge Yudiya wali tologugui gegewel, Yeisu ana woliwoli kakawi hi loyaan ge bosowaina nihi ba ni aliga. 
MAT.26.60	Yaa nige etegana hi pwapwawa, bwagana gamagalau hi gewi hi nem ge wali ba kakakawi hi baunan.
MAT.26.60	Yaka mulaa abwe gamagalau labui hi nem 
MAT.26.61	ge hi ba, “Tau ya i ba, ‘Nau bosowaiu Yehoba wana Limi Bwabwalena na pasamwalekaleka inoke lan eton gamwanaa na tal al.’”
MAT.26.62	Yaka topowon bwabwatal wali tohouwa i lut ge i baek Yeisu elana i ba, “Ga i ola ge nige analiya u lalahe? Baaba toto hi baunan kaiwem, ana sapu ga i ola?” 
MAT.26.63	Yaa Yeisu i mikekei.
MAT.26.63	Inoke topowon bwabwatal wali tohouwa i baek elana i ba, “Yabowaine yawalina gaganina alana elana nu baaba tunahot, ge wama wasa nu pem ebo owa 
MAT.26.64	Anana Yeisu i lahe i ba, “I ola te wam baaba ei. He na baewa eliyamiu, bwaliga abwe nau Gamagal Natuna nuku kiteyau na misiyowa Yehoba Togasisi labena awonaa ge na neem yaluyalu pwatanaa.”
MAT.26.65	Yaka topowon bwabwatal wali tohouwa i huga, inoke totona ana kaliko i kukuleli ge i ba, “Tau ya totona i ba heyan ge Yehoba alana i teli lowan. He besena to. Nige al ta loloya tage gamagalau nihi nem ge nihi baaba tau ya kaiwena. Iyaka ku hago i ba likalika. 
MAT.26.66	Ga ku nuwatu ola?”
MAT.26.66	Anana hi lahe hi ba, “I bosowaina hot ni aliga.”
MAT.26.67	Inoke maninina hi kuluve ge nimaliya elana hi nibinibihan. Enuna hi taganepanepal-an 
MAT.26.68	ge hi ba, “Age owa Mesaiya? He u baem eliyama henala ge i nibihiwa.”
MAT.26.69	Pita i misiyowa bakubakuwa, inoke topowon bwabwatal wali tohouwa wana totuwalali galokau avaliya etega i nem elana ge i ba, “He owa al ge Yeisu gagama Galili alona etega.”
MAT.26.70	Gamagalau gegewel mataliyaa inoke i alaha i ba, “Nige ya aatena te hauna gun u babaunan ei.”
MAT.26.71	Yaka i na i tagil abauluulutuk elana, inoke galok etega al Pita i kite ge i baek gamagalau bolo hi minamina o elal i ba, “Tau ya iya Yeisu gagama Nasaleta alona etega.”
MAT.26.72	Inoke Pita i alaha palabuina, i papasila ge i ba, “Tau o nige ya aatena.”
