MAT.1.1	Yesu Kristo, Owíe 
ACT.10.29	Mʋ́ sʋ́ brɛ́á fɔwa abí fɛ́ɛ́ bʋbɛ́tɩ mɩ́ á, mmɔkpʋkpʋ́ʋ nwuntɔ nɩ́. Amansʋ igyi? Bla mɩ.”
ACT.10.30	Mʋ́ʋ́ Konelio lɛ́bláa mʋ ɔbɛ́ɛ, “Ndɛ ɛkɛ náásɩ́, ntʋ́pwɛ dɔsatɔ mbʋ wóyítɔ́ ndɛ mpáɩ bɔ. Ɔtsáwʋlɛ pɛ́ á, nowun oyin ɔkʋ lɩ́ɩ́ mɩ́ ansɩ́tɔ́. Oyin ámʋ lɔ́wa atadɩɛ futútú. 
ACT.10.31	Oyin ámʋ lɛ́bláa mɩ ɔbɛ́ɛ, ‘Konelio, Bulu lanú fʋ́ mpáɩ. Fʋ́ ahá atɔ́ kie ɛ́ lagyi mʋ ansɩ́. 
ACT.10.32	Mʋ́ sʋ wa abí abʋyɔ Yopa wúlutɔ yɛtɩ Simon Petro ba. Ɔwʋlʋ́-kpákpá ɩwɩ agyʋ́má ɔyɔpʋ́ Simon wóyí ɔlɔswɩɩ́. Otsie mantáa ɔpʋ ɔnɔ́.’ 
ACT.10.33	Mʋ́ sʋ ɩnʋnʋ nɔwa abí sɩ́sɩ́ fʋ́. Ɩbʋ alɛ́á faba. Séi á, anɩ fɛ́ɛ́ anɩlafia Bulu dátɔ́. Anɩgyó anɩ Wíe asʋ́n ánɩ́ alapʋ́há fʋ́ ɔbɛ́ɛ, fʋbláa anɩ.”
ACT.10.34	Mʋ́ʋ́ Petro lótsu ɔnɔ́ blɩ́ ɔbɛ́ɛ, “Nawun ánɩ́ lɛ́lɛ́ Bulu tamakɩ ɔhaa ansɩ́tɔ́. 
ACT.10.35	Mboún ɔhá ánɩ́ otenyá mʋ ifú, ɔtɔbwɛ́ yilé asʋ́n otekle ɔmágyíɔmátɔ́. 
ACT.10.36	Mlɩyin asʋn wankláán ánɩ́ Bulu lɔ́pʋhá Israelfɔ. Asʋ́n ámʋ gyí, Bulu lapʋ́ iwilwii ba tsʋn Yesu Kristo, ahá fɛ́ɛ́ Owíe amʋsʋ. 
ACT.10.37	Mlɩyin asʋ́n kpɔnkpɔntɩ ánɩ́ ɩlɛba Yudea ɔmátɔ́ fɛ́ɛ́. Ilotsu asɩ tsú Galilea ɔmátɔ́, brɛ́á Asú Ɔbɔpʋ́ Yohane lɛ́da 
ACT.10.38	Mlɩyin anɩ Wíe Yesu Nasaretyin amʋ. Mlɩyin ánɩ́ Bulu lɔ́pʋ mʋ Ɔŋɛ Wankɩ́hɛ́ pʋ́ túmi wá mʋtɔ, oleki ɔtɩ́nɛgyíɔtɩ́nɛ́ bwɛ́ yilé, tsá ahá ánɩ́ bʋbʋ ɔbʋnsám túmi asɩ ɩlɔ, tsúfɛ́ Bulu buo mʋ. 
ACT.10.39	Anɩgyí ahá ánɩ́ anɩlówun mʋ bwɛhɛ́ ánɩ́ ɔlɔbwɛ Yudea pʋ́ Yerusalem ɔmátɔ́ fɛ́ɛ́ nɩ́. Bɛda mʋ mántá 
ACT.10.40	Támɛ mʋ́ ɛkɛ sáásɩ́ a, Bulu lɔ́kʋsʋ́a mʋ, lɛ́ mʋ ɔwan, ahá bowun mʋ. 
ACT.10.41	Megyí ɔyɩ́tɔ́ ahá fɛ́ɛ́ lówun mʋ, támɛ anɩ ahá ámʋ́ʋ́ Bulu lɛ́lɛ yáɩ́ ɔbɛ́ɛ, abwɛ́ɛ mʋ adansɩfɔ ámʋ mʋ́ anɩlówun mʋ. Mʋ kʋ́sʋ́ tsú afúlitɔ ɔma a, anɩa mʋnyɔ légyi, anɩlɔ́wɩ nɩ́. 
ACT.10.42	Ɔlɛhɩɛ anɩ ɔbɛ́ɛ, adáa mʋ asʋn wankláán ámʋ ɔkan suna ahá, agyi mʋ ɩwɩ adánsɩɛ ánɩ́ mʋgyí ɔhá ánɩ́ Bulu lalɛ́á obégyi akɩankpapʋ pʋ́ awupʋ́ fɛ́ɛ́ asʋ́n nɩ́. 
ACT.10.43	Bulu ɔnɔ́sʋ́ atɔɩ́pʋ́ amʋ fɛ́ɛ́ bɛblɩ́ bɛɛ lɛ́lɛ́, ɔhagyíɔha ánɩ́ ɔlɔhɔ Kristo gyi a, Bulu obési mʋ lakpan fɛ́ɛ́ kíé mʋ Kristo dátɔ́.”
ACT.10.44	Brɛ́á Petro dɛ́ asʋ́n ánfɩ blɩ́ á, Ɔŋɛ Wankɩ́hɛ́ lɛ́bá ahá ámʋ́ʋ́ bʋdɛ mʋ asʋ́n ámʋ nu ámʋ fɛ́ɛ́sʋ́. 
ACT.10.45	Ɔnɔ́ lobwie Yudafɔ ahógyipʋ amʋ́ʋ́ bobuo Petro ba ɩnʋ ámʋ ánɩ́ Bulu lapʋ́ mʋ Ɔŋɛ Wankɩ́hɛ́ amʋ kíé ahá ánɩ́ bʋmegyí Yudafɔ. 
ACT.10.46	Tsúfɛ́ bowun ánɩ́ ahá ámʋ bʋdɛ ɔblɩ́ɩ bámbá blɩ́, bʋhɩ́ɛ́ bʋdɛ Bulu kanfʋ́. Mʋ́ sʋ Petro lɛ́bláa amʋ́ ɔbɛ́ɛ, 
ACT.10.47	“Bulu lahá ahá ánfɩ ɛ́ Ɔŋɛ Wankɩ́hɛ́ fɛ́ anɩ. Ɔkʋ ɔbɛ́talɩ́ tin amʋ́ ɔkpa ɔbɛ́ɛ bʋmábɔ amʋ́ asú?” 
ACT.10.48	Mʋ́ sʋ ɔlɛblɩ́ ɔbɛ́ɛ, bʋbɔ́ amʋ́ asú Yesu Kristo dátɔ́. Mʋ́ ɔma a, bokokóli Petro bɛɛ, otsía amʋ́ wá kpalobí.
ACT.11.1	Yesu sumbí ayɔpʋ́ ámʋ pʋ́ ahógyipʋ amʋ́ʋ́ bʋbʋ Yudea ɔmátɔ́ ámʋ bonu ánɩ́ ɔmá bámbátɔ́fɔ ɛ́ bahɔ Bulu asʋ́n ámʋ. 
ACT.11.2	Mʋ́ sʋ brɛ́á Petro lɔ́yɔ Yerusalem wúlutɔ á, mʋa ahógyipʋ akʋá bʋtekleá ahá bʋtɩ́ɩn 
ACT.11.3	“Ntogyi sʋ fayɔ́ ahá ánɩ́ bʋmɛtɩn keté wóyí, fʋ́a amʋ́nyɔ mlɩlawá ɩbɩ gyi atɔ́?” 
ACT.11.4	Mʋ́ sʋ Petro lɛ́lɛ asʋ́n ánɩ́ ɩlɛbatɔ súná amʋ́ ɩkʋlɛ-kʋlɛ ɔbɛ́ɛ,
ACT.11.5	“Mbʋ Yopa wúlutɔ ndɛ mpáɩ bɔ nowun atɔ́. Mʋ́tɔ́ á, nowun ánɩ́ tɔkʋá igyi fɛ́ ɔhráda tɛ́ɩ́hɛ́, bʋdɛ mʋ́ nsiebí ana lɛ́kplɩ́ tsú ɔsʋ́sʋ́ bá mɩ́ wá. 
ACT.11.6	Nowun pututɔ-mbwɩ pʋ́ wúlutɔ mbwɩ, mbwɩá bʋbʋ ayín, támɛ bʋtɛká abɔnɔ pʋ́ ɔyɩ́tɔ́ mbubwi fɛ́ɛ́ ɔhráda ámʋtɔ. 
ACT.11.7	Ɩnʋ nonu ɔmɛ kʋ lɛdalɩ bláa mɩ ɔbɛ́ɛ, ‘Petro, kʋsʋ mɔ mbwɩ ánfɩ afʋwɩ.’
ACT.11.8	“Mʋ́ʋ́ nɛblɩ́ mbɛ́ɛ, ‘Mɩ́ Wíe, ɛkɛkɛɛkɛ. Bɔkwɩɩ́ mɩ́ ɔpá á, mmɔkʋ́gyi tɔ́á Yudafɔ amándɩ́ɛ́ lekisí ntɛ́ɛ mʋ́ 
ACT.11.9	“Mʋ́ʋ́ ɔmɛ amʋ lótsu ɔsʋ́sʋ́ lábláa mɩ ɔbɛ́ɛ, ‘Mátɩ tɔ́á Bulu latɩn mʋ́ ɩwɩ atokisíhɛ́.’ 
ACT.11.10	Tsesa sɔ́ɔ́n nowun atowunhɛ anfɩ. Mʋ́ ɔma a, ɩlɛlayínkí yɔ́ ɔsʋ́sʋ́.
ACT.11.11	“Alɩ brɛ́ ámʋtɔ kɛ́n á, ayin abasá akʋá bɔwa mɩ́ wá tsú Kaesarea baba bʋlɩɩ́ wóyí ámʋ́ʋ́ ntsie mʋ́tɔ́ ámʋ ɔnɔ́. 
ACT.11.12	Ɔŋɛ Wankɩ́hɛ́ lɛ́bláa mɩ ɔbɛ́ɛ, mbúo amʋ́ yɔ, mmágyi nwɛ́ɛn. Apíó abasíé ánfɩ botsú Yopa anfɩ ɛ́ bobuo mɩ yɔ́ Kaesarea, anɩ fɛ́ɛ́ anɩlɔ́yɔ Konelio wóyítɔ́. 
ACT.11.13	Konelio lɛ́bláa anɩ ɔbɛ́ɛ, mowun Bulu-ɔbɔpʋ ɔkʋ mʋ wóyítɔ́, ɔlɛbláa mʋ ɔbɛ́ɛ, ‘Wa abí abʋyɔ Yopa yɛtɩ oyin ɔkʋá bʋtɛtɩ́ mʋ Simon Petro ba. 
ACT.11.14	Ɔbɛ́bláa fʋ asʋ́n ánɩ́ fʋ́a fʋ́ wóyítɔ́ ahá fɛ́ɛ́ mlɔ́tsʋn mʋ́sʋ́ nyá nkpa.’
ACT.11.15	“Nenya tsú ɔnɔ́ ndɛtɔɩ́ alɩ, Ɔŋɛ Wankɩ́hɛ́ lɛ́ba amʋ́sʋ́ fɛ́ alɩá ɩlɛba anɩsʋ ɛkɛ gyankpapʋ amʋ. 
ACT.11.16	Ɩnʋ nɛkaɩ́n anɩ Wíe asʋn blɩ́hɛ́sʋ. Ɔbɛ́ɛ, ‘Yohane lɔ́pʋ ntsu bɔ́ ahá asú. Támɛ mlɩ mʋ́ á, Bulu ɔbɔ́pʋ Ɔŋɛ Wankɩ́hɛ́ bɔ́ mlɩ asú.’ 
ACT.11.17	Mʋ́ sʋ nɩ́ Bulu lapʋ́ mʋ atokiehɛ́ ámʋ kíé amʋ́, fɛ́ alɩá ɔlɔpʋkíé anɩ ahá ámʋ́ʋ́ anɩlɔ́hɔ anɩ Wíe Yesu Kristo gyi amʋ a, mɩ́gyí ma ánɩ́ nétin Bulu ɔkpa?”
ACT.11.18	Brɛ́á sumbí ayɔpʋ́ ámʋ bonu asʋ́n ánfɩ á, besi Petro tɔ́ɩ wa, bɛkanfʋ́ Bulu bɛɛ, “Mʋ́mʋ́ Bulu lahá ahá ánɩ́ bʋmegyí Yudafɔ ɔkpa ɔbɛ́ɛ, amʋ́ ɛ́ bʋdámli klʋntɔ, abʋnya nkpa.”
ACT.11.19	Stefano lowu ɔma a, bɛdɩnká ahógyipʋ amʋsʋ. Mʋ́ sʋ bɛdasáɩ́n yɔ́ Foinike mʋ́a Kipro ɔsʋlʋ́sʋ pʋ́ Antiokia wúlutɔ. Yudafɔ nkʋlɛ bɛbláa Bulu asʋn wankláán ámʋ. 
ACT.11.20	Támɛ amʋ́tɔ́ akʋ mʋ́ botsu Kipro pʋ́ Kirene ɔmátɔ́ ba Antiokia bɛbláa Griikifɔ ámʋ anɩ Wíe ɩwɩ asʋn wankláán ámʋ. 
ACT.11.21	Anɩ Wíe Bulu lɛ́lɩɩ́ amʋ́ ɔma. Mʋ́ sʋ amʋ́tɔ́ ahá tsɔtsɔɔtsɔ bohogyi, dámlí klʋntɔ ba anɩ Wíe Yesu wá.
ACT.11.22	Yerusalem ɔpasua ámʋ bonu asʋ́n ánfɩ. Mʋ́ sʋ bɔwa Barnaba sɩ́sɩ́ Antiokia. 
ACT.11.23+ACT.11.24	Barnaba gyí ɔha wankláán, Ɔŋɛ Wankɩ́hɛ́ pʋ́ hógyi ɛ́ ɩtsɔ mʋtɔ. Brɛ́á olowie Antiokia, olowun alɩá Bulu lagyi amʋ́ bʋalɛ a, ansɩ́ legyi mʋ. Mʋ́ʋ́ ɔlɔtɔɩ́ kplá amʋ́ ɔbɛ́ɛ, bʋpʋ́ʋ amʋ́ klʋn fɛ́ɛ́ dɩnka anɩ Wíe Yesusʋ, abʋgyi mʋ mblasʋ. Ɩ́nɩ sʋ ahá tsɔtsɔɔtsɔ bɔtsʋn mʋ asʋ́n ámʋsʋ hɔ anɩ Wíe gyi. 
ACT.11.25	Mʋ́ ɔma a, Barnaba lɔ́yɔ Tarso wúlutɔ yódunká Saulo. 
ACT.11.26	Brɛ́á olowun mʋ a, ɔlɛkpa mʋ ba Antiokia. Betsiá ɩnʋ ofi ɔkʋlɛ, tsíá fía ɔpasua ámʋ, súná amʋ́ atɔ́. Antiokia begyankpá tɩ́ akasɩ́pʋ́ amʋ bɛɛ “Akristofɔ” nɩ́.
ACT.11.27	Bulu ɔnɔ́sʋ́ atɔɩ́pʋ́ akʋ botsu Yerusalem ba Antiokia alɩ brɛ́ ámʋtɔ kɛ́n. 
ACT.11.28	Amʋ́tɔ́ ɔkʋlɛ dá gyí Agabo. Ɔlɔkʋsʋ́ lɩ́ɩ́, blɩ́ Ɔŋɛ Wankɩ́hɛ́ túmitɔ tswɩ ɔbɛ́ɛ, “Akʋ́n kpɔnkpɔntɩ kʋ bɛ́ba Roma ɔmátɔ́ fɛ́ɛ́.” Ɩlɛba mʋ́tɔ́ brɛ́á Roma Owíe Klaudio tsie obíásʋ́. 
ACT.11.29	Akasɩ́pʋ́ amʋ bɔbwɛ agywɩɩn bɛɛ, amʋ́tɔ́ okugyíɔkʋ obódunká tɔ́á obénya, abʋpʋ yekie apíó ahógyipʋ ánɩ́ bʋbʋ Yudea ɔmátɔ́. 
ACT.11.30	Begyi dɩnká mʋ́sʋ́, bɔpʋhá Barnaba mʋa Saulo bɔpʋya ɔpasua ámʋ ahandɛ.
ACT.12.1	Alɩ brɛ́ ámʋtɔ á, Owíe 
ACT.12.2	Ɔlɛha bɛtɩn Yohane mʋ pio Yakobo ɔdayítɔ́. 
ACT.12.3	Herode lówun ánɩ́ ɩbʋ Yudafɔ ámʋ ɔdwɛ. Mʋ́ sʋ omesi, ɔlɛyɛ́kɩtá Petro ɛ́. Alɩ brɛ́ ámʋtɔ bʋdɛ Israelfɔ 
ACT.12.4	Mʋ́ sʋ brɛ́á ɔlɛkɩtá Petro a, ɔlɔpʋ mʋ tswɩ obu, ɔlɛlɛ ɩsá akɔpʋ́ dúasie ɔbɛ́ɛ, bʋtsía gyo mʋ ɩwɩ abaná-abaná. Ɔlɔbwɛ agywɩɩn ɔbɛ́ɛ, begyi Nkɛ ámʋ tá á, mégyi Petro asʋ́n dɩnsʋ. 
ACT.12.5	Bɔwa Petro obu, támɛ ɔpasua ámʋ bɔbɔ mpáɩ kínkíínkín há mʋ.
ACT.12.6	Onyé asa ɔyɩ́ ɔbɛ́kɛ Owíe Herode ɔbɛ́lɛ Petro ba dɩnsʋ begyi mʋ asʋ́n á, bɔwa Petro ɩkan anyɔ kɛ́kɛ́, ɔda ɔdɛdɩdɩ ɩsá akɔpʋ́ abanyɔ́ nsɩnɛ́. Ɩsá akɔpʋ́ akʋ ɛ́ bʋlɩɩ́ bʋdɛ obu ámʋ ɔnɔ́ gyo. 
ACT.12.7	Ɔtsáwʋlɛ pɛ́ á, Bulu-ɔbɔpʋ ɔkʋ lɛ́bɛlɩɩ́ amʋ́ wá obuto ɩnʋ, ɩnʋ fɛ́ɛ́ lɔ́wankɩ́. Bulu-ɔbɔpʋ amʋ lɔ́pʋ ɩbɩ da Petro abɩntɔ, oletsinkí. Ɔlɛbláa Petro ɔbɛ́ɛ, “Wa ɔsa kʋsʋ.” Ɩnʋ ɩkan amʋ lɔ́wɔɩ́ lɛ́ mʋ ɩbɩ. 
ACT.12.8	Mʋ́ʋ́ Bulu-ɔbɔpʋ amʋ lɛ́bláa mʋ ɔbɛ́ɛ, “Kʋsʋ pʋ ɔfɛ́ klɩ́ osíétɔ́, afʋtsu fʋ́ ntʋkʋta wa.” Petro lɔ́bwɛ. Mʋ́ʋ́ ɔlɛtrá bláa Petro ɔbɛ́ɛ, “Tsu fʋ́ ligá wa afʋba ayɔ.” 
ACT.12.9	Petro lóbuo Bulu-ɔbɔpʋ amʋ dálɩ obu ámʋtɔ. Ɩmɔwankɩ́ Petro nɩ́ akɩ́ankpatɔ ntɛ́ɛ atowunhɛtɔ Bulu-ɔbɔpʋ amʋ dɛ́ mʋ asʋ́n bláa. 
ACT.12.10	Mʋa Bulu-ɔbɔpʋ amʋ bɔtsʋn obu-ɔnɔ́ gyankpapʋ pʋ́ nyɔɔsɩ agyópʋsʋ. Bɛba bɔtʋ dátɔ ɩklʋn ánɩ́ fɔ́pʋdálɩ wie wúlutɔ. Ɩklʋn amʋ onutó lefinkí há amʋ́ bɔtsʋn. Bɔpʋtsʋn brɔnʋ kʋsʋ bɔyɔ́ á, Bulu-ɔbɔpʋ amʋ lɔ́fwɩ sí Petro.
ACT.12.11	Brɛ́á Petro ansɩ́tɔ́ lɛtɩtɩ́ɩ mʋ a, ɔlɛblɩ́ ɔbɛ́ɛ, “Séi mʋ́ nawun ánɩ́ lɛ́lɛ́ Bulu lawá mʋ ɔbɔpʋ, alabɛlɛ mɩ́ Owíe Herode ɩbɩ pʋ́ tɔ́á Yudafɔ bʋdɛ ɔkpa kɩ́tɔ.”
ACT.12.12	Ɩ́nɩá Petro lówun mʋ́ alɩ sʋ á, ɔlɛnatɩ́ yɔ́ Yohane ánɩ́ bʋtɛtráa tɩ mʋ Marko mʋ yin 
ACT.12.13	Petro lɛ́da amʋ́ ɩklʋnsʋ, osúmbi tsɩhɛ́ ɔkʋá bʋtɛtɩ́ mʋ Rode lɛ́bɛkɩ ɔhá ánɩ́ ogyi. 
ACT.12.14	Brɛ́á Rode lɛ́bɩ ánɩ́ Petro ɔmɛ nɩ á, ansɩ́ lɛhɩɛ gyi mʋ. Mʋ́ sʋ ɔlɛtan obu ámʋ finkí. Mboún oleyinkí srɩ́ yɛ́bláa amʋ́ ɔbɛ́ɛ, “Petro laba ɔlɩɩ́ obu-ɔnɔ́.” 
ACT.12.15	Ahá ámʋ bɛbláa mʋ bɛɛ, “Fʋ́ nwun layíntá.” Támɛ ɔlɔyɔ mʋ́sʋ́, ɔdɛblɩ́ ɔbɛ́ɛ, “Lɛ́lɛ́ a.” Mʋ́ sʋ bɛbláa mʋ bɛɛ, “Mʋ́mʋ́ fíalɩ 
ACT.12.16	Alɩ brɛ́ ámʋtɔ fɛ́ɛ́ á, Petro trá ɔdɛ ɩklʋn amʋsʋ da. Brɛ́á bɔyɔ yéfinkí mʋ́, bowun Petro a, ɔnɔ́ lobwie amʋ́. 
ACT.12.17	Petro lɔ́bwɛ ɩbɩ súná amʋ́ ɔbɛ́ɛ bʋkásʋ, ɔlɛbláa amʋ́ alɩá anɩ Wíe lalɛ́ mʋ obu. Ɔlɛbláa amʋ́ ɔbɛ́ɛ, “Mlɩbla Yakobo mʋa apíó ahógyipʋ atráhɛ amʋ asʋ́n ánfɩ.” Mʋ́ʋ́ ɔlɛnatɩ́ amʋ́ wá yɔ́ ɔtɩnɛ bambá á.
ACT.12.18	Brɛ́á ɔyɩ́ lɛkɛ a, ɩsá akɔpʋ́ ámʋ fɛ́ɛ́ begyigyáa, fɩ́tɛ́ aba bɛɛ, “Nkɩ́ɩ Petro mɛ?” 
ACT.12.19	Owíe Herode lɛ́ha bodunká Petro ɔtɩ́nɛgyíɔtɩ́nɛ́, támɛ bʋmowun mʋ. Mʋ́ sʋ ɔlɛtɩ obu adɩpʋ́sʋ́ akɩ́pʋ amʋ, fɩ́tɛ́ amʋ́ asʋ́n, ɔlɛha bɔmɔ amʋ́.
ACT.12.19	Mʋ́ ɔma a, ɔlɛnatɩ́ Yudea ɔmátɔ́ yétsiá Kaesarea wúlutɔ nkɛnsá kʋ.
ACT.12.20	Brɛ́ kʋtɔ á, ɔblɔ́ lɛhɩɛ kɩ́tá Owíe Herode Tiro mʋ́a Sidonfɔ sʋ. Mʋ́ sʋ awúlu anyɔ ánfɩ bɛlɛ abí bɛɛ bʋyókokóli mʋ, iwilwii itsia amʋ́ nsɩnɛ́. Tsúfɛ́ Owíe Herode ɔmátɔ́ bʋtenyá atogyihɛ tsú. Ahá ámʋ begyankpá yɛ́lɛ asʋ́ntɔ́ súná Owíe Herode wóyísʋ́ ɔkɩ́pʋ ɔkʋá bʋtɛtɩ́ mʋ Blasto, olotsulá gya amʋ́ nkpá bɔyɔ Owíe Herode wá yókokóli mʋ.
ACT.12.21	Owíe Herode lɛ́hɩɛ amʋ́ ɛkɛ. Ɛkɛ ámʋ lɔ́fʋn a, ɔlɛhɩhɩ́ɛ ɩwɩ dálɩ betsiá mʋ obíásʋ́, bláa amʋ́ asʋ́n. 
ACT.12.22	Ahá ámʋ bɔkplʋ́n blɩ́ bɛɛ, “Megyí nyankpʋsa dɛ́tɔɩ́, mboún ɔkpɩ dɛ́tɔɩ́ o!” 
ACT.12.23	Ɩnʋnʋ Bulu-ɔbɔpʋ lɛ́da Herode, anyambi bɔwɩ mʋ, olowu. Tsúfɛ́ ɔmɔpʋ numnyam há Bulu.
ACT.12.24	Bulu asʋ́n lɔyɔ mʋ́sʋ́, klɛ́ɩ́ yɔ́ tsútsúútsú.
ACT.12.25	Barnaba mʋa Saulo bɔyɔ amʋ́ agyʋ́má tá Yerusalem, bɛkpa Yohane ánɩ́ bʋtɛtráa tɩ mʋ Marko buo ɩwɩ yínkí yɔ́ Antiokia.
ACT.13.1	Bulu ɔnɔ́sʋ́ atɔɩ́pʋ́ pʋ́ atɔ́ asunápʋ́ akʋ betsiá Antiokia ɔpasua ámʋtɔ. Amʋ́gyí: Barnaba, Simeon ánɩ́ bʋtɛtɩ́ mʋ Obibi, Lukio ánɩ́ otsú Kirene ɔmátɔ́, Manaen ánɩ́ bɛyaɩ́ mʋa Galilea ɔmásʋ́ ogyípʋ́ 
ACT.13.2	Brɛ́á 
ACT.13.3	Mʋ́ sʋ brɛ́á bɛklɩ́ ɔnɔ́ ámʋ bɔ́ mpáɩ tá á, bɔpʋ ɩbɩ dɩ́nká amʋ́ nwunsʋ, sí amʋ́ ɔkpa.
ACT.13.4	Ɔŋɛ Wankɩ́hɛ́ lɔ́wa Barnaba mʋa Saulo sumbí. Bɔyɔ Seleukia wúlutɔ yótsu ntsusʋ-yibi fá yɔ́ ɔsʋlʋ́ʋ kʋá ɩbʋ ntsu nsɩnɛ́, bʋtɛtɩ́ mʋ́ Kiprosʋ. 
ACT.13.5	Brɛ́á bowie wúlu kʋá ɩbʋ ɩnʋ, bʋtɛtɩ́ mʋ́ Salamisʋ á, bɔyɔ Yudafɔ 
ACT.13.6	Bɛdalɩ Salami wúlutɔ, bɛnatɩ́ alɩɩ bowie ɔsʋlʋ́ʋ kʋá bʋtɛtɩ́ mʋ́ Pafosʋ. Ɩnʋ befia ɔfápʋ́ kpɔnkpɔntɩ ɔkʋá bʋtɛtɩ́ mʋ Bar-Yesu. Ogyi Yudayin, ɔtɔwá afunu ɔbɛ́ɛ Bulu ɔnɔ́sʋ́ ɔtɔɩ́pʋ́ mʋgyi. 
ACT.13.7	Mʋ nyawie gyí ɩnʋ ɔmásʋ́ ogyípʋ́ Sergio Paulo. Ɔmásʋ́ ogyípʋ́ anfɩ lɛ́tɩn ansɩ́. Ɔlɔwa bɛyɛ́tɩ Barnaba mʋa Saulo ba mʋ wóyítɔ́. Tsúfɛ́ odekléá mónu Bulu asʋ́n. 
ACT.13.8	Támɛ ɔfápʋ́ Bar-Yesu anfɩ́ mʋ dá asɩ gyí, Elima Griiki ɔblɩ́tɔ anfɩ mɛ́ha amʋ́ ɔkpa abʋbla ɔmásʋ́ ogyípʋ́ amʋ Bulu asʋ́n ámʋ. Ɔlɔbɔ mbɔ́dɩ́ ánɩ́ ɔmásʋ́ ogyípʋ́ amʋ mánu Yesu ɩwɩ asʋ́n ámʋ, fówun ɔmɔ́ɔhɔ mʋ́sʋ́ gyi. 
ACT.13.9	Ɩnʋ Ɔŋɛ Wankɩ́hɛ́ lɔ́bʋlá Saulo amʋ́ʋ́ bʋdɛ mʋ tɩ Paulo amʋtɔ, olesi ɔlɩɩ́ ɔdɛ ɔfápʋ́ amʋ ansɩ́tɔ́ kɩ́ɩ. 
ACT.13.10	Mʋ́ʋ́ ɔlɛbláa ɔfápʋ́ amʋ ɔbɛ́ɛ, “Ɔbʋnsám mʋ bi, fʋtekísí ɩtɔ wankláán kugyíkʋ. Fapʋ́ ahámlɛ́ pʋ́ lalahɛgyí bwɛ́ fʋ́ agyʋ́má. Mʋ́ sʋ fʋméesi Bulu ɔnɔkwalɩ amʋ afunutɔ wa? 
ACT.13.11	Kɩ, Bulu ɔbɛ́bɩtɩ́ fʋ́ ɩsʋ. Fʋ́ ansíbi bóbwie. Fʋmɛ́ɛtrá wun ɔyɩ kɛhɛtɔ owí alɩɩ yɔ́fʋn brɛ́ kʋ.”
ACT.13.11	Ɩnʋnʋ Elima ansɩ́tɔ́ loklun mʋ. Mʋ́ sʋ ɔlɔwa tatápʋ bɩ, ɔdɛ ɔkʋ dunká ɔkɩta mʋ oyítɔ́. 
ACT.13.12	Brɛ́á ɔmásʋ́ ogyípʋ́ amʋ lówun tɔ́á ɩlaba a, ɔlɔhɔ anɩ Wíe gyi. Anɩ Wíe ɩwɩ asʋ́n ámʋ́ʋ́ bʋdɛ mʋ suná ámʋ lɛha ɔnɔ́ lobwie mʋ.
ACT.13.13	Paulo mʋa mʋ aba ámʋ botsu ntsusʋ-yibi tsú Pafo wúlutɔ yɔ́ Perge ánɩ́ ɩbʋ Pamfilia ɔsʋlʋ́sʋ. Támɛ Yohane Marko mʋ́ léyinkí amʋ́ ɔma tsú ɩnʋ yɔ́ Yerusalem. 
ACT.13.14	Bɔkʋsʋ́ tsú Perge yɔ́ Antiokia ánɩ́ ɩbʋ Pisidia ɔsʋlʋ́sʋ. 
ACT.13.15	Bɛkla atɔ́ tsú Mose Mbla pʋ́ Bulu ɔnɔ́sʋ́ atɔɩ́pʋ́ nwʋlʋ́tɔ́ ta á, ofíakpa amʋ ahandɛ bɔwa abí bɛyɛ́bláa Paulo aná bɛɛ, “Apíó, nɩ́ mlɩdɛ́ asʋankʋá mlɛ́blɩ́ pʋ́wá ahá ánfɩ ɔwʋnlɩ́n á, ɔkpa da.” 
ACT.13.16	Mʋ́ʋ́ Paulo lɔ́kʋsʋ́ lɩ́ɩ́, ɔlɔbwɛ amʋ́ ɩbɩ ɔbɛ́ɛ bʋkásʋ. Mʋ́ʋ́ ɔlɛbláa amʋ́ ɔbɛ́ɛ,
ACT.13.16	“Apíó Israelfɔ pʋ́ ɔmá bámbásʋ́fɔá mlɩtenyá Bulu ifú, mlɩyaa asʋ amlɩnu. 
ACT.13.17	Israel Bulu lɛ́lɛ anɩ anáin bwɛ́ mʋ ahá. Ɔlɛha bɛklɛɩ́ brɛ́á bʋgyi afɔɔ́ Egyipte ɔsʋlʋ́sʋ. Ɔlɔpʋ mʋ túmi kpɔnkpɔɔnkpɔntɩ kpá amʋ́ dalɩ ɔmá ámʋtɔ. 
ACT.13.18	Olenya klʋn kpá amʋ́ nfí adʋana (40) kɛ́kɛ́ dimbí ámʋsʋ. 
ACT.13.19	Oleyintá ɔmá asienɔ́ kɛ́kɛ́ Kanaan ɔsʋlʋ́sʋ, oleye amʋ́ ɔsʋlʋ́ʋ amʋ pʋ́bwɛ́ siadɩɛ há anɩ anáin. 
ACT.13.20	Nfí lafana aduenu (450), ɔlɔpʋbwɛ́ ɩ́nɩ fɛ́ɛ́ há amʋ́.
ACT.13.20	“Mʋ́ ɔma a, ɔlɛha asʋ́n agyípʋ́ bɛkpa amʋ́ alɩɩ bɔtʋ Bulu ɔnɔ́sʋ́ ɔtɔɩ́pʋ́ Samuel. 
