GEN.1.1	A fɔlɔfɔlɛ la, Ala ka saŋɛ nun duge da.
LUK.9.23	A ka a fɔ jama tugun ye, a ko: «Ka mɔgɛ min be diren tola n kɔma, a ka diɲa a yɛtɛ la ko ma, a ni sɔn ɲagankata bɛ la, a ni n jokki lun go lun, hali a mata faga la, lɔgɔ bangalandeŋɛ tɔ. 
LUK.9.24	Awa, mɔgɛ min be diren a yɛtɛ nɛ lakisila dunuya, wo tigi si fo kise la sinan, kɔnɔ mɔgɛ min si sɔn faga la nde la ko la, wo tigi si kisi le sinan. 
LUK.9.25	Hali mɔgɛ ka dunuya harige bɛ sɔtɔ, ka a bata fo kise la anun wo harige bɛ sinan, wo tɔnɛ mu fen na? 
LUK.9.26	Min bata malu nde nun n na kuma la, nde Adamadeŋɛ tugun te wo tige talɔn, n tini be tanala lun min na n na nɔɔra nun n Baaba nun maleka saniyandeŋɛnu la nɔɔra fɛ. 
LUK.9.27	N ni a fɔ wo ye, tɔɲa le mu: donu be wo tɛma yan, minnu te faga nɛmunɛmu, fɔ anu tini Ala la mansabaya yen.»
LUK.9.28	Kɛ kumanu la tanbireŋɛ lɔgɔkun dɔndɔ ɲɔgɔn, Isa ka Piyɛri nun Yaya jigan anun Yaguba, a yɛlɛta anu fɛ kɔnkɛ kunma Ala matárán dula. 
LUK.9.29	Isa to be Ala mataraŋɛ tɔ, a ɲakɔtɔ kɛɲa masarata, a la doroke beeyaata fɔ a tota malanna a ɲinma la. 
LUK.9.30	Kisanna, a nun kayi fila tota kumala ɲɔ, minnu be tabɛnden annabi Musa nun annabi Eliya ma. 
LUK.9.31	Wonu la yendeŋɛ nɔɔra tɔ, anu be Isa faga koe fɔla, a be naala kiilaya min nakamalila Darisalamu. 
LUK.9.32	Wo ka a taran, Piyɛri nun a kafuɲɔgɛnu be kinnɔgɔla a ɲinma la. Anu la kunɛndeŋɛ, anu ka Isa nɔɔrareŋɛ yen, anun wo kayi fila anu be sɔren a kɛnna. 
LUK.9.33	Wonu be bɔɔ koe tɔ Isa kunma wagate min tɔ, Piyɛri ka a fɔ a ye: «N Marige, mɔ la to koe yan a kaɲin mɔ ye. Mɔ ni leele saba sɔ: dɔndɔ i tɛŋɛ, dɔndɔ annabi Musa tɛŋɛ, dɔndɔ annabi Eliya tugun tɛŋɛ.» Kɔnɔ Piyɛri be kumala tun, a be min fɔla a ma a lɔn. 
LUK.9.34	A be kumala wagate min tɔ, luuture jigita a niiniŋɛ butinta anu bɛ kunma. Luture dusuta Musa nun Eliya kunma wagate min tɔ, talibenu kilanta. 
LUK.9.35	Wo tɛmuɛ le kumari kulɛ do bɔɔta luuture tɔ, a ko: «N na den kayireŋɛ le mu kɛ la, n be kɛlɛ masubɛren. Wo be wo tolomasɔla ale le la.» 
LUK.9.36	Kumari kulɛ la bandeŋɛ, talibenu ma hali mɔgɔ dɔndɔ yen, fɔ Isa dɔrɔn pɛ. Anu bɛ ka anu mɔdɛ wo koe ma, anu ka min yen, anu ma fenfen fɔ wo lanuma hali mɔgɔ dɔndɔ ye.
LUK.9.37	Wo lun tabantaka, Isa nun a la wo talibi saba to jigita kabɔɔ kɔnkɛ tɔ, jama banba nata a labɛn dula. 
LUK.9.38	Awa, kaye do be wo jama tɛma, a ka a kulɛ banba labɔɔ, a ko: «Karamɔgɔ, n be i madiyala i ni kinikini n na den kayireŋɛ ma. A dɔrɔn pɛ le be n bolo. 
LUK.9.39	Jinna be kɛnɛ a tɔɔrɔla. Ka a wulita a la, a ni a lakulɛ, a mɛn ni a labala a koroŋɛ la fɔ kanpa ni to bɔɔla a da tɔ. A ni a ɲagankata a ɲinma la, karahan a ni a boloka. 
LUK.9.40	N ka i la talibenu madiya anu ni jinna koroŋɛ bɔɔ deŋɛ kɔma, kɔnɔ anu ma nɔ.»
LUK.9.41	Isa ka a jaabi, a ko: «Wole bɔnsɔ koroŋɛ, wo te dɛnkɛnɛya mukku. N si to wo fɛ han wagati miniman, n ni wo la koe lamuɲu? I la deŋɛ nati yan.» 
LUK.9.42	Deŋɛ be a madonna wagate min tɔ Isa la, jinna ka a laboe duge tɔ, a ka a labala a koroŋɛ la. Isa ka jinna koroŋɛ yamɔri a bɛlɛma la, a ka deŋɛ lakendeya. A ka a jigan, a ka a don a baaba bolo. 
LUK.9.43	Wo ka mɔgɛnu bɛ makaabɛ han, anu ko: «Alatala kolo.»
LUK.9.43	Anu bɛ to be kaabɛla Isa la maare bɛ ma, a ka a fɔ a la talibenu ye, a ko: 
LUK.9.44	«Wo ni wo tolomasɔ n na kɛ kumanu la koola: a fɛrɛ bele fɔ nde Adamadeŋɛ si naa to mɔgɛnu sagoe tɔ.» 
LUK.9.45	Kɔnɔ talibenu ma wo kuma kɔtɔ fahamu, bayi a kɔtɔ be dogonden de anu la, alako anu kana a lɔn ki min na. Anu mɛn kilanta a maɲininkala wo kuma kɔtɔ la.
LUK.9.46	Wo tɛmuɛ, kuma masara donta talibenu tɛma, a lɔn koe la min mu mɔgɔ fisamante la anu tɛma. 
LUK.9.47	Isa ka anu la mira koe lɔn. Wo butɔ, a ka dendeŋɛ do jigan a ka a sɔ a kɛnna, 
LUK.9.48	a ka a fɔ talibenu ye, a ko: «Ka mɔgɛ min ka kɛ dendeŋɛ biliya n tɔgɛ la, wo tigi bata nde le yɛtɛ biliya. Min be n biliyala, a bata n kiila biliya. Min dɔgɔ wo bɛ tɛma wolo mu mɔgɔ banba la.»
LUK.9.49	Isa la talibenu tɔ, min tɔgɔ Yaya, wo ka a jaabi, a ko: «N marige, mɔ bata kaye do yen, min be jinna koroŋɛnu beela i tɔgɛ la. Mɔ bata a ladan, bayi a bele sɔren i kɔma iko mɔle.» 
LUK.9.50	Isa ka a fɔ a ye, a ko: «Wo kana a ladan wo la. Mɔgɔ min te wo jaguya, wo mu wo dɛmanna le la.»
LUK.9.51	Isa bɔɔ tɛmuɛ to bata sutuya dunuya, a ka a jusu bɛlɛya koola, a ni a kun sɔ Darisalamu ye. 
LUK.9.52	A ka a la kiilanu donu lasanba a ɲatɔ. Wonu tagata don Samari saa do tɔ, alako anu ni yigiya dula ɲini a ye. 
LUK.9.53	Kɔnɔ ɲɔ mɔgɛnu ma sɔn a yigiyala, bayi a be a kun sɔren Darisalamu le ye. 
LUK.9.54	A la talibi fila, Yaya nun Yaguba to ka wo koe yen, anu ko: «Marige, i si sɔn ba, mɔ ni ta yamɔri, a ni jigi kabɔɔ saŋɛ tɔ, a ni anu bintan?» 
LUK.9.55	Isa ka a ɲamatelen anu ma, a ka kuma dumɛndeŋɛ fɔ anu ma. 
LUK.9.56	Wo butɔ, anu ka kila tabita, anu tagata saa do tɔ.
LUK.9.57	Anu be tagala kila la wagate min tɔ kaye do ka a fɔ Isa ye, a ko: «I be tagala kan do kan n si i jokki.» 
LUK.9.58	Isa ka a fɔ a ye, a ko: «Dinka be bakulenu bolo, boŋɛ be kondeŋɛnu tugun bolo, kɔnɔ dula yo bele nde Adamadeŋɛ ye, n si nɔ n kuŋɛ sala ka min na.» 
LUK.9.59	Isa ka a fɔ kaye do tugun ye, a ko: «N jokki.» A ka a jaabi, a ko: «N marige, diɲa n ɲɛ n ni taga betunna, han n tini n baaba fure mandi.» 
LUK.9.60	Isa ka a fɔ a ye, a ko: «Mɔgɔ fagareŋɛnu le bɛnta anu ni anu la mɔgɛnu furenu mandi. Ile ka taga Ala la mansabaya kibare ɲinma lake mɔgɛnu ma.» 
LUK.9.61	Do tugun ka a fɔ Isa ye, a ko: «N marige, n si i jokki, kɔnɔ yandi diɲa n ɲɛ n ni taga saara n na denbayanu la betunna.» 
LUK.9.62	Isa ka a jaabi, a ko: «Mɔgɔ min ka kere jigan, a ka sɛnɛ wale fɔlɔ, a ni to a kɔma tafɛlɛla, wo te nɔ fenfen na Ala la mansabaya butɔ.»
LUK.10.1	Wo tanbi kɔma, Marige Isa ka mɔgɔ bi wɔrɔwila nun fila do tugun masubɛ, a ka anu kii a ɲatɔ fila fila saa bɛ tɔ, anun dula bɛ tɔ, a yɛtɛ be diren tagala ka min na. 
LUK.10.2	A ka a fɔ anu ye, a ko: «Sɛnɛtɔfeŋɛ min be tɛgɛla wo siyata, kɔnɔ a tɛgɛlanu ma siya. Wo sɛnɛ tige madiya a ni walilanu donu lasanba anu ni a tɛgɛ. 
LUK.10.3	Wo taga, wo a fɛlɛ, n bata wo kii wo ni ma iko saaka deŋɛnu minnu be tagala wuula-butɔ-wulenu tɛma. 
LUK.10.4	Nafulu safeŋɛ nun bɔnfɛ, anun samata, wo kana hali dɔndɔ doni. Wo kana mɛ kɔntɔri ma koe la kila tɔ.
LUK.10.5	Wo tini yigiya boŋɛ min tɔ, wo ni a fɔ betunna: ‹Ala mu hɛra tola kɛ boŋɛ tɔ›. 
LUK.10.6	Ka bon tige be diren hɛra ye, wo duba si to a ye. Ka wo ma, wo duba si saagi wo ma. 
LUK.10.7	Minnu sɔnta wo yigiyala, wo ni to wondelen bolo. Anu ka fenfen dii wo ma dɔmɛ la, wo ni a dɔmɔ. Anu ka fenfen dii wo ma minnɛŋɛ la, wo ni a min, bayi walila bɛnta a ni a sɔŋɛ sɔtɔ. Wo kana bɔɔ wo yigiya tɔ wo ni taga yigiya kan do. 
LUK.10.8	Wo tini don saa min yo tɔ, ka ɲɔ mɔgɛnu ka wo labɛn anu ka dɔmɛ min sigi wo kɛn kɔtɔ, wo ni a dɔmɔ. 
LUK.10.9	Bandibaganu minnu be ɲɔ saa butɔ, wo ni wonu lakendeya. Wo ni a fɔ mɔgɛnu ye, wo ko: ‹Ala la mansabaya bata sutuya wo la›. 
LUK.10.10	Kɔnɔ wo tini don saa min tɔ, ka ɲɔ mɔgɛnu ma sɔn wo labɛnna, wo bɔɔ wo ni taga sɔ saa tɛma, wo ni a fɔ anu ye, wo ko: 
LUK.10.11	‹Hali wo la saa banbaŋɛ min be mɔ kɛŋɛnu ma, mɔ bata wo konkon ka a to wo tɔgɛ la. Kɔnɔ wo ni a lɔn tun, Ala la mansabaya bata sutuya.› 
LUK.10.12	N ni a fɔ wo ye kiiti luŋɛ tini ke, jihade min si sigi wo saa ma, wo si fisaya Sodɔmu saa tɛŋɛ ko
LUK.10.13	Korasɛn kaanu, ɲagankata be wo ye. Bɛtisayida kaanu, ɲagankata be wole tugun ye, bayi kabanako belebelenu mata wo bata. Ka wonu ɲɔgɔn mata Tiri nun Sidɔn saa butɔ, kɔtɛ nun wo saa mɔgɛnu bata tuubɛ nun bima, anu ni sigi buguta tɔ, anu ni kinikini kuta tijɛ anu ma. 
LUK.10.14	Wolo mu, kiiti banba sa luŋɛ tini ke, wole la jihadi bɛlɛŋɛ si tanbi Tiri kaanu nun Sidɔn kaanu tɛŋɛ la. 
LUK.10.15	Kapɛrinamu kaanu, wole go? Wo be a miraren de ba wo si yɛlɛ han saŋɛ tɔ? Ade, wo si jigi han ka ke jahannama.»
LUK.10.16	Isa ka a fɔ a la talibenu ye, a ko: «Mɔgɔ min bata wo tɛn kumari kulɛ lamɔɛ a ka a bita, wo tigi bata nde kulɛ bita. Min ka wo kulɛ lafili, a bata nde kulɛ tugun nafili. Min ka nde kulɛ lafili, wo bata Ala tugun nafili min be n kiiren.»
LUK.10.17	Wo kɔma, talibi bi wɔrɔwila nun fila tasagita anu be sɛwaren koola, anu nata dantɛgɛ sa Isa ye, anu ko: «Marige, hali jinna koroŋɛnu yati bata sujudu mɔ ye i tɔgɛ la ko la.» 
LUK.10.18	A ka a fɔ anu ye, a ko: «N ka Sentanɛ yen boela kabɔɔ saŋɛ tɔ iko sangi malaŋɛ. 
LUK.10.19	Wo a fɛlɛ, n bata sɛnbɛ dii wo ma, wo ni wo kɛŋɛ sɔ kaanu nun buntalenu tɔ, wo si sɛnbɛ sɔtɔ wo jague Sentanɛ nun a sɛnbɛ bɛ kunma. Fenfen koron te wo yen. 
LUK.10.20	Tɔɲa le, wo si nɔ sɛwala jinna koroŋɛnu majigi koe la wo ye, kɔnɔ koe min fisa wo bɛ ko, wo ni sɛwa wo tɔgɛ sɛbɛ koe le la saŋɛ tɔ.»
LUK.10.21	Wo tɛmuɛ yati, Isa sɛwata a banba la Ala Hakkili saniyandeŋɛ la, a ko: «N baaba, saŋɛ nun duge tige, n be i tantula, bayi i bata ko ɲinmanu dogon hakkilimanu nun lɔnnilanu la, i ka anu yita dendeŋɛnu la. Iyon n Baaba, a diyata i ye ɲɔgɔnna le.
LUK.10.22	N Baaba bata koe bɛ don n bolo. Nde Ala la den kayireŋɛ, mɔgɔ yo ma n lɔn, fɔ n Baaba, mɔgɔ yo tugun ma n Baaba lɔn fɔ nde dɔrɔn, a la den kayireŋɛ, anun n be diren n Baaba yitala minnu la.» 
LUK.10.23	Wo kɔma, Isa ka a firifiri a la talibenu ma a ka a fɔ anu dore tɛma, a ko: «Hɛra be wo ye, wo be min yenden na ko la. 
LUK.10.24	N ni a fɔ wo ye, wo be koe minnu yenden, a sɔgɔ be nabiyonmɛ siyama nun mansa siyama la nun anu ni wonu yen, kɔnɔ anu ma fɛrɛ sɔtɔ anu yen koe la. Wo be koe minnu mɔɛren, a sɔgɔ be anu la anu ni wonu mɔɛ, kɔnɔ anu ma fɛrɛ sɔtɔ anu mɔɛ koe la.»
LUK.10.25	Wo kɔma, sariya karamɔgɛ do wulita Isa laɲinila, a ko: «Karamɔgɔ, n ni fen ma alako n ni abada kise sɔtɔ?» 
LUK.10.26	Isa ka a fɔ a ye, a ko: «Fen de be sɛbɛren Taureta tɔ? I be fen karanna ɲɔ?» 
LUK.10.27	Ale kaye ka a jaabi, a ko: «Aa 
LUK.10.28	Isa ka a jaabi, a ko: «I bata tɔɲa fɔ. Ka i ka wo ma, i si kisi le.»
LUK.10.29	Kɔnɔ wo karamɔgɛ to be diren tɔɲa diila a fan de ma, a ka Isa maɲininka, a ko: «Bɔ, n mɔgɔɲɔgɛ mu ɲɔmɔ le la?» 
LUK.10.30	Isa ka a jaabi, a ko: «Kaye do bɔɔta Darisalamu a be jigila Yereko, a be kila tɔ, boenmalánu boeta a ma anu ka a bolofeŋɛ bɛ jigan a bolo, anu ka a botege a koroŋɛ la, donden anu ma a faga, anu bɔɔta a kunma, anu ka a to ɲɔ. 
LUK.10.31	Ala ka a ma, sarika lakela do be jigila wo kila la. A keta wo dula tɔ, a ka kayi botegereŋɛ yen saren, a bɔɔta wo kila sɔngɔ la, a tanbita. 
LUK.10.32	Lewi bɔnsɛ, Ala batu bon banba tabɛnna kaye do tugun be jigila wo kila la. A keta wo dula tɔ, a ka kaye yen saren, ale tugun bɔɔta kila sɔngɔ la, a tanbita. 
LUK.10.33	Wo tanbi kɔma, Samari kaa kaye do nata, min be biyase tɔ, a keta kaye kɛnna, a ka a yen, a kinikinita a ma. 
LUK.10.34	A ka a madon a la, a ka beere nun tule sa a la mamabanu ma, a ka anu makiti, a ka a tajigan, a ka a sa a la sofale kɔɛ tɔ, a ka a doni luntan yigiya boŋɛ do tɔ, a ka a dankun ɲɔ. 
LUK.10.35	Wo lun tabantaka, a ka kaalise kolo fila labɔɔ, a ka a don bon tige bolo, a ka a fɔ a ye, a ko: ‹I ni kɛ kaye dankun, i mɛn ka min yo ladon a la ko tɔ, ka n sagita nala yan, n si a lasagi i ma.› »
LUK.10.36	Isa ka karamɔgɛ ɲininka, a ko: «I la mira tɔ, kɛ mɔgɔ saba, ɲɔmɔ le mata kɛ kayi mɔgɔɲɔgɛ la, boenmalánu boeta min ma?» 
LUK.10.37	A ka a jaabi, a ko: «Min kinikinita a ma, a ka a dɛman.» Isa ka a fɔ, a ko: «Awa, ile tugun ka taga wo koe mɔlenu ma.»
LUK.10.38	Awa Isa nun a la talibenu to be tagala kila la, a donta saa lanma do tɔ, muse do ka a yigiya a bata. Wo muse tɔgɔ Marata. 
LUK.10.39	Marata dɔgɔ musuma tugun be ɲɔ, a tɔgɔ Mariyama. Mariyama tagata sigi Marige Isa kɛn kɔtɔ, a be a tolomasɔren a la kuma la. 
LUK.10.40	Wo ka a taran, Marata be jindɛren wali siyama la. A ma mɛ, a ka a madon Isa la a ka a fɔ a ye, a ko: «Marige, n dɔgɛ bata n dɔrɔn to wale la ɲɔ. Wo te i tɔɔrɔ ba? A fɔ a ye a ni kafu n ma wali koe la.» 
LUK.10.41	Marige Isa ka a jaabi, a ko a ma: «Marata, Marata, i be hanmɛren ko siyama la han i be i yɛtɛ lajindɛren. 
LUK.10.42	Kɔnɔ ko dɔndɔ pɛti le tɔnɛ kolo. Mariyama le bata wo tɔnɛ masubɛ. Fenfen te wo bɔɔ a bolo.»
LUK.11.1	Lun do, Isa be Ala mataraŋɛ tɔ kan do. A to ka a ban, a la talibe do ka a fɔ a ye, a ko: «N marige, i ni mɔ degen Ala mataraŋɛ la, iko Yaya ka a la talibenu degen ki min na.» 
LUK.11.2	Isa ka a fɔ anu ye, a ko: «Wo tini be Ala mataraŋɛ mala, wo ni a fɔ:
LUK.11.2	Mɔ Baaba Ala,
LUK.11.2	mɔgɛnu bɛ ni i tɔgɔ saniyandeŋɛ biliya,
LUK.11.2	i la mansabaya nɔɔra ni na.
LUK.11.3	I ni mɔ kɔ balue la min si mɔ bɔɔ lun go lun.
LUK.11.4	I ni mɔ junubenu kafari, bayi minnu yo be hakkɛ sɔtɔla mɔ la, mɔle tugun be diɲala anu bɛ hakkɛ ma.
LUK.11.4	I kana mɔ to Sentanɛ bolo a ni mɔ latantan.»
LUK.11.5	Isa mɛn ka a fɔ a la talibenu ye, a ko: «Misali la: ka kafuɲɔgɛ do be i bolo, i tagata ke a ma su tɛma, i ka i kulɛ labɔɔ, i ko: ‹N baren, wuli, i ni n dɛman n ni dɛgɛ wundu saba sɔtɔ. 
LUK.11.6	N filaɲɔgɛ do le be naren n bata, a be biyase tɔ, dɔmɔ yo bele n bolo n si min dii a ma.› 
LUK.11.7	I kafuɲɔgɛ min be boŋɛ butɔ, wo si i jaabi ba, a ni a fɔ: ‹I kana n tɔɔrɔ! Bonda bata balan; n nun n na deŋɛnu bɛ bata ban sala. N te nɔ wulila n ni dɛgɛ dii i ma.›?» 
LUK.11.8	Isa mɛn ko: «N ni a fɔ wo ye: hali a ma sɔn wulila a ni dɛgɛ dii i ma wo la kafuɲɔgɔya kan na, kɔnɔ a si malu le, a ni wuli. I be diren min bɛ ye, a si a bɛ dii i ma.
LUK.11.9	Awa, n ni a fɔ wo ye, n ko: wo ni mamataraŋɛ ma, Ala si wo kɔ le; wo ni ɲinire ma, wo si a sɔtɔ le; wo ni bonda kɔnkɔn, a si laka le wo ye. 
LUK.11.10	Iyon, mɔgɔ yo ka fondo tárán Ala ma, a si a kɔ le; ka mɔgɔ min ka fondo ɲini Ala la, a si a sɔtɔ le; mɔgɔ min ka bonda kɔnkɔn, a si laka le a ye. 
LUK.11.11	Mɔgɛ be wo tɛma ba, min na deŋɛ si i tárán yɛgɛ la, ile ni kaa dii a ma yɛgɛ faliŋɛ la? 
LUK.11.12	Ka wo ma a ni i tárán susu kele la, i si buntale dii a ma ba? 
LUK.11.13	Awa, hali wole Adamaden koroŋɛnu, wole si nɔ ko ɲinmanu diila wo la deŋɛnu ma. Sɔkkɔ fara nɔn Baaba Ala min be saŋɛ tɔ, wo fisa wo ko pon: wo tini Ala tárán, a si wo kɔ le a Hakkili saniyandeŋɛ la.»
LUK.11.14	Lun do, Isa be jinna koroŋɛ beela bobe do kɔma. Jinna la bɔɔreŋɛ a kɔma, bobe ka kumare fɔlɔ. Wo ka jama makaabɛ koola. 
LUK.11.15	Donu ka a fɔ anu tɔ aa Isa be jinnanu beela mɔgɛ kɔma jinna kuntigi banba Bɛlɛsɛbulu sɛnbɛ le la. 
LUK.11.16	Donu tugun be a mafɛlɛla, anu be a maɲininkala a ni kabanakoe do ma, kabɔɔ saŋɛ tɔ. 
LUK.11.17	Kɔnɔ a ka anu la mira lɔn. A ka a fɔ anu ye, a ko: «Jamanɛ yo jamanɛ, a tini tafatan fila la anu ka ɲɔgɔn kɛlɛ, wo jamanɛ si tiɲa le, a boŋɛnu ni boe ɲɔgɔn kunma. 
LUK.11.18	Wo la kuma tɔ, wo ko n be jinnanu beela mɔgɛ kɔma Bɛlɛsɛbulu sɛnbɛ le la. Kɔnɔ ka Sentanɛ la mansaya fatanta fila la anu ka ɲɔgɔn kɛlɛ, a la mansaya si sabati kama le?
LUK.11.19	Min be saren wo kunma: ka nde be jinnanu beela mɔgɛ kɔma Bɛlɛsɛbulu le sɛnbɛ la, wo la mɔgɛnu be jinnanu beela ka a bɔɔ mɔgɛ kɔma ɲɔmɔ le sɛnbɛ la? Wolo mu, wo la mɔgɛnu bata a yita, ka a fɔ ko wo tɔɲa ma. 
LUK.11.20	Awa, ka n be jinnanu beela ka a bɔɔ mɔgɛ kɔma Ala sɛnbɛ le la, wo bata a yita ka a fɔ Ala la mansabaya le bata na wo ma.
LUK.11.21	Ka kɛlɛmafeŋɛ be sɛnbɛ tige min bolo, a be a la boŋɛ kantala, a bolofeŋɛ bɛ be kantaren de wo tɔ. 
LUK.11.22	Kɔnɔ ka sɛnbɛma do bɔɔta a digii ma, min sɛnbɛ kolo a ko, a ka nɔ sɔtɔ a ma, wo si a la kɛlɛmafeŋɛ bɛ bosi a bolo, a be yigi saren minnu ma nun, a ni a bolofeŋɛ bɛ tafatan mɔgɛnu ma.» 
LUK.11.23	Isa ko: «Mɔgɛ min bele n fɛ, wo mu n jague le la. Mɔgɛ min te kafu nde kolofen kantala ma ka n na kolofeŋɛnu madɛn, wo tigi be anu lansanna le.»
LUK.11.24	Isa mɛn ka a fɔ: «Jinna koroŋɛ tini bɔɔ mɔgɛ kɔma, a si yilɛ le sulendula ɲini koe la kan mabalareŋɛ tɔ janfue butɔ. A to ma a sɔtɔ, a ko: n si saagi le n na to dula tɔ, n bɔɔta ka min na nun. 
LUK.11.25	Jinna la kereŋɛ ale mɔgɛ ma, a be min kɔma nun, a si a taran wo tige bata to, iko boŋɛ min be mafitanden, a butɔ be tabɛnden a ɲinma la. 
LUK.11.26	Wo kɔma, jinna si taga a ɲɔgɔn wɔrɔwila kɔma, minnu la koronya tanbita ale la, anu bɛ ni na sɔ wo mɔgɛ kɔma. Awa, wo mɔgɛ la ko si koronya han ka tanbi a fɔlɔnɛŋɛ la.»
LUK.11.27	Isa be wo fɔla wagate min tɔ, muse do be jama tɛma, a ka a kulɛ labɔɔ, a ko: «Muse min ka i bue jigan a ka i sɔtɔ, a ka singe dii i ma, hɛra be wo muse kɔma.» 
LUK.11.28	Kɔnɔ Isa ka a jaabi, a ko: «Iyon, kɔnɔ mɔgɛnu minnu be anu tolomasɔla Ala la kuma la anu ni a makanta, wondelen na hɛra kolo.»
LUK.11.29	Jama to be madɛnna Isa la miliŋɛ tɔ, a fɔlɔta kumala, a ko: «Bi mɔgɛnu koron, anu be diren n ni kabanakoe ma anu ye. Kɔnɔ n te kabanakoe do gbɛtɛ yo yita anu la fɔ annabi Yunusa tɛŋɛ siila.
LUK.11.30	I ma a yen, annabi Yunusa mata manditɛ la Niniwu kaanu ye mɔle min na, nde Adamadeŋɛ tugun be naala mala manditɛ la bi mɔgɛnu ye wo mɔle le la. 
LUK.11.31	Kiiti luŋɛ tini ke, mansa muse min bɔɔta jamanɛ do tɔ bolo ɲinma mafanna, a si wuli le a ni a yita bi mɔgɛnu la ka a fɔ ko anu tɔɲa ma, bayi ale bɔɔta fɔ dugu dan, a nata a tolomasɔ mansa Sulemani la hakkilimaya kuma la. Adun, nde min be yan, n fisa mansa Sulemani ko. 
LUK.11.32	Wo kiiti luŋɛ, Niniwu kaanu tugun si wuli anu ni a yita bi mɔgɛnu la ka a fɔ ko anu tɔɲa ma, bayi ande tuubɛta annabi Yunusa la kawande la. Adun, nde min be yan, n fisa annabi Yunusa ko.»
LUK.11.33	Wo kɔma, Isa ka a fɔ, a ko: «Mɔgɔ yo te lanpue labita a ni lanpue dogon, ka wo ma a ni panɛ butin a kunma. Ade, a be lanpue sigila fondo le kunma, alako minnu tini don boŋɛ butɔ, anu ni a malaŋɛ yen. 
LUK.11.34	Bale la lanpue le mu ɲa la. Ka i ɲa kende, i bale bɛ tugun be tola kɛnɛ le tɔ, kɔnɔ ka i ɲa ma kende, i bale tugun be tola dibe le tɔ. 
LUK.11.35	Wolo mu, i ni a fɛlɛ koola, kɛnɛ min be i ma, ka a bele maren dibe la. 
LUK.11.36	Ka i bale bɛ be kɛnɛ tɔ, a taranta dibe bele i bale dula yo tɔ, i bata to kɛnɛ tɔ fasayi. A bata to iko lanpue malaŋɛ bata sɔ i ma, a ni i lakɛnɛ.»
LUK.11.37	Isa la kumareŋɛ, Farisi kaye do ka a kele dɔmɔ dɔmɔ koe la a bata. A donta a sigita dɔmɔ dɔmɔ dula. 
LUK.11.38	Farisi kaye to ka a yen, diina kɛɲa ma, Isa ma a saniyan yannun a ni dɔmɔre fɔlɔ, a kaabɛta. 
LUK.11.39	Marige Isa ka a fɔ a ye: «I tɔɲa, wole Farisinu be wo bale le saniyanna, a taranden wo jusu butɔ be nɔgɔren milanteya nun ko koroŋɛ mɔɔle bɛ la. A be toren iko mɔgɛ ni pɔɔte nun pilete kɔma ko, a ma a butɔ ko. 
LUK.11.40	Wole hakkilibɔnɛnu! Min ka koe kɔma da, wolo ma a butɔ tugun da ba? 
LUK.11.41	Dɔmɔfeŋɛ min be wo la piletenu tɔ, wo ni hinnɛ tɔrɔbaganu la wo la. Wo butɔ, koe bɛ bata saniyan wo ye.
LUK.11.42	Ɲagankata be wole Farisinu ye! Wo be farila bɔɔla wo la laakɔfeŋɛ bɛ tɔ, hali ti banba, anun ruya, kɔnɔ wo bata teleŋɛ anun Ala la ko kanunteya boloka, adun a bɛnta wo ni wolo bita, wo kana a tɔɛ tugun fenfen boloka.
LUK.11.43	Ɲagankata be wole Farisinu ye, bayi wo tini don kawandi ma boŋɛ butɔ, a sigi dula fisamantenu le di wo ye. A mɛn, wo tini ke jama be madɛnna ka min na, a sɔgɔ si wo bita mɔgɛnu ni wo kɔntɔn biliya la.
LUK.11.44	Ɲagankata be wo ye, bayi wo be toren iko gaburenu minnu bele manditɛren. Mɔgɛ minnu be tagamanna wonu kunma, anu ma a lɔn gabure le
LUK.11.45	Sariya karamɔgɛ do ka Isa jaabi, a ko: «Karamɔgɔ, i bata mɔle tugun mayo kɛ kuma butɔ.» 
LUK.11.46	Kɔnɔ Isa mɛn ka a tafɔ, a ko: «Wole sariya karamɔgɛnu, ɲagankata be wole tugun ye, bayi kote min doni koe bɛlɛ, wo be wolo sigila mɔgɛnu kunma, adun wole yɛtɛ, hali wo bolo soliŋɛ wo te maga a la. 
LUK.11.47	Ɲagankata be wo ye, bayi wo benbanu ka nabiyonmɛ minnu faga, wo be manditɛ boŋɛnu sɔla wondelen gaburenu kunma. 
LUK.11.48	Ande ka nabiyonmɛnu minnu faga, wole tugun be manditɛ boŋɛnu sɔla wondelen gaburenu kunma. Wo bata a yita ɲɔgɔnna le, ka a fɔla wo bata sɔn wo benbanu la wali koroŋɛnu la. 
LUK.11.49	Wolo mu, Ala ka a fɔ a la hakkilimaya kuma tɔ, a ko: ‹N si nabiyonmɛnu anun kiilanu lasanba anu ma, anu si donu faga, anu ni donu jokki anu ɲagankata koe la.› 
LUK.11.50	Wo butɔ, bɔɔla dunuya da fɔlɛ, nabiyonmɛ yo nɛ bɔɔta, wonu bɛ la faga be mala bi mɔgɛnu le la kote la, 
LUK.11.51	ka fɔlɔ Habila la faga ma, han ka taga sigi annabi Jakariyawa tɛŋɛ la, min fagata sarika bintannɛŋɛ bɔɔdula nun Ala batu bon banba tɛma. Iyon, n ni tɔɲa fɔ wo ye, bi mɔgɛnu si maɲininka le wo bɛ la. 
