GEN.1.1	Sa kapinonan, kan lalangon nin Dios an kalangitan asin an daga, 
JOB.41.8	Dotdota siya kan saimong kamot; isipa an pakilaban; dai mo na
JOB.41.8	giraray magigibo iyan!
JOB.41.9	“An siisay man na nakakahiling sa Leviatan
JOB.41.9	pinanluluya asin natutumba sa daga.
JOB.41.10	Kun siya naanggot, nagigin maringis siya;
JOB.41.10	mayo nin siisay man na nangangahas na mag-atubang saiya.
JOB.41.11	Siisay an pwedeng magsalakay saiya asin magigin ligtas pa?
JOB.41.11	Mayo nin siisay man sa bilog na kinaban na makakagibo kaiyan.
JOB.41.12	“Isasaysay ko saimo an dapit sa mga bitis kan Leviatan
JOB.41.12	asin ipapahayag ko saimo an kadakulaan saka kosog niya.
JOB.41.13	Siisay an makakahuba kan panluwas niyang gubing?
JOB.41.13	Siisay an makakalabot kan sulot niyang gubing na panggera?
JOB.41.14	Siisay an makakapabuka kan saiyang mga salang,
JOB.41.14	na napapalibotan nin makangingirhat na mga ngipon?
JOB.41.15	Gibo sa dakul na kalasag an saiyang likod,
JOB.41.15	dukot-dukot na mga kalasag na matagas siring sa gapo.
JOB.41.16	An lambang saro haraning marahay sa saro,
JOB.41.16	kaya mayong doros na nakakaagi sa pagultanan ninda.
JOB.41.17	Pusog an pagkadurukot kan mga kalasag
JOB.41.17	kaya mayo nin makakatangkas sainda.
JOB.41.18	Kun siya minabahon, minasilyab an liwanag,
JOB.41.18	asin an saiyang mga mata nakakaagid sa pirok nin kaagahon.
JOB.41.19	Hale sa saiyang ngoso nagluluwas an kalayo,
JOB.41.19	asin naglulukso an mga silyab nin kalayo.
JOB.41.20	Hale sa saiyang dungo nagluluwas an aso,
JOB.41.20	na garo aso kan nasusulong doot sa irarom nin sarong koron.
JOB.41.21	An saiyang hinangos nakakapalaad kan mga baga,
JOB.41.21	asin minaluwas sa saiyang ngoso an kalayo.
JOB.41.22	Makosog nin marahay an saiyang liog,
JOB.41.22	kaya gabos na nasasabat niya natatakot.
JOB.41.23	Mayo nin malumoy na kabtang sa saiyang kublit;
JOB.41.23	garong lansang iyan sa tagas.
JOB.41.24	An saiyang puso matagas siring sa gapo,
JOB.41.24	arog katagas kan gilingan na gapo.
JOB.41.25	Kun siya minabangon, natataranta maski an mga maiisog;
JOB.41.25	mayo sindang nagiginibo huli sa takot.
JOB.41.26	Mayo nin espada na pwedeng lumugad saiya;
JOB.41.26	mayong garod, bosog o bodyak na pwedeng makatadom saiya.
JOB.41.27	Ibinibilang niya na dagami an lansang,
JOB.41.27	asin lapang kahoy an bronse.
JOB.41.28	Dai siya napapadulag kan mga pana;
JOB.41.28	para saiya an mga gapo nin lagpitaw garo mga dagami.
JOB.41.29	Ibinibilang niyang dagami an mga pamukpok;
JOB.41.29	minangisi siya sa ribok kan mga garod.
JOB.41.30	An mga kiskis sa saiyang tulak garo matarom na mga pedaso nin napasang koron;
JOB.41.30	siring sa pakaras na linulugad kaiyan an malaboy na daga.
JOB.41.31	Pinapakalakaga niya an kaladman nin dagat;
JOB.41.31	pinapasubo niya iyan arog kan lana sa koron.
JOB.41.32	An maagihan niya nagigin makinang na dalan,
JOB.41.32	asin pinapangagi niyang maputing subo an dagat.
JOB.41.33	Mayo nin makakaarog saiya sa ibabaw nin daga;
JOB.41.33	saro siyang linalang na mayong takot.
JOB.41.34	Maski an mga mapaabaw-abaw na hayop ibinilang niyang hababa ki sa saiya;
JOB.41.34	siya an hade kan gabos na lalaw na hayop.”
JOB.42.1	Dangan nagsimbag si Job sa 
JOB.42.2	“Aram ko na magigibo mo an gabos;
JOB.42.2	na dai pwedeng salungaton an gabos mong katuyohan.
JOB.42.3	Naghahapot ka kun tano ta nangahas akong maghapot manongod sa saimong kadonongan,
JOB.42.3	ako, na sarong tawong mayo nin naaaraman.
JOB.42.3	Nagtaram ako dapit sa mga bagay na dai ko nasasabotan,
JOB.42.3	dapit sa mga ngangalasan na dakula nin marahay para sa sakong pakaaram.
JOB.42.4	Tinaraman mo akong maghinanyog mantang nagtataram ka,
JOB.42.4	asin maghingowang masimbag an saimong mga kahapotan.
JOB.42.5	An naaraman ko sana dapit saimo iyo an inosip sako kan iba,
JOB.42.5	alagad ngunyan, nahiling taka kan sadiri kong mga mata.
JOB.42.6	Kaya nasosopog ako huli kan gabos kong sinabi
JOB.42.6	asin nagsosolsol ako sa alpog saka sa abo.”
JOB.42.7	Kan tapos na an pagtaram nin 
JOB.42.8	Kaya ngunyan magkua kamo nin pitong torong baka saka pitong karnero dangan itao nindo ki Job bilang tinutong na atang. Ipapamibi kamo ni Job asin dadangogon ko an saiyang pamibi na dai kamo padusahan nin maninigo sa saindong kamangmangan. Dai nindo itinaram an katotoohan dapit sako arog kan ginibo ni Job.”
JOB.42.9	Sinunod ni Elifaz, ni Bildad asin ni Zofar an ipinagibo sainda nin 
JOB.42.10	Pakatapos na ipamibi ni Job an tolo niyang katood, itinao giraray nin 
JOB.42.11	Dinalaw si Job kan gabos niyang tugang na lalaki saka babae asin mga dating katood; ipinahiling ninda an saindang pakidumamay saiya asin rinanga ninda siya sa gabos na kasakitan na dinara nin 
JOB.42.12	Benendisyonan nin 
JOB.42.13	Nagkaigwa pa siya nin pitong aking lalaki asin tolong aking babae. 
JOB.42.14	Inapod niyang Jemima an matua niyang babae, Kezia an sunod, asin Keren-hapuk an ikatolo. 
JOB.42.15	Sa bilog na kinaban, mayo nin makakaarog sa gayon kan mga aking babae ni Job. Arog kan saindang mga tugang na lalaki, pinamanahan man sinda kan saindang ama.
JOB.42.16	Pakatapos kaini, nabuhay pa si Job nin syento kwarentang taon. Nahiling niya an saiyang mga makoapo sagkod sa ikaapat na henerasyon, 
JOB.42.17	bago siya nagadan na gurang nang marahay.
PSA.1.1	Paladan an tawo na dai
PSA.1.1	nagsusunod sa hatol nin mga maraot,
PSA.1.1	na dai nagsusunod sa paarog nin mga parakasala
PSA.1.1	o dai nakikisumaro sa mga dai nagpapahalaga sa Dios.
PSA.1.2	Alagad an saiyang kaogmahan nasa Katogonan nin 
PSA.1.2	ini aldaw-banggi niyang pinag-aadalan.
PSA.1.3	Siya siring sa sarong kahoy na nagtatalubo sa kataed nin tubig na nagbubulos,
PSA.1.3	na minabunga sa tamang panahon,
PSA.1.3	asin dai naaalang an mga dahon.
PSA.1.3	Minauswag siya sa gabos niyang gibo.
PSA.1.4	Alagad bakong siring kaini an mga maraot;
PSA.1.4	siring sinda sa ata na pinapalid kan doros.
PSA.1.5	Kaya an mga maraot dai makakatindog sa paghukom,
PSA.1.5	ni an mga parakasala sa katiriponan kan mga matanos;
PSA.1.6	huli ta aram nin 
PSA.1.6	alagad an dalan kan mga maraot mapapahamak.
PSA.2.1	Tadaw ta nag-iisip an mga nasyon nin pagtumang?
PSA.2.1	Tadaw ta nag-iisip an mga tawo nin mayong kamugtakan?
PSA.2.2	Nagrerebelde an saindang mga hade,
PSA.2.2	nagbuburonyog an saindang mga pamayo tumang sa 
PSA.2.2	asin tumang sa hade na saiyang pinili.
PSA.2.3	Olay ninda, “Putolon ta an gapos ninda sato,
PSA.2.3	haleon ta an sakal na ibinugtak sato.”
PSA.2.4	Nagngingisi an nagtutukaw sa kalangitan;
PSA.2.4	pinagtutuya-tuya sinda nin 
PSA.2.5	Dangan sa kaanggotan, sinda saiyang pinatanidan,
PSA.2.5	asin pinatakot sinda sa saiyang labi-labing kaanggotan.
PSA.2.6	Nagtaram siya, “Ibinugtak ko an sakong hade sa Sion, an banal kong bulod.”
PSA.2.7	Ihahayag ko an dekreto nin 
PSA.2.7	Nagtaram siya sako, “Ika an sakuyang aki,
PSA.2.7	ngunyan na aldaw nagin ama mo ako.
PSA.2.8	Maghagad ka asin ipapamana ko saimo an gabos na nasyon,
PSA.2.8	ipapasadiri ko saimo an bilog na kinaban.
PSA.2.9	Babarion mo sinda sa paagi nin sarong sugkod na lansang;
PSA.2.9	roronoton mo sinda siring sa sarong koron.”
PSA.2.10	Kaya, mga hade, hinanyoga nindo an patanid na ini;
PSA.2.10	kamong mga pamayo nin kinaban, horophoropa an katukdoan na ini:
PSA.2.11	Maglingkod kamo na may pagkatakot sa 
PSA.2.12	magtakig asin magduko kamo saiya; ta tibaad lumaad tolos an saiyang kaanggotan,
PSA.2.12	asin bigla kamong magadan.
PSA.2.12	Paladan an gabos na nagpapaampon saiya.
PSA.3.1	Kadakul kan sakong mga kaiwal, 
PSA.3.1	dakul an minabangon tumang sako!
PSA.3.2	Dakul an minasabi manongod sako:
PSA.3.2	“Dai siya tatabangan nin Dios.”
PSA.3.3	Alagad ika, 
PSA.3.3	sakuyang kamurawayan asin kagtao nin kosog.
PSA.3.4	Minaagrangay ako nin makosog sa 
PSA.3.4	minasimbag siya hale sa saiyang banal na bulod.
PSA.3.5	Minahigda ako asin minatorog;
PSA.3.5	giraray minabangon huli sa pangataman nin 
PSA.3.6	Dai ako matatakot sa rinibong mga kaiwal,
PSA.3.6	na nakapalibot tumang sako.
PSA.3.7	Bumangon ka, 
PSA.3.7	O sakuyang Dios!
PSA.3.7	Sinasampaling mo an mga kaiwal,
PSA.3.7	rinoronot mo an mga ngipon kan mga maraot.
PSA.3.8	An kaligtasan hale sa 
PSA.3.8	bendisyonan mo logod an saimong banwaan.
PSA.4.1	Simbaga ako kun ako mag-apod,
PSA.4.1	O Dios, sakuyang katanosan!
PSA.4.1	Tinabangan mo ako kan ako nasa kasakitan.
PSA.4.1	Kaheraki ako ngunyan asin dangoga an sakong pamibi.
PSA.4.2	Sagkod nuarin nindo ako sosopogon, O mga tawo?
PSA.4.2	Sagkod nuarin nindo mamomotan an mayong halaga,
PSA.4.2	asin hahanapon an kaputikan?
PSA.4.3	Giromdoma na pinili nin 
PSA.4.3	dinadangog ako nin 
PSA.4.4	Matakot kamo saiya asin dai magkasala;
PSA.4.4	sa katoninongan maghorophorop kamo sa saindong mga higdaan.
PSA.4.5	Magdolot nin maninigong mga atang,
PSA.4.5	asin magsarig kamo sa 
PSA.4.6	Dakul an nagsasabi,
PSA.4.6	“Makahiling logod kami nin mga karahayan!
PSA.4.6	Hilinga kami na may pagkaherak, O 
PSA.4.7	Itinao mo sakuya an dakulang kaogmahan
PSA.4.7	labi pa kan ogma na saindang namatean
PSA.4.7	kan dakul na arak saka trigo an saindang nakamtan.
PSA.4.8	Sa katoninongan ako mahigda dangan matorog;
PSA.4.8	huli ta ika sana, O 
PSA.5.1	Hinanyoga an sakong pamibi, 
PSA.5.1	himatea an sakong inagrangay.
PSA.5.2	Dangoga an paghagad ko nin tabang,
PSA.5.2	sakuyang Hade asin sakuyang Dios.
PSA.5.2	Namimibi ako saimo, 
PSA.5.3	pagkaaga dinadangog mo an sakong tingog.
PSA.5.3	Pagkaaga dolot ko saimo an sarong atang,
PSA.5.3	dangan minahalat kan saimong kasimbagan.
PSA.5.4	Bako ka sarong Dios na naoogma sa karatan;
PSA.5.4	habo ka sa anoman na kasalan.
PSA.5.5	Mga mapaabaw-abaw saimong ikinakauyam,
PSA.5.5	naoongis ka sa mga paragibong karatan.
PSA.5.6	An mga putikon saimong ginagadan;
PSA.5.6	an mga tawong paha sa dugo asin madaya saimong isinisikwal.
PSA.5.7	Alagad huli ta dakula an danay mong pagkamoot,
PSA.5.7	makakalaog ako sa saimong harong;
PSA.5.7	makakasamba ako sa banal mong Templo,
PSA.5.7	makakataong galang sa atubang mo.
PSA.5.8	Pangenote ako sa paggibo kan saimong kabotan;
PSA.5.8	pantaya an saimong dalan na sakong aagihan.
PSA.5.9	Huli ta mayo nin katotoohan sa saindang ngoso;
PSA.5.9	karatan an nasa saindang puso.
PSA.5.9	An saindang halonan sarong bukas na lulubngan;
PSA.5.9	an saindang dila pano nin kaputikan.
PSA.5.10	Padusahan mo sinda, O Dios, huli kan saindang kasalan.
PSA.5.10	Huli kan saindang mga plano, logod sinda mapukan.
PSA.5.10	Pahalea sinda sa saimong atubang,
PSA.5.10	huli ta sinda nagkasala saka nagtumang saimo.
PSA.5.11	Alagad mag-ogma logod an mga minapasurog saimo;
PSA.5.11	danay na mag-awit sa kaogmahan.
PSA.5.11	Suroga sinda na mga namomoot saimo,
PSA.5.11	tanganing mag-ogma sinda sa saimo.
PSA.5.12	Benebendisyonan mo an matanos, 
PSA.5.12	kalasag nindang pantahob an saimong pagkamoot.
PSA.6.1	sa labi-labi mong kaanggotan, dai mo ako pagpadusahan.
PSA.6.2	Ako napapagal, 
PSA.6.2	bolonga ako, 
PSA.6.3	An kalag ko nasa makuring kahorasaan;
PSA.6.4	Madya, 
PSA.6.4	huli kan pagkamoot mo na daing kataposan.
PSA.6.5	Sa lugar nin mga gadan dai ka nagigiromdoman;
PSA.6.5	sa Sheol
PSA.6.6	Napapagal na ako sa kaaagrangay;
PSA.6.6	barubanggi dumog sa luha an sakong higdaan;
PSA.6.6	natutomtom sa luha an sakong ulonan.
PSA.6.7	Nagdidiklom an mga mata ko huli sa kamondoan;
PSA.6.7	nanluluya ini huli kan sakong mga kaiwal.
PSA.6.8	Humarayo kamo sako, mga paragibo nin karatan!
PSA.6.8	An sakong pagtangis dinadangog nin 
PSA.6.9	Dinadangog nin 
PSA.6.9	an sakong pamibi saiyang sinisimbag.
PSA.6.10	An sakong mga kaiwal masosopog sa pagkadaog,
PSA.6.10	sa biglang pagkaribong sinda masiribog.
PSA.7.1	tabangi ako sa mga naglalamag sako asin ligtasan ako,
PSA.7.2	tibaad siring sa sarong leon ronoton ninda ako,
PSA.7.2	guyodon sa harayong lugar na mayong maligtas sako.
PSA.7.3	kun an mga kamot ko sakong dinigtaan;
PSA.7.4	kun an sakong katood binalsan ko nin karatan,
PSA.7.4	kun kinulgan ko an kaiwal na mayo man nin dahelan;
PSA.7.5	tugoteng lamagon logod ako asin dakopon kan sakong mga kaiwal,
PSA.7.5	timaktimakan an sakong hawak,
PSA.7.5	asin hutadon sa alpog an sakong kalag!
PSA.7.6	Sa kaanggotan, bumangon ka, 
PSA.7.6	Atubangon mo an kaanggotan kan sakong mga kalaban;
PSA.7.6	pagmata, Dios ko, mawot mo an katanosan.
PSA.7.7	Tipona sa atubang mo an gabos na banwaan,
PSA.7.7	asin hale sa kaitaasan saimong paghadean.
PSA.7.8	Hinuhukoman nin 
PSA.7.8	hukoman mo ako, 
PSA.7.8	aram mo na ako mayo nin kasalan.
PSA.7.9	O Dios na matanos,
PSA.7.9	ika na naghuhukom kan samong kaisipan asin kamawotan.
PSA.7.9	Paontoka an karatan kan mga tampalasan;
PSA.7.9	alagad bendisyonan mo an mga banal.
PSA.7.10	An kalasag ko iyo an Dios,
PSA.7.10	na nagliligtas sa mga matanos.
PSA.7.11	An Dios sarong hukom na matanos,
PSA.7.11	danay na anggot sa mga maraot.
PSA.7.12	Kun an sarong tawo dai magbakle,
PSA.7.12	tataison nin Dios an saiyang espada;
PSA.7.12	inandam na niya an saiyang pana;
PSA.7.13	mga panggadan na armas inandam niya,
PSA.7.13	mga nagkakalayong pana saiyang ihinimunta.
PSA.7.14	Uya, an maraot na tawo nag-iisip nin karatan;
PSA.7.14	pano siya nin karibokan asin kaputikan.
PSA.7.15	Alagad sa mga kalot na inaandam niya para sa iba,
PSA.7.15	an nahuhulog siya man sana.
PSA.7.16	Kaya siya an nagdudusa sa ginibo niyang karatan;
PSA.7.16	nakukulgan kan gibo niyang kadahasan.
PSA.7.17	Magpapasalamat ako sa 
PSA.7.17	mag-aawit ako nin kaomawan sa ngaran nin Kahorohalangkaweng 
PSA.8.1	O 
PSA.8.1	dakula an saimong ngaran sa bilog na kinaban!
PSA.8.1	An pag-omaw saimo nakakaabot sa kalangitan;
PSA.8.2	inaawit ini nin mga aki asin nin mga umboy.
PSA.8.2	Ligtas ka sa gabos na kaiwal mo;
PSA.8.2	pinapaontok mo an siisay man na minatumang saimo.
PSA.8.3	Kun minamasdan ko an kalangitan na saimong ginibo,
PSA.8.3	an bulan asin an mga bitoon na ibinugtak mo sa saindang mga lugar—
PSA.8.4	ano an tawo ta ginigiromdom mo siya;
PSA.8.4	an aki nin tawo ta inaataman mo siya?
PSA.8.5	Alagad ginibo mo siyang hababang kadikit sa mga anghel.
PSA.8.5	Kinoronahan mo siya nin kamurawayan asin kaomawan.
PSA.8.6	Tinawan mo siya nin kapangyarihan sa gabos mong linalang,
PSA.8.6	ibinugtak mo an gabos sa irarom nin saiyang mga bitis;
PSA.8.7	an mga karnero asin mga baka, siring man an mga maringis na hayop;
PSA.8.8	an mga gamgam saka mga sira,
PSA.8.8	asin an mga linalang sa kadagatan.
PSA.8.9	O 
PSA.8.9	dakula an saimong ngaran sa bilog na kinaban!
PSA.9.1	Pasasalamatan taka, 
PSA.9.1	ibabalangibog ko an gabos mong ngangalas na gibo.
PSA.9.2	Huli saimo, mag-aawit ako sa kaogmahan.
PSA.9.2	Mag-aawit ako nin pag-omaw saimo, O Dios na Makakamhan.
PSA.9.3	Kan mag-abot ka, nagdurulag an sakong mga kaiwal;
PSA.9.3	nagkaturumba sinda saka nagkagaradan.
PSA.9.4	Marahayon ka asin matanos sa saimong mga paghatol;
PSA.9.4	sinurog mo ako kan ika maghukom.
PSA.9.5	Sinagwe mo an mga nasyon, rinonot mo an mga maraot;
PSA.9.5	pinara mo an saindang ngaran sagkod lamang.
PSA.9.6	Napara sagkod lamang an satong mga kaiwal;
PSA.9.6	rinumpag mo an saindang mga syudad;
PSA.9.6	dai na sinda nagigiromdoman.
PSA.9.7	Alagad an 
PSA.9.7	pinatindog niya an saiyang trono sa paghukom.
PSA.9.8	Pinaghahadean niya an kinaban sa katanosan;
PSA.9.8	an mga banwaan matanos niyang hinuhukoman.
PSA.9.9	An 
PSA.9.9	sarong pailihan sa panahon nin kasakitan.
PSA.9.10	An mga nakakamidbid saimo, 
PSA.9.10	huli ta dai mo binabayaan an mga naghahanap saimo.
PSA.9.11	Mag-awit kamo nin pag-omaw sa 
PSA.9.11	An mga ginibo niya ibareta nindo sa lambang nasyon!
PSA.9.12	Ginigiromdom nin Dios an mga nagtitios;
PSA.9.12	dai niya nalilingawan an saindang inagrangay,
PSA.9.12	asin an naggigibo sainda nin maraot saiyang pinapadusahan.
PSA.9.13	Maherak ka sako, O 
PSA.9.13	Hilinga an sakong mga kasakitan na gibo kan sakong mga kaiwal!
PSA.9.13	Ligtasan ako sa kagadanan, O 
PSA.9.14	tanganing ipahayag ko an saimong mga kaomawan,
PSA.9.14	tanganing sa atubang kan mga taga Jerusalem, mag-ogma ako sa saimong kaligtasan.
PSA.9.15	An mga pagano nahulog sa kalot na saindang ginibo;
PSA.9.15	an saindang bitis nasiod sa hikot na saindang tinago.
PSA.9.16	Nagpamidbid an 
PSA.9.16	an mga maraot nagkasiriod kan sadiri nindang gibo.
PSA.9.17	An kagadanan iyo an padudumanan kan gabos na maraot,
PSA.9.17	kan gabos na nakakalingaw sa Dios.
PSA.9.18	An mga daing sukat bakong danay na lilingawan;
PSA.9.18	an paglaom kan mga dukha dai mawawara sagkod lamang.
PSA.9.19	Madya, 
PSA.9.19	Hare pagtugot na magtumang saimo an mga tawo!
PSA.9.19	Daraha sa atubang mo an mga pagano asin sinda hukoman mo.
PSA.9.20	Gibohang matakot sinda, 
PSA.9.20	pasabota sinda na sinda tawo lamang.
PSA.10.1	Tadaw ta harayo kang marahay, 
PSA.10.1	Tadaw ta nagtatago ka kun kami nasa kahorasaan?
PSA.10.2	Sa kapaabaw-abawan linalamag kan mga maraot an mga dukha;
PSA.10.2	dakopa sinda sa mga siod na ginibo ninda.
PSA.10.3	Huli ta ipinaghahambog kan maraot an mga kamawotan nin saiyang puso;
PSA.10.3	minamaldisyon asin tinatalikdan an 
PSA.10.4	An tawong tampalasan dai naghahanap sa 
PSA.10.4	an gabos niyang nasa isip, “Mayo nin Dios.”
PSA.10.5	An tampalasan mauswag sa gabos na panahon.
PSA.10.5	Dai niya nasasabotan an mga paghukom nin Dios;
PSA.10.5	tinutuya-tuya niya an saiyang mga kaiwal.
PSA.10.6	Nasa boot niya, “Mayong makakahiro sako;
PSA.10.6	dai ako mamumugtak sa kapahamakan.”
PSA.10.7	An saiyang ngoso pano nin maldisyon, kaputikan asin pang-aapi;
PSA.10.7	sa dila niya yaon an karibokan asin karatan.
PSA.10.8	Sa mga baryo nagtutukaw siya sa paghipa,
PSA.10.8	naghahalat tanganing manggadan kan mga mayong sala.
PSA.10.8	Binabantayan niya an saiyang magigin biktima,
PSA.10.9	siring sa sarong leon sa saiyang pinagtatagoan.
PSA.10.9	Minahipa siya tanganing madakop an mga dukha;
PSA.10.9	sinisiod niya sinda dangan ginuguyod sa harayo.
PSA.10.10	Nagkakaroronot an mga biktima;
PSA.10.10	nadadaog huli sa kosog niya.
PSA.10.11	Nagsaboot siya, “Mayong pagmakulog an Dios!
PSA.10.11	Tinakpan niya an saiyang lalawogon asin dai niya nanggad ako mahihiling!”
PSA.10.12	Tumindog ka, 
PSA.10.12	O Dios, itaas mo an saimong kamot!
PSA.10.12	Hare paglingawe an mga nagtitios!
PSA.10.13	Tadaw ta an Dios isinisikwal kan tampalasan
PSA.10.13	asin minasaboot, “Dai niya ako papadusahan”?
PSA.10.14	Alagad nahihiling mo; namamasdan mo an kahorasaan asin kasakitan;
PSA.10.14	danay kang andam sa pagtao nin tabang.
PSA.10.14	An dukha minasarig sa saimo;
PSA.10.14	ika an danay na nagtatabang sa mga ilo.
PSA.10.15	Baria an takyag kan maraot saka parakasala;
PSA.10.15	padusahan mo sagkod na dai na sinda maggibo kaiyan.
PSA.10.16	An 
PSA.10.16	Mawawara sa saiyang daga
PSA.10.16	an mga nagsasamba sa ibang dios.
PSA.10.17	Dadangogon mo, 
PSA.10.17	tatawan mo sinda nin kosog nin boot.
PSA.10.18	Dadangogon mo an mga inagrangay kan mga naaapi asin mga ilo;
PSA.10.18	susurogon mo sinda sa saimong paghukom,
PSA.10.18	tanganing dai na manakot an mga tawong daganon.
PSA.11.1	Minasarig ako sa 
PSA.11.1	Tadaw ta minasabi ka sako,
PSA.11.1	“Lumayog ka siring sa sarong gamgam pasiring sa kabubuldan,
PSA.11.2	huli ta ibiningat na kan mga maraot an saindang pana,
PSA.11.2	tanganing sa kadikloman panaon an mga matanos.
PSA.11.3	Kun maraot an mga pundasyon,
PSA.11.3	mayo nin magigibo an matanos na tawo.”
PSA.11.4	An 
PSA.11.4	yaon sa langit an saiyang trono.
PSA.11.4	Minamasdan niya an mga tawo saen man na lugar
PSA.11.4	asin aram niya an saindang ginigibo.
PSA.11.5	Binabalo nin 
PSA.11.5	anggot siya sa mga namomoot sa dahas.
PSA.11.6	Pinapauranan niya nin nagkakalayong mga baga saka asupre an mga maraot;
PSA.11.6	pinapadusahan niya sinda nin nakakapasong doros.
PSA.11.7	An 
PSA.11.7	an minagibo kaiyan mag-eerok sa saiyang atubang.
PSA.12.1	Tabangi kami, 
PSA.12.1	huli ta mayo nang natatadang banal!
PSA.12.1	An mga maimbod napara na sa mga aki nin tawo.
PSA.12.2	An lambang saro nagpuputik sa saiyang kapwa;
PSA.12.2	an saindang dila asin puso pano nin kaputikan.
PSA.12.3	Paontoka an mga dilang putikon, 
PSA.12.3	Serahan mo an mga ngosong mapaabaw-abaw,
PSA.12.4	na an olay, “Huli kan samong dila kami mandadaog.
PSA.12.4	Sasabihon mi an samong minamawot;
PSA.12.4	mayo nin makakapugol samo.”
PSA.12.5	“Madatong ako,” an sabi nin 
PSA.12.5	“huli ta an mga dukha nasasakitan,
PSA.12.5	an mga nangangaipo nag-aagrangay.
PSA.12.5	Tatawan ko sinda nin kaligtasan
PSA.12.5	na saindang pinaglalaoman.”
PSA.12.6	Masasarigan an mga panuga nin 
PSA.12.6	siring sa purong plata,
PSA.12.6	na sa horno pitong beses lininigan.
PSA.12.7+PSA.12.8	Makukua maski saen an mga tampalasan,
PSA.12.7+PSA.12.8	na nag-oomaw kan anoman na karatan.
PSA.12.7+PSA.12.8	Danay kaming atamana, 
PSA.12.7+PSA.12.8	asin ligtasan sa siring na katawohan.
PSA.13.1	Sagkod nuarin mo ako lilingawan, 
