MAT.1.1	Yesu Kristo gɔ nɖe Igara David ɔwa tɛtɛ, fiɛ David ɔ̃ wũ ɔɖe Abraham ɔwa ɔɣekparɛ i ngbe ne.
JHN.21.7	Rasuãdze gɔ i Yesu iisɛ ɔpia kuɣɛ ɔɣere Petro sɔ, “Bosate ɔɖe lo!” Gɔ Petro ɔnɔ sɔ Bosate ɔɖe ne, ɔsu ɔ̃ kato awu ɔkpasa alasɔ ɔɖi wã ɔsɛ. Ɔkɔlɛ ɔbo i ndu ame ɔɣa ndu ɔkɛlɛ ɔkpokpo. 
JHN.21.8	Marasuãdze tsɔra ɔsɛ ɔkolo ame maba mato makpadzɛ̃ asabu wa loyi ku akpɛ. Ma gu ɔkpokpo ndɛ̃ aaɖe lɛ nrɔɔ̃ siru kere. 
JHN.21.9	Gɔ maso i ɔkpokpo ne, manya sɔ mapia ɔtɔ i mmɔ ikpɛ sia iso, abolo ana se i mmɔ.
JHN.21.10	Ne Yesu ɔɣere ma sɔ, “Miɖi akpɛ wa mimɔɛ̃ awɛ̃ mibɔ.”
JHN.21.11	Ne Simon Petro ɔya ɔbo i ɔkolo ame ɔkpadzɛ̃ asabu wa loyigu akpɛ siare ɔbɔ ɔkpokpo ne. Akpɛ ɔɖuɖu ɖe kulafa gu siru-atɛ, ɣɛɛ atoa sɔ asi ngbɔ ne, asabu iikɛkɛ. 
JHN.21.12	Ne kama ne, Yesu ɔɣere ma sɔ, “Miba miaɖe ara.” Ɣɛɛ ma kuwɛ̃ iiwe ɔtu ɔkarɛ wũ sɔ, “Fɔ nɖe nna?” alasɔ maɣe sɔ Bosate ɔɖe. 
JHN.21.13	Ne Yesu ɔbore ɔbo ɔsu abolo ɔtã ma, ne kama ne, ɔsu ikpɛ ana ɔtã ma.
JHN.21.14	Nnɛgbe nɖe ɔkpɛ tɛare gɔ i Yesu ɔɖi so ɔte ɔ̃ marasuãdze gɔ ɔta ɔbɔrɛ i makpise ame ne.
JHN.21.15	Gɔ maɖe ara maro ne, Yesu ɔkarɛ Simon Petro sɔ, “Simon, Yohanes ɔbi, ato aɖɔɛ me aɖo matsɔra magbe?”
JHN.21.15	Ne Petro ɔɣɛ sɔ, “Aĩ, Bosate, fɔ mɔmɔ aɣe sɔ loto loɖɔɛ-ɔ.”
JHN.21.15	Ne Yesu ɔɣere wũ sɔ, “Nyɔ wũ asɛrɛbi iso.”
JHN.21.16	Ɔkpɛ nyɔare ne, Yesu ɔledza wũ ikarɛ sɔ, “Simon, Yona ɔbi, ato aɖɔɛ me?”
JHN.21.16	Ne Petro ɔledza iɣɛ sɔ, “Aĩ, Bosate, fɔ mɔmɔ aɣe sɔ loto loɖɔɛ-ɔ.”
JHN.21.16	Ne Yesu ɔɣere wũ sɔ, “Nyɔ wũ masɛrɛ iso.”
JHN.21.17	Ɔkpɛ tɛare ne, Yesu ɔledza Petro ikarɛ sɔ, “Simon, Yona ɔbi, ato aɖɔɛ me?”
JHN.21.17	Iɖaa Petro, alasɔ Yesu ɔledza wũ ikarɛ ɔkpɛ tɛare sɔ ato aɖɔɛ me, ne ɔso ɔtã mmuai sɔ, “Bosate! Fɔ mɔmɔ aɣe ira biara, fiɛ aɣe sɔ loto loɖɔɛ-ɔ.”
JHN.21.17	Ne Yesu ɔɣere wũ sɔ, “Nyɔ wũ masɛrɛ iso. 
JHN.21.18	Gbaã loto loɣere-ɔ sɔ ɔwi gɔ aɖe ɔporoporoi ne, asɛ aledza so abɔrɛ asɛ ngbegɔ aɖɔɛ, ɣɛɛ si ɔɔbe ne, ato atara fɔ nrɔɔ̃ kato, ɔturi mama ɔnyi-ɔ ɔkati, ɔkɔ-ɔ ɔkɛlɛgu ngbegɔ aito abie sɔ aasɛ.” 
JHN.21.19	Yesu ɔɣɛ nnɛgbe si ɔsu ɔte kukpi gɔ igbã i Petro aakpi ɔsu ɔkɔlɛ Ɣaa iyere kato. Gɔ ɔɣɛ ngbɔ ɔro ne, ɔɣere wũ sɔ, “Siai me.”
JHN.21.20	Ne gɔ Petro ɔfiniki ne, ɔnya rasuãdze gɔ i Yesu iisɛ ɔpia kuɣɛ sɔ ɔɣɛ i mmɔ. Rasuãdze gɔgbe ɔɖe lopiɛtɛ i Yesu iso ku ɔwi gɔ mato maɖe kutsuɛ aɖera ɔkarɛ Yesu sɔ, “Bosate, nna loaɖi-ɔ ɔtã ne.” 
JHN.21.21	Ne ɔso gɔ Petro ɔnya wũ ne, ɔkarɛ Yesu sɔ, “Bosate, ne ngɔgbe ɔ̃ ne, nda iase wũ?”
JHN.21.22	Ne Yesu ɔtã wũ mmuai sɔ, “Si mme sɔ ɔsɛ gbɔgbɔɔgbɔ loakpese loba ne, be isu-ɔ i mmɔ? Fɔ ne, siai me.”
JHN.21.23	Nnɛgbe ɔso ne, iki ikã i marasuãdze ndɛ̃ sɔ rasuãdze gɔmɔ iibakpi. Ɣɛɛ Yesu iiɣɛ sɔ ɔ̃ibakpi, ɔɣɛ ɔɣɛ sɔ, “Si mme sɔ ɔsɛ gbɔgbɔɔgbɔ loakpese loba ne, be isu-ɔ i mmɔ?”
JHN.21.24	Rasuãdze gɔgbe ɔɖe loɣɛ ara wagbe fiɛ ɔtsɛrɛ wã ɔsɛ fiɛ boɣe sɔ nnɛ ɔɣɛ ne, gbaã iɖe ne.
JHN.21.25	Yesu ɔbara ara gbodzoo gɔ si sɔ matsɛrɛ wã ɔɖuɖu masɛ iwɛ̃ iwɛ̃ ne, lofɔ loɖe sɔ kayiiso ɔɖuɖu iibana siko dzɛmɔ karɔ̃kasɛkɔ̃.
ACT.1.1	Wũ ɔnyii Tiofilo, i wũ ɔko ɖeakatɔ̃ ame ne, lotsɛrɛ loɣere-ɔ ara wa ɔɖuɖu i Yesu ɔbara gu nwa ɔte, 
ACT.1.2	ita i ɔwi gɔ ɔsɛ ɔ̃ karabara karɔ̃ isɛ iabo ɔwi gɔ i Ɣaa ɔsu wũ ɔkɛlɛgu kato. Si ɔ̃akɛlɛ kato ne, Yesu ɔki i Siwarã Bielea ɔle iso ɔte katɔ̃memasɛdze ma ɔɖi ɔtã so ara. 
ACT.1.3	I ɔ̃ kukpi kama ne, ɔɖi so ɔte ma i siri agbãagbã iso i ayi sina ame sɔ gbaã ne, ɔpia ngbã. Ɔɖe mma lonya wũ ika i Ɣaa sigarakaɖekɔ̃ iso. 
ACT.1.4	Ɔwi ɔwɛ̃ gɔ masakanya ne, ɔsɛ̃ ɔtã ma sɔ, “Midaarui i Yerusalem. Ɣɛɛ miwe misia Siwarã Bielea dzɛ loɣere mi sɔ wũ Ɔse ɔɣɛ ɔsɛ sɔ ɔ̃atã mi. 
ACT.1.5	Yohanes ne, ndu miɖe ɔsu ɔbara Ɣaa itupie kubarara ɔtã maturi. Ɣɛɛ ayi kɛkɛĩ ame ne, Ɣaa to ɔ̃asu Siwarã Bielea ɔpie mi.”
ACT.1.6	Gɔ katɔ̃memasɛdze gu Yesu ɔledza isarɛ ne, makarɛ wũ sɔ, “Bosate, kiniɔkiniɔ ato abie sɔ aaledza Israel sigarakaɖekɔ̃ itara?” 
ACT.1.7	Ne Yesu ɔɣere ma sɔ, “Iinya sɔ miatsue ɔwi ɣee ayi wa i Tete ɔɣɛ ɔsɛ i ɔ̃ ɔle ame sɔ nnɛmɔ aaba. 
ACT.1.8	Ɣɛɛ ne, mito miafɔ ɔle ɔwi gɔ i Siwarã Bielea ɔɔba mi iso, miaɣɛ wũ itɔ̃me ita i Yerusalem gu Yudea ɔɖuɖu gu Samaria isɛ iabo kayiiso katsɔrakɔ̃.”
ACT.1.9	Gɔ ɔɣere ma ara wagbe ɔro ne, Ɣaa ɔsu wũ ɔkɛlɛgu kato gɔ maɣɛ mato manyɔ wũ gbɔgbɔɔgbɔ ɔbo i idɔdɔ ame fiɛ ɔyu ma i anɔ. 
ACT.1.10	Gɔ maɣɛ mato manyɔ ɔ̃ kuɖokpo ikɛlɛ ne, ɔluwɛ̃ marɛrɛ̃ inyɔ mawɛ̃ ma mpia ara fudza ɔɖi so mate ma, 
ACT.1.11	ne maɣere ma sɔ, “Galilea marɛrɛ̃, be ɔso fiɛ miɣɛ minyɔ kato ngbɔ? Yesu gɔ i Ɣaa ɔfɔ ɔbɔrɛgu i mi kɔrɛ fiɛ ɔkɛlɛ kato ne, ɔto ɔ̃aledza ikpese iba lɛ kumɛgɔ minya wũ ɔse fiɛ ɔkɛlɛ kato.”
ACT.1.12	Ne kama ne, katɔ̃memasɛdze ɔso mabɔrɛ i kube gɔ marɔ sɔ Nnɔĩ adziri Kube iso makɛlɛ Yerusalem. Ita i mmɔ ibo ɔmagɛ̃ ame aaɖe lɛ igu iwɛ̃ kere. 
ACT.1.13	Gɔ masɛ maabo ɔmagɛ̃ ame ne, maya makɛlɛ ma kawekɔ̃ i iyo nɛ matsue masia iso ame. Mma lowe i mmɔ nɖe Petro gu Yohanes gu Yakobo gu Andrea gu Filipo gu Toma gu Bartolomeo gu Mateo gu Yakobo gɔ nɖe Alfeo ɔbi gu Simon gɔ nto ɔkpɛ̃ ɔtã isɛguso gu Yuda gɔ nɖe Yakobo ɔbi. 
ACT.1.14	Mmagbe ɔɖuɖu gu marɔ̃go mawɛ̃ gu Yesu ɔnyi Maria gu Yesu makpeama ɔwe adzuni awɛ̃ mala maɔsarɛ maɔkparama kayi ɔwi biara.
ACT.1.15	Ayi wamɔ ame ne, mma lofɔ maɖe ɔba maasarɛ, maaɖe lɛ maturi kulafa gu sinyɔ. Ne Petro ɔta ɔya ɔɣere ma sɔ, 
ACT.1.16	“Wũ manyii, ara wa matsɛrɛ i Ɔko Sekelea ame ne, ikote sɔ iaba i ne ame lɛ kumɛgɔ i Siwarã Bielea ɔki i Igara David iso ɔɣɛ ɔsɛ kokooko i Yuda gɔ loɖi Yesu ɔtã mamɔɛ̃ iso. 
ACT.1.17	Yuda ɔ̃ wũ ɔɖe bo ikuri ame ɔwɛ̃ gɔ i Bosate ɔɖi sɔ tee ɔ̃abara katɔ̃memasɛdze karabara.”
ACT.1.18	Masu ɔ̃ ikpi sikã dzɛ ɔfɔ maɣa karɔ̃ ga iso ɔsɛ ɔ̃akpi. Gɔ ɔkpase ne, ɔfã ɔbiɛ, ne ɔ̃ ayirira ɔɖuɖu ɔbɔrɛ afere i karɔ̃ ne. 
ACT.1.19	Ɔ̃ kukpi itɔ̃me ɔki ikã i Yerusalem maturi ɔɖuɖu ɔnɔ ne. Ngbegɔ ɔkpi masɛ makpere sɔ Hakeldamak i ma siɖe ame gɔ karɔ̃ nɖe sɔ Ima Karɔ̃.
ACT.1.20	Ne Petro ɔkɛlɛgu i katɔ̃ sɔ, “Matsɛrɛ i David Kuka Ɔko ame sɔ,
ACT.1.20	‘Ɔ̃ iyo si ikpese iyoku,
ACT.1.20	kuwɛ̃ si ɔdaasɛ i mmɔ.’
ACT.1.20	Matsɛrɛ ana sɔ,
ACT.1.20	‘Mitã sɔ ɔturi mama si ɔya i ɔ̃ kanya.’
ACT.1.21	Ne ɔso ne, ikote sɔ ɔmama aabo i bo ndɛ̃ lɛ aɖansiɛ ɔtã Bosate Yesu ita ibɔrɛ i makpise ame. Iaɖe ngɔ lowe i bo ikuri ame ku ɔwi gɔ ɔɖuɖu i bo gu Yesu sɛ boki, 
ACT.1.22	ita i ɔwi gɔ i Yohanes ɔpɛ Ɣaa itupie kubarara imomo isɛ iabo ɔwi gɔ i Ɣaa ɔsu Yesu ɔkɛlɛgu kato.”
ACT.1.23	Ne ɔso maɖi maturi inyɔ ma nɖe Matia gu Yosef gɔ masɛ makpere sɔ Barsaba, ana ne, masɛ makpere wũ sɔ Yusto. 
ACT.1.24	Ne kama makparama kayi maɣɛ sɔ, “Bosate, fɔ nɣe maturi ɔɖuɖu adzuni ame. Ne ɔso te bo ngɔ aɖi i maturi inyɔ magbe ndɛ̃ 
ACT.1.25	sɔ ɔ̃aya i katɔ̃memasɛdze ndɛ̃ ngbegɔ i Yuda ɔnyua fiɛ ɔkɛlɛ ngbegɔ lokote wũ.” 
ACT.1.26	Gɔ makidza atalebi sɔ si masu manyɔ sɔ ma nna i Ɣaa ɔɖi ne, Matia ɔkpɛ loya, ne ɔso masu wũ mabua i katɔ̃memasɛdze iweo-ɔwɛ̃ mamɔ iso.
ACT.2.1	Gɔ iyi nɛ masɛ makpere sɔ Pentekoste Iyi ɔɣo ne, mafɔɖedze ɔɖuɖu ɔsakanya i kakɔi kawɛ̃. 
ACT.2.2	Ɔluwɛ̃ ne, manɔ kulu lɛ ɔwiri nto ɔkpɛ̃ teteree kubɔrɛ i kato. Kulu gɔgbe ɔba kuayi iyo nɛ ame mapia ɔɖuɖu. 
ACT.2.3	Ira iwɛ̃ nɛ nse lɛ ɔtɔ sinyagɛmi ɔɣɛɣɛ so iba iasia i ma ati iso. 
ACT.2.4	Siwarã Bielea ɔbo i ma ɔɖuɖu ame matsɛ ikaɖe mato male Ɣaa i siɖe agbãagbã ame lɛ kumɛgɔ i Siwarã ɔtã ma ɔle.
ACT.2.5	Ɔwi gɔgbe ame tutuutu ne, ma Yudase ma nsɛ manigã Ɣaa fiɛ mase i kayiiso abuiti ɔɖuɖu ame ɔba mapia i Yerusalem. 
ACT.2.6	Gɔ manɔ kulu gɔgbe ne, maturi gbodzoo ɔtere makɛlɛ mmɔ. Gɔ manya sɔ Yesu masiaidze nɣɛ mato maɣɛ abuiti ɔɖuɖu wa ame mabɔrɛ siɖe ne, ibara ma ɣii. 
ACT.2.7	Ne ɔso ifɔ̃ ɔtidza ma, makpɔkpɔtɔ, ne matsɛ ikarɛ so sɔ, “Mmagbe ɔɖuɖu ne, iiɖe Galilea maturi maɖe? 
ACT.2.8	Nda ibara fiɛ boto bonɔ maɖe ika i bo abuiti siɖe ame? 
ACT.2.9	Ma Partise gu ma Mediase gu ma Elamse gu mawɛ̃ ma lobɔrɛ i Mesopotamia gu Yudea gu Kapadokia gu Ponto gu Asia gu 
ACT.2.10	Frigia gu Pamfilia gu Egipte gu Libia kasɛ ga lomatã Kirene gu mafɔ ma lobɔrɛ i Roma fiɛ maɖe ma Yudase gu mma lokpese ma Yudase ikuri ame maturi, 
ACT.2.11	gu ma Kretase gu ma Arabiase. Bo ɔɖuɖu to bonɔ mato mafa Ɣaa kaɣiɖu i bo siɖe ame.” 
ACT.2.12	Gɔ ibara ma ɣaa fiɛ makpɔkpɔtɔ ne, makarɛ so sɔ, “Mme itɔ̃me igbã iɖe ngbe?”
ACT.2.13	Ne mawɛ̃ to maɣɛ sɔ, “Ndã miɖe nto mimɔɛ̃ ma. Iiɖe kuira iɖe.”
ACT.2.14	Mmɔ i Petro gu maturi iweo-ɔwɛ̃ ɔta maya fiɛ Petro ɔkɔlɛ ɔ̃ silɔ sɔ, “Mi ma Yudase gu mi ma nsi i Yerusalem ɔɖuɖu, lobie sɔ loaɖi ara wagbe karɔ̃ lote mi. Mikã me atsue kukaakɔ si minɔ. 
ACT.2.15	Marɛrɛ̃ magbe iito marɛ̃ ndã lɛ kumɛgɔ mibu. Mi mɔmɔ minya sɔ kaya iɖɔwũ kaiwɛ̃ ame kere bopia. 
ACT.2.16	Ɣɛɛ ne, nnɛ mito minya ngbe nɖe nnɛ i Ɣaa Kanyaɖidze Yoel ɔɣɛ ɔsɛ kokooko. 
ACT.2.17	Ɔɣɛ sɔ, ‘Ɣaa ɔɣɛ sɔ,
ACT.2.17	“Ayi tsɔra ame ne,
ACT.2.17	nto loafedza wũ Siwarã lofere i maturi ɔɖuɖu iso.
ACT.2.17	Mi mabibirɛrɛ̃ gu mabi birɔ̃gomi to maaɣɛ wũ itɔ̃me,
ACT.2.17	mi maporoporoi to maanya kaɖikate,
ACT.2.17	mi makpakpa ana to maasɛ̃ arɛ.
ACT.2.18	Gbaã ne, i ayi wamɔ ame ne, wũ Siwarã to siaba wũ maɖabo rɔ̃go gu marɛrɛ̃ iso,
ACT.2.18	fiɛ maaɣɛ wũ itɔ̃me.
ACT.2.19	Loatã sɔ awawãra wa loabara ɣii aabɔrɛ
ACT.2.19	i kuɖokpo gu karɔ̃ iso ɔɖuɖu.
ACT.2.19	Mito mianya ima gu ɔtɔ gu kuɣɔ gɔ lota lipii.
ACT.2.20	Kuɣɛ̃ to kuabara kpinaa.
ACT.2.20	Ɔgbaworeti to ɔ̃arɛtɛ lɛ ima,
ACT.2.20	fiɛ kuɖokpo Ɔlesate iyi siare nɛmɔ aaba.
ACT.2.21	Ɔwi gɔmɔ ame ne, ɔbiara gɔ loakpere Ɣaa sɔ ɔnyɔ wũ nnya aana ngbã.” ’ ”
ACT.2.22	Ne Petro ɔɣɛ ana sɔ, “Bo aɖe Israel kaɖe, mito minɔ? Yesu Nasaretse nɖe ngɔ i Ɣaa kɔrɔ̃ sia iso fiɛ ɔsɔla wũ nnɔĩ. Ɣaa ɔsia nnɛgbe ita gɔ ɔki i ɔ̃ iso ɔɖi ɔle gu awawãra gu akparĩ ɔte i mi ndɛ̃ lɛ kumɛgɔ i mi mɔmɔ miɣe. 
ACT.2.23	Ɣɛɛ i Ɣaa ɔri iɖi ame gu ɔ̃ itsue iɖegu katɔ̃ ame ne, ɔnyua wũ ɔtã mi. Mi gu matilese ɔɖi wũ miɖoe ku ɔwi gɔ mipɛ wũ mimatãra i kudziri iso. 
ACT.2.24	Ɣɛɛ Ɣaa ɔtara wũ ɔbɔrɛgu i makpise ame. Ɔbɔrɛ i kukpi nrɔɔ̃ ame, alasɔ kukpi iiwo wũ ɔmɔɛ̃ ɔpia i kugbagɔrɔĩ ame. 
ACT.2.25	Igara David ɔɣɛ ɔsɛ i ɔ̃ iso sɔ,
ACT.2.25	‘Lonya sɔ Bosate ɣɛ me i kɔrɛ ɔwi biara.
ACT.2.25	Gɔ ɔɣɛ me i kuɖearɔ̃ iso ɔso ne,
ACT.2.25	loibanigã.
ACT.2.26	Nnɛgbe ɔso ne, wũ ɔtu ɔyi ku isoɣɔ, loasu silɔ lole wũ ɔwi ɖaa. Loawe i ɔriinyɔ ame atoa sɔ wũ sosina to siakpi.
ACT.2.27	Alasɔ aibanyua wũ ɔkala atã ikpibiɔ.
ACT.2.27	Ana ne, aibatã fɔ Ɔbi Sekelea sina ɔburi.
ACT.2.28	Ate me fɔ ngbã ɔri.
ACT.2.28	Fɔ kɔrɛ iwe isoɣɔ pia i wũ ame gbaã.’
ACT.2.29	“Ne ɔso ne, wũ manyii, nto loɣere mi kukaakɔ sɔ bo ɔwa David ɔkpi. Mabiara wũ. Ɔ̃ ikpibiɔ ana se i bo ndɛ̃ ipɛ i nɔme. 
ACT.2.30	Ɣɛɛ ne, Ɣaa kanyaɖidze ɔɖe. Ɣaa ɔkarã irɔĩ iso sɔ ɔ̃abara David ɔwa tɛtɛ ɔɖe sigara i David sigaraiyara iso. 
ACT.2.31	Gɔ David ɔnya nnɛ nse i katɔ̃ ɔso ne, ɔɣɛ ɔsɛ sɔ Kristo to ɔ̃ata ɔbɔrɛ i makpise ame. Ɔɣɛ sɔ,
ACT.2.31	‘Ɔ̃ibanyua wũ ɔtã kukpi
ACT.2.31	fiɛ ɔ̃ibanyua ɔ̃ sina ɔburi i ikpibiɔ ame.’
ACT.2.32	Yesu gɔgbe i Ɣaa ɔtara ɔbɔrɛgu i makpise ame ɔso i bo ɔɖuɖu ɖe itɔ̃me nɛgbe maɖansiɛ ne. 
ACT.2.33	Kiniɔ ne, ɔ̃ Ɔse Ɣaa ɔtã wũ kasɛkɔ̃ kɔlɛa i ɔ̃ kuɖearɔ̃ iso, ɔsu Siwarã Bielea ɔtã wũ lɛ kumɛgɔ ɔɣɛ ɔsɛ fiɛ mito minya, minɔ ana ngbe. 
ACT.2.34	Iiɖe David lota ɔbɔrɛ i makpise ame ɔkɛlɛ kato. Ɣɛɛ ne, ɔɣɛ ɔsɛ sɔ,
ACT.2.34	‘Bosate Ɣaa ɔɣere wũ Sate sɔ,
ACT.2.34	“Sɛ i wũ kuɖearɔ̃ iso,
ACT.2.35	gbɔgbɔɔgbɔ loasu fɔ matsirise lopia
ACT.2.35	i fɔ ngba kayirinɔ.” ’
ACT.2.36	Ne ɔso nto lobie sɔ loɣere mi Israel kaɖe ɔɖuɖu sɔ, Ɣaa ɔɖe lobara Yesu gɔ mipɛ mimatãra i kudziri iso sɔ ɔ̃ɔkpese Bosate gu Kristo.”
ACT.2.37	Gɔ manɔ Petro atɔ̃me ne, itsue ma situ. Ne ɔso makarɛ wũ gu katɔ̃memasɛdze tsɔra sɔ, “Bo manyii, be si bobara?”
ACT.2.38	Ne Petro ɔɣere ma sɔ, “Ikote sɔ mi ɔbiara kɛkɛ aanyua ikpi ɔbara ɔfiniki ɔba Bosate kɔrɛ, ɔfɔ Ɣaa itupie kubarara i Yesu Kristo iyere ame sɔ Ɣaa asu ɔ̃ akpi ɔtsɛ wũ iyɔ miɔfɔ Siwarã Bielea lɛ kumɛgɔ ɔɣɛ ɔsɛ. 
ACT.2.39	Nnɛ ɔɣɛ ɔsɛ ne, ise itã mi gu mi mabi gu mma lobɔrɛ i kadzorokɔ̃. Mma ɔɖuɖu i Bosate Ɣaa aakpere ɔbɔ ɔ̃ kɔrɛ.”
ACT.2.40	Petro ɔɣere ma ara gbodzoo, ɔpɛ ma nrɔɔ̃, ɔtã ma kuka sɔ, “Miɖi so mibɔrɛgu i kutsue ikpadzɛ̃ nɛ nto iaba i ɔɣekparɛ nyanyarĩa gɔgbe iso.” 
ACT.2.41	Nɛgbe ɔso ne, maturi gbodzoo i ma ndɛ̃ ɔfɔ Petro itɔ̃me maɖe, ne mapie ma ndu i Yesu iyere ame gɔ maaɖe lɛ maturi kukpi kutɛ. Masu so mabua i mma lofɔ Ɣaa maɖe iso ku iyi nɛmɔ. 
ACT.2.42	Mana ɔwi matã katɔ̃memasɛdze. Ne ɔso mate ma ara, makparama kayi, maɖe ara masakanya fiɛ masɛ i kanya kawɛ̃ ibara ame ana.
ACT.2.43	Kumɛgɔ i katɔ̃memasɛdze ɔbara awawãra gu akparĩ ɔtã maturi ɔsu kuwarɛ matã Ɣaa. 
ACT.2.44	Mafɔɖedze ɔɖuɖu ɔla maɔsarɛ ɔwi biara, ana ne, ibiara nɛ i ɔwɛ̃ ba ne, ma ɔɖuɖu ire iɖe. 
ACT.2.45	Si marɔdɛ̃ ma ira irere ne, masɛ masu sikã maɣɛ so kumɛgɔ inya ɔbiara kanya. 
ACT.2.46	Mala maɔsɛ Ɣaa iyo iyi biara kɛkɛ, ana ne, mala maɔsarɛ i akuri akuri ame i ma ayo maɔɖe ara i isoɣɔ gu ɔtu sekelea ame. 
ACT.2.47	Mala maɔpɛ Ɣaa siba maɔle wũ ana, ne ɔso maturi ɔɖuɖu sɛ mawarɛ ma. Iyi biara Bosate ɔla ɔ̃ɔsu mma lona iɖi ɔ̃ɔbua i ma iso.
ACT.3.1	Iyi iwɛ̃ ne, Petro gu Yohanes ɔkɛlɛ Isɔrɛyo ku kakɔme iɖɔwũ itɛ ame, ɔwi gɔ i ma Yudase sɛ makparama kayi. 
ACT.3.2	Gɔ mabo kayogodɔ̃ ga masɛ marɔ Kulɛ Kayogodɔ̃ ne, manya ɔrɛrɛ̃ ɔwɛ̃ gɔ nɖe bafã ita i ɔwi gɔ maɣe wũ. Ɔ̃ masate sɛ masu wũ masɛ i mmɔ iyi biara sɔ si ɔla ɔ̃ɔwanyi ara i mma nsɛ maki i mmɔ makɛlɛ Isɔrɛyo ame kɔrɛ. 
ACT.3.3	Gɔ ɔnya Petro gu Yohanes to mafe mabo iyo ne, ɔkarɛ ma sɔ matã wũ sikã. 
ACT.3.4	Matui maya manyɔ wũ totoroo, ne Petro ɔɣere wũ sɔ, “Nyɔ bo!” 
ACT.3.5	Ɔrɛrɛ̃ gɔmɔ ɔkɔlɛ anɔ ɔto ɔnyɔ ma ku adzuni sɔ mato maba maatã wũ ira iwɛ̃.
ACT.3.6	Ne Petro ɔɣere wũ sɔ, “Mme lona sikã kusiwɛ̃ loatã-ɔ! Ɣɛɛ ne, loatã-ɔ nnɛ loba! Loɣere-ɔ i Yesu Kristo Nasaretse iyere ame sɔ ta ya si asɛ!” 
ACT.3.7	Petro ɔmɔɛ̃ wũ kuɖearɔ̃ sɔ ɔta ɔya. Ɔluwɛ̃ ne, ɔle ɔbo i ɔ̃ ngba gu akpakpokpo ame! 
ACT.3.8	Ne ɔkɔlɛ ɔɣo ɔtsɛ isɛ ɔsiai ma ɔbo Isɔrɛyo ame ɔsɛ ɔkiki ɔkɔlɛ ɔɣo ɔle Ɣaa ne. 
ACT.3.9	Gɔ maturi ɔɖuɖu ɔnya wũ ɔsɛ ɔto ɔle Ɣaa, 
ACT.3.10	fiɛ matsue sɔ ɔ̃ nsɛ ɔɖɔɛ ɔsɛ i Isɔrɛyo Kulɛ Kayogodɔ̃ ɔwanyi ara ne, makpɔkpɔtɔ, ibara ma ɣaa i kumɛgɔ ɔsarɛ iti.
ACT.3.11	Maturi ɔɖuɖu ɔtere maba ngbegɔ marɔ sɔ Salomo Kakpakɛ i Isɔrɛyo ame. Maba maanya ɔrɛrɛ̃ gɔ losarɛ ɔɖo ɔmatã Petro gu Yohanes iso kpa gɔ ɔ̃ isarɛ ɔbara ma ɣii. 
ACT.3.12	Gɔ Petro ɔnya maturi ne, ɔɣere ma sɔ, “Israel kaɖe, be ɔso fiɛ nnɛgbe to ibara mi ɣaa? Be ɔso fiɛ mito minyɔ bo lɛ sɔ bo isekele kaɖu ɣee bo ɔle ame iɖe bobara ngɔgbe ɔsarɛ! 
ACT.3.13	Ɣaa gɔ nɖe Abraham gu Isak gu Yakob gu bo mawa Ɣaa ne, ɔ̃ loɔkɔlɛ ɔ̃ Ɔbi Yesu kato ne. Misɛ̃ wũ i Pilato katɔ̃ sɔ miiɣe wũ gɔ Pilato ɔbie sɔ si ɔnyua wũ. 
ACT.3.14	Misɛ̃ ɔturi Sekelea gu Ɔbɔlɔlɔa, ɣɛɛ minɔ karɔ̃ sɔ ɔnyua turiɖoese i ɔ̃ kanya ɔtã mi. 
ACT.3.15	Miɖoe ngɔ nsɛ ɔtã maturi ngbã. Ɣɛɛ ne, Ɣaa ɔledza wũ itara ibɔrɛgu i makpise ame. Bo mɔmɔ bonya wũ ku bo anɔ. 
ACT.3.16	Iki i Yesu iyere ame fiɛ ɔrɛrɛ̃ gɔ miɣe fiɛ mito minya ngbe ɔna isosarɛ. Gɔ ɔfɔ Yesu ɔɖe ɔso ne, Bosate ɔtã wũ isosarɛ nɛ loyi fiɛ mi ɔɖuɖu to minya.
ACT.3.17	“Manyii, loɣe sɔ idaatsue lotã mi gu mi makpakpa ɔbara nnɛgbe. 
ACT.3.18	Ɣɛɛ ne, Ɣaa ɔki i kanyamaɖidze ɔɖuɖu iso ɔɣɛ ɔsɛ sɔ Kristo to ɔ̃aki i ibo nɛmɔ igbã ame. Ne ɔso fiɛ ɔtã ma atɔ̃me ɔba i ne ame ne. 
ACT.3.19	Ne ɔso mifiniki misiai Ɣaa si ɔsu mi akpi ɔtsɛ mi si isobuɛ aaba ibɔrɛ i Ɔ̃ kɔrɛ, 
ACT.3.20	iyɔ ɔ̃ɔsese mi Kristo gɔ i ɔ̃ mɔmɔ ɔɖi ɔsɛ mi. 
ACT.3.21	Ipia sɔ Yesu aawe i kato gbɔgbɔɔgbɔ ɔwi gɔ i ɔ̃ Ɔse aasu ira biara ɔsɛ i ne kasekɔ̃ lɛ kumɛgɔ ɔɣɛ koko ɔkigu i ɔ̃ kanyamaɖidze sekelea iso. 
