MAT.1.1	Arepa Abraham Chha, ngale Devit Chha, Jisu Krista te awa heh nginkong.
JHN.16.17	Ate dijunte khuthema thindede chhienmînwah, “Arepa chenni junko jabeka? Ngale atema nãngnâng chenni junko thôkoh ehia, Nãngma chuthe diko ate lechohkhe tumin ngale ere chuthe diko nãngma ate echohkhe e; ngale atema arohmin ngaeka, ‘Chenrãngma ngako Nga a Wa tânâng wãngekang.’ 
JHN.16.18	‘Chuthe diko’ pa chennâng ngaeka? Atema chenni junko jabeka erepa nãngma jetmih!”
JHN.16.19	Thinma nganâng thôngphâ hun ehang ngama jetlahma, Jisu ma thinnâng ngatwah, “Ngama ngaekang, ‘chuthe diko nema nga lechohkhe tumin, ngale ere chuthe diko nema nga echohkheha.’ Are junma nekhu dede tungko lechhienmîn eken a? 
JHN.16.20	Ngama toangtang thôkoh eka: Nea sep ajoang ere en, rohkomin hahtokkhoh pa khuhah nâhah edanga; nea hungchhih rekmah edangen, rohkomin ne hungchhih rekmah dang ekenpa khuhah nâhahrãng elitjâa. 
JHN.16.21	Chenthu dihiaknyu pumma naachhatrãng menga tahko, atenâng nyahrãng chhâ lahma rângchêm a; rohkomin chenthu naapa mechha tahko, atema naachhat poatwah chêmpa lekphe rângrea, chenrãngma ngako, hahtokkhoh ko naapa tachhakat era. 
JHN.16.22	Ererãngrãng jôba nekhu demnâng dângmin: athângheh nekhua hungchhih rekmah dangeken, rohkomin nekhu demnâng Nga engak chohmîn a, ngale ephumma khuhah nâhah edangen, ere khuhah ekenpa newah henmemin leta rephe tumin.
JHN.16.23	“Chenthu ere rangwo pa mehû theko, nema nga ngewah chenmin letha tumin. Ngama toangtang thôkoh eka: Nema Ngamînko chenni komin Wa ngewah metha enko atema nenâng ekohhèn. 
JHN.16.24	Nema ngamînko chenmin mathattha eken; tha en ekoba nema echoh en, erediko ba nema linlin dangletma khu ehah en.
JHN.16.25	“Ngama are ngin heh nenâng nginthakthô rãngrãng keplekma thôkoh eka. Rohkomin ngama nginthakthô lekep thangma thôkoh sanpoat pa ehûra, ere sanpoatko ngama nenâng Wa nginpa eloat thôkoh a. 
JHN.16.26	Chenthu ere rangwo pa mehû theko, nema atewah ngamînko etha en; ngale ngama atewah nerãngma ethakoh a ngama ngamek, 
JHN.16.27	chenrãngma ngako, Wama nenâng hun ehèn. Atema nenâng hun ehènpa nema nganâng hundi ngale nga a Joban tâwah kaerâng ngama nganâng putedâlemdi hun ehèn. 
JHN.16.28	Nga a hahtokkhoh ko Wa tâwah kaerâng; ngale ade phumma Ngama hahtokkhoh pa phethien lekma Wa tânâng wãngekang.”
JHN.16.29	Ephumma ate dijunte hehma atenâng ngatwah, “Athângheh nangma nginthakthô demnâng ledang thangma nima jetli thôkoh ehi. 
JHN.16.30	Nima athângheh lâjettih, nangma chentôpa jet eko; nangnâng henma komin nginthôngphâ mehun ako, thinma thôngphâ mama nangma rângdânthango. Erejunko nanga Joban tâwah kaero ngama nima putedâlem eki.”
JHN.16.31	Jisu ma thinnâng dânthâng wah, “Nema athângheh ba putedâlem ehane? 
JHN.16.32	Nekhu phangtang phânchhoan sanpoat pa ehûra, ngale erepa lâhûtha, nekhu anga nga mâmâ humnâng phanchhoan letma ngalolo ephe thienha. Rohkomin nga a linlinko ngalolo dangmek, chenrãngma ngako Ewa nga demnâng tonghang. 
JHN.16.33	Ngama nenâng areheh thôkoh ekapa nga demnâng dangletma mêmo chenchoh en ngama thôkoh eka. Hahtokkhoh ma nenâng echêmthuk hèn. Rohkomin hung dongdong dangen! Ngama hahtokkhoh pa lâjientek!”
JHN.17.1	Jisu ma are ngin heh thôkoh diko, atema rangkhethung nâng sûwên lahma ngatwah, “Wa, sanpoat pa lâhûtha. Nangchha mînpa dongthuk o, erohkoba Nangchha memin nangmînpa edongthuk ho. 
JHN.17.2	Chenrãngma ngako, nangma atenâng chentô mihnyan nyuchha khohko chaankoh eko, ngale nangma atenâng kohtoh hehnâng atema roantang roanjêng lethôan roandông koh eka. 
JHN.17.3	Ngale roangtang roanjêng lethôan roandông ngaeka pa nanglolo jôba toangtang Joban ngama jetpa, ngale nangma chienkattho Jisu Krista jet ekipa. 
JHN.17.4	Nangma nganâng moatrãng chienthang moatlempa tamo lekma; ngama hahtokkhoh ko nangmîn dongthuk lekma khesok ekang. 
JHN.17.5	Ewa! athângheh nang tâko ngamîn dongthuk hang, chenroh rang ahah hôanmako nga nangdemnâng mîndong thukthang rãngrãng dongthuk hang.
JHN.17.6	“Are hahtokkhoh wah nangma nganâng henhen kohthanga ereheh nâng ngama nang jetthuk ekang. Ereheh nang mihnyan, ngale nangma ereheh nganâng koh ehang. Thinma nang nginpa kepeka, 
JHN.17.7	ngale nangma nganâng chentô koh ehang heh nang tâwah kaera ngama thinma athângheh lâjettah. 
JHN.17.8	Nangma nganâng thôkohthang ngin heh ngama thinnâng lâthô kotek, ngale thinma erengin heh kep eka; ngale nga a linlinjô nang tâwah kaerâng ngama thinma lâjettah, ngale nga a nangma chienkat ehang ngama thinma putedâlem wakeka.
JHN.17.9	“Ngama thinrãng rangsoam ekang. Ngama hahtokkhoh wah hehrãng soamkoh dangmek, nangma nganâng kohthang hehrãngba soam ekang, chenrãngma ngako, thin a nangthiak. 
JHN.17.10	Nga ngewah chentôpa nerãng, ngale ne ngewah chentôpa ngarãng; ngale thin junma ngamîn dôngpa kheki. 
JHN.17.11	Ngale athângheh nga nang tânâng wãngerâng; Nga a hahtokkhoh ko dangtumek, rohkomin thin a are hahtokkhoh ko tongeka. Asâthôan Wa! nangmîn chaan pumma thin pepâng lohma thien o, nangma nganâng kohthangmîn pumma, Erohkoba nãngheh wanthe dangeki rãngrãng thinmin wantherãng danglahma etonga. 
JHN.17.12	Nga thin demnâng dângpoatko, nangmîn chaan pumma ngama pepâng lekma thienwah, nangma nganâng kohthangmîn pumma. Ngama pâng ahâng lekma thien ekang, ngale wathemin mahphemek, henpa amah rangjû hongtah a ere peba mahwah - erohwah Joban nyapraangpa toangtang dangeka. 
JHN.17.13	Ngale athângheh nga nang tânâng wãngerâng, Ngale Nga a hahtokkhoh ko dângpoatko are ngawah khuhah pa thinhungnâng mênchong chentonga ngama jabekang. 
JHN.17.14	Ngama thinnâng nang nginpa thôkoh ekang, phumma hahtokkhoh wah hehma thinnâng chhihchoh eka, chengrãngma ngako, Nga a are hahtokkhoh rãng ledang dangekang rãngrãng, thinmin are hahtokkhoh rãng dangmah. 
JHN.17.15	Ngama nangnâng thin a are hahtokkhoh wah toansietwên o ngama ngatdangmih, rohkomin Achhih wah pepâng lohma thien o ngama rosep eki. 
JHN.17.16	Chenroh nga are hahtokkhoh rãng ledang dangekanga, ererãngrãng thinmin are hahtokkhoh rãng dangmah. 
JHN.17.17	Nang toangtang pumma sâsiet lohma nangrãng hôanwak o; chenrãngma ngako, nang jabkhab pa toangtang. 
JHN.17.18	Nangma Nga hahtokkhoh ko chenroh chienkat thanga, ererãngrãng ngamemin thin a are hahtokkhoh ko chienchhoan ekang. 
JHN.17.19	Ngale thinrãng sênrãngma Nga dedema nangnâng kohrii eki, erohkoba thinmin linlin danglahma nangnâng ekohriiwak ho.
JHN.17.20	“Ngama thinrãng lolo rangsoam koh dangmek, thin ngin keplahma henhenma nganâng putedâlem ehanga, ereheh rangmemin soamkoh ekang. 
JHN.17.21	Thinkhu phangtang wantherãng chendanga ngama soam ekang. Wa! thinmin nãngdemnâng chendanghi, chenroh nga nangnâng ngale nang nganâng dangeki rãngrãng thinmin wanthe chendanga. Eroh koba hahtokkhoh mihnyan nyuchha ma nga a nangma chienkatwah ngama eputedâlem hang. 
JHN.17.22	Nangma ngamîn dongthukthang rãngrãng ngamemin thinmîn dongthuk ekang, erohkoba, nãng heh wanthe dangeki rãngrãng, thinmin wanthe edanga: 
JHN.17.23	Nga thin hungkhen nâng, ngale nanga nga hungkhen nâng, erohkoba thin a linlin wantherãng eta danga, ngale erohkoba hahtokkhoh mihnyan hehma nga nangma chienkatwah ngama ejet a, ngale nganâng hun ehang rãngrãng thinnângmin huneko, ngama ejetwak a.
JHN.17.24	“Wa! thin a nangma nganâng lâkoh thang, ngale nga chenko dangekanga eretheko thinmin nga demnâng dângthuk hun ekang, erohkoba thinma nga mîndông pa ekhe hang, ere mîndông pa nangma nganâng kohwah; chenrãngma ngako, are hahtokkhoh hôan mama nangma nganâng hunwah. 
JHN.17.25	Toangtang thôan Wa! Hahtokkhoh ma nang jetmahho, rohkomin ngama nang jeteki, ngale are hehma nga a nangma chienkatwah ngama jeteka. 
JHN.17.26	Ngama nang thinnâng jetthuk eki, ngale Ngama roantangma nang jetthukjû edangang, erohkoba, nangma nganâng hun pa thinnângmin etonga, ngale ngamin thinnâng edangang.”
JHN.18.1	Jisu ma are rangsoam pa tâsoam diko, ate dijunte heh demnâng Kidron hahthung ranka ngenâng dânkatwah. Eretheko penri thong dângwah, phumma Jisu le ate dijunte heh eretheko wângwah. 
JHN.18.2	Jisu chên sângte, Juda ma erethepa jetlahma dângwah, chenrãngma ngako, eretheko Jisu ate dijunte heh demnâng chîchohmîn wah. 
JHN.18.3	Juda ma ate demko Soam aroakte adong ngale Farasi hehma chienkatwah Roman sipâhi ngale Rangsoamhum bemte heh sietlahma penri thongko hokwah; thinma dãng apah, wentit, ngale wennan heh semlahma hokwah. 
JHN.18.4	Jisu ma ate khohnâng chenni hokmin a ereheh phangtang jetchoan dângwah, ephumma chohkhoam kalahma atema thinnâng ngatwah, “Nema henlem eken a?”
JHN.18.5	Thinma, “Nazarat wah Jisu lemki,” ngama dânthâng wah.
JHN.18.5	Jisu ma, “Erepa Nga,” ngama dânthâng wah.
JHN.18.5	Thin demko chênsângte Juda johchep lahma dângwah. 
JHN.18.6	Chenthu Jisu ma thinnâng, “Erepa Nga,” ngama ngatko, thin a tokdi ngenâng ngadâ lahma hahko kôanjâwah. 
JHN.18.7	Eredikomin Jisu ma thinnâng thôngphâ wah, “Nema henlem eken a?”
JHN.18.7	Thinma, “Nazarat wah Jisu lemki,” ngama dânthâng wah.
JHN.18.8	Jisu ma thinnâng ngatwah, “Erepa Nga, ngama nenâng lâthô kotah,” “Nema ate lem medang enko, are ahan heh chenchhoan eka.” 
JHN.18.9	(Arepa khemako atema chenni jabtah a erepa toangtang dângrãng ngatwah: “Wa, Nangma nganâng kohthang heh ngama wathemin mahphemek.”)
JHN.18.10	Simon Piter ngenâng dãng dângwah, phumma atema dãngpa toanlahma Soam aroakte adongthôan haanâng doaklahma ate nâchahpa jâdoakwah. Ere haa mînpa Malkus dângwah. 
JHN.18.11	Jisu ma Piter nâng ngatwah, “Nang dãngpa ate thienthin theko ngakthien o! Ewa ma nganâng kohthang chêmchei pa ngama nekchenchoh eka ngama thonghun ehanga?”
JHN.18.12	Roman Sipâhi sahhab le ate sipâhi erediko Jews heh Rangsoamhum bemte hehma Jisu loatwah, ngale thinma khhek rewah, 
JHN.18.13	Thinma khebengko Anas tâko siethokwah. Atea Kaipas dihiak wa dângwah, ere rangpâko Kaipas pa Soam aroakte adongthôan dângwah. 
JHN.18.14	Kaipas ma Jews heh thôte jabte hehnâng mihnyan heh phangtangrãng wathe mihnyan ritpeba asen ngama thôkoh wah.
JHN.18.15	Simon Piter ngale dijunte ahan wathe Jisu diko junchhoan wah. Ere dijunte wathe pumma Soam aroakte adongthôanpa senthemthem jetlahma dângwah, erohwah Soam aroakte adongthôan humthakho ko Jisu demnâng ate johwângwah, 
JHN.18.16	Ere poatko Piter a panlienko tôngwah. Phumma ere dijunte pa rangsâ nâng ngakka lahma pankâsek kowah chepte dihiaknya ko ngalahma, Piter pankhen nâng sietwênwah. 
JHN.18.17	Pankâsek kowah chepte dihiaknya pumma Piter nâng ngatwah, “Nangmin ire mihnyan dijunte wanthe dangoni?”
JHN.18.17	Piter ma, “Nga dangmek,” ngama dânthâng wah.
JHN.18.18	Erepa rangchhông poatko dângwah, erohwah, haa ngale abemte hehma wenthhek lahma wenko tumlit cheplahma lêmsahrit wah.
JHN.18.19	Soam aroakte adongthôan pumma Jisu nâng ate dijunte heh ngale atema hethôeka ngin heh junma chhienwah. 
JHN.18.20	Jisu ma dânthâng wah, “Ngama roantangma mihnyan heh nâtatko chentô nâng thôkotek; Ngama chentôpa mihnyan heh anga nga roamkhôan thin Sanagog ngale Rangsoamhum nâng hethô wah. Ngama chenthumin ngale chennimin huhchhama thôho. 
JHN.18.21	Nangma nganâng chenrãngma chhien ehanga? Henhenma Ngangin tatthanga ere mihnyan hehnâng chhien o. Ngama thinnâng chenni thôkotek a erepa thinnâng thongpha en - ngama chenjabtek a erepa thinma jet a.”
JHN.18.22	Chenthu Jisu ma aroh ngat poatko, erethe kowah abemte wathema Jisu thhenko watlahma ngatwah, “Nangma Soam aroakte adongthôan nâng chenroh tapaanglaang dânthang ekoa!”
JHN.18.23	Jisu ma atenâng dânthâng wah, “Ngama chenni komin methe jabtekko, chenpa thejabtek a erepa arekowah hehnâng thôkoh. Rohkomin ngama toangtang jabwah medang angko nangma nganâng chenrãngma wat ehanga?”
JHN.18.24	Erediko Anas ma khhek lahma Soam aroakte adongthôan Kaipas tânâng chienwênwah.
JHN.18.25	Eretheko Piter cheplahma wenko lemsahrii lahma tôngwah. Ephumma ahan hehma atenâng ngatwah, “Nangmin ire mihnyan dijunte dangoni?”
JHN.18.25	Phumma Piter ma, “Nga dangmek,” ngama dânthâng wah.
JHN.18.26	Soam aroakte adongthôan haa, atea Piter ma nâ jâdoaktah rãngma tangkâ dângwah, phumma erepumma ngatwah. “Nanga ngama ate demnâng penri thongko khetih?”
JHN.18.27	Erepoat komin Piter ma, “Nga dangmek,” ngama wîenngat wah - phumma lemlienma wowênwah.
JHN.18.28	Rangkhahkho ma Jisu, Kaipas humwah Govono humnâng sietkatwah. Jews heh thôte jabte heh Govono humkhen nâng lupwãngwak ho, chenrãngma ngako, Adankhoam lokuh phhekchhah jienchhahrãng, thin a niemarang junko asâma tônghunwah. 
JHN.18.29	Ephumma Pilat ma rangsâ nâng thintâko loatka lahma thinnâng thôngphâ wah, “Nema are mihnyan pa chennâng thelahma sekham eken a”
JHN.18.30	Thinma, “Atema lechhihmo nomeko nima nang tânâng lesiet huminwah” ngama dânthâng wah.
JHN.18.31	Pilat ma thinnâng ngatwah, “Eroh medang ako nema sietchhoan letma neniem junko sekham en.”
JHN.18.31	Thinma dânthâng wah, “Niniem junko nima mih henjô tarit phemih.” 
JHN.18.32	(Arepa Jisu ma rekthe ate chenroh ritmin a, erejunma jabtah pa toangtang dângrãng dângwah.) 
JHN.18.33	Pilat ma ate humkhen nâng ngakwãng lahma Jisu nâng roowah. Ngale atema chhienwah, “Nanga Jews heh Lowang ne?”
JHN.18.34	Jisu ma dânthâng wah, “Are nginpa nangdede hungwah thôngphâ ehangle, nangnâng ngajunma henma komin thôkoh thoa?”
JHN.18.35	Pilat ma dânthâng wah, “Nangma Nga a Jews ngama lethonghun ehanga? Nedede mihnyan ngale Soam aroakte adong hehma nanga nga dekko siethukoh ehang. Nangma chenni motoh a?”
JHN.18.36	Jisu ma ngatwah, “Nga Hahsôngpa are hahtokkhoh korãng dangmah; Nga Hahsôngpa are hahtokkhoh korãng dângnomeko, ngadijunte heh loatmîn lahma Jews heh thôte jabte hehnâng Nga lelo thukminwah. Nga Hahsôngpa are hahtokkhoh korãng dangmah!”
JHN.18.37	Ephumma Pilat ma atenâng chhienwah, “Eroh medang ako nanga lowangne?”
JHN.18.37	Jisu ma dânthâng wah, “Nangma Nga a Lowang ngama lâpun ngathang. Ngama toangtang thôrãng, ngale ererãngma lolo jôba nga chhatwah, ngale ererãngma lolo jôba are hahtokkhoh ko kaerâng. Erohwah henhen toangtangko dangeka erehehma ngangin etathang.”
JHN.18.38	Pilat ma chhienwah, “Toangtang pa chennia?”
JHN.18.38	Erediko Pilat rangsâ nâng mihnyan heh tânâng ngakka lahma thinnâng ngatwah, “Ngama ate ritphe rãng chenjô chhihmo lahma chohkhemek. 
JHN.18.39	Rohkomin neniem junko, Ngama Adankhoam lokuh roakweih phâtek nâng khhekte nerãng rânglaang phekoh a. Phumma nema Jews heh Lowang pa laangphekoh hun ekenle?”
JHN.18.40	Thinma raklahma dânthâng wah, “Nima ate hunmih! Nima Barabas ba huneki!” (Barabas pa mihngoan dângwah.)
JHN.19.1	Erediko Pilat ma Jisu sietchhoan thuk lahma watthukwah. 
JHN.19.2	Sipâhi hehma suhkãngwah khophok hôanlahma Jisu khoko phokkohwah; erediko thinma atenâng khetchek pa pohkoh rewah 
JHN.19.3	ngale ate tâko hûlahma atenâng ngatwah, “Jews heh Lowang roandônglo hin o!” Ngale thinma ate tâko wãng lahma thhenko watwângwah.
JHN.19.4	Eredikomin Pilat rangsâ nâng thengakka lahma mihnyan hehnâng ngatwah, “Sûtan en, Ngama ate ritphe rãng chenjô themo lahma chohkhemek, erepa nema chenkhe en ngama netânâng rangsâko sietkatkoh a.” 
JHN.19.5	Erediko Jisu suhkhophok pa phok ngale khetchek pa poh lahma loatkatwah. Pilat ma thinnâng ngatwah, “Sûtan en! Mihnyan pa anã!”
JHN.19.6	Chenthu Soam aroakte adong ngale Rangsoamhum bemte hehma ate khephumma, thinma rakwah, “Arittekre en! Arittekre en!”
JHN.19.6	Pilat ma thinnâng ngatwah, “Eroh medang ako, nema sietchhoan letma rittek chhoan en. Ngama ate ritphe rãng chenjô themo lahma chohkhemek.”
JHN.19.7	Mihnyan hehma ngakdânthâng wah, “Ninâng niem tonghi, ngale ere niem junko ate ritphe rêmin, chenrãngma ngako, atema Joban Chha ngariieka.”
JHN.19.8	Chenthu Pilat ma erepa tatphumma, ate ajahthem bâmcheiwah. 
JHN.19.9	Atema humkhen nâng ngakwãng lahma Jisu nâng chhienwah, “Nanga chennangwah hûeroa?”
JHN.19.9	Rohkomin Jisu atenâng dânthangho. 
JHN.19.10	Phumma Pilat ma atenâng ngatwah, “Nangma nganâng ledanthang minne? Thonghun o, Ngama nang laangphemin tare e, ngale rittek thukmin tare e.”
JHN.19.11	Jisu ma dânthâng wah, “Joban ma nangnâng koh diba ngakhohko nangnâng chaantong eho. Erohwah henma nang tânâng Nga siethu ehanga erepumma papchhihthôan moeka.”
JHN.19.12	Chenthu Pilat ma erepa tatphumma atema, Jisu laangpherãng hunwah. Rohkomin mihnyan hehma rakwênwah, “Nangma ate melaangphe oko, nanga Chofa lemrujô dangmoh! Henma komin atea Lowang ngama châeka pa Chofa lelatnâng dangeka!”
JHN.19.13	Chenthu Pilat ma are jabkhab heh tatphumma, atema Jisu rangsâ nâng sietkat lahma “Longwah hôanwah the” ngamamîn eka kowah nginpatte tôngthinko tôngkatwah. (Areko Hibru jabma “Gabbatha” ngaeka.) 
JHN.19.14	Erepa Adankhoam lokuh majâ rangngih mongko dângwah. Pilat ma mihnyan hehnâng ngatwah, “Ne Lowang pa anã!”
JHN.19.15	Phumma thinma danrakwên wah, “Aritphe re en! Aritphe re en! Arittekre en!”
JHN.19.15	Pilat ma thinnâng chhienwah, “Ngama ne Lowang pa rittek chenrea ngama huneha?”
JHN.19.15	Soam aroakte adong pumma dânthâng wah, “Nirãngma Lowang pa Chofa loloba etonga!”
JHN.19.16	Ere diphumma Pilat ma thinnâng Jisu ritphe thukwah.
JHN.19.16	Ephumma thinma Jisu sietchhoanwah. 
JHN.19.17	Jisu ma ate bãngphak pa pelahma chhoanwah, ngale “Khora sekthinthe,” ngaeka theko pêwênwah. (Erethepa Hibru jabma “Golgotha” ngaeka.) 
JHN.19.18	Eretheko thinma Jisu rittekwah; ngale ate demko mihhanmin wanii johrittek wah, ere waniipa akêruko ngale Jisu amongko rittekwah. 
JHN.19.19	Pilat ma nyapraang raanglahma bãngphakko betkohwah. Atema, “Nazarat wah Jisu, Jews heh Lowang,” ngama raanglahma betkohwah. 
JHN.19.20	Ajahthem mihnyan hehma erepa weihwah, chenrãngma ngako, thinma Jisu rittektah thepa erehah kêko dângwah. Nyapraang pa Hibru jabma, Latin jabma, ngale Griik jabma raangwah. 
JHN.19.21	Soam aroakte adong pumma Pilat nâng ngatwah, “‘Jews heh Lowang’ ngama nekraang, ‘Are mihnyan pumma nga a Jews heh Lowang’ ngaeka, ngama raango.”
JHN.19.22	Pilat ma dânthâng wah, “Ngama chenni raangtek a erepa lâraangtek, lerephe tumin.”
JHN.19.23	Sipâhi hehma Jisu rittek diko, thinma ate khet pa toanlahma chinbelii rãng chinsiet lahma sipâhi heh chinru phenwah. Ngale khetkhen nâng pohthin khetlo pemin tôanwah, are khetpa choatphin wah ledang dângwah. 
JHN.19.24	Sipâhi heh jabmînwah, “Are khetpa chinsietmih; henma chenchoh ea, ngama longkendoh lihma tan e.” Arepa Joban nyapraangpa toangtang dângrãng lôamwah:
JHN.19.24	“Thinma ngakhet pa thintungko phenkep eka ngale ngakhetlo rãngma longkendoh lahma tanwak eka.”
JHN.19.24	Ngale Sipâhi hehma eroh rewah.
JHN.19.25	Jisu rittek bãngphak kêko ate nyong, ate nyong naa dihiaknya pa, Klopas tangnyu Mariam, ngale Mariam Makdaleni cheplahma dângwah. 
JHN.19.26	Jisu ma ate nyong ngale atema nyahrãng huneka dijunte pa ereko cheplahma khewah; Ephumma Jisu ma ate nyong nâng ngatwah, “Atea nangchha.”
JHN.19.27	Erediko atema ate dijunte ko ngatwah, “Atea nang nyong.” Erejâ phumma dijunte pumma ate humnâng johsongrãng sietwênwah.
JHN.19.28	Ade phumma phangtang lâta dangtah ngama Jisu ma jetwah; ngale Joban nyapraangpa toangtang jiendângrãng atema, “Nga jolân riiekãng” ngatwah.
JHN.19.29	Eretheko titnâng angurti chhih mênchong thienlahma dângwah; ephumma jochupli pongpe noappa angurti chhihko rûmkatwah, ngale erepa Hisop bãngkãng rako hetlahma Jisu thunko tupsuh wênkohwah. 
JHN.19.30	Jisu ma ere angurti pa joklahma, “Arepa lâthôantah!” ngatwah.
JHN.19.30	Erediko ate khongut lahma ritwah.
JHN.19.31	Erediko Jews heh thôte jabte hehma rittektah mihnyan heh da heh ngoakkiak lahma thin mang heh bãngphak kowah jâtôanrãng Pilat wah thâwah. Thinma arepa Hokut batjâ dângkowah thâwah, ngale thinma Pientông jâko ere mang heh bãngphak khoko thienpa hunmah, chenrãngma ngako, ere Pientôngjâ rangwopa nyahrãng Asâthôan rangwo dângwah. 
