GEN.1.1	In the beginning
PRO.21.6	Making a fortune through a lying tongue
PRO.21.6	is a vanishing mist,
PRO.21.7	The violence of the wicked sweeps them away
PRO.21.7	because they refuse to act justly.
PRO.21.8	A guilty one’s conduct is crooked,
PRO.21.8	but the behavior of the innocent is upright.
PRO.21.9	Better to live on the corner of a roof
PRO.21.9	than to share a house with a nagging wife.
PRO.21.10	A wicked person desires evil;
PRO.21.10	he has no consideration
PRO.21.11	When a mocker is punished,
PRO.21.11	the inexperienced become wiser;
PRO.21.11	when one teaches a wise man,
PRO.21.11	he acquires knowledge.
PRO.21.12	The Righteous One
PRO.21.12	he brings the wicked to ruin.
PRO.21.13	The one who shuts his ears to the cry of the poor
PRO.21.13	will himself also call out and not be answered.
PRO.21.14	A secret gift soothes anger,
PRO.21.14	and a covert bribe, fierce rage.
PRO.21.15	Justice executed is a joy to the righteous
PRO.21.15	but a terror to those who practice iniquity.
PRO.21.16	The person who strays from the way of prudence
PRO.21.16	will come to rest in the assembly of the departed spirits.
PRO.21.17	The one who loves pleasure will become poor;
PRO.21.17	whoever loves wine and oil will not get rich.
PRO.21.18	The wicked are a ransom for the righteous,
PRO.21.18	and the treacherous, for
PRO.21.19	Better to live in a wilderness
PRO.21.19	than with a nagging and hot-tempered wife.
PRO.21.20	Precious treasure and oil are in the dwelling of a wise person,
PRO.21.20	but a fool consumes them.
PRO.21.21	The one who pursues righteousness and faithful love
PRO.21.21	will find life, righteousness, and honor.
PRO.21.22	A wise person went up against a city of warriors
PRO.21.22	and brought down its secure fortress.
PRO.21.23	The one who guards his mouth and tongue
PRO.21.23	keeps himself out of trouble.
PRO.21.24	The arrogant and proud person, named “Mocker,”
PRO.21.24	acts with excessive arrogance.
PRO.21.25	A slacker’s craving will kill him
PRO.21.25	because his hands refuse to work.
PRO.21.26	He is filled with craving
PRO.21.26	but the righteous give and don’t hold back.
PRO.21.27	The sacrifice of a wicked person is detestable —
PRO.21.27	how much more so
PRO.21.27	when he brings it with ulterior motives!
PRO.21.28	A lying witness will perish,
PRO.21.28	but the one who listens will speak successfully.
PRO.21.29	A wicked person puts on a bold face,
PRO.21.29	but the upright one considers his way.
PRO.21.30	No wisdom, no understanding, and no counsel
PRO.21.30	will prevail against the 
PRO.21.31	A horse is prepared for the day of battle,
PRO.21.31	but victory comes from the 
PRO.22.1	A good name is to be chosen over great wealth;
PRO.22.1	favor is better than silver and gold.
PRO.22.2	Rich and poor have this in common:
PRO.22.2	the 
PRO.22.3	A sensible person sees danger and takes cover,
PRO.22.3	but the inexperienced keep going and are punished.
PRO.22.4	Humility, the fear of the 
PRO.22.4	results in wealth, honor, and life.
PRO.22.5	There are thorns and snares on the way of the crooked;
PRO.22.5	the one who guards himself stays far from them.
PRO.22.6	Start a youth out on his way;
PRO.22.6	even when he grows old he will not depart from it.
PRO.22.7	The rich rule over the poor,
PRO.22.7	and the borrower is a slave to the lender.
PRO.22.8	The one who sows injustice will reap disaster,
PRO.22.8	and the rod of his fury will be destroyed.
PRO.22.9	A generous person
PRO.22.9	for he shares his food with the poor.
PRO.22.10	Drive out a mocker,
PRO.22.10	then quarreling and dishonor will cease.
PRO.22.11	The one who loves a pure heart
PRO.22.11	and gracious lips — the king is his friend.
PRO.22.12	The 
PRO.22.12	but he overthrows the words of the treacherous.
PRO.22.13	The slacker says, “There’s a lion outside!
PRO.22.13	I’ll be killed in the public square!” 
PRO.22.14	The mouth of the forbidden woman is a deep pit;
PRO.22.14	a man cursed by the 
PRO.22.15	Foolishness is bound to the heart of a youth;
PRO.22.15	a rod of discipline will separate it from him.
PRO.22.16	Oppressing the poor to enrich oneself,
PRO.22.16	and giving to the rich — both lead only to poverty.
PRO.22.17	Listen closely,
PRO.22.17	and apply your mind to my knowledge.
PRO.22.18	For it is pleasing if you keep them within you
PRO.22.18	and if they are
PRO.22.19	I have instructed you today — even you —
PRO.22.19	so that your confidence may be in the 
PRO.22.20	Haven’t I written for you thirty sayings
PRO.22.20	about counsel and knowledge,
PRO.22.21	in order to teach you true and reliable words,
PRO.22.21	so that you may give a dependable report
PRO.22.21	to those who sent you?
PRO.22.22	Don’t rob a poor person because he is poor,
PRO.22.22	and don’t crush the oppressed
PRO.22.23	for the 
PRO.22.23	and will plunder those who plunder them.
PRO.22.24	Don’t make friends with an angry person,
PRO.22.24	and don’t be a companion of a hot-tempered one,
PRO.22.25	or you will learn his ways
PRO.22.25	and entangle yourself in a snare.
PRO.22.26	Don’t be one of those who enter agreements,
PRO.22.26	who put up security for loans.
PRO.22.27	If you have nothing with which to pay,
PRO.22.27	even your bed will be taken from under you.
PRO.22.28	Don’t move an ancient boundary marker
PRO.22.28	that your fathers set up.
PRO.22.29	Do you see a person skilled in his work?
PRO.22.29	He will stand in the presence of kings.
PRO.22.29	He will not stand in the presence of the unknown.
PRO.23.1	When you sit down to dine with a ruler,
PRO.23.1	consider carefully what
PRO.23.2	and put a knife to your throat
PRO.23.2	if you have a big
PRO.23.3	don’t desire his choice food,
PRO.23.3	for that food is deceptive.
PRO.23.4	Don’t wear yourself out to get rich;
PRO.23.4	because you know better, stop!
PRO.23.5	As soon as your eyes fly to it, it disappears,
PRO.23.5	for it makes wings for itself
PRO.23.5	and flies like an eagle to the sky.
PRO.23.6	Don’t eat a stingy person’s bread,
PRO.23.6	and don’t desire his choice food,
PRO.23.7	for it’s like someone calculating inwardly.
PRO.23.7	“Eat and drink,” he says to you,
PRO.23.7	but his heart is not with you.
PRO.23.8	You will vomit the little you’ve eaten
PRO.23.8	and waste your pleasant words.
PRO.23.9	Don’t speak to
PRO.23.9	for he will despise the insight of your words.
PRO.23.10	Don’t move an ancient boundary marker,
PRO.23.10	and don’t encroach on the fields of the fatherless,
PRO.23.11	for their Redeemer is strong,
PRO.23.11	and he will champion their cause against you.
PRO.23.12	Apply yourself to discipline
PRO.23.12	and listen to words of knowledge.
PRO.23.13	Don’t withhold discipline from a youth;
PRO.23.13	if you punish him with a rod, he will not die.
PRO.23.14	Punish him with a rod,
PRO.23.14	and you will rescue his life from Sheol.
PRO.23.15	My son, if your heart is wise,
PRO.23.15	my heart will indeed rejoice.
PRO.23.16	My innermost being will celebrate
PRO.23.16	when your lips say what is right.
PRO.23.17	Don’t let your heart envy sinners;
PRO.23.17	instead, always fear the 
PRO.23.18	For then you will have a future,
PRO.23.18	and your hope will not be dashed.
PRO.23.19	Listen, my son, and be wise;
PRO.23.19	keep your mind on the right course.
PRO.23.20	Don’t associate with those who drink too much wine
PRO.23.20	or with those who gorge themselves on meat.
PRO.23.21	For the drunkard and the glutton will become poor,
PRO.23.21	and grogginess will clothe them in rags.
PRO.23.22	Listen to your father who gave you life,
PRO.23.22	and don’t despise your mother when
PRO.23.23	Buy — and do not sell — truth,
PRO.23.23	wisdom, instruction, and understanding.
PRO.23.24	The father of a righteous son will rejoice greatly,
PRO.23.24	and one who fathers a wise son will delight in him.
PRO.23.25	Let your father and mother have joy,
PRO.23.25	and let her who gave birth to you rejoice.
PRO.23.26	My son, give me your heart,
PRO.23.26	and let your eyes observe my ways.
PRO.23.27	For a prostitute is a deep pit,
PRO.23.27	and a wayward woman is a narrow well;
PRO.23.28	indeed, she sets an ambush like a robber
PRO.23.28	and increases the number of unfaithful people.
PRO.23.29	Who has woe? Who has sorrow?
PRO.23.29	Who has conflicts? Who has complaints?
PRO.23.29	Who has wounds for no reason?
PRO.23.29	Who has red eyes?
PRO.23.30	Those who linger over wine;
PRO.23.30	those who go looking for mixed wine.
PRO.23.31	Don’t gaze at wine because it is red,
PRO.23.31	because it gleams in the cup
PRO.23.31	and goes down smoothly.
PRO.23.32	In the end it bites like a snake
PRO.23.32	and stings like a viper.
PRO.23.33	Your eyes will see strange things,
PRO.23.33	and you will say absurd things.
PRO.23.34	You’ll be like someone sleeping out at sea
PRO.23.34	or lying down on the top of a ship’s mast.
PRO.23.35	“They struck me, but
PRO.23.35	They beat me, but I didn’t know it!
PRO.23.35	When will I wake up?
PRO.23.35	I’ll look for another drink.”
PRO.24.1	Don’t envy the evil
PRO.24.1	or desire to be with them,
PRO.24.2	for their hearts plan violence,
PRO.24.2	and their words stir up trouble.
PRO.24.3	A house is built by wisdom,
PRO.24.3	and it is established by understanding;
PRO.24.4	by knowledge the rooms are filled
PRO.24.4	with every precious and beautiful treasure.
PRO.24.5	A wise warrior is better than a strong one,
PRO.24.5	and a man of knowledge than one of strength;
PRO.24.6	for you should wage war with sound guidance —
PRO.24.6	victory comes with many counselors.
PRO.24.7	Wisdom is inaccessible to
PRO.24.7	he does not open his mouth at the city gate.
PRO.24.8	The one who plots evil
PRO.24.8	will be called a schemer.
PRO.24.9	A foolish scheme is sin,
PRO.24.9	and a mocker is detestable to people.
PRO.24.10	If you do nothing in a difficult time,
PRO.24.10	your strength is limited.
PRO.24.11	Rescue those being taken off to death,
PRO.24.11	and save those stumbling toward slaughter.
PRO.24.12	If you say, “But we didn’t know about this,”
PRO.24.12	won’t he who weighs hearts
PRO.24.12	Won’t he who protects your life
PRO.24.12	Won’t he repay a person according to his work?
PRO.24.13	Eat honey,
PRO.24.13	and the honeycomb is sweet to your palate;
PRO.24.14	realize that wisdom is the same for you.
PRO.24.14	If you find it, you will have a future,
PRO.24.14	and your hope will never fade.
PRO.24.15	Don’t set an ambush, you wicked one,
PRO.24.15	at the camp of the righteous man;
PRO.24.15	don’t destroy his dwelling.
PRO.24.16	Though a righteous person falls seven times,
PRO.24.16	he will get up,
PRO.24.16	but the wicked will stumble into ruin.
PRO.24.17	Don’t gloat when your enemy falls,
PRO.24.17	and don’t let your heart rejoice when he stumbles,
PRO.24.18	or the 
PRO.24.18	and turn his wrath away from him.
PRO.24.19	Don’t be agitated by evildoers,
PRO.24.19	and don’t envy the wicked.
PRO.24.20	For the evil have no future;
PRO.24.20	the lamp of the wicked will be put out.
PRO.24.21	My son, fear the 
PRO.24.21	and don’t associate with rebels,
PRO.24.22	for destruction will come suddenly from them;
PRO.24.22	who knows what distress these two can bring?
PRO.24.23	These sayings also belong to the wise:
PRO.24.23	It is not good to show partiality in judgment.
PRO.24.24	Whoever says to the guilty, “You are innocent”
PRO.24.24	peoples will curse him,
PRO.24.25	but it will go well with those who convict the guilty,
PRO.24.25	and a generous blessing will come to them.
PRO.24.26	He who gives an honest answer
PRO.24.26	gives a kiss on the lips.
PRO.24.27	Complete your outdoor work, and prepare your field;
PRO.24.27	afterward, build your house.
PRO.24.28	Don’t testify against your neighbor without cause.
PRO.24.28	Don’t deceive with your lips.
PRO.24.29	Don’t say, “I’ll do to him what he did to me;
PRO.24.29	I’ll repay the man for what he has done.”
PRO.24.30	I went by the field of a slacker
PRO.24.30	and by the vineyard of one lacking sense.
PRO.24.31	Thistles had come up everywhere,
PRO.24.31	weeds covered the ground,
PRO.24.31	and the stone wall was ruined.
PRO.24.32	I saw, and took it to heart;
PRO.24.32	I looked, and received instruction:
PRO.24.33	a little sleep, a little slumber,
PRO.24.33	a little folding of the arms to rest,
PRO.24.34	and your poverty will come like a robber,
PRO.24.34	and your need, like a bandit.
PRO.25.1	These too are proverbs of Solomon,
PRO.25.1	which the men of King Hezekiah
PRO.25.2	It is the glory of God to conceal a matter
PRO.25.2	and the glory of kings to investigate a matter.
PRO.25.3	As the heavens are high and the earth is deep,
PRO.25.3	so the hearts of kings cannot be investigated.
PRO.25.4	Remove impurities from silver,
PRO.25.4	and material will be produced
PRO.25.5	Remove the wicked from the king’s presence,
PRO.25.5	and his throne will be established in righteousness.
PRO.25.6	Don’t boast about yourself before the king,
PRO.25.6	and don’t stand in the place of the great;
PRO.25.7	for it is better for him to say to you, “Come up here!”
PRO.25.7	than to demote you in plain view of a noble.
PRO.25.8	Don’t take a matter to court hastily.
PRO.25.8	Otherwise, what will you do afterward
PRO.25.8	if your opponent
PRO.25.9	Make your case with your opponent
PRO.25.9	without revealing another’s secret;
PRO.25.10	otherwise, the one who hears will disgrace you,
PRO.25.10	and you’ll never live it down.
PRO.25.11	A word spoken at the right time
PRO.25.11	is like gold apples in silver settings.
PRO.25.12	A wise correction to a receptive ear
PRO.25.12	is like a gold ring or an ornament of gold.
PRO.25.13	To those who send him, a trustworthy envoy
