GEN.1.1	In the beginning God created the heaven and the earth. 
ESG.7_1.19	Therefore ye shall publish openly the copy of this letter in all places, and let the Jews live after their own laws, 
ESG.7_1.20	And 
ESG.7_1.21	For Almighty God hath made this day to be a joy unto them, instead of the destruction of the chosen people. 
ESG.7_1.22	And ye shall therefore among your commemorative feasts keep it a high day with all feasting: 
ESG.7_1.23	That both now and hereafter there may be safety to us, and the well affected Persians; but to those which do conspire against us a memorial of destruction. 
ESG.7_1.24	Therefore every city or country whatsoever, which shall not do according to these things, shall be utterly destroyed without mercy with 
WIS.1.1	Think ye of the Lord 
WIS.1.1	And in singleness of heart seek ye him;
WIS.1.2	Because he is found of them that tempt him not,
WIS.1.2	And 
WIS.1.3	And the 
WIS.1.4	Nor dwell in a body that is held in pledge by sin.
WIS.1.5	For a holy spirit of discipline will flee deceit,
WIS.1.5	And will start away 
WIS.1.5	And will be 
WIS.1.6	For 
WIS.1.6	And she will not hold a 
WIS.1.6	Because 
WIS.1.6	And is a true overseer of his heart,
WIS.1.6	And 
WIS.1.7	Because 
WIS.1.7	And that 
WIS.1.8	Therefore no man that uttereth unrighteous things shall be unseen;
WIS.1.9	For in 
WIS.1.9	And the sound of his words shall come unto the Lord
WIS.1.9	To bring to conviction his lawless deeds:
WIS.1.10	Because 
WIS.1.10	And the noise of murmurings is not hid.
WIS.1.11	And 
WIS.1.11	Because no secret utterance 
WIS.1.11	And 
WIS.1.12	Court not death in the error of your life;
WIS.1.12	Neither draw upon yourselves destruction by the works of your hands:
WIS.1.14	For he created all things that they might have being:
WIS.1.14	And there is no poison of destruction in them:
WIS.1.14	Nor hath Hades 
WIS.1.16	But ungodly men by their hands and their words called 
WIS.1.16	Deeming him a friend they 
WIS.1.16	Because they are worthy to be 
WIS.2.1	For they said 
WIS.2.1	And 
WIS.2.2	Because by mere chance were we born,
WIS.2.2	And 
WIS.2.2	And 
WIS.2.3	Which being extinguished, 
WIS.2.3	And the spirit shall be dispersed as thin air;
WIS.2.4	And no man shall remember our works;
WIS.2.4	And our life shall pass away 
WIS.2.4	And 
WIS.2.4	When it is chased by the beams of the sun,
WIS.2.4	And 
WIS.2.5	For our allotted time is 
WIS.2.5	And 
WIS.2.5	Because it is fast sealed, and none 
WIS.2.6	And let us use the creation 
WIS.2.7	And let no flower of 
WIS.2.9	Let none of us go without his share in our proud revelry:
WIS.2.9	Everywhere let us leave tokens of 
WIS.2.10	Let us not spare the widow,
WIS.2.10	Nor reverence the hairs of the old man gray for length of years.
WIS.2.11	But let our strength be 
WIS.2.11	For that which is weak is 
WIS.2.12	But 
WIS.2.12	Because he is of disservice to us,
WIS.2.12	And is contrary to our works,
WIS.2.12	And upbraideth us with sins against 
WIS.2.12	And layeth to our charge sins against our discipline.
WIS.2.13	And nameth himself 
WIS.2.15	Because his life is unlike other men's,
WIS.2.15	And his paths are of strange fashion.
WIS.2.16	We were accounted of him 
WIS.2.16	And he abstaineth from our ways as from uncleannesses.
WIS.2.16	And he vaunteth 
WIS.2.17	And let us try what shall befall in the ending of his 
WIS.2.18	And he will deliver him out of the hand of his adversaries.
WIS.2.19	That we may learn his gentleness,
WIS.2.19	And may prove his patience under wrong.
WIS.2.21	Thus reasoned they, and they were led astray;
WIS.2.21	For 
WIS.2.22	And they knew not 
WIS.2.22	Neither hoped they for wages of holiness,
WIS.2.22	Nor did they judge 
WIS.2.23	And made him 
WIS.2.24	And 
WIS.3.1	But the souls of the righteous 
WIS.3.1	And no torment shall touch them.
WIS.3.2	And their departure was accounted 
WIS.3.3	And their journeying away from us 
WIS.3.3	But 
WIS.3.4	For even if in the sight of men they be punished,
WIS.3.5	Because God made trial of them, and found them worthy of himself.
WIS.3.6	And 
WIS.3.7	And in the time of their visitation 
WIS.3.7	And 
WIS.3.8	And the Lord shall reign over them for evermore.
WIS.3.9	Because 
WIS.3.10	They which lightly regarded 
WIS.3.11	(For he that setteth at nought wisdom and discipline is miserable;)
WIS.3.11	And void is their hope and their toils unprofitable,
WIS.3.11	And useless are their works:
WIS.3.12	Their wives are foolish, and 
WIS.3.13	Because happy is 
WIS.3.13	She who hath not conceived in transgression;
WIS.3.13	She shall have fruit when 
WIS.3.14	And 
WIS.3.14	Nor imagined wicked things against the Lord;
WIS.3.14	For there shall be given him for his faithfulness 
WIS.3.14	And a lot in the sanctuary of the Lord more delightsome 
WIS.3.15	For good labours have fruit of great renown;
WIS.3.15	And 
WIS.3.16	But children of adulterers 
WIS.3.16	And the seed of an unlawful bed shall vanish away.
WIS.3.17	For if they live long, they shall be held in no account,
WIS.3.17	And at the last their old age shall be without honour.
WIS.3.18	And if they die quickly, 
WIS.3.18	Nor 
WIS.3.19	For 
WIS.4.1	For 
WIS.4.1	Because it is recognised both before God and before men.
WIS.4.2	When it is present, 
WIS.4.2	And they long after it when it is departed:
WIS.4.2	And 
WIS.4.2	Victorious in the strife for the prizes that are undefiled.
WIS.4.3	But the multiplying brood of the ungodly shall be of no profit,
WIS.4.3	And 
WIS.4.3	Nor shall they establish a sure hold.
WIS.4.4	For even if these 
WIS.4.4	And by the violence of winds 
WIS.4.5	And 
WIS.4.5	Never ripe to eat, and fit for nothing.
WIS.4.6	For children unlawfully begotten are witnesses of wickedness
WIS.4.6	Against parents when 
WIS.4.7	But 
WIS.4.8	(For honourable old age is not that which standeth in length of time,
WIS.4.8	Nor is its measure given by number of years:
WIS.4.9	But understanding is gray hairs unto men,
WIS.4.9	And an unspotted life is ripe old age.)
WIS.4.10	And while living among sinners he was translated:
WIS.4.11	Or guile deceive his soul.
WIS.4.12	(For the bewitching of naughtiness 
WIS.4.12	And the giddy whirl of desire perverteth an innocent mind.)
WIS.4.13	Being made perfect in a little while, he fulfilled long 
WIS.4.14	For his soul was pleasing unto the Lord:
WIS.4.14	Therefore 
WIS.4.15	But as for the peoples, 
WIS.4.15	Neither laying 
WIS.4.15	And that 
WIS.4.16	But a righteous man that is dead shall condemn the ungodly that are living,
WIS.4.16	And 
WIS.4.17	And shall not understand what the Lord purposed concerning him,
WIS.4.17	And for what he safely kept him:—
WIS.4.18	They shall see, and they shall despise;
WIS.4.18	But them 
WIS.4.18	And after this 
WIS.4.18	And 
WIS.4.19	Because he shall dash them speechless to the ground,
WIS.4.19	And shall shake them from the foundations,
WIS.4.19	And they shall 
WIS.4.19	And 
WIS.4.20	They shall come, 
WIS.4.20	And 
WIS.5.1	Then shall the righteous man stand in great boldness
WIS.5.1	Before the face of them that afflicted him,
WIS.5.1	And them that make his labours of no account.
WIS.5.2	When they see 
WIS.5.2	And shall be amazed at the marvel of 
WIS.5.3	They shall say 
WIS.5.3	And for distress of spirit shall they groan,
WIS.5.3	This was he whom aforetime we had in derision,
WIS.5.3	And 
WIS.5.4	We fools accounted his life 
WIS.5.5	And 
WIS.5.6	Verily we went astray from the way of truth,
WIS.5.6	And 
WIS.5.6	And the sun rose not for us.
WIS.5.7	We 
WIS.5.7	And we journeyed 
WIS.5.7	But the way of the Lord we knew not.
WIS.5.8	What did our arrogancy profit us?
WIS.5.8	And what good have riches 
WIS.5.9	Those things all passed away 
WIS.5.9	And 
WIS.5.10	Whereof, when it is gone by, there is no trace to be found,
WIS.5.10	Neither pathway of its keel in the billows:
WIS.5.11	No token of 
WIS.5.11	But the light wind, lashed with the stroke of her pinions,
WIS.5.11	And rent asunder 
WIS.5.11	And afterwards no sign of 
WIS.5.12	Or as when an arrow is shot at a mark,
WIS.5.12	The air disparted closeth up again immediately,
WIS.5.12	So that men know not where it passed through:
WIS.5.13	So we also, as soon as we were born, 
WIS.5.13	And of virtue we had no sign to shew,
WIS.5.13	But in our wickedness we were utterly consumed.
WIS.5.14	Because 
WIS.5.14	And 
WIS.5.14	And is scattered 
WIS.5.14	And passeth by 
WIS.5.15	But the righteous live for ever,
WIS.5.15	And 
WIS.5.15	And the care for them with the Most High.
WIS.5.16	Therefore shall they receive 
WIS.5.16	And 
WIS.5.16	Because 
WIS.5.16	And with his arm shall he shield them.
WIS.5.17	He shall take his 
WIS.5.21	And from the clouds, as from a well drawn bow, shall they leap to the mark.
WIS.5.23	And as a tempest shall it winnow them away:
WIS.5.23	And 
WIS.5.23	And their evil-doing shall overturn the thrones of princes.
WIS.6.1	Learn, ye judges of the ends of the earth:
WIS.6.2	Give ear, ye that have dominion over much people,
