GEN.1.1	In the beginning God created the heaven and the earth. 
1CO.10.11	Now these things happened unto them by way of example; and they were written for our admonition, upon whom the ends of the ages are come. 
1CO.10.12	Wherefore let him that thinketh he standeth take heed lest he fall. 
1CO.10.13	There hath no temptation taken you but such as man can bear: but God is faithful, who will not suffer you to be tempted above that ye are able; but will with the temptation make also the way of escape, that ye may be able to endure it. 
1CO.10.14	Wherefore, my beloved, flee from idolatry.
1CO.10.15	I speak as to wise men; judge ye what I say. 
1CO.10.16	The cup of blessing which we bless, is it not a communion of the blood of Christ? The bread which we break, is it not a communion of the body of Christ? 
1CO.10.17	seeing that we, who are many, are one bread, one body: for we all partake of the one bread. 
1CO.10.18	Behold Israel after the flesh: have not they which eat the sacrifices communion with the altar? 
1CO.10.19	What say I then? that a thing sacrificed to idols is anything, or that an idol is anything? 
1CO.10.20	But 
1CO.10.21	Ye cannot drink the cup of the Lord, and the cup of devils: ye cannot partake of the table of the Lord, and of the table of devils. 
1CO.10.22	Or do we provoke the Lord to jealousy? are we stronger than he?
1CO.10.23	All things are lawful; but all things are not expedient. All things are lawful; but all things edify not. 
1CO.10.24	Let no man seek his own, but 
1CO.10.25	Whatsoever is sold in the shambles, eat, asking no question for conscience sake; 
1CO.10.26	for the earth is the Lord's, and the fulness thereof. 
1CO.10.27	If one of them that believe not biddeth you 
1CO.10.28	But if any man say unto you, This hath been offered in sacrifice, eat not, for his sake that shewed it, and for conscience sake: 
1CO.10.29	conscience, I say, not thine own, but the other's; for why is my liberty judged by another conscience? 
1CO.10.30	If I by grace partake, why am I evil spoken of for that for which I give thanks? 
1CO.10.31	Whether therefore ye eat, or drink, or whatsoever ye do, do all to the glory of God. 
1CO.10.32	Give no occasion of stumbling, either to Jews, or to Greeks, or to the church of God: 
1CO.10.33	even as I also please all men in all things, not seeking mine own profit, but the 
1CO.11.1	Be ye imitators of me, even as I also am of Christ. 
1CO.11.2	Now I praise you that ye remember me in all things, and hold fast the traditions, even as I delivered them to you. 
1CO.11.3	But I would have you know, that the head of every man is Christ; and the head of the woman is the man; and the head of Christ is God. 
1CO.11.4	Every man praying or prophesying, having his head covered, dishonoureth his head. 
1CO.11.5	But every woman praying or prophesying with her head unveiled dishonoureth her head: for it is one and the same thing as if she were shaven. 
1CO.11.6	For if a woman is not veiled, let her also be shorn: but if it is a shame to a woman to be shorn or shaven, let her be veiled. 
1CO.11.7	For a man indeed ought not to have his head veiled, forasmuch as he is the image and glory of God: but the woman is the glory of the man. 
1CO.11.8	For the man is not of the woman; but the woman of the man: 
1CO.11.9	for neither was the man created for the woman; but the woman for the man: 
1CO.11.10	for this cause ought the woman to have 
1CO.11.11	Howbeit neither is the woman without the man, nor the man without the woman, in the Lord. 
1CO.11.12	For as the woman is of the man, so is the man also by the woman; but all things are of God. 
1CO.11.13	Judge ye in yourselves: is it seemly that a woman pray unto God unveiled? 
1CO.11.14	Doth not even nature itself teach you, that, if a man have long hair, it is a dishonour to him? 
1CO.11.15	But if a woman have long hair, it is a glory to her: for her hair is given her for a covering. 
1CO.11.16	But if any man seemeth to be contentious, we have no such custom, neither the churches of God.
1CO.11.17	But in giving you this charge, I praise you not, that ye come together not for the better but for the worse. 
1CO.11.18	For first of all, when ye come together in the church, I hear that divisions exist among you; and I partly believe it. 
1CO.11.19	For there must be also heresies among you, that they which are approved may be made manifest among you. 
1CO.11.20	When therefore ye assemble yourselves together, it is not possible to eat the Lord's supper: 
1CO.11.21	for in your eating each one taketh before 
1CO.11.22	What? have ye not houses to eat and to drink in? or despise ye the church of God, and put them to shame that have not? What shall I say to you? shall I praise you in this? I praise you not.
1CO.11.23	For I received of the Lord that which also I delivered unto you, how that the Lord Jesus in the night in which he was betrayed took bread; 
1CO.11.24	and when he had given thanks, he brake it, and said, This is my body, which is for you: this do in remembrance of me. 
1CO.11.25	In like manner also the cup, after supper, saying, This cup is the new covenant in my blood: this do, as oft as ye drink 
1CO.11.26	For as often as ye eat this bread, and drink the cup, ye proclaim the Lord's death till he come. 
1CO.11.27	Wherefore whosoever shall eat the bread or drink the cup of the Lord unworthily, shall be guilty of the body and the blood of the Lord. 
1CO.11.28	But let a man prove himself, and so let him eat of the bread, and drink of the cup. 
1CO.11.29	For he that eateth and drinketh, eateth and drinketh judgement unto himself, if he discern not the body. 
1CO.11.30	For this cause many among you are weak and sickly, and not a few sleep. 
1CO.11.31	But if we discerned ourselves, we should not be judged. 
1CO.11.32	But when we are judged, we are chastened of the Lord, that we may not be condemned with the world. 
1CO.11.33	Wherefore, my brethren, when ye come together to eat, wait one for another. 
1CO.11.34	If any man is hungry, let him eat at home; that your coming together be not unto judgement. And the rest will I set in order whensoever I come.
1CO.12.1	Now concerning spiritual 
1CO.12.2	Ye know that when ye were Gentiles 
1CO.12.3	Wherefore I give you to understand, that no man speaking in the Spirit of God saith, Jesus is anathema; and no man can say, Jesus is Lord, but in the Holy Spirit. 
1CO.12.4	Now there are diversities of gifts, but the same Spirit. 
1CO.12.5	And there are diversities of ministrations, and the same Lord. 
1CO.12.6	And there are diversities of workings, but the same God, who worketh all things in all. 
1CO.12.7	But to each one is given the manifestation of the Spirit to profit withal. 
1CO.12.8	For to one is given through the Spirit the word of wisdom; and to another the word of knowledge, according to the same Spirit: 
1CO.12.9	to another faith, in the same Spirit; and to another gifts of healings, in the one Spirit; 
1CO.12.10	and to another workings of miracles; and to another prophecy; and to another discernings of spirits: to another 
1CO.12.11	but all these worketh the one and the same Spirit, dividing to each one severally even as he will.
1CO.12.12	For as the body is one, and hath many members, and all the members of the body, being many, are one body; so also is Christ. 
1CO.12.13	For in one Spirit were we all baptized into one body, whether Jews or Greeks, whether bond or free; and were all made to drink of one Spirit. 
1CO.12.14	For the body is not one member, but many. 
1CO.12.15	If the foot shall say, Because I am not the hand, I am not of the body; it is not therefore not of the body. 
1CO.12.16	And if the ear shall say, Because I am not the eye, I am not of the body; it is not therefore not of the body. 
1CO.12.17	If the whole body were an eye, where were the hearing? If the whole were hearing, where were the smelling? 
1CO.12.18	But now hath God set the members each one of them in the body, even as it pleased him. 
1CO.12.19	And if they were all one member, where were the body? 
1CO.12.20	But now they are many members, but one body. 
1CO.12.21	And the eye cannot say to the hand, I have no need of thee: or again the head to the feet, I have no need of you. 
1CO.12.22	Nay, much rather, those members of the body which seem to be more feeble are necessary: 
1CO.12.23	and those 
1CO.12.24	whereas our comely 
1CO.12.25	that there should be no schism in the body; but 
1CO.12.26	And whether one member suffereth, all the members suffer with it; or 
1CO.12.27	Now ye are the body of Christ, and severally members thereof. 
1CO.12.28	And God hath set some in the church, first apostles, secondly prophets, thirdly teachers, then miracles, then gifts of healings, helps, governments, 
1CO.12.29	Are all apostles? are all prophets? are all teachers? are all 
