MAT.1.1	Tíhi mé chrónka nkexro kꞌuaxrjeníxin Jesucristo. Jesucristo mé kꞌuaxrjeníxin David la ko Abraham.
ROM.16.15	Nixjehéra kja̱xin chꞌin Filólogo, tjan Julia, chꞌin Nereo la ko ti tjan kícho chꞌan, la ko chꞌin Olimpas la ko kaín ti sin kíchóni tinkáchónki Ìnchéni tjejó sin ntiha.
ROM.16.16	Kja̱xin nixje̱hé kichuara nkojína kjuachaxin ihni̱é Ìnchéni. Kaín ti sin ni̱nko kuènté Cristo ntihi xráxinkaon sin ti jahara.
ROM.16.17	Kíchóni, xrja̱noáhára kixin chrókóxakohanra kixin ti sin tjixronkáxin chrókꞌóxika ti sin nkoko̱a tinkáchónki Ìnchéni. Jehe sin la titekakonhña sin ti itén Díos kꞌuitjára. Méxra̱ ti̱to̱héra ti sin a. 
ROM.16.18	Ti nkexro xi̱kaha nduáhya ichꞌe la jehya Ìnchéni Jesucristo chꞌehe sin ixra̱. Náhí. Jehí tjinkaon sin tjixronkáxin sin la nixja sin ti nkehe náxrjón nchechèxín chojni la xi̱kaha chꞌiyehe sin ti chojni na̱xa̱ noehña. 
ROM.16.19	Kaín chojni ó nohe kixin jahara la ó kuitekáonra Ìnchéni. Mé xi̱kaha chàna la tjínka̱oan kixin chrókóxakohanra chrókjui̱chꞌera ti ixra̱ jína. Jehya kixin chrókjui̱chꞌera ijnko nkehe nduáhya. 
ROM.16.20	Ti Díos tjajon kjuaxróxin mé tjoka tsinkátja ti Jínahña, la ndá ti Jínahña í tsjachahya tsꞌe̱tue̱hen ti jahara. Méxra̱ Ìnchéni Jesucristo mé sintañaora chꞌan.
ROM.16.22	Janhan Tercio tjékjian ti xroon i la kja̱xin nixjahára kjuachaxin kuènté Ìnchéni.
ROM.16.24	Kjuachaxíen ihni̱é Ìnchéni Jesucristo mé sintañaora chꞌan kaínra. Mé xi̱kaha tso̱hen.
ROM.16.25	Ndá ijie tsochjéheni kjuasáya Díos kixin jehe chꞌan tjinki̱tsa chꞌan kixin jína chrókꞌuejora éxi chrónka ti itan jína tsaáxini la ko ti itan kuènté Jesucristo. Tíha mé chaxín chrónka éxi Díos kjuínchenohe ti janhan ti nkehe ninkexró kꞌuénoehña ndesi ti kꞌóna chjasintajni. 
ROM.16.26	A̱ndá ijie kaíni noheni nkexrín nixja ti xroon tsíkjin ti sin profeta kixin nkexrín kꞌue̱to̱an Díos itjen nkochríxín. Ndá kaín nkehe kꞌuénoehña ninkexró, a̱ndá ijie tsochóxin kuenté chjasintajni kixin chrókuinkáchónki sin la ko chrókuitekaon sin Díos.
ROM.16.27	Itjen nkoko̱a Díos la jehó chꞌan mé imá nohe chꞌan la jehó chꞌan mé tjanchatóxixíni kjuasáya kixin Ìnchéni Jesucristo mé itjen nkochríxín. Mé xi̱kaha tso̱hen. Ó tjen.
1CO.1.1	Janhan Pablo kjueyána Díos kixin kjuachaxin kuènté Ìnchéni Jesucristo mé chrókjui̱tꞌaha̱ chꞌan ixra̱. Janhan la ko kíchóni Sóstenes mé 
1CO.1.2	*ikjini ti xroon i la chrꞌénheni ti jahara tónkotséra ti ni̱nko itjen Corinto, kixin tinkachónkira Ìnchéni Jesucristo la kꞌuéya̱hára Díos kixin tsꞌónara chojni kuènté chꞌan la tjóá tsꞌejora. Mé xi̱kaha kjueyá chꞌan kaín ti sin tinkáchónki Ìnchéni Jesucristo mé Ìnché sin la ko Ìnchéni kja̱xin. 
1CO.1.3	Kjuasáye Itꞌéni Díos la ko Ìnchéni Jesucristo mé chrókjuincheñao chꞌan ti jahara la ko chrótjáhara chꞌan kjuaxróxin.
1CO.1.4	Nkochríxín tja̱ha Díos kjuasáya kixin ti jahara. Díos kjua̱ko̱xi̱n chꞌan kixin imá jína chꞌan kixin ichrꞌán chꞌan ti Ìnchéni Jesucristo. 
1CO.1.5	A̱ndá ti tinkachónkira Cristo la Díos kjuajon kjuachaxin kixin xi̱kaha a̱ntsí jína tso̱nohara nkexrín tsonixjara la ko kja̱xin a̱ntsí jína tsiénxinra kaín nkehe. 
1CO.1.6	Kaín ti nkehe kuihínra kuènté Cristo la ijie jína tjáko̱xinra. 
1CO.1.7	Méxra̱ jahara ó chontara kaín nkehe tjáhara Díos, la í ninkehó ticháxia̱nhñara ti na̱xa̱ tjejocho̱hénra tsokjan Ìnchéni Jesucristo. 
1CO.1.8	Cristo mé tsꞌayakohen chꞌan ti jahara kixin tsi̱to̱éhyara tsinkachónkira chꞌan hasta tsjixrakájña ti ña̱o tsjixixín. Ndá ti ó tsokjan Ìnchéni Jesucristo la ninkexró tsꞌekahya ijie̱ ti jahara kixin nduáhya tjejora. 
1CO.1.9	Díos kjueyá ti jahara kixin chrókuinkachónkira ti xje̱en chꞌan Jesucristo mé Ìnchéni, la ó noheni kixin jehe chꞌan la chaxín nchexiteyá chꞌan ti nkehe ndáchro chꞌan.
1CO.1.10	Kíchóni, xrja̱noáhára kjuachaxíen ihni̱é Ìnchéni Jesucristo kixin nkoko̱a chrókjuénka̱yáxinra la ko chróxikayahyara. Náhí, ícha jína nkoko̱a chrókjuénka̱yáxinra la kjuaxróxin chrókꞌuejora. 
1CO.1.11	Kíchóni, xi̱kaha ndáxrja̱n kixin ó kui̱ha̱n ti nkehe ti sin kjéhya chꞌin Cloé kixin siín kjuanínkaon ti tjejora. 
1CO.1.12	*Ndáxrja̱n tíhi kixin isora ndáchrora kixin chréhéra ti chꞌin Pablo, ísora la ndáchrora kixin chréhéra Apolos, ísora la ndáchrora kixin chréhéra Pedro, la ko ísora la ndáchrora kixin chréhéra Cristo. 
1CO.1.13	¿Xá nkekja̱ín Cristo siín? ¿Á jehya nkoko̱a Cristo tinkáchónkini ní? ¿Á janhan Pablo kjuasóteyáko̱han ti jahara ní? ¿Á ni̱ná kuikitexínra ní? 
1CO.1.14	*Tja̱ha̱ Díos kjuasáya kixin nijnko ti jahara kuíki̱tehya janhan. Jehó chꞌin Crispo la ko chꞌin Gayo mé kuíki̱te janhan. 
1CO.1.15	Mé xi̱kaha ninkexró xrokjuahya tsondáchro kixin ni̱ná kuikitexín. 
1CO.1.16	*Kja̱xin kuíki̱te ti chꞌin Estéfanas la ko ti sin kjéhya chꞌan. Ndá xráxinka̱konhña á kuíki̱te íso sin o̱ náhí. 
1CO.1.17	Kixin Cristo la kjueyáhya ti janhan kixin tsíki̱te chojni. Náhí. Ti ixra̱ kjuajon chꞌan la kixin tsoxrja̱nkaxián ti itan tsaáxin chojni. Tjínka̱konhña chrónixja itan imá noi o̱ imá náxrjón kixin ti xi̱kaha chrónixja la a̱ntsí chrókuitekaon chojni ti janhan, ndá chrókuitekakuenhña sin Cristo la ti xi̱kaha la ti kjuachaxin ijié kjua̱ko̱xi̱n Cristo ti ntacruz, ti kꞌuenyákohe̱n chꞌan ti jeheni, la ó chónkó.
1CO.1.18	Ti chronkaxíni kixin Cristo kjuákꞌenkáni ntacruz, kꞌuenyákohe̱n ti jeheni, la ti sin xráxín titekakonhña la tꞌikon sin tíha éxi ijnko kjualo̱nti̱. Kjánchó jeheni ó kꞌuáyéhe̱ni ti kjuachón, mé tíha la kjuachaxin ijié kuènté Díos. 
1CO.1.19	*Éxi chrónka ti xroon itén Díos tsíkjin sin ósé ndáchro:
1CO.1.19	Janhan mé tsjatsían ti nkehe tjenka̱yáxin ti sin imá nohe,
1CO.1.19	la ko si̱ntakꞌitjáña ti nkehe tienxín ti sin tienxín jína.
1CO.1.21	Díos imá nohe la xi̱kaha kuíto̱ehya kixin ti kjuachaxin kuènté chojni chjasintajni chrókjuacha chrókóchóxixín ti jehe chꞌan. Jehe chꞌan kóxríhi̱n chꞌan kjuínchekaá chꞌan ti sin kuitekaon ti itan tsaáxin sin, kjánchó ti itan la tꞌikon íso sin éxi ijnko kjualo̱nti̱.
1CO.1.22	Ti sin judío mé tjinkaon sin tsꞌikon sin kjuaxroan ijié. A̱ndá ti sin griego mé xritjeyá sin kixin a̱ntsí chrókónohe sin. 
1CO.1.23	Kjánchó jeheni chrónkaxíni kixin Cristo kjuákꞌenkáni ntacruz. A̱ndá ti sin judío ndáchro kixin tíha la ijnko kjuatosuéhe̱; a̱ndá ti sin jehya judío la ndáchro sin kixin ijnko kjualo̱nti̱ tíha. 
1CO.1.24	A̱ndá ti sin kꞌuéye̱he̱ Díos, á sin judío o̱ sin griego, la kaín sin ndáchro sin kixin Cristo mé chónta ti kjuachaxin ijié kuènté Díos la ko ti kjuaxrexinkaon jína. 
1CO.1.25	Ti nkehe tꞌikon chojni éxi ijnko kjualo̱nti̱ kuènté Díos la a̱ntsí chónta kjuachaxin ke ti nkehe nohe ti chojni siín chjasintajni. Landá ti nkehe tꞌikon chojni éxi chóntahya kjuachaxin kuènté Díos, la tíha a̱ntsí chónta kjuachaxin ke ti chojni chónta kjuachaxin tꞌe̱to̱an siín chjasintajni. 
1CO.1.26	Kíchóni, xráxinkaonra nkexrín kuékꞌejora ti na̱xa̱ kꞌuéye̱hya Díos ti jahara. La kꞌuíkon chojni chjasintajni kixin kaínhñara kꞌuénohara jína la ko kanhñó itsjéra kꞌuéchontara ixra̱ kuéto̱anra o̱ kꞌuaxrjeníxinra ti sin imá tjetoan. 
1CO.1.27	A̱ndá Díos mé kjueyá ti sin tꞌikon chojni éxi lo̱nti̱ kixin xi̱kaha chrókósuéhe̱ ti sin imá nohe. La ko kja̱xin kjueyá Díos ti sin chóntahya kjuachaxin kixin xi̱kaha chrókósuéhe̱ ti sin imá chónta kjuachaxin. 
1CO.1.28	Díos mé kjueyá ti sin tꞌe̱tua̱nhña la ko iso ti sin ninkehó sínkíhya kixin sinchekꞌitjáña ti kjuachaxin chónta ti sin imá tjetoan, 
1CO.1.29	kixin xi̱kaha la ninkexró tsjachahya sinchejié a̱sén ti itjen Díos. 
1CO.1.30	Díos mé kjuajon kjuachaxin kixin nkoko̱a tsꞌejókoni Cristo Jesús, landá xi̱kaha tsochóntaxíni ti kjuaxrexinkaon jína kixin titekaoni Cristo, la ti kjuachaxin kuènté chꞌan mé kꞌóxika ti ijie̱ chóntani, la ko tíha nchetjuáxin chꞌan ti jeheni kixin ti ijni̱é chꞌan mé kꞌue̱naxín chꞌan ti jeheni. 
1CO.1.31	*Mé xi̱kaha éxi chronka xroon itén Díos: “Ti nkojín nkexro tjinkaon tso̱chéhe̱ la jehó chrókóchéhe̱ sin kixin ti kjuachaxin kuènté Ìnchéni Jesucristo.”
1CO.2.1	Kíchóni, ti kjuasán ti tjejora kjuàkua ti nkehe tjinkaon Díos la jehya ijnko nkehe imá noi tienxínhña chojni nixja, la ko jehya éxi ijnko chojni imá nohe kjuàkua. Náhí. 
1CO.2.2	Ti kjuasán ntiha kjuénka̱yáxinhña kixin íso nkehe chróxrja̱nka; jehó tjínka̱oan chrókjuàkua kuènté Jesucristo la ko nkexrín kjuákꞌenkáni chꞌan ntacruz. 
1CO.2.3	*Ti kjuasán kjuàkua ti tjejora la éxi í chrókjuachahya xi̱kaha kixin síxrànka̱na, chrakuan. 
1CO.2.4	A̱ndá ti ó nixjahára la kjuàkua ti itan kuènté Díos, la kjuachruexinhñara ti nkehe imá náxrjón nixja éxi ijnko chojni imá nohe. Náhí. Ti ó kjuákohára la kónohara kixin tjéki̱a̱n ti Ncha̱kuén Díos la ko ti kjuachaxin ijié kuènté chꞌan. 
1CO.2.5	Ndá xi̱kaha kuitekáonra kixin ti kjuachaxin kuènté Díos la jehya ti kjuaxrexinkaon kuènté chojni ó.
1CO.2.6	Kjánchó ti ó tjákohá ti sin chaxín ó tinkáchónki Ìnchéni la xrja̱nká ti kjuaxrexinkaon a̱ntsí noi. La tíha la jehya ti nkehe nohe ti chojni chjasintajni, o̱ ti nkehe nohe ti sin tꞌe̱to̱an chjasintajni kixin tíha la tjoka tꞌitjáña. 
1CO.2.7	Jeheni la a̱ntsí chronkani ti nkehe jehó Díos nohe, la mé tíha ti nkehe tsíkjenka̱yáxin chꞌan ti na̱xa̱ kꞌónahña chjasintajni kixin xi̱kaha kjua̱ko̱xi̱n chꞌan kixin jína tsaáxini la ko tsochóntani ti kjuachaxin ijié kuènté chꞌan. 
1CO.2.8	Ninkehó ti chojni tꞌe̱to̱an ntihi chjasintajni kienxínhña ti nkehe tsíkjenka̱yáxin Díos, kixin ti chrókienxín sin la chrókjua̱kꞌe̱nka̱nihña sin ntacruz ti Ìnchéni chónta kaín kjuachaxin. 
1CO.2.9	*Mé éxi ndáchro xroon itén Díos tsíkjin sin ósé:
1CO.2.9	Ti nkehe na̱xa̱ kꞌuíkonhña chojni la ko na̱xa̱ kienhña chojni,
1CO.2.9	la ko na̱xa̱ kjuénka̱yáxinhña chojni
1CO.2.9	mé ti nkehe kjuíchꞌéna Díos tsꞌáyéhe̱ kaín ti sin tjue̱he ti jehe chꞌan.
1CO.2.10	Kjánchó tíha la Díos mé nchenohe ti jeheni kixin chóntani ti Ncha̱kuén chꞌan. Mé ti Ncha̱kuén Díos la nohe kaín nkehe la ko kja̱xin nohe nkexrín tjenka̱yáxin Díos.
1CO.2.11	Méxra̱, ¿xá nkexro nohe ti nkehe tjenka̱yáxin a̱sén ijnko chojni? Jehó nkojnko chojni mé nohe nkehe tjenka̱yáxin ti a̱sén. Mé xi̱kaha jehó Ncha̱kuén Díos mé nohe ti nkehe tjenka̱yáxin Díos. 
1CO.2.12	A̱ndá jeheni la jehya tjenka̱yáxini éxi chojni chjasintajni. Náhí. Jeheni la kꞌuáyéhe̱ni ti Ncha̱kuén Díos kui̱xi̱n nkaya nka̱jní, ndá xi̱kaha tso̱noheni kaín ti nkehe kjuíncheki̱to̱nhe̱n Díos ti jeheni kixin tjue̱he chꞌan ti jeheni. 
1CO.2.13	Méxra̱ jeheni la chronkaxíni ti nkehe tjako Ncha̱kuén Díos, jehya ti nkehe tjenka̱yáxin chojni ó. Ti Ncha̱kuén Díos mé nchenohe ti jeheni ti nkehe tsochenkaxíni ti sin chónta Ncha̱kuén chꞌan.
1CO.2.14	Ti nkexro chóntahya Ncha̱kuén Díos la tjinkakonhña sin tsitekaon sin ti nkehe tjako ti Ncha̱kuén Díos kixin tíha la ijnko nkehe kjualo̱nti̱, ichro sin. Méxra̱ tienxínhña sin kixin chóntahya sin Ncha̱kuén Díos. 
1CO.2.15	A̱ndá ti nkexro chónta Ncha̱kuén Díos mé tsjehe jína kaín nkehe la ko tienxín. Kjánchó ti nkexro chóntahya ti Ncha̱kuén Díos la tjachahya tsondáchro sin á jína ti nkehe ndáchro ti sin chónta Ncha̱kuén Díos o̱ náhí. 
1CO.2.16	*Méxra̱ éxi ndáchro ti xroon itén Díos: “¿Xá nkexro nohe ti nkehe tjenka̱yáxin Ìnchéni? ¿Xá nkexro chrókjuacha chrókjua̱ko̱he̱ ti jehe chꞌan?” Kjánchó jeheni chóntani ti Ncha̱kuén Díos, méxra̱ tjenka̱yáxini éxi tjenka̱yáxin Cristo.
1CO.3.1	Méxra̱, kíchóni, xitjahya tsonixjahára éxi ijnko chojni chaxín chónta Ncha̱kuén Díos. Náhí. Nixja̱hara éxi ijnko chojni na̱ntá tinkáchónki Díos, éxi ixjan intsí na̱ntá tjankíxin tsitekaon Cristo. 
1CO.3.2	*Janhan la kjuákohára ijnko nkehe xra̱hya éxi ijnko ixjan na̱xa̱ nchekakí ìñé, kixin na̱xa̱ xitjahya sinie nkehe icha. Mé xi̱kaha ti jahara na̱xa̱ xitjahya tsiénxinra ti nkehe ixra̱, 
1CO.3.3	kixin na̱xa̱ éxi chojni chjasintajni ó tjénka̱yáxinra kixin na̱xa̱ siín kjuachji̱no̱xíhin, kjuanínkaon la ko nkoko̱ahya tjénka̱yáxinra. Ndá ti na̱xa̱ xi̱kaha ichꞌera la, ¿á jehya ichꞌera éxi ichꞌe ti chojni chjasintajni ní? 
1CO.3.4	*Kixin isora la ndáchrora kixin chréhéra Pablo, la ko ísora ndáchrora kixin chréhéra Apolos, la xi̱kaha tjénka̱yáxinra éxi chojni chjasintajni ó.
1CO.3.5	Méxra̱, ¿xá nkexro ti Pablo o̱ nkexro ti Apolo? Jeheni la jehó chojni chꞌehe ixra̱ Díos, ti nkehe chrónkaxíni la kjuínki̱tsa kixin kuitekáonra Díos kixin yóíni la kjuíchꞌeni ti ixra̱ kjuajon Díos. 
1CO.3.6	*Janhan kuénka̱xian, a̱ndá Apolo kjuáka ìnta̱, kjánchó Díos mé kjuínchekꞌánkí ti nkehe xenkaxín. 
1CO.3.7	Méxra̱ ti nkexro tꞌe̱nka̱xin la ko ti nkexro tjáka ìnta̱ la kanhñó tjetoan kixin Díos chónta kaín kjuachaxin mé sinchekꞌánkí ti nkehe xenkaxín. 
1CO.3.8	Méxra̱ ti nkexro tꞌe̱nka̱ la ko ti nkexro tjáka ìnta̱ la ó nkokón ixra̱ ichꞌe, a̱ndá Díos mé tsje̱nke̱he nkojnko ti nkexro a, éxi ti ixra̱ ichꞌe sin. 
1CO.3.9	Mé xi̱kaha jeheni la nkokón ichꞌeni ixra̱ kuènté Díos, a̱ndá jahara mé éxi ti no̱nte̱e Díos, la ko kja̱xin jahara mé éxi ti nchia tjechꞌéna chꞌan. 
1CO.3.10	Janhan mé ijnko nkexro chꞌéna ti nchia kixin Díos kjuajon kjuachaxin tsjaké ti ixro̱ xránkíxixín, a̱ndá íjnko nkexro sichꞌéna ti nchia chritaón ti ixro̱. La ko nkojnko nkexro ticháxi̱n ndoá sichꞌéna ti nchia, 
1CO.3.11	kixin kohya nkexro tsjacha tsjakꞌe íjnko ixro̱ tsoxrankíxixín kixin tíha la ó itjen, mé Jesucristo tíha. 
1CO.3.12	A̱ndá chritaón tíha mé jína sichꞌéna chojni nchia tsꞌónaxín oro, plata, ixro̱ náxrjón tsjehe, ntatabla, ka̱ni̱, o̱ ntaxro, 
1CO.3.13	kjánchó ti ixra̱ sichꞌe nkojnko chojni la tso̱noxín ti ña̱o tsjixixín. Kixin ti ña̱o a mé itsi xrohi, a̱ndá ti xrohi mé tsja̱ko̱xi̱n nkexéhe ti ixra̱ jína tsíkóhen la ko nkexéhe ti náhí. 
1CO.3.14	A̱ndá ti tsochehya ti nchia kjuínchꞌéna nkojín nkexro la tsoxenkehe sin kixin ti ixra̱ jína kjuíchꞌe sin. 
1CO.3.15	A̱ndá ti chróche ti nchia kjuíchꞌéna nkojín nkexro, la tsꞌitjáña ti ixra̱ kjuíchꞌe sin. Kjánchó ti nkexro a la tsaá, éxi ijnko nkexro ixra̱ kjuacha kuinkéhe ti xrohi ó.
1CO.3.17	A̱ndá ti nkojín nkexro tjinkaon sinchekꞌitjáña ti ni̱nkué Díos, la Díos mé sinchekꞌitjáña ti nkexro a, kixin ti ni̱nkué Díos la tjóá. A̱ndá ti ni̱nko a mé jahara tíha.
1CO.3.18	Ninkexró chrókjuíchꞌiyehya a̱sén. Ti nkojín nkexro tjenka̱yáxin kixin imá nohe éxi nohe ti chojni chjasintajni, la ticháxi̱n chrókꞌóna éxi ijnko chojni noehña, ndá xi̱kaha jína chrókꞌóna sin ijnko nkexro chaxín nohe. 
1CO.3.19	*Kixin ti nkehe nohe ti chojni chjasintajni la ijnko kjualo̱nti̱ tꞌikon Díos. Méxra̱ éxi ndáchro ti xroon itén Díos tsíkjin sin ósé: “Ti nkehe tsíkꞌitja ti sin imá nohe la tsokjan tsꞌitjáñaxín sin.” 
1CO.3.20	*La ko kja̱xin ndáchro ti xroon itén Díos: “Ìnchéni la ó nohe kixin kaín ti nkehe tjenka̱yáxin ti chojni imá nohe, la sínkíhya ninkehó.” 
1CO.3.21	Méxra̱ chrókjui̱nchejiéhya a̱sánra kixin chréhéra nkojín chojni imá tjetoan; kixin kaín ti nkehe siín la kuèntára, 
1CO.3.22	Pablo, Apolos, Pedro, la ti chjasintajni, ti kjuachón, ti kjuachꞌén, la ko ti nkehe sítóhen ijie, la ko ti nkehe tso̱hen chrꞌéxi̱n, la kaín tíha la kuèntára, 
1CO.3.23	a̱ndá jahara mé chojni kuènté Cristo la Cristo mé kuènté Díos.
1CO.4.1	Jahara chrókꞌuíkonra ti jeheni éxi chojni chꞌehe ixra̱ Cristo kixin jeheni mé kꞌuáyéhe̱ni ti ixra̱ tsjakoni ti nkehe kuènté Díos ninkexró kꞌuénoehña. 
1CO.4.2	Méxra̱ ti nkexro tsꞌáyéhe̱ ijnko ixra̱ la ticháxi̱n tsja̱ko̱xi̱n kixin chaxín jína sichꞌe ti ixra̱. 
1CO.4.3	A̱ndá janhan la toxakonahña á jahara o̱ nkojín juez chjasintajni tsotsjehe á jína o̱ náhí ti ixra̱ tjétꞌa̱. La kja̱xin janhan la tekahya ijie̱ a̱sená. 
1CO.4.4	Janhan xráxinka̱konhña á kjuásian nkojín ijie̱, kjánchó jehya tꞌaxrjexín kixin ninkehó ijie̱ chontahya. Náhí. Jehó Ìnchéni mé tsondáchro á chonta ijie̱ o̱ náhí. 
1CO.4.5	Méxra̱ chrókꞌuekahyara iji̱é nkojín chojni ti na̱xa̱ kjanhña Ìnchéni kixin ti ó tsokjan chꞌan la jehe chꞌan sinchenoxín chꞌan kaín ti nkehe ómó siín ti sítie, la ko jehe chꞌan sinchenoxín chꞌan kaín ti nkehe tjenka̱yáxin a̱sén chojni. A̱ndá Díos mé tsjajon ti nkehe tsjacha nkojnko ti chojni ikjuí jína.
1CO.4.6	Kíchóni, nixjahára ti nkehe i kixin jína chrókꞌuejora, ndá xi̱kaha chrókꞌuitjára chrókꞌuejora éxi tja̱ko̱xi̱n chꞌin Apolos la ko janhan, kixin chróchro̱nkaxínra jehó ti nkehe chónta ti xroon itén Díos, kixin ninkexró chrókjuinchenkehya kixin ijnko chojni la a̱ntsí jína tjako, a̱ndá ti íjnko la náhí. 
1CO.4.7	Méxra̱, ¿xá nkexro kjuajon kjuachaxin kixin a̱ntsí chrókótjetoanra jahara? La ko, ¿xá nkehe chontara kjuajonhña Díos? Ti chontara jehó ti kjuajon Díos la, ¿nkekuènté nchehnkera éxi jahóra tsíkjachara xi̱kaha?
1CO.4.8	Jahara ó chontara kaín ti nkehe tjinkáonra, ó rikóra la ichꞌera éxi ijnko rey, la í tjinkákonhñara kixin chrókjuinki̱tsani. Ti chaxín chrókꞌuejora éxi rey la kja̱xini chróchóntani kjuachaxin tsꞌe̱to̱ani. 
1CO.4.9	Méxra̱ tjénka̱yáxian kixin janhan, ti nkexro kjueyá Ìnchéni, mé Díos kjuajon kjuachaxin kixin tsjixixín chrókꞌuejóni, éxi ti chojni ó tjejóchóhen tsjasóte la ko itsꞌen. Mé xi̱kaha tꞌikon kaín chojni chjasintajni la ko ti sin ángel nkexrín tꞌatsínkani. 
1CO.4.10	Jeheni tinkáchónkini Cristo la éxi chojni lo̱nti̱ tꞌikon chojni, a̱ndá jahara tꞌikon chojni éxi chojni imá nohe kixin tinkachónkira Cristo. Jeheni éxi chojni kanhñó chónta kjuachaxin, a̱ndá jahara la imá chontara kjuachaxin. Jeheni la tjikosayéhya chojni, a̱ndá imá tjikosáyehe chojni ti jahara. 
1CO.4.11	Ijie na̱xa̱ tjasótexíni kjinta, tꞌenxíni ìnta̱, chóntahyani ika tsꞌinkáyani, nínkakohen chojni ti jeheni, la ko chóntahyani ndo̱eni, 
1CO.4.12	*la ko imá tóxrjéni kixin itjani chꞌexíni ixra̱ inieni. Ti tꞌándaxín sin la jeheni tjancheheni Díos kixin sincheñao ti jehe sin. Ti nchekjasóte sin ti jeheni, la tónínkakuenhñani sin. 
1CO.4.13	Ti tjontá sin ti jeheni, la nkojína nixje̱he̱ni sin. Tꞌikon sin ti jeheni éxi chji̱nínó siín chjasintajni, éxi ijnko nkehe ninkehó sínkíhya, la na̱xa̱ xi̱kaha sítóhen ijie.
1CO.4.14	Ikjian tíhi la jehya tjanoára. Náhí. Ikjian kixin nta̱xráxinkaonra éxi xja̱na kixin tjua̱hára. 
1CO.4.15	Méxra̱ jahara, kjónté chróchontara ite mil chojni chrókjuákohara nkexrín itjen Cristo, la chontahyara itsjé itꞌára. Janhan mé kꞌóna éxi itꞌára xi̱kaha kixin kuitekáonra Cristo Jesús ti kjuákohára ti itan jína tsaáxinra. 
1CO.4.16	*Mé xi̱kaha xrja̱noáhára kixin chrókjuáko̱xinra éxi tjáko̱xián janhan.
1CO.4.17	Méxra̱ kuétua̱ha̱n Timoteo tsjiji ntiha. Jehe chꞌan mé imá tjua̱ha chꞌan éxi xja̱na kixin jína ichꞌe chꞌan ixra̱. Ndá tsjiji chꞌan sintaxraxinkaonra nkexrín tsochrehéra Cristo, éxi xráxín tjàkua kaín ni̱nko. 
1CO.4.18	Nkojinra la ihnkera kixin imá nohara la tjénka̱yáxinra kixin chaxínhña tsjasántsjahára. 
1CO.4.19	Kjánchó ó tsjasántsjahára ti xi̱kaha tjinkaon Ìnchéni. A̱ndá jehya jehó tsi̱nha̱n ti nkehe nixja ti sin imá ihnke. Náhí. Kja̱xin tsotsjaha̱ á chaxín tjejóchꞌe sin ti ixra̱ nchenkeko sin o̱ náhí. 
1CO.4.20	Kixin ti kjuachaxin kuènté Díos la jehya ti nkexrín nixja chojni ó. Náhí. Ticháxi̱n tsja̱ko̱xi̱n sin ti kjuachaxin kuènté chꞌan. 
1CO.4.21	¿Nkehe tjinkáonra? ¿Á chrókjuasán chrókjui̱ntakjasótiara ní? O̱, ¿á tjinkáonra kixin kjuaxróxin chrókjuasántsjahára?
1CO.5.2	A̱ndá jahara, la kjónté xi̱kaha siín la imá ihnkera. Ícha jína chrókósuàhara la chrókuakítsjexínra ni̱nko ti nkexro a. 
1CO.5.3	Janhan, kjónté tjénhña ntiha, la éxi itjén xi̱kaha la nona nkehe sítóhen, la ndáxrja̱n kixin ó kjuixin kjuénka̱yáxian nkexrín tsjasóte ti nkexro xi̱kaha kjuíchꞌe. 
1CO.5.4	Ti ó tónkotséra kaínra kjuachaxíen ihni̱é Ìnchéni Jesucristo la xráxinkaonra kixin éxi kja̱xin janhan itjén ti tjejora, 
1CO.5.5	la chje̱héra ti Jínahña ti nkexro a kixin tsjasóte ti cuerpo kuènté chꞌan. Ndá ti ó tsokjan Ìnchéni Jesús la tsaá ti a̱sén chꞌan.
1CO.5.7	*Méxra̱ ti̱to̱héra ti nduáhya ichꞌera, takítsjera kaín ti nkehe tꞌánkíxin nio̱tja̱ ó ndaxin, ndá xi̱kaha tsꞌónara éxi ti ichꞌo ni̱xin, tjóá, chóntahya ti nkehe tsꞌánkíxin, la xi̱kaha tsꞌónara éxi ti nio̱tja̱ inie sin ti ña̱o Pascua, la Ìnchéni Jesucristo mé éxi ti kolélo tꞌóñá sin ti ña̱o Pascua kixin xi̱kaha kjuasóteyákohe̱n chꞌan ti jeheni. 
1CO.5.8	*Méxra̱ í tsjasinhñani ijie̱ kixin tíha la éxi ti nkehe ndaxin tꞌánkíxin nio̱tja̱ la nchekꞌitjáña kuenté ti ichꞌo. A̱ndá ti tsíto̱heni ti ijie̱ la tsꞌónani ijnko chojni ni̱xin la ko kaín a̱séni tsjasini ti kia Pascua éxi ti nio̱tja̱ chóntahya ti nkehe tꞌánkíxin.
1CO.5.9	Ti íjnko xroon chrꞌahánra senó la ndáxrja̱n kixin chrókꞌuitonhñara ninkehó ti chojni tjasin ijie̱ chónta ókjé chojnichjin jehya ichjién. 
