GEN.1.1	Alussa Jumala loi taivaat ja maan. 
NEH.8.7	 Sitten Jeesua, Baani, Seerebja, Jaamin, Akkub, Sabbetai, Hoodia, Maaseja, Kelita, Asarja, Joosabad, Haanan, Pelaja ja muut leeviläiset opettivat kansaa ymmärtämään lakia, ja kansa seisoi paikoillaan. 
NEH.8.8	He lukivat Jumalan lain kirjaa selkeästi ja selittivät sitä niin, että luettu ymmärrettiin. 
NEH.8.9	 Maaherra Nehemia, ylipappi Esra, kirjanoppinut, ja leeviläiset, jotka opettivat kansaa, sanoivat koko kansalle: ”Tämä päivä on pyhitetty 
NEH.8.10	Nehemia sanoi vielä: ”Menkää ja syökää rasvaisia ruokia ja juokaa makeita juomia. Lähettäkää maistiaisia niillekin, joilla ei ole mitään valmistettuna. Tämä päivä on pyhitetty meidän Herrallemme. Älkää siis olko murheissanne, sillä ilo 
NEH.8.11	 Myös leeviläiset rauhoittivat kansaa ja sanoivat: ”Rauhoittukaa, sillä tämä päivä on pyhä. Älkää enää olko murheissanne.” 
NEH.8.12	 Niin kaikki lähtivät syömään ja juomaan. He lähettivät maistiaisia ja viettivät suurta ilojuhlaa, sillä he olivat ymmärtäneet, mitä heille oli julistettu. 
NEH.8.13	Seuraavana päivänä kaikki Israelin sukujen päämiehet, myös papit ja leeviläiset, kokoontuivat Esran, kirjanoppineen, luo oppiakseen ymmärtämään lain sanoja. 
NEH.8.14	 He huomasivat lakiin kirjoitetun, että 
NEH.8.15	ja että kaikkiin heidän kaupunkeihinsa, myös Jerusalemiin, oli vietävä sana ja kuulutettava: ”Menkää vuorille ja tuokaa öljypuun, metsäöljypuun, myrtin, palmun ja muiden lehtevien puiden oksia ja tehkää niistä lehtimajoja, niin kuin on kirjoitettu.” 
NEH.8.16	 Niin kansa lähti, toi oksia ja teki lehtimajoja kukin talonsa katolle ja pihalleen. Niitä tehtiin myös Jumalan temppelin esipihoille sekä Vesiportin aukiolle ja Efraiminportin aukiolle. 
NEH.8.17	 Kaikki vankeudesta palanneet, koko seurakunta, tekivät lehtimajoja ja asuivat niissä. Näin israelilaiset eivät olleet tehneet sitten Joosuan, Nuunin pojan, aikojen, ja kaikkialla vallitsi hyvin suuri ilo. 
NEH.8.18	 Jumalan lain kirjaa luettiin joka päivä, ensimmäisestä päivästä viimeiseen asti. Juhlaa vietettiin seitsemän päivää, ja kahdeksantena päivänä pidettiin juhlakokous säädetyllä tavalla. 
NEH.9.1	Saman kuun kahdentenakymmenentenäneljäntenä päivänä israelilaiset kokoontuivat paastoten, säkit yllään ja multaa pään päällä. 
NEH.9.2	Israelin jälkeläiset erottautuivat kaikista muukalaisista, ja paikoillaan seisten he tunnustivat syntinsä ja isiensä rikkomukset. 
NEH.9.3	 He seisoivat paikoillaan, ja heille luettiin 
NEH.9.4	Jeesua, Baani, Kadmiel, Sebanja, Bunni, Seerebja, Baani ja Kenani nousivat leeviläisten korokkeelle ja huusivat kovalla äänellä avuksi 
NEH.9.5	 Leeviläiset Jeesua, Kadmiel, Baani, Hasavneja, Seerebja, Hoodia, Sebanja ja Petahja sanoivat: ”Nouskaa ja kiittäkää 
NEH.9.6	 Sinä yksin olet 
NEH.9.7	Sinä olet 
NEH.9.8	Sinä havaitsit hänet uskolliseksi kasvojesi edessä ja teit hänen kanssaan liiton antaaksesi hänen jälkeläisilleen kanaanilaisten, heettiläisten, amorilaisten, perissiläisten, jebusilaisten ja girgasilaisten maan. Lupauksesi sinä olet täyttänyt, sillä sinä olet vanhurskas. 
NEH.9.9	Sinä näit isiemme kurjuuden Egyptissä ja kuulit heidän huutonsa Kaislameren rannalla. 
NEH.9.10	Sinä teit tunnustekoja ja ihmeitä rangaisten faraota, kaikkia hänen palvelijoitaan ja koko hänen kansaansa, sillä sinä tiesit heidän kohdelleen kansaasi ylimielisesti. Sinä teit itsellesi nimen, joka on suuri tänäkin päivänä. 
NEH.9.11	Meren sinä halkaisit israelilaisten edessä, ja he kulkivat meren poikki kuivaa myöten, mutta heidän takaa-ajajansa sinä syöksit syvyyteen kuin kiven valtaviin vesiin. 
NEH.9.12	Sinä johdit heitä päivällä pilvipatsaassa ja yöllä tulipatsaassa valaisten heille tien, jota heidän tuli kulkea. 
NEH.9.13	Sinä laskeuduit Siinainvuorelle, puhuit heille taivaasta ja annoit heille oikeat tuomiot, luotettavat lait, hyvät säädökset ja käskyt. 
NEH.9.14	Pyhän sapattisi sinä ilmoitit heille ja annoit heille käskyt, säädökset ja lain palvelijasi Mooseksen kautta. 
NEH.9.15	 Sinä annoit heille taivaasta leipää heidän nälkäänsä ja hankit heille kalliosta vettä heidän janoonsa. Sinä käskit heidän mennä ja ottaa omakseen sen maan, jonka olit kättä kohottaen luvannut heille antaa. 
NEH.9.16	Mutta meidän isämme olivat ylimielisiä. He alkoivat niskoitella eivätkä totelleet sinun käskyjäsi. 
NEH.9.17	 He kieltäytyivät olemasta kuuliaisia eivätkä muistaneet ihmeitäsi, jotka sinä olit heidän keskellään tehnyt. He olivat niskureita ja valitsivat uppiniskaisuudessaan johtajan palatakseen takaisin orjuuteen. Mutta sinä olet anteeksiantava Jumala, armollinen ja laupias, pitkämielinen ja suuri armossa. Sinä et hylännyt heitä, 
NEH.9.18	vaikka he tekivät itselleen valetun sonnivasikan ja sanoivat: ’Tämä on sinun jumalasi, joka on johdattanut sinut Egyptistä.’ Vaikka he pahoin sinua pilkkasivat, 
NEH.9.19	sinä olit suuri armossa etkä hylännyt heitä autiomaassa. Pilvipatsas ei poistunut päivällä heidän luotaan, vaan johti heitä tiellä, eikä tulipatsas poistunut yöllä vaan valaisi heille tietä, jota heidän tuli kulkea. 
NEH.9.20	Hyvän Henkesi sinä annoit opettamaan heitä, mannaa et heiltä kieltänyt, ja vettä sinä annoit heidän janoonsa. 
NEH.9.21	Neljäkymmentä vuotta sinä huolehdit heistä autiomaassa, mitään heiltä ei puuttunut. Heidän vaatteensa eivät kuluneet, eivätkä heidän jalkansa turvonneet. 
NEH.9.22	Sinä annoit heidän haltuunsa valtakuntia ja kansoja, ja niiden maat sinä annoit heille reuna-alueita myöten. He ottivat omakseen Hesbonin kuninkaan Siihonin maan ja Baasanin kuninkaan Oogin maan. 
NEH.9.23	Sinä teit heidän lapsensa lukuisiksi kuin taivaan tähdet ja veit heidät siihen maahan, jonka olit luvannut heidän isilleen, että he ottaisivat sen omakseen. 
NEH.9.24	Heidän lapsensa ottivat maan omakseen. Sinä nöyryytit heidän edessään maan asukkaat, kanaanilaiset, jotka sinä annoit heidän käsiinsä yhdessä heidän kuninkaidensa ja maan kansan kanssa, jotta he voisivat tehdä näille, mitä tahtoivat. 
NEH.9.25	He valloittivat linnoitetut kaupungit ja rehevän maan. He ottivat omakseen talot, jotka olivat täynnä kaikkea hyvää, kallioon hakatut vesisäiliöt, viinitarhat, öljypuut ja suuret määrät hedelmäpuita. He saivat syödä kyllikseen ja lihoivat. He saivat nauttia sinun antimiesi runsaudesta. 
NEH.9.26	Kuitenkin he niskoittelivat ja kapinoivat sinua vastaan ja heittivät sinun lakisi selkänsä taakse. He tappoivat sinun profeettasi, jotka varoittivat heitä koettaen saada heidät kääntymään sinun puoleesi. Pahoin he sinua pilkkasivat. 
NEH.9.27	Sen tähden sinä annoit heidät ahdistajien käsiin, ja nämä sortivat heitä. Mutta kun he ahdinkonsa aikana huusivat sinua, sinä kuulit taivaassa ja suuren armosi tähden annoit heille vapauttajia, jotka vapauttivat heidät ahdistajien käsistä. 
NEH.9.28	Rauhaan päästyään he tekivät jälleen sitä, mikä oli pahaa sinun edessäsi. Silloin sinä jätit heidät vihollisten käsiin. Nämä sortivat heitä, mutta kun he jälleen huusivat sinua avukseen, sinä kuulit taivaassa ja pelastit heidät laupeudessasi monta kertaa. 
NEH.9.29	 Sinä varoitit heitä saadaksesi heidät jälleen noudattamaan lakiasi, mutta he olivat ylimielisiä eivätkä totelleet käskyjäsi. He tekivät syntiä säädöksiäsi vastaan, joita noudattamalla ihminen saa elää. Uppiniskaisina he käänsivät sinulle selkänsä ja olivat niskureita eivätkä totelleet. 
NEH.9.30	Sinä osoitit kärsivällisyyttä heitä kohtaan vuodesta toiseen, ja Hengelläsi sinä varoitit heitä profeettojesi kautta, mutta he eivät kuunnelleet. Siksi sinä annoit heidät vieraiden kansojen käsiin. 
NEH.9.31	Suuressa armossasi et kuitenkaan tehnyt heistä loppua. Sinä et hylännyt heitä, sillä sinä olet laupias ja armollinen Jumala. 
NEH.9.32	Ja nyt, Jumalamme, sinä suuri, väkevä ja pelättävä Jumala, sinä, joka pidät liittosi ja laupeutesi voimassa: älä katso vähäksi kaikkea sitä ahdinkoa, joka on kohdannut meitä, kuninkaitamme, ruhtinaitamme, pappejamme, profeettojamme ja isiämme, koko sinun kansaasi, Assyrian kuninkaiden ajoista tähän päivään saakka. 
NEH.9.33	 Sinä olet vanhurskas kaikessa, mikä meitä on kohdannut. Sinä olet ollut uskollinen teoissasi, mutta me olemme olleet jumalattomat. 
NEH.9.34	Meidän kuninkaamme, ruhtinaamme, pappimme ja isämme eivät ole noudattaneet sinun lakiasi eivätkä kuunnelleet sinun käskyjäsi ja todistuksiasi, joilla olit varoittanut heitä. 
NEH.9.35	Ja vaikka he elivät omassa valtakunnassaan ja siinä antimien runsaudessa, jonka olit heille antanut, ja siinä avarassa ja rehevässä maassa, jonka olit heille lahjoittanut, he eivät kuitenkaan palvelleet sinua eivätkä kääntyneet pois pahoista teoistaan. 
NEH.9.36	 Katso, nyt me olemme orjia! Siinä maassa, jonka annoit isillemme, jotta he saisivat syödä sen hedelmiä ja antimia, siinä maassa meidän täytyy nyt olla orjina. 
NEH.9.37	 Se tuottaa runsaan sadon kuninkaille, jotka sinä syntiemme tähden olet pannut meitä hallitsemaan. He hallitsevat meitä ja karjaamme niin kuin tahtovat, ja me olemme suuressa ahdingossa.” 
NEH.10.1	”Kaiken tämän johdosta me teemme sitovan liiton, kirjallisen sopimuksen, johon meidän päällikkömme, leeviläisemme ja pappimme painavat sinettinsä. 
NEH.10.2	 Sineteissä ovat seuraavien henkilöiden nimet: maaherra Nehemia, Hakaljan poika, ja Sidkia, 
NEH.10.3	 Seraja, Asarja, Jeremia, 
NEH.10.4	 Pashur, Amarja, Malkia, 
NEH.10.5	 Hattus, Sebanja, Malluk, 
NEH.10.6	 Haarim, Meremot, Obadja, 
NEH.10.7	 Daniel, Ginneton, Baaruk, 
NEH.10.8	 Mesullam, Abia, Miijamin, 
NEH.10.9	 Maasja, Bilgai ja Semaja, jotka ovat pappeja, 
NEH.10.10	 leeviläisistä Jeesua, Asanjan poika, Binnui, Heenadadin jälkeläinen, Kadmiel 
NEH.10.11	 ja heidän veljensä Sebanja, Hoodia, Kelita, Pelaja, Haanan, 
NEH.10.12	 Miika, Rehob, Hasabja, 
NEH.10.13	 Sakkur, Seerebja, Sebanja, 
NEH.10.14	 Hoodia, Baani ja Beninu 
NEH.10.15	 ja kansan päämiehistä Paros, Pahat-Mooab, Eelam, Sattu, Baani, 
NEH.10.16	Bunni, Asgad, Beevai, 
NEH.10.17	 Adonia, Bigvai, Aadin, 
NEH.10.18	 Aater, Hiskia, Assur, 
NEH.10.19	 Hoodia, Haasum, Beesai, 
NEH.10.20	 Haarif, Anatot, Neevai, 
NEH.10.21	 Magpias, Mesullam, Heesir, 
NEH.10.22	 Mesesavel, Saadok, Jaddua, 
NEH.10.23	 Pelatja, Haanan, Anaja, 
NEH.10.24	 Hoosea, Hananja, Hassub, 
NEH.10.25	 Halloohes, Pilha, Soobek, 
NEH.10.26	 Rehum, Hasabna, Maaseja, 
NEH.10.27	 Ahia, Haanan, Aanan, 
NEH.10.28	 Malluk, Haarim ja Baana. 
NEH.10.29	Ja muu kansa, papit, leeviläiset, portinvartijat, laulajat, temppelipalvelijat ja kaikki, jotka ovat erottautuneet vieraiden maiden kansoista noudattaakseen Jumalan lakia, sekä heidän vaimonsa, poikansa ja tyttärensä, kaikki, jotka pystyvät sitä ymmärtämään, 
NEH.10.30	 kaikki he liittyvät ylhäisiin veljiinsä. He tulevat valalle ja vannovat vaeltavansa Jumalan lain mukaan, joka on annettu Jumalan palvelijan Mooseksen kautta. He vannovat noudattavansa ja seuraavansa kaikkia 
NEH.10.31	 Me emme anna tyttäriämme vaimoiksi muihin kansoihin kuuluville emmekä ota heidän tyttäriään pojillemme vaimoiksi. 
NEH.10.32	Me emme osta sapattina emmekä muinakaan pyhäpäivinä mitään kauppatavaraa tai viljaa muihin kansoihin kuuluvilta, kun he tuovat niitä sapattina myytäväksi. Joka seitsemäs vuosi jätämme maan lepäämään emmekä peri silloin mitään velkoja. 
NEH.10.33	Me sitoudumme antamaan kolmannessekelin vuodessa Jumalamme temppelissä suoritettavaa palvelusta varten: 
NEH.10.34	pyhiä leipiä varten, jokapäiväistä ruokauhria ja polttouhria, sapattiuhreja, uudenkuun uhreja, juhlauhreja, pyhiä lahjoja ja syntiuhreja varten sovituksen toimittamiseksi Israelille sekä kaikkia Jumalamme temppelissä suoritettavia palvelutehtäviä varten. 
NEH.10.35	Me, papit, leeviläiset ja kansa, olemme heittäneet arpaa siitä, mikä suku tuo temppeliin kunakin vuonna määräaikaan polttopuut 
NEH.10.36	Me tuomme joka vuosi 
NEH.10.37	samoin esikoiset pojistamme ja karjastamme, niin kuin laissa on kirjoitettuna. Tuomme esikoiset naudoistamme ja lampaistamme Jumalamme temppeliin papeille, jotka hoitavat virkaansa Jumalamme temppelissä. 
NEH.10.38	Me tuomme papeille Jumalamme temppelin varastohuoneisiin parhaista rouhituista jyvistä ensisatomme ja muut antimme, kaikenlaisten puiden parhaat hedelmät, parhaan viinin ja öljyn. Me annamme leeviläisille kymmenykset peltojemme tuotteista. Leeviläiset itse keräävät kymmenykset kaikista kaupungeista, joissa teemme työtä. 
NEH.10.39	Papin, Aaronin pojan, tulee olla leeviläisten mukana heidän ottaessaan vastaan kymmenyksiä, ja leeviläisten tulee viedä kymmenykset saamistaan kymmenyksistä Jumalamme temppelin varastohuoneisiin. 
NEH.10.40	Israelilaisten ja leeviläisten on vietävä uhraamansa vilja, viini ja öljy huoneisiin, joissa säilytetään pyhäkön esineitä ja joissa palvelusvuorossa olevat papit, portinvartijat ja laulajat oleskelevat. Me emme laiminlyö Jumalamme temppeliä.” 
NEH.11.1	Kansan johtomiehet asettuivat asumaan Jerusalemiin, mutta muu kansa heitti arpaa saadakseen joka kymmenennen asettumaan Jerusalemiin, pyhään kaupunkiin, yhdeksän kymmenesosan jäädessä asumaan muihin kaupunkeihin. 
NEH.11.2	Kansa siunasi kaikkia niitä miehiä, jotka vapaaehtoisesti asettuivat asumaan Jerusalemiin. 
NEH.11.3	 Seuraavassa luetellaan ne Juudan maakunnan johtomiehet, joiden asuinpaikkana oli Jerusalem. Muissakin Juudan kaupungeissa asui israelilaisia, heidän joukossaan pappeja, leeviläisiä ja temppelipalvelijoita sekä Salomon palvelijoiden jälkeläisiä, kukin perintömaallaan omassa kaupungissaan. 
NEH.11.4	 Jerusalemissa asuivat nämä Juudan ja Benjaminin heimojen miehet: Juudan heimosta: Ataja, Ussian poika, jonka isoisä oli Sakarja. Tämän isä oli Amarja, tämän Sefatja ja tämän Mahalalel. He olivat Peretsin jälkeläisiä, 
NEH.11.5	ja Maaseja, joka oli Baarukin poika. Baaruk oli Kol-Hosen poika, tämä Hasajan, tämä Adajan, tämä Joojaribin ja tämä Sakarjan poika, Seelan jälkeläisiä. 
NEH.11.6	 Jerusalemissa asuvia Peretsin jälkeläisiä oli kaikkiaan neljäsataakuusikymmentäkahdeksan sotakuntoista miestä. 
NEH.11.7	 Benjaminin heimoa: Sallu, Mesullamin poika. Mesullam oli Jooedin poika, tämä Pedajan, tämä Koolajan, tämä Maasejan, tämä Iitielin ja tämä Jesajan poika. 
NEH.11.8	 Hänen lisäkseen olivat Gabbai ja Sallai, yhteensä yhdeksänsataakaksikymmentäkahdeksan. 
NEH.11.9	 Jooel, Sikrin poika, toimi heidän esimiehenään ja Juuda, Senuan poika, toisena kaupunginpäällikkönä. 
NEH.11.10	Pappeja: Jedaja, Joojaribin poika, Jaakin 
NEH.11.11	ja Seraja, Hilkian poika, Jumalan temppelin esimies. Hilkia oli Mesullamin poika, tämä Saadokin, tämä Merajotin ja tämä Ahitubin poika. 
NEH.11.12	 Lisäksi olivat heidän veljensä, jotka toimittivat palvelusta temppelissä, kahdeksansataakaksikymmentäkaksi miestä. Heitä olivat myös Adaja, Jerohamin poika. Jeroham oli Pelaljan poika, tämä Amsin, tämä Sakarjan, tämä Pashurin ja tämä Malkian poika, 
NEH.11.13	 ja heidän veljensä, jotka olivat perhekuntien päämiehiä, kaksisataaneljäkymmentäkaksi miestä. Lisäksi oli Amassai, Asarelin poika, tämä oli Ahsain poika, tämä Mesillemotin ja tämä Immerin poika, 
NEH.11.14	 sekä heidän veljensä, jotka olivat urheita sotureita, satakaksikymmentäkahdeksan miestä. Heidän päällikkönsä oli Sabdiel, Gedolimin poika. 
NEH.11.15	 Leeviläisiä: Semaja, Hassubin poika – tämä oli Asrikamin poika, tämä Hasabjan ja tämä Bunnin poika – 
NEH.11.16	sekä Sabbetai ja Joosabad, leeviläisten johtomiehet, jotka valvoivat Jumalan temppelin ulkopuolella tehtävää työtä, 
NEH.11.17	 lisäksi Mattanja, Miikan poika, joka rukoiltaessa aloitti kiitoksen – tämä oli Sabdin poika ja tämä Aasafin, ylistyksen johtajan, poika – sekä Bakbukja, Mattanjan nuorempi veli, ja Abda, Sammuan poika – tämä oli Gaalalin poika ja tämä Jedutunin poika. 
NEH.11.18	 Leeviläisiä oli pyhässä kaupungissa yhteensä kaksisataakahdeksankymmentäneljä. 
NEH.11.19	 Portinvartijoita olivat Akkub, Talmon ja heidän veljensä, yhteensä sataseitsemänkymmentäkaksi. He vartioivat portteja. 
NEH.11.20	 Muut israelilaiset ja papit ja leeviläiset asuivat Juudan muissa kaupungeissa, kukin perintömaallaan. 
NEH.11.21	 Temppelipalvelijat asuivat Oofelissa. Siiha ja Gispa valvoivat temppelipalvelijoita. 
NEH.11.22	 Leeviläisten esimiehenä Jerusalemissa Jumalan temppelin palvelutehtävissä oli Ussi, Baanin poika. Tämä oli Hasabjan poika, tämä Mattanjan ja tämä Miikan poika, Aasafin jälkeläisiä, laulajia. 
NEH.11.23	 Oli olemassa laulajia koskeva kuninkaan käsky, jonka mukaan heille annettiin heidän jokapäiväinen toimeentulonsa. 
NEH.11.24	 Petahja, Mesesavelin poika, Juudan pojan Serahin jälkeläisiä, toimi kuninkaan asettamana edusmiehenä kaikissa kansaa koskevissa asioissa. 
NEH.11.25	Juudan heimon miehiä asui myös seuraavissa kylissä, jotka olivat heidän omien peltomaidensa ympäröimiä: Kirjat-Arbassa ja sen ympärillä olevissa kylissä, Diibonissa ja sen ympärillä olevissa kylissä, Jekavseelissa ja siihen kuuluvissa kylissä 
NEH.11.26	 sekä Jeesuassa, Mooladassa, Beet-Peletissä, 
NEH.11.27	 Hasar-Suualissa, Beersebassa ja sen ympärillä olevissa kylissä, 
NEH.11.28	 Siklagissa, Mekonassa ja sen ympärillä olevissa kylissä, 
NEH.11.29	 Een-Rimmonissa, Sorassa, Jarmutissa, 
NEH.11.30	 Saanoahissa, Adullamissa ja niihin kuuluvissa kylissä, Laakiksessa ja sen alueilla, Asekassa ja sen ympärillä olevissa kylissä. Heitä asui Beersebasta aina Hinnominlaaksoon asti. 
NEH.11.31	 Benjaminin heimon miehiä asui Gebassa, Mikmasissa, Aijassa, Beetelissä ja sen ympärillä olevissa kylissä, 
NEH.11.32	 Anatotissa, Noobissa, Ananjassa, 
NEH.11.33	 Haasorissa, Raamassa, Gittaimissa, 
NEH.11.34	 Haadidissa, Seboimissa, Neballatissa, 
NEH.11.35	 Loodissa, Oonossa ja Gee-Harasimissa. 
NEH.11.36	Eräitä leeviläisten osastoja siirtyi Juudan alueelta Benjaminin alueelle. 
NEH.12.1	Seuraavassa luetellaan ne papit ja leeviläiset, jotka olivat tulleet pakkosiirtolaisuudesta Serubbaabelin, Sealtielin pojan, ja ylipappi Jeesuan kanssa: Seraja, Jeremia, Esra, 
NEH.12.2	Amarja, Malluk, Hattus, 
NEH.12.3	 Sekanja, Rehum, Meremot, 
NEH.12.4	 Iddo, Ginnetoi, Abia, 
NEH.12.5	 Miijamin, Maadja, Bilga, 
NEH.12.6	 Semaja, Joojarib, Jedaja, 
NEH.12.7	 Sallu, Aamok, Hilkia ja Jedaja. Nämä olivat pappien ja heidän veljiensä päämiehiä Jeesuan aikana. 
NEH.12.8	 Leeviläisiä olivat Jeesua, Binnui, Kadmiel, Seerebja, Juuda ja Mattanja. He johtivat yhdessä veljiensä kanssa kiitoslaulua. 
NEH.12.9	Heidän veljensä Bakbukja ja Unni hoitivat tehtäviä heidän rinnallaan. 
NEH.12.10	Jeesualle syntyi Joojakim, Joojakimille Eljasib, Eljasibille Joojada, 
NEH.12.11	 Joojadalle Joonatan ja Joonatanille Jaddua. 
NEH.12.12	 Seuraavat papit olivat Joojakimin aikana sukujensa päämiehiä: Meraja oli Serajan suvun päämies, Hananja Jeremian, 
NEH.12.13	 Mesullam Esran, Joohanan Amarjan, 
NEH.12.14	 Joonatan Mallukin, Joosef Sebanjan, 
NEH.12.15	 Adna Haarimin, Helkai Merajotin, 
NEH.12.16	 Sakarja Iddon, Mesullam Ginnetonin, 
NEH.12.17	Sikri Abian, Piltai Minjaminin ja Mooadjan, 
NEH.12.18	 Sammua Bilgan, Joonatan Semajan, 
NEH.12.19	 Mattenai Joojaribin, Ussi Jedajan, 
NEH.12.20	 Kallai Sallain, Eeber Aamokin, 
