MAT.1.1	Иисус Христостың ӧбекелері: Ол Давидтің паза Авраамның тӧлі полча. Аның ӧбекелері мындағлар: 
1JN.2.19	Олар пістің арабыстаң сыхханнар, че пістің киртінгенібіс чіли киртінмин, пісти полбааннар. Пісти полған ползалар, піснең хада халарҷыхтар. Че оларның пістең хыйа парыбысханы пісти нимес полчатханын кӧзітті. 
1JN.2.20	Худайның ах-арығ Оолғы, тізең, сірерге Худай Худын пиргеннеңер, сірер прай ниме пілчезер. 
1JN.2.21	Мин сірерге сын ӱгредігні пілбинчеткеннерің ӱчӱн паспаам. Сірер ол ӱгредігні пілчезер. Ол ӱгредігдең пір дее чой ниме сыхпазын даа пілчезер. 
1JN.2.22	Кемдір ол, чой? Иисусты Мессий Арачылағҷы полбинча тіпчеткен кізі нимес пе зе? Ол Худай Пабаа даа, Аның Оолғына даа киртінминчеткен антихрист полча. 
1JN.2.23	Худайның Оолғына киртінминчеткен кізі Пабазына даа киртінминче. Худайның Оолғына киртінчеткен кізі, тізең, Пабазына даа киртінче. 
1JN.2.24	Иисус Христосха киртініп пастаан тустох искен нимелер чӱрееңерде ползын. Ол тустох искен нимелер чӱрееңерде полза, сірер Оолғында даа, Пабада даа поларзар. 
1JN.2.25	Иисус Христос піске мӧгі чуртасты пирерге хынча нооза.
1JN.2.26	Мыны мин сірерні алаахтырарға итчеткен кізілердеңер пас пирдім. 
1JN.2.27	Иисус Христостаң пирілген Худай Худы сірерде полча, аннаңар сірерні ӱгредерге кирек чоғыл. Ол Хут сірерні прай нимее ӱгретче. Ол сын, Анда чой ниме чоғыл. Аннаңар сірер Ол ӱгреткен оңдайҷа чуртаңар
1JN.2.28	Аннаңар, палаларым, Иисус Христосха киртініңер. Андада Ол килзе, піс чалтанмаспыс паза Аның алнында уйатпин турарбыс. 
1JN.2.29	Сірер, Аның орта итчеткенін пілчетсер, орта итчеткен полған на кізінің Худайдаң тӧреенін дее пілерге кирексер.
1JN.3.1	Кӧріңер зе! Худай Пабабыс піске хайди хынча! Пісті Худай палалары тіп адапча. Піс сыннаң даа Аның палаларыбыс. Чир-чалбахха хынчатхан кізілер, Худайны пілбееннеңер, пісті дее пілбинчелер. 
1JN.3.2	Хынғаннарым! Сағам даа піс Худай палаларыбыс, че хайдағ пол парарбыс, ам даа пілдістіг нимес. Пілдістіг пол парза
1JN.3.3	Пу нимее ізенчеткен полған на кізі позы даа Иисус Христос осхас ах-арығ полып одырча.
1JN.3.4	Чазых итчеткен кізі Худайның чахиин сайбапча. Чазых Худайның чахиин сайбааны полча. 
1JN.3.5	Сірер пілчезер, Иисус Христос пістің чазыхтарыбысты позыдарға килген. Аның Позында пір дее чазых чоғыл. 
1JN.3.6	Иисус Христосха киртінчеткен кізі чазых иде чоғыл. Чазых итчеткен кізі, тізең, Аны кӧрбеен дее, піліп албаан даа.
1JN.3.7	Палаларым! Сірерні пірдеезі хаңыртпазын. Иисус Христос чіли орта итчеткен кізі позы даа орта кізі. 
1JN.3.8	Иң пурунғыдаң пеер сайтан чазых итче, аннаңар чазых итчеткен дее кізі сайтанның кізізі полча. Худай Оолғы сайтанның киректерін чох идерге килген. 
1JN.3.9	Худайдаң тӧреен полған на кізі, чӱреенде Худайлығ полып, чазых иде чоғыл. Худайдаң тӧрееннеңер ол чазых ит полбинча. 
1JN.3.10	Худайның палаларын паза сайтанның палаларын хайди пасхалидырлар? Орта итпинчеткен паза харындазына хынминчатхан кізі Худайдаң тӧрібеен.
