GEN.1.1	Mulimu a kala ku bupa lihalimu ni lifasi ni ze ku zona kaufela. 
EZR.8.1	Ki wo mukoloko wa litoho za mishiku ya ba ba ne ba isizwe kwa butanga mwa Babilona, mi ba kutela kwa Jerusalema ni Ezira, Aritazerisi ha n'a li mulena. Mabizo a bona ki a:
EZR.8.2	Gerishomi wa mushiku wa Finehasi,
EZR.8.2	Daniele wa mushiku wa Itamare,
EZR.8.3	Hatushi mwan'a Shekania wa mushiku wa Davida,
EZR.8.3	Zakaria wa mushiku wa Paroshi ni batu ba mushiku wa habo ba mwanda ka mashumi a ketalizoho mi ne ku na ni mikoloko ya lusika lwa bona,
EZR.8.4	Eliehoenai mwan'a Zerakia wa mushiku wa Pakati-Moabi ni batu ba mianda ye mibeli,
EZR.8.5	Shekania mwan'a Jahaziele wa mushiku wa Zatu ni batu ba mianda ye milalu,
EZR.8.6	Ebedi mwan'a Jonatani wa mushiku wa Adini ni batu ba mashumi a ketalizoho,
EZR.8.7	Jeshaya mwan'a Atalia wa mushiku wa Elami ni batu ba mashumi a supile,
EZR.8.8	Zebadia mwan'a Mikaele wa mushiku wa Shefatia ni batu ba mashumi a supile ka li li liñwi,
EZR.8.9	Obadia mwan'a Jehiele wa mushiku wa Joabi ni batu ba mianda ye mibeli ka lishumi ni ba supile ka a li muñwi,
EZR.8.10	Shelomiti mwan'a Josifia wa mushiku wa Bani ni batu ba mwanda ka mashumi a silezi,
EZR.8.11	Zakaria mwan'a Bebai wa mushiku wa Bebai ni batu ba mashumi a mabeli ka ba supile ni a li muñwi,
EZR.8.12	Johanani mwan'a Hakatana wa mushiku wa Azigadi ni batu ba mwanda ka lishumi,
EZR.8.13	Elifeleti ni Jeuele ni Shemaya ili ba mushiku wa Adonikami, ni batu ba mashumi a silezi, kono bao ba fita mwamulahonyana,
EZR.8.14	Utai ni Zabudi ba mushiku wa Bigivai ni batu ba mashumi a supile.
EZR.8.15	Na kopanyeza sitopa seo kwatuko a liabwa le li bubela kwa munzi wa Ahava, mi lwa tola mwateñi mazazi a malalu. Na fumana kuli mwa sitopa seo ne ku na ni baprisita, kono ne ku si na Malivi. 
EZR.8.16	Na lumelela baeteleli ba supile ka ba babeli, ili bo Eliezere, Ariele, Shemaya, Elinatani, Jaribi, Elinatani, Natani, Zakaria ni Meshulami, ni baluti ba babeli, ili bo Joyaribi ni Elinatani. 
EZR.8.17	Na ba lumela ku Ido, nduna wa silalo sa Kasifia, ku y'o mu bulelela, yena ni ba utwana ni bona ili babeleki ba mwa Tempele, kuli ba lu lumelele batu ba ba ka y'o sebeleza Mulimu mwa Tempele. 
EZR.8.18	Ka sishemo sa Mulimu, ba lu lumelela Sherebia, munna wa Mulivi ya ikonela, ili wa ba Mahali. A taha ni bana ni banyani ba hae, ili ba ba fita fa lishumi ka supile ni a li muñwi hamoho. 
EZR.8.19	Hape ba lu lumelela Hashabia ni Jeshaya ba Merari ni banabahabo bona ba mashumi a mabeli. 
EZR.8.20	Fahalimw'a bao, ne ku na ni babeleki ba mwa Tempele ba mianda ye mibeli ka mashumi a mabeli, ili baikulu ba batu ba ba ne ba beilwe ki Mulena Davida ni manduna ba hae ku swalisana ni Malivi. Kaufel'a bona ne ba ñozwi ka mabizo.
EZR.8.21	Honafo, kwatuko a Liabwa la Ahava na fa litaelo za ku itima lico ni ku ikokobeza fapil'a Mulimu wa luna, ni ku mu kupa ku lu etelela mwa musipili wa luna, ku lu babalela hamoho ni bana ba luna ni ze lu na ni zona kamukana. 
EZR.8.22	Ne ni ka be ni swabile hahulu ku kupa mulena sitopa sa balwani ba lipizi, sa ku lu sileleza kwa lila lifi kamba lifi mwa nzila, kakuli ne ni se ni mu bulelezi kuli Mulimu wa luna u tohonolofaza mutu ufi ni ufi ya mu sepa, mi u nyemela ni ku utwisa butuku ufi ni ufi ya mu fulalela. 
EZR.8.23	Cwale lwa itima lico mi lwa lapela kuli Mulimu a lu sileleze, mi a alaba litapelo za luna.
EZR.8.24	Kwa baprisita ba bahulu na keta Sherebia, Hashabia ni ba bañwi ba lishumi. 
EZR.8.25	Cwale na ba likanyeza silivela ni gauda fa sikala ni ku bala mikeke y'a n'a lu file mulena, baelezi ba hae, manduna ni batu ba Isilaele kuli li y'o sebeza kwa Tempele. Na li fa baprisita. 
EZR.8.26	Ni ba file likilo ze likiti ze mashumi a mabeli ka ze ketalizoho ni mianda i ketalizoho ka mashumi a malalu ni ze silezi za silivela, mikeke ye mwanda ya silivela ya bukiti bwa likilo ze mashumi a supile, ni likilo ze likiti ze ne ka mianda ye mine ni mashumi a mabeli ka ze ne ya gauda. 
EZR.8.27	Hape ni ba file mikeke ye mashumi a mabeli ya gauda ya bukiti bwa likilo ze supile ka i liñwi, ni mikeke ya kopa ya mibeli ye minde, ye n'e likana ni mikeke ya gauda kwa teko.
EZR.8.28	Na li ku bona, “Mina mu kenile fapil'a Muñ'a Bupilo, Mulimu wa bo ndat'a mina, hamohocwalo ni libyana za silivela ni za gauda, ili limpo ze mu mu file ka pilu ya mina kaufela. 
EZR.8.29	Mu li babalele ka tokomelo, mane mu y'o fita kwa Tempele. Kwateñi, ha mu li mwa mandu a baprisita, mu li likanye hape fa sikala, mi mu li fe baeteleli ba baprisita ni ba Malivi, ni kwa baeteleli ba sicaba sa Isilaele mwa Jerusalema.” 
EZR.8.30	Cwale baprisita ni Malivi ba nga silivela ni gauda ni libyana, mi ba li isa kwa Jerusalema mwa Tempele.
EZR.8.31	N'e li ka lizazi la bulishumi ka a mabeli mwa kweli ya pili ha lu zwa kwa Liabwa la Ahava ku ya kwa Jerusalema. Muñ'a Bupilo a ba ni luna, mi a lu sileleza kwa ku lwaniswa ki lila, ni kwa ku bandamenwa mwa nzila ha ne lu nze lu zamaya. 
EZR.8.32	Ha lu y'o fita kwa Jerusalema, lwa y'o pumula mazazi a malalu. 
EZR.8.33	Cwale ka la bune lwa ya kwa Tempele, lwa likanya silivela, gauda, ni libyana fa sikala, mi lwa li fitisa ku muprisita yo muhulu Meremoti, mwan'a Uria. Yena n'a inzi ni Eliazare mwan'a Finehasi ni Malivi ba babeli, bo Jozabadi mwan'a Jeshua ni Nodia mwan'a Binui. 
EZR.8.34	Lika kaufela za baliwa ni ku likanyiwa fa sikala, mi za ñolwa ka yona nako yeo.
EZR.8.35	Ba ba ne ba kutile kwa butanga kaufela ba nga limpo za ku y'o ezeza Mulimu wa Isilaele litabelo za ku cisa. Ba fitisa lipoho ze lishumi ka ze peli ka libizo la Isilaele kamukana, lipoho za lingu ze mashumi a supile ka a mabeli ni ze silezi, lingunyana ze mashumi a supile ka ze supile, ni lipuli ze lishumi ka ze peli za ku zwisa libi. Limunanu zeo kaufela za ciswa ili ku ezeza Muñ'a Bupilo litabelo. 
EZR.8.36	Hape ba nga liñolo le ne ba filwe ki mulena, mi ba li fa babusisi ba mulena ni manduna ba naha ye kwa wiko wa Nuka ya Yuferati, mi bona ba ba fa tuso ya bona kwa batu ni kwa neku la lisebelezo za mwa Tempele.
EZR.9.1	Zeo kaufela ha li se li felile, ba bañwi kwa baeteleli ba Isilaele ba t'o ni bulelela kuli batu, baprisita ni Malivi ha ba si ka ikauhanya ni batu ba ba pila mwa Kanana, Amoni, Moabi ni Egepita, kamba ku ketahana kwa mikwa ya Mahiti, Maperizi, Majebusi ni Maamori. Kutwi ne ba eza lika ze nyenyisa, ze swana ni ze ne ba eza batu bao. 
EZR.9.2	Banna ba Majuda ne ba nyala basali ba balicaba, mi ka mukwa wo, batu ba Mulimu ba ba kenile ne ba se ba silafalizwe. Mane lifosi ze tuna n'e li bona baeteleli ni manduna kasibili. 
EZR.9.3	Ha ni utwa cwalo na pazula liapalo za ka, na imbwetukela kabakala maswabi, na kumula milili ni mulelu wa ka, mi na inyongamena ni felezwi ki maata. 
EZR.9.4	Na ina hona fo ni nze ni swabile ku fitela nako ya sitabelo sa manzibwana ha si eziwa. Batu kiha ba t'o kubukana ku na, ili ba ba ne ba sabile kamukana kabakala s'a n'a bulezi Mulimu wa Isilaele bakeñisa libi za ba ba ne ba kutile kwa butanga.
EZR.9.5	Nako ya sitabelo sa manzibwana ha i se i fitile, na yema fo ne ni inzi, ni nze ni swabile, ni sa apezi liapalo za ka ze pazuhile, mi na kubama ku lapela, ni yemiselize mazoho a ka ku Muñ'a Bupilo, Mulimu wa ka. 
EZR.9.6	Na li, “Mulimu, ni swabile hahulu, mane ha ni koni ku nangukisa toho ya ka fapil'a hao. Libi za luna li bundami, mane li fitelela litoho za luna, mi li y'o fita kwahalimu. 
EZR.9.7	Ku zwa kwa mazazi a bo kukw'a luna ku t'o fita nako ye, luna, batu ba hao, lu fosize hahulu. Kabakala libi za luna, luna, malen'a luna, ni baprisita ba luna lu wezi mwa mazoho a malena ba balicaba, mi lu bulailwe, lwa uzwezwa, mi lwa ngiwa sina mapantiti, ni ku swabiswa hahulu sina mo lu sa inezi ni kacenu le. 
EZR.9.8	Cwale ka nako ye kuswani, Muñ'a Bupilo, Mulimu wa luna, u lu shemubile ka ku bandukisa ba bañwi ba ku luna, ku t'o pila ka buiketo mwa sibaka se, se si kenile. U lu bandukisize mwa butanga, mi u lu file bupilo bo bunca. 
EZR.9.9	Ne lu li batanga, kono ha u si ka lu tuhelela mwa butanga cwalo. U ezize kuli malena ba Peresia ba lu shemube ni ku lu lumelela ku funduka ni ku t'o ku yahela sinca Tempele ya hao ye n'e s'e sinyehile, ni ku t'o fumana buiketo kwanu mwa Juda ni Jerusalema.
EZR.9.10	“Kono cwale, Mulimu, se lu ka bulela ki sika mañi mwamulaho a lika ze ñata ze ezahlile ze? Lu hanile litaelo kamukana. 
EZR.9.11	N'o lu file zona ka batanga ba hao, bona bapolofita. Ne ba lu bulelezi kuli mwa naha mo lu ka y'o ina ki naha ye silafezi, kakuli batu ba ba yahile ku yona ba talize naha yeo ka likezo ze nyenyisa ze masila, ku zwa kwa makalelo, mane ku y'o fita kwa mafelelezo a yona. 
EZR.9.12	 Ba lu bulelezi kuli lu si ke lwa nyalana ni bona batu bao, mi lu si ke lwa lika ku ba tusa ka ku ba zwisezapili haiba lu bata ku ikola naha ni ku i siyela baikulu ba luna kuya kuile. 
EZR.9.13	Nihakulicwalo, mwamulaho a ze ezahalile ku luna ili ku lu utwisa butuku ka libi ni lifoso za luna, lwa ziba kuli wena, Mulimu wa luna, u lu utwisize butuku hanyinyani feela, ili butuku bo bu sa likani ni milatu ya luna, kakuli ki fo u sa lu pilisa. 
EZR.9.14	Cwalehe, lu ka tula cwañi milao ya hao hape ni ku nyalana ni batu ba ba maswe cwalo? Haiba lu ka eza cwalo, u ta nyema kuli mane u be u lu bulaye kaufel'a luna ku si na ni ya ka banduka. 
EZR.9.15	Oho Muñ'a Bupilo, Mulimu wa Isilaele, wena ha u na sobozi, mi kikabakaleo ha u lu pilisize. Lu itumelela milatu ya luna ku wena. Ha lu na tukelo ya ku taha fapil'a hao.”
EZR.10.1	Ezira ha n'a nz'a kubami, a lapela fapil'a Tempele, a lila ni ku inyaza ka libi ze, a t'o kubukanelwa ki sitopa se situna sa Maisilaele, ili sa banna, basali ni banana, ba ba lila ba tomohile. 
EZR.10.2	Cwale Shekania, mwan'a Jehiele wa mushiku wa Elami, a li ku yena, “Lu sinyize kutwano ya luna ni Mulimu ka ku nyala basali ba mishobo i sili, kono nihakulicwalo, ku sa na ni sepo bakeñisa Isilaele. 
EZR.10.3	Cwale lu swanezi ku itama ka mukwa o tiile ku Mulimu wa luna kuli lu ta leleka basali bao ni bana ba bona. Lu ta eza s'o ta lu eleza wena ni ba bañwi ba ba saba litaelo za Mulimu. Lu ta eza se si batwa ki Mulao wa Mulimu. 
EZR.10.4	Ki swanelo ya hao ya ku eza se siñwi. Luna lwa lumelelana ni wena. Kabakaleo zwelapili, mi u kondise.”
EZR.10.5	Cwale Ezira a kala ka baeteleli ba baprisita, ba Malivi, ni ba sicaba kamukana, ku itama kuli ba ta eza se ne si kakanyizwe ki Shekania. 
EZR.10.6	Kiha s'a zwa fapil'a Tempele ku ya mwa mandu mw'a n'a ina Johanani mwan'a Eliashibi. A y'o lobala mwateñi a nz'a liliswa ki ku sa sephala kwa ba ba ne ba zwa mwa butanga. H'a si ka ca kamba ku nwa se siñwi.
EZR.10.7	Kwa lumiwa liñusa mwa Jerusalema ni Juda kamukana kuli ba ba kutile kwa butanga kaufela ba t'o kopanela mwa Jerusalema. 
EZR.10.8	N'e li ka taelo ya babusi ni baeteleli ba sicaba. Haiba ku ka ba ni ya ka palelwa ku fita mwa mazazi a malalu, u ta amuhiwa liluwo la hae kamukana, mi h'a sa na ku balelwa mwa mushobo wa habo. 
EZR.10.9	Ku ona mazazi ao a malalu, ka lizazi la bumashumi a mabeli mwa kweli ya busupa ka ze peli, banna kamukana ba ba ne ba yahile mwa naha ya Juda ni ya Benjamine ba t'o kopana fa patelo ya Tempele mwa Jerusalema. Pula ne i nela hahulu, mi kabakala yona ni butuna bwa mukopano batu kaufela ne ba ngangama.
EZR.10.10	Muprisita Ezira a yema, mi a bulela ni bona, a li, “Ha mu si ka sepahala, mi mu tisize mulatu fahalimw'a Isilaele ka ku nyala basali ba mishobo i sili. 
EZR.10.11	Cwalehe, mu itumelele libi za mina ku Muñ'a Bupilo, Mulimu wa bo kukw'a mina, mi mu eze ze mu tabisa. Mu ikambuse ku balicaba ba ba yahile mwa naha ya luna, mi mu leleke basali ba mina ba mishobo i sili.”
EZR.10.12	Batu ba alaba ka ku huwa, ba li, “Lu ta eza s'o bulela kaufela.” 
EZR.10.13	Kono ba ekeza, ba li, “Kono batu ki ba bañata hahulu, mi hape pula i nela ka tata. Ha lu koni ku ina fa patelo cwana. Ye ha si nto ye ka eziwa ka lizazi li li liñwi kamba a mabeli feela, kakuli buñata bwa luna bu keni ku sona sibi seo. 
EZR.10.14	Manduna ba luna ba ine mwa Jerusalema, mi ba talime taba ye. Cwale mutu ufi ni ufi ya mwa minzi ya luna kaufela ya na ni musali wa mushobo u sili a tahe ka nako ye tomilwe, hamoho ni baeteleli ni baatuli ba munzi wa habo. Ka mukwa wo, buhali bwa Mulimu fa taba ye bu ta fela.” 
EZR.10.15	Ha ku na ya n'a hanile mulelo wo, haisi Jonatani mwan'a Azaele, ni Jahazeya mwan'a Tikiva, ba ba ne ba lumelezwi ki Meshulami ni Shabetai wa Mulivi.
EZR.10.16	Batu ba ba ne ba kutile ku zwa kwa butanga ba lumela mulelo wo. Cwale muprisita Ezira a keta batu mwahal'a litoho za mishiku, mi a ñola mabizo a bona. Ka lizazi la pili la kweli ye tatama ba kala ku batisisa taba yeo ya manyalo. 
EZR.10.17	Mwahal'a likweli ze talu ze tatama ba batisisa litaba kaufela za ba ba ne ba nyezi basali ba mishobo i sili.
EZR.10.18	Ki wo mukoloko wa mabizo a batu ba ba ne ba nyezi basali ba mishobo i sili.
EZR.10.18	Baprisita ba kolokiswa ka mishiku ya bona.
EZR.10.18	Mwa mushiku wa Jeshua ni banyani ba hae, bana ba Josadaki, n'e li Maaseya, Eliezere, Jaribi ni Gedalia. 
EZR.10.19	Ba sepisa ku leleka basali ba bona, mane ba tisa poho ya ngu ku eza sitabelo ka libi za bona.
EZR.10.20	Mwa mushiku wa Imeri n'e li Hanani ni Zebadia.
EZR.10.21	Mwa mushiku wa Harimi n'e li Maaseya, Elia, Shemaya, Jehiele ni Uzia.
EZR.10.22	Mwa mushiku wa Pashuri n'e li Elioenai, Maaseya, Ishimaele, Netanele, Jozabadi ni Elasa.
EZR.10.23	Jozabadi, Shimei, Kelaya ya n'a bizwa ka la Kelita, Petahia, Juda ni Eliezere.
EZR.10.24	Eliashibi.
EZR.10.24	Shalume, Telemi ni Uri.
EZR.10.25	Mwa mushiku wa Paroshi n'e li Ramia, Izia, Malikia, Mijamine, Eliazare, Malikia ni Benaya.
EZR.10.26	Mwa mushiku wa Elami n'e li Matania, Zakaria, Jehiele, Abidi, Jeremoti ni Elia.
EZR.10.27	Mwa mushiku wa Zatu n'e li Elioenai, Eliashibi, Matania, Jeremoti, Zabadi ni Aziza.
EZR.10.28	Mwa mushiku wa Bebai n'e li Jehohanani, Hanania, Zabai ni Atelai.
EZR.10.29	Mwa mushiku wa Bani n'e li Meshulami, Maluki, Adaya, Jashubi, Sheali ni Jeremoti.
EZR.10.30	Mwa mushiku wa Pakati-Moabi n'e li Adina, Kelali, Benaya, Maaseya, Matina, Bezalele, Binui ni Manase.
EZR.10.31	Mwa mushiku wa Harimi n'e li Eliezere, Ishiya, Malikia, Shemaya, Shimioni. 
EZR.10.32	Mi hape n'e li Benjamine, Maluki ni Shemaria.
EZR.10.33	Mwa mushiku wa Hashumi n'e li Matenai, Matata, Zabadi, Elifeleti, Jeremai, Manase ni Shimei.
EZR.10.34	Mwa mushiku wa Bani n'e li Maadai, Amirami ni Uele. 
EZR.10.35	N'e li Benaya, Bedeya ni Keluhi. 
EZR.10.36	Hape n'e li Vania, Meremoti ni Eliashibi. 
EZR.10.37	Mi n'e li Matania, Matenai ni Jaasu.
EZR.10.38	Mwa mushiku wa Binui n'e li Shimei. 
EZR.10.39	Hape n'e li Shelemia, Natani ni Adaya. 
EZR.10.40	N'e li Makinadebai, Shashai ni Sharai. 
EZR.10.41	Mi n'e li Azarele, Shelemia ni Shemaria. 
EZR.10.42	Mi hape n'e li Shalume, Amaria ni Josefa.
EZR.10.43	Mwa mushiku wa Nebo n'e li Jeiele, Matitia, Zabadi, Zebina, Ido, Joele ni Benaya.
EZR.10.44	Banna bao kamukana ne ba nyezi balicaba. Ba kauhana ni bona, mi ba ba kutiseza habobona, hamoho ni bana ba bona.
NEH.1.1	Ki ye taba ya Nehemia, mwan'a Hakalia.
NEH.1.1	Mwa kweli ya Kisileu, Aritazerisi ha n'a li mulena yo muhulu ka lilimo ze mashumi a mabeli, na, Nehemia, ne ni li mwa munzi o mutuna wa Shushani. 
NEH.1.2	Hanani, yo muñwi wa banyani ba ka, a t'o fita ni sitopa sa batu ba bañwi ba kwa Juda, mi na ba buza ka za Majuda ba ba ne ba il'o kuta kwa butanga, ni ka za munzi wa Jerusalema. 
NEH.1.3	Ba t'o ni bulelela kuli ba ba ne ba bandukile, mi ba kutezi mwa naha ya habo bona, ne ba li mwa butata bo butuna, ni kuli balicaba ba ba ne ba pila ni bona ne ba ba nyaziseza. Ba ni bulelela hape kuli mamota a Jerusalema n'a s'a wile cwalo, ni kuli likwalo ne li si ka lukiswa haisali li cela mulilo. 
NEH.1.4	Ha ni se ni utwa zeo, na ina fafasi, mi na lila.
NEH.1.4	Na lila mazazi a mañata ni sa ci. Na lapela ku Mulimu, na li, 
NEH.1.5	“Oho Muñ'a Bupilo, Mulimu wa lihalimu! U yo mutuna, mi lwa ku saba. Wa sepahala, mi u buluka bulikani bwa hao ni ba ba ku lata, mi ba eza z'o ba laela. 
NEH.1.6	U ni talime, Muñ'a Bupilo, mi u utwe tapelo ya ka, ha ni nze ni lapelela batanga ba hao musihali ni busihu, ili sona sicaba sa Isilaele. Na lumela kuli luna, sicaba sa Isilaele, lu fosize. Bo kukw'a ka, ni na, lu fosize. 
NEH.1.7	Lu ku foselize hahulu. Ha lu si ka eza z'o n'o laezi. Ha lu si ka mamela mulao o n'o lu file ka Mushe mutang'a hao. 
NEH.1.8	 Cwale, u hupule s'o n'o bulelezi Mushe, ha n'o ize, ‘Haiba mina sicaba sa Isilaele mu sa sepahali ku na, ni ta mi hasanyeza mwahal'a macaba a sili. 
NEH.1.9	 Kono ha mu kutela ku na, mi mwa eza ze ni mi laezi, ni ta mi kutiseza mwa sibaka se ne ni iketezi kuli mu ni lapelele ku sona, niha mu hasanyelizwe kwahule, mane ku y'o fita kwa mafelelezo a lifasi.’
NEH.1.10	“Mulena, ba ki batanga ba hao, ili batu ba hao luli. U ba lamulezi ka maata a hao a matuna. 
NEH.1.11	Cwale u utwe tapelo ya ka ni litapelo za batanga ba hao kamukana ba ba bata ku kuteka libizo la hao. U ni tuse kacenu. Na, ni y'o kupa mulena kuli a ni utwele butuku.”
NEH.2.1	Ka ona mazazi ao, ne ni tokomela za waine ye ne isiwanga kwa tafule ya mulena. Mwa kweli ya Nisani, Aritazerisi h'a nz'a li mulena ka lilimo ze mashumi a mabeli, zazi le liñwi ha n'a nz'a ca, na mu iseza waine. 
NEH.2.2	Ha li ku ba mutu, n'a si ka ni bona ni swabile. Kiha s'a ni buza, a li, “U swabisizwe kiñi? Ha u kuli, kono feela u swabile!”
NEH.2.2	Taba yeo ya ni komokisa. 
NEH.2.3	 Na alaba, na li, “U pile kuya kuile, Muñ'a ka! Ni ka tuhela cwañi ku swaba kanti munzi mo ku bulukilwe bo kuku u s'o li matota, mi likwalo za ona li cisizwe ki mulilo?”
NEH.2.4	Mulena a buza, a li, “Cwale s'o bata ki sika mañi?”
NEH.2.4	Ni lapezi ku Mulimu wa lihalimu. 
NEH.2.5	Kiha ni bulelela mulena, na li, “Haiba ni tabisa muñ'a ka, mi a lata ku amuhela kupo ya ka, a ni lumelele ku ya kwa naha ya Juda, mwa munzi mo ku bulukilwe bo kuku, kuli ni y'o u zusa.”
NEH.2.6	Mulena, a nz'a inzi ni mufumahali kwatukw'a hae, a ni buza nako ye ni ka y'o ina kwateñi, ni fo ni ta y'o kutela. Na mu bulelela, mi a lumela kupo ya ka.
NEH.2.7	Hape na kupa mulena kuli a ni fe mañolo a ya kwa babusisi ba ba zamaisa naha ye kwa wiko wa Nuka ya Yuferati, ku ba bulelela kuli ni lumelelwe ku fita mwa naha ya bona ku ya kwa Juda. 
NEH.2.8	Na kupa ni liñolo le li ya ku Asafi, mubabaleli wa mishitu ya bulena, ku mu bulelela kuli a ni fe likota za likwalo za ndu ya balibeleli ba Tempele, za mamota a munzi, ni za ndu mo ni ka ina. Mulena a ni fa ze ne ni kupile kamukana kakuli Mulimu n'a inzi ni na.
NEH.2.9	Mulena a luma bazamaisi ba bañwi ba ndwa ni ba ba pahami lipizi ku ya ni na, mi na y'o fita kwa naha ye kwa wiko wa Yuferati. Kwateñi, na y'o fa babusisi mañolo a mulena. 
NEH.2.10	Kono Sanibalati wa mwa munzi wa Beti-Horoni ni Tobia nduna wa Muamoni, ba utwa kuli ku na ni mutu ya tile ku t'o tusa batu ba Isilaele, mi ba filikana hahulu.
NEH.2.11	Na ya kwa Jerusalema, mi na y'o ina kwateñi mazazi a malalu. 
NEH.2.12	Ne ni si ka bulelela batu s'a n'a beile Mulimu mwa pilu ya ka kuli ni si ezeze Jerusalema. Cwale malungasiku na zuha, mi na ya ni ba bañwi ku be ne ni tile ni bona. Simunanu se ne lu ngile n'e li feela mbongolo ye ne ni pahami. 
NEH.2.13	Ne sa li busihu ha ni zwa mwa hae ka Munyako wa Musindi, o kwa neku la wiko, mi na liba kwa mboela ku fitelela Liwelu-welu la Sitatu, ku ya kwa Munyako wa Siloko. Ha ne ni nze ni zamaya cwalo, ne ni tatuba mamota a munzi a n'a wile, ni likwalo ze n'e cisizwe ki mulilo. 
NEH.2.14	Cwale na liba kwa mutulo, mi na ya kwa Munyako wa Liwelu-welu ni kwa Kasa ka Mulena. Mbongolo ye ne ni pahami ya tokwa ko i fita kabakala makwese. 
NEH.2.15	Cwale busihu na ya kwa musindi, mi na zamaya ni pahami, ni nze ni tatuba limota. Kiha ni kuta ka nzila ye ne ni tile ka yona, mi na kena mwa hae ka Munyako wa Musindi.
NEH.2.16	Kwa manduna ba sibaka seo, ne ku si na ya n'a zibile ko ne ni ile, kamba se ne ni ezize. Ni ka yona nako yeo ne ni si ka bulela se siñwi kwa Majuda, baprisita, baeteleli, manduna, kamba ku mutu ufi ni ufi ya na ka ni swalisa kwa musebezi wo. 
NEH.2.17	Kono cwale na li ku bona, “Mwa bona butata bo lu li ku bona, kakuli Jerusalema s'e li matota, mi minyako ya ona i sinyehile. A lu zuseñi mamota a munzi kuli lu feze maswabi a luna.” 
NEH.2.18	Mi na ba zibisa mw'a n'a ni ezelize Mulimu, ni ku ni tusa, ni z'a n'a ni bulelezi mulena.
NEH.2.18	Ba lumela, ba li, “A lu kaleñi ku yaha!” Mi ba itukiseza ku kala musebezi.
NEH.2.19	Kono Sanibalati, Tobia, ni Muarabia ya n'a bizwa Geshema, ha ba utwa se ne lu eza, ba lu seha ni ku lu sheununa. Ba li, “Mu hupula kuli mu ezañi? Mu bata ku fetuhela mulena, nji?”
NEH.2.20	Na alaba, na li, “Mulimu wa lihalimu u ta lu kondiseza. Lu batanga ba hae, mi lwa kala ku yaha. Kono mina, ha mu na lizoho kwateñi, kamba tukelo ifi kamba ifi mo mwa Jerusalema!”
NEH.3.1	Limota la munzi la yahiwa ka mukwa wo. Muprisita yo muhulu Eliashibi ni baprisita ba bañwi ba yaha munyako o bizwa Munyako wa Lingu, ba u kakula, mi ba beya likwalo mwa libaka za zona. Ba yaha limota ku be ku y'o fita fa Tawa ya Mwanda ni kwa Tawa ya Hananele.
NEH.3.2	Batu ba Jeriko ba yaha sibaka se si tatama.
NEH.3.2	Zakuri mwan'a Imiri, yena a yaha sibaka se siñwi se si tatama.
NEH.3.3	Ba mushiku wa Hasenaa, bona ba yaha munyako o bizwa Munyako wa Litapi. Ba beya likota za munyako ni likwalo mwa libaka za zona, mi ba beya lipakiso ni mikwalelo ya ku kwalisa kwa munyako.
NEH.3.4	Meremoti, mwan'a Uria ni muikulu wa Hakoza, a yaha sibaka se si tatama.
NEH.3.4	Meshulami, mwan'a Berekia ni muikulu wa Meshezabele, yena a yaha se si tatama seo.
NEH.3.4	Haili Zadoki, mwan'a Baana, yena a yaha se si tatama.
NEH.3.5	Batu ba mwa munzi wa Tekoa ba yaha se si tatama. Kono batu ba munzi, ba ba zibahala, ba hana ku eza musebezi o ne ba filwe ki bazamaisi.
NEH.3.6	Joyada mwan'a Pasea, ni Meshulami mwan'a Besodeya, ba yaha Munyako wa Jeshana. Ba beya likota za munyako ni likwalo mwa libaka za zona ni lipakiso ni mikwalelo ya ku kwalisa kwa munyako.
NEH.3.7	Melatia wa kwa Gibioni, Jadoni wa kwa Merehoti, ni batu ba mwa minzi ya Gibioni ni Mizipa, ba yaha sibaka se si tatama, mane ku y'o fita kwa ndu ya mubusisi wa naha ye kwa wiko wa Nuka ya Yuferati.
