MAT.1.1	Kitabu cha mbuli ya Yesu Kilisito, ṅwana Dawidi, ṅwana Abulahamu: 
ACT.2.12	Woshe wazashentuka, wazaaγilwa, wazaγambilana kila muntu na ṅwiyae: Inu mbuli neihite kwa bontokela hi? 
ACT.2.13	Miya kuṅwe wazabela angwe: Watetengeziγwa ni mpombe!
ACT.2.14	Petelo azainuka haṅwe na waja weyae kumi na muṅwe, azainula kanwa chakwe, azawabilikila angwe: Inywi waγoshi wa Kiyuda na inywi nyoshe mweikala Yelusalemu, inu mbuli shuti mwitaile, mteγeleze mbuli zangu! 
ACT.2.15	Hambu awa nkawatengele, sa muvyofanyanya, hambu ivi lushe ni saa ntatu za makelo, 
ACT.2.16	miya aha habontoka viya vyalongwavyo ni mteγanyi Yoweli akiγamba: 
ACT.2.17	Kangwe ni Mulungu: Mishi ija ya shilikiza nezeniitiile wantu woshe mpeho yangu, wana wenyu wa kiγoshi na wa kivyele nezewabilikile mbuli za uteγanyi, wabwanga wa kwenyu nezewaone sozi, hata waγundu wa kwenyu nezewaloshiγwe vivyoho. 
ACT.2.18	Wabwanga wangu na wandele wangu ne ndiwo niitiile mpeho yangu mishi ija, ne ndiwo wabilikile mbuli za uteγanyi. 
ACT.2.19	Nezenigwishe vilozo mwe lwingu ulanga na vimaka uko shi, vye mpome, vye moto, vye moshi moshi. 
ACT.2.20	Zuwa jiγalamuke lwiza, ṅwezi uγalamuke mpome, kushizati kulawile uja mushi mkulu wa Zumbe weafiziγwa. 
ACT.2.21	Kangi aho kila, ndiye nezeakemele zina ja Zumbe, atahona. Inywi waγoshi wa Kiisilayeli, 
ACT.2.22	ivai izi mbuli: Yesu ywa Nazaleti azatailikana kwenyu, kuti aanduka kwa Mulungu, kwa viya vye nguvu na viya vilozo na viya vimaka, aγosholevyo, kangi ni Mulungu ṅwenye aviγosholeye naye he mesho yenyu, sa muvyotaila wenye. 
ACT.2.23	Uyu Mulungu azamfanyanyiza aho kale ndimayakwe na kumshengela mhaka kwaviya, avyotaila mbuli zoshe; kwa ivyoho muzamγuwa mkimwinkwa ni mikono ya wahambanyi, muzamkontela mwe muti, muzamkoma. 
ACT.2.24	Miya Mulungu azamfufula, akiusha milumilwe ya kifa, hambu nkavidahikane, yuja akitoziγwa ndicho. 
ACT.2.25	Hambu Dawidi azamfanyanya uyu akiγamba: Hoshe hoshe naiṅwolela Zumbe; akiγoloka kulume kwangu, senivuwe! 
ACT.2.26	Kwa inu mbuli moyo wangu waona nyemi, lulimi lwangu lwatowa zumo, hata ṅwili wangu waikala mpolele kwa mbuli ya kialilo changu. 
ACT.2.27	Hambu nkuasha mpeho zangu kuzimu, nkuleka, yuja uyemkundisha akibanika. 
ACT.2.28	Wanionyesha sila ya nkalamo, waniiγusha na nyemi ye he cheni chako. 
ACT.2.29	Inywi waγoshi, wanduγu wangu, lekai, nimiγambile na kulaviliza mbuli ya baba yetu Dawidi kuti: Yuja azafa, azazikwa, mbila yakwe i kunu kwetu mpaka unu mushi wa lelo. 
ACT.2.30	Miya kwa kuti ni mteγanyi, azataila, kuti Mulungu azamunka kilaγa na kukilisha akiγamba: Waja wavyelwewo ndiye nezekuoneke ndiye aikale mwe kiti chakwe. 
ACT.2.31	Akiviona aho kale azalonga ziya mbuli na kuteγanya ufufuki wa Kilisito kuti: Nkaashiγwa kuzimu, kuti: Ṅwili wakwe nkaubanika. 
ACT.2.32	Uyu Yesu Mulungu azamfufula, kangi ishwi toshe ti waona wa inu mbuli. 
ACT.2.33	Lushe akibinda kuinulwa na kulume kwa Mulungu, azashungulwa ni ishe, abontole uja msuhi wa mpeho mṅazi, ne ahoitila viya inywi muvyoona na muvyoiva. 
ACT.2.34	Hambu Dawidi nkakwezile na mwe lwingu, miya ṅwenye azalonga kuγamba: Zumbe azamlonga Zumbe ywangu: 
ACT.2.35	Ikala kulume kwangu, mpaka ndiho nezeniike wankulu wako shi he milundi yako! 
ACT.2.36	Lushe chengo kigima cha Isilayeli chitailishe kuti: Yuja Yesu, mumkonteleye mwe muti, ne Mulungu amγalusheye Zumbe na Kilisito.
ACT.2.37	Wakiviiva, vizaingila mwe myoyo yawe, wazamγamba Petelo na ziya ntuṅwa ntuhu: Waγoshi, wanduγu wetu, tiγoshole vivihi? 
ACT.2.38	Petelo azawati: Hitulai ntongonyezi zenyu! Kila ṅwenyu abatizwe mwe zina ja Yesu Kilisito, masa yenyu yaushiγwe, mdaheinkwa Mpeho mṅazi kwa mbazi du! 
ACT.2.39	Hambu uja msuhi wamitala inywi na wana wenyu na woshe we hale, ndiwo Zumbe, Mulungu ywetu, nezeaitange na kwakwe. 
ACT.2.40	Azawabilikila mbuli nyingi ntuhu, azawahimila kuγamba: Kundai kuvunilwa mwe inu mbali yeγangwa: Siyo! 
ACT.2.41	Waja wahokelewo mbuli yakwe wazabatizwa; wagezilwewo mwe bumbangwa uja mushi wazaγelemuka makulija matatu.
ACT.2.42	Wazakihima kufuziγwa ni ntuṅwa, wazaangilana na kubendwilana migate na kuvika. 
ACT.2.43	Woshe wazaingilwa ni woγa mwe myoyo yawe, hambu vimaka na vilozo vingi vizaγosholwa ni ntuṅwa. 
ACT.2.44	Miya woshe waandiilewo kutozesha wazaangilana haṅwe, kangi vyawe vyoshe wazaviγamba kuti: Ni vya bumbangwa. 
ACT.2.45	Kitende chawe na viya, wavyona navyo, wazavitaγa, wazavipangila woshe, kila muntu sa avyokakosa. 
ACT.2.46	Kwa kuti ne wai moyo muṅwe, nkawadizile kuunganana kila mushi mwe vikilongwa, hata kwe nyumba zawe wazabendwilana migate, 
ACT.2.47	wazaja nkande zawe na nyemi na myoyo yeṅala; ivyoho wazamtogola Mulungu, kangi wazakundwa ni wantu woshe. Zumbe azakuza jiya bumba akiingiza kila mushi wekunda kuvunilwa.
ACT.3.1	Petelo na Yohana wazakwela haṅwe mwe vikilongwa saa kenda, wantu wahokavikila. 
ACT.3.2	Kuna muntu ashidahaye kuγenda, vivyo avyelwevyo, aakaletiγwa akiikiγwa kila mushi he kifiγwe cha vikilongwa cheitangwa kitana, alombeze vya mbazi kwa waja weingila vikiloi. 
ACT.3.3	Uyu akimwona Petelo na Yohana, wakiunga kuingila mwe vikilongwa, azawahembeleza, wamunke cha mbazi. 
ACT.3.4	Miya Petelo haṅwe na Yohana 
ACT.3.5	wazamdulila angwe: Tiolele! Azawashungila, azaafiza, ndivyo wamunke. 
ACT.3.6	Miya Petelo azamuti: Feza na zahabu sina, miya nivyona navyo, navikunka: Mwe zina ja Yesu Kilisito ywa Nazaleti inuka, uhite! 
ACT.3.7	Azamtoza na mkono wakwe wa kulume, azamwinula. Viya du lushe milundi na nkungu zakwe zizatenda nguvu, azafikainuka, 
ACT.3.8	azaγoloka, azaγenda, azaingila haṅwe nawo mwe vikilongwa, azahita na kuvinavina na kumtogola Mulungu. 
ACT.3.9	Wantu woshe wazamwona, avyoγenda na kumtogola Mulungu, kangi wazamtaila, 
ACT.3.10	kuti ni yuja, ndiye akiikala he kifiγwe kitana cha vikilongwa, akilombeza vya mbazi, wazamakisha na kushentuka kwa viya, aγoshwelwevyo.
ACT.3.11	Yuja mkilema ahonyiγweye azamtongela Petelo na Yohana, ne wantu woshe wahowaγulukila na kwe ija halaza yeitangwa ya Salomo, hambu wazamakisha. 
ACT.3.12	Petelo akiwaona azawalonga waja wantu angwe: Waγoshi wa Kiisilayeli, nini mkimaka inu mbuli? Kangi nini mkitidulila, viya titeleka kwa nguvu yetu wenye ao kwa mivikile yetu, uyu akiγenda? 
ACT.3.13	Mulungu ywa Abulahamu na ywa Isaka na ywa Yakobo, Mulungu ywa wababa zetu azamgimbika ṅwanae Yesu; kweli inywi mzamwinkila, muzamtowa hulu kwa Pilato, yuja akikunda kumshungula. 
ACT.3.14	Miya inywi muzamhetela leba yuja mṅazi na mtanda, mzahembeleza, mwinkwe mkoma wantu. 
ACT.3.15	Zumbe ywa nkalamo muzamkoma; Mulungu azamfufula uyu kwa wafilewo, waona ni shwiyo. 
ACT.3.16	Kwa viya atozeshevyo zina jakwe, jiya zina jakwe jizamgela nguvu uyu, muyemwona, kangi muyemtaila; mitozesheze yakwe ainkiγweyo ndiye ne imunkileyo uyu unu ugima, muwoona nyoshe. 
ACT.3.17	Lushe wanduγu, nataila, kuti muviγoshole kwa kushetaila kwenyu, sa viyaho vya wazumbe wenyu. 
ACT.3.18	Mulungu azabontola viya, abilikilavyo aho kale na vyanwa vya wateγanyi woshe, kuti Kilisito ywakwe nezealumiziγwe. 
ACT.3.19	Lushe hitulai ntongonyezi zenyu, kangi hitukai, uhuza wenyu uushiγwe, kangwe mishi idahekinta, wantu wahohemela he cheni cha Zumbe! 
ACT.3.20	Ne ndiho nezeamtumile Yesu Kilisito, muyemuliγanyiziγwa kale. 
ACT.3.21	Uyu vyamtala kunaγuwa uzumbe wa lwingu mpaka mishi ija, vintu vyoshe vihozauya kwe chandusho chawe, sa Mulungu alongilevyo kale hoshe na vyanwa vya wateγanyi wakwe waṅazi. 
ACT.3.22	Mose azalonga kuγamba: Zumbe Mulungu nezeamifufwile mwe wanduγu wenyu mubilikizi mweinga sa imi; ne ndiye nezemumwive mbulizoshe, ndizo amilonge. 
ACT.3.23	Miya kila muntu, ndiyc ashemwive yuja mubilikizi, atakoṅwa, auke mwe mbalingwa. 
ACT.3.24	Wateγanyi woshe, kuandiila kwa Samweli na waja woshe we nyuma walongilewo, wazabilikila mbuli za mishi imi. 
ACT.3.25	Inywi mu wauangwa wa waja wateγanyi na wa chiya kilaγa, Mulungu aikilecho na wababa zenyu akimγamba Abulahamu: Mwe mbeleko yako mbali zoshe za shi nezeziṅazwe mesho. 
ACT.3.26	Bosi ni nywiyo, Mulungu afufwilewo ṅwanae, azamtuma, amiṅaze mesho, kangwe kila muntu ahiluke, akileka mbuli zakwe mbada.
ACT.4.1	Waja wakilonga na wantu, wavikizi na mγolokezi ywa vikilongwa na Masadukeyo wazalawila. 
ACT.4.2	Hambu wazaihilwa, kuti waja wafuza wantu na kuwabilikila ufufuki wa wafilewo kwa viya, Yesu afufukevyo. 
ACT.4.3	Wazawagwila na mikono yawe, wazawagela mwe chumba mpaka mhitu wa uja mushi, hambu ne kwishwele. 
ACT.4.4	Miya wangi waivilewo ija mbuli wazatozesha, waγoshi du wazaγelemuka makulija mashano.
ACT.4.5	Kukicha wazumbe wawe na watawa na watabaluwangwa wazaunganana Yelusalemu. 
ACT.4.6	Hata wavikizi wakulu wa haho, wakina Ana na Kayafa na Yohana na Alekisando na waja woshe weanduka mwe mbali ya wavikizi wakulu. 
ACT.4.7	Wazawaγolosha gati, wazawauza: Viya muviγoshole kwa nguvu ya ndai ao mwe zina ja ndai? 
ACT.4.8	Ne Petelo ahogisa mpeho ṅazi, azawati: Inywi wazumbe wa mbalingwa na inywi waγolokezi! 
ACT.4.9	Ati ishwi lelo talahiγwa, kwa kuti muntu mnyonge azazifiγwa, mkitiuza: Uyu ahonyiγwe ni nguvu ya ndai?, 
ACT.4.10	tailai inywi nyosheni haṅwe na mbali ngima ya Isilayeli kuti: Viγosholwe mwe zina ja Yesu Kilisito ywa Nazaleti, mumkonteleye mwe muti, Mulungu amwinuleye kwa wafilewo! Kwa nguvu yakwe uyu aγoloka aha, muliho, ai mgima. 
ACT.4.11	Yuja ni jiya iwe jibezilwejo ni inywi wazengo, miya vikibinda jizaγaluka iwe ja heta. 
ACT.4.12	Kuluhu akakuoneka uvunizi, kangi ishwi wantu kunu shi nkatiinkiγwe zina tuhu, ndijo tihonywiγwe najo.
ACT.4.13	Wakiteγeleza ija milongele ya Petelo na ya Yohana, ivyona nyemi, kangi wakifanyanya kuti: Waja so mafundi ya ugondengwa, kangi so wavikizi, wazamaka, wazataila, kuti wana Yesu. 
ACT.4.14	Kangi wakimwolela yuja muntu ahonyiγweye, akiγoloka haṅwe nawo, nkawaene vya landula. 
ACT.4.15	Wazawalaγiliza, wamlawe muja mwe lahilo ja masa, 
ACT.4.16	wazatambikilana inu mbuli angwe: Awa wantu tiwatende zeze? Hambu kilozo chetailikana chizaγosholwa ndiwo, chizalawila woshe weikala Yelusalemu, hata ishwi nkatidaha kukela nkani. 
ACT.4.17	Miya kangwe inu mbuli isheisiize kugisa wantu woshe, tiwavaile, washezamubilikila muntu iji zina vituhu. 
ACT.4.18	Wazawaitanga, wazawashunda, kangwe washezalonga hata na kubilikila mwe zina ja Yesu.
ACT.4.19	Miya Petelo na Yohana wazawalandulaangwe: Fanyanyai wenye, ati kwa Mulungu ni utanda kumiitika kumzinka Mulungu! 
ACT.4.20	Nkatidaha kuleka kulonga viya, tienevyo, kangi tiivilevyo. 
ACT.4.21	Miya waja wazawavaila, wakibinda wazawashungula, hambu nkawaene mbuli ya kuwalaha kwa mbuli ya wantu, hambu woshe wazamtogola Mulungu kwa viya viγosholwevyo. 
ACT.4.22	Hambu yuja muntu aγoshwelweye chiya kilozo cha kuhonyiγwa aibindile mavuli milongo mine.
ACT.4.23	Wakibinda kushungulwa wazahita kwa weyae wawe, wazawatamwila vyoshe, wavikizi wakulu na waγolokezi wawaγambilevyo. 
ACT.4.24	Waja wakiviiva, woshe wazainula vyanwa kiṅwe, wazamvika Mulungu angwe: Zumbe, iwe uzaγoshola lwingu na shi na bahali na vyoshe vye mumo. 
ACT.4.25	Uzaleka, mpeho ṅazi ilonge na kanwa cha baba ywetu, ṅwanao Dawidi, kuγamba: Nini wamzimu wakitula vuzo? Nini mbali za wantu zikipikapika bule? 
ACT.4.26	Wazumbe wa kunu shi waikazanya njama, wafuṅwa wakatozanya myoyo kwa mbuli ya Zumbe na ya Kilisito ywakwe. 
ACT.4.27	Hambu wazaunganana kweli mwe unu muzi kwa mbuli ya ṅwanawo mṅazi Yesu, ugimbikeye; Helode na Pontiyo Pilato, wamzimu na wa mbali ya Isilayeli wazaivana, 
ACT.4.28	waγoshole viya vyoshe, mkono wako na ntongonyezi zako ziteγanyevyo aho kale kuti: Nezevibontoke. 
ACT.4.29	Lushe Zumbe, olela ija mivailile yawe, uwafe wapuna wako mbazi, walonge mbuli zako na nyemi zoshe na kushetendwa ni shoni hata! 
ACT.4.30	Kusula mkono wako vivyoho, wantu wakahonyiγwe, kuγosholwe ntangilo na vimaka kwa nguvu ya zina ja ṅwanawo mṅazi Yesu! 
ACT.4.31	Wakivika ivyoho, haja hantu waungananeho hazavuwanika, wosheni wazagisa Mpeho mṅazi, wazalonga mbuli ya Mulungu na nyemi.
ACT.4.32	Jiya bumba joshe ja waja wetozesha jizatenda moyo muṅwe na mpeho ṅwenga; nkakuna hata muṅwe mweγamba viya, avyona navyo, kuti ni vyakwe ṅwenye, miya vyashe ne vii vya bumbangwa. 
ACT.4.33	Ntuṅwa zizalonga na nguvu nyingi uwona wa ufufuki wa Zumbe Yesu, kangi waja woshe wazagisa mbazi nkulu. 
ACT.4.34	Kangi nkakuna wakiwa kwawe, hambu woshe, ndiwo waina maγisa na nyumba, wazavitaγa, wazaleta ija mali, waeneyo na viya vitaγiγwevyo, wazaiika shi he milundi ya ntuṅwa; 
ACT.4.35	kila azapangilwa, sa avyokosa. 
ACT.4.36	Kuna Mulewi, mbali yakwe ianduka mwe shi ya Kipulo, ndiye Yosefu, aitangwa ni ntuṅwa Balinaba, ni kuγamba: Ṅwamhembulizo. 
ACT.4.37	Uyu ne aina γisa, azajitaγa azaleta ziya shilingi, aonelezo, azaziika shi he milundi ya ntuṅwa.
ACT.5.1	Kuna mγoshi mweitangwa Ananiya, ana muke ndiye Safila. 
ACT.5.2	Yohena azataγa jakwe γisa; miya ziya shilingi, aonelezo, azafisha kuṅwe, hata muke aitaile, azaiγala kafungu du, azakaika shi he milundi ya ntuṅwa. 
ACT.5.3	Petelo azamuti: Ananiya, nini Satani akigisa moyo wako, umhenyeze Mpeho mṅazi na kufisha shilingi kuṅwe, uonelezo na γisa jako? 
ACT.5.4	Nkudahile kujitoza? Hambu ne jii jako; hata jiibindile kutaγwa, ṅwenye uzadaha kukifanyanyiza, ndivyo uγoshole najo. Nini ukifanyanya mbuli yeinga aho mwe moyo wako? Nkumhenyeze muntu, miya umhenyeze Mulungu. 
ACT.5.5	Ananiya akiiva izi mbuli, azakina na shi, azadwika moyo. Woγa ukulu uzaingila woshe waviivilewo. 
ACT.5.6	Wabwanga wazainuka wazamwinula, wazamlavya, wazamzika. 
ACT.5.7	Saa ntatu zikizinka, muke yohena azaingila, miya nkataile viya viγosholekevyo. 
ACT.5.8	Petelo azamγamba: Niγambila, ati γisa jenyu mujitaγile ivyoho? Angwe, Ehe, ne titaγilevyo. 
ACT.5.9	Petelo azamuti: Nini mkiivana kuγeza mpeho ya Zumbe? Olela, milundi ya waja wamzikilewo mulumewo izabula haja he kifiγwe, newakulavye nawe! 
ACT.5.10	Viya du lushe azakina he milundi yakwe, azadwika moyo; waja wabwanga wakiingila, wazamwona, kuti ni kimba, wazamlavya, wazamzika haja ha mulume. 
ACT.5.11	Woγa ukulu uzaingila bumba gima na woshe waivilewo izi mbuli.
ACT.5.12	Ntangilo na vilozo vingi vizaγosholwa ni mikono ya ntuṅwa kwa wantu. Woshe wazaangilana haja he balaza ya Salomo na kutenda moyo muṅwe. 
ACT.5.13	Miya waja watuhu nkakuna agumbileye moyo na kuwatongela, hambu wantu woshe wazawatogola vikulu. 
ACT.5.14	Miya wemtozesha Zumbe wazaingila vivyoho, ni bumba kulu ja waγoshi na ja wavyele. 
ACT.5.15	Hata watamu wawe wazawalavya na se, wazawaika mwe sazi na mwe nkingo, kangwe Petelo akizinka, kizuli chakwe du chiwabwile kuṅwe. 
ACT.5.16	Hata wantu wangi wa mizi tanga ya Yelusalemu wazaunganana na kuleta watamu na waja welumiziγwa ni mpepo ze usaba, awa wosheni wazahonyiγwa.
ACT.5.17	Miya mvikizi mkulu azalawila na woshe, awona nawo, ne bumba ja Masadukeyo, woshe wana wizu ungi muno. 
ACT.5.18	Wazagwila ntuṅwa na mikono yawe, wazawagela mwe chumba cha wantu woshe. 
ACT.5.19	Miya mlau ywa Zumbe azazuγula nyuvi za chiya chumba na kilo, azawalavya, azawati: 
ACT.5.20	Hitai, mγoloke mwe vikilongwa, mubilikile mbalingwa mbuli zoshe za inu nkalamo! 
ACT.5.21	Wazaiva, wazahita mwe vikilongwa na maziyeziye, wazabilikila. Mvikizi mkulu akiiza na bumba jakwe, azaitanga wafuṅwa wakulu nawanduγu woshe wa wana Isilayeli, azatuma na kwe chumba, waja waletiγwe. 
ACT.5.22	Wafunguwo wawe wakibula nkawawaene mwe chumba; wazauya, 
ACT.5.23	wazalonga angwe: Tizaona, chumba chiizuγalwe na utanda woshe, kangi waluγojo waiγoloke kwe vifiγwe, miya tikizuγula muja ndai, nkatiene muntu. 
ACT.5.24	Mγolokezi ywa vikilongwa na wavikizi wakulu wakiiva izi mbuli, wazaaγilwa; nkawataile inu mbuli, ndivyo ibontoke. 
ACT.5.25	Miya kuzaiza muntu, azawaγambila kuti: Waja waγoshi, mugezilewo mwe chumba, wa muja mwe vikilongwa waiγoloke, wafuza mbalingwa. 
ACT.5.26	Lushe mγolokezi azahita na wafunguwo wakwe, azawaleta, miya so kwa nguvu, hambu wazaogoha wantu, washekoṅwe ndiwo na kuhomelwa mawe. Wakiwaleta wazawaika mwe kitala. 
ACT.5.27	Mvikizi mkulu azawauza angwe: 
ACT.5.28	Tizamilaγiliza uwo mulomo wa kuγamba: Mshezabilikila mbuli za iji zina! Kangi shivyo, muzi wa Yelusalemu uzagisa ubilikizi wenyu, mwakunda kutigela masa ya uyu muntu! 
ACT.5.29	Petelo na ntuṅwa weyae wazalandula, angwe: Shuti timwitibe Mulungu kuzinka wantu! 
ACT.5.30	Mulungu ywa watate zeshu azamfufula Yesu, inywi mumkomileye na kumholeza mwe muti. 
ACT.5.31	Uyu Mulungu azamgimbika, aγaluke zumbe na mhonya, ainke Waisilayeli luvotekele, waushiliziγwe mahuza. 
ACT.5.32	Kangi ishwi ti waona wa izi mbuli, hala Mpeho mṅazi, Mulungu ayoinka waja wemwitika. 
ACT.5.33	Wakiviiva wazaihilishiγwa, wazakunda kuwakoma. 
ACT.5.34	Miya kuja kitala kuzainuka Faliseyo mweitangwa Gamaliyeli, ni mfuzi ywa mulomongwa mwegimbikwa ni wantu woshe, azalaγiliza waja wantu, wanelaviγwa hadodo. 
ACT.5.35	Vikibinda azalonga weyae angwe: Waγoshi wa Kiisilayeli inywi, kiγojei kwa mbuli ya awa wantu, ndivyo mγoshole! 
ACT.5.36	Hambu mishi izinkileyo Toida azalawila, azakifanyanyiza ṅwenye, kuti ndiye, azatongelwa ni wantu weγelemuka hata magana mane; uyu azakoṅwa, ne waja woshe, ndiwo wakimwitika, wahoasakana, wazahakibanikila. 
ACT.5.37	Vikibinda kuzalawila Yuda ywa Galileya mishi ija, wantu wakigondwa kodi, uyu azabahula wantu wangi, wamtongele; yohena azabanika, kangi woshe, ndiwo wakimwitika, wazaasakana. 
ACT.5.38	Lushe namiti: Mbuli ya awa wantu ilekei, muwashungule! Ati ntongonyezi zawe na ndima zawe zianduka kwa wantu, nezichakuke. 
ACT.5.39	Miya ati zianduka kwa Mulungu, nkemdahe kuzichakula, kangwe mshezabunkuka kuti: Mwamwomanya Mulungu. Wazamwitikila.
ACT.5.40	Wazaitanga ziva ntuṅwa, wazawatowa na kuwalaγiliza, washezabilikila zina ja Yesu, vikibinda wazawashungula. 
ACT.5.41	Waja wakilawa mwe kitala wazahita na nyemi, kwa kuti wazakundiziγwa kuγoshwelwa vibada kwa mbuli ya zinangwa. 
ACT.5.42	Uja mushi mgima nkawadizile kufuza na kubilikila ulau wa nyemi wa Kilisito Yesu kuja vikiloi na kuja kaya.
ACT.6.1	Mishi ija wahina wakiγenela, Wagiliki wazaṅuna Waebuleyo, kwa kuti wavyele wawe wafilwewo ni waγoshi nkawaolelwa vyedi na kupangilwa kila mushi vyewatala. 
ACT.6.2	Waja kumi na waili wazaitanga bumba joshe ja wahina, wazawati: Nkavitama, ishwi tikiasha ndima ya mbulingwa ya Mulungu, tikitumikila he ndala. 
ACT.6.3	Wanduγu, olelai waγoshi wa kwenyu mfungate wetailikana, kuti waigisize mpehongwa na viyuγo, tiwagimbike, wamanye viya vyemiagiza! 
ACT.6.4	Ishwi tibashe ndima ya kuvika na kutumikila mbulingwa! 
ACT.6.5	Inu mbuli izawatamila woshe, wazamshaγula Sitefano, ni muntu mweisiiza kutozesha, agisizeye mpeho ṅazi, na Filipo na Pulokolo na Nikanolo na Timoni na Palimena na Nikolawo aangileye na Wayuda uko Antiyokiya; 
ACT.6.6	wazawaleta kwa ntuṅwa, awa wazawahembelezeza, wazawabadikila mikono. 
ACT.6.7	Miya mbulingwa ya Mulungu izaγenda, kangi kuja Yelusalemu wahina wazafikaisiiza kuγenela, hata bumba kulu ja wavikizi jizatozesha na kuitika.
ACT.6.8	Sitefano kwa viya, avyogisa mbazingwa na kutenda nguvu, azaγoshola vimaka na vilozo vikulu kwa wantu. 
ACT.6.9	Kuzalawila kuṅwe, ni wa bumba jeitangwa ja Walibelitini na Wakilene na Waalekisando na wa Kilikiya na wa Asiya, wauzanye na Sitefano. 
ACT.6.10	Miya nkawadahile kuikila nkani viyuγo vyakwe na mpehongwa, ayolonga nayo.
ACT.6.11	Ne wahotunya wantu, walonge kuti: Tizamwiva, akilonga mbuli za kumkanka Mose, hata Mulungu. 
ACT.6.12	Hata mbalingwa na waγolokezi na watabaluwangwa wazawavota woshe, wazahita, wazamhuna, wazamwingiza kitala. 
ACT.6.13	Wazalavya waona wa lulimi weγamba: Uyu muntu nkadila kulonga mbuli za kubela haṅazi na mulomongwa. 
ACT.6.14	Hambu tizamwiva, akilonga kuti: Yesu ywa Nazaleti nezeachakule aha hantu, ahitule ija misimo, Mose atinkileyo. 
ACT.6.15	Woshe waikalewo mwe kitala wazamdulila, wazaona cheni chakwe, kuti viya ni cha mlau.
ACT.7.1+ACT.7.2	Mvikizi mkulu azaγamba: Ni ivyoho? Yuja azahitula angwe: Waγoshi inywi, wanduγu na watate, teγelezai! Mulungu mwe utana azamlawila Tate yweshu Abulahamu, ake Mesopotamiya, ashizati aikale Halani, 
ACT.7.3	azamγamba: Lawa mwe shi yako na mwe nduγu yako! Hita mwe shi, ndiyo nikuonyeshe! 
ACT.7.4	Ne alawileho mwe shi ya Wakalideyo, akihita Halani. Kuja kohena, ishe akibinda kufa, azamshamiza na mwe inu shi, muyoikala inywi ivi lushe. 
ACT.7.5	Kangi nkamunkile tongo mumo, ati ni heinga sa lwayo luṅwe du, miya azamwikila msuhi wa kuzaimunka, iγaluke yakwe ṅwenye na ya mbeleko yakwe, ndiyo imtongele, kangi ne aishina ṅwana. 
ACT.7.6	Vikibinda Mulungu azamlonga kuγamba: Mbeleko yako nezeiikale uγeni mwe shi ngeni, kangi muja nezewaikundile upuna na kuiγoshwela vibada mavuli magana mane. 
ACT.7.7	Kangi ija mbali, ndiyo watumikile, imi nezeniilahe, ne Mulungu alongilevyo, kangi vikibontoka, nezewakulawe, wanitumikile hantu aha. 
ACT.7.8	Azamunka kilaγa cha kushenga wana, kwa ivyoho akimvyala ṅwanae Isaka azamshenga mushi wa mnane, Isaka azamγoshwela Yakobo sa ivyoho, kangi uyu Yakoho waja watate zeshu wakulu kumi na waili azawaγoshwela sa ivyoho. 
ACT.7.9	Waja watate wakulu wazaingilwa ni wizu na Yosefu, wazamtaγa na Egiputa, miya Mulungu azaanga naye, 
ACT.7.10	azamvunila mwe ukiwa wakwe woshe, azamwonela mbazi, adahelonga na viyuγo kwa Falawo, zumbe ywa Egiputa, ne uyu ahomunka ufuṅwa wa Egiputa hata wa nyumba yakwe yoshe. 
ACT.7.11	Sala izagwa mwe shi ngima ya Egiputa na ya Kanaani na ukiwa ungi, hata watate zeshu nkawaene vya ja. 
ACT.7.12	Yakobo akiiva kuti: Egiputa kuna nkande, azatuma watate zeshu ntambo ya bosi. 
ACT.7.13	Mwe ntambo yawe ya mbili Yosefu azakilaviliza kwa wakuluwe, ne nduγu ya Yosefu ihotailwa ni Falawo. 
ACT.7.14	Miya Yosefu azatuma, azamwitanga ishe Yakobo na chengo chakwe choshe, wazaγelemuka milongo mfungate na washano. 
ACT.7.15	Yakobo azasheela Egiputa, ṅwenye azafa γuko na watate zeshu; 
ACT.7.16	wazaiγalwa Sikemu, wazazikwa mwe ija mbila, Abulahamu aγuzileyo na feza kwa wana Hemoli kuja Sikemu. 
ACT.7.17	Mishi ya uja msuhi, Mulungu amunkilewo Abulahamu, ikitimiza, iyo mbali izakula, izaγenela uko Egiputa, 
ACT.7.18	mpaka kukiinuka zumbe mtuhu ywa Egiputa ashimlailaye Yosefu. 
ACT.7.19	Uyu azaγendela inu mbali yetu na minyanyi, azaγoshwela watate zeshu vibada, akiwakundila kuasha vizana vyawe tunduwi, kangwe washeikale ugima. 
