GEN.1.1	Ndre mamunen Petngendrei ihnan lok eleng pe lokpoi, pe sane ndre sulo-on. 
GEN.43.30	Yosep indroni tinton ti pe kolon isup. Iy ihndrepet iy tahit, ile pe iyeu ile lo rum sih yi pe iltang.
GEN.43.31	Iy ideng oh pe inuhen purmadan pe ise ndre rang. Kolon mapwi insop odoke ititsan ke iy pe ipe ile ta lewen marai kide ana' su song.
GEN.43.32	Yosep tepolon sih pe tinton su ndre tepolo' su sih. Su Isip hana-an song honto um ta Yosep eri ndre tepolo' su yi, odosa su Isip henehmbore su iy ndre su pe su Hibru hoyo-on song hodo hondroh tih. 
GEN.43.33	Su madan tintoi hodo pwoi eri mada' su ile hu Yosep ea. Sa hesehen su he-en sia ti ile pahndran krismas tasu ea. Kom ndrihou imin ndre mune, inum pe iy omur tadan, inum pe homou yi, ilto ndre kom omur. Su heltuwe kurti pe hehretek ile eriy. 
GEN.43.34	Song ti idu tepol ta Yosep, pe lewen marai ide ana' su. Song anan Benjamin ti ihluwen tasu ndre sulo-on, ihpa ndre ana' su ndramat limuu. Su hoyo-on song pe he-ing ndrodan Yosep uu pe ilta ndre su ile mo-on.
GEN.44.1	Yosep ipe nolou ile ta lewen marai tadan madan iso um ti ihpah, “Edehen ndrop tasu kile song ti uu kenon ndre su we hanon hesorii, pe eduwe mone-e' su kile ndre madan ndropo' su yi. 
GEN.44.2	Eduwe kap silwa todo ti kimin madan ndrop tan iy ndre lehyen lakopwi ti, kile ndrodan ndre moni tadan odo sihsih song.” Iy iduwe iyin ihpa ke ndre Yosep ipe tih.
GEN.44.3	Idu maping ndre lik ti pe su lewen marai hapa ile tasu madan tintoi ti hapa su ha-au. Su hokuni donki ta su pe ha-au yi. 
GEN.44.4	Su hanna alau odo siti mapwi, eri pe Yosep ipe ile ta lewen marai madan iso um tadan ihpa, “Oporitai odo ndruwe’ su ndramat kurtih. Osopudi su, eri ehndremte su kihpa, ‘Odu otpo huyen ile taduu pe ihpa kehe pe oduu otpo mo-on tih? 
GEN.44.5	Ihpa kehe pe oduu atpahno-o kap silwa ta mandra-an todo tih? Tapa kap kuti iy ini-ing illa eriy, pe intahu ah illa eriy yi. Punou oduu otpo kiti mo-on lakopwi.’”
GEN.44.6	Idu iy ndre lewen marai isopudi su, eri pe ipe ke ndre sohou iy ndre Yosep ipe ile tadan ile eriy tih. 
GEN.44.7	Su hapa ile tadan ihpa, “Mandra-an, ou ampa sa? Odu otut odo nolou ou ampa tih. Odu tuno' odu hangka-an pwi. Odu edenolou ndre ndrokene. 
GEN.44.8	Ou tunom ihpa ndre odu atakuni moni iy ndre odu otureh idu madan ndrop tadu, eri odu atakuni odo Kenan ti hasa yi tih. Ihpa yi kehe pe odu we atpahna gol ndre silwa odo lon omwen mandra-an tadam tih? 
GEN.44.9	Lau il, ipe ye ou otureh odu homou kerti kikuni, eri we heduwe iy kimet, pe odu ndre sulo-on we atla lewen marai tadam.”
GEN.44.10	Iy ihpa, “Huyen, yu wasu-u, odoke tapa iy ndre ikuni kap eri we kile lewen marai todo. Oduu huren ti we ada-au kile.”
GEN.44.11	Ile pe su hoportai heduwe ndrop tasu hala pwoi, pe su homou homou itpiri madan ndrop. 
GEN.44.12	Lewen marai ta Yosep iturtur iyehiy lakopwi, ide lin hereh idu tan kom ndrihou ti uu pe ilto ndre tan iy omur tasu. Eri pe itureh kap ti imin lon ndrop tan Benjamin. 
GEN.44.13	Su hakarndrum pe here-e kolso' su. Su heduwe ndrop hala ndre pule-en donki pe hala ndre siti yi.
GEN.44.14	Idu Judah pe tinton su hehir um ta Yosep, eri iy mapwi imin eriy. Su hopo ruru ile tadan, 
GEN.44.15	pe Yosep ihpa, “Handrai sa ndre oduu otpo kuti? Oduu tuno' oduu sa ndramat ihpa ndre yu ti mulou hampaninye sane ile tasu ti ndre pwi?”
GEN.44.16	Judah ihpa, “Mandra-an, odu we atpa sa kile tadam? Odu we edehkike-ei kihpa kehe? Odu we otruprup odu kihpa kehe? Lapan indretureh horut tadu. Odu ndre sulo-on we atla ndrodan ndramat ndre ikuni kap ti pe atla lewen marai tadam.”
GEN.44.17	Yosep ihpa, “Pwi ndre pwi! We kindrahpa kiti pwi! Tapa iy ndramat kap imin hun iy eri we kile lewen marai todo. Oduu huren eri ada-au ndre huye' oduu atla ndrongon tama' oduu.”
GEN.44.18	Judah illa ile hu Yosep pe ipe ihpa, “Oh, Lau Mandra-an, eduwe yu kusohou hepe oh. Lon ndrinem kinei todo kolwii, ou eri ahpa ke king tih. 
GEN.44.19	Mandra-an, ou ehndremte odu ihpa, ‘Oduu tama' oduu pe homou tinto oduu yi ndre pwi?’ 
GEN.44.20	Odu adahpa, ‘Odu tama' odu kah lopun pe tinto odu homou omur. Tama' odu ile ndre lopun pe heduwe iy. Tinton eri indrimat pe iy ke homou mapwi imin. Iy pe tinton eri tine' horu homou, pe taman eden iy lakopwi.’
GEN.44.21	“Mandra-an, ou apa odu atakuni iy kise keti, kile we ou endre-et iy, 
GEN.44.22	pe odu atpa ile tadam ihpa ndre anah kuti we kindra-au odo hun taman pwi. Uh iy ke-eu, eri taman kihne kimet. 
GEN.44.23	Inum pe ou ahpa, ‘Atsa purmodo kolwii kenon ndre oduu atakuni tinto' oduu lehyen ti ki-us oduu kise tih.’ 
GEN.44.24	Lau Mandra-an, ou ti mandra-an tan tama' odu yi. Idu iy ndre odu atla ndre hun tama' odu yi, eri pe etninen sa ndre ou apa ti ile tadan ndre ilnum.
GEN.44.25	“Inum ti pe iy ipe odu atsa yi pe atsasih ana' odu hepe song. 
GEN.44.26	Odu adahpa, ‘Odu we etndrela pwi. Odu we etndrela purmadan ndramat kurti pwi kenon ndre tinto' odu lehyen ti kimin lenga' odu. Odu we atla, ipe ye tinto' odu lehyen ti ki-us.’
GEN.44.27	“Tama' odu ipe ile tadu ihpa, ‘Oduu tuno' oduu yu ti nedu ke rumuu tam mbrulu ke Resel tih. 
GEN.44.28	Homou eri indra-au todo. Sane ka-an puyep pwi ti kihne hondrurotasi iy ile ke hepe-eu ea pe handrani iy, odosa idu ke ndre eti uu pe isto mehkele, eri yu hepe modo indrito tadan mapwi. 
GEN.44.29	Ipe ye oduu atakuni ye homou kuti ke-eu odo hu yu pe hangka-an kihrut kidu mundren, eri yu kah lopu, pe kihne kukarndrum uu pe kumwet.’”
GEN.44.30+GEN.44.31	Judah isohou yi, “Mandra-an, mehkele yu kule hun tomo uu pe anah kurti kindru-us yu pwi, pe iy kindre-et pe anah ti pwi, eri iy we kimet. Iy eden anah ti lakopwi, pe iy kah mo-on lopun. Iy we kikarndrum pe kihne kimet. 
GEN.44.32	Yu udemumoi ile tan tomo odo tan anah kutih. Yu upwe ile tadan ihpa ndre uh yu kundrekuni anah kuti kinna ndre hun iy pwi, eri pede-en odo eriy ti yu we kussor kopwi uu pe kulmat kopwi.
GEN.44.33	“Ile pe, Mandra-an, mehkele eri yu we kusini ndruhun anah kurti kule lewen marai tadam kumwin ndre kede, pe iy eri eduwe iy ki-us su tinton pe ke-eu kile yi. 
GEN.44.34	Yu kule yi ndre ndrongon tomo pe anah ti kindrimin ndroda yu pwi, eri mada. Yu mbori iy ndre kundre-et tomo kile handrai ndre handrai tih.”
GEN.45.1	Yosep karundrum tadan ile ta su tinton eri ke ile puko-on lakopwi. Iy ihndrepet iy idu mada' su lewen marai tadan tahit, ile pe iy ipe ile ta su ha-au odo rum hala kiu. Homou ndramat indrimin yi ndroda su pwi idu iy ndre Yosep ipe ile ta su tinton tih. 
GEN.45.2	Iy iru-iy ile mandra-an pe su Isip hehrungii, pe ninen ile hu su lewen king.
GEN.45.3	Yosep ipe ile tan tinton su ihpa, “Yu ti Yosep. Tomo ti mapwi ilmin?” Odoke tinton su hehrungi iy ipe kudu, eri pe su honnoh ile mo-on lakopwi pe homou insohou hepe pwi.
GEN.45.4	Inum ti pe Yosep ipe ile ta su, “Iyenon oduu atsa mukehe hu yu.” Eri pe su hala mukehe pe iy ihpa, “Yu ti tinto' oduu ke Yosep tih. Oduu atawe yu ule lumwe' su Midian pe su hesihnen yu, pe hekuni yu use Isip tih. 
GEN.45.5	Tawene taduu kihrut pe edehtuduwen oduu kile eriy kolwii. Ndre ndrokene tadan, eri Lapan ikuni yu use munen taduu odo we kusetawe mandro-o' sa ndramat hodo huyen, pe handrimat pwi. 
GEN.45.6	Song inum odo lok keti eri krismas ruweh ke indrinum pe limweh mapwi, ile pe sa ndramat we hondrupo maryan song mapwi. 
GEN.45.7	Lapan iduwe yu ise munen taduu, kile we kuhnuwii oduu ada-au odo lo horut kuti, pe yaya' oduu we hendrisih pwi. 
GEN.45.8	Lapan iduwe yu use kerti, oduu ti pwi. Iy iduwe yu modo ise pule-e' su opisa ndre sulo-on tan king. Sane ndre sulo-on odo lok ndre mandra-an kerti ise lumwe. Lok ndre mandra-an Isip eri imin ke pohndro.
GEN.45.9	“Etportai atla hun tomo mehkele koson pe atpa kile tadan kile nolwo-on nedun ke Yosep kihpa: ‘Lapan iduwe yu modo ise Isip ndre mandra-an. Asa hu yu sowin kopwi. Adakulkul kolwii. 
GEN.45.10	Ou we emin Gosen,
GEN.45.11	Ipe ye ou emin Gosen, eri we yu modo kise tadam. Krismas limweh odo song pwi eri mapwi idu, pe yu mbori iy ndre ou, ndramtam su, pe sane ka-an tadam atmat ta song tih!”
GEN.45.12	Yosep isohou lakopwi, “Mehkele oduu ndre sulo-on kiti, pe ou yi Benjamin, etndrendroni ile mada' oduu ihpa ndre yu eri Yosep ndre ndrokene unosohou ile taduu tih. 
GEN.45.13	Atpa kile tan tomo ihpa ndre yu eri kohkoh homou odo Isip, pe etninen ndralngan kile sane ndre sulo-on ndre oduu etndrendronii tih. Kinum oh pe otportai atakuni iy kise kede.”
GEN.45.14	Iy isokohan tinton ke Benjamin pe iru-iy, pe Benjamin ideng yi. 
GEN.45.15	Iy mapwi intang eri pe isokohan tinton homou pe homou pe ihngwi purmada' su. Ndruwen kuti pe tinton su kah hosohou ile tadan.
GEN.45.16	Ninen ihir pales ihpa ndre tinton Yosep su ti hansa, eri pe king pe su opisa tadan ndre sulo-on hopwo-es lakopwi. 
GEN.45.17	King ipe ile ta Yosep, “Apa kile tan tintom su heduwe sane tasu hala pule-en donki pe hala ndre Kenan yi. 
GEN.45.18	Eduwe su hala haltakuni tama' su pe ndramta' su pe hasa yi ndre ketih. Yu we kuduwe poi mandra-an hombrul odo Isip ndre huyen lakopwi odo tohe sane eri kile ta su, kile we su handrimat song pwi. 
GEN.45.19	Apa kile tasu hokun se wil karis odo Isip, odo takun mbrulu' su pe nedu' su mo-one, pe hokuni tama' su ndrodan. 
GEN.45.20	Handrai sa tasu ndre hendrekunii kinsa pwi eri hadawene kile eriy kolwii, odosa sane iy ndre huye' su lakopwi odo Isip eri we kile tasu.”
GEN.45.21	Ile pe su nedun Yakop hahnan ihpa ndre hapa ile tasu tih. Yosep iduwe wil karis hala ta su, ihpa ndre king ipe ti pe ile ndrodan ndre ana' su song odo lila-a' su ha-au yi tih. 
GEN.45.22	Iy ihngahang kolos sihsih ile ta su homou homou odo senis, odoke Benjamin eri iy iduwe ndralahan silwa ndre tulpweu pe kolson ndre limweh. 
GEN.45.23	Taman eri iy ipu tadan sane ndre huyene lakopwi odo Isip, pe iduwe hala pule-en donki kamal ndre siyul. Donki siyul yi ndrukwil, eri heduwe wit pe bret, pe song se yi odo lila-an taman we kise Isip tih. 
GEN.45.24	Iy idapipan tinton su kah ha-au, pe ipe ile ta su ihpa, “Atlapa oduu odo sal kolwii.”
GEN.45.25	Su ha-au odo Isip pe hala ndre hun tama' su ke Yakop odo pule-en poi Kenan. 
GEN.45.26	Su henen ndralngan tama' su ihpah, “Yosep ti mapwi imin! Iy ti madan ise pule-en lok Isip ndre mandra-an!” Yakop saman iyer, odoke ipe ye su hantaheweh.
GEN.45.27	Odoke su henen sane nolou iy ndre Yosep ipe ile tasu ile eriy, pe iy indroni wil karis ndre Yosep idepipan odo takun iy ile Isip, eri pe tawene tadan ise ndre hun iy yi. 
GEN.45.28	Pe Israel ipe ihpa, “Kah ndre ndrokene. Nedu ke Yosep ti mapwi imin. Yu we kule pe kulndre-et iy oh pe kah kumwet.”
GEN.46.1	Ile pe Israel idekukohon tadan sane ndre sulo-on pe itlang ile Isip. Iy ihir Berseba ti pe isurok pe itnu-en yohou ile ofa ile ndrongo Lapan tan taman ke Aisak. 
GEN.46.2	Lukumwen ti pe Lapan ihir hun Israel ile hangka-an ihpa ndre mimih, pe iyuw ihpa, “Yakop, Yakop.”
GEN.46.2	Yakop ihpa, “Ah? Yu umwin.”
GEN.46.3	Lapan ipe ihpah, “Yu Lapan. Yu Lapan tan tamam. Ou onoh odo we ala Isip ti kolwii. Yu we kuhnan nedum su pe ombrum we hala sulo-on odo eriy. 
GEN.46.4	Yu we ku-us ou kule Isip, pe we kukuni ou asa ndre lok keti yi. Pe nedum ndre Yosep ti we kimin kosum kidu mundrun mat tadam.”
GEN.46.5	Inum pe Yakop itlang odo Berseba. Nedun su kamal heduwe iy ile lon karis ndre king odo Isip idepipan tih. Kom mone pe su pedih ti hala lon karis yi. 
GEN.46.6	Su hokuni sane ka-an ndre sulo-on ho-us su. Sane ndre sulo-on tasu odo Kenan ti su hokuni ndrodan, pe ha-au hala Isip. 
GEN.46.7	Iy ikuni nedun pe papon su ndre sulo-on hala Isip.
GEN.46.8	Ranga' su nedun Israel kamal pe papon su ndre ho-us iy hala Isip ti kurtih:
GEN.46.8	Ruben ti tolun kom ta Yakop. 
GEN.46.9	Ruben ti nedun kamal hamou: Hanok, Palu, Hesron pe Karmi.
GEN.46.10	Su nedun Simeon kamal eri Jemuel, Jamin, Ohat, Jakin, Sohar pe Saul. Tinen Saul eri pedih odo Kenan.
GEN.46.11	Su nedun Livai kamal eri Gerson, Kohat pe Merari.
GEN.46.12	Su nedun Judah kamal eri Er, Onan, Selah, Peres, pe Serah. (Odoke Er horu Onan harmat odo ndre Kenan.)
GEN.46.12	Su nedun Peres kamal eri Hesron pe Hamul.
GEN.46.13	Su nedun Isakar kamal eri Tola, Puvah, Iop pe Simron.
GEN.46.14	Su nedun Sebulun kamal eri Seret, Elon pe Jalel.
GEN.46.15	Ruben, Simeon, Livai, Judah, Isakar pe Sebulun ti su nedun Leah, mbrulun Yakop. Leah iduwe nedun su kurti odo ndre Mesopotemia. Leah iduwe nedun homou pedih yi rangan Dainah. Su nedun Yakop pe papon su ta Leah ti ndre tulngeh-pe-tulmuu.
GEN.46.16	Su nedun Gat kamal ti rangan su kurti:
GEN.46.16	Sifion, Hagi, Suni, Esbon, Eri, Arodi, pe Areli.
GEN.46.17	Su nedun Aser kamal eri Imnah, Isvah, Isi pe Beriah, pe timso-o' su eri Serah. Nedun Beriah kamal ti Heber pe Malkiel.
GEN.46.18	Su kamal pe pedih, nedun pe papon Yakop horu Silpah, lewen marai ta Leah, eri ndre sungoh-pe-onmou.
GEN.46.19	Nedun Yakop tam mbrulun ke Resel ti rumuu kopwi:
GEN.46.19	Yosep pe Benjamin. 
GEN.46.20	Yosep imin Isip ti pe iyesuwon Asenat, taman ti Potifera, pris odo Heliopolis. Asenat iduwe nedun Yosep kamal rumuu: Manaseh pe Efraim.
GEN.46.21	Benjamin nedun su kamal ti Bela, Beker, Asbel, Gera, Naman, Ehi, Ros, Mupim, Hupim pe Art.
GEN.46.22	Yakop nedun pe papon su odo tam mbrulun Resel, ti su ndre sungoh-pe-hamou.
GEN.46.23	Dan eri nedun ke homou kamal, Husim.
GEN.46.24	Naptali nedun kamal ti Jasel, Guni, Jeser pe Silem.
GEN.46.25	Yakop nedun pe papon tam mbrulun ndre Bilhah eri su ke ndrotulmuu. Bilhah ti pedih lewen marai ndre Laban iduwe ile henuwii Resel.
GEN.46.26	Su ndrayen Yakop ndre sulo-on hala Isip ti ndre onngoh-pe-onmou. Hondrundrumon su pedih mbrulun nedun su ti pwi. 
GEN.46.27	Yosep nedun kamal ndre rumuu eri hermin Isip. Ile pe Yakop nedun pe papon ndre sulo-on ndre hohntok hala Isip ti ndre ndrotulngeh.
GEN.46.28	Yakop ihtakalan Judah ile munen ipe iy kile pe kilpa kile ta Yosep pe kisondrih su kise Gosen. Yakop su hehir Gosen ti pe 
GEN.46.29	Yosep ipe ile ta su lewen marai tadan haltakuni karis pe iy indreh ile eriy, pe ilsondrih taman ile Gosen. Yosep iltuwe taman ti pe iyahah ile won taman pe ideng elwe-en lakopwi. 
GEN.46.30	Israel ipe ile ta Yosep ihpa, “Yo nedu, ndre ndrokene ou mapwi emin. Yu kah kumwet ti huyen, odo yu ko undrendre-et ou tih.”
GEN.46.31	Inum ti pe Yosep ipe ile tasu ndre sulo-on ihpah, “Yu we kule pe kulpa kile tan king kihpa ndre tinto pe lewen tomo su ndre sulo-on ndre honto Kenan eri kah hansa. 
GEN.46.32	Yu we kulpa kile tadan kihpa ndre oduu, eri ndramat odo mada' oduu iso sane ka-an. Yu we kulpa kupwe oduu atsa ti pe atakuni sipsip, meme, makau, pe taduu sane ndre sulo-on. 
GEN.46.33	Uh king kiyuw oduu pe kihndremte kile marai sa oduu odompo, 
GEN.46.34	eri atpa kile tadan kihpa ndre oduu ti lau odo hangahang sane ka-an, ihpa ndre su tinembro' oduu hompo tih. Ipe ye oduu adahnan kihpa kudu eri we iy kiduwe oduu otto ndre poi mandra-an odo Gosen. Yosep ipunou ihpa kudu odosa, iy tunon ihpa ndre su Isip ti hosonto hondroh ndroda su ndramat ndre mada' su iso sane ka-an ti pwi tih.
GEN.47.1	Ile pe Yosep ikuni tinton su limuu pe hala ndrongon king. Iy ipe ile tan king ihpa, “Tomo pe tinto su hondroh Kenan hansa pe hekuni sane ka-an tasu ndre sulo-on ndrodan. Su kah hansa pe holto Gosen.” 
GEN.47.2	Inum pe iy iduwe tinton su hala purmadan king.
GEN.47.3	King ihndremte su ihpa, “Oduu odompo marai sa lakopwi?”
GEN.47.3	Su hapa ihpa, “Odu ti ndramat odo mada' odu iso sane ka-an ihpa ndre su papo’ odu ndre pihe hompo tih. 
GEN.47.4	Odu ada-au atsa lok keti odosa Kenan eri song pwi, pe sane mundriu anan sane ka-an tadu ti hondrunum yi. Odu atpa ou apahran pe odu otto ndre poi mandra-an odo Gosen.”
GEN.47.5	King ipe ile ta Yosep, “Ou tamam pe tintom su eri kah hansa Isip. 
GEN.47.6	Handrai sa su hapa hopo, eri hopo kile reh tasu. Poi mandra-an odo Gosen ti huyen lakopwi. Eduwe su hamandro hodo eriy. Pe uh lehpe se ndramat huye' su odo lenga' su, eri eduwe su he-en munen su ndramat ndre mada’ su iso sane ka-an todo tih.”
GEN.47.7	Inum ti pe Yosep ikuni taman ke Yakop pe ile purmadan king. Yakop ipatihteh king oh pe 
GEN.47.8	king ihndremte iy, “Ou krismas tadam kah heski?”
GEN.47.9	Yakop ihpa, “Yu unelila pe unemandro kopwi sehir ile sehir, pe krismas todo ke inna puken sangat-pe-tulngeh. Krismas kurti sulo-on pwi, pe mandro todo ti indrihir huyen ndre erti pwi. Tomo pe papu su ti hodo elwe-en lakopwi, pe mandro-o' su ti huyen hepe.” 
GEN.47.10	Inum pe Yakop ipatihteh king ndre petsih yi oh pe iyeu.
GEN.47.11	King ipe, ile pe Yosep iduwe taman pe tinton su hodo Isip. Su hamandro hodo Gosen, pe Yosep itlangan poi hombrul pe hombrul odo mukehe Rameses Siti ti hala tasu. Poi erti mbrule lakopwi odo lon Isip ndre mandra-an. 
GEN.47.12	Yosep intawe song anan taman pe tinton su. Su ndramtan taman ndre sulo-on, ile ndrodan ndre kom mone ti iy intawe ndre ana' su song yi.
GEN.47.13	Song inum lakopwi odo lok ndre mandra-an, pe sa ndramat odo Isip pe Kenan helkis ta song. 
GEN.47.14	Yosep intakuni moni ndre sa henesihsih song ile eriy ti pe ilentawe illa um mandra-an tan king, sa heneyuwen ile pales. 
GEN.47.15	Moni ta sa ndramat ndre sulo-on odo Isip pe Kenan ti inum, ile pe sa lau odo Isip hala ndrongo Yosep pe hapa ihpa, “Ana' odu song pe mone-e' odu hondrunum ndresale. Endre-et kile eriy, pwi ti odu we atmat.”
GEN.47.16	Yosep ihpa, “Oduu atpa mone-e' oduu hondrunum ndresale eri kah atakuni sane ka-an taduu ti hasa pe otpo suhen kile song.” 
GEN.47.17	Ile pe su haltakuni hos, sipsip, meme, makau, pe donki tasu hala hu Yosep pe hopo suhen ile song. Idu krismas eriy, eri sa henesihsih song ile ke sipsip, meme, donki, makau, pe hos.
GEN.47.18	Krismas eti inum, pe ile krismas sih yi ti pe sa hala ndre ndrongon Yosep, pe hapa ihpa, “Lau Mandra-an, odu we etndretungyon nolou pwi. Mone-e' odu hondrunum pe sane ka-an tadu ti ou ondrokuni indrinum yi. Odu kah hepe hangka-an indrimin yi odo sihsih ana' odu song kile eriy ti pwi, tapake odu sengin ndramat pe poiye' odu. 
GEN.47.19	Endre-et kile eriy, pwi ti odu we atmat. Esihnen odu pe poi tadu kile song, pe odu kah atla hono-on marai tan king, pe iy kah kile taman poi tadu. Angahang odu song kile we odu atndremat pwi. Ahngahang odu pedun sane song odo tohe pe odu atlatohon hala poi, kile pe poi he-en ke porah kolwii.
GEN.47.20	Yosep isihnen poi ndre sulo-on odo Isip pe ile poyen king. Song ti kah pwi lakopwi, ile pe su Isip we handranon hondrupo hangka-an pwi, tapake we heduwe poi hala sihsih. Ile pe poi ndre sulo-on hala ke poyen king. 
GEN.47.21	Yosep ipu ihpa kuti pe ihnan ndramat ndre sulo-on odo Isip, idu ndrongon hodoh pe ilto hodoh, eri hala ke lewen marai tan king.
GEN.47.22	Tapake poi ndre hoso lumwe' su pris ti Yosep insihnen pwi. Su pris ti hantakun song odo ndrongon king, ile pe su handrimat song pwi. Iy erti uu pe su hondrupo salim poye' su pwi tih.
GEN.47.23	Yosep ipe ile ta sa lau ihpa, “Oduu etndrendronii, yu unsihnen oduu ndrodan ndre poi taduu, ile pe king kah tadan oduu. Poi taduu ti hanna poyen king yi. Ile pe podun sane ndre oduu atpa we etutuhe ti kurtih. 
GEN.47.24	Kidu rang ndre sane kuti hala mandran pe oduu atakun, eri we edentalengan killa ndre limndreh. Handroh ti ana’ oduu, pe hondroh ti kise tan king. Taduu ti ana' oduu odo yo-on pe se ti odo tohe.”
GEN.47.25	Su hapa ihpa, “Ou ahnan pe odu etndremat pwi, lau mandra-an, ile pe odu ka we atla lewen marai tan king.”
GEN.47.26	Ile pe tawene Yosep iduwei ndre song hondroh odo lo' su ndre limndreh ti we killa tan king, eri ihir ile lo. Puko-on ta lo kurti mehkele eri mapwi ilto Isip ihpa ke ndre eriy. Tapake poi ndre hoso lumwe' su pris eri poye’ su hoso ke ndre lumwe' su.
GEN.47.27	Su Israel hoso Isip ti pe hamandro hodo Gosen. Su hohor hala sulo-on, pe hala tama' sane sulo-on. 
GEN.47.28	Yakop imin Isip ti krismas sungoh-pe-ondrotoloh. Pe kah krismas tadan ihntok eri sangat-pe-hangoh-pe-ondrotoloh. 
GEN.47.29	Yakop tunon mundrun mat tadan ti kah mukehe, ile pe iy iyuwen nedun ke Yosep pe ipe ile tadan ihpa, “Eduwe lumwem kise pahndran po pe adamumoi kihpa ndre ou we endretoni yu kundruto lok keti pwi. 
GEN.47.30	Lok ndre hodoni tomo su holto eriy, eri ou oltoni yu kule yi ndre eriy. Okuni yu ku-eu odo Isip pe oltoni yu kule ndroda su.”
GEN.47.30	Yosep ihpa, “Yu we kuhnan kihpa ndre ou apa tih.”
GEN.47.31	Yakop ihpa, “Eri adamumoi kihpa ndre ou we ahnan ndre ndrokene tih.” Yosep idamumoi. Ile pe Israel imin ke ndre pule-en sau pe isurok pe ide urehen Lapan.
GEN.48.1	Ndruwen sane ndre sulo-on eti honum pe isto ndre omur yi, eri Yosep ihrung ihpa ndre taman ile sik idu poi. Ile pe iy ikuni nedun horu ndre rumuu, Manaseh pe Efraim, pe ile ilndre-et Yakop. 
GEN.48.2	Sa homou inen ndralngan Yakop ihpa ndre nedun ke Yosep eri insa isendre-et iy, ile pe iy ititsan ke iy pe imin eleng pule-en sau tadan.
GEN.48.3	Yakop ipe ihpa, “Lapan Petngendrei ihir hu yu odo Lus, odo Kenan pe ipatihi yu. 
GEN.48.4	Iy ipe ile todo ihpa, ‘Yu we kuhngahang ou kom sulo-on, kile pe yayam we hehir kile lok sulo-on. Yu we kuduwe lok kuti kile lonen yayam su ndresale.’”
