MAT.1.1	Chitabu cho lukolo lwa Yesu Kilisito, imwana wa Daudi, imwana wa Ibulahimu. 
ACT.13.11	Hambiya, umukono we Mundewa ukuwa muchanhya yako; ukuwa chipofu na nghukudaha kona ujelu we dijuwa kwa chigele.”
ACT.13.11	Chimwande chila chinhu hochikuwa kifana ifunde na chisa ukwakwe, hoyokonga kugenda kuno na kuno yakuhananga munhu yamukole mukono yamulongose. 
ACT.13.12	Ayuya imukulu we chiwa yakone nheifo, hoyobiduka, hoyohuwila; hoyokisina lugano amafuso goyahulike muchanhya ye Mundewa.
ACT.13.13	Kulawa Pafo, Paulo na wayagwe howokwila meli mpaka Pelga ya Pamfulia; ninga Yohana hoyowaleka hoyokuya Yelusalemu. 
ACT.13.14	Ninga awene howogendelela ne inhambo kuwa Pelga mpaka mukaya ya Andiyokiya Pisidia. Dijuwa dye Sabato howokwingila mwi sinagogi howokwikala. 
ACT.13.15	Gamale kusomigwa amasomo mu chitabu cha malagiso ga Musa ne chitabu cha Wagonesi, awakulu wa disinagogi howogelegela ne nonga ino, Wandugu hona mwina mbuli ya kuwatamila wanhu uleke muwagume moyo, longeni 
ACT.13.16	Kamei Paulo hoyokwima, hoyowonesa kwa mukono, hoyokonga kulonga.
ACT.13.16	Anye wanhu wa Isilaelii na wamonga wose mukumogoha Mulungu tegeleseni! 
ACT.13.17	Mulungu wa wanhu wano wa Isilaelii hakawasagula waBabasetu; hoyowagolosa wowe itaifa ikulu ugele fowowile kuya kuutumwa Misili. Mulungu hoyowaleusa uko kwa udaha wakwe mukulu. 
ACT.13.18	Hoyowafinyilisa kwa minyaka makumi mane munyika. 
ACT.13.19	Hoyowamala mataifa mafungate we isi ya Kanaani, hoyowengha awo awanhu wakwe isi iya yuwe yawo. 
ACT.13.20	Hoyiloka minyaka magana mane na makumi mashano.
ACT.13.20	Kamei hoyowengha walamusi kuwalongosa mpaka ugele we mugonesi Samweli. 
ACT.13.21	Baho, howokwenda kuwa na Mundewa, Mulungu hoyowegha Sauli, mwana wa Kisha wa dikabila dya Benyamini, yowe Mundewa wawo kwa chigele cha minyaka makumi mane.
ACT.13.22	Hanyuma hoyomuleusa Sauli, Mulungu hoyomusagula Daudi kuwa Mundewa wawo. Mulungu hak kumufumila kwake hoyogamba: Nimona mwana wa Yese; ni munhu imwene moyo wangu wendesigwa naye, ni munhu yakwenda yagolosa agaya gose gonikwenda kugolosa. 
ACT.13.23	Kwandamila ulukolo lwakwe munhu yuyu, Mulungu, fina foyalongile, kawegalila wana wa Isilaelii muhonya, no Yesu. 
ACT.13.24	Ugele nghenati yeje Yesu, Yohana hakamulongolela yakuwahubilia wanhu wose wa Isilaelii fina ikuhanangigwa walambe na kubatisigwa. 
ACT.13.25	Yohana foyamalagisage imbuli yakwe hakawagamba wanhu, Mukudoga aniye no nani? Aniye ni yuya yomukulangilila. Imwene yakwija hanyuma yangu na aniye sinogelwe hata kudohola sisigi se filwatu fyakwe.
ACT.13.26	Wandugu sangu, anyeye mu wana wo lukolo lwa Abulahamu, na wamonga wose mo mukumogoha Mulungu! Imbuli ino yo uhonya igaligwa ukwetu. 
ACT.13.27	Kosoko awakaya wa Yelusalemu hamwedu na wakulu wawo wasamumanyile imwene kuwa Muhonya, kahiwasatangile simbuli sa wasungula sikusomigwa chila Sabato. Hata neifo hawagolosa simbuli sa wasungula simemeligwe kwa Yesu yakomigwe. 
ACT.13.28	Ninga wasonile mbuli yoyose yoyabanile iikumutenda yakomigwe, fowamulongile Pilato yamuliganise yakomigwe. 
ACT.13.29	Kamei wakafuluse kumemelesa gose agawandigwe kosoko ye mwene, howomuhulumusa kulawa mumusalaba howomwika muchilalo.
ACT.13.30	Ninga Mulungu hoyomwinula kulawa kuwafile. 
ACT.13.31	Naye kwa majuwa mengi, hoyokiyonesa kuwa wakiyandamile naye kulawa Galilaya mpaka Yelusalemu. Awo no wahomelesi wakwe hambiya ku wanhu wa Isilaelii. 
ACT.13.32	Naseye chija hano kumwigalilani imbuli swanu; imbuli iya Mulungu yoyawahuwise awaBabasetu. 
ACT.13.33	Kamemelesa ukwetu seye chi wajukulu wawo kwa mwinula Yesu kulawa ku wafile fina foyiwandikwe Musabuli ya keli.
ACT.13.33	Agweye kwa mwanangu,
ACT.13.33	Aniye diyelo nigaluka Babako!
ACT.13.34	Na kukumwinula kulawa kuwafile, yanghadahe kahi kuya uko na kudoda. Mulungu hakagamba nhafi:
ACT.13.34	Nikukwingha simboto sisunhile
ACT.13.34	se chawelu sonamuhuwise Daudi.
ACT.13.35	Heye, nna musisehemu simonga se Sabuli yakugamba:
ACT.13.35	Nghukumuleka isusunhile wako yadode
ACT.13.36	Daudi mwecho hakamemelesa foyakwenda Mulungu mu ugele wakwe; kamei hoyokufa hosikigwa habehibehi na wasehe wakwe, na uwili wakwe houdoda. 
ACT.13.37	Ninga yuya yanuligwe na Mulungu kulawa kuwafile nghadodile. 
ACT.13.38	Kwa nheifo, mumanye, wandugu sangu, fina kwe injila ye munhu yuno imbuli yo kulekeleligwa uwihi ikuhubihiigwa ukwenu; 
ACT.13.39	na fina chila munhu yakumwihuwila Yesu yakulekeleligwa uwihi wose; chinhu ichene chisikudahika kwa malagiso. 
ACT.13.40	Muchilangisise, mungheje mufikiligwa nagaya gowalongile awagonesi: 
ACT.13.41	Tegeleseni anyeye mu
ACT.13.41	wolubeso, jumeni mwagilile!
ACT.13.41	Kosoko nikugolosa milimo aniye
ACT.13.41	mumajuwa genu, ni chinhu
ACT.13.41	ichene musikudaha kuhuwila
ACT.13.41	hata munhu yanghamutamilani!
ACT.13.42	Paulo na Balinaba wokowe wakulawa mwisinagogi awaya awanhu howowagoneka weje kahi isabato ikwandamila, walonge wongesele simbuli siso. 
ACT.13.43	Umulango wo ukahele, Wayahudi wengi na wanhu wa wamembe gamonga awabidukile idini ye Chiyahudi howowandamilla Paulo na Balinaba. Awo watumigwa howolonga nawo howagamba wagendele kwikala wakuhuwila dihewa dye Mulungu.
ACT.13.44	Isabato yandamile, kalibu ikaya yose hoyokwija kuhulikisa imbuli ye Mundewa. 
ACT.13.45	Ninga Awayahudi wakone didyo ditewa dya wanhu, howomema wifu, howopinga goyalongage Paulo na kumuliga. 
ACT.13.46	Hata nheifo Paulo na Balinaba howolonga kwa chigosi bila kogoha, wakugamba: Hayuwa fiswanu imbuli ya Mulungu imufikileni anye we kunghonga; ninga kosoko muilema na kiyona msagiligwe uwumi wa majuwa gose, aseye chikumulekani na kuwalutila awanhu wa mataifa gengi. 
ACT.13.47	Kosoko Mundewa hakachilagisa nhafi:
ACT.13.47	Nikwika gweye uwe ujelu ku wanhu
ACT.13.47	wa wamembe,
ACT.13.47	uleke nwegalile wanhu uhonya
ACT.13.47	kose kuchilunga.
ACT.13.48	Awanhu wa wamembe gamonga wakahulike imbuli iyo huwosekelela, howowutunya ulongi wa Mulunguna waya awene wasaguligwe kupata uwumi wa majuwa gose, howohuwila. 
ACT.13.49	Imbuli ya Mulungu hoikwenela kose kose mu isi iya. 
ACT.13.50	Ninga Wayahudi howowasongesa awanawake wakulu wene fyeyo wa mataifa gengi na awene wende womogoha Mulungu na wagosi we kaya iyo. Howokonga kuwedasa Paulo na Balinaba, howowawinga kulawa mu sehemu yawo. 
ACT.13.51	Kamei, watumigwa howokung'unha diluli mumigulu yawo, kuwa ushahidi ukwawo, kamei howoluta Ikonia. 
ACT.13.52	Ninga awaya wahuwile howomema chinyemi na Muhe Musunhile.
ACT.14.1	Ako Ikonia simbuli hasuwa fina fosowile kuya Andiyokiya; Paulo na Balinaba howoluta kwi sinagogi dya Wayahudi howolonga kwa udaha mpaka Wayahudi wengi na Wayunani howohuwila. 
ACT.14.2	Ninga aWayahudi wamonga awalemile kuhuwila howosongesa na kuguma nyono mu mimoyo ya wanhu wa mataifa wamonga uleke wawaleme awandugu wawo. 
ACT.14.3	Paulo na Balinaba hogendelela kwikala uko kwa udaha muchanhya ye Mundewa, naye Mundewa hoyowililila ulongi wo walongile muchanhya ye dihewa dyakwe, kwa wadahisa kugolosa ga majumo na gokisina. 
ACT.14.4	Awanhu we kaya iyo howokitemanula: Wamonga howokifumilisa na Wayahudi, na wamonga howokuwa ulwandi lwa watumigwa.
ACT.14.5	Kundumo yakwe, wamonga wa wanhu wa mataifa gamonga na Wayahudi wakihasa na wakulu wawo, howolamula kuwatendela fihile awo watumigwa na kuwatowa na mawe. 
ACT.14.6	Watumigwa wakatange imbuli iyo, howotijila Lisitila na Delibe, sikaya sa Likaonia, na sisehemu sa mubehi behi. 
ACT.14.7	Hogendelela kuhubili imbuli iswanu uko.
ACT.14.8	Hakuwa munhu yumonga uko Lisitila, imwene yowile chiwete kulawa kwelekigwa kwake hakowa nghenati yagende ng'oo. 
ACT.14.9	Imunhu yuyo yendeyomutegelesa Paulo foyendeyohubili. Paulo hoyomulanga ludole yokone fina hakowa na ihuwi dya kudaha kuhona, 
ACT.14.10	hoyolonga kwa dijwi dya muchanhya, Ima nyima kwa migulu yako! Ayuno munhu imwene imigulu yakwe hailemaa, hoyokwinuka chimwande hoyokonga kugenda. 
ACT.14.11	Chigele itewa dya wanhu wakone choyagolose Paulo, howokonga kujoja mu nonga ye Chilukaonia, Milungu ichijila mu sifuta sa wanhu. 
ACT.14.12	Balinaba hoyokwinangwa Seu, na Paulo, kwa fiya imwene noyalongage, hoyokwinangwa Helme. 
ACT.14.13	Na imutambiki wa dihekalu dya Seu dyowile kunje ye kaya hoyokwigala nghambaku na mahwanya ga maluwa hamwedu yo mulango mukulu we kaya, imwene hamwedu na ditewa dya wanhu hoyohananga kuwatambichila watumigwa.
ACT.14.14	Balinaba na Paulo wakamanye imbuli iyo, howodega si suke sawo na kudibilimila ditewa dya wanhu wakugamba dijwi ikulu: 
ACT.14.15	“Wandugusetu nhani mukutenda nheifo? Ase nase cha wanhu fina nyeye. Na chabahano kuwahubili imbuli iswanu, musileke asino si sanamu muhala, mukamubidukile Mulungu imumi, Mulungu yowumbile ulanga ne iisi, ibahali na fyose fuwile umo. 
ACT.14.16	Katali Mulungu hakaleka chila itaifa ditende fyo dikwenda. 
ACT.14.17	Hata nheifo nghalekile kiyonesa kusimbuli si swanu soyakuwagolosela: Yakuwatonyesela ifula kulawa mulanga, kugola kwa ugele wakwe na chakudiya na kuimemesa miyoyo yenu na chinyemi.” 
ACT.14.18	Hata walongile nheifo isowile fihufu kuwalemesa waleke kuwatambichila.
ACT.14.19	Ninga Wayahudi wamonga howokwija kulawa Andiyokiya na Ikonia, howowatenda wanhu wakihase nawo howomutowa mawe Paulo na kumubulumula mpaka kunje ye kaya howogamba kafulusa kufa. 
ACT.14.20	Ninga wahuwile wakakikonghole na kumusunguluta, hoyokwinuka, hoyokuya ukaya. Nhosiku yakwe imwene na Balinaba howoluta Delbe.
ACT.14.21	Paulo na Balinaba wakamale kuhubili imbuli swanu ako Delibe na kupata wahuwile wengi, howokiyoha nhambo ya kuluta Andiyokiya kwa kugendela Lisitila na Ikonia. 
ACT.14.22	Howowakangasa wahuwile wa sikaya siso na kuwaguma moyo wowe wakangale mu dihuwi, Howowagamba, ichangila chose seye chigendele mu masambasiko mengi, uleke chingile mu undewa we Mulungu. 
ACT.14.23	Howosagula wasehe kwa chila ikanisa kosoko ya wahuwile, kamei kwa kuwomba na kufunga howoweka hasi ya wimilili we Mundewa imwene wowamuhuwile.
ACT.14.24	Wakalokele mu isi ya Pisidia, howofika Pamfulia. 
ACT.14.25	Wakamale kuhubili imbuli iyo ako Penga, howoluta Atalia. 
ACT.14.26	Kulawa uko hawasafili kwa meli howokuya Andiyokiya ahene kunghonga hawekigwa mu kwimilisi we dihewa dye Mulungu kosoko ye milimo, hambiya hawowa waimemelese. 
ACT.14.27	Wakafike ako Andiyokiya howogolosa mulundo wa dikanisa ahanhu baho, howowatamila simbuli soyagolose Mulungu hamwedu nawo, na fyene foyawakumulile wanhu wa wamembe gamonga umulango wo kwingila mu dihuwi. 
ACT.14.28	Howokwikala na waya wahuwile chipisi chitali hamwedu nawo.
ACT.15.1	Kamei wanhu wamonga hawafika Andiyokiya kulawa Uyahudi howokonga kuwafusa waya wandugu wakugamba, “Hona musigaligwe kwikumbi kwandamilo amahokelo na malagiso ga Musa musikudaha kuhonyigwa ng'oo.” 
ACT.15.2	Imbuli ino hoikwiga kuwanga kukulu na Balinaba na Paulo wakalonge nao, howokifumilisa fina Paulo na Balinaba hamwedu na wahuwile wengi wa dikanisa dya Andiyokiya wakawona awaya watumigwa na wasehe muchanhya ye imbuli iyo.
ACT.15.3	Kamei dikanisa, hodiwelaga nawo wokowe wakulokela Foinike na Samalia howowatamila wanhu ifyene awamembe gamonga fowawamubidukile Mulungu. Simbuli siso hosiwendesa sana wandugu wawo wose. 
ACT.15.4	Wakafike Yelusalemu howokalibishigwa na dikanisa, watumigwa na wasehe; nawo howowatamila gose goyagolose Mulungu hamwedu nawo. 
ACT.15.5	Ninga wahuwile wamonga wowile we chitewa cha Mafalisayo, howokwima wakugamba, ikwendigwa wanhu wa wamembe gengi wegaligwe kwikumbi na kufusigwa kwandamila malagiso ga Musa.
ACT.15.6	Kamei, watumigwa na wasehe howogolosa mulundo wi waimwene uleke wailange imbuli iyo. 
ACT.15.7	Wakamale masimulisi matali, Petulo hoyokwima, hoyogamba, “Wandugu sangu, mumanya fina kukonga Mulungu hakanisagula niye mugati yenu uleke awanhu wa wamembe wahulike imbuli Iswanu na kuhuwila kosoko ya mahubili gangu. 
ACT.15.8	Naye Mulungu yamanyile miyoyo ya wanhu hoyokonesa fina kawafumila nawo kwa kuwengha Muhe Musunhile fina foyachinghile seye. 
ACT.15.9	Nghagolose ubagusi wowose ukwetu na ukwawo, hakaisunha miyoyo kwa dihuwi. 
ACT.15.10	Hambiya, nhani, kumugesa Mulungu kwa kuwatwika awo wahuwile musigo wene hata wababu setu, kahi aseye chilemeligwa kuwinula? 
ACT.15.11	Inghowe nheifo, ninga, chikuhuwila fina aseye fina awene nawo, chikuhonyigwa kwa njila ya dihewa dye Mundewa Yesu.”
ACT.15.12	Chitewa chose hochinyamala twi, chikuwategelesa Balinaba na Paulo wakutamila majumo na kisina kwagohesigwe na Mulungu kwa mikono yawo mugati ya wanhu wa wamembe gengi. 
ACT.15.13	Wakamale kulonga Yakobo hoyokonga kulonga: Wandugu sangu, nitegeleseni! 
ACT.15.14	Simoni kachitamila fyene Mulungu kunghonga foyawagolosele wanhu wa wamembe gengi, hoyawasagula wamonga wawo wowe wanhu wakwe. 
ACT.15.15	Imbuli ino iligana lugano na simbuli sa wagonesi fina mawandiko masunhile fogakulonga: 
ACT.15.16	Hanyuma ya simbuli sino kukuya,
ACT.15.16	nikwenda nijenge kahi aiya
ACT.15.16	inyumba ya Daudi yuwile;
ACT.15.16	Nikugolosa mahame gakwe na
ACT.15.16	kuijenga kahi.
ACT.15.17	Ako awanhu wamonga wose,
ACT.15.17	wanhu wa mataifa gose
ACT.15.17	woniwenange wowe wangu
ACT.15.17	womuhamanga Mundewa.
ACT.15.18	Nofo yakulonga Mundewa,
ACT.15.18	iyagolosa imbuli ino
ACT.15.18	dimanyike kulawa katali.
ACT.15.19	Kosoko iyo ulamusi wangu nowuno: Chinghawedase wanhu wa wamembe awakumubiduchila Mulungu. 
ACT.15.20	Chiwawandikile baluwa wanghadiye fyakudiya vigumigwe wihi kwa kulafigwa kuwa filafwa ku sisanamu se milungu; waleke dihabwa, wanghadiye nyama yoyose iinyongigwe na wanghonywe sakame. 
ACT.15.21	Kosoko simbuli sa Musa sendesihubiliwa mu chila isinagoti kwa kaya na kusomigwa mu masinagogi gose chila ijuwa dya sabato.
ACT.15.22	Watumigwa, wasehe na dikanisa dyose walamula kuwasagula wanhu wamonga mugati yawo na kuwatuma Andiyokiya hamwedu na Paulo na Balinaba. Kamei, howousagula Yuda iyakwinagwa kahi Balinaba, na Sila, wose wamanyikana lugano mugati ya wandugu. 
ACT.15.23	Howowengha baluwa ino:
ACT.15.23	Aseye watumigwa na wasehe
ACT.15.23	wandugu senu chikuwalamusani
ACT.15.23	anyeye wandugu wa wamembe gengi
ACT.15.23	muwile ako Andiyokiya, Silia na Kilikia.
ACT.15.24	Chihulika fina wanhu wamonga kulawa kuno ukwetu wamidasani kwa simbuli sawo, wayiguma mimoyo yenu chiyangayanga. Ninga wagolosa bila kutumigwa na seye. 
ACT.15.25	Chilamula hamwedu, chisagula wanhu wakefu na kuwatuma ukwenu hamwedu na wendigwa Balinaba na Paulo, 
ACT.15.26	awene walafile uumi wawo kosoko ye disina dye Mundewa wetu Yesu Kilisito. 
ACT.15.27	Kosoko iyo chikumutuma Yuda na Sila ukwenu, awano wakwenda wawatamileni awenyecho agano gochiwandike. 
ACT.15.28	Muhe Musunhile naseye chikifumilisa chinghamutwikeni musigo kusuma agano gawagile mugamanye. 
ACT.15.29	Munghadiye fyakudiya filafigwe kusisanamu; na kunywa sakame, munghadiye nyama inyongigwe; na muleke dihabwa. Mokuwa mugolose fiswanu munghaleka kugolosa simbuli so. Chikuwalamusani.
ACT.15.30	Wakamale chilagigwa awo awatumigwe, howoluta ulwandi lwa Andiyokiya, kowenange mulundo wa wahuwile, howowengha ibaluwa iyo. 
ACT.15.31	Wakaisoma iyo ibaluwa, simbuli sakwe hosiwaguma moyo, howokonela lugano. 
ACT.15.32	Yuda na Sila awene wowile wagonesi, howosimulila na wandungu wawo kwakuwaguma moyo na kuwasindamika kwa ugele mutali. 
ACT.15.33	Wakamale kwikala uko kwa chigele chiguhi, wandugu wa Andiyokiya howowelaga, wakuwahangingila dihewa, kamei howokuya kuway awawatumile. 
ACT.15.34	Ninga Sila hakalamula kusigala. 
ACT.15.35	Paulo na Balinaba howosigala uko Andiyokiya kwa ugele muguhi, howofusa na kuhubili imbuli ye Mundewa hamwedu na wanhu wamonga.
ACT.15.36	Gakaloke majuwa mengi, Paulo hoyomugamba Balinaba, Chuye chikawagendele awaya wandugu mu chila kaya kochahubili imbuli ye Mundewa chikakiyonele fowakugendelela. 
ACT.15.37	Balinaba hoyohananga wamulonde na Yohana yakwinangwa Mlk o, 
ACT.15.38	Ninga Paulo nghendile kumulonda Mlk o, imwene yawalekile akuya Pamfulia na Kulimu kihasa nawo mumilimo yawo. 
ACT.15.39	Hoholawanisa muwango mukali mugati yawo, kwa nheifo howokitamanuka. Balinaba hoyomulonda Maluko, howokwila meli kuluta Kuplo. 
ACT.15.40	Naye Paulo hoyomusagula Sila, awandugu wa baho wakamale kuweka mu udimi wa dihewa dya Mulungu, hoyoleuka. 
ACT.15.41	Mu nhambo iyo hoyolokela Silia na Kilikia yakugemisa makanisa.
ACT.16.1	Paulo hoyofika Delbe na Lisitila, koyekalage Mkilisito yomonga yakwinaningwa Timoseyo. Ing'ina imwene yawile muKilisito nheifia, hakowa Muyahudi; ninga iBabakwe hakowa Muyunani. 
ACT.16.2	Timoseo hakowa na itunyo ikulu ku mugati ya wandugu wa Lisitila na Ikonia. 
ACT.16.3	Paulo hakahananga Timoseyo yakiyandamile naye munhamo, kosoko iyo hoyomwigala kwikumbi. Hakagosa nheifo kosoko ya Wayahudi wose awekale ulwandi wa ukuya hawamanya fina iBabakwe hakowa Muyunani. 
ACT.16.4	Ugele fowende wogenda musikaya siya hawawengha wanhu agaya malagiso galafigwe na watumigwa na wasehe akuya Yelusalemu howowagamba wagakole. 
ACT.16.5	Nheifo, agaya makanisa ahogokongeseka mudihuwi, na ihesabu ya wawahuile hoikongeseka chila ijuwa.
ACT.16.6	Howogenda ulwandi lwa Fulugia na Galatiya, Muhe Musunhile hakawalemes kuhubili imbuli iyo mu si isi sa Asia. 
ACT.16.7	Wakafike kusimhaka sa Musia, howogesa kwingila ku si isi sa Bisinia, ninga Muhe wa Yesu hoyowalemesa. 
ACT.16.8	Kamei, howolokela Musia howoluta mpaka Tulowa. 
ACT.16.9	Ichilo chicho, Paulo hoyokona diono, hoyokona munhu yumonga wa Mekedonia kema baho yakumutasa Loka wije Makedonia uchitase. 
ACT.16.10	Chimwande Paulo yakone diono didyo, hochikitayalisha kuluta Makedoni bila kusululuka, chihuwila fina Mulungu kachinanga chiwegalile imbuli swanu.
ACT.16.11	Kulawa Tulowa hochikwila meli mpaka Samatilake, nosiku yakwe hochiguma nanga Neapoli. 
ACT.16.12	Kulawa uko, hochiluta Filipi, kaya ya Wilaya ya kunghonga ya Makedonia, yene nheifia ni utawala wa Chilumi. Hochikwikala mukaya iyo majuwa makefu. 
ACT.16.13	Dijuwa dye Sabato hochilawa kunje ye kaya hochiluta kunghingi ye lwanda, hachigamba nhegela hanhu ha kufugila. Hochikwikala, hochilonga na wanawake wakitang'anyila baho. 
ACT.16.14	Mugati ya waya wachitegelesage hokowa baho mwanamuke yumonga yakumogoha Mulungu yakwinangwa Ludia, mukaya wa Tiatila yendeyogolosa uchulusi wa suke sa bafuta sa langi ya ndunghundunghu. Mulungu hoyougubula umoyo wakwe hoyogahokela agaya Paulo goyalongange. 
ACT.16.15	Yakabatiswe mudala yuyu hamwedu ne nyumba yakwe, hoyochigoneka yakugamba, “Hona chawelu munyonile fina niye nikumuhuwila Mundewa, kalibuni ukaya ukwangu.” Hoyochidindilisa chilute.
ACT.16.16	Dijuwa dimonga fochalutage ahanhu ho kufugila, mundele yumonga yowile na dipepo dya kulagula hakatang'anyila nase. Mundele yowapatila wagoli wakwe fesa nyingi kwa kulagula kwakwe. 
ACT.16.17	Kamei, yendeyomwandamila Paulo na seye, yakujoja na kugamba, “Awanhu ni watogomi we Mulungu Mukulu. Wakuwatamilani injila ya uhonyo.” 
ACT.16.18	Hoyogolosa nheifo kwa majuwa mengi, dijuwa dimonga Paulo hakasuha, hoyomubiduchila nakugamba dipepo, Nikukugamba kwa disina dya Yesu Kilisito, mulawe yuno 1 Chiwande dipepo diya hodilawa.
ACT.16.19	Awagoli wa yuya mundele wakone fina dihuwi dyawo dyokupata sawo dihela, howowakola Paulo na Sila, howowabulumula mpaka kuwanhu, kumwande ya wakulu. 
ACT.16.20	Howowasongesa kuwalamusi wakugamba, “Wanhu wano Wayahudi wakwigala fujo mukaya yetu. 
ACT.16.21	Wakufusa mahokelo agene aseye chi wanhu we Chilumi chikulemesigwa kusihokela kahikusandamila.” 
ACT.16.22	Ditewa dya wanhu hodikihasa nawo howowatowa.
ACT.16.22	Awaya watambiki howowadegela cha Paulo si suke sawo, howogamba watowigwe fiboko. 
ACT.16.23	Wakamale kutowigwa lugano, howokwingisigwa kugati, na musilikali wa digelesa hoyotumigwa yaweke hasi ya uwimilisi mukali. 
ACT.16.24	Kosoko ya malagiso gago, ayo musilikali howeka kuchumba cha kugati kuchaisi, che digelesa no kuyoha migulu yawo kusingoso.
ACT.16.25	Ninga muchilo mugati Paulo na Sila wende wowomba na kwimba nyimbo sa kumutunya Mulungu. 
ACT.16.26	Chimwande, hukulawanisa itetemeko dye isi ikulu, dyasingise imisingi ya digelesa. Chimwande milango yose hoikumuka ne minyolo yawohile awafungwa waya hoikilekela. 
ACT.16.27	Musilikali wedigelesa foyenuke yakona imilango yose yamwasi, hoyogamba nhagela awafungwa wose hawowa watijile, kosoko iyo hoyosomola dipanga dyakwe na kuhananga kikoma. 
ACT.16.28	Ninga, Paulo hoyokwinanga kwa dijwi ikulu, Unghakikome gomwecho kosoko aseye chose chabahano.
ACT.16.29	Yakamale kumwinanga munhu yegale taa aye msilikali hoyobilimila kugati, hoyokugwa hasi ha migulu ya Paulo na Sila akuno yakutetema kwa chogoho. 
ACT.16.30	Kamei hoyowalongosa kunje, hoyowosa, Wakulu nitende nhani noho nihone? 
ACT.16.31	Awene howomubidula, Muhuwile Mundewa Yesu nagwe ukuhonyigwa na inyumba yako yose. 
ACT.16.32	Kamei, howomuhubilia imbuli ye Mundewa imwene hamwedu ne inyumba yakwe. 
ACT.16.33	Ayuya Msilikali hoyowalonda ugele uuya we chilo, hoyowasunha malonda gawo, kamei imwene ne inyumba yakwe howobatisigwa baho ni baho. 
ACT.16.34	Hanyuma hoyowalonda Paulo na Sila kunyumba yakwe, hoyowengha chakudiya. Imwene ne inyumba yakwe yose howogolosa shelehe kosoko hambiya hawowa wamuhuwile Mulungu. 
ACT.16.35	Nosiku yakwe nosikusiku Mahakimu howowatuma awakulu wa wasilikali awene wakugamba, “Walekeni awanhu waya.”
ACT.16.36	Ayuya musilikali wa digelesa hoyomutamila Paulo; Mahakimu watuma mbuli fina mudoholeligwe. Hambiya mukudaha kulawa na kuleuka kwa digoya. 
